
[00:00:00.000 --> 00:00:08.000]  各位弟兄姊妹平安,我們一起來禱告仰望主在今天把祂這次美好的信息賜給我們。
[00:05:33.000 --> 00:05:38.000]  原來我們在神的面前得到最大的禮物不是一個建築物。
[00:05:38.000 --> 00:05:45.000]  我們得到神最大的禮物是因為神的愛,因為祂的愛臨到我們的身上。
[00:05:45.000 --> 00:05:48.000]  這個就成為我們生命當中最大的投資。
[00:05:48.000 --> 00:05:54.000]  一個照會可以是一個美麗漂亮的照會,在其中缺沒有愛。
[00:05:54.000 --> 00:06:00.000]  照會的生活因為受到許多世界當中的引誘,所以看不清楚。
[00:06:00.000 --> 00:06:08.000]  原來我們今天最重要的是照會生活中的彼此相愛。
[00:06:08.000 --> 00:06:18.000]  這個年長的老約翰就重複重複在約翰一書的第四章談到這個的重要性。
[00:06:18.000 --> 00:06:30.000]  在這個教導真愛的裡面,這個年長的約翰看到原來信徒的生活裡面特別受影響的地方,
[00:06:30.000 --> 00:06:40.000]  不是因為他們不明白愛是什麼,是因為他不明白照會生活中彼此相愛的重要性。
[00:06:40.000 --> 00:06:46.000]  所以在這個範圍的裡面,我希望今天能夠達到這個目的,
[00:06:46.000 --> 00:06:55.000]  是幫助大家能夠重新的了解彼此相愛在照會裡面的重要。
[00:06:55.000 --> 00:07:07.000]  我在這幾天的裡面,我收到一個詩歌,這個詩歌顯露出一個基督徒生命當中的真的面貌。
[00:07:07.000 --> 00:07:14.000]  這個詩歌的題目叫做《我雖然沒有擁有財物》。
[00:07:14.000 --> 00:07:23.000]  那麼詩歌裡面基本上是以這幾句話成為最主要的中心思想。
[00:07:23.000 --> 00:07:26.000]  這詩歌的歌詞這樣說:
[00:07:26.000 --> 00:07:35.000]  我雖然沒有擁有財物,我也沒有擁有人家有的智識,
[00:07:35.000 --> 00:07:49.000]  我也沒有擁有人家所有的健康,但是我卻擁有人家沒有。
[00:07:49.000 --> 00:07:59.000]  我能看見人不能看見,我能聽到人家不聽到的聲音,
[00:07:59.000 --> 00:08:06.000]  我得到人家沒有得到的愛。
[00:08:06.000 --> 00:08:17.000]  所以副歌這樣說,公義的主,我所敬拜的上帝,雖然我沒有擁有人家所擁有的,
[00:08:17.000 --> 00:08:23.000]  但是讓我今天擁有人家所沒有的,就是上帝的愛。
[00:08:23.000 --> 00:08:27.000]  我覺得這個詩歌很讓我去思想,
[00:08:27.000 --> 00:08:33.000]  或許我們的基督徒人生也是走在這個的現況裡面,
[00:08:33.000 --> 00:08:41.000]  就是我們希望擁有世界當中人應該擁有的健康、財物、智識,
[00:08:41.000 --> 00:08:44.000]  但是我們基督徒應該擁有的是什麼?
[00:08:44.000 --> 00:08:51.000]  就是從他的救贖計劃得來的這個救恩跟愛。
[00:08:51.000 --> 00:08:59.000]  我相信這個也是連講的約翰當中要提醒我們在教會中彼此相愛的重要。
[00:08:59.000 --> 00:09:08.000]  我就以四個分題來跟大家分享為什麼彼此相愛是這樣重要。
[00:09:08.000 --> 00:09:15.000]  我們一起來先看第一個大的分段。
[00:09:15.000 --> 00:09:22.000]  彼此相愛,其實反映出愛已經成熟起來。
[00:09:22.000 --> 00:09:29.000]  大家請看一下約翰一書的第四章的第七節,
[00:09:29.000 --> 00:09:35.000]  裡面聖經這樣說,親愛的弟兄,我們應當彼此相愛,
[00:09:35.000 --> 00:09:39.000]  因為愛是從神而來。
[00:09:39.000 --> 00:09:45.000]  非常清楚地講到原來愛的根源、源頭是出於上帝。
[00:09:45.000 --> 00:09:48.000]  是因為這個的源頭出於上帝,
[00:09:48.000 --> 00:09:55.000]  我們就不能夠透過自愛來滿足神之子的心願。
[00:09:55.000 --> 00:09:59.000]  一個人開始認識了神愛、接受神的愛,
[00:09:59.000 --> 00:10:04.000]  就發現了原來他的自愛是很渺小。
[00:10:04.000 --> 00:10:07.000]  他會發現原來在人生當中,
[00:10:07.000 --> 00:10:12.000]  所要擁有的地方都是出於自己的私愛。
[00:10:12.000 --> 00:10:18.000]  在中國大陸有一個很出名的電視劇叫做《蝸居》,
[00:10:18.000 --> 00:10:22.000]  裡面就講到一些人為要求一個安居的地方,
[00:10:22.000 --> 00:10:29.000]  決定先從擁有財物的道路當中來找幸福。
[00:10:29.000 --> 00:10:35.000]  到後期發現原來這個不是一個真正帶來幸福的一種的生活。
[00:10:35.000 --> 00:10:38.000]  我們很多時候忽略了,
[00:10:38.000 --> 00:10:42.000]  我們以為是透過自愛可以擁有財物,
[00:10:42.000 --> 00:10:46.000]  可以擁有理想,可以擁有生命的一切。
[00:10:46.000 --> 00:10:49.000]  原來,聖經告訴我們,
[00:10:49.000 --> 00:10:55.000]  原來真的擁有世界的開始是先給神的愛擁有你。
[00:10:55.000 --> 00:10:58.000]  當一個人有這樣子的看見的時候,
[00:10:58.000 --> 00:11:03.000]  他的愛就開始成熟起來。
[00:11:03.000 --> 00:11:07.000]  請大家注意一下這四章的第十一節,
[00:11:07.000 --> 00:11:08.000]  親愛的弟兄啊!
[00:11:08.000 --> 00:11:14.000]  神既是這樣愛我們,我們也當彼此的相愛。
[00:11:14.000 --> 00:11:16.000]  這裡不是講到一個命令,
[00:11:16.000 --> 00:11:21.000]  裡面的意思翻回去原先的原文的意思,
[00:11:21.000 --> 00:11:27.000]  就是神既然是透過赤下的愛子耶穌,
[00:11:27.000 --> 00:11:29.000]  這種犧牲的愛,
[00:11:29.000 --> 00:11:31.000]  這種捨棄的愛,
[00:11:31.000 --> 00:11:33.000]  這種沒有自主的愛,
[00:11:33.000 --> 00:11:36.000]  那種為我們放下一切的這種愛,
[00:11:36.000 --> 00:11:42.000]  我們就應當有這種的舉動去愛上帝。
[00:11:42.000 --> 00:11:46.000]  愛的這個範圍就在弟兄姊妹裡面。
[00:11:46.000 --> 00:11:50.000]  所以當中的動機不是來爭取的愛,
[00:11:50.000 --> 00:11:55.000]  原來這個彼此相愛的動機也不是因為神的命令,
[00:11:55.000 --> 00:11:58.000]  這種彼此相愛的這個動機,
[00:11:58.000 --> 00:12:05.000]  是因為愛的主動不在我們。
[00:12:05.000 --> 00:12:10.000]  原來人沒有辦法主動的愛別人,
[00:12:10.000 --> 00:12:15.000]  人能夠彼此的相愛是因為他先領受了愛,
[00:12:15.000 --> 00:12:19.000]  有愛的跟隨而產生,
[00:12:19.000 --> 00:12:23.000]  因為他才是愛的根源。
[00:12:23.000 --> 00:12:26.000]  當神把他自己的榮耀,
[00:12:26.000 --> 00:12:29.000]  透過犧牲他的愛子給我們的時候,
[00:12:29.000 --> 00:12:33.000]  我們的生命就開始給他動容了,
[00:12:33.000 --> 00:12:35.000]  開始改動,
[00:12:35.000 --> 00:12:40.000]  我們就開始走離開這個個人自愛的環境,
[00:12:40.000 --> 00:12:44.000]  成為一個群體的愛。
[00:12:44.000 --> 00:12:46.000]  什麼叫群體的愛?
[00:12:46.000 --> 00:12:49.000]  就是當你進入了與神的交往的時候,
[00:12:49.000 --> 00:12:54.000]  你的第一個意念可能是你,
[00:12:54.000 --> 00:12:57.000]  我盼望第二個意念不再是你。
[00:12:57.000 --> 00:13:00.000]  我盼望我們開始的看到第一個意念沒錯,
[00:13:00.000 --> 00:13:04.000]  我們還是肉身的,還是關懷我們自己的本體,
[00:13:04.000 --> 00:13:06.000]  我們的需要的,
[00:13:06.000 --> 00:13:10.000]  但是希望第二個意念就是周圍的人。
[00:13:10.000 --> 00:13:13.000]  我盼望在我們進入到教會的生活裡面,
[00:13:13.000 --> 00:13:18.000]  你開始發現原來神的愛是這樣子榮耀的,
[00:13:18.000 --> 00:13:20.000]  這樣子捨棄的,
[00:13:20.000 --> 00:13:24.000]  今天能夠讓你的心靈開始融化下來,
[00:13:24.000 --> 00:13:29.000]  開始看到神在教會中的行動,
[00:13:29.000 --> 00:13:34.000]  你就開始轉眼看到群體周圍人的需要。
[00:13:34.000 --> 00:13:37.000]  雅各書的第一章第四節,
[00:13:37.000 --> 00:13:40.000]  就講到這種愛的美麗,
[00:13:40.000 --> 00:13:42.000]  怎麼樣美麗?
[00:13:42.000 --> 00:13:48.000]  他說願你吸引我,我們就快跑的跟隨你,
[00:13:48.000 --> 00:13:52.000]  求你帶我進入內實。
[00:13:52.000 --> 00:13:54.000]  所以當神的愛在我們裡面,
[00:13:54.000 --> 00:13:57.000]  自然就會產生一個愛的塑造,
[00:13:57.000 --> 00:14:01.000]  我們開始對周圍的事物開始有改觀,
[00:14:01.000 --> 00:14:05.000]  我們開始發現原來當神愛我們的時候,
[00:14:05.000 --> 00:14:09.000]  我們回應神走上這個耶穌的腳中的時候,
[00:14:09.000 --> 00:14:14.000]  就發現原來耶穌不僅僅是愛天父,
[00:14:14.000 --> 00:14:16.000]  他是愛周圍的人,
[00:14:16.000 --> 00:14:20.000]  所以跟隨耶穌有十二個門徒,
[00:14:20.000 --> 00:14:22.000]  不是每一個都可愛,
[00:14:22.000 --> 00:14:27.000]  但是因為耶穌愛上帝,
[00:14:27.000 --> 00:14:33.000]  所以耶穌竟然願意跟這些門徒晚上的時候,
[00:14:33.000 --> 00:14:40.000]  跟他們揉臉,甚至把他們最髒的腳洗淨,洗乾淨。
[00:14:40.000 --> 00:14:45.000]  美麗的神所做的事情都是美麗。
[00:14:45.000 --> 00:14:47.000]  在這裡給我們再次的看見,
[00:14:47.000 --> 00:14:51.000]  一個人生命的愛成熟了以後,
[00:14:51.000 --> 00:14:55.000]  他的關注的地方就不僅僅是自己,
[00:14:55.000 --> 00:14:58.000]  他開始體會到原來神的愛,
[00:14:58.000 --> 00:15:03.000]  能夠觸摸周圍的人。
[00:15:03.000 --> 00:15:04.000]  不但這樣子,
[00:15:04.000 --> 00:15:10.000]  我們開始明白到原來我們的救恩的生命的背後,
[00:15:10.000 --> 00:15:14.000]  還有神聖的生活。
[00:15:14.000 --> 00:15:15.000]  救恩是什麼?
[00:15:15.000 --> 00:15:18.000]  就是哪一次你佈道會的當中,
[00:15:18.000 --> 00:15:19.000]  接受了神的主權,
[00:15:19.000 --> 00:15:22.000]  神的愛透過耶穌基督臨到你的身上,
[00:15:22.000 --> 00:15:24.000]  你認罪,你悔改,
[00:15:24.000 --> 00:15:25.000]  接受祂個人救主,
[00:15:25.000 --> 00:15:27.000]  就在那一個晚上的當中,
[00:15:27.000 --> 00:15:29.000]  就在那歷史的時刻的當中,
[00:15:29.000 --> 00:15:33.000]  就在那一個你能夠記載的見證的範圍的當中,
[00:15:33.000 --> 00:15:36.000]  神說明的第一個救贖已經一次過,
[00:15:36.000 --> 00:15:39.000]  在主耶穌基督高於他的保險當中,
[00:15:39.000 --> 00:15:43.000]  已經完全地結束了。
[00:15:43.000 --> 00:15:45.000]  Finish!
[00:15:45.000 --> 00:15:47.000]  但是你知道嗎?
[00:15:47.000 --> 00:15:49.000]  當你認識了主的那一剎那,
[00:15:49.000 --> 00:15:51.000]  當你認識祂主權的那一剎那,
[00:15:51.000 --> 00:15:54.000]  原來神開動了另外一種的生命,
[00:15:54.000 --> 00:15:58.000]  這一種的生命我們叫做「臣聖的生活」,
[00:15:58.000 --> 00:16:00.000]  這一種的「臣聖的生活」,
[00:16:00.000 --> 00:16:03.000]  就是一天一天更新的。
[00:16:03.000 --> 00:16:05.000]  當你認識主的第一天,
[00:16:05.000 --> 00:16:07.000]  到你認識主的二十年以後,
[00:16:07.000 --> 00:16:12.000]  你發覺到你對神的愛情的發現是完全地不一樣,
[00:16:12.000 --> 00:16:15.000]  因為神開始在你的生命當中做功,
[00:16:15.000 --> 00:16:23.000]  讓你看見今天你不能夠在你的生活當中輕視了神的愛。
[00:16:23.000 --> 00:16:26.000]  有很多人信了主耶穌以後,
[00:16:26.000 --> 00:16:27.000]  他的想法就是,
[00:16:27.000 --> 00:16:30.000]  神啊,給我一個翅膀,插在後面,
[00:16:30.000 --> 00:16:31.000]  然後我就飛,
[00:16:31.000 --> 00:16:32.000]  飛到什麼地方去?
[00:16:32.000 --> 00:16:34.000]  就飛到這個永恆的裡面去。
[00:16:34.000 --> 00:16:36.000]  所以今天生活當中,
[00:16:36.000 --> 00:16:37.000]  所有一些的事情,
[00:16:37.000 --> 00:16:38.000]  包括靈修,
[00:16:38.000 --> 00:16:39.000]  包括教會生活,
[00:16:39.000 --> 00:16:40.000]  包括團聚,
[00:16:40.000 --> 00:16:41.000]  包括小組,
[00:16:41.000 --> 00:16:42.000]  或者在當中,
[00:16:42.000 --> 00:16:44.000]  我們一起禱告的這些,
[00:16:44.000 --> 00:16:45.000]  都不再重要,
[00:16:45.000 --> 00:16:47.000]  只是當你這樣說的時候,
[00:16:47.000 --> 00:16:54.000]  你正在輕視那位為你捨棄的上帝。
[00:16:54.000 --> 00:16:56.000]  有一些人真的是這樣想,
[00:16:56.000 --> 00:16:58.000]  我得救了嗎?
[00:16:58.000 --> 00:16:59.000]  我的自由呢?
[00:16:59.000 --> 00:17:01.000]  我的自由我什麼都不管,
[00:17:01.000 --> 00:17:03.000]  我現在等著敲敲嘴,
[00:17:03.000 --> 00:17:06.000]  我就等著耶穌稱讚我,
[00:17:06.000 --> 00:17:07.000]  敲敲腳,
[00:17:07.000 --> 00:17:09.000]  我就等著耶穌接我。
[00:17:09.000 --> 00:17:11.000]  原來聖經不是這樣說。
[00:17:11.000 --> 00:17:13.000]  一個人真的能夠認識神的,
[00:17:13.000 --> 00:17:15.000]  他的愛就是非常實在,
[00:17:15.000 --> 00:17:17.000]  在什麼地方?
[00:17:17.000 --> 00:17:19.000]  就在耶穌所愛的教會裡面,
[00:17:19.000 --> 00:17:23.000]  就在耶穌所愛的這些弟兄姊妹裡面,
[00:17:23.000 --> 00:17:25.000]  就在彼此的相愛當中,
[00:17:25.000 --> 00:17:29.000]  這種的愛才是非常的具體。
[00:17:29.000 --> 00:17:33.000]  所以今天我們不能輕視神的愛,
[00:17:33.000 --> 00:17:36.000]  我們人的本性是不能夠愛的,
[00:17:36.000 --> 00:17:41.000]  我們不要再發時間去訓練人怎麼樣去愛。
[00:17:41.000 --> 00:17:45.000]  我們今天不是越講嘴巴,越講愛神,
[00:17:45.000 --> 00:17:48.000]  就成為一個成聖的人,
[00:17:48.000 --> 00:17:50.000]  放棄這個想法。
[00:17:50.000 --> 00:17:53.000]  不是越看聖經,我們就越成聖,
[00:17:53.000 --> 00:17:56.000]  我希望這樣子。
[00:17:56.000 --> 00:17:59.000]  很多時候是因為我們領略了神的愛,
[00:17:59.000 --> 00:18:01.000]  我們開始在心裡的當中,
[00:18:01.000 --> 00:18:04.000]  被祂的愛去摸動改變我們的時候,
[00:18:04.000 --> 00:18:07.000]  我們不再輕視神所給我們的地位,
[00:18:07.000 --> 00:18:11.000]  我們不會因著這個環境當中所給我們的難處,
[00:18:11.000 --> 00:18:13.000]  我們的佛樂的神寶貴的愛,
[00:18:13.000 --> 00:18:15.000]  就在那個sana當中,
[00:18:15.000 --> 00:18:18.000]  你的心歸上神走在愛的早鐘裡面,
[00:18:18.000 --> 00:18:22.000]  就在那個時候,你真正的給祂的愛吸引,
[00:18:22.000 --> 00:18:25.000]  你的愛就開始成熟。
[00:18:25.000 --> 00:18:28.000]  你記得你還沒有結婚之前,
[00:18:28.000 --> 00:18:31.000]  吃飯的時候是怎麼樣付錢的?
[00:18:31.000 --> 00:18:33.000]  記得嗎?
[00:18:33.000 --> 00:18:37.000]  你不認識這個人就是50/50,
[00:18:37.000 --> 00:18:40.000]  你對這個人好處的話請他一趟,
[00:18:40.000 --> 00:18:43.000]  沒有第二趟,第二趟是你期待他給你。
[00:18:43.000 --> 00:18:44.000]  結婚以後怎麼樣?
[00:18:44.000 --> 00:18:46.000]  結婚以後發覺到呢,
[00:18:46.000 --> 00:18:48.000]  有一些事情就沒有辦法分了,
[00:18:48.000 --> 00:18:51.000]  到底是你這個錢還是我這個錢?
[00:18:51.000 --> 00:18:52.000]  有些時候你會想到,
[00:18:52.000 --> 00:18:55.000]  為什麼我的丈夫花了幾百塊錢,
[00:18:55.000 --> 00:18:58.000]  在這些事情當中沒有告訴我?
[00:18:58.000 --> 00:18:59.000]  你開始生氣,
[00:18:59.000 --> 00:19:02.000]  你發覺到為什麼是這個回事。
[00:19:02.000 --> 00:19:05.000]  當你有了小孩子以後呢,
[00:19:05.000 --> 00:19:06.000]  你就發現,
[00:19:06.000 --> 00:19:11.000]  你就不會再計較誰付錢買這個奶粉。
[00:19:11.000 --> 00:19:13.000]  這個是成熟的愛。
[00:19:13.000 --> 00:19:14.000]  我們進入生命的裡面,
[00:19:14.000 --> 00:19:16.000]  要經歷很多的地方,
[00:19:16.000 --> 00:19:22.000]  其中一個就是當彼此相愛的這個含義。
[00:19:22.000 --> 00:19:25.000]  我們因為知道了,
[00:19:25.000 --> 00:19:30.000]  知道祂給我們這個完全的愛,
[00:19:30.000 --> 00:19:35.000]  我們今天就願意過一個成熟的基督徒的愛。
[00:19:35.000 --> 00:19:36.000]  開始接受了人,
[00:19:36.000 --> 00:19:38.000]  開始接受了教會,
[00:19:38.000 --> 00:19:43.000]  開始去想到別人的需要。
[00:19:43.000 --> 00:19:46.000]  彼此相愛的重要性就在這裡,
[00:19:46.000 --> 00:19:49.000]  顯露出你的愛已經開始成熟,
[00:19:49.000 --> 00:19:52.000]  有形有貌。
[00:19:52.000 --> 00:19:58.000]  第二個,彼此相愛是流露了神完全的愛。
[00:19:58.000 --> 00:20:03.000]  請看約翰一書的第四章的十三節。
[00:20:03.000 --> 00:20:05.000]  神為了我們完全的接受祂的愛,
[00:20:05.000 --> 00:20:07.000]  就差遣了聖靈來幫助我們,
[00:20:07.000 --> 00:20:08.000]  這是第十三節。
[00:20:08.000 --> 00:20:10.000]  神就將祂的靈賜給我們,
[00:20:10.000 --> 00:20:14.000]  從此就知道我們是住在祂裡面,
[00:20:14.000 --> 00:20:17.000]  祂也住在我們裡面。
[00:20:17.000 --> 00:20:19.000]  原來神的生命的計劃,
[00:20:19.000 --> 00:20:20.000]  不僅僅是告訴你,
[00:20:20.000 --> 00:20:22.000]  你得救了,回家吧。
[00:20:22.000 --> 00:20:24.000]  原來神生命的計劃就是,
[00:20:24.000 --> 00:20:27.000]  你得救了,我希望你住在我的裡面。
[00:20:27.000 --> 00:20:29.000]  我希望你開始享受了
[00:20:29.000 --> 00:20:33.000]  我們在神面前當中的這個團契生活。
[00:20:33.000 --> 00:20:34.000]  今天我們仍然受到很多
[00:20:34.000 --> 00:20:36.000]  銷燬文化的這種想法,
[00:20:36.000 --> 00:20:38.000]  就是我得救就好了,
[00:20:38.000 --> 00:20:41.000]  我就自由了,我就等上天國。
[00:20:41.000 --> 00:20:43.000]  忘記了原來神的心意,
[00:20:43.000 --> 00:20:47.000]  這是要我們與弟兄姊妹一起的相交往,
[00:20:47.000 --> 00:20:50.000]  以致我們可以在這種的愛的當中,
[00:20:50.000 --> 00:20:59.000]  經歷什麼?經歷到神完全的愛,完全的愛。
[00:20:59.000 --> 00:21:01.000]  今天沒有一個基督徒
[00:21:01.000 --> 00:21:06.000]  是可以沒有教會的生活底下成長,
[00:21:06.000 --> 00:21:08.000]  放棄這個想法。
[00:21:08.000 --> 00:21:12.000]  也沒有一個人在神的愛的當中,
[00:21:12.000 --> 00:21:15.000]  沒有受到聖靈當中的支配,
[00:21:15.000 --> 00:21:20.000]  我們能夠更深入的能夠住在神的裡面。
[00:21:20.000 --> 00:21:22.000]  今天母親生了一個小孩子,
[00:21:22.000 --> 00:21:25.000]  最喜樂是什麼?是抱著小孩子。
[00:21:25.000 --> 00:21:30.000]  因為這一種生命的聯繫是最美麗的時刻。
[00:21:30.000 --> 00:21:34.000]  今天同樣的,當主耶穌挽回這些十雙兒女的時候,
[00:21:34.000 --> 00:21:35.000]  最喜樂的事情是什麼?
[00:21:35.000 --> 00:21:38.000]  就是這些人能夠再一次的在祂的團契裡面,
[00:21:38.000 --> 00:21:40.000]  再一次的住在裡面。
[00:21:40.000 --> 00:21:44.000]  所以聖經的原理很簡單,用兩個字來表達。
[00:21:44.000 --> 00:21:48.000]  你住在祂的裡面,你的生命就開始活潑過來。
[00:21:48.000 --> 00:21:56.000]  你在神的面前越與祂親近的時候,
[00:21:56.000 --> 00:22:00.000]  你的生命當中就越在祂的愛的裡面。
[00:22:00.000 --> 00:22:02.000]  當聖靈支配我們的時候,
[00:22:02.000 --> 00:22:07.000]  我們就開始發現原來神的愛是何等的傳輩。
[00:22:07.000 --> 00:22:12.000]  我們的眼光,一個眼睛好,一個眼睛不好。
[00:22:12.000 --> 00:22:16.000]  所以我們只是了解到救恩當中的實際。
[00:22:16.000 --> 00:22:21.000]  實際的意思是說,我得救了,現在神不再刑罰我。
[00:22:21.000 --> 00:22:23.000]  但是另外眼睛也看得不清楚,
[00:22:23.000 --> 00:22:25.000]  不知道原來當中要告訴我們的事情,
[00:22:25.000 --> 00:22:28.000]  乃是從那一個剎那開始,
[00:22:28.000 --> 00:22:31.000]  我們要建立與神之間的關係。
[00:22:31.000 --> 00:22:36.000]  是我們住在祂的裡面,祂也住在我們的裡面。
[00:22:36.000 --> 00:22:43.000]  因為這一個顯露出神對我們這種相關性的關係。
[00:22:43.000 --> 00:22:46.000]  神愛我們,能夠犧牲祂的愛子,
[00:22:46.000 --> 00:22:49.000]  那麼我們愛神應該用什麼的方式?
[00:22:49.000 --> 00:22:51.000]  豈不是也是一樣,
[00:22:51.000 --> 00:22:57.000]  透過順從神,受聖靈的支配,走在祂的裡面嗎?
[00:22:57.000 --> 00:23:01.000]  《羅馬書》第五章,第五節裡面講得非常的清楚。
[00:23:01.000 --> 00:23:04.000]  神將聖靈賜給我們,是將上帝的愛,
[00:23:04.000 --> 00:23:06.000]  敲冠在我們裡面。
[00:23:06.000 --> 00:23:10.000]  意思是說,把上帝的愛完完全全的來充滿在我們的裡面。
[00:23:10.000 --> 00:23:12.000]  也叫今天我們的生命,
[00:23:12.000 --> 00:23:16.000]  就好像是一個倒出來山高的生命。
[00:23:16.000 --> 00:23:20.000]  是別人看出來都是美麗的這種生命。
[00:23:20.000 --> 00:23:23.000]  當一個人完完全全接受了神,
[00:23:23.000 --> 00:23:27.000]  他就能夠完完全全沒有保留的愛。
[00:23:27.000 --> 00:23:32.000]  今天我們的愛都有很多的結構。
[00:23:32.000 --> 00:23:34.000]  我們收了一百份,
[00:23:34.000 --> 00:23:36.000]  但是送出去的是五十份。
[00:23:36.000 --> 00:23:39.000]  我們越明白神傳輩的愛,
[00:23:39.000 --> 00:23:43.000]  我們就更受他這個完美的這種愛的感動。
[00:23:43.000 --> 00:23:46.000]  所以我們開始了釋放自己,
[00:23:46.000 --> 00:23:49.000]  用一個完全的愛來接受對方,
[00:23:49.000 --> 00:23:51.000]  用完全的愛來愛對方。
[00:23:51.000 --> 00:23:53.000]  原來愛沒有虛假。
[00:23:53.000 --> 00:23:56.000]  你看一下,當你不愛這個人的時候,
[00:23:56.000 --> 00:23:58.000]  連你的小孩子都看出來。
[00:23:58.000 --> 00:24:02.000]  他會跟你說,你為什麼不打電話給這個uncle?
[00:24:02.000 --> 00:24:04.000]  是不是你不喜歡他?
[00:24:04.000 --> 00:24:06.000]  小孩子看得清楚。
[00:24:06.000 --> 00:24:08.000]  我們越有這個保留,
[00:24:08.000 --> 00:24:11.000]  我們就越沒有辦法發現愛的這種能力。
[00:24:11.000 --> 00:24:14.000]  我們越沒有辦法接受神完美的愛,
[00:24:14.000 --> 00:24:18.000]  我們就沒有辦法用完美的愛來接受我們的配偶,我們的小孩子。
[00:24:18.000 --> 00:24:22.000]  所以今天我們仍然受到這個社會主義的影響,
[00:24:22.000 --> 00:24:24.000]  是因為我要期待一種的愛,
[00:24:24.000 --> 00:24:27.000]  但這一種的愛的根源不是從神而來。
[00:24:27.000 --> 00:24:30.000]  所以我們對別的小孩子,
[00:24:30.000 --> 00:24:35.000]  對我們的家人有一種沒有辦法完成的這一種的慾望,
[00:24:35.000 --> 00:24:38.000]  我們叫這個慾望叫做愛,
[00:24:38.000 --> 00:24:39.000]  其實這個不是愛,
[00:24:39.000 --> 00:24:47.000]  是一個沒有明白神愛當中的結果。
