
[00:00:00.000 --> 00:00:04.120]  今天我們要講道的系列
[00:01:20.600 --> 00:01:23.520]  彼得前書第五章第八和第九節
[00:01:23.520 --> 00:01:24.560]  我們一起讀一次
[00:01:24.560 --> 00:01:25.160]  請
[00:01:25.640 --> 00:01:28.200]  務要謹守謹誠
[00:01:28.200 --> 00:01:31.000]  因為你們的仇敵魔鬼
[00:01:31.000 --> 00:01:34.560]  如同哮叫的獅子遍地遊行
[00:01:34.560 --> 00:01:36.760]  尋找可吞吃的人
[00:01:36.760 --> 00:01:41.080]  你們要用堅固的信心抵擋他
[00:01:41.080 --> 00:01:44.120]  因為知道你們在世上的眾弟兄
[00:01:44.120 --> 00:01:46.560]  有一次經歷這樣的苦難
[00:01:46.560 --> 00:01:48.760]  一路講神
[00:01:48.760 --> 00:01:50.840]  一路講神的聖潔
[00:01:50.840 --> 00:01:52.400]  講基督徒的生命
[00:01:52.400 --> 00:01:53.480]  去到最後
[00:01:53.960 --> 00:01:56.120]  彼得提醒我們一件事
[00:01:56.120 --> 00:02:00.400]  是和我們的仇敵魔鬼有關的
[00:02:00.400 --> 00:02:02.520]  基督徒信有神
[00:02:02.520 --> 00:02:04.200]  基督徒信不信有鬼
[00:02:04.200 --> 00:02:06.360]  信的
[00:02:06.360 --> 00:02:07.400]  是不是
[00:02:07.400 --> 00:02:09.920]  這個世界的鬼是怎樣的呢
[00:02:09.920 --> 00:02:13.120]  聖經裏面也講了很多
[00:02:13.120 --> 00:02:17.440]  魔鬼、撒旦、邪靈等等
[00:02:17.440 --> 00:02:19.920]  這些不同的字眼去形容魔鬼
[00:02:22.200 --> 00:02:24.160]  中國人有很多的文化
[00:02:24.160 --> 00:02:27.600]  我們自古以來的文化傳統
[00:02:27.600 --> 00:02:32.600]  都帶給我們對於靈界有很多的印象
[00:02:32.600 --> 00:02:35.280]  經驗和體會
[00:02:35.280 --> 00:02:39.600]  中國人來說
[00:02:39.600 --> 00:02:41.280]  鬼是怎樣來的呢
[00:02:41.280 --> 00:02:42.560]  就是一個人死了之後
[00:02:42.560 --> 00:02:43.800]  冤魂不息
[00:02:43.800 --> 00:02:46.440]  在上空中間到處漂流
[00:02:46.440 --> 00:02:48.200]  或者有些人離開世界了
[00:02:48.200 --> 00:02:50.040]  誰知道七天就回魂了
[00:02:50.040 --> 00:02:50.560]  回來了
[00:02:50.560 --> 00:02:51.880]  要和家人再見面了
[00:02:52.520 --> 00:02:53.280]  西方呢
[00:02:53.280 --> 00:02:54.920]  我們受西方世界影響的
[00:02:54.920 --> 00:02:56.360]  西方世界的鬼是怎樣的呢
[00:02:56.360 --> 00:02:58.920]  就是那隻殭屍
[00:02:58.920 --> 00:03:01.000]  跳到棺材
[00:03:01.000 --> 00:03:02.120]  然後就跳出來
[00:03:02.120 --> 00:03:04.600]  然後就在那裡吸血
[00:03:04.600 --> 00:03:06.280]  我們的文化
[00:03:06.280 --> 00:03:07.040]  我們的社會
[00:03:07.040 --> 00:03:09.760]  帶給我們對於鬼有感情的認識
[00:03:09.760 --> 00:03:11.800]  但聖經怎樣去形容呢
[00:03:11.800 --> 00:03:14.640]  形容關於魔鬼的事情呢
[00:03:14.640 --> 00:03:17.120]  我想
[00:03:17.120 --> 00:03:20.280]  特別我昨天對一些中學生說的話
[00:03:20.280 --> 00:03:21.600]  其實你們要小心
[00:03:21.600 --> 00:03:23.440]  特別年輕的那一代
[00:03:23.440 --> 00:03:27.160]  那些和靈界有關的活動
[00:03:27.160 --> 00:03:29.120]  你不要搞它
[00:03:29.120 --> 00:03:32.160]  那些碟仙、筆仙那些情況
[00:03:32.160 --> 00:03:33.920]  你搞到它就會很麻煩
[00:03:33.920 --> 00:03:36.160]  那些將來你會處理很久
[00:03:36.160 --> 00:03:37.800]  很影響我們的生命
[00:03:37.800 --> 00:03:40.240]  特別是信耶穌的基督徒
[00:03:40.240 --> 00:03:42.320]  這裡說的關於魔鬼
[00:03:42.320 --> 00:03:44.640]  它有什麼教導呢
[00:03:44.640 --> 00:03:45.200]  告訴我們
[00:03:45.200 --> 00:03:47.160]  我跟大家分享有兩個方面的
[00:03:47.160 --> 00:03:48.800]  在這裡提醒我們
[00:03:48.800 --> 00:03:50.720]  特別是面對生命裡面
[00:03:50.720 --> 00:03:52.320]  世界裡面有很多的壓力
[00:03:52.320 --> 00:03:54.720]  甚至是患難需要的群體
[00:03:54.720 --> 00:03:56.720]  其實我們怎樣去面對
[00:03:56.720 --> 00:03:59.200]  看清楚魔鬼的面貌呢
[00:03:59.200 --> 00:04:00.600]  主要有兩方面的
[00:04:00.600 --> 00:04:03.960]  第八節
[00:04:03.960 --> 00:04:06.120]  它提出了第一方面
[00:04:06.120 --> 00:04:07.240]  就告訴我們
[00:04:07.240 --> 00:04:09.320]  我們對於魔鬼、靈界的事情
[00:04:09.320 --> 00:04:12.120]  需要有一個清醒的心靈
[00:04:12.120 --> 00:04:12.960]  這裡說
[00:04:12.960 --> 00:04:15.920]  務要警醒和謹守
[00:04:15.920 --> 00:04:19.760]  大家知不知道警醒、謹守是什麼意思
[00:04:19.760 --> 00:04:21.080]  警醒和謹守
[00:04:21.080 --> 00:04:22.360]  這兩個字
[00:04:22.360 --> 00:04:24.680]  一般來說是會跟在一起用的
[00:04:24.680 --> 00:04:27.320]  在聖經裡面往往是加在一起用的
[00:04:27.320 --> 00:04:28.560]  警醒和謹守
[00:04:28.560 --> 00:04:29.640]  簡單來說
[00:04:29.640 --> 00:04:33.240]  它就是說保持人要很清醒的狀態
[00:04:33.240 --> 00:04:35.320]  這個字的相反
[00:04:35.320 --> 00:04:37.640]  就是說那些人喝醉酒
[00:04:37.640 --> 00:04:38.880]  迷迷糊糊
[00:04:38.880 --> 00:04:40.440]  不清楚那些
[00:04:40.440 --> 00:04:41.560]  如果你想知道
[00:04:41.560 --> 00:04:43.040]  你去蘭桂坊夜晚黑望
[00:04:43.040 --> 00:04:44.760]  你會看到很多
[00:04:44.760 --> 00:04:47.760]  就是那些人不警醒、不謹守
[00:04:47.760 --> 00:04:50.800]  它說當我們要面對這個仇敵的時候
[00:04:50.800 --> 00:04:52.400]  我們有一種心境
[00:04:52.400 --> 00:04:53.400]  我們要明白
[00:04:53.400 --> 00:04:56.240]  要清醒和要戒備的狀態
[00:04:56.240 --> 00:04:57.680]  英文有個字
[00:04:57.680 --> 00:04:59.120]  都很傳神的
[00:04:59.120 --> 00:05:00.200]  叫做「Alert」
[00:05:00.200 --> 00:05:01.520]  就是要戒備
[00:05:01.520 --> 00:05:03.880]  這個字其實是在說一個軍人
[00:05:03.880 --> 00:05:06.360]  原本是在形容一個士兵、一個軍人
[00:05:06.360 --> 00:05:07.600]  他要去出差
[00:05:07.600 --> 00:05:08.360]  他要去當兵
[00:05:08.360 --> 00:05:09.120]  他要出去
[00:05:09.120 --> 00:05:10.840]  真的要做事的時候
[00:05:10.840 --> 00:05:12.240]  那種狀態
[00:05:12.240 --> 00:05:13.400]  你可以想像一下
[00:05:13.400 --> 00:05:15.200]  一個士兵、軍人
[00:05:15.200 --> 00:05:16.640]  他要出去預備打仗的時候
[00:05:16.640 --> 00:05:19.440]  你想想他的精神狀態是怎樣的
[00:05:19.440 --> 00:05:20.320]  他會怎樣
[00:05:20.320 --> 00:05:21.440]  他會很留心
[00:05:21.440 --> 00:05:24.040]  留意周圍有沒有敵人
[00:05:24.040 --> 00:05:27.280]  有沒有人躲在暗處對他發動攻擊
[00:05:27.280 --> 00:05:30.480]  他就說這種保持很清醒的狀態
[00:05:30.480 --> 00:05:32.520]  以致如果發生什麼事都好
[00:05:32.520 --> 00:05:36.480]  他都可以很恰當地去應對
[00:05:36.480 --> 00:05:39.520]  比特說為什麼要警醒和謹守
[00:05:39.520 --> 00:05:42.440]  就是因為你們的仇敵魔鬼
[00:05:42.440 --> 00:05:45.080]  如同嚎叫的獅子遍地遊行
[00:05:45.080 --> 00:05:47.520]  尋找可吞吃的人
[00:05:47.520 --> 00:05:49.640]  魔鬼的最…
[00:05:49.640 --> 00:05:52.440]  這裡用了一個動物來形容魔鬼
[00:05:52.440 --> 00:05:52.920]  獅子
[00:05:52.920 --> 00:05:53.800]  他要選擇獅子
[00:05:53.800 --> 00:05:55.360]  我想有個原因的
[00:05:55.360 --> 00:05:57.720]  因為在中東的地方
[00:05:57.720 --> 00:05:59.120]  在古代的社會
[00:05:59.120 --> 00:06:02.720]  獅子通常都是地上最兇猛的動物
[00:06:02.720 --> 00:06:04.000]  他選了這個
[00:06:04.000 --> 00:06:06.720]  去形容魔鬼的特質
[00:06:06.720 --> 00:06:09.520]  大家注意獅子不一定是壞東西
[00:06:09.520 --> 00:06:11.160]  大家都知道我們的主耶穌
[00:06:11.160 --> 00:06:14.560]  都曾經被稱為「猶大的獅子」
[00:06:14.560 --> 00:06:16.920]  所以這個詞是可以很正面
[00:06:16.920 --> 00:06:18.560]  又可以很負面地用
[00:06:18.560 --> 00:06:20.360]  這裡是在告訴他
[00:06:20.360 --> 00:06:22.080]  我們的仇敵魔鬼
[00:06:22.080 --> 00:06:23.800]  很像獅子那樣是怎樣
[00:06:23.800 --> 00:06:25.520]  說他是咆哮的
[00:06:25.520 --> 00:06:26.520]  很兇猛的
[00:06:26.520 --> 00:06:30.760]  而且是會四處遊行
[00:06:30.760 --> 00:06:31.800]  目的是怎樣呢
[00:06:31.800 --> 00:06:34.000]  找找有哪一個
[00:06:34.000 --> 00:06:36.600]  哪裡有獵物
[00:06:36.600 --> 00:06:38.280]  是不小心的
[00:06:38.280 --> 00:06:39.920]  是不夠戒備的
[00:06:39.920 --> 00:06:41.280]  他就會一衝過去
[00:06:41.280 --> 00:06:44.440]  就會咬著他
[00:06:44.440 --> 00:06:48.400]  大家有沒有看過野生動物的紀錄片
[00:06:48.400 --> 00:06:50.720]  我猜電視也會播很多
[00:06:50.720 --> 00:06:52.280]  播一些野生生態的紀錄片
[00:06:52.280 --> 00:06:55.520]  你看到那些獅子、老虎、豹
[00:06:55.520 --> 00:06:57.480]  牠們是怎樣獵食的呢
[00:06:57.480 --> 00:07:01.840]  牠們就是當那些鹿、兔、狼
[00:07:01.840 --> 00:07:03.440]  即是動物、馬
[00:07:03.440 --> 00:07:05.400]  喝水、走過的地方時
[00:07:05.400 --> 00:07:06.840]  離遠、偷到
[00:07:06.840 --> 00:07:10.040]  當牠覺得時間一到的時候
[00:07:10.040 --> 00:07:12.920]  那隻獅子就用了很快的速度
[00:07:12.920 --> 00:07:15.440]  一衝出去、一咬牠的頸
[00:07:15.440 --> 00:07:17.560]  接著就把獵物吃了
[00:07:17.560 --> 00:07:19.040]  他這樣形容
[00:07:19.040 --> 00:07:24.480]  用這種獅子的方式去形容魔鬼的工作
[00:07:24.480 --> 00:07:26.320]  所以是否很需要戒備呢
[00:07:26.320 --> 00:07:29.920]  是否很需要我們清醒和謹守
[00:07:29.920 --> 00:07:31.520]  魔鬼的攻擊
[00:07:31.520 --> 00:07:33.040]  牠最主要的攻擊
[00:07:33.040 --> 00:07:34.680]  也不是我們身體
[00:07:34.680 --> 00:07:36.840]  當然牠有時候會用這個方法
[00:07:36.840 --> 00:07:39.240]  但牠最主要的攻擊是甚麼呢
[00:07:39.240 --> 00:07:41.680]  就是要破壞我們的信仰
[00:07:41.680 --> 00:07:43.480]  這是魔鬼最終要做的事
[00:07:43.480 --> 00:07:45.160]  為甚麼牠要做事呢
[00:07:45.160 --> 00:07:48.160]  就是因為牠要破壞我們和神的關係
[00:07:48.160 --> 00:07:49.640]  無論對神的信心
[00:07:49.640 --> 00:07:51.120]  無論對神的愛心
[00:07:51.120 --> 00:07:52.720]  對神那種服侍的心
[00:07:52.720 --> 00:07:53.640]  魔鬼要破壞
[00:07:53.640 --> 00:07:56.840]  牠要千方百計破壞這件事
[00:07:56.840 --> 00:08:00.240]  以致無論是攻擊我們的身體
[00:08:00.240 --> 00:08:01.240]  我們的思想
[00:08:01.240 --> 00:08:02.120]  我們的心靈
[00:08:02.120 --> 00:08:03.120]  我們的家庭
[00:08:03.120 --> 00:08:06.560]  目的就是要我們失去那種信靠神的心
[00:08:06.560 --> 00:08:08.800]  目的是想我們離開這個信仰
[00:08:08.800 --> 00:08:10.720]  這就是魔鬼最終的目的
[00:08:10.720 --> 00:08:12.240]  我們要明白牠的詭計
[00:08:12.240 --> 00:08:15.680]  我們要明白牠想做些甚麼
[00:08:15.680 --> 00:08:21.360]  我在信耶穌的歷程裏面
[00:08:21.360 --> 00:08:24.160]  有一本書是很吸引我的
[00:08:24.160 --> 00:08:26.480]  那本書在我信主的早期我看過
[00:08:26.480 --> 00:08:27.760]  很小的一本
[00:08:27.760 --> 00:08:32.840]  那本書作者的名字叫做魯易斯
[00:08:32.840 --> 00:08:36.440]  大家有沒有聽過這個人
[00:08:36.440 --> 00:08:37.640]  好像不是太多
[00:08:37.640 --> 00:08:39.280]  有些人入口
[00:08:39.280 --> 00:08:43.720]  你有沒有看過那個叫做甚麼片
[00:08:43.720 --> 00:08:44.920]  《Narnia》
[00:08:44.920 --> 00:08:47.960]  中文名叫甚麼
[00:08:47.960 --> 00:08:49.040]  《Narnia》
[00:08:49.040 --> 00:08:53.880]  那套片叫做《魔幻王國》
[00:08:53.880 --> 00:08:54.840]  它有幾輯的
[00:08:54.840 --> 00:08:59.680]  那套片其實就是來自魯易斯的作品
[00:08:59.680 --> 00:09:01.720]  他的文學著作裏面幾本書
[00:09:01.720 --> 00:09:03.800]  透過他的書拍成電影
[00:09:03.800 --> 00:09:05.360]  我兒子很喜歡看
[00:09:05.360 --> 00:09:06.120]  看了好幾次
[00:09:06.120 --> 00:09:07.120]  我一直看
[00:09:07.120 --> 00:09:08.640]  怪獸也很好看
[00:09:08.640 --> 00:09:10.400]  獅子也很有趣
[00:09:10.400 --> 00:09:14.240]  其實他背後是在說耶穌的故事
[00:09:14.240 --> 00:09:19.080]  這個魯易斯以前寫的那本書
[00:09:19.080 --> 00:09:22.160]  那本書的名字叫做《地獄來鴻》
[00:09:22.160 --> 00:09:23.040]  不知道大家聽過沒有
[00:09:23.040 --> 00:09:24.640]  《地獄來鴻》
[00:09:24.640 --> 00:09:27.560]  那個「鴻」那個字是三點水那個
[00:09:27.560 --> 00:09:29.480]  其實就是書信的意思
[00:09:29.480 --> 00:09:32.240]  就是說他寫的那本書
[00:09:32.240 --> 00:09:34.280]  是在說由地獄來的書信
[00:09:34.280 --> 00:09:35.240]  是在說甚麼呢
[00:09:35.240 --> 00:09:37.960]  其實主要是說大鬼
[00:09:37.960 --> 00:09:39.360]  寫信給小鬼
[00:09:39.360 --> 00:09:42.920]  教他怎樣去攻擊那個年輕人
[00:09:42.920 --> 00:09:44.080]  其實說一個年輕人
[00:09:44.080 --> 00:09:44.960]  在英國社會裏面
[00:09:44.960 --> 00:09:45.880]  他是英國人
[00:09:45.880 --> 00:09:47.040]  說這個年輕人
[00:09:47.040 --> 00:09:48.240]  他由未信耶穌
[00:09:48.240 --> 00:09:49.360]  去到他初信
[00:09:49.360 --> 00:09:50.560]  去到他回教會
[00:09:50.560 --> 00:09:52.240]  去到他拍拖談戀愛
[00:09:52.240 --> 00:09:53.560]  去到他最後重軍
[00:09:53.560 --> 00:09:54.600]  就是英國社會這樣的
[00:09:54.600 --> 00:09:57.480]  一個很為人熟悉的人生的歷程
[00:09:57.480 --> 00:09:58.760]  他就說這本書
[00:09:58.760 --> 00:09:59.760]  一封一封信
[00:09:59.760 --> 00:10:01.760]  就說那隻大的鬼
[00:10:01.760 --> 00:10:03.040]  他老經驗的鬼
[00:10:03.040 --> 00:10:05.000]  教小鬼怎樣攻擊他
[00:10:05.000 --> 00:10:05.560]  攻擊他
[00:10:05.560 --> 00:10:08.880]  就讓他人生的信仰裏面跌低
[00:10:08.880 --> 00:10:10.040]  很多招數的
[00:10:10.040 --> 00:10:10.920]  很有趣的
[00:10:10.920 --> 00:10:12.520]  看上去都挺有味道的
[00:10:12.520 --> 00:10:15.200]  那麼就
[00:10:15.200 --> 00:10:17.800]  他無論那個年輕人
[00:10:17.800 --> 00:10:19.320]  由他未信的時候
[00:10:19.320 --> 00:10:20.160]  他就攻擊他
[00:10:20.160 --> 00:10:23.160]  讓他不要信
[00:10:23.160 --> 00:10:24.320]  當他信了之後
[00:10:24.320 --> 00:10:25.160]  就攻擊他
[00:10:25.160 --> 00:10:26.840]  他不要成長
[00:10:26.840 --> 00:10:27.960]  當他願意成長的時候
[00:10:27.960 --> 00:10:28.760]  就攻擊他
[00:10:28.760 --> 00:10:30.880]  他拍拖拍錯拖
[00:10:30.880 --> 00:10:32.640]  他拍拖拍得不好的時候
[00:10:32.640 --> 00:10:33.320]  攻擊他
[00:10:33.320 --> 00:10:34.720]  就是讓他無論在人生的
[00:10:34.720 --> 00:10:36.040]  不同階段裏面
[00:10:36.040 --> 00:10:37.560]  這個在形容魔鬼的作為
[00:10:37.560 --> 00:10:41.240]  就是想讓人信仰的生命跌低
[00:10:41.240 --> 00:10:43.240]  對神的信靠失去
[00:10:43.240 --> 00:10:45.960]  對神的愛心失去
[00:10:45.960 --> 00:10:50.160]  後來我看過有一個神后院的院長
[00:10:50.160 --> 00:10:53.280]  他對這本小書有一個書評
[00:10:53.280 --> 00:10:55.560]  他說其實這個劉易斯
[00:10:55.560 --> 00:10:57.240]  他這樣寫作的方式
[00:10:57.240 --> 00:11:01.560]  是反映了一種叫反尖的智慧
[00:11:01.560 --> 00:11:02.680]  是什麼意思呢
[00:11:02.680 --> 00:11:04.840]  他說反尖的意思就是說
[00:11:04.840 --> 00:11:07.040]  是說一個軍人
[00:11:07.040 --> 00:11:08.760]  他建了一個城堡
[00:11:08.760 --> 00:11:10.240]  是想防守的
[00:11:10.240 --> 00:11:12.480]  不讓軍隊上來攻擊他
[00:11:12.480 --> 00:11:13.480]  建了城堡之後
[00:11:13.480 --> 00:11:15.200]  當然背後有很多洞
[00:11:15.200 --> 00:11:16.520]  槍等等
[00:11:16.520 --> 00:11:17.520]  射出去的
[00:11:17.520 --> 00:11:18.920]  他說什麼是反尖呢
[00:11:18.920 --> 00:11:20.560]  當你建了一個城堡之後
[00:11:20.560 --> 00:11:22.760]  你就不要那麼快融入
[00:11:22.760 --> 00:11:23.280]  你要怎樣呢
[00:11:23.280 --> 00:11:25.280]  你要走出去外面
[00:11:25.280 --> 00:11:26.880]  就回頭看
[00:11:26.880 --> 00:11:28.280]  當自己是一個地人
[00:11:28.280 --> 00:11:29.800]  回頭看這個城堡
[00:11:29.800 --> 00:11:30.880]  看看這個城堡裏面
[00:11:30.880 --> 00:11:33.160]  有沒有什麼地方有漏洞
[00:11:33.160 --> 00:11:34.760]  有什麼地方的洞太大
[00:11:34.760 --> 00:11:36.880]  有什麼地方的位置不足夠
[00:11:36.880 --> 00:11:38.720]  容易被敵人有機可乘
[00:11:38.720 --> 00:11:41.160]  這種的方式叫做反尖的方式
[00:11:41.160 --> 00:11:42.200]  看完之後
[00:11:42.200 --> 00:11:42.600]  回頭看
[00:11:42.600 --> 00:11:45.000]  這個洞是我在這裏看不到的
[00:11:45.000 --> 00:11:45.880]  在外面才看到的
[00:11:45.880 --> 00:11:47.520]  於是在這裏再補一些位置
[00:11:47.520 --> 00:11:49.200]  去做一些修整的工程
[00:11:49.200 --> 00:11:52.680]  令這個防禦工程做得更加完整
[00:11:52.680 --> 00:11:54.320]  這種叫做反尖
[00:11:54.320 --> 00:11:56.760]  他說其實這本書有一個這樣的味道
[00:11:56.760 --> 00:11:57.920]  或者這樣的智慧
[00:11:57.920 --> 00:11:59.160]  就是告訴我們
[00:11:59.160 --> 00:12:01.160]  原來有時候
[00:12:01.160 --> 00:12:03.120]  我們如果跳出去
[00:12:03.120 --> 00:12:04.680]  你想一下
[00:12:04.680 --> 00:12:06.200]  假設
[00:12:06.200 --> 00:12:08.920]  你是魔鬼
[00:12:08.920 --> 00:12:09.680]  你走到外面
[00:12:09.680 --> 00:12:11.720]  你回頭看你自己
[00:12:11.720 --> 00:12:12.680]  你說
[00:12:12.680 --> 00:12:14.440]  這個人有什麼地方
[00:12:14.440 --> 00:12:17.000]  最容易被攻擊
[00:12:17.000 --> 00:12:19.000]  大家有沒有試過這樣想
[00:12:19.000 --> 00:12:20.280]  我們很少這樣想
[00:12:20.280 --> 00:12:21.480]  但他就有這個智慧
[00:12:21.480 --> 00:12:22.200]  就是說
[00:12:22.200 --> 00:12:24.080]  我們有沒有試過這樣想
[00:12:24.080 --> 00:12:25.440]  原來我們的仇敵
[00:12:25.440 --> 00:12:27.520]  是很想攻擊我們的
[00:12:27.520 --> 00:12:29.360]  但我們不要用自己的角度去想
[00:12:29.360 --> 00:12:30.640]  我們要跳出去
[00:12:30.640 --> 00:12:33.400]  看看如果這個仇敵真的充滿詭計的話
[00:12:33.400 --> 00:12:34.760]  他怎麼攻擊我這個人呢
[00:12:34.760 --> 00:12:36.000]  我們有什麼地方
[00:12:36.000 --> 00:12:38.240]  其實原來是一個弱點
[00:12:38.240 --> 00:12:39.640]  原來我要發現的
[00:12:39.640 --> 00:12:40.800]  我要知道的
[00:12:40.800 --> 00:12:43.360]  那裏才是我們容易受攻擊的地方
[00:12:43.360 --> 00:12:44.280]  在那個位置
[00:12:44.280 --> 00:12:46.480]  我就會容易跌倒
[00:12:46.480 --> 00:12:49.440]  那裏我才容易建立一個防禦事工
[00:12:49.440 --> 00:12:50.360]  我要清醒
[00:12:50.360 --> 00:12:55.680]  背後就是指這個意思
[00:12:55.680 --> 00:12:57.480]  以前我讀神學的時候
[00:12:57.480 --> 00:12:59.560]  有一個老師他跟我分享
[00:12:59.560 --> 00:13:02.120]  他有一個體會就是
[00:13:02.120 --> 00:13:05.400]  他說他每一次出去分享
[00:13:05.400 --> 00:13:07.560]  主持一些聚會領會的時候
[00:13:07.560 --> 00:13:09.880]  他都會有一個發現就是
[00:13:09.880 --> 00:13:11.000]  不知道為什麼
[00:13:11.000 --> 00:13:13.080]  一些重要的聚會
[00:13:13.080 --> 00:13:15.960]  出去之前他都會肚子痛的
[00:13:15.960 --> 00:13:17.480]  他經常覺得是不是吃錯東西呢
[00:13:17.480 --> 00:13:18.560]  是不是因為腸胃炎呢
[00:13:18.560 --> 00:13:20.520]  是不是自己昨晚睡得不好呢
[00:13:20.520 --> 00:13:21.920]  沒有蓋被子
[00:13:21.920 --> 00:13:23.120]  我發覺不是
[00:13:23.120 --> 00:13:24.280]  因為他經常都是這樣
[00:13:24.280 --> 00:13:26.280]  他發覺原來就是仇敵
[00:13:26.280 --> 00:13:28.840]  用他的方法攻擊他的身體
[00:13:28.840 --> 00:13:30.160]  所以就不是看醫生
[00:13:30.160 --> 00:13:31.640]  那一類就要怎樣呢
[00:13:31.640 --> 00:13:32.400]  就要禱告
[00:13:32.400 --> 00:13:34.040]  你明知的話你就祈禱
[00:13:34.040 --> 00:13:35.240]  在那個位置上
[00:13:35.240 --> 00:13:39.120]  要將這個仇敵的工作要驅除
[00:13:39.120 --> 00:13:40.040]  你要明白
[00:13:40.040 --> 00:13:41.800]  還有你要知道
[00:13:41.800 --> 00:13:44.440]  但我想如果整體來說
[00:13:44.440 --> 00:13:46.960]  魔鬼最大的工作是什麼呢
[00:13:46.960 --> 00:13:48.960]  怎樣可以做到這個防禦
[00:13:48.960 --> 00:13:50.960]  警醒和謹守呢
[00:13:50.960 --> 00:13:53.160]  我覺得有一個很容易
[00:13:53.160 --> 00:13:56.080]  或者一個比較上相對來說是容易的方法
[00:13:56.080 --> 00:13:59.000]  就是通常魔鬼最常用的方法
[00:13:59.000 --> 00:14:01.080]  就是攻擊我們的思想
[00:14:01.080 --> 00:14:03.960]  帶給我們一個行為和態度
[00:14:03.960 --> 00:14:04.760]  我們的思想
[00:14:04.760 --> 00:14:06.080]  我們的想法的方式
[00:14:06.080 --> 00:14:07.960]  還有跟著我們的判斷
[00:14:07.960 --> 00:14:10.320]  還有我們行為的反應
[00:14:10.320 --> 00:14:13.040]  所以如果我們是想要看到
[00:14:13.040 --> 00:14:13.840]  明白
[00:14:13.840 --> 00:14:16.480]  就是要知道魔鬼的攻擊的話
[00:14:16.480 --> 00:14:18.800]  我想大家看一段經文好不好
[00:14:18.800 --> 00:14:23.880]  《迦太書》五章二十二和二十三節
[00:14:23.880 --> 00:14:27.800]  這段經文我想我們都挺熟悉的
[00:14:27.800 --> 00:14:30.560]  一起讀一次好嗎
[00:14:30.560 --> 00:14:32.160]  靈所結的果子
[00:14:32.160 --> 00:14:35.280]  就是人愛喜樂和平忍耐
[00:14:35.280 --> 00:14:39.120]  恩慈良善信實溫柔節制
[00:14:39.120 --> 00:14:41.680]  這樣的事沒有律法禁止
[00:14:41.680 --> 00:14:44.000]  這個是聖靈結的果子
[00:14:44.000 --> 00:14:46.520]  所以如果我們的思想裏面
[00:14:46.520 --> 00:14:48.840]  如果我們的想法裏面
[00:14:48.840 --> 00:14:49.680]  我們的行為
[00:14:49.680 --> 00:14:51.800]  我們的態度
[00:14:51.800 --> 00:14:53.760]  我們對某些事的反應
[00:14:53.760 --> 00:14:56.760]  如果是指引我們去這些事的話
[00:14:56.760 --> 00:14:58.320]  如果那個思想
[00:14:58.320 --> 00:14:59.320]  那個態度
[00:14:59.320 --> 00:15:02.560]  是叫我們的生命是邁向有喜樂的
[00:15:02.560 --> 00:15:03.560]  邁向忍耐的
[00:15:03.560 --> 00:15:04.400]  邁向恩慈的
[00:15:04.400 --> 00:15:05.160]  邁向信實的
[00:15:05.160 --> 00:15:06.760]  邁向溫柔節制的話
