
[00:00:00.000 --> 00:00:01.600]  「踏入2023年」
[00:01:45.700 --> 00:01:48.900]  最危險的時候我們都經過
[00:01:48.900 --> 00:01:51.500]  一放鬆突然間中招了
[00:01:51.500 --> 00:01:52.800]  就有這樣的情況
[00:01:53.300 --> 00:01:57.700]  那麼始終不容易的預防
[00:01:57.700 --> 00:01:59.900]  不過我們都用了很多的心力
[00:01:59.900 --> 00:02:10.000]  所以現在政府開始放寬疫情的禁制
[00:02:10.000 --> 00:02:11.000]  很多東西都放寬了
[00:02:11.000 --> 00:02:12.500]  今天大家回來教會
[00:02:12.500 --> 00:02:13.600]  不需要安心出行
[00:02:13.600 --> 00:02:15.200]  又不需要有針子
[00:02:15.200 --> 00:02:17.600]  只要戴口罩就可以了
[00:02:18.800 --> 00:02:25.100]  但是放寬了疫情的檢疫安排
[00:02:25.100 --> 00:02:27.800]  但是不等於疫情是舒緩了
[00:02:27.800 --> 00:02:30.800]  細菌仍然是在我們中間
[00:02:30.800 --> 00:02:31.800]  在我們
[00:02:31.800 --> 00:02:32.800]  就是和我們去
[00:02:32.800 --> 00:02:36.800]  存留在中間
[00:02:36.800 --> 00:02:39.600]  我們仍然是很忙碌
[00:02:39.600 --> 00:02:41.800]  仍然是很疲倦
[00:02:41.800 --> 00:02:47.800]  那麼剛才主席劉汶軒執事和他讀了這段經文
[00:02:47.800 --> 00:02:52.400]  當然是2023年主題「牧羊」的經文
[00:02:52.400 --> 00:02:54.200]  或者我再讀一次給大家
[00:02:54.200 --> 00:02:57.500]  在《二世紀書》三十四章十五到十六節上面
[00:02:57.500 --> 00:03:00.200]  「我要親自牧羊我的群羊」
[00:03:00.200 --> 00:03:02.200]  「使他們得以託我」
[00:03:02.200 --> 00:03:05.100]  「這是耶和華說的」
[00:03:05.100 --> 00:03:07.600]  「失喪的我必尋找」
[00:03:07.600 --> 00:03:09.900]  「被俗的我必領會」
[00:03:09.900 --> 00:03:12.300]  「受傷的我必包紮」
[00:03:12.300 --> 00:03:14.800]  「有病的我必醫治」
[00:03:15.300 --> 00:03:21.800]  這裡說到神是要再次能夠去直接做我們的牧人
[00:03:21.800 --> 00:03:26.000]  去親自尋找羊群
[00:03:26.000 --> 00:03:27.400]  聚集牠們
[00:03:27.400 --> 00:03:31.400]  引導牠們回歸牧場裡面
[00:03:31.400 --> 00:03:35.400]  牠一定會給我們安置的地方
[00:03:35.400 --> 00:03:36.600]  安身的地方
[00:03:36.600 --> 00:03:38.800]  受傷的醫治
[00:03:38.800 --> 00:03:42.000]  受傷的有包紮
[00:03:42.000 --> 00:03:43.600]  有病的有醫治
[00:03:43.600 --> 00:03:44.600]  等等等等
[00:03:45.800 --> 00:03:49.600]  這段經文當然跟《二世紀》的背景
[00:03:49.600 --> 00:03:55.600]  是一個以色列人去到秘魯巴比倫的時候
[00:03:55.600 --> 00:04:01.800]  神是一直以來會藉著他的使者
[00:04:01.800 --> 00:04:04.000]  可能是祭司
[00:04:04.000 --> 00:04:06.300]  或者是軍王
[00:04:06.300 --> 00:04:10.800]  去牧羊神的百姓以色列民
[00:04:10.800 --> 00:04:14.400]  但是當中有很多的困難
[00:04:14.600 --> 00:04:17.000]  有很多的失敗
[00:04:17.000 --> 00:04:20.600]  以致他們的光景不是那麼好
[00:04:20.600 --> 00:04:23.400]  是陷入了一個亡國的時候
[00:04:23.400 --> 00:04:26.200]  所以神提出了一個應許
[00:04:26.200 --> 00:04:30.600]  他說我要再次牧養我的羊群
[00:04:30.600 --> 00:04:34.600]  我們用這兩節的經文
[00:04:34.600 --> 00:04:37.600]  成為了今年的主題經文
[00:04:37.600 --> 00:04:39.900]  因為我們都是深信
[00:04:39.900 --> 00:04:41.800]  在過往幾年裡面
[00:04:42.500 --> 00:04:46.300]  有時我們會覺得神好像不在我們中間
[00:04:46.300 --> 00:04:48.400]  有時我們會覺得
[00:04:48.400 --> 00:04:51.200]  在艱難裡面神去了哪裡呢
[00:04:51.200 --> 00:04:54.500]  在困苦裡面神在哪裡呢
[00:04:54.500 --> 00:04:56.600]  以致我們在過去幾年裡面
[00:04:56.600 --> 00:04:59.100]  可能我們都痛到焦頭爛額
[00:04:59.100 --> 00:05:02.000]  或者我們都是因為疫情的緣故
[00:05:02.000 --> 00:05:03.300]  是很疲累
[00:05:03.300 --> 00:05:05.400]  又或者因為有疫情的緣故
[00:05:05.800 --> 00:05:12.600]  我們都會受到身體的損害
[00:05:12.600 --> 00:05:16.000]  甚至我們有家人有年長的人
[00:05:16.000 --> 00:05:18.500]  是因為疫情離開了世界
[00:05:18.500 --> 00:05:22.600]  我們可能都會覺得神你在哪裡呢
[00:05:22.600 --> 00:05:26.900]  當然在這段經文裡面
[00:05:26.900 --> 00:05:31.800]  神很清楚地說到
[00:05:31.800 --> 00:05:33.400]  祂是沒有離開我們
[00:05:34.300 --> 00:05:37.100]  只不過有時我們在艱難裡面的時候
[00:05:37.100 --> 00:05:38.600]  我們看不到神
[00:05:38.600 --> 00:05:41.100]  或者有時神去交託
[00:05:41.100 --> 00:05:43.800]  是我們彼此的牧養
[00:05:43.800 --> 00:05:47.200]  交託我們人在這裡管理這個世界
[00:05:47.200 --> 00:05:49.600]  但是失諸交臂
[00:05:49.600 --> 00:05:51.400]  但是有時我們做得不好
[00:05:51.400 --> 00:05:54.000]  以致我們屬靈的綱頸
[00:05:54.000 --> 00:05:57.300]  我們的教會都可能受到虧損
[00:05:57.300 --> 00:06:00.500]  但是在這些艱難裡面
[00:06:01.000 --> 00:06:07.300]  神是必然重新主動去牧養我們
[00:06:07.300 --> 00:06:12.400]  所以我相信在這段經文的背景
[00:06:12.400 --> 00:06:14.300]  都成為了我們今天
[00:06:14.300 --> 00:06:16.700]  好像過去一段時間
[00:06:16.700 --> 00:06:20.700]  我們被疫情裡面去困擾我們
[00:06:20.700 --> 00:06:24.700]  以致我們都覺得神你在哪裡
[00:06:24.700 --> 00:06:28.000]  但是同樣一個應許
[00:06:28.500 --> 00:06:33.500]  神我相信都對於在今年2023年來講
[00:06:33.500 --> 00:06:38.000]  神是親自要牧養我們群養
[00:06:38.000 --> 00:06:40.100]  祂使我們能夠躺臥
[00:06:40.100 --> 00:06:42.800]  失喪的祂要尋回
[00:06:42.800 --> 00:06:45.000]  避俗的祂要領會
[00:06:45.000 --> 00:06:47.500]  受傷的祂要包紮
[00:06:47.500 --> 00:06:50.200]  有病的祂要醫治
[00:06:50.200 --> 00:06:52.200]  首先第一方面我看
[00:06:52.200 --> 00:06:54.800]  我們太累了
[00:06:54.800 --> 00:06:58.000]  我要做一隻能夠躺臥的羊
[00:06:58.500 --> 00:07:01.900]  你看看圖片
[00:07:01.900 --> 00:07:05.800]  下一張圖片
[00:07:05.800 --> 00:07:10.400]  有沒有見過羊躺臥的
[00:07:10.400 --> 00:07:12.700]  有啊有時
[00:07:12.700 --> 00:07:15.400]  但是大部份你見的時候都不是躺臥的
[00:07:15.400 --> 00:07:18.300]  因為一見到你立刻會起身的
[00:07:18.300 --> 00:07:20.700]  還會躺臥在這裡被你捉住嗎
[00:07:20.700 --> 00:07:22.000]  是不會的
[00:07:22.000 --> 00:07:26.300]  那麼聖經說
[00:07:26.300 --> 00:07:28.000]  就是十五節
[00:07:28.700 --> 00:07:30.400]  我要親自牧養我的羊
[00:07:30.400 --> 00:07:31.900]  使他們能夠躺臥
[00:07:31.900 --> 00:07:35.600]  那麼可能大家更加會深刻印象就是
[00:07:35.600 --> 00:07:38.300]  詩篇二十三篇要怎麼說
[00:07:38.300 --> 00:07:40.200]  他使我什麼
[00:07:40.200 --> 00:07:43.100]  躺臥在青草地上
[00:07:43.100 --> 00:07:45.800]  令我在可安鐵的水邊
[00:07:45.800 --> 00:07:47.600]  哇這個很美麗的圖畫
[00:07:47.600 --> 00:07:49.300]  一隻羊躺臥在這裡
[00:07:49.300 --> 00:07:51.300]  一個躺臥的羊當然是怎麼樣
[00:07:51.300 --> 00:07:53.300]  是很安舒的羊
[00:07:53.300 --> 00:07:56.700]  在聖經裡面或者以色列人裡面
[00:07:58.600 --> 00:08:05.700]  牧者羊人是一個其中最古老對神的稱呼
[00:08:05.700 --> 00:08:08.400]  那麼創世紀已經開始用
[00:08:08.400 --> 00:08:12.700]  牧者在表達神對人的帶領
[00:08:12.700 --> 00:08:14.300]  當然到了大衛
[00:08:14.300 --> 00:08:16.100]  詩篇二十三篇剛才所說
[00:08:16.100 --> 00:08:17.400]  耶穌說是我的牧者
[00:08:17.400 --> 00:08:18.900]  我必不自缺乏
[00:08:18.900 --> 00:08:22.500]  這個已經是講出神是我們的牧者
[00:08:22.500 --> 00:08:26.400]  耶穌基督也自己親自說我是好牧人
[00:08:27.000 --> 00:08:29.900]  所以這也是讓我們體會到
[00:08:29.900 --> 00:08:32.400]  神對我們的帶領
[00:08:32.400 --> 00:08:34.400]  那麼剛才我所說
[00:08:34.400 --> 00:08:40.300]  是否真的羊群是真的可以常常躺臥呢
[00:08:40.300 --> 00:08:43.200]  我的題目就是太累了
[00:08:43.200 --> 00:08:46.000]  我也希望好像做一隻躺臥的羊一樣
[00:08:46.000 --> 00:08:49.000]  大家有沒有試過睡不著
[00:08:49.000 --> 00:08:52.200]  或者有一段時間睡得不好
[00:08:52.200 --> 00:08:53.300]  有沒有
[00:08:53.300 --> 00:08:54.600]  也有
[00:08:55.800 --> 00:09:00.800]  其實我基本上是一分鐘內睡得著的人
[00:09:00.800 --> 00:09:01.600]  一分鐘
[00:09:01.600 --> 00:09:05.500]  有時候到了很累就睡著了
[00:09:05.500 --> 00:09:07.100]  很少睡不著的
[00:09:07.100 --> 00:09:09.700]  還有大家認識我的人都知道我喜歡喝咖啡
[00:09:09.700 --> 00:09:11.200]  我晚上喝咖啡
[00:09:11.200 --> 00:09:13.200]  喝完咖啡更加好睡
[00:09:13.200 --> 00:09:17.300]  但是最近我發覺睡得不好
[00:09:17.300 --> 00:09:21.800]  原來我一開始也不留意的
[00:09:22.000 --> 00:09:28.400]  因為我看過醫生跟我說原來中了確診
[00:09:28.400 --> 00:09:32.600]  很多人都跟他說睡得不好
[00:09:32.600 --> 00:09:33.600]  我想是喔
[00:09:33.600 --> 00:09:36.100]  那段時間好像睡得一般般
[00:09:36.100 --> 00:09:37.600]  不是馬上睡得著
[00:09:37.600 --> 00:09:41.400]  有兩三個星期是這樣的情況
[00:09:41.400 --> 00:09:44.200]  不過很快就適應沒事了
[00:09:44.200 --> 00:09:46.000]  我很少睡不著的
[00:09:46.000 --> 00:09:48.500]  很少睡得不好的
[00:09:48.500 --> 00:09:50.000]  一睡就睡得著
[00:09:51.400 --> 00:09:53.800]  當然這也是神明的恩典
[00:09:53.800 --> 00:09:57.600]  因為一般來說我們是一無掛慮
[00:09:57.600 --> 00:09:58.800]  不要想太多
[00:09:58.800 --> 00:09:59.800]  就睡覺
[00:09:59.800 --> 00:10:01.600]  但是我們都知道
[00:10:01.600 --> 00:10:02.800]  不容易躺臥
[00:10:02.800 --> 00:10:05.600]  不容易睡得到或者好的休息
[00:10:05.600 --> 00:10:10.600]  有時候我們太過焦慮
[00:10:10.600 --> 00:10:13.100]  有時候我們有些恐懼
[00:10:13.100 --> 00:10:18.400]  我剛才說羊群不容易看到它躺臥的石像
[00:10:18.400 --> 00:10:19.800]  為什麼呢
[00:10:20.100 --> 00:10:27.200]  因為基本上羊群躺在草地裡面
[00:10:27.200 --> 00:10:29.400]  草地是濕潤的草地
[00:10:29.400 --> 00:10:31.500]  那羊群的水分是怎樣的
[00:10:31.500 --> 00:10:34.400]  羊毛全都吸進去
[00:10:34.400 --> 00:10:36.200]  大家都知道
[00:10:36.200 --> 00:10:38.000]  你如果去洗羊毛衣服
[00:10:38.000 --> 00:10:39.600]  浸在水裡拿出來洗
[00:10:39.600 --> 00:10:40.800]  會很重的
[00:10:40.800 --> 00:10:43.500]  因為所有的水都吸進羊毛裡
[00:10:43.500 --> 00:10:44.400]  會很重
[00:10:44.400 --> 00:10:48.000]  你想想整件羊毛衣服
[00:10:48.200 --> 00:10:51.700]  躺在濕潤的草地裡
[00:10:51.700 --> 00:10:54.500]  它的水分全都吸進羊毛裡
[00:10:54.500 --> 00:10:56.400]  你會覺得草很重
[00:10:56.400 --> 00:10:58.000]  有什麼事發生
[00:10:58.000 --> 00:10:59.400]  它很難起身
[00:10:59.400 --> 00:11:00.800]  突然間有些事情
[00:11:00.800 --> 00:11:01.600]  有些驚嚇
[00:11:01.600 --> 00:11:03.200]  這個走秀的來
[00:11:03.200 --> 00:11:04.300]  它起不了身
[00:11:04.300 --> 00:11:06.800]  跑不動
[00:11:06.800 --> 00:11:07.800]  所以
[00:11:07.800 --> 00:11:11.600]  羊群如果在那個環境裡面
[00:11:11.600 --> 00:11:13.700]  特別有不安
[00:11:13.700 --> 00:11:16.600]  或者是一些危險
[00:11:16.600 --> 00:11:17.600]  恐懼
[00:11:17.800 --> 00:11:20.400]  它就不會躺在草地裡面
[00:11:20.400 --> 00:11:23.300]  首先你看到一隻羊躺在那裡
[00:11:23.300 --> 00:11:25.400]  走過去都立刻會起身的
[00:11:25.400 --> 00:11:27.100]  但是很多時候
[00:11:27.100 --> 00:11:29.800]  我們去外蒙古
[00:11:29.800 --> 00:11:31.100]  去到草原裡面
[00:11:31.100 --> 00:11:35.200]  通常都很少看到羊真的躺在那裡
[00:11:35.200 --> 00:11:39.700]  因為石上那個環境
[00:11:39.700 --> 00:11:41.800]  可能缺乏了安全感
[00:11:41.800 --> 00:11:44.900]  可能是那裡充滿不安
[00:11:44.900 --> 00:11:47.100]  或者是充滿了恐懼
[00:11:47.300 --> 00:11:48.900]  講的是我們自己
[00:11:48.900 --> 00:11:51.100]  我們自己都睡得不好
[00:11:51.100 --> 00:11:52.300]  就是這個原因
[00:11:52.300 --> 00:11:54.100]  我們自己都好像
[00:11:54.100 --> 00:11:56.300]  是在這樣的環境裡面
[00:11:56.300 --> 00:12:00.600]  事實上我們過去幾年裡面
[00:12:00.600 --> 00:12:04.100]  都很恐懼我們會確診
[00:12:04.100 --> 00:12:08.700]  尤其是開始我們看到這個新冠肺炎
[00:12:08.700 --> 00:12:10.700]  對我們影響很大
[00:12:10.700 --> 00:12:13.400]  正是要命的
[00:12:13.400 --> 00:12:16.900]  當然現在那個情況變種
[00:12:16.900 --> 00:12:18.300]  慢慢越來越輕微
[00:12:18.300 --> 00:12:20.100]  但是我們當時都很緊張
[00:12:20.100 --> 00:12:21.300]  但是到現在來說
[00:12:21.300 --> 00:12:24.600]  我相信仍然很多人都會很小心翼翼
[00:12:24.600 --> 00:12:25.900]  仍然都會很緊張
[00:12:25.900 --> 00:12:29.200]  因為可能自己身體有些毛病
[00:12:29.200 --> 00:12:31.900]  可能一中了招都會影響很大
[00:12:31.900 --> 00:12:36.500]  所以我們都是長期在一些焦慮裡面
[00:12:36.500 --> 00:12:38.200]  長期在一些恐懼裡面
[00:12:38.200 --> 00:12:41.300]  如果我們的生命經常都很恐懼
[00:12:41.300 --> 00:12:46.100]  是好像吃不下睡不安的生活
[00:12:46.400 --> 00:12:49.800]  那個人的生產力
[00:12:49.800 --> 00:12:51.900]  那個生活的果效
[00:12:51.900 --> 00:12:54.700]  都會有很大的影響在裡面
[00:12:54.700 --> 00:12:57.500]  有時候我都會覺得
[00:12:57.500 --> 00:12:58.700]  過去幾年裡面
[00:12:58.700 --> 00:13:00.300]  其實基督徒
[00:13:00.300 --> 00:13:01.700]  我們信徒
[00:13:01.700 --> 00:13:04.900]  我們都發覺自己的宿靈的生命
[00:13:04.900 --> 00:13:06.300]  都好像很軟弱這樣
[00:13:06.300 --> 00:13:11.200]  好像我們都是在一個不安不穩定的社會裡面
[00:13:11.200 --> 00:13:13.700]  一個環境裡面去生活的時候
[00:13:13.900 --> 00:13:16.900]  我們都影響到我們的宿靈的生命
[00:13:16.900 --> 00:13:22.100]  當然不單單是因為我們會關心我們的身體
[00:13:22.100 --> 00:13:26.300]  實際上在疫情裡面帶給我們的經濟很大的壓力
[00:13:26.300 --> 00:13:29.700]  疫情裡面我們都很多人可能失業
[00:13:29.700 --> 00:13:32.600]  但是工作裡面是遇到很多的問題
[00:13:32.600 --> 00:13:34.200]  家庭裡面
[00:13:34.200 --> 00:13:36.800]  甚至學業裡面都受到影響
[00:13:36.800 --> 00:13:40.400]  所以在這些各種的情況
[00:13:40.400 --> 00:13:43.600]  包圍著這些不安的時候
[00:13:43.900 --> 00:13:47.300]  我們對宿靈的生命都會發覺好像很軟弱
[00:13:47.300 --> 00:13:51.100]  因為我們都不能夠在神面前安靜下來
[00:13:51.100 --> 00:13:53.900]  不能夠在神面前躺下來
[00:13:53.900 --> 00:13:57.900]  去享受神給我們的
[00:13:57.900 --> 00:14:00.600]  好像大衛所說
[00:14:00.600 --> 00:14:02.100]  在青草地
[00:14:02.100 --> 00:14:03.400]  在溪水旁
[00:14:03.400 --> 00:14:07.700]  去享受神給我們一種安舒
[00:14:07.700 --> 00:14:09.800]  一種被祂帶領的生活
[00:14:09.800 --> 00:14:13.000]  實際上我們都會遇到這樣的情況
[00:14:13.500 --> 00:14:17.900]  所以今天跟大家去看一個主題經文的時候
[00:14:17.900 --> 00:14:19.200]  從零開始
[00:14:19.200 --> 00:14:20.800]  我都很盼望
[00:14:20.800 --> 00:14:23.700]  我們在新的一年裡面
[00:14:23.700 --> 00:14:25.100]  都有機會
[00:14:25.100 --> 00:14:26.400]  好像聖經所說
[00:14:26.400 --> 00:14:29.400]  能夠去躺臥在神的面前
[00:14:29.400 --> 00:14:31.300]  躺臥就不是躺平
[00:14:31.300 --> 00:14:32.500]  什麼都不做那種
[00:14:32.500 --> 00:14:36.000]  躺臥就是我們心靈在安舒
[00:14:36.000 --> 00:14:39.100]  我們願意將自己交託給神
[00:14:39.100 --> 00:14:41.800]  所以在接下來一年裡面
[00:14:42.000 --> 00:14:46.400]  我很盼望我們的心靈得到休息
[00:14:46.400 --> 00:14:48.500]  這裡說
[00:14:48.500 --> 00:14:51.700]  「我必親自作陽的牧人」
[00:14:51.700 --> 00:14:54.100]  「使他們得以躺臥」
[00:14:54.100 --> 00:14:58.100]  詩篇23篇就是這樣提到的
[00:14:58.100 --> 00:14:59.800]  「躺臥在青草地上」
[00:14:59.800 --> 00:15:02.100]  「可以在安切的水邊」
[00:15:02.100 --> 00:15:04.900]  只要我們仰望我們的主
[00:15:04.900 --> 00:15:06.800]  我們可以得到安慰
[00:15:06.800 --> 00:15:08.600]  過去的日子裡面
[00:15:08.700 --> 00:15:12.800]  可能我們都有很多的艱難、很多的疲累
[00:15:12.800 --> 00:15:14.500]  我真的很需要安慰
[00:15:14.500 --> 00:15:19.300]  你看看主題經文裡面的圖片
[00:15:19.300 --> 00:15:20.100]  有沒有看到
[00:15:20.100 --> 00:15:21.800]  在你們的秩序表裡面
[00:15:21.800 --> 00:15:23.800]  有沒有看到羊很可愛
[00:15:23.800 --> 00:15:26.200]  我特別看到牠的眼睛
[00:15:26.200 --> 00:15:31.100]  這種好像想閉上眼睛的感覺
[00:15:31.100 --> 00:15:32.500]  是很舒服的
[00:15:32.500 --> 00:15:34.900]  因為牠已經感受到
[00:15:34.900 --> 00:15:37.500]  這個主抱著牠、抱著牠
[00:15:37.800 --> 00:15:40.200]  牠要安心地睡一覺
[00:15:40.200 --> 00:15:43.600]  牠要安心地被主帶領
[00:15:43.600 --> 00:15:45.200]  因為我們實際上
[00:15:45.200 --> 00:15:50.100]  很多時候我們在一種心靈
[00:15:50.100 --> 00:15:52.400]  這種的安躺都沒有什麼機會
[00:15:52.400 --> 00:15:54.600]  所以在接下來一年裡面
[00:15:54.600 --> 00:15:57.900]  我很盼望我們的主題
[00:15:57.900 --> 00:15:59.100]  這個牧羊裡面
[00:15:59.100 --> 00:16:03.200]  其中一些地方是我們定了一些目標
[00:16:03.200 --> 00:16:06.100]  首先就是我們都很希望
[00:16:06.400 --> 00:16:09.300]  這些羊群回歸牧場裡面
[00:16:09.300 --> 00:16:13.600]  這個牧場是一個有神看顧的牧場
[00:16:13.600 --> 00:16:16.600]  裡面是有神的保護
[00:16:16.600 --> 00:16:18.700]  裡面是有神的說話
[00:16:18.700 --> 00:16:23.100]  裡面是有神的關顧
[00:16:23.100 --> 00:16:24.600]  以致這個牧場裡面
[00:16:24.600 --> 00:16:27.800]  這些羊群是真的可以躺臥在裡面
[00:16:27.800 --> 00:16:30.900]  如果羊在外面流離浪蕩
[00:16:30.900 --> 00:16:32.000]  牠是不會躺臥
[00:16:32.000 --> 00:16:33.200]  牠不會得到休息
[00:16:33.400 --> 00:16:36.700]  不會得到一個安舒
[00:16:36.700 --> 00:16:40.000]  因為牠會面對很多的艱難
[00:16:40.000 --> 00:16:41.500]  面對很多的困難
[00:16:41.500 --> 00:16:43.800]  牠要去打拼 牠要去防備
[00:16:43.800 --> 00:16:46.700]  當然我們仍然在這個世上
[00:16:46.700 --> 00:16:48.500]  我們仍然是會這樣生活
[00:16:48.500 --> 00:16:52.300]  但是我們心靈是不是真的得到安舒呢
[00:16:52.300 --> 00:16:55.200]  我們需要回到神的牧場裡面
[00:16:55.200 --> 00:17:01.500]  我們知道神是要我們得到心靈裡面的安息
[00:17:01.700 --> 00:17:04.400]  神要我們回到那裡
[00:17:04.400 --> 00:17:07.000]  特別在過去幾年裡面
[00:17:07.000 --> 00:17:09.200]  我們因為疫情的緣故
[00:17:09.200 --> 00:17:11.800]  是不是有時候回不了教會
[00:17:11.800 --> 00:17:14.600]  有時候因為沒有實體的聚會
[00:17:14.600 --> 00:17:17.300]  所以我們就留在家裡面
[00:17:17.300 --> 00:17:20.600]  在家裡面我們會看直播
[00:17:20.600 --> 00:17:22.700]  或者有時候我們看著看著
[00:17:22.700 --> 00:17:24.000]  就不用直播了
[00:17:24.000 --> 00:17:25.400]  重播才算了
[00:17:25.400 --> 00:17:27.000]  重播之後難道不要緊嗎
[00:17:27.000 --> 00:17:28.700]  下次有機會再看了
[00:17:28.900 --> 00:17:32.100]  可能慢慢慢慢我們的敬拜
[00:17:32.100 --> 00:17:33.700]  我們的信徒的生活
[00:17:33.700 --> 00:17:35.200]  都會疏散下來
[00:17:35.200 --> 00:17:36.500]  習慣了下來
[00:17:36.500 --> 00:17:42.000]  那麼現在疫情開始比較放寬
[00:17:42.000 --> 00:17:45.100]  我們都希望有些動力回來
[00:17:45.100 --> 00:17:47.700]  我都一直在考慮
[00:17:47.700 --> 00:17:50.000]  有人問我會不會一直直播下去呢
[00:17:50.000 --> 00:17:51.700]  你覺得會不會有呢
[00:17:51.700 --> 00:17:56.100]  零頭啊 我是聽民意的
[00:17:56.100 --> 00:17:58.600]  應該不會一直直播下去的
[00:17:58.700 --> 00:18:02.200]  不過就有錄播的
[00:18:02.200 --> 00:18:06.300]  那麼可能我和執事會談一下
[00:18:06.300 --> 00:18:07.600]  可能二月開始
[00:18:07.600 --> 00:18:09.400]  我們開始就不直播了
[00:18:09.400 --> 00:18:12.000]  有人問我昨天、今天開始不直播
[00:18:12.000 --> 00:18:15.000]  我說沒有大家通知過 我不要
[00:18:15.000 --> 00:18:17.300]  那麼有人仍然在直播裡面
[00:18:17.300 --> 00:18:18.900]  仍然是很艱難裡面的
[00:18:18.900 --> 00:18:20.000]  我們都理解
[00:18:20.000 --> 00:18:22.800]  不過我們慢慢知道已經
[00:18:22.800 --> 00:18:25.200]  不需要針子了
[00:18:25.200 --> 00:18:27.000]  不需要安心出行了
[00:18:27.100 --> 00:18:29.400]  總之戴個口罩就能回來
[00:18:29.400 --> 00:18:32.200]  那麼我們就有力量就回來了
[00:18:32.200 --> 00:18:35.500]  那麼當然有些一直都是行動不便
[00:18:35.500 --> 00:18:37.200]  身體軟弱回不來
[00:18:37.200 --> 00:18:41.000]  那麼那些都可以繼續在我們的網頁
[00:18:41.000 --> 00:18:43.400]  那個錄播裡面可以看回來
[00:18:43.400 --> 00:18:45.700]  那麼但是我們都是鼓勵我們
[00:18:45.700 --> 00:18:47.100]  就是走得走得的
[00:18:47.100 --> 00:18:49.100]  我們要強健
[00:18:49.100 --> 00:18:51.300]  我們就要去回來教會裡面
[00:18:51.300 --> 00:18:55.000]  因為始終實體一起面對面
[00:18:55.100 --> 00:18:58.000]  一起在神裡面集體的敬拜
[00:18:58.000 --> 00:19:00.200]  我相信是神是喜悅我們的
[00:19:00.200 --> 00:19:02.200]  那麼所以就一樣是
[00:19:02.200 --> 00:19:05.300]  我們都盼望我們能夠可以繼續的努力
[00:19:05.300 --> 00:19:07.600]  但是更加重要的就是
[00:19:07.600 --> 00:19:09.600]  來到這個牧場裡面
[00:19:09.600 --> 00:19:13.900]  我們很希望我們能夠去重整我們的信仰
[00:19:13.900 --> 00:19:15.600]  那麼在過去裡面
[00:19:15.600 --> 00:19:18.200]  我們都可能對信仰
[00:19:18.200 --> 00:19:22.400]  對一個的面對艱難的時候
[00:19:22.400 --> 00:19:23.700]  都有些懷疑
[00:19:23.800 --> 00:19:25.200]  「神是不是看著我啊?」
[00:19:25.200 --> 00:19:26.700]  「神去了哪裡啊?」
[00:19:26.700 --> 00:19:30.500]  但是我們都要去重新尋回一個信心
[00:19:30.500 --> 00:19:31.700]  但實際上呢
[00:19:31.700 --> 00:19:33.800]  現在是神先去重新尋找我們
[00:19:33.800 --> 00:19:35.200]  神先去尋找我們
[00:19:35.200 --> 00:19:36.900]  所以聖經裡面說
[00:19:36.900 --> 00:19:39.400]  失喪的這些避族
