
[00:00:00.000 --> 00:00:04.000]  網上的頂梓妹 網上的何清 早安
[00:01:39.000 --> 00:01:41.000]  祝福我們有來的時間
[00:01:41.000 --> 00:01:43.000]  禱告奉傳明球 阿門
[00:01:43.000 --> 00:01:49.000]  上星期Ken Lee和我們分享了一個很特別
[00:01:49.000 --> 00:01:51.000]  一個很好的訊息
[00:01:51.000 --> 00:01:54.000]  大家記不記得他講了什麼?
[00:01:54.000 --> 00:01:55.000]  什麼標題?
[00:01:55.000 --> 00:01:59.000]  台下有些人的
[00:01:59.000 --> 00:02:03.000]  沒得走 如果我要問問題就問你們
[00:02:03.000 --> 00:02:05.000]  記不記得有講什麼標題?
[00:02:05.000 --> 00:02:06.000]  七個字左右
[00:02:06.000 --> 00:02:09.000]  是八個字
[00:02:09.000 --> 00:02:14.000]  你欠生命一份的神蹟
[00:02:14.000 --> 00:02:18.000]  當初他鼓勵我們去找上帝在我們身上
[00:02:18.000 --> 00:02:20.000]  身上美好的旨意
[00:02:20.000 --> 00:02:23.000]  所謂God's calling 召命
[00:02:23.000 --> 00:02:26.000]  上帝在我們身上有一份心意
[00:02:26.000 --> 00:02:29.000]  不知道在這個星期大家有沒有去想一想
[00:02:29.000 --> 00:02:32.000]  有沒有去聽的時候和別人談一談
[00:02:32.000 --> 00:02:35.000]  然後他又分享了什麼?
[00:02:35.000 --> 00:02:38.000]  Ken Lee為我們分享他自己如何尋找
[00:02:38.000 --> 00:02:41.000]  如何找到上帝的呼召
[00:02:41.000 --> 00:02:45.000]  並且毅然放棄他的工作
[00:02:45.000 --> 00:02:49.000]  亦預備踏上神學的路程
[00:02:49.000 --> 00:02:51.000]  雖然他已經在讀書了
[00:02:51.000 --> 00:02:53.000]  不過這次他真的要飛去讀書了
[00:02:53.000 --> 00:02:55.000]  我們繼續去紀念他
[00:02:55.000 --> 00:02:57.000]  不過問題就來了
[00:02:57.000 --> 00:03:01.000]  如果上帝在我們生命當中有一個奇妙的計劃
[00:03:01.000 --> 00:03:05.000]  這個計劃我們應該如何尋找呢?
[00:03:05.000 --> 00:03:08.000]  我們應該如何才知道呢?
[00:03:08.000 --> 00:03:11.000]  如何才知道呢?
[00:03:11.000 --> 00:03:12.000]  不如我又問一問
[00:03:12.000 --> 00:03:15.000]  台下都是那三個
[00:03:15.000 --> 00:03:17.000]  如何才知道呢?
[00:03:20.000 --> 00:03:21.000]  輪到你了
[00:03:21.000 --> 00:03:24.000]  Jack Tan先問吧
[00:03:24.000 --> 00:03:26.000]  陳波切問題
[00:03:26.000 --> 00:03:28.000]  問題
[00:03:28.000 --> 00:03:29.000]  上帝在我們身上的心意
[00:03:29.000 --> 00:03:33.000]  都是祈禱
[00:03:33.000 --> 00:03:37.000]  是,他說祈禱
[00:03:37.000 --> 00:03:38.000]  還有呢?
[00:03:38.000 --> 00:03:40.000]  神經裏面的Promise
[00:03:40.000 --> 00:03:42.000]  聖經裏面的Promise
[00:03:42.000 --> 00:03:45.000]  經歷神更加多
[00:03:45.000 --> 00:03:48.000]  透過他經歷去認識他更加多
[00:03:48.000 --> 00:03:50.000]  因為他們回來後會幫忙大敬拜
[00:03:50.000 --> 00:03:52.000]  所以他在我們中間
[00:03:52.000 --> 00:03:54.000]  不是因為大家不能回家
[00:03:54.000 --> 00:03:56.000]  所以他們又會回家
[00:03:56.000 --> 00:03:58.000]  剛才他提到甚麼呢?
[00:03:58.000 --> 00:03:59.000]  聖經
[00:03:59.000 --> 00:04:02.000]  聖經是上帝的說話
[00:04:02.000 --> 00:04:05.000]  上星期Karen跟我們說
[00:04:05.000 --> 00:04:07.000]  在諾瑪書的十二章
[00:04:07.000 --> 00:04:09.000]  一照而折
[00:04:09.000 --> 00:04:11.000]  不要效法這個世界
[00:04:11.000 --> 00:04:12.000]  要心意根深而變化
[00:04:12.000 --> 00:04:15.000]  這一切都是我們所看見
[00:04:15.000 --> 00:04:17.000]  我們所記得的一些方法
[00:04:17.000 --> 00:04:19.000]  去幫助我們明白神的心意
[00:04:19.000 --> 00:04:22.000]  剛才Jetta也提到祈禱
[00:04:22.000 --> 00:04:24.000]  祈禱即是甚麼呢?
[00:04:24.000 --> 00:04:26.000]  即是問上帝
[00:04:26.000 --> 00:04:27.000]  我們不是問人
[00:04:27.000 --> 00:04:28.000]  就是問上帝
[00:04:28.000 --> 00:04:31.000]  不過有些時候
[00:04:31.000 --> 00:04:32.000]  說起祈禱
[00:04:32.000 --> 00:04:35.000]  祈禱帶給我們很多的
[00:04:35.000 --> 00:04:37.000]  有少少的煩惱
[00:04:37.000 --> 00:04:41.000]  我們曾經問過以下這些問題
[00:04:41.000 --> 00:04:43.000]  我可以按了,謝謝
[00:04:43.000 --> 00:04:46.000]  我們曾經問過這些問題
[00:04:46.000 --> 00:04:48.000]  大家不知道看不看得清楚
[00:04:48.000 --> 00:04:49.000]  我讀給大家聽
[00:04:49.000 --> 00:04:51.000]  究竟我應該怎樣祈禱呢?
[00:04:51.000 --> 00:04:53.000]  或者我應該怎樣祈禱
[00:04:53.000 --> 00:04:55.000]  上帝才會答允呢?
[00:04:55.000 --> 00:04:58.000]  我怎樣才知道上帝的心意呢?
[00:04:58.000 --> 00:05:02.000]  祈禱會不會改變上帝的計劃呢?
[00:05:02.000 --> 00:05:03.000]  如果不能改變
[00:05:03.000 --> 00:05:05.000]  那我為甚麼要祈禱呢?
[00:05:05.000 --> 00:05:07.000]  如果我祈禱錯了
[00:05:07.000 --> 00:05:10.000]  我會不會有不好的後果呢?
[00:05:10.000 --> 00:05:13.000]  我想問我們在座或是網上都可以
[00:05:13.000 --> 00:05:16.000]  你內心裡有沒有一個
[00:05:16.000 --> 00:05:19.000]  或者你可以給一個like
[00:05:19.000 --> 00:05:23.000]  你內心有沒有五條的其中一個疑問呢?
[00:05:23.000 --> 00:05:24.000]  大家有沒有?
[00:05:24.000 --> 00:05:26.000]  有沒有試過問這些問題?
[00:05:26.000 --> 00:05:28.000]  曾經
[00:05:28.000 --> 00:05:29.000]  很乖
[00:05:29.000 --> 00:05:33.000]  美恩在後面
[00:05:33.000 --> 00:05:35.000]  有沒有問過這五條的其中一個問題?
[00:05:35.000 --> 00:05:39.000]  沒有做妹的,她是答有的
[00:05:41.000 --> 00:05:43.000]  我也會有的
[00:05:43.000 --> 00:05:45.000]  所以我們今天很想講一講祈禱
[00:05:45.000 --> 00:05:48.000]  特別是很想透過羅馬書第八章
[00:05:48.000 --> 00:05:50.000]  下半段的經文去看
[00:05:50.000 --> 00:05:54.000]  我們主要會focus在26至30節的經文
[00:05:54.000 --> 00:05:55.000]  我們一起去看一下
[00:05:55.000 --> 00:05:57.000]  上帝究竟在當中給了甚麼幫助
[00:05:57.000 --> 00:05:59.000]  給了甚麼應許我們
[00:05:59.000 --> 00:06:00.000]  好不好?
[00:06:00.000 --> 00:06:01.000]  講開又講
[00:06:01.000 --> 00:06:03.000]  我今天set了一個主題
[00:06:03.000 --> 00:06:05.000]  剛才大家看到嗎?
[00:06:05.000 --> 00:06:06.000]  set了一個主題叫做
[00:06:06.000 --> 00:06:08.000]  由零開始
[00:06:08.000 --> 00:06:11.000]  其實我是引用我想當年
[00:06:11.000 --> 00:06:13.000]  19年3月
[00:06:13.000 --> 00:06:16.000]  原來我也講過羅馬書第八章
[00:06:16.000 --> 00:06:18.000]  不過我當時是講上半的部份
[00:06:18.000 --> 00:06:21.000]  隔了兩年我就再講下半部份
[00:06:21.000 --> 00:06:23.000]  不過我覺得這個標題
[00:06:23.000 --> 00:06:25.000]  由零開始
[00:06:25.000 --> 00:06:28.000]  很適合我們去迎接新一年
[00:06:28.000 --> 00:06:29.000]  是不是?
[00:06:29.000 --> 00:06:32.000]  我們先一起去讀這兩節的經文
[00:06:32.000 --> 00:06:33.000]  如果你在家裡看著screen
[00:06:33.000 --> 00:06:36.000]  我都鼓勵你可以mute的同時
[00:06:36.000 --> 00:06:38.000]  也可以自己讀出聲音
[00:06:38.000 --> 00:06:39.000]  我們一起來讀
[00:06:39.000 --> 00:06:41.000]  26、27節
[00:06:41.000 --> 00:06:43.000]  我請如果在座的
[00:06:43.000 --> 00:06:44.000]  都讀出來
[00:06:44.000 --> 00:06:45.000]  預備起
[00:06:45.000 --> 00:06:50.000]  同樣我們的軟弱
[00:06:50.000 --> 00:06:52.000]  有聖靈幫助
[00:06:52.000 --> 00:06:55.000]  我們本不知道當怎樣
[00:06:55.000 --> 00:07:00.000]  但是聖靈親自用無可言喻的嘆息
[00:07:00.000 --> 00:07:02.000]  替我們祈求
[00:07:02.000 --> 00:07:04.000]  那監察人心的
[00:07:04.000 --> 00:07:07.000]  知道聖靈所體貼的
[00:07:07.000 --> 00:07:10.000]  因為聖靈照著神的旨意
[00:07:10.000 --> 00:07:13.000]  替聖徒祈求
[00:07:13.000 --> 00:07:16.000]  這兩節的經文講什麼?
[00:07:16.000 --> 00:07:18.000]  一開始就講了一個事實
[00:07:18.000 --> 00:07:20.000]  大家看紅色的地方
[00:07:20.000 --> 00:07:24.000]  就是我們本身不懂得怎樣祈禱
[00:07:24.000 --> 00:07:26.000]  我們真的不懂
[00:07:26.000 --> 00:07:29.000]  這裡的意思不是我們不懂得說話
[00:07:29.000 --> 00:07:31.000]  可能也是
[00:07:31.000 --> 00:07:34.000]  或者不懂得用什麼字眼
[00:07:34.000 --> 00:07:36.000]  怎樣做得好一點的祈禱
[00:07:36.000 --> 00:07:38.000]  有時候我們祈禱的感覺
[00:07:38.000 --> 00:07:40.000]  好像要說給別人聽
[00:07:40.000 --> 00:07:42.000]  不過這裡是在說
[00:07:42.000 --> 00:07:45.000]  我們不懂得按著神的心意去祈禱
[00:07:45.000 --> 00:07:48.000]  因著我們種種的限制
[00:07:48.000 --> 00:07:49.000]  我們很多時候
[00:07:49.000 --> 00:07:51.000]  根本就不知道
[00:07:51.000 --> 00:07:54.000]  上帝的心意是什麼
[00:07:54.000 --> 00:07:56.000]  可能在某一個方面
[00:07:56.000 --> 00:07:58.000]  我們會明白
[00:07:58.000 --> 00:08:01.000]  可能會認識一點上帝的說話
[00:08:01.000 --> 00:08:03.000]  但其實在很多情境
[00:08:03.000 --> 00:08:05.000]  我們都是不懂的
[00:08:05.000 --> 00:08:08.000]  有一個故事是這樣說的
[00:08:08.000 --> 00:08:11.000]  可能有Mentor會聽過
[00:08:11.000 --> 00:08:15.000]  有一個女生嘗試在交友App找對象
[00:08:15.000 --> 00:08:18.000]  很符合我們上個月的主題
[00:08:18.000 --> 00:08:19.000]  現在很流行
[00:08:19.000 --> 00:08:21.000]  找她的Mr.Right
[00:08:21.000 --> 00:08:24.000]  他就在搜尋引擎打了兩個條件
[00:08:24.000 --> 00:08:26.000]  他在搜尋引擎打了兩個條件
[00:08:26.000 --> 00:08:29.000]  大家看到就可能覺得
[00:08:29.000 --> 00:08:32.000]  他應該是說國語的
[00:08:32.000 --> 00:08:34.000]  他等了一會
[00:08:34.000 --> 00:08:36.000]  結果就出來了
[00:08:36.000 --> 00:08:38.000]  他就有兩個字
[00:08:38.000 --> 00:08:40.000]  猜是什麼
[00:08:40.000 --> 00:08:42.000]  象棋
[00:08:42.000 --> 00:08:45.000]  他看到這個結果之後
[00:08:45.000 --> 00:08:47.000]  他覺得呆了
[00:08:47.000 --> 00:08:49.000]  什麼事啊你
[00:08:49.000 --> 00:08:51.000]  他就再試試換了一個條件
[00:08:51.000 --> 00:08:53.000]  然後再輸入
[00:08:53.000 --> 00:08:55.000]  這次就打這兩個
[00:08:55.000 --> 00:08:58.000]  要有屋
[00:08:58.000 --> 00:08:59.000]  要有樓
[00:08:59.000 --> 00:09:00.000]  也要有很多錢
[00:09:00.000 --> 00:09:02.000]  他再等一會
[00:09:02.000 --> 00:09:04.000]  這次這個搜尋引擎
[00:09:04.000 --> 00:09:05.000]  這個交友App就跟他說
[00:09:05.000 --> 00:09:07.000]  結果也是兩個字
[00:09:07.000 --> 00:09:09.000]  大家猜是什麼
[00:09:09.000 --> 00:09:11.000]  銀行
[00:09:11.000 --> 00:09:13.000]  是銀行
[00:09:13.000 --> 00:09:15.000]  嫁給一個銀行
[00:09:15.000 --> 00:09:16.000]  之後他就心想
[00:09:16.000 --> 00:09:18.000]  有沒有搞錯
[00:09:18.000 --> 00:09:20.000]  搞什麼
[00:09:20.000 --> 00:09:22.000]  不過這個女生依然沒有放棄
[00:09:22.000 --> 00:09:25.000]  他再一次就換了一些條件
[00:09:25.000 --> 00:09:28.000]  這次就打了這兩個
[00:09:28.000 --> 00:09:33.000]  要有型
[00:09:33.000 --> 00:09:35.000]  也要有安全感
[00:09:35.000 --> 00:09:36.000]  這次的答案
[00:09:36.000 --> 00:09:38.000]  大家猜到是什麼嗎
[00:09:38.000 --> 00:09:41.000]  有人說MIRROR
[00:09:41.000 --> 00:09:43.000]  他的答案是
[00:09:43.000 --> 00:09:45.000]  超人
[00:09:45.000 --> 00:09:47.000]  這個女生就覺得
[00:09:47.000 --> 00:09:49.000]  很不開心
[00:09:49.000 --> 00:09:50.000]  也很煩躁
[00:09:50.000 --> 00:09:52.000]  最後他再試多一次
[00:09:52.000 --> 00:09:53.000]  他就不理了
[00:09:53.000 --> 00:09:55.000]  將剛才所有的條件
[00:09:55.000 --> 00:09:57.000]  一次打進去
[00:09:57.000 --> 00:10:00.000]  結果顯示的是什麼
[00:10:00.000 --> 00:10:01.000]  不是耶穌
[00:10:01.000 --> 00:10:06.000]  他是銀行捉象棋的超人
[00:10:06.000 --> 00:10:07.000]  我猜如果更新一點
[00:10:07.000 --> 00:10:09.000]  應該是打MIRROR
[00:10:09.000 --> 00:10:12.000]  或者BTS那些
[00:10:12.000 --> 00:10:13.000]  不過我相信
[00:10:13.000 --> 00:10:14.000]  我們在座當中
[00:10:14.000 --> 00:10:15.000]  或者我們在家中
[00:10:15.000 --> 00:10:16.000]  看著螢幕的時候
[00:10:16.000 --> 00:10:17.000]  我們在座當中
[00:10:17.000 --> 00:10:19.000]  很多人好像這個女生
[00:10:19.000 --> 00:10:22.000]  當上帝就是這個搜尋引擎
[00:10:22.000 --> 00:10:23.000]  想要什麼
[00:10:23.000 --> 00:10:25.000]  我們就打給他
[00:10:25.000 --> 00:10:27.000]  而到了上帝
[00:10:27.000 --> 00:10:30.000]  真的去答應我們的時候
[00:10:30.000 --> 00:10:33.000]  我們卻又發現一件事
[00:10:33.000 --> 00:10:35.000]  為什麼和我們所想像的
[00:10:35.000 --> 00:10:36.000]  完全不一樣
[00:10:36.000 --> 00:10:38.000]  為什麼上帝的回應
[00:10:38.000 --> 00:10:40.000]  來得這麼遲
[00:10:40.000 --> 00:10:42.000]  然後我們就會心想
[00:10:42.000 --> 00:10:46.000]  我還要祈禱來做什麼呢
[00:10:46.000 --> 00:10:48.000]  當然上帝不是一個搜尋引擎
[00:10:48.000 --> 00:10:52.000]  也不是一個交友APP
[00:10:52.000 --> 00:10:53.000]  不過保羅在這裡
[00:10:53.000 --> 00:10:55.000]  知道讀者的煩惱
[00:10:55.000 --> 00:10:56.000]  知道我們的苦惱
[00:10:56.000 --> 00:10:58.000]  因此他在羅馬書這裡
[00:10:58.000 --> 00:11:00.000]  給了一些安慰我們
[00:11:00.000 --> 00:11:06.000]  他說我們的軟弱有聖靈幫助
[00:11:06.000 --> 00:11:09.000]  The spirit help us in our weakness
[00:11:09.000 --> 00:11:11.000]  即是怎樣幫助
[00:11:11.000 --> 00:11:16.000]  聖靈親自用無可言喻的嘆息
[00:11:16.000 --> 00:11:18.000]  去替我們祈求
[00:11:18.000 --> 00:11:20.000]  無可言喻的嘆息
[00:11:20.000 --> 00:11:22.000]  去為我們祈求
[00:11:22.000 --> 00:11:24.000]  很奇怪
[00:11:24.000 --> 00:11:26.000]  為什麼會這樣說呢
[00:11:26.000 --> 00:11:29.000]  原來聖靈親自去替我們祈求
[00:11:29.000 --> 00:11:32.000]  還要用無法言喻的嘆息
[00:11:32.000 --> 00:11:34.000]  去為我們祈禱
[00:11:34.000 --> 00:11:44.000]  我不知道聖靈怎樣去到嘆息
[00:11:44.000 --> 00:11:46.000]  透過嘆息去為我們祈禱
[00:11:46.000 --> 00:11:48.000]  不過這章經文
[00:11:48.000 --> 00:11:51.000]  在第八章其實出現了三次
[00:11:51.000 --> 00:11:54.000]  嘆息這個字出現了三次
[00:11:54.000 --> 00:11:56.000]  分別是在二十三節
[00:11:56.000 --> 00:11:59.000]  二十二節和剛剛這一節
[00:11:59.000 --> 00:12:02.000]  二十二二十三和二十六節
[00:12:02.000 --> 00:12:04.000]  我們很快一起看看
[00:12:04.000 --> 00:12:06.000]  或者我讀給大家聽
[00:12:06.000 --> 00:12:08.000]  我們知道一切的受造之物
[00:12:08.000 --> 00:12:10.000]  都一同身淫
[00:12:10.000 --> 00:12:13.000]  一同忍受陣痛直到如今
[00:12:13.000 --> 00:12:14.000]  第二十三節
[00:12:14.000 --> 00:12:15.000]  不但如此
[00:12:15.000 --> 00:12:19.000]  就是我們這些有聖靈作初熟果子的
[00:12:19.000 --> 00:12:21.000]  都是自己內心地去身淫
[00:12:21.000 --> 00:12:23.000]  或者亦作嘆息
[00:12:23.000 --> 00:12:26.000]  等候得著兒子的名分
[00:12:26.000 --> 00:12:28.000]  就是我們的身體得夠熟
[00:12:28.000 --> 00:12:30.000]  然後就回到剛剛的二十六節
[00:12:30.000 --> 00:12:33.000]  但是聖靈親自用無可言喻的嘆息
[00:12:33.000 --> 00:12:35.000]  替我們祈求
[00:12:35.000 --> 00:12:38.000]  雖然這裡用了不同的字眼
[00:12:38.000 --> 00:12:40.000]  不過其實都是表達同一個意思
[00:12:40.000 --> 00:12:43.000]  代表著所有被創造的
[00:12:43.000 --> 00:12:45.000]  一切受造物
[00:12:45.000 --> 00:12:46.000]  包括你和我
[00:12:46.000 --> 00:12:47.000]  以及基督徒
[00:12:47.000 --> 00:12:50.000]  包括我們信徒
[00:12:50.000 --> 00:12:53.000]  剛剛他說有聖靈作初熟果子
[00:12:53.000 --> 00:12:55.000]  包括我們這些基督徒
[00:12:55.000 --> 00:12:57.000]  我們和受造物一樣
[00:12:57.000 --> 00:13:02.000]  都面對著這種罪惡和苦難
[00:13:02.000 --> 00:13:04.000]  不停地去嘆息
[00:13:04.000 --> 00:13:07.000]  不停地去到身淫
[00:13:11.000 --> 00:13:12.000]  不過這裡說
[00:13:12.000 --> 00:13:17.000]  聖靈都是參與在其中
[00:13:17.000 --> 00:13:22.000]  上帝都是參與在我們嘆息的裡面
[00:13:22.000 --> 00:13:24.000]  原來這裡不是告訴我們
[00:13:24.000 --> 00:13:26.000]  聖靈不懂得怎樣去祈禱
[00:13:26.000 --> 00:13:29.000]  聖靈不懂得怎樣表達祂的意思
[00:13:29.000 --> 00:13:31.000]  這裡說原來是
[00:13:31.000 --> 00:13:34.000]  上帝祂自己都參與了
[00:13:34.000 --> 00:13:36.000]  在祂所受造物
[00:13:36.000 --> 00:13:37.000]  和我們這群信徒
[00:13:37.000 --> 00:13:41.000]  這群基督徒的痛苦的裡面
[00:13:41.000 --> 00:13:45.000]  大家有沒有試過安慰人
[00:13:45.000 --> 00:13:46.000]  有沒有 搖頭搖頭
[00:13:46.000 --> 00:13:49.000]  或者給個讚
[00:13:49.000 --> 00:13:51.000]  當你在你的好朋友
[00:13:51.000 --> 00:13:52.000]  正在經歷患難
[00:13:52.000 --> 00:13:54.000]  很不開心的時候
[00:13:54.000 --> 00:13:57.000]  你是怎樣安慰人
[00:13:57.000 --> 00:13:59.000]  當他面對低谷的時候
[00:13:59.000 --> 00:14:03.000]  看著他一邊哭一邊哭
[00:14:03.000 --> 00:14:05.000]  你除了第二個紙巾
[00:14:05.000 --> 00:14:09.000]  根本想不到怎樣去表達的時候
[00:14:09.000 --> 00:14:13.000]  或許我們只能去搭一搭他的肩膀
[00:14:13.000 --> 00:14:19.000]  和他一起
[00:14:19.000 --> 00:14:26.000]  真的很不容易
[00:14:26.000 --> 00:14:27.000]  這裡告訴你們
[00:14:27.000 --> 00:14:29.000]  其實聖靈都一樣
[00:14:29.000 --> 00:14:31.000]  祂明白我們的處境
[00:14:31.000 --> 00:14:33.000]  祂知道教會
[00:14:33.000 --> 00:14:36.000]  現正面對著一些困難和挑戰
[00:14:36.000 --> 00:14:39.000]  包括今天突然大家要去面對著
[00:14:39.000 --> 00:14:42.000]  在Zoom 看著鏡頭
[00:14:42.000 --> 00:14:44.000]  這樣去崇拜
[00:14:44.000 --> 00:14:45.000]  這一切的事情
[00:14:45.000 --> 00:14:47.000]  聖靈都曉得
[00:14:47.000 --> 00:14:52.000]  祂透過一聲嘆息
[00:14:52.000 --> 00:14:54.000]  告訴我們
[00:14:54.000 --> 00:14:58.000]  祂在這裡
[00:14:58.000 --> 00:15:02.000]  所以即使我們不懂得怎樣去祈禱
[00:15:02.000 --> 00:15:04.000]  我們仍然去確信
[00:15:04.000 --> 00:15:08.000]  聖靈帶著一份深深的了解
[00:15:08.000 --> 00:15:12.000]  和我們同在為我們祈求
[00:15:12.000 --> 00:15:14.000]  而且祂明白
[00:15:14.000 --> 00:15:16.000]  祂完全知道上帝的意思
[00:15:16.000 --> 00:15:20.000]  完全明白上帝的意思
[00:15:20.000 --> 00:15:21.000]  在第27節
[00:15:21.000 --> 00:15:23.000]  我再次邀請大家一起讀
[00:15:23.000 --> 00:15:25.000]  27節後面的一起讀
[00:15:25.000 --> 00:15:28.000]  預備起
[00:15:28.000 --> 00:15:34.000]  那監察人心的 知道聖靈所體貼的
[00:15:34.000 --> 00:15:37.000]  一位聖靈照著神的旨意
[00:15:37.000 --> 00:15:41.000]  替聖徒祈求
[00:15:41.000 --> 00:15:45.000]  我想聖靈完全明白上帝的心意
[00:15:45.000 --> 00:15:47.000]  這句話不難理解
[00:15:47.000 --> 00:15:50.000]  因為聖靈本身是誰?
[00:15:50.000 --> 00:15:52.000]  是神 上帝自己
[00:15:52.000 --> 00:15:54.000]  這位三維一體的神
[00:15:54.000 --> 00:15:56.000]  聖父 聖子 聖靈
[00:15:56.000 --> 00:15:58.000]  我們都知道
[00:15:58.000 --> 00:16:00.000]  不過如果我們再直白地去問
[00:16:00.000 --> 00:16:03.000]  究竟上帝的心意是什麼呢?
[00:16:03.000 --> 00:16:05.000]  他說他完全明白神的心意
[00:16:05.000 --> 00:16:08.000]  究竟上帝的心意是什麼呢?
[00:16:08.000 --> 00:16:11.000]  現在很快地和大家分享
[00:16:11.000 --> 00:16:14.000]  有關上帝的旨意這個課題
[00:16:14.000 --> 00:16:16.000]  可能聽上去會有一點點心
[00:16:16.000 --> 00:16:20.000]  不過我相信大家都能夠慢慢去體會
[00:16:20.000 --> 00:16:22.000]  原來我們經常去問
[00:16:22.000 --> 00:16:24.000]  上帝的心意是什麼?
[00:16:24.000 --> 00:16:26.000]  究竟怎樣做才對呢?
[00:16:26.000 --> 00:16:30.000]  上帝的心意大概可以分成三個類別
[00:16:30.000 --> 00:16:33.000]  大概可以分成三個類別
[00:16:33.000 --> 00:16:35.000]  就是這幅圖
[00:16:35.000 --> 00:16:36.000]  我從左邊開始看
[00:16:36.000 --> 00:16:38.000]  第一類叫做神
[00:16:38.000 --> 00:16:41.000]  全能或權能的旨意
[00:16:41.000 --> 00:16:43.000]  The suffering will of God
[00:16:43.000 --> 00:16:45.000]  權能的旨意是什麼呢?
[00:16:45.000 --> 00:16:47.000]  原來上帝的心意
[00:16:47.000 --> 00:16:52.000]  有一份旨意是屬於他的主導範圍
[00:16:52.000 --> 00:16:53.000]  他的主權範圍
[00:16:53.000 --> 00:16:55.000]  是對人隱藏的
[00:16:55.000 --> 00:16:58.000]  是對人我們不能夠去明白的
[00:16:58.000 --> 00:17:00.000]  例如什麼呢?
[00:17:00.000 --> 00:17:03.000]  上帝何時會再回來?
[00:17:03.000 --> 00:17:05.000]  世界末日是何時?
[00:17:05.000 --> 00:17:08.000]  上帝創造這個世界的時候
[00:17:08.000 --> 00:17:11.000]  究竟是怎樣做的呢?
[00:17:11.000 --> 00:17:13.000]  那個奧秘是什麼呢?
[00:17:13.000 --> 00:17:17.000]  這些心意是我們無法參與的
[00:17:17.000 --> 00:17:18.000]  我們只能夠去問
[00:17:18.000 --> 00:17:20.000]  然後有些人就嘗試去猜
[00:17:20.000 --> 00:17:22.000]  不過神會自己去完成的
[00:17:22.000 --> 00:17:24.000]  所以對我們來說
[00:17:24.000 --> 00:17:27.000]  這些心意我們是不會知道的
[00:17:27.000 --> 00:17:29.000]  除非上帝會跟我們說
[00:17:29.000 --> 00:17:31.000]  因此我們所需要做的
[00:17:31.000 --> 00:17:34.000]  就是對上帝有完全的信靠
[00:17:34.000 --> 00:17:36.000]  相信他能夠成就
[00:17:36.000 --> 00:17:39.000]  第二類是中間那一類
[00:17:39.000 --> 00:17:41.000]  第二類是關於道德的
[00:17:41.000 --> 00:17:42.000]  叫做Moral Will
[00:17:42.000 --> 00:17:44.000]  是關於道德方面的心意
[00:17:44.000 --> 00:17:46.000]  就好像十誡
[00:17:46.000 --> 00:17:49.000]  或者耶穌在聖經當中
[00:17:49.000 --> 00:17:53.000]  教導我們那些教導
[00:17:53.000 --> 00:17:55.000]  什麼應該做?
[00:17:55.000 --> 00:17:56.000]  什麼不應該做?
[00:17:56.000 --> 00:17:57.000]  有益?
[00:17:57.000 --> 00:17:58.000]  無益?
[00:17:58.000 --> 00:18:01.000]  這一切在信仰、生活上
[00:18:01.000 --> 00:18:03.000]  我們的原則、命令
[00:18:03.000 --> 00:18:06.000]  無論對神、教會、對其他人
