
[00:00:00.000 --> 00:00:03.800]  各位朋友今天是年初二
[00:03:53.000 --> 00:03:55.000]  但最終他們都要面對
[00:03:55.000 --> 00:04:00.000]  各破家亡 被擄他方的厄運
[00:04:00.000 --> 00:04:03.000]  起初神與阿伯拉罕納約
[00:04:03.000 --> 00:04:06.000]  是要他作多國的符
[00:04:06.000 --> 00:04:09.000]  去祝福萬國萬民
[00:04:09.000 --> 00:04:11.000]  不過阿伯拉罕的後裔
[00:04:11.000 --> 00:04:13.000]  這一班的以色列人
[00:04:13.000 --> 00:04:16.000]  他們卻是忘記了將這份福氣
[00:04:16.000 --> 00:04:18.000]  惠及其他的人
[00:04:18.000 --> 00:04:24.000]  反而他們更加是被周遭的國家民族
[00:04:24.000 --> 00:04:29.000]  影響他們多次得罪神離棄神
[00:04:29.000 --> 00:04:34.000]  信仰由過去個人的相遇
[00:04:34.000 --> 00:04:40.000]  逐漸自動轉像地成為了一個民族的信仰
[00:04:40.000 --> 00:04:44.000]  以色列人成為了掛名的信徒
[00:04:44.000 --> 00:04:48.000]  最後更加只是留於一些口號式
[00:04:48.000 --> 00:04:51.000]  理所當然不求甚解
[00:04:51.000 --> 00:04:55.000]  留於表面的宣告而已
[00:04:55.000 --> 00:04:58.000]  彼得向群眾大聲疾呼
[00:04:58.000 --> 00:05:00.000]  阿伯拉罕以撒亞國的神
[00:05:00.000 --> 00:05:02.000]  就是我們列祖的神
[00:05:02.000 --> 00:05:05.000]  已經榮耀了祂的僕人耶穌
[00:05:05.000 --> 00:05:08.000]  你們卻將祂交給彼拉多
[00:05:08.000 --> 00:05:11.000]  彼拉多定義要釋放祂
[00:05:11.000 --> 00:05:13.000]  你們竟在彼拉多面前
[00:05:13.000 --> 00:05:16.000]  棄絕了這位的耶穌
[00:05:16.000 --> 00:05:20.000]  彼得約翰他們大聲疾呼
[00:05:20.000 --> 00:05:23.000]  去抨擊當時的那班以色列人
[00:05:23.000 --> 00:05:26.000]  神一直都在工作
[00:05:26.000 --> 00:05:28.000]  一直都在教導以色列人
[00:05:28.000 --> 00:05:32.000]  甚至耶穌在《約翰福音》提到
[00:05:32.000 --> 00:05:34.000]  道自己成了肉身
[00:05:34.000 --> 00:05:35.000]  住在他們中間
[00:05:35.000 --> 00:05:37.000]  充滿有恩典有真理
[00:05:37.000 --> 00:05:40.000]  他們都見過榮干
[00:05:40.000 --> 00:05:43.000]  就是腐毒身子的榮干
[00:05:43.000 --> 00:05:45.000]  但是這班以色列人
[00:05:45.000 --> 00:05:47.000]  依然殺害了耶穌
[00:05:47.000 --> 00:05:49.000]  他們冥頑不靈
[00:05:49.000 --> 00:05:51.000]  將主耶穌殺害
[00:05:51.000 --> 00:05:53.000]  他們不認識神
[00:05:53.000 --> 00:05:57.000]  更加不認識神一直給他們的教導
[00:05:57.000 --> 00:06:01.000]  神一直準備好的聖經話語
[00:06:01.000 --> 00:06:04.000]  最後將主耶穌釘在十字架上
[00:06:04.000 --> 00:06:09.000]  信仰如果只是停留於
[00:06:09.000 --> 00:06:14.000]  在口號式或習慣式的運作裏
[00:06:14.000 --> 00:06:18.000]  這只不過是那種宗教生活
[00:06:18.000 --> 00:06:23.000]  神和你可以沒有個人的關係
[00:06:23.000 --> 00:06:28.000]  神亦進入不了你的內心世界
[00:06:28.000 --> 00:06:29.000]  你的生活
[00:06:29.000 --> 00:06:31.000]  你的生命當中
[00:06:31.000 --> 00:06:33.000]  其實你和其他人
[00:06:33.000 --> 00:06:35.000]  可以沒有太大的分別
[00:06:35.000 --> 00:06:37.000]  分別可能只是
[00:06:37.000 --> 00:06:39.000]  你每星期都回教會
[00:06:39.000 --> 00:06:41.000]  揭下聖經
[00:06:41.000 --> 00:06:44.000]  和身邊的人交易幾句
[00:06:44.000 --> 00:06:48.000]  然後你又可能會過你自己的生活
[00:06:48.000 --> 00:06:50.000]  耶穌對你來說
[00:06:50.000 --> 00:06:54.000]  會不會只是一種聲稱的關係
[00:06:54.000 --> 00:06:56.000]  並沒有實質的關係
[00:06:56.000 --> 00:06:57.000]  其實你的生命
[00:06:57.000 --> 00:07:00.000]  有沒有因為耶穌而有所改變呢
[00:07:00.000 --> 00:07:03.000]  你像不像耶穌呢
[00:07:03.000 --> 00:07:06.000]  你不妨問一下你自己
[00:07:06.000 --> 00:07:07.000]  你和耶穌之間
[00:07:07.000 --> 00:07:10.000]  究竟是一種什麼樣的關係
[00:07:10.000 --> 00:07:14.000]  最近在網上看了一套
[00:07:14.000 --> 00:07:17.000]  是馬來西亞信徒拍的微電影
[00:07:17.000 --> 00:07:18.000]  頗有趣的
[00:07:18.000 --> 00:07:20.000]  很短的
[00:07:20.000 --> 00:07:21.000]  大家有機會
[00:07:21.000 --> 00:07:23.000]  都可以自己搜索一下
[00:07:23.000 --> 00:07:25.000]  NOWISD
[00:07:25.000 --> 00:07:26.000]  應該都搜索得到
[00:07:26.000 --> 00:07:28.000]  看回這條片裏面
[00:07:28.000 --> 00:07:29.000]  都頗有趣
[00:07:29.000 --> 00:07:30.000]  亦都很感動
[00:07:30.000 --> 00:07:32.000]  這部片大概就是說
[00:07:32.000 --> 00:07:34.000]  基督徒往往都只是
[00:07:34.000 --> 00:07:36.000]  會說得很動聽
[00:07:36.000 --> 00:07:39.000]  口裏面常常掛著要愛人
[00:07:39.000 --> 00:07:40.000]  要愛神
[00:07:40.000 --> 00:07:43.000]  但是他沒有實踐
[00:07:43.000 --> 00:07:45.000]  實際地去愛神
[00:07:45.000 --> 00:07:47.000]  愛人的具體行動出現
[00:07:47.000 --> 00:07:50.000]  其他人根本看不出
[00:07:50.000 --> 00:07:52.000]  你有基督的生命
[00:07:52.000 --> 00:07:54.000]  只是有虛假的聲稱
[00:07:54.000 --> 00:07:56.000]  虛偽的見證
[00:07:56.000 --> 00:08:01.000]  阿伯拉罕以撒雅各的神
[00:08:01.000 --> 00:08:03.000]  就是我們的神
[00:08:03.000 --> 00:08:05.000]  四行傳三章十三節
[00:08:05.000 --> 00:08:07.000]  再一次提醒
[00:08:07.000 --> 00:08:13.000]  我們這個神和我們的關係
[00:08:13.000 --> 00:08:16.000]  這個宣告在福音書裏面
[00:08:16.000 --> 00:08:19.000]  都有幾段平衡的記載
[00:08:19.000 --> 00:08:21.000]  在馬太福音二十二章三十二節
[00:08:21.000 --> 00:08:24.000]  馬克福音十二章二十六到二十七節
[00:08:24.000 --> 00:08:27.000]  路加二十章到三十七、三十八節
[00:08:27.000 --> 00:08:31.000]  我特別選了路加福音那段經文
[00:08:31.000 --> 00:08:34.000]  和大家去仔細看一看
[00:08:34.000 --> 00:08:38.000]  這段經文是耶穌回應薩都該人
[00:08:38.000 --> 00:08:40.000]  有沒有復活的問題上
[00:08:40.000 --> 00:08:42.000]  耶穌的回答
[00:08:42.000 --> 00:08:46.000]  至於死人復活
[00:08:46.000 --> 00:08:48.000]  摩西在荊棘篇上稱主
[00:08:48.000 --> 00:08:50.000]  是阿伯拉罕的神
[00:08:50.000 --> 00:08:51.000]  以撒的神
[00:08:51.000 --> 00:08:52.000]  雅各的神
[00:08:52.000 --> 00:08:54.000]  就指示明白
[00:08:54.000 --> 00:08:56.000]  神原不是死人的神
[00:08:56.000 --> 00:08:58.000]  乃是活人的神
[00:08:58.000 --> 00:09:02.000]  因為在他那裏人都是活的
[00:09:02.000 --> 00:09:05.000]  神不是死人的神
[00:09:05.000 --> 00:09:07.000]  乃是活人的神
[00:09:07.000 --> 00:09:10.000]  這句宣告再次描述到
[00:09:10.000 --> 00:09:13.000]  神和以色列的先祖
[00:09:13.000 --> 00:09:18.000]  每一個都有一份非常個人的關係
[00:09:18.000 --> 00:09:20.000]  一份有血有肉
[00:09:20.000 --> 00:09:23.000]  有掙扎也有交托
[00:09:23.000 --> 00:09:26.000]  有歡笑也有眼淚
[00:09:26.000 --> 00:09:29.000]  有交流的關係
[00:09:29.000 --> 00:09:32.000]  真實的關係
[00:09:32.000 --> 00:09:34.000]  神是活生生地
[00:09:34.000 --> 00:09:38.000]  在他們生命的歷程裏面出現
[00:09:38.000 --> 00:09:42.000]  真真實實地在他們的生活裏面參與
[00:09:42.000 --> 00:09:45.000]  並且個別地與他們每一個相遇
[00:09:45.000 --> 00:09:47.000]  神逐一的
[00:09:47.000 --> 00:09:53.000]  應許他們堅定和他們所立的約
[00:09:53.000 --> 00:09:55.000]  可能大家很熟悉一些故事
[00:09:55.000 --> 00:09:56.000]  很快說說
[00:09:56.000 --> 00:09:58.000]  譬如阿伯拉罕的神裏面
[00:09:58.000 --> 00:10:00.000]  很深刻的印象是
[00:10:00.000 --> 00:10:02.000]  阿伯拉罕認識神的歷程
[00:10:02.000 --> 00:10:08.000]  由離開吾爾到等候應許的之子阿爾薩出世
[00:10:08.000 --> 00:10:13.000]  到獻上他自己心愛的兒子的心路歷程
[00:10:13.000 --> 00:10:18.000]  一段經歷信心掙扎交托的心路歷程
[00:10:18.000 --> 00:10:23.000]  最終他更被稱為信心之父
[00:10:23.000 --> 00:10:26.000]  雅各一生都是與神
[00:10:26.000 --> 00:10:29.000]  聖經裏面創世紀32章28節裏面說
[00:10:29.000 --> 00:10:32.000]  神與人交力都得勝
[00:10:32.000 --> 00:10:35.000]  從此他的名也被改為
[00:10:35.000 --> 00:10:37.000]  雅各再不是叫雅各
[00:10:37.000 --> 00:10:39.000]  而是被改為叫以色列
[00:10:39.000 --> 00:10:43.000]  以色列也成為了一個國家的名字
[00:10:43.000 --> 00:10:46.000]  反而有時我們會忽略以撒
[00:10:46.000 --> 00:10:49.000]  以撒的神在整個創世紀裏面
[00:10:49.000 --> 00:10:52.000]  都好像以撒比較隱藏
[00:10:52.000 --> 00:10:55.000]  很多時都容易被人忽略
[00:10:55.000 --> 00:10:58.000]  今日我和大家回顧一下
[00:10:58.000 --> 00:11:00.000]  以撒這個人物
[00:11:00.000 --> 00:11:09.000]  他怎樣與神有個別相遇的經驗
[00:11:09.000 --> 00:11:12.000]  以撒的童年
[00:11:12.000 --> 00:11:17.000]  他在阿巴拉罕巨人的呼應下成長
[00:11:17.000 --> 00:11:21.000]  受盡身邊人的諸多愛護
[00:11:21.000 --> 00:11:25.000]  他最深刻莫過於在童年的時候
[00:11:25.000 --> 00:11:28.000]  被父親阿巴拉罕帶上山上
[00:11:28.000 --> 00:11:30.000]  被獻為梵濟的經歷
[00:11:30.000 --> 00:11:33.000]  在創世紀22章2節裏面
[00:11:33.000 --> 00:11:37.000]  一路上阿巴拉罕沒有太多的解釋
[00:11:37.000 --> 00:11:40.000]  當以撒問梵濟的羔羊在哪裏的時候
[00:11:40.000 --> 00:11:44.000]  父親的答案都好像毫無幫助
[00:11:44.000 --> 00:11:47.000]  大家有機會可以仔細看這段經文
[00:11:47.000 --> 00:11:51.000]  在一種不清不楚的情形下
[00:11:51.000 --> 00:11:55.000]  他們二人就一路去同行
[00:11:55.000 --> 00:11:57.000]  我在這句經文裏面說到
[00:11:57.000 --> 00:11:59.000]  二人同行的時候
[00:11:59.000 --> 00:12:03.000]  這句說話是比較有深刻
[00:12:03.000 --> 00:12:13.000]  在當中停留了很長的時間去思考
[00:12:13.000 --> 00:12:16.000]  就算自己怎樣的不明白
[00:12:16.000 --> 00:12:22.000]  依然要馴服地一步一步跟著阿巴上路
[00:12:22.000 --> 00:12:26.000]  那段默默無聲見步行步
[00:12:26.000 --> 00:12:30.000]  心情複雜但又要繼續一路前行
[00:12:30.000 --> 00:12:33.000]  並且還要毫無懷疑
[00:12:33.000 --> 00:12:35.000]  這樣要相信自己的父親
[00:12:35.000 --> 00:12:38.000]  實在是很不容易
[00:12:38.000 --> 00:12:41.000]  當想到這裏的時候
[00:12:41.000 --> 00:12:49.000]  回想現在香港的政治和經濟蕭條的大環境下
[00:12:49.000 --> 00:12:52.000]  再加上疫情的嚴峻
[00:12:52.000 --> 00:12:55.000]  一路要向前行
[00:12:55.000 --> 00:12:57.000]  又不知道要走去哪裏
[00:12:57.000 --> 00:12:58.000]  做些甚麼
[00:12:58.000 --> 00:13:01.000]  實在是很不容易
[00:13:01.000 --> 00:13:03.000]  亦會很不明白
[00:13:03.000 --> 00:13:07.000]  不過後面那句神必預備
[00:13:07.000 --> 00:13:11.000]  給予我很大的安慰和鼓勵
[00:13:11.000 --> 00:13:15.000]  正如阿巴拉罕一知道神已經預備了羊羔
[00:13:15.000 --> 00:13:19.000]  他不需要下手殺自己的兒子的時候
[00:13:19.000 --> 00:13:22.000]  他那一刻就好像如釋重負
[00:13:22.000 --> 00:13:25.000]  非常興奮莫名
[00:13:25.000 --> 00:13:29.000]  開始感受到經民怎樣由體的時候
[00:13:29.000 --> 00:13:31.000]  由腦袋思考的裏面
[00:13:31.000 --> 00:13:34.000]  去感受那種掙扎
[00:13:34.000 --> 00:13:37.000]  走入他內心的世界裏面
[00:13:37.000 --> 00:13:41.000]  感受經民對自己的衝擊
[00:13:41.000 --> 00:13:45.000]  其實閱讀聖經是黎明塑造過程裏面
[00:13:45.000 --> 00:13:47.000]  一個非常重要的一環
[00:13:47.000 --> 00:13:51.000]  怎樣由習慣使用腦袋去思考
[00:13:51.000 --> 00:13:55.000]  到去感受自己內心那種掙扎
[00:13:55.000 --> 00:13:58.000]  在經民裏面和神對話
[00:13:58.000 --> 00:14:02.000]  以撒童年這段經歷非常深刻
[00:14:02.000 --> 00:14:06.000]  幸好沒有帶來對他很負面的影響
[00:14:06.000 --> 00:14:10.000]  其實過程中必然會有很多的掙扎
[00:14:10.000 --> 00:14:13.000]  阿爸究竟為何要獻
[00:14:13.000 --> 00:14:16.000]  在過程裏面
[00:14:16.000 --> 00:14:18.000]  阿爸為何要獻
[00:14:18.000 --> 00:14:21.000]  究竟要獻甚麼的祭物呢
[00:14:21.000 --> 00:14:23.000]  不會真的獻上自己
[00:14:23.000 --> 00:14:26.000]  我想他也會有懷疑
[00:14:26.000 --> 00:14:27.000]  這種做法
[00:14:27.000 --> 00:14:30.000]  當時異教徒的做法
[00:14:30.000 --> 00:14:33.000]  都相信父親絕對不會這樣做
[00:14:33.000 --> 00:14:36.000]  但眼見自己的父親已經去到
[00:14:36.000 --> 00:14:39.000]  擲起自己手起刀落的時刻
[00:14:39.000 --> 00:14:41.000]  那種懷疑
[00:14:41.000 --> 00:14:45.000]  那種心裏面的感受
[00:14:45.000 --> 00:14:47.000]  自己是否要反抗呢
[00:14:47.000 --> 00:14:51.000]  是否要大喊叫阿爸清醒呢
[00:14:51.000 --> 00:14:52.000]  很奇怪
[00:14:52.000 --> 00:14:53.000]  在經文裏面
[00:14:53.000 --> 00:14:57.000]  以撒是表現出絕對的順從
[00:14:57.000 --> 00:15:01.000]  完完全全地對父親的信任
[00:15:01.000 --> 00:15:03.000]  不問原因
[00:15:03.000 --> 00:15:05.000]  不再問結果
[00:15:05.000 --> 00:15:09.000]  單單馴服同行
[00:15:09.000 --> 00:15:13.000]  其實黎明操練也是同一個道理
[00:15:13.000 --> 00:15:18.000]  不去求自己要有任何的回報果效
[00:15:18.000 --> 00:15:24.000]  只是單單將自己徹底地擺上
[00:15:24.000 --> 00:15:27.000]  就好像你和最親密的友伴
[00:15:27.000 --> 00:15:28.000]  親人相處一樣
[00:15:28.000 --> 00:15:31.000]  你也不會計算陪了他多久
[00:15:31.000 --> 00:15:34.000]  要有甚麼好處回報
[00:15:34.000 --> 00:15:37.000]  你只是單單陪著他們已經很足夠
[00:15:37.000 --> 00:15:39.000]  很滿足
[00:15:39.000 --> 00:15:41.000]  我們也不會一筆
[00:15:41.000 --> 00:15:42.000]  單向地
[00:15:42.000 --> 00:15:45.000]  好像交代一份的代討清單給他
[00:15:45.000 --> 00:15:46.000]  說完之後
[00:15:46.000 --> 00:15:49.000]  很快說完阿門就完結
[00:15:49.000 --> 00:15:53.000]  而是會享受在一起的時間
[00:15:53.000 --> 00:15:56.000]  傾心吐意之餘
[00:15:56.000 --> 00:16:00.000]  亦都是聆聽上主的教導和提醒
[00:16:00.000 --> 00:16:03.000]  有來有往的關係
[00:16:03.000 --> 00:16:09.000]  不過有時神的確會有時很沉默無聲
[00:16:09.000 --> 00:16:11.000]  由我們去做
[00:16:11.000 --> 00:16:13.000]  由我們去說
[00:16:13.000 --> 00:16:15.000]  不過有時神又明明
[00:16:15.000 --> 00:16:18.000]  已經將一些事情擺在我們的眼前
[00:16:18.000 --> 00:16:21.000]  只是我們會選擇視而不見
[00:16:21.000 --> 00:16:23.000]  諸多藉口
[00:16:23.000 --> 00:16:25.000]  不肯聽從
[00:16:25.000 --> 00:16:29.000]  靈修就好像我們與神建立這種
[00:16:29.000 --> 00:16:32.000]  二人同行的美好關係一樣
[00:16:32.000 --> 00:16:34.000]  有歡笑
[00:16:34.000 --> 00:16:35.000]  有眼淚
[00:16:35.000 --> 00:16:37.000]  有掙扎
[00:16:37.000 --> 00:16:38.000]  亦都有交托
[00:16:38.000 --> 00:16:43.000]  一份有血有肉的神人關係
[00:16:52.000 --> 00:16:57.000]  其實以撒的性格的確非常受到他父親的影響
[00:16:57.000 --> 00:17:00.000]  從他在異地的時候
[00:17:00.000 --> 00:17:04.000]  因為害怕就隱瞞他老婆的身份
[00:17:04.000 --> 00:17:08.000]  而說他們兩個只是兄妹的關係
[00:17:08.000 --> 00:17:12.000]  與他爸爸阿巴拉罕的做法很相似
[00:17:12.000 --> 00:17:15.000]  到後來在掘井的事上
[00:17:15.000 --> 00:17:17.000]  又見到他諸多忍讓
[00:17:17.000 --> 00:17:20.000]  都看得出以撒性格比較懦弱的一面
[00:17:20.000 --> 00:17:24.000]  不過當思想到以撒成長的故事的時候
[00:17:24.000 --> 00:17:29.000]  在阿巴拉罕派遣僕人為他選妻子的一時上高
[00:17:29.000 --> 00:17:33.000]  特別留意到以撒一個很獨特的地方
[00:17:33.000 --> 00:17:38.000]  以撒在這個段落的最後部分出現
[00:17:38.000 --> 00:17:43.000]  在創世紀二十四章六十三到六十四節
[00:17:43.000 --> 00:17:50.000]  天將晚以撒出來在田間物賞
[00:17:50.000 --> 00:17:52.000]  舉目一看見來了些駱駝
[00:17:52.000 --> 00:17:56.000]  尼伯加舉目看見以撒就急忙下了駱駝
[00:17:56.000 --> 00:18:00.000]  然後接著再跳一跳就看到
[00:18:00.000 --> 00:18:05.000]  以撒便領尼伯加進了他母親撒拉的帳篷
[00:18:05.000 --> 00:18:07.000]  娶了她為妻
[00:18:07.000 --> 00:18:09.000]  以撒並且愛她
[00:18:09.000 --> 00:18:14.000]  以撒自從他母親不在 才得了安慰
[00:18:14.000 --> 00:18:21.000]  很明顯看到以撒和神經常有非常密切的溝通關係
[00:18:21.000 --> 00:18:24.000]  他出來在田間物賞
[00:18:24.000 --> 00:18:29.000]  他可能是為了他未來的妻子是一個怎樣的人而憂心
[00:18:29.000 --> 00:18:35.000]  也可能是為了他母親離開世界而心情沉重
[00:18:35.000 --> 00:18:42.000]  在段落裏面我們強烈感受到以撒對神那種心是赤露淌開
[00:18:42.000 --> 00:18:44.000]  是無所不談
[00:18:44.000 --> 00:18:48.000]  縱使經過諸多的試煉困難
[00:18:48.000 --> 00:18:51.000]  他也無神一一的保守
[00:18:51.000 --> 00:18:56.000]  神為他預備了一位妻子讓他得著安慰
[00:18:56.000 --> 00:19:00.000]  雖然大家在經文裏面之後看到創世紀知道
[00:19:00.000 --> 00:19:10.000]  後來在教養兒子的事實上看到他和他太太的安排上高仍然有一些缺失
[00:19:10.000 --> 00:19:12.000]  在經文裏面
[00:19:12.000 --> 00:19:15.000]  創世紀二十六章三十四節裏面
[00:19:15.000 --> 00:19:18.000]  其中一個比較大的狀況是
[00:19:18.000 --> 00:19:23.000]  當他長子娶了客人比利的女兒尤迪
[00:19:23.000 --> 00:19:26.000]  和客人爾倫的女兒巴什末為妻的時候
[00:19:26.000 --> 00:19:31.000]  他們都是一些當時的家男的女子
[00:19:31.000 --> 00:19:35.000]  以撒不贊成兒子的做法
[00:19:35.000 --> 00:19:44.000]  但是在經文裏面沒有看得到他對爾素那種表達不滿
[00:19:44.000 --> 00:19:48.000]  他沒有加以教導他勸阻兒子的做法
[00:19:48.000 --> 00:19:53.000]  到出了兒子爭祝福的事件的時候
[00:19:53.000 --> 00:19:56.000]  經文裏講到特別有一句是
[00:19:56.000 --> 00:20:01.000]  爾素就曉得他父親爾撒看不中家男的女子
[00:20:01.000 --> 00:20:03.000]  在二十八章八節
[00:20:03.000 --> 00:20:06.000]  他原來可能從沒有表達過
[00:20:06.000 --> 00:20:11.000]  讓兒子知道他不喜歡兒子娶家男女子這件事
[00:20:11.000 --> 00:20:15.000]  他更加沒有為兒子將來的配偶
[00:20:15.000 --> 00:20:23.000]  好像他父親阿巴拉罕一樣派遣一個僕人去找一個喜歡的喜悅的女子給兒子
[00:20:23.000 --> 00:20:25.000]  他沒有這樣做
[00:20:25.000 --> 00:20:32.000]  之後爾素知道了原來他父親不喜歡一些家男女子
[00:20:32.000 --> 00:20:35.000]  經文裏面很有趣地又說
[00:20:35.000 --> 00:20:38.000]  在二十八章九節
[00:20:38.000 --> 00:20:43.000]  他發生爭祝福的事件之後
[00:20:43.000 --> 00:20:47.000]  爾素更加變本加厲
[00:20:47.000 --> 00:20:50.000]  娶了瑪哈拉為妻
[00:20:50.000 --> 00:20:53.000]  她是阿巴拉罕兒子伊什瑪利的女兒
[00:20:53.000 --> 00:20:57.000]  爾素不斷刺激自己的父母親
[00:20:57.000 --> 00:20:58.000]  在三十五節
[00:20:58.000 --> 00:21:04.000]  又將三十五節他們嘗試爾撒和利伯加心裡受煩
[00:21:04.000 --> 00:21:11.000]  在這件事上爾撒的確有責任
[00:21:11.000 --> 00:21:15.000]  看到這裡自己都會多多少少有些共鳴
[00:21:15.000 --> 00:21:18.000]  有些事發生了
[00:21:18.000 --> 00:21:20.000]  當時沒有馬上回應
[00:21:20.000 --> 00:21:25.000]  又或者在一件事裏面做錯了一些決定的時候
[00:21:25.000 --> 00:21:28.000]  不能夠再有機會更改
[00:21:28.000 --> 00:21:31.000]  可能就會後悔一生
[00:21:31.000 --> 00:21:33.000]  不能夠回頭
[00:21:33.000 --> 00:21:41.000]  想起當初十幾年前曾經在很乘怒之下
[00:21:41.000 --> 00:21:45.000]  下手推打自己的女兒的時候
[00:21:45.000 --> 00:21:46.000]  令她跌在地上
[00:21:46.000 --> 00:21:48.000]  自己都很後悔
[00:21:48.000 --> 00:21:51.000]  她依然記憶猶新
[00:21:51.000 --> 00:21:54.000]  每一次她提起的時候
[00:21:54.000 --> 00:21:57.000]  都令我有種心如刀插的感受
[00:21:57.000 --> 00:22:01.000]  但已經不能夠再改變這段歷史
[00:22:01.000 --> 00:22:06.000]  這段黑歷史只有遺憾
[00:22:06.000 --> 00:22:10.000]  其實爾撒在安排兒子的祝福的事上
[00:22:10.000 --> 00:22:12.000]  大家可以看到
