
[00:00:00.000 --> 00:00:03.080]  謝主仔細睇下呢首歌嘅時候
[00:04:38.080 --> 00:04:39.440]  佢哋係
[00:04:39.440 --> 00:04:43.040]  嘅一啲介紹喎
[00:04:43.040 --> 00:04:45.960]  咁呢講到團契生活啦
[00:04:45.960 --> 00:04:49.080]  咁呀唔知你又會唔會諗到呢一本都耐耐地
[00:04:49.080 --> 00:04:50.720]  但係呢都幾出名嘅書
[00:04:50.720 --> 00:04:54.480]  佢個書名呢就係叫做團契生活啦
[00:04:54.480 --> 00:04:59.800]  咁原來呢本書呢就係德國嘅神學家潘霍華所寫嘅
[00:04:59.800 --> 00:05:03.720]  話說當年呀納粹主義高漲嘅時候
[00:05:03.720 --> 00:05:06.680]  當時喺社會好多意識形態啦
[00:05:06.680 --> 00:05:08.360]  好多諗法出現咗啦
[00:05:08.360 --> 00:05:11.080]  其中包括有反猶太主義啦
[00:05:11.080 --> 00:05:14.160]  反基督教嘅等等嘅極端思想
[00:05:14.160 --> 00:05:15.520]  咁當時呢
[00:05:15.520 --> 00:05:18.600]  德國裏面嘅基督教會
[00:05:18.600 --> 00:05:20.440]  都會受到影響啦
[00:05:20.440 --> 00:05:21.720]  咁喺
[00:05:21.720 --> 00:05:25.240]  1933年嘅時候呢當時喺教會呢就有一班牧者
[00:05:25.240 --> 00:05:29.280]  佢哋呢就組織咗一個叫做緊急牧者同盟呀
[00:05:29.280 --> 00:05:33.720]  就希望呢喺呢個咁樣嘅時代呢去力挽狂瀾
[00:05:33.720 --> 00:05:38.720]  希望呢去維持到教會同埋呢挽回一班年青人呀
[00:05:38.720 --> 00:05:41.200]  咁當時嘅潘霍華呢
[00:05:41.200 --> 00:05:42.880]  廿幾歲㗎喎原來
[00:05:42.880 --> 00:05:44.240]  佢臨危受命
[00:05:44.240 --> 00:05:47.800]  當時呢就開辦咗一間小小嘅地下神學院
[00:05:47.800 --> 00:05:50.840]  咁呢本書呢原來點解會寫呢
[00:05:50.840 --> 00:05:53.960]  就係為咗喺神學院裏面
[00:05:53.960 --> 00:05:57.640]  喺咁樣嘅時代背景底下仲有一班年青人
[00:05:57.640 --> 00:06:01.200]  佢哋有一個願意獻上自己生命嘅心
[00:06:01.200 --> 00:06:04.200]  佢哋願意去喺呢度
[00:06:04.200 --> 00:06:06.560]  去受栽培
[00:06:06.560 --> 00:06:13.880]  一齊去生活去操練希望呢一個群體將來成為一個有力嘅宣教團體
[00:06:13.880 --> 00:06:19.200]  咁所以呢本書就係講緊當一班信徒佢哋聚埋一齊嘅時候
[00:06:19.200 --> 00:06:22.120]  究竟有啲乜嘢元素應該要喺佢哋中間呢
[00:06:22.120 --> 00:06:24.960]  究竟佢哋如果要過個敬虔生活
[00:06:24.960 --> 00:06:27.640]  係要可以有啲乜嘢嘅操練呢
[00:06:27.640 --> 00:06:34.920]  所以呢本書對於今日嘅信徒群體今日嘅團體生活呢依然有好多嘅啟發
[00:06:34.920 --> 00:06:41.560]  咁呢今年我哋提摩太團我哋都用周會一系列嘅周會呢一齊去睇呢本書
[00:06:41.560 --> 00:06:45.760]  咁我哋暫時做咗四次周會啦睇咗兩個chapter啦
[00:06:45.760 --> 00:06:49.240]  咁就真係唔好睇佢本書個書名咁容易喎
[00:06:49.240 --> 00:06:54.400]  我哋都搞咗一輪之後發覺嘩真係其實係神學家寫出嚟嘅嘢呢
[00:06:54.400 --> 00:06:57.160]  都係其實都唔係咁容易去明白
[00:06:57.160 --> 00:07:01.160]  但係呢我哋都好希望我哋一齊去學習一齊去實踐
[00:07:01.160 --> 00:07:07.360]  咁今日呢個經文呢我就嘗試用呢兩個大家都熟悉嘅四字詞語
[00:07:07.360 --> 00:07:13.200]  就係生命之道團契生活去睇一睇今日我哋要睇嘅經文
[00:07:13.200 --> 00:07:17.600]  今日呢我哋會睇約翰一書一章一至四節
[00:07:17.600 --> 00:07:21.840]  用我哋先一齊讀一次呢四節嘅經文啦
[00:07:21.840 --> 00:07:25.800]  論到從起初原有的生命之道
[00:07:25.800 --> 00:07:32.400]  就是我們所聽見所看見親眼看過親手摸過的
[00:07:32.400 --> 00:07:35.200]  這生命已經顯現出來
[00:07:35.200 --> 00:07:38.880]  我們看見了現在又作見證
[00:07:38.880 --> 00:07:41.120]  把原與附同在
[00:07:41.120 --> 00:07:47.360]  並且向我們顯現過的那永遠的生命傳揚給你們
[00:07:47.360 --> 00:07:52.120]  我們把所看見所聽見的傳揚給你們
[00:07:52.120 --> 00:07:56.040]  為要使你們也與我們有團契
[00:07:56.040 --> 00:08:02.440]  而我們的團契是與父和他兒子耶穌基督所共有的
[00:08:02.440 --> 00:08:10.840]  我們把這些事寫給你們使我們的喜樂得以滿足
[00:08:10.840 --> 00:08:17.200]  約翰一書嘅作者一般都認為就係耶穌十二門徒之一嘅約翰
[00:08:17.200 --> 00:08:19.200]  佢係西比太嘅兒子
[00:08:19.200 --> 00:08:24.040]  喺聖經裏面約翰除咗寫咗呢一個約翰一書之外呢
[00:08:24.040 --> 00:08:25.960]  仲寫咗約翰福音
[00:08:25.960 --> 00:08:27.760]  約翰二三書
[00:08:27.760 --> 00:08:30.480]  同埋仲有一卷就係啟示錄
[00:08:30.480 --> 00:08:32.960]  好多人都知道呀
[00:08:32.960 --> 00:08:36.320]  大家唔知仲記唔記得約翰係一個點樣嘅人啦
[00:08:36.320 --> 00:08:40.520]  佢同耶穌親唔親近嘅呢
[00:08:40.520 --> 00:08:41.920]  有人噏頭喇
[00:08:41.920 --> 00:08:43.320]  係喎喺福音書裏面呢
[00:08:43.320 --> 00:08:44.920]  我哋知道呢個約翰
[00:08:44.920 --> 00:08:48.000]  佢原本呢就係跟隨施洗約翰嘅
[00:08:48.000 --> 00:08:50.240]  咁但係去到有一個時刻
[00:08:50.240 --> 00:08:51.840]  當施洗約翰見到耶穌
[00:08:51.840 --> 00:08:53.320]  然後就同佢啲門徒講
[00:08:53.320 --> 00:08:55.800]  你睇下嗰個就係神嘅羔羊啦
[00:08:55.800 --> 00:08:59.880]  於是呢一個約翰呢就開始跟從咗耶穌喇
[00:08:59.880 --> 00:09:01.800]  而喺十二門徒之中呢
[00:09:01.800 --> 00:09:05.720]  其中有三個呢就同耶穌就比較親近㗎喎
[00:09:05.720 --> 00:09:09.600]  有陣時呢唔會帶住一大隊十二個人一齊出門嘅時候
[00:09:09.600 --> 00:09:11.240]  或者去做一啲嘢嘅時候呢
[00:09:11.240 --> 00:09:13.160]  就會帶呢三個去㗎喇
[00:09:13.160 --> 00:09:16.360]  佢哋就包括係彼得
[00:09:16.360 --> 00:09:17.760]  雅各
[00:09:17.760 --> 00:09:20.080]  約翰非常之好
[00:09:20.080 --> 00:09:22.160]  冇錯喇就係呢一個約翰喇
[00:09:22.160 --> 00:09:27.120]  咁所以呢約翰同耶穌真係關係好好好近㗎喎
[00:09:27.120 --> 00:09:34.320]  年青時候嘅約翰呢有個綽號叫做
[00:09:34.320 --> 00:09:36.080]  狠口
[00:09:36.080 --> 00:09:38.440]  年青時候呢嗰啲人嗌佢做雷子呀
[00:09:38.440 --> 00:09:40.520]  點解呢即係佢性格好火爆㗎
[00:09:40.520 --> 00:09:42.640]  即係喂我做緊一啲啱嘅嘢
[00:09:42.640 --> 00:09:47.440]  如果你唔同意我就要去懲罰你咁樣
[00:09:47.440 --> 00:09:50.400]  所以呢即係有一個雷子嘅綽號
[00:09:50.400 --> 00:09:53.520]  但係呢個約翰隨住佢年紀增長
[00:09:53.520 --> 00:09:55.760]  佢經歷咗好多唔同嘅事之後
[00:09:55.760 --> 00:09:59.240]  呢個成熟嘅約翰唔單止唔再火爆喇
[00:09:59.240 --> 00:10:02.240]  喺佢所寫嘅約翰一二三書裏面呢
[00:10:02.240 --> 00:10:06.160]  我哋更加睇到呢佢被稱為一個愛嘅使徒呀
[00:10:06.160 --> 00:10:09.480]  因為呢佢好重視作為耶穌基督嘅門徒呀
[00:10:09.480 --> 00:10:12.360]  有愛喺當中呀
[00:10:12.360 --> 00:10:16.520]  喺寫約翰一書嘅時候呢就大概係主後九十年左右
[00:10:16.520 --> 00:10:20.280]  嗰陣時呢一個使徒約翰呢已經年老喇
[00:10:20.280 --> 00:10:24.320]  因為距離耶穌升天已經有幾十年嘅時間喇
[00:10:24.320 --> 00:10:28.720]  嗰一啲當時後生嘅時候同佢一齊跟從耶穌
[00:10:28.720 --> 00:10:33.080]  嗰個時代一齊親眼見過耶穌嘅嗰啲人呢
[00:10:33.080 --> 00:10:37.520]  已經陸陸續續呢都唔喺世界上面喇
[00:10:37.520 --> 00:10:40.200]  就係咁樣嘅時刻呢個年老嘅約翰
[00:10:40.200 --> 00:10:43.640]  佢就寫咗呢幾封嘅書信
[00:10:43.640 --> 00:10:45.960]  而且呢當時係一個咩嘅時候呢
[00:10:45.960 --> 00:10:48.200]  當時呢嘅社會上面呢
[00:10:48.200 --> 00:10:52.680]  亦都充斥住流傳住一啲異端嘅思想呀
[00:10:52.680 --> 00:10:56.120]  例如呢有人就會宣傳就認為
[00:10:56.120 --> 00:10:59.080]  耶穌呢唔係一開始就存在㗎
[00:10:59.080 --> 00:11:01.440]  佢係某一刻先出現㗎
[00:11:01.440 --> 00:11:05.000]  又或者呢有一個異端呢就叫做幻影說呀
[00:11:05.000 --> 00:11:08.680]  就話呢靈魂呢就係好嘅
[00:11:08.680 --> 00:11:11.280]  肉身呢就係邪惡㗎喎
[00:11:11.280 --> 00:11:14.080]  咁所以既然神係好嘅
[00:11:14.080 --> 00:11:17.440]  咁所以呢神係唔會變成一個人
[00:11:17.440 --> 00:11:19.880]  唔會攞呢個邪惡嘅肉身㗎
[00:11:19.880 --> 00:11:23.440]  所以你其實睇到嗰個呢唔係真嘅
[00:11:23.440 --> 00:11:27.080]  佢唔會真係道成肉身㗎咁樣
[00:11:27.080 --> 00:11:28.840]  咁其實呢啲呢係錯㗎
[00:11:28.840 --> 00:11:30.800]  即係呢啲係異端嘅講法喎
[00:11:30.800 --> 00:11:33.800]  咁但係當呢個社會充斥住呢啲
[00:11:33.800 --> 00:11:36.080]  唔同嘅諗法嘅時候呢
[00:11:36.080 --> 00:11:39.760]  其實呢信徒係好容易無所適從㗎
[00:11:39.760 --> 00:11:42.240]  咁所以我哋睇到呢唔同嘅使徒呢
[00:11:42.240 --> 00:11:45.040]  佢哋即係保羅呀或者其他人呀咁樣
[00:11:45.040 --> 00:11:49.240]  佢哋都會就住當時個社會流傳咗一啲錯嘅嘢
[00:11:49.240 --> 00:11:50.800]  佢哋就可能會寫信啦
[00:11:50.800 --> 00:11:54.000]  或者會用佢嘅方法呢去教導返啲門徒
[00:11:54.000 --> 00:11:56.760]  正確嘅信仰應該係點樣
[00:11:56.760 --> 00:11:58.920]  咁所以呢呢本書我哋睇到呢
[00:11:58.920 --> 00:12:03.680]  都係針對住當時呢一啲嘅錯嘅流傳嘅講法啦
[00:12:03.680 --> 00:12:07.040]  但係呢本書呢都唔係淨係同你講理論概念㗎喎
[00:12:07.040 --> 00:12:09.160]  而係呢好真實咁樣講緊
[00:12:09.160 --> 00:12:11.240]  基督徒當你實踐信仰嘅時候
[00:12:11.240 --> 00:12:14.360]  當真係信仰真係喺你生命裏面嘅時候
[00:12:14.360 --> 00:12:17.120]  其實係一個點樣嘅樣嚟嘅呢
[00:12:17.120 --> 00:12:20.240]  咁未來呢今日會開始第一次啦
[00:12:20.240 --> 00:12:22.600]  咁未來呢嘅主日崇拜我哋嘅同工呢
[00:12:22.600 --> 00:12:27.600]  都會即係一路去陸續同大家去講約翰一二三書嘅
[00:12:27.600 --> 00:12:31.440]  咁我哋期待當中嘅寶藏啦
[00:12:31.440 --> 00:12:34.120]  我哋先睇頭兩節啦
[00:12:34.120 --> 00:12:38.880]  佢話論到從起初原有嘅生命之道
[00:12:38.880 --> 00:12:42.280]  就係我哋所聽見所睇見
[00:12:42.280 --> 00:12:44.680]  親眼睇過親手摸過
[00:12:44.680 --> 00:12:46.680]  呢個生命已經顯現出嚟啦
[00:12:46.680 --> 00:12:49.440]  我哋睇到啦而家我哋又作見證
[00:12:49.440 --> 00:12:51.960]  將嗰個原本與父母同在
[00:12:51.960 --> 00:12:58.560]  並且向我哋顯現過嘅嗰個永遠嘅生命傳揚畀你哋
[00:12:58.560 --> 00:13:02.320]  論到從起初原有嘅生命之道
[00:13:02.320 --> 00:13:04.440]  起初 道
[00:13:04.440 --> 00:13:06.440]  呢啲字眼呢好熟悉喎
[00:13:06.440 --> 00:13:10.200]  好容易呢就會令到我哋去諗起另一卷書就係
[00:13:10.200 --> 00:13:12.760]  約翰福音一章一節
[00:13:12.760 --> 00:13:13.520]  無錯啦
[00:13:13.520 --> 00:13:15.320]  嗰度一開始都係咁講㗎
[00:13:15.320 --> 00:13:17.800]  佢話太初有道
[00:13:17.800 --> 00:13:20.120]  道與神同在
[00:13:20.120 --> 00:13:22.200]  道就是神
[00:13:22.200 --> 00:13:24.680]  如果你一開始接觸基督教呢
[00:13:24.680 --> 00:13:26.800]  一開始同你睇約翰福音呢
[00:13:26.800 --> 00:13:28.320]  可能都暈低咗啦
[00:13:28.320 --> 00:13:32.520]  好似咁難咁嘅咁樣
[00:13:32.520 --> 00:13:34.400]  咁呢度啲字眼好接近喎
[00:13:34.400 --> 00:13:37.680]  譬如佢呢度有太初
[00:13:37.680 --> 00:13:40.280]  喺《楊一書》嗰度就係講緊起初
[00:13:40.280 --> 00:13:43.440]  喺原文裏面呢其實兩個字係一樣嘅
[00:13:43.440 --> 00:13:44.400]  只不過呢
[00:13:44.400 --> 00:13:48.240]  係兩個字講緊呢又有少少唔同嘅意思
[00:13:48.240 --> 00:13:51.000]  喺太初嘅時候呢
[00:13:51.000 --> 00:13:52.840]  呢個字係講緊
[00:13:52.840 --> 00:13:55.280]  一開始未有呢個世界嘅時候
[00:13:55.280 --> 00:13:57.520]  就已經有呢個道嘅存在啦
[00:13:57.520 --> 00:13:59.360]  英文呢就係in the beginning
[00:13:59.360 --> 00:14:00.680]  in
[00:14:00.680 --> 00:14:05.600]  咁呢度講緊嘅起初已經有嘅道呢
[00:14:05.600 --> 00:14:08.800]  起初就係一個世界開始嘅時候
[00:14:08.800 --> 00:14:11.200]  即係一開始嘅時候就有呢個道㗎啦
[00:14:11.200 --> 00:14:12.800]  就係from the beginning
[00:14:12.800 --> 00:14:15.520]  從一開始嘅時候
[00:14:15.520 --> 00:14:17.080]  咁呢個道呢
[00:14:17.080 --> 00:14:18.640]  係說話嘅意思
[00:14:18.640 --> 00:14:20.920]  英文就係word啦
[00:14:20.920 --> 00:14:22.240]  說話生命嘅道呢
[00:14:22.240 --> 00:14:26.600]  就係嗰個裏面含有生命嘅嗰啲說話
[00:14:26.600 --> 00:14:29.040]  嘩好複雜好抽象係咪呀
[00:14:29.040 --> 00:14:30.440]  以人嘅腦袋
[00:14:30.440 --> 00:14:32.880]  以我哋肉身能夠感受到嘅嘢
[00:14:32.880 --> 00:14:37.200]  我哋點能夠明白呢一個含有生命嘅說話
[00:14:37.200 --> 00:14:41.480]  即係點樣呀
[00:14:41.480 --> 00:14:42.200]  真係唔明啦
[00:14:42.200 --> 00:14:43.360]  所以呢
[00:14:43.360 --> 00:14:45.320]  喺約翰福音一章十四節
[00:14:45.320 --> 00:14:46.600]  神就接住講啦
[00:14:46.600 --> 00:14:49.440]  呢個道為咗讓我哋能夠明白
[00:14:49.440 --> 00:14:51.480]  佢成為咗一個人呀
[00:14:51.480 --> 00:14:52.360]  成為咗一個
[00:14:52.360 --> 00:14:54.600]  咦我哋真係聽到佢同我哋講緊
[00:14:54.600 --> 00:14:56.400]  講緊我哋嘅說話喎
[00:14:56.400 --> 00:15:00.040]  我哋真係摸到佢真係同我一樣係一個人嚟㗎喎
[00:15:00.040 --> 00:15:02.400]  呢個道成為咗一個人
[00:15:02.400 --> 00:15:05.600]  去展現去表達出嚟
[00:15:05.600 --> 00:15:08.800]  就住喺人嘅中間
[00:15:08.800 --> 00:15:11.760]  有形有體咁樣嘅表達
[00:15:11.760 --> 00:15:15.280]  所以同接住嚟約翰一書講緊嘅
[00:15:15.280 --> 00:15:18.160]  就係嗰個生命已經顯現出嚟
[00:15:18.160 --> 00:15:20.160]  就係我哋所聽得到嘅
[00:15:20.160 --> 00:15:21.720]  佢用人嘅說話
[00:15:21.720 --> 00:15:23.680]  人話同我講㗎
[00:15:23.680 --> 00:15:25.160]  所睇得到嘅
[00:15:25.160 --> 00:15:26.760]  就係佢作為一個人
[00:15:26.760 --> 00:15:28.000]  佢唔係一個靈體
[00:15:28.000 --> 00:15:29.640]  佢係一個真係睇得到嘅人
[00:15:29.640 --> 00:15:32.480]  約翰佢就親眼睇過
[00:15:32.480 --> 00:15:33.800]  親手摸過嘅
[00:15:33.800 --> 00:15:35.200]  用佢嘅肉眼佢睇得到
[00:15:35.200 --> 00:15:37.200]  用佢嘅肉手佢可以摸得到
[00:15:37.200 --> 00:15:39.320]  嘅一個活生生嘅人
[00:15:39.320 --> 00:15:41.040]  喺當時嚟講
[00:15:41.040 --> 00:15:41.880]  所以呢
[00:15:41.880 --> 00:15:42.760]  就係要推翻
[00:15:42.760 --> 00:15:43.720]  唔係幻影嚟㗎
[00:15:43.720 --> 00:15:44.760]  係真㗎
[00:15:44.760 --> 00:15:47.120]  呢個生命已經展現咗出嚟
[00:15:47.120 --> 00:15:48.200]  就係耶穌
[00:15:48.200 --> 00:15:49.040]  我哋睇見
[00:15:49.040 --> 00:15:52.160]  而家亦都去作見證
[00:15:52.160 --> 00:15:54.600]  咁呢個生命之道
[00:15:54.600 --> 00:15:58.480]  其實係指緊乜嘢呢
[00:15:58.480 --> 00:16:00.920]  成為咗肉身嘅人
[00:16:00.920 --> 00:16:02.120]  呢個生命嘅道
[00:16:02.120 --> 00:16:04.600]  呢個人一定係講緊
[00:16:04.600 --> 00:16:06.000]  耶穌
[00:16:06.000 --> 00:16:07.160]  呢個生命之道
[00:16:07.160 --> 00:16:08.680]  一定係講緊耶穌
[00:16:08.680 --> 00:16:09.360]  咁不過呢
[00:16:09.360 --> 00:16:13.080]  當人去仔細啲去睇聖經嘅時候呢
[00:16:13.080 --> 00:16:15.760]  就會留意到一樣嘢喎
[00:16:15.760 --> 00:16:18.080]  就係有一個代名詞
[00:16:18.080 --> 00:16:21.280]  當我哋講緊一個人
[00:16:21.280 --> 00:16:22.880]  或者一樣嘢
[00:16:22.880 --> 00:16:23.480]  咁呢
[00:16:23.480 --> 00:16:26.760]  再講嘅時候就會有一個代名詞
[00:16:26.760 --> 00:16:28.960]  例如我哋嘅詩琴
[00:16:28.960 --> 00:16:30.680]  佢係姊妹嚟嘅
[00:16:30.680 --> 00:16:31.200]  咁所以呢
[00:16:31.200 --> 00:16:31.840]  佢嘅代名詞
[00:16:31.840 --> 00:16:33.280]  下次再講佢嘅時候呢
[00:16:33.280 --> 00:16:34.280]  就係一個他
[00:16:34.280 --> 00:16:35.680]  係女字邊嗰個他啦
[00:16:35.680 --> 00:16:36.440]  係咪
[00:16:36.440 --> 00:16:36.960]  咁呢
[00:16:36.960 --> 00:16:38.840]  另外如果執事
[00:16:38.840 --> 00:16:40.160]  佢係男嘅
[00:16:40.160 --> 00:16:42.160]  咁我哋下一次再講佢嘅時候呢
[00:16:42.160 --> 00:16:43.920]  咁我哋就用男性嘅他啦嘛
[00:16:43.920 --> 00:16:44.960]  係咪
[00:16:44.960 --> 00:16:46.760]  咁如果呢個生命之道
[00:16:46.760 --> 00:16:48.920]  係淨係講耶穌呢個人呢
[00:16:48.920 --> 00:16:50.040]  再講佢嘅時候
[00:16:50.040 --> 00:16:53.160]  佢個代名詞就應該係男性嘅他
[00:16:53.160 --> 00:16:53.560]  係咪
[00:16:53.560 --> 00:16:54.240]  咁就
[00:16:54.240 --> 00:16:55.000]  咁就好簡單啦
[00:16:55.000 --> 00:16:55.320]  係咪
[00:16:55.320 --> 00:16:55.880]  咁就講緊
[00:16:55.880 --> 00:16:57.680]  啊個生命之道咪就係他囉
[00:16:57.680 --> 00:16:58.480]  就係
[00:16:58.480 --> 00:16:59.760]  嗰個耶穌囉
[00:16:59.760 --> 00:17:00.800]  咁不過呢
[00:17:00.800 --> 00:17:01.680]  啊
[00:17:01.680 --> 00:17:03.080]  仔細啲睇嘅時候呢
[00:17:03.080 --> 00:17:03.880]  即係
[00:17:03.880 --> 00:17:04.960]  人呢又睇得出
