
[00:00:00.000 --> 00:00:06.140]  我們今天要看的題目是兩種人生兩種死亡
[00:02:35.760 --> 00:02:43.060]  他說:「我有罪了,我疑大衛你可以回來,因我今日看你的性命為寶貴。」
[00:02:43.060 --> 00:02:46.900]  這句話是真還是假的?
[00:02:46.900 --> 00:02:49.460]  那麼大衛有沒有回去?
[00:02:49.460 --> 00:02:51.000]  當然沒有了
[00:02:51.000 --> 00:02:55.340]  因為這個蘇羅是而又非,出爾反爾的
[00:02:55.340 --> 00:02:57.660]  絕對是不值得信任的
[00:02:57.660 --> 00:03:00.460]  很有可能是騙他回去的時候殺了他
[00:03:00.460 --> 00:03:01.740]  所以當然沒有了
[00:03:01.740 --> 00:03:02.780]  不過呢
[00:03:02.780 --> 00:03:05.580]  他自己就套了一些真言
[00:03:05.580 --> 00:03:07.380]  這個真言就是說
[00:03:07.380 --> 00:03:11.480]  「我是糊塗人,大大錯了。」
[00:03:11.480 --> 00:03:13.260]  所以在這裡我們看到
[00:03:13.260 --> 00:03:16.860]  這句話無論他是真心假意也好
[00:03:16.860 --> 00:03:20.600]  不過真的是他的描寫
[00:03:20.600 --> 00:03:22.180]  套了一句真言出來
[00:03:22.180 --> 00:03:25.180]  他說他是一個糊塗人
[00:03:25.180 --> 00:03:29.080]  回顧大衛和蘇羅之間的這段記載
[00:03:29.080 --> 00:03:33.680]  看到蘇羅真的是一個糊塗人
[00:03:33.680 --> 00:03:35.600]  他糊塗一生而結束
[00:03:35.600 --> 00:03:39.380]  所以這個結束也是很悲慘的事
[00:03:39.380 --> 00:03:44.500]  希望我們的人生不會像蘇羅那樣
[00:03:44.500 --> 00:03:46.040]  到最後的時候說
[00:03:46.040 --> 00:03:49.360]  我真的是糊塗地過了一生
[00:03:49.360 --> 00:03:52.440]  實在是糊塗人
[00:03:52.440 --> 00:03:55.000]  人人都會有一死
[00:03:55.000 --> 00:03:57.820]  人只有一生的機會
[00:03:57.820 --> 00:04:00.880]  一生完結就會結束了
[00:04:00.880 --> 00:04:02.160]  就沒有了
[00:04:02.160 --> 00:04:04.220]  但有些人死的時候
[00:04:04.220 --> 00:04:06.000]  是叫做不枉此生
[00:04:06.000 --> 00:04:08.560]  就是說他很有價值很有內容
[00:04:08.560 --> 00:04:10.360]  覺得他過了一生的人生
[00:04:10.360 --> 00:04:14.180]  無論長短是不枉此生的
[00:04:14.180 --> 00:04:17.520]  但亦有些人是糊塗一生
[00:04:17.520 --> 00:04:21.120]  糊塗一生就是空白一片
[00:04:21.120 --> 00:04:22.640]  乏善可陳
[00:04:22.640 --> 00:04:26.220]  即是沒有什麼值得紀念
[00:04:26.220 --> 00:04:28.280]  兩種不同的人生
[00:04:28.280 --> 00:04:30.580]  亦有兩種不同的死的方法
[00:04:30.580 --> 00:04:33.900]  究竟我們要不枉此生
[00:04:33.900 --> 00:04:38.500]  還是要糊塗一生
[00:04:38.500 --> 00:04:39.780]  你要怎樣?
[00:04:39.780 --> 00:04:42.860]  你要糊塗一生過了
[00:04:42.860 --> 00:04:46.440]  還是覺得回過一生的時候
[00:04:46.440 --> 00:04:47.980]  真的不枉此生
[00:04:47.980 --> 00:04:48.740]  如果這樣的話
[00:04:48.740 --> 00:04:52.080]  我們人生就會很有價值
[00:04:52.080 --> 00:04:54.120]  蘇羅良心一時發現
[00:04:54.120 --> 00:04:57.200]  在他年老的時候檢討自己的人生
[00:04:57.200 --> 00:04:58.740]  是糊塗的
[00:04:58.740 --> 00:05:00.780]  是犯錯的
[00:05:00.780 --> 00:05:03.080]  而且是大錯
[00:05:03.080 --> 00:05:08.200]  所以有一位學者叫Sidlo Bextor
[00:05:08.200 --> 00:05:12.560]  他分析蘇羅人生的糊塗
[00:05:12.560 --> 00:05:14.340]  有很多方面
[00:05:14.340 --> 00:05:16.900]  綜合跟大家分享
[00:05:16.900 --> 00:05:18.960]  可以有以下幾點
[00:05:18.960 --> 00:05:19.980]  第一
[00:05:19.980 --> 00:05:21.000]  他是
[00:05:21.000 --> 00:05:23.560]  不聽勸
[00:05:23.560 --> 00:05:28.160]  糊塗在乎什麼?糊塗在乎他忽視別人的勸告
[00:05:28.160 --> 00:05:30.220]  其實有一位
[00:05:30.220 --> 00:05:32.260]  敬虔的恩師
[00:05:32.260 --> 00:05:34.820]  可以說是他的朋友
[00:05:34.820 --> 00:05:37.900]  來忠誠的勸告他
[00:05:37.900 --> 00:05:40.960]  薩姆爾勸告他一次兩次
[00:05:40.960 --> 00:05:43.520]  亦都給他機會提醒他
[00:05:43.520 --> 00:05:47.360]  一個人將良師亦有摒棄
[00:05:47.360 --> 00:05:48.140]  固執
[00:05:48.140 --> 00:05:49.680]  不肯聽勸
[00:05:49.680 --> 00:05:52.240]  這個人就是糊塗了
[00:05:52.240 --> 00:05:53.520]  真是糊塗
[00:05:53.520 --> 00:05:58.120]  所以我們看到蘇羅糊塗在乎什麼呢?
[00:05:58.120 --> 00:06:00.160]  其實他有機會回轉的
[00:06:00.160 --> 00:06:02.220]  也有機會改變的
[00:06:02.220 --> 00:06:05.800]  不過很可惜他不肯聽人勸
[00:06:05.800 --> 00:06:07.860]  這個就是一個很大的
[00:06:07.860 --> 00:06:08.880]  問題
[00:06:08.880 --> 00:06:10.920]  今天我們都會有時候
[00:06:10.920 --> 00:06:13.240]  會有這些毛病
[00:06:13.240 --> 00:06:17.320]  在上一次我們團體聚會的時候發覺
[00:06:17.320 --> 00:06:21.160]  越老就越什麼?
[00:06:21.160 --> 00:06:23.980]  越老就越不肯聽人說
[00:06:23.980 --> 00:06:26.800]  這個都是很糟糕的事
[00:06:26.800 --> 00:06:30.380]  蘇羅來到他年紀
[00:06:30.380 --> 00:06:33.960]  又差不多了,不過我們發覺他仍然
[00:06:33.960 --> 00:06:36.780]  不肯聽人的勸告
[00:06:36.780 --> 00:06:38.820]  針研十二章這樣說
[00:06:38.820 --> 00:06:39.860]  我們一起讀一讀
[00:06:39.860 --> 00:06:44.200]  十五節,針研章十二章的十五節,請讀
[00:06:44.200 --> 00:06:46.500]  愚妄人所行的
[00:06:46.500 --> 00:06:50.100]  在自己眼中看為正直
[00:06:50.100 --> 00:06:55.220]  唯知威人肯聽人的勸告
[00:06:55.220 --> 00:06:56.740]  所以這裡將
[00:06:56.740 --> 00:07:00.080]  兩個不同的人比較,一個叫做愚妄人
[00:07:00.080 --> 00:07:02.640]  一個叫做智慧人
[00:07:02.640 --> 00:07:06.220]  智慧人就肯聽人的勸告
[00:07:06.220 --> 00:07:10.840]  但是愚妄人就以為自己一切所做的都對的
[00:07:10.840 --> 00:07:13.140]  所以意思跟後面對比很明顯就是說
[00:07:13.140 --> 00:07:16.200]  他是不想聽別人說
[00:07:16.200 --> 00:07:18.260]  所以愚妄人所行的
[00:07:18.260 --> 00:07:20.820]  自己以為自己對,但是智慧人就聽
[00:07:20.820 --> 00:07:24.400]  因為他知道有可能不對
[00:07:24.400 --> 00:07:26.700]  所以他願意聽別人的勸告
[00:07:26.700 --> 00:07:31.560]  這個就是一個很不同的心態,影響我們
[00:07:31.560 --> 00:07:33.860]  願不願意聽勸
[00:07:33.860 --> 00:07:37.460]  針研十三章第一節,亦都這樣說,我們一起讀,請讀
[00:07:37.460 --> 00:07:41.300]  智慧子聽父親的教訓
[00:07:41.300 --> 00:07:45.140]  竊萬人不聽責備
[00:07:45.140 --> 00:07:48.200]  所以這裡當然是指到家庭裏面
[00:07:48.200 --> 00:07:51.280]  但其實在希伯來的背景
[00:07:51.280 --> 00:07:58.700]  他們都是以一些親屬,甚至一些老師為他們的父
[00:07:58.700 --> 00:08:02.040]  所以這裡就指到他不聽這些
[00:08:02.040 --> 00:08:07.660]  比較長輩一點,有些經驗一點的人的教訓
[00:08:07.660 --> 00:08:09.200]  但是呢
[00:08:09.200 --> 00:08:14.060]  竊萬人,我們看到就是這種的表徵
[00:08:14.060 --> 00:08:18.680]  所以聖經裏面提醒我們不要做竊萬人,要做智慧的子
[00:08:18.680 --> 00:08:21.760]  智慧子就聽父親的勸導
[00:08:21.760 --> 00:08:27.640]  聽長輩,聽別人,聽別人的教訓
[00:08:27.640 --> 00:08:33.020]  耶利米書十七章,這裡亦有另一節經典,我們一起讀,第23節
[00:08:33.020 --> 00:08:36.340]  是耶利米先知的勸告,請讀
[00:08:36.340 --> 00:08:40.700]  他們卻不聽從,不執以而聽
[00:08:40.700 --> 00:08:45.820]  竟硬著頸看不聽,不受教訓
[00:08:45.820 --> 00:08:49.660]  這個真的是先知的警告
[00:08:49.660 --> 00:08:55.040]  所以我們看到無論是真言提醒我們要成為智慧人
[00:08:55.040 --> 00:08:59.900]  不要做一些愚妄人,或者不要做一些竊萬人
[00:08:59.900 --> 00:09:04.500]  我們看到先知同友勸告,因為這種是忠誠的勸告
[00:09:04.500 --> 00:09:10.900]  真的是出於心來勸告他們不要不聽
[00:09:10.900 --> 00:09:15.260]  但是他們卻沒有執以而聽
[00:09:15.260 --> 00:09:20.380]  相反硬著頸看不聽,不受教訓
[00:09:20.380 --> 00:09:24.980]  所以勸歸勸,聽就不聽
[00:09:24.980 --> 00:09:31.140]  所以不要真的勸,很多人勸你
[00:09:31.140 --> 00:09:36.000]  你有你說,我行我素
[00:09:36.000 --> 00:09:38.560]  你有你說,我行我素
[00:09:38.560 --> 00:09:42.140]  實在是受虧損自己
[00:09:42.140 --> 00:09:43.940]  不能夠得到這套益處
[00:09:43.940 --> 00:09:47.020]  如果能夠虛心接受教訓
[00:09:47.020 --> 00:09:50.860]  接受教導,往往是得益的開始
[00:09:50.860 --> 00:09:52.380]  所以我們求神幫助他們
[00:09:52.380 --> 00:09:54.180]  不要做糊塗人,為什麼呢?
[00:09:54.180 --> 00:09:59.300]  因為我們看到素羅第一,就是一種不聽勸的人
[00:09:59.300 --> 00:10:04.160]  第二,我們看到他的問題也是糊塗的,就是他藐視神
[00:10:04.160 --> 00:10:06.460]  因為他越過了神的旨意
[00:10:06.460 --> 00:10:09.280]  神明明吩咐他要滅絕那些阿瑪利人
[00:10:09.280 --> 00:10:14.140]  但是他沒有照辦,他沒有聽神的話
[00:10:14.140 --> 00:10:21.060]  明明是說你要等撒姆爾來才獻祭
[00:10:21.060 --> 00:10:25.400]  但是他越過界,又不願意聽從
[00:10:25.400 --> 00:10:29.500]  所以有一個我們很熟悉的千古名言
[00:10:29.500 --> 00:10:33.600]  就是神透過撒姆爾提醒素羅
[00:10:33.600 --> 00:10:42.560]  聽命勝於獻祭
[00:10:42.560 --> 00:10:47.680]  順從勝於供養的自由
[00:10:47.680 --> 00:10:53.060]  他重複一次,供養的自由代表獻祭的意思
[00:10:53.060 --> 00:10:57.400]  所以什麼是神所喜悅的?就是聽命和順從
[00:10:57.400 --> 00:11:01.000]  勝過了外表的一些宗教行動
[00:11:01.000 --> 00:11:07.900]  甚至可能是祈禱,或者獻祭,或者讚美,或者奉獻
[00:11:07.900 --> 00:11:09.320]  因為這些不是不重要
[00:11:09.320 --> 00:11:15.340]  不過如果我們一方面祈禱,一方面讚美,一方面奉獻,一方面侍奉
[00:11:15.340 --> 00:11:18.920]  不過是不聽神的命的話
[00:11:18.920 --> 00:11:22.760]  就失去了最終的意義
[00:11:22.760 --> 00:11:27.620]  真正神要的是透過這些來表達出我們對他的敬拜
[00:11:27.620 --> 00:11:31.980]  對他的信命,對他的服侍,對他的順從
[00:11:31.980 --> 00:11:34.140]  這就是神所喜悅的
[00:11:34.140 --> 00:11:40.420]  不過很可惜我們見到素羅一而再,再而三
[00:11:40.420 --> 00:11:46.060]  沒有將神當受敬畏的心放在他的心中
[00:11:46.060 --> 00:11:48.740]  所以在《針研十三章》提醒我們
[00:11:48.740 --> 00:11:51.300]  第七節我們一起讀,好嗎?請讀
[00:11:51.300 --> 00:12:00.500]  「敬畏耶和華是知識的開端,如往人藐視智慧和憤悔。」
[00:12:00.500 --> 00:12:03.380]  所以這裏給我們看見如往人另一種情況
[00:12:03.380 --> 00:12:06.340]  就是他沒有敬畏耶和華
[00:12:06.340 --> 00:12:10.380]  他藐視神的智慧和神的憤悔
[00:12:10.380 --> 00:12:15.580]  但是原來真正的知識,真正生命的指引
[00:12:15.580 --> 00:12:17.780]  就是從敬畏耶和華開始
[00:12:17.780 --> 00:12:22.260]  這是我們很熟悉的「敬畏耶和華是智慧的開端」
[00:12:22.260 --> 00:12:26.740]  第十三章再提醒一次「敬畏耶和華是知識的開端」
[00:12:26.740 --> 00:12:29.140]  《針研二十八章》亦是智慧書
[00:12:29.140 --> 00:12:32.020]  我們再讀一次《針研》的書
[00:12:32.020 --> 00:12:34.740]  第十二十八章十四節,請讀
[00:12:34.740 --> 00:12:38.340]  「常存敬畏的,便為有福
[00:12:38.340 --> 00:12:44.180]  心存光明的,必陷在禍患裡。」
[00:12:44.180 --> 00:12:49.460]  所以這裏提醒我們要敬畏神,不要藐視神
[00:12:49.460 --> 00:12:53.540]  上星期我們講了三個地名,三種提醒
[00:12:53.540 --> 00:12:59.220]  其中最後我們要記得的是「彼列斯烏薩」
[00:12:59.220 --> 00:13:01.620]  還記得這個地名嗎?
[00:13:01.620 --> 00:13:04.260]  一定記得,是關乎烏薩的事
[00:13:04.260 --> 00:13:11.780]  「彼列斯烏薩」提醒我們要尊重神
[00:13:11.780 --> 00:13:15.140]  尊重神,敬畏神就是蒙福的源頭
[00:13:15.140 --> 00:13:19.940]  我們習以為常,失了敬畏、尊重神的心
[00:13:19.940 --> 00:13:21.940]  一定受虧損
[00:13:21.940 --> 00:13:28.580]  第三,在數來我們見到他的糊塗在於他遮掩自己的罪
[00:13:28.580 --> 00:13:37.060]  他做錯只去遮掩,不肯承認
[00:13:37.060 --> 00:13:44.740]  不僅不去承認,還用很多理由去遮掩他的錯失
[00:13:44.740 --> 00:13:52.420]  所以他跟薩姆爾說,因為你遲了來,所以我來不及了
[00:13:52.420 --> 00:13:56.740]  因為我知道上好的羊是神所喜歡的
[00:13:56.740 --> 00:14:01.140]  所以我留下來,沒有照上帝的命令,全部殺了
[00:14:01.140 --> 00:14:05.220]  他用很多理由去遮掩他的罪
[00:14:05.220 --> 00:14:08.420]  其實這正是他糊塗的地方
[00:14:08.420 --> 00:14:11.940]  在《針研二十八章》,又是《針研二十八章》,十三節
[00:14:11.940 --> 00:14:18.180]  我們再讀二十八章,這次是十三節,請大家讀
[00:14:18.180 --> 00:14:22.180]  「遮掩自己罪過的,必不亨通
[00:14:22.180 --> 00:14:28.500]  承認利器罪過的,必無連述」
[00:14:28.500 --> 00:14:35.380]  如果能夠早些承認自己的錯,去改過
[00:14:35.380 --> 00:14:38.020]  神一定給他機會,很可惜
[00:14:38.020 --> 00:14:41.700]  他一錯再錯,而且一遮掩再遮掩
[00:14:41.700 --> 00:14:43.940]  一不承認,繼續不承認
[00:14:43.940 --> 00:14:46.820]  所以我們見到這實在是很可惜的事
[00:14:46.820 --> 00:14:50.100]  他糊塗在這裏,因為人人都有錯
[00:14:50.100 --> 00:14:55.620]  不過為何不去認錯呢?為何不去改變去認錯呢?
[00:14:55.620 --> 00:15:02.820]  有一句西方諺語是「肯承認自己有缺點的人,他的缺點已經少了一個」
[00:15:02.820 --> 00:15:04.340]  聽不聽得懂?
[00:15:04.340 --> 00:15:09.060]  「肯承認自己有缺點的人,他的缺點已經少了一個」
[00:15:09.060 --> 00:15:12.500]  即是當我們不肯承認自己有缺點的時候
[00:15:12.500 --> 00:15:17.380]  其實這就是我們一個很大的缺點
[00:15:17.380 --> 00:15:21.940]  人人都有錯的,如枉人就堅持錯下去
[00:15:21.940 --> 00:15:25.540]  蘇羅和大衛不同的地方,其實我們嚴格講
[00:15:25.540 --> 00:15:30.180]  看散佈意見上,蘇羅犯的罪沒有大衛的罪那麼重
[00:15:30.180 --> 00:15:32.180]  後來,即是大衛
[00:15:32.180 --> 00:15:40.260]  我們知道大衛犯錯,這種錯是謀財害命那種,很嚴重
[00:15:40.260 --> 00:15:49.940]  蘇羅,即是獻祭遲些,沒有殺光那些羊
[00:15:49.940 --> 00:15:53.860]  但為何神不越納蘇羅,廢棄他
[00:15:53.860 --> 00:15:57.380]  揀選大衛,揀選他成為以色列王
[00:15:57.380 --> 00:16:04.580]  後來神以他為量度所有以色列王和猶大王的標準
[00:16:04.580 --> 00:16:09.220]  因為大衛肯悔改,大衛肯承認他的錯
[00:16:09.220 --> 00:16:14.100]  大衛肯回歸到神的面前,這就是分別
[00:16:14.100 --> 00:16:21.060]  所以我們看到大衛得著智慧
[00:16:21.060 --> 00:16:23.860]  因為他能夠回到神的面前承認自己的錯
[00:16:23.860 --> 00:16:29.300]  蘇羅卻作糊塗人到底,因為他遮掩自己的罪
[00:16:29.300 --> 00:16:37.540]  彼得和猶大兩個都是有犯過錯的門徒,耶穌的門徒
[00:16:37.540 --> 00:16:41.940]  但彼得三次不認主,結果怎樣
[00:16:41.940 --> 00:16:46.900]  結果他悔改,痛哭,結果重新起來
[00:16:46.900 --> 00:16:50.260]  後來成為神大大使用的仕途
[00:16:50.260 --> 00:16:55.140]  但是猶大卻沒有回到神的面前
[00:16:55.140 --> 00:17:00.180]  他死硬到底,情願至盡
[00:17:00.180 --> 00:17:06.100]  都沒有去到耶穌的面前,或者去到神的面前悔改
[00:17:06.100 --> 00:17:09.540]  所以我們看到這就是很大的分別
[00:17:09.540 --> 00:17:12.340]  在約翰一書第一章告訴我們
[00:17:12.340 --> 00:17:15.940]  這是和教會說的,不是和未信的人說的
[00:17:15.940 --> 00:17:19.300]  是和懂得認識神的人說的
[00:17:19.300 --> 00:17:23.300]  我們看看聖經上的經文英序
[00:17:23.300 --> 00:17:26.580]  約翰一書一章九節,我們一起讀,請讀
[00:17:26.580 --> 00:17:32.180]  「我們若認自己的罪,神是信實的,是公義的,
[00:17:32.180 --> 00:17:38.980]  必赦免我們的罪,洗淨我們一切的不義。」
[00:17:38.980 --> 00:17:44.820]  這就是上帝的應許,祂要洗淨我們的不義,赦免我們的罪
[00:17:44.820 --> 00:17:48.820]  但是我們需要什麼?祂說「我們若認自己的罪」
[00:17:48.820 --> 00:17:51.780]  所以這是很重要的一個關鍵
[00:17:51.780 --> 00:17:54.580]  求神幫助我們不要學蘇羅的糊塗
[00:17:54.580 --> 00:17:58.580]  因為他不斷地來遮掩罪
[00:17:58.580 --> 00:18:03.060]  第四我們看到他懷忌恨,這就是他另一個糊塗
[00:18:03.060 --> 00:18:05.780]  我們知道他一而再,再而三
[00:18:05.780 --> 00:18:10.340]  主要要殺大衛的原因就是他心裡的忌恨
[00:18:10.340 --> 00:18:15.700]  他妒忌大衛,要把王位給他
[00:18:15.700 --> 00:18:20.180]  人們擁戴他,所以他心裡就產生這種忌恨
[00:18:20.180 --> 00:18:24.100]  這種嫉妒和仇恨就控制了他
[00:18:24.100 --> 00:18:27.620]  控制到一個程度他被魔鬼入侵
[00:18:27.620 --> 00:18:30.740]  由惡魔來到他的心中影響他
[00:18:30.740 --> 00:18:35.700]  所以有時失去理智,情緒有時失控
[00:18:35.700 --> 00:18:39.540]  更加當他恢復清醒,有時會認錯的時候
[00:18:39.540 --> 00:18:44.980]  又重新再一次地用這個忌恨來控制他自己
[00:18:44.980 --> 00:18:48.500]  所以這實在是一個很大的糊塗
[00:18:48.500 --> 00:18:53.620]  在現代的醫學裡面都有很清楚的證據
[00:18:53.620 --> 00:19:00.020]  如果人經常被這些腐毒或者是老奴
[00:19:00.020 --> 00:19:05.780]  傳在我們心裡,不去解決,不去處理的時候
[00:19:05.780 --> 00:19:08.980]  他有時會影響我們的情緒,影響我們的健康
[00:19:08.980 --> 00:19:14.900]  影響了我們判斷事情的準確,甚至是身體的疾病
[00:19:14.900 --> 00:19:19.700]  所以很多的醫生都發現,其實他沒有什麼身體大的毛病
[00:19:19.700 --> 00:19:27.060]  不過總是頭痛,又悲痛,又過敏,又有潰瘍
[00:19:27.060 --> 00:19:31.380]  有時血壓高,甚至有心臟問題
[00:19:31.380 --> 00:19:36.260]  當然都有生理方面的因素
[00:19:36.260 --> 00:19:40.100]  但有些不是生理因素,而是他心理的因素影響他
[00:19:40.100 --> 00:19:46.900]  就是他心裡充滿著很多這些腐毒,很多這些疾病
[00:19:46.900 --> 00:19:52.580]  令到他心靈影響他的身體
[00:19:52.580 --> 00:19:58.100]  真是一個今天很多現代人所面對的問題
[00:19:58.100 --> 00:20:00.100]  在聖經裡面,雅各書提醒我們
[00:20:00.100 --> 00:20:01.460]  我們一起讀讀這幾節,好嗎?
[00:20:01.460 --> 00:20:05.060]  雅各書第三章,這是新約的智慧書
[00:20:05.060 --> 00:20:07.460]  三章十四到十八節,請讀
[00:20:07.460 --> 00:20:13.780]  「你們心裡若懷著腐毒的疾度和紛爭,就不可自誇
[00:20:13.780 --> 00:20:17.460]  也不可說謊話抵擋真毒
[00:20:17.460 --> 00:20:25.620]  這樣的智慧不是從上頭來的,乃是屬地的,屬情慾的,屬毀魔的
[00:20:25.620 --> 00:20:32.980]  在何處有疾度紛爭,就在何處有擾亂和各樣的壞事」
[00:20:32.980 --> 00:20:34.020]  十七節
[00:20:34.020 --> 00:20:40.260]  「唯獨從上頭來的智慧先是清潔,後是和平
[00:20:40.260 --> 00:20:49.300]  溫柔柔順,滿有憐憫,多見善果,滿有偏見,滿有假冒
[00:20:49.300 --> 00:20:56.260]  並且使人和平的是用和平所栽種的異果」
[00:20:56.260 --> 00:21:03.140]  這兩個將屬地的智慧和屬上頭來的智慧作一個比較
[00:21:03.140 --> 00:21:11.300]  世人的智慧就是爭奪,有很多紛爭、雜惰、擾亂的事就不斷增加
[00:21:11.300 --> 00:21:14.500]  上頭來的智慧就是和平的、清潔的
[00:21:14.500 --> 00:21:19.300]  溫柔柔順,滿有憐憫,多見善果,滿有偏見,滿有假冒
[00:21:19.300 --> 00:21:23.140]  而且能夠使人和平,心裏面能夠有平安
[00:21:23.140 --> 00:21:30.660]  這種就是在聖靈所結的平安的果子,用和平所栽種的異果
[00:21:30.660 --> 00:21:37.220]  人生到尾如果回顧一下,仍然充滿著很多苦毒、很多嫉妒、很多埋怨
[00:21:37.220 --> 00:21:39.220]  沒有好好處理和釋放
[00:21:39.220 --> 00:21:43.860]  沒有在神的面前求上帝來更新、潔淨我們
[00:21:43.860 --> 00:21:50.180]  將這些好像神饒恕我們一樣的放開
[00:21:50.180 --> 00:21:54.180]  這個人生一定不會快樂
[00:21:54.180 --> 00:21:59.060]  這個人生一定是仍然帶著這些來結束
[00:21:59.060 --> 00:22:04.340]  沒有靠著神的恩典能夠去釋放這些的時候
[00:22:04.340 --> 00:22:06.340]  是一種糊塗的人生
[00:22:06.340 --> 00:22:11.300]  所以你看素羅大部分的時間都是用來追大位
[00:22:11.300 --> 00:22:15.220]  為什麼不用這些時間去做一些有益的事呢?
[00:22:15.220 --> 00:22:20.820]  有很多人一生就是帶著這些來結束人生
[00:22:20.820 --> 00:22:26.580]  為什麼不用精力去做一些建設社會造就別人的好事呢?
[00:22:26.580 --> 00:22:33.380]  不如放開這些,讓我們能夠有貢獻的人生
[00:22:33.380 --> 00:22:39.140]  最後我們看到素羅的糊塗最後結鬼魔
[00:22:39.140 --> 00:22:44.180]  他最後死的原因是因為他沒有照神的吩咐
[00:22:44.180 --> 00:22:48.420]  他也知道頒佈給以色列人要守的命令
[00:22:48.420 --> 00:22:50.900]  他自己卻去交鬼
[00:22:50.900 --> 00:22:57.220]  所以如果看回這段記載,你會發覺如果他沒有去巫婆那裡交鬼
[00:22:57.220 --> 00:22:59.220]  沒有自己嚇自己
[00:22:59.220 --> 00:23:02.900]  沒有去給這些通靈的人嚇他的時候
[00:23:02.900 --> 00:23:04.900]  他不會死得這麼快
[00:23:04.900 --> 00:23:06.900]  他就是因為聽完之後
[00:23:06.900 --> 00:23:09.300]  聖經形容他猛然瀑倒
[00:23:09.300 --> 00:23:12.580]  挺身在地,非常軟弱,極其恐懼
[00:23:12.580 --> 00:23:15.540]  所以這個就令到他完全失了方
[00:23:15.540 --> 00:23:17.540]  打仗的時候一定輸
[00:23:17.540 --> 00:23:22.820]  所以我們看到這是他最後的下場
[00:23:22.820 --> 00:23:26.500]  在這裡他心理和身體差不多全年崩潰
[00:23:26.500 --> 00:23:28.740]  未打就先輸了
[00:23:28.740 --> 00:23:30.740]  所以聖經裡面提醒我們
[00:23:30.740 --> 00:23:34.820]  以別神代替耶和華的,他們的受苦必加增
[00:23:34.820 --> 00:23:37.540]  求神幫助我們,不要中了魔鬼的詭計
[00:23:37.540 --> 00:23:38.980]  千萬要小心
[00:23:38.980 --> 00:23:42.500]  我最近聽到一位傳道人的家人說
[00:23:42.500 --> 00:23:48.020]  他說爸爸從小就這樣提醒我們,今天神有什麼要跟你說
[00:23:48.020 --> 00:23:52.740]  然後他說今天魔鬼有什麼要跟你說
[00:23:52.740 --> 00:23:55.540]  他說如果你聽到魔鬼跟你說的話
[00:23:55.540 --> 00:23:59.780]  你記得馬上趕走他,一腳踢走他
[00:23:59.780 --> 00:24:04.020]  神跟你說的話,你記得要聽神的話
[00:24:04.020 --> 00:24:06.580]  有沒有啊,有沒有有時候魔鬼跟我們說話
[00:24:06.580 --> 00:24:09.540]  有時候上帝也跟我們說話,究竟我們聽誰的
