
[00:00:00.000 --> 00:00:03.000]  好,各位兄弟姐妹,你們好,我很開心在這麼特別的日子裏面
[00:05:57.000 --> 00:06:00.000]  以撒,他的父親是誰?
[00:06:00.000 --> 00:06:03.000]  阿伯拉罕,阿伯拉罕
[00:06:03.000 --> 00:06:06.000]  有一個兒子,他是TWINS
[00:06:06.000 --> 00:06:09.000]  以掃,接着是什麼呢?
[00:06:09.000 --> 00:06:12.000]  即是以撒,阿伯拉罕
[00:06:12.000 --> 00:06:15.000]  就會差派他的僕人
[00:06:15.000 --> 00:06:18.000]  回去他的故鄉里面
[00:06:18.000 --> 00:06:21.000]  找一個自己人
[00:06:21.000 --> 00:06:24.000]  去嫁給他的兒子
[00:06:24.000 --> 00:06:27.000]  這個僕人就去找
[00:06:27.000 --> 00:06:30.000]  去祈禱,阿伯拉罕
[00:06:30.000 --> 00:06:33.000]  如果你爲我預備,你就爲我預備,我有個少主人
[00:06:33.000 --> 00:06:36.000]  有一個好的太太,《創世紀24章》裏面就有記載
[00:06:36.000 --> 00:06:39.000]  後來打井的時候
[00:06:39.000 --> 00:06:42.000]  就是有人打水,就見到一個人
[00:06:42.000 --> 00:06:45.000]  這個名字,叫什麼名字?
[00:06:45.000 --> 00:06:48.000]  對,銀行很喜歡這個名字
[00:06:48.000 --> 00:06:51.000]  叫李伯嘉,利息不斷地加,對不對?
[00:06:51.000 --> 00:06:54.000]  好了,李伯嘉,後來
[00:06:54.000 --> 00:06:57.000]  他覺得這是神爲他預備的
[00:06:57.000 --> 00:07:00.000]  於是就說,你可不可以跟我回去
[00:07:00.000 --> 00:07:03.000]  嫁給我們的少主人
[00:07:03.000 --> 00:07:06.000]  那個年代,記住
[00:07:06.000 --> 00:07:09.000]  沒有智能電話
[00:07:09.000 --> 00:07:12.000]  沒有照片,什麼都沒有
[00:07:12.000 --> 00:07:15.000]  但是李伯嘉竟然願意嫁給一個
[00:07:15.000 --> 00:07:18.000]  素未謀面的人
[00:07:18.000 --> 00:07:21.000]  好了,於是呢
[00:07:21.000 --> 00:07:24.000]  就跟着他回家,就向李伯嘉的哥哥
[00:07:24.000 --> 00:07:27.000]  叫什麼名字?知不知道?
[00:07:27.000 --> 00:07:30.000]  讓你選,拉登
[00:07:30.000 --> 00:07:33.000]  拉柴,拉班
[00:07:33.000 --> 00:07:36.000]  大家都對聖經很熟悉
[00:07:36.000 --> 00:07:39.000]  是叫拉班,沒錯
[00:07:39.000 --> 00:07:42.000]  爲什麼呢?提親
[00:07:42.000 --> 00:07:45.000]  拉班就問他妹妹,你是不是真的要嫁?
[00:07:45.000 --> 00:07:48.000]  他說,是,是,好了,好了,讓你嫁吧
[00:07:48.000 --> 00:07:51.000]  太匆忙了,不如你多留十天吧
[00:07:51.000 --> 00:07:54.000]  這個老僕人呢
[00:07:54.000 --> 00:07:57.000]  很奇怪,十天太久了,不要了
[00:07:57.000 --> 00:08:00.000]  現在走吧
[00:08:00.000 --> 00:08:03.000]  這個恨嫁得很厲害,他立刻怎麼樣?
[00:08:03.000 --> 00:08:06.000]  願意跟着這個老僕人
[00:08:06.000 --> 00:08:09.000]  回去一個他自己不熟悉的地方
[00:08:09.000 --> 00:08:12.000]  嫁給一個他完全不認識的人
[00:08:12.000 --> 00:08:15.000]  這很奇妙
[00:08:15.000 --> 00:08:18.000]  在聖經裏面是描繪得很漂亮的
[00:08:18.000 --> 00:08:21.000]  當他回去的時候,剛剛伊撒做什麼?
[00:08:21.000 --> 00:08:24.000]  田間墨相
[00:08:24.000 --> 00:08:27.000]  日落在和園那裏
[00:08:27.000 --> 00:08:30.000]  慢慢走到墨相
[00:08:30.000 --> 00:08:33.000]  那時候他騎着,可能是駱駝
[00:08:33.000 --> 00:08:36.000]  或者駕駛回來,利伯伯一看到的時候
[00:08:36.000 --> 00:08:39.000]  瞞着自己的臉,有點矜持
[00:08:39.000 --> 00:08:42.000]  於是他們就相遇
[00:08:42.000 --> 00:08:45.000]  當他們相遇的時候,哇,後來結婚
[00:08:45.000 --> 00:08:48.000]  有一句話是什麼?我們一起來看
[00:08:48.000 --> 00:08:51.000]  創世紀24章第67節,我們一起讀出
[00:08:51.000 --> 00:08:54.000]  伊撒便領利伯伯
[00:08:54.000 --> 00:08:57.000]  盡了他母親撒拉的象棚
[00:08:57.000 --> 00:09:00.000]  娶了他爲妻,並且愛他
[00:09:00.000 --> 00:09:03.000]  伊撒自從他母親不在了
[00:09:03.000 --> 00:09:06.000]  借財得了安慰
[00:09:06.000 --> 00:09:09.000]  看到嗎?這是什麼?
[00:09:09.000 --> 00:09:12.000]  很浪漫,伊撒因爲媽媽去世了
[00:09:12.000 --> 00:09:15.000]  他是較爲沉靜的,可能喜歡媽媽多一些
[00:09:15.000 --> 00:09:18.000]  他內心裏面也有很多空虛
[00:09:18.000 --> 00:09:21.000]  但是現在娶了太太
[00:09:21.000 --> 00:09:24.000]  結果呢,是怎樣呢?
[00:09:24.000 --> 00:09:27.000]  可以得到安慰,你看到神是很奇妙的安排
[00:09:27.000 --> 00:09:30.000]  佳偶天成
[00:09:30.000 --> 00:09:33.000]  但是我們基督徒要記住
[00:09:33.000 --> 00:09:36.000]  不要把獨特的事件當成是一件通常會發生的事
[00:09:36.000 --> 00:09:39.000]  我們的戀愛都需要仰望神
[00:09:39.000 --> 00:09:42.000]  需要好一點了解,就不是那麼容易
[00:09:42.000 --> 00:09:45.000]  就說我就嫁給你,或者我娶你
[00:09:45.000 --> 00:09:48.000]  但是不得不承認一件事,雖然是佳偶天成
[00:09:48.000 --> 00:09:51.000]  但我仍然很深信一件事,好的婚姻
[00:09:51.000 --> 00:09:54.000]  是需要大家彼此努力維繫的
[00:09:54.000 --> 00:09:57.000]  基督徒三個字我經常說
[00:09:57.000 --> 00:10:00.000]  是沒有任何保證的,一樣會有誘惑
[00:10:00.000 --> 00:10:03.000]  一樣會有失敗
[00:10:03.000 --> 00:10:06.000]  基督徒的婚姻一樣會有失敗
[00:10:06.000 --> 00:10:09.000]  所以很重要,縱使是神爲我們預備
[00:10:09.000 --> 00:10:12.000]  佳偶天成,我們是要努力地
[00:10:12.000 --> 00:10:15.000]  維繫着這段夫婦的感情
[00:10:15.000 --> 00:10:18.000]  不然的話,一樣的會破裂
[00:10:18.000 --> 00:10:21.000]  所以我們要很小心
[00:10:21.000 --> 00:10:24.000]  但是你要留意到,當他們結婚之後
[00:10:24.000 --> 00:10:27.000]  後來當他們有小孩了
[00:10:27.000 --> 00:10:30.000]  原來國有所好
[00:10:30.000 --> 00:10:33.000]  李伯嘉後來懷孕,生了什麼?
[00:10:33.000 --> 00:10:36.000]  雙胞胎,生了母胎
[00:10:36.000 --> 00:10:39.000]  大的叫什麼?二嫂
[00:10:39.000 --> 00:10:42.000]  小的叫雅各
[00:10:42.000 --> 00:10:45.000]  但是呢,原來爸爸和媽媽各有所好
[00:10:45.000 --> 00:10:48.000]  我想說婚姻都很特別
[00:10:48.000 --> 00:10:51.000]  婚姻往往,記住,不是大家一定性格相同
[00:10:51.000 --> 00:10:54.000]  很簡單的舉個例子
[00:10:54.000 --> 00:10:57.000]  兩個都很喜歡說話的時候
[00:10:57.000 --> 00:11:00.000]  我正在說,你又鬧出來,你什麼時候讓我說
[00:11:00.000 --> 00:11:03.000]  大家都爭不停
[00:11:03.000 --> 00:11:06.000]  如果兩個都很靜,人家會懷疑這是一個空屋
[00:11:06.000 --> 00:11:09.000]  這麼久都沒有聲音,對不對?
[00:11:09.000 --> 00:11:12.000]  原來伴侶是互相補足的
[00:11:12.000 --> 00:11:15.000]  我的婚姻也是,無論外形
[00:11:15.000 --> 00:11:18.000]  或者性格,我和我太太好像很極端
[00:11:18.000 --> 00:11:21.000]  但是我們是配合得到
[00:11:21.000 --> 00:11:24.000]  同樣的,愛也是,有時候很特別
[00:11:24.000 --> 00:11:27.000]  以煞是一個很沉靜的人
[00:11:27.000 --> 00:11:30.000]  很喜歡田間墨相
[00:11:30.000 --> 00:11:33.000]  但是他就很喜歡大兒子
[00:11:33.000 --> 00:11:36.000]  李伯嘉是一個行動型的人,對不對?
[00:11:36.000 --> 00:11:39.000]  行事迅速,決斷英明
[00:11:39.000 --> 00:11:42.000]  但是很喜歡裙腳仔,就是雅各
[00:11:42.000 --> 00:11:45.000]  我們一起去看《創世紀25章27-28節》
[00:11:45.000 --> 00:11:48.000]  我們一起去讀出
[00:11:48.000 --> 00:11:51.000]  兩個孩子漸漸長大
[00:11:51.000 --> 00:11:54.000]  以素善於打獵,常在田野
[00:11:54.000 --> 00:11:57.000]  雅各爲人安靜,常住在帳棚裏
[00:11:57.000 --> 00:12:00.000]  以煞愛以素
[00:12:00.000 --> 00:12:03.000]  因爲常喫他的野味
[00:12:03.000 --> 00:12:06.000]  李伯嘉卻愛雅各
[00:12:06.000 --> 00:12:09.000]  這裏很清楚,兩個各有所好
[00:12:09.000 --> 00:12:12.000]  爸爸是沉靜的,但是喜歡這個兒子
[00:12:12.000 --> 00:12:15.000]  這個兒子夠Man,你記得嗎?
[00:12:15.000 --> 00:12:18.000]  通通去打獵,打完獵就給爸爸喫東西
[00:12:18.000 --> 00:12:21.000]  這個人很喜歡喫東西
[00:12:21.000 --> 00:12:24.000]  李伯嘉是一個行動型的人
[00:12:24.000 --> 00:12:27.000]  但是你想想,兒子是周通山走的
[00:12:27.000 --> 00:12:30.000]  完全控制不了的
[00:12:30.000 --> 00:12:33.000]  所以雅各是很有女性荷爾蒙的
[00:12:33.000 --> 00:12:36.000]  全身滑溜溜的,你記不記得?
[00:12:36.000 --> 00:12:39.000]  所以媽媽喜歡這個兒子
[00:12:39.000 --> 00:12:42.000]  疼愛他多一點
[00:12:42.000 --> 00:12:45.000]  我們剛纔很多人都有反應
[00:12:45.000 --> 00:12:48.000]  說父母是會有偏心的
[00:12:48.000 --> 00:12:51.000]  現在你做父母了
[00:12:51.000 --> 00:12:54.000]  你又想一想,你會不會有些偏心?
[00:12:54.000 --> 00:12:57.000]  不會,不會一樣
[00:12:57.000 --> 00:13:00.000]  愛是無法量度的,怎麼會一樣呢?
[00:13:00.000 --> 00:13:03.000]  除非你只有一個,對不對?
[00:13:03.000 --> 00:13:06.000]  如果你只有一個,可能你也會有不同的愛
[00:13:06.000 --> 00:13:09.000]  深淺度有不同
[00:13:09.000 --> 00:13:12.000]  很簡單舉一個例子
[00:13:12.000 --> 00:13:15.000]  偏心是無罪的
[00:13:15.000 --> 00:13:18.000]  很簡單舉一個例子
[00:13:18.000 --> 00:13:21.000]  耶穌有十二個門徒,是嗎?
[00:13:21.000 --> 00:13:24.000]  他特別疼愛什麼?彼得、雅各、約翰
[00:13:24.000 --> 00:13:27.000]  登山變象是帶三個上去的
[00:13:27.000 --> 00:13:30.000]  在黑西馬利雲祈禱,都是帶那三個近一點
[00:13:30.000 --> 00:13:33.000]  你更不是說耶穌偏心嗎?
[00:13:33.000 --> 00:13:36.000]  你又留意到彼得、雅各、約翰呢?似乎疼愛彼得和約翰多一點
[00:13:36.000 --> 00:13:39.000]  但記不記得我剛纔說
[00:13:39.000 --> 00:13:42.000]  越疼愛你,你的責任就越大
[00:13:42.000 --> 00:13:45.000]  承擔的東西是最辛苦的
[00:13:45.000 --> 00:13:48.000]  好了,這時候最重要的是什麼呢?
[00:13:48.000 --> 00:13:51.000]  愛有一些深厚度不同,是不重要的
[00:13:51.000 --> 00:13:54.000]  很簡單舉個例子
[00:13:54.000 --> 00:13:57.000]  如果有一個新聞仔,你有兩個新聞仔
[00:13:57.000 --> 00:14:00.000]  一個很乖,很聽話,讀書很好
[00:14:00.000 --> 00:14:03.000]  不用你叫,他都會幫忙做家務的
[00:14:03.000 --> 00:14:06.000]  但有一個呢,經常要見家長,又不肯讀書
[00:14:06.000 --> 00:14:09.000]  但因爲那個是兒子,我們要疼愛他
[00:14:09.000 --> 00:14:12.000]  那個是女兒,有鬼去,那你就不公平了
[00:14:12.000 --> 00:14:15.000]  但如果那個是乖的,肯聽話的
[00:14:15.000 --> 00:14:18.000]  你疼愛他多一點,我也是沒問題的
[00:14:18.000 --> 00:14:21.000]  最重要一句話就是:不患寡,而患不均
[00:14:21.000 --> 00:14:24.000]  這是我爸爸教我的
[00:14:24.000 --> 00:14:27.000]  大家明白爲什麼嗎?
[00:14:27.000 --> 00:14:30.000]  就是說,大家要平均的東西
[00:14:30.000 --> 00:14:33.000]  不要差距太大
[00:14:33.000 --> 00:14:36.000]  你喜歡那個,請他喫鴨腿
[00:14:36.000 --> 00:14:39.000]  最多你給他左腿
[00:14:39.000 --> 00:14:42.000]  那個沒那麼疼,你給他右腿
[00:14:42.000 --> 00:14:45.000]  自己喫鴨尾
[00:14:45.000 --> 00:14:48.000]  好了,這個就是我們所看到的
[00:14:48.000 --> 00:14:51.000]  就是說,你不要相差太遠
[00:14:51.000 --> 00:14:54.000]  你不會做,只會喫藥膝和變啞吻
[00:14:54.000 --> 00:14:57.000]  只會給他一件綵衣,藥膝穿着
[00:14:57.000 --> 00:15:00.000]  那十個大佬就很生氣,結果就害死他
[00:15:00.000 --> 00:15:03.000]  所以有時候兄弟姐妹之間產生不和
[00:15:03.000 --> 00:15:06.000]  會不會是做父母的有責任
[00:15:06.000 --> 00:15:09.000]  所以其實很重要,就是你要疼愛
[00:15:09.000 --> 00:15:12.000]  可能某個程度是多一點,某一個人
[00:15:12.000 --> 00:15:15.000]  但是差距不要太遠,這個是很重要的
[00:15:15.000 --> 00:15:18.000]  好了,到了晚年的時候
[00:15:18.000 --> 00:15:21.000]  雅各和以掃
[00:15:21.000 --> 00:15:24.000]  都要面對爸爸給他們的祝福
[00:15:24.000 --> 00:15:27.000]  在我們研讀舊約的時候
[00:15:27.000 --> 00:15:30.000]  還沒有祭司的時代
[00:15:30.000 --> 00:15:33.000]  就叫做列祖時代,就是阿伯拉罕
[00:15:33.000 --> 00:15:36.000]  以撒雅各叫列祖時代
[00:15:36.000 --> 00:15:39.000]  爸爸就是一家之主
[00:15:39.000 --> 00:15:42.000]  他們都代表了家庭要憲祭
[00:15:42.000 --> 00:15:45.000]  去晚年的時候,就會爲兒女去祝福
[00:15:45.000 --> 00:15:48.000]  這個祝福是什麼呢
[00:15:48.000 --> 00:15:51.000]  不只是空口說一些東西
[00:15:51.000 --> 00:15:54.000]  而是真的覺得很實在地說一些東西
[00:15:54.000 --> 00:15:57.000]  是會成就的
[00:15:57.000 --> 00:16:00.000]  所以他們往往就會有這個祝福
[00:16:00.000 --> 00:16:03.000]  就像我們香港人
[00:16:03.000 --> 00:16:06.000]  如果你家裏是拜菩薩的
[00:16:06.000 --> 00:16:09.000]  結婚的時候,出門之前
[00:16:09.000 --> 00:16:12.000]  無論男女都要上頭
[00:16:12.000 --> 00:16:15.000]  就會說你又梳這個,又梳那個
[00:16:15.000 --> 00:16:18.000]  但是跟你上頭的人一定是什麼
[00:16:18.000 --> 00:16:21.000]  是一個完整的家庭
[00:16:21.000 --> 00:16:24.000]  他不會找一個離婚的人跟你上頭
[00:16:24.000 --> 00:16:27.000]  因爲他自己本身的家庭都不完整
[00:16:27.000 --> 00:16:30.000]  他怎麼把祝福留給你呢
[00:16:30.000 --> 00:16:33.000]  跟你梳頭,然後說些很吉利的話
[00:16:33.000 --> 00:16:36.000]  就是類似舊約裏面的祝福
[00:16:36.000 --> 00:16:39.000]  但是記住,臨終離開世界之前
[00:16:39.000 --> 00:16:42.000]  這個祝福和長子名分的祝福
[00:16:42.000 --> 00:16:45.000]  是有點不同的
[00:16:45.000 --> 00:16:48.000]  正如,你記得
[00:16:48.000 --> 00:16:51.000]  知不知道十二個兒子裏面
[00:16:51.000 --> 00:16:54.000]  哪個兒子是大兒子呢
[00:16:54.000 --> 00:16:57.000]  是樓面
[00:16:57.000 --> 00:17:00.000]  但是很多人都不記得
[00:17:00.000 --> 00:17:03.000]  經常以爲尤大是大兒子
[00:17:03.000 --> 00:17:06.000]  因爲樓面犯了錯
[00:17:06.000 --> 00:17:09.000]  就是把長子的祝福留給你
[00:17:09.000 --> 00:17:12.000]  是把長子的祝福留給尤大
[00:17:12.000 --> 00:17:15.000]  所以耶穌也是由大之派而生的
[00:17:15.000 --> 00:17:18.000]  所以這個祝福是很重要的
[00:17:18.000 --> 00:17:21.000]  還有,後來雅各
[00:17:21.000 --> 00:17:24.000]  要爲約瑟那兩個兒子
[00:17:24.000 --> 00:17:27.000]  祝福,就是祂的孫子
[00:17:27.000 --> 00:17:30.000]  記不記得,以法年和馬拿西
[00:17:30.000 --> 00:17:33.000]  誰是小兒子呢
[00:17:33.000 --> 00:17:36.000]  是以法年
[00:17:36.000 --> 00:17:39.000]  他打了交叉
[00:17:39.000 --> 00:17:42.000]  交叉手來祝福
[00:17:42.000 --> 00:17:45.000]  就是把特別的福氣,右手是強一點的
[00:17:45.000 --> 00:17:48.000]  是按在小孫子那裏
[00:17:48.000 --> 00:17:51.000]  耶穌說不行,怎麼可以,立刻拔了老爸的手
[00:17:51.000 --> 00:17:54.000]  老爸說什麼,我喜歡啊
[00:17:54.000 --> 00:17:57.000]  他喜歡就沒有了
[00:17:57.000 --> 00:18:00.000]  所以你留意到這個是很重要的
[00:18:00.000 --> 00:18:03.000]  他們怎麼來帶去,一個一理的說話
[00:18:03.000 --> 00:18:06.000]  而是會成就的
[00:18:06.000 --> 00:18:09.000]  好了,我們來看看他們怎麼來帶去祝福
[00:18:09.000 --> 00:18:12.000]  我們一起來看創世紀27章第1到第5節
[00:18:12.000 --> 00:18:15.000]  二撒年老,眼睛昏花,不能看見
[00:18:15.000 --> 00:18:18.000]  就叫了他大兒子以掃來
[00:18:18.000 --> 00:18:21.000]  說:我兒,以掃說,我在這裏
[00:18:21.000 --> 00:18:24.000]  他說:我如今老了
[00:18:24.000 --> 00:18:27.000]  不知道哪一天死
[00:18:27.000 --> 00:18:30.000]  現在拿你的器械
[00:18:30.000 --> 00:18:33.000]  就是戰狼和弓,往田野去
[00:18:33.000 --> 00:18:36.000]  爲我打獵
[00:18:36.000 --> 00:18:39.000]  好了,他很清楚地說:我現在老了
[00:18:39.000 --> 00:18:42.000]  我不知道我什麼時候死
[00:18:42.000 --> 00:18:45.000]  我會給你這個臨終之前的祝福
[00:18:45.000 --> 00:18:48.000]  我自己也很大感慨,爲什麼呢
[00:18:48.000 --> 00:18:51.000]  我有一個很愛屬靈的女兒
[00:18:51.000 --> 00:18:54.000]  還有一個契妹妹在新加坡
[00:18:54.000 --> 00:18:57.000]  她說:我今年年底可能會過來探望你
[00:18:57.000 --> 00:19:00.000]  她今天回覆我說:你不是說下一年嗎
[00:19:00.000 --> 00:19:03.000]  我就說:我自己一百年多
[00:19:03.000 --> 00:19:06.000]  我也不知道自己什麼時候會走
