
[00:00:00.000 --> 00:00:03.200]  在新年的時候我都給一個題目叫新年立志
[00:01:48.800 --> 00:01:54.320]  但使徒的意思原來是在講一班被差遣的使者
[00:01:54.320 --> 00:01:56.800]  他們是耶穌所差遣的
[00:01:56.800 --> 00:01:58.320]  耶穌是差遣的主
[00:01:58.320 --> 00:02:01.800]  而他們就是耶穌在地上的代表
[00:02:01.800 --> 00:02:05.360]  來行事、為神工作
[00:02:05.360 --> 00:02:08.200]  所以今天我們大部分都不會叫使徒
[00:02:08.200 --> 00:02:13.480]  我們通常叫門徒、信徒、基督徒
[00:02:13.480 --> 00:02:15.040]  我們比較少用使徒
[00:02:15.040 --> 00:02:20.120]  我昨天對外國人有少許介紹
[00:02:20.120 --> 00:02:23.000]  也有教會介紹他們的工作
[00:02:23.000 --> 00:02:25.840]  很有趣的是他們印了自己的名片
[00:02:25.840 --> 00:02:29.120]  稱呼自己的英文名叫「使徒」
[00:02:29.120 --> 00:02:36.960]  我想他們對這些字也比較敏感或體重
[00:02:36.960 --> 00:02:41.000]  他們覺得使徒身份是他們不同的身份
[00:02:41.000 --> 00:02:42.800]  但其實我們用《少林寺傳》
[00:02:42.800 --> 00:02:47.640]  所講的使徒通常只是限於十二門徒
[00:02:47.640 --> 00:02:51.320]  後來可能有人覺得保羅也可以是使徒之一
[00:02:51.320 --> 00:02:54.080]  這就有許多神學或聖經的爭辯
[00:02:54.080 --> 00:02:56.760]  最重要的是今天你也可以叫使徒
[00:02:56.760 --> 00:03:02.280]  但其實我們比較多用門徒、信徒或基督徒
[00:03:02.280 --> 00:03:06.320]  但最重要的是今天我們也是被耶穌所差遣
[00:03:06.320 --> 00:03:09.040]  我們今天成為基督徒也好、門徒也好
[00:03:09.040 --> 00:03:12.840]  我們都是耶穌基督在地上的代表
[00:03:12.840 --> 00:03:14.960]  我想這才是最重要的
[00:03:14.960 --> 00:03:17.320]  然後我想天父的應許是甚麼呢?
[00:03:17.320 --> 00:03:20.200]  其實剛才在讀經文第五節也提到
[00:03:20.200 --> 00:03:22.680]  天父的應許是甚麼?
[00:03:22.680 --> 00:03:23.560]  是聖靈
[00:03:23.560 --> 00:03:27.320]  是耶穌已經在他們和門徒分離之前
[00:03:27.320 --> 00:03:30.360]  很清楚告訴他們聖靈要降臨
[00:03:30.360 --> 00:03:33.960]  聖靈要代表耶穌或代替耶穌在地上工作
[00:03:33.960 --> 00:03:37.640]  所以耶穌在升天前特別提醒這些門徒
[00:03:37.640 --> 00:03:39.520]  這就是他曾經所說過的
[00:03:39.520 --> 00:03:43.160]  是天父應許給我們每一個人
[00:03:43.160 --> 00:03:46.040]  而聖靈來到地上的時候
[00:03:46.040 --> 00:03:48.240]  是要預備我們每一個基督徒
[00:03:48.240 --> 00:03:53.040]  預備教會來完成神交託給我們的使命
[00:03:53.040 --> 00:03:55.960]  這就是今天你和我作為門徒
[00:03:55.960 --> 00:03:57.720]  作為基督徒應該承擔
[00:03:57.720 --> 00:04:01.120]  作為教會應該承擔神交託給我們的使命
[00:04:01.120 --> 00:04:02.920]  所以在《蕭行傳》第一章的時候
[00:04:02.920 --> 00:04:06.280]  我想和大家看三個重要的訊息
[00:04:06.280 --> 00:04:10.040]  第一個就是耶穌使命的延續
[00:04:10.040 --> 00:04:13.040]  今天你和我其實都是承擔著
[00:04:13.040 --> 00:04:16.200]  神交託給昔日十二門徒他們的使命
[00:04:16.200 --> 00:04:19.960]  只不過這是把耶穌的使命延續開去
[00:04:19.960 --> 00:04:21.160]  有一節很重要的經文
[00:04:21.160 --> 00:04:23.320]  我想如果大家回來教會久一點的時候
[00:04:23.320 --> 00:04:25.600]  你也可能被導師提醒
[00:04:25.600 --> 00:04:26.560]  或者傳道人提醒你
[00:04:26.560 --> 00:04:28.360]  你應該懂得背這節經文
[00:04:28.360 --> 00:04:30.360]  如果大家背得到的話我們一起背
[00:04:30.360 --> 00:04:30.960]  如果背不到的話
[00:04:30.960 --> 00:04:31.840]  我們看著螢光幕
[00:04:31.840 --> 00:04:33.440]  看著聖經一起讀
[00:04:33.440 --> 00:04:34.720]  預備起
[00:04:34.720 --> 00:04:38.240]  但聖靈降臨在你們身上
[00:04:38.240 --> 00:04:41.080]  你們就必得著能力
[00:04:41.080 --> 00:04:46.680]  定要在耶路撒冷猶太傳地和撒瑪利亞
[00:04:46.680 --> 00:04:50.440]  直到地極作我的見證
[00:04:50.440 --> 00:04:54.720]  這個就是在聖經裡面一個很重要的提醒
[00:04:54.720 --> 00:04:56.480]  其實這個提醒是告訴我們
[00:04:56.480 --> 00:05:00.360]  耶穌基督的使命傳福音的工作
[00:05:00.360 --> 00:05:02.320]  要交託給我們每一個人
[00:05:02.320 --> 00:05:05.760]  這個我們有時說到是一個普世的使命
[00:05:05.760 --> 00:05:07.400]  那更加最重要的是什麼呢?
[00:05:07.400 --> 00:05:09.800]  這個是末世的使命
[00:05:09.800 --> 00:05:11.760]  耶穌基督在福音書裡面同樣提過
[00:05:11.760 --> 00:05:14.560]  當耶穌要回來的時候
[00:05:14.560 --> 00:05:18.520]  就是福音傳到普天下的時候
[00:05:18.520 --> 00:05:21.080]  所以其實當我們今天能夠承擔了
[00:05:21.080 --> 00:05:22.680]  延續了耶穌的使命
[00:05:22.680 --> 00:05:25.040]  將福音能夠傳播開去的時候
[00:05:25.040 --> 00:05:27.920]  其實就是一個末世很快來到的時刻
[00:05:27.920 --> 00:05:29.360]  所以這個不單單是普世
[00:05:29.360 --> 00:05:31.720]  而是一個末世的使命
[00:05:31.720 --> 00:05:35.000]  耶穌其實在我們剛剛過去的聖誕
[00:05:35.000 --> 00:05:36.880]  最主要都集中講耶穌
[00:05:36.880 --> 00:05:38.800]  耶穌的出生或者耶穌的來到
[00:05:38.800 --> 00:05:40.560]  耶穌的工作開始
[00:05:40.560 --> 00:05:43.200]  其實就是教會的開始
[00:05:43.200 --> 00:05:45.400]  不單單是在我們很熟悉的馬達福音裡面
[00:05:45.400 --> 00:05:50.720]  講到耶穌說教會要建立在彼得盤石
[00:05:50.720 --> 00:05:52.480]  這份信心的身上
[00:05:52.480 --> 00:05:53.720]  其實當耶穌出生的時候
[00:05:53.720 --> 00:05:55.080]  如果大家還有印象
[00:05:55.080 --> 00:05:56.480]  我們在聖誕節的時候
[00:05:56.480 --> 00:05:59.080]  講到路加福音有四個重歌
[00:05:59.080 --> 00:06:00.840]  其中一個就叫做《西面頌》
[00:06:00.840 --> 00:06:01.920]  《西面頌》裡面
[00:06:01.920 --> 00:06:04.200]  西面見到耶穌進入聖殿的時候
[00:06:04.200 --> 00:06:06.120]  祂就已經來到去讚美神
[00:06:06.120 --> 00:06:09.760]  告訴我們這是神普世的救恩的臨到
[00:06:09.760 --> 00:06:10.960]  其實當耶穌出生的時候
[00:06:10.960 --> 00:06:13.320]  就代表著教會已經開始了
[00:06:13.320 --> 00:06:14.920]  但一個成形的教會
[00:06:14.920 --> 00:06:16.600]  一個真是具體的教會的出現
[00:06:16.600 --> 00:06:18.240]  就是在使徒行傳
[00:06:18.240 --> 00:06:20.960]  但耶穌的工作就是教會的開始
[00:06:20.960 --> 00:06:22.480]  但聖經同樣讓我們看見
[00:06:22.480 --> 00:06:25.000]  耶穌這個工作的開始之後
[00:06:25.000 --> 00:06:27.080]  最終的得勝
[00:06:27.080 --> 00:06:29.760]  不是在耶穌基督釘在十字架
[00:06:29.760 --> 00:06:31.520]  復活之後就完成
[00:06:31.520 --> 00:06:32.520]  我們常常看到
[00:06:32.520 --> 00:06:35.240]  耶穌這個救恩的救贖
[00:06:35.240 --> 00:06:37.560]  已經是有不同的階段
[00:06:37.560 --> 00:06:39.160]  在耶穌基督復活之後
[00:06:39.160 --> 00:06:42.680]  升天其實只是完成了其中一個階段
[00:06:42.680 --> 00:06:45.400]  耶穌基督在神的計劃裡面
[00:06:45.400 --> 00:06:46.920]  這個救恩的完成
[00:06:46.920 --> 00:06:49.480]  是在耶穌基督再回來
[00:06:49.480 --> 00:06:50.880]  耶穌基督再回來的時候
[00:06:50.880 --> 00:06:54.160]  這個就是神完全來到掌權
[00:06:54.160 --> 00:06:55.680]  來到得勝的時候
[00:06:55.680 --> 00:06:57.920]  而何時是耶穌基督再回來呢?
[00:06:57.920 --> 00:06:59.040]  今天的責任
[00:06:59.040 --> 00:07:02.000]  今天的使命就交託給你和我身上
[00:07:02.000 --> 00:07:03.320]  所以教會的工作
[00:07:03.320 --> 00:07:06.400]  是在神的計劃當中很重要的
[00:07:06.400 --> 00:07:08.200]  所以大家有機會可以回去看看
[00:07:08.200 --> 00:07:11.720]  路加夫音和《使徒行傳》這幾段的經文
[00:07:11.720 --> 00:07:13.640]  神將這個使命交託了給我們
[00:07:13.640 --> 00:07:15.200]  交託了給教會
[00:07:15.200 --> 00:07:17.280]  我們就應該來完成
[00:07:17.280 --> 00:07:19.600]  神交託給我們這個使命
[00:07:19.600 --> 00:07:21.320]  在這個使命當中
[00:07:21.320 --> 00:07:23.600]  有一個很重要的基礎就是
[00:07:23.600 --> 00:07:28.080]  天父祂的權柄和聖靈的能力
[00:07:28.080 --> 00:07:32.080]  天父的權柄在《使徒行傳》的一章
[00:07:32.080 --> 00:07:34.680]  第七節裏面提到
[00:07:34.680 --> 00:07:37.240]  天父祂自己所定的時候日期
[00:07:37.240 --> 00:07:39.160]  是我們不知道的
[00:07:39.160 --> 00:07:43.080]  在神的工作或者神所定的計劃裏面
[00:07:43.080 --> 00:07:45.760]  我們要學習一種承認就是甚麼呢?
[00:07:45.760 --> 00:07:48.560]  神的工作不是我們人能夠完全明白
[00:07:48.560 --> 00:07:50.600]  就好像我用回聖誕節的時候
[00:07:50.600 --> 00:07:53.760]  瑪利亞去跟女兒懷孕生子
[00:07:53.760 --> 00:07:55.840]  我相信對我們今天來說
[00:07:55.840 --> 00:07:59.440]  都不是可以明白或者了解到怎樣
[00:07:59.440 --> 00:08:02.320]  當然我們說我們看完整本聖經很容易
[00:08:02.320 --> 00:08:04.480]  聖靈的感應就是了
[00:08:04.480 --> 00:08:05.840]  但這個其實對我們來說
[00:08:05.840 --> 00:08:08.640]  都不知道是怎樣做到
[00:08:08.640 --> 00:08:11.360]  對於當時候瑪利亞的時代的人
[00:08:11.360 --> 00:08:13.560]  更加是更艱難
[00:08:13.560 --> 00:08:15.160]  你想起二千年前告訴你
[00:08:15.160 --> 00:08:17.040]  一個童女可以懷孕生子
[00:08:17.040 --> 00:08:18.640]  是完全沒有可能
[00:08:18.640 --> 00:08:19.840]  完全沒有人想過
[00:08:19.840 --> 00:08:21.760]  所以這個就是我提到神的工作
[00:08:21.760 --> 00:08:24.200]  有些是我們想不到的
[00:08:24.200 --> 00:08:28.760]  是超越人一切的理性或者感性
[00:08:28.760 --> 00:08:30.400]  或者我們所能夠知道
[00:08:30.400 --> 00:08:32.160]  但這個就是天賦的權柄
[00:08:32.160 --> 00:08:35.800]  我們要承認要接受神去掌管一切
[00:08:35.800 --> 00:08:38.080]  神有祂自己的時間表
[00:08:38.080 --> 00:08:39.600]  但這個另外一個聖靈的能力
[00:08:39.600 --> 00:08:41.120]  又提醒我們
[00:08:41.120 --> 00:08:44.320]  耶穌基督應許聖靈臨到我們的身上
[00:08:44.320 --> 00:08:45.760]  就好像神的工作
[00:08:45.760 --> 00:08:47.680]  同樣我們有些是可以明白
[00:08:47.680 --> 00:08:49.280]  可以知道的
[00:08:49.280 --> 00:08:50.960]  而最重要我提到就是
[00:08:50.960 --> 00:08:53.840]  在神的工作或者神能夠讓我們知道的
[00:08:53.840 --> 00:08:55.680]  都記載在哪裏?
[00:08:55.680 --> 00:08:56.960]  在聖經
[00:08:56.960 --> 00:08:59.960]  神的應許、神的說話就在聖經裏面
[00:08:59.960 --> 00:09:02.160]  是我們可以知道、可以明白
[00:09:02.160 --> 00:09:03.800]  甚至聖靈要臨到我們身上
[00:09:03.800 --> 00:09:07.240]  就代表著我們可以經歷、可以得到的
[00:09:07.240 --> 00:09:10.600]  神的工作是可以有些我們不是那麼知道
[00:09:10.600 --> 00:09:13.520]  但有很多其實按著神聖經的應許
[00:09:13.520 --> 00:09:16.000]  是我們去明白、去認識
[00:09:16.000 --> 00:09:18.840]  只不過我們要問一下我們自己
[00:09:18.840 --> 00:09:21.440]  我對聖經明白多少
[00:09:21.440 --> 00:09:26.240]  或者對聖經的應許又能夠掌握到多少呢?
[00:09:26.240 --> 00:09:27.880]  所以我們經常鼓勵弟兄姊妹
[00:09:27.880 --> 00:09:32.520]  為甚麼我們要多點在我們的靈修生活裏面
[00:09:32.520 --> 00:09:35.920]  能夠多點花我們的時間、功夫
[00:09:35.920 --> 00:09:37.720]  我們為甚麼可以回來
[00:09:37.720 --> 00:09:41.120]  要鼓勵弟兄姊妹多點在成長班裏面學習神的說話
[00:09:41.120 --> 00:09:43.120]  其實這個正正就是提醒我們
[00:09:43.120 --> 00:09:46.960]  今天我們太少對神的說話認識
[00:09:46.960 --> 00:09:48.560]  所以我們就不太明白
[00:09:48.560 --> 00:09:51.600]  神為甚麼會這樣來工作
[00:09:51.600 --> 00:09:55.600]  所以這個就是我們很希望弟兄姊妹能夠多點明白
[00:09:55.600 --> 00:09:57.080]  在門徒的經歷裏面
[00:09:57.080 --> 00:09:58.120]  大家就很容易看到
[00:09:58.120 --> 00:10:01.480]  當看到耶穌去升天的時候
[00:10:01.480 --> 00:10:03.840]  如果大家回去看《少林寺》一章十一節
[00:10:03.840 --> 00:10:06.120]  就出現了有兩個穿白衣的人
[00:10:06.120 --> 00:10:09.240]  來跟這班門徒有少許的對話
[00:10:09.240 --> 00:10:11.960]  或者是怎樣來提醒這班門徒
[00:10:11.960 --> 00:10:12.880]  我讀給大家聽
[00:10:12.880 --> 00:10:15.000]  這兩個白衣的人說甚麼呢?
[00:10:15.000 --> 00:10:16.840]  他說:加里尼人啊
[00:10:16.840 --> 00:10:19.760]  你們為甚麼站著望天呢?
[00:10:19.760 --> 00:10:22.760]  這個離開你被接升天的耶穌
[00:10:22.760 --> 00:10:26.000]  祂又會怎樣來回來?
[00:10:26.000 --> 00:10:28.560]  原來這班門徒當時是一個甚麼動作呢?
[00:10:28.560 --> 00:10:30.520]  就是一個呆等
[00:10:30.520 --> 00:10:31.840]  就是耶穌升了天
[00:10:31.840 --> 00:10:34.240]  他們不知怎樣算好
[00:10:34.240 --> 00:10:36.520]  站了在那裏
[00:10:36.520 --> 00:10:38.800]  真的站了在那裏
[00:10:38.800 --> 00:10:41.840]  所以他們不能夠只是在那裏等
[00:10:41.840 --> 00:10:43.800]  耶穌升了天那怎麼辦呢?
[00:10:43.800 --> 00:10:45.920]  他們是要有一個承擔
[00:10:45.920 --> 00:10:49.880]  就是要承擔了神給他們的使命
[00:10:49.880 --> 00:10:51.600]  去為主來作見證
[00:10:51.600 --> 00:10:53.480]  來將這個福音傳開
[00:10:53.480 --> 00:10:54.600]  所以他們要更加明白
[00:10:54.600 --> 00:10:57.480]  原來耶穌不是叫他們只是呆等
[00:10:57.480 --> 00:11:00.080]  在那裏甚麼都不做
[00:11:00.080 --> 00:11:01.960]  所以等候天父的應許
[00:11:01.960 --> 00:11:04.840]  不是代表我們甚麼都不做
[00:11:04.840 --> 00:11:06.600]  他們更加需要甚麼呢?
[00:11:06.600 --> 00:11:09.360]  他們來承擔神給他們的使命
[00:11:09.360 --> 00:11:12.080]  他們要讓人知道
[00:11:12.080 --> 00:11:15.760]  耶穌基督才是那位創造主
[00:11:15.760 --> 00:11:18.480]  所以今天我要給大家一個新年的挑戰是甚麼呢?
[00:11:18.480 --> 00:11:22.160]  我不知道大家有沒有像這些門徒一樣
[00:11:22.160 --> 00:11:23.480]  你做了基督徒了
[00:11:23.480 --> 00:11:27.480]  你今天只不過在這裏回來做一下崇拜
[00:11:27.480 --> 00:11:29.240]  上一下成長班
[00:11:29.240 --> 00:11:31.760]  就可以等待耶穌再回來了
[00:11:31.760 --> 00:11:34.760]  這個就是你基督徒的生活
[00:11:34.760 --> 00:11:38.520]  就是你能夠在信仰裏面的一個學習
[00:11:38.520 --> 00:11:41.080]  是不是這樣呢?
[00:11:41.080 --> 00:11:42.840]  最近我想我們有機會
[00:11:42.840 --> 00:11:46.480]  我逛街的時候就見到有些人
[00:11:46.480 --> 00:11:50.840]  在街頭街尾擺一些檔攤
[00:11:50.840 --> 00:11:52.800]  然後動一個二拉架出來
[00:11:52.800 --> 00:11:55.480]  宣揚一下他們自己所信的東西
[00:11:55.480 --> 00:11:56.960]  以前我們早二三十年
[00:11:56.960 --> 00:11:58.920]  我們就比較多我們經常提到
[00:11:58.920 --> 00:12:00.360]  有些魔門教
[00:12:00.360 --> 00:12:01.720]  又說見證人的
[00:12:01.720 --> 00:12:05.600]  他們很熱心就會兩個人一起上門
[00:12:05.600 --> 00:12:10.280]  在街上捉一些人來講他們那套所信的東西
[00:12:10.280 --> 00:12:12.240]  但最近我發覺又不是
[00:12:12.240 --> 00:12:14.160]  這班反而少見一點
[00:12:14.160 --> 00:12:16.520]  多見一些操一些
[00:12:16.520 --> 00:12:19.000]  用一些外省口音的婦女
[00:12:19.000 --> 00:12:20.720]  在街頭擺一些檔攤
[00:12:20.720 --> 00:12:21.800]  然後動一個二拉架
[00:12:21.800 --> 00:12:23.280]  大家有沒有見過?
[00:12:23.280 --> 00:12:24.440]  都見過是吧?
[00:12:24.440 --> 00:12:25.520]  有些很厲害的
[00:12:25.520 --> 00:12:26.960]  有些是兩三個人一起
[00:12:26.960 --> 00:12:29.920]  但有些我見一個人就在這裏擺個檔
[00:12:29.920 --> 00:12:31.520]  在這裏留下你
[00:12:31.520 --> 00:12:33.600]  就是派些東西給你
[00:12:33.600 --> 00:12:37.560]  那些是甚麼宣揚甚麼教他們是
[00:12:37.560 --> 00:12:39.720]  他們就是全能神教會
[00:12:39.720 --> 00:12:42.720]  就是我們以前就用東方閃電
[00:12:42.720 --> 00:12:46.360]  可能大家都回來教會這段一兩年都聽過不少
[00:12:46.360 --> 00:12:47.880]  但我想這個反映是甚麼呢?
[00:12:47.880 --> 00:12:50.120]  原來這班無論以前的魔門教
[00:12:50.120 --> 00:12:52.520]  或者今天的全能神教會的人
[00:12:52.520 --> 00:12:53.440]  他們都很熱心
[00:12:53.440 --> 00:12:56.040]  他們覺得他們所信的是真的
[00:12:56.040 --> 00:12:57.880]  他們很用他們的時間
[00:12:57.880 --> 00:13:00.560]  用他們的精神來跟別人講
[00:13:00.560 --> 00:13:02.160]  但今天我們作為基督徒
[00:13:02.160 --> 00:13:04.000]  我們夠不夠膽你一個人
[00:13:04.000 --> 00:13:05.200]  擺個二拉架
[00:13:05.200 --> 00:13:06.960]  擺在街頭那裏
[00:13:06.960 --> 00:13:10.400]  告訴別人派個單張叫人信耶穌
[00:13:10.400 --> 00:13:12.160]  有沒有人做過?
[00:13:12.160 --> 00:13:14.360]  我們最厲害都是個人部隊出隊
[00:13:14.360 --> 00:13:15.320]  就是兩個人一組
[00:13:15.320 --> 00:13:16.280]  三個人一組
[00:13:16.280 --> 00:13:19.720]  三福最習慣就是三個人一齊出隊
[00:13:19.720 --> 00:13:21.680]  撞一下膽都好一點
[00:13:21.680 --> 00:13:25.640]  我們都未必有一個人夠膽可以就這樣出去
[00:13:25.640 --> 00:13:28.440]  我想這個正正就是我們要
[00:13:28.440 --> 00:13:29.560]  想一下我們其實
[00:13:29.560 --> 00:13:31.400]  今天聖靈的能力在我們身上
[00:13:31.400 --> 00:13:34.080]  為甚麼我們沒有這樣的能力呢?
[00:13:34.080 --> 00:13:37.200]  但那些他們覺得自己好像是真的
[00:13:37.200 --> 00:13:39.800]  信仰他們反而可以做到
[00:13:39.800 --> 00:13:41.720]  如果你覺得你越來越夠膽
[00:13:41.720 --> 00:13:42.720]  越有聖靈的能力
[00:13:42.720 --> 00:13:43.840]  你夠膽去做呢?
[00:13:43.840 --> 00:13:44.920]  你通知我吧
[00:13:44.920 --> 00:13:45.920]  我來支持一下你
[00:13:45.920 --> 00:13:47.640]  我和你打打氣
[00:13:47.640 --> 00:13:48.600]  我覺得這個正正就是
[00:13:48.600 --> 00:13:51.000]  今天我們作為耶穌基督的代表
[00:13:51.000 --> 00:13:53.520]  我們說到雖然我們不是叫使徒
[00:13:53.520 --> 00:13:56.680]  但我們都是耶穌基督在地上的代表
[00:13:56.680 --> 00:13:59.560]  我們都應該來為我們的主
[00:13:59.560 --> 00:14:01.680]  來做一些工作
[00:14:01.680 --> 00:14:05.360]  我們有沒有能夠願意有這樣的膽量
[00:14:05.360 --> 00:14:07.000]  就好像聖靈臨到你的身上
[00:14:07.000 --> 00:14:10.640]  你為主來作見證呢?
[00:14:10.640 --> 00:14:12.720]  其實小六行傳是一本很特別的書
[00:14:12.720 --> 00:14:15.040]  我們有時候讀聖經的時候
[00:14:15.040 --> 00:14:17.840]  我們經常提到小六行傳其實是一本
[00:14:17.840 --> 00:14:20.720]  好像未寫完的書卷
[00:14:20.720 --> 00:14:22.760]  小六行傳其實有上集
[00:14:22.760 --> 00:14:26.520]  不是叫甚麼星空大戰前傳那些
[00:14:26.520 --> 00:14:28.840]  小六行傳的前書或前傳叫甚麼
[00:14:28.840 --> 00:14:30.520]  大家知不知道?
[00:14:30.520 --> 00:14:31.520]  路加福音
[00:14:31.520 --> 00:14:33.840]  路加福音就是小六行傳的前傳
[00:14:33.840 --> 00:14:35.080]  它有個名字
[00:14:35.080 --> 00:14:36.800]  其實路加福音加上小六行傳
[00:14:36.800 --> 00:14:40.640]  整個就是一套很完整的書
[00:14:40.640 --> 00:14:42.760]  是路加醫生所寫的
[00:14:42.760 --> 00:14:46.480]  但我們說小六行傳最後第28章的時候
[00:14:46.480 --> 00:14:48.400]  我們覺得保羅寫完
[00:14:48.400 --> 00:14:50.640]  或者路加醫生寫完保羅的時候
[00:14:50.640 --> 00:14:51.920]  是未完的
[00:14:51.920 --> 00:14:54.000]  我們覺得好像不夠厚
[00:14:54.000 --> 00:14:55.760]  到底接著怎樣呢?
[00:14:55.760 --> 00:14:56.560]  所以我們就會說
[00:14:56.560 --> 00:14:59.280]  其實可能神特別用這個
[00:14:59.280 --> 00:15:02.000]  寫小六行傳的方法提醒我們
[00:15:02.000 --> 00:15:04.600]  今天可能小六行傳就是在你和我身上
[00:15:04.600 --> 00:15:08.440]  我們繼續延續耶穌的使命
[00:15:08.440 --> 00:15:12.800]  你在續寫使徒行傳
[00:15:12.800 --> 00:15:14.680]  在教會歷史可能歷世歷代
[00:15:14.680 --> 00:15:18.240]  每一個願意為主工作
[00:15:18.240 --> 00:15:21.560]  為主將福音帶到地極的人
[00:15:21.560 --> 00:15:24.720]  其實就是續寫使徒行傳
[00:15:24.720 --> 00:15:26.880]  我想今天就是你和我都要
[00:15:26.880 --> 00:15:29.720]  一起來續寫使徒行傳
[00:15:29.720 --> 00:15:32.680]  將神的使命延續
[00:15:32.680 --> 00:15:35.240]  做盼望向新的一年的時候我們都能夠
[00:15:35.240 --> 00:15:37.640]  在神面前來臨時
[00:15:37.640 --> 00:15:39.360]  我們續寫這個使徒行傳
[00:15:39.360 --> 00:15:42.400]  我們願意在今年裏面至少
[00:15:42.400 --> 00:15:46.800]  你會不會帶到一個兩個的朋友來教會
[00:15:46.800 --> 00:15:48.040]  和他傳出福音
[00:15:48.040 --> 00:15:49.600]  和他分享神的恩典
[00:15:49.600 --> 00:15:53.800]  和他聊天的時候為主作見直
[00:15:53.800 --> 00:15:56.160]  我們就是在續寫使徒行傳
[00:15:56.160 --> 00:16:00.760]  這個使命這個責任就交給你和我了
[00:16:00.760 --> 00:16:03.360]  所以今天這個使徒行傳第一章裏面提醒我們
[00:16:03.360 --> 00:16:05.920]  耶穌基督的使命的延續
[00:16:05.920 --> 00:16:09.600]  其實就是在你和我的身上
[00:16:09.600 --> 00:16:11.560]  在第一章裏面第二個訊息提醒我們
[00:16:11.560 --> 00:16:15.440]  在初期教會有一個很重要的教會生活是甚麼呢
[00:16:15.440 --> 00:16:19.880]  這個我們叫行徹同心行徹的禱告
[00:16:19.880 --> 00:16:22.800]  同心行徹的禱告
[00:16:22.800 --> 00:16:25.120]  我們一起來看有三節的經文
[00:16:25.120 --> 00:16:28.680]  在一章的十四二十四和二十五節
[00:16:28.680 --> 00:16:31.320]  其實這個以後會再多些的出現
[00:16:31.320 --> 00:16:32.520]  大家會留意到
[00:16:32.520 --> 00:16:35.960]  它有一個形容叫同心合二行徹的禱告
[00:16:35.960 --> 00:16:38.080]  這個在使徒行傳裏面
[00:16:38.080 --> 00:16:40.280]  除了第一章出現第一次之外
[00:16:40.280 --> 00:16:43.760]  還有九次會繼續在使徒行傳出現
[00:16:43.760 --> 00:16:47.320]  而新約聖經裏面只是出現了十一次
[00:16:47.320 --> 00:16:49.920]  但有十次就是在使徒行傳裏面出現
[00:16:49.920 --> 00:16:52.320]  所以我想同心合二行徹的禱告
[00:16:52.320 --> 00:16:54.560]  就是神在初期教會裏面
[00:16:54.560 --> 00:16:55.680]  讓我們來到看見
[00:16:55.680 --> 00:16:58.680]  今日我們的教會同樣都要學習
[00:16:58.680 --> 00:17:01.320]  同樣都要同心合二行徹
[00:17:01.320 --> 00:17:03.520]  來對禱告仰望我們的神
[00:17:03.520 --> 00:17:04.880]  我們一起來讀完這幾節經文
[00:17:04.880 --> 00:17:07.200]  可以試圖在一章十四節
