
[00:00:00.000 --> 00:00:05.200]  我今天要談的天國的福音。
[00:01:33.520 --> 00:01:37.280]  他長大做什麼?
[00:01:37.280 --> 00:01:39.520]  所以在我們看的時候
[00:01:39.520 --> 00:01:40.520]  我們看一節經文
[00:01:40.520 --> 00:01:44.120]  那我們一起來看這個經文
[00:01:44.120 --> 00:01:46.120]  請大家一起來讀
[00:01:46.120 --> 00:01:50.240]  從那時候耶穌就傳奇到來
[00:01:50.240 --> 00:01:54.880]  說:天國盡了,你們應當悔改
[00:01:54.880 --> 00:01:56.880]  他講到的
[00:01:56.880 --> 00:01:58.400]  耶穌在三十歲的時候
[00:01:58.400 --> 00:02:01.840]  他出來到以色列各地裏面
[00:02:01.840 --> 00:02:04.520]  他傳遍講一個信息
[00:02:04.520 --> 00:02:06.040]  這個信息叫做什麼?
[00:02:06.040 --> 00:02:09.360]  天國的一個信息
[00:02:09.360 --> 00:02:11.120]  天國的信息
[00:02:11.120 --> 00:02:12.200]  天國是什麼?
[00:02:12.200 --> 00:02:16.240]  天國就是神的國度
[00:02:16.240 --> 00:02:18.240]  什麼叫神的國度?
[00:02:18.240 --> 00:02:21.440]  今天如果我們看到聖經
[00:02:21.440 --> 00:02:24.720]  聖經這麼厚
[00:02:24.720 --> 00:02:27.000]  我沒有辦法讀完
[00:02:27.000 --> 00:02:29.280]  我也沒有辦法明白
[00:02:29.280 --> 00:02:33.920]  其實我們沒有辦法完全的去明白
[00:02:33.920 --> 00:02:37.120]  我也沒有辦法完全的去解釋
[00:02:37.120 --> 00:02:40.120]  可是聖經有一個主題的
[00:02:40.120 --> 00:02:41.200]  那個主題是什麼?
[00:02:41.200 --> 00:02:42.280]  整個聖經裏面
[00:02:42.280 --> 00:02:46.000]  從舊頁到新頁六四六卷書
[00:02:46.000 --> 00:02:48.240]  有一個主題你只需要知道的
[00:02:48.240 --> 00:02:49.400]  就是什麼?
[00:02:49.400 --> 00:02:52.640]  就是神的國度
[00:02:52.640 --> 00:02:54.240]  所以不需要告訴我
[00:02:54.240 --> 00:02:55.320]  牧師我不知道
[00:02:55.320 --> 00:02:56.600]  我沒有讀完聖經
[00:02:56.600 --> 00:02:58.480]  我不可以受洗
[00:02:58.480 --> 00:02:59.480]  我不可以信主
[00:02:59.480 --> 00:03:00.920]  不需要了
[00:03:00.920 --> 00:03:02.720]  因爲你只需要知道什麼?
[00:03:02.720 --> 00:03:05.520]  整個串插了要告訴我們一樣東西
[00:03:05.520 --> 00:03:07.400]  就是神的國度
[00:03:07.400 --> 00:03:09.960]  有主題的
[00:03:09.960 --> 00:03:10.880]  我老大
[00:03:10.880 --> 00:03:13.360]  昨天跟我老大去
[00:03:13.360 --> 00:03:15.480]  去shopping center
[00:03:15.480 --> 00:03:17.920]  我們一到武寧
[00:03:17.920 --> 00:03:18.960]  我們去shopping center
[00:03:18.960 --> 00:03:21.120]  然後我們回去我們一面談
[00:03:21.120 --> 00:03:25.800]  我老大在西奧大學讀心理學
[00:03:25.800 --> 00:03:27.720]  然後他就跟我分享
[00:03:27.720 --> 00:03:31.320]  他說在心理學裏面
[00:03:31.320 --> 00:03:32.440]  我說你讀完這個
[00:03:32.440 --> 00:03:34.040]  他明年半年完之後就完了
[00:03:34.040 --> 00:03:37.600]  完之後他就要去讀Honor
[00:03:37.600 --> 00:03:39.040]  我說你Honor要讀什麼?
[00:03:39.040 --> 00:03:40.520]  難道要繼續嗎?
[00:03:40.520 --> 00:03:44.720]  他說Honor我就要找一個專題了
[00:03:44.720 --> 00:03:46.680]  專題來去研究了
[00:03:46.680 --> 00:03:48.680]  然後我說那你要讀什麼?
[00:03:48.680 --> 00:03:50.160]  他說今年他學什麼?
[00:03:50.160 --> 00:03:52.480]  他學兒童的心理學
[00:03:52.480 --> 00:03:56.120]  今年他也學了老人家的心理學
[00:03:56.120 --> 00:03:58.280]  我說你糟了
[00:03:58.280 --> 00:04:00.760]  第一你不喜歡孩子、兒童
[00:04:00.760 --> 00:04:03.880]  第二你對老人家也沒興趣
[00:04:03.880 --> 00:04:06.400]  我不知道你要讀什麼的心理學
[00:04:06.400 --> 00:04:09.760]  我說最好你讀老人家心理學
[00:04:09.760 --> 00:04:12.680]  因爲有一天你爸爸媽媽也會有抑鬱症
[00:04:12.680 --> 00:04:16.600]  需要你來輔導輔導
[00:04:16.600 --> 00:04:18.920]  當然這個開玩笑
[00:04:18.920 --> 00:04:21.240]  所以我知道他所讀的心理學
[00:04:21.240 --> 00:04:22.680]  一定有一個
[00:04:22.680 --> 00:04:23.920]  雖然他常告訴我
[00:04:23.920 --> 00:04:26.480]  爸我很忙,我需要讀
[00:04:26.480 --> 00:04:28.160]  每次考試他很緊張
[00:04:28.160 --> 00:04:29.920]  他說我很多東西要讀
[00:04:29.920 --> 00:04:32.840]  可是每次讀的時候都有一些主題
[00:04:32.840 --> 00:04:37.160]  他需要去學,需要去知道的
[00:04:37.160 --> 00:04:38.240]  聖經也一樣了
[00:04:38.240 --> 00:04:39.840]  聖經的一個主題
[00:04:39.840 --> 00:04:42.360]  一直要顯出的一個明顯的主題
[00:04:42.360 --> 00:04:45.520]  就是神的國度
[00:04:45.520 --> 00:04:47.080]  所以耶穌爲什麼要來?
[00:04:47.080 --> 00:04:49.080]  耶穌降生來
[00:04:49.080 --> 00:04:50.240]  或者耶穌以後
[00:04:50.240 --> 00:04:53.480]  祂要爲我們釘死在十字架上
[00:04:53.480 --> 00:04:56.480]  神之復活、昇天
[00:04:56.480 --> 00:05:00.480]  神之我們知道耶穌第二次會再來
[00:05:00.480 --> 00:05:06.240]  都是爲了要建立這個國度
[00:05:06.240 --> 00:05:08.360]  所以耶穌來的目的是什麼?
[00:05:08.360 --> 00:05:10.080]  耶穌來的目的
[00:05:10.080 --> 00:05:14.000]  就是要傳揚告訴我們這個國度
[00:05:14.000 --> 00:05:15.520]  耶穌要告訴我們
[00:05:15.520 --> 00:05:19.080]  祂就是那一位要成就國度的那一位
[00:05:19.080 --> 00:05:22.800]  Messiah,那位救主
[00:05:22.800 --> 00:05:29.680]  所以今天
[00:05:29.680 --> 00:05:32.720]  當我們要談
[00:05:32.720 --> 00:05:34.920]  他回想到耶穌來的時候
[00:05:34.920 --> 00:05:37.840]  我們想到聖誕節意義是什麼?
[00:05:37.840 --> 00:05:39.240]  我們一定要少不了的
[00:05:39.240 --> 00:05:42.040]  我們要明白神的國度
[00:05:42.040 --> 00:05:43.840]  那我簡單地講
[00:05:43.840 --> 00:05:48.040]  我可以講神的國度到底是什麼?
[00:05:48.040 --> 00:05:51.000]  其實神的國度有兩種含義
[00:05:51.000 --> 00:05:53.880]  第一含義從狹義來看
[00:05:53.880 --> 00:05:55.840]  是我們相信
[00:05:55.840 --> 00:05:57.720]  我們也知道在兩千年
[00:05:57.720 --> 00:06:00.000]  耶穌已經降生了
[00:06:00.000 --> 00:06:02.360]  然後釘死在十字架上
[00:06:02.360 --> 00:06:05.800]  然後復活、昇天了
[00:06:05.800 --> 00:06:08.480]  這是已經過去的事情了
[00:06:08.480 --> 00:06:11.360]  可是還有一樣事情還沒有完成的
[00:06:11.360 --> 00:06:15.080]  是什麼? 耶穌再來
[00:06:15.080 --> 00:06:17.160]  所以從狹義來看
[00:06:17.160 --> 00:06:18.800]  神的國度就是說
[00:06:18.800 --> 00:06:20.200]  耶穌會再來
[00:06:20.200 --> 00:06:24.840]  耶穌來的時候就是這個國度的降臨
[00:06:24.840 --> 00:06:27.520]  我們叫做Messiah的國度
[00:06:27.520 --> 00:06:29.720]  或者我們叫救主的國度
[00:06:29.720 --> 00:06:32.240]  當耶穌再來的時候
[00:06:32.240 --> 00:06:35.120]  我們常說爲什麼現在
[00:06:35.120 --> 00:06:39.880]  神不消除那些恐怖分子
[00:06:39.880 --> 00:06:42.680]  神爲什麼讓世界這麼多苦難
[00:06:42.680 --> 00:06:45.480]  神爲什麼要在這世界
[00:06:45.480 --> 00:06:50.080]  充滿了這麼多罪惡
[00:06:50.080 --> 00:06:56.720]  這些東西遲早都會被消除的
[00:06:56.720 --> 00:06:59.080]  不是不報
[00:06:59.080 --> 00:07:02.000]  是時候未到
[00:07:02.000 --> 00:07:03.200]  什麼時候到呢?
[00:07:03.200 --> 00:07:06.080]  那就是耶穌進入第二次再來的時候
[00:07:06.080 --> 00:07:08.520]  這些撒旦魔鬼就要被消除
[00:07:08.520 --> 00:07:10.160]  罪惡就要被消除
[00:07:10.160 --> 00:07:13.360]  撒旦魔鬼要在神的面前受審判
[00:07:13.360 --> 00:07:16.400]  那時候在地上所建立的就是
[00:07:16.400 --> 00:07:19.000]  神完全的一個國度
[00:07:19.000 --> 00:07:23.040]  就地上那個時候是神所掌管的
[00:07:23.040 --> 00:07:24.760]  既然是神所掌管的
[00:07:24.760 --> 00:07:26.800]  當然罪惡會被消除
[00:07:26.800 --> 00:07:32.960]  魔鬼、撒旦都沒有辦法做什麼事情了
[00:07:32.960 --> 00:07:35.120]  那是從狹義來看
[00:07:35.120 --> 00:07:36.360]  第二種含義是什麼?
[00:07:36.360 --> 00:07:38.360]  我們從廣義來看
[00:07:38.360 --> 00:07:43.400]  就是神的主權在哪一個地方?
[00:07:43.400 --> 00:07:46.560]  哪一個地方就是神的國度
[00:07:46.560 --> 00:07:48.120]  我再說
[00:07:48.120 --> 00:07:50.920]  神的主權在哪一個地方?
[00:07:50.920 --> 00:07:55.760]  哪一個地方就是神的國度
[00:07:55.760 --> 00:07:57.440]  換句話說
[00:07:57.440 --> 00:08:03.960]  如果神的主權在教會
[00:08:03.960 --> 00:08:07.080]  教會就是神的國度
[00:08:07.080 --> 00:08:11.640]  如果神的主權在我們的家
[00:08:11.640 --> 00:08:15.000]  我們的家就是神的國度
[00:08:15.000 --> 00:08:20.040]  如果神的主權在我們的職場裏面
[00:08:20.040 --> 00:08:24.360]  那個職場就是神的國度
[00:08:24.360 --> 00:08:25.760]  明白嗎?
[00:08:25.760 --> 00:08:30.560]  所以神的國度
[00:08:30.560 --> 00:08:31.440]  既然我們說
[00:08:31.440 --> 00:08:36.040]  怎樣讓神的主權、神的旨意
[00:08:36.040 --> 00:08:39.520]  在我們的家、在我們的教會
[00:08:39.520 --> 00:08:42.000]  或是在我們的職場呢?
[00:08:42.000 --> 00:08:46.280]  那就是如果我們願意地
[00:08:46.280 --> 00:08:47.680]  尊崇這位主
[00:08:47.680 --> 00:08:50.040]  我們願意把神放在第一位
[00:08:50.040 --> 00:08:51.640]  我們生命的第一位的時候
[00:08:51.640 --> 00:08:55.480]  我們說教會以主爲首
[00:08:55.480 --> 00:08:59.760]  如果我們說我們家庭以基督爲我們的一家之主
[00:08:59.760 --> 00:09:01.400]  如果我們把我們的職場
[00:09:01.400 --> 00:09:04.080]  我們的一切交託給神的時候
[00:09:04.080 --> 00:09:06.400]  我們就會經歷到說
[00:09:06.400 --> 00:09:09.920]  原來神就在我們當中
[00:09:09.920 --> 00:09:13.960]  我們就會經歷到原來神的國度
[00:09:13.960 --> 00:09:17.720]  神的完全就在我們當中
[00:09:17.720 --> 00:09:18.720]  所以我們說
[00:09:18.720 --> 00:09:22.960]  神的國度不只是將來
[00:09:22.960 --> 00:09:25.560]  彌賽亞耶穌要來的那個時候
[00:09:25.560 --> 00:09:27.080]  更是今天
[00:09:27.080 --> 00:09:32.400]  是現在我們可以經歷到神的國度
[00:09:32.400 --> 00:09:33.600]  換句話說
[00:09:33.600 --> 00:09:39.200]  你可以經歷到神的統戰
[00:09:39.200 --> 00:09:42.360]  親愛的弟兄姐妹
[00:09:42.360 --> 00:09:47.240]  耶穌也做過這樣的一個教導
[00:09:47.240 --> 00:09:50.320]  有一次法利塞人問耶穌說
[00:09:50.320 --> 00:09:53.720]  神的國何時要來?
[00:09:53.720 --> 00:09:55.480]  說神的國何時要來?
[00:09:55.480 --> 00:09:57.560]  耶穌回答得很簡單
[00:09:57.560 --> 00:10:03.760]  耶穌說其實神的國就在你們中間
[00:10:03.760 --> 00:10:04.560]  意思是說
[00:10:04.560 --> 00:10:07.040]  如果我們願意順服神
[00:10:07.040 --> 00:10:09.200]  如果我們願意接受神
[00:10:09.200 --> 00:10:13.360]  如果我們把我們的權柄交給神的話
[00:10:13.360 --> 00:10:15.080]  神就在我們中間
[00:10:15.080 --> 00:10:18.080]  神的國度就在我們中間
[00:10:18.080 --> 00:10:21.120]  這是我們可以經歷到的
[00:10:21.120 --> 00:10:23.400]  所以耶穌在主導文裏面說
[00:10:23.400 --> 00:10:25.400]  耶你的國度降臨
[00:10:25.400 --> 00:10:31.160]  耶你的旨意形在地上如同形在天上
[00:10:31.160 --> 00:10:35.600]  就這樣形在地上如同形在天上
[00:10:35.600 --> 00:10:38.560]  所以神的國不是將來的
[00:10:38.560 --> 00:10:42.840]  更是現在的
[00:10:42.840 --> 00:10:45.560]  《哥羅西書》第三章保羅說
[00:10:45.560 --> 00:10:48.200]  只要思念天上的事
[00:10:48.200 --> 00:10:51.600]  不要思念地上的事
[00:10:51.600 --> 00:10:53.680]  有時候我們真的很不明白
[00:10:53.680 --> 00:10:58.000]  保羅告訴我們思念天上的事
[00:10:58.000 --> 00:10:59.840]  甚至
[00:10:59.840 --> 00:11:02.080]  廣東話叫"拗頭"
[00:11:02.080 --> 00:11:05.120]  我們甚至要
[00:11:05.120 --> 00:11:10.240]  難道保羅告訴我不思人間焰火嗎?
[00:11:10.240 --> 00:11:14.240]  難道我們不可以歡樂玩嗎?
[00:11:14.240 --> 00:11:17.720]  難道我們不可以
[00:11:17.720 --> 00:11:20.160]  一定要
[00:11:20.160 --> 00:11:23.760]  一直想着天上,因爲我們講的天上都是雲
[00:11:23.760 --> 00:11:26.120]  我們講的天上都是什麼?
[00:11:26.120 --> 00:11:28.080]  有什麼?
[00:11:28.080 --> 00:11:31.320]  有什麼?
[00:11:31.320 --> 00:11:35.120]  都是很修道士的方式,對不對?
[00:11:35.120 --> 00:11:39.720]  我們會想到這樣縹緲的東西
[00:11:39.720 --> 00:11:44.000]  好像保羅告訴我們要過這樣的生活
[00:11:44.000 --> 00:11:48.240]  可是如果你注意一下
[00:11:48.240 --> 00:11:50.520]  《哥羅西書》第三章保羅說的
[00:11:50.520 --> 00:11:52.240]  保羅接下來解釋的
[00:11:52.240 --> 00:11:54.440]  爲何我們要思念天上的事
[00:11:54.440 --> 00:11:56.240]  他說
[00:11:56.240 --> 00:11:58.920]  就是要我們彼此饒恕
[00:11:58.920 --> 00:12:00.480]  我們要彼此順服
[00:12:00.480 --> 00:12:02.520]  我們凡事謝恩
[00:12:02.520 --> 00:12:07.280]  這是非常地上的事
[00:12:07.280 --> 00:12:09.160]  意思是說
[00:12:09.160 --> 00:12:12.080]  我們思想天上的事的時候
[00:12:12.080 --> 00:12:14.120]  我們在地上的生活
[00:12:14.120 --> 00:12:16.640]  天上的事情應該是什麼?
[00:12:16.640 --> 00:12:18.720]  應該是彼此順服的,對不對?
[00:12:18.720 --> 00:12:21.120]  天上的事應該是什麼?
[00:12:21.120 --> 00:12:23.760]  應該是彼此寬恕的,對不對?
[00:12:23.760 --> 00:12:27.680]  天上的事應該是
[00:12:27.680 --> 00:12:29.400]  有一個敬拜
[00:12:29.400 --> 00:12:31.960]  有一個感恩的生活
[00:12:31.960 --> 00:12:33.680]  當我們思念這樣的生活的時候
[00:12:33.680 --> 00:12:38.280]  我們在地上其實就是應該是這樣的生活
[00:12:38.280 --> 00:12:39.560]  這就是說
[00:12:39.560 --> 00:12:42.440]  現在我們是可以經歷到
[00:12:42.440 --> 00:12:48.680]  過着神國度在我們當中的生活
[00:12:48.680 --> 00:12:52.800]  所以我們每一天這樣的生活
[00:12:52.800 --> 00:12:57.480]  就能夠反映我們是否有活在神的旨意裏面
[00:12:57.480 --> 00:12:59.760]  我們每天這樣的生活
[00:12:59.760 --> 00:13:02.480]  就能夠反映我們是否有
[00:13:02.480 --> 00:13:07.560]  把我們主權交給神
[00:13:07.560 --> 00:13:11.560]  所以你要問你過的是怎樣的生活
[00:13:11.560 --> 00:13:14.400]  可是很多人都沒有經歷
[00:13:14.400 --> 00:13:18.600]  神國度在他當中,在他生活當中
[00:13:18.600 --> 00:13:22.560]  因爲人只懂得生存,不懂得生活
[00:13:22.560 --> 00:13:28.040]  我再說,人只懂得生存,不懂得生活
[00:13:28.040 --> 00:13:29.600]  什麼叫做生存?
[00:13:29.600 --> 00:13:33.760]  看過一個美國做了一個片很久了
[00:13:33.760 --> 00:13:35.480]  現在澳洲也有這樣一個
[00:13:35.480 --> 00:13:40.320]  一個有點像競爭,叫做Survivor
[00:13:40.320 --> 00:13:43.480]  看過Survivor這個,有沒有?
[00:13:43.480 --> 00:13:45.720]  沒有看過嗎?
[00:13:45.720 --> 00:13:48.040]  沒有看過Survivor
[00:13:48.040 --> 00:13:51.840]  怎樣的戲,告訴我
[00:13:51.840 --> 00:13:57.640]  Survivor是怎樣的?
[00:13:57.640 --> 00:14:07.800]  對,他有十多個人到環島上
[00:14:07.800 --> 00:14:09.400]  在環島上的時候
[00:14:09.400 --> 00:14:11.400]  他們就要懂得
[00:14:11.400 --> 00:14:13.120]  在環島上他們要找食物
[00:14:13.120 --> 00:14:15.800]  他們要怎樣的去競爭
[00:14:15.800 --> 00:14:20.480]  然後到最後一個他就拿到多少錢?
[00:14:20.480 --> 00:14:27.800]  好像是美金十萬
[00:14:27.800 --> 00:14:29.840]  所以,不過你要看到
[00:14:29.840 --> 00:14:32.560]  當這十多個在那環島上的時候
[00:14:32.560 --> 00:14:34.360]  他們過的怎樣的生活
[00:14:34.360 --> 00:14:35.560]  他們過的時候
[00:14:35.560 --> 00:14:40.160]  因爲我把Survivor翻譯成適者生存
[00:14:40.160 --> 00:14:42.160]  就是說,我爲了要生存
[00:14:42.160 --> 00:14:44.040]  我不但要適合這個環境
[00:14:44.040 --> 00:14:46.800]  我要適合這些人的關係
[00:14:46.800 --> 00:14:48.800]  他們會拉一些小圈子
[00:14:48.800 --> 00:14:50.600]  然後把一些人擠出去
[00:14:50.600 --> 00:14:52.360]  因爲每一次他們就要把
[00:14:52.360 --> 00:14:55.320]  一個一個要把他淘汰出去
[00:14:55.320 --> 00:14:56.920]  一個一個要把他淘汰出去
[00:14:56.920 --> 00:14:59.680]  所以他們要擠,你爭我奪
[00:14:59.680 --> 00:15:02.640]  其實有時你不知道當中誰是我的朋友
[00:15:02.640 --> 00:15:04.160]  誰是我的敵人
[00:15:04.160 --> 00:15:06.160]  因爲每一個人爲了生存
[00:15:06.160 --> 00:15:09.400]  爲了拿到那個最後的那個生存者的話
[00:15:09.400 --> 00:15:11.640]  最後那Survivor他就什麼
[00:15:11.640 --> 00:15:13.960]  他一定要這樣做
[00:15:13.960 --> 00:15:18.680]  其實這部Survivor
[00:15:18.680 --> 00:15:21.120]  我覺得它有很好的一個反映性
[00:15:21.120 --> 00:15:23.320]  在我們的社會和生活裏面
[00:15:23.320 --> 00:15:26.440]  其實在人的社會里面就是這樣
[00:15:26.440 --> 00:15:28.080]  人爲了那生活的時候
[00:15:28.080 --> 00:15:30.400]  其實我們明爭暗鬥的
[00:15:30.400 --> 00:15:34.680]  人爲了爲什麼
[00:15:34.680 --> 00:15:37.400]  爲了自己的既得利益的時候
[00:15:37.400 --> 00:15:39.760]  有時還需要搞小圈子
[00:15:39.760 --> 00:15:41.480]  然後這小圈子裏面搞搞的時候
[00:15:41.480 --> 00:15:43.000]  就要更小圈子
[00:15:43.000 --> 00:15:44.440]  然後更小的圈子
[00:15:44.440 --> 00:15:45.720]  到最後什麼
[00:15:45.720 --> 00:15:49.200]  每個人都覺得很孤單很孤獨
[00:15:49.200 --> 00:15:52.240]  因爲爲什麼我爲了要生存
[00:15:52.240 --> 00:15:58.560]  他們有生存的這樣的一個做得到生存
[00:15:58.560 --> 00:16:01.840]  可是他們卻沒有生活
[00:16:01.840 --> 00:16:03.640]  我說什麼叫做生活
[00:16:03.640 --> 00:16:06.480]  生活就是說其實我們裏面
[00:16:06.480 --> 00:16:08.360]  我們還有種情感
[00:16:08.360 --> 00:16:11.200]  其實我們裏面還有種關係
[00:16:11.200 --> 00:16:12.560]  家庭的關係
[00:16:12.560 --> 00:16:14.760]  親友的關係
[00:16:14.760 --> 00:16:18.360]  朋友的真正的那個關係
[00:16:18.360 --> 00:16:20.160]  可是人爲了生存
[00:16:20.160 --> 00:16:26.200]  他寧願犧牲了跟人的關係
[00:16:26.200 --> 00:16:28.720]  人爲了自己的利益
[00:16:28.720 --> 00:16:37.120]  其實是寧願的去批鬥其他的人
[00:16:37.120 --> 00:16:39.680]  可是神的旨意
[00:16:39.680 --> 00:16:43.640]  神的心意並不是只是要我們生存而已
[00:16:43.640 --> 00:16:46.440]  神更要我們學習怎樣生活
[00:16:46.440 --> 00:16:49.280]  剛開始當神創造人的時候
[00:16:49.280 --> 00:16:50.960]  神創造了亞當
[00:16:50.960 --> 00:16:52.560]  然後他創造亞當之後
[00:16:52.560 --> 00:16:59.960]  他說這人獨居不好
[00:16:59.960 --> 00:17:04.160]  然後他就爲他造了另外一個配偶
[00:17:04.160 --> 00:17:07.120]  西奧巴
[00:17:07.120 --> 00:17:11.040]  意思是神知道人需要伴侶
[00:17:11.040 --> 00:17:13.720]  人需要關係
[00:17:13.720 --> 00:17:16.240]  而且是一個很美好的關係
[00:17:16.240 --> 00:17:18.440]  人是需要關係的
[00:17:18.440 --> 00:17:20.080]  這就是生活
[00:17:20.080 --> 00:17:21.920]  亞當不單單是要生存
[00:17:21.920 --> 00:17:27.320]  亞當還是需要一種情感的生活
[00:17:27.320 --> 00:17:32.080]  所以求神來幫助我們
[00:17:32.080 --> 00:17:34.880]  只要我們願意在我們的生活當中
[00:17:34.880 --> 00:17:37.040]  我們尊崇神
[00:17:37.040 --> 00:17:38.840]  只要我們在我們生活當中
[00:17:38.840 --> 00:17:42.440]  我們讓神的旨意在我們當中成就的時候
[00:17:42.440 --> 00:17:45.160]  我們會經歷到神的國度
[00:17:45.160 --> 00:17:48.320]  就降臨在我們的生活當中
[00:17:48.320 --> 00:17:50.800]  我們才能真正的去享受
[00:17:50.800 --> 00:17:52.320]  什麼叫做幸福
[00:17:52.320 --> 00:17:54.120]  我們常說幸福
[00:17:54.120 --> 00:17:56.600]  祝你幸福
[00:17:56.600 --> 00:17:58.680]  我們只是會生存的時候
[00:17:58.680 --> 00:17:59.960]  不懂得生活的時候
[00:17:59.960 --> 00:18:03.000]  沒有什麼幸福可言
[00:18:03.000 --> 00:18:05.200]  所以只有當我們真正的
[00:18:05.200 --> 00:18:06.520]  讓神在我們當中
[00:18:06.520 --> 00:18:07.920]  神的國度降臨的時候
[00:18:07.920 --> 00:18:09.480]  我們才能真正享受
[00:18:09.480 --> 00:18:13.960]  生活的實質和舒適
[00:18:13.960 --> 00:18:18.120]  所以求神讓我們有明內的一個心
[00:18:18.120 --> 00:18:20.880]  當我們每天讓神的國降臨
[00:18:20.880 --> 00:18:26.240]  當我們每天都讓神在我們當中做王
[00:18:26.240 --> 00:18:31.120]  讓祂的旨意在我們的當中來成全
[00:18:31.120 --> 00:18:33.200]  以至於我們生活有真正的
[00:18:33.200 --> 00:18:35.280]  我們所謂的幸福
[00:18:35.280 --> 00:18:43.880]  我們所謂的實質和舒適
[00:18:43.880 --> 00:18:51.840]  親愛的弟兄姐妹們
[00:18:51.840 --> 00:18:54.080]  朋友們
[00:18:54.080 --> 00:18:57.960]  我不懂你們現在的生活是怎樣
[00:18:57.960 --> 00:19:01.440]  我們盼望我們在這個世界上
[00:19:01.440 --> 00:19:03.640]  世上沒有多少年
[00:19:03.640 --> 00:19:04.760]  我們不懂多少年
[00:19:04.760 --> 00:19:09.520]  我相信
[00:19:09.520 --> 00:19:10.360]  一百年後
[00:19:10.360 --> 00:19:15.640]  我們在我們當中沒有一個人是在這裏的
[00:19:15.640 --> 00:19:17.840]  有些人知道他的日期要到了
[00:19:17.840 --> 00:19:19.360]  如果他是得到
[00:19:19.360 --> 00:19:20.920]  醫生告訴他你剩下幾年
[00:19:20.920 --> 00:19:23.480]  有些人他不知道
[00:19:23.480 --> 00:19:27.520]  可是我們知道我們每個人的日期就會到了
[00:19:27.520 --> 00:19:28.600]  可是更重要的是
[00:19:28.600 --> 00:19:30.400]  在還沒有到之前的時候
[00:19:30.400 --> 00:19:35.800]  你是否你在幾十年生活裏面
[00:19:35.800 --> 00:19:40.960]  你是活着空虛嗎 孤獨嗎
[00:19:40.960 --> 00:19:44.720]  還是你覺得你活在一個很有實質
[00:19:44.720 --> 00:19:53.400]  和有關係的一個生活裏面
[00:19:53.400 --> 00:19:57.080]  其實我不喜歡拍照了
[00:19:57.080 --> 00:19:59.200]  我覺得我拍照很醜
[00:19:59.200 --> 00:20:02.360]  我每次師母跟我出去的時候
[00:20:02.360 --> 00:20:05.480]  我們帶着一個自拍的
[00:20:05.480 --> 00:20:08.840]  師母每次說我們拿自拍的時候
[00:20:08.840 --> 00:20:10.080]  這自拍也不是很好
[00:20:10.080 --> 00:20:10.720]  我們拍
[00:20:10.720 --> 00:20:11.680]  我說不要拍
[00:20:11.680 --> 00:20:13.440]  別人拍了好像頭大大
[00:20:13.440 --> 00:20:15.560]  我們又不會拿
[00:20:15.560 --> 00:20:16.920]  可是師母講了一句話
[00:20:16.920 --> 00:20:19.120]  師母說
[00:20:19.120 --> 00:20:19.680]  你知道嗎
[00:20:19.680 --> 00:20:21.120]  我們需要拍照
[00:20:21.120 --> 00:20:22.080]  因爲不然的話
[00:20:22.080 --> 00:20:24.440]  我們有一天我們
[00:20:24.440 --> 00:20:25.320]  傷你的話
