
[00:00:00.000 --> 00:00:04.040]  今天的題目是「勇闖高峰」
[00:02:51.320 --> 00:02:57.400]  她在世界短池游泳錦標賽拿了兩金一銅
[00:02:57.400 --> 00:02:59.040]  真的很厲害
[00:02:59.040 --> 00:03:00.080]  不僅如此
[00:03:00.080 --> 00:03:05.000]  還破了200米自由泳的世界紀錄
[00:03:05.000 --> 00:03:08.040]  現在是世界紀錄保持者
[00:03:08.040 --> 00:03:13.720]  她當然是今屆世錦賽的最佳女泳手
[00:03:13.720 --> 00:03:16.840]  真正成為了世一
[00:03:16.840 --> 00:03:23.520]  這兩個令香港人既興奮又感到驕傲的年輕人
[00:03:23.520 --> 00:03:28.960]  他們真的一個高峰又一個高峰地闖下去
[00:03:28.960 --> 00:03:30.840]  不過我想大家想想
[00:03:30.840 --> 00:03:33.440]  無論是珠穆朗瑪峰
[00:03:33.440 --> 00:03:37.360]  或者世界紀錄的運動健將
[00:03:37.360 --> 00:03:41.760]  他們都需要很長時間去得到今天的成果
[00:03:41.760 --> 00:03:45.080]  不過還是有限期
[00:03:45.080 --> 00:03:48.160]  當人漸漸去成長
[00:03:48.160 --> 00:03:51.840]  年紀漸漸大的時候
[00:03:51.840 --> 00:03:54.120]  體能始終都會倒退
[00:03:54.120 --> 00:03:58.480]  很難去回年輕時候的巔峰狀態
[00:03:58.480 --> 00:04:01.800]  不過我們今天說的是肅寧的高峰
[00:04:01.800 --> 00:04:05.040]  相信就不會受到時間的限制
[00:04:05.040 --> 00:04:07.320]  只要大家願意去馴服
[00:04:07.320 --> 00:04:09.400]  可以一直這樣走下去
[00:04:09.400 --> 00:04:14.000]  正所謂「高處未算高」
[00:04:14.000 --> 00:04:18.120]  今天我們會繼續看《撒慕爾記》七章三至十七節
[00:04:18.120 --> 00:04:21.120]  讓我們一起去學習三個功課
[00:04:21.120 --> 00:04:24.480]  即使在很困難的環境當中
[00:04:24.480 --> 00:04:27.480]  上帝仍然可以帶領我們
[00:04:27.480 --> 00:04:30.920]  在肅寧生命的旅程上
[00:04:30.920 --> 00:04:32.560]  勇闖高峰
[00:04:32.560 --> 00:04:33.880]  好不好?
[00:04:33.880 --> 00:04:37.440]  先說一下一些背景
[00:04:37.440 --> 00:04:38.960]  大家不知道是否記得
[00:04:38.960 --> 00:04:41.520]  上星期陳牧師帶我們看了
[00:04:41.520 --> 00:04:45.040]  以色列人和菲律賓人打仗
[00:04:45.040 --> 00:04:46.840]  自拔自毀
[00:04:46.840 --> 00:04:49.240]  兩場戰役慘敗
[00:04:49.240 --> 00:04:52.920]  一共死了三萬四千人
[00:04:52.920 --> 00:04:57.880]  大祭司以利和他兩個兒子相繼死亡
[00:04:57.880 --> 00:04:59.360]  更慘
[00:04:59.360 --> 00:05:02.320]  藥櫃被人擄走了
[00:05:02.320 --> 00:05:04.480]  後來被拋來拋去
[00:05:04.480 --> 00:05:06.880]  最後去了基列耶林
[00:05:06.880 --> 00:05:09.760]  在那裏留了二十年
[00:05:09.760 --> 00:05:12.520]  不過還有一幕頗慘的
[00:05:12.520 --> 00:05:17.000]  就是我借用了陳牧師上星期這個很漂亮的圖表
[00:05:17.000 --> 00:05:19.920]  「自私拯救以色列民」
[00:05:19.920 --> 00:05:26.520]  這個循環似乎去到以利那裏就斷了
[00:05:26.520 --> 00:05:29.320]  這個都頗傷心
[00:05:29.320 --> 00:05:32.880]  那拯救的盼望去了哪裏呢?
[00:05:32.880 --> 00:05:34.840]  我想和大家重溫一下
[00:05:34.840 --> 00:05:39.080]  撒姆爾記上七章第二節的經文
[00:05:39.080 --> 00:05:45.360]  今天我選用的經文是在和合本修訂版那裏出來的
[00:05:45.360 --> 00:05:46.360]  我們一起讀好不好?
[00:05:46.360 --> 00:05:48.040]  一二三
[00:05:48.040 --> 00:05:52.560]  從藥櫃留在基列耶林的那天起
[00:05:52.560 --> 00:05:55.080]  經過了許多日子
[00:05:55.080 --> 00:05:56.760]  有二十年
[00:05:56.760 --> 00:06:02.080]  以色列全家都哀哭歸向耶和華
[00:06:02.080 --> 00:06:03.800]  大家有沒有留意
[00:06:03.800 --> 00:06:07.240]  以色列是全家哀哭
[00:06:07.240 --> 00:06:09.240]  為何會哀哭呢?
[00:06:09.240 --> 00:06:11.480]  其實背後就是在隱藏
[00:06:11.480 --> 00:06:17.760]  在表達以色列民長期活在菲利士人的壓迫底下
[00:06:17.760 --> 00:06:22.240]  不過上帝是否真的袖手旁觀不理他們呢?
[00:06:22.240 --> 00:06:24.320]  守約斯慈愛的上帝
[00:06:24.320 --> 00:06:28.280]  一早為他們預備了優質的領袖
[00:06:28.280 --> 00:06:30.760]  在七章的第三節
[00:06:30.760 --> 00:06:33.680]  撒姆爾就再度出場了
[00:06:33.680 --> 00:06:35.200]  撒姆爾再度出場的時候
[00:06:35.200 --> 00:06:37.000]  他已經是一個成年人了
[00:06:37.000 --> 00:06:38.760]  並且繼以利之後
[00:06:38.760 --> 00:06:42.680]  成為了以色列的先知和祭司
[00:06:42.680 --> 00:06:44.480]  去到第七章
[00:06:44.480 --> 00:06:46.320]  聖經很明顯地說
[00:06:46.320 --> 00:06:52.120]  上帝又選定了撒姆爾為以色列民的侍師
[00:06:52.120 --> 00:06:56.920]  真是集三叢積事於一身
[00:06:56.920 --> 00:06:59.640]  我們就在今天的講道中
[00:06:59.640 --> 00:07:05.640]  去看看究竟撒姆爾怎樣帶領以色列民走出困境
[00:07:05.640 --> 00:07:10.680]  並且為以色列民帶來一次屬靈的大復興
[00:07:10.680 --> 00:07:14.360]  恢復神選民的身份
[00:07:14.360 --> 00:07:20.800]  可以說是以色列歷史上一次很重要的宗教改革
[00:07:20.800 --> 00:07:23.720]  要恢復神選民的身份
[00:07:23.720 --> 00:07:27.440]  撒姆爾首先要以色列民做一件事
[00:07:27.440 --> 00:07:33.360]  就是重新認定耶和華上帝是獨一的真神
[00:07:33.360 --> 00:07:36.360]  所以第一點我想跟大家分享的是
[00:07:36.360 --> 00:07:39.160]  根定祂獨一的主
[00:07:39.160 --> 00:07:42.960]  我們先讀七章的第三至第四節
[00:07:42.960 --> 00:07:44.400]  我們一起讀
[00:07:44.400 --> 00:07:47.640]  撒姆爾對以色列全家說
[00:07:47.640 --> 00:07:51.680]  你們若全心回轉歸向耶和華
[00:07:51.680 --> 00:07:56.200]  就要從你們中間除掉外邦的神明
[00:07:56.200 --> 00:07:58.280]  和亞斯他祿
[00:07:58.280 --> 00:08:02.080]  預備你們的心歸向耶和華
[00:08:02.080 --> 00:08:04.280]  單單侍奉他
[00:08:04.280 --> 00:08:08.640]  他必救你們脫離非利士人的手
[00:08:08.640 --> 00:08:13.960]  以色列人就除掉出巴力和亞斯他祿
[00:08:13.960 --> 00:08:17.280]  單單侍奉他
[00:08:17.280 --> 00:08:19.400]  單單侍奉耶和華
[00:08:19.400 --> 00:08:21.720]  不好意思是我讀錯
[00:08:21.720 --> 00:08:24.640]  作為先知神的代言人
[00:08:24.640 --> 00:08:28.800]  撒姆爾第一件要提醒以色列人的是
[00:08:28.800 --> 00:08:33.960]  若你們真心歸向耶和華
[00:08:33.960 --> 00:08:40.280]  就要除掉外邦的神明
[00:08:40.280 --> 00:08:44.640]  單單侍奉真正的上帝
[00:08:44.640 --> 00:08:49.680]  單單侍奉耶和華
[00:08:49.680 --> 00:08:51.920]  巴力和亞斯他祿可以說是
[00:08:51.920 --> 00:08:54.960]  當時外邦的神明裡面
[00:08:54.960 --> 00:08:58.120]  男神和女神的代表
[00:08:58.120 --> 00:09:01.200]  大家還記不記得上個星期陳牧師說
[00:09:01.200 --> 00:09:04.560]  其實上帝已經在外邦人裡面
[00:09:04.560 --> 00:09:07.920]  清楚表明了他是獨一的真神
[00:09:07.920 --> 00:09:09.520]  不過去到第七章
[00:09:09.520 --> 00:09:12.280]  上帝要他的子民走出來
[00:09:12.280 --> 00:09:15.120]  要他們走出來認定上帝
[00:09:15.120 --> 00:09:16.480]  跟定他
[00:09:16.480 --> 00:09:18.080]  所以第一點
[00:09:18.080 --> 00:09:23.560]  撒姆爾要提醒以色列人的是除掉偶像
[00:09:23.560 --> 00:09:26.680]  跟定耶和華獨一的主
[00:09:26.680 --> 00:09:30.360]  以色列人有沒有聽話呢
[00:09:30.360 --> 00:09:32.160]  今次的經文提醒我們
[00:09:32.160 --> 00:09:33.680]  有呀
[00:09:33.680 --> 00:09:38.080]  以色列人真的知道這是唯一的拯救
[00:09:38.080 --> 00:09:43.880]  所以他們就除掉朱巴力和亞斯他祿
[00:09:43.880 --> 00:09:47.040]  單單侍奉耶和華
[00:09:47.040 --> 00:09:49.840]  今次他們真的選好了行車線
[00:09:49.840 --> 00:09:52.120]  他們不亂來
[00:09:52.120 --> 00:09:53.440]  真的
[00:09:53.440 --> 00:09:56.200]  我們真的要選對行車線
[00:09:56.200 --> 00:09:58.240]  不要到處過線
[00:09:58.240 --> 00:10:01.160]  亂cut線很容易死人的
[00:10:01.160 --> 00:10:03.880]  我們經常看到的新聞都是
[00:10:03.880 --> 00:10:05.720]  到處遍來遍去
[00:10:05.720 --> 00:10:10.880]  結果就是車毀人亡
[00:10:10.880 --> 00:10:13.160]  所以大家真的要很小心
[00:10:13.160 --> 00:10:17.240]  選對了行車線就走上去
[00:10:17.240 --> 00:10:19.080]  我認識一個街坊組員
[00:10:19.080 --> 00:10:22.800]  他信主大約三四年的時間
[00:10:22.800 --> 00:10:25.680]  他信主之前拜很多偶像告訴我
[00:10:25.680 --> 00:10:28.120]  什麼都拜非常迷信
[00:10:28.120 --> 00:10:29.280]  什麼節日
[00:10:29.280 --> 00:10:30.920]  是神都拜的
[00:10:30.920 --> 00:10:34.800]  小時候又契了給觀音
[00:10:34.800 --> 00:10:36.440]  不過很奇怪
[00:10:36.440 --> 00:10:37.960]  拜了這麼多年
[00:10:37.960 --> 00:10:40.520]  他說他仍然是家嘈屋閉
[00:10:40.520 --> 00:10:42.600]  完全沒有平安
[00:10:42.600 --> 00:10:46.080]  幾年前他有朋友帶他回教會
[00:10:46.080 --> 00:10:47.160]  覺得很有趣
[00:10:47.160 --> 00:10:49.600]  回到教會他覺得很平安
[00:10:49.600 --> 00:10:51.880]  唱詩歌其實他不懂
[00:10:51.880 --> 00:10:54.560]  但他覺得很舒服
[00:10:54.560 --> 00:10:56.520]  他就決定信耶穌
[00:10:56.520 --> 00:10:57.880]  信耶穌之後
[00:10:57.880 --> 00:11:00.000]  他拆了所有的偶像
[00:11:00.000 --> 00:11:02.120]  完全不再拜了
[00:11:02.120 --> 00:11:06.800]  不知為何心裏反而多了一份平安和喜樂
[00:11:06.800 --> 00:11:10.280]  最初他家人很反對他回教會
[00:11:10.280 --> 00:11:13.560]  慢慢現在不再反對他回教會了
[00:11:13.560 --> 00:11:14.480]  為什麼
[00:11:14.480 --> 00:11:17.280]  其實我真的相信他們看到
[00:11:17.280 --> 00:11:19.680]  姊妹生命的改變
[00:11:19.680 --> 00:11:21.400]  以前她丈夫罵她
[00:11:21.400 --> 00:11:23.160]  她說她會和他撐刀行
[00:11:23.160 --> 00:11:24.960]  就是對罵
[00:11:24.960 --> 00:11:26.760]  現在丈夫罵她
[00:11:26.760 --> 00:11:28.080]  她會忍的
[00:11:28.080 --> 00:11:29.240]  她會不出聲
[00:11:29.240 --> 00:11:30.800]  不還擊
[00:11:30.800 --> 00:11:33.560]  沒有疫情的時候
[00:11:33.560 --> 00:11:35.480]  她當然經常回教會
[00:11:35.480 --> 00:11:37.560]  很積極地參與
[00:11:37.560 --> 00:11:40.520]  有得侍奉她都會回來侍奉
[00:11:40.520 --> 00:11:43.160]  我每次見到她都笑容滿面
[00:11:43.160 --> 00:11:44.240]  還有一件事
[00:11:44.240 --> 00:11:47.000]  她常常都帶新朋友回來
[00:11:47.000 --> 00:11:48.240]  我就問她
[00:11:48.240 --> 00:11:52.240]  為什麼你這麼喜歡帶人回來教會
[00:11:52.240 --> 00:11:52.880]  她說
[00:11:52.880 --> 00:11:54.000]  嘩
[00:11:54.000 --> 00:11:57.120]  這個才是真正的上帝
[00:11:57.120 --> 00:12:00.440]  當然越多人認識越好
[00:12:00.440 --> 00:12:02.000]  我真的告訴你
[00:12:02.000 --> 00:12:04.640]  她真的結了很多生命的果子
[00:12:04.640 --> 00:12:07.400]  有很多她帶回來的朋友
[00:12:07.400 --> 00:12:09.840]  一樣決志信耶穌
[00:12:09.840 --> 00:12:12.240]  一樣在教會接受栽培
[00:12:12.240 --> 00:12:15.200]  一樣成為教會的小組組員
[00:12:15.200 --> 00:12:15.800]  嘩
[00:12:15.800 --> 00:12:17.920]  多漂亮的圖畫
[00:12:17.920 --> 00:12:21.880]  我又認識另外一位門徒
[00:12:21.880 --> 00:12:23.920]  她沒有拜有形的偶像
[00:12:23.920 --> 00:12:26.520]  不過在她生命裡面的工作
[00:12:26.520 --> 00:12:28.000]  永遠是她第一位
[00:12:28.000 --> 00:12:30.000]  永遠是最重要的事
[00:12:30.000 --> 00:12:32.720]  信主這麼多年都沒有變
[00:12:32.720 --> 00:12:34.560]  直到她參加門女
[00:12:34.560 --> 00:12:36.200]  疫情又爆發
[00:12:36.200 --> 00:12:38.200]  她不可以再像以前那樣
[00:12:38.200 --> 00:12:40.840]  一樣中港兩邊走了
[00:12:40.840 --> 00:12:42.160]  公司又要求
[00:12:42.160 --> 00:12:46.600]  你長住在內地裡面工作
[00:12:46.600 --> 00:12:49.040]  於是她就祈禱
[00:12:49.040 --> 00:12:51.320]  問上帝的心意
[00:12:51.320 --> 00:12:55.880]  最後她做了一個很重要的決定
[00:12:55.880 --> 00:12:57.560]  她決定辭去了
[00:12:57.560 --> 00:13:01.600]  做了很多年的高薪厚職
[00:13:01.600 --> 00:13:03.200]  職場的工作
[00:13:03.200 --> 00:13:07.000]  留下在香港照顧年老的母親
[00:13:07.000 --> 00:13:10.360]  並且繼續門女的學習
[00:13:10.360 --> 00:13:12.160]  一個很重要的決定
[00:13:12.160 --> 00:13:13.760]  因為她認定了
[00:13:13.760 --> 00:13:16.640]  上帝才是她生命的主
[00:13:16.640 --> 00:13:21.600]  她深信上帝會繼續帶領她前面的路
[00:13:21.600 --> 00:13:22.720]  弟兄姊妹
[00:13:22.720 --> 00:13:27.280]  不要以為我們不拜有形的偶像就可以
[00:13:27.280 --> 00:13:28.520]  我們真的要很小心
[00:13:28.520 --> 00:13:32.960]  我們生命裡面有沒有一些無形的偶像呢?
[00:13:32.960 --> 00:13:34.480]  就在年初的時候
[00:13:34.480 --> 00:13:35.920]  都叫做年初
[00:13:35.920 --> 00:13:38.160]  農曆年才剛剛過
[00:13:38.160 --> 00:13:40.360]  我們再一次反思一下
[00:13:40.360 --> 00:13:42.560]  有沒有一些東西在我們生命裡面
[00:13:42.560 --> 00:13:45.480]  比耶穌更加重要呢?
[00:13:45.480 --> 00:13:47.720]  可能那個是工作
[00:13:47.720 --> 00:13:49.840]  是你的成就
[00:13:49.840 --> 00:13:52.200]  人際關係
[00:13:52.200 --> 00:13:54.280]  甚至家裡的兒女
[00:13:54.280 --> 00:13:56.080]  家人
[00:13:56.080 --> 00:13:57.400]  很想說
[00:13:57.400 --> 00:14:00.480]  這些東西通常都是上帝給我們的禮物
[00:14:00.480 --> 00:14:02.400]  那些是好東西
[00:14:02.400 --> 00:14:05.040]  不過不要將上帝給我們的禮物
[00:14:05.040 --> 00:14:07.360]  變成了我們的偶像
[00:14:07.360 --> 00:14:10.560]  我們要珍惜上帝賜給我們的東西
[00:14:10.560 --> 00:14:12.360]  但我們要認定
[00:14:12.360 --> 00:14:14.920]  上帝才是我們獨一的主
[00:14:14.920 --> 00:14:16.400]  真正的依靠
[00:14:16.400 --> 00:14:19.360]  Amen?
[00:14:19.360 --> 00:14:20.360]  去到第二點
[00:14:20.360 --> 00:14:21.920]  我想跟大家分享
[00:14:21.920 --> 00:14:24.520]  認定獨一的主之後
[00:14:24.520 --> 00:14:30.880]  原來跟隨合神心意的領袖很重要
[00:14:30.880 --> 00:14:34.080]  上個禮拜陳牧師跟我們說劣質的領袖
[00:14:34.080 --> 00:14:35.600]  這一章我們就看看
[00:14:35.600 --> 00:14:38.120]  怎樣是合神心意的領袖
[00:14:38.120 --> 00:14:39.560]  我邀請大家一起讀
[00:14:39.560 --> 00:14:41.440]  五字九節
[00:14:41.440 --> 00:14:42.960]  撒姆爾說
[00:14:42.960 --> 00:14:47.080]  要召集以色列眾人到米斯巴去
[00:14:47.080 --> 00:14:50.440]  我好為你們向耶和華禱告
[00:14:50.440 --> 00:14:53.360]  他們就聚集在米斯巴
[00:14:53.360 --> 00:14:56.440]  打水漂在耶和華面前
[00:14:56.440 --> 00:14:58.360]  當日他們禁食
[00:14:58.360 --> 00:15:01.680]  說我們得罪了耶和華
[00:15:01.680 --> 00:15:06.080]  撒姆爾在米斯巴作以色列的事事
[00:15:06.080 --> 00:15:10.520]  菲利士人聽見以色列人聚集在米斯巴
[00:15:10.520 --> 00:15:15.080]  菲利士人的領袖就上來要攻擊以色列
[00:15:15.080 --> 00:15:19.880]  以色列人聽見就懼怕菲利士人
[00:15:19.880 --> 00:15:21.000]  第八節
[00:15:21.000 --> 00:15:23.440]  以色列人對撒姆爾說
[00:15:23.440 --> 00:15:28.280]  願你不住為我們呼求耶和華我們的神
[00:15:28.280 --> 00:15:31.840]  救我們脫離菲利士人的手
[00:15:31.840 --> 00:15:35.240]  撒姆爾就把一隻吃奶的羔羊
[00:15:35.240 --> 00:15:39.240]  獻給耶和華作全身的繁祭
[00:15:39.240 --> 00:15:42.280]  為以色列人呼求耶和華
[00:15:42.280 --> 00:15:46.280]  耶和華就應魂魄
[00:15:46.280 --> 00:15:48.440]  在《聖經》裏面我們看到
[00:15:48.440 --> 00:15:51.880]  撒姆爾和以利和他兩個兒子
[00:15:51.880 --> 00:15:53.880]  真的很不一樣
[00:15:53.880 --> 00:15:56.200]  是剛剛的相反
[00:15:56.200 --> 00:15:59.880]  以利和他兩個兒子是劣質的領袖
[00:15:59.880 --> 00:16:01.720]  而撒姆爾從小
[00:16:01.720 --> 00:16:03.000]  大家不知道記不記得
[00:16:03.000 --> 00:16:06.200]  他從小就很敏感上帝的聲音
[00:16:06.200 --> 00:16:08.560]  就聽到上帝叫他
[00:16:08.560 --> 00:16:10.400]  他聽到上帝跟他說的話
[00:16:10.400 --> 00:16:13.320]  並且願意遵行上帝的吩咐
[00:16:13.320 --> 00:16:15.000]  多難說的那些說話
[00:16:15.000 --> 00:16:17.040]  要跟自己的上司去說的
[00:16:17.040 --> 00:16:18.560]  他都去說
[00:16:18.560 --> 00:16:23.400]  嘩!這麼馴服遵行上帝心意的僕人
[00:16:23.400 --> 00:16:26.440]  是上帝親自為以色列人
[00:16:26.440 --> 00:16:28.880]  預備的新領袖
[00:16:28.880 --> 00:16:30.760]  我們一起重溫一下撒姆爾的
[00:16:30.760 --> 00:16:35.760]  上三章十九至二十節怎樣說好嗎?
[00:16:35.760 --> 00:16:37.560]  撒姆爾長大了
[00:16:37.560 --> 00:16:40.200]  耶和華與他同在
[00:16:40.200 --> 00:16:44.440]  使他所說的話一句都不落空
[00:16:44.440 --> 00:16:46.800]  從丹都別斯巴
[00:16:46.800 --> 00:16:49.360]  所有的以色列人都知道
[00:16:49.360 --> 00:16:53.640]  耶和華納撒姆爾為先知
[00:16:53.640 --> 00:16:55.440]  嘩!好厲害
[00:16:55.440 --> 00:16:57.640]  作為神的先知
[00:16:57.640 --> 00:16:59.720]  真是上帝同在
[00:16:59.720 --> 00:17:03.640]  他所說的每一句話都不落空
[00:17:03.640 --> 00:17:05.160]  上帝要知道
[00:17:05.160 --> 00:17:07.560]  這個是他所高納
[00:17:07.560 --> 00:17:08.480]  要讓人知道
[00:17:08.480 --> 00:17:11.440]  這個是他所高納的先知
[00:17:11.440 --> 00:17:13.400]  如果大家錯過了之前
[00:17:13.400 --> 00:17:16.600]  幾章撒姆爾記的講道的話
[00:17:16.600 --> 00:17:19.520]  我很鼓勵大家上網重溫
[00:17:19.520 --> 00:17:21.280]  因為聽講道同溫
[00:17:21.280 --> 00:17:22.880]  因為我們幾位目者
[00:17:22.880 --> 00:17:24.960]  去講解前幾章的聖經
[00:17:24.960 --> 00:17:26.280]  非常之精彩
[00:17:26.280 --> 00:17:28.720]  也都非常之重要
[00:17:28.720 --> 00:17:32.040]  撒姆爾除了先知的積分之外
[00:17:32.040 --> 00:17:36.920]  其實在第五節至第九節這裡
[00:17:36.920 --> 00:17:39.880]  其實還是很明顯
[00:17:39.880 --> 00:17:45.000]  他得到一個祭司和侍司的身份
[00:17:45.000 --> 00:17:48.480]  這幾節已經很清楚地表明
[00:17:48.480 --> 00:17:54.720]  上帝揀選他作為以色列民的侍司
[00:17:54.720 --> 00:17:57.320]  不過他作為這個祭司的時候
[00:17:57.320 --> 00:18:01.000]  他第一件事要以色列民做什麼呢?
[00:18:01.000 --> 00:18:02.000]  作為祭司
[00:18:02.000 --> 00:18:03.880]  他召集以色列民來
[00:18:03.880 --> 00:18:05.920]  就為他們祈禱
[00:18:05.920 --> 00:18:08.480]  為他們獻祭
[00:18:08.480 --> 00:18:09.960]  並且撒姆爾知道
[00:18:09.960 --> 00:18:14.360]  什麼的祭才是上帝閱納
[00:18:14.360 --> 00:18:15.800]  所以他要以色列民
[00:18:15.800 --> 00:18:17.640]  第一件事要做的是
[00:18:17.640 --> 00:18:22.440]  深切在上帝面前認罪悔改
[00:18:22.440 --> 00:18:26.880]  什麼是打水漂在耶和華的面前
[00:18:26.880 --> 00:18:30.880]  原來意思是向神真心悔改
[00:18:30.880 --> 00:18:35.720]  而禁食同樣有悔改、哀痛的意思
[00:18:35.720 --> 00:18:37.800]  不過在這裡我們更加看到
[00:18:37.800 --> 00:18:41.560]  是以色列民同心向神認罪
[00:18:41.560 --> 00:18:43.600]  為什麼同心向神認罪
[00:18:43.600 --> 00:18:46.640]  在那裡聖經講得很清楚
[00:18:46.640 --> 00:18:48.320]  他們在神面前說
[00:18:48.320 --> 00:18:54.400]  「我們得罪了耶和華」
[00:18:54.400 --> 00:18:55.520]  是的
[00:18:55.520 --> 00:19:02.120]  他們的同心懊悔認罪
[00:19:02.120 --> 00:19:04.560]  撒姆爾就為他們代求
[00:19:04.560 --> 00:19:06.360]  呼求上帝的憐憫
[00:19:06.360 --> 00:19:08.240]  拯救臨到他們
[00:19:08.240 --> 00:19:10.800]  撒姆爾作為他們的侍司
[00:19:10.800 --> 00:19:14.200]  帶領他們對抗菲尼斯人
[00:19:14.200 --> 00:19:16.240]  這個圖畫熟不熟悉?
[00:19:16.240 --> 00:19:17.360]  熟悉吧?
[00:19:17.360 --> 00:19:18.560]  他們被逼迫
[00:19:18.560 --> 00:19:20.640]  他們同心呼求上帝
[00:19:20.640 --> 00:19:23.680]  上帝差遣侍司來拯救他們
[00:19:23.680 --> 00:19:28.080]  嘩!上帝沒有忘記他們
[00:19:28.080 --> 00:19:31.640]  咦?我好像出不來
[00:19:31.640 --> 00:19:33.360]  是的,謝謝
[00:19:33.360 --> 00:19:36.600]  上帝好像將侍司拯救的循環
[00:19:36.600 --> 00:19:41.320]  再一次顯現在以色列民的中間
[00:19:41.320 --> 00:19:45.800]  在過往兩場的大戰裡面
[00:19:45.800 --> 00:19:47.520]  嘩!真的輸得很慘
[00:19:47.520 --> 00:19:50.280]  剛才也說死了三萬四千人
[00:19:50.280 --> 00:19:52.760]  多年來被菲尼斯人壓迫
[00:19:52.760 --> 00:19:57.520]  以色列人一聽到菲尼斯人領袖要上來攻擊他們
[00:19:57.520 --> 00:20:00.160]  已經非常害怕
[00:20:00.160 --> 00:20:02.240]  不過這次他們不同了
[00:20:02.240 --> 00:20:04.880]  這次他們不再用自己的方法
[00:20:04.880 --> 00:20:07.680]  他跟薩姆爾說
[00:20:07.680 --> 00:20:10.320]  願祢不住為我們呼求
