
[00:00:00.000 --> 00:00:05.280]  今天講的題目是「基督行先,我就起落」
[00:01:39.560 --> 00:01:43.560]  「真的嗎?看不出來啊」
[00:01:43.560 --> 00:01:46.600]  她說「是嗎?Pastor John有啊」
[00:01:46.600 --> 00:01:49.080]  我說「拍拖前啊,結婚前啊」
[00:01:49.080 --> 00:01:51.120]  「嘩,我很受害啊,記得啊」
[00:01:51.120 --> 00:01:52.760]  當時還沒拍拖
[00:01:52.760 --> 00:01:56.840]  接著就跟Joseph在後面拍拖之後
[00:01:56.840 --> 00:01:58.240]  開始有些變化
[00:01:58.240 --> 00:02:00.680]  她說「不是,不是,還有我生寶寶的時候」
[00:02:00.680 --> 00:02:02.680]  「我也保持得很健康啊」
[00:02:02.680 --> 00:02:04.680]  我說「是嗎?」
[00:02:04.680 --> 00:02:06.800]  「是嗎?真的很危險啊,出這個台啊」
[00:02:06.800 --> 00:02:08.680]  說到這裡,我想起我太太
[00:02:08.680 --> 00:02:11.720]  在兩三年前,她減了二十多磅
[00:02:11.720 --> 00:02:13.320]  減完之後她就說
[00:02:13.320 --> 00:02:14.840]  「我一定不會再肥肥的」
[00:02:14.840 --> 00:02:17.080]  「因為再肥肥,再減瘦呢」
[00:02:17.080 --> 00:02:19.520]  「減肥去到瘦是很辛苦的」
[00:02:19.520 --> 00:02:21.160]  「因為瘦實在太漂亮了」
[00:02:21.160 --> 00:02:23.600]  她說到這句之後就摸一摸我
[00:02:23.600 --> 00:02:25.600]  「瘦實在太漂亮了」
[00:02:25.600 --> 00:02:27.600]  這樣說是不對的
[00:02:27.600 --> 00:02:30.360]  為何她會瘦我不瘦呢?是有原因的
[00:02:30.360 --> 00:02:31.800]  我是被迫的,可以嗎?
[00:02:31.800 --> 00:02:33.440]  因為這樣
[00:02:33.440 --> 00:02:36.640]  我跟她出去吃東西,就叫兩份食物
[00:02:36.640 --> 00:02:38.240]  剛才說的,明白嗎?
[00:02:38.240 --> 00:02:40.920]  她每餐都吃不飽,就吃了一半
[00:02:40.920 --> 00:02:42.720]  那一半是怎樣?她就推給我
[00:02:42.720 --> 00:02:44.240]  「老公,你吃吧」
[00:02:44.240 --> 00:02:46.800]  大家都知道我很疼愛我老婆
[00:02:46.800 --> 00:02:48.720]  推到過來,我吃不吃?
[00:02:48.720 --> 00:02:51.360]  結果我吃了多少?
[00:02:51.360 --> 00:02:53.360]  一游二分之一
[00:02:53.360 --> 00:02:55.920]  吃完之後她很開心,推給我吃
[00:02:55.920 --> 00:02:57.760]  每次都是這樣,吃完到晚上
[00:02:57.760 --> 00:02:59.880]  張容良在我睡覺時就看著我
[00:02:59.880 --> 00:03:03.520]  「老公,你很肥」
[00:03:03.520 --> 00:03:06.640]  我說「我很肥?因為愛你」
[00:03:06.640 --> 00:03:08.760]  是這樣的,對不對?
[00:03:08.760 --> 00:03:12.800]  我相信沒有人是因為無緣無故
[00:03:12.800 --> 00:03:15.120]  找苦離身的
[00:03:15.120 --> 00:03:16.640]  沒有一個值得的目標
[00:03:16.640 --> 00:03:21.680]  人是很難熬過辛苦的
[00:03:21.680 --> 00:03:23.320]  Victor Franky
[00:03:23.320 --> 00:03:27.200]  是一個當時第二次世界大戰
[00:03:27.200 --> 00:03:31.040]  納粹黨屠殺猶太人
[00:03:31.040 --> 00:03:34.760]  當時在集中營的倖存者
[00:03:34.760 --> 00:03:37.640]  他也是心理學家,一個心理學家
[00:03:37.640 --> 00:03:42.480]  他當時逃過集中營的死亡出來
[00:03:42.480 --> 00:03:46.720]  他寫了一本書叫《Man's Search for Meaning》
[00:03:46.720 --> 00:03:49.800]  他說當他察覺甚麼人
[00:03:49.800 --> 00:03:53.560]  可以渡過艱難成為倖存者
[00:03:53.560 --> 00:03:54.640]  他的觀察是
[00:03:54.640 --> 00:03:58.200]  他們都有一個重要人生的意義
[00:03:58.200 --> 00:04:00.360]  以及目標去達成
[00:04:00.360 --> 00:04:04.920]  好讓他們可以熬過集中營的困難
[00:04:04.920 --> 00:04:12.440]  我們知道集中營一定死得遠比離開島的多雲多
[00:04:12.440 --> 00:04:19.200]  也知道當日納粹德軍屠殺了六百萬一半的猶太人
[00:04:19.200 --> 00:04:20.600]  他說這句說話說得好
[00:04:20.600 --> 00:04:26.280]  他說生活從來不會因環境而變得難以忍受
[00:04:26.280 --> 00:04:33.240]  Life is never made unbearable by circumstances
[00:04:33.240 --> 00:04:39.640]  但是會因為缺乏意義和目的而變得難以忍受
[00:04:39.640 --> 00:04:44.920]  就是說我們如果因為有原因去渡過困難
[00:04:44.920 --> 00:04:46.160]  我們可以渡過的
[00:04:46.160 --> 00:04:49.400]  因為我們知道原因為何
[00:04:49.400 --> 00:04:52.840]  但是如果我們沒有意義和目的
[00:04:52.840 --> 00:04:55.760]  就很難渡過難關
[00:04:55.760 --> 00:04:56.640]  或者這樣說
[00:04:56.640 --> 00:04:58.200]  就算我們沒有難關
[00:04:58.200 --> 00:04:59.440]  人生沒有困難
[00:04:59.440 --> 00:05:02.240]  如果你人生沒有意義和目的
[00:05:02.240 --> 00:05:04.600]  你天天都很難過
[00:05:04.600 --> 00:05:07.240]  天天都毫無意思
[00:05:07.240 --> 00:05:11.440]  它裡面提到人生的喜樂
[00:05:11.440 --> 00:05:15.880]  是源自我們有生命的意義
[00:05:15.880 --> 00:05:17.560]  我不知道你同不同意
[00:05:17.560 --> 00:05:21.680]  今天我們進入保羅書信裡面的肥立比書
[00:05:21.680 --> 00:05:25.480]  第一章到十二節
[00:05:25.480 --> 00:05:28.600]  也是肥立比書的第三講
[00:05:28.600 --> 00:05:34.440]  提到保羅正處於艱難困境中
[00:05:34.440 --> 00:05:35.840]  他遇上什麼
[00:05:35.840 --> 00:05:37.120]  他有什麼反應
[00:05:37.120 --> 00:05:38.680]  他怎樣渡過
[00:05:38.680 --> 00:05:41.720]  對我們今天又有什麼學習
[00:05:41.720 --> 00:05:44.760]  今天我將會講多少點
[00:05:44.760 --> 00:05:46.200]  三點
[00:05:46.200 --> 00:05:47.560]  很堅定
[00:05:47.560 --> 00:05:48.400]  就是三點
[00:05:48.400 --> 00:05:49.400]  所以跟旁邊的人說
[00:05:49.400 --> 00:05:53.200]  今天三點
[00:05:53.200 --> 00:05:55.720]  第一點我們馬上進去
[00:05:55.720 --> 00:05:59.640]  我們講到第十二到十四節
[00:05:59.640 --> 00:06:00.120]  我們一起讀
[00:06:00.120 --> 00:06:01.160]  一二三
[00:06:01.160 --> 00:06:04.280]  弟兄們我願意你們知道
[00:06:04.280 --> 00:06:05.920]  我所遭遇的事
[00:06:05.920 --> 00:06:08.640]  更是叫福音興旺
[00:06:08.640 --> 00:06:10.920]  以此我受的困所
[00:06:10.920 --> 00:06:14.240]  在而你仍在我生命之中
[00:06:14.240 --> 00:06:17.360]  已經面對世外基督的緣故
[00:06:17.360 --> 00:06:20.000]  並且在所處的旅程中
[00:06:20.000 --> 00:06:22.440]  幫我因我受的困所
[00:06:22.440 --> 00:06:24.000]  有獨信不移
[00:06:24.000 --> 00:06:26.320]  越發放膽全神的道
[00:06:26.320 --> 00:06:27.800]  無所懼懼
[00:06:27.800 --> 00:06:29.480]  這裡提到保羅是什麼
[00:06:29.480 --> 00:06:31.520]  受困所就是藏家
[00:06:31.520 --> 00:06:35.160]  保羅可說是一個坐監王
[00:06:35.160 --> 00:06:36.720]  如果大家記得我對上一講
[00:06:36.720 --> 00:06:37.920]  講到試圖行轉
[00:06:37.920 --> 00:06:40.640]  他為什麼去菲臘比書
[00:06:40.640 --> 00:06:41.720]  為什麼去菲臘比書
[00:06:41.720 --> 00:06:43.160]  為什麼去菲臘比
[00:06:43.160 --> 00:06:46.600]  當時是菲臘比書寫的時候
[00:06:46.600 --> 00:06:48.200]  十一年前
[00:06:48.200 --> 00:06:49.600]  當時的十一年前
[00:06:49.600 --> 00:06:50.760]  當時去菲臘比
[00:06:50.760 --> 00:06:51.520]  我記得
[00:06:51.520 --> 00:06:53.120]  如果大家記得我提到
[00:06:53.120 --> 00:06:55.520]  他先跟一個富裕的商人
[00:06:55.520 --> 00:06:56.120]  傳福音
[00:06:56.120 --> 00:06:57.040]  叫做Lydia
[00:06:57.040 --> 00:06:57.840]  信徒主
[00:06:57.840 --> 00:07:00.600]  跟著跟一個奴隸
[00:07:00.600 --> 00:07:05.240]  用神的力量釋放他
[00:07:05.240 --> 00:07:07.840]  跟著他進入坐監
[00:07:07.840 --> 00:07:09.680]  因為當時令到很混亂
[00:07:09.680 --> 00:07:10.520]  很多人信主
[00:07:10.520 --> 00:07:11.520]  很多人跟從
[00:07:11.520 --> 00:07:14.400]  而當日傳福音誤稱
[00:07:14.400 --> 00:07:15.840]  凱撒為王
[00:07:15.840 --> 00:07:17.160]  是耶穌為王
[00:07:17.160 --> 00:07:18.480]  耶穌為主
[00:07:18.480 --> 00:07:21.960]  是犯了當日的規律
[00:07:21.960 --> 00:07:23.040]  當日的規律
[00:07:23.040 --> 00:07:24.320]  所以立刻去坐監
[00:07:24.320 --> 00:07:25.240]  當時是坐監
[00:07:25.240 --> 00:07:26.040]  不過很有趣
[00:07:26.040 --> 00:07:27.040]  如果大家記得
[00:07:27.040 --> 00:07:27.840]  他坐監的時候
[00:07:27.840 --> 00:07:30.920]  因為他坐監開心到一個地步
[00:07:30.920 --> 00:07:32.320]  他在監獄做什麼?
[00:07:32.320 --> 00:07:34.200]  唱詩歌
[00:07:34.200 --> 00:07:36.200]  大家剛才有沒有唱詩歌?
[00:07:36.200 --> 00:07:38.320]  你唱詩歌開心嗎?
[00:07:38.320 --> 00:07:39.480]  唱詩歌很開心的
[00:07:39.480 --> 00:07:40.720]  什麼時候會唱歌?
[00:07:40.720 --> 00:07:41.920]  開心的時候
[00:07:41.920 --> 00:07:43.000]  什麼時候唱詩歌?
[00:07:43.000 --> 00:07:44.320]  敬拜主
[00:07:44.320 --> 00:07:47.120]  他的生命是叫人驚訝的
[00:07:47.120 --> 00:07:50.680]  甚至肉卒都被他嚇倒
[00:07:50.680 --> 00:07:52.840]  哇!很奇怪
[00:07:52.840 --> 00:07:55.720]  所以肉卒跟他一家
[00:07:55.720 --> 00:07:57.560]  都順了耶穌
[00:07:57.560 --> 00:07:59.480]  那一句很出名的經文
[00:07:59.480 --> 00:08:00.640]  在那裡出的就是
[00:08:00.640 --> 00:08:02.280]  「當順主耶穌」
[00:08:02.280 --> 00:08:03.240]  下一句是什麼?
[00:08:03.240 --> 00:08:04.640]  「你和我一家」
[00:08:04.640 --> 00:08:05.960]  「都必得求」
[00:08:05.960 --> 00:08:06.840]  哇!很厲害
[00:08:06.840 --> 00:08:08.320]  給一掌聲你旁邊那個
[00:08:08.320 --> 00:08:10.160]  (掌聲)
[00:08:10.160 --> 00:08:11.400]  是呀!他不怕的
[00:08:11.400 --> 00:08:12.840]  結果十一年後
[00:08:12.840 --> 00:08:15.480]  他寫信給肥臘比教會
[00:08:15.480 --> 00:08:17.160]  又是坐監
[00:08:17.160 --> 00:08:19.840]  又是為福音的緣故
[00:08:19.840 --> 00:08:21.320]  人體好困難
[00:08:21.320 --> 00:08:22.520]  人體好艱苦
[00:08:22.520 --> 00:08:23.640]  但是這裡說
[00:08:23.640 --> 00:08:24.960]  福音頌旺
[00:08:24.960 --> 00:08:26.360]  人們頌信主
[00:08:26.360 --> 00:08:27.400]  督信不移
[00:08:27.400 --> 00:08:29.960]  更加放膽傳神的一處
[00:08:29.960 --> 00:08:31.480]  在十一年後
[00:08:31.480 --> 00:08:32.960]  我們看到他坐監
[00:08:32.960 --> 00:08:34.400]  比十一年前更困難
[00:08:34.400 --> 00:08:35.080]  為什麼?
[00:08:35.080 --> 00:08:36.520]  因為這裡提到是
[00:08:36.520 --> 00:08:38.680]  御刑全軍
[00:08:38.680 --> 00:08:40.440]  知不知道御刑全軍
[00:08:40.440 --> 00:08:45.400]  在當日有多少軍隊?
[00:08:45.400 --> 00:08:47.200]  是有九千人
[00:08:47.200 --> 00:08:48.600]  九千人
[00:08:48.600 --> 00:08:50.000]  即是一個大的城市
[00:08:50.000 --> 00:08:51.800]  估計要麼是羅馬坐監
[00:08:51.800 --> 00:08:53.000]  要麼是爾弗索
[00:08:53.000 --> 00:08:54.360]  九千個軍隊
[00:08:54.360 --> 00:08:55.440]  很厲害
[00:08:55.440 --> 00:08:56.600]  但是很奇怪
[00:08:56.600 --> 00:08:57.960]  你看到保羅
[00:08:57.960 --> 00:08:59.600]  一點都沒有問題
[00:08:59.600 --> 00:09:01.080]  戴卓那種喜樂
[00:09:01.080 --> 00:09:03.520]  完全沒有投訴
[00:09:03.520 --> 00:09:07.360]  他明白為何而活了
[00:09:07.360 --> 00:09:10.720]  福音是全港不受任何的環境影響
[00:09:10.720 --> 00:09:12.520]  多艱鉅也好
[00:09:12.520 --> 00:09:13.840]  甚至他知道
[00:09:13.840 --> 00:09:17.280]  因為那個給我們福音的耶穌
[00:09:17.280 --> 00:09:19.760]  都是受苦
[00:09:19.760 --> 00:09:21.160]  受屈
[00:09:21.160 --> 00:09:21.960]  受辱
[00:09:21.960 --> 00:09:23.200]  受誣蔑
[00:09:23.200 --> 00:09:24.640]  受嚴打
[00:09:24.640 --> 00:09:29.240]  就活在受苦人的中間
[00:09:29.240 --> 00:09:30.200]  所以我們知道
[00:09:30.200 --> 00:09:31.680]  第一樣我們值得學的
[00:09:31.680 --> 00:09:34.440]  就是原來越艱苦
[00:09:34.440 --> 00:09:38.800]  我們反而越強壯
[00:09:38.800 --> 00:09:45.040]  這就令我們跟不信主的人
[00:09:45.040 --> 00:09:46.840]  有一個很大的分別
[00:09:46.840 --> 00:09:50.000]  就是說當我們信主的人
[00:09:50.000 --> 00:09:54.640]  順境、喜樂、升職、加薪
[00:09:54.640 --> 00:09:56.720]  娶老婆、生孩子
[00:09:56.720 --> 00:09:58.320]  跟父母賀壽
[00:09:58.320 --> 00:09:59.200]  開心嗎?
[00:09:59.200 --> 00:10:00.520]  開心
[00:10:00.520 --> 00:10:02.200]  不信主的人
[00:10:02.200 --> 00:10:05.680]  升職、加薪、生孩子
[00:10:05.680 --> 00:10:06.600]  跟父母賀壽
[00:10:06.600 --> 00:10:07.680]  有沒有講漏了?
[00:10:07.680 --> 00:10:08.600]  娶老婆
[00:10:08.600 --> 00:10:10.520]  娶老婆
[00:10:10.520 --> 00:10:12.920]  這就是自由
[00:10:12.920 --> 00:10:13.800]  開心嗎?
[00:10:13.800 --> 00:10:14.440]  開心
[00:10:14.440 --> 00:10:15.200]  大家都開心
[00:10:15.200 --> 00:10:15.720]  有沒有問題?
[00:10:15.720 --> 00:10:16.760]  沒有問題
[00:10:16.760 --> 00:10:17.280]  正常
[00:10:17.280 --> 00:10:19.080]  神處我們應該開心
[00:10:19.080 --> 00:10:20.160]  分別就是
[00:10:20.160 --> 00:10:21.520]  當我們信了主
[00:10:21.520 --> 00:10:24.480]  反而跟老婆吵架
[00:10:24.480 --> 00:10:26.000]  兒子不聽話
[00:10:26.000 --> 00:10:28.960]  然後自己生病
[00:10:28.960 --> 00:10:29.520]  不升職
[00:10:29.520 --> 00:10:35.040]  被人解僱
[00:10:35.040 --> 00:10:38.440]  這樣、這樣、這樣
[00:10:38.440 --> 00:10:41.320]  在這些處境是不開心的
[00:10:41.320 --> 00:10:43.080]  你講出來
[00:10:43.080 --> 00:10:44.200]  但是作為基督徒
[00:10:44.200 --> 00:10:46.640]  你有一個新的視野看
[00:10:46.640 --> 00:10:50.480]  這種就是門徒的特質
[00:10:50.480 --> 00:10:53.440]  看東西不一樣
[00:10:53.440 --> 00:10:54.320]  很清楚
[00:10:54.320 --> 00:10:57.800]  因為耶穌住在受苦人中間
[00:10:57.800 --> 00:10:59.640]  而令到受苦的人
[00:10:59.640 --> 00:11:01.920]  可以破繭而出
[00:11:01.920 --> 00:11:07.160]  這個是上帝給我們的力量
[00:11:07.160 --> 00:11:08.400]  因為我們知道
[00:11:08.400 --> 00:11:13.320]  為何受苦
[00:11:13.320 --> 00:11:16.440]  我不知道大家誰試過大肚子
[00:11:16.440 --> 00:11:17.800]  試過舉手嗎?
[00:11:17.800 --> 00:11:18.920]  我也試過
[00:11:18.920 --> 00:11:20.120]  現在也大肚子
[00:11:20.120 --> 00:11:20.920]  對了
[00:11:20.920 --> 00:11:22.800]  麥姊舉手
[00:11:22.800 --> 00:11:24.440]  誰試過真的有嬰兒
[00:11:24.440 --> 00:11:26.280]  我就舉手
[00:11:26.280 --> 00:11:27.880]  作為有嬰兒
[00:11:27.880 --> 00:11:28.760]  作為母親
[00:11:28.760 --> 00:11:29.960]  你就很明白
[00:11:29.960 --> 00:11:32.080]  當你懷孕的時候
[00:11:32.080 --> 00:11:34.720]  你喜歡吃的甜食
[00:11:34.720 --> 00:11:35.320]  不吃
[00:11:35.320 --> 00:11:36.200]  減少
[00:11:36.200 --> 00:11:37.520]  喜歡喝的咖啡
[00:11:37.520 --> 00:11:38.680]  因為有咖啡因
[00:11:38.680 --> 00:11:39.200]  不喝
[00:11:39.200 --> 00:11:40.480]  或者大減少
[00:11:40.480 --> 00:11:41.040]  喝酒
[00:11:41.040 --> 00:11:41.760]  不喝
[00:11:41.760 --> 00:11:42.440]  喝茶
[00:11:42.440 --> 00:11:43.120]  不喝
[00:11:43.120 --> 00:11:44.440]  喜歡很多東西
[00:11:44.440 --> 00:11:45.000]  不做
[00:11:45.000 --> 00:11:45.920]  為什麼?
[00:11:45.920 --> 00:11:48.360]  因為你為了嬰兒健康
[00:11:48.360 --> 00:11:49.360]  是不是?
[00:11:49.360 --> 00:11:50.760]  我記得我太太懷孕的時候
[00:11:50.760 --> 00:11:51.400]  我跟她說
[00:11:51.400 --> 00:11:52.560]  你最多重20磅
[00:11:52.560 --> 00:11:53.280]  好了
[00:11:53.280 --> 00:11:54.120]  重多20磅
[00:11:54.120 --> 00:11:55.160]  不關嬰兒事
[00:11:55.160 --> 00:11:56.800]  是你餵食
[00:11:56.800 --> 00:11:57.640]  你再吃下去
[00:11:57.640 --> 00:11:58.160]  你不健康
[00:11:58.160 --> 00:11:59.200]  嬰兒也不健康
[00:11:59.200 --> 00:12:00.240]  於是我老婆
[00:12:00.240 --> 00:12:02.640]  一天本來喝五杯茶
[00:12:02.640 --> 00:12:04.240]  一杯也不喝
[00:12:04.240 --> 00:12:05.520]  還有很多媽媽
[00:12:05.520 --> 00:12:07.240]  生完還是繼續核製
[00:12:07.240 --> 00:12:08.000]  為什麼?
[00:12:08.000 --> 00:12:08.600]  核製自己
[00:12:08.600 --> 00:12:10.480]  因為她要餵人奶
[00:12:10.480 --> 00:12:10.800]  是不是?
[00:12:10.800 --> 00:12:11.400]  傻傻地說
[00:12:11.400 --> 00:12:12.640]  我生完之後
[00:12:12.640 --> 00:12:13.360]  要餵人奶
[00:12:13.360 --> 00:12:14.240]  所以我只吃菜
[00:12:14.240 --> 00:12:15.360]  只吃水果
[00:12:15.360 --> 00:12:16.400]  以前不喜歡喝的奶
[00:12:16.400 --> 00:12:17.360]  都是喝
[00:12:17.360 --> 00:12:18.880]  很健康
[00:12:18.880 --> 00:12:20.480]  忠實才知道
[00:12:20.480 --> 00:12:22.520]  忠實想說是
[00:12:22.520 --> 00:12:25.200]  因為嬰兒很實在
[00:12:25.200 --> 00:12:27.120]  摸在肚子裡
[00:12:27.120 --> 00:12:29.040]  有心跳
[00:12:29.040 --> 00:12:30.480]  你會為他犧牲的
[00:12:30.480 --> 00:12:31.160]  明白嗎?
[00:12:31.160 --> 00:12:32.480]  媽媽也知道
[00:12:32.480 --> 00:12:33.280]  我不會
[00:12:33.280 --> 00:12:34.800]  因為我的肚子
[00:12:34.800 --> 00:12:37.800]  沒有心跳
[00:12:37.800 --> 00:12:39.160]  所以很不同
[00:12:39.160 --> 00:12:40.320]  那種實在
[00:12:40.320 --> 00:12:43.280]  你願意為他擺上枱架
[00:12:43.280 --> 00:12:46.440]  保羅為什麼願意為耶穌擺上枱架
[00:12:46.440 --> 00:12:47.920]  因為耶穌的實在
[00:12:47.920 --> 00:12:49.720]  就好像嬰兒一樣實在
[00:12:49.720 --> 00:12:51.760]  他摸得到
[00:12:51.760 --> 00:12:53.920]  體驗得到
[00:12:53.920 --> 00:12:56.480]  於是他知道這件事
[00:12:56.480 --> 00:12:57.640]  是值得的
[00:12:57.640 --> 00:12:59.360]  越艱苦越強壯
[00:12:59.360 --> 00:13:01.720]  並且旁邊的人看到
[00:13:01.720 --> 00:13:04.560]  他這種力量被感染
[00:13:04.560 --> 00:13:05.800]  更加信得深
[00:13:05.800 --> 00:13:07.520]  更加宣廣神的說話
[00:13:07.520 --> 00:13:10.560]  這種寶貝裡有耶穌的力量
[00:13:10.560 --> 00:13:14.040]  甚至使寶來有這種描述
[00:13:14.040 --> 00:13:17.840]  在高隆都後書十一章二十三到二十九節
[00:13:17.840 --> 00:13:19.440]  他這樣描述
[00:13:19.440 --> 00:13:21.560]  不單止被囚
[00:13:21.560 --> 00:13:22.920]  多次被打
[00:13:22.920 --> 00:13:24.280]  如何打?
[00:13:24.280 --> 00:13:27.400]  是在二十四節
[00:13:27.400 --> 00:13:28.280]  我們一起讀
[00:13:28.280 --> 00:13:29.360]  到二十六節
[00:13:29.360 --> 00:13:29.880]  我們一起讀
[00:13:29.880 --> 00:13:30.800]  一二三
[00:13:30.800 --> 00:13:33.480]  被猶太人鞭打五次
[00:13:33.480 --> 00:13:34.720]  每次四十
[00:13:34.720 --> 00:13:36.200]  打每一打
[00:13:36.200 --> 00:13:38.240]  被抗打了三次
[00:13:38.240 --> 00:13:40.320]  被射手打了一次
[00:13:40.320 --> 00:13:42.280]  被射手打了三次
[00:13:42.280 --> 00:13:44.720]  被射手打了四次
[00:13:44.720 --> 00:13:46.680]  由二十六節
[00:13:46.680 --> 00:13:48.640]  做惡的危險
[00:13:48.640 --> 00:13:50.160]  做貪的危險
[00:13:50.160 --> 00:13:51.640]  做貪的危險
[00:13:51.640 --> 00:13:53.280]  做惡的危險
[00:13:53.280 --> 00:13:54.720]  做惡的危險
[00:13:54.720 --> 00:13:56.160]  做惡的危險
[00:13:56.160 --> 00:13:57.640]  做惡的危險
[00:13:57.640 --> 00:13:59.600]  做惡的危險
[00:13:59.600 --> 00:14:01.080]  很多很多危險
[00:14:01.080 --> 00:14:03.400]  其實他不用這樣選擇
[00:14:03.400 --> 00:14:05.680]  四十次被打
[00:14:05.680 --> 00:14:06.440]  五次
[00:14:06.440 --> 00:14:07.480]  每次四十
[00:14:07.480 --> 00:14:08.040]  減一下
[00:14:08.040 --> 00:14:11.400]  即是總共多少次?
[00:14:11.400 --> 00:14:13.560]  一百左右
[00:14:13.560 --> 00:14:15.320]  九十五
[00:14:15.320 --> 00:14:16.000]  五次中二十
[00:14:16.000 --> 00:14:17.000]  減五次
[00:14:17.000 --> 00:14:17.720]  為何會這樣?
[00:14:17.720 --> 00:14:19.400]  因為舊約說
[00:14:19.400 --> 00:14:20.400]  我們打四十減
[00:14:20.400 --> 00:14:21.320]  即是三十九次
[00:14:21.320 --> 00:14:22.600]  是有個原因的
[00:14:22.600 --> 00:14:24.600]  不說那麼多原因
[00:14:24.600 --> 00:14:26.680]  被棍打三次
[00:14:26.680 --> 00:14:28.200]  有沒有人喜歡?
[00:14:28.200 --> 00:14:29.880]  現在喜歡我可以幫到你
[00:14:29.880 --> 00:14:31.360]  現在可以出來
[00:14:31.360 --> 00:14:32.520]  為甚麼呢?
[00:14:32.520 --> 00:14:33.400]  同族的危險
[00:14:33.400 --> 00:14:34.200]  外邦危險
[00:14:34.200 --> 00:14:35.720]  他本來不需要這樣
[00:14:35.720 --> 00:14:37.280]  不是他自己犯罪
[00:14:37.280 --> 00:14:39.360]  他本來是貴族
[00:14:39.360 --> 00:14:42.480]  知識份子
[00:14:42.480 --> 00:14:46.080]  他本來是梁牧師那種人
[00:14:46.080 --> 00:14:48.240]  牛精畢業的
[00:14:48.240 --> 00:14:49.680]  有錢人
[00:14:49.680 --> 00:14:50.840]  有知識
[00:14:50.840 --> 00:14:54.320]  但為甚麼要這樣選擇?
[00:14:54.320 --> 00:14:56.080]  還有不單止是這樣
[00:14:56.080 --> 00:14:58.000]  多次行遠路
[00:14:58.000 --> 00:14:58.920]  江河危險
[00:14:58.920 --> 00:15:00.640]  去到不同的地方
[00:15:00.640 --> 00:15:01.960]  去傳風音
[00:15:01.960 --> 00:15:03.240]  二十七節
[00:15:03.240 --> 00:15:03.960]  二十八
[00:15:03.960 --> 00:15:04.520]  二十九節
[00:15:04.520 --> 00:15:05.160]  繼續讀
[00:15:05.160 --> 00:15:06.160]  一二三
[00:15:06.160 --> 00:15:07.440]  瘦弩碌
[00:15:07.440 --> 00:15:08.720]  瘦弩困惡
[00:15:08.720 --> 00:15:10.240]  多次不得順
[00:15:10.240 --> 00:15:11.680]  有機有學
[00:15:11.680 --> 00:15:13.000]  多次不得食
[00:15:13.000 --> 00:15:14.200]  又何難
[00:15:14.200 --> 00:15:15.680]  赤身奴隸
[00:15:15.680 --> 00:15:17.560]  罪名即代表一事
[00:15:17.560 --> 00:15:20.280]  罪名即代表一事
[00:15:20.280 --> 00:15:22.400]  天天押在我身上
