
[00:00:00.000 --> 00:00:06.360]  各位帶領姊妹或來到我們中間聚會的朋友晚安
[00:03:24.000 --> 00:03:26.000]  一些善意的提醒
[00:03:26.000 --> 00:03:29.000]  「開巴士很辛苦的」
[00:03:29.000 --> 00:03:32.000]  「工作時間很長的」
[00:03:32.000 --> 00:03:34.000]  「又容易有勞損」
[00:03:34.000 --> 00:03:41.000]  甚至乎若然這些小朋友去跟自己的父母分享
[00:03:41.000 --> 00:03:45.000]  去這個「我的志願」的時候
[00:03:46.000 --> 00:03:48.000]  我們都可能會經歷一些教導
[00:03:48.000 --> 00:03:55.000]  提醒我們要將我們的目光、目標擺得更遠、更大
[00:03:55.000 --> 00:04:03.000]  最好可以成為一個任何人見到你都會羨慕你的人
[00:04:03.000 --> 00:04:10.000]  譬如是那些不太需要怎樣做、又有不錯的收入的人
[00:04:10.000 --> 00:04:12.000]  如果是這樣就好了
[00:04:14.000 --> 00:04:22.000]  以上這些都是我成長過程中曾經真實聽見過的說話
[00:04:22.000 --> 00:04:25.000]  或許剛剛你們在聽的時候
[00:04:25.000 --> 00:04:29.000]  你們腦海裏面都有一些類似的印象
[00:04:29.000 --> 00:04:34.000]  可能都引起了你們少許的共鳴或者迴響
[00:04:34.000 --> 00:04:38.000]  類似的說話亦都在你們的生命裏面
[00:04:38.000 --> 00:04:42.000]  曾經用不同的形式出現過
[00:04:44.000 --> 00:04:46.000]  不知道在座的各位
[00:04:46.000 --> 00:04:51.000]  有哪一個真的可以用你昔日的「我的志願」
[00:04:51.000 --> 00:04:53.000]  成為你今天的職業
[00:04:53.000 --> 00:04:57.000]  還是你最初的「我的志願」
[00:04:57.000 --> 00:05:04.000]  已經在你人生不知哪一個時間裏面去經歷過修改
[00:05:04.000 --> 00:05:10.000]  我說這些引言只是想帶出一件事
[00:05:11.000 --> 00:05:16.000]  就是我們生活在同一個城市、一個社群裏面
[00:05:16.000 --> 00:05:18.000]  我們沒有辦法去避免
[00:05:18.000 --> 00:05:24.000]  或多或少都會被一些共有的價值觀去到無數
[00:05:24.000 --> 00:05:26.000]  甚至乎去到同化
[00:05:26.000 --> 00:05:29.000]  可能由最初的抗拒
[00:05:29.000 --> 00:05:33.000]  小朋友會說:不是!我真的要開巴士
[00:05:33.000 --> 00:05:36.000]  到慢慢你會去接受
[00:05:37.000 --> 00:05:41.000]  是的!開巴士真的很辛苦
[00:05:41.000 --> 00:05:43.000]  工作時間很長
[00:05:43.000 --> 00:05:49.000]  最終這些價值觀成為了我們去判斷一個人
[00:05:49.000 --> 00:05:52.000]  或者一件事的準則
[00:05:52.000 --> 00:05:55.000]  就好像一些框框一樣
[00:05:55.000 --> 00:05:59.000]  引導著我們去想甚麼才是值得追求
[00:05:59.000 --> 00:06:02.000]  或者甚麼才是成功
[00:06:04.000 --> 00:06:07.000]  今天跟大家分享的聖經故事
[00:06:07.000 --> 00:06:10.000]  都和這些框框有關
[00:06:10.000 --> 00:06:14.000]  現在這個部分讓我不用太嚴肅
[00:06:14.000 --> 00:06:17.000]  我就會嘗試代入這個角色
[00:06:17.000 --> 00:06:19.000]  用一個第一身的角度
[00:06:19.000 --> 00:06:26.000]  跟大家去發現這個故事對今天的我們有甚麼提醒
[00:06:26.000 --> 00:06:30.000]  給一點想像力
[00:06:30.000 --> 00:06:33.000]  我就是這個故事的主人翁
[00:06:34.000 --> 00:06:39.000]  這個故事發生在二千多年前的巴勒斯坦地區
[00:06:39.000 --> 00:06:41.000]  我是這個故事的主角
[00:06:41.000 --> 00:06:43.000]  我的名字叫拿丹葉
[00:06:43.000 --> 00:06:48.000]  我是一個來自加利里加拿大的年輕人
[00:06:48.000 --> 00:06:54.000]  我從小到大成長和生活的地方就是加利里省
[00:06:54.000 --> 00:06:57.000]  是猶太地區其中一個省份
[00:06:57.000 --> 00:07:02.000]  不過我住的省份不是環境最好的省份
[00:07:03.000 --> 00:07:05.000]  意思就好像你們香港一樣
[00:07:05.000 --> 00:07:08.000]  又分香港、九龍和新界
[00:07:08.000 --> 00:07:14.000]  多數住在香港島的人都是地位高一點
[00:07:14.000 --> 00:07:19.000]  那些有權力的人、有錢的人都生活在那邊
[00:07:19.000 --> 00:07:22.000]  而九龍相對來說都發展得不錯
[00:07:22.000 --> 00:07:27.000]  有高樓大廈,也有很多中產的人士
[00:07:27.000 --> 00:07:32.000]  不過新界地方似乎未發展得那麼好
[00:07:33.000 --> 00:07:36.000]  聽說在街上還有機會看到牛
[00:07:36.000 --> 00:07:40.000]  我生活在猶太地區
[00:07:40.000 --> 00:07:47.000]  其實大部分猶太人都有很強烈的地位本位的觀念
[00:07:47.000 --> 00:07:55.000]  所以我自己都會經常受到其他來自大城市的猶太人歧視
[00:07:55.000 --> 00:07:57.000]  可能他們會看不起我
[00:07:57.000 --> 00:08:00.000]  或者有時候對我都不是很公道
[00:08:02.000 --> 00:08:06.000]  但是我們在加利里的人都有階級之分
[00:08:06.000 --> 00:08:12.000]  我屬於的加拿大其實都算是一個好一點的村鎮
[00:08:12.000 --> 00:08:17.000]  至少比那個拿撒勒來得好
[00:08:17.000 --> 00:08:21.000]  那我正正經跟你們說一個秘密
[00:08:21.000 --> 00:08:25.000]  就是拿撒勒他們其實是住在山上的
[00:08:25.000 --> 00:08:28.000]  他們那裡只有幾百人而已
[00:08:29.000 --> 00:08:34.000]  即是他們有混族,又聽說他們人數太少
[00:08:34.000 --> 00:08:40.000]  所以沒有老師,沒有拉比在那裡去辦學,去修門圖
[00:08:40.000 --> 00:08:45.000]  連一間連讀聖經的學校都沒有
[00:08:45.000 --> 00:08:48.000]  這件事其實真是離譜
[00:08:48.000 --> 00:08:57.000]  猶太地方竟然連一個讓人好好去學聖經、學律法的地方都沒有
[00:08:58.000 --> 00:09:00.000]  想一下就知道有多丟臉
[00:09:00.000 --> 00:09:05.000]  我拿撒勒作為一個猶太人
[00:09:05.000 --> 00:09:11.000]  自小就開始熟讀聖經、熟讀律法
[00:09:11.000 --> 00:09:17.000]  我不單止自己讀,我還會跟拉比,即是我們的老師去讀
[00:09:17.000 --> 00:09:22.000]  我們讀書的時候有一個挺有趣的習俗
[00:09:23.000 --> 00:09:28.000]  我們很喜歡坐在無花果樹底下去上課,去學聖經
[00:09:28.000 --> 00:09:34.000]  原因在我們的傳統裡面,坐在無花果樹底下
[00:09:34.000 --> 00:09:39.000]  象徵著我們跟上帝有好好的關係
[00:09:39.000 --> 00:09:45.000]  自小我就這樣去成長,這樣去研習聖經
[00:09:45.000 --> 00:09:52.000]  我很清楚知道我整個民族都正在等尼塞亞的來臨
[00:09:53.000 --> 00:09:55.000]  尼塞亞的意思就是救世主
[00:09:55.000 --> 00:10:03.000]  是那些在政治上、在靈性上都會帶來拯救和醫治的主
[00:10:03.000 --> 00:10:07.000]  我真的很期盼尼塞亞來臨的那一天
[00:10:07.000 --> 00:10:13.000]  因為律法書很早已經告訴我們,上帝一早已經去了
[00:10:13.000 --> 00:10:19.000]  將來在我們以色列中間,他會興起一個好像摩西那樣
[00:10:20.000 --> 00:10:25.000]  就是那個帶領我們祖先出埃及,離開圍爐之地的那一位
[00:10:25.000 --> 00:10:28.000]  好像他那麼厲害的先知
[00:10:28.000 --> 00:10:36.000]  我相信,我也知道尼塞亞必定是一個很厲害的先知
[00:10:36.000 --> 00:10:43.000]  他應該出身很顯赫,他有很大的能力,也充滿著智慧
[00:10:44.000 --> 00:10:50.000]  尼塞亞必定能夠帶領我們離開給其他人去統治的日子
[00:10:50.000 --> 00:10:57.000]  我們以色列將會復國,我們可以回到上帝統治之下
[00:10:57.000 --> 00:11:05.000]  但是有一天,我其中一個平時跟我一起讀書的好朋友
[00:11:05.000 --> 00:11:10.000]  菲力忽然之間很激動地跟我說一些話
[00:11:11.000 --> 00:11:19.000]  他這樣說:「摩西在律法書上所寫的,所記的那一位,我遇見了
[00:11:19.000 --> 00:11:23.000]  就是約瑟的兒子,納撒拉人耶穌」
[00:11:23.000 --> 00:11:31.000]  我聽到的時候,我心想:「什麼?你說什麼?
[00:11:31.000 --> 00:11:36.000]  別鬧了,你只是搞笑而已
[00:11:37.000 --> 00:11:42.000]  我們正在等尼塞亞,他怎麼會來自納撒拉?
[00:11:42.000 --> 00:11:48.000]  誰是耶穌?不可能,怎麼會是他?」
[00:11:48.000 --> 00:11:59.000]  我當刻情不自禁地跟他說:「納撒拉還能出什麼好東西?」
[00:12:01.000 --> 00:12:09.000]  或者菲力也知道跟我叫來都浪費氣力,所以他就跟我說:「你來看」
[00:12:09.000 --> 00:12:16.000]  於是我就跟著他去看看,儘管看看有什麼特別
[00:12:16.000 --> 00:12:23.000]  正當我正在走過去的時候,耶穌就開口對我說:
[00:12:24.000 --> 00:12:32.000]  「看啊,這真是個以色列人,他心裡沒有鬼炸的」
[00:12:32.000 --> 00:12:41.000]  當刻我的心很混亂,我不知道怎麼辦
[00:12:41.000 --> 00:12:46.000]  我不知道耶穌為什麼會知道我這個人
[00:12:47.000 --> 00:12:54.000]  還有為什麼他會知道我的內心,知道我的心在想什麼
[00:12:54.000 --> 00:13:01.000]  我只好對耶穌說:「你在哪裡去認識我的?」
[00:13:01.000 --> 00:13:16.000]  耶穌說:「菲力說沒有呼喚你,你在無花果樹底下,我就看見你了」
[00:13:18.000 --> 00:13:26.000]  沒可能的,明明他不在場,明明我都沒見過他
[00:13:26.000 --> 00:13:33.000]  我的心很混亂,很震驚
[00:13:33.000 --> 00:13:38.000]  甚至我都不知道自己遇見了什麼事
[00:13:38.000 --> 00:13:44.000]  但我整個人就叮一聲,忽然好像明白了一些東西
[00:13:45.000 --> 00:13:49.000]  我有份直覺,我眼前這個人
[00:13:49.000 --> 00:13:56.000]  「拉比,你真是神的兒子,你是以色列的」
[00:13:56.000 --> 00:14:06.000]  然後耶穌就更加對我說:「將來我要見到比這個更大的事」
[00:14:06.000 --> 00:14:13.000]  鏡頭一轉,我們又回到今天的香港了
[00:14:15.000 --> 00:14:18.000]  我也想分享一下我自己的故事
[00:14:18.000 --> 00:14:25.000]  小時候,我就知道自己不喜歡讀書
[00:14:25.000 --> 00:14:35.000]  原因不是我懶,我不想讀書,而是我真的讀不了書
[00:14:35.000 --> 00:14:42.000]  特別是一些語文課,有些問題一直纏繞著我
[00:14:43.000 --> 00:14:46.000]  到今天都可能仍然纏繞著我
[00:14:46.000 --> 00:14:54.000]  譬如「生」字,無論我抄多少次,仍然有時我會忘記了怎樣寫
[00:14:54.000 --> 00:15:00.000]  有時我看到英文字母的「b」字,「boy」字,「世界」
[00:15:00.000 --> 00:15:07.000]  我就會很認真問,或者去想,為什麼「dog」字會掉轉了
[00:15:09.000 --> 00:15:13.000]  到今時今日,我有時說話都會口吃
[00:15:13.000 --> 00:15:22.000]  有時再嚴重一點就是,看到字到嘴邊,但說不出來
[00:15:22.000 --> 00:15:25.000]  想也想不到究竟怎樣讀
[00:15:25.000 --> 00:15:30.000]  後來我就知道,原來這樣就是讀寫將來
[00:15:30.000 --> 00:15:36.000]  雖然是這樣,但你的家人是不會放棄你的
[00:15:37.000 --> 00:15:39.000]  所以你一直都鼓勵我
[00:15:39.000 --> 00:15:46.000]  覺得只要我再努力一點,給人多一點時間,都可以做到
[00:15:46.000 --> 00:15:53.000]  結果不知道是努力真的會有回報,還是我當年比較幸運
[00:15:53.000 --> 00:16:00.000]  我在學校的成績都算不錯,一直都保留在精英班
[00:16:00.000 --> 00:16:05.000]  考試的排名都過得去,見得下人
[00:16:06.000 --> 00:16:12.000]  慢慢我自己都接受了,原來過程辛苦一點
[00:16:12.000 --> 00:16:17.000]  但只要繼續努力,都可以得到一個好的成績
[00:16:17.000 --> 00:16:22.000]  我也同樣可以得到其他人的認同和讚賞
[00:16:22.000 --> 00:16:30.000]  但隨著小學的課程越來越深,也慢慢跟不上
[00:16:32.000 --> 00:16:41.000]  無論我多麼用功,多麼花時間重複去溫習,去抄寫,去抹
[00:16:41.000 --> 00:16:44.000]  抹十次不行,抹多十次
[00:16:44.000 --> 00:16:48.000]  但我仍然沒有那份信心,把握
[00:16:48.000 --> 00:16:53.000]  可以確保自己可以得到一個好的成績,好的分數
[00:16:53.000 --> 00:17:01.000]  成績變得是好是壞的我,也成功引起了老師的注意
[00:17:02.000 --> 00:17:07.000]  老師的認定是我的問題是我懶而造成的
[00:17:07.000 --> 00:17:16.000]  她很好,她刻意將全班中文成績最好的女同學偏在我旁邊
[00:17:16.000 --> 00:17:21.000]  期望她可以督促我做得更好
[00:17:21.000 --> 00:17:28.000]  但事實是我一直都很努力,甚至乎比之前更加努力
[00:17:29.000 --> 00:17:36.000]  因為我根本不想落後,我根本不想被人看做,我沒有努力
[00:17:36.000 --> 00:17:39.000]  或者我是個次一級的學生
[00:17:39.000 --> 00:17:44.000]  終於我的付出是有回報的
[00:17:44.000 --> 00:17:49.000]  在一次的功課上,我得到一個很高的分數
[00:17:49.000 --> 00:17:54.000]  甚至乎比我旁邊的女同學更高分
[00:17:55.000 --> 00:18:02.000]  正當我漸漸在享受其他同學那種驚訝的目光的時候
[00:18:02.000 --> 00:18:06.000]  我身邊的女同學忽然大聲地說
[00:18:06.000 --> 00:18:10.000]  「你為甚麼可以這麼高分?你是不是出貓?」
[00:18:10.000 --> 00:18:16.000]  當然她很大聲地說,老師也聽到她大聲地說
[00:18:16.000 --> 00:18:23.000]  老師的反應是當眾要求我下課後留下來
[00:18:24.000 --> 00:18:27.000]  「梁芷菁,你下課後出來見一見我」
[00:18:27.000 --> 00:18:32.000]  可能老師也想了解一下我究竟是怎樣做到這份功課
[00:18:32.000 --> 00:18:36.000]  但這是一個深邃的經歷
[00:18:36.000 --> 00:18:45.000]  原來即使我再努力去融入這個學習的模式、學習的制度
[00:18:45.000 --> 00:18:50.000]  每個星期、每天,甚至乎每一刻
[00:18:51.000 --> 00:18:59.000]  我都在溫習、在預備那些不知道對自己將來有甚麼幫助的墨書、測驗
[00:18:59.000 --> 00:19:12.000]  純粹是為了滿足身邊的人或當時的社會對一個好學生或好孩子的期望、要求
[00:19:12.000 --> 00:19:20.000]  但我最終都不能得到那份應有的認同和尊重
[00:19:21.000 --> 00:19:26.000]  我背後的努力都沒有被其他人看得見
[00:19:26.000 --> 00:19:34.000]  各位弟兄姊妹、各位朋友
[00:19:34.000 --> 00:19:38.000]  回到最初問大家的那一條問題
[00:19:38.000 --> 00:19:46.000]  你還記不記得自己最初的「我的志願」是甚麼?
[00:19:48.000 --> 00:19:59.000]  還是你早已不知道哪一天不經不覺都已經接納了社會給你們的價值觀
[00:19:59.000 --> 00:20:02.000]  或者那些框框呢?
[00:20:02.000 --> 00:20:05.000]  就好像那彈葉那樣
[00:20:05.000 --> 00:20:11.000]  他接受了尼塞亞必定是要出身顯赫
[00:20:11.000 --> 00:20:17.000]  甚至乎他要具有政治上、軍事上的實力
[00:20:19.000 --> 00:20:22.000]  又或者像我小時候的我那樣
[00:20:22.000 --> 00:20:29.000]  接受了只有好成績才可以是好學生、好孩子
[00:20:29.000 --> 00:20:37.000]  今日你的「我的志願」會不會都變成事業有成
[00:20:37.000 --> 00:20:44.000]  擁有多少物業、多少資產、多少稅可以財富自由呢?
[00:20:48.000 --> 00:20:53.000]  你是不是已經相信唯有滿足這些框框
[00:20:53.000 --> 00:20:56.000]  我們的生命才可以是好的呢?
[00:20:56.000 --> 00:20:58.000]  才可以是安全的呢?
[00:20:58.000 --> 00:21:00.000]  才可以是成功的呢?
[00:21:00.000 --> 00:21:09.000]  這些框框會不會都成為了今日你生命當中最重要的事呢?
[00:21:09.000 --> 00:21:14.000]  為了達到這些目標在所不惜
[00:21:14.000 --> 00:21:17.000]  忘記了去追求真善美
[00:21:19.000 --> 00:21:25.000]  令你難落了、忽略了身邊的人、身邊的關係
[00:21:25.000 --> 00:21:30.000]  有可能有些事就算你知道不應該做
[00:21:30.000 --> 00:21:32.000]  你都去了做
[00:21:32.000 --> 00:21:42.000]  今日的你會不會都在經歷著被各種框框捆綁的生命呢?
[00:21:45.000 --> 00:21:53.000]  這些框框可能更加影響了我們對其他事情、其他事物的接受程度
[00:21:53.000 --> 00:21:57.000]  我已經很好了
[00:21:57.000 --> 00:21:59.000]  為什麼需要信仰呢?
[00:21:59.000 --> 00:22:06.000]  信仰是那些失敗、脆弱的人才需要的
[00:22:06.000 --> 00:22:08.000]  我不需要這些幫助
[00:22:08.000 --> 00:22:10.000]  我不需要這些強心針
[00:22:14.000 --> 00:22:15.000]  但各位朋友
[00:22:15.000 --> 00:22:18.000]  聖經很清楚地告訴我們
[00:22:18.000 --> 00:22:21.000]  這是罪帶來的影響
[00:22:21.000 --> 00:22:24.000]  羅馬書三章二十三節這樣說
[00:22:24.000 --> 00:22:29.000]  「因為世人都犯了罪,虧缺了神的榮耀」
[00:22:29.000 --> 00:22:32.000]  上帝創造人
[00:22:32.000 --> 00:22:37.000]  原本是要人享受同去一切那份快樂
[00:22:38.000 --> 00:22:44.000]  但我們偏恨紀錄違背了上帝原初對人的計劃
[00:22:44.000 --> 00:22:51.000]  以致我們都沒有辦法去經歷、去體驗上帝對我的那份愛
[00:22:51.000 --> 00:23:01.000]  聖潔的上帝和有罪的人中間因此就隔開了
[00:23:02.000 --> 00:23:10.000]  就算我們多努力、用自己的方法、用財富、用知識、用成就
[00:23:10.000 --> 00:23:13.000]  我們去追求那份滿足
[00:23:13.000 --> 00:23:18.000]  但我們永遠都得不著那份真正豐盛的生命
[00:23:18.000 --> 00:23:25.000]  各位朋友、各位弟兄姊妹
[00:23:25.000 --> 00:23:28.000]  今晚我們看的故事
[00:23:29.000 --> 00:23:34.000]  已經很清楚讓我們知道人的出路在哪裡
[00:23:34.000 --> 00:23:37.000]  耶穌對拿丹葉說
[00:23:37.000 --> 00:23:41.000]  「你將看見比這些更大的事
[00:23:41.000 --> 00:23:46.000]  我實實在在地告訴你們
[00:23:46.000 --> 00:23:50.000]  你們將要看見天開了
[00:23:50.000 --> 00:23:55.000]  神的使者在人子身上、上去、下來」
[00:23:57.000 --> 00:24:02.000]  這個更大的事其實已經發生了
[00:24:02.000 --> 00:24:07.000]  二千多年前上帝的兒子耶穌基督
[00:24:07.000 --> 00:24:09.000]  以人的樣式來到世上
[00:24:09.000 --> 00:24:12.000]  出現在人面前
[00:24:12.000 --> 00:24:16.000]  成為了人和上帝之間的橋樑
[00:24:16.000 --> 00:24:21.000]  讓我們這些被罪所隔絕的生命
[00:24:21.000 --> 00:24:26.000]  能夠重新和聖潔的上帝建立那份關係
[00:24:28.000 --> 00:24:30.000]  耶穌基督來到世上
[00:24:30.000 --> 00:24:39.000]  正正就是要打破這些影響著我們生命的規範框框
[00:24:39.000 --> 00:24:42.000]  耶穌本有上帝的形象
[00:24:42.000 --> 00:24:45.000]  反倒虛己成為人的樣式
[00:24:45.000 --> 00:24:51.000]  耶穌更加選擇主動去關心貧窮的人
[00:24:51.000 --> 00:24:54.000]  婦女、患病
[00:24:55.000 --> 00:24:57.000]  這些被社會去邊緣
[00:24:57.000 --> 00:25:00.000]  被標籤的罪人群體
[00:25:00.000 --> 00:25:05.000]  耶穌自己就像光一樣來到世間
[00:25:05.000 --> 00:25:08.000]  照亮一切黑暗
[00:25:08.000 --> 00:25:12.000]  證明世人都在罪裡面掙扎
[00:25:12.000 --> 00:25:18.000]  因為我們每一個人都被罪
[00:25:18.000 --> 00:25:24.000]  被世界的權勢、權力的框架、架構不斷無數
[00:25:25.000 --> 00:25:28.000]  我們受著這些力量去影響
[00:25:28.000 --> 00:25:32.000]  在這些力量的牽引之下去過生活
[00:25:32.000 --> 00:25:37.000]  而罪的結果是死
[00:25:37.000 --> 00:25:41.000]  是永遠和創造我們的上帝去隔絕
[00:25:41.000 --> 00:25:47.000]  昔日耶穌不單止和罪人一起
[00:25:47.000 --> 00:25:50.000]  更加為我們死在十字架上
[00:25:50.000 --> 00:25:53.000]  彰顯了上帝完美的愛
[00:25:55.000 --> 00:25:58.000]  耶穌的捨命是上帝愛的行動
[00:25:58.000 --> 00:26:01.000]  也是上帝救贖的行動
[00:26:01.000 --> 00:26:04.000]  聖經啟示我們
[00:26:04.000 --> 00:26:08.000]  耶穌來不是要審判世界
[00:26:08.000 --> 00:26:10.000]  乃是要拯救世界
[00:26:10.000 --> 00:26:13.000]  不是要定世人的罪
[00:26:13.000 --> 00:26:16.000]  乃是要叫世人因他得救
[00:26:16.000 --> 00:26:20.000]  耶穌更加從死裡復活
[00:26:20.000 --> 00:26:23.000]  打破了死亡和罪的權勢
[00:26:25.000 --> 00:26:27.000]  自此一個新的時代就開始了
[00:26:27.000 --> 00:26:29.000]  在這個新時代
[00:26:29.000 --> 00:26:32.000]  一切願意相信耶穌基督的人
[00:26:32.000 --> 00:26:35.000]  都可以成為新的創造
[00:26:35.000 --> 00:26:39.000]  我們不再受罪和死亡的合制
[00:26:39.000 --> 00:26:41.000]  願意我們都記得
[00:26:41.000 --> 00:26:43.000]  上帝看人
[00:26:43.000 --> 00:26:46.000]  不像我們人看人那樣
[00:26:46.000 --> 00:26:49.000]  他看重的是我們的內心
[00:26:49.000 --> 00:26:54.000]  昔日他重視拿丹葉
[00:26:55.000 --> 00:26:57.000]  的心裡是沒有鬼詐的
[00:26:57.000 --> 00:27:00.000]  同樣
[00:27:00.000 --> 00:27:03.000]  他不在乎我們做什麼
[00:27:03.000 --> 00:27:06.000]  因此
[00:27:06.000 --> 00:27:08.000]  我們在上帝裡面
[00:27:08.000 --> 00:27:10.000]  我們每一個人
[00:27:10.000 --> 00:27:12.000]  都可以得著
[00:27:12.000 --> 00:27:14.000]  那份真正的安全
[00:27:14.000 --> 00:27:16.000]  真正的足夠
[00:27:16.000 --> 00:27:18.000]  和真正的悲哀
[00:27:23.000 --> 00:27:26.000]  說你已經信了耶穌
[00:27:26.000 --> 00:27:29.000]  回教會有一段日子
[00:27:29.000 --> 00:27:32.000]  但今天的你
[00:27:32.000 --> 00:27:34.000]  會不會都好像
[00:27:34.000 --> 00:27:39.000]  真實遇見耶穌之前的拿丹葉那樣
[00:27:39.000 --> 00:27:42.000]  會令到你
[00:27:42.000 --> 00:27:45.000]  有一些既有觀念
[00:27:45.000 --> 00:27:48.000]  既有的想法去看上帝
[00:27:48.000 --> 00:27:51.000]  以致你的生命
[00:27:52.000 --> 00:27:53.000]  有一些的部分
[00:27:53.000 --> 00:27:57.000]  沒有完全讓上帝去掌管
[00:27:57.000 --> 00:27:59.000]  又或者
[00:27:59.000 --> 00:28:02.000]  你會不會都用了一些框框
[00:28:02.000 --> 00:28:04.000]  去看耶穌
[00:28:04.000 --> 00:28:07.000]  沒有容讓上帝
[00:28:07.000 --> 00:28:10.000]  在你想像之外的領域
[00:28:10.000 --> 00:28:14.000]  以你想像之外的方式去工作
[00:28:14.000 --> 00:28:18.000]  若然上帝
[00:28:18.000 --> 00:28:20.000]  自己的說話
[00:28:21.000 --> 00:28:22.000]  今晚對你都有些提醒
[00:28:22.000 --> 00:28:24.000]  我邀請你
[00:28:24.000 --> 00:28:27.000]  你為自己去祈禱
[00:28:27.000 --> 00:28:29.000]  求上主去幫助你
[00:28:29.000 --> 00:28:31.000]  更好去跟隨他
[00:28:31.000 --> 00:28:35.000]  若然我們中間
[00:28:35.000 --> 00:28:38.000]  有一些仍然去尋溯
[00:28:38.000 --> 00:28:41.000]  去認識上帝的朋友
[00:28:41.000 --> 00:28:44.000]  今天的你們
[00:28:44.000 --> 00:28:46.000]  是不是都願意
[00:28:46.000 --> 00:28:48.000]  去擺脫那些影響著你
[00:28:49.000 --> 00:28:51.000]  現在生命的框框呢
[00:28:51.000 --> 00:28:56.000]  不再被世界的價值觀去無數
[00:28:56.000 --> 00:29:00.000]  說白一點
[00:29:00.000 --> 00:29:02.000]  你們是不是都渴望
[00:29:02.000 --> 00:29:06.000]  那一份不被罪的權勢
[00:29:06.000 --> 00:29:08.000]  所捆綁的生命呢
[00:29:08.000 --> 00:29:11.000]  是不是都願意相信
[00:29:11.000 --> 00:29:13.000]  耶穌基督
[00:29:13.000 --> 00:29:17.000]  昔日確實來到這個世上
[00:29:18.000 --> 00:29:21.000]  並且已經為你去死
[00:29:21.000 --> 00:29:23.000]  並且復活過來呢
[00:29:23.000 --> 00:29:28.000]  又願意依靠上帝的幫助
[00:29:28.000 --> 00:29:30.000]  成為新造的人
[00:29:30.000 --> 00:29:32.000]  不再受罪
[00:29:32.000 --> 00:29:34.000]  跟死亡去合制
[00:29:34.000 --> 00:29:37.000]  假如這些問題
[00:29:37.000 --> 00:29:39.000]  你的答案是肯定的
