
[00:00:00.000 --> 00:00:02.000]  諾穆斯各位諸內大英姐妹們平安
[00:01:19.000 --> 00:01:22.000]  選了第四名安慰獎
[00:01:22.000 --> 00:01:24.000]  然後一二三名
[00:01:25.000 --> 00:01:28.000]  原來第四名都非常有意義
[00:01:28.000 --> 00:01:31.000]  他說什麼是世界上最快樂的事
[00:01:31.000 --> 00:01:32.000]  就是一個藝術家
[00:01:32.000 --> 00:01:35.000]  當他完成了很偉大的作品
[00:01:35.000 --> 00:01:38.000]  看著那幅牆畫的畫
[00:01:38.000 --> 00:01:41.000]  心裡很欣然
[00:01:41.000 --> 00:01:43.000]  完成了傑作
[00:01:43.000 --> 00:01:45.000]  還可以吹口哨
[00:01:45.000 --> 00:01:48.000]  第二名第三名就是
[00:01:48.000 --> 00:01:50.000]  講述細蚊仔
[00:01:50.000 --> 00:01:52.000]  在海邊
[00:01:53.000 --> 00:01:55.000]  砌了一個城堡
[00:01:55.000 --> 00:01:57.000]  對他來說是很大的成就
[00:01:57.000 --> 00:01:59.000]  砌了一個城堡
[00:01:59.000 --> 00:02:01.000]  對著他大笑
[00:02:01.000 --> 00:02:03.000]  在那裡走來走去
[00:02:03.000 --> 00:02:05.000]  第二名
[00:02:05.000 --> 00:02:07.000]  講述一個媽媽
[00:02:07.000 --> 00:02:11.000]  媽媽一天的辛勞照顧嬰孩
[00:02:11.000 --> 00:02:14.000]  當她為她洗完澡的時候
[00:02:14.000 --> 00:02:16.000]  原來媽媽就很開心
[00:02:16.000 --> 00:02:18.000]  看著嬰孩
[00:02:18.000 --> 00:02:19.000]  不單止微笑
[00:02:19.000 --> 00:02:20.000]  還會唱歌
[00:02:22.000 --> 00:02:23.000]  那麼第一名
[00:02:23.000 --> 00:02:25.000]  很難猜的
[00:02:25.000 --> 00:02:27.000]  如果我是評判
[00:02:27.000 --> 00:02:28.000]  我都給他第一
[00:02:28.000 --> 00:02:31.000]  什麼是世界上最快樂
[00:02:31.000 --> 00:02:32.000]  開心的事呢
[00:02:32.000 --> 00:02:34.000]  就是一個醫生
[00:02:34.000 --> 00:02:37.000]  當他一次很大的手術
[00:02:37.000 --> 00:02:40.000]  站在病床上
[00:02:40.000 --> 00:02:42.000]  足足做了八個小時
[00:02:42.000 --> 00:02:45.000]  竟然救回一條生命
[00:02:45.000 --> 00:02:47.000]  當他完成了之後
[00:02:47.000 --> 00:02:48.000]  去洗手的時候
[00:02:48.000 --> 00:02:50.000]  他一直會心微笑
[00:02:51.000 --> 00:02:52.000]  真是
[00:02:52.000 --> 00:02:53.000]  能夠救回一條
[00:02:53.000 --> 00:02:54.000]  如此寶貴的生命
[00:02:54.000 --> 00:02:56.000]  是他人生裡面
[00:02:56.000 --> 00:02:57.000]  最大的喜樂的事
[00:02:57.000 --> 00:03:00.000]  那麼原來聖經說
[00:03:00.000 --> 00:03:01.000]  菲勒比書
[00:03:01.000 --> 00:03:03.000]  保羅呢
[00:03:03.000 --> 00:03:05.000]  當他寫了菲勒比書
[00:03:05.000 --> 00:03:06.000]  一共
[00:03:06.000 --> 00:03:08.000]  不止四次開心
[00:03:08.000 --> 00:03:10.000]  十三次
[00:03:10.000 --> 00:03:11.000]  今晚
[00:03:11.000 --> 00:03:13.000]  本來你回去看菲勒比書
[00:03:13.000 --> 00:03:15.000]  常常講到喜樂
[00:03:15.000 --> 00:03:17.000]  歡喜
[00:03:17.000 --> 00:03:18.000]  歡歡喜喜
[00:03:19.000 --> 00:03:21.000]  從第一章到第二章
[00:03:21.000 --> 00:03:23.000]  和我們今天所讀的經文
[00:03:23.000 --> 00:03:24.000]  已經講了四次
[00:03:24.000 --> 00:03:26.000]  如果我們有聖經
[00:03:26.000 --> 00:03:27.000]  可以翻開
[00:03:27.000 --> 00:03:28.000]  菲勒比書
[00:03:28.000 --> 00:03:30.000]  第一章
[00:03:30.000 --> 00:03:31.000]  先看第四節
[00:03:31.000 --> 00:03:35.000]  因為第四節和第二節
[00:03:35.000 --> 00:03:37.000]  是我們浸信會聯會的
[00:03:37.000 --> 00:03:38.000]  標題經文
[00:03:38.000 --> 00:03:40.000]  第四節我們一起讀
[00:03:40.000 --> 00:03:44.000]  每逢為你們眾人祈求的時候
[00:03:44.000 --> 00:03:47.000]  總是歡歡喜喜地祈求
[00:03:47.000 --> 00:03:49.000]  因為從第一天
[00:03:49.000 --> 00:03:50.000]  直到如今
[00:03:50.000 --> 00:03:52.000]  你們都同心合意
[00:03:52.000 --> 00:03:54.000]  興旺福音
[00:03:54.000 --> 00:03:56.000]  原來他最開心是看到什麼
[00:03:56.000 --> 00:03:58.000]  他們同心合意
[00:03:58.000 --> 00:03:59.000]  興旺福音
[00:03:59.000 --> 00:04:01.000]  而且不單止歡喜
[00:04:01.000 --> 00:04:02.000]  是歡歡喜喜
[00:04:02.000 --> 00:04:03.000]  這是第一次
[00:04:03.000 --> 00:04:04.000]  第二次呢
[00:04:04.000 --> 00:04:06.000]  和福音有關的
[00:04:06.000 --> 00:04:07.000]  第十八節我們再讀
[00:04:07.000 --> 00:04:09.000]  者又何妨呢
[00:04:09.000 --> 00:04:11.000]  或是假意
[00:04:11.000 --> 00:04:12.000]  或是真心
[00:04:12.000 --> 00:04:14.000]  無論如何
[00:04:14.000 --> 00:04:16.000]  只要基督被傳開了
[00:04:16.000 --> 00:04:18.000]  為此我就歡喜
[00:04:18.000 --> 00:04:20.000]  保羅當時是
[00:04:20.000 --> 00:04:21.000]  好
[00:04:21.000 --> 00:04:22.000]  正在坐牢
[00:04:22.000 --> 00:04:25.000]  隨時有殺身之禍
[00:04:25.000 --> 00:04:30.000]  他不單止為了自己的身體
[00:04:30.000 --> 00:04:31.000]  牢獄之災
[00:04:31.000 --> 00:04:32.000]  去埋怨神
[00:04:32.000 --> 00:04:34.000]  他還很開心
[00:04:34.000 --> 00:04:35.000]  為什麼
[00:04:35.000 --> 00:04:37.000]  是他以前夢寐以求
[00:04:37.000 --> 00:04:38.000]  沒有想過的
[00:04:38.000 --> 00:04:40.000]  可以傳福音給坐牢的人
[00:04:40.000 --> 00:04:42.000]  其實最主要是那些獄卒
[00:04:42.000 --> 00:04:44.000]  那些在牢裡工作的人
[00:04:45.000 --> 00:04:47.000]  那些士兵們
[00:04:47.000 --> 00:04:49.000]  他都可以傳福音給他們
[00:04:49.000 --> 00:04:50.000]  所以無論如何
[00:04:50.000 --> 00:04:51.000]  最主要是福音
[00:04:51.000 --> 00:04:53.000]  耶穌基督被傳開
[00:04:53.000 --> 00:04:54.000]  我就歡喜
[00:04:54.000 --> 00:04:55.000]  還要再加一句
[00:04:55.000 --> 00:04:57.000]  我還要歡喜
[00:04:57.000 --> 00:04:58.000]  歡喜更歡喜
[00:04:58.000 --> 00:05:00.000]  第三次
[00:05:00.000 --> 00:05:02.000]  是什麼令他歡喜呢
[00:05:02.000 --> 00:05:04.000]  就是第二十八節
[00:05:04.000 --> 00:05:05.000]  我們找到
[00:05:05.000 --> 00:05:07.000]  第二十五節
[00:05:07.000 --> 00:05:08.000]  第二十五節
[00:05:08.000 --> 00:05:09.000]  我們一起讀
[00:05:09.000 --> 00:05:11.000]  既然我這樣深信
[00:05:12.000 --> 00:05:15.000]  就知道仍要留在世間
[00:05:15.000 --> 00:05:18.000]  且與你們眾人一起存留
[00:05:18.000 --> 00:05:20.000]  使你們在所信的道上
[00:05:20.000 --> 00:05:23.000]  又長進又起落
[00:05:23.000 --> 00:05:25.000]  他說
[00:05:25.000 --> 00:05:27.000]  我知道
[00:05:27.000 --> 00:05:28.000]  原來我坐牢
[00:05:28.000 --> 00:05:29.000]  陳友的心意
[00:05:29.000 --> 00:05:31.000]  他仍然會存留
[00:05:31.000 --> 00:05:33.000]  將來可能會出牢
[00:05:33.000 --> 00:05:36.000]  因為見到教會裡面的頂子妹
[00:05:36.000 --> 00:05:37.000]  你們
[00:05:37.000 --> 00:05:39.000]  在所信的道上
[00:05:39.000 --> 00:05:40.000]  是長進的
[00:05:40.000 --> 00:05:41.000]  寧命長進
[00:05:42.000 --> 00:05:44.000]  信仰堅守
[00:05:44.000 --> 00:05:46.000]  我就起落了
[00:05:46.000 --> 00:05:48.000]  而且越發增加
[00:05:48.000 --> 00:05:50.000]  第四次起落
[00:05:50.000 --> 00:05:52.000]  就在第二章
[00:05:52.000 --> 00:05:53.000]  第二節
[00:05:53.000 --> 00:05:55.000]  我們一起讀出
[00:05:55.000 --> 00:05:57.000]  你們就要意念相同
[00:05:57.000 --> 00:05:58.000]  愛心相同
[00:05:58.000 --> 00:06:00.000]  有一致的心思
[00:06:00.000 --> 00:06:01.000]  一致的想法
[00:06:01.000 --> 00:06:04.000]  使我的喜樂可以滿足
[00:06:04.000 --> 00:06:07.000]  第三次起落
[00:06:07.000 --> 00:06:08.000]  第四節就說
[00:06:08.000 --> 00:06:09.000]  不單止喜樂
[00:06:09.000 --> 00:06:11.000]  還要滿舍
[00:06:11.000 --> 00:06:13.000]  就像我們舊約所說的
[00:06:13.000 --> 00:06:15.000]  覆杯怎麼樣
[00:06:15.000 --> 00:06:16.000]  滿日
[00:06:16.000 --> 00:06:17.000]  滿舍
[00:06:17.000 --> 00:06:18.000]  為什麼滿舍呢
[00:06:18.000 --> 00:06:20.000]  因為見到教會的頂子妹
[00:06:20.000 --> 00:06:21.000]  他們有一樣的愛心
[00:06:21.000 --> 00:06:22.000]  有一樣的心思
[00:06:22.000 --> 00:06:24.000]  有一樣的意念
[00:06:24.000 --> 00:06:25.000]  在主裡面
[00:06:25.000 --> 00:06:26.000]  活出愛心出來
[00:06:26.000 --> 00:06:28.000]  他就歡喜了
[00:06:28.000 --> 00:06:29.000]  但是
[00:06:29.000 --> 00:06:31.000]  當他說完四種歡喜
[00:06:31.000 --> 00:06:33.000]  他原來有點擔心
[00:06:33.000 --> 00:06:35.000]  所以為什麼有
[00:06:35.000 --> 00:06:36.000]  菲律賓書
[00:06:36.000 --> 00:06:38.000]  寫一個很強烈的對比
[00:06:38.000 --> 00:06:40.000]  一方面是一個喜樂的書信
[00:06:40.000 --> 00:06:43.000]  但是其實裡面有很多隱憂
[00:06:43.000 --> 00:06:47.000]  他就要幫他們解決
[00:06:47.000 --> 00:06:49.000]  教會裡面的隱憂
[00:06:49.000 --> 00:06:51.000]  所以特意寫了菲律賓書
[00:06:51.000 --> 00:06:54.000]  因為本來合一是很喜樂的
[00:06:54.000 --> 00:06:56.000]  但是合一的過程裡面
[00:06:56.000 --> 00:06:57.000]  有難阻
[00:06:57.000 --> 00:06:58.000]  這三個難阻
[00:06:58.000 --> 00:07:00.000]  使你們沒有辦法合一
[00:07:00.000 --> 00:07:01.000]  哪三個呢
[00:07:01.000 --> 00:07:03.000]  就在第三節
[00:07:03.000 --> 00:07:04.000]  第三節怎麼說
[00:07:04.000 --> 00:07:05.000]  一起讀
[00:07:05.000 --> 00:07:07.000]  凡事不可結黨
[00:07:07.000 --> 00:07:08.000]  不可貪圖
[00:07:08.000 --> 00:07:10.000]  虛防的榮耀
[00:07:10.000 --> 00:07:12.000]  只要全心謙卑
[00:07:12.000 --> 00:07:14.000]  各人看別人比自己強
[00:07:14.000 --> 00:07:16.000]  各人不要單顧自己的事
[00:07:16.000 --> 00:07:18.000]  也要顧別人的事
[00:07:18.000 --> 00:07:19.000]  三樣
[00:07:19.000 --> 00:07:21.000]  難阻你合一
[00:07:21.000 --> 00:07:22.000]  但是三樣
[00:07:22.000 --> 00:07:24.000]  就是將這些難阻掃除
[00:07:24.000 --> 00:07:26.000]  難阻第一是什麼
[00:07:26.000 --> 00:07:27.000]  結黨
[00:07:27.000 --> 00:07:29.000]  其實這個意思就是
[00:07:29.000 --> 00:07:30.000]  自私自利
[00:07:30.000 --> 00:07:32.000]  只是顧自己而已
[00:07:32.000 --> 00:07:33.000]  還有呢
[00:07:33.000 --> 00:07:34.000]  貪圖
[00:07:34.000 --> 00:07:35.000]  虛防的榮耀
[00:07:35.000 --> 00:07:37.000]  在社會拿不到的
[00:07:37.000 --> 00:07:38.000]  第三呢
[00:07:38.000 --> 00:07:42.000]  只是看別人比自己弱
[00:07:42.000 --> 00:07:43.000]  不是強
[00:07:43.000 --> 00:07:45.000]  所以這點剛剛相反
[00:07:45.000 --> 00:07:47.000]  如何掃除難阻有三樣
[00:07:47.000 --> 00:07:48.000]  第一樣是什麼
[00:07:48.000 --> 00:07:51.000]  全心謙卑
[00:07:51.000 --> 00:07:52.000]  第二呢
[00:07:52.000 --> 00:07:55.000]  看別人比自己強
[00:07:55.000 --> 00:07:56.000]  第三呢
[00:07:56.000 --> 00:07:58.000]  就不是顧自己的事
[00:07:58.000 --> 00:08:01.000]  要顧別人的事
[00:08:01.000 --> 00:08:03.000]  你能夠謙卑
[00:08:03.000 --> 00:08:05.000]  不要只顧自己的事
[00:08:05.000 --> 00:08:07.000]  顧別人的事
[00:08:07.000 --> 00:08:09.000]  看別人比自己強
[00:08:09.000 --> 00:08:10.000]  你就後來合一
[00:08:10.000 --> 00:08:13.000]  我就喜樂滿足了
[00:08:13.000 --> 00:08:15.000]  但是說是這麼說的
[00:08:15.000 --> 00:08:17.000]  那如何真正謙卑化呢
[00:08:17.000 --> 00:08:21.000]  所以有第五節到第十一節這段經文
[00:08:21.000 --> 00:08:24.000]  可以說聖經裡面
[00:08:24.000 --> 00:08:27.000]  除了約翰福音第三章十六節
[00:08:27.000 --> 00:08:29.000]  很重要的得救經文
[00:08:29.000 --> 00:08:31.000]  其實這段經文是非常重要
[00:08:31.000 --> 00:08:32.000]  所以你留意
[00:08:32.000 --> 00:08:33.000]  有些聖經
[00:08:33.000 --> 00:08:36.000]  我不知道和本這裡的聖經是怎麼寫的
[00:08:36.000 --> 00:08:37.000]  我這裡的聖經
[00:08:37.000 --> 00:08:39.000]  就不是一般的排列方法
[00:08:39.000 --> 00:08:42.000]  一般的排列方法就是一直排下去
[00:08:42.000 --> 00:08:43.000]  但這個不是的
[00:08:43.000 --> 00:08:46.000]  是一句
[00:08:46.000 --> 00:08:47.000]  就是一行
[00:08:47.000 --> 00:08:50.000]  你們當以基督耶穌的心為心
[00:08:50.000 --> 00:08:51.000]  是一行的
[00:08:51.000 --> 00:08:52.000]  然後第二行
[00:08:52.000 --> 00:08:53.000]  他本有上帝的形象
[00:08:53.000 --> 00:08:54.000]  是一行的
[00:08:54.000 --> 00:08:55.000]  反保虛己
[00:08:55.000 --> 00:08:56.000]  只有四個字
[00:08:56.000 --> 00:08:57.000]  是一行的
[00:08:57.000 --> 00:08:59.000]  然後取得盧伯的形象
[00:08:59.000 --> 00:09:00.000]  也是一行的
[00:09:00.000 --> 00:09:03.000]  那你會問為什麼這樣排列呢
[00:09:03.000 --> 00:09:04.000]  就是和舊約
[00:09:04.000 --> 00:09:06.000]  有一卷書很相似的排列
[00:09:06.000 --> 00:09:08.000]  是什麼書啊
[00:09:08.000 --> 00:09:10.000]  唱歌的
[00:09:10.000 --> 00:09:12.000]  你說什麼書啊
[00:09:12.000 --> 00:09:14.000]  是詩篇一百五十篇
[00:09:14.000 --> 00:09:16.000]  所以他佔了篇幅
[00:09:16.000 --> 00:09:18.000]  本來一百五十篇不是很多
[00:09:18.000 --> 00:09:20.000]  但他佔了很長的
[00:09:20.000 --> 00:09:22.000]  因為他每一句都是一行的
[00:09:22.000 --> 00:09:23.000]  那為什麼每一句都是一行
[00:09:23.000 --> 00:09:25.000]  為什麼每一句都是一行
[00:09:25.000 --> 00:09:26.000]  是的
[00:09:26.000 --> 00:09:28.000]  就是告訴那些利美人
[00:09:28.000 --> 00:09:30.000]  那些作詩歌的人
[00:09:30.000 --> 00:09:32.000]  是可以唱出來的
[00:09:32.000 --> 00:09:34.000]  唱頌出來
[00:09:34.000 --> 00:09:36.000]  在新約不是那麼多經文
[00:09:36.000 --> 00:09:39.000]  在羅馬書第八章有一段
[00:09:39.000 --> 00:09:41.000]  這裏有一段
[00:09:41.000 --> 00:09:45.000]  這段可以說是基督頌
[00:09:45.000 --> 00:09:47.000]  在新約聖經有馬尼亞頌
[00:09:47.000 --> 00:09:50.000]  但這裏其實叫基督頌
[00:09:50.000 --> 00:09:51.000]  歌頌基督
[00:09:51.000 --> 00:09:53.000]  他講基督什麼呢
[00:09:53.000 --> 00:09:56.000]  是以人的身份來歌頌他
[00:09:56.000 --> 00:09:58.000]  就是這三樣東西
[00:09:58.000 --> 00:10:00.000]  在這三樣東西就看到
[00:10:00.000 --> 00:10:02.000]  什麼是真正謙卑了
[00:10:02.000 --> 00:10:05.000]  什麼是真正可以令到合一了
[00:10:05.000 --> 00:10:07.000]  你就看到了
[00:10:07.000 --> 00:10:10.000]  我們以基督耶穌的心為心
[00:10:10.000 --> 00:10:12.000]  這是一個標題
[00:10:12.000 --> 00:10:14.000]  今天講到的標題
[00:10:14.000 --> 00:10:15.000]  就是說
[00:10:15.000 --> 00:10:17.000]  你想真正謙卑嗎
[00:10:17.000 --> 00:10:18.000]  你要學基督
[00:10:18.000 --> 00:10:21.000]  你要以耶穌的心腸為心腸
[00:10:21.000 --> 00:10:23.000]  就是耶穌所想的
[00:10:23.000 --> 00:10:24.000]  你去所想
[00:10:24.000 --> 00:10:26.000]  耶穌所做的你去做
[00:10:26.000 --> 00:10:27.000]  耶穌所吩咐你去做
[00:10:27.000 --> 00:10:29.000]  這些就是耶穌基督的心
[00:10:29.000 --> 00:10:30.000]  講這麼多
[00:10:30.000 --> 00:10:31.000]  你這個牧師
[00:10:31.000 --> 00:10:33.000]  你講得我都不明白
[00:10:33.000 --> 00:10:35.000]  不明白就講到明白
[00:10:35.000 --> 00:10:36.000]  不然你散會了
[00:10:36.000 --> 00:10:37.000]  你都不明白
[00:10:37.000 --> 00:10:38.000]  就問我一會兒
[00:10:38.000 --> 00:10:42.000]  怎樣以耶穌的心為心呢
[00:10:42.000 --> 00:10:44.000]  就是在聖經有講的
[00:10:44.000 --> 00:10:46.000]  我先賣個關子
[00:10:46.000 --> 00:10:48.000]  話說在三百年前
[00:10:48.000 --> 00:10:53.000]  在歐洲有個小的國家
[00:10:53.000 --> 00:10:54.000]  這個國家
[00:10:54.000 --> 00:10:56.000]  我問你就知道了
[00:10:56.000 --> 00:10:57.000]  就是曲奇餅很有名的
[00:10:57.000 --> 00:10:58.000]  是哪個國家
[00:10:58.000 --> 00:11:00.000]  丹麥曲奇嘛
[00:11:00.000 --> 00:11:02.000]  這個國家不是很大
[00:11:02.000 --> 00:11:04.000]  你知道在幾百年前
[00:11:04.000 --> 00:11:07.000]  歐洲很崇尚敬拜神
[00:11:07.000 --> 00:11:08.000]  就是基督的耶穌
[00:11:08.000 --> 00:11:11.000]  所以每個市中心
[00:11:11.000 --> 00:11:13.000]  首都都有一個大的教堂
[00:11:13.000 --> 00:11:14.000]  他們不例外
[00:11:14.000 --> 00:11:17.000]  就是一個很宏偉的教堂
[00:11:17.000 --> 00:11:19.000]  它的首都叫什麼名字
[00:11:19.000 --> 00:11:22.000]  丹麥的首都
[00:11:22.000 --> 00:11:25.000]  千萬不要講倫敦
[00:11:25.000 --> 00:11:27.000]  四個字的
[00:11:27.000 --> 00:11:29.000]  哥本哈根
[00:11:29.000 --> 00:11:33.000]  在教會的中心廣場
[00:11:33.000 --> 00:11:35.000]  他們的執事會就在談
[00:11:35.000 --> 00:11:37.000]  我們要建一個耶穌像
[00:11:37.000 --> 00:11:40.000]  就不要放在教堂後面
[00:11:40.000 --> 00:11:42.000]  又不要放在頂
[00:11:42.000 --> 00:11:43.000]  就放在哪裏呢
[00:11:43.000 --> 00:11:45.000]  在這個門口側根那裏
[00:11:45.000 --> 00:11:48.000]  每個人進來教堂裏面
[00:11:48.000 --> 00:11:50.000]  就見到耶穌了
[00:11:50.000 --> 00:11:53.000]  於是就找了當時最有名的雕刻家
[00:11:53.000 --> 00:11:55.000]  去雕一個耶穌像
[00:11:55.000 --> 00:11:57.000]  給了他一大筆錢
[00:11:57.000 --> 00:11:58.000]  這個雕刻家
[00:11:58.000 --> 00:12:00.000]  其實他小時候就去教堂
[00:12:00.000 --> 00:12:02.000]  大大一刻就沒有去了
[00:12:02.000 --> 00:12:04.000]  這是比較難題的
[00:12:04.000 --> 00:12:06.000]  他們怎樣雕一個耶穌像呢
[00:12:06.000 --> 00:12:08.000]  花了三個月的時間
[00:12:08.000 --> 00:12:10.000]  就完成了這個傑作
[00:12:10.000 --> 00:12:11.000]  這個耶穌像
[00:12:11.000 --> 00:12:13.000]  就不像我們在巴西
[00:12:13.000 --> 00:12:15.000]  有熱內盧體的像是怎樣的
[00:12:15.000 --> 00:12:17.000]  在山頂上是怎樣的形狀
[00:12:17.000 --> 00:12:20.000]  記得 伸開雙手
[00:12:20.000 --> 00:12:21.000]  很宏偉
[00:12:21.000 --> 00:12:23.000]  真的很遠很遠的地方
[00:12:23.000 --> 00:12:25.000]  在那些搭飛機的雲海都見到他
[00:12:25.000 --> 00:12:26.000]  伸開雙手
[00:12:26.000 --> 00:12:27.000]  就是說世人你來吧
[00:12:27.000 --> 00:12:28.000]  你信耶穌就行
[00:12:28.000 --> 00:12:30.000]  永生是這樣的意思
[00:12:30.000 --> 00:12:33.000]  但這個耶穌像不是這樣的
[00:12:33.000 --> 00:12:34.000]  很小的
[00:12:34.000 --> 00:12:36.000]  可能高過我一點
[00:12:36.000 --> 00:12:37.000]  不夠六呎
[00:12:37.000 --> 00:12:38.000]  這麽小的像
[00:12:38.000 --> 00:12:40.000]  給你這麽多錢
[00:12:40.000 --> 00:12:41.000]  他說對的
[00:12:41.000 --> 00:12:44.000]  這個銅像就放在教堂門口
[00:12:44.000 --> 00:12:46.000]  但是與別不同
[00:12:46.000 --> 00:12:48.000]  人家是這樣站著的
[00:12:48.000 --> 00:12:50.000]  英明神武的
[00:12:50.000 --> 00:12:51.000]  他不是
[00:12:51.000 --> 00:12:52.000]  我做個姿勢給你看
[00:12:52.000 --> 00:12:54.000]  現在你去到
[00:12:54.000 --> 00:12:56.000]  高本哈的首都中央廣場
[00:12:56.000 --> 00:12:58.000]  現在應該有像也在
[00:12:58.000 --> 00:13:00.000]  就這樣
[00:13:00.000 --> 00:13:02.000]  一搭頭的
[00:13:02.000 --> 00:13:04.000]  沒有你神氣
[00:13:04.000 --> 00:13:06.000]  那你每一個人見到耶穌
[00:13:06.000 --> 00:13:08.000]  就不可以這樣看著耶穌
[00:13:08.000 --> 00:13:09.000]  你走過去
[00:13:09.000 --> 00:13:10.000]  就要蹲下
[00:13:10.000 --> 00:13:12.000]  跪在他的腳旁邊
[00:13:12.000 --> 00:13:13.000]  然後向上望
[00:13:13.000 --> 00:13:15.000]  啊 原來耶穌是這樣的
[00:13:15.000 --> 00:13:16.000]  這樣就走出去
[00:13:16.000 --> 00:13:18.000]  所以有很多遊客
[00:13:18.000 --> 00:13:19.000]  那些基督徒
[00:13:19.000 --> 00:13:21.000]  經過都想望望
[00:13:21.000 --> 00:13:23.000]  所以成為了一個景點
[00:13:23.000 --> 00:13:25.000]  很多人就排隊走過去看
[00:13:25.000 --> 00:13:26.000]  話說有一天
[00:13:26.000 --> 00:13:28.000]  其中兩個人
[00:13:28.000 --> 00:13:30.000]  一個是無神論的教授
[00:13:30.000 --> 00:13:31.000]  跟著他後面
[00:13:31.000 --> 00:13:33.000]  有個十二歲的十元仔
[00:13:33.000 --> 00:13:35.000]  每個人原來
[00:13:35.000 --> 00:13:37.000]  約成規定
[00:13:37.000 --> 00:13:39.000]  不要看太久
[00:13:39.000 --> 00:13:40.000]  阻礙後面
[00:13:40.000 --> 00:13:43.000]  大概二十秒到三十秒
[00:13:43.000 --> 00:13:45.000]  誰知道這個教授
[00:13:45.000 --> 00:13:46.000]  本來就很反對
[00:13:46.000 --> 00:13:47.000]  這麼多人看
[00:13:47.000 --> 00:13:48.000]  有什麼好看的
[00:13:48.000 --> 00:13:49.000]  好 我去看一下
[00:13:49.000 --> 00:13:50.000]  於是走過去
[00:13:50.000 --> 00:13:52.000]  又跪在那裡望上去
[00:13:52.000 --> 00:13:56.000]  望上去就在那裡尋思
[00:13:56.000 --> 00:13:58.000]  嘆為觀止的那種感受
[00:13:58.000 --> 00:14:00.000]  那望著耶穌像
[00:14:00.000 --> 00:14:02.000]  就不捨得走
[00:14:02.000 --> 00:14:03.000]  站了多久呢
[00:14:03.000 --> 00:14:04.000]  就蹲了多久
[00:14:04.000 --> 00:14:06.000]  一個一分鐘
[00:14:06.000 --> 00:14:07.000]  超時了
[00:14:07.000 --> 00:14:09.000]  那後面的十元仔
[00:14:09.000 --> 00:14:10.000]  不耐煩
[00:14:10.000 --> 00:14:11.000]  就拉著他的三尾
[00:14:11.000 --> 00:14:13.000]  他就說 先生
[00:14:13.000 --> 00:14:14.000]  到我了
[00:14:14.000 --> 00:14:15.000]  不要這麼久了
[00:14:15.000 --> 00:14:16.000]  他就不好意思
[00:14:16.000 --> 00:14:17.000]  說對不起 對不起
[00:14:17.000 --> 00:14:18.000]  他就走出去
[00:14:18.000 --> 00:14:20.000]  走出去就站在那裡
[00:14:20.000 --> 00:14:21.000]  望著耶穌像
[00:14:21.000 --> 00:14:22.000]  望上去
[00:14:22.000 --> 00:14:23.000]  這位十元仔
[00:14:23.000 --> 00:14:24.000]  很快就看完了
[00:14:24.000 --> 00:14:26.000]  沒什麼 走出去
[00:14:26.000 --> 00:14:27.000]  他好奇
[00:14:27.000 --> 00:14:28.000]  反而問那個教授
[00:14:28.000 --> 00:14:29.000]  先生
[00:14:29.000 --> 00:14:31.000]  為什麼你看這麼久了
[00:14:31.000 --> 00:14:32.000]  我也看了一會就走
[00:14:32.000 --> 00:14:34.000]  人家也是看了一會
[00:14:34.000 --> 00:14:35.000]  他說 不是的
[00:14:35.000 --> 00:14:37.000]  這個耶穌像
[00:14:37.000 --> 00:14:38.000]  是不同的
