
[00:00:00.000 --> 00:00:02.260]  在這個《已忽所需》第六章第四節
[00:03:38.540 --> 00:03:40.440]  那我見得多了真是
[00:03:40.440 --> 00:03:44.300]  當然有些父母我見到大聲罵 有些扔下他走人
[00:03:44.300 --> 00:03:49.840]  也有些小孩就很生氣的樣子
[00:03:49.840 --> 00:03:51.720]  所以當我每一次看到《聖經》的時候
[00:03:51.720 --> 00:03:54.260]  你們作父親的不要惹怒
[00:03:54.260 --> 00:04:00.960]  其實惹呢 整全一點叫做惹怒兒女的氣
[00:04:00.960 --> 00:04:06.640]  只要照著主的教訓和警戒去養育他們
[00:04:06.640 --> 00:04:10.660]  照著主的教訓和警戒去養育他們
[00:04:10.660 --> 00:04:13.320]  但是在哥羅西書三章二十一節
[00:04:13.320 --> 00:04:16.880]  你看到你們作父親的不要惹兒女的氣
[00:04:16.880 --> 00:04:21.480]  是不是跟以弗所書六章第四節一模一樣啊?
[00:04:21.480 --> 00:04:24.440]  是不是啊?
[00:04:24.440 --> 00:04:28.580]  但是如果你查考《聖經》的原文 希臘文的時候
[00:04:28.580 --> 00:04:31.200]  這兩個惹字是不同的
[00:04:31.200 --> 00:04:34.480]  是用兩個不同的字眼來的
[00:04:34.480 --> 00:04:38.580]  那你說為什麼都是保羅寫的
[00:04:38.580 --> 00:04:40.360]  以弗所書和哥羅西書
[00:04:40.360 --> 00:04:46.000]  為什麼保羅在以弗所那裡要用一個惹字
[00:04:46.000 --> 00:04:49.680]  然後在哥羅西書又要用惹字第二個字呢?
[00:04:49.680 --> 00:04:52.160]  我這樣給你們解釋
[00:04:52.160 --> 00:04:55.960]  在哥羅西書那個惹字
[00:04:55.960 --> 00:05:01.080]  在原文的含義就是有激怒的意思
[00:05:01.080 --> 00:05:03.800]  那你可能說牧師 那不就是一樣
[00:05:03.800 --> 00:05:08.720]  你剛才說的第六章第四節那個惹字就是惹怒他
[00:05:08.720 --> 00:05:13.220]  然後你現在說這個哥羅西書三章二十一節
[00:05:13.220 --> 00:05:16.760]  就是激怒他 又是惹怒他
[00:05:16.760 --> 00:05:21.760]  總之就是激怒他 啊 有一個分別在這裡的
[00:05:21.760 --> 00:05:24.880]  我一路說下去的時候就跟大家看看
[00:05:24.880 --> 00:05:26.460]  這裡我讀給大家聽
[00:05:26.460 --> 00:05:30.440]  因為今天這個經文比較多的是《釋經》
[00:05:30.440 --> 00:05:33.320]  就是在《聖經》裡面跟大家去看
[00:05:33.320 --> 00:05:35.440]  其實我可以告訴大家
[00:05:35.440 --> 00:05:39.320]  當我預備這個父母節
[00:05:39.320 --> 00:05:42.960]  其實我上網找根本不用拿一本《聖經》一大堆東西去講
[00:05:42.960 --> 00:05:44.560]  你很簡單的
[00:05:44.560 --> 00:05:48.560]  母親須知 或者母親十全
[00:05:48.560 --> 00:05:50.360]  我已經下載了幾篇東西
[00:05:50.360 --> 00:05:51.960]  但是我看完那些東西
[00:05:51.960 --> 00:05:54.040]  我就覺得我要講《聖經》
[00:05:54.040 --> 00:05:56.720]  比講別人的看法好
[00:05:56.720 --> 00:05:58.640]  那些看法不是一定錯的
[00:05:58.640 --> 00:06:02.440]  很多和《聖經》是完全可以吻合的
[00:06:02.440 --> 00:06:06.600]  不過我就覺得既然在《爾忽所書》和《哥羅西書》
[00:06:06.600 --> 00:06:12.080]  這裡都有一些其實比較上是不容易去理解的經文
[00:06:12.080 --> 00:06:13.200]  當你細心去想的時候
[00:06:13.200 --> 00:06:16.480]  我現在跟大家一步一步細心去研究一下
[00:06:16.480 --> 00:06:18.480]  《爾忽所書》的第六章第四節
[00:06:18.480 --> 00:06:20.960]  它說作父親的人都包括母親
[00:06:20.960 --> 00:06:24.400]  我剛才大前提我都已經講了
[00:06:24.400 --> 00:06:26.480]  就在《聖經》講到弟兄們
[00:06:26.480 --> 00:06:27.520]  正如《聖經》講到弟兄們
[00:06:27.520 --> 00:06:28.840]  也包括姐妹
[00:06:28.840 --> 00:06:29.720]  我剛才都講了
[00:06:29.720 --> 00:06:32.080]  這個就是《羅馬書》十二章第一節
[00:06:32.080 --> 00:06:35.120]  野兒女的意思是什麼意思呢?
[00:06:35.120 --> 00:06:37.040]  就是即是令到他生氣
[00:06:37.040 --> 00:06:38.640]  牧師都講了
[00:06:38.640 --> 00:06:40.480]  引他發怒氣
[00:06:40.480 --> 00:06:41.960]  觸怒了他
[00:06:41.960 --> 00:06:43.120]  惹怒了他
[00:06:43.120 --> 00:06:44.880]  現在英文有時候
[00:06:44.880 --> 00:06:48.880]  中文講完再看英文的翻譯
[00:06:48.880 --> 00:06:50.960]  這些我都是從英文《聖經》
[00:06:50.960 --> 00:06:53.200]  或者是一些原文那裡
[00:06:53.200 --> 00:06:55.440]  它會用中文解又用英文解
[00:06:55.440 --> 00:06:58.160]  有些這樣的參考資料很好用的
[00:06:58.160 --> 00:06:59.120]  它就說
[00:06:59.120 --> 00:07:02.640]  Provoke to anger or even wrath
[00:07:02.640 --> 00:07:04.960]  Anger 發怒的意思
[00:07:04.960 --> 00:07:06.560]  有時候我們都會發脾氣
[00:07:06.560 --> 00:07:08.080]  大家都發過脾氣
[00:07:08.080 --> 00:07:09.600]  如果你沒發過脾氣
[00:07:09.600 --> 00:07:12.280]  你就缺乏了人性的某一部分
[00:07:12.280 --> 00:07:14.080]  你不是人
[00:07:14.080 --> 00:07:15.880]  你缺乏了人性的某一部分
[00:07:15.880 --> 00:07:16.760]  對不對?
[00:07:16.760 --> 00:07:19.080]  不過要看是大脾氣還是小脾氣
[00:07:19.080 --> 00:07:21.560]  但是如果用另外一個英文字
[00:07:21.560 --> 00:07:22.920]  Wrath 這個字
[00:07:22.920 --> 00:07:24.760]  你讀出來也不同
[00:07:24.760 --> 00:07:25.640]  Wrath
[00:07:25.640 --> 00:07:27.280]  是憤怒
[00:07:27.280 --> 00:07:29.480]  一般我們有時候發怒
[00:07:29.480 --> 00:07:30.280]  發一下怒而已
[00:07:30.280 --> 00:07:31.800]  發一下脾氣而已
[00:07:31.800 --> 00:07:33.480]  但是當你說憤怒的時候
[00:07:33.480 --> 00:07:34.360]  就不是說
[00:07:34.360 --> 00:07:35.240]  憤怒而已
[00:07:35.240 --> 00:07:36.360]  有沒有憤怒而已?
[00:07:36.360 --> 00:07:37.360]  沒有的
[00:07:37.360 --> 00:07:38.880]  講到憤怒
[00:07:38.880 --> 00:07:42.440]  真是火都扯了
[00:07:42.440 --> 00:07:45.000]  那種人是不是很扯火呢?
[00:07:45.000 --> 00:07:47.040]  已經很厲害了
[00:07:47.040 --> 00:07:51.320]  所以原來在這個惹兒女這個字眼
[00:07:51.320 --> 00:07:53.800]  那個含義是有Provoke
[00:07:53.800 --> 00:07:56.520]  什麼叫Provoke?
[00:07:56.520 --> 00:07:59.680]  Provoke 是有刺激它的意思
[00:07:59.680 --> 00:08:01.160]  人家好端端的在這裡
[00:08:01.160 --> 00:08:02.560]  你就不要教他了
[00:08:02.560 --> 00:08:03.480]  你不要惹他
[00:08:03.480 --> 00:08:05.040]  有沒有聽過這句話?
[00:08:05.040 --> 00:08:06.600]  不要再惹他了
[00:08:06.600 --> 00:08:07.840]  你惹他幹嘛?
[00:08:07.840 --> 00:08:09.360]  你這樣惹他
[00:08:09.360 --> 00:08:10.400]  省得他打架
[00:08:10.400 --> 00:08:12.360]  省得他罵你
[00:08:12.360 --> 00:08:13.640]  你惹他幹嘛呢?
[00:08:13.640 --> 00:08:15.760]  他不是好惹的
[00:08:15.760 --> 00:08:18.040]  有些人說我不是好惹的
[00:08:18.040 --> 00:08:20.160]  好惹不是說我不是好惹
[00:08:20.160 --> 00:08:22.040]  口字那一種野獸的東西
[00:08:22.040 --> 00:08:23.040]  就是
[00:08:23.040 --> 00:08:24.240]  我不是好用
[00:08:24.240 --> 00:08:25.600]  你千萬不要惹我生氣
[00:08:25.600 --> 00:08:27.800]  我不是人感品的
[00:08:27.800 --> 00:08:28.800]  到時候生氣起來
[00:08:28.800 --> 00:08:29.880]  真的不是人感品
[00:08:29.880 --> 00:08:30.960]  我是惡人來的
[00:08:30.960 --> 00:08:32.160]  不過不是壞人
[00:08:32.160 --> 00:08:34.680]  我講我自己
[00:08:34.680 --> 00:08:37.880]  如果將這本《經文》和《哥羅西書》三章二十一次
[00:08:37.880 --> 00:08:38.880]  一同看的時候
[00:08:38.880 --> 00:08:43.240]  就發覺這兩次是互為補足的
[00:08:43.240 --> 00:08:44.680]  牧師怎麼補足呢?
[00:08:44.680 --> 00:08:46.160]  我現在就告訴你
[00:08:46.160 --> 00:08:48.160]  在《哥羅西書》三章二十一次
[00:08:48.160 --> 00:08:51.120]  激怒兒女生氣
[00:08:51.120 --> 00:08:52.600]  惹和激怒
[00:08:52.600 --> 00:08:55.400]  不是同一個原文的字
[00:08:55.400 --> 00:08:58.080]  不過它們是同義詞
[00:08:58.080 --> 00:08:59.880]  有時候我們寫文章
[00:08:59.880 --> 00:09:01.240]  作文也好
[00:09:01.240 --> 00:09:02.200]  同一樣東西
[00:09:02.200 --> 00:09:05.280]  我們不是每一次都要用同一個字的
[00:09:05.280 --> 00:09:06.280]  是不是?
[00:09:06.280 --> 00:09:07.800]  我們可以用另一個字
[00:09:07.800 --> 00:09:11.560]  也是表達了一個相同的意義出來的
[00:09:11.560 --> 00:09:13.200]  所以在這個情形之下
[00:09:13.200 --> 00:09:15.720]  惹怒和激怒
[00:09:15.720 --> 00:09:17.600]  其實是同義詞
[00:09:17.600 --> 00:09:19.280]  英文叫Synonym
[00:09:19.280 --> 00:09:20.280]  同義詞
[00:09:20.280 --> 00:09:21.960]  因為《哥羅西書》的惹字
[00:09:21.960 --> 00:09:24.520]  也可以用作激發
[00:09:24.520 --> 00:09:25.920]  激勵的意思
[00:09:25.920 --> 00:09:27.280]  是正面的
[00:09:27.280 --> 00:09:28.880]  分別在哪裡呢?
[00:09:28.880 --> 00:09:32.280]  分別就是已不鎖的那個惹字
[00:09:32.280 --> 00:09:34.720]  如果你想中文譯作惹字
[00:09:34.720 --> 00:09:36.720]  就是真的激怒她了
[00:09:36.720 --> 00:09:38.120]  Provoke her to anger
[00:09:38.120 --> 00:09:39.560]  Provoke her to wrath
[00:09:39.560 --> 00:09:42.680]  但是到了《哥羅西書》那個惹字
[00:09:42.680 --> 00:09:44.880]  可以是真的激怒她
[00:09:44.880 --> 00:09:45.800]  是惹怒她
[00:09:45.800 --> 00:09:46.880]  但是這個字
[00:09:46.880 --> 00:09:48.720]  也在有些聖經裡面
[00:09:48.720 --> 00:09:49.680]  不多用
[00:09:49.680 --> 00:09:50.840]  全個《新約聖經》
[00:09:50.840 --> 00:09:52.360]  這個字用過兩次
[00:09:52.360 --> 00:09:53.880]  一次就是《哥羅西書》
[00:09:53.880 --> 00:09:54.920]  另外一次
[00:09:54.920 --> 00:09:56.400]  那個是正面的
[00:09:56.400 --> 00:09:57.280]  怎麼正面呢?
[00:09:57.280 --> 00:09:58.280]  我給了大家
[00:09:58.280 --> 00:10:01.360]  就是《哥林多後書九章》第二節
[00:10:01.360 --> 00:10:03.480]  我連經文都寫給大家了
[00:10:03.480 --> 00:10:05.840]  我們這裡是養懶人的
[00:10:05.840 --> 00:10:07.760]  因為我知道
[00:10:07.760 --> 00:10:09.720]  你們樂意的心
[00:10:09.720 --> 00:10:12.320]  常對馬其頓人誇獎你們
[00:10:12.320 --> 00:10:14.320]  說阿該阿人預備好了
[00:10:14.320 --> 00:10:15.520]  已經有一年了
[00:10:15.520 --> 00:10:16.960]  並且你們的熱心
[00:10:16.960 --> 00:10:18.320]  激動了許多人
[00:10:18.320 --> 00:10:19.600]  看到嗎?
[00:10:19.600 --> 00:10:20.960]  在這裡
[00:10:20.960 --> 00:10:22.240]  那個惹字
[00:10:22.240 --> 00:10:23.960]  就不是負面的
[00:10:23.960 --> 00:10:25.000]  是正面的
[00:10:25.000 --> 00:10:26.080]  正面是什麼?
[00:10:26.080 --> 00:10:27.960]  不是激怒了很多人
[00:10:27.960 --> 00:10:29.880]  是激動了他
[00:10:29.880 --> 00:10:30.960]  激動了他
[00:10:30.960 --> 00:10:32.880]  激動不一定是壞的
[00:10:32.880 --> 00:10:33.600]  譬如
[00:10:33.600 --> 00:10:37.840]  現在國家被人侵略了
[00:10:37.840 --> 00:10:41.440]  所以我們作一首歌
[00:10:41.440 --> 00:10:42.640]  我們中國
[00:10:42.640 --> 00:10:43.480]  我真的很笨
[00:10:43.480 --> 00:10:44.240]  我不是很懂
[00:10:44.240 --> 00:10:46.040]  我們中國的國家是怎樣的
[00:10:46.040 --> 00:10:47.040]  我不知道有沒有搞錯
[00:10:47.040 --> 00:10:47.640]  如果我唱錯
[00:10:47.640 --> 00:10:49.320]  你不要笑我
[00:10:49.320 --> 00:10:50.280]  起來
[00:10:50.280 --> 00:10:51.280]  是不是這麼說?
[00:10:51.280 --> 00:10:52.600]  是不是?
[00:10:52.600 --> 00:10:54.000]  沒有人動的
[00:10:54.000 --> 00:10:55.040]  是嘛
[00:10:55.040 --> 00:10:58.440]  (唱)
[00:10:58.440 --> 00:11:00.240]  起來幹什麼?
[00:11:00.240 --> 00:11:01.920]  打吧,對不對?
[00:11:01.920 --> 00:11:03.360]  是不是?
[00:11:03.360 --> 00:11:04.880]  所以還有聖經裡面
[00:11:04.880 --> 00:11:05.720]  不是
[00:11:05.720 --> 00:11:07.400]  有一首歌我很喜歡的
[00:11:07.400 --> 00:11:08.920]  以前我們教會
[00:11:08.920 --> 00:11:10.200]  從零開始
[00:11:10.200 --> 00:11:11.600]  我們經常都唱
[00:11:11.600 --> 00:11:12.800]  不過很久沒有唱
[00:11:12.800 --> 00:11:13.640]  遲早都會唱
[00:11:13.640 --> 00:11:14.200]  是什麼?
[00:11:14.200 --> 00:11:20.560]  (唱)
[00:11:20.560 --> 00:11:21.640]  是不是?
[00:11:21.640 --> 00:11:39.160]  (唱)
[00:11:39.160 --> 00:11:39.760]  記不記得?
[00:11:39.760 --> 00:11:41.720]  是不是心激動?
[00:11:41.720 --> 00:11:44.120]  看到嗎?
[00:11:44.120 --> 00:11:45.800]  有時候唱一首歌
[00:11:45.800 --> 00:11:47.760]  是激動人的心
[00:11:47.760 --> 00:11:49.200]  激勵人的心
[00:11:49.200 --> 00:11:50.760]  哇
[00:11:50.760 --> 00:11:52.280]  就是這樣的
[00:11:52.280 --> 00:11:54.320]  所以這個字
[00:11:54.320 --> 00:11:57.000]  在《哥羅西書》和《爾忽所書》的分別是什麼呢?
[00:11:57.000 --> 00:11:59.440]  《爾忽所書》所用的這個字
[00:11:59.440 --> 00:12:01.160]  的意思就是
[00:12:01.160 --> 00:12:02.680]  都是比較負面的
[00:12:02.680 --> 00:12:04.800]  就是你不要激怒兒子
[00:12:04.800 --> 00:12:06.280]  你不要激怒女兒
[00:12:06.280 --> 00:12:07.800]  你不要這樣
[00:12:07.800 --> 00:12:09.920]  你自己做事做得壓力大
[00:12:09.920 --> 00:12:11.640]  你回來教他讀書
[00:12:11.640 --> 00:12:12.920]  他不明白一點點
[00:12:12.920 --> 00:12:14.200]  你就生氣到爆
[00:12:14.200 --> 00:12:16.680]  這是師母跟我說的
[00:12:16.680 --> 00:12:18.280]  那時候她說的
[00:12:18.280 --> 00:12:19.400]  我不知道的
[00:12:19.400 --> 00:12:21.280]  那時候我還沒有回教會做
[00:12:21.280 --> 00:12:22.640]  做生意
[00:12:22.640 --> 00:12:25.080]  有時候是很激氣的
[00:12:25.080 --> 00:12:26.160]  很激氣的
[00:12:26.160 --> 00:12:27.360]  那些同事
[00:12:27.360 --> 00:12:29.840]  他們有些事情是離譜的
[00:12:29.840 --> 00:12:31.120]  我講一個例子給你聽
[00:12:31.120 --> 00:12:33.160]  我最初回去工作的時候
[00:12:33.160 --> 00:12:35.360]  有一天我就去到辦房那裡
[00:12:35.360 --> 00:12:36.800]  我們做trading(交易)的
[00:12:36.800 --> 00:12:38.080]  其中一件事就是做trading(交易)
[00:12:38.080 --> 00:12:38.840]  辦房那裡
[00:12:38.840 --> 00:12:40.560]  很多古靈精怪
[00:12:40.560 --> 00:12:41.440]  我叫古靈精怪
[00:12:41.440 --> 00:12:43.880]  有些是絲綢的絲
[00:12:43.880 --> 00:12:45.240]  有一塊鐵又有
[00:12:45.240 --> 00:12:46.520]  有石又有
[00:12:46.520 --> 00:12:47.640]  有很多東西
[00:12:47.640 --> 00:12:48.360]  我就在那裡看
[00:12:48.360 --> 00:12:50.200]  我拿了一件東西
[00:12:50.200 --> 00:12:51.080]  我拿了一件東西
[00:12:51.080 --> 00:12:52.920]  我說
[00:12:52.920 --> 00:12:53.400]  咦
[00:12:53.400 --> 00:12:56.120]  這些絲花都挺漂亮的
[00:12:56.120 --> 00:12:57.520]  什麼價錢啊
[00:12:57.520 --> 00:12:59.240]  什麼價錢啊
[00:12:59.240 --> 00:13:00.120]  又沒有價錢
[00:13:00.120 --> 00:13:01.640]  又沒有號碼的
[00:13:01.640 --> 00:13:02.800]  沒有價錢不奇怪
[00:13:02.800 --> 00:13:04.440]  你不會給價錢給客人看的
[00:13:04.440 --> 00:13:05.280]  是不是啊
[00:13:05.280 --> 00:13:06.480]  但是你起碼有個號碼
[00:13:06.480 --> 00:13:07.560]  對不對
[00:13:07.560 --> 00:13:08.480]  或者有個密碼
[00:13:08.480 --> 00:13:09.640]  對不對
[00:13:09.640 --> 00:13:10.960]  他們教了我的
[00:13:10.960 --> 00:13:11.760]  有個密碼的
[00:13:11.760 --> 00:13:12.560]  我忘記了
[00:13:12.560 --> 00:13:14.280]  現在這麼多年沒有做了
[00:13:14.280 --> 00:13:15.560]  真的用一個英文字
[00:13:15.560 --> 00:13:16.360]  每一個字母
[00:13:16.360 --> 00:13:18.360]  就代表1 2 3 4 5 6 7 8 9 10
[00:13:18.360 --> 00:13:20.760]  這樣的
[00:13:20.760 --> 00:13:22.400]  居然呢
[00:13:22.400 --> 00:13:24.600]  那位小姐
[00:13:24.600 --> 00:13:25.400]  都不小了
[00:13:25.400 --> 00:13:26.800]  我的意思是年紀都不小
[00:13:26.800 --> 00:13:29.760]  所以都不是小姐
[00:13:29.760 --> 00:13:30.560]  她說沒有啊
[00:13:30.560 --> 00:13:31.600]  梁珍
[00:13:31.600 --> 00:13:31.960]  我說沒有
[00:13:31.960 --> 00:13:33.240]  如果有個客人來問我
[00:13:33.240 --> 00:13:34.360]  我拿著一件東西
[00:13:34.360 --> 00:13:35.160]  人家說
[00:13:35.160 --> 00:13:36.480]  packing(包裝)是多少
[00:13:36.480 --> 00:13:37.200]  報價
[00:13:37.200 --> 00:13:37.840]  什麼價錢
[00:13:37.840 --> 00:13:39.160]  我怎麼告訴人家
[00:13:39.160 --> 00:13:40.920]  人家會說我的公司是什麼
[00:13:40.920 --> 00:13:42.000]  人家說你有沒有搞錯
[00:13:42.000 --> 00:13:42.760]  你是不是做事的
[00:13:42.760 --> 00:13:44.920]  你有沒有做生意的
[00:13:44.920 --> 00:13:46.280]  不是只有一件產品
[00:13:46.280 --> 00:13:47.240]  真的十幾
[00:13:47.240 --> 00:13:48.080]  不是十幾
[00:13:48.080 --> 00:13:49.120]  是十幾箱
[00:13:49.120 --> 00:13:51.560]  國內很多不同的產品
[00:13:51.560 --> 00:13:52.560]  其中一件業務
[00:13:52.560 --> 00:13:54.520]  我們公司是做trading(交易)的
[00:13:54.520 --> 00:13:55.160]  出口的
[00:13:55.160 --> 00:13:56.920]  有入口的
[00:13:56.920 --> 00:13:58.320]  不夠三分鐘
[00:13:58.320 --> 00:13:59.960]  我回到我自己的房間坐著
[00:13:59.960 --> 00:14:03.080]  見到十個八個女孩子在搬東西
[00:14:03.080 --> 00:14:03.560]  我走出去看看
[00:14:03.560 --> 00:14:05.560]  你們在做什麼
[00:14:05.560 --> 00:14:07.360]  其中我問那個
[00:14:07.360 --> 00:14:08.720]  最高層次的那個
[00:14:08.720 --> 00:14:10.280]  做得最久的那個
[00:14:10.280 --> 00:14:11.640]  你說不做嘛
[00:14:11.640 --> 00:14:14.160]  你說的嘛
[00:14:14.160 --> 00:14:16.200]  這樣都可以
[00:14:16.200 --> 00:14:17.480]  我問一問那個價錢
[00:14:17.480 --> 00:14:21.200]  他說你說不做嘛
[00:14:21.200 --> 00:14:24.200]  我幫他搬回去
[00:14:24.200 --> 00:14:26.600]  你們生氣不生氣
[00:14:26.600 --> 00:14:28.280]  真的生氣
[00:14:28.280 --> 00:14:30.440]  為什麼我說這些
[00:14:30.440 --> 00:14:32.400]  當我回到家的時候
[00:14:32.400 --> 00:14:34.720]  我會不會帶著這種情緒
[00:14:34.720 --> 00:14:36.160]  啊 情緒啊
[00:14:36.160 --> 00:14:37.760]  我沒什麼的嘛
[00:14:37.760 --> 00:14:38.720]  我覺得沒什麼
[00:14:38.720 --> 00:14:40.720]  其實都有的
[00:14:40.720 --> 00:14:42.400]  我會不會帶著一種感受
[00:14:42.400 --> 00:14:43.680]  那種情緒回到家
[00:14:43.680 --> 00:14:45.120]  接著我教我的大女兒
[00:14:45.120 --> 00:14:46.720]  當然是先教大女兒租秧
[00:14:46.720 --> 00:14:49.240]  教她讀書
[00:14:49.240 --> 00:14:51.200]  這樣都不懂
[00:14:51.200 --> 00:14:52.520]  很淺的
[00:14:52.520 --> 00:14:55.000]  這樣你都做不到
[00:14:55.000 --> 00:14:55.600]  OK
[00:14:55.600 --> 00:14:58.600]  最慘的是大女兒
[00:14:58.600 --> 00:15:01.440]  她就在那張椅子那裡
[00:15:01.440 --> 00:15:02.840]  那張椅子會轉的那些
[00:15:02.840 --> 00:15:04.200]  那些公司的那些
[00:15:04.200 --> 00:15:04.800]  在那裡玩
[00:15:04.800 --> 00:15:06.280]  轉啊轉啊轉啊轉啊
[00:15:06.280 --> 00:15:07.520]  接著就掉了在地上
