
[00:00:00.000 --> 00:00:04.000]  多謝師父讓我們先聽神的導議,再跟心慧禱告
[00:03:24.000 --> 00:03:26.000]  路德記一開始就已經看見了
[00:03:26.000 --> 00:03:30.000]  路德記一開始,他這樣講
[00:03:30.000 --> 00:03:35.000]  他說,當時施秉政的時候,國中遭遇饑荒
[00:03:35.000 --> 00:03:39.000]  當時施秉政的時候,國中遭遇饑荒
[00:03:39.000 --> 00:03:44.000]  當我們讀到這篇經文的時候,我們就會馬上留意到一件事
[00:03:44.000 --> 00:03:47.000]  讀到這篇經文的時候,馬上就想到一件事
[00:03:47.000 --> 00:03:52.000]  看上去好像只是一件饑荒的事件
[00:03:52.000 --> 00:03:54.000]  看上去直接是一件饑荒的事件
[00:03:54.000 --> 00:03:57.000]  但是其實作者在背後
[00:03:57.000 --> 00:04:08.000]  但是作者在背後是想講出人禍才是促使這個災禍或是饑荒的壞處的顯現
[00:04:08.000 --> 00:04:12.000]  就是可能是人禍造成的饑荒
[00:04:12.000 --> 00:04:15.000]  在每一次這些疫症發生的時候
[00:04:15.000 --> 00:04:17.000]  當每一次的絕症發生的時候
[00:04:17.000 --> 00:04:22.000]  當然一方面有很多專家要研究這個疫症是怎麼出現的
[00:04:22.000 --> 00:04:27.000]  當然專家要研究這個疫症是怎麼出現的
[00:04:27.000 --> 00:04:30.000]  從而了解如何去抑制這個傳播的方法
[00:04:30.000 --> 00:04:32.000]  從而去切斷這個傳播的方法
[00:04:32.000 --> 00:04:36.000]  但往往這些疫症的過程當中
[00:04:36.000 --> 00:04:38.000]  但在這個絕症的過程當中
[00:04:38.000 --> 00:04:41.000]  卻是顯露出人那份罪惡的可怕
[00:04:41.000 --> 00:04:44.000]  顯示出人罪惡的可怕
[00:04:44.000 --> 00:04:53.000]  今天政府那些我不想講,因為教會不應該去批評哪個政府哪個人物
[00:04:53.000 --> 00:04:56.000]  教會不去批評哪個政府哪個文物
[00:04:56.000 --> 00:04:57.000]  作者在這裡說
[00:04:57.000 --> 00:05:01.000]  雖然國中遭遇饑荒
[00:05:01.000 --> 00:05:03.000]  就是說國中遭遇饑荒
[00:05:03.000 --> 00:05:08.000]  當然這個指到當時的以色列人的生活範疇
[00:05:08.000 --> 00:05:12.000]  指當時以色列人的活動範疇
[00:05:12.000 --> 00:05:16.000]  當時有沒有國是一個問題
[00:05:16.000 --> 00:05:18.000]  當時有沒有國是一個問題
[00:05:18.000 --> 00:05:22.000]  因為當時只不過以色列人進入到加拿美地裏面
[00:05:22.000 --> 00:05:24.000]  因為當時以色列人進入加拿美地
[00:05:24.000 --> 00:05:26.000]  得著加拿美地
[00:05:26.000 --> 00:05:27.000]  得了加拿美地
[00:05:27.000 --> 00:05:29.000]  都不是全面的
[00:05:29.000 --> 00:05:30.000]  也不是全面的
[00:05:30.000 --> 00:05:33.000]  所以這裡講到國中遭遇饑荒這個陳述
[00:05:33.000 --> 00:05:35.000]  就國中遭遇饑荒這個陳述
[00:05:35.000 --> 00:05:38.000]  其實已經帶給我們看到
[00:05:38.000 --> 00:05:39.000]  讓我們看到
[00:05:39.000 --> 00:05:40.000]  路德基的寫作
[00:05:40.000 --> 00:05:41.000]  路德基的寫作
[00:05:41.000 --> 00:05:45.000]  作者其實已經知道有以色列國的存在
[00:05:45.000 --> 00:05:48.000]  因為當時他一定知道已經有
[00:05:48.000 --> 00:05:54.000]  他在一個已有國家的背景之下
[00:05:54.000 --> 00:05:56.000]  在一個已有國家的背景之下
[00:05:56.000 --> 00:05:57.000]  寫回頭
[00:05:57.000 --> 00:05:59.000]  再寫回過去
[00:05:59.000 --> 00:06:02.000]  在當時的以色列人只要進入到加拿美地
[00:06:02.000 --> 00:06:05.000]  當時以色列人進入加拿美地
[00:06:05.000 --> 00:06:06.000]  自私秉政的時代
[00:06:06.000 --> 00:06:07.000]  自私秉政的時代
[00:06:07.000 --> 00:06:10.000]  自私秉政其實是很地區性的
[00:06:10.000 --> 00:06:12.000]  自私秉政其實是很地區性的
[00:06:12.000 --> 00:06:15.000]  沒有說真是一個國家有沒有王的時候
[00:06:15.000 --> 00:06:16.000]  當時這個國家沒有王
[00:06:16.000 --> 00:06:18.000]  因為上帝就是他們的王
[00:06:18.000 --> 00:06:19.000]  上帝是他們的王
[00:06:19.000 --> 00:06:21.000]  但是他們有沒有當上帝是王呢?
[00:06:21.000 --> 00:06:23.000]  他們有沒有當上帝是王呢?
[00:06:23.000 --> 00:06:24.000]  似乎在這裡講
[00:06:24.000 --> 00:06:26.000]  有一個人他甚至當上帝是王
[00:06:26.000 --> 00:06:27.000]  有一個人當上帝是王
[00:06:27.000 --> 00:06:29.000]  他的名字叫伊利米勒
[00:06:29.000 --> 00:06:30.000]  我一會兒會解釋
[00:06:30.000 --> 00:06:31.000]  他的名字叫伊利米勒
[00:06:31.000 --> 00:06:32.000]  但是這個人物
[00:06:32.000 --> 00:06:33.000]  但是這個人物
[00:06:33.000 --> 00:06:34.000]  鋪排了一個
[00:06:34.000 --> 00:06:36.000]  這個陳述和這個人物
[00:06:36.000 --> 00:06:38.000]  鋪排了一個背景給我們知道
[00:06:38.000 --> 00:06:41.000]  這個人物鋪排了一個背景給我們知道
[00:06:41.000 --> 00:06:42.000]  沒錯
[00:06:42.000 --> 00:06:44.000]  瘟疫或者災荒或者饑荒
[00:06:44.000 --> 00:06:45.000]  瘟疫或者災荒或者饑荒
[00:06:45.000 --> 00:06:47.000]  是上帝的工作
[00:06:47.000 --> 00:06:48.000]  沒錯
[00:06:48.000 --> 00:06:50.000]  瘟疫饑荒是上帝的工作
[00:06:50.000 --> 00:06:52.000]  這個世界沒有東西
[00:06:52.000 --> 00:06:56.000]  比上帝直接用天災或者饑荒
[00:06:56.000 --> 00:06:57.000]  比上帝直接用天災或者饑荒
[00:06:57.000 --> 00:06:58.000]  更加直接去管束這個世界
[00:06:58.000 --> 00:06:59.000]  更加直接去管束這個世界
[00:06:59.000 --> 00:07:05.000]  這個世界沒有比上帝用饑荒來管束這個世界
[00:07:05.000 --> 00:07:07.000]  上帝工作一出現的時候
[00:07:07.000 --> 00:07:08.000]  上帝工作一出現的時候
[00:07:08.000 --> 00:07:09.000]  是有目的做什麼?
[00:07:09.000 --> 00:07:10.000]  是有目的做什麼?
[00:07:10.000 --> 00:07:11.000]  上帝沒有事做嗎?
[00:07:11.000 --> 00:07:12.000]  上帝沒有事做嗎?
[00:07:12.000 --> 00:07:13.000]  上帝沒有事做嗎?
[00:07:13.000 --> 00:07:14.000]  上帝沒什麼事做嗎?
[00:07:14.000 --> 00:07:15.000]  上帝沒什麼事做嗎?
[00:07:15.000 --> 00:07:16.000]  上帝沒什麼事做嗎?
[00:07:16.000 --> 00:07:17.000]  上帝沒什麼事做嗎?
[00:07:17.000 --> 00:07:18.000]  上帝沒什麼事做嗎?
[00:07:18.000 --> 00:07:19.000]  上帝沒什麼事做嗎?
[00:07:19.000 --> 00:07:20.000]  上帝沒什麼事做嗎?
[00:07:20.000 --> 00:07:21.000]  上帝沒什麼事做嗎?
[00:07:21.000 --> 00:07:22.000]  上帝沒什麼事做嗎?
[00:07:22.000 --> 00:07:23.000]  上帝沒什麼事做嗎?
[00:07:23.000 --> 00:07:24.000]  上帝沒什麼事做嗎?
[00:07:24.000 --> 00:07:25.000]  上帝沒什麼事做嗎?
[00:07:25.000 --> 00:07:26.000]  上帝沒什麼事做嗎?
[00:07:26.000 --> 00:07:27.000]  上帝沒什麼事做嗎?
[00:07:27.000 --> 00:07:41.000]  上帝沒什麼事做嗎?
[00:07:41.000 --> 00:07:42.000]  上帝沒什麼事做嗎?
[00:07:42.000 --> 00:07:43.000]  上帝沒什麼事做嗎?
[00:07:43.000 --> 00:07:44.000]  上帝沒什麼事做嗎?
[00:07:44.000 --> 00:07:45.000]  上帝沒什麼事做嗎?
[00:07:45.000 --> 00:07:46.000]  上帝沒什麼事做嗎?
[00:07:46.000 --> 00:07:47.000]  上帝沒什麼事做嗎?
[00:07:47.000 --> 00:07:48.000]  上帝沒什麼事做嗎?
[00:07:48.000 --> 00:07:49.000]  上帝沒什麼事做嗎?
[00:07:49.000 --> 00:07:50.000]  上帝沒什麼事做嗎?
[00:07:50.000 --> 00:07:51.000]  上帝沒什麼事做嗎?
[00:07:51.000 --> 00:07:52.000]  上帝沒什麼事做嗎?
[00:07:52.000 --> 00:07:53.000]  上帝沒什麼事做嗎?
[00:07:53.000 --> 00:07:54.000]  上帝沒什麼事做嗎?
[00:07:54.000 --> 00:07:55.000]  上帝沒什麼事做嗎?
[00:07:55.000 --> 00:07:56.000]  上帝沒什麼事做嗎?
[00:07:56.000 --> 00:07:57.000]  上帝沒什麼事做嗎?
[00:07:57.000 --> 00:07:58.000]  上帝沒什麼事做嗎?
[00:07:58.000 --> 00:07:59.000]  上帝沒什麼事做嗎?
[00:07:59.000 --> 00:08:00.000]  上帝沒什麼事做嗎?
[00:08:00.000 --> 00:08:01.000]  上帝沒什麼事做嗎?
[00:08:01.000 --> 00:08:02.000]  上帝沒什麼事做嗎?
[00:08:02.000 --> 00:08:03.000]  上帝沒什麼事做嗎?
[00:08:03.000 --> 00:08:04.000]  上帝沒什麼事做嗎?
[00:08:04.000 --> 00:08:05.000]  上帝沒什麼事做嗎?
[00:08:05.000 --> 00:08:06.000]  上帝沒什麼事做嗎?
[00:08:06.000 --> 00:08:07.000]  上帝沒什麼事做嗎?
[00:08:07.000 --> 00:08:08.000]  上帝沒什麼事做嗎?
[00:08:08.000 --> 00:08:09.000]  上帝沒什麼事做嗎?
[00:08:09.000 --> 00:08:10.000]  上帝沒什麼事做嗎?
[00:08:10.000 --> 00:08:11.000]  上帝沒什麼事做嗎?
[00:08:11.000 --> 00:08:12.000]  上帝沒什麼事做嗎?
[00:08:12.000 --> 00:08:13.000]  上帝沒什麼事做嗎?
[00:08:13.000 --> 00:08:14.000]  上帝沒什麼事做嗎?
[00:08:14.000 --> 00:08:15.000]  上帝沒什麼事做嗎?
[00:08:15.000 --> 00:08:16.000]  上帝沒什麼事做嗎?
[00:08:26.000 --> 00:08:27.000]  上帝沒什麼事做嗎?
[00:08:27.000 --> 00:08:28.000]  上帝沒什麼事做嗎?
[00:08:28.000 --> 00:08:29.000]  上帝沒什麼事做嗎?
[00:08:29.000 --> 00:08:30.000]  上帝沒什麼事做嗎?
[00:08:30.000 --> 00:08:31.000]  上帝沒什麼事做嗎?
[00:08:31.000 --> 00:08:32.000]  上帝沒什麼事做嗎?
[00:08:32.000 --> 00:08:33.000]  上帝沒什麼事做嗎?
[00:08:33.000 --> 00:08:34.000]  上帝沒什麼事做嗎?
[00:08:34.000 --> 00:08:35.000]  上帝沒什麼事做嗎?
[00:08:35.000 --> 00:08:36.000]  上帝沒什麼事做嗎?
[00:08:36.000 --> 00:08:37.000]  上帝沒什麼事做嗎?
[00:08:37.000 --> 00:08:38.000]  上帝沒什麼事做嗎?
[00:08:38.000 --> 00:08:39.000]  上帝沒什麼事做嗎?
[00:08:39.000 --> 00:08:40.000]  上帝沒什麼事做嗎?
[00:08:40.000 --> 00:08:41.000]  上帝沒什麼事做嗎?
[00:08:41.000 --> 00:08:42.000]  上帝沒什麼事做嗎?
[00:08:42.000 --> 00:08:43.000]  上帝沒什麼事做嗎?
[00:08:43.000 --> 00:08:44.000]  上帝沒什麼事做嗎?
[00:08:44.000 --> 00:08:45.000]  上帝沒什麼事做嗎?
[00:08:45.000 --> 00:08:46.000]  上帝沒什麼事做嗎?
[00:08:57.000 --> 00:08:58.000]  守住大宇宙門
[00:08:58.000 --> 00:08:59.000]  守住大宇宙門
[00:08:59.000 --> 00:09:00.000]  路德基的寫作背景
[00:09:00.000 --> 00:09:01.000]  路德基的寫作背景
[00:09:01.000 --> 00:09:02.000]  路德基的寫作背景
[00:09:02.000 --> 00:09:03.000]  路德基的寫作背景
[00:09:03.000 --> 00:09:04.000]  路德基的寫作背景
[00:09:04.000 --> 00:09:05.000]  路德基的寫作背景
[00:09:05.000 --> 00:09:06.000]  路德基的寫作背景
[00:09:06.000 --> 00:09:07.000]  路德基的寫作背景
[00:09:07.000 --> 00:09:08.000]  路德基的寫作背景
[00:09:08.000 --> 00:09:09.000]  路德基的寫作背景
[00:09:09.000 --> 00:09:10.000]  路德基的寫作背景
[00:09:10.000 --> 00:09:11.000]  路德基的寫作背景
[00:09:11.000 --> 00:09:12.000]  路德基的寫作背景
[00:09:12.000 --> 00:09:13.000]  路德基的寫作背景
[00:09:13.000 --> 00:09:14.000]  路德基的寫作背景
[00:09:14.000 --> 00:09:15.000]  路德基的寫作背景
[00:09:15.000 --> 00:09:16.000]  路德基的寫作背景
[00:09:16.000 --> 00:09:17.000]  路德基的寫作背景
[00:09:17.000 --> 00:09:28.000]  路德基的寫作背景
[00:09:28.000 --> 00:09:29.000]  路德基的寫作背景
[00:09:29.000 --> 00:09:30.000]  路德基的寫作背景
[00:09:30.000 --> 00:09:31.000]  路德基的寫作背景
[00:09:31.000 --> 00:09:32.000]  路德基的寫作背景
[00:09:32.000 --> 00:09:33.000]  路德基的寫作背景
[00:09:33.000 --> 00:09:34.000]  路德基的寫作背景
[00:09:34.000 --> 00:09:35.000]  路德基的寫作背景
[00:09:35.000 --> 00:09:36.000]  路德基的寫作背景
[00:09:36.000 --> 00:09:37.000]  路德基的寫作背景
[00:09:37.000 --> 00:09:38.000]  路德基的寫作背景
[00:09:38.000 --> 00:09:39.000]  路德基的寫作背景
[00:09:39.000 --> 00:09:40.000]  路德基的寫作背景
[00:09:40.000 --> 00:09:41.000]  路德基的寫作背景
[00:09:41.000 --> 00:09:42.000]  路德基的寫作背景
[00:09:42.000 --> 00:09:43.000]  路德基的寫作背景
[00:09:43.000 --> 00:09:44.000]  路德基的寫作背景
[00:09:44.000 --> 00:09:45.000]  路德基的寫作背景
[00:09:45.000 --> 00:09:46.000]  路德基的寫作背景
[00:09:46.000 --> 00:09:47.000]  路德基的寫作背景
[00:09:47.000 --> 00:09:48.000]  路德基的寫作背景
[00:09:48.000 --> 00:09:49.000]  路德基的寫作背景
[00:09:49.000 --> 00:09:50.000]  路德基的寫作背景
[00:09:50.000 --> 00:09:51.000]  路德基的寫作背景
[00:09:51.000 --> 00:09:52.000]  路德基的寫作背景
[00:09:52.000 --> 00:09:53.000]  路德基的寫作背景
[00:09:53.000 --> 00:09:54.000]  路德基的寫作背景
[00:09:54.000 --> 00:09:55.000]  路德基的寫作背景
[00:09:55.000 --> 00:09:56.000]  路德基的寫作背景
[00:09:56.000 --> 00:09:57.000]  路德基的寫作背景
[00:09:57.000 --> 00:09:58.000]  路德基的寫作背景
[00:09:58.000 --> 00:09:59.000]  路德基的寫作背景
[00:09:59.000 --> 00:10:00.000]  路德基的寫作背景
[00:10:00.000 --> 00:10:01.000]  路德基的寫作背景
[00:10:01.000 --> 00:10:02.000]  路德基的寫作背景
[00:10:02.000 --> 00:10:03.000]  路德基的寫作背景
[00:10:03.000 --> 00:10:04.000]  路德基的寫作背景
[00:10:04.000 --> 00:10:05.000]  路德基的寫作背景
[00:10:05.000 --> 00:10:06.000]  路德基的寫作背景
[00:10:16.000 --> 00:10:17.000]  路德基的寫作背景
[00:10:17.000 --> 00:10:18.000]  路德基的寫作背景
[00:10:18.000 --> 00:10:19.000]  路德基的寫作背景
[00:10:19.000 --> 00:10:20.000]  路德基的寫作背景
[00:10:20.000 --> 00:10:21.000]  路德基的寫作背景
[00:10:21.000 --> 00:10:22.000]  路德基的寫作背景
[00:10:22.000 --> 00:10:23.000]  路德基的寫作背景
[00:10:23.000 --> 00:10:24.000]  路德基的寫作背景
[00:10:24.000 --> 00:10:25.000]  路德基的寫作背景
[00:10:25.000 --> 00:10:26.000]  路德基的寫作背景
[00:10:26.000 --> 00:10:27.000]  路德基的寫作背景
[00:10:27.000 --> 00:10:28.000]  路德基的寫作背景
[00:10:28.000 --> 00:10:29.000]  路德基的寫作背景
[00:10:29.000 --> 00:10:30.000]  路德基的寫作背景
[00:10:30.000 --> 00:10:31.000]  路德基的寫作背景
[00:10:31.000 --> 00:10:32.000]  路德基的寫作背景
[00:10:32.000 --> 00:10:33.000]  路德基的寫作背景
[00:10:33.000 --> 00:10:34.000]  路德基的寫作背景
[00:10:34.000 --> 00:10:35.000]  路德基的寫作背景
[00:10:35.000 --> 00:10:36.000]  路德基的寫作背景
[00:10:46.000 --> 00:10:47.000]  路德基的寫作背景
[00:10:47.000 --> 00:10:48.000]  路德基的寫作背景
[00:10:48.000 --> 00:10:49.000]  路德基的寫作背景
[00:10:49.000 --> 00:10:50.000]  路德基的寫作背景
[00:10:50.000 --> 00:10:51.000]  路德基的寫作背景
[00:10:51.000 --> 00:10:52.000]  路德基的寫作背景
[00:10:52.000 --> 00:10:53.000]  路德基的寫作背景
[00:10:53.000 --> 00:10:54.000]  路德基的寫作背景
[00:10:54.000 --> 00:10:55.000]  路德基的寫作背景
[00:10:55.000 --> 00:10:56.000]  路德基的寫作背景
[00:10:56.000 --> 00:10:57.000]  路德基的寫作背景
[00:10:57.000 --> 00:10:58.000]  路德基的寫作背景
[00:10:58.000 --> 00:10:59.000]  路德基的寫作背景
[00:10:59.000 --> 00:11:00.000]  路德基的寫作背景
[00:11:00.000 --> 00:11:01.000]  路德基的寫作背景
[00:11:01.000 --> 00:11:02.000]  路德基的寫作背景
[00:11:02.000 --> 00:11:03.000]  路德基的寫作背景
[00:11:03.000 --> 00:11:04.000]  路德基的寫作背景
[00:11:04.000 --> 00:11:05.000]  路德基的寫作背景
[00:11:05.000 --> 00:11:06.000]  路德基的寫作背景
[00:11:16.000 --> 00:11:17.000]  路德基的寫作背景
[00:11:17.000 --> 00:11:18.000]  路德基的寫作背景
[00:11:18.000 --> 00:11:19.000]  路德基的寫作背景
[00:11:19.000 --> 00:11:20.000]  路德基的寫作背景
[00:11:20.000 --> 00:11:21.000]  路德基的寫作背景
[00:11:21.000 --> 00:11:22.000]  路德基的寫作背景
[00:11:22.000 --> 00:11:23.000]  路德基的寫作背景
[00:11:23.000 --> 00:11:24.000]  路德基的寫作背景
[00:11:24.000 --> 00:11:25.000]  路德基的寫作背景
[00:11:25.000 --> 00:11:26.000]  路德基的寫作背景
[00:11:26.000 --> 00:11:27.000]  路德基的寫作背景
[00:11:27.000 --> 00:11:28.000]  路德基的寫作背景
[00:11:28.000 --> 00:11:29.000]  路德基的寫作背景
[00:11:29.000 --> 00:11:30.000]  路德基的寫作背景
[00:11:30.000 --> 00:11:31.000]  路德基的寫作背景
[00:11:31.000 --> 00:11:32.000]  路德基的寫作背景
[00:11:32.000 --> 00:11:33.000]  路德基的寫作背景
[00:11:33.000 --> 00:11:34.000]  路德基的寫作背景
[00:11:34.000 --> 00:11:35.000]  路德基的寫作背景
[00:11:35.000 --> 00:11:36.000]  路德基的寫作背景
[00:11:47.000 --> 00:11:48.000]  降臨在巴勒斯坦地
[00:11:48.000 --> 00:11:50.000]  目的是做什麼呢
[00:11:50.000 --> 00:11:51.000]  目的是做什麼呢
[00:11:51.000 --> 00:11:53.000]  目的是顯露在史詩時代的以色列文
[00:11:53.000 --> 00:11:54.000]  目的是顯露在史詩時代的以色列文
[00:11:54.000 --> 00:11:55.000]  目的是顯露在史詩時代的以色列文
[00:11:55.000 --> 00:11:56.000]  目的是顯露在史詩時代的以色列文
[00:11:56.000 --> 00:11:57.000]  目的是顯露在史詩時代的以色列文
[00:11:57.000 --> 00:11:58.000]  目的是顯露在史詩時代的以色列文
[00:11:58.000 --> 00:11:59.000]  目的是顯露在史詩時代的以色列文
[00:11:59.000 --> 00:12:00.000]  目的是顯露在史詩時代的以色列文
[00:12:00.000 --> 00:12:01.000]  目的是顯露在史詩時代的以色列文
[00:12:01.000 --> 00:12:02.000]  目的是顯露在史詩時代的以色列文
[00:12:02.000 --> 00:12:30.000]  目的是顯露在史詩時代的以色列文
[00:12:32.000 --> 00:13:00.000]  目的是顯露在史詩的以色列文
[00:13:02.000 --> 00:13:04.000]  目的是顯露在史詩的以色列文
[00:13:04.000 --> 00:13:06.000]  目的是顯露在史詩的以色列文
[00:13:06.000 --> 00:13:08.000]  目的是顯露在史詩的以色列文
[00:13:08.000 --> 00:13:10.000]  目的是顯露在史詩的以色列文
[00:13:10.000 --> 00:13:12.000]  目的是顯露在史詩的以色列文
[00:13:12.000 --> 00:13:14.000]  目的是顯露在史詩的以色列文
[00:13:14.000 --> 00:13:16.000]  目的是顯露在史詩的以色列文
[00:13:16.000 --> 00:13:18.000]  目的是顯露在史詩的以色列文
[00:13:18.000 --> 00:13:20.000]  目的是顯露在史詩的以色列文
[00:13:20.000 --> 00:13:22.000]  目的是顯露在史詩的以色列文
[00:13:22.000 --> 00:13:24.000]  目的是顯露在史詩的以色列文
[00:13:24.000 --> 00:13:26.000]  目的是顯露在史詩的以色列文
[00:13:26.000 --> 00:13:28.000]  目的是顯露在史詩的以色列文
[00:13:28.000 --> 00:13:32.000]  目的是顯露在史詩的以色列文
[00:13:32.000 --> 00:13:34.000]  目的是顯露在史詩的以色列文
[00:13:34.000 --> 00:13:36.000]  目的是顯露在史詩的以色列文
[00:13:36.000 --> 00:13:38.000]  目的是顯露在史詩的以色列文
[00:13:38.000 --> 00:13:40.000]  目的是顯露在史詩的以色列文
[00:13:40.000 --> 00:13:42.000]  目的是顯露在史詩的以色列文
[00:13:42.000 --> 00:13:44.000]  目的是顯露在史詩的以色列文
[00:13:44.000 --> 00:13:46.000]  目的是顯露在史詩的以色列文
[00:13:46.000 --> 00:13:48.000]  目的是顯露在史詩的以色列文
[00:13:48.000 --> 00:13:50.000]  目的是顯露在史詩的以色列文
[00:13:50.000 --> 00:13:52.000]  目的是顯露在史詩的以色列文
[00:13:52.000 --> 00:13:54.000]  目的是顯露在史詩的以色列文
[00:13:54.000 --> 00:13:56.000]  目的是顯露在史詩的以色列文
[00:13:56.000 --> 00:13:58.000]  目的是顯露在史詩的以色列文
[00:13:58.000 --> 00:14:00.000]  目的是顯露在史詩的以色列文
[00:14:00.000 --> 00:14:02.000]  目的是顯露在史詩的以色列文
[00:14:02.000 --> 00:14:04.000]  目的是顯露在史詩的以色列文
[00:14:04.000 --> 00:14:06.000]  目的是顯露在史詩的以色列文
[00:14:06.000 --> 00:14:08.000]  目的是顯露在史詩的以色列文
[00:14:08.000 --> 00:14:10.000]  目的是顯露在史詩的以色列文
[00:14:10.000 --> 00:14:12.000]  目的是顯露在史詩的以色列文
[00:14:12.000 --> 00:14:14.000]  目的是顯露在史詩的以色列文
[00:14:14.000 --> 00:14:16.000]  目的是顯露在史詩的以色列文
[00:14:16.000 --> 00:14:18.000]  目的是顯露在史詩的以色列文
[00:14:18.000 --> 00:14:20.000]  目的是顯露在史詩的以色列文
[00:14:20.000 --> 00:14:22.000]  目的是顯露在史詩的以色列文
[00:14:22.000 --> 00:14:26.000]  目的是顯露在史詩的以色列文
[00:14:26.000 --> 00:14:28.000]  目的是顯露在史詩的以色列文
[00:14:28.000 --> 00:14:30.000]  目的是顯露在史詩的以色列文
[00:14:30.000 --> 00:14:32.000]  目的是顯露在史詩的以色列文
[00:14:32.000 --> 00:14:34.000]  目的是顯露在史詩的以色列文
[00:14:34.000 --> 00:14:36.000]  目的是顯露在史詩的以色列文
[00:14:36.000 --> 00:14:38.000]  目的是顯露在史詩的以色列文
[00:14:38.000 --> 00:14:40.000]  目的是顯露在史詩的以色列文
[00:14:40.000 --> 00:14:42.000]  目的是顯露在史詩的以色列文
[00:14:42.000 --> 00:14:44.000]  目的是顯露在史詩的以色列文
[00:14:44.000 --> 00:14:46.000]  目的是顯露在史詩的以色列文
[00:14:46.000 --> 00:14:48.000]  目的是顯露在史詩的以色列文
[00:14:48.000 --> 00:14:50.000]  目的是顯露在史詩的以色列文
[00:14:50.000 --> 00:14:52.000]  目的是顯露在史詩的以色列文
[00:14:52.000 --> 00:14:54.000]  目的是顯露在史詩的以色列文
