
[00:00:00.000 --> 00:00:03.000]  能夠和大家分享神的話
[00:04:30.000 --> 00:04:35.000]  你怎樣來表達你的心情呢
[00:04:38.000 --> 00:04:40.000]  在過去一年
[00:04:40.000 --> 00:04:43.000]  我看到的 正在經歷的
[00:04:43.000 --> 00:04:47.000]  是我從未想像過的一些挑戰
[00:04:47.000 --> 00:04:50.000]  很多很多的事
[00:04:50.000 --> 00:04:53.000]  突然間發生
[00:04:53.000 --> 00:04:58.000]  帶來的是一種束手無策的感覺
[00:04:58.000 --> 00:05:01.000]  是我從未想過
[00:05:01.000 --> 00:05:04.000]  因為我根本就不知道
[00:05:04.000 --> 00:05:06.000]  我不知道這些事
[00:05:06.000 --> 00:05:11.000]  一個很弔詭的說法
[00:05:11.000 --> 00:05:14.000]  有些事我們知道的
[00:05:14.000 --> 00:05:17.000]  我們就有把握去處理
[00:05:17.000 --> 00:05:18.000]  我們知道的事
[00:05:18.000 --> 00:05:21.000]  我們會有方法去預備
[00:05:21.000 --> 00:05:24.000]  我知道我知道甚麼
[00:05:24.000 --> 00:05:25.000]  我會做得好一點
[00:05:25.000 --> 00:05:27.000]  我知道我不知道的事
[00:05:27.000 --> 00:05:30.000]  我都會懂得去預備
[00:05:30.000 --> 00:05:32.000]  因為我知道嘛
[00:05:32.000 --> 00:05:33.000]  我知道的話
[00:05:33.000 --> 00:05:35.000]  我就會做好準備
[00:05:35.000 --> 00:05:39.000]  最弊的就是我不知道我不知道
[00:05:39.000 --> 00:05:43.000]  這完全是超出了我所能夠理解
[00:05:43.000 --> 00:05:46.000]  所能夠去掌握的事物
[00:05:46.000 --> 00:05:47.000]  處境
[00:05:47.000 --> 00:05:50.000]  這就是原來在我們的生活當中
[00:05:50.000 --> 00:05:54.000]  充滿了很多不確定的因素
[00:05:54.000 --> 00:05:56.000]  這些不確定的因素
[00:05:56.000 --> 00:05:58.000]  對於作為一個管理者來說
[00:05:58.000 --> 00:06:01.000]  是非常之大的挑戰
[00:06:01.000 --> 00:06:05.000]  因為根本就不知道怎樣不能夠預備
[00:06:05.000 --> 00:06:09.000]  所以面對著過去一年
[00:06:09.000 --> 00:06:12.000]  在教會服事當中的感受
[00:06:12.000 --> 00:06:15.000]  我就說了這兩句話
[00:06:15.000 --> 00:06:17.000]  一波未平
[00:06:17.000 --> 00:06:20.000]  一波又起
[00:06:20.000 --> 00:06:22.000]  是不是好像很無奈
[00:06:22.000 --> 00:06:24.000]  不過我又還有一句
[00:06:24.000 --> 00:06:27.000]  關關難過關關過
[00:06:27.000 --> 00:06:30.000]  靠著主因步步過
[00:06:30.000 --> 00:06:32.000]  雖然有一點魯海鵬的感覺
[00:06:32.000 --> 00:06:35.000]  不過就是這樣
[00:06:35.000 --> 00:06:37.000]  人生有時候就是告訴你
[00:06:37.000 --> 00:06:38.000]  是這樣的
[00:06:38.000 --> 00:06:40.000]  有些事情你是掌握不了的
[00:06:40.000 --> 00:06:44.000]  傳道書說萬事都有定期
[00:06:44.000 --> 00:06:47.000]  樣樣都有它的時間出現
[00:06:47.000 --> 00:06:50.000]  不過這個時間不是你和我可以掌握
[00:06:50.000 --> 00:06:57.000]  我們唯有帶著這份勇氣去面對
[00:06:57.000 --> 00:07:01.000]  教會今天要面對的是一個很不簡單的挑戰
[00:07:01.000 --> 00:07:03.000]  今天的時代的挑戰
[00:07:03.000 --> 00:07:06.000]  是我們不能夠缺席的議題
[00:07:06.000 --> 00:07:10.000]  起碼現在最靠近的就是潮流的挑戰
[00:07:10.000 --> 00:07:12.000]  是什麼意思呢
[00:07:12.000 --> 00:07:14.000]  這個潮流的挑戰
[00:07:14.000 --> 00:07:16.000]  很簡單用一個例子來說
[00:07:16.000 --> 00:07:18.000]  我不可以再一句話
[00:07:18.000 --> 00:07:20.000]  什麼是IG我不知道
[00:07:20.000 --> 00:07:24.000]  因為作為今天我們面對著牧羊上的限制
[00:07:24.000 --> 00:07:27.000]  教會弟兄姊妹四散
[00:07:27.000 --> 00:07:32.000]  不能夠回來堂會見面相聚的時候的限制
[00:07:32.000 --> 00:07:34.000]  我們就要想了
[00:07:34.000 --> 00:07:39.000]  什麼是IG我不知道這種態度
[00:07:39.000 --> 00:07:41.000]  我要放下了
[00:07:41.000 --> 00:07:43.000]  新時代的科技
[00:07:43.000 --> 00:07:47.000]  在今天突然間成為教會牧羊的新寵兒
[00:07:47.000 --> 00:07:50.000]  一個不可或缺的東西
[00:07:50.000 --> 00:07:53.000]  甚至連我們這班80後的弟兄姊妹
[00:07:53.000 --> 00:07:57.000]  都要在不情願之下急起直追
[00:07:57.000 --> 00:07:59.000]  學習用Zoom用Meet
[00:07:59.000 --> 00:08:03.000]  這些高科技維持團契生活
[00:08:03.000 --> 00:08:07.000]  90歲的人去學Google Meet
[00:08:07.000 --> 00:08:09.000]  去學Zoom
[00:08:09.000 --> 00:08:12.000]  是不是很有魄力很有活力呢
[00:08:12.000 --> 00:08:14.000]  我想對於他們來說
[00:08:14.000 --> 00:08:18.000]  起碼對於我來說都從未想像過
[00:08:18.000 --> 00:08:21.000]  教他們用Zoom
[00:08:21.000 --> 00:08:25.000]  比教聖經更難
[00:08:25.000 --> 00:08:28.000]  近的是潮流的挑戰
[00:08:28.000 --> 00:08:33.000]  我們迎向科技的一個新領域
[00:08:33.000 --> 00:08:38.000]  遠一點點也不是很遠
[00:08:38.000 --> 00:08:42.000]  在現在社會關注的意識高漲之下
[00:08:42.000 --> 00:08:45.000]  面對著多元文化的衝擊
[00:08:45.000 --> 00:08:48.000]  教會如何去作時代的見證
[00:08:48.000 --> 00:08:50.000]  和世人同行
[00:08:50.000 --> 00:08:53.000]  在當中傳達耶穌基督的愛
[00:08:53.000 --> 00:08:58.000]  同樣都是教會不能逃避的挑戰
[00:08:58.000 --> 00:09:01.000]  提摩太面對著昔日教會的問題
[00:09:01.000 --> 00:09:04.000]  同樣都給我面對著上述的挑戰
[00:09:04.000 --> 00:09:06.000]  有一份共鳴
[00:09:06.000 --> 00:09:08.000]  出現在提摩太眼前的挑戰
[00:09:08.000 --> 00:09:11.000]  是核心信仰的衝擊
[00:09:11.000 --> 00:09:14.000]  是教義的衝擊
[00:09:14.000 --> 00:09:19.000]  當中有來自傳統的一些想法
[00:09:19.000 --> 00:09:23.000]  亦有來自新思潮的想法
[00:09:23.000 --> 00:09:25.000]  在以弗所這個城市裏
[00:09:25.000 --> 00:09:29.000]  強調的是知識和能力的大都會裏
[00:09:29.000 --> 00:09:32.000]  充滿了異教神明的社會文化當中
[00:09:32.000 --> 00:09:34.000]  這些現實的景況
[00:09:34.000 --> 00:09:37.000]  亦令到身處在當中的教會群體
[00:09:37.000 --> 00:09:41.000]  或多或少感到不知所措
[00:09:41.000 --> 00:09:46.000]  不知道昔日以弗所教會的處境
[00:09:46.000 --> 00:09:49.000]  和我們今日香港的教會處境
[00:09:49.000 --> 00:09:54.000]  是否都有一種相似的地方
[00:09:54.000 --> 00:10:01.000]  同樣我們面對著很多很多新思潮的衝擊
[00:10:01.000 --> 00:10:06.000]  又讓我們在傳統與新之中互動
[00:10:06.000 --> 00:10:10.000]  互相衝擊
[00:10:10.000 --> 00:10:13.000]  教會在這個時候
[00:10:13.000 --> 00:10:16.000]  如何擺位的確是我們的挑戰
[00:10:16.000 --> 00:10:18.000]  回到聖經當中
[00:10:18.000 --> 00:10:21.000]  我們看回提摩太前書的整個第一章
[00:10:21.000 --> 00:10:26.000]  基本上可以簡單地分為兩個部份
[00:10:26.000 --> 00:10:31.000]  第一部份是上一次朱牧師在講道當中的前半部
[00:10:31.000 --> 00:10:34.000]  第一章的一至十一節
[00:10:34.000 --> 00:10:38.000]  主要是從處理衝突成為一個主調
[00:10:38.000 --> 00:10:42.000]  在面對著別的教義這個現實環境當中
[00:10:42.000 --> 00:10:44.000]  所謂別的教義
[00:10:44.000 --> 00:10:49.000]  即是我們所講的異端和扭曲了的聖經教導當中
[00:10:49.000 --> 00:10:52.000]  如何處理教會的衝突
[00:10:52.000 --> 00:10:55.000]  處理教會的衝突必須回到律法裏面
[00:10:55.000 --> 00:10:58.000]  在經文裏面我們很明顯地看到
[00:10:58.000 --> 00:11:00.000]  提摩太要面對的挑戰
[00:11:00.000 --> 00:11:04.000]  是有人要為自己的惡行來辯護
[00:11:04.000 --> 00:11:07.000]  當中我所講的惡行
[00:11:07.000 --> 00:11:09.000]  明知自己是錯的
[00:11:09.000 --> 00:11:14.000]  做些錯的事仍然來砌詞狡辯
[00:11:14.000 --> 00:11:17.000]  而仕途保羅就強調
[00:11:17.000 --> 00:11:20.000]  行事為人的準則
[00:11:20.000 --> 00:11:23.000]  是回到律法作為依據
[00:11:23.000 --> 00:11:26.000]  作為評估 作為審斷
[00:11:26.000 --> 00:11:29.000]  換言之 教會中間的衝突
[00:11:29.000 --> 00:11:32.000]  必須回到真理裏面來處理
[00:11:32.000 --> 00:11:34.000]  回到真理當中
[00:11:34.000 --> 00:11:38.000]  但是在處理的過程當中
[00:11:38.000 --> 00:11:41.000]  亦不能忽略一件事
[00:11:41.000 --> 00:11:42.000]  就是愛
[00:11:42.000 --> 00:11:44.000]  愛的命令
[00:11:44.000 --> 00:11:47.000]  這個吩咐出現在第一章第五節
[00:11:47.000 --> 00:11:49.000]  但命令的目的就是愛
[00:11:49.000 --> 00:11:51.000]  這愛是出於清潔的心
[00:11:51.000 --> 00:11:54.000]  無愧的良心和無藝的信心
[00:11:54.000 --> 00:11:56.000]  這個愛的吩咐
[00:11:56.000 --> 00:11:59.000]  是最關鍵的一個牧羊的態度
[00:11:59.000 --> 00:12:03.000]  是一個不可以缺少的態度
[00:12:03.000 --> 00:12:05.000]  第一章上半部的重點
[00:12:05.000 --> 00:12:07.000]  就放在這個教導上
[00:12:07.000 --> 00:12:12.000]  在衝突當中不可以離開了愛心
[00:12:12.000 --> 00:12:14.000]  而本章的下半部
[00:12:14.000 --> 00:12:17.000]  即是今天我和大家所分享的經文當中
[00:12:17.000 --> 00:12:21.000]  主要是保羅他個人生命的反省
[00:12:21.000 --> 00:12:24.000]  在他的個人反省當中
[00:12:24.000 --> 00:12:28.000]  我看到他在提醒讀者
[00:12:28.000 --> 00:12:30.000]  不單止是提摩太
[00:12:30.000 --> 00:12:32.000]  不單止是牧者
[00:12:32.000 --> 00:12:35.000]  亦都是教會裏面每一位弟兄姊妹
[00:12:35.000 --> 00:12:37.000]  在處理衝突的時候
[00:12:37.000 --> 00:12:40.000]  愛心是必須有的態度
[00:12:40.000 --> 00:12:44.000]  愛,愛身邊的弟兄姊妹
[00:12:44.000 --> 00:12:49.000]  因為保羅看到上帝的憐愛
[00:12:49.000 --> 00:12:58.000]  在這裏保羅很深情地表達他對耶穌的愛
[00:12:58.000 --> 00:13:00.000]  他說:我感謝那次給我力量的
[00:13:00.000 --> 00:13:02.000]  我們的主基督耶穌
[00:13:02.000 --> 00:13:05.000]  因為他認為我可信任,盼我服侍他
[00:13:05.000 --> 00:13:08.000]  我從前是褻瀆迫害無萬神的人
[00:13:08.000 --> 00:13:10.000]  然而我還蒙了憐憫
[00:13:10.000 --> 00:13:14.000]  因為我是在不信不明白的時候做的
[00:13:14.000 --> 00:13:18.000]  從前保羅是一個甚麼人
[00:13:18.000 --> 00:13:20.000]  他自己來到去反省
[00:13:20.000 --> 00:13:23.000]  他在這裏去回顧的時候
[00:13:23.000 --> 00:13:28.000]  他說是褻瀆迫害無萬神的人
[00:13:28.000 --> 00:13:31.000]  但是在這段說話當中
[00:13:31.000 --> 00:13:36.000]  我們更加看到保羅感恩的言辭
[00:13:36.000 --> 00:13:38.000]  蒙了憐憫
[00:13:38.000 --> 00:13:45.000]  他在耶穌身上找到滿足感
[00:13:45.000 --> 00:13:52.000]  他看到耶穌的愛帶給他那種豐富的滿足
[00:13:52.000 --> 00:13:54.000]  格外的恩典
[00:13:54.000 --> 00:13:59.000]  在這些表達當中充滿了他那份感激的情感
[00:13:59.000 --> 00:14:01.000]  而值得留意的是
[00:14:01.000 --> 00:14:06.000]  他這份感激是由他的醒覺開始
[00:14:06.000 --> 00:14:08.000]  在他的醒覺當中
[00:14:08.000 --> 00:14:13.000]  他看到他否定了自己之後
[00:14:13.000 --> 00:14:17.000]  再去找到一個肯定自己的依據
[00:14:17.000 --> 00:14:20.000]  否定自己不是一件簡單的事
[00:14:20.000 --> 00:14:24.000]  因為可能你會從此一蹶不振
[00:14:24.000 --> 00:14:28.000]  但是怎樣能夠從否定當中又找到肯定自己呢
[00:14:28.000 --> 00:14:30.000]  這個就是很重要的
[00:14:30.000 --> 00:14:33.000]  就是保羅經歷到耶穌基督的愛
[00:14:33.000 --> 00:14:39.000]  保羅引用了自己的過去和如今來做一個對比
[00:14:39.000 --> 00:14:41.000]  從前我是這樣
[00:14:41.000 --> 00:14:43.000]  現在我是這樣
[00:14:43.000 --> 00:14:46.000]  所以他就說了這個我蒙憐憫
[00:14:46.000 --> 00:14:49.000]  這個很深情的說話
[00:14:49.000 --> 00:14:53.000]  反映了他心底裡是多麼感激上帝
[00:14:53.000 --> 00:14:56.000]  感激耶穌基督
[00:14:56.000 --> 00:14:58.000]  保羅在這段經文裡用了兩次
[00:14:58.000 --> 00:15:02.000]  然而我蒙了憐憫這個表達方式
[00:15:02.000 --> 00:15:06.000]  保羅說這句話的理由在哪裡呢
[00:15:06.000 --> 00:15:10.000]  是因為在他自我反映的過程當中
[00:15:10.000 --> 00:15:12.000]  他在醒覺當中
[00:15:12.000 --> 00:15:15.000]  他看到耶穌基督的愛
[00:15:15.000 --> 00:15:19.000]  蒙憐憫是一種感受
[00:15:19.000 --> 00:15:22.000]  一種情緒的表達
[00:15:22.000 --> 00:15:25.000]  但是情緒不會無中生有
[00:15:25.000 --> 00:15:28.000]  感覺不會無中生有
[00:15:28.000 --> 00:15:30.000]  無端端走出來
[00:15:30.000 --> 00:15:35.000]  有什麼具體事例讓保羅有這種感覺呢
[00:15:35.000 --> 00:15:39.000]  保羅一開始就說他被委派
[00:15:39.000 --> 00:15:41.000]  被信任
[00:15:41.000 --> 00:15:44.000]  做耶穌的工作
[00:15:44.000 --> 00:15:48.000]  對保羅來說這個不是一件簡單的事
[00:15:48.000 --> 00:15:53.000]  因為他自己自知是一個什麼身份
[00:15:53.000 --> 00:15:58.000]  以前是什麼叫做新鮮蘿蔔皮
[00:15:58.000 --> 00:16:00.000]  他在一個猶太公會裡
[00:16:00.000 --> 00:16:05.000]  獲得授權追捕基督徒的領袖人物
[00:16:05.000 --> 00:16:10.000]  他追捕跟隨耶穌的人
[00:16:10.000 --> 00:16:14.000]  他對自己的信仰充滿熱誠
[00:16:14.000 --> 00:16:17.000]  這是人人皆知
[00:16:17.000 --> 00:16:19.000]  而更加重要的是
[00:16:19.000 --> 00:16:22.000]  他一直覺得自己所做的是正確的
[00:16:22.000 --> 00:16:25.000]  是為上帝而做的
[00:16:25.000 --> 00:16:27.000]  一直自以為是的他
[00:16:27.000 --> 00:16:30.000]  突然間在一個想像不到的情況下
[00:16:30.000 --> 00:16:32.000]  跟耶穌基督相遇
[00:16:32.000 --> 00:16:34.000]  一個奇妙的相遇
[00:16:34.000 --> 00:16:37.000]  一個超凡一性的相遇
[00:16:37.000 --> 00:16:41.000]  你想也想不到這樣的相遇
[00:16:41.000 --> 00:16:43.000]  在那一刻
[00:16:43.000 --> 00:16:48.000]  他開始要反省
[00:16:48.000 --> 00:16:52.000]  他要反省自己所做的一切
[00:16:52.000 --> 00:16:55.000]  甚至乎他要開始
[00:16:55.000 --> 00:16:59.000]  面對著對他過去的一切作出的否定
[00:16:59.000 --> 00:17:04.000]  原來我以前做的事一直都是錯的
[00:17:04.000 --> 00:17:06.000]  這個不簡單
[00:17:06.000 --> 00:17:08.000]  因為當你想想
[00:17:08.000 --> 00:17:10.000]  如果自己一直覺得自己是對的時候
[00:17:10.000 --> 00:17:14.000]  竟然說自己在做錯的事
[00:17:14.000 --> 00:17:17.000]  你會有很大的震撼
[00:17:17.000 --> 00:17:20.000]  不要說這種所謂徹底否定
[00:17:20.000 --> 00:17:22.000]  如果你是一個專業人士
[00:17:22.000 --> 00:17:25.000]  被一個不專業的人來挑戰你
[00:17:25.000 --> 00:17:26.000]  說你做錯事
[00:17:26.000 --> 00:17:29.000]  你會怎樣說呢
[00:17:29.000 --> 00:17:31.000]  說臉都焦了
[00:17:31.000 --> 00:17:34.000]  在我面前跟我說音響的事
[00:17:34.000 --> 00:17:35.000]  電子的事
[00:17:35.000 --> 00:17:36.000]  說我不行
[00:17:36.000 --> 00:17:38.000]  我會問你什麼新鮮蘿蔔皮
[00:17:38.000 --> 00:17:40.000]  我都會這樣說
[00:17:40.000 --> 00:17:42.000]  但如果真的發覺原來我錯
[00:17:42.000 --> 00:17:44.000]  很沒面子
[00:17:44.000 --> 00:17:47.000]  一個普通人都能夠看到的事
[00:17:47.000 --> 00:17:50.000]  我這個所謂專業人士都看不到
[00:17:50.000 --> 00:17:51.000]  是不是很失落
[00:17:51.000 --> 00:17:53.000]  很有挫敗感
[00:17:53.000 --> 00:17:57.000]  被否定是一個不簡單的事情
[00:17:57.000 --> 00:18:00.000]  一個很嚴重的問題
[00:18:00.000 --> 00:18:02.000]  對於任何一個人來說
[00:18:02.000 --> 00:18:03.000]  信念的破產
[00:18:03.000 --> 00:18:05.000]  都會是震撼的
[00:18:05.000 --> 00:18:06.000]  是失落的
[00:18:06.000 --> 00:18:08.000]  你原來一直堅持以為是對的
[00:18:08.000 --> 00:18:12.000]  原來是錯的
[00:18:12.000 --> 00:18:15.000]  這是一件容易面對的現實
[00:18:15.000 --> 00:18:17.000]  在保羅內心的掙扎
[00:18:17.000 --> 00:18:21.000]  正正就是由於原來我根本不知道
[00:18:21.000 --> 00:18:22.000]  我是不知道的
[00:18:22.000 --> 00:18:26.000]  這個不確定的因素出來
[00:18:26.000 --> 00:18:28.000]  我都不知道
[00:18:28.000 --> 00:18:30.000]  我不知道這些事
[00:18:30.000 --> 00:18:33.000]  我想像不到這些事會發生
[00:18:33.000 --> 00:18:36.000]  想像不到會出現
[00:18:36.000 --> 00:18:39.000]  這些是沒辦法預備的
[00:18:39.000 --> 00:18:42.000]  原來我們的人生
[00:18:42.000 --> 00:18:43.000]  我們的現實就是這樣的
[00:18:43.000 --> 00:18:45.000]  有些事是超出我們
[00:18:45.000 --> 00:18:48.000]  我們的知識範圍以內的
[00:18:48.000 --> 00:18:50.000]  我們要接受這個現實
[00:18:50.000 --> 00:18:53.000]  這個不確定的現實
[00:18:53.000 --> 00:18:54.000]  我們都不知道
[00:18:54.000 --> 00:18:59.000]  我們沒辦法去掌握
[00:18:59.000 --> 00:19:04.000]  經歷過和上帝相遇之後
[00:19:04.000 --> 00:19:05.000]  帶給他的
[00:19:05.000 --> 00:19:08.000]  是一個很大的心靈的震撼
[00:19:08.000 --> 00:19:12.000]  我會形容為他心痛惡絕
[00:19:12.000 --> 00:19:14.000]  對自己的心痛惡絕
[00:19:14.000 --> 00:19:16.000]  他在反省
[00:19:16.000 --> 00:19:19.000]  他正在做的事
[00:19:19.000 --> 00:19:22.000]  是冒慢上帝的褻瀆上帝
[00:19:22.000 --> 00:19:24.000]  所以你就會明白
[00:19:24.000 --> 00:19:26.000]  為什麼他形容自己是罪魁
[00:19:26.000 --> 00:19:29.000]  一個以律法為傲的人
[00:19:29.000 --> 00:19:33.000]  以舊約律法引以為傲的人
[00:19:33.000 --> 00:19:36.000]  努力來按照著律法
[00:19:36.000 --> 00:19:39.000]  來生活的人
[00:19:39.000 --> 00:19:42.000]  竟然發現自己所做的一切
[00:19:42.000 --> 00:19:46.000]  是褻瀆迫害冒慢上帝
[00:19:46.000 --> 00:19:49.000]  這個是不是很荒謬
[00:19:49.000 --> 00:19:52.000]  非常荒謬的一個現實
[00:19:52.000 --> 00:19:56.000]  就發生在司徒保羅的身上
[00:19:56.000 --> 00:19:58.000]  你就更加能夠體會到
[00:19:58.000 --> 00:20:01.000]  他說我是罪魁
[00:20:01.000 --> 00:20:02.000]  你要明白
[00:20:02.000 --> 00:20:04.000]  在猶太人的律法裡面
[00:20:04.000 --> 00:20:09.000]  犯了上述褻瀆上帝的人的結局是什麼
[00:20:09.000 --> 00:20:11.000]  是死的
[00:20:11.000 --> 00:20:15.000]  不過現在保羅不單止不用死
[00:20:15.000 --> 00:20:17.000]  還要受到縱容
[00:20:17.000 --> 00:20:20.000]  所以你就更加能夠體會到
[00:20:20.000 --> 00:20:22.000]  他的心路歷程
[00:20:22.000 --> 00:20:25.000]  然而我夢了憐憫
[00:20:25.000 --> 00:20:27.000]  這份內心對耶穌基督
[00:20:27.000 --> 00:20:29.000]  出自保羅的口的時候
[00:20:29.000 --> 00:20:31.000]  是充滿了感情
[00:20:31.000 --> 00:20:34.000]  充滿了感激
[00:20:34.000 --> 00:20:36.000]  不知道你有沒有曾經
[00:20:36.000 --> 00:20:39.000]  好像保羅這個反省
[00:20:39.000 --> 00:20:45.000]  在安靜當中去反省
[00:20:45.000 --> 00:20:52.000]  我不過也是一個蒙恩的罪人而已
[00:20:52.000 --> 00:20:53.000]  沒什麼很厲害
[00:20:53.000 --> 00:20:56.000]  沒什麼可以自誇
[00:20:56.000 --> 00:20:57.000]  很多年前
[00:20:57.000 --> 00:21:01.000]  我已經開始有這樣的反省
[00:21:01.000 --> 00:21:04.000]  當年還是年輕的時候
[00:21:04.000 --> 00:21:07.000]  在教會團契侍奉的時候
[00:21:07.000 --> 00:21:09.000]  做完侍奉了
[00:21:09.000 --> 00:21:12.000]  坐在教會的椅子上
[00:21:12.000 --> 00:21:15.000]  一個很滿足的感覺
[00:21:15.000 --> 00:21:18.000]  但是這個滿足的感覺轉瞬即逝
[00:21:18.000 --> 00:21:21.000]  突然間出來一個感覺就是
[00:21:21.000 --> 00:21:25.000]  會不會有一天主耶穌和李艷強說
[00:21:25.000 --> 00:21:28.000]  你不用做了,你坐在這裡吧
[00:21:28.000 --> 00:21:32.000]  可能這句話是正面的
[00:21:32.000 --> 00:21:33.000]  不過對我來說
[00:21:33.000 --> 00:21:35.000]  當時來說是震撼的
[00:21:35.000 --> 00:21:40.000]  原來主耶穌不是沒有你不行
[00:21:40.000 --> 00:21:45.000]  不要自以為很棒、很矜貴
[00:21:45.000 --> 00:21:48.000]  這個反省提醒了我很多
[00:21:48.000 --> 00:21:50.000]  最重要的地方
[00:21:50.000 --> 00:21:55.000]  不要以為有恩典
[00:21:55.000 --> 00:21:59.000]  有恩典就自以為是
[00:21:59.000 --> 00:22:00.000]  上帝會救我
[00:22:00.000 --> 00:22:04.000]  上帝不會不要我的
[00:22:04.000 --> 00:22:08.000]  要留心自己的罪
[00:22:08.000 --> 00:22:10.000]  特別是不要常常說
[00:22:10.000 --> 00:22:12.000]  有恃無恐地說
