
[00:00:00.000 --> 00:00:04.000]  有一位基督徒的女士
[00:05:44.000 --> 00:05:52.000]  他們民族的人已經遷徙離開以色列這個地方
[00:05:52.000 --> 00:05:56.000]  但是為何在那個時代
[00:05:56.000 --> 00:05:58.000]  在1948年
[00:05:58.000 --> 00:06:02.000]  竟然他們可以身在這個國土
[00:06:02.000 --> 00:06:05.000]  建立自己的國家呢
[00:06:05.000 --> 00:06:08.000]  其實你看到歷史的轉體
[00:06:08.000 --> 00:06:10.000]  第一次世界大戰
[00:06:10.000 --> 00:06:15.000]  已經預備了以色列人回歸巴勒斯坦地
[00:06:15.000 --> 00:06:18.000]  第二次世界大戰發生了甚麼事
[00:06:18.000 --> 00:06:22.000]  就是希特勒屠殺600萬的猶太人
[00:06:22.000 --> 00:06:26.000]  激起世界對這個民族的同情
[00:06:26.000 --> 00:06:29.000]  所以第二次世界大戰結束之後
[00:06:29.000 --> 00:06:36.000]  就讓英國終止了在這個地區的代理
[00:06:36.000 --> 00:06:42.000]  要讓猶太國宣佈成立改朝換代
[00:06:42.000 --> 00:06:45.000]  在這個世界的動亂裏
[00:06:45.000 --> 00:06:48.000]  正是讓這個國家的人
[00:06:48.000 --> 00:06:55.000]  能夠再一次在這個地方建立起來
[00:06:55.000 --> 00:06:58.000]  聖殿能夠重建
[00:06:58.000 --> 00:07:03.000]  亦都是發生在這個改朝換代的時間
[00:07:03.000 --> 00:07:08.000]  你要問誰能夠去改變這個世界的進程
[00:07:08.000 --> 00:07:14.000]  誰能夠讓這個世界的王國可以改朝換代呢
[00:07:14.000 --> 00:07:20.000]  這位就是我們所相信的神
[00:07:20.000 --> 00:07:26.000]  唯有祂能讓政權可以改朝換代
[00:07:26.000 --> 00:07:33.000]  以色列的重建、重開始就是一件不可能的事
[00:07:33.000 --> 00:07:36.000]  就是通過歷史的改朝換代
[00:07:36.000 --> 00:07:38.000]  神引導這個歷史的進程
[00:07:38.000 --> 00:07:40.000]  神要在這個歷史裏面
[00:07:40.000 --> 00:07:46.000]  來實現祂所應許的以色列
[00:07:46.000 --> 00:07:49.000]  祂能夠復國、能夠重建
[00:07:49.000 --> 00:07:54.000]  能夠重新建立和祂的關係
[00:07:54.000 --> 00:07:56.000]  什麼叫復興
[00:07:56.000 --> 00:07:58.000]  復興就是重建
[00:07:58.000 --> 00:08:04.000]  重建原先所失落的健康狀況
[00:08:04.000 --> 00:08:06.000]  復興
[00:08:06.000 --> 00:08:09.000]  我們需不需要復興呢
[00:08:09.000 --> 00:08:16.000]  我們有沒有已經失落了我們對神的那種愛呢
[00:08:16.000 --> 00:08:23.000]  你有沒有已經失落了對神的那種跟隨呢
[00:08:23.000 --> 00:08:26.000]  或者你仍然回來教會
[00:08:26.000 --> 00:08:31.000]  但是你每一天有沒有能夠可以跟隨神
[00:08:31.000 --> 00:08:34.000]  和祂有一個密切的關係
[00:08:34.000 --> 00:08:37.000]  和祂祈禱、讀祂的話語
[00:08:37.000 --> 00:08:41.000]  以祂的話語成為你生命的中心
[00:08:41.000 --> 00:08:44.000]  並且每一天是忠心的跟隨祂
[00:08:44.000 --> 00:08:49.000]  如果你沒有這個密切的關係
[00:08:49.000 --> 00:08:55.000]  你需要求神去恢復、去興起、去更新你
[00:08:55.000 --> 00:08:57.000]  這個就是復興
[00:08:57.000 --> 00:09:00.000]  以色列重建聖殿
[00:09:00.000 --> 00:09:02.000]  怎樣從沒有可能
[00:09:02.000 --> 00:09:04.000]  剛才我們所讀的聖經
[00:09:04.000 --> 00:09:08.000]  祂能夠完成呢
[00:09:08.000 --> 00:09:11.000]  其中一個很重要的
[00:09:11.000 --> 00:09:15.000]  我們看神怎樣參與
[00:09:15.000 --> 00:09:18.000]  在這個以色列的歷史裏面
[00:09:18.000 --> 00:09:20.000]  祂的帶領是怎樣
[00:09:20.000 --> 00:09:22.000]  祂的供應是怎樣
[00:09:22.000 --> 00:09:26.000]  以致這件事能夠成就起來
[00:09:26.000 --> 00:09:31.000]  一個已經成為廢墟的一個地方
[00:09:31.000 --> 00:09:35.000]  怎能夠再一次可以建立聖城
[00:09:35.000 --> 00:09:39.000]  可以重建聖殿
[00:09:39.000 --> 00:09:43.000]  重建耶路撒冷的聖城
[00:09:43.000 --> 00:09:45.000]  重建那個地方
[00:09:45.000 --> 00:09:46.000]  沒有可能
[00:09:46.000 --> 00:09:48.000]  但是這位神的手
[00:09:48.000 --> 00:09:51.000]  卻是引導祂的指紋
[00:09:51.000 --> 00:09:54.000]  能夠完成一件不可能的事
[00:09:54.000 --> 00:09:57.000]  究竟神怎樣參與你的生命
[00:09:57.000 --> 00:10:00.000]  叫一個已經衰殘的生命
[00:10:00.000 --> 00:10:03.000]  已經敗壞的生命
[00:10:03.000 --> 00:10:06.000]  能夠再一次重建起來
[00:10:06.000 --> 00:10:09.000]  就讓我們通過第六章的聖經
[00:10:09.000 --> 00:10:13.000]  看看神怎樣去完成祂的計劃
[00:10:13.000 --> 00:10:16.000]  通過祂的參與
[00:10:16.000 --> 00:10:19.000]  通過祂的帶領
[00:10:19.000 --> 00:10:21.000]  通過祂的手
[00:10:21.000 --> 00:10:25.000]  怎樣去完成這個不可能的計劃
[00:10:25.000 --> 00:10:27.000]  神的照管
[00:10:27.000 --> 00:10:33.000]  神的參與、看顧、管理
[00:10:33.000 --> 00:10:38.000]  以及讓祂的旨意能夠成就
[00:10:38.000 --> 00:10:45.000]  如果你有了解歷史的時候
[00:10:45.000 --> 00:10:52.000]  你會知道在公元前530年
[00:10:52.000 --> 00:10:57.000]  就是當古列王來攻陷巴比倫
[00:10:57.000 --> 00:11:00.000]  他的新王國誕生
[00:11:00.000 --> 00:11:07.000]  他下旨讓以色列人從巴比倫回到耶路撒冷
[00:11:07.000 --> 00:11:09.000]  去重建聖殿
[00:11:09.000 --> 00:11:15.000]  但是當他們建立聖殿的根基
[00:11:15.000 --> 00:11:17.000]  第二年的時候
[00:11:17.000 --> 00:11:19.000]  他們就遇到阻難
[00:11:19.000 --> 00:11:21.000]  遇到阻難一停
[00:11:21.000 --> 00:11:26.000]  就好像毛子經那樣停下來
[00:11:26.000 --> 00:11:30.000]  他們只顧著興建他們的房屋
[00:11:30.000 --> 00:11:35.000]  直至到公元前520年的時候
[00:11:35.000 --> 00:11:41.000]  他們聽到先知哈蓋和撒加利亞叫他們復工
[00:11:41.000 --> 00:11:45.000]  他們在公元520年的時候
[00:11:45.000 --> 00:11:49.000]  就在大利烏王的王朝開始的時候
[00:11:49.000 --> 00:11:51.000]  他們開始復工
[00:11:51.000 --> 00:11:55.000]  重新來去興建聖殿
[00:11:55.000 --> 00:12:01.000]  在那個時間他們來興建重建聖殿
[00:12:01.000 --> 00:12:04.000]  他們興建的時候
[00:12:04.000 --> 00:12:08.000]  當時的總督就寫一封信給皇帝
[00:12:08.000 --> 00:12:13.000]  這封信就在第五章的時候
[00:12:13.000 --> 00:12:24.000]  在第五章
[00:12:24.000 --> 00:12:30.000]  由第六節到第十七節
[00:12:30.000 --> 00:12:35.000]  這封信寫給當時的大利烏王
[00:12:35.000 --> 00:12:38.000]  在這封信的最後
[00:12:38.000 --> 00:12:42.000]  他就和大利烏王講了兩件事
[00:12:42.000 --> 00:12:44.000]  第一件事就是說
[00:12:44.000 --> 00:12:47.000]  請大利烏王查一查巴比倫的庫房裡面
[00:12:47.000 --> 00:12:51.000]  是不是有古烈王的詔書
[00:12:51.000 --> 00:12:52.000]  第二
[00:12:52.000 --> 00:12:56.000]  大利烏王你對這件事怎麼看
[00:12:56.000 --> 00:13:01.000]  你支不支持他們重建聖殿
[00:13:01.000 --> 00:13:05.000]  他問了這個皇帝兩件事
[00:13:05.000 --> 00:13:07.000]  然後我們就在第六章
[00:13:07.000 --> 00:13:12.000]  就是這個皇帝對這個總督
[00:13:12.000 --> 00:13:16.000]  當時看守那個地方的政府
[00:13:16.000 --> 00:13:21.000]  的一個這樣的回應
[00:13:21.000 --> 00:13:27.000]  在這個回應的裡面
[00:13:27.000 --> 00:13:31.000]  有兩件事很值得注意
[00:13:31.000 --> 00:13:33.000]  第一件事
[00:13:33.000 --> 00:13:35.000]  就是他回應
[00:13:35.000 --> 00:13:43.000]  究竟找不找到古烈王的詔書
[00:13:43.000 --> 00:13:45.000]  你有沒有找過東西
[00:13:45.000 --> 00:13:47.000]  你有沒有找過東西
[00:13:47.000 --> 00:13:50.000]  這件東西幾十年沒有拿出來的
[00:13:50.000 --> 00:13:52.000]  突然間要你找回
[00:13:52.000 --> 00:13:53.000]  你找不找到呢
[00:13:53.000 --> 00:13:55.000]  沒有說幾十年
[00:13:55.000 --> 00:13:59.000]  我記得我最近記性都很差
[00:13:59.000 --> 00:14:01.000]  我將一張卡
[00:14:01.000 --> 00:14:02.000]  給人一張卡
[00:14:02.000 --> 00:14:04.000]  放了在我的背囊裡面
[00:14:04.000 --> 00:14:07.000]  但是誰知道要給的時候
[00:14:07.000 --> 00:14:10.000]  就好像找來找去的背囊找不到
[00:14:10.000 --> 00:14:12.000]  又在辦公室到處找
[00:14:12.000 --> 00:14:14.000]  又在家裡到處找
[00:14:14.000 --> 00:14:15.000]  都找不到
[00:14:15.000 --> 00:14:17.000]  找了一兩天都找不到
[00:14:17.000 --> 00:14:20.000]  最終在哪裡找回呢
[00:14:20.000 --> 00:14:21.000]  在背囊
[00:14:21.000 --> 00:14:23.000]  真的是這樣的
[00:14:23.000 --> 00:14:28.000]  真是很奇怪
[00:14:28.000 --> 00:14:31.000]  寫了兩天
[00:14:31.000 --> 00:14:33.000]  好像依稀記得是這樣的
[00:14:33.000 --> 00:14:35.000]  但是找不找得出來
[00:14:35.000 --> 00:14:41.000]  你這個詔書放在巴比倫的皇宮
[00:14:41.000 --> 00:14:43.000]  這麼多年
[00:14:43.000 --> 00:14:45.000]  現在那個總督說
[00:14:45.000 --> 00:14:50.000]  你找回那個詔書出來
[00:14:50.000 --> 00:14:52.000]  雖然這兩句話
[00:14:52.000 --> 00:14:56.000]  你好像平平無奇
[00:14:56.000 --> 00:14:58.000]  不過你要留心看
[00:14:58.000 --> 00:15:04.000]  你會看到神點在這件事裡面的帶領
[00:15:04.000 --> 00:15:06.000]  在新譯本這樣說
[00:15:06.000 --> 00:15:11.000]  大利烏王考察在巴比倫庫房的檔案
[00:15:11.000 --> 00:15:17.000]  但是在馬袋省的阿瑪他宮中
[00:15:17.000 --> 00:15:20.000]  發現一卷書卷
[00:15:20.000 --> 00:15:23.000]  究竟包含了什麼意思呢
[00:15:23.000 --> 00:15:25.000]  原來當時候
[00:15:25.000 --> 00:15:30.000]  他們來到巴比倫的檔案室裡面
[00:15:30.000 --> 00:15:33.000]  他們竟然找不到這個詔書
[00:15:33.000 --> 00:15:36.000]  嘩!那怎麼辦
[00:15:36.000 --> 00:15:40.000]  他們就去了阿瑪他
[00:15:40.000 --> 00:15:45.000]  原來當時皇帝有四個皇宮
[00:15:45.000 --> 00:15:48.000]  春夏秋冬去不同的皇宮
[00:15:48.000 --> 00:15:50.000]  這個阿瑪他
[00:15:50.000 --> 00:15:52.000]  是在夏天去的
[00:15:52.000 --> 00:15:54.000]  因為他在山上
[00:15:54.000 --> 00:15:56.000]  所以他變得高一點
[00:15:56.000 --> 00:15:59.000]  夏天的時候可以涼爽一點
[00:15:59.000 --> 00:16:03.000]  冬天他就去書山城
[00:16:03.000 --> 00:16:08.000]  所以本來巴比倫是一個主要皇宮
[00:16:08.000 --> 00:16:12.000]  搜索的地點應該集中在這個皇宮
[00:16:12.000 --> 00:16:15.000]  但是在這個皇宮找不到詔書
[00:16:15.000 --> 00:16:18.000]  但是他很奇妙
[00:16:18.000 --> 00:16:22.000]  他在夏天的行宮裡面
[00:16:22.000 --> 00:16:24.000]  不是找到這個詔書
[00:16:24.000 --> 00:16:26.000]  是找到這個備忘錄
[00:16:26.000 --> 00:16:31.000]  竟然當時的歷史學家
[00:16:31.000 --> 00:16:33.000]  將皇帝所寫的
[00:16:33.000 --> 00:16:34.000]  所做的事情
[00:16:34.000 --> 00:16:35.000]  發生的事情
[00:16:35.000 --> 00:16:37.000]  寫了一個備忘錄
[00:16:37.000 --> 00:16:41.000]  而放在夏天的行宮裡面
[00:16:41.000 --> 00:16:46.000]  而神卻是在整件事上
[00:16:46.000 --> 00:16:49.000]  帶領這件事
[00:16:49.000 --> 00:16:52.000]  他們雖然找不到詔書
[00:16:52.000 --> 00:16:56.000]  卻是發現這個備忘錄
[00:16:56.000 --> 00:16:58.000]  而這個備忘錄
[00:16:58.000 --> 00:17:00.000]  正是去表明
[00:17:00.000 --> 00:17:05.000]  真是古列王有瑕疵
[00:17:05.000 --> 00:17:07.000]  我要問大家
[00:17:07.000 --> 00:17:13.000]  這是不是一個巧合呢?
[00:17:13.000 --> 00:17:15.000]  如果沒有了這個詔書
[00:17:15.000 --> 00:17:18.000]  如果沒有了這個備忘錄
[00:17:18.000 --> 00:17:22.000]  你要問究竟重建聖殿
[00:17:22.000 --> 00:17:24.000]  可不可以繼續
[00:17:24.000 --> 00:17:26.000]  沒有皇帝的命令
[00:17:26.000 --> 00:17:29.000]  沒有先皇的看法
[00:17:29.000 --> 00:17:34.000]  究竟這個古列王會不會去跟隨呢?
[00:17:34.000 --> 00:17:35.000]  這是第一點
[00:17:35.000 --> 00:17:37.000]  第二方面
[00:17:37.000 --> 00:17:41.000]  究竟皇帝會怎樣看呢?
[00:17:41.000 --> 00:17:46.000]  皇帝到重建聖殿的想法是怎樣呢?
[00:17:46.000 --> 00:17:48.000]  在第六第七節這樣說
[00:17:48.000 --> 00:17:55.000]  現在河西總督達賴和斯塔波斯拉
[00:17:55.000 --> 00:17:58.000]  並你們的同黨
[00:17:58.000 --> 00:18:04.000]  就是住河西的阿發薩加人
[00:18:04.000 --> 00:18:06.000]  你們當遠離他們
[00:18:06.000 --> 00:18:08.000]  不要阻攔聖殿的工作
[00:18:08.000 --> 00:18:13.000]  任憑尤大人的省長和尤大人的長老
[00:18:13.000 --> 00:18:17.000]  在遠處建造聖殿
[00:18:17.000 --> 00:18:26.000]  當他看完這個備忘錄的時候
[00:18:26.000 --> 00:18:32.000]  皇帝就下了令要重建聖殿
[00:18:32.000 --> 00:18:35.000]  去跟古列王一起
[00:18:35.000 --> 00:18:38.000]  同感一靈支持的工作
[00:18:38.000 --> 00:18:47.000]  如果剛才你看一看歷史改朝換代的圖表
[00:18:47.000 --> 00:18:49.000]  你就會知道
[00:18:49.000 --> 00:18:54.000]  古列王在536年下旨重建聖殿
[00:18:54.000 --> 00:19:02.000]  原來其中已經有兩個皇帝在這個帝位裏登基
[00:19:02.000 --> 00:19:07.000]  在大利烏皇帝登基之前
[00:19:07.000 --> 00:19:09.000]  原來還有一個皇帝
[00:19:09.000 --> 00:19:15.000]  在短短八個月就被刺殺被推翻的皇位
[00:19:15.000 --> 00:19:19.000]  由大利烏承繼這個皇朝
[00:19:19.000 --> 00:19:24.000]  換句話說大利烏是剛剛上台
[00:19:24.000 --> 00:19:26.000]  他好像古列一樣
[00:19:26.000 --> 00:19:28.000]  為了穩定民心
[00:19:28.000 --> 00:19:31.000]  為了穩定國家
[00:19:31.000 --> 00:19:33.000]  他們就採取一個懷柔的政策
[00:19:33.000 --> 00:19:43.000]  他們去寬容各國的民族對他們的宗教的支持
[00:19:43.000 --> 00:19:49.000]  所以一方面馬代波斯的律法不可以改
[00:19:49.000 --> 00:19:55.000]  另一方面又是剛剛皇朝的建立
[00:19:55.000 --> 00:19:58.000]  所以他用一個懷柔的政策
[00:19:58.000 --> 00:20:02.000]  神就在這個時間感動先知
[00:20:02.000 --> 00:20:04.000]  重新來到建殿
[00:20:04.000 --> 00:20:07.000]  這個是不是有巧合呢
[00:20:07.000 --> 00:20:15.000]  原來神的手一直參與在以色列重建裏面
[00:20:15.000 --> 00:20:21.000]  是神的手叫這個工程能夠再一次實現
[00:20:21.000 --> 00:20:25.000]  在今年的七八月
[00:20:25.000 --> 00:20:31.000]  巴勒斯坦人和巴勒斯坦自政府和以色列打仗
[00:20:31.000 --> 00:20:35.000]  最近我看了一篇報道
[00:20:35.000 --> 00:20:37.000]  在打仗期間
[00:20:37.000 --> 00:20:41.000]  以色列的戰役裏面
[00:20:41.000 --> 00:20:46.000]  他們經歷神的幫助
[00:20:46.000 --> 00:20:49.000]  我自己也沒有特別去證實
[00:20:49.000 --> 00:20:54.000]  不過他們講了一件很重要的分享
[00:20:54.000 --> 00:20:58.000]  如果你知道巴勒斯坦自治政府
[00:20:58.000 --> 00:21:03.000]  發射了很多導彈去以色列的城市
[00:21:03.000 --> 00:21:06.000]  而以色列有一個防衛
[00:21:06.000 --> 00:21:10.000]  這個防衛叫做鐵盾的防衛系統
[00:21:10.000 --> 00:21:12.000]  凡是導彈來
[00:21:12.000 --> 00:21:15.000]  他們就會有一個火箭炮
[00:21:15.000 --> 00:21:19.000]  火箭的飛彈來截擊
[00:21:19.000 --> 00:21:30.000]  這個鐵盾不是百分之一百可以截擊到所有的導彈
[00:21:30.000 --> 00:21:33.000]  它總是有少少差異
[00:21:33.000 --> 00:21:37.000]  只要十個百分之一的差異
[00:21:37.000 --> 00:21:40.000]  已經帶來以色列很多傷亡
[00:21:40.000 --> 00:21:43.000]  你看新聞就可能覺得
[00:21:43.000 --> 00:21:45.000]  在以色列的武器很先進
[00:21:45.000 --> 00:21:47.000]  真的這麼厲害
[00:21:47.000 --> 00:21:51.000]  好像打不到以色列的地方
[00:21:51.000 --> 00:21:54.000]  為什麼發射這麼多導彈都不行
[00:21:54.000 --> 00:22:03.000]  其中一個防衛系統的火箭炮的指揮官去複述
[00:22:03.000 --> 00:22:09.000]  他說他發現有一個從加沙地帶發射的導彈
[00:22:09.000 --> 00:22:11.000]  而按照它的軌跡
[00:22:11.000 --> 00:22:16.000]  它會降落在一些很重要的軍事地帶
[00:22:16.000 --> 00:22:19.000]  好像以色列的五角大樓
[00:22:19.000 --> 00:22:24.000]  也會降落在特拉維夫的火車中心
[00:22:24.000 --> 00:22:30.000]  可能造成數百人的死亡
[00:22:30.000 --> 00:22:40.000]  當他們發射第一個火炮來攔截的時候
[00:22:40.000 --> 00:22:42.000]  竟然失誤了
[00:22:42.000 --> 00:22:48.000]  當他們再發射第二個火箭炮來攔截又失誤了
[00:22:48.000 --> 00:22:51.000]  他說這個是很罕見的情況
[00:22:51.000 --> 00:22:53.000]  他想著一定會死
[00:22:53.000 --> 00:22:58.000]  但是導彈就會在四秒之內去到那個地方
[00:22:58.000 --> 00:23:06.000]  但是突然間他在雷達系統裡發現這個導彈
[00:23:06.000 --> 00:23:13.000]  突然間不知道為什麼會離開軌跡
[00:23:13.000 --> 00:23:15.000]  射了下海
[00:23:15.000 --> 00:23:28.000]  他心裡很感受到神參與在以色列的戰爭裡
[00:23:28.000 --> 00:23:31.000]  這個我不單止第一次聽到
[00:23:31.000 --> 00:23:35.000]  其實在67年六日戰爭的時候
[00:23:35.000 --> 00:23:43.000]  我已經聽到神在以色列的戰場上怎樣為他而戰
[00:23:43.000 --> 00:23:47.000]  以色列這麼少的傷亡
[00:23:47.000 --> 00:23:49.000]  其實不是一個巧合
[00:23:49.000 --> 00:23:54.000]  而是有神自己的手來引導
[00:23:54.000 --> 00:23:56.000]  弟兄姊妹
[00:23:56.000 --> 00:23:58.000]  在你的人生裡
[00:23:58.000 --> 00:24:03.000]  你信不信得有一位神去照管一切
[00:24:03.000 --> 00:24:05.000]  去帶領你的人生
[00:24:05.000 --> 00:24:09.000]  來引導你的人生
[00:24:09.000 --> 00:24:12.000]  在暑假的時間
[00:24:12.000 --> 00:24:17.000]  我的女兒和一些弟兄姊妹
[00:24:17.000 --> 00:24:25.000]  他們參與了一個機構的短宣的服務
[00:24:25.000 --> 00:24:30.000]  她就去印度做一個短宣的工作
[00:24:30.000 --> 00:24:36.000]  去完的時間她就回來和我分享
[00:24:36.000 --> 00:24:51.000]  她說有一次她幾個姊妹一起坐印度嘉爾角的自動三輪車
[00:24:51.000 --> 00:24:53.000]  叫Doodood
[00:24:53.000 --> 00:24:58.000]  她說那些司機很奸
[00:24:58.000 --> 00:25:01.000]  我說香港也是一樣的
[00:25:01.000 --> 00:25:05.000]  他們幾個女孩子都很厲害
[00:25:05.000 --> 00:25:08.000]  去之前就問一些朋友
[00:25:08.000 --> 00:25:12.000]  究竟由這裡去教會需要多少錢
[00:25:12.000 --> 00:25:14.000]  他說60元
[00:25:14.000 --> 00:25:16.000]  他們心中有數
[00:25:16.000 --> 00:25:19.000]  上車當然沒有問他們錢
[00:25:19.000 --> 00:25:20.000]  下車的時候
[00:25:20.000 --> 00:25:22.000]  人家說100元
[00:25:22.000 --> 00:25:24.000]  就冤枉他們
[00:25:24.000 --> 00:25:26.000]  誰知道這幾個女孩子就很精
[00:25:26.000 --> 00:25:30.000]  給了60元就走了
[00:25:30.000 --> 00:25:33.000]  不過最重要的不是這一點
[00:25:33.000 --> 00:25:36.000]  他說原來他們坐這輛車的時候
[00:25:36.000 --> 00:25:38.000]  因為太擠迫
[00:25:38.000 --> 00:25:40.000]  有個女孩子拿著背包
[00:25:40.000 --> 00:25:43.000]  就把背包放在後面
[00:25:43.000 --> 00:25:46.000]  誰知道下車的時候忘記拿
[00:25:46.000 --> 00:25:49.000]  進到教會
[00:25:49.000 --> 00:25:54.000]  這個女孩子就發現背包不見了
[00:25:54.000 --> 00:25:55.000]  很焦急
[00:25:55.000 --> 00:25:58.000]  因為背包裡面有一個重要的文件
[00:25:58.000 --> 00:25:59.000]  知道是什麼嗎?
[00:25:59.000 --> 00:26:01.000]  Passport
[00:26:01.000 --> 00:26:05.000]  她真的想哭出來
