
[00:00:00.000 --> 00:00:04.900]  早晨 新年快樂 恭喜發財
[00:09:08.900 --> 00:09:10.900]  這個E-神是因為曾經醫治人
[00:09:10.900 --> 00:09:12.900]  甚至使人復活而激怒了
[00:09:12.900 --> 00:09:14.900]  眾神之神宙斯
[00:09:14.900 --> 00:09:16.900]  所以就被宙斯擊殺
[00:09:16.900 --> 00:09:18.900]  如果大家記得
[00:09:18.900 --> 00:09:20.900]  約翰福音第十章講到什麼
[00:09:20.900 --> 00:09:22.900]  耶穌使拉撒路復活
[00:09:22.900 --> 00:09:24.900]  然後激怒了猶太人
[00:09:24.900 --> 00:09:26.900]  然後猶太人是因為耶穌復活
[00:09:26.900 --> 00:09:28.900]  拉撒路最後要殺他的
[00:09:28.900 --> 00:09:30.900]  如果大家記得約翰福音第十章
[00:09:30.900 --> 00:09:32.900]  然後第四點是什麼呢
[00:09:32.900 --> 00:09:34.900]  就是宙斯用雷電
[00:09:34.900 --> 00:09:36.900]  擊殺了E-神
[00:09:36.900 --> 00:09:38.900]  後來又復活回去
[00:09:38.900 --> 00:09:40.900]  並且將他高升成為
[00:09:40.900 --> 00:09:42.900]  天上的一個星座叫做蛇夫座
[00:09:42.900 --> 00:09:44.900]  我們今天看一個星座叫做蛇夫座
[00:09:44.900 --> 00:09:46.900]  其實它的典故
[00:09:46.900 --> 00:09:48.900]  就是來自Ecupius這個E-神
[00:09:48.900 --> 00:09:50.900]  而耶穌同樣都是怎樣
[00:09:50.900 --> 00:09:52.900]  就是神使耶穌
[00:09:52.900 --> 00:09:54.900]  釘十字架而死
[00:09:54.900 --> 00:09:56.900]  最後又復活他使他高升
[00:09:56.900 --> 00:09:58.900]  而第五點是什麼呢
[00:09:58.900 --> 00:10:00.900]  就是E-神那些信仰E-神的人
[00:10:00.900 --> 00:10:02.900]  拜E-神的人
[00:10:02.900 --> 00:10:04.900]  會稱呼E-神為救主
[00:10:04.900 --> 00:10:06.900]  因為他能醫百病
[00:10:06.900 --> 00:10:08.900]  會稱呼他為救主
[00:10:08.900 --> 00:10:10.900]  而耶穌在約翰福音第四章裡面
[00:10:10.900 --> 00:10:12.900]  都被當時的撒瑪利亞人
[00:10:12.900 --> 00:10:14.900]  稱呼為世界的救主
[00:10:14.900 --> 00:10:16.900]  所以我們就會看到
[00:10:16.900 --> 00:10:18.900]  原來這個神明這個E-神
[00:10:18.900 --> 00:10:20.900]  Ecupius和耶穌都有
[00:10:20.900 --> 00:10:22.900]  就是約翰福音所記載的耶穌
[00:10:22.900 --> 00:10:24.900]  有很多平衡的地方
[00:10:24.900 --> 00:10:26.900]  我們特別去看一段經文
[00:10:26.900 --> 00:10:28.900]  就會更加看到
[00:10:28.900 --> 00:10:30.900]  在這裡可能是反映當時
[00:10:30.900 --> 00:10:32.900]  敬拜E-神的一些背景
[00:10:32.900 --> 00:10:34.900]  在這裡就是約翰福音的五章
[00:10:34.900 --> 00:10:36.900]  一至八節
[00:10:36.900 --> 00:10:38.900]  那裡是說耶穌一個E字的神跡
[00:10:38.900 --> 00:10:40.900]  那裡說什麼呢
[00:10:40.900 --> 00:10:42.900]  那一節耶穌就去耶路撒冷
[00:10:42.900 --> 00:10:44.900]  在耶路撒冷靠近陽門的一個池子
[00:10:44.900 --> 00:10:46.900]  希伯來話叫做不事大
[00:10:46.900 --> 00:10:48.900]  旁邊有五個囊子
[00:10:48.900 --> 00:10:50.900]  囊子裡面擋著很多病人
[00:10:50.900 --> 00:10:52.900]  有核眼的 腿的 癱瘓的
[00:10:52.900 --> 00:10:54.900]  那裡有一個人病了三十八年
[00:10:54.900 --> 00:10:56.900]  耶穌見他躺在那裡
[00:10:56.900 --> 00:10:58.900]  見他病了很久就問他
[00:10:58.900 --> 00:11:00.900]  你想不想康復
[00:11:00.900 --> 00:11:02.900]  於是那個人就說先生
[00:11:02.900 --> 00:11:04.900]  水動的時候沒有人將我放在池子裡面
[00:11:04.900 --> 00:11:06.900]  我正要去的時候
[00:11:06.900 --> 00:11:08.900]  別人就讓我先下去
[00:11:08.900 --> 00:11:10.900]  耶穌就跟他說起來
[00:11:10.900 --> 00:11:12.900]  拿你的玉子立刻行走
[00:11:12.900 --> 00:11:14.900]  那個人就立刻康復
[00:11:14.900 --> 00:11:16.900]  立刻拿自己的玉子行走
[00:11:16.900 --> 00:11:18.900]  其實在這個故事裡面
[00:11:18.900 --> 00:11:20.900]  是呼應著一個
[00:11:20.900 --> 00:11:22.900]  敬拜伊神的背景
[00:11:22.900 --> 00:11:24.900]  為什麼我會這樣說呢
[00:11:24.900 --> 00:11:26.900]  其實就是最近的發現
[00:11:26.900 --> 00:11:28.900]  也不是最近 是現代的發現
[00:11:28.900 --> 00:11:30.900]  這裡形容在耶路撒冷
[00:11:30.900 --> 00:11:32.900]  靠近陽門那裡有一個池
[00:11:32.900 --> 00:11:34.900]  那個池叫做不事大
[00:11:34.900 --> 00:11:36.900]  有五個囊子
[00:11:36.900 --> 00:11:38.900]  其實一些考古學家
[00:11:38.900 --> 00:11:40.900]  在耶路撒冷裡面就找到一個類似
[00:11:40.900 --> 00:11:42.900]  約翰福音所描述的
[00:11:42.900 --> 00:11:44.900]  一個叫做不事大的地方
[00:11:44.900 --> 00:11:46.900]  就是在陽門附近
[00:11:46.900 --> 00:11:48.900]  有一個池
[00:11:48.900 --> 00:11:50.900]  同時也有五個囊子
[00:11:50.900 --> 00:11:52.900]  其實在以前
[00:11:52.900 --> 00:11:54.900]  很多人就會覺得
[00:11:54.900 --> 00:11:56.900]  約翰福音是老作的
[00:11:56.900 --> 00:11:58.900]  很多時候都會被人覺得
[00:11:58.900 --> 00:12:00.900]  是四卷福音書裡面最吹水
[00:12:00.900 --> 00:12:02.900]  最老作的聖經
[00:12:02.900 --> 00:12:04.900]  就是經常都會覺得這個作者
[00:12:04.900 --> 00:12:06.900]  但是在近代真的有考古發現
[00:12:06.900 --> 00:12:08.900]  發現到一個地方
[00:12:08.900 --> 00:12:10.900]  是和約翰福音這個經文講的
[00:12:10.900 --> 00:12:12.900]  描述是差不多類似的地方
[00:12:12.900 --> 00:12:14.900]  就是又有一個池
[00:12:14.900 --> 00:12:16.900]  又近陽門 又有五個囊子
[00:12:16.900 --> 00:12:18.900]  所以這些學者 這些考古學家
[00:12:18.900 --> 00:12:20.900]  就會覺得很大機會
[00:12:20.900 --> 00:12:22.900]  這個耶路撒冷的地方
[00:12:22.900 --> 00:12:24.900]  就是約翰福音講的這個地方
[00:12:24.900 --> 00:12:26.900]  不事大
[00:12:26.900 --> 00:12:28.900]  而特別的地方是什麼呢
[00:12:28.900 --> 00:12:30.900]  大家可能會覺得耶路撒冷很神聖
[00:12:30.900 --> 00:12:32.900]  聖地 聖城
[00:12:32.900 --> 00:12:34.900]  敬拜耶和華
[00:12:34.900 --> 00:12:36.900]  你會覺得很神聖
[00:12:36.900 --> 00:12:38.900]  但是特別的地方是什麼呢
[00:12:38.900 --> 00:12:40.900]  就是發現在這個池子
[00:12:40.900 --> 00:12:42.900]  有五個囊子的池子裡面
[00:12:42.900 --> 00:12:44.900]  發現了這塊東西
[00:12:44.900 --> 00:12:46.900]  這塊東西是什麼呢
[00:12:46.900 --> 00:12:48.900]  是一個花瓶的物體
[00:12:48.900 --> 00:12:50.900]  一個器皿
[00:12:50.900 --> 00:12:52.900]  這個器皿看到有什麼特別嗎
[00:12:52.900 --> 00:12:54.900]  上面捲著的是什麼
[00:12:54.900 --> 00:12:56.900]  是蛇來的
[00:12:56.900 --> 00:12:58.900]  在一個這樣耶路撒冷的池子裡面
[00:12:58.900 --> 00:13:00.900]  發現一個這樣的花瓶
[00:13:00.900 --> 00:13:02.900]  學者還會發現其實這個花瓶
[00:13:02.900 --> 00:13:04.900]  不是花瓶
[00:13:04.900 --> 00:13:06.900]  其實是一個器皿
[00:13:06.900 --> 00:13:08.900]  其實是什麼來的
[00:13:08.900 --> 00:13:10.900]  是敬拜依神的一些物品
[00:13:10.900 --> 00:13:12.900]  一些在依神的廟
[00:13:12.900 --> 00:13:14.900]  或者依神的池子裡
[00:13:14.900 --> 00:13:16.900]  會有的東西
[00:13:16.900 --> 00:13:18.900]  就是有些蛇捲著
[00:13:18.900 --> 00:13:20.900]  我剛才不是說過
[00:13:20.900 --> 00:13:22.900]  蛇是代表什麼
[00:13:22.900 --> 00:13:24.900]  神明的代表
[00:13:24.900 --> 00:13:26.900]  所以這一塊東西
[00:13:26.900 --> 00:13:28.900]  其實是當時敬拜依神的
[00:13:28.900 --> 00:13:30.900]  我這裡不是想說
[00:13:30.900 --> 00:13:32.900]  耶路撒冷裡有一個依神的廟
[00:13:32.900 --> 00:13:34.900]  我不是想這樣說
[00:13:34.900 --> 00:13:36.900]  不過很有可能
[00:13:36.900 --> 00:13:38.900]  裡面是有些混雜的東西
[00:13:38.900 --> 00:13:40.900]  裡面是有一些
[00:13:40.900 --> 00:13:42.900]  將這座池子聯繫到
[00:13:42.900 --> 00:13:44.900]  依神的依字的背景
[00:13:44.900 --> 00:13:46.900]  你明白我說什麼吧
[00:13:46.900 --> 00:13:48.900]  所以為什麼在裡面會發現
[00:13:48.900 --> 00:13:50.900]  一些這樣的物物
[00:13:50.900 --> 00:13:52.900]  特別的地方是什麼呢
[00:13:52.900 --> 00:13:54.900]  這裡也是對應依神的
[00:13:54.900 --> 00:13:56.900]  依字的習俗
[00:13:56.900 --> 00:13:58.900]  當時的羅馬帝國裡面
[00:13:58.900 --> 00:14:00.900]  那些人敬拜依神是怎樣得依字的
[00:14:00.900 --> 00:14:02.900]  他們是怎樣得依字的
[00:14:02.900 --> 00:14:04.900]  通常在依神的廟外面
[00:14:04.900 --> 00:14:06.900]  會有一個池子
[00:14:06.900 --> 00:14:08.900]  他們有兩個步驟
[00:14:08.900 --> 00:14:10.900]  第一個步驟是什麼呢
[00:14:10.900 --> 00:14:12.900]  就是要在池子裡浸水
[00:14:12.900 --> 00:14:14.900]  他們覺得那些池子的水是聖水
[00:14:14.900 --> 00:14:16.900]  聖水你想想有多髒
[00:14:16.900 --> 00:14:18.900]  有多少人會去浸過
[00:14:18.900 --> 00:14:20.900]  在古代是不會換的
[00:14:20.900 --> 00:14:22.900]  一潭很多老泥的水
[00:14:22.900 --> 00:14:24.900]  總之聖水就是進去浸
[00:14:24.900 --> 00:14:26.900]  那個病人要怎樣
[00:14:26.900 --> 00:14:28.900]  當然要多多益善
[00:14:28.900 --> 00:14:30.900]  奉獻就是給錢
[00:14:30.900 --> 00:14:32.900]  給錢是負責
[00:14:32.900 --> 00:14:34.900]  去營運這個池子的寺廟
[00:14:34.900 --> 00:14:36.900]  就是給錢
[00:14:36.900 --> 00:14:38.900]  向依神奉獻
[00:14:38.900 --> 00:14:40.900]  然後就祈禱
[00:14:40.900 --> 00:14:42.900]  求依神另外得依字
[00:14:42.900 --> 00:14:44.900]  然後那個廟裡的依神的祭司
[00:14:44.900 --> 00:14:46.900]  就會按手在那個人那裡
[00:14:46.900 --> 00:14:48.900]  你會得依字
[00:14:48.900 --> 00:14:50.900]  這就是整個拜依神得依字的過程
[00:14:50.900 --> 00:14:52.900]  在這裡有些類似的
[00:14:52.900 --> 00:14:54.900]  然後怎樣
[00:14:54.900 --> 00:14:56.900]  這個人是說什麼
[00:14:56.900 --> 00:14:58.900]  為什麼他覺得自己醫不回來
[00:14:58.900 --> 00:15:00.900]  為什麼他覺得自己好不了
[00:15:00.900 --> 00:15:02.900]  是因為他癱瘓
[00:15:02.900 --> 00:15:04.900]  就是他下不了池子
[00:15:04.900 --> 00:15:06.900]  每一次他想下池子的時候
[00:15:06.900 --> 00:15:08.900]  想浸水被依字的時候
[00:15:08.900 --> 00:15:10.900]  都有人比他快下 他下不了
[00:15:10.900 --> 00:15:12.900]  所以他就覺得是因為這樣
[00:15:12.900 --> 00:15:14.900]  不能被依字
[00:15:14.900 --> 00:15:16.900]  但是耶穌是怎樣依字他的
[00:15:16.900 --> 00:15:18.900]  耶穌只說一句 你起來
[00:15:18.900 --> 00:15:20.900]  他就康復了
[00:15:20.900 --> 00:15:22.900]  所以有一個很大的可能性
[00:15:22.900 --> 00:15:24.900]  就是這裡是對比
[00:15:24.900 --> 00:15:26.900]  耶穌的依字和依神的依字
[00:15:26.900 --> 00:15:28.900]  耶穌的依字和依神的依字
