
[00:00:00.000 --> 00:00:03.320]  在剛剛過去的兩個禮拜
[00:03:19.640 --> 00:03:20.800]  我們需要智慧
[00:03:20.800 --> 00:03:26.080]  亞國書就是講到我們需要的智慧
[00:03:26.080 --> 00:03:30.120]  亞國書是面對一個不清不楚的世界
[00:03:30.120 --> 00:03:34.760]  講出十分清楚的智慧的訊息
[00:03:34.760 --> 00:03:40.880]  在當時就是亞國針對一些末日情懷的先知
[00:03:40.880 --> 00:03:44.840]  一些社會政治的鼓動者
[00:03:45.640 --> 00:03:51.800]  他們討厭羅馬政府說他們是欺壓弱勢
[00:03:51.800 --> 00:03:54.960]  認為政府是不公義的
[00:03:54.960 --> 00:03:59.480]  他們以暴力的方式來表達他們的憤怒
[00:03:59.480 --> 00:04:05.040]  有些人趁機打劫,希望略奪能夠去補償一下
[00:04:05.040 --> 00:04:10.440]  一些猶太人基督徒就不經意間
[00:04:11.160 --> 00:04:16.120]  採用了這個世界的暴力的方式來去解決問題
[00:04:16.120 --> 00:04:22.160]  對他們來說,神的公義就是社會的改革
[00:04:22.160 --> 00:04:30.400]  最後這幫人成為了這個唯物主義的狂熱者
[00:04:30.400 --> 00:04:35.400]  開展了戰爭,卻是摧毀了耶路撒冷
[00:04:35.400 --> 00:04:40.360]  面對這種情況,亞國就叫弟兄姊妹們
[00:04:40.720 --> 00:04:45.520]  在教會裏,在他們當中要除去一切的邪惡
[00:04:45.520 --> 00:04:50.480]  脫離自私的慾望和錯誤的動機
[00:04:50.480 --> 00:04:59.960]  要追求和平,要謙和,溫柔地接受神所給的道
[00:04:59.960 --> 00:05:05.240]  唯有接受神的道,他們才能夠解決內裡的問題
[00:05:05.240 --> 00:05:07.160]  解決社會的問題
[00:05:07.840 --> 00:05:11.080]  亞國書就在上述的情況中說到智慧
[00:05:11.080 --> 00:05:16.400]  智慧是實踐性的,智慧不是理論
[00:05:16.400 --> 00:05:22.680]  智慧是辨別,對錯善惡的能力
[00:05:22.680 --> 00:05:25.480]  是關乎正確的行為
[00:05:25.480 --> 00:05:31.160]  智慧不是指人的智商的高低,也不是天賦的
[00:05:31.160 --> 00:05:35.760]  是神給的恩賜,是我們要去求的
[00:05:36.080 --> 00:05:40.680]  當我們求的時候,神就會很慷慨地給予我們
[00:05:40.680 --> 00:05:48.880]  智慧人是怎樣的?智慧人是清潔、和平、溫良、柔順、憐憫
[00:05:48.880 --> 00:05:52.000]  沒有偏私,沒有虛偽
[00:05:52.000 --> 00:05:58.600]  所以亞國就說,你們要快快地聽,慢慢地說,慢慢地動怒
[00:05:58.600 --> 00:06:03.800]  因為智慧人是快快地聽,慢慢地說,慢慢地動怒
[00:06:04.240 --> 00:06:06.800]  第一部份,快快地聽
[00:06:06.800 --> 00:06:10.880]  智慧人是能夠快快地聽
[00:06:10.880 --> 00:06:14.480]  究竟快快地聽聽什麼?
[00:06:14.480 --> 00:06:24.200]  智慧人就是能夠聽見群體當中那種糾紛、衝突、仇視的聲音
[00:06:24.200 --> 00:06:31.120]  又聽到我們裡面那種慾望的聲音,這些聲音可以成為暴力
[00:06:31.880 --> 00:06:42.120]  智慧人知道這些慾望的聲音、暴力的聲音,是需要所栽種的「道」去制約的
[00:06:42.120 --> 00:06:52.360]  所栽種的「道」就是指真理的「道」,救你們靈魂的「道」
[00:06:52.360 --> 00:06:57.480]  那完美使人自由的律法、自尊的律法
[00:06:57.720 --> 00:07:06.680]  所栽種的「道」包括什麼?人愛、謹慎的言論、不論斷,是要愛論蛇
[00:07:06.680 --> 00:07:19.480]  當所栽種的「道」在你我生命裡面變得越來越壯大,我們就會變得正直公義
[00:07:19.480 --> 00:07:26.920]  智慧人是常常聽到所栽種的「道」的,所以知道分別是非
[00:07:27.160 --> 00:07:32.920]  是能夠處處帶著愛和意志的力量,是叫人得到平安和自由
[00:07:32.920 --> 00:07:35.880]  第二部份,慢慢地說
[00:07:35.880 --> 00:07:40.600]  雅閣話就是說,要快快地聽,慢慢地說
[00:07:40.600 --> 00:07:44.760]  智慧人是能夠慢慢地說的
[00:07:44.760 --> 00:07:53.400]  對於雅閣來說,智慧神的智慧的恩賜是影響著基督徒說話的方式
[00:07:54.040 --> 00:07:57.880]  智慧人是能夠控制自己的舌頭
[00:07:57.880 --> 00:08:09.400]  他知道尖酸刻薄的說話,是會帶來決裂和交戰的群體
[00:08:09.400 --> 00:08:16.840]  所以第三章,雅閣就用三個舌頭的類比,就是雀環、駝、火花
[00:08:17.480 --> 00:08:28.680]  舌頭細小,像雀環,是能夠控制馬的,舌頭細小,像船的舵,是能夠引領船的
[00:08:28.680 --> 00:08:35.080]  舌頭細小,像火花,是可以燃點整個巨大的林木的
[00:08:35.080 --> 00:08:40.040]  意思就是說,很細小的東西的影響是很大的
[00:08:41.000 --> 00:08:47.800]  舌頭是可以引導信仰群體,也可以是誤導信仰群體
[00:08:47.800 --> 00:08:54.520]  所以雅閣說,舌頭是小肢體,但是能夠說謊
[00:08:54.520 --> 00:09:02.520]  雅閣說,舌頭是充滿永不止息的邪惡,充滿了害死人的毒氣
[00:09:02.520 --> 00:09:05.640]  所以舌頭要很小心
[00:09:06.680 --> 00:09:13.320]  但是,雅閣的意思是說,相對來說,當大家慢慢地說的話
[00:09:13.320 --> 00:09:23.800]  又能夠說出所栽種的道的時候,這些說話是能夠塑造人的靈魂、身份和自我形象的
[00:09:23.800 --> 00:09:31.000]  只要我們弟兄姊妹慢慢地說,是跟對方說出你是神的兒女
[00:09:31.480 --> 00:09:36.840]  這些是好的,你有什麼美善的地方,你這樣說這些話的時候
[00:09:36.840 --> 00:09:41.720]  人家對面,裡面有一個空間能夠承受這些說話
[00:09:41.720 --> 00:09:46.840]  你們的說話就承受了對方的身份和自我形象
[00:09:46.840 --> 00:09:58.680]  是的,智慧人是慢慢地聽,快快地聽,是慢慢地說話
[00:09:59.400 --> 00:10:06.760]  與此同時,是會說出所栽種的道,所栽種的道可以塑造人的靈魂
[00:10:06.760 --> 00:10:09.960]  第三部分,慢慢地動腦
[00:10:09.960 --> 00:10:17.080]  智慧人是快快地聽,慢慢地說,慢慢地動腦
[00:10:17.080 --> 00:10:23.400]  快快地聽,慢慢地說,慢慢地動腦
[00:10:23.400 --> 00:10:25.720]  聽起來好像有次序一樣,是不是?
[00:10:26.120 --> 00:10:32.520]  其實這是結果性,什麼意思?當你快快地聽,慢慢地說話,結果是什麼?
[00:10:32.520 --> 00:10:37.640]  結果就是慢慢地動腦,甚至是不會胡亂的動腦
[00:10:37.640 --> 00:10:43.800]  更重要的是智慧人知道人的憤怒是不會產生神的義
[00:10:43.800 --> 00:10:49.320]  所以亞閣說,因為人的怒氣並不能實現神的義
[00:10:49.320 --> 00:10:53.320]  人的憤怒對神的公義有害
[00:10:53.880 --> 00:11:00.680]  憤怒的人只是聽見裡面很繁雜的聲音,聽到屍肉的聲音
[00:11:00.680 --> 00:11:06.680]  是聽不見所栽種的道,因此是不公義
[00:11:06.680 --> 00:11:12.920]  因為上述的觀點,亞閣的意思就是說
[00:11:12.920 --> 00:11:21.720]  公義的行為,是不是由那種這類的憤怒是能夠產生的
[00:11:22.840 --> 00:11:27.720]  好了,亞閣提醒我們,慢慢地動腦
[00:11:27.720 --> 00:11:37.400]  但在現實當中,人有很多憤怒,你憤怒,我又憤怒
[00:11:37.400 --> 00:11:42.520]  當我們回到聖經的世界當中,我們見到當人憤怒的時候
[00:11:42.520 --> 00:11:45.480]  人有一些美善的東西就會失去了
[00:11:45.480 --> 00:11:51.800]  譬如那個人在憤怒當中,殺死自己的弟弟阿伯
[00:11:52.120 --> 00:11:57.320]  還有譬如約拿在憤怒當中,說我不聽神的說話
[00:11:57.320 --> 00:12:02.040]  我不會向利利未成的傳輩去服藥,我不會
[00:12:02.040 --> 00:12:05.400]  還有耶穌基督在第一次去講道的時候
[00:12:05.400 --> 00:12:07.960]  那些群眾的反應是什麼?
[00:12:07.960 --> 00:12:10.520]  群眾的反應就是憤怒
[00:12:10.520 --> 00:12:14.200]  憤怒還要推耶穌基督下山,要殺死祂
[00:12:14.200 --> 00:12:21.560]  我們回到歷史的世界當中,我們又見到馬丁路德曾經這樣說過
[00:12:21.560 --> 00:12:25.400]  當我被氣憤的時候,我做事做得更加好
[00:12:25.400 --> 00:12:33.560]  但是我們又見到他被氣憤的時候,他不能分辨是非
[00:12:33.560 --> 00:12:38.760]  有些時候他扮演不了仙姿的角色,沒有以前那麼聰明
[00:12:38.760 --> 00:12:41.560]  以前做仙姿,他發怒的時候做不到
[00:12:41.560 --> 00:12:47.800]  他整天在氣憤,整天都覺得人不對,人家不公義
[00:12:47.800 --> 00:12:52.120]  馬丁路德的老前輩都會這樣的
[00:12:52.120 --> 00:13:00.600]  在現在的世界,憤怒很多時候會成為憤恨、憎恨
[00:13:00.600 --> 00:13:09.000]  39年前我有認識一個朋友,他認識了另一個先生
[00:13:09.000 --> 00:13:15.880]  覺得這位弟兄是才華出眾,說話又聰明
[00:13:15.880 --> 00:13:21.320]  能言善道,後來他發現他是偽君子
[00:13:21.320 --> 00:13:25.640]  所以後來就很生氣,常常在憤怒當中
[00:13:25.640 --> 00:13:31.640]  由1985年到現在,總共37年,他仍然在憤怒當中
[00:13:31.640 --> 00:13:34.440]  他的憤怒成為了他生命的毒咒
[00:13:34.440 --> 00:13:38.440]  常常傷口要結焦,他又打開來看
[00:13:38.440 --> 00:13:48.680]  在街報看,又發覺傷口又生了,又打開,又連回來,又打開
[00:13:48.680 --> 00:13:57.000]  他的傷口到如今都不能夠康復,因為他在憤怒當中
[00:13:57.000 --> 00:14:05.080]  最近就開始英超元,暫時會看世界盃
[00:14:05.080 --> 00:14:11.240]  大家看足球的時候,有沒有看到一些憤怒的球員
[00:14:11.240 --> 00:14:17.720]  憤怒的球員,在球場上你看到他會不惜一切去傷害對方
[00:14:17.720 --> 00:14:21.960]  然後這些球員,可能他站在眾人面前就說
[00:14:21.960 --> 00:14:30.680]  我為所發生的事情,我感到不好意思
[00:14:30.680 --> 00:14:37.320]  但他沒有說,我為我做了這件事而感到對不起
[00:14:37.320 --> 00:14:42.520]  他的說法就是,這件事跟我無關,這件事是不幸的事情
[00:14:42.520 --> 00:14:47.400]  這件事不幸因為我生氣,我生氣我就失控,我失控因此我傷人
[00:14:47.400 --> 00:14:51.480]  傷人因此就成為一個不幸的事件
[00:14:51.480 --> 00:14:55.320]  這個事件與我無關的,因為我生氣
[00:14:55.320 --> 00:15:01.000]  不少時候,大家有時候在互聯網,不知道有沒有中過招被人批評
[00:15:01.000 --> 00:15:07.720]  有些人在互聯網會列出一些假的事情去毀謗他人
[00:15:07.720 --> 00:15:15.160]  但當謊言被拆穿的時候,剛犯的人就聳聳他的肩頭就說
[00:15:15.160 --> 00:15:19.480]  我很生氣,我很生氣所以我會說這些話
[00:15:19.480 --> 00:15:25.640]  連說對不起一聲也不會說,意思就是我生氣,生氣就是我會這樣做
[00:15:25.640 --> 00:15:32.760]  生氣是我的藉口,這個好像是說當我生氣的時候我就無能為力
[00:15:32.760 --> 00:15:36.680]  我是不需要為我剛才的行為負任何責任的
[00:15:36.680 --> 00:15:39.720]  所以他們不會夠怯,不會感到哀傷
[00:15:39.720 --> 00:15:43.880]  因為認為夠怯哀傷是軟弱者的表現
[00:15:43.880 --> 00:15:53.400]  唯有動怒,這個就是強者的表現,能夠控制命運
[00:15:53.400 --> 00:15:59.000]  這些憤怒是盲目,是自戀
[00:15:59.000 --> 00:16:04.280]  結果就是在憤怒當中,我們看不見他人
[00:16:04.280 --> 00:16:10.120]  只是看見自己,只是在自戀
[00:16:10.120 --> 00:16:16.360]  這樣的盲目,這樣的自戀,好像自己在膨脹
[00:16:16.360 --> 00:16:23.480]  其實自己在萎縮,只有一個人的時候,自己很憎恨自己
[00:16:23.480 --> 00:16:29.720]  但在公眾的時候就扮演到,就是「姑姑我都憎恨」
[00:16:29.720 --> 00:16:37.080]  所以這種憤怒是有傷害性的,是有暴力性的
[00:16:37.080 --> 00:16:43.320]  我們不要給這些憤怒任何正面的意義
[00:16:43.320 --> 00:16:49.640]  如果這樣的話,你說曹牧師,那人可不可以動怒?
[00:16:49.640 --> 00:16:58.840]  阿國說的,慢慢地動怒,可以發火吧
[00:16:58.840 --> 00:17:03.320]  有一個姊妹,她的丈夫離開了她
[00:17:03.320 --> 00:17:10.840]  我問她,你生她氣嗎?她說「我不生氣,我只是受傷」
[00:17:10.840 --> 00:17:19.320]  我看見她在壓抑她的憤怒,她收藏著自己的憤怒
[00:17:19.320 --> 00:17:23.400]  因為她認為基督徒不應該憤怒
[00:17:23.400 --> 00:17:30.600]  如果是基督徒,應該要常常帶著笑容
[00:17:30.600 --> 00:17:38.040]  事實就是這種憤怒,不合而定地被壓下,會成為抑鬱
[00:17:38.040 --> 00:17:41.800]  憤怒仍然存在,只是被壓下了
[00:17:41.800 --> 00:17:49.880]  這種被壓下的憤怒,是一種未處理過的憤怒
[00:17:49.880 --> 00:17:53.480]  這樣我們可不可以憤怒?
[00:17:53.480 --> 00:18:01.640]  我們一起看詩篇137篇,這篇詩篇似乎肯定了憤怒
[00:18:01.640 --> 00:18:05.480]  137篇第七至第九節
[00:18:05.480 --> 00:18:12.840]  耶路撒冷遭難的日子,以東人樹拆毀拆毀,直拆到根基
[00:18:12.840 --> 00:18:17.960]  耶和華,求祢紀念者受
[00:18:17.960 --> 00:18:26.680]  將要被滅的巴比倫城,報復祢,將祢待我們的,那人變為有夫
[00:18:26.680 --> 00:18:34.760]  拿祢的嬰孩,摔在盤石上的,那人變為有夫
[00:18:34.760 --> 00:18:37.640]  哇!聽到這三節,你有沒有打冷顫?
[00:18:37.640 --> 00:18:38.920]  很可怕,是吧?
[00:18:38.920 --> 00:18:45.160]  華領人家的孩子,摔在盤石上,就說「哈哈哈」,很開心
[00:18:45.160 --> 00:18:46.520]  很可怕
[00:18:46.520 --> 00:18:50.120]  事實上,一個國家是要侵佔另一個國家的時候
[00:18:50.120 --> 00:18:55.080]  當然要殺死他的弟弟,讓這個國家沒有將來
[00:18:55.080 --> 00:18:59.240]  當我們看到詩人這樣說話的時候
[00:18:59.240 --> 00:19:03.480]  哇!這時候我們快快地聽
[00:19:03.480 --> 00:19:09.880]  聽聽詩人群體所面對的處境
[00:19:09.880 --> 00:19:14.360]  他們都是一班飽受暴力的受害者
[00:19:14.360 --> 00:19:21.080]  他們是亡國奴,看著自己所愛的城市被摧毀
[00:19:21.080 --> 00:19:25.000]  所以照常理,他們應該是憤怒的
[00:19:25.000 --> 00:19:28.360]  因為他們是受害者
[00:19:28.360 --> 00:19:34.600]  但是詩人,我們細心去看,不是真的要殺死他們
[00:19:34.600 --> 00:19:37.240]  殺死他們的孩子
[00:19:37.240 --> 00:19:42.120]  我們聽到詩人在這裡伸冤,向神伸冤說
[00:19:42.120 --> 00:19:52.520]  「假如神你是那位公義的那位,你應該除去一切的罪惡、邪惡」
[00:19:52.520 --> 00:20:00.520]  唉!甚至是要奪去以東人下一代的生命
[00:20:00.520 --> 00:20:05.240]  將他們擊殺在盤石的上面
[00:20:05.240 --> 00:20:10.760]  這班是惡人來的,是很惡的人來的
[00:20:10.760 --> 00:20:15.560]  擊殺他們在盤石的上面
[00:20:15.560 --> 00:20:20.520]  其實這番話,先知也說過的
[00:20:20.520 --> 00:20:23.240]  二塞亞先知他這樣說
[00:20:23.240 --> 00:20:25.720]  在二塞亞書十三章說
[00:20:25.720 --> 00:20:33.960]  「巴比倫的孩子們將在他們眼前被打碎」
[00:20:33.960 --> 00:20:43.240]  所以當我們看的時候,其實詩人137篇詩人在說她的感受
[00:20:43.240 --> 00:20:48.360]  她這個不是事實的簡單的報導
[00:20:48.360 --> 00:20:56.120]  詩人不是真的叫人,叫你和我將人箍在石頭上面
[00:20:56.120 --> 00:20:59.160]  而事實上都沒有記載到有這樣做
[00:20:59.160 --> 00:21:03.960]  當事人會用很具體的方式來表達她的感受
[00:21:03.960 --> 00:21:06.600]  不會用抽象的方式來表達
[00:21:06.600 --> 00:21:09.480]  所以心裡真的很痛苦
[00:21:09.480 --> 00:21:11.960]  這些邪惡太重要了
[00:21:11.960 --> 00:21:14.200]  這些人太惡毒了
[00:21:14.200 --> 00:21:16.520]  這些人真的這樣對付我們
[00:21:16.520 --> 00:21:19.400]  這些人是不是應該不存在世界上的呢?
[00:21:19.400 --> 00:21:24.680]  這些人,她的下一代是不是不應該存在世界上的呢?
[00:21:24.680 --> 00:21:29.400]  所以詩人是在表達她的憤怒
[00:21:29.400 --> 00:21:33.000]  憤怒如果這樣看的話,都是自然的
[00:21:33.000 --> 00:21:37.400]  當你面對痛苦、面對欺壓
[00:21:37.400 --> 00:21:42.040]  那種很自然的感受的流露
[00:21:42.040 --> 00:21:45.080]  但在這裡我們看到人的憤怒是可以的
[00:21:45.080 --> 00:21:49.080]  不過詩人的憤怒是向誰發的?
[00:21:49.080 --> 00:21:51.080]  詩人的憤怒不是向人發的
[00:21:51.080 --> 00:21:57.560]  詩人的憤怒是向神發,向神講出心裡的感受
[00:21:57.560 --> 00:22:02.840]  希望這件事印在神的心靈裡面
[00:22:02.840 --> 00:22:06.440]  而耶和華著實會這樣說的
[00:22:06.440 --> 00:22:08.440]  「只要你們向我伸冤」
[00:22:08.440 --> 00:22:16.680]  耶和華說「伸冤在我,我必報應」
[00:22:16.680 --> 00:22:19.800]  所以當我們在憤怒當中的時候
[00:22:19.800 --> 00:22:21.800]  我們趕快向神伸冤
[00:22:21.800 --> 00:22:23.800]  講明人間的不公義
[00:22:23.800 --> 00:22:25.800]  講明我們的傷害
[00:22:25.800 --> 00:22:27.800]  講明我們是有限的
[00:22:27.800 --> 00:22:29.800]  講明我們不能控制這個世界
[00:22:29.800 --> 00:22:32.600]  只有神能夠控制這個世界
[00:22:32.600 --> 00:22:34.600]  只有神能夠伸冤
[00:22:34.600 --> 00:22:36.600]  所以我們在憤怒的時候
[00:22:36.600 --> 00:22:40.280]  我們趕快向神伸冤
[00:22:40.280 --> 00:22:43.800]  不是單單向人,而是向神伸冤
[00:22:43.800 --> 00:22:45.800]  我們伸冤的時候,我們知道
[00:22:45.800 --> 00:22:49.400]  我們的手不能夠壓著所有的公義
[00:22:49.400 --> 00:22:51.400]  因為我們只知道
[00:22:51.400 --> 00:22:53.400]  唯有神將不公義成為公義
[00:22:53.400 --> 00:22:55.400]  將不好的變為好
[00:22:55.400 --> 00:22:57.400]  在近幾年
[00:22:57.400 --> 00:22:59.400]  大家都話多話少聽到
[00:22:59.400 --> 00:23:01.400]  一個神學家的名字,潘霍華
[00:23:01.400 --> 00:23:05.400]  他講過這個詩篇
[00:23:05.400 --> 00:23:09.400]  他說我接受一個事實
[00:23:09.400 --> 00:23:17.400]  詩人求神對不公義的行為進行報復
[00:23:17.400 --> 00:23:21.400]  不過而是放在神的手裏面
[00:23:21.400 --> 00:23:25.400]  而不是放在人的手裏面
[00:23:25.400 --> 00:23:27.400]  他接著說
[00:23:27.400 --> 00:23:31.400]  只有那些沒有光範過人的人
[00:23:31.400 --> 00:23:35.400]  只有那些沒有傷害過人的人
[00:23:35.400 --> 00:23:43.400]  他們能夠去求神去報復
[00:23:43.400 --> 00:23:45.400]  所以報復的祈禱
[00:23:45.400 --> 00:23:47.400]  祈禱是懇求神
[00:23:47.400 --> 00:23:49.400]  你在你的審判當中
[00:23:49.400 --> 00:23:53.400]  你要施行公義
[00:23:53.400 --> 00:23:55.400]  當我們回到新約的時候
[00:23:55.400 --> 00:23:59.400]  我們看見亞哥的兄弟
[00:23:59.400 --> 00:24:01.400]  耶穌基督的言行
[00:24:01.400 --> 00:24:03.400]  我們看他的潔淨聖殿
[00:24:03.400 --> 00:24:07.400]  在馬可福音的十一章那裏
[00:24:07.400 --> 00:24:09.400]  講到是怎樣呢
[00:24:09.400 --> 00:24:11.400]  耶穌基督在橄欖山
[00:24:11.400 --> 00:24:13.400]  進入耶路撒冷
[00:24:13.400 --> 00:24:15.400]  去了聖殿望了一望
[00:24:15.400 --> 00:24:17.400]  望完就離開了
[00:24:17.400 --> 00:24:21.400]  第二天又帶門徒再去耶路撒冷
[00:24:21.400 --> 00:24:23.400]  進入聖殿
[00:24:23.400 --> 00:24:25.400]  是十一章十五節這樣講的
[00:24:25.400 --> 00:24:27.400]  耶穌一進聖殿
[00:24:27.400 --> 00:24:31.400]  就講出在聖殿裏做買賣的人
[00:24:31.400 --> 00:24:37.400]  推倒兌換錢財之人的桌子
[00:24:37.400 --> 00:24:41.400]  和賣甲子之人的凳子
[00:24:41.400 --> 00:24:47.400]  拿著器具從聖殿裏經過
[00:24:47.400 --> 00:24:49.400]  耶穌對那些賣甲子的人
[00:24:49.400 --> 00:24:51.400]  所做的就是斥責他們
[00:24:51.400 --> 00:24:53.400]  這班是奸商
[00:24:53.400 --> 00:24:55.400]  以及斥責那班宗教的人士
[00:24:55.400 --> 00:24:57.400]  為甚麼呢
[00:24:57.400 --> 00:24:59.400]  甲子是那些窮人拿來獻祭用的祭物
[00:24:59.400 --> 00:25:03.400]  在之前在那裏有賣的呢
[00:25:03.400 --> 00:25:05.400]  在橄欖山那裏賣
[00:25:05.400 --> 00:25:07.400]  後來就是聖殿的宗教人士
[00:25:07.400 --> 00:25:10.400]  被那些人在那裏賣甲子
[00:25:10.400 --> 00:25:12.400]  這些宗教的人士
[00:25:12.400 --> 00:25:14.400]  宗教的領袖在當中拿油水
[00:25:14.400 --> 00:25:16.400]  還有就是那些商人
[00:25:16.400 --> 00:25:20.400]  就可以經過聖殿運貨
[00:25:20.400 --> 00:25:23.400]  找這條聖殿做竭敬
[00:25:23.400 --> 00:25:25.400]  很多貨品在這裏經過
[00:25:25.400 --> 00:25:30.400]  耶穌基督看到這一切都是腐敗的行為
[00:25:30.400 --> 00:25:33.400]  聖殿是祈禱的地方
[00:25:33.400 --> 00:25:39.400]  不是做生意拿油水的地方
[00:25:39.400 --> 00:25:42.400]  所以看到聖殿當中這些腐敗的行為
[00:25:42.400 --> 00:25:44.400]  耶穌基督就發出他的憤怒
[00:25:44.400 --> 00:25:45.400]  是神的憤怒
[00:25:45.400 --> 00:25:47.400]  去稱這班宗教人士
[00:25:47.400 --> 00:25:49.400]  宗教的領袖為盜賊
[00:25:49.400 --> 00:25:50.400]  他大聲地說
[00:25:50.400 --> 00:25:56.400]  你們倒將聖殿成為了賊窩
[00:25:56.400 --> 00:25:58.400]  這個聖殿是祈禱的地方
[00:25:58.400 --> 00:26:01.400]  現在是成為賊窩
[00:26:01.400 --> 00:26:03.400]  所以我們看到耶穌基督所批評的
[00:26:03.400 --> 00:26:08.400]  不是集中在那些政治家、軍人
[00:26:08.400 --> 00:26:13.400]  他其實很集中在宗教的領袖
[00:26:13.400 --> 00:26:15.400]  就是我們這些人
[00:26:15.400 --> 00:26:18.400]  宗教的人士就是你們
[00:26:18.400 --> 00:26:21.400]  這些人是將祈禱的地方
[00:26:21.400 --> 00:26:26.400]  將外邦人的院子成為賊窩
[00:26:26.400 --> 00:26:29.400]  本來是一個要敬拜神的地方
[00:26:29.400 --> 00:26:32.400]  成為了一個賊窩
[00:26:32.400 --> 00:26:34.400]  所以我們看到耶穌基督是發火的
[00:26:34.400 --> 00:26:36.400]  不過沒錯
[00:26:36.400 --> 00:26:38.400]  在聖經當中我們看到耶穌基督
[00:26:38.400 --> 00:26:41.400]  這個差不多唯一發火
[00:26:41.400 --> 00:26:45.400]  甚至說有些暴力性行為
[00:26:45.400 --> 00:26:47.400]  但你們看清楚
[00:26:47.400 --> 00:26:48.400]  他發火
[00:26:48.400 --> 00:26:51.400]  他有沒有燒毀任何東西
[00:26:51.400 --> 00:26:57.400]  他有沒有帶領軍隊強盜進來騷亂
[00:26:57.400 --> 00:27:02.400]  他只是在中斷了小型的經濟活動
[00:27:02.400 --> 00:27:06.400]  而聖經當中也沒有說到
[00:27:06.400 --> 00:27:09.400]  他是要接管這個聖殿
[00:27:09.400 --> 00:27:14.400]  或者廢除聖殿裡面的權力架構
[00:27:14.400 --> 00:27:15.400]  他沒有
[00:27:15.400 --> 00:27:20.400]  也看不到那裡有人群的暴力的騷動
