
[00:00:00.000 --> 00:00:03.000]  各位來賓 主禮廳 姐妹平安
[00:04:01.000 --> 00:04:07.000]  這是耶和華神給他們的三個命令
[00:04:07.000 --> 00:04:14.000]  這三個方法怎樣去面對當地的居民
[00:04:14.000 --> 00:04:18.000]  我們今天會從約斯亞記第九章
[00:04:18.000 --> 00:04:19.000]  再看第十章
[00:04:19.000 --> 00:04:21.000]  在這些屬靈真諫當中
[00:04:21.000 --> 00:04:23.000]  他們既然進入加南地
[00:04:23.000 --> 00:04:25.000]  在真諫的情況之下
[00:04:25.000 --> 00:04:26.000]  這個故事裏面
[00:04:26.000 --> 00:04:28.000]  我們學習我們的生活上
[00:04:28.000 --> 00:04:31.000]  我們怎樣在屬靈真諫當中能夠得勝
[00:04:31.000 --> 00:04:36.000]  我們怎樣可以將我們基督徒的生命
[00:04:36.000 --> 00:04:40.000]  可以繼續堅持跟隨神
[00:04:40.000 --> 00:04:43.000]  成為其他人的祝福
[00:04:43.000 --> 00:04:47.000]  我們就從今天的經文當中去學習這個功課
[00:04:47.000 --> 00:04:49.000]  我們一起低頭祈禱
[00:04:49.000 --> 00:04:52.000]  愛你的天父上帝
[00:04:52.000 --> 00:04:53.000]  我們感謝你
[00:04:53.000 --> 00:04:58.000]  我們感謝你賜下你寶貴的話語聖經給我們
[00:04:58.000 --> 00:05:05.000]  使我們能夠從經文當中明白神對我們的旨意
[00:05:05.000 --> 00:05:10.000]  使我們能夠跟隨你,經歷神靈
[00:05:10.000 --> 00:05:13.000]  求你在這一刻捆綁撒旦的作為
[00:05:13.000 --> 00:05:16.000]  張開你的眼睛,打開你的耳朵
[00:05:16.000 --> 00:05:18.000]  使我們能夠聽得清楚
[00:05:18.000 --> 00:05:22.000]  看得明白你教訓我們的功課
[00:05:22.000 --> 00:05:28.000]  使我們能夠學習怎樣去跟隨神靈
[00:05:28.000 --> 00:05:32.000]  我們以上的禱告是奉主耶穌得勝的名字祈求
[00:05:32.000 --> 00:05:38.000]  阿們
[00:05:38.000 --> 00:05:43.000]  約書亞帶領以色列民過了約旦河
[00:05:43.000 --> 00:05:46.000]  成功攻破了耶利哥城
[00:05:46.000 --> 00:05:48.000]  因為阿干犯罪
[00:05:48.000 --> 00:05:52.000]  所以第一次攻打艾城的時候就敗陣
[00:05:52.000 --> 00:05:57.000]  之後第二次當他處理了阿干所犯的罪
[00:05:57.000 --> 00:06:00.000]  第二次進攻艾城的時候就得勝
[00:06:00.000 --> 00:06:04.000]  本來這六個民族的王
[00:06:04.000 --> 00:06:10.000]  赫人、阿摩利人、迦南人、比利西人、希美人和耶穌人
[00:06:10.000 --> 00:06:14.000]  他們在第二章和第五章的形容
[00:06:14.000 --> 00:06:17.000]  就說他們的心消化如水
[00:06:17.000 --> 00:06:21.000]  見到他們得勝耶利哥城的時候
[00:06:21.000 --> 00:06:24.000]  他們的心就淡了,沒有了鬥志
[00:06:24.000 --> 00:06:28.000]  但是當他們聽見在艾城第一次戰爭的時候
[00:06:28.000 --> 00:06:31.000]  以色列民敗陣
[00:06:31.000 --> 00:06:37.000]  他們的心就知道原來以色列民都未必打仗都會贏
[00:06:37.000 --> 00:06:41.000]  他們就同心合意的情況下
[00:06:41.000 --> 00:06:43.000]  他們受到威脅的環境下
[00:06:43.000 --> 00:06:47.000]  他們就同心合意與約書亞去爭戰
[00:06:47.000 --> 00:06:51.000]  和以色列人有個爭戰的心在當中
[00:06:51.000 --> 00:06:54.000]  他們全心抵擋耶和華城的軍隊
[00:06:54.000 --> 00:06:58.000]  同心去對抗
[00:06:58.000 --> 00:07:02.000]  但是他們當中的羈披的居民
[00:07:02.000 --> 00:07:06.000]  聽到約書亞在耶利哥城和艾城所做的事情
[00:07:06.000 --> 00:07:10.000]  他們就有不同的反應
[00:07:10.000 --> 00:07:14.000]  我們看這裡的地圖當中
[00:07:14.000 --> 00:07:20.000]  我們看到當約書亞過了大河之後
[00:07:20.000 --> 00:07:22.000]  攻佔了耶利哥城
[00:07:22.000 --> 00:07:28.000]  接著就上去攻打第二次攻打艾城的時候就成功
[00:07:28.000 --> 00:07:32.000]  上一個主日我們看到約書亞就帶領以色列民
[00:07:32.000 --> 00:07:41.000]  去到士劍附近的那個山頭去建制
[00:07:41.000 --> 00:07:47.000]  這些事情當然是激動了被羈披的居民知道
[00:07:47.000 --> 00:07:52.000]  因為羈披就在途中的耶路撒冷旁邊
[00:07:52.000 --> 00:07:54.000]  羈披紅色的地方
[00:07:54.000 --> 00:08:00.000]  跟艾城大約只有幾里路
[00:08:00.000 --> 00:08:03.000]  只有六至八里路那麼近
[00:08:03.000 --> 00:08:06.000]  所以他們是在旁邊的鄰居
[00:08:06.000 --> 00:08:08.000]  在旁邊的城
[00:08:08.000 --> 00:08:11.000]  所以在見到他們
[00:08:11.000 --> 00:08:14.000]  以色列民軍隊那麼成功的時候
[00:08:14.000 --> 00:08:18.000]  羈披就害怕起來了
[00:08:18.000 --> 00:08:20.000]  經文提到他就說
[00:08:20.000 --> 00:08:23.000]  他就設計了一個詭計
[00:08:23.000 --> 00:08:25.000]  他的詭計是怎樣呢
[00:08:25.000 --> 00:08:28.000]  他就假裝成一個使者
[00:08:28.000 --> 00:08:30.000]  因為本身他們是
[00:08:30.000 --> 00:08:36.000]  稍後閒文提到羈披其實是希美人
[00:08:36.000 --> 00:08:40.000]  就是那六個民族活必死的民族
[00:08:40.000 --> 00:08:43.000]  所以他們聽見都害怕
[00:08:43.000 --> 00:08:46.000]  所以他們就知道他們犯的罪太重了
[00:08:46.000 --> 00:08:52.000]  一定要用這些詭計去得到一個安全
[00:08:52.000 --> 00:08:55.000]  所以他們就假裝成使者
[00:08:55.000 --> 00:08:57.000]  拿著舊的口袋
[00:08:57.000 --> 00:09:04.000]  破爛填補的舊皮酒袋
[00:09:04.000 --> 00:09:06.000]  放在爐上
[00:09:06.000 --> 00:09:08.000]  他就穿著舊鞋
[00:09:08.000 --> 00:09:09.000]  舊衣服
[00:09:09.000 --> 00:09:11.000]  戴著一些餅
[00:09:11.000 --> 00:09:13.000]  還有發霉了
[00:09:13.000 --> 00:09:16.000]  長了霉的餅
[00:09:16.000 --> 00:09:21.000]  假裝他們是從和去到吉甲的地方
[00:09:21.000 --> 00:09:28.000]  在耶利哥城對面的大本營
[00:09:28.000 --> 00:09:32.000]  他就假裝用詭計說謊的方式
[00:09:32.000 --> 00:09:34.000]  跟約書亞說
[00:09:34.000 --> 00:09:36.000]  他們是遠方來的
[00:09:36.000 --> 00:09:40.000]  他們的行裝裝扮得好像走了很遠很遠
[00:09:40.000 --> 00:09:42.000]  好像是遠方來的
[00:09:42.000 --> 00:09:46.000]  跟他納約
[00:09:46.000 --> 00:09:50.000]  以色列人當他們見到這班希美人的時候
[00:09:50.000 --> 00:09:53.000]  當時以色列人不認得他們是希美人
[00:09:53.000 --> 00:09:55.000]  但經文就提醒我們
[00:09:55.000 --> 00:09:57.000]  原來那班欺騙的居民
[00:09:57.000 --> 00:10:00.000]  其實當中是希美人
[00:10:00.000 --> 00:10:01.000]  如果他說
[00:10:01.000 --> 00:10:03.000]  萬一你們住在我們當中
[00:10:03.000 --> 00:10:04.000]  以色列人這樣對他說
[00:10:04.000 --> 00:10:05.000]  那怎麼辦
[00:10:05.000 --> 00:10:06.000]  我怎麼可以跟你納約
[00:10:06.000 --> 00:10:08.000]  所以有一點疑心
[00:10:08.000 --> 00:10:10.000]  我們不是每個人都跟他們納約
[00:10:10.000 --> 00:10:11.000]  我們要進加拿大
[00:10:11.000 --> 00:10:13.000]  要征服這個土地
[00:10:13.000 --> 00:10:14.000]  是神應許他們的
[00:10:14.000 --> 00:10:16.000]  如果住在他們中間
[00:10:16.000 --> 00:10:18.000]  怎麼可以隨便納約呢
[00:10:18.000 --> 00:10:22.000]  但是這班的欺騙人
[00:10:22.000 --> 00:10:27.000]  就跟約書亞這樣說
[00:10:27.000 --> 00:10:29.000]  說我是你的僕人
[00:10:29.000 --> 00:10:33.000]  他願意降服去以色列人之下
[00:10:33.000 --> 00:10:38.000]  然後約書亞就盤問他們
[00:10:38.000 --> 00:10:39.000]  你在哪裡來
[00:10:39.000 --> 00:10:40.000]  你是誰人
[00:10:40.000 --> 00:10:44.000]  他們就欺騙約書亞
[00:10:44.000 --> 00:10:47.000]  我們僕人是從遠處的地方來
[00:10:47.000 --> 00:10:50.000]  因為聽見耶和華神的明星
[00:10:50.000 --> 00:10:52.000]  一度打聖仗
[00:10:52.000 --> 00:10:55.000]  攻陷耶利哥城
[00:10:55.000 --> 00:10:57.000]  攻陷艾城
[00:10:57.000 --> 00:11:00.000]  還有一切在埃及行的神蹟歧視
[00:11:00.000 --> 00:11:03.000]  無論是他的神蹟
[00:11:03.000 --> 00:11:06.000]  或是過著大河的神蹟和大河
[00:11:06.000 --> 00:11:07.000]  這些一切的事情
[00:11:07.000 --> 00:11:11.000]  都是受他們聽到的事情
[00:11:11.000 --> 00:11:13.000]  所以來降服的
[00:11:13.000 --> 00:11:16.000]  用這些明星和所發生的事情
[00:11:16.000 --> 00:11:20.000]  去讚揚耶和華神
[00:11:20.000 --> 00:11:24.000]  希望得到一些
[00:11:24.000 --> 00:11:26.000]  令到約書亞放下戒心
[00:11:26.000 --> 00:11:27.000]  還有他們說
[00:11:27.000 --> 00:11:29.000]  你們在阿摩尼王之前
[00:11:29.000 --> 00:11:32.000]  在約大河東岸的時候
[00:11:32.000 --> 00:11:34.000]  征服了希什本王
[00:11:34.000 --> 00:11:37.000]  西雲和阿斯卡洛
[00:11:37.000 --> 00:11:40.000]  巴沙王
[00:11:40.000 --> 00:11:42.000]  這些一切事情
[00:11:42.000 --> 00:11:44.000]  都令到他們
[00:11:44.000 --> 00:11:49.000]  真的很欣賞
[00:11:49.000 --> 00:11:53.000]  所以他們願意成為
[00:11:53.000 --> 00:11:57.000]  以色列民族的僕人
[00:11:57.000 --> 00:12:06.000]  約書亞和這些欺騙人
[00:12:06.000 --> 00:12:08.000]  這些領袖
[00:12:08.000 --> 00:12:10.000]  他們的長老
[00:12:10.000 --> 00:12:15.000]  與他們接納了
[00:12:15.000 --> 00:12:18.000]  他們要求和約書亞納約
[00:12:18.000 --> 00:12:19.000]  他們怎樣呢?
[00:12:19.000 --> 00:12:23.000]  約書亞怎樣做呢?
[00:12:23.000 --> 00:12:27.000]  他說「你看看」
[00:12:27.000 --> 00:12:33.000]  「我們帶出來的餅乾了」
[00:12:33.000 --> 00:12:35.000]  「發霉了」
[00:12:35.000 --> 00:12:37.000]  「但那個酒袋」
[00:12:37.000 --> 00:12:40.000]  「帶出來的時候是新的」
[00:12:40.000 --> 00:12:41.000]  「現在都舊了」
[00:12:41.000 --> 00:12:43.000]  「你說我們是多遠來的」
[00:12:43.000 --> 00:12:44.000]  「鞋也合上了」
[00:12:44.000 --> 00:12:46.000]  「你看看」
[00:12:46.000 --> 00:12:47.000]  「你看見嗎」
[00:12:47.000 --> 00:12:49.000]  「我們是遠方來的」
[00:12:49.000 --> 00:12:50.000]  「不是你住在你們當中的」
[00:12:50.000 --> 00:12:52.000]  他用這些話語
[00:12:52.000 --> 00:12:58.000]  首先稱讚耶和華神
[00:12:58.000 --> 00:13:00.000]  說以色列民多厲害
[00:13:00.000 --> 00:13:01.000]  因為耶和華神
[00:13:01.000 --> 00:13:04.000]  「你們看看他們的行裝裝束」
[00:13:04.000 --> 00:13:06.000]  「真是遠方來的」
[00:13:06.000 --> 00:13:11.000]  以色列民接受了他們的食物
[00:13:11.000 --> 00:13:15.000]  在沒有求問耶和華的情況下
[00:13:15.000 --> 00:13:19.000]  就與這些欺騙人納了約
[00:13:19.000 --> 00:13:25.000]  使他們能夠在他們面前有條命
[00:13:25.000 --> 00:13:27.000]  能夠存活
[00:13:27.000 --> 00:13:29.000]  納約起誓
[00:13:29.000 --> 00:13:31.000]  保留他們的性命
[00:13:31.000 --> 00:13:32.000]  成為他們當中的
[00:13:32.000 --> 00:13:35.000]  以色列民的僕人
[00:13:35.000 --> 00:13:36.000]  納約之後
[00:13:36.000 --> 00:13:37.000]  以色列民過了三天
[00:13:37.000 --> 00:13:40.000]  就聽了他的近論
[00:13:40.000 --> 00:13:44.000]  因為欺騙是住在他們附近的
[00:13:44.000 --> 00:13:46.000]  在艾的附近
[00:13:46.000 --> 00:13:50.000]  艾在山上 欺騙在山上
[00:13:50.000 --> 00:13:52.000]  吉甲在山下
[00:13:52.000 --> 00:13:53.000]  但他們是近的
[00:13:53.000 --> 00:13:55.000]  他們聽到這些消息
[00:13:55.000 --> 00:13:57.000]  就說原來這些欺騙人
[00:13:57.000 --> 00:14:00.000]  這些長老 這些領袖
[00:14:00.000 --> 00:14:04.000]  其實是住在他們旁邊
[00:14:04.000 --> 00:14:05.000]  這些欺騙人
[00:14:05.000 --> 00:14:06.000]  這些長老 這些領袖
[00:14:06.000 --> 00:14:08.000]  不止一座城那麼簡單
[00:14:08.000 --> 00:14:13.000]  其實有四座城
[00:14:13.000 --> 00:14:16.000]  有三座城 四座城
[00:14:16.000 --> 00:14:20.000]  有基片 基斐拉 比祿和基列耶林
[00:14:20.000 --> 00:14:23.000]  這幾個城邦都是這些欺騙人
[00:14:23.000 --> 00:14:28.000]  這些欺民人 這些長老所統治的
[00:14:28.000 --> 00:14:31.000]  所以不是一個很簡單的勢力
[00:14:31.000 --> 00:14:32.000]  其實他們是一個大的勢力
[00:14:32.000 --> 00:14:34.000]  有幾個城 有四座城
[00:14:34.000 --> 00:14:37.000]  和基片還是一座大城
[00:14:37.000 --> 00:14:38.000]  在夏文會看到
[00:14:38.000 --> 00:14:43.000]  那些以色列民就在發怨言
[00:14:43.000 --> 00:14:46.000]  明明我們進去迦南地
[00:14:46.000 --> 00:14:47.000]  去接領這個土地
[00:14:47.000 --> 00:14:48.000]  為什麼要立了約
[00:14:48.000 --> 00:14:50.000]  還立了約
[00:14:50.000 --> 00:14:53.000]  那就完全有問題
[00:14:53.000 --> 00:14:56.000]  因為明明耶和華神叫他們殺他們
[00:14:56.000 --> 00:14:58.000]  霸佔他們的土地
[00:14:58.000 --> 00:14:59.000]  滅絕他們
[00:14:59.000 --> 00:15:01.000]  那他們這些以色列民
[00:15:01.000 --> 00:15:04.000]  就向他們納粹的領袖
[00:15:04.000 --> 00:15:06.000]  以色列領袖就發怨言
[00:15:06.000 --> 00:15:09.000]  造成一些爭執在當中
[00:15:09.000 --> 00:15:13.000]  造成一些事端在以色列的營裏面
[00:15:13.000 --> 00:15:14.000]  怎麼辦呢
[00:15:14.000 --> 00:15:17.000]  這個難題真的很難搞
[00:15:17.000 --> 00:15:20.000]  明明就要被滅絕
[00:15:20.000 --> 00:15:23.000]  但是在耶和華神面前起誓
[00:15:23.000 --> 00:15:25.000]  成為他們的奴僕
[00:15:25.000 --> 00:15:27.000]  那怎麼辦呢
[00:15:27.000 --> 00:15:29.000]  當然是不可以殺他們
[00:15:29.000 --> 00:15:31.000]  因為照著耶和華神起誓的
[00:15:31.000 --> 00:15:35.000]  那他們就決定了怎麼樣
[00:15:35.000 --> 00:15:39.000]  為了避免起誓的怨憤怒
[00:15:39.000 --> 00:15:42.000]  乾在以色列民當中
[00:15:42.000 --> 00:15:44.000]  他們就說
[00:15:44.000 --> 00:15:47.000]  好 可以讓他們團活
[00:15:47.000 --> 00:15:49.000]  但是他們要在我們當中
[00:15:49.000 --> 00:15:53.000]  去劈柴 挑水 做苦工
[00:15:53.000 --> 00:15:56.000]  做一些苦力的工作
[00:15:56.000 --> 00:15:58.000]  但是這些苦力的工作
[00:15:58.000 --> 00:16:01.000]  他們是一班的外族人
[00:16:01.000 --> 00:16:03.000]  是敬拜賈神的
[00:16:03.000 --> 00:16:06.000]  那怎麼不能夠令到他們當中
[00:16:06.000 --> 00:16:11.000]  去破壞他們對聖潔的神呢
[00:16:11.000 --> 00:16:12.000]  他們就說
[00:16:12.000 --> 00:16:16.000]  召了他們在二十三節那裏提督
[00:16:16.000 --> 00:16:19.000]  約書亞召了這班人來
[00:16:19.000 --> 00:16:23.000]  說你們現在本來的祝福
[00:16:23.000 --> 00:16:25.000]  是成為我們當中一起為奴的
[00:16:25.000 --> 00:16:30.000]  不是這麼簡單
[00:16:30.000 --> 00:16:33.000]  而且是一生一世都要在
[00:16:33.000 --> 00:16:34.000]  不只是這一代
[00:16:34.000 --> 00:16:37.000]  一生一世都要成為以色列民族的僕人
[00:16:37.000 --> 00:16:40.000]  在神的殿中去服侍
[00:16:40.000 --> 00:16:42.000]  這個很奇妙的計劃
[00:16:42.000 --> 00:16:47.000]  因為我們一路看回歷代誌
[00:16:47.000 --> 00:16:56.000]  還有看回歷代誌和尼西米書的時候
[00:16:56.000 --> 00:17:02.000]  這班的欺騙人就在這個侍奉上面
[00:17:02.000 --> 00:17:08.000]  在神的殿的玉櫃會幕當中
[00:17:08.000 --> 00:17:10.000]  一路去侍奉神
[00:17:10.000 --> 00:17:13.000]  但是這個也種下一些禍根在當中
[00:17:13.000 --> 00:17:17.000]  我們在撒姆爾記下二十一章的時候
[00:17:17.000 --> 00:17:22.000]  就看到蘇羅想滅殺這班的欺騙人
[00:17:22.000 --> 00:17:26.000]  是在蘇羅的族類當中
[00:17:26.000 --> 00:17:29.000]  成為欺騙人的眼中釘
[00:17:29.000 --> 00:17:30.000]  想滅絕他們
[00:17:30.000 --> 00:17:33.000]  所以就帶來一些之後的爭執
[00:17:33.000 --> 00:17:36.000]  但是他們在神的殿中裡面
[00:17:36.000 --> 00:17:39.000]  能夠去認識神、接近神
[00:17:39.000 --> 00:17:42.000]  都是一個祝福人的實變性
[00:17:42.000 --> 00:17:44.000]  雖然是一個奴僕
[00:17:44.000 --> 00:17:46.000]  但是在神的殿中服侍神
[00:17:46.000 --> 00:17:49.000]  是挺好的
[00:17:49.000 --> 00:17:51.000]  他們回答約書亞
[00:17:51.000 --> 00:17:53.000]  聽到這個詛咒之後
[00:17:53.000 --> 00:17:55.000]  這班欺騙人詛咒之後
[00:17:55.000 --> 00:17:57.000]  就嘗試解釋
[00:17:57.000 --> 00:17:59.000]  其實我真的說你是僕人
[00:17:59.000 --> 00:18:01.000]  我真的相信你是僕人
[00:18:01.000 --> 00:18:05.000]  因為他聽見他們一切所做的事情
[00:18:05.000 --> 00:18:08.000]  以色列民進去殺盡耶利哥城
[00:18:08.000 --> 00:18:09.000]  怎樣對待那些人
[00:18:09.000 --> 00:18:11.000]  他怕得要死
[00:18:11.000 --> 00:18:13.000]  所以就說了一個謊話
[00:18:13.000 --> 00:18:23.000]  而去瞞騙他保存一條命
[00:18:23.000 --> 00:18:27.000]  他在求約書亞
[00:18:27.000 --> 00:18:30.000]  就說你怎樣做就怎樣做
[00:18:30.000 --> 00:18:35.000]  去求約書亞救他脫離第26節
[00:18:35.000 --> 00:18:38.000]  於是約書亞這樣對待他們
[00:18:38.000 --> 00:18:43.000]  就是救他們脫離以色列人的手
[00:18:43.000 --> 00:18:46.000]  以色列人就沒有殺他們
[00:18:46.000 --> 00:18:49.000]  這班埋怨法院人的以色列民
[00:18:49.000 --> 00:18:53.000]  就想殺欺騙人
[00:18:53.000 --> 00:18:57.000]  之後素羅都想殺欺騙人
[00:18:57.000 --> 00:19:01.000]  但是以色列的領袖約書亞
[00:19:01.000 --> 00:19:03.000]  很奇妙的
[00:19:03.000 --> 00:19:08.000]  救了這班欺騙人
[00:19:08.000 --> 00:19:10.000]  這班外族人
[00:19:10.000 --> 00:19:15.000]  從他們以色列人的手上
[00:19:15.000 --> 00:19:17.000]  能夠活著性命
[00:19:17.000 --> 00:19:22.000]  又從他們的罪惡當中被拯救出來
[00:19:22.000 --> 00:19:25.000]  去在耶和華電影裏面
[00:19:25.000 --> 00:19:28.000]  去學習去認識神去侍奉神
[00:19:28.000 --> 00:19:31.000]  這是很奇妙的神約安排
[00:19:31.000 --> 00:19:36.000]  在第九章最後的第27節
[00:19:36.000 --> 00:19:41.000]  這班欺騙人就在耶和華所指定的地方
[00:19:41.000 --> 00:19:47.000]  一直在壇裏面
[00:19:47.000 --> 00:19:57.000]  做劈柴、挑水、侍奉的工作
[00:19:57.000 --> 00:19:59.000]  第十章第一節
[00:19:59.000 --> 00:20:03.000]  再次提到耶路撒旦王阿多尼西德
[00:20:03.000 --> 00:20:08.000]  本來他的心就全心對抗耶和華神的軍隊
[00:20:08.000 --> 00:20:10.000]  以色列民
[00:20:10.000 --> 00:20:14.000]  但是當他聽到艾成被第二次進攻的時候
[00:20:14.000 --> 00:20:16.000]  被殲滅
[00:20:16.000 --> 00:20:22.000]  艾成王還好像耶利干王那樣被處死
[00:20:22.000 --> 00:20:27.000]  又聽到欺騙的居民和以色列人納了和約
[00:20:27.000 --> 00:20:29.000]  住在他旁邊
[00:20:29.000 --> 00:20:31.000]  他的心就非常懼怕
[00:20:31.000 --> 00:20:37.000]  從同心合意的對敵黨的心情
[00:20:37.000 --> 00:20:39.000]  變成一個極懼怕的心情
[00:20:39.000 --> 00:20:41.000]  因為欺騙了一座大城
[00:20:41.000 --> 00:20:43.000]  不止一座大城
[00:20:43.000 --> 00:20:47.000]  還周圍一個像是成都的城市的狀況
[00:20:47.000 --> 00:20:49.000]  有其他的三座城
[00:20:49.000 --> 00:20:52.000]  居民都是那班長老去領導的
[00:20:52.000 --> 00:20:54.000]  比艾成更加大
[00:20:54.000 --> 00:20:56.000]  城裏面還有很多勇士
[00:20:56.000 --> 00:21:01.000]  難怪他的心情是非常懼怕
[00:21:01.000 --> 00:21:03.000]  你看看地理上
[00:21:03.000 --> 00:21:06.000]  吉甲在約旦河的西邊
[00:21:06.000 --> 00:21:08.000]  在耶利干平原的多處
[00:21:08.000 --> 00:21:10.000]  欺騙攻打了艾成
[00:21:10.000 --> 00:21:11.000]  艾成旁邊就是欺騙
[00:21:11.000 --> 00:21:12.000]  欺騙了一座大城
[00:21:12.000 --> 00:21:13.000]  比艾成更大
[00:21:13.000 --> 00:21:16.000]  是好像姐妹城市一樣
[00:21:16.000 --> 00:21:17.000]  互相照應
[00:21:17.000 --> 00:21:19.000]  一個就在平原的地方
[00:21:19.000 --> 00:21:23.000]  吉甲就在平原
[00:21:23.000 --> 00:21:25.000]  欺騙就在山上
[00:21:25.000 --> 00:21:28.000]  地理上是非常有利的
[00:21:28.000 --> 00:21:30.000]  而耶路撒冷就在百里路
