
[00:00:00.000 --> 00:00:06.000]  各位兄弟姐妹早晨,元神的恩典常與你們同在。
[00:04:45.000 --> 00:04:54.000]  人以詩篇來祈禱,就是在基督裡面,以基督的話來祈禱。
[00:04:54.000 --> 00:04:59.000]  詩篇可以說是人和神最深邃的交流。
[00:04:59.000 --> 00:05:06.000]  今天跟大家分享詩篇第八十二篇。
[00:05:06.000 --> 00:05:11.000]  我也想了很久,講詩篇講哪一篇好呢?
[00:05:11.000 --> 00:05:25.000]  我就想找一篇最能夠表達上帝用他的悲憫去體察我們這個苦難的人間的一篇詩篇。
[00:05:25.000 --> 00:05:27.000]  我就選第八十二篇。
[00:05:27.000 --> 00:05:32.000]  這首詩很難歸類的,因為它的內容有很多的元素。
[00:05:32.000 --> 00:05:37.000]  故此一般的學者將它歸類為綜合詩。
[00:05:37.000 --> 00:05:42.000]  簡單來說,不知道怎樣歸類,它什麼都有,有一個集會。
[00:05:42.000 --> 00:05:48.000]  這首詩的內容包括對神至高權柄的尊崇,
[00:05:48.000 --> 00:05:53.000]  包括神作為王對大地的審理,
[00:05:53.000 --> 00:05:58.000]  也包括神親自宣告他的神諭,
[00:05:58.000 --> 00:06:04.000]  也有先知式的批判,也有對人間苦難的控訴,
[00:06:04.000 --> 00:06:07.000]  也有對美好世界的嚮往,
[00:06:07.000 --> 00:06:10.000]  也有禮儀性的祈求。
[00:06:10.000 --> 00:06:21.000]  你就這樣聽,你就看得到,它集王者、先知和祭司式的禮儀的元素。
[00:06:21.000 --> 00:06:25.000]  黃先知祭司的元素也集合於一身。
[00:06:25.000 --> 00:06:29.000]  我們看看這首詩篇,詩篇第八十二篇。
[00:06:29.000 --> 00:06:36.000]  經文已經印在我們程序表後面的部分,可以打開來看。
[00:06:36.000 --> 00:06:42.000]  詩篇第八十二篇,亞撒的詩,第一節:
[00:06:42.000 --> 00:06:48.000]  「上帝站在有權力者的會中,在諸臣中行審判。
[00:06:48.000 --> 00:06:57.000]  說:你們審判不秉公義,殉惡人的懲免,要到幾時呢?世拉。」
[00:06:57.000 --> 00:07:01.000]  一個音樂的符號,第三節:
[00:07:01.000 --> 00:07:09.000]  「你們當為貧寒的人和孤兒伸冤,當為困苦和窮乏的人施行公義,
[00:07:09.000 --> 00:07:15.000]  當保護貧寒人和窮乏的人,救他們脫離惡人的手,
[00:07:15.000 --> 00:07:23.000]  你們仍不知道,也不明白,在黑暗中走來走去,地的根基都搖動了。
[00:07:23.000 --> 00:07:28.000]  我曾說:你們是神,都是至高者的兒子。
[00:07:28.000 --> 00:07:35.000]  然而,你們要死,與世人一樣,要卜倒像王子中的一位。
[00:07:35.000 --> 00:07:43.000]  上帝啊!求你起來審判世界,因為你要得萬邦為業。」
[00:07:43.000 --> 00:07:48.000]  這首詩被稱為「阿撒的詩」。
[00:07:48.000 --> 00:07:55.000]  阿撒是尼美族人,他的世系都是服侍聖殿的人。
[00:07:55.000 --> 00:08:01.000]  阿撒是師班長,或者是一個領唱的人。
[00:08:01.000 --> 00:08:09.000]  而通常服侍聖殿的人,都會強調神在聖殿之中,坐著為王。
[00:08:09.000 --> 00:08:20.000]  為甚麼呢?因為聖殿裡有約跪,約跪之上有私恩座,而這就代表著神的座位。
[00:08:20.000 --> 00:08:28.000]  服侍聖殿的人,每天看到私恩座,就會想起上帝坐著為王。
[00:08:28.000 --> 00:08:33.000]  而服侍聖殿的人,也會重視程序,或者秩序。
[00:08:33.000 --> 00:08:39.000]  正如我們的崇拜,都有不同的環節,有禮儀的秩序。
[00:08:39.000 --> 00:08:47.000]  每樣物品如何擺放,每句說話如何說,其實在聖殿裡都有規定。
[00:08:47.000 --> 00:08:55.000]  在聖殿裡,侍奉一板一眼,絲毫不得馬虎。
[00:08:55.000 --> 00:09:05.000]  阿薩就是一個服侍上帝殿的人,他就會特別尊重上帝的皇權,以及天地的秩序。
[00:09:05.000 --> 00:09:17.000]  而在詩篇第八十二篇裡,這就是兩大主題,上帝的皇權,以及天地的秩序。
[00:09:17.000 --> 00:09:26.000]  詩篇第八十二篇的經文,因為它是一個詩歌的文體,它有一個很工整的平衡的結構。
[00:09:26.000 --> 00:09:34.000]  大家看看經文,第一節和第八節,你會看到「審判」這個字眼。
[00:09:34.000 --> 00:09:39.000]  首尾呼應,講述至高臣的審判。
[00:09:39.000 --> 00:09:45.000]  第二節到第四節,講述審問的案情。
[00:09:45.000 --> 00:09:51.000]  跳到第六節和第七節,講述判罪的議決。
[00:09:51.000 --> 00:09:54.000]  第一節和第八節,講述審判。
[00:09:54.000 --> 00:10:03.000]  第二至四節和六至七節,講述判罪審問的案情和議決。
[00:10:03.000 --> 00:10:20.000]  然後有一個三文字中間的餡的位置,就是第五節,點出了整個問題的核心,簡單地說就是要講明這個裁決的理據在哪裡。
[00:10:20.000 --> 00:10:24.000]  我們看看每一節的經文。
[00:10:24.000 --> 00:10:31.000]  第一節,上帝站在有權力者的會中,在諸臣中行審判。
[00:10:31.000 --> 00:10:48.000]  經文採取一個神話式的畫面,就是模擬天上開神明大會,也就是說上帝主持會議,或者說上帝開庭審判各方的神明。
[00:10:48.000 --> 00:10:57.000]  在神話結構裏面,天上的眾神明是要為人間的福樂負責的。
[00:10:57.000 --> 00:11:05.000]  很明顯,現在人間有禍患,上帝就要找相關的神明來審問。
[00:11:05.000 --> 00:11:15.000]  用現在的說法,就是這些小神明的KPI不行,上帝就要找他們來問責。
[00:11:15.000 --> 00:11:28.000]  這個局面就是這樣。第二節到第四節,上帝作為一個主持人,或者一個審判官,說:
[00:11:28.000 --> 00:11:37.000]  「你們審判不秉公義,信惡人的情面,要到何時呢?」細拉一個音樂的符號。
[00:11:37.000 --> 00:11:52.000]  第三節:「你們當為貧寒的人和孤兒伸冤,當為困苦和窮乏的人施行公義,當保護貧寒和窮乏的人,救他們脫離惡人的手。」
[00:11:52.000 --> 00:12:08.000]  至高的上帝直斥一眾直接掌控人間事務的這些小神明。可以想像一下,當然要加點想像力,上帝很生氣地拍著桌子這樣說。
[00:12:08.000 --> 00:12:19.000]  上帝斥責他們什麼呢?我們看看經文,就是這些小神明,他們審判的時候不按公義。
[00:12:19.000 --> 00:12:28.000]  人間的審判,最重要的職責就是主持公道,正直地平道理。
[00:12:28.000 --> 00:12:41.000]  如果應該公道的時候不公道,應該平理的時候不平理,那這個蒼生將會如何呢?大地會怎樣呢?
[00:12:41.000 --> 00:12:58.000]  不單是這樣,這些小神明又信惡人的情面,偏幫那些惡人。有些聖經的譯本,就按希伯來文的字面直譯,就是你們抬舉那些惡人的面。
[00:12:58.000 --> 00:13:18.000]  就是說這些小神明,這些一幫人,對惡人給足面子。當神明都偏幫惡人的時候,這個世界的亂局是可以想像的,又或者說這個世界的亂局是不可以想像的。
[00:13:18.000 --> 00:13:29.000]  在這裏,上帝在一聲嘆息第二節那裏,他說:這樣要到什麼時候呢?How long?
[00:13:29.000 --> 00:13:49.000]  在第二節的結尾,就有一個音樂的符號「世拉」。我們已經不知道這個音樂符號的真正含義,不過大家又可以想像一下,這個可以是一聲嘆息之後的一個延長的符號「Vermata」。
[00:13:49.000 --> 00:14:13.000]  唉!為什麼這個世界會是這樣的呢?第三節,第四節,就列出很多這些小神明應該照顧的人,包括什麼呢?就是貧寒的人,無依無靠的孤兒,被欺壓的困苦人,一無所有的窮佛人。
[00:14:13.000 --> 00:14:25.000]  小神明是應該照顧這些人,但是偏偏卻沒有理會這些人,卻去關照那些惡人,完全是顛倒是非。
[00:14:25.000 --> 00:14:48.000]  上帝要這些小神明滿足四項的KPI指標,就是說完成四項要指定的工作。經文用四個動詞來表達這四項小神明要做的事。第一就是什麼?伸冤,要為弱者伸冤。
[00:14:48.000 --> 00:14:59.000]  第二就是什麼?施行公義,為被欺壓者施行公義。第三就是什麼?保護,保護貧寒者。
[00:14:59.000 --> 00:15:26.000]  第四就是什麼?救,解救那些無助者免受欺凌。這些應有的行動,小神明們沒有一樣可以做到。上帝說,那要到什麼時候呢?How long?要到什麼時候這些小神明才會停止助紂為弱呢?
[00:15:26.000 --> 00:15:51.000]  簡單的三節經文,其實是很令人感動的。上帝好像先知一樣,親自在天地間吶喊。他好像一個在荒野上的孤獨的人,在天地間的眾神明面前,為人間的罪弱者伸冤。
[00:15:51.000 --> 00:16:08.000]  當人間的弱者連自己的痛苦都沒有辦法,自己出聲發出吶喊的時候,神就親自為他們發出響遍宇宙的最大的吶喊。
[00:16:08.000 --> 00:16:26.000]  我覺得將生命交給一個這樣的上帝,是人生最幸福的事。我們去到詩篇中間的經文第五節。這個其實是經文的中間,也是核心。
[00:16:26.000 --> 00:16:43.000]  你們,仍不知道。其實這個是和合本的翻譯,但是現代的所有,或者大部分的譯本,都會譯為是他們,因為它的原文其實是他們。
[00:16:43.000 --> 00:17:03.000]  第五節,他們仍不知道,也不明白。在黑暗中走來走去,地的根基都搖動了。這節經文其實是詩篇第八十二篇的中心的經文,位於詩篇一個很平衡的結構的正中的位置。
[00:17:03.000 --> 00:17:15.000]  這個經文點出了人間正義的重要性,而這個就是上帝判案的時候的理據的所在。
[00:17:15.000 --> 00:17:34.000]  經文之前是講你們的,第二節到第四節是你們的,突然間轉為他們。這些第二身轉到第三身,它有些關鍵的含義。
[00:17:34.000 --> 00:17:48.000]  因為轉為他們,那個言說的對象不單單是天上的小神明,也關乎到他們地上的代理人。
[00:17:48.000 --> 00:18:08.000]  在神話的佈局裡面,天上和人間其實是連成一個整體的。天上的那些神明主宰著人間的事情,而那些小神明的決定是要靠賴一些人間的代理人去執行的。
[00:18:08.000 --> 00:18:25.000]  經文來到這裡,上帝就一併向天上的小神明和他們在人間的代理人一起發現,他們一班的人。
[00:18:25.000 --> 00:18:45.000]  上帝要對天上地下的所有這班人說些什麼呢?他就要問:為什麼正義不將是非顛倒呢?我的原因就是他們不知道,不明白。
[00:18:45.000 --> 00:19:04.000]  他們不知道什麼呢?原來他們不知道正義是天地立穩的根基。他們不明白什麼呢?他們不明白正義其實是支撐著天地的棟樑。
[00:19:04.000 --> 00:19:19.000]  無論是上天的小神明,還是他們在地上的代理人,他們竟然領悟不到對人間的弱者的憐愛,其實這個就是天地間的大道。
[00:19:19.000 --> 00:19:30.000]  他們的無知,他們不知道原來正義是這麼重要的。他們的無知其實是對人間終極的真相的絕對的無知。
[00:19:30.000 --> 00:19:43.000]  經文說他們在黑暗裡面走來走去,鬼鬼祟祟,背後做些見不得光的事情,應該主持正義的,他們沒有主持正義。
[00:19:43.000 --> 00:19:54.000]  結果是怎樣呢?結果就是地的根基都搖動了,天地崩壞,秩序瓦解。
[00:19:54.000 --> 00:20:02.000]  再沒有一節的經文,好像這一節的經文一樣,講出了人間正義的重要性。
[00:20:02.000 --> 00:20:09.000]  沒有了人愛,失去了正義,天地都會分崩離析。
[00:20:09.000 --> 00:20:26.000]  這樣又回到太初的那個混沌。可以這樣想就是,上帝很擔心,也很生氣,也很激動。
[00:20:26.000 --> 00:20:44.000]  為什麼天地所有的對人間秩序要負責任的,為什麼他們看不到人愛與正義的那個關鍵的重要性呢?
[00:20:44.000 --> 00:20:56.000]  第六節,第七節,我曾說你們是神,又回到你們,你們都是神,是至高者的兒子。
[00:20:56.000 --> 00:21:03.000]  然而你們要死,與世人一樣,要仆倒將皇子中的一位。
[00:21:03.000 --> 00:21:17.000]  我們之前說的第二節,第四節,講出了那個案情,為什麼要開庭呢?因為有個案,就是權力偏袒了這個惡人,弱者反被欺壓。
[00:21:17.000 --> 00:21:33.000]  而第五節,講出了判案的時候那個理據,要有個道理去判的,那個理據就是正義就是支撐天地的棟樑,而不義就會令天地崩壞。
[00:21:33.000 --> 00:21:48.000]  好了,講完這些,第六,第七節,其實就是宣判刑罰。對象由他們又轉回你們,神要向那些小神明們宣判刑罰。
[00:21:48.000 --> 00:22:06.000]  天上的小神明,由於他們失職,沒有好好管理這個人間,反令這個人間大亂故此,他們失去了他不老的生命。
[00:22:06.000 --> 00:22:19.000]  這些小神明,他們失去了神聖,失去了將來,不再被人紀念,更加沒有人向他們冒拜。
[00:22:19.000 --> 00:22:32.000]  神明般的存在,現在被貶為凡人,失去了存在的光彩,在歷史裡面他將會被遺忘。
[00:22:32.000 --> 00:22:39.000]  大家想想,這個是何等大的失落呢?
[00:22:39.000 --> 00:22:53.000]  原來神聖和正義之間有一種很微妙的連繫。堅持正義者,他才配得為神聖。
[00:22:53.000 --> 00:23:05.000]  神聖者必堅守正義,失去正義,就將會失去神聖。
[00:23:05.000 --> 00:23:12.000]  所以這些小神明,當他沒有了神聖的時候,他就貶為凡人。
[00:23:12.000 --> 00:23:28.000]  在我們的主土文裡面,我們經常說:「我們在天上的父,願人都尊你的名為聖。」天上的父,配稱為聖,是因為他主持人間的正義。
[00:23:28.000 --> 00:23:37.000]  在苦難的人生,有神主持正義,這正是人間的希望。
[00:23:37.000 --> 00:23:42.000]  我們去到這個詩篇的最後一節的經文,第八節:
[00:23:42.000 --> 00:23:49.000]  「上帝啊,騰你起來審判世界,因為你要得萬邦為業。」
[00:23:49.000 --> 00:24:01.000]  來到這首詩的結尾,是一個祈求,可以想像是一個崇拜裡面的一個祈禱的土文。
[00:24:01.000 --> 00:24:11.000]  在這裡你會發現,其他的神明都退場了,只留下真正的神。
[00:24:11.000 --> 00:24:20.000]  那位歷史的主,那位世事的審判者,那位主持正義的上帝。
[00:24:20.000 --> 00:24:35.000]  詩人求神什麼?「你起來。」「起來」就是有所行動。詩人求神行動,執行判決,回復人間的正義。
[00:24:35.000 --> 00:24:42.000]  「你起來啦!你做事啦!回復這個世界的秩序啦!」
[00:24:42.000 --> 00:24:49.000]  神要這樣做,為什麼?因為祂要得萬邦為業。
[00:24:49.000 --> 00:25:01.000]  這也是我們主導民所求的,就是願神的國降臨,傳遞回到祂的王權之下。
[00:25:01.000 --> 00:25:07.000]  這就是我們對天國降臨的終極的期盼。
[00:25:07.000 --> 00:25:20.000]  這也是對大地與上帝復和的終極的期待,也是信徒對歷史發展的終極的期許。
[00:25:20.000 --> 00:25:26.000]  這首詩很簡短,很簡單。
[00:25:26.000 --> 00:25:38.000]  但是在短短八節的經文裡,我們看到上帝忙得不得了,其實上帝真的很忙。
[00:25:38.000 --> 00:25:43.000]  祂為人間秩序的分崩離析而操心。
[00:25:43.000 --> 00:25:50.000]  祂召開會議,或者說召開一個開庭審議,
[00:25:50.000 --> 00:26:00.000]  叫齊了天上所有的神明。祂肯定細心聆聽過貧寒人的苦情。
[00:26:00.000 --> 00:26:07.000]  祂也用心體會過被欺壓的人的那些歎息。
[00:26:07.000 --> 00:26:11.000]  祂一定是細心視察民情。
[00:26:11.000 --> 00:26:18.000]  然後祂就將人間的不義一一陳明在眾神明的面前。
[00:26:18.000 --> 00:26:25.000]  祂斥責那些小神明,點出問題的嚴重性。
[00:26:25.000 --> 00:26:30.000]  再這樣維護不義,就會動搖天地的動量。
[00:26:30.000 --> 00:26:40.000]  而正義就是神聖的根本。失去了正義,就算連神明都要貶為凡人。
[00:26:40.000 --> 00:26:46.000]  而人類的希望就在於正義的上帝起來行動。
[00:26:46.000 --> 00:26:52.000]  做些事,掌管萬邦,讓天國降臨。
[00:26:52.000 --> 00:27:00.000]  丁子梅,我們看到天地不是無情的。
[00:27:00.000 --> 00:27:06.000]  上帝人愛的情,眷顧著受苦的人。
[00:27:06.000 --> 00:27:09.000]  天地不是無義的。
[00:27:09.000 --> 00:27:15.000]  上帝正直的義默默地扭轉著乾坤。
[00:27:15.000 --> 00:27:26.000]  讓我們信靠上帝,滿懷希望,好好地活出人愛的正義。
[00:27:26.000 --> 00:27:33.000]  願上帝得到榮耀、重讚,也讓我們每一個得到喜樂、平安。
[00:27:33.000 --> 00:27:35.000]  願神祝福大家!
