
[00:00:00.000 --> 00:00:03.820]  今天的講道都看到題目了
[00:02:27.800 --> 00:02:33.760]  說我跟現在你們這群人納藥
[00:02:33.760 --> 00:02:37.840]  這個藥就是神想做你的神
[00:02:37.840 --> 00:02:41.000]  你們聽說遵守我的律例
[00:02:41.000 --> 00:02:41.960]  到了第三節
[00:02:41.960 --> 00:02:45.480]  大家如果看手上的聖經
[00:02:45.480 --> 00:02:47.200]  你略略地納下去就可以了
[00:02:47.200 --> 00:02:48.240]  到了第三節
[00:02:48.240 --> 00:02:50.240]  神就說你如果遵守我的律例
[00:02:50.240 --> 00:02:51.720]  謹守我的誡命
[00:02:51.720 --> 00:02:54.320]  我就給你們降下時雨
[00:02:54.320 --> 00:02:57.000]  叫地生出土產
[00:02:57.000 --> 00:02:58.760]  田野樹木結果子
[00:02:58.760 --> 00:03:01.200]  風調雨順很順利
[00:03:01.200 --> 00:03:03.000]  一路好好的
[00:03:03.000 --> 00:03:05.120]  但是一路下去的時候
[00:03:05.120 --> 00:03:07.080]  到了第十四節那一段
[00:03:07.080 --> 00:03:08.280]  神就說
[00:03:08.280 --> 00:03:10.840]  你們若不聽從我
[00:03:10.840 --> 00:03:13.000]  不遵行我的誡命
[00:03:13.000 --> 00:03:15.080]  厭棄我的律例
[00:03:15.080 --> 00:03:16.640]  厭惡我的典章
[00:03:16.640 --> 00:03:19.520]  不遵行我一切的誡命
[00:03:19.520 --> 00:03:21.080]  背棄我的藥
[00:03:21.080 --> 00:03:22.440]  那就是不聽話了
[00:03:22.440 --> 00:03:23.200]  那怎麼辦呢?
[00:03:23.200 --> 00:03:25.080]  我待你們就要這樣
[00:03:25.080 --> 00:03:26.840]  我必命定驚惶
[00:03:26.840 --> 00:03:28.320]  叫眼目乾滅
[00:03:28.320 --> 00:03:31.120]  精神消耗的奴病、熱病
[00:03:31.120 --> 00:03:32.200]  核製你們
[00:03:32.200 --> 00:03:34.280]  你們也要白白地殺種
[00:03:34.280 --> 00:03:36.480]  因為仇敵要吃你們所種的
[00:03:36.480 --> 00:03:38.960]  很慘吧?
[00:03:38.960 --> 00:03:40.200]  到了第十八節
[00:03:40.200 --> 00:03:43.680]  你們因這些事若還不聽從我
[00:03:43.680 --> 00:03:48.680]  我就要為你們的罪加七倍懲罰你們
[00:03:48.680 --> 00:03:52.520]  那麼神這樣的做法的目的是什麼呢?
[00:03:52.520 --> 00:03:56.080]  希望他們變回聽從
[00:03:56.080 --> 00:03:58.360]  十八節說如果你不聽從
[00:03:58.360 --> 00:04:00.080]  我又要繼續了
[00:04:00.080 --> 00:04:01.440]  到了二十一節
[00:04:01.440 --> 00:04:04.120]  你們行事若與我反對
[00:04:04.120 --> 00:04:05.760]  不肯聽從我
[00:04:05.760 --> 00:04:11.480]  我就要按你們的罪加七倍降災於你們
[00:04:11.480 --> 00:04:14.240]  如果你還不聽從我我又再嚴厲一點
[00:04:14.240 --> 00:04:15.680]  二十三節
[00:04:15.680 --> 00:04:19.920]  你們因這些事若仍不改正歸我
[00:04:19.920 --> 00:04:21.480]  行事與我反對
[00:04:21.480 --> 00:04:24.760]  我就要行事與你們反對
[00:04:24.760 --> 00:04:27.240]  因你們的罪擊打你們七次
[00:04:27.240 --> 00:04:30.520]  我又要使刀劍臨到你們
[00:04:30.520 --> 00:04:33.320]  報復你們背藥的仇
[00:04:33.320 --> 00:04:36.320]  聚集你們在各城內
[00:04:36.320 --> 00:04:38.760]  降瘟疫在你們中間
[00:04:38.760 --> 00:04:42.040]  也必將你們交到受敵的手中
[00:04:42.040 --> 00:04:45.920]  這就是這一處powerpoint打出來
[00:04:45.920 --> 00:04:48.160]  我又要使刀劍臨到你們
[00:04:48.160 --> 00:04:50.160]  降瘟疫在你們中間
[00:04:50.160 --> 00:04:52.520]  你看到二十六章利美記
[00:04:52.520 --> 00:04:54.280]  一直是講述神話
[00:04:54.280 --> 00:04:55.440]  你們聽話就好了
[00:04:55.440 --> 00:04:56.480]  我賜福給你們
[00:04:56.480 --> 00:04:58.400]  但是如果你們不聽話
[00:04:58.400 --> 00:05:00.440]  我就會這樣這樣
[00:05:00.440 --> 00:05:03.520]  我們今天主要去看瘟疫
[00:05:03.520 --> 00:05:06.520]  原來瘟疫就是神要去懲罰
[00:05:06.520 --> 00:05:08.400]  這些不聽話的以色列人
[00:05:08.400 --> 00:05:10.280]  當中其中一樣
[00:05:10.280 --> 00:05:12.560]  降瘟疫在他們中間
[00:05:12.560 --> 00:05:13.760]  讓我們知道
[00:05:13.760 --> 00:05:17.320]  這個瘟疫原來與神有關
[00:05:17.320 --> 00:05:20.080]  神會這樣去做
[00:05:20.080 --> 00:05:21.480]  另一節的經文
[00:05:21.480 --> 00:05:23.640]  我引用的是《生命記》
[00:05:23.640 --> 00:05:25.400]  《生命記》二十八章
[00:05:25.400 --> 00:05:26.400]  這裡有三節
[00:05:26.400 --> 00:05:28.000]  二十至二十二節
[00:05:28.000 --> 00:05:31.120]  我們都可以聽我讀一讀
[00:05:31.120 --> 00:05:31.720]  耶和華說
[00:05:31.720 --> 00:05:36.880]  因你行惡離棄他
[00:05:36.880 --> 00:05:40.320]  必在你手裡所辦的一切事上
[00:05:40.320 --> 00:05:44.840]  使就在擾亂責罰臨到你
[00:05:44.840 --> 00:05:46.880]  直到你被毀滅
[00:05:46.880 --> 00:05:48.360]  速速地滅亡
[00:05:48.360 --> 00:05:51.160]  耶和華必使瘟疫貼在你身上
[00:05:51.160 --> 00:05:56.920]  直到他將你從所進去得為業的地上滅絕
[00:05:56.920 --> 00:05:59.440]  耶和華要用勞病、熱病、火症、
[00:05:59.440 --> 00:06:03.400]  藥疾、刀劍、寒風、霉難攻擊你
[00:06:03.400 --> 00:06:07.000]  這都要追趕你直到你滅亡
[00:06:07.000 --> 00:06:09.760]  所說的東西與《剛祥利滅記》差不多
[00:06:09.760 --> 00:06:13.000]  就是說你們如果行惡離棄神
[00:06:13.000 --> 00:06:17.320]  神就會用很多事情來刑罰你們
[00:06:17.320 --> 00:06:22.480]  其中一個就是瘟疫
[00:06:22.480 --> 00:06:26.400]  耶和華必使瘟疫貼在你們的身上
[00:06:26.400 --> 00:06:27.760]  所以這個瘟疫
[00:06:27.760 --> 00:06:29.240]  我們在舊約一直看下來
[00:06:29.240 --> 00:06:36.440]  其實就是神使用這個作為其中一個懲罰的工具
[00:06:36.440 --> 00:06:39.520]  讓它發生在人的中間
[00:06:39.520 --> 00:06:41.600]  是帶出一個什麼信息呢?
[00:06:41.600 --> 00:06:44.480]  就是說你們離開了神
[00:06:44.480 --> 00:06:46.880]  你們不遵守神的命令
[00:06:46.880 --> 00:06:48.520]  你們做得不對了
[00:06:48.520 --> 00:06:49.440]  得罪了神
[00:06:49.440 --> 00:06:50.360]  離棄了神
[00:06:50.360 --> 00:06:53.280]  你們要改正過來
[00:06:53.280 --> 00:06:54.480]  要歸正
[00:06:54.480 --> 00:06:56.000]  要悔改
[00:06:56.000 --> 00:06:57.760]  這是很重要的信息
[00:06:57.760 --> 00:06:59.320]  神不是說弄些瘟疫出來
[00:06:59.320 --> 00:07:00.640]  就是要虐待你們玩玩
[00:07:00.640 --> 00:07:01.400]  不是的
[00:07:01.400 --> 00:07:04.640]  是有個信息是希望你們可以回轉
[00:07:04.640 --> 00:07:05.880]  改變過來
[00:07:05.880 --> 00:07:10.400]  這裡一直就是舊約所給出的信息
[00:07:10.400 --> 00:07:11.720]  《利未記》和《新命記》
[00:07:11.720 --> 00:07:13.560]  只是神在說而已
[00:07:13.560 --> 00:07:16.360]  是不是真的有這樣的事情發生呢?
[00:07:16.360 --> 00:07:18.040]  我們一直讀《聖經》下去
[00:07:18.040 --> 00:07:19.320]  為什麼是舊約呢?
[00:07:19.320 --> 00:07:21.800]  由《創出黎民生》一直讀下去
[00:07:21.800 --> 00:07:23.880]  當故事來看才行
[00:07:23.880 --> 00:07:25.560]  粗略一點看就大概了
[00:07:25.560 --> 00:07:28.320]  中間也有很多很趣味性
[00:07:28.320 --> 00:07:31.200]  很令人印象深刻
[00:07:31.200 --> 00:07:33.720]  很有教訓的記載
[00:07:33.720 --> 00:07:35.080]  其中一個是什麼呢?
[00:07:35.080 --> 00:07:37.280]  在《文素記》的小故事
[00:07:37.280 --> 00:07:42.600]  《文素記》記述以色列人未曾正式進入迦南地
[00:07:42.600 --> 00:07:45.320]  還在曠野走來走去
[00:07:45.320 --> 00:07:47.280]  其中有一段小插曲
[00:07:47.280 --> 00:07:50.800]  就是說有一些外族人覺得
[00:07:50.800 --> 00:07:53.080]  這群以色列人很危險
[00:07:53.080 --> 00:07:56.080]  經過我們那裡不可以滅了我們、搶走我們的東西
[00:07:56.080 --> 00:07:58.560]  就想去害他們
[00:07:58.560 --> 00:08:01.400]  有一個先知叫巴蘭
[00:08:01.400 --> 00:08:02.360]  大家有沒有記得?
[00:08:02.360 --> 00:08:06.200]  這個人請了巴蘭去救助這些以色列人
[00:08:06.200 --> 00:08:09.000]  誰知道這個巴蘭先知雖然是貪財
[00:08:09.000 --> 00:08:11.880]  但他真的是一個先知
[00:08:11.880 --> 00:08:15.160]  意思就是說神說什麼他就說什麼
[00:08:15.160 --> 00:08:17.920]  於是神就令他不准去救助以色列人
[00:08:17.920 --> 00:08:19.200]  要祝福他
[00:08:19.200 --> 00:08:21.960]  不能去救助以色列人
[00:08:21.960 --> 00:08:23.440]  神還是要祝福
[00:08:23.440 --> 00:08:24.480]  定義要祝福
[00:08:24.480 --> 00:08:27.160]  巴蘭就交不了差
[00:08:27.160 --> 00:08:30.800]  原來後來巴蘭獻祭
[00:08:30.800 --> 00:08:34.040]  說不用去救助他
[00:08:34.040 --> 00:08:36.960]  你引誘那些以色列人犯罪
[00:08:36.960 --> 00:08:41.480]  這個公義的神就自動會罰他
[00:08:41.480 --> 00:08:42.880]  這招真行
[00:08:42.880 --> 00:08:45.400]  這就是魔鬼一直在用的伎倆
[00:08:45.400 --> 00:08:46.920]  我們也是
[00:08:46.920 --> 00:08:49.400]  引誘你犯罪神就自然會罰你
[00:08:49.400 --> 00:08:51.480]  他引誘他們犯什麼罪呢?
[00:08:51.480 --> 00:08:54.320]  就是有些外邦人
[00:08:54.320 --> 00:08:56.240]  這些以色列人到了一個地方
[00:08:56.240 --> 00:08:58.080]  我們叫做十庭
[00:08:58.080 --> 00:08:59.480]  我們通常都讀「十」
[00:08:59.480 --> 00:09:00.840]  在歧人篇裡讀「十」
[00:09:00.840 --> 00:09:04.640]  到了那裡就找一些摩訶的女子去引誘他們
[00:09:04.640 --> 00:09:07.920]  由摩訶、米甸這樣去引誘他們
[00:09:07.920 --> 00:09:11.560]  那些男人被他們吸引
[00:09:11.560 --> 00:09:14.280]  就跟他們一起行人
[00:09:14.280 --> 00:09:16.120]  去拜他們的神
[00:09:16.120 --> 00:09:19.160]  去吃他們祭后像之物
[00:09:19.160 --> 00:09:21.960]  於是神就令瘟疫在他們中間
[00:09:21.960 --> 00:09:24.200]  開始去懲罰他們
[00:09:24.200 --> 00:09:25.400]  不過這群以色列人
[00:09:25.400 --> 00:09:27.280]  如果你看那個記載
[00:09:27.280 --> 00:09:29.400]  他不是記得太詳細
[00:09:29.400 --> 00:09:32.200]  但從上文下理你會看到
[00:09:32.200 --> 00:09:34.960]  咦!一直有瘟疫在發生
[00:09:34.960 --> 00:09:38.400]  那群人還在吃喝玩樂、行淫
[00:09:38.400 --> 00:09:40.480]  有沒有搞錯?
[00:09:40.480 --> 00:09:41.480]  他們就是這樣
[00:09:41.480 --> 00:09:44.040]  直到有一個人叫菲尼哈
[00:09:44.040 --> 00:09:45.320]  這個很出名的人
[00:09:45.320 --> 00:09:47.360]  就看到有一個男人
[00:09:47.360 --> 00:09:49.720]  這群以色列人還公然地
[00:09:49.720 --> 00:09:54.040]  帶一個米甸女子進去帳幕那裡
[00:09:54.040 --> 00:09:57.280]  神的意怒充滿他
[00:09:57.280 --> 00:09:59.840]  他就進去一槍
[00:09:59.840 --> 00:10:02.280]  就是那些長的木槍
[00:10:02.280 --> 00:10:04.360]  不是現在的那些棒棒槍
[00:10:04.360 --> 00:10:05.680]  一槍插下去
[00:10:05.680 --> 00:10:08.600]  連男帶女一槍插死了
[00:10:08.600 --> 00:10:11.680]  啊!神就知道
[00:10:11.680 --> 00:10:13.360]  原來這個以色列人中間
[00:10:13.360 --> 00:10:17.240]  也有些人有神的心腸
[00:10:17.240 --> 00:10:19.040]  憎惡這些罪惡
[00:10:19.040 --> 00:10:20.640]  要制止他
[00:10:20.640 --> 00:10:24.880]  於是他這樣將那個女人和以色列人
[00:10:24.880 --> 00:10:27.080]  由腹中刺透
[00:10:27.080 --> 00:10:27.960]  經文記載說
[00:10:27.960 --> 00:10:33.160]  這樣在以色列人中的瘟疫就止息
[00:10:33.160 --> 00:10:35.280]  當時有瘟疫一直在傳播
[00:10:35.280 --> 00:10:36.360]  一直在死人
[00:10:36.360 --> 00:10:40.400]  但是那些人還是這樣在行淫
[00:10:40.400 --> 00:10:42.200]  做神不起悅的事情
[00:10:42.200 --> 00:10:44.440]  拜他們外邦的神
[00:10:44.440 --> 00:10:47.160]  吃他們的祭物
[00:10:47.160 --> 00:10:49.160]  當時這樣做瘟疫死了多少人?
[00:10:49.160 --> 00:10:51.440]  兩萬四千人
[00:10:51.440 --> 00:10:53.240]  兩萬四千人死了
[00:10:53.240 --> 00:10:55.840]  很多
[00:10:55.840 --> 00:10:57.520]  這就讓我們看到
[00:10:57.520 --> 00:10:58.840]  是神一個懲罰
[00:10:58.840 --> 00:10:59.960]  很明顯的
[00:10:59.960 --> 00:11:03.040]  這個瘟疫就是神去懲罰以色列人
[00:11:03.040 --> 00:11:04.560]  信息就是說
[00:11:04.560 --> 00:11:06.120]  你們離開我
[00:11:06.120 --> 00:11:07.600]  這樣做錯了
[00:11:07.600 --> 00:11:08.400]  應該要怎樣?
[00:11:08.400 --> 00:11:10.160]  應該要歸向我
[00:11:10.160 --> 00:11:11.520]  停止你們的罪惡
[00:11:11.520 --> 00:11:12.760]  歸向神
[00:11:12.760 --> 00:11:17.440]  菲尼哈作出了這樣的反應
[00:11:17.440 --> 00:11:18.440]  神起悅
[00:11:18.440 --> 00:11:20.480]  就停止了這個瘟疫
[00:11:20.480 --> 00:11:21.560]  是一件很出名的事情
[00:11:21.560 --> 00:11:23.320]  大家回去可以詳細去看
[00:11:23.320 --> 00:11:24.320]  另一件事
[00:11:24.320 --> 00:11:26.240]  剛才領師也提到大衛
[00:11:26.240 --> 00:11:29.120]  大衛的一生中有很多事情
[00:11:29.120 --> 00:11:32.680]  是值得我們去思考
[00:11:32.680 --> 00:11:34.280]  無論是正面
[00:11:34.280 --> 00:11:35.760]  土神起悅做得好的
[00:11:35.760 --> 00:11:37.000]  我們去學習
[00:11:37.000 --> 00:11:37.880]  或者是負面
[00:11:37.880 --> 00:11:38.840]  他做得不好的
[00:11:38.840 --> 00:11:41.400]  亦都很清楚記載在聖經時
[00:11:41.400 --> 00:11:44.880]  讓我們懂得怎樣去成為尷尬
[00:11:44.880 --> 00:11:46.720]  其中一個很有趣的
[00:11:46.720 --> 00:11:49.240]  就是我們看起來起初不多覺
[00:11:49.240 --> 00:11:50.720]  是一個不好的事
[00:11:50.720 --> 00:11:53.400]  大衛說要數點一下
[00:11:53.400 --> 00:11:55.840]  那些民
[00:11:55.840 --> 00:11:58.320]  特別是能夠打仗的人
[00:11:58.320 --> 00:12:00.640]  有多少
[00:12:00.640 --> 00:12:03.440]  我們起初看起來覺得沒有什麼問題
[00:12:03.440 --> 00:12:05.400]  但是一路在聖經慢慢看
[00:12:05.400 --> 00:12:08.480]  原來這樣子神不喜歡
[00:12:08.480 --> 00:12:11.040]  原來這樣子神不喜歡
[00:12:11.040 --> 00:12:14.240]  一路有些分析的人說出來
[00:12:14.240 --> 00:12:17.560]  很可能大衛當時的數點
[00:12:17.560 --> 00:12:23.160]  是想炫耀自己有多麼富強
[00:12:23.160 --> 00:12:26.240]  等於現在過年
[00:12:26.240 --> 00:12:28.760]  現代好像少一點
[00:12:28.760 --> 00:12:29.880]  像以前的多一點
[00:12:29.880 --> 00:12:31.880]  小朋友都拿著利是出來
[00:12:31.880 --> 00:12:33.280]  拆了那裡數
[00:12:33.280 --> 00:12:36.680]  數完之後很滿足
[00:12:36.680 --> 00:12:39.680]  他所擁有的有多少
[00:12:39.680 --> 00:12:41.520]  大衛數些民數
[00:12:41.520 --> 00:12:43.920]  都很可能有這樣的心在裏面
[00:12:43.920 --> 00:12:45.720]  神就不喜悅
[00:12:45.720 --> 00:12:48.800]  神就不喜悅說要降禍給他
[00:12:48.800 --> 00:12:52.720]  於是《牟爾記》24章12-15節
[00:12:52.720 --> 00:12:58.000]  就是神這樣降禍的一個記載
[00:12:58.000 --> 00:13:01.880]  神童仙姿說要他告訴大衛
[00:13:01.880 --> 00:13:04.320]  告訴他神賢和華這樣說
[00:13:04.320 --> 00:13:06.640]  「我有三樣的災 任你選擇」
[00:13:06.640 --> 00:13:09.200]  「我好降災於你」
[00:13:09.200 --> 00:13:10.360]  很幽默的
[00:13:10.360 --> 00:13:13.640]  「我要降災於你 你選擇吧 三樣」
[00:13:13.640 --> 00:13:15.000]  這三樣都很有趣
[00:13:15.000 --> 00:13:17.080]  要麼國中有七年的饑荒
[00:13:17.080 --> 00:13:19.720]  你在敵人面前逃跑
[00:13:19.720 --> 00:13:21.440]  被追趕三個月
[00:13:21.440 --> 00:13:23.280]  要麼國中有三日瘟疫
[00:13:23.280 --> 00:13:26.800]  七年 三個月 三天
[00:13:26.800 --> 00:13:30.000]  現在你揣摩思想一下
[00:13:30.000 --> 00:13:32.240]  很回復猜我來的
[00:13:32.240 --> 00:13:33.960]  你想一想要選擇哪樣
[00:13:33.960 --> 00:13:37.680]  大衛對仙姿迦德堂可甚為難
[00:13:37.680 --> 00:13:41.240]  然後他做了一個很聰明的決定
[00:13:41.240 --> 00:13:44.920]  他說「我願意落在耶和華的手裏」
[00:13:44.920 --> 00:13:46.960]  「因為他有豐盛的憐憫」
[00:13:46.960 --> 00:13:49.680]  「我不願意落在人的手裏」
[00:13:49.680 --> 00:13:51.720]  即是選擇甚麼?
[00:13:51.720 --> 00:13:55.480]  他不是選擇長短的時日
[00:13:55.480 --> 00:14:00.400]  他是選擇哪一個人主宰刑罰
[00:14:00.400 --> 00:14:03.760]  如果在敵人面前逃跑
[00:14:03.760 --> 00:14:09.360]  好像是敵人作主要追殺你
[00:14:09.360 --> 00:14:11.680]  這叫落在人的手裏
[00:14:11.680 --> 00:14:15.800]  但他說「我寧願落在神的手裏」
[00:14:15.800 --> 00:14:18.880]  即是知道神有憐憫
[00:14:18.880 --> 00:14:22.560]  你會看宇翔片或劇集
[00:14:22.560 --> 00:14:25.680]  最近正在製作一套劇集
[00:14:25.680 --> 00:14:28.040]  爸爸去打兒子
[00:14:28.040 --> 00:14:30.120]  家法事後
[00:14:30.120 --> 00:14:36.200]  用大棍子打他
[00:14:36.200 --> 00:14:38.200]  遷就著他打
[00:14:38.200 --> 00:14:40.160]  後來他老婆揭穿了他
[00:14:40.160 --> 00:14:43.240]  因為他打到棍子斷了
[00:14:43.240 --> 00:14:46.440]  他們故意打到棍子斷了就不用打了
[00:14:46.440 --> 00:14:47.760]  可以打死他
[00:14:47.760 --> 00:14:49.640]  即是憐憫的心腸
[00:14:49.640 --> 00:14:51.360]  作父親的
[00:14:51.360 --> 00:14:53.960]  沒錯要他懲罰作惡的兒子
[00:14:53.960 --> 00:14:55.840]  但也有憐憫
[00:14:55.840 --> 00:14:59.280]  這就是神和我們之間的心腸
[00:14:59.280 --> 00:15:00.600]  大衛很理解
[00:15:00.600 --> 00:15:02.200]  神有憐憫
[00:15:02.200 --> 00:15:04.040]  豐盛的憐憫
[00:15:04.040 --> 00:15:06.840]  寧願落在神的手裏
[00:15:06.840 --> 00:15:09.720]  於是便是瘟疫
[00:15:09.720 --> 00:15:11.880]  講瘟疫給以色列人
[00:15:11.880 --> 00:15:12.800]  長話短說
[00:15:12.800 --> 00:15:17.400]  我們的重點是講瘟疫其實是一個懲罰
[00:15:17.400 --> 00:15:21.440]  瘟疫是神用來懲罰那些
[00:15:21.440 --> 00:15:23.920]  不聽話離開祂旨意
[00:15:23.920 --> 00:15:26.600]  離開祂道路的以色列人
[00:15:26.600 --> 00:15:30.480]  大衛這也是一個很重要的記載
[00:15:30.480 --> 00:15:31.440]  讓我們知道
[00:15:31.440 --> 00:15:37.240]  原來神真的用瘟疫作為一個很重要的懲罰
[00:15:37.240 --> 00:15:39.440]  和一個信息告訴別人
[00:15:39.440 --> 00:15:41.640]  他們死了多少人呢?
[00:15:41.640 --> 00:15:43.320]  死了七萬人
[00:15:43.320 --> 00:15:45.240]  剛才說了兩萬四千
[00:15:45.240 --> 00:15:46.800]  現在是七萬
[00:15:46.800 --> 00:15:48.240]  差不多三倍
[00:15:48.240 --> 00:15:50.280]  死了很多人
[00:15:50.280 --> 00:15:52.200]  所以在歷史上夠弱
[00:15:52.200 --> 00:15:53.200]  因為我們看到
[00:15:53.200 --> 00:15:58.600]  神真的會用瘟疫來告訴別人
[00:15:58.600 --> 00:16:01.080]  你們走歪了
[00:16:01.080 --> 00:16:02.760]  你們離開了我
[00:16:02.760 --> 00:16:03.880]  你們回轉了
[00:16:03.880 --> 00:16:05.240]  你們悔改了
[00:16:05.240 --> 00:16:06.440]  這是最重要的
[00:16:06.440 --> 00:16:07.720]  碰到瘟疫的時候
[00:16:07.720 --> 00:16:08.760]  經歷瘟疫的時候
[00:16:08.760 --> 00:16:14.040]  最重要的是懂得在心裏面這樣轉變
[00:16:14.040 --> 00:16:15.600]  這個舊約講而已
[00:16:15.600 --> 00:16:17.160]  到了新約講什麼呢?
[00:16:17.160 --> 00:16:19.160]  新約路加福音
[00:16:19.160 --> 00:16:21.280]  耶穌講了一些說話
[00:16:21.280 --> 00:16:22.440]  都和瘟疫有關
[00:16:22.440 --> 00:16:23.760]  二十一章
[00:16:23.760 --> 00:16:25.720]  我們看路加福音二十一章
[00:16:25.720 --> 00:16:27.280]  七至十一節
[00:16:27.280 --> 00:16:30.440]  這些說話是講到末世的情況
[00:16:30.440 --> 00:16:32.280]  那些門徒就問耶穌
[00:16:32.280 --> 00:16:36.280]  其實末世的時候有什麼事情會發生呢?
[00:16:36.280 --> 00:16:38.400]  這些事情臨到的時候
[00:16:38.400 --> 00:16:40.400]  耶穌講末世有什麼大災難
[00:16:40.400 --> 00:16:42.520]  有什麼預兆呢?
[00:16:42.520 --> 00:16:44.760]  預兆即是氣慾未到
[00:16:44.760 --> 00:16:47.760]  但是之前有些事情被你看到
[00:16:47.760 --> 00:16:50.360]  啊!差不多來了
[00:16:50.360 --> 00:16:53.480]  我們現今城市人比較差一點
[00:16:53.480 --> 00:16:55.320]  但是都會明白
[00:16:55.320 --> 00:16:56.800]  如果是日光日白的時候
[00:16:56.800 --> 00:16:58.480]  哇!天都黑了
[00:16:58.480 --> 00:17:00.400]  那些下雨的雲
[00:17:00.400 --> 00:17:03.040]  開始很大塊雲
[00:17:03.040 --> 00:17:05.400]  走快一點,下雨了
[00:17:05.400 --> 00:17:07.360]  那些就是預兆
[00:17:07.360 --> 00:17:08.840]  未曾發生到
[00:17:08.840 --> 00:17:10.440]  但是有些跡象
[00:17:10.440 --> 00:17:11.920]  那麼耶穌說什麼呢?
[00:17:11.920 --> 00:17:12.960]  你們要謹慎
[00:17:12.960 --> 00:17:14.160]  不要受迷惑
[00:17:14.160 --> 00:17:17.360]  將來有很多人會冒我的名字來說
[00:17:17.360 --> 00:17:18.440]  我是基督的
[00:17:18.440 --> 00:17:19.880]  還有說時候近了
[00:17:19.880 --> 00:17:21.320]  你不要跟從他們
[00:17:21.320 --> 00:17:23.280]  這個就是一個兆頭
[00:17:23.280 --> 00:17:26.400]  你們會聽見打仗和擾亂的事情
[00:17:26.400 --> 00:17:27.880]  不用怕
[00:17:27.880 --> 00:17:29.720]  這些事情必須有的
[00:17:29.720 --> 00:17:32.040]  才是末期不能立時就到
[00:17:32.040 --> 00:17:33.480]  即是出現這些事情
[00:17:33.480 --> 00:17:35.360]  還未去到氣慾
[00:17:35.360 --> 00:17:37.360]  當時耶穌就跟他們說
[00:17:37.360 --> 00:17:39.960]  還要是民攻打民
[00:17:39.960 --> 00:17:43.880]  即是人民與人民之間會互相攻打
[00:17:43.880 --> 00:17:46.760]  所以打仗一直以來都沒有停過
[00:17:46.760 --> 00:17:48.760]  國又要攻打國
