
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹,平安!聖經向你説話
[00:02:27.000 --> 00:02:30.000]  而且由於路加是一位醫生
[00:02:30.000 --> 00:02:32.000]  你就會發覺他描寫的時候
[00:02:32.000 --> 00:02:35.000]  有時候是描寫得很仔細
[00:02:35.000 --> 00:02:39.000]  可能醫生很能夠觀察
[00:02:39.000 --> 00:02:45.000]  例如他介紹患了血瘤12年的婦人
[00:02:45.000 --> 00:02:46.000]  他怎樣說
[00:02:46.000 --> 00:02:51.000]  他在很多醫生裡面花盡了他的錢
[00:02:51.000 --> 00:02:53.000]  因為看醫生很貴
[00:02:53.000 --> 00:02:55.000]  所以他的錢都用完了
[00:02:55.000 --> 00:02:57.000]  因為人家又介紹他
[00:02:57.000 --> 00:02:59.000]  這個醫生也好
[00:02:59.000 --> 00:03:00.000]  那個醫生也好
[00:03:00.000 --> 00:03:02.000]  他花盡了所有
[00:03:02.000 --> 00:03:04.000]  但仍然醫不好
[00:03:04.000 --> 00:03:07.000]  那種很絕望、很無奈
[00:03:07.000 --> 00:03:09.000]  很無助的感覺
[00:03:09.000 --> 00:03:13.000]  在他的筆下真的描寫得很生動
[00:03:13.000 --> 00:03:20.000]  而路加所介紹的耶穌就是一個二人子
[00:03:20.000 --> 00:03:21.000]  我們曾經說過
[00:03:21.000 --> 00:03:26.000]  四卷福音書都有四種動物來代表
[00:03:26.000 --> 00:03:31.000]  路加就用二人來做代表
[00:03:31.000 --> 00:03:35.000]  因為耶穌就是二人子
[00:03:35.000 --> 00:03:38.000]  這卷書可以怎樣分呢
[00:03:38.000 --> 00:03:40.000]  可以大概是這樣分
[00:03:40.000 --> 00:03:45.000]  第一到第四章是人子的介紹
[00:03:45.000 --> 00:03:51.000]  第五章到第九章是講人子的侍奉
[00:03:51.000 --> 00:03:57.000]  第十章到十九章是講這個人子被人拒絕
[00:03:57.000 --> 00:03:59.000]  被人排擠
[00:03:59.000 --> 00:04:08.000]  然後二十到廿四章是講這個人子被釘、受死和復活
[00:04:08.000 --> 00:04:13.000]  四卷福音書裡面最長的就是路加福音
[00:04:13.000 --> 00:04:17.000]  因為路加記載得很仔細
[00:04:17.000 --> 00:04:24.000]  而且耶穌來就要尋找拯救失常的人
[00:04:24.000 --> 00:04:27.000]  所以這卷書有一個約節
[00:04:27.000 --> 00:04:33.000]  就是人子來為要尋找拯救失常的人
[00:04:33.000 --> 00:04:39.000]  而這卷書也有很中心的一章
[00:04:39.000 --> 00:04:42.000]  就是第十五章
[00:04:42.000 --> 00:04:44.000]  十五章記載什麼呢
[00:04:44.000 --> 00:04:52.000]  有三個失、失羊、失錢和失去他的小兒子
[00:04:52.000 --> 00:04:56.000]  三個很精彩的比喻
[00:04:56.000 --> 00:05:00.000]  有一百隻羊走失了一隻
[00:05:00.000 --> 00:05:06.000]  我寧願放下那九十九隻去尋找那隻迷失的羊
[00:05:06.000 --> 00:05:09.000]  我十腳前跌了一個
[00:05:09.000 --> 00:05:14.000]  我打起燈來到處全地去找
[00:05:14.000 --> 00:05:18.000]  直到我找到那個失去了的銀子
[00:05:18.000 --> 00:05:23.000]  然後第三個更精彩的比喻就是浪子
[00:05:23.000 --> 00:05:26.000]  他向爸爸說我要分身家
[00:05:26.000 --> 00:05:29.000]  然後他走出去花費、消費
[00:05:29.000 --> 00:05:32.000]  然後他沒有錢了
[00:05:32.000 --> 00:05:34.000]  他幫人看豬
[00:05:34.000 --> 00:05:38.000]  因為豬對猶太人來說是不潔症的動物
[00:05:38.000 --> 00:05:41.000]  你怎麼可以和豬一起生活呢
[00:05:41.000 --> 00:05:46.000]  他料到要去餵豬
[00:05:46.000 --> 00:05:49.000]  連豬吃的東西他都想吃
[00:05:49.000 --> 00:05:51.000]  後來他想起自己有爸爸
[00:05:51.000 --> 00:05:53.000]  他就回去
[00:05:53.000 --> 00:05:56.000]  爸爸把戒指、上號的簿子給他
[00:05:56.000 --> 00:06:01.000]  就表示恢復他兒子的身份
[00:06:01.000 --> 00:06:04.000]  這個爸爸迎接他、抱著他
[00:06:04.000 --> 00:06:07.000]  還要為他擺設筵席
[00:06:07.000 --> 00:06:10.000]  在所有的散文裏面
[00:06:10.000 --> 00:06:15.000]  浪子回頭是很精彩的一個文學故事
[00:06:15.000 --> 00:06:18.000]  所以今天有很多報道會
[00:06:18.000 --> 00:06:23.000]  很多講員都仍然用浪子回頭
[00:06:23.000 --> 00:06:26.000]  作為報道的訊息
[00:06:26.000 --> 00:06:29.000]  我們聽到有很多這樣的人
[00:06:29.000 --> 00:06:31.000]  他們都是迷失的
[00:06:31.000 --> 00:06:34.000]  但因著耶穌的呼喚
[00:06:34.000 --> 00:06:37.000]  因為天父的慈愛
[00:06:37.000 --> 00:06:40.000]  就叫人回轉、跪向祂
[00:06:40.000 --> 00:06:44.000]  所以《路加福音》實在是太精彩了
[00:06:44.000 --> 00:06:46.000]  所以我鼓勵各位
[00:06:46.000 --> 00:06:50.000]  你要很細心來看《路加福音》
[00:06:50.000 --> 00:06:53.000]  而且《路加福音》有個特色
[00:06:53.000 --> 00:06:56.000]  介紹完一個男性
[00:06:56.000 --> 00:06:58.000]  他又會介紹一個女性
[00:06:58.000 --> 00:07:00.000]  介紹完一個男性
[00:07:00.000 --> 00:07:02.000]  他又會介紹一個女性
[00:07:02.000 --> 00:07:05.000]  好像耶穌出世的故事
[00:07:05.000 --> 00:07:09.000]  竟然有四首頌歌
[00:07:09.000 --> 00:07:12.000]  有瑪利亞的《尊主頌》
[00:07:12.000 --> 00:07:18.000]  有天使在天上報喜訊的頌歌
[00:07:18.000 --> 00:07:21.000]  也有西面頌
[00:07:21.000 --> 00:07:23.000]  這個很年老的
[00:07:23.000 --> 00:07:26.000]  他看到瑪利亞抱著嬰兒進來
[00:07:26.000 --> 00:07:28.000]  他做歌頌臣
[00:07:28.000 --> 00:07:32.000]  然後還有一個頌歌
[00:07:32.000 --> 00:07:34.000]  就是那位在耶路撒冷
[00:07:34.000 --> 00:07:39.000]  那位年紀很大的女士
[00:07:39.000 --> 00:07:43.000]  她讚美臣的一首頌歌
[00:07:43.000 --> 00:07:45.000]  所以《路加福音》裡面
[00:07:45.000 --> 00:07:49.000]  實在是搜羅了很多很詳盡的資料
[00:07:49.000 --> 00:07:56.000]  幫助我們對耶穌有更深入的認識
[00:07:56.000 --> 00:07:58.000]  所以這本福音書
[00:07:58.000 --> 00:08:01.000]  真的很值得我們來推薦
[00:08:01.000 --> 00:08:03.000]  因為這個路加
[00:08:03.000 --> 00:08:09.000]  他想向外邦人介紹他們認識耶穌
[00:08:09.000 --> 00:08:11.000]  耶穌是誰呢?
[00:08:11.000 --> 00:08:13.000]  耶穌來到這個世界是做什麼呢?
[00:08:13.000 --> 00:08:17.000]  耶穌他怎樣救贖我們呢?
[00:08:17.000 --> 00:08:21.000]  人子來就是要尋找
[00:08:21.000 --> 00:08:25.000]  去拯救那些失送的人
[00:08:25.000 --> 00:08:27.000]  如果我們今天熟悉了路加福音
[00:08:27.000 --> 00:08:30.000]  我們都可以用這本福音書
[00:08:30.000 --> 00:08:33.000]  去傳揚這位這麼愛我們
[00:08:33.000 --> 00:08:38.000]  救贖我們與我們有關係的主耶穌
[00:08:38.000 --> 00:08:43.000]  以致更多人能夠信靠主耶穌
[00:08:43.000 --> 00:08:46.000]  希望你愛路加福音
[00:08:46.000 --> 00:08:51.000]  又用路加福音去介紹耶穌給更多的人
[00:08:51.000 --> 00:08:56.000]  讓更多的人信靠主得著救恩
[00:08:56.000 --> 00:08:58.000]  願神賜福給你
