
[00:00:00.000 --> 00:00:04.000]  聖經提及過很多不同類型的奉獻
[00:18:44.000 --> 00:18:48.000]  就算你們各人帶著刀劍
[00:18:48.000 --> 00:18:50.000]  去到百姓的當中
[00:18:50.000 --> 00:18:53.000]  擊殺他們
[00:18:53.000 --> 00:18:54.000]  在28節
[00:18:54.000 --> 00:18:55.000]  很簡單
[00:18:55.000 --> 00:18:57.000]  但是很沉重的一句話
[00:18:57.000 --> 00:18:58.000]  那一天
[00:18:58.000 --> 00:19:00.000]  百姓中被殺的
[00:19:00.000 --> 00:19:03.000]  約有三千
[00:19:03.000 --> 00:19:06.000]  後果相當的沉重
[00:19:06.000 --> 00:19:07.000]  三千人
[00:19:07.000 --> 00:19:10.000]  就是這樣死在利微人的刀下
[00:19:10.000 --> 00:19:12.000]  大家想一想
[00:19:12.000 --> 00:19:17.000]  如果你是其中一個
[00:19:17.000 --> 00:19:20.000]  要求亞倫做這個金牛獨
[00:19:20.000 --> 00:19:23.000]  如果你有份
[00:19:23.000 --> 00:19:25.000]  貢獻你的金耳環
[00:19:25.000 --> 00:19:27.000]  什麼的金器
[00:19:27.000 --> 00:19:30.000]  來幫忙做這個金牛獨
[00:19:30.000 --> 00:19:34.000]  如果你有份建造這個獻金牛獨的壇
[00:19:34.000 --> 00:19:35.000]  的其中一個
[00:19:35.000 --> 00:19:37.000]  如果你都有份參與
[00:19:37.000 --> 00:19:41.000]  在這個慶祝的宴會裡面
[00:19:41.000 --> 00:19:44.000]  當上帝通過利微人的刀
[00:19:44.000 --> 00:19:46.000]  去施行審判
[00:19:46.000 --> 00:19:48.000]  去擊殺的時候
[00:19:48.000 --> 00:19:50.000]  我想問你有什麼感覺?
[00:19:50.000 --> 00:19:54.000]  當你所認識周圍的人
[00:19:54.000 --> 00:19:57.000]  因為你百姓所犯的罪
[00:19:57.000 --> 00:19:59.000]  而被擊殺的時候
[00:19:59.000 --> 00:20:02.000]  你有什麼感覺?
[00:20:02.000 --> 00:20:04.000]  當你自己因為犯罪
[00:20:04.000 --> 00:20:06.000]  而成為這三千人
[00:20:06.000 --> 00:20:09.000]  被殺的三千人裡面的其中一個
[00:20:09.000 --> 00:20:14.000]  我問你你會不會覺得不公平?
[00:20:14.000 --> 00:20:16.000]  你會不會埋怨?
[00:20:16.000 --> 00:20:20.000]  我在想如果我真的有這樣的錯誤的時候
[00:20:20.000 --> 00:20:23.000]  我相信我沒什麼好怨的
