
[00:00:00.000 --> 00:00:05.000]  心靈的主,我們何等需要祢的引導?
[00:03:00.000 --> 00:03:04.000]  第一節
[00:03:04.000 --> 00:03:08.000]  保羅說弟兄們若有人偶然被過犯所成
[00:03:08.000 --> 00:03:10.000]  你們屬靈的人
[00:03:10.000 --> 00:03:15.000]  就當用溫柔的心把他挽回過來
[00:03:16.000 --> 00:03:18.000]  一個有聖靈的人
[00:03:18.000 --> 00:03:23.000]  不會眼巴巴看著一個跌倒的弟兄
[00:03:23.000 --> 00:03:26.000]  在這裏稱呼弟兄
[00:03:26.000 --> 00:03:30.000]  也叫我們這群屬靈的人
[00:03:30.000 --> 00:03:34.000]  不要眼巴巴看著那些跌倒的弟兄
[00:03:34.000 --> 00:03:37.000]  那些肢體見死不救
[00:03:37.000 --> 00:03:41.000]  又或者落井下石
[00:03:41.000 --> 00:03:45.000]  就好像坊間的人一樣
[00:03:45.000 --> 00:03:47.000]  最好你死
[00:03:47.000 --> 00:03:50.000]  你跌倒我踩你兩腳
[00:03:50.000 --> 00:03:52.000]  因為你踩了人
[00:03:52.000 --> 00:03:54.000]  你自己可以上去
[00:03:54.000 --> 00:03:56.000]  保羅告訴我們
[00:03:56.000 --> 00:03:58.000]  我們不應該這樣做
[00:03:58.000 --> 00:04:01.000]  我們要有一個承擔
[00:04:01.000 --> 00:04:04.000]  要挽回這些肢體
[00:04:04.000 --> 00:04:07.000]  這些弟兄姊妹
[00:04:07.000 --> 00:04:09.000]  如果你心水清的時候
[00:04:09.000 --> 00:04:10.000]  你就會說牧師
[00:04:10.000 --> 00:04:12.000]  這裏告訴我們
[00:04:12.000 --> 00:04:14.000]  是那些偶然被過犯所成
[00:04:14.000 --> 00:04:16.000]  我們才用愛心
[00:04:16.000 --> 00:04:18.000]  溫柔的心挽回他
[00:04:18.000 --> 00:04:20.000]  沒錯,你看得對
[00:04:20.000 --> 00:04:22.000]  你心水很清
[00:04:22.000 --> 00:04:26.000]  但是保羅在《加拿大書》裏
[00:04:26.000 --> 00:04:29.000]  所說的就是
[00:04:29.000 --> 00:04:34.000]  我們一群在聖靈裏生活的弟兄姊妹
[00:04:34.000 --> 00:04:36.000]  我們理應
[00:04:36.000 --> 00:04:38.000]  我們的生命
[00:04:38.000 --> 00:04:40.000]  或者我們行事為人
[00:04:40.000 --> 00:04:43.000]  都是順著聖靈而活
[00:04:43.000 --> 00:04:46.000]  不會無緣無故
[00:04:46.000 --> 00:04:50.000]  蓄意刻意地犯罪
[00:04:50.000 --> 00:04:53.000]  既然我們有聖靈在我們生命裏
[00:04:53.000 --> 00:04:56.000]  保羅很確實地告訴我們
[00:04:56.000 --> 00:04:58.000]  其實每個人
[00:04:58.000 --> 00:05:00.000]  當我們軟弱的時候
[00:05:00.000 --> 00:05:02.000]  都不是蓄意的
[00:05:02.000 --> 00:05:05.000]  保羅對弟兄姊妹
[00:05:05.000 --> 00:05:09.000]  是有這樣的意念
[00:05:09.000 --> 00:05:14.000]  和一個肯定
[00:05:14.000 --> 00:05:16.000]  我真的相信
[00:05:16.000 --> 00:05:20.000]  每一個順了主的弟兄姊妹
[00:05:20.000 --> 00:05:22.000]  你的犯罪、你的跌倒
[00:05:22.000 --> 00:05:25.000]  真的不是刻意的
[00:05:25.000 --> 00:05:27.000]  是偶然
[00:05:27.000 --> 00:05:29.000]  我們對弟兄姊妹
[00:05:29.000 --> 00:05:31.000]  都有這個態度
[00:05:31.000 --> 00:05:34.000]  否則我們就不會像保羅那樣
[00:05:34.000 --> 00:05:39.000]  拿起這個心,一個溫柔的心
[00:05:39.000 --> 00:05:45.000]  來將它挽回過來
[00:05:45.000 --> 00:05:47.000]  當然
[00:05:47.000 --> 00:05:50.000]  保羅其實在英靖的經文裏
[00:05:50.000 --> 00:05:53.000]  那個著重點,那個關注點
[00:05:53.000 --> 00:05:57.000]  不是在犯罪裏
[00:05:57.000 --> 00:06:00.000]  而是針對著
[00:06:00.000 --> 00:06:04.000]  我們怎樣對一個犯罪的肢體
[00:06:04.000 --> 00:06:05.000]  就是這裡所說的
[00:06:05.000 --> 00:06:09.000]  是偶然被過犯所成的一群肢體
[00:06:09.000 --> 00:06:11.000]  我們所採取,我們所持的
[00:06:11.000 --> 00:06:14.000]  一個什麼樣的正確態度
[00:06:14.000 --> 00:06:17.000]  保羅就叫我們
[00:06:17.000 --> 00:06:20.000]  用溫柔的心
[00:06:20.000 --> 00:06:25.000]  將一個偶然被過犯所成的弟兄姊妹
[00:06:25.000 --> 00:06:28.000]  挽回過來
[00:06:28.000 --> 00:06:30.000]  挽回過來
[00:06:30.000 --> 00:06:35.000]  是一個令他恢復原狀的意思
[00:06:35.000 --> 00:06:38.000]  他信了耶穌
[00:06:38.000 --> 00:06:41.000]  他有聖靈在他的生命裏
[00:06:41.000 --> 00:06:44.000]  他是更新了他的生命
[00:06:44.000 --> 00:06:47.000]  舊是已過都變成新的
[00:06:47.000 --> 00:06:49.000]  是突然間犯了罪了
[00:06:49.000 --> 00:06:51.000]  偶然被過犯所成
[00:06:51.000 --> 00:06:53.000]  我們要用一個溫柔的心
[00:06:53.000 --> 00:06:58.000]  來將他恢復原狀
[00:06:58.000 --> 00:07:01.000]  犯罪是屬於什麼?
[00:07:01.000 --> 00:07:04.000]  是屬於魔鬼撒旦
[00:07:04.000 --> 00:07:06.000]  是跌倒的
[00:07:06.000 --> 00:07:08.000]  將他回復過來
[00:07:08.000 --> 00:07:13.000]  就是將他帶到神的面前
[00:07:13.000 --> 00:07:16.000]  溫柔的心
[00:07:16.000 --> 00:07:22.000]  直譯就是懷著柔和的靈
[00:07:22.000 --> 00:07:24.000]  柔和的靈
[00:07:24.000 --> 00:07:27.000]  一定是一個屬靈的人才有的
[00:07:27.000 --> 00:07:33.000]  正如聖靈就是我們每一個相信耶穌的人
[00:07:33.000 --> 00:07:37.000]  聖靈內在我們生命一樣
[00:07:37.000 --> 00:07:39.000]  對一個犯了罪的肢體
[00:07:39.000 --> 00:07:42.000]  要懷著一個柔和的靈
[00:07:42.000 --> 00:07:45.000]  將他挽回過來
[00:07:45.000 --> 00:07:47.000]  一定要靠著聖靈
[00:07:47.000 --> 00:07:53.000]  不是單單靠我們的辦法和意志
[00:07:53.000 --> 00:07:55.000]  有多多有多大
[00:07:55.000 --> 00:07:57.000]  如果沒有聖靈在我們裡面
[00:07:57.000 --> 00:08:00.000]  不是靠著柔和的靈
[00:08:00.000 --> 00:08:03.000]  讓我們有這個行動的話
[00:08:03.000 --> 00:08:07.000]  我們相信不會堅持很久
[00:08:07.000 --> 00:08:10.000]  我們可以想像到
[00:08:10.000 --> 00:08:11.000]  一個跌倒的弟兄姊妹
[00:08:11.000 --> 00:08:14.000]  一個犯了罪的弟兄姊妹
[00:08:14.000 --> 00:08:20.000]  如果你將她恢復原來的原狀原貌的時候
[00:08:20.000 --> 00:08:24.000]  你會怎樣?她會怎樣?
[00:08:24.000 --> 00:08:27.000]  可能她會走
[00:08:27.000 --> 00:08:30.000]  可能她不理睬你
[00:08:30.000 --> 00:08:31.000]  如果你只是靠自己的意志
[00:08:31.000 --> 00:08:33.000]  靠自己的愛心的話
[00:08:33.000 --> 00:08:35.000]  你支持不久
[00:08:35.000 --> 00:08:37.000]  她走了你就走了
[00:08:37.000 --> 00:08:39.000]  因為你沒有聖靈
[00:08:39.000 --> 00:08:43.000]  柔和的靈在你的心裡面幫助你去做這件事
[00:08:43.000 --> 00:08:47.000]  提到這裡的時候
[00:08:47.000 --> 00:08:50.000]  我想到聖經兩個的片段
[00:08:50.000 --> 00:08:52.000]  第一個是舊約
[00:08:52.000 --> 00:08:55.000]  神對若拿的挽回
[00:08:55.000 --> 00:08:59.000]  若拿我們知道他是先知
[00:08:59.000 --> 00:09:01.000]  這個先知很大膽
[00:09:01.000 --> 00:09:04.000]  拒絕了上帝的呼召
[00:09:04.000 --> 00:09:06.000]  逃跑
[00:09:06.000 --> 00:09:12.000]  逃避上帝要他履行的召命
[00:09:12.000 --> 00:09:16.000]  上帝懷著柔和的靈
[00:09:16.000 --> 00:09:18.000]  千方百計的
[00:09:18.000 --> 00:09:21.000]  不惜讓若拿經歷死亡
[00:09:21.000 --> 00:09:24.000]  經歷死亡不是死亡
[00:09:24.000 --> 00:09:27.000]  在餘福裡面三日三夜
[00:09:27.000 --> 00:09:34.000]  幫助他恢復先知的角色
[00:09:34.000 --> 00:09:37.000]  如果我們看若拿書的時候
[00:09:37.000 --> 00:09:48.000]  我們真的覺得若拿是一個很差的先知
[00:09:48.000 --> 00:09:55.000]  他寧願死也不去回應上帝的召命
[00:09:55.000 --> 00:10:00.000]  但上帝用千方百計恢復他先知的角色
[00:10:00.000 --> 00:10:02.000]  他進了魚肚
[00:10:02.000 --> 00:10:04.000]  又把他吐出來
[00:10:04.000 --> 00:10:09.000]  你去吧 你做回你應該做的事
[00:10:09.000 --> 00:10:13.000]  第二個就是在新約的浪子的比喻
[00:10:13.000 --> 00:10:18.000]  大家記不記得我都講過這段經文
[00:10:18.000 --> 00:10:25.000]  浪子的父親對兒子知錯回家
[00:10:25.000 --> 00:10:29.000]  父親是毫無懷疑 毫無顧忌的
[00:10:29.000 --> 00:10:35.000]  用柔和的靈接受他
[00:10:35.000 --> 00:10:42.000]  把他兒子的名分恢復他的角色
[00:10:42.000 --> 00:10:54.000]  用柔和的靈把偶然被過犯的肢體挽回過來
[00:10:54.000 --> 00:10:58.000]  接著保羅在第二節繼續勸我們
[00:10:58.000 --> 00:11:00.000]  各人的重擔要互相擔當
[00:11:00.000 --> 00:11:04.000]  如此就完成了基督的律法
[00:11:04.000 --> 00:11:06.000]  意思是一個屬靈的人
[00:11:06.000 --> 00:11:09.000]  不單止存在溫柔謙卑的靈
[00:11:09.000 --> 00:11:14.000]  把一個陷在罪惡當中的肢體挽回過來
[00:11:14.000 --> 00:11:16.000]  保羅的家長告訴我們
[00:11:16.000 --> 00:11:22.000]  我們要互相擔當各人的重擔
[00:11:22.000 --> 00:11:29.000]  有人軟弱 偶然被過犯所成
[00:11:29.000 --> 00:11:34.000]  不是單單是犯罪的弟兄肢體
[00:11:34.000 --> 00:11:42.000]  而是我們每一個都可能會有軟弱
[00:11:42.000 --> 00:11:47.000]  偶然被過犯所成
[00:11:47.000 --> 00:11:48.000]  既然如此
[00:11:48.000 --> 00:11:51.000]  保羅勸我們要互相擔當
[00:11:51.000 --> 00:11:53.000]  我們各人的重擔
[00:11:53.000 --> 00:11:56.000]  我們不要自以為了不起
[00:11:56.000 --> 00:12:01.000]  我們不要只以為自己很屬靈
[00:12:01.000 --> 00:12:04.000]  擔當別人的重擔
[00:12:04.000 --> 00:12:11.000]  其實每一個都可能軟弱跌倒
[00:12:11.000 --> 00:12:17.000]  所以我們要互相擔當各人的重擔
[00:12:17.000 --> 00:12:19.000]  如果我們自以為了不起
[00:12:19.000 --> 00:12:25.000]  只以為自己才可以擔當別人的重擔
[00:12:25.000 --> 00:12:28.000]  就犯了第三節的毛病
[00:12:28.000 --> 00:12:32.000]  人若無有 自要為有的話
[00:12:32.000 --> 00:12:34.000]  就是自欺
[00:12:34.000 --> 00:12:40.000]  即是任何人認為自己了不起
[00:12:40.000 --> 00:12:44.000]  而他一無所有的話
[00:12:44.000 --> 00:12:45.000]  就是在欺騙自己
[00:12:45.000 --> 00:12:48.000]  舉個例子
[00:12:48.000 --> 00:12:51.000]  我們經常聽國內的人
[00:12:51.000 --> 00:12:54.000]  有很多假的證件
[00:12:54.000 --> 00:12:58.000]  如果一個沒有學位的人
[00:12:58.000 --> 00:13:02.000]  他買了一張假學位的證明書
[00:13:02.000 --> 00:13:07.000]  就以為自己有學位
[00:13:07.000 --> 00:13:08.000]  即是他在欺騙自己
[00:13:08.000 --> 00:13:10.000]  這個經文就是這樣
[00:13:10.000 --> 00:13:12.000]  我們以為要了不起
[00:13:12.000 --> 00:13:15.000]  他拿了證書以為自己有學位
[00:13:15.000 --> 00:13:18.000]  其實他沒有
[00:13:18.000 --> 00:13:24.000]  自欺欺人 自己騙了自己
[00:13:24.000 --> 00:13:25.000]  沒錯
[00:13:25.000 --> 00:13:29.000]  我們每一個人都有重擔
[00:13:29.000 --> 00:13:32.000]  你有重擔 我和你去擔當
[00:13:32.000 --> 00:13:36.000]  我有重擔 我請你和我擔當
[00:13:36.000 --> 00:13:40.000]  我們各人都有重擔的時候
[00:13:40.000 --> 00:13:44.000]  我們當然要互相去擔當
[00:13:44.000 --> 00:13:50.000]  我們不需要以英雄本色的姿態去出現
[00:13:50.000 --> 00:13:52.000]  跟別人說 我很屬靈
[00:13:52.000 --> 00:13:56.000]  你有什麼重擔 我和你去擔當
[00:13:56.000 --> 00:13:58.000]  又或者
[00:13:58.000 --> 00:14:01.000]  以一個很自憐的樣式
[00:14:01.000 --> 00:14:03.000]  要顯示出來
[00:14:03.000 --> 00:14:05.000]  我不行的
[00:14:05.000 --> 00:14:07.000]  我很軟弱的
[00:14:07.000 --> 00:14:10.000]  我真的經常都很軟弱
[00:14:10.000 --> 00:14:12.000]  我幫不了你
[00:14:12.000 --> 00:14:13.000]  你來幫我吧
[00:14:13.000 --> 00:14:17.000]  我們不需要這樣去展示出來
[00:14:17.000 --> 00:14:20.000]  這個也是不合理的
[00:14:20.000 --> 00:14:24.000]  我們每個人都有重擔
[00:14:24.000 --> 00:14:28.000]  我們要互相去擔當
[00:14:28.000 --> 00:14:32.000]  普羅說我們的重擔互相擔當就是什麼
[00:14:32.000 --> 00:14:34.000]  我們一起讀第二節的下半節
[00:14:34.000 --> 00:14:36.000]  如此 就是什麼
[00:14:36.000 --> 00:14:42.000]  完全了基督的律法
[00:14:42.000 --> 00:14:48.000]  原來基督的律法就是愛
[00:14:48.000 --> 00:14:50.000]  我們出於愛心
[00:14:50.000 --> 00:14:52.000]  將弟兄姊妹挽回過來
[00:14:52.000 --> 00:14:54.000]  溫柔的靈
[00:14:54.000 --> 00:14:58.000]  將跌倒的弟兄姊妹挽回過來
[00:14:58.000 --> 00:15:01.000]  擔當弟兄姊妹的重擔
[00:15:01.000 --> 00:15:06.000]  完全了耶穌基督的律法
[00:15:06.000 --> 00:15:08.000]  就是愛
[00:15:08.000 --> 00:15:16.000]  是實現了耶穌基督愛的原則
[00:15:16.000 --> 00:15:17.000]  弟兄姊妹
[00:15:17.000 --> 00:15:22.000]  當我們實踐懷著柔和的靈
[00:15:22.000 --> 00:15:26.000]  去行兆懷仁的話
[00:15:26.000 --> 00:15:28.000]  經文有提醒我們
[00:15:28.000 --> 00:15:30.000]  我們會軟弱的
[00:15:30.000 --> 00:15:33.000]  第一節的下半節
[00:15:33.000 --> 00:15:35.000]  當我們用溫柔的心
[00:15:35.000 --> 00:15:37.000]  把它挽回過來的時候
[00:15:37.000 --> 00:15:42.000]  當自己小心恐怕也被引誘
[00:15:42.000 --> 00:15:44.000]  保羅也提醒我們
[00:15:44.000 --> 00:15:46.000]  當我們去幫助別人
[00:15:46.000 --> 00:15:49.000]  我們互相來分擔重擔的時候
[00:15:49.000 --> 00:15:50.000]  我們小心
[00:15:50.000 --> 00:15:52.000]  我們也會軟弱
[00:15:52.000 --> 00:15:55.000]  所以我們何等需要互相的輔助
[00:15:55.000 --> 00:16:02.000]  互相來擔當各人的重擔
[00:16:02.000 --> 00:16:07.000]  保羅接著又告訴我們
[00:16:07.000 --> 00:16:09.000]  第五節說
[00:16:09.000 --> 00:16:12.000]  各人必擔當自己的擔子
[00:16:12.000 --> 00:16:16.000]  好像和之前互相擔當擔子
[00:16:16.000 --> 00:16:19.000]  好像有矛盾
[00:16:19.000 --> 00:16:23.000]  其實保羅提醒我們
[00:16:23.000 --> 00:16:28.000]  我們需要互相擔當各人的重擔
[00:16:28.000 --> 00:16:30.000]  我們每個人都需要付出
[00:16:30.000 --> 00:16:36.000]  但是我們要有責任
[00:16:36.000 --> 00:16:41.000]  就是為別人負重擔的責任
[00:16:41.000 --> 00:16:44.000]  這就是保羅所說的
[00:16:44.000 --> 00:16:49.000]  各人必擔當自己的擔子的意思
[00:16:49.000 --> 00:16:51.000]  即是有責任的
[00:16:51.000 --> 00:16:54.000]  我們每個人都有責任為別人擔重擔
[00:16:54.000 --> 00:16:55.000]  這就是我們的擔子
[00:16:55.000 --> 00:16:57.000]  即是我們的責任
[00:16:57.000 --> 00:17:00.000]  第五節的意思
[00:17:00.000 --> 00:17:04.000]  是保羅用士兵行軍的時候
[00:17:04.000 --> 00:17:07.000]  每人都有一個背包
[00:17:07.000 --> 00:17:11.000]  而每人的背包必須要自己揹
[00:17:11.000 --> 00:17:13.000]  是他的本份
[00:17:13.000 --> 00:17:15.000]  也是他的責任
[00:17:15.000 --> 00:17:17.000]  他不能將背包給別人
[00:17:17.000 --> 00:17:20.000]  除非他死了
[00:17:20.000 --> 00:17:23.000]  他的同僚就可以幫他揹這個背包
[00:17:23.000 --> 00:17:27.000]  就是這個意思
[00:17:27.000 --> 00:17:30.000]  我們不要逞強
[00:17:30.000 --> 00:17:33.000]  也不要卸責
[00:17:33.000 --> 00:17:35.000]  在教會裏面
[00:17:35.000 --> 00:17:38.000]  我們是一個群體
[00:17:38.000 --> 00:17:40.000]  我們要為了
[00:17:40.000 --> 00:17:43.000]  要對這個群體
[00:17:43.000 --> 00:17:47.000]  無論是個人或整體
[00:17:47.000 --> 00:17:50.000]  要負上責任
[00:17:50.000 --> 00:17:54.000]  就是各人互相揹這個重擔
[00:17:54.000 --> 00:17:56.000]  並且不要卸責
[00:17:56.000 --> 00:17:58.000]  要知道這個是我的責任
[00:17:58.000 --> 00:18:00.000]  是我的擔子
[00:18:00.000 --> 00:18:04.000]  我勇於去承擔
[00:18:04.000 --> 00:18:06.000]  在過往一段日子
[00:18:06.000 --> 00:18:07.000]  我們很感謝主
[00:18:07.000 --> 00:18:08.000]  在教會搬遷的過程裏面
[00:18:08.000 --> 00:18:09.000]  很多弟兄姊妹
[00:18:09.000 --> 00:18:12.000]  很大的承擔
[00:18:12.000 --> 00:18:14.000]  他們不會這麼亂
[00:18:14.000 --> 00:18:16.000]  我先看看
[00:18:16.000 --> 00:18:18.000]  這麼麻煩
[00:18:18.000 --> 00:18:20.000]  有很多人搬遷就行
[00:18:20.000 --> 00:18:21.000]  我不搬遷了
[00:18:21.000 --> 00:18:22.000]  有很多弟兄姊妹
[00:18:22.000 --> 00:18:23.000]  在這個過程裏面
[00:18:23.000 --> 00:18:25.000]  做很多螞蟻
[00:18:25.000 --> 00:18:28.000]  我們之前也說過
[00:18:28.000 --> 00:18:30.000]  也有星期六
[00:18:30.000 --> 00:18:31.000]  我們未必看到一個
[00:18:31.000 --> 00:18:33.000]  噓寒的情景
[00:18:33.000 --> 00:18:34.000]  如果你星期日回來的時候
[00:18:34.000 --> 00:18:35.000]  你會看到
[00:18:35.000 --> 00:18:37.000]  這裡有很多弟兄姊妹
[00:18:37.000 --> 00:18:39.000]  需要很多的人潮疏導組
[00:18:39.000 --> 00:18:41.000]  這些人潮疏導組
[00:18:41.000 --> 00:18:44.000]  有些在戶外
[00:18:44.000 --> 00:18:47.000]  他們要站崗半個小時
[00:18:47.000 --> 00:18:50.000]  在聚會散之前15分鐘
[00:18:50.000 --> 00:18:52.000]  直至散會後15分鐘
[00:18:52.000 --> 00:18:54.000]  他們要站在那裏
[00:18:54.000 --> 00:18:56.000]  幫助弟兄姊妹
[00:18:56.000 --> 00:18:58.000]  認一下路
[00:18:58.000 --> 00:18:59.000]  指一下路
[00:18:59.000 --> 00:19:02.000]  特別在紅綠燈位
[00:19:02.000 --> 00:19:03.000]  經常要舉著牌
[00:19:03.000 --> 00:19:04.000]  不要逗留
[00:19:04.000 --> 00:19:07.000]  經常要拍紅綠燈的按鈕
[00:19:07.000 --> 00:19:10.000]  因為拍得多就轉得快
[00:19:10.000 --> 00:19:12.000]  他們就這樣站崗
[00:19:12.000 --> 00:19:16.000]  他們對這個群體有承擔
[00:19:16.000 --> 00:19:19.000]  對這個群體有責任
[00:19:19.000 --> 00:19:21.000]  有些弟兄姊妹
[00:19:21.000 --> 00:19:23.000]  未必是這樣去侍奉
[00:19:23.000 --> 00:19:27.000]  看到一些不識路的軟弱肢體
[00:19:27.000 --> 00:19:29.000]  當他們問路的時候
[00:19:29.000 --> 00:19:32.000]  他們帶到那個場地
[00:19:32.000 --> 00:19:35.000]  這樣做
[00:19:35.000 --> 00:19:37.000]  不單是責任
[00:19:37.000 --> 00:19:38.000]  是一個本分
[00:19:38.000 --> 00:19:42.000]  滿足了一般人需要做的事
[00:19:42.000 --> 00:19:47.000]  其實歸根究底的
[00:19:47.000 --> 00:19:50.000]  他們是為了耶穌基督
[00:19:50.000 --> 00:19:55.000]  完成了基督的律法
[00:19:55.000 --> 00:19:57.000]  第二方面
[00:19:57.000 --> 00:20:00.000]  第七至第十節
[00:20:00.000 --> 00:20:06.000]  肅靈的人要信聖靈撒種
[00:20:06.000 --> 00:20:07.000]  第七節說
[00:20:07.000 --> 00:20:08.000]  不要自欺
[00:20:08.000 --> 00:20:10.000]  神是輕慢不得的
[00:20:10.000 --> 00:20:12.000]  人種的是甚麼
[00:20:12.000 --> 00:20:13.000]  肅靈的亦是甚麼
[00:20:13.000 --> 00:20:15.000]  第八節我們一起讀
[00:20:15.000 --> 00:20:28.000]  第七節
[00:20:28.000 --> 00:20:30.000]  下半節告訴我們
[00:20:30.000 --> 00:20:32.000]  人種的是甚麼
[00:20:32.000 --> 00:20:34.000]  肅靈的是甚麼
[00:20:34.000 --> 00:20:35.000]  所以在第八節裏
[00:20:35.000 --> 00:20:37.000]  保羅就告訴我們
[00:20:37.000 --> 00:20:43.000]  人種的是甚麼
[00:20:43.000 --> 00:20:46.000]  如果人信著情欲撒種
[00:20:46.000 --> 00:20:50.000]  就從情欲修敗壞
[00:20:50.000 --> 00:20:53.000]  如果從聖靈裏撒種
[00:20:53.000 --> 00:20:56.000]  就從聖靈裏修永生
[00:21:02.000 --> 00:21:09.000]  這是保羅提醒我們自然的
[00:21:09.000 --> 00:21:11.000]  不應該說因果
[00:21:11.000 --> 00:21:14.000]  亦是一個結果
[00:21:14.000 --> 00:21:19.000]  我們種甚麼就修甚麼
[00:21:19.000 --> 00:21:22.000]  第七節的上半節
[00:21:22.000 --> 00:21:23.000]  很特別的保羅提醒我們
[00:21:23.000 --> 00:21:25.000]  不要自欺
[00:21:25.000 --> 00:21:28.000]  神是輕慢不得的
[00:21:28.000 --> 00:21:30.000]  為何保羅會加一句
[00:21:30.000 --> 00:21:33.000]  提醒我們種甚麼就修甚麼
[00:21:33.000 --> 00:21:36.000]  為何要提神是輕慢不得
[00:21:36.000 --> 00:21:38.000]  叫我們不要自欺
[00:21:38.000 --> 00:21:47.000]  神如何讓我們輕慢
[00:21:47.000 --> 00:21:50.000]  神甚麼都知道
[00:21:50.000 --> 00:21:52.000]  如何讓我們輕慢
[00:21:52.000 --> 00:21:57.000]  輕慢這個字
[00:21:57.000 --> 00:22:00.000]  有些很高端的動作
[00:22:00.000 --> 00:22:02.000]  就是掀起鼻子
[00:22:02.000 --> 00:22:04.000]  人們認識他之後
[00:22:04.000 --> 00:22:07.000]  就掀起鼻子
[00:22:07.000 --> 00:22:15.000]  還有對方嘲笑、嘲弄的意思
[00:22:15.000 --> 00:22:23.000]  我們如何對神有輕佻的態度
[00:22:23.000 --> 00:22:26.000]  其實不是用口
[00:22:26.000 --> 00:22:30.000]  而是用我們的行動
[00:22:30.000 --> 00:22:32.000]  為甚麼呢
[00:22:32.000 --> 00:22:36.000]  如果我們認為不是的
[00:22:36.000 --> 00:22:39.000]  人種甚麼不是修甚麼
[00:22:39.000 --> 00:22:45.000]  他就恃著想用情慾殺種就修永生
[00:22:45.000 --> 00:22:48.000]  這個保羅告訴我們
[00:22:48.000 --> 00:22:50.000]  是大錯特錯的
[00:22:50.000 --> 00:22:54.000]  這就是輕慢神的意思
[00:22:54.000 --> 00:22:58.000]  我們不當神的話
[00:22:58.000 --> 00:23:01.000]  是一個真實
[00:23:01.000 --> 00:23:08.000]  亦會兌現的道理或真理
[00:23:08.000 --> 00:23:13.000]  覺得他的教訓都是形同虛設的
[00:23:13.000 --> 00:23:17.000]  保羅說這就是輕慢神
[00:23:17.000 --> 00:23:19.000]  我不知道你有沒有試過
[00:23:19.000 --> 00:23:23.000]  如果你做過父母或老師
[00:23:23.000 --> 00:23:26.000]  或做過上師可能都試過
[00:23:26.000 --> 00:23:29.000]  你叫子女、學生、下屬
[00:23:29.000 --> 00:23:33.000]  學生未必敢挑戰你
[00:23:33.000 --> 00:23:36.000]  你的子女下屬做一件事
