
[00:00:00.000 --> 00:00:03.400]  這讓在後的將要在前
[00:05:26.200 --> 00:05:28.880]  就算去到差不多黃昏
[00:05:28.880 --> 00:05:31.360]  去到下午五點還有一個小時
[00:05:31.360 --> 00:05:33.520]  就太陽下山沒得工作
[00:05:33.520 --> 00:05:38.480]  他仍然走去市集請了一批人去葡萄園工作
[00:05:38.480 --> 00:05:39.920]  第十一時
[00:05:39.920 --> 00:05:46.680]  即是大概快到黃昏五點左右
[00:05:46.680 --> 00:05:49.400]  對於第一批工作的人
[00:05:49.400 --> 00:05:52.160]  他們不是想到
[00:05:52.160 --> 00:05:55.200]  為何這個園主要請這麼多次人
[00:05:55.200 --> 00:05:57.760]  其實早就預計了請多少人
[00:05:57.760 --> 00:05:59.880]  你去到六點就請一大批
[00:05:59.880 --> 00:06:02.240]  由早做到晚就搞定了
[00:06:02.240 --> 00:06:06.320]  為何會分五次去請人真的很奇怪
[00:06:06.320 --> 00:06:10.120]  可能園主見世識不對
[00:06:10.120 --> 00:06:13.960]  工夫做得不夠快要加人手
[00:06:13.960 --> 00:06:16.160]  對於工人來說不要緊
[00:06:16.160 --> 00:06:17.880]  葡萄園是你的
[00:06:17.880 --> 00:06:19.040]  你說怎樣就怎樣
[00:06:19.040 --> 00:06:22.000]  總之有工資就行
[00:06:22.000 --> 00:06:26.400]  這也是我們很多時候做事很自然會想的
[00:06:26.400 --> 00:06:28.240]  公司怎樣?老闆怎樣?
[00:06:28.240 --> 00:06:30.240]  很多時候都理不了那麼多
[00:06:30.240 --> 00:06:34.440]  做好我那份每個月出糧就行了
[00:06:34.440 --> 00:06:37.040]  真的有糧出就行?
[00:06:37.040 --> 00:06:38.880]  不去計算?
[00:06:38.880 --> 00:06:40.200]  黃昏來到了
[00:06:40.200 --> 00:06:41.120]  下班的時候
[00:06:41.120 --> 00:06:48.040]  園主叫家裡的工頭出來幫忙出糧
[00:06:48.040 --> 00:06:51.520]  他叫這些工人去幫忙出糧的時候
[00:06:51.520 --> 00:06:54.160]  其實是第八節那裡
[00:06:54.160 --> 00:06:56.520]  他的次序你留意
[00:06:56.520 --> 00:06:58.240]  最後的人先拿
[00:06:58.240 --> 00:07:01.080]  最先的人拿後
[00:07:01.080 --> 00:07:04.760]  是不是很像耶穌所說的格言
[00:07:04.760 --> 00:07:06.760]  在前的要在後
[00:07:06.760 --> 00:07:08.920]  其實原本的文字是同一個字
[00:07:08.920 --> 00:07:12.360]  兩個都一樣
[00:07:12.360 --> 00:07:15.120]  第五批人先拿
[00:07:15.120 --> 00:07:17.200]  而且是拿了一個工錢
[00:07:17.200 --> 00:07:19.880]  一個德拿利
[00:07:19.880 --> 00:07:21.200]  那麼好?
[00:07:21.200 --> 00:07:22.720]  不用幫他們打折扣?
[00:07:22.720 --> 00:07:25.120]  原來當時的拉比較弱
[00:07:25.120 --> 00:07:27.920]  要公公平平地對待工人
[00:07:27.920 --> 00:07:29.440]  就算他來幫你做一點
[00:07:29.440 --> 00:07:30.640]  你也要給他工錢
[00:07:30.640 --> 00:07:32.360]  按比例做了多少
[00:07:32.360 --> 00:07:34.320]  算給他
[00:07:34.320 --> 00:07:36.880]  很容易計算
[00:07:36.880 --> 00:07:39.080]  12個小時的工作
[00:07:39.080 --> 00:07:42.280]  原本做完12個小時
[00:07:42.280 --> 00:07:44.680]  可以得到一錢
[00:07:44.680 --> 00:07:47.120]  現在有些人做了一個小時
[00:07:47.120 --> 00:07:49.520]  都得到一錢
[00:07:49.520 --> 00:07:53.840]  那起碼我會不會有12倍呢?
[00:07:53.840 --> 00:07:55.560]  他們開始這樣計算
[00:07:55.560 --> 00:07:57.680]  所以張力就在這裡
[00:07:57.680 --> 00:08:00.440]  故事大概就講到這個位置
[00:08:00.440 --> 00:08:03.120]  你會留意到脈絡就是這樣發展
[00:08:03.120 --> 00:08:06.080]  所以我們去到第十節再看的時候
[00:08:06.080 --> 00:08:08.680]  講那些最先僱傭的人來
[00:08:08.680 --> 00:08:11.320]  他們以為了一些東西
[00:08:11.320 --> 00:08:13.760]  先前那四批人
[00:08:13.760 --> 00:08:16.680]  第五批最後那批拿到一錢
[00:08:16.680 --> 00:08:17.800]  可能下一批多一點
[00:08:17.800 --> 00:08:18.440]  沒有
[00:08:18.440 --> 00:08:19.680]  第四批又是拿一錢
[00:08:19.680 --> 00:08:20.640]  第三批又拿一錢
[00:08:20.640 --> 00:08:21.920]  第二批又拿一錢
[00:08:21.920 --> 00:08:23.640]  或者我們這個第一批的
[00:08:23.640 --> 00:08:26.200]  最先的在前的
[00:08:26.200 --> 00:08:29.560]  可以拿到很多比起其他四批都重要
[00:08:29.560 --> 00:08:32.360]  誰知道他們每個人都一樣
[00:08:32.360 --> 00:08:35.640]  只是拿到一個工錢
[00:08:35.640 --> 00:08:39.480]  做得最久都是拿到一個工錢?
[00:08:39.480 --> 00:08:41.720]  做一個小時有一個錢
[00:08:41.720 --> 00:08:43.400]  做三個小時有一個錢
[00:08:43.400 --> 00:08:45.160]  我整天報了12個小時
[00:08:45.160 --> 00:08:46.600]  身水身汗
[00:08:46.600 --> 00:08:47.520]  多麼辛苦
[00:08:47.520 --> 00:08:48.880]  都是一個錢?
[00:08:48.880 --> 00:08:50.200]  有沒有搞錯?
[00:08:50.200 --> 00:08:51.600]  很不公平
[00:08:51.600 --> 00:08:54.040]  不公義
[00:08:54.040 --> 00:08:57.240]  不同工竟然同酬
[00:08:57.240 --> 00:09:00.440]  我們會明白為什麼他們這麼怒氣
[00:09:00.440 --> 00:09:01.960]  所以他們
[00:09:01.960 --> 00:09:02.880]  經文說
[00:09:02.880 --> 00:09:04.440]  咕咕隆隆發怨言
[00:09:04.440 --> 00:09:06.000]  這個翻譯非常好
[00:09:06.000 --> 00:09:08.120]  原本的文字
[00:09:08.120 --> 00:09:09.560]  咕咕隆隆就是
[00:09:09.560 --> 00:09:10.920]  咕咕嚕
[00:09:10.920 --> 00:09:12.320]  就是這樣的
[00:09:12.320 --> 00:09:15.480]  他們就直接將原文翻譯出來
[00:09:15.480 --> 00:09:17.000]  是呀,嘰哩咕嚕
[00:09:17.000 --> 00:09:18.800]  當然不會大大聲聲說
[00:09:18.800 --> 00:09:20.760]  幾個人搞錯了
[00:09:20.760 --> 00:09:22.000]  太離譜了
[00:09:22.000 --> 00:09:22.960]  唉
[00:09:22.960 --> 00:09:25.880]  在嘰嘰咕咕說這個怨言
[00:09:25.880 --> 00:09:27.880]  後來有一個人
[00:09:27.880 --> 00:09:29.200]  見這麼多人嘰嘰咕咕
[00:09:29.200 --> 00:09:31.560]  他就鼓起勇氣說大聲一點
[00:09:31.560 --> 00:09:33.640]  嘩,那群最後的
[00:09:33.640 --> 00:09:35.960]  你記得最後的字就是「在後」
[00:09:35.960 --> 00:09:37.240]  同一個字
[00:09:37.240 --> 00:09:38.720]  做了一個小時
[00:09:38.720 --> 00:09:39.960]  跟我們這群
[00:09:39.960 --> 00:09:42.120]  12個小時在這裡報的
[00:09:42.120 --> 00:09:44.760]  這麼辛苦的一樣?
[00:09:44.760 --> 00:09:48.400]  有沒有搞錯?
[00:09:48.400 --> 00:09:49.600]  我們或者看完
[00:09:49.600 --> 00:09:51.040]  其實之前我們讀了一個經文
[00:09:51.040 --> 00:09:54.600]  都知道我們未必要同情第一批的工人
[00:09:54.600 --> 00:09:56.040]  但我們或多或少
[00:09:56.040 --> 00:10:00.160]  都試過像他們這樣以為
[00:10:00.160 --> 00:10:01.680]  神呀
[00:10:01.680 --> 00:10:03.680]  為什麼會這樣?
[00:10:03.680 --> 00:10:05.880]  我為你做這麼多事
[00:10:05.880 --> 00:10:08.560]  你沒有賜多一點恩典給我?
[00:10:08.560 --> 00:10:11.240]  你沒有這樣去眷顧我?
[00:10:11.240 --> 00:10:12.120]  又或者
[00:10:12.120 --> 00:10:14.040]  神呀
[00:10:14.040 --> 00:10:17.600]  他信了你不是這麼久
[00:10:17.600 --> 00:10:19.480]  明明我跟他求同一樣東西
[00:10:19.480 --> 00:10:21.960]  都希望你幫助我們生命的困難
[00:10:21.960 --> 00:10:23.480]  為什麼你這麼快聽他的祈禱
[00:10:23.480 --> 00:10:26.240]  我祈禱了十年你都沒有聽?
[00:10:26.240 --> 00:10:29.680]  我平時常常去敬拜、靈修、讀經
[00:10:29.680 --> 00:10:31.560]  崇拜、團契、侍奉
[00:10:31.560 --> 00:10:32.880]  什麼都做齊
[00:10:32.880 --> 00:10:34.360]  這麼乖
[00:10:34.360 --> 00:10:36.000]  為什麼
[00:10:36.000 --> 00:10:39.960]  你讓我們有不同的待遇呢?
[00:10:39.960 --> 00:10:40.760]  這麼不公平
[00:10:40.760 --> 00:10:43.040]  很不公義
[00:10:43.040 --> 00:10:45.600]  我們很多時候不敢說出口
[00:10:45.600 --> 00:10:48.480]  但我們在感受上就是這樣認為
[00:10:48.480 --> 00:10:49.880]  工人起初就是這樣
[00:10:49.880 --> 00:10:51.880]  「咕咕隆隆發怨言」
[00:10:51.880 --> 00:10:53.520]  咦!暗暗的
[00:10:53.520 --> 00:10:55.120]  暗了很久了
[00:10:55.120 --> 00:10:56.640]  終於有一個人肯說出來
[00:10:56.640 --> 00:10:58.560]  為什麼這群人
[00:10:58.560 --> 00:11:02.000]  可以跟我們有同等的待遇
[00:11:02.000 --> 00:11:03.120]  這就是今天這個比喻
[00:11:03.120 --> 00:11:04.280]  要我們讀到這個位置
[00:11:04.280 --> 00:11:07.040]  很感受到他們的怨憤
[00:11:07.040 --> 00:11:08.800]  可能換作是工作的場景
[00:11:08.800 --> 00:11:11.440]  你已經大抗議了
[00:11:11.440 --> 00:11:14.040]  找工會了
[00:11:14.040 --> 00:11:16.000]  在這個位置當中
[00:11:16.000 --> 00:11:18.480]  主耶穌要我們看見的就是
[00:11:18.480 --> 00:11:21.200]  原來天國有一個原則
[00:11:21.200 --> 00:11:25.800]  上帝就是跟我們世人計算的方式有不同
[00:11:25.800 --> 00:11:28.440]  上帝去計算的方式
[00:11:28.440 --> 00:11:31.600]  是跟這個世界的計算方式有不同
[00:11:31.600 --> 00:11:34.680]  那麼原主是否真的有不公平呢?
[00:11:34.680 --> 00:11:38.680]  原主自己怎麼回答?
[00:11:38.680 --> 00:11:39.440]  第十三節
[00:11:39.440 --> 00:11:40.920]  我請你幫我讀
[00:11:40.920 --> 00:11:41.520]  預備起
[00:11:41.520 --> 00:11:46.000]  原主回答他們其中一個人說
[00:11:46.000 --> 00:11:49.000]  朋友,我沒有虧待你
[00:11:49.000 --> 00:11:53.560]  你得知我知你我的多心和平安
[00:11:53.560 --> 00:11:56.360]  原主對著發聲的工人
[00:11:56.360 --> 00:11:59.240]  在他們第一批當中的其中一個說
[00:11:59.240 --> 00:12:02.080]  大概就是最牢嘈、最大聲的那個
[00:12:02.080 --> 00:12:06.640]  朋友,我沒有虧待你
[00:12:06.640 --> 00:12:09.720]  虧待的原文就是不公道
[00:12:09.720 --> 00:12:12.120]  或者是欺騙了他
[00:12:12.120 --> 00:12:13.840]  原主說我沒有對你不公道
[00:12:13.840 --> 00:12:17.000]  或者欺騙你、欺詐你
[00:12:17.000 --> 00:12:19.040]  大家不是一早說了
[00:12:19.040 --> 00:12:22.440]  一日一個得拿利嗎?
[00:12:22.440 --> 00:12:25.080]  協定好的
[00:12:25.080 --> 00:12:27.440]  大家開工之前同意了的
[00:12:27.440 --> 00:12:28.920]  你看看第二節
[00:12:28.920 --> 00:12:31.280]  協定一天一個得拿利
[00:12:31.280 --> 00:12:32.640]  下班的時候
[00:12:32.640 --> 00:12:34.040]  協定好一個得拿利
[00:12:34.040 --> 00:12:36.160]  每人得一個得拿利
[00:12:36.160 --> 00:12:37.680]  有沒有欺騙他?
[00:12:37.680 --> 00:12:39.080]  沒有
[00:12:39.080 --> 00:12:40.920]  是不是按照協議做?
[00:12:40.920 --> 00:12:42.040]  是
[00:12:42.040 --> 00:12:43.560]  那公不公道?
[00:12:43.560 --> 00:12:45.800]  公道
[00:12:45.800 --> 00:12:50.160]  由頭到尾他答應的就給了
[00:12:50.160 --> 00:12:53.120]  但可能這班人就繼續說我不管
[00:12:53.120 --> 00:12:57.280]  總之每人一樣就不公平
[00:12:57.280 --> 00:12:59.160]  沒理由做又三十六
[00:12:59.160 --> 00:13:00.600]  不做又三十六
[00:13:00.600 --> 00:13:03.680]  現在新一代不知道這個術語是什麼
[00:13:03.680 --> 00:13:05.600]  應該多勞多得
[00:13:05.600 --> 00:13:07.360]  少做少得
[00:13:07.360 --> 00:13:09.440]  這樣才是公道
[00:13:09.440 --> 00:13:13.040]  遲來的怎可以跟我一樣回報
[00:13:13.040 --> 00:13:15.640]  要不這樣,多給我們一點
[00:13:15.640 --> 00:13:18.320]  有沒有試過請人搬屋?
[00:13:18.320 --> 00:13:19.280]  搬完之後
[00:13:19.280 --> 00:13:20.760]  工人總會跟你說
[00:13:20.760 --> 00:13:22.280]  你又多了幾箱
[00:13:22.280 --> 00:13:23.760]  樓梯有多少層
[00:13:23.760 --> 00:13:25.160]  應該多給一點
[00:13:25.160 --> 00:13:27.240]  議價很辛苦
[00:13:27.240 --> 00:13:30.720]  怎樣都不按照協定去做
[00:13:30.720 --> 00:13:33.600]  你聽著聽著就覺得好像有道理
[00:13:33.600 --> 00:13:36.800]  付出少收穫多
[00:13:36.800 --> 00:13:39.160]  付出多反而收穫少
[00:13:39.160 --> 00:13:41.680]  不公義
[00:13:41.680 --> 00:13:43.960]  今天我們工作的時候都很計算
[00:13:43.960 --> 00:13:46.760]  希望我們所做的事是同工同酬
[00:13:46.760 --> 00:13:49.160]  不同工的話就要有所分別
[00:13:49.160 --> 00:13:50.280]  按照難度
[00:13:50.280 --> 00:13:51.640]  付出多少
[00:13:51.640 --> 00:13:52.280]  時間
[00:13:52.280 --> 00:13:53.120]  是不是一個專業
[00:13:53.120 --> 00:13:56.080]  來按比例派工錢
[00:13:56.080 --> 00:13:58.680]  這個叫做公道公平
[00:13:58.680 --> 00:14:00.040]  就算做同一個工種
[00:14:00.040 --> 00:14:03.200]  做長了就加班補稅
[00:14:03.200 --> 00:14:06.120]  假期用的工作就雙工三工
[00:14:06.120 --> 00:14:08.520]  這樣才公道
[00:14:08.520 --> 00:14:08.920]  沒錯
[00:14:08.920 --> 00:14:11.680]  這個世界會用這個方式去計算
[00:14:11.680 --> 00:14:13.360]  耶穌也不是抨擊
[00:14:13.360 --> 00:14:15.640]  這個世界這樣計算是錯的
[00:14:15.640 --> 00:14:18.720]  祂是用這個比喻告訴我們
[00:14:18.720 --> 00:14:21.400]  這是世界運作的方式
[00:14:21.400 --> 00:14:24.160]  卻不是天國
[00:14:24.160 --> 00:14:26.320]  這個天國群體裏面
[00:14:26.320 --> 00:14:29.880]  我們和上帝之間的關係是這樣運作的
[00:14:29.880 --> 00:14:30.880]  這個比喻一開始
[00:14:30.880 --> 00:14:33.480]  不是說這個世界公不公平
[00:14:33.480 --> 00:14:34.520]  一開始耶穌說
[00:14:34.520 --> 00:14:37.960]  天國很像一個元主
[00:14:37.960 --> 00:14:40.880]  所以由頭到尾都是和我們在說
[00:14:40.880 --> 00:14:43.800]  我們在神的家裏面
[00:14:43.800 --> 00:14:45.160]  我們看到很多的東西
[00:14:45.160 --> 00:14:48.560]  我們會不會仍然以這個世界的運作方式
[00:14:48.560 --> 00:14:52.360]  套入天國當中呢?
[00:14:52.360 --> 00:14:54.960]  將這個比喻放在彼得
[00:14:54.960 --> 00:14:56.640]  阿西比泰的兩個兒子
[00:14:56.640 --> 00:14:59.360]  雅各約翰他們身上
[00:14:59.360 --> 00:14:59.720]  沒錯
[00:14:59.720 --> 00:15:01.760]  跟隨耶穌的人會得到獎賞
[00:15:01.760 --> 00:15:03.440]  或者回報很大
[00:15:03.440 --> 00:15:07.120]  得到百倍並且承受永生
[00:15:07.120 --> 00:15:12.960]  但是當彼得去計算自己付出的時候
[00:15:12.960 --> 00:15:15.920]  祂問我們將要得到什麼
[00:15:15.920 --> 00:15:17.800]  我們撇下一切
[00:15:17.800 --> 00:15:20.040]  祂去計算
[00:15:20.040 --> 00:15:21.080]  這個比喻提醒我們
[00:15:21.080 --> 00:15:24.800]  在天國裏面我們不要去計算
[00:15:24.800 --> 00:15:29.760]  不要以為和天父就是以物易物的交易關係
[00:15:29.760 --> 00:15:31.440]  祂只是老闆
[00:15:31.440 --> 00:15:34.480]  我們只是故宮
[00:15:34.480 --> 00:15:35.480]  不知道為什麼
[00:15:35.480 --> 00:15:37.160]  我們很多人信了主一段時間之後
[00:15:37.160 --> 00:15:42.480]  就以為自己為了神做了很多事
[00:15:42.480 --> 00:15:43.480]  付出了很多
[00:15:43.480 --> 00:15:48.080]  以為自己因此就應該得到神的公平
[00:15:48.080 --> 00:15:51.040]  這樣去獎賞他們
[00:15:51.040 --> 00:15:51.520]  坦白說
[00:15:51.520 --> 00:15:53.440]  有時候我們怎樣去服侍神
[00:15:53.440 --> 00:15:56.040]  為神做事
[00:15:56.040 --> 00:15:58.280]  可能你會聽過
[00:15:58.280 --> 00:16:02.040]  投訴這些人
[00:16:02.040 --> 00:16:05.320]  怎麼可能得到神這麼多恩典
[00:16:05.320 --> 00:16:06.760]  又或者你聽過
[00:16:06.760 --> 00:16:08.360]  你們傳遞人就好了
[00:16:08.360 --> 00:16:10.480]  將來在天上住大屋
[00:16:10.480 --> 00:16:14.560]  我們這些小薯仔在天上掃街算了
[00:16:14.560 --> 00:16:15.760]  又或者祈禱的時候說
[00:16:15.760 --> 00:16:18.160]  神啊,祂這樣為你
[00:16:18.160 --> 00:16:20.080]  這樣幫助人
[00:16:20.080 --> 00:16:22.800]  求你親自報答祂
[00:16:22.800 --> 00:16:25.680]  有沒有這樣祈禱過?
[00:16:25.680 --> 00:16:28.960]  當我們過於計算的時候
[00:16:28.960 --> 00:16:35.920]  反映了我們很可能走回這個世界的舊路
[00:16:35.920 --> 00:16:40.760]  以為天國的寶藏是我們應得的
[00:16:40.760 --> 00:16:45.040]  可以靠我們做些什麼換回來
[00:16:45.040 --> 00:16:48.560]  而我們整天勞苦受熱
[00:16:48.560 --> 00:16:52.960]  是不是應該得到更多呢?
[00:16:52.960 --> 00:16:56.320]  以為自己有資格和上帝一起定
[00:16:56.320 --> 00:17:01.120]  什麼是天國裡的公平
[00:17:01.120 --> 00:17:05.000]  背後其實不是在說公平
[00:17:05.000 --> 00:17:07.880]  是在說我自己
[00:17:07.880 --> 00:17:10.680]  我覺得是怎樣
[00:17:10.680 --> 00:17:12.440]  對於我們很多人我們要承認
[00:17:12.440 --> 00:17:14.760]  我們有時候覺得不公平只是
[00:17:14.760 --> 00:17:17.760]  祂沒有優待我們
[00:17:17.760 --> 00:17:19.160]  當我們得到優待的時候
[00:17:19.160 --> 00:17:23.640]  我們沒有計算,這樣對其他人是不公平的
[00:17:23.640 --> 00:17:25.320]  你去試試去吃飯
[00:17:25.320 --> 00:17:28.720]  餐廳明明有優惠
[00:17:28.720 --> 00:17:30.640]  店主不給你
[00:17:30.640 --> 00:17:33.080]  你不吵到他暈
[00:17:33.080 --> 00:17:35.840]  他靜悄悄給你優惠,又可以
[00:17:35.840 --> 00:17:37.240]  是不是?
[00:17:37.240 --> 00:17:38.480]  是啊
[00:17:38.480 --> 00:17:39.960]  這一切的埋怨背後
[00:17:39.960 --> 00:17:43.480]  就是我們想自己多一點好處
[00:17:43.480 --> 00:17:45.400]  其他人有沒有不要緊
[00:17:45.400 --> 00:17:48.200]  但人家有,我沒有就不可以
[00:17:48.200 --> 00:17:51.640]  計算、以為
[00:17:51.640 --> 00:17:54.760]  以為自己會得到更多
[00:17:54.760 --> 00:17:58.240]  全部都是我們自己
[00:17:58.240 --> 00:18:02.440]  我們、我們
[00:18:02.440 --> 00:18:05.440]  頂姐妹
[00:18:05.440 --> 00:18:07.200]  我們不是第一批的人
[00:18:07.200 --> 00:18:09.560]  不是在前的
[00:18:09.560 --> 00:18:11.920]  我們是在後的
[00:18:11.920 --> 00:18:13.600]  二千多年後跟耶穌的人
[00:18:13.600 --> 00:18:15.680]  我們更加不要跌入這個
[00:18:15.680 --> 00:18:18.400]  走世界計算的舊路
