
[00:00:00.000 --> 00:00:03.500]  近來香港所發生的社會事件
[00:03:05.000 --> 00:03:11.000]  我相信每個人都有機會和別人有衝突
[00:03:11.000 --> 00:03:13.000]  大家有沒有試過
[00:03:13.000 --> 00:03:18.000]  一開始你記得和誰衝突多
[00:03:18.000 --> 00:03:23.000]  小時候和爸爸媽媽,或者和兄弟姊妹
[00:03:23.000 --> 00:03:25.000]  都有這樣的衝突
[00:03:25.000 --> 00:03:27.000]  在教會裏面有試過沒有呢
[00:03:27.000 --> 00:03:32.000]  教會裏面都會有衝突,大大小小都會有
[00:03:32.000 --> 00:03:36.000]  我不知道你對於衝突裏面有甚麼反應
[00:03:36.000 --> 00:03:39.000]  即是遇到有些人會得罪你,冒犯你
[00:03:39.000 --> 00:03:41.000]  你會怎樣反應呢
[00:03:41.000 --> 00:03:43.000]  已經有衝突開始了
[00:03:43.000 --> 00:03:45.000]  跟著你的反應是怎樣呢
[00:03:45.000 --> 00:03:48.000]  我覺得一般人,不一定講教會
[00:03:48.000 --> 00:03:52.000]  不同的情況裏面有幾種反應
[00:03:52.000 --> 00:03:56.000]  第一種就是可能大家都會繼續見面
[00:03:56.000 --> 00:04:00.000]  扮沒事,扮沒事,扮沒事
[00:04:00.000 --> 00:04:02.000]  但裏面就死忍了
[00:04:02.000 --> 00:04:06.000]  扮沒事,在別人面前仍然很開心
[00:04:06.000 --> 00:04:09.000]  但裏面就忍住了
[00:04:09.000 --> 00:04:13.000]  另一種情況就是避如遠之
[00:04:13.000 --> 00:04:16.000]  總之見到那個人我就掉頭走
[00:04:16.000 --> 00:04:18.000]  不想有衝突
[00:04:18.000 --> 00:04:22.000]  或者我見到他可能心裏不開心不舒服
[00:04:22.000 --> 00:04:25.000]  都不想表達出來,又不想被人見到
[00:04:25.000 --> 00:04:27.000]  或者不想和他繼續有衝突
[00:04:27.000 --> 00:04:31.000]  或者不想,你會想到可能他繼續會傷害我
[00:04:31.000 --> 00:04:33.000]  會避如遠之
[00:04:33.000 --> 00:04:37.000]  另一種就是報仇
[00:04:37.000 --> 00:04:41.000]  會報復,你到初一,我到十五
[00:04:41.000 --> 00:04:42.000]  衝突繼續下去
[00:04:42.000 --> 00:04:48.000]  衝突可能會講是非,講壞話
[00:04:48.000 --> 00:04:51.000]  在網絡裏面最喜歡公審
[00:04:51.000 --> 00:04:57.000]  寫出來怎樣怎樣的情況,或者唱通天
[00:04:57.000 --> 00:05:02.000]  另一種方法去還擊
[00:05:02.000 --> 00:05:04.000]  我盼望我們都不會這樣做
[00:05:04.000 --> 00:05:07.000]  不過可能我們都會選擇其中一些方法
[00:05:07.000 --> 00:05:11.000]  但今日我們看耶穌的教導
[00:05:11.000 --> 00:05:16.000]  若有你的弟兄得罪你,你就要去
[00:05:16.000 --> 00:05:19.000]  我強調的是你要去
[00:05:19.000 --> 00:05:26.000]  信徒之間,當然今日這個範圍是教會裏面
[00:05:26.000 --> 00:05:29.000]  因為這三節經文都是講信徒之間
[00:05:29.000 --> 00:05:32.000]  信徒群體在教會裏面
[00:05:32.000 --> 00:05:37.000]  信徒之間的衝突,教會是須要處理的
[00:05:37.000 --> 00:05:41.000]  當然現在不在教會的層面
[00:05:41.000 --> 00:05:43.000]  所以一會兒再講教會層面
[00:05:43.000 --> 00:05:50.000]  起碼你兩個信徒之間,自己都有需要去面對這件事
[00:05:50.000 --> 00:05:56.000]  面對是耶穌基督教的,十五節裏的步驟是怎樣做下去
[00:05:56.000 --> 00:06:00.000]  因為他本身開始講
[00:06:00.000 --> 00:06:02.000]  你的弟兄得罪你
[00:06:02.000 --> 00:06:05.000]  有個意思是弟兄犯了罪
[00:06:05.000 --> 00:06:08.000]  無論是得罪你,冒犯你都好
[00:06:08.000 --> 00:06:10.000]  或者是做一些不好的事情
[00:06:10.000 --> 00:06:11.000]  你覺得他不舒服
[00:06:11.000 --> 00:06:14.000]  你自己會覺得受到影響都好
[00:06:14.000 --> 00:06:17.000]  你都會體會到是會影響到你
[00:06:17.000 --> 00:06:19.000]  但我想講的是
[00:06:19.000 --> 00:06:22.000]  原來神去看一件事情
[00:06:22.000 --> 00:06:24.000]  大家有衝突
[00:06:24.000 --> 00:06:27.000]  有些不好的事情
[00:06:27.000 --> 00:06:31.000]  在中間發生,大家的關係破壞了的時候
[00:06:31.000 --> 00:06:34.000]  我們的主都看為很重要的事情
[00:06:34.000 --> 00:06:37.000]  剛才我們讀啟認經文
[00:06:37.000 --> 00:06:40.000]  主是需要我們合而為一
[00:06:40.000 --> 00:06:44.000]  好像天父和主耶穌基督一樣,合而為一
[00:06:44.000 --> 00:06:47.000]  很重視這個事情
[00:06:47.000 --> 00:06:51.000]  所以我們不可以忽略,都要去正視
[00:06:51.000 --> 00:06:53.000]  雖然覺得算了,我避開他
[00:06:53.000 --> 00:06:55.000]  我不理就算了
[00:06:55.000 --> 00:06:58.000]  但耶穌基督在這裏教導
[00:06:58.000 --> 00:07:00.000]  你要去
[00:07:00.000 --> 00:07:02.000]  這個命令寫在這裏
[00:07:02.000 --> 00:07:04.000]  你要去處理,你要去
[00:07:04.000 --> 00:07:06.000]  即使你好像被傷害那個
[00:07:06.000 --> 00:07:09.000]  即使你好像受到影響那個
[00:07:09.000 --> 00:07:12.000]  原來這樣都是在當時
[00:07:12.000 --> 00:07:15.000]  猶太人的背景文化裏面
[00:07:15.000 --> 00:07:18.000]  一種,特別猶太教裏面
[00:07:18.000 --> 00:07:21.000]  都是已經悠久的傳統
[00:07:21.000 --> 00:07:24.000]  他們都會去
[00:07:24.000 --> 00:07:28.000]  願意糾正弟兄姊妹裏面的行為
[00:07:28.000 --> 00:07:30.000]  都要去積極去做這件事情
[00:07:30.000 --> 00:07:32.000]  於是來到
[00:07:32.000 --> 00:07:34.000]  耶穌基督給教會的提醒
[00:07:34.000 --> 00:07:37.000]  在教會的權體的規則裏面
[00:07:37.000 --> 00:07:40.000]  繼續按照這種舊約
[00:07:40.000 --> 00:07:42.000]  或者猶太人這種的傳統
[00:07:42.000 --> 00:07:44.000]  就是每個人都有責任
[00:07:44.000 --> 00:07:46.000]  去注意他的弟兄姊妹
[00:07:46.000 --> 00:07:48.000]  是否在擾亂這個群體
[00:07:48.000 --> 00:07:50.000]  這個共同生活的行為
[00:07:50.000 --> 00:07:53.000]  都要去正視的
[00:07:53.000 --> 00:07:54.000]  都要去留意的
[00:07:54.000 --> 00:07:56.000]  所以你要去
[00:07:56.000 --> 00:07:58.000]  現在你開始受到影響了
[00:07:58.000 --> 00:08:00.000]  或者你個別,你自己受到
[00:08:00.000 --> 00:08:02.000]  是冒犯了,被人得罪了
[00:08:02.000 --> 00:08:04.000]  你要去處理
[00:08:04.000 --> 00:08:05.000]  然後怎樣呢
[00:08:05.000 --> 00:08:09.000]  他說:趁著只有你和他一起的時候
[00:08:09.000 --> 00:08:12.000]  指出他的錯例
[00:08:12.000 --> 00:08:15.000]  這當然是不容易的事
[00:08:15.000 --> 00:08:16.000]  因為有時衝突
[00:08:16.000 --> 00:08:18.000]  大家都不清不楚的事
[00:08:18.000 --> 00:08:21.000]  但是我指出一個錯例
[00:08:21.000 --> 00:08:23.000]  但原來指出一個錯例
[00:08:23.000 --> 00:08:27.000]  我們要有兩方面在經文後面看
[00:08:27.000 --> 00:08:30.000]  第一,我們是單獨的
[00:08:30.000 --> 00:08:32.000]  一起的,即是兩個人
[00:08:32.000 --> 00:08:35.000]  首先這件事是沒有人知道的
[00:08:35.000 --> 00:08:36.000]  只是兩人發生
[00:08:36.000 --> 00:08:40.000]  只不過是我們兩個之間的糾爭
[00:08:40.000 --> 00:08:42.000]  這些磨擦
[00:08:42.000 --> 00:08:44.000]  但是我覺得心裏面受到影響
[00:08:44.000 --> 00:08:47.000]  我願意能夠去態出來
[00:08:47.000 --> 00:08:50.000]  私下做一件事
[00:08:50.000 --> 00:08:52.000]  是彼此保護的
[00:08:52.000 --> 00:08:53.000]  私下做一件事
[00:08:53.000 --> 00:08:55.000]  然後指出他的錯例
[00:08:55.000 --> 00:08:57.000]  更加不是一種態度
[00:08:57.000 --> 00:08:59.000]  我是去審判對方
[00:08:59.000 --> 00:09:01.000]  指責對方的
[00:09:01.000 --> 00:09:04.000]  只不過是將這件事帶出來
[00:09:04.000 --> 00:09:06.000]  和他分享
[00:09:06.000 --> 00:09:08.000]  讓他看到你這樣做
[00:09:08.000 --> 00:09:10.000]  令到我受到傷害
[00:09:10.000 --> 00:09:13.000]  你這樣做令到我覺得不舒服
[00:09:13.000 --> 00:09:17.000]  你這樣做可能會影響整個群體
[00:09:17.000 --> 00:09:18.000]  帶出這件事
[00:09:18.000 --> 00:09:21.000]  所以我們不是一種審判的態度
[00:09:21.000 --> 00:09:23.000]  因為審判是在神那裏
[00:09:23.000 --> 00:09:25.000]  我們沒有資格做一個審判的人
[00:09:25.000 --> 00:09:28.000]  我們沒有資格去評定
[00:09:28.000 --> 00:09:31.000]  每一個人的情況是如何
[00:09:31.000 --> 00:09:32.000]  他的結局是如何
[00:09:32.000 --> 00:09:34.000]  我們沒有資格去做這件事
[00:09:34.000 --> 00:09:36.000]  所以這裏提及到的時候
[00:09:36.000 --> 00:09:39.000]  只不過是說到一個
[00:09:39.000 --> 00:09:41.000]  雙方面來說
[00:09:41.000 --> 00:09:43.000]  其實要提到
[00:09:43.000 --> 00:09:46.000]  其實雙方面都要顧及
[00:09:46.000 --> 00:09:49.000]  顧及無論是被控訴那方面
[00:09:49.000 --> 00:09:50.000]  或者控訴的人
[00:09:50.000 --> 00:09:52.000]  因為大家都不好受
[00:09:52.000 --> 00:09:53.000]  都是要顧及到
[00:09:53.000 --> 00:10:00.000]  最終目的是希望能夠解決糾紛
[00:10:00.000 --> 00:10:02.000]  解決衝突
[00:10:02.000 --> 00:10:08.000]  在兩人中間將這些衝突分開
[00:10:08.000 --> 00:10:14.000]  所以當私下和在一起的時候
[00:10:14.000 --> 00:10:17.000]  那種態度是一種誠懇
[00:10:17.000 --> 00:10:20.000]  是一種將自己的感受
[00:10:20.000 --> 00:10:23.000]  特別講到對方去做的一些事
[00:10:23.000 --> 00:10:26.000]  令到我覺得受到傷害
[00:10:26.000 --> 00:10:29.000]  令我覺得好像受到侮辱
[00:10:29.000 --> 00:10:32.000]  你能夠對方坦白坦誠地講出來
[00:10:32.000 --> 00:10:35.000]  你的行為對我有甚麼影響
[00:10:35.000 --> 00:10:37.000]  講出你的一種感受
[00:10:37.000 --> 00:10:41.000]  一種感受能夠去讓對方知道
[00:10:41.000 --> 00:10:43.000]  希望能夠動之以情
[00:10:43.000 --> 00:10:45.000]  都能夠讓他體會到
[00:10:45.000 --> 00:10:47.000]  他這樣的做法
[00:10:47.000 --> 00:10:50.000]  就會傷害到大家的感情
[00:10:50.000 --> 00:10:52.000]  接著耶穌基督說
[00:10:52.000 --> 00:10:54.000]  假如他聽了你的勸告
[00:10:54.000 --> 00:10:57.000]  你便贏得你的弟兄
[00:10:57.000 --> 00:10:59.000]  原本那個字就是說
[00:10:59.000 --> 00:11:01.000]  他就聽到你
[00:11:01.000 --> 00:11:02.000]  如果他聽到你
[00:11:02.000 --> 00:11:05.000]  你就贏得他的弟兄
[00:11:05.000 --> 00:11:07.000]  即是大家的關係恢復
[00:11:07.000 --> 00:11:09.000]  這個聽是很重要的
[00:11:09.000 --> 00:11:11.000]  他說聽到的是甚麼呢
[00:11:11.000 --> 00:11:13.000]  你期望對方聽到甚麼呢
[00:11:13.000 --> 00:11:15.000]  當然對方不會期望聽到
[00:11:15.000 --> 00:11:17.000]  只是你的指責
[00:11:17.000 --> 00:11:19.000]  只是一面之詞
[00:11:19.000 --> 00:11:23.000]  一直講你自己的理據
[00:11:23.000 --> 00:11:27.000]  但應該是聽到你的感受
[00:11:27.000 --> 00:11:30.000]  聽到你自己內心的感覺
[00:11:30.000 --> 00:11:32.000]  聽到你自己的誠懇
[00:11:32.000 --> 00:11:36.000]  甚至聽到你自己對對方這樣做
[00:11:36.000 --> 00:11:38.000]  都會擔心他
[00:11:38.000 --> 00:11:45.000]  你會有些焦慮、焦急為他處事的方法
[00:11:45.000 --> 00:11:48.000]  這樣能夠提醒
[00:11:48.000 --> 00:11:50.000]  以致這種彼此聆聽的聲音
[00:11:50.000 --> 00:11:54.000]  彼此的意見可以得到交流接納的時候
[00:11:54.000 --> 00:11:58.000]  大家就再一次能夠彼此建立關係
[00:11:58.000 --> 00:12:02.000]  就一個新的再一次合一出來
[00:12:02.000 --> 00:12:05.000]  所以針對兩個人之間的衝突
[00:12:05.000 --> 00:12:09.000]  我們應該面對面對談
[00:12:09.000 --> 00:12:11.000]  將衝突拿開
[00:12:11.000 --> 00:12:15.000]  以致我們再次跟你建立一個美好的關係
[00:12:15.000 --> 00:12:17.000]  你就贏得了一個弟兄
[00:12:17.000 --> 00:12:18.000]  所謂贏得一個弟兄
[00:12:18.000 --> 00:12:22.000]  意思是這個弟兄會繼續在一個群體裏面
[00:12:22.000 --> 00:12:24.000]  因為如果知道這個事情
[00:12:24.000 --> 00:12:25.000]  繼續發酵下去
[00:12:25.000 --> 00:12:27.000]  繼續有問題出現的時候
[00:12:27.000 --> 00:12:29.000]  會影響整個群體
[00:12:29.000 --> 00:12:31.000]  一直會影響下去
[00:12:31.000 --> 00:12:36.000]  反而這個弟兄會向你建立
[00:12:36.000 --> 00:12:38.000]  保持一個美好的關係
[00:12:38.000 --> 00:12:41.000]  亦等於他跟這個關係的團契
[00:12:41.000 --> 00:12:43.000]  這個群體、這個教會
[00:12:43.000 --> 00:12:50.000]  是能夠繼續保持信徒相通的生命在裏面
[00:12:50.000 --> 00:12:53.000]  所以當然我們今天很盼望
[00:12:53.000 --> 00:12:56.000]  當我們會遇到這些事情的時候
[00:12:56.000 --> 00:12:58.000]  有勇氣去處理
[00:12:58.000 --> 00:13:00.000]  有勇氣去解決
[00:13:00.000 --> 00:13:05.000]  話說美國前總統林肯總統
[00:13:05.000 --> 00:13:07.000]  曾經遇到這樣的事情
[00:13:07.000 --> 00:13:13.000]  他有一位跟他處事作風自然不同的將領
[00:13:13.000 --> 00:13:17.000]  在他的屬下裏面
[00:13:17.000 --> 00:13:21.000]  但是這個將領很多時候
[00:13:21.000 --> 00:13:30.000]  都是對林肯總統說一些不好的說話在他背後
[00:13:30.000 --> 00:13:34.000]  竟然公開在背後這樣去取笑林肯總統
[00:13:34.000 --> 00:13:37.000]  一次跟一些同袍這樣說
[00:13:37.000 --> 00:13:41.000]  他說你們看看有沒有見過非洲的大猩猩
[00:13:41.000 --> 00:13:43.000]  如果你們沒有見過
[00:13:43.000 --> 00:13:46.000]  你就去白宮看看就知道了
[00:13:46.000 --> 00:13:48.000]  你就看一下林肯總統
[00:13:48.000 --> 00:13:50.000]  他就很像樣的了
[00:13:50.000 --> 00:13:52.000]  如果你被人這樣說
[00:13:52.000 --> 00:13:53.000]  人家心裏面會怎樣
[00:13:53.000 --> 00:13:55.000]  現在就不可以這樣出口了
[00:13:55.000 --> 00:13:58.000]  這是一種歧視
[00:13:58.000 --> 00:14:02.000]  但是當時林肯總統沒有這件事情
[00:14:02.000 --> 00:14:04.000]  當然心裏面我相信不會不高興
[00:14:04.000 --> 00:14:07.000]  但是不會想著剛才所說報復的情況
[00:14:07.000 --> 00:14:08.000]  我是上司
[00:14:08.000 --> 00:14:11.000]  我可以用我的權力壓制你
[00:14:11.000 --> 00:14:12.000]  他沒有這樣做
[00:14:12.000 --> 00:14:17.000]  然後很誠懇去繼續對待這個將領
[00:14:17.000 --> 00:14:19.000]  他知道這個將領是做得事情的
[00:14:19.000 --> 00:14:23.000]  是能夠繼續去支持他所做的事情
[00:14:23.000 --> 00:14:25.000]  但同時間他個人裏面
[00:14:25.000 --> 00:14:28.000]  都是會很誠懇地對待他
[00:14:28.000 --> 00:14:32.000]  就好像聖經裏面的教導
[00:14:32.000 --> 00:14:34.000]  他跟他單獨的交談
[00:14:34.000 --> 00:14:36.000]  彼此說出的感受
[00:14:36.000 --> 00:14:43.000]  後來這兩位性格或者處事作風這麼大
[00:14:43.000 --> 00:14:45.000]  差異的政治人物
[00:14:45.000 --> 00:14:47.000]  不單止是冰釋前嫌
[00:14:47.000 --> 00:14:51.000]  後來在美國的國事處裏面
[00:14:51.000 --> 00:14:53.000]  常常合作無間
[00:14:53.000 --> 00:14:55.000]  取長補短
[00:14:55.000 --> 00:14:56.000]  相得益彰
[00:14:56.000 --> 00:14:59.000]  對國家很有幫助
[00:14:59.000 --> 00:15:01.000]  到1865年
[00:15:01.000 --> 00:15:06.000]  林肯總統就在一個戲院裏面被人暗殺
[00:15:06.000 --> 00:15:07.000]  身亡
[00:15:07.000 --> 00:15:09.000]  而他的同僚裏面
[00:15:09.000 --> 00:15:13.000]  很多人都是很傷心痛哭
[00:15:13.000 --> 00:15:15.000]  而痛哭得最傷心
[00:15:15.000 --> 00:15:17.000]  就是剛才所說
[00:15:17.000 --> 00:15:19.000]  華爾大星星的那個將領
[00:15:19.000 --> 00:15:25.000]  所以看到他們後來成為了一個好朋友
[00:15:25.000 --> 00:15:27.000]  彼此的支持
[00:15:27.000 --> 00:15:30.000]  所以有時我們會體會
[00:15:30.000 --> 00:15:32.000]  真的贏回一個朋友
[00:15:32.000 --> 00:15:33.000]  一個弟兄
[00:15:33.000 --> 00:15:35.000]  是多麼重要的事情
[00:15:35.000 --> 00:15:40.000]  力量是可以更加彼此的加強
[00:15:40.000 --> 00:15:42.000]  同樣教會裏面都是
[00:15:42.000 --> 00:15:44.000]  如果我們一個一個弟兄輸了他
[00:15:44.000 --> 00:15:46.000]  我們的力量就很弱
[00:15:46.000 --> 00:15:49.000]  我們教會的見證力量就很弱
[00:15:49.000 --> 00:15:51.000]  我們能夠挽回回來
[00:15:51.000 --> 00:15:53.000]  贏回來的時候
[00:15:53.000 --> 00:15:55.000]  就是我們一個強壯的教會
[00:15:55.000 --> 00:15:59.000]  我盼望耶穌基督的教導幫助我們
[00:15:59.000 --> 00:16:01.000]  今天如果你
[00:16:01.000 --> 00:16:03.000]  先說教會裏面
[00:16:03.000 --> 00:16:05.000]  有頂姐妹在團體裏面
[00:16:05.000 --> 00:16:07.000]  或者是你自己身邊的頂姐妹
[00:16:07.000 --> 00:16:09.000]  有少少的嫌隙
[00:16:09.000 --> 00:16:11.000]  有些問題
[00:16:11.000 --> 00:16:15.000]  能夠勇氣的用耶穌基督的方法
[00:16:15.000 --> 00:16:19.000]  教導我們能夠去主動的
[00:16:19.000 --> 00:16:21.000]  能夠兩個人坐在一起
[00:16:21.000 --> 00:16:24.000]  去解決我們中間的衝突
[00:16:24.000 --> 00:16:27.000]  但是事情不是那麼容易解決
[00:16:27.000 --> 00:16:30.000]  就算坐在一起都未必解決到
[00:16:30.000 --> 00:16:33.000]  所以有十六節裏面的經文
[00:16:33.000 --> 00:16:34.000]  繼續提醒
[00:16:34.000 --> 00:16:36.000]  他說他若不聽
[00:16:36.000 --> 00:16:39.000]  你就另外帶一個或者兩個人去
[00:16:39.000 --> 00:16:42.000]  因為任何指控都要憑著
[00:16:42.000 --> 00:16:44.000]  兩個或者三個證人的口述
[00:16:44.000 --> 00:16:46.000]  才能夠成立
[00:16:46.000 --> 00:16:47.000]  這裏就說
[00:16:47.000 --> 00:16:49.000]  邀請見證人去參與
[00:16:49.000 --> 00:16:53.000]  這裏仍然是兩人的事情
[00:16:53.000 --> 00:16:57.000]  仍然是受到冒犯的弟兄
[00:16:57.000 --> 00:16:59.000]  當然是弟兄姐妹
[00:16:59.000 --> 00:17:01.000]  這個信徒
[00:17:01.000 --> 00:17:03.000]  他繼續可以做的事情
[00:17:03.000 --> 00:17:06.000]  仍然是私下繼續可以去做
[00:17:06.000 --> 00:17:10.000]  就說要帶一個或者兩個人去
[00:17:10.000 --> 00:17:13.000]  因為當一個私下去說
[00:17:13.000 --> 00:17:17.000]  還是不願意聽
[00:17:17.000 --> 00:17:20.000]  不願意去和解
[00:17:20.000 --> 00:17:24.000]  或者是去指出自己的問題
[00:17:24.000 --> 00:17:26.000]  不願意接納的話
[00:17:26.000 --> 00:17:28.000]  就應該多帶一兩個人去
[00:17:28.000 --> 00:17:32.000]  重新嘗試和這位信徒
[00:17:32.000 --> 00:17:34.000]  開啟再一次的對談
[00:17:34.000 --> 00:17:37.000]  一樣其實耶穌會引用
[00:17:37.000 --> 00:17:40.000]  當時舊約生命記裏面所提及的
[00:17:40.000 --> 00:17:42.000]  生命記十九章十五節裏面說過
[00:17:42.000 --> 00:17:46.000]  至少有兩個人以上的證人
[00:17:46.000 --> 00:17:49.000]  才可以定人的罪
[00:17:49.000 --> 00:17:52.000]  這個說話其實有利於被告
[00:17:52.000 --> 00:17:58.000]  就是說被控訴的人
[00:17:58.000 --> 00:18:01.000]  他的聲音是應該讓更多人聽到
[00:18:01.000 --> 00:18:04.000]  不是剛剛當事人
[00:18:04.000 --> 00:18:06.000]  可能是給多一兩個人
[00:18:06.000 --> 00:18:07.000]  這個叫見證人
[00:18:07.000 --> 00:18:08.000]  聽到知道
[00:18:08.000 --> 00:18:11.000]  因為這兩個人可能有客觀的態度
[00:18:11.000 --> 00:18:13.000]  去聽他所說的情況
[00:18:13.000 --> 00:18:15.000]  甚至可能這兩個人
[00:18:15.000 --> 00:18:19.000]  他們被自認為受害者
[00:18:19.000 --> 00:18:24.000]  更加理解到被控訴的人
[00:18:24.000 --> 00:18:29.000]  因為他會從一個客觀去理解
[00:18:29.000 --> 00:18:31.000]  所以這個也是聖經裏面
[00:18:31.000 --> 00:18:34.000]  一個很好的教導
[00:18:34.000 --> 00:18:38.000]  這兩方的衝突
[00:18:38.000 --> 00:18:41.000]  未能夠自己解決的時候
[00:18:41.000 --> 00:18:43.000]  能夠多邀請一兩個人
[00:18:43.000 --> 00:18:46.000]  能夠去傾談對談
[00:18:46.000 --> 00:18:49.000]  實在是一個很好的方法
[00:18:49.000 --> 00:18:52.000]  不過要留意的地方就是說
[00:18:52.000 --> 00:18:54.000]  你不是找一兩個人
[00:18:54.000 --> 00:19:00.000]  一起去施壓對方
[00:19:00.000 --> 00:19:02.000]  而且那兩個見證人
[00:19:02.000 --> 00:19:06.000]  能夠很客觀的去聽和了解
[00:19:06.000 --> 00:19:10.000]  不能夠一開始就讓人感覺到
[00:19:10.000 --> 00:19:13.000]  對方一定是最錯的那個
[00:19:13.000 --> 00:19:16.000]  而是提醒大家去理解多一點
[00:19:16.000 --> 00:19:21.000]  總之目的是能夠繼續去溝通
[00:19:21.000 --> 00:19:23.000]  繼續去商談
[00:19:23.000 --> 00:19:26.000]  因為如果溝通的渠道沒有了
[00:19:26.000 --> 00:19:29.000]  這個衝突解決不了
[00:19:29.000 --> 00:19:31.000]  見了就放在那裏
[00:19:31.000 --> 00:19:35.000]  見了就一直形成了很多問題
[00:19:35.000 --> 00:19:36.000]  聖經裏面說
[00:19:36.000 --> 00:19:39.000]  如果心裏面繼續有這些憤恨
[00:19:39.000 --> 00:19:41.000]  就形成毒根
[00:19:41.000 --> 00:19:43.000]  毒根在人裏面
[00:19:43.000 --> 00:19:44.000]  在誰人裏面也好
[00:19:44.000 --> 00:19:45.000]  在受害者裏面也好
[00:19:45.000 --> 00:19:47.000]  在對方裏面也好
[00:19:47.000 --> 00:19:48.000]  都不是一件好的事情
[00:19:48.000 --> 00:19:51.000]  因為毒根出現在心裏面
[00:19:51.000 --> 00:19:54.000]  流露出來的都是很多的苦毒
[00:19:54.000 --> 00:19:57.000]  然後見證人
[00:19:57.000 --> 00:20:00.000]  也不是要將被控訴的人
[00:20:00.000 --> 00:20:02.000]  逼到死角裏面
[00:20:02.000 --> 00:20:05.000]  是一個很公平的去對待他
[00:20:05.000 --> 00:20:08.000]  大家用一種眼光去理解
[00:20:08.000 --> 00:20:11.000]  希望大家溝通明白
[00:20:11.000 --> 00:20:14.000]  盡量能夠將這個紛爭
[00:20:14.000 --> 00:20:17.000]  在兩個人中間消除了
[00:20:17.000 --> 00:20:20.000]  所以仍然是一個小的團體裏面
[00:20:20.000 --> 00:20:21.000]  去進行這件事情
[00:20:21.000 --> 00:20:22.000]  三、四個人
[00:20:22.000 --> 00:20:24.000]  或者兩、三個人裏面
[00:20:24.000 --> 00:20:27.000]  仍然是在保護各方
[00:20:27.000 --> 00:20:32.000]  以免對方不容易
[00:20:32.000 --> 00:20:34.000]  能夠去承認自己的問題
[00:20:34.000 --> 00:20:37.000]  或者遠離自己做錯了的事
