
[00:00:00.000 --> 00:00:06.000]  今天講到的題目是屬靈眼睛
[00:05:11.000 --> 00:05:13.000]  按幾個按鈕就可以飛出去
[00:05:13.000 --> 00:05:18.000]  就是空氣中有很多電磁波來幫助你
[00:05:18.000 --> 00:05:24.000]  為什麼開個收音機會收到有人說話 明明周圍沒有人說話
[00:05:24.000 --> 00:05:29.000]  收音機按幾下就有人說話
[00:05:29.000 --> 00:05:33.000]  因為是靠這些電磁波來工作
[00:05:33.000 --> 00:05:37.000]  原來這些電磁波你看不看到 我們都知道看不到
[00:05:37.000 --> 00:05:41.000]  我問你它存不存在 你都知道存在
[00:05:41.000 --> 00:05:44.000]  所以我們看到的很少 看不到的很多
[00:05:44.000 --> 00:05:50.000]  這算是特別說我們看到的 是電磁波的頻譜這麼闊
[00:05:50.000 --> 00:05:57.000]  只是中間紅圈這裡 叫做我們眼睛可見的一小部分
[00:05:57.000 --> 00:06:02.000]  你看到的東西其實都是一些電磁波飛進你的眼睛
[00:06:02.000 --> 00:06:06.000]  我們眼睛是神創造給我們去感受這些電磁波
[00:06:06.000 --> 00:06:10.000]  作出一個反應 告訴腦子前面有什麼
[00:06:10.000 --> 00:06:14.000]  是電磁波的作用 如果沒有電磁波我們看不到東西
[00:06:14.000 --> 00:06:18.000]  不過我們看到的範圍 原來一個電磁波頻譜這麼闊
[00:06:18.000 --> 00:06:22.000]  只是中間一小部分你看到 你看不到它有什麼
[00:06:22.000 --> 00:06:27.000]  剛才說那些收音機的電波 原來在這裡
[00:06:27.000 --> 00:06:35.000]  還有一些微波爐的微波 原來都是電磁波
[00:06:35.000 --> 00:06:38.000]  在這裡 你看不看得到 你看不到
[00:06:38.000 --> 00:06:42.000]  你按的時候 哎呀 東西會熱 你看不到為什麼
[00:06:42.000 --> 00:06:46.000]  原來電磁波在工作 你看不到 但實在存在
[00:06:46.000 --> 00:06:50.000]  這個紅外線 我們紅外線經常有
[00:06:50.000 --> 00:06:54.000]  現在調校冷氣大小 紅外線按一下就可以
[00:06:54.000 --> 00:06:58.000]  在家裡的電視轉台 按一下又可以轉台
[00:06:58.000 --> 00:07:02.000]  不用走過去按 紅外線你看不到的
[00:07:02.000 --> 00:07:08.000]  不過它存在 另外高過我們肉眼的頻率
[00:07:08.000 --> 00:07:14.000]  有紫外光 有X光 有伽瑪射線
[00:07:14.000 --> 00:07:17.000]  這個範圍很闊 你看到
[00:07:17.000 --> 00:07:22.000]  是按照頻率的數字 或者波長的數字來編排
[00:07:22.000 --> 00:07:27.000]  我們肉眼能夠看到的只是一小部分
[00:07:27.000 --> 00:07:32.000]  我們看到的很少 我們看不到的很多
[00:07:32.000 --> 00:07:34.000]  這個我們可以理解
[00:07:34.000 --> 00:07:38.000]  屬細物質的事都是這樣 都已經是這樣
[00:07:38.000 --> 00:07:46.000]  一方神的角度所要給我們得到的屬靈上的事
[00:07:46.000 --> 00:07:52.000]  豈不更大更闊 我們能夠窺探到其中一點點
[00:07:52.000 --> 00:07:58.000]  已經不得了 神在聖經裡透過他的說話
[00:07:58.000 --> 00:08:03.000]  透過歷史發生的事情 告訴我們屬靈的事情
[00:08:03.000 --> 00:08:08.000]  應該要怎樣 我們就透過這些記載去明白神
[00:08:08.000 --> 00:08:13.000]  原來神的心意是這樣 原來神喜歡的東西是這樣
[00:08:13.000 --> 00:08:16.000]  我們就明白了 透過這樣就明白
[00:08:16.000 --> 00:08:18.000]  而去明白這些的時候
[00:08:18.000 --> 00:08:22.000]  很多時候和這個世界相反的背道而馳
[00:08:22.000 --> 00:08:25.000]  所以為什麼我們今年的連題說要超越世界
[00:08:25.000 --> 00:08:30.000]  就是我們屬靈的事物比世界更大 更高超 更有價值
[00:08:30.000 --> 00:08:34.000]  是超越這個世界 只顧著這個世界上的事情
[00:08:34.000 --> 00:08:40.000]  太膚淺 太簡單 不是最重要
[00:08:40.000 --> 00:08:44.000]  我們再看下去 用一個耶穌的事蹟
[00:08:44.000 --> 00:08:48.000]  去看一看有關這方面的啟示
[00:08:48.000 --> 00:08:52.000]  是很出名的在約翰福音
[00:08:52.000 --> 00:08:58.000]  我們首先看第一段是八章十二節至十八節
[00:08:58.000 --> 00:09:03.000]  請看一看經文 我讀一讀
[00:09:03.000 --> 00:09:07.000]  約翰福音八章十二節至十八節
[00:09:07.000 --> 00:09:11.000]  是記載耶穌有對眾人說 耶穌和人說
[00:09:11.000 --> 00:09:14.000]  那句話說 我是世界的光
[00:09:14.000 --> 00:09:18.000]  跟從我的 就不再黑暗裡走
[00:09:18.000 --> 00:09:21.000]  必要得著生命的光
[00:09:21.000 --> 00:09:24.000]  說完這句話之後 法律賽人對他說
[00:09:24.000 --> 00:09:27.000]  你是為自己作見證 你的見證不真的
[00:09:27.000 --> 00:09:30.000]  作見證的意思是他講述一些東西出來
[00:09:30.000 --> 00:09:34.000]  說是真實的 那個用詞叫作見證
[00:09:34.000 --> 00:09:36.000]  就是說 耶穌你說的東西是不真的
[00:09:36.000 --> 00:09:40.000]  耶穌說 我雖然為自己作見證
[00:09:40.000 --> 00:09:42.000]  我的見證還是真的
[00:09:42.000 --> 00:09:45.000]  因為我知道我從哪裡來往哪裡去
[00:09:45.000 --> 00:09:48.000]  你們卻不知道我從哪裡來往哪裡去
[00:09:48.000 --> 00:09:52.000]  你們是以外貌判斷人 我卻不判斷人
[00:09:52.000 --> 00:09:54.000]  就是判斷人 我的判斷也是真的
[00:09:54.000 --> 00:09:58.000]  因為不是我獨自在這裡
[00:09:58.000 --> 00:10:03.000]  還有差我來的父與我同在
[00:10:03.000 --> 00:10:08.000]  你們律法上有記載 說兩個人的見證是真的
[00:10:08.000 --> 00:10:10.000]  法律賽人說你說的東西是不真的
[00:10:10.000 --> 00:10:12.000]  耶穌就跟他說 我說的東西是真的
[00:10:12.000 --> 00:10:15.000]  因為根據你們的律法說
[00:10:15.000 --> 00:10:16.000]  一個人說的東西是不真的
[00:10:16.000 --> 00:10:18.000]  兩個人說的東西是真的
[00:10:18.000 --> 00:10:19.000]  這樣的意思
[00:10:19.000 --> 00:10:23.000]  那耶穌就說 現在不只是我自己在這裡
[00:10:23.000 --> 00:10:25.000]  我的父與我同在
[00:10:25.000 --> 00:10:27.000]  那就兩個人
[00:10:27.000 --> 00:10:30.000]  所以我現在口中說出來的東西是真的
[00:10:30.000 --> 00:10:32.000]  那你又無法反駁耶穌
[00:10:32.000 --> 00:10:34.000]  律法也是這樣說
[00:10:34.000 --> 00:10:36.000]  兩個人在這裡就是真的
[00:10:36.000 --> 00:10:38.000]  那現在他與父一起就是真的
[00:10:38.000 --> 00:10:41.000]  這個道理 法律賽人明不明白呢?
[00:10:41.000 --> 00:10:42.000]  接不接受呢?
[00:10:42.000 --> 00:10:45.000]  我們慢慢看下去
[00:10:45.000 --> 00:10:47.000]  慢慢看下去的時候
[00:10:47.000 --> 00:10:52.000]  下一章
[00:10:52.000 --> 00:10:55.000]  我們一路看下去
[00:10:55.000 --> 00:10:57.000]  這段說話之後
[00:10:57.000 --> 00:11:00.000]  就記載了耶穌與這些法律賽人的對話
[00:11:00.000 --> 00:11:04.000]  這些法律賽人聽完耶穌這樣說之後
[00:11:04.000 --> 00:11:06.000]  他們都仍然不接受
[00:11:06.000 --> 00:11:08.000]  他們仍然覺得
[00:11:08.000 --> 00:11:11.000]  耶穌你說的東西不可信
[00:11:11.000 --> 00:11:14.000]  你說的東西我們不肯聽
[00:11:14.000 --> 00:11:17.000]  那耶穌一路講解的時候
[00:11:17.000 --> 00:11:21.000]  順著剛才那十八節十九節的經文
[00:11:21.000 --> 00:11:23.000]  如果大家看看自己的聖經
[00:11:23.000 --> 00:11:24.000]  可以看到
[00:11:24.000 --> 00:11:26.000]  我就抽這個重要的節出來講一講
[00:11:26.000 --> 00:11:28.000]  到了三十七節
[00:11:28.000 --> 00:11:30.000]  耶穌就說
[00:11:30.000 --> 00:11:33.000]  我知道你們是阿伯拉罕的子孫
[00:11:33.000 --> 00:11:36.000]  你們卻想要殺我
[00:11:36.000 --> 00:11:39.000]  哇 他們聽完耶穌說的東西之後
[00:11:39.000 --> 00:11:41.000]  覺得不肯聽
[00:11:41.000 --> 00:11:43.000]  心裡起了殺機
[00:11:43.000 --> 00:11:45.000]  想殺耶穌 耶穌知道
[00:11:45.000 --> 00:11:47.000]  祂說你們想要殺我
[00:11:47.000 --> 00:11:48.000]  為什麼呢?
[00:11:48.000 --> 00:11:51.000]  因為你們心裡容不下我的道
[00:11:51.000 --> 00:11:53.000]  耶穌講出來的道
[00:11:53.000 --> 00:11:55.000]  他們心裡容不下
[00:11:55.000 --> 00:11:57.000]  容不下的意思就是不肯接受
[00:11:57.000 --> 00:11:59.000]  不肯放在心裡
[00:11:59.000 --> 00:12:01.000]  甚至說暫時還沒接受
[00:12:01.000 --> 00:12:04.000]  放在心裡慢慢咀嚼一下 想一下都不行
[00:12:04.000 --> 00:12:05.000]  即時已經拒絕
[00:12:05.000 --> 00:12:08.000]  覺得這個不合聽 是不可信
[00:12:08.000 --> 00:12:09.000]  拒絕
[00:12:09.000 --> 00:12:13.000]  耶穌說你們心裡容不下我的道
[00:12:13.000 --> 00:12:16.000]  原來人聽到耶穌講的道
[00:12:16.000 --> 00:12:18.000]  心裡不肯接受
[00:12:18.000 --> 00:12:21.000]  不肯放在心裡慢慢思考
[00:12:21.000 --> 00:12:23.000]  容不下就很危險
[00:12:23.000 --> 00:12:25.000]  這些法利賽人就是
[00:12:25.000 --> 00:12:28.000]  容不下主的道去到一個地步
[00:12:28.000 --> 00:12:31.000]  生出一個殺機想要除滅耶穌
[00:12:31.000 --> 00:12:34.000]  覺得耶穌所講的東西不合聽
[00:12:34.000 --> 00:12:38.000]  不合乎他們自己的看法或者標準
[00:12:38.000 --> 00:12:40.000]  就動了這個殺機
[00:12:40.000 --> 00:12:42.000]  接著再講下去的時候
[00:12:42.000 --> 00:12:44.000]  耶穌就有一句很經典的說話
[00:12:44.000 --> 00:12:46.000]  去到45節說
[00:12:46.000 --> 00:12:48.000]  我將真理告訴你們
[00:12:48.000 --> 00:12:50.000]  你們就因此不信我
[00:12:50.000 --> 00:12:52.000]  很有趣
[00:12:52.000 --> 00:12:53.000]  為什麼呢?
[00:12:53.000 --> 00:12:56.000]  耶穌告訴他們真實的東西是真理
[00:12:56.000 --> 00:12:58.000]  在神的面前的東西
[00:12:58.000 --> 00:13:01.000]  就是按這樣的原則去發生
[00:13:01.000 --> 00:13:03.000]  按這樣的原則去進展
[00:13:03.000 --> 00:13:07.000]  耶穌告訴他們真正的道理
[00:13:07.000 --> 00:13:08.000]  這些真理
[00:13:08.000 --> 00:13:10.000]  他們反而不信他
[00:13:10.000 --> 00:13:14.000]  所以不信的人罪已經定了
[00:13:14.000 --> 00:13:17.000]  剛才敬拜讀那一節的經文很重要
[00:13:17.000 --> 00:13:18.000]  有些人說
[00:13:18.000 --> 00:13:20.000]  為什麼你要定我的罪呢?
[00:13:20.000 --> 00:13:22.000]  我不信你而已
[00:13:22.000 --> 00:13:24.000]  我不信你就要定我的罪嗎?
[00:13:24.000 --> 00:13:26.000]  覺得很沒理由
[00:13:26.000 --> 00:13:27.000]  但是在神來講
[00:13:27.000 --> 00:13:30.000]  這已經是足足證明你的罪
[00:13:30.000 --> 00:13:33.000]  因為神講的東西你不信
[00:13:33.000 --> 00:13:35.000]  你明白嗎?
[00:13:35.000 --> 00:13:37.000]  神講出來的一些東西
[00:13:37.000 --> 00:13:40.000]  是這樣的,你不信就不接受
[00:13:40.000 --> 00:13:42.000]  這樣就已經是不信神
[00:13:42.000 --> 00:13:45.000]  不信神就已經是一個罪
[00:13:45.000 --> 00:13:47.000]  不需要你再犯其他罪
[00:13:47.000 --> 00:13:49.000]  不信本身就是一個罪
[00:13:49.000 --> 00:13:51.000]  這一群法利賽人
[00:13:51.000 --> 00:13:55.000]  就是耶穌將真理告訴他們
[00:13:55.000 --> 00:14:00.000]  反而他們就因為耶穌講的真理而不信
[00:14:00.000 --> 00:14:06.000]  所以是一個非常危險的情況
[00:14:06.000 --> 00:14:07.000]  繼續講下去的時候
[00:14:07.000 --> 00:14:09.000]  到了47節
[00:14:09.000 --> 00:14:10.000]  耶穌又說
[00:14:10.000 --> 00:14:13.000]  「出於神的必定會聽神的話
[00:14:13.000 --> 00:14:15.000]  你們不聽
[00:14:15.000 --> 00:14:17.000]  因為你們不是出於神」
[00:14:17.000 --> 00:14:20.000]  這句又是很經典
[00:14:20.000 --> 00:14:21.000]  意思是
[00:14:21.000 --> 00:14:22.000]  你是屬乎神
[00:14:22.000 --> 00:14:24.000]  你是出於神
[00:14:24.000 --> 00:14:26.000]  你就一定會聽
[00:14:26.000 --> 00:14:29.000]  一定會聽神的話
[00:14:29.000 --> 00:14:30.000]  你們不聽
[00:14:30.000 --> 00:14:33.000]  從這個結果就可以看出
[00:14:33.000 --> 00:14:37.000]  這個原因是因為你們不是出於神
[00:14:37.000 --> 00:14:39.000]  所以不聽
[00:14:39.000 --> 00:14:41.000]  這個對我們來說是很大的提醒
[00:14:41.000 --> 00:14:43.000]  我們對聖經的真理
[00:14:43.000 --> 00:14:47.000]  我們用一個什麼樣的態度去接受呢?
[00:14:47.000 --> 00:14:49.000]  是不是好像法利賽人那樣
[00:14:49.000 --> 00:14:54.000]  聽起來不合我一貫的想法
[00:14:54.000 --> 00:14:57.000]  我就不信了
[00:14:57.000 --> 00:14:58.000]  如果是這樣的話
[00:14:58.000 --> 00:15:00.000]  這個並不是出於神
[00:15:00.000 --> 00:15:02.000]  我們要小心
[00:15:02.000 --> 00:15:03.000]  到了59節
[00:15:03.000 --> 00:15:06.000]  更加發展到高峰了
[00:15:06.000 --> 00:15:09.000]  他們想拿石頭打耶穌
[00:15:09.000 --> 00:15:13.000]  剛才說想要殺他也只是想一下
[00:15:13.000 --> 00:15:14.000]  現在到了這個地步
[00:15:14.000 --> 00:15:18.000]  就已經要去採取行動
[00:15:18.000 --> 00:15:19.000]  這裡很有趣
[00:15:19.000 --> 00:15:23.000]  耶穌第一次出現
[00:15:23.000 --> 00:15:25.000]  這麼不勇敢
[00:15:25.000 --> 00:15:29.000]  走出來面對
[00:15:29.000 --> 00:15:31.000]  耶穌躲藏了
[00:15:31.000 --> 00:15:38.000]  躲藏這個動作本身並無貶義
[00:15:38.000 --> 00:15:39.000]  應該躲藏
[00:15:39.000 --> 00:15:41.000]  避開一些事情的時候就避開
[00:15:41.000 --> 00:15:43.000]  耶穌也是這樣
[00:15:43.000 --> 00:15:44.000]  耶穌躲藏
[00:15:44.000 --> 00:15:46.000]  從電裡出來
[00:15:46.000 --> 00:15:51.000]  避開了面對面的衝突
[00:15:51.000 --> 00:15:52.000]  這裡讓我們看到
[00:15:52.000 --> 00:15:55.000]  這一群人聽到耶穌說
[00:15:55.000 --> 00:15:57.000]  祂是世上的光
[00:15:57.000 --> 00:15:59.000]  光是什麼呢?
[00:15:59.000 --> 00:16:03.000]  光是讓我們看到東西
[00:16:03.000 --> 00:16:05.000]  所以耶穌是世上的光
[00:16:05.000 --> 00:16:07.000]  就是說耶穌來到世上
[00:16:07.000 --> 00:16:10.000]  是讓眾人看到東西
[00:16:10.000 --> 00:16:11.000]  讓眾人看到東西
[00:16:11.000 --> 00:16:12.000]  是看到什麼呢?
[00:16:12.000 --> 00:16:13.000]  好像剛才說的
[00:16:13.000 --> 00:16:15.000]  不是看到肉眼想看到的東西
[00:16:15.000 --> 00:16:18.000]  而是看到一些真正的價值
[00:16:18.000 --> 00:16:22.000]  真正神認為有價值的東西
[00:16:22.000 --> 00:16:25.000]  耶穌來到是讓人看到這東西
[00:16:25.000 --> 00:16:26.000]  你肯接受這個光
[00:16:26.000 --> 00:16:28.000]  你就看到了
[00:16:28.000 --> 00:16:29.000]  你不肯接受的時候
[00:16:29.000 --> 00:16:30.000]  你就看不到
[00:16:30.000 --> 00:16:32.000]  是不是很簡單?
[00:16:32.000 --> 00:16:33.000]  我們如果關掉燈
[00:16:33.000 --> 00:16:34.000]  沒有光的時候就看不到東西
[00:16:34.000 --> 00:16:38.000]  耶穌就用了這個經驗
[00:16:38.000 --> 00:16:39.000]  來告訴人們
[00:16:39.000 --> 00:16:41.000]  我是世上的光
[00:16:41.000 --> 00:16:43.000]  讓人們知道
[00:16:43.000 --> 00:16:45.000]  靠著耶穌這個光
[00:16:45.000 --> 00:16:48.000]  就可以看到一些屬靈
[00:16:48.000 --> 00:16:51.000]  屬乎神真實的事情
[00:16:51.000 --> 00:16:53.000]  不過剛才看了一些法利賽人
[00:16:53.000 --> 00:16:55.000]  不肯接受
[00:16:55.000 --> 00:16:56.000]  不肯接受
[00:16:56.000 --> 00:16:57.000]  聖經一直記載
[00:16:57.000 --> 00:16:59.000]  我們看下一段
[00:16:59.000 --> 00:17:01.000]  下一段
[00:17:01.000 --> 00:17:04.000]  就是在約翰福音九章
[00:17:04.000 --> 00:17:07.000]  九章一至五節
[00:17:07.000 --> 00:17:08.000]  再發展下去
[00:17:08.000 --> 00:17:09.000]  其實都是這個故事
[00:17:09.000 --> 00:17:10.000]  不過我讀了一至五節
[00:17:10.000 --> 00:17:14.000]  讓大家知道這個故事的開頭是怎麼樣
[00:17:14.000 --> 00:17:16.000]  耶穌過去的時候
[00:17:16.000 --> 00:17:18.000]  看見一個人
[00:17:18.000 --> 00:17:21.000]  生來時黑暗的
[00:17:21.000 --> 00:17:23.000]  就是一出世就瞎了眼
[00:17:23.000 --> 00:17:25.000]  門徒就問耶穌
[00:17:25.000 --> 00:17:27.000]  拉比就是老師的意思
[00:17:27.000 --> 00:17:31.000]  這人生來時黑暗的是誰犯了罪呢?
[00:17:31.000 --> 00:17:33.000]  是這人呢?
[00:17:33.000 --> 00:17:34.000]  是他父母呢?
[00:17:34.000 --> 00:17:35.000]  因為在當時來說
[00:17:35.000 --> 00:17:39.000]  一個人有病
[00:17:39.000 --> 00:17:41.000]  或者是一出世就瞎了眼
[00:17:41.000 --> 00:17:42.000]  這麼可憐
[00:17:42.000 --> 00:17:44.000]  一定是有問題的
[00:17:44.000 --> 00:17:45.000]  有這樣的概念
[00:17:45.000 --> 00:17:47.000]  耶穌這句的答案
[00:17:47.000 --> 00:17:49.000]  是很重要的
[00:17:49.000 --> 00:17:50.000]  耶穌說
[00:17:50.000 --> 00:17:52.000]  也不是這人犯了罪
[00:17:52.000 --> 00:17:53.000]  也不是他父母犯了罪
[00:17:53.000 --> 00:17:56.000]  是要在他身上顯出神的作為來
[00:17:56.000 --> 00:17:59.000]  這句就解釋給我們聽
[00:17:59.000 --> 00:18:02.000]  一些人遭遇到一些不幸的事件
[00:18:02.000 --> 00:18:04.000]  我們都很容易有這個心態
[00:18:04.000 --> 00:18:07.000]  就說他一定是得罪神了
[00:18:07.000 --> 00:18:09.000]  當然是他的家族得罪神了
[00:18:09.000 --> 00:18:11.000]  他的家人得罪神了
[00:18:11.000 --> 00:18:13.000]  一定是受到懲罰了
[00:18:13.000 --> 00:18:14.000]  我們很容易有這個概念
[00:18:14.000 --> 00:18:16.000]  但是這句話告訴我們
[00:18:16.000 --> 00:18:18.000]  我們不要這樣想
[00:18:18.000 --> 00:18:20.000]  起碼多想一個可能性
[00:18:20.000 --> 00:18:22.000]  可能他沒有犯罪
[00:18:22.000 --> 00:18:24.000]  他家人也沒有犯罪
[00:18:24.000 --> 00:18:26.000]  這件事的出現
[00:18:26.000 --> 00:18:29.000]  是讓人看到神的作為
[00:18:29.000 --> 00:18:30.000]  明白嗎?
[00:18:30.000 --> 00:18:32.000]  尤其是我們愛人
[00:18:32.000 --> 00:18:34.000]  不要這樣去判斷別人
[00:18:34.000 --> 00:18:35.000]  判斷別人
[00:18:35.000 --> 00:18:38.000]  別人有這樣的不幸
[00:18:38.000 --> 00:18:39.000]  一些患難
[00:18:39.000 --> 00:18:40.000]  一些意外
[00:18:40.000 --> 00:18:42.000]  所謂死於非命那些
[00:18:42.000 --> 00:18:44.000]  不一定是他犯罪的
[00:18:44.000 --> 00:18:47.000]  可能是神要顯出的作為
[00:18:47.000 --> 00:18:50.000]  所以我們千萬不要這樣去判斷
[00:18:50.000 --> 00:18:52.000]  起碼說出多一個可能性
[00:18:52.000 --> 00:18:53.000]  耶穌繼續說
[00:18:53.000 --> 00:18:57.000]  「趁著白日我們必須做那差額來者的工」
[00:18:57.000 --> 00:19:01.000]  「黑夜將到就沒有人能做工了」
[00:19:01.000 --> 00:19:04.000]  「我在世上的時候是世上的光」
[00:19:04.000 --> 00:19:06.000]  特別是最後這一句
[00:19:06.000 --> 00:19:09.000]  又說回之前那一段經文
[00:19:09.000 --> 00:19:10.000]  開頭說的那一句
[00:19:10.000 --> 00:19:11.000]  在聖經來說
[00:19:11.000 --> 00:19:13.000]  前後兩句一模一樣
[00:19:13.000 --> 00:19:17.000]  就是要說出重要性
[00:19:17.000 --> 00:19:18.000]  一前一後
[00:19:18.000 --> 00:19:21.000]  中間那些就是去解釋
[00:19:21.000 --> 00:19:24.000]  去展述這個內容
[00:19:24.000 --> 00:19:27.000]  就是說剛才那些法利賽人
[00:19:27.000 --> 00:19:32.000]  這樣看不到一個真正的光
[00:19:32.000 --> 00:19:34.000]  耶穌所說的真理
[00:19:34.000 --> 00:19:35.000]  他們不接受
[00:19:35.000 --> 00:19:36.000]  看不到
[00:19:36.000 --> 00:19:37.000]  但是現在出現了一個
[00:19:37.000 --> 00:19:40.000]  一生出來就黑暗的人
[00:19:40.000 --> 00:19:42.000]  接下來是什麼?
[00:19:42.000 --> 00:19:43.000]  我們記得了
[00:19:43.000 --> 00:19:46.000]  耶穌就在地上和泥
[00:19:46.000 --> 00:19:48.000]  擦在他的眼睛上
[00:19:48.000 --> 00:19:50.000]  叫他去水池洗一下
[00:19:50.000 --> 00:19:51.000]  就會康復
[00:19:51.000 --> 00:19:52.000]  這樣就康復了嗎?
[00:19:52.000 --> 00:19:54.000]  又康復了
[00:19:54.000 --> 00:19:55.000]  又康復了
[00:19:55.000 --> 00:19:57.000]  這個對比
[00:19:57.000 --> 00:19:59.000]  大家看到分別嗎?
[00:19:59.000 --> 00:20:01.000]  一群人
[00:20:01.000 --> 00:20:03.000]  法利賽人
[00:20:03.000 --> 00:20:05.000]  他們明明是開著眼睛的
[00:20:05.000 --> 00:20:07.000]  耶穌說我是世上的光
[00:20:07.000 --> 00:20:09.000]  他們不肯接受
[00:20:09.000 --> 00:20:12.000]  他們看不到真理
[00:20:12.000 --> 00:20:13.000]  不肯接受
[00:20:13.000 --> 00:20:17.000]  但是這個生來是盲眼的人
[00:20:17.000 --> 00:20:18.000]  他肯
[00:20:18.000 --> 00:20:20.000]  按照耶穌的說法
[00:20:20.000 --> 00:20:22.000]  起碼他肯去洗
[00:20:22.000 --> 00:20:23.000]  如果他說
[00:20:23.000 --> 00:20:24.000]  不是的,我不相信你
[00:20:24.000 --> 00:20:26.000]  那就不去洗
[00:20:26.000 --> 00:20:27.000]  真的去洗的時候
[00:20:27.000 --> 00:20:28.000]  開著眼睛
[00:20:28.000 --> 00:20:30.000]  就看到了
[00:20:30.000 --> 00:20:33.000]  這個記載最重要告訴我們
[00:20:33.000 --> 00:20:34.000]  就是說
