
[00:00:00.000 --> 00:00:05.380]  《此圖行傳》第十八章一節到十一節
[00:09:03.400 --> 00:09:05.400]  那麼最後在夜間的話
[00:09:05.400 --> 00:09:08.400]  就有異象他們顯現
[00:09:08.400 --> 00:09:10.400]  保羅就看見有一個馬其中任
[00:09:10.400 --> 00:09:12.400]  馬其中任就是歐洲
[00:09:12.400 --> 00:09:14.400]  就是希臘這邊的人
[00:09:14.400 --> 00:09:16.400]  說你們過來幫助我
[00:09:16.400 --> 00:09:19.400]  他們就認爲這個是聖靈帶領他們
[00:09:19.400 --> 00:09:21.400]  要進到歐洲傳福音
[00:09:21.400 --> 00:09:25.400]  隨着16章他們不從順福的異象
[00:09:25.400 --> 00:09:27.400]  就來到菲律賓第一個站
[00:09:27.400 --> 00:09:32.400]  我們看見福音就開始在歐洲傳出來
[00:09:32.400 --> 00:09:35.400]  那麼到第17章就看到他們傳福音
[00:09:35.400 --> 00:09:37.400]  根據什麼
[00:09:37.400 --> 00:09:39.400]  不是律法
[00:09:39.400 --> 00:09:44.400]  那是根據的就是聖經就聖的話
[00:09:44.400 --> 00:09:48.400]  所以保羅要本着聖的話來教導他們
[00:09:48.400 --> 00:09:51.400]  叫他們認識到福音是什麼
[00:09:51.400 --> 00:09:53.400]  那麼到第18章
[00:09:53.400 --> 00:09:55.400]  我們今天要讀到這一章
[00:09:55.400 --> 00:09:59.400]  就看到聖子信使的神
[00:09:59.400 --> 00:10:01.400]  因爲在傳福音中間
[00:10:01.400 --> 00:10:05.400]  人雖然有熱心想做很多工作
[00:10:05.400 --> 00:10:08.400]  但是人的力量還是有限的
[00:10:08.400 --> 00:10:13.400]  所以在福音會遇到很多的攔阻
[00:10:13.400 --> 00:10:18.400]  因爲仇敵並不甘心人性主歸向基督
[00:10:18.400 --> 00:10:21.400]  脫離黑暗進到光明
[00:10:21.400 --> 00:10:25.400]  所以他們仇敵會用各樣的辦法來攔阻
[00:10:25.400 --> 00:10:29.400]  所以在福音傳福音過程當中
[00:10:29.400 --> 00:10:32.400]  會遇到很多的阻擋
[00:10:32.400 --> 00:10:35.400]  在本地傳福音會有攔阻
[00:10:35.400 --> 00:10:39.400]  到一些其他的國家其他的地區
[00:10:39.400 --> 00:10:43.400]  不同的風俗文化傳福音都是很難的
[00:10:43.400 --> 00:10:46.400]  你要看到讀到這個戴德聖傳
[00:10:46.400 --> 00:10:50.400]  你就看到他們從英國到中國來傳福音
[00:10:50.400 --> 00:10:53.400]  也是遇到很多的難處
[00:10:53.400 --> 00:10:56.400]  那麼這種難處當中呢
[00:10:56.400 --> 00:11:00.400]  他們要看到信神是信使的
[00:11:00.400 --> 00:11:03.400]  神必定是與門徒同在
[00:11:03.400 --> 00:11:06.400]  會帶領他們能夠把福音傳開
[00:11:06.400 --> 00:11:11.400]  所以傳福音不是靠人的努力
[00:11:11.400 --> 00:11:14.400]  不是靠人的意志
[00:11:14.400 --> 00:11:17.400]  那是要依靠這位神
[00:11:17.400 --> 00:11:19.400]  這位信使的神
[00:11:19.400 --> 00:11:23.400]  他必定會帶領門徒帶領基督徒
[00:11:23.400 --> 00:11:25.400]  能夠越過這些困難
[00:11:25.400 --> 00:11:27.400]  把福音再傳開
[00:11:27.400 --> 00:11:29.400]  所以我們看到第十八章
[00:11:29.400 --> 00:11:31.400]  我們看到這個內容呢
[00:11:31.400 --> 00:11:36.400]  就是要看到神是信使的
[00:11:36.400 --> 00:11:38.400]  第十八章開始的時候
[00:11:38.400 --> 00:11:40.400]  就說到保羅呢
[00:11:40.400 --> 00:11:46.400]  就從一個人從雅典來到哥倫多了
[00:11:46.400 --> 00:11:50.400]  因爲那個時候希臘和提摩泰
[00:11:50.400 --> 00:11:54.400]  他們還留在東面
[00:11:54.400 --> 00:11:57.400]  在鐵撒羅加或者在別的地方
[00:11:57.400 --> 00:12:03.400]  就是保羅一個人來到哥倫多了
[00:12:03.400 --> 00:12:07.400]  哥倫多是一個很大的城市
[00:12:07.400 --> 00:12:10.400]  在張氏一個很大的城市
[00:12:10.400 --> 00:12:13.400]  四面八方來的人也很多
[00:12:13.400 --> 00:12:17.400]  他們離開雅典大概是六十多公里
[00:12:17.400 --> 00:12:20.400]  也不是很遠的地方
[00:12:20.400 --> 00:12:23.400]  但是那個地方是一個
[00:12:23.400 --> 00:12:26.400]  異教很興旺的地方
[00:12:26.400 --> 00:12:28.400]  是一個很大的廟
[00:12:28.400 --> 00:12:31.400]  這個廟裏頭還有很多妓女
[00:12:31.400 --> 00:12:35.400]  過去他們利用妓女來引誘人來拜假神
[00:12:35.400 --> 00:12:39.400]  所以比較讀到哥倫多書信的話
[00:12:39.400 --> 00:12:42.400]  就會看到哥倫多的地方呢
[00:12:42.400 --> 00:12:46.400]  並不是一個很高尚很接近的地方
[00:12:46.400 --> 00:12:49.400]  而是很墮落的一個地方
[00:12:49.400 --> 00:12:52.400]  所以說有些人不好
[00:12:52.400 --> 00:12:54.400]  所以說他像哥倫多一樣的
[00:12:54.400 --> 00:12:57.400]  這就是哥倫多當時的一個背景
[00:12:57.400 --> 00:12:59.400]  那麼那個時候呢
[00:12:59.400 --> 00:13:02.400]  保羅就一個人來到哥倫多
[00:13:02.400 --> 00:13:05.400]  但是他在這個地方呢
[00:13:05.400 --> 00:13:09.400]  經歷了神是信使的神
[00:13:09.400 --> 00:13:11.400]  我們看到在這裏面記載的
[00:13:11.400 --> 00:13:15.400]  第一個他怎麼認識到神是信使的呢
[00:13:15.400 --> 00:13:18.400]  神給他預備了瞳宮
[00:13:18.400 --> 00:13:21.400]  雖然他一個人來到哥倫多
[00:13:21.400 --> 00:13:29.400]  但哥倫多就遇到亞居拉跟百基拉這對夫婦了
[00:13:29.400 --> 00:13:32.400]  這對夫婦呢也不是哥倫多人
[00:13:32.400 --> 00:13:38.400]  他們是最近才從羅馬被驅逐出境
[00:13:38.400 --> 00:13:41.400]  被排斥到哥倫多來的
[00:13:41.400 --> 00:13:44.400]  因爲當時的猶太的皇帝
[00:13:44.400 --> 00:13:47.400]  他就很反對這些猶太人
[00:13:47.400 --> 00:13:50.400]  他們就利用各樣的方法
[00:13:50.400 --> 00:13:52.400]  把他們給排斥出去
[00:13:52.400 --> 00:13:54.400]  說他們要作亂
[00:13:54.400 --> 00:13:56.400]  所以就利用這罪名的話
[00:13:56.400 --> 00:14:00.400]  就把猶太人趕出羅馬這個首都
[00:14:00.400 --> 00:14:02.400]  那麼他們就從羅馬呢
[00:14:02.400 --> 00:14:06.400]  就來到這個哥倫多了
[00:14:06.400 --> 00:14:08.400]  他們是治帳篷的
[00:14:08.400 --> 00:14:09.400]  治帳篷的話
[00:14:09.400 --> 00:14:12.400]  好像現在我們蓋房子都一樣的
[00:14:12.400 --> 00:14:15.400]  過去並不是很多人都蓋房子
[00:14:15.400 --> 00:14:17.400]  帳篷可以流動的
[00:14:17.400 --> 00:14:20.400]  所以很多人呢 一般的人呢
[00:14:20.400 --> 00:14:22.400]  是住在帳篷的比較多一些
[00:14:22.400 --> 00:14:26.400]  所以他可以治帳篷爲生
[00:14:26.400 --> 00:14:28.400]  那麼他是這樣的
[00:14:28.400 --> 00:14:31.400]  所以這個時候呢
[00:14:31.400 --> 00:14:34.400]  這個保羅也來到
[00:14:34.400 --> 00:14:37.400]  從雅典來到哥倫多了
[00:14:37.400 --> 00:14:41.400]  就這樣就碰上了亞居拉跟百基拉
[00:14:41.400 --> 00:14:43.400]  這對夫婦
[00:14:43.400 --> 00:14:48.400]  那麼他們呢是治帳篷爲生
[00:14:48.400 --> 00:14:51.400]  那麼這對基督徒呢
[00:14:51.400 --> 00:14:52.400]  很敬畏神
[00:14:52.400 --> 00:14:56.400]  所以他就以後跟保羅在一起呢
[00:14:56.400 --> 00:15:00.400]  就成爲保羅的同工了
[00:15:00.400 --> 00:15:03.400]  保羅呢也是治帳篷的
[00:15:03.400 --> 00:15:06.400]  不過他不是以治帳篷爲業
[00:15:06.400 --> 00:15:07.400]  因爲這猶太人呢
[00:15:07.400 --> 00:15:10.400]  他們有一個習慣
[00:15:10.400 --> 00:15:13.400]  就是男的青年人呢
[00:15:13.400 --> 00:15:15.400]  都要學一門手藝
[00:15:15.400 --> 00:15:16.400]  你做木工也好
[00:15:16.400 --> 00:15:18.400]  做瓦匠也好
[00:15:18.400 --> 00:15:20.400]  或者做其他的工作也好
[00:15:20.400 --> 00:15:23.400]  你不能說我就是念完大學
[00:15:23.400 --> 00:15:25.400]  我就做什麼很高尚的職業
[00:15:25.400 --> 00:15:27.400]  每一個青年人
[00:15:27.400 --> 00:15:29.400]  都他成年的前後的話
[00:15:29.400 --> 00:15:31.400]  都在學一門手藝
[00:15:31.400 --> 00:15:33.400]  或者你會做衣布
[00:15:33.400 --> 00:15:35.400]  你會做裁縫
[00:15:35.400 --> 00:15:37.400]  你要做家裏是木匠的
[00:15:37.400 --> 00:15:40.400]  可能就從他父親學了做木匠的
[00:15:40.400 --> 00:15:41.400]  治帳篷呢
[00:15:41.400 --> 00:15:45.400]  那個時候是一個很普通的工作
[00:15:45.400 --> 00:15:47.400]  所以這個保羅呢
[00:15:47.400 --> 00:15:50.400]  年輕的時候也學過治帳篷
[00:15:50.400 --> 00:15:51.400]  所以這樣的話
[00:15:51.400 --> 00:15:53.400]  又是同行
[00:15:53.400 --> 00:15:56.400]  又都是受到羅馬政府的逼迫的話
[00:15:56.400 --> 00:15:59.400]  他們就很自然的就結合在一起了
[00:15:59.400 --> 00:16:02.400]  所以保羅來到柯林多
[00:16:02.400 --> 00:16:03.400]  沒有地方住
[00:16:03.400 --> 00:16:06.400]  他就來到亞厥拉跟百吉拉
[00:16:06.400 --> 00:16:07.400]  這對夫婦
[00:16:07.400 --> 00:16:10.400]  這對弟兄姊妹的家裏一塊住
[00:16:10.400 --> 00:16:11.400]  那麼就一塊住呢
[00:16:11.400 --> 00:16:13.400]  他們治帳篷呢
[00:16:13.400 --> 00:16:15.400]  他也幫了一塊治帳篷
[00:16:15.400 --> 00:16:16.400]  這樣的話呢
[00:16:16.400 --> 00:16:18.400]  保羅的生活呢
[00:16:18.400 --> 00:16:20.400]  就有着落的
[00:16:20.400 --> 00:16:24.400]  那麼我們看到呢
[00:16:24.400 --> 00:16:26.400]  這個是一個基督徒
[00:16:26.400 --> 00:16:27.400]  一個很好的特點
[00:16:27.400 --> 00:16:29.400]  雖然你從來不認識
[00:16:29.400 --> 00:16:30.400]  但是呢
[00:16:30.400 --> 00:16:32.400]  因爲信主以後呢
[00:16:32.400 --> 00:16:35.400]  我們都是在基督一個身體裏頭
[00:16:35.400 --> 00:16:39.400]  聖靈把我們浸在基督的身體裏頭
[00:16:39.400 --> 00:16:42.400]  所以我們是彼此做知己的
[00:16:42.400 --> 00:16:45.400]  雖然不是有血統的關係
[00:16:45.400 --> 00:16:47.400]  但是因爲有主裏頭的關係的話
[00:16:47.400 --> 00:16:49.400]  所以他們就彼此呢
[00:16:49.400 --> 00:16:51.400]  就帶道
[00:16:51.400 --> 00:16:53.400]  彼此扶持
[00:16:53.400 --> 00:16:55.400]  彼此在一起生活
[00:16:55.400 --> 00:16:56.400]  這樣的話
[00:16:56.400 --> 00:16:57.400]  保羅呢
[00:16:57.400 --> 00:16:58.400]  生活呢
[00:16:58.400 --> 00:17:01.400]  就有下落的
[00:17:01.400 --> 00:17:03.400]  所以這個神是信使的
[00:17:03.400 --> 00:17:05.400]  他並沒有來
[00:17:05.400 --> 00:17:08.400]  讓這個保羅一個人來到雅典以後
[00:17:08.400 --> 00:17:09.400]  生活沒有着落
[00:17:09.400 --> 00:17:11.400]  還得去找房子
[00:17:11.400 --> 00:17:13.400]  不是很容易的
[00:17:13.400 --> 00:17:14.400]  這個時候
[00:17:14.400 --> 00:17:16.400]  神給他預備了同宮
[00:17:16.400 --> 00:17:18.400]  所以這對夫婦呢
[00:17:18.400 --> 00:17:19.400]  在聖經裏頭
[00:17:19.400 --> 00:17:22.400]  不止在第十八章提到
[00:17:22.400 --> 00:17:24.400]  以後也提到
[00:17:24.400 --> 00:17:27.400]  以後他跟保羅呢
[00:17:27.400 --> 00:17:29.400]  也一起來到以波所
[00:17:29.400 --> 00:17:33.400]  他後來呢也住在羅馬
[00:17:33.400 --> 00:17:37.400]  在保羅寫羅馬書的第十六章
[00:17:37.400 --> 00:17:40.400]  也叫那邊的弟兄姊妹呢
[00:17:40.400 --> 00:17:41.400]  替他問候
[00:17:41.400 --> 00:17:46.400]  雅居拉跟百基拉這對夫婦
[00:17:46.400 --> 00:17:49.400]  說他們都是爲了主工作的
[00:17:49.400 --> 00:17:51.400]  也問候他們
[00:17:51.400 --> 00:17:53.400]  在他們家裏的教會
[00:17:53.400 --> 00:17:57.400]  就是基督徒在他家裏有聚會
[00:17:57.400 --> 00:17:59.400]  所以看見這個神給他預備的
[00:17:59.400 --> 00:18:02.400]  不前不後不早不晚
[00:18:02.400 --> 00:18:05.400]  給他到了格林多
[00:18:05.400 --> 00:18:07.400]  就能夠找到這樣的同宮
[00:18:07.400 --> 00:18:09.400]  所以保羅不是一個人傳福音的
[00:18:09.400 --> 00:18:12.400]  他有三個人在一起傳福音的
[00:18:12.400 --> 00:18:14.400]  這個神的預備
[00:18:14.400 --> 00:18:17.400]  不是保羅自己去找來的
[00:18:17.400 --> 00:18:20.400]  第二方面我們看見神的信使
[00:18:20.400 --> 00:18:21.400]  這樣的話呢
[00:18:21.400 --> 00:18:25.400]  他就供應了保羅生活的需要
[00:18:25.400 --> 00:18:31.400]  保羅就不需要去放下一切的
[00:18:31.400 --> 00:18:33.400]  傳福音的工作
[00:18:33.400 --> 00:18:37.400]  他可以有生活的需要供應了
[00:18:37.400 --> 00:18:41.400]  他可以白天紙上盆工作
[00:18:41.400 --> 00:18:44.400]  到安息日這一天的話
[00:18:44.400 --> 00:18:45.400]  他可以到會堂
[00:18:45.400 --> 00:18:48.400]  猶太人會堂去傳福音
[00:18:48.400 --> 00:18:52.400]  這個是神供應他需要
[00:18:52.400 --> 00:18:55.400]  神沒有分擔讓他流落在街頭
[00:18:55.400 --> 00:18:56.400]  生活沒有辦法
[00:18:56.400 --> 00:18:58.400]  有人救濟他
[00:18:58.400 --> 00:19:01.400]  他可以靠他雙手來工作
[00:19:01.400 --> 00:19:04.400]  能夠得到生活的供應
[00:19:04.400 --> 00:19:06.400]  但是呢他還不忘記
[00:19:06.400 --> 00:19:08.400]  他是一個傳福音的
[00:19:08.400 --> 00:19:10.400]  所以到安息日他不工作了
[00:19:10.400 --> 00:19:14.400]  他去到會堂去傳福音
[00:19:14.400 --> 00:19:17.400]  所以這個是神會供應人的需要
[00:19:17.400 --> 00:19:19.400]  當你爲主工作
[00:19:19.400 --> 00:19:21.400]  當你是爲主而活着
[00:19:21.400 --> 00:19:24.400]  神會看顧你的
[00:19:24.400 --> 00:19:26.400]  神會幫助你的
[00:19:26.400 --> 00:19:31.400]  這個是因爲我們是神的兒女
[00:19:31.400 --> 00:19:34.400]  馬太福音耶穌說的
[00:19:34.400 --> 00:19:37.400]  馬犬神都會養活他
[00:19:37.400 --> 00:19:40.400]  何況是他的兒女呢
[00:19:40.400 --> 00:19:42.400]  所以我們應該相信
[00:19:42.400 --> 00:19:44.400]  我們的生活需要
[00:19:44.400 --> 00:19:48.400]  神都會顧念的
[00:19:48.400 --> 00:19:52.400]  以後呢這個到第五節說
[00:19:52.400 --> 00:19:54.400]  開始說了
[00:19:54.400 --> 00:19:57.400]  希臘和提摩泰
[00:19:57.400 --> 00:19:59.400]  從馬其宗來的時候
[00:19:59.400 --> 00:20:01.400]  保羅爲道迫切
[00:20:01.400 --> 00:20:05.400]  向猶太人證明耶穌是基督
[00:20:05.400 --> 00:20:07.400]  這講到這個
[00:20:07.400 --> 00:20:11.400]  等到這個希臘保羅的同工
[00:20:11.400 --> 00:20:16.400]  跟提摩泰從這個馬其宗來了
[00:20:16.400 --> 00:20:19.400]  跟保羅會合了
[00:20:19.400 --> 00:20:20.400]  這個時候呢
[00:20:20.400 --> 00:20:23.400]  他說保羅爲道迫切
[00:20:23.400 --> 00:20:24.400]  當他來到
[00:20:24.400 --> 00:20:26.400]  爲什麼爲道迫切呢
[00:20:26.400 --> 00:20:28.400]  因爲這個時候
[00:20:28.400 --> 00:20:32.400]  他可以用更多的力量來傳福音了
[00:20:32.400 --> 00:20:33.400]  爲道迫切
[00:20:33.400 --> 00:20:35.400]  不單單是講他的心情
[00:20:35.400 --> 00:20:38.400]  爲了傳福音心裏頭很迫切
[00:20:38.400 --> 00:20:40.400]  爲道迫切的意思呢
[00:20:40.400 --> 00:20:48.400]  就是他把全心都放在傳福音上面
[00:20:48.400 --> 00:20:52.400]  因爲他可以不用喫上藤了
[00:20:52.400 --> 00:20:55.400]  這個時候因爲希臘跟提摩泰
[00:20:55.400 --> 00:21:02.400]  他從雅典帶來的話
[00:21:02.400 --> 00:21:04.400]  從別的地方過來的話
