
[00:00:00.000 --> 00:00:01.880]  讓我一同讀兩段經文
[00:01:38.800 --> 00:01:42.900]  看着我太太不能專心講道了
[00:01:42.900 --> 00:01:48.020]  我非常感謝神爲我預備一位這麼美好的妻子
[00:01:48.020 --> 00:01:50.060]  因爲她是真的是默默的
[00:01:50.320 --> 00:01:54.940]  在支持我回應神全職服侍的呼召
[00:01:54.940 --> 00:01:58.260]  那我常常去宣教帶團隊出去
[00:01:58.260 --> 00:02:00.300]  她就在家裏一打三
[00:02:00.300 --> 00:02:02.860]  那感謝神也感謝她
[00:02:02.860 --> 00:02:06.200]  這15年來每一天都是恩典之路
[00:02:06.200 --> 00:02:10.040]  事實上今年也是一個很重要里程碑
[00:02:10.040 --> 00:02:12.340]  今年的4月也是我成爲
[00:02:12.340 --> 00:02:16.180]  暗歷全職牧師的15週年
[00:02:16.180 --> 00:02:19.000]  哇喲亞生牧師看不出來啊
[00:02:19.000 --> 00:02:20.280]  15年了
[00:02:21.040 --> 00:02:25.140]  那或者有些人說才15年應該看你長相應該50年了吧
[00:02:25.140 --> 00:02:29.740]  我還記得剛做牧師的時候那時候
[00:02:29.740 --> 00:02:30.760]  有人說
[00:02:30.760 --> 00:02:35.120]  年輕的牧師嘴上無毛辦事不勞好好學習
[00:02:35.120 --> 00:02:38.460]  看看現在我是全生命和嘴上毛最多的
[00:02:38.460 --> 00:02:41.520]  希望我辦事還算牢靠
[00:02:41.520 --> 00:02:44.340]  其實服侍這15年來
[00:02:44.340 --> 00:02:46.140]  每一天也都是
[00:02:46.140 --> 00:02:47.920]  恩典的道路
[00:02:48.180 --> 00:02:51.260]  事實上今天想跟大家一起分享的主題就是
[00:02:51.260 --> 00:02:53.820]  服侍神有關的信息
[00:02:53.820 --> 00:02:57.660]  事實上我們被神創造的目的
[00:02:57.660 --> 00:03:00.460]  就是要來侍奉祂
[00:03:00.460 --> 00:03:02.520]  在出愛奇蹟的
[00:03:02.520 --> 00:03:04.040]  八章第一節
[00:03:04.040 --> 00:03:07.380]  很出名一段經文這邊說到
[00:03:07.380 --> 00:03:10.700]  容我的百姓去好
[00:03:10.700 --> 00:03:12.240]  侍奉我
[00:03:12.240 --> 00:03:14.300]  那在英文的翻譯呢
[00:03:14.300 --> 00:03:15.580]  事實上有兩種
[00:03:15.840 --> 00:03:18.900]  一個叫做let my people go so they may serve me
[00:03:18.900 --> 00:03:21.480]  那在NIV的版本這邊講到
[00:03:21.480 --> 00:03:23.000]  let my people go
[00:03:23.000 --> 00:03:25.320]  so that they may worship me
[00:03:25.320 --> 00:03:29.160]  是的沒有錯神創造我們的目的
[00:03:29.160 --> 00:03:31.720]  是要能夠來認識祂
[00:03:31.720 --> 00:03:33.000]  認識祂的
[00:03:33.000 --> 00:03:35.800]  偉大他的全能他的榮耀
[00:03:35.800 --> 00:03:38.880]  認識他的恩典他的慈愛
[00:03:38.880 --> 00:03:40.420]  他的犧牲
[00:03:40.420 --> 00:03:41.700]  他的救恩
[00:03:42.200 --> 00:03:46.820]  而在我們越多的認識神我們就越發的來愛他
[00:03:46.820 --> 00:03:51.920]  好讓我們能夠來盡心盡心盡力盡力的愛主
[00:03:51.920 --> 00:03:52.940]  我們的神
[00:03:52.940 --> 00:03:55.000]  而在認識神
[00:03:55.000 --> 00:03:58.060]  和愛神的具體的表現
[00:03:58.060 --> 00:03:59.860]  就是侍奉祂
[00:03:59.860 --> 00:04:01.140]  或者是
[00:04:01.140 --> 00:04:02.160]  敬拜神
[00:04:02.160 --> 00:04:06.000]  丟姐妹你知道嗎當你越認識神
[00:04:06.000 --> 00:04:07.800]  你就越加的
[00:04:07.800 --> 00:04:10.360]  想要來敬拜讚美他
[00:04:11.380 --> 00:04:13.180]  當你越多的認識神
[00:04:13.180 --> 00:04:15.480]  經歷了他的愛
[00:04:15.480 --> 00:04:17.020]  你自然的
[00:04:17.020 --> 00:04:18.800]  渴望要來侍奉他
[00:04:18.800 --> 00:04:20.860]  今天我想不只是
[00:04:20.860 --> 00:04:24.180]  不論我們是牧師叫做全職侍奉
[00:04:24.180 --> 00:04:26.480]  或是我們說叫做代職侍奉
[00:04:26.480 --> 00:04:29.300]  不論是在前面征戰
[00:04:29.300 --> 00:04:31.600]  或是在後面看守兵器
[00:04:31.600 --> 00:04:33.140]  我們都是
[00:04:33.140 --> 00:04:34.420]  在侍奉
[00:04:34.420 --> 00:04:35.440]  我們的上帝
[00:04:35.440 --> 00:04:38.260]  那今天我們要問的一個問題是
[00:04:38.260 --> 00:04:39.800]  請問你
[00:04:39.800 --> 00:04:41.080]  認爲
[00:04:41.580 --> 00:04:43.380]  侍奉或是服侍
[00:04:43.380 --> 00:04:46.200]  最重要的目的是什麼
[00:04:46.200 --> 00:04:48.760]  侍奉神
[00:04:48.760 --> 00:04:52.080]  最重要的目的是要
[00:04:52.080 --> 00:04:53.620]  有很好的
[00:04:53.620 --> 00:04:55.160]  果效
[00:04:55.160 --> 00:04:57.200]  是要
[00:04:57.200 --> 00:05:00.020]  能夠訓練自己成爲更好的工人
[00:05:00.020 --> 00:05:03.360]  還是侍奉的目的是
[00:05:03.360 --> 00:05:05.140]  要有看到
[00:05:05.140 --> 00:05:07.200]  復興看到轉化
[00:05:07.200 --> 00:05:09.500]  我覺得這些
[00:05:09.500 --> 00:05:10.780]  不是目的
[00:05:11.280 --> 00:05:12.560]  這些也許是結果
[00:05:12.560 --> 00:05:16.140]  但是侍奉神最重要的目的
[00:05:16.140 --> 00:05:17.420]  其實
[00:05:17.420 --> 00:05:19.980]  是要討主的喜悅
[00:05:19.980 --> 00:05:24.080]  所以今天你侍奉神你最重要的一個問題
[00:05:24.080 --> 00:05:29.700]  或是當我們在每天醒來或是睡覺之前我們要問最重要的問題
[00:05:29.700 --> 00:05:33.560]  不只是我們今天表現如何今天有沒有果效
[00:05:33.560 --> 00:05:34.840]  最重要問題是
[00:05:34.840 --> 00:05:36.120]  主啊
[00:05:36.120 --> 00:05:37.640]  我的侍奉
[00:05:37.640 --> 00:05:39.440]  或是我這一天
[00:05:39.440 --> 00:05:40.980]  有沒有討你的
[00:05:41.480 --> 00:05:42.260]  喜悅
[00:05:42.260 --> 00:05:45.580]  這15年的侍奉下來
[00:05:45.580 --> 00:05:49.680]  我發現這個是最重要的一件事情
[00:05:49.680 --> 00:05:53.020]  那我再問你一個問題這兄姐妹
[00:05:53.020 --> 00:05:55.320]  討主喜悅的
[00:05:55.320 --> 00:05:56.860]  祕訣
[00:05:56.860 --> 00:05:58.640]  或是關鍵是什麼
[00:05:58.640 --> 00:06:03.500]  如果今天我們知道我們人生活着我們的服飾就是要討主的喜悅
[00:06:03.500 --> 00:06:06.320]  那怎麼樣纔是討主喜悅的
[00:06:06.320 --> 00:06:08.380]  一個生命或是侍奉呢
[00:06:09.140 --> 00:06:12.720]  剛纔在哥倫多後書八章十二節已經清楚的
[00:06:12.720 --> 00:06:14.500]  寫出來
[00:06:14.500 --> 00:06:16.560]  若我們有一顆什麼
[00:06:16.560 --> 00:06:19.120]  願做的心
[00:06:19.120 --> 00:06:20.140]  必怎麼樣
[00:06:20.140 --> 00:06:21.420]  蒙
[00:06:21.420 --> 00:06:22.200]  約納
[00:06:22.200 --> 00:06:23.740]  好不好你
[00:06:23.740 --> 00:06:25.540]  來重複一遍
[00:06:25.540 --> 00:06:27.060]  願做的心
[00:06:27.060 --> 00:06:30.640]  若你有一顆
[00:06:30.640 --> 00:06:32.940]  願做的心
[00:06:32.940 --> 00:06:34.480]  必蒙約納
[00:06:34.480 --> 00:06:36.260]  這是何等
[00:06:36.260 --> 00:06:38.320]  特別的一個解釋
[00:06:39.340 --> 00:06:41.640]  何等簡單的一個
[00:06:41.640 --> 00:06:43.200]  條件
[00:06:43.200 --> 00:06:45.240]  卻又是這麼的
[00:06:45.240 --> 00:06:46.760]  不容易
[00:06:46.760 --> 00:06:49.840]  其實我們信主的一開始我們
[00:06:49.840 --> 00:06:51.880]  任何的服飾我們都是
[00:06:51.880 --> 00:06:53.680]  有顆願做的心的
[00:06:53.680 --> 00:06:56.760]  但是有沒有發現曾幾何時
[00:06:56.760 --> 00:06:57.780]  哇
[00:06:57.780 --> 00:06:59.580]  我們的心
[00:06:59.580 --> 00:07:00.340]  變了
[00:07:00.340 --> 00:07:03.400]  那所以我們今天一起來思想
[00:07:03.400 --> 00:07:05.720]  願做的心好嗎
[00:07:05.720 --> 00:07:08.540]  第一一顆願做的心
[00:07:09.040 --> 00:07:09.560]  神
[00:07:09.560 --> 00:07:10.060]  必
[00:07:10.060 --> 00:07:11.600]  約納
[00:07:11.600 --> 00:07:15.440]  那什麼是願做的心呢第一什麼是一個
[00:07:15.440 --> 00:07:18.260]  蒙神約納的願做心第一呢
[00:07:18.260 --> 00:07:21.320]  他是一顆甘心
[00:07:21.320 --> 00:07:22.600]  樂意的心
[00:07:22.600 --> 00:07:24.660]  一個願做的心
[00:07:24.660 --> 00:07:26.960]  是甘心樂意的
[00:07:26.960 --> 00:07:30.040]  在以塞亞書我們剛纔讀到六章八節
[00:07:30.040 --> 00:07:33.360]  這是個非常重要的神學
[00:07:33.360 --> 00:07:37.720]  的一段經文因爲這裏面講到三一神的屬性
[00:07:38.480 --> 00:07:39.500]  可是這邊我們看見
[00:07:39.500 --> 00:07:40.780]  耶和華
[00:07:40.780 --> 00:07:42.320]  以色列的神
[00:07:42.320 --> 00:07:44.620]  他在尋找
[00:07:44.620 --> 00:07:47.440]  一個和他心意的人
[00:07:47.440 --> 00:07:48.720]  或者可以說是
[00:07:48.720 --> 00:07:50.520]  能夠讓他喜悅的人
[00:07:50.520 --> 00:07:51.800]  他說
[00:07:51.800 --> 00:07:54.360]  我可以拆遣誰呢
[00:07:54.360 --> 00:07:55.380]  誰肯
[00:07:55.380 --> 00:07:56.400]  爲我們
[00:07:56.400 --> 00:07:57.680]  去呢
[00:07:57.680 --> 00:07:59.980]  其實在當時
[00:07:59.980 --> 00:08:02.540]  以色列
[00:08:02.540 --> 00:08:05.620]  就算沒有千萬個百姓
[00:08:05.620 --> 00:08:07.160]  也有好幾百萬
[00:08:08.180 --> 00:08:09.980]  而且在當時是有王
[00:08:09.980 --> 00:08:11.260]  在治理的
[00:08:11.260 --> 00:08:12.280]  所以有
[00:08:12.280 --> 00:08:15.860]  祭司的職份而且有立位人
[00:08:15.860 --> 00:08:17.140]  的職份在裏面
[00:08:17.140 --> 00:08:19.700]  所以有非常多的人是在
[00:08:19.700 --> 00:08:21.500]  服侍神的
[00:08:21.500 --> 00:08:24.560]  可是爲什麼這個時候有這麼多
[00:08:24.560 --> 00:08:26.620]  百萬也好十幾萬也好的
[00:08:26.620 --> 00:08:28.400]  服侍神的人
[00:08:28.400 --> 00:08:30.200]  存在可是神卻說
[00:08:30.200 --> 00:08:33.260]  誰肯爲我們去呢
[00:08:33.260 --> 00:08:35.820]  也許這些人
[00:08:35.820 --> 00:08:37.620]  他們的服侍
[00:08:38.640 --> 00:08:39.920]  或許忠心
[00:08:39.920 --> 00:08:42.740]  但是卻不見得是
[00:08:42.740 --> 00:08:45.040]  甘心樂意的
[00:08:45.040 --> 00:08:47.360]  所以在這個時候
[00:08:47.360 --> 00:08:49.400]  神發出了邀請
[00:08:49.400 --> 00:08:51.200]  而以塞亞他
[00:08:51.200 --> 00:08:54.520]  就回應說主啊我在這裏
[00:08:54.520 --> 00:08:55.800]  請
[00:08:55.800 --> 00:08:57.080]  拆遣我
[00:08:57.080 --> 00:08:59.880]  聽我姐妹我們的
[00:08:59.880 --> 00:09:01.940]  我們的以色列神他沒有說
[00:09:01.940 --> 00:09:02.960]  有誰
[00:09:02.960 --> 00:09:05.000]  這個我可以拆遣誰呢
[00:09:05.000 --> 00:09:07.320]  有誰是有博士學位的呢
[00:09:07.840 --> 00:09:11.680]  他們有這樣的問有誰是精通六國語言的呢
[00:09:11.680 --> 00:09:16.800]  我可以拆遣誰有誰是服侍十年以上的呢
[00:09:16.800 --> 00:09:20.880]  我可以拆遣誰
[00:09:20.880 --> 00:09:22.940]  誰是嘴上有毛的呢
[00:09:22.940 --> 00:09:27.280]  上帝
[00:09:27.280 --> 00:09:29.080]  他唯一的條件
[00:09:29.080 --> 00:09:32.400]  竟然是有誰肯
[00:09:32.400 --> 00:09:33.440]  願
[00:09:33.440 --> 00:09:34.960]  爲我而去的
[00:09:36.240 --> 00:09:40.080]  而我看見以塞亞他成爲一個被神重用的先知
[00:09:40.080 --> 00:09:44.160]  事實上以塞亞書是人稱小聖經啊
[00:09:44.160 --> 00:09:48.260]  而且他裏面最多講到彌塞亞的預言就在
[00:09:48.260 --> 00:09:49.540]  這個書卷裏面
[00:09:49.540 --> 00:09:52.620]  所以甘心樂意
[00:09:52.620 --> 00:09:56.460]  是願做的心的一個很重要的一個
[00:09:56.460 --> 00:09:58.760]  要素元素在裏面
[00:09:58.760 --> 00:10:01.840]  其實當年無比二餘的故事也是一樣
[00:10:01.840 --> 00:10:03.360]  一個小孩子
[00:10:03.360 --> 00:10:05.680]  他甘心樂意的
[00:10:06.440 --> 00:10:07.720]  將他的午餐
[00:10:07.720 --> 00:10:09.260]  獻給耶穌
[00:10:09.260 --> 00:10:10.800]  而耶穌
[00:10:10.800 --> 00:10:15.400]  看到這個甘心樂意的奉獻
[00:10:15.400 --> 00:10:18.740]  當耶穌邀請發出邀請
[00:10:18.740 --> 00:10:23.860]  有誰願意來參與爲保五千人的事情呢
[00:10:23.860 --> 00:10:25.900]  小孩子甘心樂意
[00:10:25.900 --> 00:10:26.940]  耶穌
[00:10:26.940 --> 00:10:27.960]  月納
[00:10:27.960 --> 00:10:29.480]  祝謝了撥開
[00:10:29.480 --> 00:10:31.800]  神機就發生了
[00:10:31.800 --> 00:10:33.340]  關鍵
[00:10:35.380 --> 00:10:36.920]  在於一顆甘心
[00:10:36.920 --> 00:10:38.200]  樂意
[00:10:38.200 --> 00:10:39.480]  而神
[00:10:39.480 --> 00:10:40.240]  月納
[00:10:40.240 --> 00:10:42.040]  你說爲保五千人
[00:10:42.040 --> 00:10:43.320]  那是結果
[00:10:43.320 --> 00:10:45.880]  可是這個小孩子的侍奉
[00:10:45.880 --> 00:10:47.680]  因爲
[00:10:47.680 --> 00:10:49.200]  他甘心樂意
[00:10:49.200 --> 00:10:50.480]  神月納
[00:10:50.480 --> 00:10:53.300]  這個
[00:10:53.300 --> 00:10:55.860]  其實我們在每一次的聚會
[00:10:55.860 --> 00:10:59.200]  特別是在小組的聚會很明顯
[00:10:59.200 --> 00:11:01.240]  當你在帶茶經的時候
[00:11:01.240 --> 00:11:05.080]  茶經話語的時間帶話語的人問說
[00:11:05.340 --> 00:11:07.640]  有沒有人願意來做些分享啊
[00:11:07.640 --> 00:11:08.920]  或者是在
[00:11:08.920 --> 00:11:12.760]  敬拜結束的時候有沒有人有感動來禱告啊
[00:11:12.760 --> 00:11:15.060]  如果那時候大家都
[00:11:15.060 --> 00:11:16.600]  不講話
[00:11:16.600 --> 00:11:19.940]  小組馬上要重新回到破冰
[00:11:19.940 --> 00:11:23.520]  可是如果那個時候
[00:11:23.520 --> 00:11:26.840]  小組長髮出邀請帶領的人發出邀請
[00:11:26.840 --> 00:11:28.120]  有人就是
[00:11:28.120 --> 00:11:30.180]  甘心樂意的分享
[00:11:30.180 --> 00:11:32.220]  甘心樂意的禱告
[00:11:32.220 --> 00:11:33.760]  這個時候
[00:11:33.760 --> 00:11:34.780]  主月納
[00:11:35.280 --> 00:11:37.840]  你就發現神的同在
[00:11:37.840 --> 00:11:39.880]  很美的就釋放出來了
[00:11:39.880 --> 00:11:43.720]  千萬不要小看你甘心樂意的回應
[00:11:43.720 --> 00:11:44.760]  主的邀請
[00:11:44.760 --> 00:11:48.080]  我永遠無法忘記我當時
[00:11:48.080 --> 00:11:52.680]  大概十多年前有帶領一個飛揚的短宣隊到西雅圖
[00:11:52.680 --> 00:11:54.220]  拜訪一個分堂
[00:11:54.220 --> 00:11:58.580]  有一個小姐妹當時她才15歲
[00:11:58.580 --> 00:11:59.860]  剛受洗
[00:11:59.860 --> 00:12:03.700]  也比較害羞的一個小姐妹
[00:12:05.240 --> 00:12:07.280]  那一次我們到達了
[00:12:07.280 --> 00:12:09.840]  西雅圖的教會
[00:12:09.840 --> 00:12:11.380]  我們就圍着一圈
[00:12:11.380 --> 00:12:13.180]  其他人都是大人啊
[00:12:13.180 --> 00:12:15.220]  大家這個15歲的小女孩
[00:12:15.220 --> 00:12:17.020]  我就說我們
[00:12:17.020 --> 00:12:21.120]  一起來爲這次的短宣祝福也爲這個教會禱告
[00:12:21.120 --> 00:12:23.680]  有感動的人歡迎你帶領
[00:12:23.680 --> 00:12:26.480]  沒有想到我剛講完有感動歡迎帶領
[00:12:26.480 --> 00:12:27.760]  這個小女孩
[00:12:27.760 --> 00:12:30.320]  竟然就開口來祝福禱告
[00:12:30.320 --> 00:12:33.140]  哇我印象非常深刻
[00:12:33.140 --> 00:12:34.680]  其實她禱告什麼內容我
[00:12:34.940 --> 00:12:35.960]  記不太住了
[00:12:35.960 --> 00:12:37.760]  但是她那個
[00:12:37.760 --> 00:12:40.060]  甘心樂意的心啊
[00:12:40.060 --> 00:12:41.600]  震撼了
[00:12:41.600 --> 00:12:43.380]  我們當中許多的人
[00:12:43.380 --> 00:12:46.200]  結果後來問她說爲什麼你
[00:12:46.200 --> 00:12:47.240]  這麼的
[00:12:47.240 --> 00:12:50.300]  馬上就回應這個邀請開始禱告
[00:12:50.300 --> 00:12:52.080]  她說因爲亞誠牧師你說
[00:12:52.080 --> 00:12:53.620]  去短宣的時候
[00:12:53.620 --> 00:12:55.920]  要跟神禱告說這次短宣
[00:12:55.920 --> 00:12:58.480]  問問看上帝有沒有哪些
[00:12:58.480 --> 00:13:01.300]  方面是你願意突破的
[00:13:01.300 --> 00:13:02.320]  或是上帝
[00:13:02.580 --> 00:13:05.140]  有感動你可以做些新的嘗試的
[00:13:05.140 --> 00:13:06.940]  她就禱告然後她就說
[00:13:06.940 --> 00:13:09.500]  我願意嘗試在大家面前
[00:13:09.500 --> 00:13:11.040]  來帶禱告
[00:13:11.040 --> 00:13:16.160]  沒有想到這個甘心樂意心真是很震撼
[00:13:16.160 --> 00:13:20.500]  我記得後來想我們不用到了短宣隊才做這樣禱告
[00:13:20.500 --> 00:13:22.280]  其實每一天
[00:13:22.280 --> 00:13:23.560]  每一週
[00:13:23.560 --> 00:13:25.880]  我們都可以來到神面前說神啊
[00:13:25.880 --> 00:13:27.660]  你有什麼
[00:13:27.660 --> 00:13:28.700]  讓我
[00:13:28.700 --> 00:13:30.740]  希望我可以去嘗試的事情
[00:13:31.260 --> 00:13:33.820]  當你有這樣一個甘心樂意的心的時候
[00:13:33.820 --> 00:13:37.400]  哇生命的成長和你的祝福
[00:13:37.400 --> 00:13:39.700]  世界祝福你的周遭
[00:13:39.700 --> 00:13:42.780]  是很很有力量的
[00:13:42.780 --> 00:13:45.080]  所以第一呢
[00:13:45.080 --> 00:13:49.180]  一個願做的心是甘心樂意的
[00:13:49.180 --> 00:13:51.480]  而當神的心被觸摸的時候
[00:13:51.480 --> 00:13:52.760]  祝福就出來
[00:13:52.760 --> 00:13:58.920]  那願做的心的第二個特徵是熱情而且專注的
[00:13:58.920 --> 00:14:00.960]  願做的心
[00:14:01.220 --> 00:14:03.260]  是熱情而且專注的
[00:14:03.260 --> 00:14:07.620]  剛纔我們讀到你有願做的心
[00:14:07.620 --> 00:14:10.180]  必蒙悅納
[00:14:10.180 --> 00:14:13.000]  那請問你是蒙誰的悅納
[00:14:13.000 --> 00:14:15.300]  是蒙神的悅納
[00:14:15.300 --> 00:14:17.340]  你知道嗎弟兄姐妹
[00:14:17.340 --> 00:14:23.760]  我們永遠要熱情且專注在蒙神的悅納
[00:14:23.760 --> 00:14:25.540]  爲什麼特別這樣說呢
[00:14:25.540 --> 00:14:28.620]  因爲許多時候我們服侍到後來
[00:14:28.620 --> 00:14:30.400]  我們專注的
[00:14:30.660 --> 00:14:32.960]  是在蒙討人的喜悅
[00:14:32.960 --> 00:14:35.260]  我們開始在乎別人
[00:14:35.260 --> 00:14:36.540]  的感受
[00:14:36.540 --> 00:14:38.600]  我們開始會很注意
[00:14:38.600 --> 00:14:40.380]  別人的反應
[00:14:40.380 --> 00:14:42.440]  或是他們怎麼樣來
[00:14:42.440 --> 00:14:43.200]  對待
[00:14:43.200 --> 00:14:45.760]  就是因爲
[00:14:45.760 --> 00:14:48.580]  從在乎蒙神悅納
[00:14:48.580 --> 00:14:49.600]  變成
[00:14:49.600 --> 00:14:55.240]  好像一個取悅人那種people pleasing或是太在乎人的反應
[00:14:55.240 --> 00:14:57.540]  我們的心就冷淡了
[00:14:57.540 --> 00:14:59.340]  我們的心
[00:15:00.100 --> 00:15:01.120]  就萎縮了
[00:15:01.120 --> 00:15:04.460]  我們的心就灰心失望
[00:15:04.460 --> 00:15:05.480]  疲憊了
[00:15:05.480 --> 00:15:08.040]  熱情這個字
[00:15:08.040 --> 00:15:09.580]  英文是passion
[00:15:09.580 --> 00:15:10.340]  是吧
[00:15:10.340 --> 00:15:12.380]  可是你知道passion這個字有
[00:15:12.380 --> 00:15:14.180]  另外一個翻譯就是受難
[00:15:14.180 --> 00:15:14.940]  或是受苦
[00:15:14.940 --> 00:15:20.840]  所以耶穌十字架的這個道路叫做The Passion of Christ
[00:15:20.840 --> 00:15:23.400]  還記得這個耶穌受難日的電影
[00:15:23.400 --> 00:15:26.220]  當時在臺灣播放的時候
[00:15:26.220 --> 00:15:27.500]  我的天啊
[00:15:27.500 --> 00:15:29.800]  臺灣的電影院竟然把它翻成
[00:15:30.560 --> 00:15:33.120]  耶穌基督最後的激情
[00:15:33.120 --> 00:15:36.960]  我這昏倒了最後的激情
[00:15:36.960 --> 00:15:39.520]  The Passion of Christ
[00:15:39.520 --> 00:15:41.060]  他翻譯
[00:15:41.060 --> 00:15:45.420]  也沒錯肯定不是基督徒肯定沒念過神學院
[00:15:45.420 --> 00:15:49.260]  不能怪他們怪我們沒有把福音還沒把福音傳給他們
[00:15:49.260 --> 00:15:53.600]  可是爲什麼這個passion又是熱情又是
[00:15:53.600 --> 00:15:56.920]  受難原來passion這個字的
[00:15:56.920 --> 00:15:59.500]  字根是來自拉丁文
[00:15:59.760 --> 00:16:02.060]  拉丁文這個paddy這個字呢
[00:16:02.060 --> 00:16:04.360]  本身是受難的意思
[00:16:04.360 --> 00:16:05.400]  或是受苦
[00:16:05.400 --> 00:16:07.180]  那在當時呢
[00:16:07.180 --> 00:16:11.020]  他們說最大的熱情或是熱愛
[00:16:11.020 --> 00:16:15.380]  就是你熱愛到一個地步你願意爲這件事情或這個人
[00:16:15.380 --> 00:16:18.700]  受難受苦犧牲
[00:16:18.700 --> 00:16:20.240]  哇
[00:16:20.240 --> 00:16:22.800]  你是否真的是有熱情的人呢
[00:16:22.800 --> 00:16:25.100]  你是否真的熱愛啊
[00:16:25.100 --> 00:16:28.180]  一個人或一件事情愛到個地步
[00:16:28.180 --> 00:16:29.460]  你願意爲他
[00:16:29.960 --> 00:16:30.480]  做
[00:16:30.480 --> 00:16:32.520]  很大的犧牲
[00:16:32.520 --> 00:16:35.600]  所以The Passion of Christ
[00:16:35.600 --> 00:16:37.640]  耶穌基督的
[00:16:37.640 --> 00:16:40.720]  愛他的兒女
[00:16:40.720 --> 00:16:43.280]  熱愛到一個地步
[00:16:43.280 --> 00:16:46.860]  他願意犧牲自己
[00:16:46.860 --> 00:16:48.920]  在十字架上
[00:16:48.920 --> 00:16:51.480]  這是耶穌的熱愛
[00:16:51.480 --> 00:16:57.360]  我們在福氏神願意有顆願做的心
[00:16:58.640 --> 00:17:00.680]  我們要專注在神的身上
[00:17:00.680 --> 00:17:02.980]  可是我們在
[00:17:02.980 --> 00:17:04.260]  愛一些
[00:17:04.260 --> 00:17:07.600]  本來很可愛的人後來不是那麼可愛
[00:17:07.600 --> 00:17:10.400]  怎麼還能夠有passion呢
[00:17:10.400 --> 00:17:13.480]  我們在福氏一個本來很
[00:17:13.480 --> 00:17:16.560]  幸福很美滿的一個
[00:17:16.560 --> 00:17:22.960]  團體單位一個小祖墓區後來怎麼人去樓空了我還能夠怎麼樣
[00:17:22.960 --> 00:17:24.240]  熱情呢
[00:17:24.240 --> 00:17:27.300]  福氏
[00:17:27.820 --> 00:17:28.840]  中國
[00:17:28.840 --> 00:17:33.200]  廣大會衆的宣教
[00:17:33.200 --> 00:17:35.760]  前輩戴德生宣教士
[00:17:35.760 --> 00:17:38.320]  他的一句話
[00:17:38.320 --> 00:17:40.620]  一個非常經典
[00:17:40.620 --> 00:17:42.680]  非常到位的一個解釋
[00:17:42.680 --> 00:17:45.740]  我們知道戴德生宣教士他是
[00:17:45.740 --> 00:17:48.820]  在來自英國的宣教士他真的是
[00:17:48.820 --> 00:17:49.840]  犧牲了
[00:17:49.840 --> 00:17:50.860]  非常的多
[00:17:50.860 --> 00:17:52.400]  爲了
[00:17:52.400 --> 00:17:54.700]  愛神託付給他的華人
[00:17:54.700 --> 00:17:56.760]  他這樣子說這一句話
[00:17:57.000 --> 00:17:59.040]  他說如果我有1000英鎊
[00:17:59.040 --> 00:18:02.380]  中國可以全部支取
[00:18:02.380 --> 00:18:05.460]  如果我有1000條性命
[00:18:05.460 --> 00:18:08.000]  中國
[00:18:08.000 --> 00:18:11.080]  我不會留下一條不給他
[00:18:11.080 --> 00:18:16.460]  哇你看他非常愛中國他的他的這個passion不得了
