
[00:00:00.000 --> 00:00:02.000]  (主席)各位大英姐妹早晨
[00:06:20.000 --> 00:06:22.000]  看不到有未來的情況
[00:06:22.000 --> 00:06:26.000]  基督徒 當時的基督徒都去問
[00:06:26.000 --> 00:06:30.000]  這樣的狀況 這麼混亂的狀況
[00:06:30.000 --> 00:06:33.000]  主耶穌基督何時回來
[00:06:33.000 --> 00:06:35.000]  馬太福音二十四章
[00:06:35.000 --> 00:06:38.000]  我們如果大家看一看
[00:06:38.000 --> 00:06:40.000]  即是整個二十四章
[00:06:40.000 --> 00:06:42.000]  由頭開始看下去的時間
[00:06:42.000 --> 00:06:44.000]  你發覺一開始的時間
[00:06:44.000 --> 00:06:47.000]  看第三節 二十四章第三節
[00:06:47.000 --> 00:06:50.000]  就記載門徒去問耶穌
[00:06:50.000 --> 00:06:54.000]  你來臨和世代的終結
[00:06:54.000 --> 00:06:57.000]  有什麼預兆呢
[00:06:57.000 --> 00:07:00.000]  他們不是有一種八卦的心態
[00:07:00.000 --> 00:07:03.000]  不是想未卜先知
[00:07:03.000 --> 00:07:06.000]  不是想知道究竟何時回來
[00:07:06.000 --> 00:07:09.000]  以致我可以在金融投資裡面
[00:07:09.000 --> 00:07:10.000]  去賺多一筆
[00:07:10.000 --> 00:07:11.000]  不是這樣
[00:07:11.000 --> 00:07:15.000]  他們是很渴望主的再來
[00:07:15.000 --> 00:07:18.000]  但似乎未等到
[00:07:18.000 --> 00:07:22.000]  耶穌已經釘死在十字架上面
[00:07:22.000 --> 00:07:23.000]  接著復活升天
[00:07:23.000 --> 00:07:26.000]  但是還未等到祂回來
[00:07:26.000 --> 00:07:28.000]  而可以說整個二十四章
[00:07:28.000 --> 00:07:30.000]  都是去面對著
[00:07:30.000 --> 00:07:33.000]  這一班門徒的掙扎
[00:07:33.000 --> 00:07:35.000]  嘗試去回答這個問題
[00:07:35.000 --> 00:07:37.000]  究竟耶穌何時回來
[00:07:37.000 --> 00:07:39.000]  究竟這樣的殘局
[00:07:39.000 --> 00:07:42.000]  何時可以得到收拾
[00:07:42.000 --> 00:07:45.000]  黑夜的情況何時可以結束
[00:07:45.000 --> 00:07:47.000]  我們可以何時見到光明
[00:07:47.000 --> 00:07:49.000]  在二十四章裡面有記載一些
[00:07:49.000 --> 00:07:51.000]  好像我們平時說的
[00:07:51.000 --> 00:07:53.000]  是一個末世的情況
[00:07:53.000 --> 00:07:55.000]  說民要攻打民
[00:07:55.000 --> 00:07:56.000]  國要攻打國
[00:07:56.000 --> 00:07:58.000]  有很多地方有饑荒
[00:07:58.000 --> 00:07:59.000]  有地震
[00:07:59.000 --> 00:08:01.000]  但是經文告訴我們
[00:08:01.000 --> 00:08:04.000]  這些都是災難的起頭
[00:08:04.000 --> 00:08:05.000]  然後說我們
[00:08:05.000 --> 00:08:06.000]  不是我們
[00:08:06.000 --> 00:08:07.000]  即是他們
[00:08:07.000 --> 00:08:09.000]  也是我們的弟兄姊妹
[00:08:09.000 --> 00:08:12.000]  他們是面對著一個患難
[00:08:12.000 --> 00:08:13.000]  有很多人殺害他們
[00:08:13.000 --> 00:08:17.000]  又要為基督的名被憎恨
[00:08:17.000 --> 00:08:18.000]  很多人會跌倒
[00:08:18.000 --> 00:08:19.000]  甚至彼此陷害
[00:08:19.000 --> 00:08:21.000]  是一個這樣的狀況
[00:08:21.000 --> 00:08:24.000]  但是耶穌在經文裡面說
[00:08:24.000 --> 00:08:25.000]  這天國的福音
[00:08:25.000 --> 00:08:26.000]  要傳遍天下
[00:08:26.000 --> 00:08:28.000]  對萬民作見證
[00:08:28.000 --> 00:08:31.000]  然後終結在財來到
[00:08:31.000 --> 00:08:33.000]  即是這些這樣的情況
[00:08:33.000 --> 00:08:34.000]  都是開始的
[00:08:34.000 --> 00:08:36.000]  民要攻打民
[00:08:36.000 --> 00:08:37.000]  國要攻打國
[00:08:37.000 --> 00:08:39.000]  大家彼此是互相陷害
[00:08:39.000 --> 00:08:43.000]  這些這樣的道德淪亡
[00:08:43.000 --> 00:08:45.000]  禮崩惡壞的狀況
[00:08:45.000 --> 00:08:47.000]  都是剛剛開始的
[00:08:47.000 --> 00:08:49.000]  到福音傳遍天下
[00:08:49.000 --> 00:08:51.000]  然後終結才來到
[00:08:51.000 --> 00:08:52.000]  而終結的時候
[00:08:52.000 --> 00:08:54.000]  就會有大災難
[00:08:54.000 --> 00:08:58.000]  就會有很大的一個問題
[00:08:58.000 --> 00:09:00.000]  當時亦都會有假先知的
[00:09:00.000 --> 00:09:02.000]  然後接著就說
[00:09:02.000 --> 00:09:04.000]  當你們這班門徒
[00:09:04.000 --> 00:09:06.000]  看見這些一切的時候
[00:09:06.000 --> 00:09:09.000]  就知道那個時候近了
[00:09:09.000 --> 00:09:11.000]  接著就到我們現在
[00:09:11.000 --> 00:09:13.000]  金主日所讀的那段經文
[00:09:13.000 --> 00:09:15.000]  《馬太福音》二十四章
[00:09:15.000 --> 00:09:17.000]  三十六至四十四節
[00:09:17.000 --> 00:09:18.000]  耶穌說
[00:09:18.000 --> 00:09:20.000]  那個日子那個時辰
[00:09:20.000 --> 00:09:22.000]  沒有人知道
[00:09:22.000 --> 00:09:24.000]  連天上的使者都不知道
[00:09:24.000 --> 00:09:25.000]  子也不知道
[00:09:25.000 --> 00:09:28.000]  只有父知道
[00:09:28.000 --> 00:09:31.000]  整段的經文
[00:09:31.000 --> 00:09:33.000]  基本上是強調一點
[00:09:33.000 --> 00:09:36.000]  我們沒有人可以知道
[00:09:36.000 --> 00:09:40.000]  究竟主再來何時發生
[00:09:40.000 --> 00:09:42.000]  所以在這段經文後面
[00:09:42.000 --> 00:09:43.000]  會這樣說
[00:09:43.000 --> 00:09:45.000]  所以你們要警醒
[00:09:45.000 --> 00:09:46.000]  因為不知道
[00:09:46.000 --> 00:09:49.000]  你們的主是哪一天來到
[00:09:49.000 --> 00:09:51.000]  連你們也要預備
[00:09:51.000 --> 00:09:53.000]  因為你們想不到的時候
[00:09:53.000 --> 00:09:55.000]  人子就來了
[00:09:55.000 --> 00:09:57.000]  一方面這裡強調
[00:09:57.000 --> 00:09:58.000]  就是主再來
[00:09:58.000 --> 00:10:01.000]  是非常之不確定的
[00:10:01.000 --> 00:10:03.000]  沒有人知道何時來
[00:10:03.000 --> 00:10:05.000]  沒有人可以預測
[00:10:05.000 --> 00:10:07.000]  世界的末日是何時
[00:10:07.000 --> 00:10:09.000]  當有些人說某些事情發生
[00:10:09.000 --> 00:10:11.000]  過去這麼多年的
[00:10:11.000 --> 00:10:12.000]  教會歷史當中
[00:10:12.000 --> 00:10:14.000]  很多時候都會有這樣的情況
[00:10:14.000 --> 00:10:16.000]  見到一些災難
[00:10:16.000 --> 00:10:18.000]  見到一些很不妥的事情
[00:10:18.000 --> 00:10:19.000]  就會說這些
[00:10:19.000 --> 00:10:20.000]  這個就是敵基督
[00:10:20.000 --> 00:10:23.000]  這些就是耶穌就快回來等等
[00:10:23.000 --> 00:10:25.000]  但是這麼多年
[00:10:25.000 --> 00:10:27.000]  其實到頭來那些預測
[00:10:27.000 --> 00:10:29.000]  那些講到此層層的事情
[00:10:29.000 --> 00:10:32.000]  我們後來覺得是穿著附會的事情
[00:10:32.000 --> 00:10:36.000]  到頭來都不是真的可以預言到
[00:10:36.000 --> 00:10:38.000]  末世的來臨
[00:10:38.000 --> 00:10:39.000]  基督的在來
[00:10:39.000 --> 00:10:42.000]  事實上經文講得很清楚
[00:10:42.000 --> 00:10:46.000]  連耶穌基督自己都不知道
[00:10:46.000 --> 00:10:48.000]  究竟是何時
[00:10:48.000 --> 00:10:50.000]  連祂都不知道
[00:10:50.000 --> 00:10:53.000]  何況我們一般的基督徒
[00:10:53.000 --> 00:10:57.000]  只有耶穌基督的父
[00:10:57.000 --> 00:10:59.000]  才知道何時
[00:10:59.000 --> 00:11:01.000]  當然這裡有些人就說
[00:11:01.000 --> 00:11:04.000]  耶穌是否只有一等的神
[00:11:04.000 --> 00:11:06.000]  通常的解釋就是
[00:11:06.000 --> 00:11:08.000]  因為耶穌基督有祂的人性
[00:11:08.000 --> 00:11:10.000]  所以祂是自限的
[00:11:10.000 --> 00:11:11.000]  祂本身可以知道
[00:11:11.000 --> 00:11:13.000]  但是祂因為人性的緣故
[00:11:13.000 --> 00:11:15.000]  祂是不知道的
[00:11:15.000 --> 00:11:16.000]  我們不是處理這個問題
[00:11:16.000 --> 00:11:18.000]  反而更加重要的就是
[00:11:18.000 --> 00:11:21.000]  這個強調未來
[00:11:21.000 --> 00:11:24.000]  主在來的不確定性
[00:11:24.000 --> 00:11:28.000]  是整段經文非常強調的
[00:11:28.000 --> 00:11:31.000]  如果說整段經文是嘗試回答
[00:11:31.000 --> 00:11:34.000]  最初馬太福音二十四章
[00:11:34.000 --> 00:11:35.000]  最初問的問題的時候
[00:11:35.000 --> 00:11:39.000]  就說世代終結有什麼預兆呢
[00:11:39.000 --> 00:11:41.000]  就是很想很想知道
[00:11:41.000 --> 00:11:43.000]  何時耶穌再來呢
[00:11:43.000 --> 00:11:46.000]  答法是沒有人知道
[00:11:46.000 --> 00:11:49.000]  你和我都沒有機會知道的
[00:11:49.000 --> 00:11:51.000]  因為只有父知道
[00:11:51.000 --> 00:11:54.000]  但是如果單單是這樣強調
[00:11:54.000 --> 00:11:57.000]  主在來是高度不確定的時限
[00:11:57.000 --> 00:11:59.000]  那可能就會有些人就說
[00:11:59.000 --> 00:12:01.000]  既然那些都不知道了
[00:12:01.000 --> 00:12:02.000]  可能都沒有那麼快吧
[00:12:02.000 --> 00:12:05.000]  可能我們都不需要那麼緊張了
[00:12:05.000 --> 00:12:08.000]  所以就可能是貪於日落
[00:12:08.000 --> 00:12:12.000]  所以這段經文另外一點就是
[00:12:12.000 --> 00:12:15.000]  是啊你不知道何時回來的
[00:12:15.000 --> 00:12:17.000]  但是我們可以知道
[00:12:17.000 --> 00:12:18.000]  祂隨時都回來
[00:12:18.000 --> 00:12:20.000]  不是很遠很遠不知道
[00:12:20.000 --> 00:12:23.000]  再過多幾十年幾百年幾千年
[00:12:23.000 --> 00:12:25.000]  祂隨時可以回來
[00:12:25.000 --> 00:12:26.000]  現在就可以回來
[00:12:26.000 --> 00:12:29.000]  所以我們不會因為這樣就覺得
[00:12:29.000 --> 00:12:32.000]  好像耶穌基督再來只是一些概念
[00:12:32.000 --> 00:12:35.000]  只是一些我們都有一些這樣盼望的
[00:12:35.000 --> 00:12:39.000]  但是對我們日常生活是完全沒有影響的
[00:12:39.000 --> 00:12:41.000]  我們好像一般人這樣去生活
[00:12:41.000 --> 00:12:42.000]  這樣去工作
[00:12:42.000 --> 00:12:45.000]  我們的宗教信仰就好像只是
[00:12:45.000 --> 00:12:50.000]  好像有些人說宗教都是對人向善的
[00:12:50.000 --> 00:12:52.000]  我們基督徒就要做好人
[00:12:52.000 --> 00:12:54.000]  愛人如己等等等等
[00:12:54.000 --> 00:12:55.000]  不是的
[00:12:55.000 --> 00:12:59.000]  基督的再來是非常之重要
[00:12:59.000 --> 00:13:00.000]  正如有神學家形容
[00:13:00.000 --> 00:13:04.000]  我們是活在兩個的時代當中
[00:13:04.000 --> 00:13:07.000]  一個就是基督當時來臨
[00:13:07.000 --> 00:13:11.000]  然後跟著死亡復活升天這個時代
[00:13:11.000 --> 00:13:14.000]  另外一個時代就是基督將要再來
[00:13:14.000 --> 00:13:17.000]  那個帶來終極帶來天國那個時代
[00:13:17.000 --> 00:13:21.000]  我們就是活在這個這樣的世代當中
[00:13:21.000 --> 00:13:25.000]  馬太強調我們不可以當生活如常
[00:13:25.000 --> 00:13:27.000]  我們不能夠掉以輕心
[00:13:27.000 --> 00:13:29.000]  不能夠是滿不在乎
[00:13:29.000 --> 00:13:33.000]  不能夠有那種以為沒事那種
[00:13:33.000 --> 00:13:36.000]  正正是因為不確定
[00:13:36.000 --> 00:13:39.000]  因為耶穌基督隨時會再來
[00:13:39.000 --> 00:13:42.000]  而且那個時間是可以很近很近的
[00:13:42.000 --> 00:13:45.000]  所以我們要警醒等候
[00:13:45.000 --> 00:13:49.000]  我們要警醒我們要keep watch
[00:13:49.000 --> 00:13:51.000]  人子降臨的時候
[00:13:51.000 --> 00:13:54.000]  就好像羅亞時代的洪水那樣
[00:13:54.000 --> 00:13:58.000]  那時經文形容那時的人生活如常的
[00:13:58.000 --> 00:14:00.000]  照常的嫁娶的
[00:14:00.000 --> 00:14:03.000]  但是這些一向做的事
[00:14:03.000 --> 00:14:05.000]  一般人平常做的事
[00:14:05.000 --> 00:14:07.000]  或者對於個別的人來說
[00:14:07.000 --> 00:14:08.000]  這些是很重要的事
[00:14:08.000 --> 00:14:11.000]  嫁娶是非常之重要的事
[00:14:11.000 --> 00:14:12.000]  無論怎樣都好
[00:14:12.000 --> 00:14:14.000]  但是他們所做的一切
[00:14:14.000 --> 00:14:16.000]  他們可能計劃了很多東西
[00:14:16.000 --> 00:14:19.000]  要去結婚要很多的酬算
[00:14:19.000 --> 00:14:21.000]  他們想著的很多很多東西
[00:14:21.000 --> 00:14:24.000]  要去計劃要去酬算
[00:14:24.000 --> 00:14:27.000]  當然還有平時的吃喝等等
[00:14:27.000 --> 00:14:30.000]  這些一切的東西是會突然間中斷
[00:14:30.000 --> 00:14:33.000]  災難是會突然間臨到的
[00:14:33.000 --> 00:14:37.000]  然後接著耶穌基督用了一個比喻
[00:14:37.000 --> 00:14:41.000]  說有兩個人在田間工作
[00:14:41.000 --> 00:14:45.000]  然後又說兩個女人在推磨
[00:14:45.000 --> 00:14:47.000]  一個是室外一個是室內
[00:14:47.000 --> 00:14:50.000]  就是包了所有的工作
[00:14:50.000 --> 00:14:53.000]  有沒有一些不是室內或者不是室外的
[00:14:53.000 --> 00:14:54.000]  應該沒有吧
[00:14:54.000 --> 00:14:55.000]  包了所有工作
[00:14:55.000 --> 00:14:58.000]  而到頭來是娶了她一個
[00:14:58.000 --> 00:15:00.000]  撇下一個
[00:15:00.000 --> 00:15:05.000]  這段經文在過往神學的討論當中
[00:15:05.000 --> 00:15:09.000]  就很重要某一些派別的信徒很緊張
[00:15:09.000 --> 00:15:13.000]  因為這裡說的是一個被提的東西
[00:15:13.000 --> 00:15:16.000]  當然在神學上的論爭就會包括
[00:15:16.000 --> 00:15:19.000]  究竟是災前還是災中
[00:15:19.000 --> 00:15:21.000]  還是災後被提等等
[00:15:21.000 --> 00:15:26.000]  但是另外有一些神學家他指出一點就是
[00:15:26.000 --> 00:15:31.000]  我們如果太過關注被提是何時被提
[00:15:31.000 --> 00:15:33.000]  怎樣被提法的話
[00:15:33.000 --> 00:15:36.000]  其實正在流露一個狀況
[00:15:36.000 --> 00:15:38.000]  就是我們基督徒只是很關心
[00:15:38.000 --> 00:15:40.000]  我們自己怎樣呢
[00:15:40.000 --> 00:15:42.000]  被提是好東西來的
[00:15:42.000 --> 00:15:44.000]  被上帝去接走
[00:15:44.000 --> 00:15:46.000]  是好東西來的
[00:15:46.000 --> 00:15:48.000]  但是撇下那些呢
[00:15:48.000 --> 00:15:50.000]  留在這個世界的那些
[00:15:50.000 --> 00:15:51.000]  究竟我們是不是覺得
[00:15:51.000 --> 00:15:52.000]  都沒有辦法了
[00:15:52.000 --> 00:15:53.000]  該死了
[00:15:53.000 --> 00:15:55.000]  他們都不信主
[00:15:55.000 --> 00:15:56.000]  那就沒有辦法了
[00:15:56.000 --> 00:15:58.000]  是不是這樣呢
[00:15:58.000 --> 00:16:02.000]  甚至我們不是只想一個整個的一個群體
[00:16:02.000 --> 00:16:04.000]  我們可能甚至想個人
[00:16:04.000 --> 00:16:06.000]  我會不會被提呢
[00:16:06.000 --> 00:16:09.000]  如果假設耶穌兩分鐘之後來的時候
[00:16:09.000 --> 00:16:12.000]  究竟我還是站在那裡
[00:16:12.000 --> 00:16:13.000]  不知道什麼事
[00:16:13.000 --> 00:16:14.000]  個個都走上去了
[00:16:14.000 --> 00:16:15.000]  還是怎樣呢
[00:16:15.000 --> 00:16:17.000]  如果是這樣的時間
[00:16:17.000 --> 00:16:18.000]  我們忘記了
[00:16:18.000 --> 00:16:21.000]  或者離開了整個馬太福音
[00:16:21.000 --> 00:16:23.000]  他關心的不是個人
[00:16:23.000 --> 00:16:26.000]  也都不是只是基督徒的狀況
[00:16:26.000 --> 00:16:28.000]  他關心的是整個世界
[00:16:28.000 --> 00:16:30.000]  整個人類歷史
[00:16:30.000 --> 00:16:33.000]  他講的就是那位主
[00:16:33.000 --> 00:16:36.000]  必要再來帶來審判
[00:16:36.000 --> 00:16:38.000]  被提撇下
[00:16:38.000 --> 00:16:40.000]  是一種審判的結果來的
[00:16:40.000 --> 00:16:42.000]  這個是一個審判來的
[00:16:42.000 --> 00:16:44.000]  而我們要知道的就是
[00:16:44.000 --> 00:16:45.000]  好像聽起來很恐怖
[00:16:45.000 --> 00:16:47.000]  不過我們要知道
[00:16:47.000 --> 00:16:48.000]  我們很多東西不知道
[00:16:48.000 --> 00:16:50.000]  不過有一樣東西要知道就是
[00:16:50.000 --> 00:16:52.000]  審判世人的主
[00:16:52.000 --> 00:16:55.000]  正正是為了世人的罪
[00:16:55.000 --> 00:16:58.000]  承受審判的主
[00:16:58.000 --> 00:17:01.000]  我們將來要面對的
[00:17:01.000 --> 00:17:03.000]  世人要面對的
[00:17:03.000 --> 00:17:04.000]  那位主耶穌基督
[00:17:04.000 --> 00:17:08.000]  正正是為世人承受審判的主
[00:17:08.000 --> 00:17:11.000]  我們不要將祂割裂出去
[00:17:11.000 --> 00:17:13.000]  不要忘記那位公義的主
[00:17:13.000 --> 00:17:16.000]  也是慈愛的主
[00:17:16.000 --> 00:17:18.000]  經文沒有講
[00:17:18.000 --> 00:17:21.000]  為什麼那些人會被撇下
[00:17:21.000 --> 00:17:24.000]  究竟他們犯了什麼罪呢
[00:17:24.000 --> 00:17:25.000]  沒有講
[00:17:25.000 --> 00:17:28.000]  但是可能不講更加好的就是
[00:17:28.000 --> 00:17:29.000]  當他一講
[00:17:29.000 --> 00:17:31.000]  那些人犯了什麼罪
[00:17:31.000 --> 00:17:33.000]  犯了什麼罪
[00:17:33.000 --> 00:17:34.000]  我們很容易就說
[00:17:34.000 --> 00:17:35.000]  不關我們的事
[00:17:35.000 --> 00:17:36.000]  我們沒有這些東西
[00:17:36.000 --> 00:17:37.000]  淫亂不關我們的事
[00:17:37.000 --> 00:17:38.000]  殺人不關我們的事
[00:17:38.000 --> 00:17:40.000]  騙人不關我們的事
[00:17:40.000 --> 00:17:42.000]  不信上帝又不關我們的事
[00:17:42.000 --> 00:17:44.000]  毀謗不關我們的事等等
[00:17:44.000 --> 00:17:47.000]  我們好像可以告訴別人
[00:17:47.000 --> 00:17:48.000]  不關我們的事
[00:17:48.000 --> 00:17:50.000]  經文沒有講
[00:17:50.000 --> 00:17:52.000]  那些人被撇下
[00:17:52.000 --> 00:17:55.000]  所以我們沒有人可以自足自滿
[00:17:55.000 --> 00:17:57.000]  說不關我們的事
[00:17:57.000 --> 00:18:00.000]  那些人當然有其他東西犯罪
[00:18:00.000 --> 00:18:02.000]  所以那些東西被撇下
[00:18:02.000 --> 00:18:06.000]  我們將來一定可以上去的
[00:18:06.000 --> 00:18:08.000]  而如果
[00:18:08.000 --> 00:18:09.000]  不是嚇大家
[00:18:09.000 --> 00:18:11.000]  可能先嚇了我自己
[00:18:11.000 --> 00:18:14.000]  你看看馬太福音二十五章
[00:18:14.000 --> 00:18:16.000]  馬太福音二十五章後面
[00:18:16.000 --> 00:18:19.000]  那裡不是講終極審判
[00:18:19.000 --> 00:18:23.000]  講審判的時候什麼綿羊
[00:18:23.000 --> 00:18:27.000]  綿羊是那些可以進入永生的
[00:18:27.000 --> 00:18:30.000]  綿羊是那些可以進入永刑的
[00:18:30.000 --> 00:18:32.000]  而審判的標準是什麼
[00:18:32.000 --> 00:18:34.000]  耶穌基督關心的
[00:18:34.000 --> 00:18:37.000]  似乎在經文裡面沒有看到
[00:18:37.000 --> 00:18:39.000]  那些人是不是洗了泥
[00:18:39.000 --> 00:18:41.000]  是不是回教會的人
[00:18:41.000 --> 00:18:43.000]  而祂關心的是
[00:18:43.000 --> 00:18:45.000]  那些人有沒有跟從主
[00:18:45.000 --> 00:18:46.000]  服侍主
[00:18:46.000 --> 00:18:49.000]  特別是透過對於那些弱勢的人士
[00:18:49.000 --> 00:18:51.000]  對於那些沒東西吃的
[00:18:51.000 --> 00:18:52.000]  沒衣服穿的
[00:18:52.000 --> 00:18:55.000]  在監獄裡餓病的人
[00:18:55.000 --> 00:18:57.000]  有沒有去關心
[00:18:57.000 --> 00:18:59.000]  然後接著
[00:18:59.000 --> 00:19:01.000]  耶穌基督在這個經文裡面
[00:19:01.000 --> 00:19:03.000]  用了另外一個比喻
[00:19:03.000 --> 00:19:07.000]  不是那種一個被提一個撇下
[00:19:07.000 --> 00:19:09.000]  那個比喻是在講賊
[00:19:09.000 --> 00:19:11.000]  祂是想講什麼
