
[00:00:00.000 --> 00:00:01.380]  今天我們在崇拜的時間
[00:05:16.920 --> 00:05:17.920]  你看得太多
[00:05:17.920 --> 00:05:19.320]  你可能知道很多東西
[00:05:19.320 --> 00:05:21.920]  但是不是要看準這個事件
[00:05:21.920 --> 00:05:24.320]  到底是怎麼一回事
[00:05:24.320 --> 00:05:26.320]  所以謹慎看見
[00:05:26.320 --> 00:05:27.320]  是提醒我們
[00:05:27.320 --> 00:05:29.520]  耶穌告訴我們
[00:05:29.520 --> 00:05:30.920]  我們要看清楚
[00:05:30.920 --> 00:05:32.720]  但更加要對準
[00:05:32.720 --> 00:05:35.120]  以致我們才可以面對未來
[00:05:35.120 --> 00:05:38.520]  謹慎看見之後就是警醒
[00:05:38.520 --> 00:05:39.720]  警醒如果大家有印象
[00:05:39.720 --> 00:05:41.720]  就是剛才最後幾節經文裡面
[00:05:41.720 --> 00:05:45.720]  耶穌重複提醒我們要謹慎警醒祈禱
[00:05:45.720 --> 00:05:48.320]  然後就有幾次警醒提醒我們
[00:05:48.320 --> 00:05:50.520]  其實這個正正就是提醒我們
[00:05:50.520 --> 00:05:51.920]  在對準之後
[00:05:51.920 --> 00:05:53.720]  其實我們需要做什麼呢
[00:05:53.720 --> 00:05:56.120]  我們要很清醒
[00:05:56.120 --> 00:05:59.320]  有時候很多我們見到的東西
[00:05:59.320 --> 00:06:00.720]  或者我們聽到的東西
[00:06:00.720 --> 00:06:02.320]  其實堆在一起
[00:06:02.320 --> 00:06:04.720]  其實我們需要一個清醒的頭腦
[00:06:04.720 --> 00:06:06.520]  我們要很醒覺
[00:06:06.520 --> 00:06:09.320]  到底我們能夠看見的
[00:06:09.320 --> 00:06:11.120]  是不是正確呢
[00:06:11.120 --> 00:06:12.920]  所以警醒是特別提醒我們
[00:06:12.920 --> 00:06:14.920]  一個再清醒的狀態
[00:06:14.920 --> 00:06:17.120]  所以剛才讀的經文提醒我們
[00:06:17.120 --> 00:06:18.920]  就好像看門口一樣
[00:06:18.920 --> 00:06:21.920]  其實這個我們基本上每天都會經歷到
[00:06:21.920 --> 00:06:23.920]  可能大部分我們住的地方
[00:06:23.920 --> 00:06:28.720]  你的大廈裡面都有保安
[00:06:28.720 --> 00:06:30.920]  然後我們上班的地方也可能有
[00:06:30.920 --> 00:06:31.920]  甚至你們教會
[00:06:31.920 --> 00:06:32.920]  大家都留意我們教會
[00:06:32.920 --> 00:06:34.520]  都一樣有個保安
[00:06:34.520 --> 00:06:38.920]  我們對保安工作的人的期望是什麼
[00:06:38.920 --> 00:06:40.520]  當然是要清醒
[00:06:40.520 --> 00:06:43.720]  你不會期望一個保安是睡著覺來上班的
[00:06:43.720 --> 00:06:45.320]  所以這裡其實都是用了一個對比
[00:06:45.320 --> 00:06:48.320]  就是說有一個主人要再回來的時候
[00:06:48.320 --> 00:06:51.520]  看門的更加要警覺
[00:06:51.520 --> 00:06:52.920]  要清醒
[00:06:52.920 --> 00:06:55.320]  以至不要睡著覺
[00:06:55.320 --> 00:06:56.520]  所以這個也是提醒我們
[00:06:56.520 --> 00:07:00.320]  今天在面對未來體清當下的時候
[00:07:00.320 --> 00:07:05.120]  我們是不是在警醒、清醒的狀態呢
[00:07:05.120 --> 00:07:08.120]  我們先來看看怎樣去看清當下
[00:07:08.120 --> 00:07:09.720]  其實在《馬匪王》第八章裡面
[00:07:09.720 --> 00:07:13.720]  都有類似一個訊息提醒
[00:07:13.720 --> 00:07:16.320]  在大概今年六月的時候
[00:07:16.320 --> 00:07:17.720]  我用了這段經文
[00:07:17.720 --> 00:07:19.520]  給他的主題就是
[00:07:19.520 --> 00:07:21.520]  你看見什麼
[00:07:21.520 --> 00:07:23.920]  就是由一個耶穌醫治的核子
[00:07:23.920 --> 00:07:26.520]  那個漸進式的看見
[00:07:26.520 --> 00:07:27.520]  幫助我們去明白
[00:07:27.520 --> 00:07:31.120]  其實我們人能夠看到的是很有限
[00:07:31.120 --> 00:07:33.720]  我們要多存一份謙卑的心
[00:07:33.720 --> 00:07:35.520]  所以這個是六月的時候
[00:07:35.520 --> 00:07:38.320]  我講到底上都有類似這樣的訊息
[00:07:38.320 --> 00:07:40.120]  大家可以回去重溫
[00:07:40.120 --> 00:07:43.320]  但是當我們說我們看見什麼的時候
[00:07:43.320 --> 00:07:45.920]  可能我都可以想問一下弟兄姊妹
[00:07:45.920 --> 00:07:49.920]  其實大家對今天我們生活的處境
[00:07:49.920 --> 00:07:52.720]  大家你怎樣看當下呢
[00:07:52.720 --> 00:07:55.520]  我們很多時候比較都會用這個當下
[00:07:55.520 --> 00:07:58.120]  來形容我們今天的生活
[00:07:58.120 --> 00:07:59.720]  你怎樣來看當下呢
[00:07:59.720 --> 00:08:03.120]  怎樣來形容我們今天生活的處境呢
[00:08:03.120 --> 00:08:04.720]  有一張海報
[00:08:04.720 --> 00:08:06.320]  不知道大家有沒有看過
[00:08:06.320 --> 00:08:11.720]  這張在我們教會一些地方都有貼出來
[00:08:11.720 --> 00:08:13.720]  講到我們今天下午
[00:08:13.720 --> 00:08:16.520]  其實從十二月、一月、二月
[00:08:16.520 --> 00:08:19.120]  我們每一個月的第一個主日
[00:08:19.120 --> 00:08:21.120]  我們都會有一些講座
[00:08:21.120 --> 00:08:22.720]  希望可以幫助弟兄姊妹
[00:08:22.720 --> 00:08:24.720]  面對今天這個社會的狀況
[00:08:24.720 --> 00:08:27.920]  可以讓我們能夠在心靈裏面
[00:08:27.920 --> 00:08:30.920]  得到一些幫助
[00:08:30.920 --> 00:08:32.720]  看完海報了
[00:08:32.720 --> 00:08:36.720]  希望大家能夠今天可以去參加一下
[00:08:36.720 --> 00:08:37.720]  我想問一下大家
[00:08:37.720 --> 00:08:42.120]  你還記不記得這個海報的主題是什麼
[00:08:42.120 --> 00:08:43.320]  很快的看完
[00:08:43.320 --> 00:08:45.120]  可能你面對有些
[00:08:45.120 --> 00:08:46.320]  都有印象
[00:08:46.320 --> 00:08:50.120]  這個主題就是在紛亂中自處
[00:08:50.120 --> 00:08:54.320]  然後在亂世中同行
[00:08:54.320 --> 00:08:57.720]  可能大家都覺得很有意思
[00:08:57.720 --> 00:08:58.720]  我想問一下
[00:08:58.720 --> 00:09:00.520]  馬克福音第十三章一到二十三節
[00:09:00.520 --> 00:09:01.320]  兩個星期前
[00:09:01.320 --> 00:09:04.120]  是有配偉傳道給我們講道的訊息
[00:09:04.120 --> 00:09:08.320]  大家記不記得那個訊息的主題是什麼
[00:09:08.320 --> 00:09:09.720]  不記得也很正常
[00:09:09.720 --> 00:09:10.520]  讓大家知道一下
[00:09:10.520 --> 00:09:11.720]  重溫
[00:09:11.720 --> 00:09:13.720]  就是站穩於什麼
[00:09:13.720 --> 00:09:15.320]  亂世中
[00:09:15.320 --> 00:09:17.320]  所以怎樣看當下呢
[00:09:17.320 --> 00:09:19.520]  我不知道大家會不會用這個形容詞
[00:09:19.520 --> 00:09:22.520]  當下你會怎樣看
[00:09:22.520 --> 00:09:24.120]  亂
[00:09:24.120 --> 00:09:25.720]  大家認不認同
[00:09:25.720 --> 00:09:27.320]  可能你會說牧師不是
[00:09:27.320 --> 00:09:30.320]  這幾天都很平靜
[00:09:30.320 --> 00:09:32.120]  自從區議會選舉之後
[00:09:32.120 --> 00:09:35.120]  好像社會氣氛又平靜了一點
[00:09:35.120 --> 00:09:36.920]  都不是亂
[00:09:36.920 --> 00:09:39.720]  可能都不用怎麼說亂了
[00:09:39.720 --> 00:09:41.120]  其實我們都不知道
[00:09:41.120 --> 00:09:42.320]  未來會是怎樣
[00:09:42.320 --> 00:09:45.320]  社會的狀況會是怎樣
[00:09:45.320 --> 00:09:47.920]  是不是繼續平靜呢
[00:09:47.920 --> 00:09:50.920]  還是又會有機會亂呢
[00:09:50.920 --> 00:09:54.520]  當下可能真是無論海報
[00:09:54.520 --> 00:09:55.520]  有關這個講座
[00:09:55.520 --> 00:09:59.720]  或者是上次的十三章一到二十三節的主題
[00:09:59.720 --> 00:10:01.520]  站穩於亂世中
[00:10:01.520 --> 00:10:04.120]  可能都是亂對我來說
[00:10:04.120 --> 00:10:05.520]  對不少人來說
[00:10:05.520 --> 00:10:09.320]  都覺得是他自己的一個感受或者經歷
[00:10:09.320 --> 00:10:10.720]  或者甚至可能都會覺得
[00:10:10.720 --> 00:10:13.120]  這個就是社會的現況
[00:10:13.120 --> 00:10:15.120]  但是耶穌跟這班門徒講的時候
[00:10:15.120 --> 00:10:18.720]  其實都有類似的狀況出現
[00:10:18.720 --> 00:10:20.320]  有人會亂
[00:10:20.320 --> 00:10:23.920]  但是耶穌其實很想教導這班門徒
[00:10:23.920 --> 00:10:25.720]  很想教導我們
[00:10:25.720 --> 00:10:28.920]  有人亂,但也可以不會亂
[00:10:28.920 --> 00:10:31.120]  在上一次的講道裡面
[00:10:31.120 --> 00:10:34.120]  十三章七節提到打仗
[00:10:34.120 --> 00:10:36.520]  可能一個災難來到
[00:10:36.520 --> 00:10:38.120]  或者一個社會的局面
[00:10:38.120 --> 00:10:39.920]  會是好像打仗一樣
[00:10:39.920 --> 00:10:41.720]  有人形容香港最近這幾個月
[00:10:41.720 --> 00:10:43.520]  都是好像打仗一樣
[00:10:43.520 --> 00:10:47.720]  但是耶穌提不要驚慌
[00:10:47.720 --> 00:10:51.920]  這些事情可能是人生裡面都有機會會遇到的
[00:10:51.920 --> 00:10:54.520]  只不過可能我們生在這個時代裡面
[00:10:54.520 --> 00:10:55.720]  我們有時候未必想到
[00:10:55.720 --> 00:10:58.720]  原來真的好像要經歷我們長輩裡面
[00:10:58.720 --> 00:11:00.720]  經歷過的打仗
[00:11:00.720 --> 00:11:05.520]  但是在這些紛亂或者是動盪的時候
[00:11:05.520 --> 00:11:09.120]  耶穌告訴我們不要驚慌
[00:11:09.120 --> 00:11:12.520]  其實不要驚慌就是提醒我們不要慌亂
[00:11:12.520 --> 00:11:15.520]  雖然外在環境可能是我們控制不了的
[00:11:15.520 --> 00:11:17.120]  就好像施班所獻唱的詩歌
[00:11:17.120 --> 00:11:19.320]  告訴我們變幻萬千
[00:11:19.320 --> 00:11:20.920]  人情冷暖
[00:11:20.920 --> 00:11:23.120]  是我們掌握不了的
[00:11:23.120 --> 00:11:25.720]  外在環境可能會變可能會亂
[00:11:25.720 --> 00:11:28.720]  但是耶穌其實最重要提醒我們的心靈
[00:11:28.720 --> 00:11:31.920]  我們的內在不要亂
[00:11:31.920 --> 00:11:34.120]  我們要看見
[00:11:34.120 --> 00:11:35.920]  不單單是看著外面的環境
[00:11:35.920 --> 00:11:37.520]  其實我們更加要看
[00:11:37.520 --> 00:11:41.920]  我們心靈裡面不要亂
[00:11:41.920 --> 00:11:42.920]  其中一個很重要
[00:11:42.920 --> 00:11:45.920]  在馬克福三章的第十節
[00:11:45.920 --> 00:11:48.920]  這節經文其實可以說是十三章裡面的一個
[00:11:48.920 --> 00:11:51.920]  我們叫做重要的約節
[00:11:51.920 --> 00:11:53.920]  這裡提醒我們什麼呢?
[00:11:53.920 --> 00:11:55.720]  縱然外在環境很亂
[00:11:55.720 --> 00:11:57.120]  會打仗
[00:11:57.120 --> 00:12:00.320]  會遇到一個是當時候的人
[00:12:00.320 --> 00:12:03.320]  都可能未必想像得到的一個境況
[00:12:03.320 --> 00:12:04.320]  但是這裡提醒我們
[00:12:04.320 --> 00:12:06.320]  福音仍然會傳揚
[00:12:06.320 --> 00:12:09.520]  神的工作不會被攔阻
[00:12:09.520 --> 00:12:11.320]  聖經十三章十節是說
[00:12:11.320 --> 00:12:15.520]  然而福音必須先傳給萬民
[00:12:15.520 --> 00:12:18.120]  這節經文可以說是鼓勵
[00:12:18.120 --> 00:12:20.120]  當我們再艱難的時候
[00:12:20.120 --> 00:12:22.520]  我們應該仍然去做傳福音的工作
[00:12:22.520 --> 00:12:23.720]  這個也可以
[00:12:23.720 --> 00:12:26.120]  但其實在這個經文裡面
[00:12:26.120 --> 00:12:28.120]  更加重要提醒的是什麼呢?
[00:12:28.120 --> 00:12:31.520]  耶穌說的不是一個命令
[00:12:31.520 --> 00:12:33.920]  其實耶穌說的是一個事實
[00:12:33.920 --> 00:12:35.320]  這個事實就是說
[00:12:35.320 --> 00:12:37.320]  福音仍然會傳揚
[00:12:37.320 --> 00:12:39.520]  神的工作不會被攔阻
[00:12:39.520 --> 00:12:42.320]  無論外在環境是多亂
[00:12:42.320 --> 00:12:43.920]  神不會亂
[00:12:43.920 --> 00:12:47.320]  神的工作仍然會繼續
[00:12:47.320 --> 00:12:50.320]  福音仍然會傳給萬民
[00:12:50.320 --> 00:12:53.520]  這個耶穌是說的一個事實
[00:12:53.520 --> 00:12:56.520]  所以我們今天要看清當下的時候
[00:12:56.520 --> 00:13:00.520]  我們不單單是看到這個社會的紛亂
[00:13:00.520 --> 00:13:03.520]  我們更加期望弟兄姊妹看見的是什麼呢?
[00:13:03.520 --> 00:13:06.120]  福音仍然會傳揚
[00:13:06.120 --> 00:13:09.920]  神的工作不會因為外在環境的
[00:13:09.920 --> 00:13:13.520]  亂動盪而被攔阻
[00:13:13.520 --> 00:13:16.120]  我用一個例子可以幫助大家
[00:13:16.120 --> 00:13:17.120]  其中一個就是
[00:13:17.120 --> 00:13:19.720]  在耶穌說這段經文的時候
[00:13:19.720 --> 00:13:21.320]  或者預告的時候
[00:13:21.320 --> 00:13:24.920]  你可以看到耶穌看見初期教會
[00:13:24.920 --> 00:13:27.320]  初期教會如果大家看回《小道行傳》的時候
[00:13:27.320 --> 00:13:30.320]  就知道教會遭遇了很大的逼迫
[00:13:30.320 --> 00:13:31.920]  很大的艱難
[00:13:31.920 --> 00:13:34.720]  特別我們有深刻印象就是
[00:13:34.720 --> 00:13:37.120]  掃羅在未信主之前
[00:13:37.120 --> 00:13:40.120]  他怎樣拿著祭司獎的文件
[00:13:40.120 --> 00:13:43.920]  到處去追捕基督徒
[00:13:43.920 --> 00:13:45.920]  封了教會
[00:13:45.920 --> 00:13:47.720]  那個環境其實真的很艱難
[00:13:47.720 --> 00:13:50.720]  甚至捉這些人只是坐牢
[00:13:50.720 --> 00:13:53.520]  更加會將他們處死
[00:13:53.520 --> 00:13:57.120]  所以教會其實是遇到這些很大的艱難
[00:13:57.120 --> 00:13:58.920]  我們旨意基督徒去傳福音
[00:13:58.920 --> 00:14:00.120]  可能會想一下
[00:14:00.120 --> 00:14:02.320]  怎麼可能呢?
[00:14:02.320 --> 00:14:03.520]  要殺頭的
[00:14:03.520 --> 00:14:05.720]  基督徒還敢去傳福音嗎?
[00:14:05.720 --> 00:14:07.920]  但是神的工作就是很奇妙
[00:14:07.920 --> 00:14:14.120]  神的福音、神的工作不會因為外面的動盪混亂而受難
[00:14:14.120 --> 00:14:15.320]  所以我們看回教會歷史
[00:14:15.320 --> 00:14:18.120]  我們就發現過了幾百年之後
[00:14:18.120 --> 00:14:21.920]  整個歐洲所謂叫羅馬帝國的時候
[00:14:21.920 --> 00:14:25.320]  羅馬帝國變成一個基督教的國家
[00:14:25.320 --> 00:14:26.920]  是沒有人想到
[00:14:26.920 --> 00:14:29.520]  當然我們不管它之後的發展是怎樣
[00:14:29.520 --> 00:14:31.320]  但這個重點就是提醒我們
[00:14:31.320 --> 00:14:32.920]  神的福音工作
[00:14:32.920 --> 00:14:34.320]  神自己的工作
[00:14:34.320 --> 00:14:36.320]  我們要看得清楚當下
[00:14:36.320 --> 00:14:41.320]  不是受外在紛亂動盪的環境來限制
[00:14:41.320 --> 00:14:44.320]  神的工作是會繼續的
[00:14:44.320 --> 00:14:46.920]  福音仍然會傳揚
[00:14:46.920 --> 00:14:51.320]  只不過我們每一個人需要願意被神使用
[00:14:51.320 --> 00:14:54.920]  我們被神使用的時候要有正確的依靠
[00:14:54.920 --> 00:14:57.720]  這個在我們面對未來的時候
[00:14:57.720 --> 00:15:00.120]  可以更多地去認識
[00:15:00.120 --> 00:15:02.720]  人子再來的時候其實沒有人知道
[00:15:02.720 --> 00:15:05.520]  這段經文提到人子會回來
[00:15:05.520 --> 00:15:07.520]  但人要學習的是什麼呢?
[00:15:07.520 --> 00:15:11.120]  我們願不願意有正確的面對未來
[00:15:11.120 --> 00:15:14.120]  特別是提到我們要有正確的一個依靠
[00:15:14.120 --> 00:15:18.520]  我們有沒有看得清楚對得準呢?
[00:15:18.520 --> 00:15:20.120]  其中一個對得準在這段經文
[00:15:20.120 --> 00:15:25.120]  我相信是提醒我們要對準我們的主
[00:15:25.120 --> 00:15:27.320]  我們心要對準
[00:15:27.320 --> 00:15:32.720]  我們心不要受到外在環境的牽引或者是吸引
[00:15:32.720 --> 00:15:34.520]  以致我們對不準
[00:15:34.520 --> 00:15:36.520]  我們有錯誤的依靠
[00:15:36.520 --> 00:15:39.520]  心要對準主提醒我們
[00:15:39.520 --> 00:15:42.520]  耶穌再回來其實真的不是我們知道的
[00:15:42.520 --> 00:15:44.520]  所以第一樣我們最重要的是什麼?
[00:15:44.520 --> 00:15:46.120]  不要亂猜
[00:15:46.120 --> 00:15:47.920]  當你亂猜的時候
[00:15:47.920 --> 00:15:50.920]  其實人都會很容易亂
[00:15:50.920 --> 00:15:53.920]  我們最重要是要學習面對
[00:15:53.920 --> 00:15:56.520]  對準我們的主,我們的神
[00:15:56.520 --> 00:15:59.520]  不是對準我們身邊的環境
[00:15:59.520 --> 00:16:01.920]  身邊環境可能會亂的
[00:16:01.920 --> 00:16:04.720]  特別我們看回《馬學福音》第十三章
[00:16:04.720 --> 00:16:05.720]  他提到什麼?
[00:16:05.720 --> 00:16:08.320]  國要攻打國,民要攻打民
[00:16:08.320 --> 00:16:09.720]  更加嚴重的
[00:16:09.720 --> 00:16:12.520]  有時候好像是發生在我們今天香港的是什麼?
[00:16:12.520 --> 00:16:15.920]  家庭裡面父母兒女之間那種張力
[00:16:15.920 --> 00:16:17.920]  那種對抗
[00:16:17.920 --> 00:16:19.120]  所以有時候我們會覺得
[00:16:19.120 --> 00:16:22.320]  是不是這些跡象或者這些事情發生呢?
[00:16:22.320 --> 00:16:24.520]  就是主再來呢?
[00:16:24.520 --> 00:16:30.520]  很想提這個其實不要只是看到或者看著這些事件
[00:16:30.520 --> 00:16:34.520]  我不知道大家在今天香港這個紛亂的時刻
[00:16:34.520 --> 00:16:36.520]  你的祈禱
[00:16:36.520 --> 00:16:38.320]  你倚靠的是什麼呢?
[00:16:38.320 --> 00:16:39.320]  或者當你祈禱的時候
[00:16:39.320 --> 00:16:40.320]  我不知道有沒有人想過
[00:16:40.320 --> 00:16:42.520]  主啊,今天這個這麼紛亂的時代
[00:16:42.520 --> 00:16:44.120]  最好是什麼?
[00:16:44.120 --> 00:16:46.720]  主啊,你快點再回來吧
[00:16:46.720 --> 00:16:50.720]  可能這個才是我們有時候想的出路
[00:16:50.720 --> 00:16:54.120]  但我相信在這些好像
[00:16:54.120 --> 00:16:57.920]  《馬學福音》第十三章說到的情況出現的時候
[00:16:57.920 --> 00:17:02.320]  甚至你覺得有時候白天變黑,月亮不放光的時候
[00:17:02.320 --> 00:17:05.520]  你都會覺得是不是主再回來呢?
[00:17:05.520 --> 00:17:07.920]  我想弟兄姊妹不要只是看這些
[00:17:07.920 --> 00:17:09.520]  其實不應該對準這些
[00:17:09.520 --> 00:17:13.720]  不准對準這些社會外在環境或者這些事件
[00:17:13.720 --> 00:17:15.120]  不需要對準某些人
[00:17:15.120 --> 00:17:18.120]  可能他好像說話說得很漂亮
[00:17:18.120 --> 00:17:20.520]  告訴你什麼時候什麼時候會發生什麼事
[00:17:20.520 --> 00:17:23.920]  其實我們心最重要是對準主
[00:17:23.920 --> 00:17:27.320]  在這三段經文今天所讀過的
[00:17:27.320 --> 00:17:28.720]  都是提醒我們
[00:17:28.720 --> 00:17:32.520]  對準主有大能力、大榮耀的在來
[00:17:32.520 --> 00:17:36.120]  對準主的話永遠不會廢去
[00:17:36.120 --> 00:17:39.120]  對準主這個主人隨時會回來
[00:17:39.120 --> 00:17:40.520]  要警醒
[00:17:40.520 --> 00:17:43.720]  所以我們的心就是要對準主
[00:17:43.720 --> 00:17:48.920]  人要做的就是要警醒
