
[00:00:00.000 --> 00:00:03.660]  講到開始不如我先問你們一個問題
[00:01:39.160 --> 00:01:41.100]  在學校裏面有甚麼趣事
[00:01:41.100 --> 00:01:43.700]  我真的要想一下 然後跟他分享
[00:01:43.700 --> 00:01:47.640]  當他說完之後 他們會怎樣做
[00:01:47.640 --> 00:01:49.480]  問回這個小朋友
[00:01:49.480 --> 00:01:51.880]  你今日又過得怎樣
[00:01:51.880 --> 00:01:53.840]  他又開始分享
[00:01:53.840 --> 00:01:55.120]  就因著這個原因
[00:01:55.120 --> 00:01:59.360]  這個家庭開始互相分享真誠的關懷
[00:01:59.360 --> 00:02:01.020]  用心的聆聽
[00:02:01.020 --> 00:02:02.920]  以前家庭的關係很緊張
[00:02:02.920 --> 00:02:04.920]  大家經常為了小朋友的問題
[00:02:04.920 --> 00:02:07.600]  去吵架 去煩惱
[00:02:07.600 --> 00:02:09.360]  現在他們都樂意融融
[00:02:09.360 --> 00:02:12.660]  雖然偶爾都真的會有吵架
[00:02:12.660 --> 00:02:17.040]  但家庭氣氛從來沒有試過這麼融洽 這麼開心
[00:02:17.040 --> 00:02:20.280]  感覺原來一句這麼簡單的問候
[00:02:20.280 --> 00:02:23.040]  就恢復了這個家庭的氣氛
[00:02:23.040 --> 00:02:26.120]  恢復了這個家庭應有的功能
[00:02:26.120 --> 00:02:28.780]  恢復了他們彼此之間的關係
[00:02:28.780 --> 00:02:33.280]  亦恢復了家人之間的愛和互信
[00:02:33.280 --> 00:02:36.360]  今天的講題是「恢復我心」
[00:02:36.360 --> 00:02:38.420]  剛才當我一開始問大家
[00:02:38.420 --> 00:02:41.120]  你好啊 你最近覺得怎樣
[00:02:41.120 --> 00:02:45.660]  大家不少人都說 好 好
[00:02:45.660 --> 00:02:48.260]  心裏面其實會不會都還有些東西
[00:02:48.260 --> 00:02:51.800]  其實都有點卡住的呢
[00:02:51.800 --> 00:02:54.400]  或者我們每一個人對現況
[00:02:54.400 --> 00:02:57.540]  或多或少都有少少的不滿意
[00:02:57.540 --> 00:03:00.040]  希望有些東西可能好像變回以前那樣
[00:03:00.040 --> 00:03:02.480]  甚至變得更加好
[00:03:02.480 --> 00:03:04.780]  今天我講到「恢復」這兩個字
[00:03:04.780 --> 00:03:10.460]  不知道你最想上帝去恢復你心裏面有些什麼呢
[00:03:10.460 --> 00:03:12.060]  在現實的環境當中
[00:03:12.060 --> 00:03:14.260]  很多東西我們都改變不了
[00:03:14.260 --> 00:03:16.260]  我們都控制不了
[00:03:16.260 --> 00:03:17.820]  但是作為基督徒
[00:03:17.820 --> 00:03:22.140]  我們的眼光會不會跟其他人有點不一樣呢
[00:03:22.140 --> 00:03:25.500]  求主透過今天的經文打開我們的眼睛
[00:03:25.500 --> 00:03:30.280]  恢復我們的心 讓我們一起禱告
[00:03:30.280 --> 00:03:33.140]  親愛的天父上帝 我們多謝讚美你
[00:03:33.140 --> 00:03:37.120]  讓我們可以來到你的殿中一同去敬拜你
[00:03:37.120 --> 00:03:39.020]  聆聽你自己的話語
[00:03:39.020 --> 00:03:42.220]  天父我們恭敬地將以下時間交上
[00:03:42.220 --> 00:03:44.060]  求你一樣講的 聽的
[00:03:44.060 --> 00:03:48.520]  我們都同感一鈴 在你裏面一同蒙造就
[00:03:48.520 --> 00:03:51.920]  聖靈你親自在我們當中工作
[00:03:51.920 --> 00:03:54.700]  多謝主 聽我們同心在你面前禱告
[00:03:54.700 --> 00:03:58.040]  仰望 逢主明求 阿們
[00:03:58.040 --> 00:04:00.400]  好 今天要跟大家講的是
[00:04:00.400 --> 00:04:04.200]  孽老或危老的女兒和血流女人的故事
[00:04:04.200 --> 00:04:06.980]  相信大家都很熟悉
[00:04:06.980 --> 00:04:08.820]  若然大家熟悉聖經的話
[00:04:08.820 --> 00:04:12.520]  其實知道它的文學結構是著名的三文字結構
[00:04:12.520 --> 00:04:15.580]  意思是先講孽老的故事
[00:04:15.580 --> 00:04:18.920]  中間插入血流婦人的情節
[00:04:18.920 --> 00:04:23.220]  然後再回到孽老和她的女兒的故事
[00:04:23.220 --> 00:04:25.060]  因為講到的時間有限
[00:04:25.060 --> 00:04:28.840]  亦因為我是姊妹木區的傳導
[00:04:28.840 --> 00:04:33.540]  所以今天比較集中地跟大家看血流女人的故事
[00:04:33.540 --> 00:04:35.100]  至於孽老和她的女兒
[00:04:35.100 --> 00:04:39.640]  我就留給Andy牧師有機會再跟大家分享
[00:04:39.640 --> 00:04:42.640]  好 上回提議我們先看看經文
[00:04:42.640 --> 00:04:44.180]  二十一節
[00:04:44.180 --> 00:04:46.880]  耶穌又坐船返回對岸
[00:04:46.880 --> 00:04:49.880]  然後說有一大群人聚集到祂身邊
[00:04:49.880 --> 00:04:51.560]  祂正在海邊
[00:04:51.560 --> 00:04:52.860]  上次講到什麼呢
[00:04:52.860 --> 00:04:56.400]  耶穌在加伯隆趕鬼入豬群之後
[00:04:56.400 --> 00:05:01.900]  聖經記載耶穌又坐船返回加里利湖的西邊
[00:05:01.900 --> 00:05:03.360]  當耶穌一下船的時候
[00:05:03.360 --> 00:05:05.900]  就有一大群人聚集在祂身邊
[00:05:05.900 --> 00:05:07.500]  而在這個時候
[00:05:07.500 --> 00:05:10.580]  有一個管會堂的人就叫做孽老
[00:05:10.580 --> 00:05:12.640]  或者和合本就是牙佬
[00:05:12.640 --> 00:05:14.740]  你見耶穌
[00:05:14.740 --> 00:05:16.340]  祂不理自己的身份
[00:05:16.340 --> 00:05:17.820]  不理自己的眼光
[00:05:17.820 --> 00:05:19.380]  不理別人的眼光
[00:05:19.380 --> 00:05:21.420]  因著求醫心切
[00:05:21.420 --> 00:05:23.760]  就苦伏在耶穌的腳前
[00:05:23.760 --> 00:05:25.520]  再三地求祂
[00:05:25.520 --> 00:05:28.960]  說我的小女兒快要死了
[00:05:28.960 --> 00:05:31.100]  求祢去為她按守
[00:05:31.100 --> 00:05:32.500]  使她痊癒
[00:05:32.500 --> 00:05:34.400]  可以活下去
[00:05:34.400 --> 00:05:37.940]  聖經記載耶穌就跟祂同去
[00:05:37.940 --> 00:05:39.600]  在逛的當中
[00:05:39.600 --> 00:05:43.040]  殊不知這個時候就殺出誰
[00:05:43.040 --> 00:05:44.800]  殺出一個程咬金
[00:05:44.800 --> 00:05:47.080]  這個程咬金是誰呢
[00:05:47.080 --> 00:05:49.080]  有一個女人
[00:05:49.080 --> 00:05:52.520]  這個是患了十二年血瘤病的女人
[00:05:52.520 --> 00:05:53.420]  而在螢幕上
[00:05:53.420 --> 00:05:55.480]  你見到和修版講得很清楚
[00:05:55.480 --> 00:05:57.060]  血瘤病是什麼
[00:05:57.060 --> 00:05:59.520]  其實就是經血不止
[00:05:59.520 --> 00:06:00.620]  相信大家都知道
[00:06:00.620 --> 00:06:02.660]  一個正常的婦女
[00:06:02.660 --> 00:06:05.260]  她月事大概一個月來一次
[00:06:05.260 --> 00:06:08.600]  維持一個星期左右就結束了
[00:06:08.600 --> 00:06:09.800]  不過這個女人
[00:06:09.800 --> 00:06:11.560]  她患了血瘤病
[00:06:11.560 --> 00:06:13.400]  她十二年來
[00:06:13.400 --> 00:06:15.400]  沒有停過月事
[00:06:15.400 --> 00:06:16.740]  十二年來
[00:06:16.740 --> 00:06:19.740]  她都活在驚奇的底下
[00:06:19.740 --> 00:06:22.980]  一個沒有被人記錄名字的女人
[00:06:22.980 --> 00:06:25.020]  她是一個很重要的女人
[00:06:25.020 --> 00:06:27.060]  我們看的是《馬口福音》
[00:06:27.060 --> 00:06:28.960]  但其實《馬太》和《盧家福音》
[00:06:28.960 --> 00:06:31.520]  都有明確地記載她的故事
[00:06:31.520 --> 00:06:34.000]  讓我們看看聖經如何去敘述
[00:06:34.000 --> 00:06:35.060]  去描述這個女人
[00:06:35.060 --> 00:06:36.520]  我們一起讀出來看
[00:06:36.520 --> 00:06:37.020]  是嗎
[00:06:37.020 --> 00:06:37.660]  我們一起讀出來
[00:06:37.660 --> 00:06:38.800]  一二十五到二十八節
[00:06:38.800 --> 00:06:40.040]  一二三
[00:06:40.040 --> 00:06:41.540]  有一個女人
[00:06:41.540 --> 00:06:43.740]  患了經血不止的病
[00:06:43.740 --> 00:06:45.240]  有十二年
[00:06:45.240 --> 00:06:49.540]  在好些醫生手裡受了許多苦
[00:06:49.540 --> 00:06:52.280]  又花盡了她所有的
[00:06:52.280 --> 00:06:54.220]  一點也不見好
[00:06:54.220 --> 00:06:56.240]  反而更重了
[00:06:56.240 --> 00:06:58.680]  她聽見耶穌的事
[00:06:58.680 --> 00:07:01.020]  就夾在眾人中間
[00:07:01.020 --> 00:07:04.220]  從後面來摸耶穌的衣裳
[00:07:04.220 --> 00:07:05.620]  因祂想
[00:07:05.620 --> 00:07:08.000]  我只摸到祂的衣裳
[00:07:08.000 --> 00:07:10.160]  就會痊癒
[00:07:10.160 --> 00:07:12.460]  在二十五到二十八節
[00:07:12.460 --> 00:07:14.400]  聖經作者在原文當中
[00:07:14.400 --> 00:07:16.400]  原來一直用逗號
[00:07:16.400 --> 00:07:17.900]  直到去最尾
[00:07:17.900 --> 00:07:20.740]  他花了整整七句的修飾句
[00:07:20.740 --> 00:07:22.400]  去形容這個女人
[00:07:22.400 --> 00:07:23.380]  這個不潔淨
[00:07:23.380 --> 00:07:24.040]  沒有人理
[00:07:24.040 --> 00:07:24.980]  沒有人想碰
[00:07:24.980 --> 00:07:26.180]  經常藏起自己
[00:07:26.180 --> 00:07:27.680]  怕阻礙到別人
[00:07:27.680 --> 00:07:28.520]  沒有朋友
[00:07:28.520 --> 00:07:30.340]  被人邊緣化的女人
[00:07:30.340 --> 00:07:31.460]  大概七句
[00:07:31.460 --> 00:07:33.380]  其實長很多項
[00:07:33.380 --> 00:07:34.680]  而葉老呢
[00:07:34.680 --> 00:07:36.860]  聖經只花了兩句去描述她
[00:07:36.860 --> 00:07:38.060]  跟男人一樣
[00:07:38.060 --> 00:07:38.860]  很清楚
[00:07:38.860 --> 00:07:39.760]  明確
[00:07:39.760 --> 00:07:41.200]  她是管會堂
[00:07:41.200 --> 00:07:43.100]  她叫做葉老
[00:07:43.100 --> 00:07:45.200]  除此之外就沒有了
[00:07:45.200 --> 00:07:46.560]  相較之下
[00:07:46.560 --> 00:07:48.540]  作者馬河花了大量的筆墨
[00:07:48.540 --> 00:07:50.100]  去形容這個女人
[00:07:50.100 --> 00:07:51.040]  剛才我們看得太快
[00:07:51.040 --> 00:07:52.600]  我們再仔細看一看
[00:07:52.600 --> 00:07:55.140]  聖經究竟怎樣形容這個女人呢
[00:07:55.140 --> 00:07:56.040]  祂說到
[00:07:56.040 --> 00:07:57.880]  她患了驚血不止的病
[00:07:57.880 --> 00:07:59.380]  有十二年
[00:07:59.380 --> 00:08:02.020]  指的是很長的一段時間
[00:08:02.020 --> 00:08:03.620]  而因著血流病
[00:08:03.620 --> 00:08:04.620]  她這個女人
[00:08:04.620 --> 00:08:08.020]  是當時被視為禮儀上的不潔淨
[00:08:08.020 --> 00:08:11.360]  所以她是被人隔離了十二年
[00:08:11.360 --> 00:08:12.560]  而不是好像你之前說的
[00:08:12.560 --> 00:08:13.500]  隔離了十二天
[00:08:13.500 --> 00:08:14.920]  十四天就很辛苦
[00:08:14.920 --> 00:08:15.660]  十二年
[00:08:15.660 --> 00:08:17.600]  整整十二年
[00:08:17.600 --> 00:08:18.800]  第二句
[00:08:18.800 --> 00:08:20.700]  她在很多的醫生手裏
[00:08:20.700 --> 00:08:22.540]  受了許多的苦
[00:08:22.540 --> 00:08:23.900]  她試過很多醫生
[00:08:23.900 --> 00:08:25.140]  看過很多醫生
[00:08:25.140 --> 00:08:26.480]  但是沒有人醫得好她
[00:08:26.480 --> 00:08:28.400]  她受了很多苦
[00:08:28.400 --> 00:08:30.980]  第三 她花盡了她所有
[00:08:30.980 --> 00:08:32.780]  可能這個女人本身有些錢
[00:08:32.780 --> 00:08:33.920]  十二年來
[00:08:33.920 --> 00:08:36.020]  她不停去看醫生
[00:08:36.020 --> 00:08:37.820]  但是她唯一的依靠
[00:08:37.820 --> 00:08:40.380]  她的錢都沒有了
[00:08:40.380 --> 00:08:41.180]  第四句
[00:08:41.180 --> 00:08:43.320]  一點也不見好
[00:08:43.320 --> 00:08:45.200]  病勢反而更重
[00:08:45.200 --> 00:08:46.120]  她來到絕路
[00:08:46.120 --> 00:08:46.960]  她沒有錢
[00:08:46.960 --> 00:08:47.760]  沒有朋友
[00:08:47.760 --> 00:08:49.360]  沒有健康
[00:08:49.360 --> 00:08:50.260]  不過
[00:08:50.260 --> 00:08:52.200]  轉捩點是下一句
[00:08:52.200 --> 00:08:54.200]  她聽見耶穌的事
[00:08:54.200 --> 00:08:56.000]  就夾在眾人中間
[00:08:56.000 --> 00:08:57.200]  從後面來
[00:08:57.200 --> 00:08:58.940]  摸了耶穌的衣裳
[00:08:58.940 --> 00:08:59.940]  最後一句
[00:08:59.940 --> 00:09:01.080]  因她想
[00:09:01.080 --> 00:09:02.480]  我只要摸到祂的衣服
[00:09:02.480 --> 00:09:04.780]  我就會康復
[00:09:04.780 --> 00:09:06.940]  這裡反映什麼呢
[00:09:06.940 --> 00:09:08.040]  其實
[00:09:08.040 --> 00:09:10.920]  她只是想輕輕地來
[00:09:10.920 --> 00:09:11.980]  輕輕地走
[00:09:11.980 --> 00:09:14.480]  她一點也不想引起大家的注意
[00:09:14.480 --> 00:09:16.380]  她心裏面只有一件事
[00:09:16.380 --> 00:09:17.200]  一個任務
[00:09:17.200 --> 00:09:19.560]  是什麼呢
[00:09:19.560 --> 00:09:22.260]  摸耶穌的衣服
[00:09:22.260 --> 00:09:24.360]  我摸一下耶穌的衣服就可以了
[00:09:24.360 --> 00:09:25.760]  我就會康復了
[00:09:25.760 --> 00:09:26.460]  如果和合本說
[00:09:26.460 --> 00:09:28.300]  我必存於
[00:09:28.300 --> 00:09:30.400]  摸完我立刻走就好了
[00:09:30.400 --> 00:09:32.700]  她真的不想打擾大家
[00:09:32.700 --> 00:09:35.680]  而且當她如果被人發現她不潔淨
[00:09:35.680 --> 00:09:37.480]  她去摸別人的話
[00:09:37.480 --> 00:09:39.380]  這件事叫做明知故犯
[00:09:39.380 --> 00:09:41.720]  不合乎道德倫理
[00:09:41.720 --> 00:09:43.180]  因為《利未記》記載
[00:09:43.180 --> 00:09:45.580]  凡摸到一個患血流的人
[00:09:45.580 --> 00:09:47.180]  甚至她坐過的燈
[00:09:47.180 --> 00:09:48.520]  她睡過的床
[00:09:48.520 --> 00:09:50.120]  都會變成不潔淨
[00:09:50.120 --> 00:09:51.660]  那些人都要隔離去到
[00:09:51.660 --> 00:09:53.760]  當天晚上日落的時候
[00:09:53.760 --> 00:09:55.320]  才得到潔淨
[00:09:55.320 --> 00:09:57.000]  所以一個患血流的人
[00:09:57.000 --> 00:09:59.140]  是會將她禮儀上的不潔淨
[00:09:59.140 --> 00:10:00.860]  傳染給其他人
[00:10:00.860 --> 00:10:02.300]  大家都要遠離她
[00:10:02.300 --> 00:10:03.240]  而她呢
[00:10:03.240 --> 00:10:05.100]  要自我隔離
[00:10:05.100 --> 00:10:06.400]  所以一個患血流的人
[00:10:06.400 --> 00:10:09.400]  心裡好像那個人中了COVID那樣
[00:10:09.400 --> 00:10:11.080]  她要很小心地走
[00:10:11.080 --> 00:10:12.280]  她不會到處走
[00:10:12.280 --> 00:10:13.880]  也不會到處碰
[00:10:13.880 --> 00:10:15.880]  因為這個好像基本常識
[00:10:15.880 --> 00:10:16.820]  你不潔淨
[00:10:16.820 --> 00:10:17.820]  你還到處走
[00:10:17.820 --> 00:10:19.220]  你還到處坐
[00:10:19.220 --> 00:10:20.820]  不是說我看不到那張椅子
[00:10:20.820 --> 00:10:22.660]  沒有血跡就可以了
[00:10:22.660 --> 00:10:25.660]  當我不知道你是一個隱形的不潔淨者
[00:10:25.660 --> 00:10:26.320]  我碰到你
[00:10:26.320 --> 00:10:27.200]  或者我碰過
[00:10:27.200 --> 00:10:29.720]  或者坐過你坐過的東西的時候
[00:10:29.720 --> 00:10:30.600]  我去聖殿
[00:10:30.600 --> 00:10:33.760]  分分鐘被上帝擊殺
[00:10:33.760 --> 00:10:34.560]  不過
[00:10:34.560 --> 00:10:35.560]  此時此刻
[00:10:35.560 --> 00:10:38.140]  這個會為別人帶來極大麻煩
[00:10:38.140 --> 00:10:39.500]  和困擾的人
[00:10:39.500 --> 00:10:40.680]  什麼誡命
[00:10:40.680 --> 00:10:42.680]  什麼規條都不理
[00:10:42.680 --> 00:10:43.880]  和合本這樣說
[00:10:43.880 --> 00:10:45.640]  她聽見耶穌的事
[00:10:45.640 --> 00:10:47.140]  就從後頭來
[00:10:47.140 --> 00:10:48.780]  站在眾人的中間
[00:10:48.780 --> 00:10:50.520]  摸耶穌的衣裳
[00:10:50.520 --> 00:10:53.760]  為了要得醫治
[00:10:53.760 --> 00:10:56.560]  結果呢
[00:10:56.560 --> 00:10:58.560]  結果她康復了
[00:10:58.560 --> 00:11:00.300]  她真的康復了
[00:11:00.300 --> 00:11:03.960]  十二年的災病一下子就康復了
[00:11:03.960 --> 00:11:05.100]  聖經甚至這樣說
[00:11:05.100 --> 00:11:07.660]  她血流的源頭立刻乾了
[00:11:07.660 --> 00:11:08.700]  意思是什麼
[00:11:08.700 --> 00:11:10.500]  經文其實記載她身體
[00:11:10.500 --> 00:11:12.240]  原先好像一個泉源
[00:11:12.240 --> 00:11:14.040]  好像一個噴水池一樣
[00:11:14.040 --> 00:11:15.580]  一直有血湧出來
[00:11:15.580 --> 00:11:17.140]  流出來
[00:11:17.140 --> 00:11:19.020]  現在不是治標
[00:11:19.020 --> 00:11:20.620]  現在是真正的治本
[00:11:20.620 --> 00:11:22.280]  核心的問題處理了
[00:11:22.280 --> 00:11:24.520]  連她一下子都感受到
[00:11:24.520 --> 00:11:27.320]  身上的災病完全康復
[00:11:27.320 --> 00:11:28.520]  但與此同時
[00:11:28.520 --> 00:11:30.220]  耶穌頓時心裡都覺得
[00:11:30.220 --> 00:11:32.920]  有能力從自己那裡走出去
[00:11:32.920 --> 00:11:36.100]  就在那個電光火石那瞬間
[00:11:36.100 --> 00:11:38.360]  這個女人和耶穌
[00:11:38.360 --> 00:11:40.200]  都有了同一個感覺
[00:11:40.200 --> 00:11:43.040]  一個感受到病得醫治
[00:11:43.040 --> 00:11:44.340]  另一個呢
[00:11:44.340 --> 00:11:46.500]  知道她有一些能力
[00:11:46.500 --> 00:11:49.640]  一下子就從她身上走出去
[00:11:49.640 --> 00:11:53.180]  或者我們今天好像很難去聯想這種感覺
[00:11:53.180 --> 00:11:54.380]  不過我再想
[00:11:54.380 --> 00:11:57.520]  或者就好像靜電一樣
[00:11:57.520 --> 00:12:00.960]  雙方同一時間有同一個感覺
[00:12:00.960 --> 00:12:03.360]  只是耶穌和那個女人所感受的
[00:12:03.360 --> 00:12:06.420]  一定比靜電多很多
[00:12:06.420 --> 00:12:09.760]  所以耶穌立刻在眾人當中
[00:12:09.760 --> 00:12:11.760]  中間轉過身來就問
[00:12:11.760 --> 00:12:14.000]  誰摸了我的衣服
[00:12:14.000 --> 00:12:18.600]  門徒不明白為什麼無緣無故要停下來問
[00:12:18.600 --> 00:12:20.140]  所以門徒就問
[00:12:20.140 --> 00:12:22.640]  你看這麼多人擁擠你
[00:12:22.640 --> 00:12:25.540]  你還問誰摸我嗎
[00:12:25.540 --> 00:12:27.480]  不過其實我們看清楚一點
[00:12:27.480 --> 00:12:29.980]  耶穌不是問誰摸我
[00:12:29.980 --> 00:12:30.920]  看回經文
[00:12:30.920 --> 00:12:34.060]  祂是問誰摸我的衣裳
[00:12:34.060 --> 00:12:37.120]  表明耶穌除了知道自己有能力流出去之外
[00:12:37.120 --> 00:12:40.320]  祂還很清楚知道有人刻意摸那件衣服
[00:12:40.320 --> 00:12:42.200]  以致能力流出
[00:12:42.200 --> 00:12:44.400]  所以耶穌不是問誰摸我
[00:12:44.400 --> 00:12:46.060]  誰批判我
[00:12:46.060 --> 00:12:49.600]  其實祂要找回摸那件衣服的女人
[00:12:49.600 --> 00:12:52.940]  祂很堅持祂甚至停下來
[00:12:52.940 --> 00:12:54.580]  周圍觀看
[00:12:54.580 --> 00:12:57.740]  要見造者時的女人
[00:12:57.740 --> 00:13:00.020]  終於這個女人無法躲避
[00:13:00.020 --> 00:13:02.380]  就恐懼戰經地
[00:13:02.380 --> 00:13:04.720]  俯伏在耶穌的跟前
[00:13:04.720 --> 00:13:08.060]  將實情完完全全地說出來
[00:13:08.060 --> 00:13:10.460]  哎呀 明明任務完成了
[00:13:10.460 --> 00:13:13.160]  但這個女人卻不能全身而退
[00:13:13.160 --> 00:13:16.060]  還記不記得她本身在想些什麼
[00:13:16.060 --> 00:13:18.200]  我摸了衣服就可以了
[00:13:18.200 --> 00:13:20.200]  摸完我立刻走
[00:13:20.200 --> 00:13:21.540]  但現在呢
[00:13:21.540 --> 00:13:24.640]  她一下子成為眾人的焦點
[00:13:24.640 --> 00:13:26.600]  耶穌為什麼要這樣做
[00:13:26.600 --> 00:13:30.940]  祂不單單要治好這個婦人的災病
[00:13:30.940 --> 00:13:34.020]  恢復她身體上的功能
[00:13:34.020 --> 00:13:36.380]  祂更加要讓這個女兒
[00:13:36.380 --> 00:13:38.960]  重新投入這個社會
[00:13:38.960 --> 00:13:42.320]  恢復她的人際關係網絡
[00:13:42.320 --> 00:13:44.660]  當我們以為高潮已經過去了
[00:13:44.660 --> 00:13:47.260]  事實上我們現在才來到
[00:13:47.260 --> 00:13:49.260]  張力最頂峰的時候
[00:13:49.260 --> 00:13:50.500]  你們還記得吧
[00:13:50.500 --> 00:13:53.140]  耶穌本身是在講道路的
[00:13:53.140 --> 00:13:55.300]  本身是去耶路的家
[00:13:55.300 --> 00:13:59.740]  去醫治那個快死的病死的女兒
[00:13:59.740 --> 00:14:01.980]  聖經之後怎樣說
[00:14:01.980 --> 00:14:07.620]  有人從會堂主管的家裡來說
[00:14:07.620 --> 00:14:12.220]  「你的女兒死了何必還勞駕勞師呢」
[00:14:12.220 --> 00:14:16.760]  「你的女兒死了何必還勞駕勞師呢」
[00:14:16.760 --> 00:14:19.260]  此刻當葉老聽到這個噩耗的時候
[00:14:19.260 --> 00:14:21.900]  他大概要崩潰要暈倒
[00:14:21.900 --> 00:14:24.200]  他連最後的指望都沒有
[00:14:24.200 --> 00:14:25.660]  不過就在這個時候
[00:14:25.660 --> 00:14:28.240]  耶穌講了一句我們很熟悉的經文
[00:14:28.240 --> 00:14:30.900]  是什麼
[00:14:30.900 --> 00:14:32.640]  「不要怕,只要信」
[00:14:32.640 --> 00:14:34.340]  不要講錯我
[00:14:34.340 --> 00:14:35.980]  「不要信,只要怕」就是壞傢伙
[00:14:35.980 --> 00:14:38.180]  不要怕,只要信
[00:14:38.180 --> 00:14:41.380]  然後就繼續帶著門徒一起去耶路的家
[00:14:41.380 --> 00:14:43.380]  拉著女兒的手
[00:14:43.380 --> 00:14:46.260]  就將她從死亡當中拯救
[00:14:46.260 --> 00:14:48.260]  恢復她的生命氣息
[00:14:48.260 --> 00:14:49.760]  讓她復活過來
[00:14:49.760 --> 00:14:53.260]  重新有生命
[00:14:53.260 --> 00:14:56.400]  聖經故事講到這裡就結束了
[00:14:56.400 --> 00:14:58.400]  故事都很精彩
[00:14:58.400 --> 00:15:00.000]  很峰迴路轉
[00:15:00.000 --> 00:15:02.940]  究竟上帝要透過這段經文
[00:15:02.940 --> 00:15:06.140]  這兩個人物的故事跟我們說些什麼
[00:15:06.140 --> 00:15:09.280]  有些什麼我們要在當中學習呢
[00:15:09.280 --> 00:15:13.780]  第一個不知道你們猜不猜得到
[00:15:13.780 --> 00:15:16.020]  第一個你們猜不猜得到
[00:15:16.020 --> 00:15:16.620]  恢復我心
[00:15:16.620 --> 00:15:17.460]  不是
[00:15:17.460 --> 00:15:18.860]  謝謝Jo
[00:15:18.860 --> 00:15:20.820]  第一個信心
[00:15:20.820 --> 00:15:24.100]  其實在聖經裡面經常都說信心
[00:15:24.100 --> 00:15:25.760]  而基督徒經常都會說
[00:15:25.760 --> 00:15:27.700]  求主加添我們信心
[00:15:27.700 --> 00:15:30.500]  我們要學習信心的功課
[00:15:30.500 --> 00:15:31.960]  很多時候都這樣說
[00:15:31.960 --> 00:15:35.240]  甚至上次耶穌基督徒都講到
[00:15:35.240 --> 00:15:36.900]  除了血肉的婦人
[00:15:36.900 --> 00:15:38.980]  除了葉老這個女兒之外
[00:15:38.980 --> 00:15:41.940]  其實連同耶穌說鬼入豬群
[00:15:41.940 --> 00:15:44.980]  再連同平靜風浪的故事
[00:15:44.980 --> 00:15:46.820]  我們一起這樣看
[00:15:46.820 --> 00:15:49.580]  全部都在說信心
[00:15:49.580 --> 00:15:51.420]  這裡我們今天看到的
[00:15:51.420 --> 00:15:54.220]  是兩顆單純的信
[00:15:54.220 --> 00:15:58.400]  女人她不顧一切
[00:15:58.400 --> 00:16:00.860]  要走到耶穌的身後面
[00:16:00.860 --> 00:16:03.900]  她相信一摸就好了
