
[00:00:00.000 --> 00:00:06.000]  我有一個朋友,很多年前他喜歡用一隻手機的牌子叫做Samsung
[00:09:49.000 --> 00:09:53.000]  一位太太都幾年輕,不是很大的太太
[00:09:53.000 --> 00:09:56.000]  醫生告訴她,她患了癌症
[00:09:56.000 --> 00:09:58.000]  情況一點都不樂觀
[00:09:58.000 --> 00:10:00.000]  而且有擴散的跡象
[00:10:00.000 --> 00:10:02.000]  她曾經好多次埋怨
[00:10:02.000 --> 00:10:05.000]  為什麼?為什麼是我?Why me?
[00:10:05.000 --> 00:10:09.000]  就是在人生最絕景、最不開心的時間
[00:10:09.000 --> 00:10:11.000]  她認識到一些教會的朋友
[00:10:11.000 --> 00:10:12.000]  在她鼓勵之下
[00:10:12.000 --> 00:10:14.000]  再一次回到教會那裏
[00:10:14.000 --> 00:10:17.000]  再一次去找耶穌
[00:10:17.000 --> 00:10:19.000]  雖然病況一點都沒有改變
[00:10:19.000 --> 00:10:22.000]  但是她的心境改變了
[00:10:22.000 --> 00:10:24.000]  她和很多人說
[00:10:24.000 --> 00:10:27.000]  如果不是這個痛苦的病患
[00:10:27.000 --> 00:10:31.000]  她根本不會再遇到耶穌
[00:10:31.000 --> 00:10:34.000]  這個正正就是大臣的故事
[00:10:34.000 --> 00:10:36.000]  如果沒有痛苦
[00:10:36.000 --> 00:10:38.000]  如果兒子沒有病成這樣
[00:10:38.000 --> 00:10:41.000]  如果他手上還有很多籌碼
[00:10:41.000 --> 00:10:43.000]  有很多辦法的話
[00:10:43.000 --> 00:10:45.000]  難道他會去找耶穌?
[00:10:45.000 --> 00:10:47.000]  難道他會放下自己的身份
[00:10:47.000 --> 00:10:48.000]  去自己的身段
[00:10:48.000 --> 00:10:51.000]  去親自去求救?
[00:10:51.000 --> 00:10:53.000]  不知道大家知不知道
[00:10:53.000 --> 00:10:55.000]  戈爾夫球是何時發明的呢?
[00:10:55.000 --> 00:10:57.000]  二百多年之前
[00:10:57.000 --> 00:11:00.000]  原來當他製造戈爾夫球的時候
[00:11:00.000 --> 00:11:03.000]  原本戈爾夫球是滑溜溜的
[00:11:03.000 --> 00:11:04.000]  是平的
[00:11:04.000 --> 00:11:06.000]  是完全沒有凸凸的
[00:11:06.000 --> 00:11:08.000]  所以人們用極力打出去
[00:11:08.000 --> 00:11:10.000]  就發覺效果很奇怪
[00:11:10.000 --> 00:11:11.000]  是打得到
[00:11:11.000 --> 00:11:13.000]  但是速度又不是很快
[00:11:13.000 --> 00:11:15.000]  而且又不是很軟
[00:11:15.000 --> 00:11:16.000]  結果就很奇怪地
[00:11:16.000 --> 00:11:18.000]  這支球越打越舊
[00:11:18.000 --> 00:11:20.000]  但是打舊了的時候
[00:11:20.000 --> 00:11:21.000]  不知道為什麼
[00:11:21.000 --> 00:11:23.000]  窮人就撿到舊的球
[00:11:23.000 --> 00:11:26.000]  接著就發現越打越厲害
[00:11:26.000 --> 00:11:29.000]  而且越軟又有力
[00:11:29.000 --> 00:11:32.000]  有錢人就開始學東西了
[00:11:32.000 --> 00:11:35.000]  就發現原來窮人撿到這些球之後
[00:11:35.000 --> 00:11:36.000]  可以這樣
[00:11:36.000 --> 00:11:39.000]  於是就開始改良戈爾夫球
[00:11:39.000 --> 00:11:41.000]  後期人們就將戈爾夫球浮
[00:11:41.000 --> 00:11:43.000]  變成凹凸不平
[00:11:43.000 --> 00:11:45.000]  大家知不知道這個凹凸不平的面
[00:11:45.000 --> 00:11:47.000]  有多少凹凸位呢?
[00:11:47.000 --> 00:11:50.000]  有多少個凹凸位呢?
[00:11:50.000 --> 00:11:52.000]  有沒有人戴眼鏡呢?
[00:11:52.000 --> 00:11:54.000]  馬上不敢了
[00:11:54.000 --> 00:11:57.000]  是有三百三十幾個
[00:11:57.000 --> 00:12:00.000]  一個球原來有這麼多個凹凸位
[00:12:00.000 --> 00:12:02.000]  人生就有很多這些凹凸位
[00:12:02.000 --> 00:12:04.000]  很多不平滑的經歷
[00:12:04.000 --> 00:12:06.000]  正是因為這樣的磨練
[00:12:06.000 --> 00:12:09.000]  才能夠練出成熟的生命
[00:12:09.000 --> 00:12:11.000]  信心的種子
[00:12:11.000 --> 00:12:14.000]  是可以從我們所經歷的痛苦裏面
[00:12:14.000 --> 00:12:15.000]  成長出來
[00:12:15.000 --> 00:12:16.000]  孕育出來
[00:12:16.000 --> 00:12:18.000]  痛苦的來臨
[00:12:18.000 --> 00:12:19.000]  告訴我們
[00:12:19.000 --> 00:12:22.000]  到底我們應該怎樣看人生
[00:12:22.000 --> 00:12:25.000]  教我們去尋求生命的意義
[00:12:25.000 --> 00:12:29.000]  是一個給我們對神的信心萌芽的大好機會
[00:12:29.000 --> 00:12:31.000]  但是請我們不要忘記
[00:12:31.000 --> 00:12:33.000]  請我們不要忘記
[00:12:33.000 --> 00:12:35.000]  我們不需要邀請祂來
[00:12:35.000 --> 00:12:37.000]  苦難來到的時候
[00:12:37.000 --> 00:12:40.000]  我們不應該說Hallelujah感謝主
[00:12:40.000 --> 00:12:43.000]  我們更加不需要跟神說Come on more and more
[00:12:43.000 --> 00:12:44.000]  我們不需要這樣
[00:12:44.000 --> 00:12:45.000]  因為
[00:12:45.000 --> 00:12:46.000]  因為
[00:12:46.000 --> 00:12:48.000]  祂會自然找上門
[00:12:48.000 --> 00:12:51.000]  祂會自然敲你的門
[00:12:51.000 --> 00:12:53.000]  在你不知不覺的時候
[00:12:53.000 --> 00:12:54.000]  祂就不請自來
[00:12:54.000 --> 00:12:58.000]  硬闖入我們的生命的世界裏面
[00:12:58.000 --> 00:12:59.000]  但是我們當時
[00:12:59.000 --> 00:13:00.000]  如果是這樣的時候
[00:13:00.000 --> 00:13:01.000]  我們要知道
[00:13:01.000 --> 00:13:03.000]  我們可以從
[00:13:03.000 --> 00:13:05.000]  面對痛苦的裏面
[00:13:05.000 --> 00:13:08.000]  培植出對神的信心
[00:13:08.000 --> 00:13:13.000]  這個正是我們對神的信心萌芽的大好機會
[00:13:13.000 --> 00:13:14.000]  還有第二樣東西
[00:13:14.000 --> 00:13:15.000]  這段經文提醒我們
[00:13:15.000 --> 00:13:20.000]  信心是必須要自己去親自去尋找
[00:13:20.000 --> 00:13:22.000]  我們相信
[00:13:22.000 --> 00:13:23.000]  這位的爸爸
[00:13:23.000 --> 00:13:24.000]  這位的高官
[00:13:24.000 --> 00:13:25.000]  在他人生裏面
[00:13:25.000 --> 00:13:28.000]  應該從來都未正式主動去見過耶穌
[00:13:28.000 --> 00:13:29.000]  他沒有直接聽過耶穌
[00:13:29.000 --> 00:13:31.000]  任何一篇的講道都未定
[00:13:31.000 --> 00:13:34.000]  所有他對耶穌得來的東西
[00:13:34.000 --> 00:13:37.000]  都是人家告訴他
[00:13:37.000 --> 00:13:38.000]  他對耶穌的理解
[00:13:38.000 --> 00:13:40.000]  他對耶穌的聽的講法
[00:13:40.000 --> 00:13:41.000]  都是全部
[00:13:41.000 --> 00:13:42.000]  都不是他一手資料
[00:13:42.000 --> 00:13:44.000]  都是二手資料得來
[00:13:44.000 --> 00:13:45.000]  但是
[00:13:45.000 --> 00:13:46.000]  但是
[00:13:46.000 --> 00:13:47.000]  我們要知道
[00:13:47.000 --> 00:13:51.000]  信仰是必須要自己親自去經歷
[00:13:51.000 --> 00:13:53.000]  不是人告訴我們
[00:13:53.000 --> 00:13:56.000]  而是我們必須要自己親身去體會
[00:13:56.000 --> 00:13:58.000]  我記得我和大家分享過
[00:13:58.000 --> 00:14:00.000]  我好喜歡看北極光
[00:14:00.000 --> 00:14:02.000]  雖然我人生未看過北極光
[00:14:02.000 --> 00:14:03.000]  我曾經
[00:14:03.000 --> 00:14:05.000]  我曾經心裏面想
[00:14:05.000 --> 00:14:06.000]  北極光有多震撼
[00:14:06.000 --> 00:14:08.000]  真是我都好想知
[00:14:08.000 --> 00:14:09.000]  但我心裏面想
[00:14:09.000 --> 00:14:10.000]  不如google一下
[00:14:10.000 --> 00:14:12.000]  就了解自己的心事
[00:14:12.000 --> 00:14:14.000]  不知你敢不敢google一下
[00:14:14.000 --> 00:14:15.000]  出來的那幅圖畫
[00:14:15.000 --> 00:14:17.000]  和你真實見到的圖畫
[00:14:17.000 --> 00:14:19.000]  有沒有不同呢
[00:14:19.000 --> 00:14:21.000]  我以為沒什麼分別
[00:14:21.000 --> 00:14:23.000]  直至我有一年去西安
[00:14:23.000 --> 00:14:26.000]  我第一次帶隊去看兵馬俑
[00:14:26.000 --> 00:14:28.000]  那次人生我從來沒去看過兵馬俑
[00:14:28.000 --> 00:14:31.000]  我常常都心裏面一堆石頭
[00:14:31.000 --> 00:14:32.000]  so what
[00:14:32.000 --> 00:14:34.000]  當我入去看的時候
[00:14:34.000 --> 00:14:35.000]  我真是震撼了一下
[00:14:35.000 --> 00:14:38.000]  原來是這麼偉大
[00:14:38.000 --> 00:14:41.000]  可以是這麼震撼性
[00:14:41.000 --> 00:14:42.000]  大家都知
[00:14:42.000 --> 00:14:44.000]  我都去帶很多聖地團
[00:14:44.000 --> 00:14:46.000]  我一直帶聖地團的時候
[00:14:46.000 --> 00:14:47.000]  以前
[00:14:47.000 --> 00:14:48.000]  我帶聖地團
[00:14:48.000 --> 00:14:50.000]  我常常都好想去兩個地方
[00:14:50.000 --> 00:14:52.000]  第一個就是曠野
[00:14:52.000 --> 00:14:54.000]  沒什麼團帶你去曠野
[00:14:54.000 --> 00:14:55.000]  坦白講
[00:14:55.000 --> 00:14:56.000]  因為危險
[00:14:56.000 --> 00:14:59.000]  還有沒什麼團會帶你去看所羅門銅礦
[00:14:59.000 --> 00:15:00.000]  因為遠
[00:15:00.000 --> 00:15:02.000]  那個近紅海的地方
[00:15:02.000 --> 00:15:03.000]  我有一九年的時候
[00:15:03.000 --> 00:15:05.000]  一九年我最後一次帶聖地團
[00:15:05.000 --> 00:15:06.000]  我記得
[00:15:06.000 --> 00:15:07.000]  我現在都沒帶過
[00:15:07.000 --> 00:15:09.000]  一九年去最後一次的時候
[00:15:09.000 --> 00:15:10.000]  我特意設計了一個團
[00:15:10.000 --> 00:15:12.000]  是去這兩個地方
[00:15:12.000 --> 00:15:13.000]  我一去完這兩個地方之後
[00:15:13.000 --> 00:15:14.000]  嘩
[00:15:14.000 --> 00:15:16.000]  你真是靚到不得了
[00:15:16.000 --> 00:15:18.000]  比起之前google的圖畫
[00:15:18.000 --> 00:15:21.000]  完全是超越了想像力
[00:15:21.000 --> 00:15:23.000]  其實
[00:15:23.000 --> 00:15:26.000]  這個正正是我們有時候實體
[00:15:26.000 --> 00:15:28.000]  和你在google的看法
[00:15:28.000 --> 00:15:30.000]  是完全不同的
[00:15:30.000 --> 00:15:31.000]  有些像什麼
[00:15:31.000 --> 00:15:32.000]  有些人在玩什麼
[00:15:32.000 --> 00:15:34.000]  黑神話的悟空
[00:15:34.000 --> 00:15:36.000]  又或者youtube裡面的開箱片
[00:15:36.000 --> 00:15:39.000]  你會覺得自己很懂裡面的東西
[00:15:39.000 --> 00:15:40.000]  但是你根本是沒有手感
[00:15:40.000 --> 00:15:42.000]  你只是看沒用的
[00:15:42.000 --> 00:15:44.000]  你要有那個手感才行
[00:15:44.000 --> 00:15:46.000]  就好像你父母的whatsapp account那樣
[00:15:46.000 --> 00:15:48.000]  那個不是你的
[00:15:48.000 --> 00:15:49.000]  你需要有自己
[00:15:49.000 --> 00:15:51.000]  要登入你自己的account才行
[00:15:51.000 --> 00:15:53.000]  信仰都是一樣
[00:15:53.000 --> 00:15:56.000]  信仰不能夠靠父母
[00:15:56.000 --> 00:15:59.000]  父母只是開一條路給你進去
[00:15:59.000 --> 00:16:01.000]  你是要靠自己
[00:16:01.000 --> 00:16:04.000]  去尋求這個信仰
[00:16:04.000 --> 00:16:06.000]  是要和耶穌建立這個關係
[00:16:06.000 --> 00:16:08.000]  信仰是沒有自動轉帳
[00:16:08.000 --> 00:16:10.000]  也都不能夠靠課金
[00:16:10.000 --> 00:16:12.000]  是因為這個緣故
[00:16:12.000 --> 00:16:13.000]  我們就能夠明白
[00:16:13.000 --> 00:16:15.000]  耶穌在第四章第48節那裡
[00:16:15.000 --> 00:16:18.000]  祂說你們若不看見神蹟奇事
[00:16:18.000 --> 00:16:21.000]  總是不肯信
[00:16:21.000 --> 00:16:22.000]  來這裡就是約翰邦
[00:16:22.000 --> 00:16:24.000]  唯一一次用這兩個字走在一起
[00:16:24.000 --> 00:16:26.000]  神蹟再加上奇事
[00:16:26.000 --> 00:16:27.000]  兩個字放在一起
[00:16:27.000 --> 00:16:28.000]  就叫人想起
[00:16:28.000 --> 00:16:31.000]  猜及記第七章第三到第四節那裡
[00:16:31.000 --> 00:16:33.000]  神童摩西說
[00:16:33.000 --> 00:16:35.000]  雖然他在摩埃及這個地方
[00:16:35.000 --> 00:16:37.000]  不斷行神蹟奇事
[00:16:37.000 --> 00:16:40.000]  法老見到這麼多神蹟奇事
[00:16:40.000 --> 00:16:42.000]  但是法老是怎麼樣
[00:16:42.000 --> 00:16:44.000]  都不肯相信
[00:16:45.000 --> 00:16:48.000]  耶穌好像不太客氣
[00:16:48.000 --> 00:16:49.000]  但是其實
[00:16:49.000 --> 00:16:51.000]  祂是在挑戰
[00:16:51.000 --> 00:16:54.000]  身邊周圍的人和這個父親
[00:16:54.000 --> 00:16:55.000]  祂說你來找我
[00:16:55.000 --> 00:16:57.000]  是因為想追求我
[00:16:57.000 --> 00:16:59.000]  還是想看神蹟
[00:16:59.000 --> 00:17:02.000]  還是你真的想認識我這個人
[00:17:02.000 --> 00:17:06.000]  信心
[00:17:06.000 --> 00:17:09.000]  是個人和神的相遇
[00:17:09.000 --> 00:17:11.000]  不是神蹟的消費
[00:17:11.000 --> 00:17:12.000]  這位爸爸
[00:17:12.000 --> 00:17:14.000]  面對著耶穌的認識
[00:17:14.000 --> 00:17:17.000]  基本上大部分都是二手貨
[00:17:17.000 --> 00:17:19.000]  所以當他來到耶穌的面前的時候
[00:17:19.000 --> 00:17:20.000]  他心裡面已經預設了
[00:17:20.000 --> 00:17:22.000]  耶穌應該怎麼去醫
[00:17:22.000 --> 00:17:23.000]  甚至他相信
[00:17:23.000 --> 00:17:24.000]  只要耶穌去
[00:17:24.000 --> 00:17:26.000]  就能夠醫得好
[00:17:26.000 --> 00:17:27.000]  耶穌真的很諷刺
[00:17:27.000 --> 00:17:28.000]  祂就不去
[00:17:28.000 --> 00:17:29.000]  基文告訴我們
[00:17:29.000 --> 00:17:30.000]  祂就不去
[00:17:30.000 --> 00:17:32.000]  你以為耶穌這樣去醫
[00:17:32.000 --> 00:17:33.000]  耶穌就不是這樣去醫
[00:17:33.000 --> 00:17:35.000]  每一個人都假設了
[00:17:35.000 --> 00:17:37.000]  耶穌是這樣這樣這樣
[00:17:37.000 --> 00:17:40.000]  信仰不是二手
[00:17:40.000 --> 00:17:41.000]  這個看法
[00:17:41.000 --> 00:17:43.000]  他這個二手的看法
