
[00:00:00.000 --> 00:00:02.000]  各位聽聽節目的朋友
[00:01:26.260 --> 00:01:27.860]  當提到旨意的時候
[00:01:27.860 --> 00:01:31.260]  保羅又用了三個形容的字眼
[00:01:31.260 --> 00:01:37.180]  純良、純存、善良、純存的、可喜悅的
[00:01:37.180 --> 00:01:40.060]  所以我們見到兩個星期前
[00:01:40.060 --> 00:01:42.600]  當我們提到第十二章第一節
[00:01:42.600 --> 00:01:45.740]  將身體獻上作爲祭
[00:01:45.740 --> 00:01:49.060]  這是一個很重要的句子
[00:01:49.060 --> 00:01:52.400]  保羅其實可以很簡單的一句就搞定
[00:01:52.400 --> 00:01:56.600]  但是保羅卻是加多了三個很特別的表達
[00:01:56.600 --> 00:01:58.760]  去更加色彩化
[00:01:58.760 --> 00:02:04.620]  更加去形容更多到底這個全然獻上給神的祭
[00:02:04.620 --> 00:02:06.000]  是一個怎樣的祭
[00:02:06.000 --> 00:02:07.920]  原來正如我們剛纔所說
[00:02:07.920 --> 00:02:08.900]  是有活力的
[00:02:08.900 --> 00:02:10.120]  有生命力的
[00:02:10.120 --> 00:02:11.240]  是屬於神的
[00:02:11.240 --> 00:02:14.940]  而且是願意完完全全給神使用的
[00:02:14.940 --> 00:02:21.460]  另外這個祭更加簡簡單單是專門討神喜悅的
[00:02:21.460 --> 00:02:24.420]  要一心想神去收貨
[00:02:24.420 --> 00:02:27.180]  想神去接納我們
[00:02:27.180 --> 00:02:29.020]  我們要知道在舊約
[00:02:29.020 --> 00:02:34.320]  人大、聖畜會幕或者聖殿獻祭的時候
[00:02:34.320 --> 00:02:35.820]  是這些牲口
[00:02:35.820 --> 00:02:38.260]  無論是牛、羊
[00:02:38.260 --> 00:02:42.140]  他們都是沒有意識自己去獻上自己爲祭的
[00:02:42.140 --> 00:02:47.140]  他們都是被獻的人、被侍奉的人又拉又拖
[00:02:47.140 --> 00:02:48.880]  幾十萬個不願意
[00:02:48.880 --> 00:02:50.620]  甚至當我們被宰的時候
[00:02:50.620 --> 00:02:53.920]  自己都不知道自己死了是爲了什麼事
[00:02:53.920 --> 00:02:56.480]  我記得小時候
[00:02:56.480 --> 00:02:59.500]  我們家的天台是養雞的
[00:02:59.500 --> 00:03:00.880]  每逢造節的時候
[00:03:00.880 --> 00:03:03.320]  又或者每逢要送禮給人的時候
[00:03:03.320 --> 00:03:06.580]  我們媽媽都會做一隻雞給人
[00:03:06.580 --> 00:03:11.500]  我記得每一次我都會看着媽媽如何去宰雞
[00:03:11.500 --> 00:03:13.800]  那隻雞是不會說
[00:03:13.800 --> 00:03:16.180]  Come on! Kill me, please!
[00:03:16.180 --> 00:03:18.300]  不會的
[00:03:18.300 --> 00:03:21.240]  無論你的理由是多麼冠冕堂皇
[00:03:21.240 --> 00:03:22.900]  多麼有理由
[00:03:22.900 --> 00:03:26.400]  那隻牲畜它都不知道在發生什麼事
[00:03:26.400 --> 00:03:31.340]  但是保羅在這十二章第一節開始
[00:03:31.340 --> 00:03:33.360]  保羅提到這個祭的時候
[00:03:33.360 --> 00:03:36.660]  原來是講到我們將自己的生命
[00:03:36.660 --> 00:03:42.360]  是有意識地、是願意地帶着生命力傳言獻上
[00:03:42.360 --> 00:03:45.700]  作爲一個祭祀給我們的上帝
[00:03:45.700 --> 00:03:48.480]  特別是一個暴政專橫的時代
[00:03:48.480 --> 00:03:50.540]  特別是針對當時教會所面對
[00:03:50.540 --> 00:03:53.300]  從政治、從宗教打壓
[00:03:53.300 --> 00:03:57.080]  甚至準備被血洗的時代
[00:03:57.080 --> 00:03:59.400]  保羅提醒羅馬的信徒
[00:03:59.400 --> 00:04:03.140]  也提醒每一代的信徒
[00:04:03.140 --> 00:04:07.440]  在無論怎樣的大環境下的基督徒
[00:04:07.440 --> 00:04:12.180]  用神那種體恤人處境的心腸
[00:04:12.180 --> 00:04:14.220]  保羅就是用這樣的心腸
[00:04:14.220 --> 00:04:17.660]  去勸當時羅馬教會的人
[00:04:17.660 --> 00:04:20.880]  也勸我們每一代的人
[00:04:20.880 --> 00:04:23.040]  很緊張地去講出
[00:04:23.040 --> 00:04:25.960]  我們要獻上我們整個生命
[00:04:25.960 --> 00:04:29.240]  來給神作爲一個祭
[00:04:29.240 --> 00:04:34.240]  今天我們繼續來看第十二章第一節的下半句
[00:04:34.240 --> 00:04:36.280]  保羅告訴我們
[00:04:36.280 --> 00:04:41.280]  你們如此侍奉是理所當然
[00:04:41.280 --> 00:04:43.980]  今天我們主要去看三件事
[00:04:43.980 --> 00:04:45.360]  第一件事就是
[00:04:45.360 --> 00:04:47.860]  這句話與先前舉一句
[00:04:47.860 --> 00:04:50.860]  獻生命爲祭到底有什麼關係呢?
[00:04:50.860 --> 00:04:51.960]  第二
[00:04:51.960 --> 00:04:55.720]  爲什麼這裏提到侍奉呢?
[00:04:55.720 --> 00:04:58.480]  到底侍奉是什麼呢?
[00:04:58.480 --> 00:04:59.480]  第三
[00:04:59.480 --> 00:05:04.480]  理所當然又應該怎樣去理解這個形容詞呢?
[00:05:04.480 --> 00:05:07.460]  首先我們要處理的一件事就是
[00:05:07.460 --> 00:05:08.860]  究竟這句話
[00:05:08.860 --> 00:05:14.640]  如此侍奉和獻情爲祭的關係是什麼呢?
[00:05:14.640 --> 00:05:18.520]  保羅在這裏強調的是你們
[00:05:18.520 --> 00:05:22.300]  就是一個羣體裏面的要求
[00:05:22.300 --> 00:05:25.180]  對於羣體裏面的要求
[00:05:25.180 --> 00:05:27.620]  他並不是只是和領袖去講
[00:05:27.620 --> 00:05:30.960]  保羅並不是單單和牧者和侍奉的人講
[00:05:30.960 --> 00:05:32.620]  保羅說你們
[00:05:32.620 --> 00:05:33.700]  很清楚的
[00:05:33.700 --> 00:05:34.700]  你們
[00:05:34.700 --> 00:05:37.160]  這是一個複述的人稱代名詞
[00:05:37.160 --> 00:05:42.080]  在十二章第一節開始和結束都出現了一次
[00:05:42.080 --> 00:05:46.800]  希列文安排在十二章第一節的開始和結束
[00:05:46.800 --> 00:05:49.040]  都見到這一個字眼
[00:05:49.040 --> 00:05:50.080]  你們
[00:05:50.080 --> 00:05:55.680]  這個複述的人稱代名詞
[00:05:55.680 --> 00:05:57.860]  而很特別的地方就是
[00:05:57.860 --> 00:05:59.000]  身體這個字
[00:05:59.000 --> 00:06:00.360]  Somata這個字
[00:06:00.360 --> 00:06:02.000]  也是複述的
[00:06:02.000 --> 00:06:04.360]  不過很奇怪的是
[00:06:04.360 --> 00:06:06.000]  祭物這個字
[00:06:06.000 --> 00:06:07.560]  Posea這個字
[00:06:07.560 --> 00:06:09.080]  在十二章第一節
[00:06:09.080 --> 00:06:12.080]  卻是一個單數音性的字眼
[00:06:12.080 --> 00:06:15.920]  而三組形容的字眼全部都是單數音性
[00:06:15.920 --> 00:06:17.220]  去指向的是什麼呢?
[00:06:17.220 --> 00:06:20.160]  很明顯就是指向的不是身體
[00:06:20.160 --> 00:06:21.640]  也不是你們
[00:06:21.640 --> 00:06:23.160]  是祭物
[00:06:23.160 --> 00:06:24.400]  很明顯
[00:06:24.400 --> 00:06:28.180]  很明顯就是全體都獻上
[00:06:28.180 --> 00:06:31.720]  全體的一個整體的祭
[00:06:31.720 --> 00:06:34.380]  現在獻上的一個什麼祭呢?
[00:06:34.380 --> 00:06:40.160]  就是這三個形容詞所帶出的一個更深的瞭解
[00:06:40.160 --> 00:06:41.960]  所以我們見不見到
[00:06:41.960 --> 00:06:47.200]  現在整體教會的人在面對這麼嚴峻政治氣氛的環境之下
[00:06:47.200 --> 00:06:48.800]  獻上生命
[00:06:48.800 --> 00:06:50.480]  成爲一個有生命力
[00:06:50.480 --> 00:06:51.640]  成爲屬於神
[00:06:51.640 --> 00:06:52.800]  被神使用
[00:06:52.800 --> 00:06:56.520]  還有他們單單相信收貨的祭
[00:06:56.520 --> 00:06:59.560]  這個就是保羅在這裏所說的意思
[00:06:59.560 --> 00:07:03.960]  所以保羅接着說你們如此侍奉
[00:07:03.960 --> 00:07:06.680]  如果你將十二章第一節
[00:07:06.680 --> 00:07:10.480]  上半句所說的
[00:07:10.480 --> 00:07:14.560]  如果保羅這裏將上半句
[00:07:14.560 --> 00:07:19.440]  將整個生命獻呈給神爲祭的這句字眼
[00:07:19.440 --> 00:07:23.920]  不要了接着那三組形容詞的表達的話
[00:07:23.920 --> 00:07:25.600]  我們要明白
[00:07:25.600 --> 00:07:27.000]  這三組形容詞的表達
[00:07:27.000 --> 00:07:30.000]  其實是要修昔獻上的祭
[00:07:30.000 --> 00:07:32.960]  如果你拿走了這三組字眼的話
[00:07:32.960 --> 00:07:37.560]  這樣就等於將整個生命獻呈給神爲祭
[00:07:37.560 --> 00:07:40.720]  就等於接着那句話所表達的
[00:07:40.720 --> 00:07:45.040]  這纔是你們的侍奉或者敬拜
[00:07:45.040 --> 00:07:46.800]  所以我們見不見到這句話
[00:07:46.800 --> 00:07:48.320]  如果是這樣演繹的話
[00:07:48.320 --> 00:07:51.320]  不要了那三組形容詞的表達
[00:07:51.320 --> 00:07:51.920]  就會變成
[00:07:51.920 --> 00:07:52.880]  所以弟兄們
[00:07:52.880 --> 00:07:55.120]  我以上帝的慈悲勸你們
[00:07:55.120 --> 00:08:00.400]  將身體獻上這纔是你們的侍奉或者敬拜
[00:08:00.400 --> 00:08:03.400]  但是這樣的表達太簡化
[00:08:03.400 --> 00:08:04.800]  而不具體
[00:08:04.800 --> 00:08:08.200]  所以保羅在說到獻上祭的時候
[00:08:08.200 --> 00:08:11.320]  特別加多了三個形容詞的表達
[00:08:11.320 --> 00:08:12.880]  包括了有活力的
[00:08:12.880 --> 00:08:14.280]  即是活着
[00:08:14.280 --> 00:08:17.200]  屬於主又是完全被主使用的
[00:08:17.200 --> 00:08:18.480]  即是聖潔的
[00:08:18.480 --> 00:08:21.880]  而且更加是要土神月立的
[00:08:21.880 --> 00:08:25.640]  如果我們的生命這樣獻上的話
[00:08:25.640 --> 00:08:33.600]  這樣纔是我們侍奉或者敬拜我們的主
[00:08:33.600 --> 00:08:39.400]  如果羅馬書的前文
[00:08:39.400 --> 00:08:45.360]  是提到愛邦人和以色列人得救的問題的話
[00:08:45.360 --> 00:08:49.040]  在基督耶穌裏面的救恩那裏
[00:08:49.040 --> 00:08:52.840]  這兩種人都是因爲相信
[00:08:52.840 --> 00:08:55.520]  因此而成爲神國的子民
[00:08:55.520 --> 00:08:58.360]  他們共同經歷了神奇妙的恩典
[00:08:58.360 --> 00:09:00.360]  這樣的話
[00:09:00.360 --> 00:09:01.800]  他們的背景
[00:09:01.800 --> 00:09:03.000]  他們的信仰
[00:09:03.000 --> 00:09:05.040]  他們的道德價值觀念
[00:09:05.040 --> 00:09:08.000]  在不一樣的情況之下
[00:09:08.000 --> 00:09:13.120]  現在因爲基督的緣故走在一起
[00:09:13.120 --> 00:09:16.400]  到底如何活在一個江湖裏面?
[00:09:16.400 --> 00:09:18.880]  如何在教會里面彼此接納?
[00:09:18.880 --> 00:09:21.360]  特別就是在一個外面
[00:09:21.360 --> 00:09:25.080]  聲風血雨暴政籠罩的氣氛下
[00:09:25.080 --> 00:09:32.800]  他們如何可以共同作爲一個祭獻給上帝?
[00:09:32.800 --> 00:09:35.920]  所以保羅鄭重地鼓勵他們
[00:09:35.920 --> 00:09:39.680]  在這樣一個特別的羣體裏面
[00:09:39.680 --> 00:09:42.280]  共同獻上的重要
[00:09:42.280 --> 00:09:43.640]  所以因爲這樣的緣故
[00:09:43.640 --> 00:09:45.400]  不應該是死下死下的
[00:09:45.400 --> 00:09:47.400]  不應該被逼這樣做
[00:09:47.400 --> 00:09:51.320]  而是整個羣體都是想神去收貨
[00:09:51.320 --> 00:09:55.000]  這就是侍奉
[00:09:55.000 --> 00:09:58.040]  這就是敬拜
[00:09:58.040 --> 00:10:04.120]  大家都知道我曾經上過香港一個網臺
[00:10:04.120 --> 00:10:06.280]  特別是給教會的網臺
[00:10:06.280 --> 00:10:08.200]  特別是給信徒的網臺
[00:10:08.200 --> 00:10:11.120]  在這個網臺上我們有兩次的聚會
[00:10:11.120 --> 00:10:16.120]  第二次聚會我們曾經有一個牧者帶出一個問題
[00:10:16.120 --> 00:10:21.320]  我們都知道現在越來越多香港人來到英國
[00:10:21.320 --> 00:10:24.320]  所以教會也有很多香港人來參與
[00:10:24.320 --> 00:10:28.000]  我們這次的教會也有不少香港人來到我們教會當中
[00:10:28.000 --> 00:10:29.560]  來和我們一起參與
[00:10:29.560 --> 00:10:31.200]  其中一個牧者就發問了一個問題
[00:10:31.200 --> 00:10:33.000]  我覺得真的很有意思
[00:10:33.000 --> 00:10:34.920]  這個問題就是
[00:10:34.920 --> 00:10:38.520]  香港人他們帶着很多不同的包袱
[00:10:38.520 --> 00:10:41.680]  他們也有很多有信仰的背景
[00:10:41.680 --> 00:10:43.560]  甚至在教會有侍奉背景
[00:10:43.560 --> 00:10:45.560]  已經進入了教會里面
[00:10:45.560 --> 00:10:46.760]  越來越多人
[00:10:46.760 --> 00:10:49.120]  甚至有些教會
[00:10:49.120 --> 00:10:51.360]  他們新來的香港人
[00:10:51.360 --> 00:10:52.480]  弟兄姊妹
[00:10:52.480 --> 00:10:56.680]  還比他們原有的人更多
[00:10:56.680 --> 00:10:59.560]  這個我想不僅是我們教會面對的問題
[00:10:59.560 --> 00:11:03.640]  也有很多英國的華人教會面對的相同問題
[00:11:03.640 --> 00:11:05.560]  在這樣的緣故的時候
[00:11:05.560 --> 00:11:10.880]  會不會教會已經有兩批不同的人呢?
[00:11:10.880 --> 00:11:14.200]  這樣舊的那批和所謂的新的那批
[00:11:14.200 --> 00:11:16.840]  會不會有一個張力在裏面呢?
[00:11:16.840 --> 00:11:19.840]  而且舊的那批會不會又覺得有一種難受的感覺
[00:11:19.840 --> 00:11:21.560]  原來現在新的人來
[00:11:21.560 --> 00:11:23.880]  我們就不覺得被棄用了
[00:11:23.880 --> 00:11:25.280]  舊的那些就覺得
[00:11:25.280 --> 00:11:26.960]  你知道英國華人教會
[00:11:26.960 --> 00:11:29.880]  舊的那批或者是傳統的華人教會
[00:11:29.880 --> 00:11:32.080]  多數都是一些居民
[00:11:32.080 --> 00:11:34.400]  又或者是餐飲業的人士
[00:11:34.400 --> 00:11:36.320]  學色不是很高的人士
[00:11:36.320 --> 00:11:39.120]  但是現在進來的香港弟兄姊妹
[00:11:39.120 --> 00:11:41.120]  他們是比較年輕一點的
[00:11:41.120 --> 00:11:42.960]  他們有學色一點的
[00:11:42.960 --> 00:11:46.160]  會不會有一種張力在裏面呢?
[00:11:46.160 --> 00:11:48.240]  作爲還教會的一份子
[00:11:48.240 --> 00:11:50.000]  我們必須要面對這個問題
[00:11:50.000 --> 00:11:53.200]  但是保羅說得好
[00:11:53.200 --> 00:11:54.640]  在基督裏面
[00:11:54.640 --> 00:11:56.160]  無論是外邦人
[00:11:56.160 --> 00:11:58.800]  又或者是猶太人、以色列人
[00:11:58.800 --> 00:12:04.880]  他們都在同一個福音的救贖任避之下
[00:12:04.880 --> 00:12:07.760]  成爲神國的子民
[00:12:07.760 --> 00:12:09.040]  是因爲這樣的緣故
[00:12:09.040 --> 00:12:15.160]  我們必須要有一個共同獻上一個祭
[00:12:15.160 --> 00:12:18.320]  在這個教會的羣體裏面
[00:12:18.320 --> 00:12:22.480]  來一起獻上這個祭
[00:12:22.480 --> 00:12:27.720]  這正正就是保羅說你們的重要性
[00:12:27.720 --> 00:12:31.600]  共存是必須要的
[00:12:31.600 --> 00:12:35.200]  教會必須要弟兄姊妹共存
[00:12:35.200 --> 00:12:37.600]  特別是在一個外在環境
[00:12:37.600 --> 00:12:39.760]  在一個暴政之下
[00:12:39.760 --> 00:12:43.160]  我們更加要有一個共存的理念
[00:12:43.160 --> 00:12:44.800]  獻上同一個祭
[00:12:44.800 --> 00:12:47.240]  要上帝收貨的
[00:12:47.240 --> 00:12:48.800]  我們知道
[00:12:48.800 --> 00:12:54.160]  這裏不僅提到獻情爲祭
[00:12:54.160 --> 00:12:57.480]  與如此侍奉的關係的那種微妙
[00:12:57.480 --> 00:12:58.800]  我們也要知道
[00:12:58.800 --> 00:13:03.680]  到底侍奉這個字到底是什麼意思
[00:13:03.680 --> 00:13:06.240]  這裏侍奉的這個字
[00:13:06.240 --> 00:13:08.320]  正是我們第二個問題要去發問
[00:13:08.320 --> 00:13:11.800]  到底這個字在羅馬書裏面是什麼意思呢?
[00:13:11.800 --> 00:13:15.200]  這個字Latua
[00:13:15.200 --> 00:13:18.200]  Latua這個字很難發音
[00:13:18.200 --> 00:13:20.640]  因爲希列文那個位置很難發音
[00:13:20.640 --> 00:13:25.040]  我相信應該是Latua
[00:13:25.040 --> 00:13:28.040]  本身可以譯作侍奉
[00:13:28.040 --> 00:13:30.920]  也可以指敬拜神
[00:13:30.920 --> 00:13:34.080]  所以不同的譯本對於Latua這個字
[00:13:34.080 --> 00:13:37.280]  其實翻譯都有不同的翻譯
[00:13:37.280 --> 00:13:40.760]  例如中文的翻譯本
[00:13:40.760 --> 00:13:42.840]  我們主要看中文的翻譯本
[00:13:42.840 --> 00:13:45.120]  當代聖經翻譯這句話
[00:13:45.120 --> 00:13:46.720]  怎麼看侍奉這個字呢?
[00:13:46.720 --> 00:13:49.240]  「你們理當這樣侍奉」
[00:13:49.240 --> 00:13:51.360]  和和合本的聖經差不多
[00:13:51.360 --> 00:13:53.160]  新譯本也很相似
[00:13:53.160 --> 00:13:56.320]  「這就是你們理所當然的侍奉」
[00:13:56.320 --> 00:13:58.520]  現代中文譯本就有些不同
[00:13:58.520 --> 00:14:02.480]  「這就是你們應該獻上的真實敬拜」
[00:14:02.480 --> 00:14:06.240]  新漢語譯本也取用了敬拜這個意思
[00:14:06.240 --> 00:14:09.960]  「這就是你們理當獻上的敬拜」
[00:14:09.960 --> 00:14:12.400]  女真宗的譯本
[00:14:12.400 --> 00:14:16.400]  就譯作「侍你們心神的侍奉」
[00:14:16.400 --> 00:14:20.520]  所以你會看到心神和理所當然這個字有些不同
[00:14:20.520 --> 00:14:25.320]  天主教的司高版本就譯作「纔是你們合理的敬禮」
[00:14:25.320 --> 00:14:27.440]  這裏似乎傾向了敬拜
[00:14:27.440 --> 00:14:30.200]  而另一個在一個牛津出版社
[00:14:30.200 --> 00:14:33.360]  比較少人認識的逢狀譯本
[00:14:33.360 --> 00:14:35.280]  這個譯本其實也挺學術的
[00:14:35.280 --> 00:14:41.360]  逢狀譯本就譯作「那纔是你們寧聖的禮拜」
[00:14:41.360 --> 00:14:45.520]  爲什麼我要給大家這麼多的翻譯本來看呢?
[00:14:45.520 --> 00:14:47.440]  目的就是要讓我們知道
[00:14:47.440 --> 00:14:53.520]  原來就算是中文各大主流或者學術的不同翻譯本里面
[00:14:53.520 --> 00:14:56.280]  這個「那纔是你們」的字
[00:14:56.280 --> 00:14:58.320]  其實一半可以譯作「侍奉」
[00:14:58.320 --> 00:15:01.200]  也有一半可以譯作「敬拜」
[00:15:01.200 --> 00:15:02.760]  在英文的翻譯本里面
[00:15:02.760 --> 00:15:04.880]  也有一些譯作「service」這個字
[00:15:04.880 --> 00:15:05.800]  即是「侍奉」
[00:15:05.800 --> 00:15:08.360]  也有一半譯作「worship」這個字
[00:15:08.360 --> 00:15:10.000]  即是「敬拜」
[00:15:10.000 --> 00:15:14.680]  英文的翻譯本和粵語或者中文的翻譯本
[00:15:14.680 --> 00:15:18.200]  其實翻譯都是一半一半的
[00:15:18.200 --> 00:15:21.000]  「侍奉」還是「敬拜」呢?
[00:15:21.000 --> 00:15:22.200]  其實這個字
[00:15:22.200 --> 00:15:26.080]  「那纔是你們」這個字在新約只是用了五詞
[00:15:26.080 --> 00:15:32.600]  全部都是在宗教上用來對神的身上做出描繪
[00:15:32.600 --> 00:15:36.840]  在《白玫書》第九章第一節和第九章第六節
[00:15:36.840 --> 00:15:39.440]  都是用來講到祭物的
[00:15:39.440 --> 00:15:41.600]  講到和獻祭有關
[00:15:41.600 --> 00:15:43.800]  所以明顯是指着敬拜的
[00:15:43.800 --> 00:15:46.800]  甚至在《羅馬書》第九章第四節
[00:15:46.800 --> 00:15:51.960]  那裏是用了「禮儀」這個字來講到禮儀
[00:15:51.960 --> 00:15:53.840]  如果沒有理解錯的話
[00:15:53.840 --> 00:15:57.360]  這裏都是傾向在《羅馬書》第十二章的這裏
[00:15:57.360 --> 00:16:03.480]  都應該似乎是按照這個方向來指着敬拜
[00:16:03.480 --> 00:16:06.200]  其實「侍奉」這個翻譯
[00:16:06.200 --> 00:16:08.960]  給人有一個感覺就是
[00:16:08.960 --> 00:16:11.840]  好像有一個崗位去做事
[00:16:11.840 --> 00:16:15.280]  去履行一種職訓的工作
[00:16:15.280 --> 00:16:18.040]  不過如果你從英文的翻譯
[00:16:18.040 --> 00:16:21.080]  「service」這個字去理解的話
[00:16:21.080 --> 00:16:23.880]  我們通常都會說「Sunday service」
[00:16:23.880 --> 00:16:25.760]  你怎麼翻譯「Sunday service」呢?
[00:16:25.760 --> 00:16:28.880]  你不會說星期日或主日侍奉
[00:16:28.880 --> 00:16:32.480]  我們的意思很明顯知道是主日崇拜
[00:16:32.480 --> 00:16:35.080]  這裏的「service」很明顯是指敬拜
[00:16:35.080 --> 00:16:37.400]  很明顯是指崇拜
[00:16:37.400 --> 00:16:41.040]  再加上保羅在第十二章第一節這裏
[00:16:41.040 --> 00:16:46.160]  明顯上半句提到獻上生命作爲祭物
[00:16:46.160 --> 00:16:52.520]  祭物自然就以敬拜的背景的含義相近
[00:16:52.520 --> 00:16:56.400]  當然你譯它爲「服侍」或「侍奉」都不是錯的
[00:16:56.400 --> 00:16:56.880]  坦白說
[00:16:56.880 --> 00:17:00.080]  因爲你全心全意去敬拜神的時候
[00:17:00.080 --> 00:17:01.560]  你就自然會去服侍祂
[00:17:01.560 --> 00:17:05.160]  你就自然會牽涉「侍奉神」
[00:17:05.160 --> 00:17:07.560]  但是今天我們爲了方便的緣故
[00:17:07.560 --> 00:17:08.720]  在我們的講道里面
[00:17:08.720 --> 00:17:12.760]  我們將它收窄,看它爲敬拜
[00:17:12.760 --> 00:17:15.440]  你們如此敬拜
[00:17:15.440 --> 00:17:16.560]  一提起敬拜
[00:17:16.560 --> 00:17:21.640]  我們很容易就會想到只是唱詩歌
[00:17:21.640 --> 00:17:24.600]  只是崇拜裏面唱歌的部分
[00:17:24.600 --> 00:17:27.480]  哇!你看到那些人又舉手流淚
[00:17:27.480 --> 00:17:28.280]  很激情
[00:17:28.280 --> 00:17:29.880]  那些纔是敬拜
[00:17:29.880 --> 00:17:31.680]  你看到有些人拍照的時候
[00:17:31.680 --> 00:17:35.560]  通常都是拍着那些人舉手流淚
[00:17:35.560 --> 00:17:37.400]  那些纔是敬拜
[00:17:37.400 --> 00:17:39.160]  你自己上網看一看
[00:17:39.160 --> 00:17:41.040]  你試試打「worship」
[00:17:41.040 --> 00:17:44.480]  很明顯在Google裏面打「worship」這個字的時候
[00:17:44.480 --> 00:17:47.480]  它一跳出來的圖畫都是這些圖畫
[00:17:47.480 --> 00:17:50.160]  不過,弟兄姐妹
[00:17:50.160 --> 00:17:53.040]  如果是這樣的話
[00:17:53.040 --> 00:17:57.920]  那和國內的什麼「我是歌手」
[00:17:57.920 --> 00:18:01.920]  又或者是什麼「好聲音」等等
[00:18:01.920 --> 00:18:04.200]  這些節目有什麼分別呢?
[00:18:04.200 --> 00:18:07.360]  因爲你會看到那些現場觀衆都在流淚
[00:18:07.360 --> 00:18:09.240]  現場觀衆都舉起手來
[00:18:09.240 --> 00:18:11.680]  現場觀衆又在跳又在拍手掌
[00:18:11.680 --> 00:18:16.600]  如果你拍着他們收起那些歌聲的聲音
[00:18:16.600 --> 00:18:18.800]  你真的不知道他到底是在敬拜神
[00:18:18.800 --> 00:18:20.360]  還是在唱流行歌
[00:18:20.360 --> 00:18:23.520]  分分鐘你以爲他是在敬拜上帝
[00:18:23.520 --> 00:18:25.120]  原來開音的時候
[00:18:25.120 --> 00:18:28.240]  原來他在唱流行歌也不一定
[00:18:28.240 --> 00:18:34.560]  其實我們對於敬拜有不少不太正確的想法
[00:18:34.560 --> 00:18:39.800]  例如我們以爲敬拜只是去教會那一兩個小時
[00:18:39.800 --> 00:18:45.400]  我們甚至將敬拜的定義收窄到只是崇拜唱歌那二十或三十分鐘
[00:18:45.400 --> 00:18:47.480]  有些人更加離譜到什麼地步呢?
[00:18:47.480 --> 00:18:49.800]  他說敬拜即是崇拜唱歌
[00:18:49.800 --> 00:18:53.000]  那個部分其實是用來等待那些人
[00:18:53.000 --> 00:18:54.560]  這個離不離譜?
[00:18:54.560 --> 00:18:56.080]  你遲到已經不對了
[00:18:56.080 --> 00:18:58.800]  還想着這樣的方法
[00:18:58.800 --> 00:19:03.800]  原來唱歌是等待人的
[00:19:03.800 --> 00:19:05.720]  有些人也太簡化
[00:19:05.720 --> 00:19:09.800]  他認爲敬拜唱歌的部分只是預備人去聽講道
[00:19:09.800 --> 00:19:11.280]  只是準備人的心
[00:19:11.280 --> 00:19:15.560]  其實敬拜的焦點不在於我們自己
[00:19:15.560 --> 00:19:16.280]  沒錯
[00:19:16.280 --> 00:19:18.680]  我們要預備自己
[00:19:18.680 --> 00:19:22.080]  我們要預備自己和預備自己的心
[00:19:22.080 --> 00:19:27.800]  但是敬拜其實最重要的就是將焦點放在神那裏
[00:19:27.800 --> 00:19:29.040]  是神的本性
[00:19:29.040 --> 00:19:30.640]  是祂的尾善
[00:19:30.640 --> 00:19:31.800]  是祂的尾
[00:19:31.800 --> 00:19:33.200]  是祂的善
[00:19:33.200 --> 00:19:35.120]  是父神的創造
[00:19:35.120 --> 00:19:37.680]  是祂統管的漫遊的能力
[00:19:37.680 --> 00:19:39.600]  是主耶穌的救贖
[00:19:39.600 --> 00:19:40.880]  是祂的生命
