
[00:00:00.000 --> 00:00:04.680]  世界上有很多事是意想不到的
[00:03:13.720 --> 00:03:15.720]  是微不足道的
[00:03:15.720 --> 00:03:18.720]  無論你看《出埃及記》
[00:03:18.720 --> 00:03:19.720]  或者《文素記》
[00:03:19.720 --> 00:03:21.720]  裡面分別都記載
[00:03:21.720 --> 00:03:24.720]  摩訶人因為以色列人的強大人數眾多
[00:03:24.720 --> 00:03:26.720]  大大懼怕
[00:03:26.720 --> 00:03:29.720]  所以我就像想當年那樣
[00:03:29.720 --> 00:03:33.720]  假設這班民族不屑一顧
[00:03:33.720 --> 00:03:37.720]  但事實上卻是意料之外
[00:03:37.720 --> 00:03:39.720]  因為這班弱小民族
[00:03:39.720 --> 00:03:42.720]  竟然聯同阿摩人和阿瑪力人
[00:03:42.720 --> 00:03:44.720]  打敗了以色列人
[00:03:44.720 --> 00:03:47.720]  還有以色列人佔領迦南地的象徵是什麼呢
[00:03:47.720 --> 00:03:52.720]  耶利哥城是一個勝利征服迦南地的象徵
[00:03:52.720 --> 00:03:55.720]  但竟然被這些弱小的摩訶人佔領
[00:03:55.720 --> 00:03:59.720]  還將耶利哥城轉變成為欺壓以色列人的基地
[00:03:59.720 --> 00:04:02.720]  實在意想不到第一件事
[00:04:02.720 --> 00:04:05.720]  第二件事意想不到的地方
[00:04:05.720 --> 00:04:07.720]  就是拯救以色列民族
[00:04:07.720 --> 00:04:09.720]  這個以弗的作為
[00:04:09.720 --> 00:04:11.720]  並不是我們一般想像的
[00:04:11.720 --> 00:04:14.720]  傳統的事先拯救方式
[00:04:14.720 --> 00:04:15.720]  是什麼呢
[00:04:15.720 --> 00:04:17.720]  我們舉兩個例子
[00:04:17.720 --> 00:04:19.720]  第一個事先是俄陀列
[00:04:19.720 --> 00:04:21.720]  那個拯救方式是神的靈
[00:04:21.720 --> 00:04:22.720]  充滿俄陀列
[00:04:22.720 --> 00:04:25.720]  於是俄陀列就帶領以色列人打贏仗
[00:04:25.720 --> 00:04:27.720]  第二個例子
[00:04:27.720 --> 00:04:28.720]  基典有一樣
[00:04:28.720 --> 00:04:30.720]  神的使者在基典顯現
[00:04:30.720 --> 00:04:32.720]  祂說你是大能的勇士
[00:04:32.720 --> 00:04:33.720]  我差遣你
[00:04:33.720 --> 00:04:35.720]  於是基典就帶領以色列人打贏仗
[00:04:35.720 --> 00:04:37.720]  於是我們可能想
[00:04:37.720 --> 00:04:39.720]  這個以弗
[00:04:39.720 --> 00:04:41.720]  這個第二個事先
[00:04:41.720 --> 00:04:44.720]  一定是用這樣的模式拯救以色列
[00:04:44.720 --> 00:04:46.720]  結果出乎意料
[00:04:46.720 --> 00:04:47.720]  不是
[00:04:47.720 --> 00:04:50.720]  拯救以色列的模式並不是打贏仗
[00:04:50.720 --> 00:04:53.720]  而是暗殺
[00:04:53.720 --> 00:04:55.720]  出乎意料
[00:04:55.720 --> 00:04:57.720]  第三個出乎意料是什麼呢
[00:04:57.720 --> 00:04:58.720]  這個新的事先
[00:04:58.720 --> 00:05:00.720]  第二個事先
[00:05:00.720 --> 00:05:02.720]  是一個左撇子
[00:05:02.720 --> 00:05:04.720]  為什麼我這樣說呢
[00:05:04.720 --> 00:05:07.720]  因為在猶太人的傳統來說
[00:05:07.720 --> 00:05:09.720]  猶太人的傳統是用左
[00:05:09.720 --> 00:05:11.720]  是用右手的
[00:05:11.720 --> 00:05:13.720]  你看回聖經裡面
[00:05:13.720 --> 00:05:14.720]  不斷地
[00:05:14.720 --> 00:05:16.720]  以色列民族不斷地用右手
[00:05:16.720 --> 00:05:21.720]  神用右手去拯救以色列
[00:05:21.720 --> 00:05:23.720]  詩篇十八篇三十五節說
[00:05:23.720 --> 00:05:25.720]  你的右手扶持我
[00:05:25.720 --> 00:05:27.720]  神也說
[00:05:27.720 --> 00:05:31.720]  我用我的右手去消滅仇敵
[00:05:31.720 --> 00:05:32.720]  還有
[00:05:32.720 --> 00:05:34.720]  復活了的耶穌基督
[00:05:34.720 --> 00:05:37.720]  坐在傳行者的右手邊
[00:05:37.720 --> 00:05:39.720]  所以傳統猶太人的文化
[00:05:39.720 --> 00:05:42.720]  右手比較厲害
[00:05:42.720 --> 00:05:44.720]  右手代表能力
[00:05:44.720 --> 00:05:45.720]  右手代表榮耀
[00:05:45.720 --> 00:05:48.720]  偏偏我們假設
[00:05:48.720 --> 00:05:50.720]  神的事先一定用右手
[00:05:50.720 --> 00:05:51.720]  不是
[00:05:51.720 --> 00:05:54.720]  結果是出乎意料
[00:05:54.720 --> 00:05:56.720]  這個事先竟然是左右的
[00:05:56.720 --> 00:05:58.720]  左手仔
[00:05:58.720 --> 00:06:00.720]  出乎意料
[00:06:00.720 --> 00:06:02.720]  可能在我們人生裡面
[00:06:02.720 --> 00:06:04.720]  在我們很多時候
[00:06:04.720 --> 00:06:06.720]  當我們禱告的時候
[00:06:06.720 --> 00:06:08.720]  可能我們的潛意識
[00:06:08.720 --> 00:06:10.720]  都有這種想當然
[00:06:10.720 --> 00:06:13.720]  覺得一定會發生的心態
[00:06:13.720 --> 00:06:14.720]  我舉個例子
[00:06:14.720 --> 00:06:16.720]  神啊
[00:06:16.720 --> 00:06:17.720]  我祈禱
[00:06:17.720 --> 00:06:18.720]  你一定要照這樣做
[00:06:18.720 --> 00:06:20.720]  我祈禱發生的這件事
[00:06:20.720 --> 00:06:22.720]  一定要在那個時間發生
[00:06:22.720 --> 00:06:23.720]  我祈禱
[00:06:23.720 --> 00:06:24.720]  這樣的形式
[00:06:24.720 --> 00:06:26.720]  一定要這樣的形式出現
[00:06:26.720 --> 00:06:28.720]  結果一定是這樣
[00:06:28.720 --> 00:06:30.720]  我們的祈禱有時候
[00:06:30.720 --> 00:06:31.720]  潛意識就會發覺
[00:06:31.720 --> 00:06:34.720]  我們的禱告就像過年的揮春一樣
[00:06:34.720 --> 00:06:36.720]  心想事成
[00:06:36.720 --> 00:06:39.720]  等一下我想問問大家
[00:06:39.720 --> 00:06:40.720]  我們同福堂
[00:06:40.720 --> 00:06:42.720]  灣景樓上面有個大牌
[00:06:42.720 --> 00:06:45.720]  寫著四個什麼字
[00:06:45.720 --> 00:06:47.720]  耶穌是主
[00:06:47.720 --> 00:06:48.720]  耶穌是主
[00:06:48.720 --> 00:06:50.720]  就不只是說耶穌是主
[00:06:50.720 --> 00:06:53.720]  就是說耶穌真是主宰
[00:06:53.720 --> 00:06:55.720]  什麼叫做主宰
[00:06:55.720 --> 00:06:56.720]  是祂決定的事
[00:06:56.720 --> 00:07:00.720]  不是我們吩咐耶穌做什麼
[00:07:00.720 --> 00:07:02.720]  所以耶穌是主的意思就是說
[00:07:02.720 --> 00:07:04.720]  耶穌決定一切的事
[00:07:04.720 --> 00:07:06.720]  為什麼是出人意料呢
[00:07:06.720 --> 00:07:07.720]  因為祂決定
[00:07:07.720 --> 00:07:08.720]  不是我決定
[00:07:08.720 --> 00:07:09.720]  如果是我決定
[00:07:09.720 --> 00:07:11.720]  就不是出人意表了
[00:07:11.720 --> 00:07:12.720]  是不是
[00:07:12.720 --> 00:07:13.720]  耶穌是主的意思是說
[00:07:13.720 --> 00:07:15.720]  祂真是主宰
[00:07:15.720 --> 00:07:17.720]  祂不是讓我們
[00:07:17.720 --> 00:07:20.720]  想當然的方程式去限制
[00:07:20.720 --> 00:07:21.720]  等一下
[00:07:21.720 --> 00:07:23.720]  這句話不是我說的
[00:07:23.720 --> 00:07:24.720]  是聖經這樣說的
[00:07:24.720 --> 00:07:26.720]  以賽夏書55章8-9節
[00:07:26.720 --> 00:07:27.720]  讓我們一起讀
[00:07:27.720 --> 00:07:28.720]  123
[00:07:28.720 --> 00:07:29.720]  耶穌說
[00:07:29.720 --> 00:07:32.720]  我的意念非同你們的意念
[00:07:32.720 --> 00:07:35.720]  我的道路非同你們的道路
[00:07:35.720 --> 00:07:37.720]  天怎樣高過地
[00:07:37.720 --> 00:07:41.720]  照樣我的道路高過你們的道路
[00:07:41.720 --> 00:07:45.720]  我的意念高過你們的意念
[00:07:45.720 --> 00:07:46.720]  等一下
[00:07:46.720 --> 00:07:48.720]  神帶領人的方式
[00:07:48.720 --> 00:07:50.720]  就好像剛才聖經這樣說
[00:07:50.720 --> 00:07:54.720]  神所做的事
[00:07:54.720 --> 00:07:57.720]  是超乎我們意念所想
[00:07:57.720 --> 00:07:58.720]  所以神帶領人
[00:07:58.720 --> 00:08:01.720]  幫助人的方式
[00:08:01.720 --> 00:08:04.720]  往往都是超過我們理性
[00:08:04.720 --> 00:08:06.720]  所能夠
[00:08:06.720 --> 00:08:07.720]  可以推測
[00:08:07.720 --> 00:08:09.720]  可以計算
[00:08:09.720 --> 00:08:13.720]  所以我們就要憑信心來接受
[00:08:13.720 --> 00:08:14.720]  我再說一次
[00:08:14.720 --> 00:08:15.720]  神幫助人
[00:08:15.720 --> 00:08:17.720]  帶領人的方式
[00:08:17.720 --> 00:08:20.720]  往往超過我們理性所想像
[00:08:20.720 --> 00:08:23.720]  所以我們要憑信心來接受
[00:08:23.720 --> 00:08:24.720]  我舉例在聖經裡面
[00:08:24.720 --> 00:08:26.720]  以色列人攻打耶利哥城
[00:08:26.720 --> 00:08:28.720]  用我們理性的方式
[00:08:28.720 --> 00:08:29.720]  就是我們戰略是怎樣
[00:08:29.720 --> 00:08:30.720]  我們人多不多
[00:08:30.720 --> 00:08:32.720]  我們有攻城器械行不行
[00:08:32.720 --> 00:08:34.720]  是不是天時地利人和
[00:08:34.720 --> 00:08:35.720]  我們會這樣想
[00:08:35.720 --> 00:08:37.720]  但是神偏偏吩咐以色列人
[00:08:37.720 --> 00:08:40.720]  你們這群人就圍繞過城13次
[00:08:40.720 --> 00:08:42.720]  你怎樣
[00:08:42.720 --> 00:08:44.720]  什麼意思
[00:08:44.720 --> 00:08:48.720]  當時帶領的約斯蘭完全不明白他在做什麼
[00:08:48.720 --> 00:08:50.720]  理性上不知道他在做什麼
[00:08:50.720 --> 00:08:52.720]  唯有用信心去接受
[00:08:52.720 --> 00:08:54.720]  我舉多一個例子
[00:08:54.720 --> 00:08:56.720]  另一個是斯基丁
[00:08:56.720 --> 00:08:58.720]  他帶領一萬人
[00:08:58.720 --> 00:09:01.720]  去對抗十三萬五千人
[00:09:01.720 --> 00:09:03.720]  的米地人軍隊
[00:09:03.720 --> 00:09:05.720]  其實已經強弱懸殊
[00:09:05.720 --> 00:09:06.720]  但是神險
[00:09:06.720 --> 00:09:07.720]  一萬人太多了
[00:09:07.720 --> 00:09:08.720]  減到三百人
[00:09:08.720 --> 00:09:10.720]  嘩 搞事啊
[00:09:10.720 --> 00:09:11.720]  完全不明白
[00:09:11.720 --> 00:09:14.720]  但是基丁唯有用信心去接受
[00:09:14.720 --> 00:09:16.720]  我們所信的耶穌基督
[00:09:16.720 --> 00:09:19.720]  是天地萬物的神
[00:09:19.720 --> 00:09:21.720]  祂說一句話就毀滅這個世界
[00:09:21.720 --> 00:09:22.720]  但是偏偏
[00:09:22.720 --> 00:09:24.720]  祂變成你和我一樣
[00:09:24.720 --> 00:09:25.720]  這麼軟弱的人
[00:09:25.720 --> 00:09:27.720]  並且羞辱痛苦的
[00:09:27.720 --> 00:09:28.720]  寫在十字架上
[00:09:28.720 --> 00:09:31.720]  我們完全理性上完全不明白
[00:09:31.720 --> 00:09:34.720]  我們唯有用信心來接受
[00:09:34.720 --> 00:09:36.720]  在我們人生裡
[00:09:36.720 --> 00:09:37.720]  有很多時候
[00:09:37.720 --> 00:09:39.720]  我們所想的東西
[00:09:39.720 --> 00:09:41.720]  神已經超越這一切
[00:09:41.720 --> 00:09:42.720]  我們所想的東西
[00:09:42.720 --> 00:09:43.720]  因為神的安排
[00:09:43.720 --> 00:09:45.720]  我們未必在這個時候
[00:09:45.720 --> 00:09:46.720]  完全明白
[00:09:46.720 --> 00:09:49.720]  但是當整件事完成
[00:09:49.720 --> 00:09:51.720]  整個圖畫完成後
[00:09:51.720 --> 00:09:53.720]  你才明白神在做什麼
[00:09:53.720 --> 00:09:55.720]  所以耶穌就是主
[00:09:55.720 --> 00:09:57.720]  我以前曾經
[00:09:57.720 --> 00:10:00.720]  也分享過我自己的經歷
[00:10:00.720 --> 00:10:04.720]  我媽媽離開我
[00:10:04.720 --> 00:10:06.720]  回到天家主人的安息
[00:10:06.720 --> 00:10:08.720]  是很短很短的時間
[00:10:08.720 --> 00:10:12.720]  我和我媽媽的關係非常好
[00:10:12.720 --> 00:10:13.720]  所以很短的時間
[00:10:13.720 --> 00:10:17.720]  我完全沒辦法接受這個事實
[00:10:17.720 --> 00:10:19.720]  所以很長的時間
[00:10:19.720 --> 00:10:21.720]  我很不開心
[00:10:21.720 --> 00:10:23.720]  除了這個不開心
[00:10:23.720 --> 00:10:25.720]  是我媽媽回到天家
[00:10:25.720 --> 00:10:27.720]  很短的時間離開我之外
[00:10:27.720 --> 00:10:29.720]  另外一個很大的難處
[00:10:29.720 --> 00:10:30.720]  就是我要面對
[00:10:30.720 --> 00:10:31.720]  從小到大
[00:10:31.720 --> 00:10:34.720]  和我的關係不好的爸爸
[00:10:34.720 --> 00:10:35.720]  為什麼不好呢
[00:10:35.720 --> 00:10:38.720]  因為我覺得我爸爸從小到大
[00:10:38.720 --> 00:10:39.720]  都不是在家
[00:10:39.720 --> 00:10:41.720]  我覺得他不關心我
[00:10:41.720 --> 00:10:42.720]  不愛我
[00:10:42.720 --> 00:10:44.720]  然後因為星賀的問題
[00:10:44.720 --> 00:10:46.720]  大家搞得很不愉快
[00:10:46.720 --> 00:10:47.720]  大家沒什麼兩句
[00:10:47.720 --> 00:10:49.720]  沒什麼聊天
[00:10:49.720 --> 00:10:51.720]  一聊天大家語氣都不好
[00:10:51.720 --> 00:10:54.720]  所以很多時間都不歡而散
[00:10:54.720 --> 00:10:56.720]  我曾經有一段時間
[00:10:56.720 --> 00:10:58.720]  那段時間很不明白
[00:10:58.720 --> 00:10:59.720]  不知道為什麼
[00:10:59.720 --> 00:11:01.720]  神在搞什麼
[00:11:01.720 --> 00:11:04.720]  但是神往往都是出乎意料的
[00:11:04.720 --> 00:11:06.720]  我不明白祂的安排
[00:11:06.720 --> 00:11:08.720]  於是我自己有些不好的想法
[00:11:08.720 --> 00:11:09.720]  我強調
[00:11:09.720 --> 00:11:11.720]  我以下說的話
[00:11:11.720 --> 00:11:13.720]  我已經完全在神的面前認罪了
[00:11:13.720 --> 00:11:15.720]  為什麼不好的想法呢
[00:11:15.720 --> 00:11:17.720]  我說神啊
[00:11:17.720 --> 00:11:19.720]  我媽媽也信耶穌
[00:11:19.720 --> 00:11:21.720]  我爸爸也不信耶穌
[00:11:21.720 --> 00:11:23.720]  不如拿走我爸爸吧
[00:11:23.720 --> 00:11:25.720]  留下我媽媽在這裡
[00:11:25.720 --> 00:11:28.720]  我們一起回去教會敬拜祢
[00:11:28.720 --> 00:11:30.720]  那不就是最美的事了
[00:11:30.720 --> 00:11:31.720]  是祢自己得察為妖
[00:11:31.720 --> 00:11:32.720]  那麼多人敬拜祢
[00:11:32.720 --> 00:11:34.720]  不是很好嗎
[00:11:34.720 --> 00:11:35.720]  但是當然了
[00:11:35.720 --> 00:11:39.720]  神絕對不會聽我這個奇怪的想法
[00:11:39.720 --> 00:11:42.720]  因為神是超過我所想像的
[00:11:42.720 --> 00:11:45.720]  慢慢我知道神的安排
[00:11:45.720 --> 00:11:47.720]  最後是祝福我的
[00:11:47.720 --> 00:11:49.720]  包括有一晚
[00:11:49.720 --> 00:11:52.720]  又是很不開心的時候
[00:11:52.720 --> 00:11:53.720]  在一個夢裡
[00:11:53.720 --> 00:11:54.720]  我發了一個夢
[00:11:54.720 --> 00:11:55.720]  這個夢裡
[00:11:55.720 --> 00:11:57.720]  我媽媽很開心
[00:11:57.720 --> 00:12:00.720]  穿了一件很白的光的衣服
[00:12:00.720 --> 00:12:03.720]  和一群天使去到很光的地方
[00:12:03.720 --> 00:12:04.720]  在這個夢裡
[00:12:04.720 --> 00:12:06.720]  我從小到大從來沒有見過
[00:12:06.720 --> 00:12:08.720]  我媽媽笑得這麼開心
[00:12:08.720 --> 00:12:10.720]  就好像神藉著這個夢
[00:12:10.720 --> 00:12:11.720]  跟我說
[00:12:11.720 --> 00:12:12.720]  你放心吧
[00:12:12.720 --> 00:12:13.720]  你所愛的媽媽
[00:12:13.720 --> 00:12:15.720]  今天就在我的平安裡
[00:12:15.720 --> 00:12:16.720]  在我的懷抱裡
[00:12:16.720 --> 00:12:18.720]  在我的安息裡
[00:12:18.720 --> 00:12:19.720]  你一無其他
[00:12:19.720 --> 00:12:22.720]  所以你放下這個重擔
[00:12:22.720 --> 00:12:24.720]  我剛才說
[00:12:24.720 --> 00:12:27.720]  我媽媽回到天家了
[00:12:27.720 --> 00:12:31.720]  我就要和我爸爸朝夕相對
[00:12:31.720 --> 00:12:33.720]  我最不開心的就是這件事
[00:12:33.720 --> 00:12:36.720]  但是為什麼呢
[00:12:36.720 --> 00:12:39.720]  有這件事為什麼會發生呢
[00:12:39.720 --> 00:12:41.720]  就是我以前
[00:12:41.720 --> 00:12:43.720]  我和爸爸真的沒有兩句
[00:12:43.720 --> 00:12:44.720]  我剛才所說
[00:12:44.720 --> 00:12:47.720]  但是事實上都是要溝通的
[00:12:47.720 --> 00:12:48.720]  那怎麼溝通呢
[00:12:48.720 --> 00:12:49.720]  我爸爸有什麼要說
[00:12:49.720 --> 00:12:50.720]  就和我媽媽說
[00:12:50.720 --> 00:12:51.720]  我媽媽就和我說
[00:12:51.720 --> 00:12:53.720]  我有什麼要和爸爸說
[00:12:53.720 --> 00:12:54.720]  就和我媽媽說
[00:12:54.720 --> 00:12:55.720]  我媽媽就和爸爸說
[00:12:55.720 --> 00:12:57.720]  結果大家可以想像
[00:12:57.720 --> 00:12:59.720]  我媽媽在家裡的功能
[00:12:59.720 --> 00:13:01.720]  除了煮飯和做家務之外
[00:13:01.720 --> 00:13:03.720]  有一個新的功能
[00:13:03.720 --> 00:13:05.720]  就是人肉傳聲筒
[00:13:05.720 --> 00:13:07.720]  但是大家可以想像
[00:13:07.720 --> 00:13:09.720]  如果是這樣的話
[00:13:09.720 --> 00:13:11.720]  怎麼和好呢
[00:13:11.720 --> 00:13:14.720]  這個關係怎麼再次去改變呢
[00:13:14.720 --> 00:13:17.720]  再次去進步呢
[00:13:17.720 --> 00:13:18.720]  結果呢
[00:13:18.720 --> 00:13:21.720]  神就將我媽媽
[00:13:21.720 --> 00:13:22.720]  拿在她的同在
[00:13:22.720 --> 00:13:24.720]  她的懷抱裡
[00:13:24.720 --> 00:13:25.720]  結果現實上
[00:13:25.720 --> 00:13:28.720]  我就每天都要見到我爸爸
[00:13:28.720 --> 00:13:31.720]  但是這個我覺得不好的東西
[00:13:31.720 --> 00:13:33.720]  到最後是變成好的
[00:13:33.720 --> 00:13:34.720]  為什麼呢
[00:13:34.720 --> 00:13:35.720]  因為你越見得多
[00:13:35.720 --> 00:13:37.720]  你就開始聊天
[00:13:37.720 --> 00:13:38.720]  你開始聊天
[00:13:38.720 --> 00:13:39.720]  就開始溝通
[00:13:39.720 --> 00:13:40.720]  開始溝通
[00:13:40.720 --> 00:13:41.720]  就開始了解
[00:13:41.720 --> 00:13:42.720]  開始了解
[00:13:42.720 --> 00:13:43.720]  你就開始明白
[00:13:43.720 --> 00:13:46.720]  原來接觸得多
[00:13:46.720 --> 00:13:47.720]  我就知道原來
[00:13:47.720 --> 00:13:49.720]  我上一代的男性
[00:13:49.720 --> 00:13:50.720]  是不習慣說話的
[00:13:50.720 --> 00:13:52.720]  不習慣表達的
[00:13:52.720 --> 00:13:54.720]  他心裡的那些感情
[00:13:54.720 --> 00:13:55.720]  那些愛
[00:13:55.720 --> 00:13:56.720]  那些關懷
[00:13:56.720 --> 00:13:57.720]  完全不懂得說
[00:13:57.720 --> 00:13:58.720]  但是我小時候
[00:13:58.720 --> 00:13:59.720]  年輕的時候
[00:13:59.720 --> 00:14:01.720]  他不說就當他沒有
[00:14:01.720 --> 00:14:03.720]  但是當你了解多
[00:14:03.720 --> 00:14:04.720]  明白多的時候
[00:14:04.720 --> 00:14:07.720]  你就知道原來他這個人是這樣
[00:14:07.720 --> 00:14:08.720]  你開始了解
[00:14:08.720 --> 00:14:09.720]  開始明白
[00:14:09.720 --> 00:14:10.720]  開始接納
[00:14:10.720 --> 00:14:12.720]  於是我和我爸爸
[00:14:12.720 --> 00:14:14.720]  因為神的幫助和好
[00:14:14.720 --> 00:14:15.720]  因為這樣
[00:14:15.720 --> 00:14:17.720]  我爸爸就信了耶穌
[00:14:17.720 --> 00:14:19.720]  等於今天
[00:14:19.720 --> 00:14:20.720]  我爸爸媽媽
[00:14:20.720 --> 00:14:22.720]  都已經是天價了
[00:14:22.720 --> 00:14:23.720]  主為人安息了
[00:14:23.720 --> 00:14:24.720]  但是
[00:14:24.720 --> 00:14:26.720]  神給我的祝福是什麼呢?
[00:14:26.720 --> 00:14:28.720]  出人意外的祝福
[00:14:28.720 --> 00:14:30.720]  就是我今天沒有遺憾
[00:14:30.720 --> 00:14:32.720]  什麼叫遺憾?
[00:14:32.720 --> 00:14:33.720]  是一些對的事
[00:14:33.720 --> 00:14:34.720]  你應該做的事
[00:14:34.720 --> 00:14:35.720]  但是你不想做
[00:14:35.720 --> 00:14:36.720]  但是有一天
[00:14:36.720 --> 00:14:38.720]  你發覺對的
[00:14:38.720 --> 00:14:39.720]  應該做的
[00:14:39.720 --> 00:14:40.720]  但是你沒有機會做
[00:14:40.720 --> 00:14:41.720]  這個叫遺憾
[00:14:41.720 --> 00:14:43.720]  但是等於神給我的祝福是什麼呢?
[00:14:43.720 --> 00:14:46.720]  祂出人意外
[00:14:46.720 --> 00:14:48.720]  祂出人意表
[00:14:48.720 --> 00:14:50.720]  祂是意料之外的神
[00:14:50.720 --> 00:14:52.720]  但是祂最後給我的祝福
[00:14:52.720 --> 00:14:54.720]  就是我再沒有遺憾
[00:14:54.720 --> 00:14:56.720]  所以我今天想和弟兄姐妹說
[00:14:56.720 --> 00:14:59.720]  我們的神出人意料
[00:14:59.720 --> 00:15:03.720]  並不是因出人意料而出人意料
[00:15:03.720 --> 00:15:04.720]  神出人意料
[00:15:04.720 --> 00:15:06.720]  最終的目的
[00:15:06.720 --> 00:15:08.720]  是祝福你和我
[00:15:08.720 --> 00:15:09.720]  我再說一次
[00:15:09.720 --> 00:15:11.720]  神出人意料的
[00:15:11.720 --> 00:15:12.720]  但是祂出人意料
[00:15:12.720 --> 00:15:14.720]  不是因為出人意料
[00:15:14.720 --> 00:15:16.720]  為出人意料出人意料
[00:15:16.720 --> 00:15:18.720]  神出人意料的作為
[00:15:18.720 --> 00:15:20.720]  祂最終的目的
