
[00:00:00.000 --> 00:00:12.540]  所以今天早上我要跟大家分享的信息是神恩轉化的心心
[00:07:03.600 --> 00:07:14.600]  28,他們既然故意不認識上帝,上帝就任憑他們全邪癖的心行那些不合理的事
[00:07:14.600 --> 00:07:21.600]  這講的是一個腐敗的心
[00:07:21.600 --> 00:07:42.600]  所以人的心是充滿了各種各樣的一種邪惡的思念
[00:07:42.600 --> 00:07:51.600]  聖經就是在這個地方,就是這樣子的來表達出人的心
[00:07:51.600 --> 00:08:03.600]  所以這個並不是說這一個造物者的一個原來好的本意
[00:08:03.600 --> 00:08:15.600]  在這種情況之下,人的心才有很多的不義,很多的邪惡
[00:08:15.600 --> 00:08:34.600]  所以耶利米書第十七章這樣子說,人心比萬物都詭詐,壞到極處,誰能刺透呢?
[00:08:34.600 --> 00:08:51.600]  所以這裡面說人心是壞到一個地步是別人沒有辦法刺透,甚至自己都不了解自己
[00:08:51.600 --> 00:09:09.600]  Rick Warren的太太Kate,她第一次到盧旺達去訪問的時候,那年她五十七歲
[00:09:09.600 --> 00:09:29.600]  因為她知道一九九四年在這個地方發生了一個種族滅絕,有一百萬個人被殺死
[00:09:29.600 --> 00:09:50.600]  那麼這個裡面有很多人用很多酷刑讓他們死亡,那麼她說這種被害者我一來以後,我很容易就會看到誰是殺害者
[00:09:50.600 --> 00:09:58.600]  她這個時候很天真的以為說我只要看到這些男男女女他們的眼睛,我就知道到底當初哪些人做了這些壞事
[00:09:58.600 --> 00:10:11.600]  後來她說她其實在當初呢,她是滿心充滿了一個自義的一種論斷
[00:10:11.600 --> 00:10:27.600]  那麼她所發現的到最後呢,讓她真的是不但是不知道怎麼樣來做決定,甚至她很害怕
[00:10:27.600 --> 00:10:44.600]  那麼她看到的不是那些眼睛有邪惡的眼光的這些人,她所看到的事實上這些人就是跟我們一樣
[00:10:44.600 --> 00:11:03.600]  他們這些人呢,就是去愛她的,跟她的靈色有很好的關係,去幫助人,甚至在教會裡面呢,他們一起敬拜
[00:11:03.600 --> 00:11:23.600]  到底這些惡人呢,在哪裡?這些做很多壞事的人到底在哪裡呢?
[00:11:23.600 --> 00:11:34.600]  慢慢地,在一種心裡面自覺的,但是讓自己很恐懼的過程,她才慢慢地找出來何謂真實
[00:11:34.600 --> 00:11:48.600]  她說在盧萬達,沒有惡人,沒有這些怪獸,有的只是你跟我
[00:11:48.600 --> 00:12:07.600]  因為我們當我們被放在這樣的一個場合的時候,我們都有能力,而且精於能夠用欺騙的方式來隱瞞我們自己的惡行
[00:12:07.600 --> 00:12:26.600]  很可怕吧,但是確實是真實的,你現在了解了嗎?這就是人心,這就是為什麼我們需要耶穌
[00:12:26.600 --> 00:12:37.600]  那我們的救星呢,同時也充滿了驕傲
[00:12:37.600 --> 00:12:56.600]  在真言第十六章第五節,心裡驕傲的人,都是耶和華義務的,他們必不免受罰。這個地方講到的是人心的驕傲
[00:12:56.600 --> 00:13:15.600]  在新約馬可福音第七章第22和23章,「偷盜、兇殺、姦淫、貪婪、邪惡、詭詐、淫蕩、窒盜、暴徒、驕傲、狂妄」
[00:13:15.600 --> 00:13:27.600]  這裡面講到的是,我們所有的這些惡行,都是從我們裡面出來的
[00:13:27.600 --> 00:13:42.600]  如果我們說嫉妒,是因為我們覺得每個人都比我好,因此我產生了一種憤恨
[00:13:42.600 --> 00:13:56.600]  那麼驕傲就是我認為我總是比別人好的這種敗壞的心思
[00:13:56.600 --> 00:14:06.600]  什麼是驕傲?驕傲就是把你的信心放在自己,而不是放在神的身上
[00:14:06.600 --> 00:14:11.600]  所以聖經說,神不喜悅
[00:14:11.600 --> 00:14:18.600]  那麼驕傲的核心就是自私
[00:14:18.600 --> 00:14:22.600]  就是把自己放在首位
[00:14:22.600 --> 00:14:26.600]  認為你是最重要的
[00:14:26.600 --> 00:14:30.600]  認為你知道的最多
[00:14:30.600 --> 00:14:35.600]  認為你配得的比別人應該更多
[00:14:35.600 --> 00:14:40.600]  聽起來覺得很熟悉嗎?
[00:14:40.600 --> 00:14:52.600]  驕傲是讓我們偏行己路,而不是行在神的道路
[00:14:52.600 --> 00:15:01.600]  這個驕傲讓我們覺得我們不需要神,也不需要別人給我們的引導
[00:15:01.600 --> 00:15:11.600]  這個驕傲事實上所有罪的根
[00:15:11.600 --> 00:15:18.600]  驕傲會讓我們偏離神,而不是能夠轉向神
[00:15:18.600 --> 00:15:26.600]  那麼一個人的不順服本身的一個根源就是驕傲
[00:15:26.600 --> 00:15:35.600]  這種背後的背後也是驕傲
[00:15:35.600 --> 00:15:44.600]  那麼對別人產生一些虐待的行為,本身也是因為覺得自己做所有的事情都是應該的
[00:15:44.600 --> 00:15:48.600]  我們可以這個事情在家裡面
[00:15:48.600 --> 00:15:51.600]  在我們各種關係上
[00:15:51.600 --> 00:15:54.600]  在我們的社區裡面
[00:15:54.600 --> 00:15:59.600]  甚至也發生在我們教會的一個家庭裡面
[00:15:59.600 --> 00:16:04.600]  可怕,但是真的
[00:16:04.600 --> 00:16:07.600]  你現在了解了嗎?
[00:16:07.600 --> 00:16:14.600]  這就是為什麼我們需要耶穌,需要祂的幫助
[00:16:14.600 --> 00:16:21.600]  舊的心還充滿了昏迷
[00:16:21.600 --> 00:16:29.600]  你看看這張相片
[00:16:29.600 --> 00:16:52.600]  以賽亞第四章第20節說
[00:16:52.600 --> 00:16:56.600]  New Testament, Romans 1
[00:16:56.600 --> 00:17:04.600]  因為他們雖然知道上帝卻不當作上帝榮耀他
[00:17:04.600 --> 00:17:08.600]  也不感謝他,他們的思念變為虛妄
[00:17:08.600 --> 00:17:13.600]  無知的心就昏暗了,自稱為聰明,反成了愚絕
[00:17:13.600 --> 00:17:19.600]  The foolish hearts were darkened is become fools
[00:17:19.600 --> 00:17:29.600]  Many studies have shown that people tend to exaggerate their positive characteristics and abilities
[00:17:29.600 --> 00:17:33.600]  那麼很多的報告顯示我們一般人有這樣一個傾向
[00:17:33.600 --> 00:17:37.600]  就是誇大自己好的那一面的品格
[00:17:37.600 --> 00:17:40.600]  或者各方面的想法
[00:17:40.600 --> 00:17:46.600]  For instance, studies have shown that most drivers think that they are better than average drivers
[00:17:46.600 --> 00:17:52.600]  比如說開車的人研究說他開車開得比別人好
[00:17:52.600 --> 00:17:57.600]  你是不是也這樣認為呢
[00:17:57.600 --> 00:18:04.600]  Psychologists call this the state of illusory superiority, what a term
[00:18:04.600 --> 00:18:11.600]  那麼心理學家稱這樣的一種想法是一種幻覺式的優越性
[00:18:11.600 --> 00:18:16.600]  For example, in 2014, a team of British researchers tested this common
[00:18:16.600 --> 00:18:22.600]  "better than average" tendency by surveying 85 convicts at a prison in England
[00:18:22.600 --> 00:18:26.600]  那麼在2014年的時候有這些研究者呢
[00:18:26.600 --> 00:18:31.600]  他們要證明這個所謂的我自己比別人好
[00:18:31.600 --> 00:18:38.600]  他到監獄裡面去訪問了80幾位監獄的人
[00:18:38.600 --> 00:18:41.600]  The inmates were aged 18 to 35
[00:18:41.600 --> 00:18:44.600]  這都是18到35歲的罪犯
[00:18:44.600 --> 00:18:48.600]  And the majority had been jailed for acts of violence or robbery
[00:18:48.600 --> 00:18:53.600]  那麼這些人他之所以被關在監獄裡面呢是因為他有暴力或者有搶竊
[00:18:53.600 --> 00:18:58.600]  The inmates completed questionnaires anonymously and in relative privacy
[00:18:58.600 --> 00:19:03.600]  那麼這一個調查的過程呢本身呢事實上是比較隱秘的
[00:19:03.600 --> 00:19:08.600]  This was the study concluded
[00:19:08.600 --> 00:19:14.600]  Compared with an average prisoner, the convicts rated themselves as more moral
[00:19:14.600 --> 00:19:21.600]  那麼這些罪犯呢他說我們比起這一個監獄裡面的一般的罪犯呢
[00:19:21.600 --> 00:19:24.600]  我們呢比他們有道德
[00:19:24.600 --> 00:19:27.600]  Kinder to others
[00:19:27.600 --> 00:19:31.600]  More self-controlled
[00:19:31.600 --> 00:19:33.600]  More law-abiding
[00:19:33.600 --> 00:19:37.600]  那麼同時呢就自己本身呢能夠有自治
[00:19:37.600 --> 00:19:39.600]  More compassionate
[00:19:39.600 --> 00:19:40.600]  同時呢有愛心
[00:19:40.600 --> 00:19:41.600]  More generous
[00:19:41.600 --> 00:19:43.600]  而且呢是很慷慨
[00:19:43.600 --> 00:19:44.600]  More dependable
[00:19:44.600 --> 00:19:46.600]  而且可靠
[00:19:46.600 --> 00:19:47.600]  More trustworthy
[00:19:47.600 --> 00:19:48.600]  值得信賴
[00:19:48.600 --> 00:19:49.600]  And more honest
[00:19:49.600 --> 00:19:51.600]  很誠實
[00:19:51.600 --> 00:19:55.600]  So each one thought that they were better than an average inmate
[00:19:55.600 --> 00:19:59.600]  所以呢他們每個人都認為他比普通的一般的罪犯要好
[00:19:59.600 --> 00:20:07.600]  Remarkably, they also rated themselves as higher on all these traits than an average member of the community
[00:20:07.600 --> 00:20:17.600]  那值得注意的是呢他們同時還認為他們比一般在社會上的各個份子呢這些因素都要比他們還要好
[00:20:17.600 --> 00:20:19.600]  With only one exception, law-abiding
[00:20:19.600 --> 00:20:21.600]  都很好除了有一項
[00:20:21.600 --> 00:20:22.600]  就是 law-abiding
[00:20:22.600 --> 00:20:25.600]  就是在守法方面
[00:20:25.600 --> 00:20:26.600]  Of course, right
[00:20:26.600 --> 00:20:29.600]  那當然呢他們被關在監獄裡面了
[00:20:29.600 --> 00:20:35.600]  But the prisoners rated themselves even on these traits as an average community member
[00:20:35.600 --> 00:20:39.600]  So they think that they are at least equal to a community member
[00:20:39.600 --> 00:20:46.600]  那麼甚至在這一方面呢他們認為他跟社會的一般的人呢是一樣的等級
[00:20:46.600 --> 00:20:52.600]  They even could not admit that they were worse because they had done something bad
[00:20:52.600 --> 00:20:59.600]  甚至他們不能在他自己做的錯事的方面那些事情上承認他們比別人差
[00:20:59.600 --> 00:21:04.600]  Perhaps, we would like to think that we are better than these prisoners
[00:21:04.600 --> 00:21:09.600]  也許我們會認為說我們肯定比這些罪犯要好
[00:21:09.600 --> 00:21:13.600]  That we will be at least honest about our faults and our virtues
[00:21:13.600 --> 00:21:19.600]  我們至少對於我們犯的錯或者我們個人的德行本身呢我們會誠實
[00:21:19.600 --> 00:21:22.600]  But in many ways, we do the same
[00:21:22.600 --> 00:21:26.600]  但是其實在很多方面呢我們做法跟他們是一樣的
[00:21:26.600 --> 00:21:33.600]  We overestimate our goodness and self-justify our good qualities with minimizing the bad ones
[00:21:33.600 --> 00:21:39.600]  我們經常把我們自己好的那一面呢我們高估了把我們不好的那一方面呢我們盡量就少說
[00:21:39.600 --> 00:21:42.600]  This is called self-righteousness
[00:21:42.600 --> 00:21:44.600]  這就叫做自益
[00:21:44.600 --> 00:21:47.600]  And it is delusions of our heart
[00:21:47.600 --> 00:21:50.600]  這就是我們對心的一個昏迷
[00:21:50.600 --> 00:21:52.600]  Fearful, but real
[00:21:52.600 --> 00:21:53.600]  可怕嗎
[00:21:53.600 --> 00:21:54.600]  但是真實
[00:21:54.600 --> 00:21:58.600]  That's why we need Jesus and His truth
[00:21:58.600 --> 00:22:01.600]  這就是為什麼我們需要耶穌跟他的真理
[00:22:01.600 --> 00:22:03.600]  But the good news is
[00:22:03.600 --> 00:22:04.600]  好消息
[00:22:04.600 --> 00:22:08.600]  The Lord promised to give us a new heart
[00:22:08.600 --> 00:22:10.600]  神允許給我們一顆新心
[00:22:10.600 --> 00:22:15.600]  By the transformation of His grace and His truth through His spirit
[00:22:15.600 --> 00:22:23.600]  那麼是經過這一個神的恩典跟他的這個真理呢來轉化我們的心
[00:22:23.600 --> 00:22:29.600]  So that what we need is receiving the new transformed heart
[00:22:29.600 --> 00:22:34.600]  所以我們需要做的是我們要接受這一個心的轉化的心
[00:22:34.600 --> 00:22:38.600]  So that our heart will be renewed and transformed
[00:22:38.600 --> 00:22:41.600]  那我們的心被轉化而更新的心
[00:22:41.600 --> 00:22:44.600]  So new heart begins with repentance
[00:22:44.600 --> 00:22:47.600]  而新的心呢是由痛悔開始
[00:22:47.600 --> 00:22:50.600]  Psalm 51.17 it says
[00:22:50.600 --> 00:22:52.600]  四篇五十一篇
[00:22:52.600 --> 00:22:55.600]  上帝所要的祭就是憂傷的靈
[00:22:55.600 --> 00:23:00.600]  上帝啊憂傷痛悔的心你必不慶幸
[00:23:00.600 --> 00:23:04.600]  Like all parts if you want to replace the new one
[00:23:04.600 --> 00:23:06.600]  We must first get rid of the old
[00:23:06.600 --> 00:23:09.600]  那麼就像說我們的心呢
[00:23:09.600 --> 00:23:13.600]  這個機車的這個零件要更換成新
[00:23:13.600 --> 00:23:16.600]  我們的心也要能夠重新轉換
[00:23:16.600 --> 00:23:21.600]  It is in the presence of God knowing the true nature of our sin
[00:23:21.600 --> 00:23:24.600]  唯有我們當有神的同在的時候
[00:23:24.600 --> 00:23:26.600]  我們能夠真正知道我們的罪信
[00:23:26.600 --> 00:23:29.600]  That there is a heart which is troubled by sin
[00:23:29.600 --> 00:23:34.600]  and yet we determine to repent and to correct and to turn back to God
[00:23:34.600 --> 00:23:38.600]  就是我們能夠真正知道我們的心被罪來困擾
[00:23:38.600 --> 00:23:42.600]  但是我們決心要接受神的轉換
[00:23:42.600 --> 00:23:45.600]  A new heart can only be given by the Lord
[00:23:45.600 --> 00:23:48.600]  心心為主能夠治愈
[00:23:48.600 --> 00:23:50.600]  Psalm 51.10
[00:23:50.600 --> 00:23:53.600]  上帝啊求你為我做清潔的心
[00:23:53.600 --> 00:23:57.600]  使我裏面重新有正直的靈
[00:23:57.600 --> 00:24:02.600]  Also Ezekiel chapter 36 again 26
[00:24:02.600 --> 00:24:05.600]  我也要刺給你們一個新心
[00:24:05.600 --> 00:24:07.600]  將新靈放在你們裏面
[00:24:07.600 --> 00:24:13.600]  又從你們的肉體中除掉石心刺給你們肉心
[00:24:13.600 --> 00:24:19.600]  God promises to give our spiritual heart to all who repent
[00:24:19.600 --> 00:24:23.600]  神應許我們凡痛悔的人
[00:24:23.600 --> 00:24:25.600]  他要給我們一顆新的心
[00:24:25.600 --> 00:24:28.600]  He will give new heart with a new spirit
[00:24:28.600 --> 00:24:33.600]  and replace the heart of stone with heart of flesh
[00:24:33.600 --> 00:24:38.600]  他給我們的是一顆新心同時要把我們的石心除掉
[00:24:38.600 --> 00:24:40.600]  換掉一顆肉心
[00:24:40.600 --> 00:24:45.600]  Ezekiel mentioned that God saves the repentant
[00:24:45.600 --> 00:24:50.600]  以西捷這個書裏面說神拯救所有痛悔的人
[00:24:50.600 --> 00:24:53.600]  and then God will give us His Holy Spirit
[00:24:53.600 --> 00:24:55.600]  so that we can obey Him
[00:24:55.600 --> 00:24:59.600]  神就會刺給我們聖靈讓我們能夠遵從祂
[00:24:59.600 --> 00:25:04.600]  Jeremiah mentions that God and His people to make a new covenant
[00:25:04.600 --> 00:25:08.600]  which is mentioned in Jeremiah 31
[00:25:08.600 --> 00:25:10.600]  耶利米書的第31章裏面講說
[00:25:10.600 --> 00:25:15.600]  祂要能夠跟祂的子民另立新約
[00:25:15.600 --> 00:25:18.600]  Before His crucifixion Jesus also spoke
[00:25:18.600 --> 00:25:22.600]  of a new covenant made with my blood
[00:25:22.600 --> 00:25:31.600]  那麼這個新約裏面耶穌在受難以前祂說我要用我自己的血與你們另立新約
[00:25:31.600 --> 00:25:35.600]  We have the Holy Communion to remember this wonderful truth
[00:25:35.600 --> 00:25:37.600]  那麼我們在領聖餐的時候
[00:25:37.600 --> 00:25:41.600]  我們所紀念的就是這一個真正奇妙的真理
[00:25:41.600 --> 00:25:46.600]  Jesus' death make Him the mediator of this new covenant
[00:25:46.600 --> 00:25:50.600]  那麼耶穌的死讓祂成為新約的中保
[00:25:50.600 --> 00:25:57.600]  According to this new covenant every repentant has access to a new heart and a new spirit
[00:25:57.600 --> 00:25:58.600]  Praise the Lord
[00:25:58.600 --> 00:26:01.600]  那麼根據這樣的一個聖經裏面告訴我們說
[00:26:01.600 --> 00:26:04.600]  我們有一個新的心能夠跟祂同在
[00:26:04.600 --> 00:26:11.600]  That's why a very familiar verse we all know from 2 Corinthians chapter 5 17
[00:26:11.600 --> 00:26:14.600]  若有人在基督裏他就是新做的人
[00:26:14.600 --> 00:26:18.600]  舊事已過都變成新的了
[00:26:18.600 --> 00:26:23.600]  Anyone is in Christ become a new creation
[00:26:23.600 --> 00:26:26.600]  任何一個人只要在基督裏就是新造的
[00:26:26.600 --> 00:26:31.600]  This is the newly transformed heart through grace
[00:26:31.600 --> 00:26:36.600]  這是經過神的恩典讓我們一個重新轉化的一個人
[00:26:36.600 --> 00:26:39.600]  So someone put it in this way grace
[00:26:39.600 --> 00:26:52.600]  有人這樣子說恩典equals to grace God's riches at Christ's expense
[00:26:52.600 --> 00:26:55.600]  等於神的豐盛
[00:26:55.600 --> 00:27:01.600]  但是呢是加上基督的代父或者代孰
[00:27:01.600 --> 00:27:08.600]  This is what we need to remember and treasure at all times as Jesus pay the price for us
[00:27:08.600 --> 00:27:14.600]  這個就是我們經常要紀念我們的祖所有為我們付出的代價
[00:27:14.600 --> 00:27:18.600]  The wonderful good news is our past is forgiven
[00:27:18.600 --> 00:27:22.600]  有一個好消息就是我們的過去已經被赦免
[00:27:22.600 --> 00:27:25.600]  And more importantly we have a new purpose of living
[00:27:25.600 --> 00:27:29.600]  as this passage of 2 Corinthians chapter 5 is all about
[00:27:29.600 --> 00:27:34.600]  那麼更重要的是我們知道我們在這節經文裏面告訴我們
[00:27:34.600 --> 00:27:36.600]  我們有一個新的生命
[00:27:36.600 --> 00:27:39.600]  We now live for Christ
[00:27:39.600 --> 00:27:42.600]  我們的新的生命就是我們為主而活
[00:27:42.600 --> 00:27:46.600]  And represent Him on earth to let others know about Him and His grace
[00:27:46.600 --> 00:27:49.600]  而且我們代表耶穌在這個地上
[00:27:49.600 --> 00:27:53.600]  能夠來讓更多的人認識祂認識祂的真理
[00:27:53.600 --> 00:27:55.600]  This become our new purpose of life
[00:27:55.600 --> 00:28:00.600]  So that we pursue to synchronize our heart with God's heart
[00:28:00.600 --> 00:28:03.600]  這個就變成我們人生的一個新的目的
[00:28:03.600 --> 00:28:08.600]  讓我們跟耶穌基督這樣的心能夠合而為一
[00:28:08.600 --> 00:28:13.600]  So the new heart is filled with God's love
[00:28:13.600 --> 00:28:16.600]  新的心也充滿了阻礙
[00:28:16.600 --> 00:28:20.600]  Romans chapter 5 盼望不至於羞恥
[00:28:20.600 --> 00:28:22.600]  因為所賜給我們的聖靈
[00:28:22.600 --> 00:28:27.600]  將上帝的愛囂貫在我們心裏
[00:28:27.600 --> 00:28:30.600]  With the grace of the Lord to transform our heart
[00:28:30.600 --> 00:28:34.600]  The Holy Spirit fills our heart with the love of God
[00:28:34.600 --> 00:28:38.600]  當我們的主的恩典充滿在我們的心的時候
[00:28:38.600 --> 00:28:42.600]  我們這個時候有一個主的愛澆灌在我們的心上
[00:28:42.600 --> 00:28:45.600]  If we always have the love of God fill our hearts
[00:28:45.600 --> 00:28:47.600]  We will have our healthy hearts
[00:28:47.600 --> 00:28:52.600]  當我們如果是經常有主的愛在我們心裏面的話
[00:28:52.600 --> 00:28:53.600]  我們的心是很健康的
[00:28:53.600 --> 00:28:56.600]  In this new year let us change our hearts in believing in Jesus
[00:28:56.600 --> 00:28:58.600]  If you have not done so
[00:28:58.600 --> 00:29:01.600]  如果我們在這個新年裏面
[00:29:01.600 --> 00:29:03.600]  我請大家這個時候呢
[00:29:03.600 --> 00:29:06.600]  我們願意在這個地方我們變成一個新造的人
[00:29:06.600 --> 00:29:07.600]  改變我們的心
[00:29:07.600 --> 00:29:09.600]  來接受耶穌基督為我們的救主
[00:29:09.600 --> 00:29:12.600]  來接受耶穌基督成為我們的救主
[00:29:12.600 --> 00:29:15.600]  And those who have changed their hearts and become Christian already
[00:29:15.600 --> 00:29:17.600]  Keep our heart healthy
[00:29:17.600 --> 00:29:20.600]  如果我們已經改變了我們的心
[00:29:20.600 --> 00:29:23.600]  這時候我們要把我們的心保持健康的狀態
[00:29:23.600 --> 00:29:28.600]  To fill with the love of God, not the heart of stone, but the heart of flesh
[00:29:28.600 --> 00:29:33.600]  我們看到神他把我們的心從實心變成肉心
[00:29:33.600 --> 00:29:37.600]  And love from God is the power to change
[00:29:37.600 --> 00:29:42.600]  那麼神的愛就是一個改變的能量
[00:29:42.600 --> 00:29:49.600]  President Jimmy Carter said he was greatly inspired by someone who told his own secret of success
[00:29:49.600 --> 00:29:53.600]  那麼這個卡特總統呢,他說他呢
[00:29:53.600 --> 00:29:58.600]  有一次被一個人他分享他自己的成功的秘訣的時候呢
[00:29:58.600 --> 00:29:59.600]  他受到激勵
[00:29:59.600 --> 00:30:03.600]  And finally, the simple yet profound theology
[00:30:03.600 --> 00:30:05.600]  那麼在這個過程中間呢
[00:30:05.600 --> 00:30:09.600]  他領會到一個簡單但是呢
[00:30:09.600 --> 00:30:11.600]  能夠振奮人心的一個神學
[00:30:11.600 --> 00:30:16.600]  The person told him, Mr. Carter, we only need to have two loves in our lives
[00:30:16.600 --> 00:30:22.600]  那麼這個人告訴卡特總統說我們一個人只需要兩種愛在我們的心裡面
[00:30:22.600 --> 00:30:24.600]  Love for God
[00:30:24.600 --> 00:30:25.600]  愛神
[00:30:25.600 --> 00:30:31.600]  And love for the person who appears to be in front of us at any time
[00:30:31.600 --> 00:30:39.600]  另外一種就是那種當我們面對任何站在我們面前的人
[00:30:39.600 --> 00:30:41.600]  我們愛他的這樣的一個愛
[00:30:41.600 --> 00:30:46.600]  President Jimmy Carter found it most profound and inspired to him
[00:30:46.600 --> 00:30:52.600]  那麼卡特總統覺得這一番話是非常振奮他的心的一件事情
[00:30:52.600 --> 00:30:56.600]  There are many times in life when we are disappointed or frustrated
[00:30:56.600 --> 00:31:00.600]  很多時候我們的心失望、挫折
[00:31:00.600 --> 00:31:02.600]  Or anger or bitter
[00:31:02.600 --> 00:31:04.600]  說是憤怒甚至痛苦
[00:31:04.600 --> 00:31:07.600]  But we can choose not to have bitter hearts
[00:31:07.600 --> 00:31:10.600]  但是我們可以選擇不要有一個苦主的心
[00:31:10.600 --> 00:31:16.600]  And ask the Holy Spirit fills our heart with God's love and His kindness
[00:31:16.600 --> 00:31:21.600]  求神能夠用祂的愛跟祂的恩慈來充滿我們
[00:31:21.600 --> 00:31:25.600]  The opposite of a wicked heart is the heart of kindness and mercy
[00:31:25.600 --> 00:31:29.600]  那麼一個邪惡的心的反面就是神
[00:31:29.600 --> 00:31:33.600]  就是一個帶著愛跟憐憫的心
[00:31:33.600 --> 00:31:38.600]  Which is the proper result of the transformation of grace
[00:31:38.600 --> 00:31:43.600]  這就是一個恩典轉換的一個正當的結果
[00:31:43.600 --> 00:31:50.600]  So Ephesians chapter 4 32 並要以恩慈相待全聯盟的心
[00:31:50.600 --> 00:31:57.600]  Francis Shaver, a famous American theologian and pastor of the 20th century said
[00:31:57.600 --> 00:32:02.600]  所以 Frank Shaver 他是一個很著名的神學家
[00:32:02.600 --> 00:32:04.600]  同時是二十世紀的一位牧者
[00:32:04.600 --> 00:32:10.600]  He said true Christian life lies in inner conditions not in outward appearance
[00:32:10.600 --> 00:32:17.600]  他說一個真實的基督徒的生命是在他裡面而不是表現出來的
[00:32:17.600 --> 00:32:23.600]  And true Christian life consists of true love for God and love for others from within
[00:32:23.600 --> 00:32:34.600]  那麼真正的一個真的基督徒他的一個行為是要愛神而且愛別人而且是發自於內心的
[00:32:34.600 --> 00:32:39.600]  The new heart is filled with God's word
[00:32:39.600 --> 00:32:42.600]  心心充滿主道
[00:32:42.600 --> 00:32:50.600]  Colossians chapter 3 16 當用各樣的智慧把基督的道理豐豐富富地存在心裡
[00:32:50.600 --> 00:32:57.600]  用詩章 頌詞 靈歌 彼此教導 互相勸誡 心被恩感 歌頌上帝
[00:32:57.600 --> 00:33:01.600]  God loves us and desire the very best for you and me
[00:33:01.600 --> 00:33:05.600]  神愛我們 他要讓我們你跟我得到最好的
[00:33:05.600 --> 00:33:09.600]  That's why he gave us his word, his holy word
[00:33:09.600 --> 00:33:13.600]  也因此他把他自己的話語賜給我們
[00:33:13.600 --> 00:33:21.600]  So that when we dwell in it and walk out of it, we will know the truth and be set free
[00:33:21.600 --> 00:33:26.600]  如果我們與他同行 在他這個中間來行走的話
[00:33:26.600 --> 00:33:28.600]  So we will be set free
[00:33:28.600 --> 00:33:30.600]  我們就會得到自由
[00:33:30.600 --> 00:33:32.600]  Free from fear
[00:33:32.600 --> 00:33:34.600]  沒有恐懼的自由
