
[00:00:00.000 --> 00:00:06.000]  也歡迎網路上的弟兄姊妹跟我們一同金牌詐媒組一同來分享神的話語。
[00:02:49.000 --> 00:02:55.000]  或者被誣告下到監獄裡面,他仍然禪事都很通。
[00:02:55.000 --> 00:02:59.000]  為什麼呢?我們看看這個在《創世紀》裡面告訴我們的,
[00:02:59.000 --> 00:03:03.000]  非常清楚我們看到《創世紀》第39章第23節,
[00:03:03.000 --> 00:03:07.000]  這裡說凡在月色手下的事,事欲一概不差,
[00:03:07.000 --> 00:03:10.000]  因為以後華與月色同在,
[00:03:10.000 --> 00:03:14.000]  以後華使他所做的竟都順利。
[00:03:14.000 --> 00:03:17.000]  所以一個蒙族所喜悅的人,
[00:03:17.000 --> 00:03:20.000]  他在神面前是有神的同在,
[00:03:20.000 --> 00:03:23.000]  因此他手中所做的竟都順利。
[00:03:23.000 --> 00:03:26.000]  另外一個祝福,就是神所喜悅的人的祝福是什麼呢?
[00:03:26.000 --> 00:03:28.000]  他充滿智慧和能力。
[00:03:28.000 --> 00:03:32.000]  告訴旁邊的人說,你充滿智慧和能力。
[00:03:32.000 --> 00:03:36.000]  充滿智慧和能力,特別是從神來那裡的智慧和能力。
[00:03:36.000 --> 00:03:40.000]  哪怕是你被別人攻擊,被別人誣告,被別人控告,
[00:03:40.000 --> 00:03:46.000]  只要你有神所喜悅的話,神會把智慧跟能力賜給你。
[00:03:46.000 --> 00:03:51.000]  記得嗎?巴比倫王尼普賈尼沙王做了夢以後,
[00:03:51.000 --> 00:03:55.000]  他忘記了這個夢,要求人把這個夢告訴他,
[00:03:55.000 --> 00:03:57.000]  並且解釋給他聽。
[00:03:57.000 --> 00:04:01.000]  因此當中有一個丹尼里,他就來到神面前禱告祈求神的時候,
[00:04:01.000 --> 00:04:05.000]  神就把解夢的內容來告訴丹尼里。
[00:04:05.000 --> 00:04:08.000]  因此丹尼里是怎麼對當時的尼普賈尼沙王說呢?
[00:04:08.000 --> 00:04:12.000]  我們看第二章丹尼里書,第二章二十節二十一節。
[00:04:12.000 --> 00:04:17.000]  丹尼里說,神的名是應當稱頌的,從根骨直到永遠,
[00:04:17.000 --> 00:04:20.000]  因為智慧、能力都屬乎他。
[00:04:20.000 --> 00:04:26.000]  他改變之後,日起廢亡力亡,將智慧賜予智慧人,
[00:04:26.000 --> 00:04:30.000]  將知識賜予聰明人。
[00:04:30.000 --> 00:04:32.000]  所以智慧能力都是從哪裡?
[00:04:32.000 --> 00:04:34.000]  從神來的。
[00:04:34.000 --> 00:04:37.000]  因此我們說,當你是神所喜悅的人的時候,
[00:04:37.000 --> 00:04:39.000]  你有兩個祝福必須臨到你的身上。
[00:04:39.000 --> 00:04:42.000]  首先,你是充滿神同在的人。
[00:04:42.000 --> 00:04:46.000]  第二,你是充滿智慧能力的人。
[00:04:46.000 --> 00:04:51.000]  我們都想常常有神的同在,常常充滿神的智慧和能力,
[00:04:51.000 --> 00:04:57.000]  那我們怎樣能夠保持,讓自己成為神繼續能夠喜悅的人呢?
[00:04:57.000 --> 00:04:59.000]  我們一起來看詩篇一百篇。
[00:04:59.000 --> 00:05:03.000]  詩篇一百篇是個炸美的詩篇,非常歡喜快樂的詩篇,
[00:05:03.000 --> 00:05:04.000]  我們一起來念。
[00:05:04.000 --> 00:05:07.000]  當我念單數節的時候,弟兄姊妹回應算數節,
[00:05:07.000 --> 00:05:10.000]  那個單數節詩篇就是這樣的,有回有應的。
[00:05:10.000 --> 00:05:13.000]  全地應當向余後華歡呼,
[00:05:13.000 --> 00:05:23.000]  要知道余後華是神,祂創造了我們,我們是屬祂的,
[00:05:23.000 --> 00:05:27.000]  我們是祂的子民,也是祂草藏上的羊。
[00:05:29.000 --> 00:05:41.000]  因為余後華本是美善,祂的慈愛存到永遠,
[00:05:41.000 --> 00:05:44.000]  祂的信實直到萬代。
[00:05:44.000 --> 00:05:49.000]  這裡我特別選用新一本的翻譯本來讀詩篇一百篇,
[00:05:49.000 --> 00:05:53.000]  這個翻譯本比較貼切,比較重於原文裡面所講的。
[00:05:53.000 --> 00:05:55.000]  我們這裡先來思想,
[00:05:55.000 --> 00:05:58.000]  這邊詩篇裡面沒有告訴我們作者是誰,
[00:05:58.000 --> 00:06:03.000]  這裡說一定是祭司或者師班長帶領會眾一起來到神面前,
[00:06:03.000 --> 00:06:06.000]  敬拜詐美食的時候一起來歡唱,
[00:06:06.000 --> 00:06:09.000]  一起來宣告神的美善和神的信實。
[00:06:09.000 --> 00:06:12.000]  這裡有沒有看到說到底對象是誰呢?
[00:06:12.000 --> 00:06:17.000]  這裡說全地都要來向余後華歡呼,
[00:06:17.000 --> 00:06:23.000]  全地包括所有的人都要來到神面前向祂來歡呼。
[00:06:23.000 --> 00:06:26.000]  裡面主要的主角到底是誰呢?
[00:06:26.000 --> 00:06:28.000]  這裡如果你稍微注意的話,
[00:06:28.000 --> 00:06:34.000]  這裡面一共出現四次余後華,余後華,余後華,余後華。
[00:06:34.000 --> 00:06:37.000]  在五節的聖經裡面出現了四次余後華這個名字。
[00:06:37.000 --> 00:06:41.000]  那你說余後華跟一般上聖經所用的神有什麼不一樣呢?
[00:06:41.000 --> 00:06:43.000]  一般上聖經裡面用神的時候,
[00:06:43.000 --> 00:06:48.000]  這個Elohim這個字是講神的偉大還有奇妙的作為。
[00:06:48.000 --> 00:06:53.000]  但是提到這個余後華,英文聖經直接翻譯的話,
[00:06:53.000 --> 00:06:56.000]  這個Yahweh這個字的話是非常的特別。
[00:06:56.000 --> 00:07:01.000]  對猶太人來說是個非常個人與神關係的一個名字。
[00:07:01.000 --> 00:07:02.000]  怎麼知道呢?
[00:07:02.000 --> 00:07:06.000]  在出埃及去當神呼召摩西要到埃及去,
[00:07:06.000 --> 00:07:09.000]  帶領一切的百姓出埃及的時候,
[00:07:09.000 --> 00:07:11.000]  他就到神面前問神說,
[00:07:11.000 --> 00:07:15.000]  神啊,如果這些百姓問我說,到底祂叫什麼名字呢?
[00:07:15.000 --> 00:07:17.000]  余後華神怎麼說呢?
[00:07:17.000 --> 00:07:20.000]  祂說,我是,我就是。
[00:07:20.000 --> 00:07:22.000]  這個是非常難翻譯的一句話。
[00:07:22.000 --> 00:07:24.000]  我們中文翻譯成我是我就是,
[00:07:24.000 --> 00:07:26.000]  英文說I am who I am。
[00:07:26.000 --> 00:07:32.000]  這個字在希伯來文裡面就是Yahweh,Y-A-H-W-E-H。
[00:07:32.000 --> 00:07:35.000]  在出埃及第三章第十四節。
[00:07:35.000 --> 00:07:40.000]  但是這裡猶太人以色列百姓覺得這個名字太神聖了,
[00:07:40.000 --> 00:07:42.000]  那是神自己自稱的一個名字,
[00:07:42.000 --> 00:07:46.000]  我是我就是I am who I am。
[00:07:46.000 --> 00:07:52.000]  猶太人為了不冒犯或者干犯這位偉大奇妙,
[00:07:52.000 --> 00:07:54.000]  與他們有個別關係的神,
[00:07:54.000 --> 00:07:56.000]  他們就把當中的母音拿掉,
[00:07:56.000 --> 00:07:58.000]  這個A跟E拿掉。
[00:07:58.000 --> 00:08:04.000]  所以他們在寫希伯來文聖經的時候就只寫Y-H-W-H,
[00:08:04.000 --> 00:08:07.000]  就把Y-A-H-W-E-H裡面的A跟E拿掉。
[00:08:07.000 --> 00:08:10.000]  換句話說,這是非常神聖的一個名字。
[00:08:10.000 --> 00:08:12.000]  這個名字提醒他們,
[00:08:12.000 --> 00:08:16.000]  這位Y-A-H-W-E-H,這位神Y-A-H-W-E-H,
[00:08:16.000 --> 00:08:21.000]  乃是拯救他們脫離埃及維努之地的神,
[00:08:21.000 --> 00:08:24.000]  帶領他們進入到應許之地的神,
[00:08:24.000 --> 00:08:26.000]  是跟他們有個Personal Relationship,
[00:08:26.000 --> 00:08:28.000]  一個非常親密關係的神。
[00:08:28.000 --> 00:08:32.000]  因此當這裡說全地將Y-A-H-W-E-H歡呼的時候,
[00:08:32.000 --> 00:08:35.000]  他們馬上知道這座是他們,
[00:08:35.000 --> 00:08:40.000]  因為他們的祖先曾經經歷了神的拯救在他們身上。
[00:08:40.000 --> 00:08:42.000]  耶穌基督告訴我們,
[00:08:42.000 --> 00:08:45.000]  全地當向Y-A-H-W-E-H歡呼。
[00:08:45.000 --> 00:08:48.000]  中文聖經翻譯的時候就把這個歡呼翻在最後,
[00:08:48.000 --> 00:08:50.000]  在原文希伯來文裡面就說,
[00:08:50.000 --> 00:08:53.000]  Shout,歡呼,Y-A-H-W-E-H,全地的人,
[00:08:53.000 --> 00:08:56.000]  Shout to the Lord, all the earth.
[00:08:56.000 --> 00:08:58.000]  這告訴我們說,也是一個命令,
[00:08:58.000 --> 00:09:00.000]  我們來到神面前要怎麼樣?
[00:09:00.000 --> 00:09:03.000]  歡喜快樂地唱Hallelujah,Amen!
[00:09:03.000 --> 00:09:05.000]  來到神面前要非常高興,
[00:09:05.000 --> 00:09:07.000]  歡喜快樂地來歡呼他,
[00:09:07.000 --> 00:09:14.000]  因為他是拯救我們脫離罪惡、死亡、黑暗、權勢的人。
[00:09:14.000 --> 00:09:16.000]  所以我們來到神面前,我們要歡呼喜樂。
[00:09:16.000 --> 00:09:20.000]  所以第一,我們要繼續成為神所喜悅的人,
[00:09:20.000 --> 00:09:23.000]  我們怎麼樣?因為神喜悅,常常喜樂的人。
[00:09:23.000 --> 00:09:28.000]  阿們告訴旁邊說,神喜悅,常常喜樂的人,
[00:09:28.000 --> 00:09:30.000]  不是憂愁的人。
[00:09:30.000 --> 00:09:37.000]  所以我特別適用,優華、喜悅、常常喜樂的人,不是憂愁的人。
[00:09:37.000 --> 00:09:40.000]  你想想看,當你來到神的面前,
[00:09:40.000 --> 00:09:42.000]  每逐輪來到聖殿裡面來敬拜神的時候,
[00:09:42.000 --> 00:09:47.000]  你要想起過去你是何等的一個不堪的人,
[00:09:47.000 --> 00:09:49.000]  渺小的人,但是在萬人當中,
[00:09:49.000 --> 00:09:52.000]  神竟檢選你,讓你有機會認識他,
[00:09:52.000 --> 00:09:57.000]  領受這個救恩,救你脫離黑暗魔鬼的國度,
[00:09:57.000 --> 00:10:01.000]  把你帶入到神愛子耶穌基督光明的國度。
[00:10:01.000 --> 00:10:05.000]  因此來到神的面前,你要充滿喜樂,
[00:10:05.000 --> 00:10:11.000]  來感謝他,歡喜,來讚美他,來敬拜他。
[00:10:11.000 --> 00:10:13.000]  如果我們不如此做的話,
[00:10:13.000 --> 00:10:15.000]  我們想起我們自己目前的困境,
[00:10:15.000 --> 00:10:17.000]  想起我們面前面對的困難,
[00:10:17.000 --> 00:10:21.000]  我們就落入憂愁、苦、樂裡面,
[00:10:21.000 --> 00:10:23.000]  我們就沒有辦法喜樂起來。
[00:10:23.000 --> 00:10:28.000]  因此,世人邀請我們一起來到神的面前歡呼喜樂,
[00:10:28.000 --> 00:10:30.000]  要常常喜樂,阿們。
[00:10:30.000 --> 00:10:33.000]  那你說我們要怎麼能夠常常喜樂呢?
[00:10:33.000 --> 00:10:36.000]  因為神非常喜悅喜樂的人,
[00:10:36.000 --> 00:10:38.000]  那我們說怎麼能夠喜樂呢?
[00:10:38.000 --> 00:10:41.000]  必須要以以後華神為我們的喜樂,
[00:10:41.000 --> 00:10:45.000]  要以以後華為你的喜樂。
[00:10:45.000 --> 00:10:47.000]  所以說,全地當下以後華,
[00:10:47.000 --> 00:10:49.000]  歡呼要以以後華為你的喜樂。
[00:10:49.000 --> 00:10:52.000]  當我們把我們的眼目放在我們所面對的困難,
[00:10:52.000 --> 00:10:54.000]  我們所面對的處境、困境的時候,
[00:10:54.000 --> 00:10:57.000]  我們真的沒有辦法喜樂起來。
[00:10:57.000 --> 00:11:00.000]  使徒保羅非常清楚明白這一點。
[00:11:00.000 --> 00:11:02.000]  當時當他寫給第一世級的信徒,
[00:11:02.000 --> 00:11:04.000]  特別是菲律賓的信徒,
[00:11:04.000 --> 00:11:07.000]  他們面對許多的逼迫,許多的患難。
[00:11:07.000 --> 00:11:09.000]  在這種逼迫、患難當中,
[00:11:09.000 --> 00:11:12.000]  要他們喜樂是不可能的事情。
[00:11:12.000 --> 00:11:16.000]  但是保羅知道,喜樂的秘訣不在於我們的環境,
[00:11:16.000 --> 00:11:19.000]  不在於我們周邊影響我們的人,
[00:11:19.000 --> 00:11:22.000]  那是在於誰?在於主耶穌。
[00:11:22.000 --> 00:11:25.000]  所以在菲律賓第四章,非常熟悉的經文第四節,
[00:11:25.000 --> 00:11:26.000]  保羅說什麼呢?
[00:11:26.000 --> 00:11:27.000]  你們要怎麼樣?
[00:11:27.000 --> 00:11:30.000]  靠主常常喜樂。
[00:11:30.000 --> 00:11:33.000]  我再說,你們要喜樂。
[00:11:33.000 --> 00:11:35.000]  保羅說,靠我們自己很難喜樂嘛!
[00:11:35.000 --> 00:11:37.000]  你看看環境,
[00:11:37.000 --> 00:11:42.000]  到處都是逼迫要殺害信徒的這些敵對福音的人,
[00:11:42.000 --> 00:11:44.000]  而且他們在生活當中也遇到很多的困難。
[00:11:44.000 --> 00:11:47.000]  保羅說,你不要看環境,不要看人,
[00:11:47.000 --> 00:11:50.000]  當你把你的眼目放在主身上的時候,
[00:11:50.000 --> 00:11:52.000]  你靠主是可以喜樂的。
[00:11:52.000 --> 00:11:55.000]  因為相信主必定與你同在,
[00:11:55.000 --> 00:11:57.000]  哪怕你在困苦,
[00:11:57.000 --> 00:11:59.000]  哪怕你在患難當中的時候,
[00:11:59.000 --> 00:12:00.000]  主也永遠與你同在。
[00:12:00.000 --> 00:12:04.000]  所以保羅說,你要靠主常常喜樂。
[00:12:04.000 --> 00:12:05.000]  阿們。
[00:12:05.000 --> 00:12:07.000]  不然是如此,
[00:12:07.000 --> 00:12:09.000]  當我們如此做的時候,第二節說什麼呢?
[00:12:09.000 --> 00:12:13.000]  應當歡歡喜喜地侍奉以後華。
[00:12:13.000 --> 00:12:16.000]  當你來到神面前歡呼讚美神的時候,
[00:12:16.000 --> 00:12:18.000]  當你想到神在你身上的恩典救恩的時候,
[00:12:18.000 --> 00:12:20.000]  保羅說,你很自然的一個回應,
[00:12:20.000 --> 00:12:22.000]  就是做什麼?
[00:12:22.000 --> 00:12:26.000]  就是來到神面前歡喜地侍奉祂。
[00:12:26.000 --> 00:12:29.000]  所以我們要來歡歡喜喜地侍奉以後華。
[00:12:29.000 --> 00:12:30.000]  阿們。
[00:12:30.000 --> 00:12:34.000]  要歡歡喜喜地侍奉以後華。
[00:12:34.000 --> 00:12:36.000]  換作每次來到神面前服侍神的時候,
[00:12:36.000 --> 00:12:37.000]  做招待的時候,
[00:12:37.000 --> 00:12:39.000]  記得,你笑不出來的話,
[00:12:39.000 --> 00:12:42.000]  稍微臉拉一拉,笑一笑。
[00:12:42.000 --> 00:12:44.000]  來到神面前敬拜神的時候,
[00:12:44.000 --> 00:12:46.000]  要不然你在背後服侍,在前台服侍,
[00:12:46.000 --> 00:12:49.000]  帶著笑臉來服侍我們的神,
[00:12:49.000 --> 00:12:52.000]  要歡歡喜喜地服侍我們的神,
[00:12:52.000 --> 00:12:55.000]  因為這是拯救你的神,
[00:12:55.000 --> 00:12:57.000]  拯救你的耶穌,愛你的耶穌。
[00:12:57.000 --> 00:12:59.000]  只如保羅,
[00:12:59.000 --> 00:13:02.000]  當他在羅馬監獄的時候,
[00:13:02.000 --> 00:13:04.000]  手腳被捆綁,
[00:13:04.000 --> 00:13:07.000]  在那個又暗又潮濕的羅馬監獄的時候,
[00:13:07.000 --> 00:13:09.000]  他心中仍然充滿喜樂。
[00:13:09.000 --> 00:13:12.000]  他的喜樂是從哪裡來的?
[00:13:12.000 --> 00:13:14.000]  是靠主常常喜樂的。
[00:13:14.000 --> 00:13:16.000]  你看他怎麼喜樂起來呢?
[00:13:16.000 --> 00:13:19.000]  他告訴我們在菲律賓書第一章第三到第五節,
[00:13:19.000 --> 00:13:21.000]  他說我每逢想念你們的時候,
[00:13:21.000 --> 00:13:23.000]  就感謝我的神。
[00:13:23.000 --> 00:13:26.000]  請記得,菲律賓書是在羅馬監獄學的,
[00:13:26.000 --> 00:13:28.000]  完全沒有自由,
[00:13:28.000 --> 00:13:29.000]  沒有舒適的環境,
[00:13:29.000 --> 00:13:31.000]  不是五星級的酒店。
[00:13:31.000 --> 00:13:32.000]  他在那裡說,
[00:13:32.000 --> 00:13:34.000]  我每逢想念你們,菲律賓的信徒,
[00:13:34.000 --> 00:13:36.000]  我就感謝我的神。
[00:13:36.000 --> 00:13:38.000]  每逢我為你們眾人祈求的時候,
[00:13:38.000 --> 00:13:42.000]  嘗試歡歡喜喜地祈求,
[00:13:42.000 --> 00:13:44.000]  在監獄裡面想到這些菲律賓的信徒,
[00:13:44.000 --> 00:13:46.000]  歡歡喜喜地為你們禱告祈求。
[00:13:46.000 --> 00:13:47.000]  為什麼呢?
[00:13:47.000 --> 00:13:50.000]  因為從頭一天直到如今,
[00:13:50.000 --> 00:13:55.000]  你們是同心合一的心萬福音。
[00:13:55.000 --> 00:13:59.000]  保羅沒有把他的眼目放在他周圍的環境,
[00:13:59.000 --> 00:14:00.000]  看看周圍的環境,
[00:14:00.000 --> 00:14:02.000]  你根本無法喜樂起來。
[00:14:02.000 --> 00:14:04.000]  想想那些逼迫他的人,
[00:14:04.000 --> 00:14:06.000]  把他關在監獄裡面的人,
[00:14:06.000 --> 00:14:08.000]  也無法能夠喜樂起來。
[00:14:08.000 --> 00:14:09.000]  他還是把他的重點,
[00:14:09.000 --> 00:14:10.000]  把他的焦點,
[00:14:10.000 --> 00:14:14.000]  放在菲律賓教會的信徒。
[00:14:14.000 --> 00:14:16.000]  我每逢想念你們的時候,
[00:14:16.000 --> 00:14:18.000]  就要感謝我的神。
[00:14:18.000 --> 00:14:20.000]  我還有一幫好同工,
[00:14:20.000 --> 00:14:21.000]  好弟兄姊妹,
[00:14:21.000 --> 00:14:22.000]  為我禱告。
[00:14:22.000 --> 00:14:23.000]  每次為你們禱告的時候,
[00:14:23.000 --> 00:14:26.000]  我總是歡歡喜喜地祈求。
[00:14:26.000 --> 00:14:28.000]  每次我讀到這幾個聖經的時候,
[00:14:28.000 --> 00:14:29.000]  就想起我們教會一樣。
[00:14:29.000 --> 00:14:32.000]  我每逢想到我們當中的小組長,
[00:14:32.000 --> 00:14:33.000]  曲目們,
[00:14:33.000 --> 00:14:35.000]  就要感謝我們的神。
[00:14:35.000 --> 00:14:36.000]  在教會裡面,
[00:14:36.000 --> 00:14:39.000]  逐日施工的每一個團隊的義工,
[00:14:39.000 --> 00:14:41.000]  我就要為你們來感謝神。
[00:14:41.000 --> 00:14:42.000]  每次為你們祈求的時候,
[00:14:42.000 --> 00:14:45.000]  心中總是歡歡喜喜地為你們祈求禱告。
[00:14:45.000 --> 00:14:47.000]  為什麼從頭一天開始,
[00:14:47.000 --> 00:14:48.000]  直到如今,
[00:14:48.000 --> 00:14:51.000]  你們都是同性和性幻族的福音?
[00:14:51.000 --> 00:14:55.000]  這是我們可以來到神面前歡聲喜喜,
[00:14:55.000 --> 00:14:58.000]  侍奉神的最大的原因。
[00:14:58.000 --> 00:15:00.000]  因為我們有這麼多的好同工,
[00:15:00.000 --> 00:15:02.000]  這麼多的好夥伴,
[00:15:02.000 --> 00:15:04.000]  我們一起來服侍我們的神。
[00:15:04.000 --> 00:15:07.000]  而且我們是服侍那位愛我們的耶穌基督。
[00:15:07.000 --> 00:15:08.000]  Amen!
[00:15:08.000 --> 00:15:09.000]  所以再次為我們的小組長,
[00:15:09.000 --> 00:15:10.000]  為我們的曲目,
[00:15:10.000 --> 00:15:11.000]  所有的義工鼓掌,
[00:15:11.000 --> 00:15:14.000]  謝謝他們!
[00:15:14.000 --> 00:15:15.000]  他們還沒說,
[00:15:15.000 --> 00:15:18.000]  有你真好!
[00:15:18.000 --> 00:15:19.000]  真是如此,
[00:15:19.000 --> 00:15:20.000]  我們在一起服侍神,
[00:15:20.000 --> 00:15:22.000]  這裡有這麼多的同工,
[00:15:22.000 --> 00:15:23.000]  同性和性幻族的福音,
[00:15:23.000 --> 00:15:24.000]  在保羅的時候,
[00:15:24.000 --> 00:15:26.000]  我是歡歡喜喜的。
[00:15:26.000 --> 00:15:27.000]  Amen!
[00:15:27.000 --> 00:15:28.000]  第二,
[00:15:28.000 --> 00:15:29.000]  神所喜,耶和華所喜,
[00:15:29.000 --> 00:15:31.000]  我們是全心信靠祂的人。
[00:15:31.000 --> 00:15:32.000]  一起來讀一遍來。
[00:15:32.000 --> 00:15:35.000]  耶和華喜悅,全心信靠祂的人,
[00:15:35.000 --> 00:15:37.000]  而不是至大的人。
[00:15:37.000 --> 00:15:38.000]  為什麼呢?
[00:15:38.000 --> 00:15:39.000]  因為至大的人,
[00:15:39.000 --> 00:15:41.000]  他們不需要神,
[00:15:41.000 --> 00:15:42.000]  他覺得自己很行,
[00:15:42.000 --> 00:15:43.000]  很有經驗,
[00:15:43.000 --> 00:15:44.000]  很有資歷,
[00:15:44.000 --> 00:15:45.000]  很有學歷,
[00:15:45.000 --> 00:15:46.000]  他們不會來禱告,
[00:15:46.000 --> 00:15:47.000]  不會來仰望神。
[00:15:47.000 --> 00:15:49.000]  那全心信靠神的人,
[00:15:49.000 --> 00:15:51.000]  是那位謙卑的人,
[00:15:51.000 --> 00:15:53.000]  神要施恩給謙卑的人,
[00:15:53.000 --> 00:15:54.000]  阻擋驕傲的人,
[00:15:54.000 --> 00:15:56.000]  因為他會來到神面前,
[00:15:56.000 --> 00:15:57.000]  向神來祈求,
[00:15:57.000 --> 00:15:58.000]  向神來禱告,
[00:15:58.000 --> 00:16:03.000]  他是個完全信靠耶和華神的人。
[00:16:03.000 --> 00:16:04.000]  所以第三節能不能告訴我們呢?
[00:16:04.000 --> 00:16:05.000]  非常寶貴的第三節,
[00:16:05.000 --> 00:16:07.000]  我們再看一次第三節。
[00:16:07.000 --> 00:16:09.000]  祂說,要知道耶和華是神,
[00:16:09.000 --> 00:16:10.000]  祂創造了我們,
[00:16:10.000 --> 00:16:12.000]  我們是屬祂的,
[00:16:12.000 --> 00:16:13.000]  我們是祂的子民,
[00:16:13.000 --> 00:16:15.000]  也是祂草長生的羊。
[00:16:15.000 --> 00:16:17.000]  所以要知道,
[00:16:17.000 --> 00:16:18.000]  耶和華是神,
[00:16:18.000 --> 00:16:21.000]  這位與我們個人有關係的這位神,
[00:16:21.000 --> 00:16:22.000]  是偉大奇妙的神。
[00:16:22.000 --> 00:16:24.000]  但是很重要的一個動詞,
[00:16:24.000 --> 00:16:28.000]  這裡說要知道,知道這個字,
[00:16:28.000 --> 00:16:29.000]  中文聖經翻譯出來的話,
[00:16:29.000 --> 00:16:31.000]  我們只能夠說知道而已,
[00:16:31.000 --> 00:16:34.000]  到底這個知道裡面的本意是什麼?
[00:16:34.000 --> 00:16:36.000]  希伯來文裡面的知道,
[00:16:36.000 --> 00:16:37.000]  這裡面是用這個Yada,
[00:16:37.000 --> 00:16:39.000]  Y-A-D-A,
[00:16:39.000 --> 00:16:41.000]  這個知道是跟一般上,
[00:16:41.000 --> 00:16:43.000]  頭腦上的知識是不一樣的,
[00:16:43.000 --> 00:16:46.000]  這個知道是你有親身經歷了以後,
[00:16:46.000 --> 00:16:47.000]  你明白了,
[00:16:47.000 --> 00:16:48.000]  你知道了,
[00:16:48.000 --> 00:16:50.000]  你跟這個人有一個很好,
[00:16:50.000 --> 00:16:51.000]  親密的關係,
[00:16:51.000 --> 00:16:52.000]  親密的經歷以後,
[00:16:52.000 --> 00:16:54.000]  才有這樣的一個知識,
[00:16:54.000 --> 00:16:55.000]  這個叫做知道。
[00:16:55.000 --> 00:16:56.000]  因此這個知道,
[00:16:56.000 --> 00:16:57.000]  這個Yada,
[00:16:57.000 --> 00:16:59.000]  也用來夫妻之間親密的關係,
[00:16:59.000 --> 00:17:00.000]  來形容的。
[00:17:00.000 --> 00:17:01.000]  換句話說,
[00:17:01.000 --> 00:17:02.000]  你要知道耶和華是神,
[00:17:02.000 --> 00:17:03.000]  從你生命中,
[00:17:03.000 --> 00:17:05.000]  你每天經歷神,
[00:17:05.000 --> 00:17:06.000]  每天祈禱祈求,
[00:17:06.000 --> 00:17:08.000]  跟祂有這樣的生命的連結,
[00:17:08.000 --> 00:17:10.000]  生命的關係,
[00:17:10.000 --> 00:17:12.000]  所以你自己親身體驗了這位神,
[00:17:12.000 --> 00:17:14.000]  祂真的是神。
[00:17:14.000 --> 00:17:16.000]  所以換句話說,
[00:17:16.000 --> 00:17:18.000]  我們要全身信靠神的話,
