
[00:00:00.000 --> 00:00:04.600]  最近一年裡面就開始陸陸續續的有人就會住到我們家裡頭來
[00:02:25.140 --> 00:02:27.200]  他們要檢討他們自己
[00:02:27.200 --> 00:02:33.600]  甚至在猶太人的家園裡面他們每天都有叫聲在那邊吹就提醒
[00:02:33.600 --> 00:02:37.700]  神的子民啊來檢討審查自己的罪
[00:02:37.700 --> 00:02:39.740]  我哪裡得罪神
[00:02:39.740 --> 00:02:41.540]  我哪裡得罪人
[00:02:41.540 --> 00:02:43.060]  所以呢
[00:02:43.060 --> 00:02:44.340]  認罪
[00:02:44.340 --> 00:02:45.880]  悔罪
[00:02:45.880 --> 00:02:48.700]  棄罪離罪厭惡罪
[00:02:48.700 --> 00:02:52.020]  這些聽起來都很沮喪對不對
[00:02:53.300 --> 00:02:53.820]  但是
[00:02:53.820 --> 00:02:56.120]  神的律宗
[00:02:56.120 --> 00:02:59.700]  這些都是一個蒙福的管道
[00:02:59.700 --> 00:03:02.020]  也都是一個祝福的開端
[00:03:02.020 --> 00:03:04.320]  所以呢
[00:03:04.320 --> 00:03:06.880]  我們要常常求神
[00:03:06.880 --> 00:03:08.160]  把我們的罪
[00:03:08.160 --> 00:03:10.980]  放在在主耶穌面前被潔淨之後
[00:03:10.980 --> 00:03:13.020]  那我們的名字呢
[00:03:13.020 --> 00:03:16.100]  才能夠都在神的生命冊上面
[00:03:16.100 --> 00:03:17.880]  親愛的弟兄姊妹
[00:03:17.880 --> 00:03:19.160]  我們要來了解
[00:03:19.160 --> 00:03:22.760]  神為我們所立定的這些所有這些節旗
[00:03:23.260 --> 00:03:25.300]  都有祂的目的跟祂的美意在
[00:03:25.300 --> 00:03:27.360]  一步一步的
[00:03:27.360 --> 00:03:30.420]  都有祂的心意在裡面
[00:03:30.420 --> 00:03:31.700]  所以上個禮拜呢
[00:03:31.700 --> 00:03:36.320]  當我們用敬虔的心跟著牧師像就約的猶太人
[00:03:36.320 --> 00:03:38.880]  一個步驟一個步驟在做的時候
[00:03:38.880 --> 00:03:40.160]  我們吃
[00:03:40.160 --> 00:03:44.500]  神與人聯合的那個什麼辮子的麵包
[00:03:44.500 --> 00:03:47.840]  然後我們吃那個麵包上面放滿了那個種子的
[00:03:48.100 --> 00:03:53.480]  代表生命的大麵包的時候我們吃蘋果沾蜂蜜我們喝葡萄汁
[00:03:53.480 --> 00:03:56.800]  然後桌上還有那個魚頭
[00:03:56.800 --> 00:03:58.080]  代表
[00:03:58.080 --> 00:04:01.920]  做手不做尾的意思
[00:04:01.920 --> 00:04:02.700]  所以
[00:04:02.700 --> 00:04:06.540]  神的喜樂跟那個恩典
[00:04:06.540 --> 00:04:09.860]  豐豐富富的充滿在神兒女的身上
[00:04:09.860 --> 00:04:11.400]  所以
[00:04:11.400 --> 00:04:14.720]  我自己覺得非常的甘甜
[00:04:14.980 --> 00:04:21.120]  所以今天呢我其實想要花時間跟弟兄姊妹來探討
[00:04:21.120 --> 00:04:23.420]  就是贖罪日
[00:04:23.420 --> 00:04:24.700]  是神
[00:04:24.700 --> 00:04:25.480]  兒女
[00:04:25.480 --> 00:04:27.020]  神對他
[00:04:27.020 --> 00:04:29.580]  神在他兒女身上一份
[00:04:29.580 --> 00:04:31.100]  更深的心意
[00:04:31.100 --> 00:04:35.200]  23號就是所以我們還有時間
[00:04:35.200 --> 00:04:41.100]  你可以利用禮拜一禮拜二到禮拜三的時間這段時間裡面是
[00:04:41.340 --> 00:04:47.480]  之前的日子我們可以來花時間來審查因為如果我們能夠常常的在神面前
[00:04:47.480 --> 00:04:53.880]  審查那我們就能夠在這個雙喜年之間呢我們竭盡我們自己的我們才能夠沒有
[00:04:53.880 --> 00:04:54.900]  沒有攔阻的
[00:04:54.900 --> 00:04:57.980]  來領受神雙倍的祝福
[00:04:57.980 --> 00:05:02.580]  來迎接神所在我們面前美好嶄新的一年
[00:05:02.580 --> 00:05:04.620]  Hallelujah讓我們低頭禱告
[00:05:05.900 --> 00:05:12.060]  親愛天父主耶穌聖尼法還是我們用感恩的心來到你面前主啊真的是
[00:05:12.060 --> 00:05:13.840]  謝謝你你是何等的愛我們
[00:05:13.840 --> 00:05:20.240]  主啊你真的是在造我們的時候你就連這個節旗你都幫我們預備好你乃是要我們能夠
[00:05:20.240 --> 00:05:23.060]  常常的在你面前來審查自己
[00:05:23.060 --> 00:05:29.720]  主啊你沒有要來責備我們或是要來計算我們的惡你乃是要來提醒我們你是那聖潔的神
[00:05:29.720 --> 00:05:34.580]  聖潔的神若是不能夠悔改我們就不能夠到你的寶座前
[00:05:34.840 --> 00:05:40.980]  主耶穌我們就是今天求你在我們中間赤下悔改的靈讓我們真是能夠想到我們
[00:05:40.980 --> 00:05:44.060]  自己有哪裡是得罪神得罪人的地方
[00:05:44.060 --> 00:05:48.400]  讓我們能夠真的是守節心清的來活在主你的面前
[00:05:48.400 --> 00:05:49.940]  主耶穌我們也特別的
[00:05:49.940 --> 00:05:52.500]  要來為美國這個國家來禱告
[00:05:52.500 --> 00:05:55.320]  主我們也求你在美國赤下悔改的靈
[00:05:55.320 --> 00:06:00.180]  讓美國這個國家能夠真的是重新的回到主你的面前來
[00:06:00.180 --> 00:06:04.780]  這本是以基督立國的國家但是他們現在卻是遠離了神
[00:06:05.040 --> 00:06:10.160]  主啊我們需要主你自己的恩典大能將美國人帶回到主你的面前來
[00:06:10.160 --> 00:06:15.800]  主啊我們就這樣子的禱告祈求我們也為我們的弟兄姐妹我們都來祝福
[00:06:15.800 --> 00:06:17.600]  願主你與我們同在
[00:06:17.600 --> 00:06:18.860]  奉耶穌的名
[00:06:18.860 --> 00:06:19.640]  Amen
[00:06:19.640 --> 00:06:21.940]  我不曉得你們還記不記得
[00:06:21.940 --> 00:06:24.500]  我們前陣子在讀神人之約
[00:06:24.500 --> 00:06:30.900]  我們讀神人之約的時候我們有讀到摩西之約對不對那有一段在摩西之約裡面
[00:06:31.160 --> 00:06:35.000]  出埃及記十九章裡面他說摩西
[00:06:35.000 --> 00:06:39.100]  帶領著以色列人出埃及然後到了西乃的曠野
[00:06:39.100 --> 00:06:41.400]  然後耶和華就對摩西說
[00:06:41.400 --> 00:06:47.800]  看哪我如應將你背在翅膀上帶來歸我乃是要你聽從我的話
[00:06:47.800 --> 00:06:51.380]  遵守我的約在萬民中做屬我的子民
[00:06:51.380 --> 00:06:54.720]  做祭司的國度做聖傑的國民
[00:06:54.720 --> 00:06:57.780]  我每次讀到這段話的時候
[00:06:57.780 --> 00:07:00.340]  我就很喜歡把眼睛閉起來
[00:07:00.600 --> 00:07:01.620]  然後我就
[00:07:01.620 --> 00:07:03.420]  雅想我坐在
[00:07:03.420 --> 00:07:04.960]  神的翅膀上面
[00:07:04.960 --> 00:07:07.000]  就跟著他在天上飛
[00:07:07.000 --> 00:07:10.580]  然後我就開始思想我自己的身份
[00:07:10.580 --> 00:07:12.880]  我自己的身份我是神的女兒
[00:07:12.880 --> 00:07:16.720]  我可以服侍他我可以照著我阿爸天父的吩咐
[00:07:16.720 --> 00:07:18.260]  來做光明之子
[00:07:18.260 --> 00:07:20.320]  來享受飛翔的自由
[00:07:20.320 --> 00:07:24.160]  我覺得有時候弟兄姊妹我們要有一點imagination
[00:07:24.160 --> 00:07:26.720]  我們讀聖經的時候我們做什麼事情的時候
[00:07:26.720 --> 00:07:28.240]  我們要be humor about it
[00:07:28.500 --> 00:07:33.360]  所以我常常覺得說在讀這段話的時候我就覺得好棒喔自己也坐在神的
[00:07:33.360 --> 00:07:34.140]  像一個老
[00:07:34.140 --> 00:07:39.260]  坐在神的翅膀上面他是那隻老鷹帶著我在天上飛
[00:07:39.260 --> 00:07:40.020]  但是
[00:07:40.020 --> 00:07:44.620]  這句話呢其實是在告訴我們說以色列人出埃及
[00:07:44.620 --> 00:07:48.460]  他們進入了流南與密之地的應許之地
[00:07:48.460 --> 00:07:50.260]  以色列人出埃及
[00:07:50.260 --> 00:07:53.080]  他們進入流南與密之地的時候呢
[00:07:53.080 --> 00:07:55.900]  其實是預表我們新約的基督徒
[00:07:55.900 --> 00:07:57.420]  也要離開罪的世界
[00:07:58.960 --> 00:08:02.800]  那我們得救贖我們得救恩我們就可以
[00:08:02.800 --> 00:08:04.340]  邁入光明
[00:08:04.340 --> 00:08:10.480]  神在頒布十戒律法的時候是在幫助以色列人能夠了解
[00:08:10.480 --> 00:08:11.500]  他們能夠
[00:08:11.500 --> 00:08:12.780]  聽從
[00:08:12.780 --> 00:08:14.320]  遵守神的話
[00:08:14.320 --> 00:08:18.680]  當我們願意遵守神的話遵守神的律律典章的時候
[00:08:18.680 --> 00:08:22.780]  我們就能夠在應許之地享受神的豐盛
[00:08:22.780 --> 00:08:24.300]  所以
[00:08:24.300 --> 00:08:25.580]  基督徒
[00:08:25.580 --> 00:08:28.140]  耶穌基督在十字架上面
[00:08:28.400 --> 00:08:29.160]  祂為我們
[00:08:29.160 --> 00:08:31.200]  開了
[00:08:31.200 --> 00:08:32.240]  在舊約
[00:08:32.240 --> 00:08:34.020]  耶穌
[00:08:34.020 --> 00:08:37.860]  摩西頒布律法要以色列人遵守律法
[00:08:37.860 --> 00:08:43.500]  但是到了新約的時候耶穌基督為我們定死在十字架上
[00:08:43.500 --> 00:08:45.540]  然後因著這個恩典
[00:08:45.540 --> 00:08:48.360]  我們就有一條又新又活的路
[00:08:48.360 --> 00:08:49.380]  就像剛才
[00:08:49.380 --> 00:08:52.200]  德雷幫我們念的經文裡面
[00:08:52.200 --> 00:08:52.980]  他說
[00:08:52.980 --> 00:08:56.300]  我們就能夠有一條又新又活的路
[00:08:56.300 --> 00:08:57.060]  Hallelujah
[00:08:57.580 --> 00:09:00.660]  在我成為基督徒的前半生涯裡面
[00:09:00.660 --> 00:09:03.720]  我們一般所慶祝的節期
[00:09:03.720 --> 00:09:04.500]  就是什麼
[00:09:04.500 --> 00:09:06.280]  聖誕節跟復活節
[00:09:06.280 --> 00:09:07.560]  這兩個節日
[00:09:07.560 --> 00:09:09.620]  那一年裡面就只有這兩個節日
[00:09:09.620 --> 00:09:11.660]  那有一些呢你看有一些
[00:09:11.660 --> 00:09:13.200]  平常不太上
[00:09:13.200 --> 00:09:14.740]  教堂的美國人
[00:09:14.740 --> 00:09:16.260]  他們大概一年
[00:09:16.260 --> 00:09:17.540]  就是這兩個節日
[00:09:17.540 --> 00:09:21.140]  就平安夜啊復活主日啊上上教堂
[00:09:21.140 --> 00:09:22.160]  其實
[00:09:22.160 --> 00:09:24.720]  聖經裡面記載的節日是
[00:09:24.720 --> 00:09:27.020]  上帝在創世的時候
[00:09:27.280 --> 00:09:29.060]  他去幫我們定下來的
[00:09:29.060 --> 00:09:33.680]  他知道我們的需要他為我們定下的節日
[00:09:33.680 --> 00:09:34.700]  所以
[00:09:34.700 --> 00:09:38.280]  神要他的兒女照著天父所定的節期
[00:09:38.280 --> 00:09:39.560]  來參與
[00:09:39.560 --> 00:09:40.580]  來慶祝
[00:09:40.580 --> 00:09:41.860]  雖然
[00:09:41.860 --> 00:09:44.940]  雖然我們是新約的基督徒
[00:09:44.940 --> 00:09:47.760]  但是我們也應該要打開我們的心
[00:09:47.760 --> 00:09:50.320]  我們要常常照著主的心意
[00:09:50.320 --> 00:09:52.620]  來為以色列的各樣的節日
[00:09:52.620 --> 00:09:55.700]  來慶祝因為這是討神喜悅的
[00:09:55.940 --> 00:09:57.480]  而且我們要常常
[00:09:57.480 --> 00:10:00.300]  在禱告中為猶太人祝福
[00:10:00.300 --> 00:10:01.840]  為以色列
[00:10:01.840 --> 00:10:04.900]  禱告而且為耶路撒冷求平安
[00:10:04.900 --> 00:10:08.240]  所以參與慶祝上帝的每一個節日
[00:10:08.240 --> 00:10:10.020]  是討神喜悅的
[00:10:10.020 --> 00:10:14.640]  神的心意不是說只要我們來遵行他的律法
[00:10:14.640 --> 00:10:16.680]  做對的事情
[00:10:16.680 --> 00:10:19.240]  乃是要我們能夠活出
[00:10:19.240 --> 00:10:20.520]  聖潔的生命來
[00:10:20.520 --> 00:10:23.340]  贖罪的目的
[00:10:23.600 --> 00:10:29.740]  是渴望我們能夠神與神之間建立一個很親密很美好的關係
[00:10:29.740 --> 00:10:35.380]  所以呢我今天想從三個方面來跟大家分享
[00:10:35.380 --> 00:10:37.680]  當我們願意把我們的罪
[00:10:37.680 --> 00:10:41.000]  放在神的面前願主耶穌保血
[00:10:41.000 --> 00:10:43.820]  來遮蓋來赦免我們的時候
[00:10:43.820 --> 00:10:44.840]  我們就能夠
[00:10:44.840 --> 00:10:48.180]  享受到平安喜樂的人生
[00:10:48.180 --> 00:10:49.460]  親愛的弟兄姊妹
[00:10:49.460 --> 00:10:51.240]  我們都是新約的基督徒
[00:10:51.240 --> 00:10:53.040]  在十字架上面
[00:10:53.300 --> 00:10:56.380]  耶穌基督接過了我們所有的罪孽
[00:10:56.380 --> 00:10:57.660]  他保血
[00:10:57.660 --> 00:10:59.180]  洗淨了我們的罪
[00:10:59.180 --> 00:11:03.540]  但是所以我們就可以坦然的到至聖所裡面
[00:11:03.540 --> 00:11:04.560]  也就是說
[00:11:04.560 --> 00:11:06.360]  當每一次
[00:11:06.360 --> 00:11:08.920]  我願意承認我的罪
[00:11:08.920 --> 00:11:11.480]  承認我是一個罪人的時候
[00:11:11.480 --> 00:11:12.760]  我就再一次
[00:11:12.760 --> 00:11:14.040]  被耶穌的保血
[00:11:14.040 --> 00:11:15.060]  來潔淨
[00:11:15.060 --> 00:11:16.860]  當我承認我自己的罪
[00:11:16.860 --> 00:11:18.900]  他不但會赦免我的罪
[00:11:18.900 --> 00:11:21.460]  他還會光照我的心
[00:11:21.720 --> 00:11:24.280]  聖靈還會調整
[00:11:24.280 --> 00:11:25.820]  我的心思意念
[00:11:25.820 --> 00:11:28.380]  我的行為我的動機
[00:11:28.380 --> 00:11:30.420]  甚至他會來改變
[00:11:30.420 --> 00:11:31.960]  我人生的方向
[00:11:31.960 --> 00:11:35.280]  有一次有個姐妹打電話給我
[00:11:35.280 --> 00:11:38.100]  她說她報名要去參加經歷神儀會
[00:11:38.100 --> 00:11:43.220]  但是她聽說在聚會中要在眾人的面前承認她自己的罪
[00:11:43.220 --> 00:11:44.000]  她說
[00:11:44.000 --> 00:11:45.020]  這個太尷尬
[00:11:45.020 --> 00:11:46.300]  也太丟臉了
[00:11:46.300 --> 00:11:47.060]  她說
[00:11:47.060 --> 00:11:48.600]  我不想去
[00:11:49.120 --> 00:11:52.960]  那我就安慰鼓勵她我用約翰一書
[00:11:52.960 --> 00:11:56.300]  第九約翰一書第九節裡面跟她講說
[00:11:56.300 --> 00:11:59.100]  我們若願意承認我們自己的罪
[00:11:59.100 --> 00:12:01.160]  神是信使的
[00:12:01.160 --> 00:12:02.180]  是公義的
[00:12:02.180 --> 00:12:03.980]  必要赦免我們的罪
[00:12:03.980 --> 00:12:05.500]  而且弟兄姐妹
[00:12:05.500 --> 00:12:08.840]  當我們願意公開的認自己的罪
[00:12:08.840 --> 00:12:15.740]  你的罪根才能夠斷掉不然你常常我們我們是不是常常都自己在
[00:12:16.000 --> 00:12:22.140]  私底下認罪認了半天那個罪還在我們的身上所以有時候我們是需要在大家的面前
[00:12:22.140 --> 00:12:24.700]  我們說主啊求你赦免我
[00:12:24.700 --> 00:12:25.980]  別人也聽到
[00:12:25.980 --> 00:12:27.000]  神也聽到
[00:12:27.000 --> 00:12:28.040]  撒旦也聽到
[00:12:28.040 --> 00:12:30.080]  所以我們的罪就能夠得到赦免
[00:12:30.080 --> 00:12:34.940]  上次劉思慕來的時候也說到他說在聖靈中認罪
[00:12:34.940 --> 00:12:36.740]  你不會覺得很羞恥
[00:12:36.740 --> 00:12:38.020]  你會覺得說
[00:12:38.020 --> 00:12:41.080]  只要聖靈同在的時候你認罪的時候
[00:12:41.080 --> 00:12:42.120]  你不會有壓力
[00:12:42.120 --> 00:12:44.920]  而且你能夠很輕輕鬆鬆的
[00:12:45.180 --> 00:12:46.460]  就很自然的
[00:12:46.460 --> 00:12:48.760]  來向神跟向人道歉
[00:12:48.760 --> 00:12:50.300]  我的老師
[00:12:50.300 --> 00:12:51.320]  傅利德說
[00:12:51.320 --> 00:12:56.700]  他說認罪悔改是上帝送給我們弟兄姐妹一個很好的禮物
[00:12:56.700 --> 00:12:59.520]  他說當我們願意認自己的罪的時候
[00:12:59.520 --> 00:13:01.560]  神就可以使用我們的軟弱
[00:13:01.560 --> 00:13:02.840]  再來建造我們
[00:13:02.840 --> 00:13:04.640]  只要我們每一次
[00:13:04.640 --> 00:13:05.920]  我們只要肯認
[00:13:05.920 --> 00:13:09.000]  我們屬靈的生命就能夠成長
[00:13:09.000 --> 00:13:10.520]  成長得很豐盛
[00:13:10.520 --> 00:13:13.600]  基本上是在我們願意
[00:13:13.860 --> 00:13:18.720]  我們願意因為這些都是願意當我們願意放下心中的驕傲的罪
[00:13:18.720 --> 00:13:19.500]  各樣的
[00:13:19.500 --> 00:13:23.340]  只要你願意放下你心中的驕傲
[00:13:23.340 --> 00:13:25.380]  各樣的掙扎
[00:13:25.380 --> 00:13:26.660]  就會無形的
[00:13:26.660 --> 00:13:29.220]  就脫落了整個人就會有
[00:13:29.220 --> 00:13:31.020]  被平安來充滿
[00:13:31.020 --> 00:13:32.540]  被平安來充滿
[00:13:32.540 --> 00:13:34.340]  羅馬書裡面講說
[00:13:34.340 --> 00:13:35.880]  他說患難生忍耐
[00:13:35.880 --> 00:13:37.420]  忍耐生老練
[00:13:37.420 --> 00:13:38.940]  老練生盼望
[00:13:38.940 --> 00:13:41.000]  盼望就不至於羞恥
[00:13:42.020 --> 00:13:44.580]  因為神所賜給我們的聖靈
[00:13:44.580 --> 00:13:47.400]  他將神的愛澆灌在我們心中
[00:13:47.400 --> 00:13:50.220]  這個愛就成為我們喜樂的源頭
[00:13:50.220 --> 00:13:52.000]  這個愛的代價
[00:13:52.000 --> 00:13:52.780]  就是
[00:13:52.780 --> 00:13:54.060]  我們能夠
[00:13:54.060 --> 00:13:58.920]  這個愛的代價就是能夠把神量給我們的各樣的苦難
[00:13:58.920 --> 00:14:02.500]  當作是神要來祝福我們的工具
[00:14:02.500 --> 00:14:04.560]  你若是能夠
[00:14:04.560 --> 00:14:05.580]  不抱怨
[00:14:05.580 --> 00:14:07.120]  忍耐
[00:14:07.120 --> 00:14:08.400]  就不會那麼困難
[00:14:10.440 --> 00:14:12.740]  以賽亞書裡面也是跟我們說
[00:14:12.740 --> 00:14:15.040]  神拿困難當餅
[00:14:15.040 --> 00:14:16.840]  拿患難當水
[00:14:16.840 --> 00:14:17.600]  來給我們
[00:14:17.600 --> 00:14:19.140]  所以我們如果
[00:14:19.140 --> 00:14:20.160]  吃慣了
[00:14:20.160 --> 00:14:22.720]  我們就習慣吃苦
[00:14:22.720 --> 00:14:24.260]  然後越來
[00:14:24.260 --> 00:14:26.060]  當你能夠吃苦
[00:14:26.060 --> 00:14:28.360]  你願意吃苦的時候
[00:14:28.360 --> 00:14:31.180]  你就越來越有耶穌基督的形象
[00:14:31.180 --> 00:14:34.500]  其實不是什麼大苦
[00:14:34.500 --> 00:14:36.300]  就是願意放下你自己而已
[00:14:36.300 --> 00:14:38.860]  所以
[00:14:40.640 --> 00:14:43.200]  我們若是有了基督的形象之後
[00:14:43.200 --> 00:14:44.740]  在基督耶穌裡
[00:14:44.740 --> 00:14:46.280]  我們就有那個
[00:14:46.280 --> 00:14:48.320]  光明和自由
[00:14:48.320 --> 00:14:51.660]  格林多厚書裡面也講到說
[00:14:51.660 --> 00:14:53.960]  若有人在基督裡
[00:14:53.960 --> 00:14:56.260]  他就是新造的人
[00:14:56.260 --> 00:14:58.320]  就是都過去了
[00:14:58.320 --> 00:15:00.360]  一切都變成新的
[00:15:00.360 --> 00:15:01.900]  那這一些
[00:15:01.900 --> 00:15:05.480]  都是要靠著耶穌基督保血的功效
[00:15:05.480 --> 00:15:10.080]  我們才能夠遠離黑暗的瑕疵
[00:15:10.340 --> 00:15:12.120]  能夠脫離罪惡的捆綁
[00:15:12.120 --> 00:15:13.920]  我相信
[00:15:13.920 --> 00:15:16.480]  我們在座的許多弟兄姐妹
[00:15:16.480 --> 00:15:17.760]  你們一定
[00:15:17.760 --> 00:15:19.540]  都有經歷到這種
[00:15:19.540 --> 00:15:21.080]  得釋放
[00:15:21.080 --> 00:15:22.360]  得醫治
[00:15:22.360 --> 00:15:24.420]  和得力量的寶貴經驗
[00:15:24.420 --> 00:15:27.220]  一個在族裡頭
[00:15:27.220 --> 00:15:31.060]  重新被建造起來的藝人
[00:15:31.060 --> 00:15:35.160]  就是我們最近在讀天國護照裡面的少年
[00:15:35.160 --> 00:15:36.700]  是可以征戰的
[00:15:36.700 --> 00:15:38.740]  而且可以征戰得勝的
[00:15:39.260 --> 00:15:40.540]  這一週我們開始
[00:15:40.540 --> 00:15:42.340]  在讀天國護照
[00:15:42.340 --> 00:15:44.900]  我看到我們很多小組
[00:15:44.900 --> 00:15:46.180]  很多人都說
[00:15:46.180 --> 00:15:47.460]  我願意
[00:15:47.460 --> 00:15:48.740]  做少年
[00:15:48.740 --> 00:15:51.040]  我願意來服侍神
[00:15:51.040 --> 00:15:53.340]  我願意把我自己擺上
[00:15:53.340 --> 00:15:54.880]  感謝讚美主
[00:15:54.880 --> 00:15:56.660]  所以
[00:15:56.660 --> 00:15:58.200]  弟兄姐妹
[00:15:58.200 --> 00:15:59.740]  認罪悔改
[00:15:59.740 --> 00:16:02.820]  是上帝賜給他兒女的一個禮物
[00:16:02.820 --> 00:16:06.660]  也是我們得到平安和喜樂的鑰匙
[00:16:06.660 --> 00:16:07.940]  Hallelujah
[00:16:08.960 --> 00:16:09.720]  所以呢
[00:16:09.720 --> 00:16:12.280]  當我們願意
[00:16:12.280 --> 00:16:13.300]  離開
[00:16:13.300 --> 00:16:15.860]  去棄罪離罪之後
[00:16:15.860 --> 00:16:19.700]  我們的生命才能夠跟耶穌基督連接在一起
[00:16:19.700 --> 00:16:23.540]  以賽亞書59章1到2節裡面說
[00:16:23.540 --> 00:16:26.880]  他說耶和華的膀臂並非縮短
[00:16:26.880 --> 00:16:28.160]  不能拯救
[00:16:28.160 --> 00:16:32.000]  耳朵並非發沉不能聽見
[00:16:32.000 --> 00:16:35.320]  但是你們的罪孽
[00:16:35.320 --> 00:16:37.620]  使你們與上帝隔絕
[00:16:39.160 --> 00:16:40.180]  你們的罪惡
[00:16:40.180 --> 00:16:41.980]  使祂顏面不聽你們
[00:16:41.980 --> 00:16:46.080]  這是在舊約裡以賽亞書裡面神跟我們講的
[00:16:46.080 --> 00:16:47.360]  為什麼
[00:16:47.360 --> 00:16:49.400]  為什麼神的拯救沒有來到
[00:16:49.400 --> 00:16:52.220]  難道祂的膀臂會縮短嗎
[00:16:52.220 --> 00:16:54.280]  是因為我們裡面
[00:16:54.280 --> 00:16:55.800]  還有一些罪
[00:16:55.800 --> 00:16:56.820]  但是
[00:16:56.820 --> 00:16:59.140]  到了新約裡面剛才
[00:16:59.140 --> 00:17:02.460]  德雷給我們讀的那個宣昭的經文裡面說
[00:17:02.460 --> 00:17:04.000]  從曼子經過
[00:17:04.000 --> 00:17:06.560]  這個曼子就是基督的身體
[00:17:07.080 --> 00:17:09.900]  又有一位大祭司治理神的家
[00:17:09.900 --> 00:17:13.740]  並我們的心中天良虧欠已經灑去
[00:17:13.740 --> 00:17:15.780]  身體用清水洗淨了
[00:17:15.780 --> 00:17:19.120]  就當存著誠心和充足的信心
[00:17:19.120 --> 00:17:20.400]  來到神面前
[00:17:20.400 --> 00:17:21.920]  與神連結
[00:17:21.920 --> 00:17:24.480]  耶穌基督為我們
[00:17:24.480 --> 00:17:27.300]  所以我們常常在為人禱告的時候說
[00:17:27.300 --> 00:17:30.120]  祂的鞭傷你要得一致
[00:17:30.120 --> 00:17:32.680]  祂的刑法你要得平安
[00:17:32.680 --> 00:17:34.980]  因為經過了祂的身體
[00:17:35.760 --> 00:17:37.040]  耶穌的身體
[00:17:37.040 --> 00:17:40.120]  你的罪你的天良已經灑去了
[00:17:40.120 --> 00:17:42.160]  身體已經被水洗乾淨了
[00:17:42.160 --> 00:17:43.960]  所以我們就可以帶著
[00:17:43.960 --> 00:17:46.760]  誠心和充足的信心
[00:17:46.760 --> 00:17:47.800]  來到神面前
[00:17:47.800 --> 00:17:49.840]  知道神要來祝福我們
[00:17:49.840 --> 00:17:52.140]  今年
[00:17:52.140 --> 00:17:53.680]  九月份以後
[00:17:53.680 --> 00:17:55.720]  我們教會很忙
[00:17:55.720 --> 00:17:57.520]  我也很忙
[00:17:57.520 --> 00:18:03.160]  因為我去參加了一個國際的事工
[00:18:03.400 --> 00:18:05.960]  所以本來我們的家樂小組
[00:18:05.960 --> 00:18:07.740]  都是在禮拜三聚會
[00:18:07.740 --> 00:18:09.020]  但是因為這個
[00:18:09.020 --> 00:18:11.840]  事工跟家樂小組有衝突
