
[00:00:00.000 --> 00:00:02.000]  在我年青的時候
[00:12:30.000 --> 00:12:33.000]  因為我們,我想特別是香港人也很實際
[00:12:33.000 --> 00:12:35.000]  我們往往有一個傾向
[00:12:35.000 --> 00:12:37.000]  就是看到美好的結果
[00:12:37.000 --> 00:12:40.000]  就想學習技巧和手法
[00:12:40.000 --> 00:12:44.000]  希望我們也能夠搖動上帝的手
[00:12:44.000 --> 00:12:49.000]  讓上帝朝我們禱告的方向和內容去應運成就
[00:12:49.000 --> 00:12:51.000]  我們當然期望上帝應運我們的祈禱
[00:12:51.000 --> 00:12:53.000]  有什麼問題呢?
[00:12:53.000 --> 00:12:58.000]  問題在於我們很想天從人願
[00:12:58.000 --> 00:12:59.000]  講白一點就是
[00:12:59.000 --> 00:13:01.000]  想上帝你聽我話
[00:13:01.000 --> 00:13:04.000]  答應我一切的請求
[00:13:04.000 --> 00:13:06.000]  我相信大家都唱過一首歌
[00:13:06.000 --> 00:13:08.000]  這首歌是這樣說的
[00:13:08.000 --> 00:13:11.000]  每一次我禱告,我搖動你的手
[00:13:11.000 --> 00:13:14.000]  禱告的事,我的手是做不到的
[00:13:14.000 --> 00:13:17.000]  每一次我禱告,大山被挪移
[00:13:17.000 --> 00:13:21.000]  道路被鋪平,使烈國歸向你
[00:13:21.000 --> 00:13:24.000]  這首歌有一個盲點
[00:13:24.000 --> 00:13:26.000]  我們一不留神,一不警醒
[00:13:26.000 --> 00:13:29.000]  讓人以為大山被挪移
[00:13:29.000 --> 00:13:32.000]  道路被鋪平,使烈國歸向上主
[00:13:32.000 --> 00:13:35.000]  是禱告者的功能
[00:13:35.000 --> 00:13:37.000]  因為祂搖動上帝的手
[00:13:37.000 --> 00:13:40.000]  喂,上帝做事了
[00:13:40.000 --> 00:13:45.000]  這樣只會將信仰和我們和上帝的關係扭曲了
[00:13:45.000 --> 00:13:47.000]  試想想當我們邀請另外一個人
[00:13:47.000 --> 00:13:49.000]  為我們完成一件事
[00:13:49.000 --> 00:13:54.000]  如果對方沉默,沉思考慮當中
[00:13:54.000 --> 00:13:56.000]  甚至拒絕我們
[00:13:56.000 --> 00:14:01.000]  我們會有什麼反應和行動呢?
[00:14:01.000 --> 00:14:04.000]  可能我們會失望
[00:14:04.000 --> 00:14:06.000]  正常吧
[00:14:06.000 --> 00:14:08.000]  可能我們會很生氣
[00:14:08.000 --> 00:14:10.000]  也正常吧
[00:14:10.000 --> 00:14:12.000]  我們實在不想再理會他
[00:14:12.000 --> 00:14:14.000]  想和我們絕交
[00:14:14.000 --> 00:14:16.000]  他也不當我們是朋友
[00:14:16.000 --> 00:14:18.000]  也正常吧
[00:14:18.000 --> 00:14:20.000]  甚至我們可能心存報復
[00:14:20.000 --> 00:14:23.000]  下次你不要叫我幫你
[00:14:23.000 --> 00:14:27.000]  我會以其人之道還是其人之身
[00:14:27.000 --> 00:14:29.000]  也非常正常
[00:14:29.000 --> 00:14:32.000]  這些情緒反應和想法都是人之常情
[00:14:32.000 --> 00:14:34.000]  因為我們都是人
[00:14:34.000 --> 00:14:36.000]  只要我們記得
[00:14:36.000 --> 00:14:38.000]  勒得住自己
[00:14:38.000 --> 00:14:40.000]  不要付諸行動
[00:14:40.000 --> 00:14:43.000]  去絕交,去報復
[00:14:43.000 --> 00:14:45.000]  但如果我們
[00:14:45.000 --> 00:14:47.000]  看對方是我們的朋友
[00:14:47.000 --> 00:14:50.000]  很想大家的關係繼續維持,繼續盡心的時候
[00:14:50.000 --> 00:14:52.000]  你會怎麼做呢?
[00:14:52.000 --> 00:14:54.000]  當你冷靜過後
[00:14:54.000 --> 00:14:57.000]  你會找時間坐下來
[00:14:57.000 --> 00:14:59.000]  你會將以上自己的想法和感受
[00:14:59.000 --> 00:15:01.000]  坦白地告訴對方
[00:15:01.000 --> 00:15:04.000]  讓對方明白和了解
[00:15:04.000 --> 00:15:05.000]  當然
[00:15:05.000 --> 00:15:07.000]  你的內心
[00:15:07.000 --> 00:15:10.000]  是某一個意圖或企圖
[00:15:10.000 --> 00:15:13.000]  想對方因為我的分享
[00:15:13.000 --> 00:15:15.000]  而去依自己的心意而行
[00:15:15.000 --> 00:15:17.000]  而是反過來
[00:15:17.000 --> 00:15:19.000]  你和對方分享
[00:15:19.000 --> 00:15:22.000]  去調節自己的期望和心態
[00:15:22.000 --> 00:15:24.000]  並且學習
[00:15:24.000 --> 00:15:27.000]  接納對方有他任何的選擇
[00:15:27.000 --> 00:15:31.000]  包括答應或拒絕我的請求
[00:15:31.000 --> 00:15:34.000]  這是朋友的關係
[00:15:34.000 --> 00:15:36.000]  這是對等的關係
[00:15:36.000 --> 00:15:38.000]  希伯來書4章16節這樣說
[00:15:38.000 --> 00:15:40.000]  我們只管坦然無懼地
[00:15:40.000 --> 00:15:42.000]  來到施恩的寶座前
[00:15:42.000 --> 00:15:44.000]  唯有憐憫
[00:15:44.000 --> 00:15:46.000]  蒙恩惠
[00:15:46.000 --> 00:15:48.000]  作及時的幫助
[00:15:48.000 --> 00:15:51.000]  是如此軟弱的感受
[00:15:51.000 --> 00:15:54.000]  如此令人羞愧的想法
[00:15:54.000 --> 00:15:57.000]  都可以和上帝分享
[00:15:57.000 --> 00:15:59.000]  請祂依治
[00:15:59.000 --> 00:16:01.000]  讓我可以成長
[00:16:01.000 --> 00:16:03.000]  讓我可以明白自己更多
[00:16:03.000 --> 00:16:05.000]  如果你這樣做的時候
[00:16:05.000 --> 00:16:07.000]  其實表明你
[00:16:07.000 --> 00:16:09.000]  是很想和上帝
[00:16:09.000 --> 00:16:12.000]  建立更深的朋友關係
[00:16:12.000 --> 00:16:14.000]  不過當對方
[00:16:14.000 --> 00:16:17.000]  沉默、沉思考慮當中
[00:16:17.000 --> 00:16:19.000]  甚至拒絕的時候
[00:16:19.000 --> 00:16:22.000]  我們就會暗暗地疏遠對方
[00:16:22.000 --> 00:16:24.000]  去報復
[00:16:24.000 --> 00:16:26.000]  或者用一哭二鬧三上吊
[00:16:26.000 --> 00:16:30.000]  來用對方去接納自己的心願
[00:16:30.000 --> 00:16:32.000]  來跟隨去做
[00:16:32.000 --> 00:16:35.000]  那是一個不對等的關係
[00:16:35.000 --> 00:16:37.000]  可能年輕的你
[00:16:37.000 --> 00:16:40.000]  不太知道什麼是一哭二鬧三上吊
[00:16:40.000 --> 00:16:42.000]  其實任何人都懂得
[00:16:42.000 --> 00:16:45.000]  包括很小的小朋友
[00:16:45.000 --> 00:16:47.000]  什麼是一哭
[00:16:47.000 --> 00:16:49.000]  你不讓他哭嗎
[00:16:49.000 --> 00:16:52.000]  會說話的時候就罵
[00:16:52.000 --> 00:16:54.000]  控訴你
[00:16:54.000 --> 00:16:55.000]  你疼他多一點
[00:16:55.000 --> 00:16:57.000]  人家媽媽都不是這樣的
[00:16:57.000 --> 00:17:00.000]  然後三上吊就是自殘
[00:17:00.000 --> 00:17:02.000]  打自己打到悶
[00:17:02.000 --> 00:17:04.000]  做這些簡單來說
[00:17:04.000 --> 00:17:06.000]  就是用各樣的方法
[00:17:06.000 --> 00:17:07.000]  想對方就範
[00:17:07.000 --> 00:17:09.000]  依自己的心意而行
[00:17:09.000 --> 00:17:11.000]  我經常開玩笑地說
[00:17:11.000 --> 00:17:13.000]  基督徒的祈禱
[00:17:13.000 --> 00:17:16.000]  比較像品臣
[00:17:16.000 --> 00:17:17.000]  什麼叫品臣
[00:17:17.000 --> 00:17:19.000]  自己說了什麼都不太記得
[00:17:19.000 --> 00:17:21.000]  又或者當上帝是阿四
[00:17:21.000 --> 00:17:24.000]  自己的外籍傭工或者下屬
[00:17:24.000 --> 00:17:28.000]  祈禱就好像交了很長的工作清單
[00:17:28.000 --> 00:17:30.000]  未等上帝回應就馬上說
[00:17:30.000 --> 00:17:32.000]  奉主的命求阿門
[00:17:32.000 --> 00:17:34.000]  說了幾天
[00:17:34.000 --> 00:17:36.000]  為什麼禱告還沒應驗
[00:17:36.000 --> 00:17:38.000]  交給上帝做的事還沒做
[00:17:38.000 --> 00:17:40.000]  於是再來祈禱
[00:17:40.000 --> 00:17:42.000]  上帝有沒有聽到
[00:17:42.000 --> 00:17:45.000]  為什麼還不照做
[00:17:45.000 --> 00:17:48.000]  當然我們的言辭會修飾
[00:17:48.000 --> 00:17:50.000]  不會這麼沒禮貌
[00:17:50.000 --> 00:17:54.000]  聖經在二創阿書四十三章四節這樣說
[00:17:54.000 --> 00:17:56.000]  無論我們多不濟
[00:17:56.000 --> 00:17:57.000]  多不對
[00:17:57.000 --> 00:17:59.000]  多對不起上帝
[00:17:59.000 --> 00:18:03.000]  上帝仍然當我是祂寶貝的孩子
[00:18:03.000 --> 00:18:06.000]  分別只在於我們願不願意
[00:18:06.000 --> 00:18:08.000]  多走一步
[00:18:08.000 --> 00:18:13.000]  跟上帝建立一個很親密的朋友的關係
[00:18:13.000 --> 00:18:19.000]  親密的朋友之間當然不是指朋友是利用的那種
[00:18:19.000 --> 00:18:22.000]  親密的朋友是什麼都可以說
[00:18:22.000 --> 00:18:28.000]  親密的朋友之間是容許對方去選擇自己的路
[00:18:28.000 --> 00:18:30.000]  創世紀十八章十七節
[00:18:30.000 --> 00:18:33.000]  就是今天所講的經文的前幾節
[00:18:33.000 --> 00:18:35.000]  上帝跟祂自己說話
[00:18:35.000 --> 00:18:37.000]  這個片段很有趣
[00:18:37.000 --> 00:18:39.000]  上帝跟祂自己說話
[00:18:39.000 --> 00:18:45.000]  我所要做的事豈可瞞著阿伯拉罕呢
[00:18:45.000 --> 00:18:47.000]  因為在阿國書二章二十三節
[00:18:47.000 --> 00:18:51.000]  上帝視阿伯拉罕是祂的朋友
[00:18:51.000 --> 00:18:53.000]  不單止這樣
[00:18:53.000 --> 00:18:55.000]  祂視阿伯拉罕是祂的工作夥伴
[00:18:55.000 --> 00:18:57.000]  是祂的同工
[00:18:57.000 --> 00:19:00.000]  祂說阿伯拉罕必要成為強大的國
[00:19:00.000 --> 00:19:03.000]  地上的萬國都必因他得福
[00:19:03.000 --> 00:19:05.000]  我揀選他
[00:19:05.000 --> 00:19:09.000]  他命令他的子孫和後代家屬
[00:19:09.000 --> 00:19:11.000]  進行耶和華的道
[00:19:11.000 --> 00:19:13.000]  秉公行義
[00:19:13.000 --> 00:19:17.000]  使耶和華所應許阿伯拉罕的話都實現了
[00:19:17.000 --> 00:19:21.000]  所以上帝主動將自己打算要做的事告訴阿伯拉罕
[00:19:21.000 --> 00:19:25.000]  所多瑪和阿摩拉罪惡極其嚴重
[00:19:25.000 --> 00:19:27.000]  控告他們聲音很大
[00:19:27.000 --> 00:19:30.000]  我要下去看看他們所做的
[00:19:30.000 --> 00:19:35.000]  真的好像傳到我耳邊的聲音一樣
[00:19:35.000 --> 00:19:38.000]  如果不是我也要知道
[00:19:38.000 --> 00:19:40.000]  大家都有留意到這些經文告訴我們
[00:19:40.000 --> 00:19:43.000]  上帝只是說下去看看
[00:19:43.000 --> 00:19:48.000]  沒有說到他看完之後會有什麼行動
[00:19:48.000 --> 00:19:50.000]  當然作為朋友的阿伯拉罕
[00:19:50.000 --> 00:19:54.000]  不多不少都認識上帝的聖情
[00:19:54.000 --> 00:19:57.000]  在初級記三十四章七節這樣說
[00:19:57.000 --> 00:20:00.000]  萬不以有罪的為無罪
[00:20:00.000 --> 00:20:02.000]  必懲罰人的罪
[00:20:02.000 --> 00:20:04.000]  至父及子
[00:20:04.000 --> 00:20:06.000]  直到三、四代
[00:20:06.000 --> 00:20:08.000]  有些聖經的譯本
[00:20:08.000 --> 00:20:10.000]  將上世紀十八章二十二節翻譯為
[00:20:10.000 --> 00:20:14.000]  阿伯拉罕擋住上帝去路
[00:20:14.000 --> 00:20:17.000]  要跟他對質
[00:20:17.000 --> 00:20:24.000]  上帝你不是真的要將好人和人一同毀滅嗎
[00:20:24.000 --> 00:20:26.000]  阿伯拉罕為什麼這麼勇敢呢
[00:20:26.000 --> 00:20:29.000]  為什麼他這麼情慈迫切的
[00:20:29.000 --> 00:20:35.000]  為那些不認識的城裡的居民去請命呢
[00:20:35.000 --> 00:20:37.000]  我們當然知道
[00:20:37.000 --> 00:20:40.000]  城裡住了他的侄兒羅德一家
[00:20:40.000 --> 00:20:42.000]  其實他可以請上帝赦免
[00:20:42.000 --> 00:20:45.000]  拯救他的侄兒一家就行了
[00:20:45.000 --> 00:20:49.000]  不需要冒著一個激怒上帝的險
