
[00:00:00.000 --> 00:00:05.000]  弟兄姐妹朋友們 早安
[00:03:17.000 --> 00:03:21.000]  依羅伊 依羅伊 拉瑪莎巴戈大尼
[00:03:21.000 --> 00:03:23.000]  翻譯出來就是我的神
[00:03:23.000 --> 00:03:26.000]  我的神為什麼離棄我
[00:03:26.000 --> 00:03:28.000]  還有一句話是說 成了
[00:03:28.000 --> 00:03:31.000]  父啊 我把我的靈魂交在你手上
[00:03:31.000 --> 00:03:34.000]  等十字架上七言
[00:03:34.000 --> 00:03:36.000]  我們還有講過
[00:03:36.000 --> 00:03:42.000]  就是說 約翰眼中看耶穌的受難受死復活
[00:03:42.000 --> 00:03:45.000]  約翰特別看到
[00:03:45.000 --> 00:03:50.000]  耶穌被苦戴 耶穌被出賣
[00:03:50.000 --> 00:03:52.000]  但是耶穌被背叛
[00:03:52.000 --> 00:03:55.000]  但是耶穌仍然愛著祂的門徒
[00:03:55.000 --> 00:03:58.000]  愛著世上的人等等
[00:03:58.000 --> 00:04:02.000]  這是我們過去都有講過
[00:04:02.000 --> 00:04:05.000]  今天我要跟各位分享的是
[00:04:05.000 --> 00:04:08.000]  耶穌復活後的託付
[00:04:08.000 --> 00:04:11.000]  或者我們說就是十駕後的七言
[00:04:11.000 --> 00:04:13.000]  耶穌復活以後
[00:04:13.000 --> 00:04:18.000]  他講過哪一些話
[00:04:18.000 --> 00:04:22.000]  那麼我們過去在大災期的時候
[00:04:22.000 --> 00:04:24.000]  我們也有四十天的連鎖進行禱告
[00:04:24.000 --> 00:04:26.000]  我們也辦了幾年
[00:04:26.000 --> 00:04:28.000]  這些剛才都講過了
[00:04:28.000 --> 00:04:29.000]  是的
[00:04:29.000 --> 00:04:35.000]  那麼耶穌復活以後講過哪幾句話
[00:04:35.000 --> 00:04:37.000]  他第一句話是說
[00:04:37.000 --> 00:04:40.000]  你為什麼哭
[00:04:40.000 --> 00:04:43.000]  他是對那些愛主的婦女
[00:04:43.000 --> 00:04:46.000]  來 我們來看約翰福音二十章十五節
[00:04:46.000 --> 00:04:49.000]  請 耶穌問他說
[00:04:49.000 --> 00:04:51.000]  夫人為什麼哭
[00:04:51.000 --> 00:04:53.000]  你找誰呢
[00:04:53.000 --> 00:04:55.000]  瑪利亞以為是看圓的
[00:04:55.000 --> 00:04:57.000]  就對他說
[00:04:57.000 --> 00:05:00.000]  先生若是你把她移了去
[00:05:00.000 --> 00:05:02.000]  請告訴我
[00:05:02.000 --> 00:05:04.000]  你把她放在哪裡
[00:05:04.000 --> 00:05:06.000]  我便去娶她
[00:05:06.000 --> 00:05:08.000]  這是瑪利亞說的
[00:05:08.000 --> 00:05:12.000]  她是禮拜天一大早
[00:05:12.000 --> 00:05:13.000]  主日一大早
[00:05:13.000 --> 00:05:15.000]  她跑到墓穴去了
[00:05:15.000 --> 00:05:19.000]  那麼聖經上有七個瑪利亞
[00:05:19.000 --> 00:05:22.000]  這個瑪利亞是小雅各的母親
[00:05:22.000 --> 00:05:24.000]  就是耶穌的另一個門徒
[00:05:24.000 --> 00:05:26.000]  她的母親叫做瑪利亞
[00:05:26.000 --> 00:05:29.000]  她是一個愛主的姐妹
[00:05:29.000 --> 00:05:31.000]  她禮拜天迫不及待
[00:05:31.000 --> 00:05:33.000]  趕快跑去墓穴
[00:05:33.000 --> 00:05:35.000]  要去載高耶穌
[00:05:35.000 --> 00:05:38.000]  但是她看到墓穴的石頭
[00:05:38.000 --> 00:05:39.000]  已經被滾開了
[00:05:39.000 --> 00:05:42.000]  已經沒有看到耶穌
[00:05:42.000 --> 00:05:45.000]  結果天使就說
[00:05:45.000 --> 00:05:47.000]  耶穌已經復活了
[00:05:47.000 --> 00:05:49.000]  她就在那邊哭
[00:05:49.000 --> 00:05:51.000]  結果耶穌向她顯現說
[00:05:51.000 --> 00:05:54.000]  夫人你為什麼哭
[00:05:54.000 --> 00:05:57.000]  是不是
[00:05:57.000 --> 00:06:00.000]  在猶太人的傳統中間
[00:06:00.000 --> 00:06:04.000]  哭是一個很看重的事情
[00:06:04.000 --> 00:06:08.000]  表示你的情緒的發洩
[00:06:08.000 --> 00:06:11.000]  哭甚至於十篇
[00:06:11.000 --> 00:06:13.000]  五十六篇八節
[00:06:13.000 --> 00:06:14.000]  大衛王說
[00:06:14.000 --> 00:06:17.000]  你有你的皮帶裝我的眼淚
[00:06:17.000 --> 00:06:18.000]  哈利路亞
[00:06:18.000 --> 00:06:19.000]  我們哭
[00:06:19.000 --> 00:06:21.000]  那麼他們在喪禮上面
[00:06:21.000 --> 00:06:24.000]  會用皮帶來接眼淚
[00:06:24.000 --> 00:06:26.000]  那麼每人都接幾滴
[00:06:26.000 --> 00:06:30.000]  然後跟著過去的人一起葬下去
[00:06:30.000 --> 00:06:33.000]  所以這是神所看重的
[00:06:33.000 --> 00:06:34.000]  神經上面
[00:06:34.000 --> 00:06:37.000]  耶穌也哭過兩次
[00:06:37.000 --> 00:06:39.000]  第一次是為拉撒路哭
[00:06:39.000 --> 00:06:40.000]  是吧
[00:06:40.000 --> 00:06:42.000]  耶穌聽說拉撒路死了
[00:06:42.000 --> 00:06:44.000]  祂去結果
[00:06:44.000 --> 00:06:47.000]  瑪大瑪利亞就哭傷著臉說
[00:06:47.000 --> 00:06:48.000]  耶穌你早來
[00:06:48.000 --> 00:06:50.000]  我的兄弟就不是死了
[00:06:50.000 --> 00:06:52.000]  耶穌也哭了
[00:06:52.000 --> 00:06:53.000]  不知道祂為什麼哭
[00:06:53.000 --> 00:06:56.000]  有人說祂為拉撒路哭
[00:06:56.000 --> 00:06:57.000]  有人說祂為
[00:06:57.000 --> 00:07:00.000]  你們還不相信我會讓拉撒路復活嗎
[00:07:00.000 --> 00:07:02.000]  為這個哭
[00:07:02.000 --> 00:07:03.000]  另外有一次
[00:07:03.000 --> 00:07:06.000]  耶穌為聖城而哭
[00:07:06.000 --> 00:07:09.000]  祂來到耶路撒冷聖城
[00:07:09.000 --> 00:07:10.000]  祂忘了城
[00:07:10.000 --> 00:07:12.000]  祂就禁不住
[00:07:12.000 --> 00:07:14.000]  祂就開始哭泣
[00:07:14.000 --> 00:07:15.000]  因為祂知道
[00:07:15.000 --> 00:07:17.000]  聖城要被毀掉
[00:07:17.000 --> 00:07:19.000]  聖殿也要被毀掉
[00:07:19.000 --> 00:07:21.000]  將來一塊石頭
[00:07:21.000 --> 00:07:24.000]  都不在另外一塊石頭的上面
[00:07:24.000 --> 00:07:25.000]  好的
[00:07:25.000 --> 00:07:28.000]  神看重人哀哭
[00:07:28.000 --> 00:07:31.000]  神看重七件事情
[00:07:31.000 --> 00:07:33.000]  一個是行公義
[00:07:33.000 --> 00:07:34.000]  一個是好憐憫
[00:07:34.000 --> 00:07:36.000]  一個是獻祭
[00:07:36.000 --> 00:07:37.000]  一個是讀經
[00:07:37.000 --> 00:07:38.000]  一個禱告
[00:07:38.000 --> 00:07:39.000]  一個敬拜
[00:07:39.000 --> 00:07:41.000]  一個是傳福音宣教
[00:07:41.000 --> 00:07:42.000]  那麼哭呢
[00:07:42.000 --> 00:07:44.000]  是獻祭之一
[00:07:44.000 --> 00:07:46.000]  我們獻祭
[00:07:46.000 --> 00:07:49.000]  所謂叫做眼淚的祭
[00:07:49.000 --> 00:07:50.000]  是不是
[00:07:50.000 --> 00:07:53.000]  你來到神的面前哭
[00:07:53.000 --> 00:07:55.000]  那麼神也看重
[00:07:55.000 --> 00:07:57.000]  也是你把你的眼淚獻給祂
[00:07:57.000 --> 00:07:59.000]  你把你的全人
[00:07:59.000 --> 00:08:01.000]  獻在祂的手上
[00:08:01.000 --> 00:08:04.000]  哈利路亞讚美神
[00:08:04.000 --> 00:08:06.000]  那麼
[00:08:06.000 --> 00:08:07.000]  耶穌
[00:08:07.000 --> 00:08:09.000]  第二句話祂是說呢
[00:08:09.000 --> 00:08:10.000]  來
[00:08:10.000 --> 00:08:11.000]  我們看路加福音
[00:08:11.000 --> 00:08:12.000]  二十四章
[00:08:12.000 --> 00:08:14.000]  二十五到二十七節
[00:08:14.000 --> 00:08:15.000]  來
[00:08:15.000 --> 00:08:16.000]  無知的人啊
[00:08:16.000 --> 00:08:19.000]  先知所說的一句話
[00:08:19.000 --> 00:08:22.000]  你們是信得太遲鈍
[00:08:22.000 --> 00:08:24.000]  基督這樣受害
[00:08:24.000 --> 00:08:26.000]  又進入祂的榮耀
[00:08:26.000 --> 00:08:29.000]  豈不應當的嘛
[00:08:29.000 --> 00:08:30.000]  於是
[00:08:30.000 --> 00:08:33.000]  從摩西和眾先知起
[00:08:33.000 --> 00:08:36.000]  凡今上所指著自己的話
[00:08:36.000 --> 00:08:39.000]  都給他們講解明白了
[00:08:39.000 --> 00:08:44.000]  這幾句話的背景是
[00:08:44.000 --> 00:08:47.000]  當耶穌被釘死了
[00:08:47.000 --> 00:08:48.000]  埋葬
[00:08:48.000 --> 00:08:50.000]  祂復活了
[00:08:50.000 --> 00:08:51.000]  全城轟動
[00:08:51.000 --> 00:08:54.000]  大家都在講耶穌復活了
[00:08:54.000 --> 00:08:56.000]  甚至許許多人都有見證
[00:08:56.000 --> 00:08:59.000]  都看到復活的基督
[00:08:59.000 --> 00:09:02.000]  但是有兩個門徒
[00:09:02.000 --> 00:09:03.000]  一個叫戈納巴
[00:09:03.000 --> 00:09:06.000]  他們兩個人卻離開了耶路撒冷
[00:09:06.000 --> 00:09:09.000]  往伊瑪武斯去
[00:09:09.000 --> 00:09:10.000]  走在路上
[00:09:10.000 --> 00:09:13.000]  兩個人一面走一面談論
[00:09:13.000 --> 00:09:15.000]  這兩天所發生的事情
[00:09:15.000 --> 00:09:18.000]  心裡面很憂傷
[00:09:18.000 --> 00:09:20.000]  臉上帶著愁容
[00:09:20.000 --> 00:09:24.000]  甚至於眼睛都迷糊了
[00:09:24.000 --> 00:09:26.000]  這個時候
[00:09:26.000 --> 00:09:28.000]  耶穌向他們顯現
[00:09:28.000 --> 00:09:31.000]  耶穌說你們在談什麼
[00:09:31.000 --> 00:09:32.000]  他們說
[00:09:32.000 --> 00:09:36.000]  你不知道發生了什麼事情嗎
[00:09:36.000 --> 00:09:39.000]  那麼他們就跟耶穌講
[00:09:39.000 --> 00:09:42.000]  說耶穌復活的事情
[00:09:42.000 --> 00:09:44.000]  耶穌說無知的人
[00:09:44.000 --> 00:09:46.000]  先知所說的一切話
[00:09:46.000 --> 00:09:48.000]  不是都要實現嗎
[00:09:48.000 --> 00:09:51.000]  先知都講了這麼多了
[00:09:51.000 --> 00:09:54.000]  你們的心心得太遲鈍了
[00:09:54.000 --> 00:09:55.000]  是不是
[00:09:55.000 --> 00:09:59.000]  結果耶穌就把從摩西開始
[00:09:59.000 --> 00:10:01.000]  還有眾先知的話
[00:10:01.000 --> 00:10:04.000]  從頭到尾給他們講明白了
[00:10:04.000 --> 00:10:05.000]  講明白了
[00:10:05.000 --> 00:10:07.000]  聽進去了嗎
[00:10:07.000 --> 00:10:09.000]  他們心就開了
[00:10:09.000 --> 00:10:12.000]  原來是耶穌
[00:10:12.000 --> 00:10:14.000]  當我們把話
[00:10:14.000 --> 00:10:16.000]  把神的真理
[00:10:16.000 --> 00:10:18.000]  跟人家講清楚的時候
[00:10:18.000 --> 00:10:21.000]  人就被神所得著
[00:10:21.000 --> 00:10:23.000]  我們的眼睛就不再迷糊
[00:10:23.000 --> 00:10:27.000]  我們的心就不再憂愁
[00:10:27.000 --> 00:10:29.000]  我們就豁然開朗
[00:10:29.000 --> 00:10:31.000]  耶穌進到我們心裡面
[00:10:31.000 --> 00:10:32.000]  是的
[00:10:32.000 --> 00:10:33.000]  那個時候
[00:10:33.000 --> 00:10:36.000]  全程都在談什麼呢
[00:10:36.000 --> 00:10:41.000]  耶穌受死受難復活的事情
[00:10:41.000 --> 00:10:44.000]  那麼他們兩個人在談什麼呢
[00:10:44.000 --> 00:10:45.000]  他們退後了
[00:10:45.000 --> 00:10:46.000]  他們遲鈍
[00:10:46.000 --> 00:10:48.000]  他們憂愁
[00:10:48.000 --> 00:10:49.000]  是不是
[00:10:49.000 --> 00:10:50.000]  你要想想看
[00:10:50.000 --> 00:10:53.000]  假如你都知道
[00:10:53.000 --> 00:10:54.000]  你講這個事情
[00:10:54.000 --> 00:10:58.000]  為什麼還帶著憂愁的心呢
[00:10:58.000 --> 00:10:59.000]  是不是
[00:10:59.000 --> 00:11:02.000]  假如你今天說耶穌復活了
[00:11:02.000 --> 00:11:04.000]  今天在歐洲
[00:11:04.000 --> 00:11:06.000]  尤其是在東歐
[00:11:06.000 --> 00:11:09.000]  在東正教的地方
[00:11:09.000 --> 00:11:11.000]  他們碰面就會說
[00:11:11.000 --> 00:11:13.000]  耶穌今天復活了
[00:11:13.000 --> 00:11:14.000]  然後另外一個人就是
[00:11:14.000 --> 00:11:15.000]  Yes
[00:11:15.000 --> 00:11:18.000]  Jesus resurrected
[00:11:18.000 --> 00:11:19.000]  Indeed
[00:11:19.000 --> 00:11:23.000]  耶穌確實今天復活了
[00:11:23.000 --> 00:11:24.000]  所以大家都知道
[00:11:24.000 --> 00:11:26.000]  那我問你
[00:11:26.000 --> 00:11:28.000]  我們在耶穌復活
[00:11:28.000 --> 00:11:31.000]  升天還要再來的當下
[00:11:31.000 --> 00:11:34.000]  我們在談什麼
[00:11:34.000 --> 00:11:36.000]  我們會不會談股票啊
[00:11:36.000 --> 00:11:40.000]  我們會不會講八卦啊
[00:11:40.000 --> 00:11:42.000]  我們會不會講哪邊有減價
[00:11:42.000 --> 00:11:44.000]  哪邊有大賣啊
[00:11:44.000 --> 00:11:45.000]  哪邊有好吃的
[00:11:45.000 --> 00:11:47.000]  哪裡有好玩的
[00:11:47.000 --> 00:11:50.000]  或者是有好喝的呢
[00:11:50.000 --> 00:11:52.000]  還是我們願意
[00:11:52.000 --> 00:11:56.000]  來傳說述說基督的榮美
[00:11:56.000 --> 00:11:59.000]  我們為家人的福祉
[00:11:59.000 --> 00:12:01.000]  為教會的好處
[00:12:01.000 --> 00:12:03.000]  為基督的榮美
[00:12:03.000 --> 00:12:05.000]  我們在談論
[00:12:05.000 --> 00:12:06.000]  我們在述說
[00:12:06.000 --> 00:12:08.000]  我們在傳講
[00:12:08.000 --> 00:12:10.000]  不是嗎
[00:12:10.000 --> 00:12:13.000]  所以對遲鈍的門徒
[00:12:13.000 --> 00:12:16.000]  我們要再一次
[00:12:16.000 --> 00:12:19.000]  把從摩西先知的話
[00:12:19.000 --> 00:12:20.000]  給他們講明白了
[00:12:20.000 --> 00:12:22.000]  哈利路亞
[00:12:22.000 --> 00:12:24.000]  耶穌復活後
[00:12:24.000 --> 00:12:26.000]  他講的第三句話
[00:12:26.000 --> 00:12:29.000]  是說願你們平安
[00:12:29.000 --> 00:12:31.000]  這是對害怕的門徒
[00:12:31.000 --> 00:12:32.000]  是不是
[00:12:32.000 --> 00:12:33.000]  你記得嗎
[00:12:33.000 --> 00:12:36.000]  那個時候
[00:12:36.000 --> 00:12:39.000]  門徒們在馬可樓上
[00:12:39.000 --> 00:12:41.000]  大家都好害怕
[00:12:41.000 --> 00:12:42.000]  是不是
[00:12:42.000 --> 00:12:45.000]  因為全城轟動
[00:12:45.000 --> 00:12:47.000]  風聲鶴唳
[00:12:47.000 --> 00:12:49.000]  那麼羅馬軍兵
[00:12:49.000 --> 00:12:51.000]  在抓基督黨的人
[00:12:51.000 --> 00:12:52.000]  是不是
[00:12:52.000 --> 00:12:56.000]  甚至於彼得也都三次不認主
[00:12:56.000 --> 00:12:58.000]  他們就在那裡
[00:12:58.000 --> 00:12:59.000]  聚集在樓上
[00:12:59.000 --> 00:13:00.000]  就在那邊禱告
[00:13:00.000 --> 00:13:02.000]  就在那邊講話
[00:13:02.000 --> 00:13:03.000]  忽然間
[00:13:03.000 --> 00:13:05.000]  耶穌站在他們
[00:13:05.000 --> 00:13:08.000]  耶穌說願你們平安
[00:13:08.000 --> 00:13:11.000]  祝你們平安
[00:13:11.000 --> 00:13:13.000]  是的
[00:13:13.000 --> 00:13:15.000]  但是有一個人
[00:13:15.000 --> 00:13:18.000]  他那天不在
[00:13:18.000 --> 00:13:20.000]  那就是誰
[00:13:20.000 --> 00:13:23.000]  那就是多姨的多馬
[00:13:23.000 --> 00:13:24.000]  Thomas
[00:13:24.000 --> 00:13:26.000]  所以八天以後
[00:13:26.000 --> 00:13:29.000]  他在門徒中間的時候
[00:13:29.000 --> 00:13:30.000]  耶穌來站在中間
[00:13:30.000 --> 00:13:31.000]  對他說
[00:13:31.000 --> 00:13:33.000]  願你們平安
[00:13:33.000 --> 00:13:34.000]  然後說了這話
[00:13:34.000 --> 00:13:36.000]  因為他來的時候
[00:13:36.000 --> 00:13:37.000]  門徒跟他說
[00:13:37.000 --> 00:13:38.000]  耶穌復活了
[00:13:38.000 --> 00:13:39.000]  我們看到了
[00:13:39.000 --> 00:13:40.000]  我才不信
[00:13:40.000 --> 00:13:42.000]  除非你讓我看他的
[00:13:42.000 --> 00:13:44.000]  丁恆的手
[00:13:44.000 --> 00:13:45.000]  所以耶穌說
[00:13:45.000 --> 00:13:46.000]  Thomas
[00:13:46.000 --> 00:13:48.000]  Come and take a look
[00:13:48.000 --> 00:13:51.000]  耶穌來就看
[00:13:51.000 --> 00:13:53.000]  Thomas看得怎麼樣
[00:13:53.000 --> 00:13:55.000]  碰碰一下跪下去
[00:13:55.000 --> 00:13:56.000]  我相信他說
[00:13:56.000 --> 00:13:58.000]  我的主我的神
[00:13:58.000 --> 00:13:59.000]  耶穌又對他們說
[00:13:59.000 --> 00:14:01.000]  願你們平安
[00:14:01.000 --> 00:14:04.000]  父怎樣拆遷了我
[00:14:04.000 --> 00:14:07.000]  我也照樣拆遷你們
[00:14:07.000 --> 00:14:09.000]  然後來跟著練
[00:14:09.000 --> 00:14:11.000]  說了這話
[00:14:11.000 --> 00:14:13.000]  就向他們吹一口氣
[00:14:13.000 --> 00:14:14.000]  說
[00:14:14.000 --> 00:14:16.000]  受聖靈
[00:14:16.000 --> 00:14:18.000]  你們赦免誰的罪
[00:14:18.000 --> 00:14:20.000]  誰的罪就赦免了
[00:14:20.000 --> 00:14:21.000]  你們留下誰的罪
[00:14:21.000 --> 00:14:24.000]  誰的罪就被留下了
[00:14:24.000 --> 00:14:27.000]  真有這麼神奇嗎
[00:14:27.000 --> 00:14:30.000]  其實我們誤會了
[00:14:30.000 --> 00:14:31.000]  耶穌有講
[00:14:31.000 --> 00:14:32.000]  你在天上捆綁
[00:14:32.000 --> 00:14:34.000]  那他在地上捆綁
[00:14:34.000 --> 00:14:35.000]  你在天上釋放
[00:14:35.000 --> 00:14:36.000]  他在地上釋放
[00:14:36.000 --> 00:14:38.000]  耶穌講
[00:14:38.000 --> 00:14:40.000]  你們赦免誰的罪
[00:14:40.000 --> 00:14:41.000]  誰就赦免
[00:14:41.000 --> 00:14:42.000]  你們留下
[00:14:42.000 --> 00:14:43.000]  他的意思是說
[00:14:43.000 --> 00:14:44.000]  你領人歸主
[00:14:44.000 --> 00:14:45.000]  大人信了耶穌
[00:14:45.000 --> 00:14:47.000]  他就罪得赦免
[00:14:47.000 --> 00:14:49.000]  OK 是這個意思
[00:14:49.000 --> 00:14:50.000]  我們還沒有
[00:14:50.000 --> 00:14:51.000]  還沒有這個權柄
[00:14:51.000 --> 00:14:53.000]  赦免人的罪了
[00:14:53.000 --> 00:14:54.000]  是不是
[00:14:54.000 --> 00:14:56.000]  但是不管怎麼樣
[00:14:56.000 --> 00:14:57.000]  耶穌不只是說
[00:14:57.000 --> 00:14:59.000]  願你們平安
[00:14:59.000 --> 00:15:00.000]  是不是
[00:15:00.000 --> 00:15:02.000]  我們有的時候
[00:15:02.000 --> 00:15:05.000]  碰面的時候
[00:15:05.000 --> 00:15:07.000]  國內來了怎麼講
[00:15:07.000 --> 00:15:08.000]  砸啦
[00:15:08.000 --> 00:15:09.000]  怎麼搞啦
[00:15:09.000 --> 00:15:10.000]  台灣人說
[00:15:10.000 --> 00:15:11.000]  吃飽沒
[00:15:11.000 --> 00:15:13.000]  吃飽飯沒有
[00:15:13.000 --> 00:15:14.000]  廣東人說
[00:15:14.000 --> 00:15:15.000]  走神啊
[00:15:15.000 --> 00:15:16.000]  是不是
[00:15:16.000 --> 00:15:21.000]  我不知道
[00:15:21.000 --> 00:15:22.000]  日本人說
[00:15:22.000 --> 00:15:24.000]  おやすみなさい
[00:15:24.000 --> 00:15:27.000]  拜拜
[00:15:27.000 --> 00:15:31.000]  所以這都是口舌
[00:15:31.000 --> 00:15:33.000]  吃飽都沒有你好我好
[00:15:33.000 --> 00:15:35.000]  這就是
[00:15:35.000 --> 00:15:36.000]  平安平安
[00:15:36.000 --> 00:15:37.000]  是不是
[00:15:37.000 --> 00:15:39.000]  但是耶穌還向他們
[00:15:39.000 --> 00:15:42.000]  吹一口氣
[00:15:42.000 --> 00:15:44.000]  賜給他們聖靈
[00:15:44.000 --> 00:15:45.000]  Hallelujah
[00:15:45.000 --> 00:15:47.000]  神的靈方能成事
[00:15:47.000 --> 00:15:48.000]  不是嗎
[00:15:48.000 --> 00:15:51.000]  又給他們赦罪的權柄
[00:15:51.000 --> 00:15:52.000]  指的是
[00:15:52.870 --> 00:15:56.870]  叫一切信他的 不自滅亡 凡德永生
[00:15:56.870 --> 00:15:59.870]  耶穌贖了人的罪
[00:15:59.870 --> 00:16:03.870]  讓人得以成為完全
[00:16:03.870 --> 00:16:05.870]  不是說完全人
[00:16:05.870 --> 00:16:08.870]  乃是說在主裡面
[00:16:08.870 --> 00:16:10.870]  我們是和神心意的人
[00:16:10.870 --> 00:16:13.870]  我們是屬神的人
[00:16:13.870 --> 00:16:14.870]  是不是
[00:16:14.870 --> 00:16:18.870]  所以你如果家裡面有一個匾額說
[00:16:18.870 --> 00:16:20.870]  耶穌是我家之主
[00:16:20.870 --> 00:16:21.870]  你對了
[00:16:21.870 --> 00:16:23.870]  耶穌真的要做你家之主
[00:16:23.870 --> 00:16:24.870]  是不是
[00:16:24.870 --> 00:16:26.870]  感謝神 讚美神
[00:16:26.870 --> 00:16:29.870]  如果你在你的汽車後面的
[00:16:29.870 --> 00:16:31.870]  墊子上面貼一個
[00:16:31.870 --> 00:16:32.870]  五餅二魚
[00:16:32.870 --> 00:16:34.870]  或者一條魚
[00:16:34.870 --> 00:16:35.870]  是不是
[00:16:35.870 --> 00:16:37.870]  那也是對的
[00:16:37.870 --> 00:16:39.870]  因為耶穌
[00:16:39.870 --> 00:16:41.870]  他從你
[00:16:41.870 --> 00:16:43.870]  在創世以前就簡選了你
[00:16:43.870 --> 00:16:47.870]  他就要來帶領你過著一生
[00:16:47.870 --> 00:16:49.870]  只不過我們常常
[00:16:49.870 --> 00:16:51.870]  心裡面害怕
[00:16:51.870 --> 00:16:52.870]  眼裡面迷糊
[00:16:52.870 --> 00:16:54.870]  或者是小心
[00:16:54.870 --> 00:16:55.870]  或者是多疑
[00:16:55.870 --> 00:16:57.870]  我們卻錯過了
[00:16:57.870 --> 00:16:59.870]  神對我們的應許
[00:16:59.870 --> 00:17:01.870]  哈咧嚕 讚美神
[00:17:01.870 --> 00:17:06.870]  所以我們不要再害怕了
[00:17:06.870 --> 00:17:07.870]  當然了
[00:17:07.870 --> 00:17:09.870]  耶穌跟著又一句話
[00:17:09.870 --> 00:17:12.870]  是對他說伸出你的手
