
[00:00:00.000 --> 00:00:03.000]  主持人:我們領悟神的位置之前,我們再一次低頭禱告:
[00:04:31.500 --> 00:04:33.500]  怕人口稀少,
[00:04:33.500 --> 00:04:36.500]  在那裡卻成了又大又強,
[00:04:36.500 --> 00:04:38.500]  人數有很多的國民,
[00:04:38.500 --> 00:04:40.500]  埃及人惡待我們,
[00:04:40.500 --> 00:04:42.500]  苦害我們,
[00:04:42.500 --> 00:04:45.500]  將苦功加在我們身上,
[00:04:45.500 --> 00:04:48.500]  於是我們哀求耶和華,
[00:04:48.500 --> 00:04:50.500]  我們列祖的神,
[00:04:50.500 --> 00:04:53.500]  耶和華聽見我們的聲音,
[00:04:53.500 --> 00:04:58.500]  看見我們所受的困苦、勞碌、欺壓,
[00:04:58.500 --> 00:05:02.500]  他就用大能的手和伸出來的蚌臂,
[00:05:02.500 --> 00:05:06.500]  並帶可畏的士與神的騎士,
[00:05:06.500 --> 00:05:08.500]  領我們出了埃及,
[00:05:08.500 --> 00:05:11.500]  將我們領進這地方,
[00:05:11.500 --> 00:05:15.500]  也借鳳華與墨之地賜給我們。
[00:05:15.500 --> 00:05:22.500]  耶和華願在我把你所賜給我們地上初屬的土產鳳鳥籠,
[00:05:22.500 --> 00:05:28.500]  隨後你要把康子放在耶和華你神面前,
[00:05:28.500 --> 00:05:31.500]  向耶和華你的神下拜。」
[00:05:31.500 --> 00:05:33.500]  然後當我們去到敬拜神的時候,
[00:05:33.500 --> 00:05:34.500]  要呈獻之前,
[00:05:34.500 --> 00:05:38.500]  他們要宣告過去的歷史,
[00:05:38.500 --> 00:05:41.500]  猶太人基本上每一年都至少要宣告一次,
[00:05:41.500 --> 00:05:43.500]  就好像崇拜恩時我們要認信,
[00:05:43.500 --> 00:05:46.500]  我們的信條是什麼我們會讀一次,
[00:05:46.500 --> 00:05:48.500]  為什麼會這樣呢?
[00:05:48.500 --> 00:05:51.500]  他說我們的祖先原本就是阿蘭,
[00:05:51.500 --> 00:05:54.500]  阿蘭和阿瑞是未必有關係的,
[00:05:54.500 --> 00:05:57.500]  我們考慮他是希伯來人,
[00:05:57.500 --> 00:05:58.500]  怎麼會是阿蘭人,
[00:05:58.500 --> 00:06:00.500]  一會兒我們會看,
[00:06:00.500 --> 00:06:03.500]  然後他說我們是一個將亡的阿蘭人,
[00:06:03.500 --> 00:06:05.500]  其實我們的先祖很少,
[00:06:05.500 --> 00:06:08.500]  但後來我們去到埃及成為大國,
[00:06:08.500 --> 00:06:12.500]  但我們又被埃及奴役迫害,
[00:06:12.500 --> 00:06:14.500]  但在這些苦困當中,
[00:06:14.500 --> 00:06:17.500]  我們的神用大能大力將我們拯救出來,
[00:06:17.500 --> 00:06:20.500]  雖然我們經過曠野流浪之地,
[00:06:20.500 --> 00:06:23.500]  但今天我們會去到這個流禮與物之地,
[00:06:23.500 --> 00:06:26.500]  我們要來感謝神,
[00:06:26.500 --> 00:06:31.500]  所以我們會將這個初熟的果子帶去呈獻,
[00:06:31.500 --> 00:06:35.500]  原來我們要去回想他們昔日的歷史,
[00:06:35.500 --> 00:06:37.500]  看到今天神的祝福,
[00:06:37.500 --> 00:06:42.500]  於是帶著一份感謝感恩喜悅的心,
[00:06:42.500 --> 00:06:43.500]  來到神的面前,
[00:06:43.500 --> 00:06:46.500]  將這些物品帶去呈獻,
[00:06:46.500 --> 00:06:50.500]  他們因而產生敬畏感謝的心,
[00:06:50.500 --> 00:06:52.500]  敬畏就是因為經歷到神的能力,
[00:06:52.500 --> 00:06:56.500]  可以將這麼強的埃及都讓祂致福,
[00:06:56.500 --> 00:06:58.500]  讓我們離開,
[00:06:58.500 --> 00:07:00.500]  神的能力是這麼大,
[00:07:00.500 --> 00:07:02.500]  感恩就是看到,
[00:07:02.500 --> 00:07:04.500]  我們現在進入到這麼好的地方,
[00:07:04.500 --> 00:07:07.500]  甚至我們栽種有這份修成,
[00:07:07.500 --> 00:07:10.500]  大家覺得自己不配,
[00:07:10.500 --> 00:07:11.500]  我們這麼卑微,
[00:07:11.500 --> 00:07:13.500]  但我們的神都這麼愛我們,
[00:07:13.500 --> 00:07:16.500]  所以我要向神獻上感恩,
[00:07:16.500 --> 00:07:20.500]  以色列人說自己的先祖是阿蘭人,
[00:07:20.500 --> 00:07:23.500]  我想大家看看究竟什麼叫阿蘭人,
[00:07:23.500 --> 00:07:28.500]  阿伯拉罕離開了本地本族父家,
[00:07:28.500 --> 00:07:34.500]  後來他很害怕自己的兒子娶了外邦人,
[00:07:34.500 --> 00:07:38.500]  於是在創世紀24章第4和第10節說,
[00:07:38.500 --> 00:07:42.500]  你回去我的祖家,
[00:07:42.500 --> 00:07:44.500]  回去我的鄉下地方,
[00:07:44.500 --> 00:07:49.500]  為我的兒子娶一個我們同鄉的人,
[00:07:49.500 --> 00:07:53.500]  於是這位吉卜人就回去鄉下,
[00:07:53.500 --> 00:07:56.500]  我們一起讀第25章第20節,
[00:07:56.500 --> 00:07:59.500]  就知道他的老家在哪裡,
[00:07:59.500 --> 00:08:01.500]  第25章第20節我們一起讀出來,
[00:08:01.500 --> 00:08:06.500]  以薩取利伯加為妻的時候正四十歲,
[00:08:06.500 --> 00:08:11.500]  利伯加是巴旦阿蘭地的阿蘭人,
[00:08:11.500 --> 00:08:13.500]  彼土利的女兒,
[00:08:13.500 --> 00:08:16.500]  是阿蘭人拉班的妹子,
[00:08:16.500 --> 00:08:21.500]  這裏就很清楚原來他們在以前最早期居住的地方,
[00:08:21.500 --> 00:08:23.500]  就是阿蘭這個地方,
[00:08:23.500 --> 00:08:27.500]  所以希伯來人他們說他們的祖先原來是阿蘭人,
[00:08:27.500 --> 00:08:29.500]  就是這個意思,
[00:08:29.500 --> 00:08:32.500]  我們是張王的阿蘭人是什麼意思呢?
[00:08:32.500 --> 00:08:35.500]  張王這個字原來就是漂流的意思,
[00:08:35.500 --> 00:08:40.500]  我們知道阿伯拉罕被神父召離開了本地本族父家,
[00:08:40.500 --> 00:08:43.500]  他們漂流在這個地方,
[00:08:43.500 --> 00:08:45.500]  特別他們的祖先就是雅各,
[00:08:45.500 --> 00:08:49.500]  大家記得雅各就騙了哥哥長子的名分,
[00:08:49.500 --> 00:08:52.500]  就怕哥哥來帶他去追殺他,
[00:08:52.500 --> 00:08:55.500]  所以他又要漂流無定,
[00:08:55.500 --> 00:08:58.500]  後來終於去到舅父的家,
[00:08:58.500 --> 00:09:02.500]  後來因為他們來帶他去居住的地方,
[00:09:02.500 --> 00:09:04.500]  因為饑荒的緣故,
[00:09:04.500 --> 00:09:05.500]  他們又去了哪裡?
[00:09:05.500 --> 00:09:07.500]  去了埃及,
[00:09:07.500 --> 00:09:11.500]  在埃及裏面聖經說他們原本只有七十人下去,
[00:09:11.500 --> 00:09:13.500]  但是他們生養眾多,
[00:09:13.500 --> 00:09:17.500]  很快就成為大國生命紀第十章二十二字,
[00:09:17.500 --> 00:09:21.500]  說到他們的人數多到好像天上的星一樣,
[00:09:21.500 --> 00:09:24.500]  正正就是因為這群人越來越多的時候,
[00:09:24.500 --> 00:09:27.500]  所以埃及人很不滿意他們,
[00:09:27.500 --> 00:09:32.500]  聖經裏面有三個形容詞來描繪他們,
[00:09:32.500 --> 00:09:34.500]  他們是怎樣呢?
[00:09:34.500 --> 00:09:36.500]  他們是被惡待,
[00:09:36.500 --> 00:09:39.500]  然後被他們苦害,
[00:09:39.500 --> 00:09:41.500]  要來做苦工,
[00:09:41.500 --> 00:09:44.500]  因為這個緣故他們受困苦,
[00:09:44.500 --> 00:09:47.500]  他們無路可往,
[00:09:47.500 --> 00:09:50.500]  甚至被欺壓被剝奪,
[00:09:50.500 --> 00:09:56.500]  但是神就用大能神蹟行奇事,
[00:09:56.500 --> 00:10:02.500]  使得埃及人終於放他們離開,
[00:10:02.500 --> 00:10:06.500]  所以他們去回顧他們過去的歷史,
[00:10:06.500 --> 00:10:08.500]  去感謝神,
[00:10:08.500 --> 00:10:10.500]  但是不只是回顧,
[00:10:10.500 --> 00:10:14.500]  他們還要看現在我們已經踏足在這個流瀨漁物之地,
[00:10:14.500 --> 00:10:17.500]  我們有自己可以安居之所,
[00:10:17.500 --> 00:10:21.500]  我們已經種了植物可以來呈獻,
[00:10:21.500 --> 00:10:26.500]  所以今天原來我們敬拜的時候需要去反思,
[00:10:26.500 --> 00:10:31.500]  當然我們的反思不只是追溯我們信主的日子,
[00:10:31.500 --> 00:10:34.500]  當然有些人可能剛剛信主很興奮,
[00:10:34.500 --> 00:10:36.500]  我為了寫這篇講宗再計一計,
[00:10:36.500 --> 00:10:38.500]  原來我信了耶穌多少年,
[00:10:38.500 --> 00:10:41.500]  原來今年是五十年,
[00:10:41.500 --> 00:10:45.500]  我是十分忌諱受信主,
[00:10:45.500 --> 00:10:47.500]  原來今年我信主五十年,
[00:10:47.500 --> 00:10:50.500]  如果我要想起五十年前我信主,
[00:10:50.500 --> 00:10:53.500]  而我還很興奮,
[00:10:53.500 --> 00:10:55.500]  我想我精神有些問題,
[00:10:55.500 --> 00:10:57.500]  已經五十年前了,
[00:10:57.500 --> 00:10:59.500]  當然我們要感恩,
[00:10:59.500 --> 00:11:03.500]  但是我們不可以只是去想五十年前,
[00:11:03.500 --> 00:11:08.500]  每一天都經歷著神很多的恩典和祝福,
[00:11:08.500 --> 00:11:10.500]  很奇妙,
[00:11:10.500 --> 00:11:14.500]  神就是為我們預備很多的東西,
[00:11:14.500 --> 00:11:18.500]  我每一天都會記下我要感恩的事,
[00:11:18.500 --> 00:11:20.500]  所以今天我們要敬拜之前,
[00:11:20.500 --> 00:11:21.500]  我們沒有安靜,
[00:11:21.500 --> 00:11:23.500]  我們來帶去反思,
[00:11:23.500 --> 00:11:27.500]  原來我們是不斷經歷著神的恩典,
[00:11:27.500 --> 00:11:29.500]  不只是我們的特救,
[00:11:29.500 --> 00:11:32.500]  於是我會來帶去呈獻,
[00:11:32.500 --> 00:11:35.500]  我們不斷來帶去經歷祝福的時候,
[00:11:35.500 --> 00:11:39.500]  我們愛的心自然會來帶去增長,
[00:11:39.500 --> 00:11:42.500]  在這裡更加要思想神是一個怎樣的神,
[00:11:42.500 --> 00:11:45.500]  神是一個守約斯慈愛的神,
[00:11:45.500 --> 00:11:47.500]  因為遠自阿伯拉罕的時候,
[00:11:47.500 --> 00:11:51.500]  神已經應許他們會得到這個地方,
[00:11:51.500 --> 00:11:53.500]  當我們來面對這個苦楚的時候,
[00:11:53.500 --> 00:11:55.500]  去看到神的大能,
[00:11:55.500 --> 00:12:00.500]  可以將強勁的埃及都要讓他們來折服,
[00:12:00.500 --> 00:12:03.500]  我們看到神是一個滿有恩典祝福的神,
[00:12:03.500 --> 00:12:05.500]  他們進到這個迦南地裡面,
[00:12:05.500 --> 00:12:07.500]  他們可以來帶去安居,
[00:12:07.500 --> 00:12:09.500]  他們可以栽種,
[00:12:09.500 --> 00:12:12.500]  現在呈現的就是初熟的果子,
[00:12:12.500 --> 00:12:14.500]  我們看到神是他們的盾派,
[00:12:14.500 --> 00:12:16.500]  是他們的施恩者,
[00:12:16.500 --> 00:12:18.500]  所以今天我們敬拜的時候,
[00:12:18.500 --> 00:12:21.500]  要思想神是一個怎樣的神,
[00:12:21.500 --> 00:12:23.500]  對我們有什麼關係,
[00:12:23.500 --> 00:12:25.500]  是很不同的,
[00:12:25.500 --> 00:12:27.500]  所以今天我們都要去留意,
[00:12:27.500 --> 00:12:31.500]  特別去強調神是可以令到埃及折服,
[00:12:31.500 --> 00:12:34.500]  有時候我們看到現今這個世代,
[00:12:34.500 --> 00:12:37.500]  很多國家可能是很強橫,
[00:12:37.500 --> 00:12:39.500]  令到我們很難受,
[00:12:39.500 --> 00:12:42.500]  但是有時候我很怕我們將我們的神縮到很小,
[00:12:42.500 --> 00:12:45.500]  我們的神就是我們個人的神,
[00:12:45.500 --> 00:12:47.500]  只是照顧我們的生活,
[00:12:47.500 --> 00:12:49.500]  或者我們的需要,
[00:12:49.500 --> 00:12:51.500]  我們的前途,
[00:12:51.500 --> 00:12:53.500]  我們忽略了我們的神是掌管歷史,
[00:12:53.500 --> 00:12:55.500]  是掌管一切,
[00:12:55.500 --> 00:12:57.500]  如果我們有這份體會的時候,
[00:12:57.500 --> 00:13:01.500]  就算面對今天一些惡的勢力,
[00:13:01.500 --> 00:13:04.500]  某些角度好像很強勁,
[00:13:04.500 --> 00:13:08.500]  但是我們知道在神的眼中都不值一問,
[00:13:08.500 --> 00:13:10.500]  神要他們滅就滅,
[00:13:10.500 --> 00:13:12.500]  神要他們興起就興起,
[00:13:12.500 --> 00:13:15.500]  於是我們的信心就可以超越了,
[00:13:15.500 --> 00:13:18.500]  現今我們所看到的灰暗的層面,
[00:13:18.500 --> 00:13:20.500]  所以神有幫助我們,
[00:13:20.500 --> 00:13:23.500]  所以今天我們敬拜需要這個元素,
[00:13:23.500 --> 00:13:27.500]  我們需要去反思神在我們身上的作為,
[00:13:27.500 --> 00:13:29.500]  以及思想神是怎樣,
[00:13:29.500 --> 00:13:31.500]  敬拜worship這個字是什麼呢?
[00:13:31.500 --> 00:13:35.500]  就是神值得我們去尊敬,
[00:13:35.500 --> 00:13:36.500]  worship,
[00:13:36.500 --> 00:13:39.500]  今天我們就要將我們的焦點放在神的裡面,
[00:13:39.500 --> 00:13:43.500]  所以為什麼我們崇拜的過程裡面,
[00:13:43.500 --> 00:13:44.500]  不只是聽一堂道,
[00:13:44.500 --> 00:13:46.500]  我們要唱詩,
[00:13:46.500 --> 00:13:49.500]  剛才大家唱的那些詩歌都很令我感動,
[00:13:49.500 --> 00:13:53.500]  我們去讚美感謝我們的神,
[00:13:53.500 --> 00:13:57.500]  我們宣告神是怎樣去賜福我們,
[00:13:57.500 --> 00:13:59.500]  神是掌管一切,
[00:13:59.500 --> 00:14:03.500]  以致預備我們的心靈去領受神的話,
[00:14:03.500 --> 00:14:05.500]  所以求神有幫助我們,
[00:14:05.500 --> 00:14:09.500]  如果我們很遲才唱歌的時候,
[00:14:09.500 --> 00:14:14.500]  我們根本就沒有時間安靜在神面前來反思,
[00:14:14.500 --> 00:14:17.500]  就讓我們對神有這份尊敬,
[00:14:17.500 --> 00:14:21.500]  第三方面,他們去敬拜神的時候,
[00:14:21.500 --> 00:14:23.500]  是先修後獻,
[00:14:23.500 --> 00:14:25.500]  其實任何一個宗教,
[00:14:25.500 --> 00:14:27.500]  不只是基督教,
[00:14:27.500 --> 00:14:29.500]  他們去朝拜神的時候,
[00:14:29.500 --> 00:14:32.500]  他們都有一些供品來帶給神,
[00:14:32.500 --> 00:14:36.500]  甚至有時候他們是很認真地去預備這些供品,
[00:14:36.500 --> 00:14:37.500]  不是隨手拿來的,
[00:14:37.500 --> 00:14:39.500]  要好好的來鋪排,
[00:14:39.500 --> 00:14:40.500]  擺得很好,
[00:14:40.500 --> 00:14:41.500]  來呈獻,
[00:14:41.500 --> 00:14:44.500]  絕對不是萬不驚心,
[00:14:44.500 --> 00:14:47.500]  孖孖呼呼求求祈祈,
[00:14:47.500 --> 00:14:49.500]  有時候我都很害怕,
[00:14:49.500 --> 00:14:52.500]  我們忘記了呈獻的意義,
[00:14:52.500 --> 00:14:54.500]  我十三歲開始,
[00:14:54.500 --> 00:14:56.500]  就去教會,
[00:14:56.500 --> 00:14:58.500]  這個時候,
[00:14:58.500 --> 00:15:00.500]  大家就數到我多少歲了,
[00:15:00.500 --> 00:15:02.500]  這個時候,
[00:15:02.500 --> 00:15:03.500]  好了,
[00:15:03.500 --> 00:15:05.500]  當奉獻的時候,
[00:15:05.500 --> 00:15:06.500]  當崇拜的時候,
[00:15:06.500 --> 00:15:09.500]  我是遵照聖經的教導的,
[00:15:09.500 --> 00:15:11.500]  聖經說到當你行善的時候,
[00:15:11.500 --> 00:15:13.500]  左手不要叫右手知道,
[00:15:13.500 --> 00:15:16.500]  我們那個年代很流行用錢包,
[00:15:16.500 --> 00:15:18.500]  把錢放在褲袋裡,
[00:15:18.500 --> 00:15:20.500]  我就會立刻伸手去,
[00:15:20.500 --> 00:15:22.500]  快要把錢包傳過來的時候,
[00:15:22.500 --> 00:15:25.500]  把紙幣甩開,
[00:15:25.500 --> 00:15:27.500]  把大的錢幣甩開,
[00:15:27.500 --> 00:15:29.500]  隨便拿幾個小的錢幣,
[00:15:29.500 --> 00:15:31.500]  我真的不會數的,
[00:15:31.500 --> 00:15:33.500]  因為我不知道自己已經奉獻了多少,
[00:15:33.500 --> 00:15:35.500]  不過一定不是很多,
[00:15:35.500 --> 00:15:37.500]  然後奉獻袋傳過來的時候,
[00:15:37.500 --> 00:15:38.500]  就扔進去,
[00:15:38.500 --> 00:15:40.500]  但是又發覺原來有時候扔進去的聲音,
[00:15:40.500 --> 00:15:41.500]  大家是聽得出來的,
[00:15:41.500 --> 00:15:43.500]  是大的聲音還是小的聲音,
[00:15:43.500 --> 00:15:45.500]  所以我就用兩種方法,
[00:15:45.500 --> 00:15:47.500]  一種就是輕輕扔進去,
[00:15:47.500 --> 00:15:49.500]  然後輕輕放下,
[00:15:49.500 --> 00:15:50.500]  是沒有聲音,
[00:15:50.500 --> 00:15:51.500]  別人以為我扔紙幣,
[00:15:51.500 --> 00:15:53.500]  要不就一手插進去扭一扭,
[00:15:53.500 --> 00:15:56.500]  嘩,好像很多這樣,
[00:15:56.500 --> 00:15:59.500]  這個是我十幾歲的時候,
[00:15:59.500 --> 00:16:00.500]  還沒有很明白,
[00:16:00.500 --> 00:16:02.500]  那個呈獻的意義,
[00:16:02.500 --> 00:16:03.500]  我的意思是,
[00:16:03.500 --> 00:16:04.500]  有時候我們都會這樣,
[00:16:04.500 --> 00:16:05.500]  傳到來的時候,
[00:16:05.500 --> 00:16:06.500]  隨便拿一點,
[00:16:06.500 --> 00:16:10.500]  我們是沒有預先的理解去準備,
[00:16:10.500 --> 00:16:11.500]  但是你有沒有留意到,
[00:16:11.500 --> 00:16:13.500]  他們是要預先好好地準備,
[00:16:13.500 --> 00:16:17.500]  他們的供品是要排列得很好的,
[00:16:17.500 --> 00:16:19.500]  絕對不是馬虎的,
[00:16:19.500 --> 00:16:21.500]  事後你留意到,
[00:16:21.500 --> 00:16:23.500]  神不是要他們沒有,
[00:16:23.500 --> 00:16:24.500]  都要交上,
[00:16:24.500 --> 00:16:27.500]  是他們進去居住,
[00:16:27.500 --> 00:16:28.500]  他們有種植了,
[00:16:28.500 --> 00:16:30.500]  他們是有修成了,
[00:16:30.500 --> 00:16:32.500]  然後將修成裡面,
[00:16:32.500 --> 00:16:34.500]  即是將初熟的果子,
[00:16:34.500 --> 00:16:36.500]  拿出來來呈獻給神,
[00:16:36.500 --> 00:16:38.500]  如果沒有修成的時候,
[00:16:38.500 --> 00:16:41.500]  是不需要呈獻的,
[00:16:41.500 --> 00:16:43.500]  我們的神不是強橫無理,
[00:16:43.500 --> 00:16:46.500]  沒有都要我們李大爺去交出來,
[00:16:46.500 --> 00:16:47.500]  絕對不是,
[00:16:47.500 --> 00:16:49.500]  是我們擁有了之後,
[00:16:49.500 --> 00:16:51.500]  然後才去呈獻,
[00:16:51.500 --> 00:16:52.500]  初熟的果子,
[00:16:52.500 --> 00:16:55.500]  就包括了五穀類的食物,
[00:16:55.500 --> 00:16:57.500]  新酒,油和蜜,
[00:16:57.500 --> 00:17:00.500]  或者一些田地的土產,
[00:17:00.500 --> 00:17:03.500]  或者樹上的果子,
[00:17:03.500 --> 00:17:05.500]  其實獻上初熟的果子,
[00:17:05.500 --> 00:17:08.500]  背後的意義是什麼呢?
[00:17:08.500 --> 00:17:11.500]  就是一切都是神所擁有的,
[00:17:11.500 --> 00:17:14.500]  由一家之主,
[00:17:14.500 --> 00:17:18.500]  將這些貢品交給祭司,
[00:17:18.500 --> 00:17:22.500]  然後祭司代表他們去呈獻給神,
[00:17:22.500 --> 00:17:25.500]  這個是初熟的果子,
[00:17:25.500 --> 00:17:26.500]  是很寶貴的,
[00:17:26.500 --> 00:17:29.500]  但是我們從另一個角度去看,
[00:17:29.500 --> 00:17:31.500]  頭生的,
[00:17:31.500 --> 00:17:32.500]  聖經說到,
[00:17:32.500 --> 00:17:34.500]  第一個生出來的十分仔,
[00:17:34.500 --> 00:17:35.500]  是很被重視的,
[00:17:35.500 --> 00:17:36.500]  為什麼呢?
[00:17:36.500 --> 00:17:41.500]  因為是父母壯年的時候所生的,
[00:17:41.500 --> 00:17:43.500]  但是在現實生活裡面,
[00:17:43.500 --> 00:17:44.500]  大家想一想,
[00:17:44.500 --> 00:17:46.500]  頭生的未必有好處的,
[00:17:46.500 --> 00:17:47.500]  是不是?
[00:17:47.500 --> 00:17:48.500]  哪些是大家姐,
[00:17:48.500 --> 00:17:49.500]  大哥哥的,
[00:17:49.500 --> 00:17:52.500]  請你舉手,
[00:17:52.500 --> 00:17:53.500]  不是很多,
[00:17:53.500 --> 00:17:54.500]  好了,
