
[00:00:00.000 --> 00:00:05.160]  很高興再次能夠在當中和大家分享聖經堡的說話
[00:01:59.600 --> 00:02:02.760]  不是 教會不是說地方
[00:02:02.760 --> 00:02:04.880]  教會應該是說一個人
[00:02:04.880 --> 00:02:06.840]  如果從整個聖經裏面
[00:02:06.840 --> 00:02:10.600]  一直對教會這個字是說一個群體
[00:02:10.600 --> 00:02:14.400]  換言之不是說地方 是一個群體
[00:02:14.400 --> 00:02:16.360]  人與人之間相處
[00:02:16.360 --> 00:02:19.920]  就是一個群體的所在地方
[00:02:19.920 --> 00:02:22.840]  群體相處的時候
[00:02:22.840 --> 00:02:27.400]  要實踐彼此相愛的確不容易
[00:02:27.400 --> 00:02:29.000]  特別今日的教會
[00:02:29.000 --> 00:02:31.160]  我們看到很多的實況的時候
[00:02:31.160 --> 00:02:35.360]  都讓我們開始更加來到慎重的去思考
[00:02:35.360 --> 00:02:38.360]  我們怎樣來到去實踐真理
[00:02:38.360 --> 00:02:40.040]  而今日在這段經文裏面
[00:02:40.040 --> 00:02:43.920]  正正都是給我們一個很有意思的去思考
[00:02:43.920 --> 00:02:48.760]  保羅在來到去教導提摩太或者勉勵提摩太的時候
[00:02:48.760 --> 00:02:56.120]  他同樣去處理一個很重要的教會裏面內部的一些事情
[00:02:56.120 --> 00:03:02.640]  經文的第17節開始裏面就說了一個很重要的一個訊息
[00:03:02.640 --> 00:03:05.560]  重要的訊息其實重要在哪裏呢
[00:03:05.560 --> 00:03:09.920]  就是在講長老的問題
[00:03:09.920 --> 00:03:12.000]  在整個的列段落裏面
[00:03:12.000 --> 00:03:15.840]  其實如果我們細心從頭到尾去理解的時候
[00:03:15.840 --> 00:03:20.120]  我們看到的就是這個關於長老的事情
[00:03:20.120 --> 00:03:24.920]  整個17節至到6章的2節和長老有關
[00:03:24.920 --> 00:03:27.240]  而有意思的就是我們在想
[00:03:27.240 --> 00:03:30.240]  連接著在前面第5章討論的
[00:03:30.240 --> 00:03:33.080]  就是關於保羅怎樣來到去教導提摩太
[00:03:33.080 --> 00:03:37.960]  提醒他在對待教會裏面不同的群體的需要
[00:03:37.960 --> 00:03:42.200]  而本段落的焦點就放在長老身上
[00:03:42.200 --> 00:03:46.080]  前面就講了寡婦啊 有些所謂的弱勢社群
[00:03:46.080 --> 00:03:49.720]  現在來到這個長老 這些領袖級的
[00:03:49.720 --> 00:03:52.880]  17節開始就為長老的即時定位
[00:03:52.880 --> 00:03:57.360]  去告訴頂智媒聽 告訴讀者的你和我知道
[00:03:57.360 --> 00:04:01.160]  這個長老是一個受重視的即時
[00:04:01.160 --> 00:04:06.200]  長老的能力品格在教會當中的角色是值得教會尊重
[00:04:06.200 --> 00:04:08.960]  就是值得我們這班群體尊重的
[00:04:08.960 --> 00:04:15.160]  他有這個即時在當中 有他的重要性在當中
[00:04:15.160 --> 00:04:19.400]  然後18節裏面保羅就引用了生命記的公平原則
[00:04:19.400 --> 00:04:23.120]  來提醒提摩太
[00:04:23.120 --> 00:04:26.280]  而且不單止生命記的公平原則
[00:04:26.280 --> 00:04:32.160]  更加有路加夫林裏面關於耶穌提到要照顧侍奉者的教導
[00:04:32.160 --> 00:04:35.360]  公人不公之是應得的
[00:04:35.360 --> 00:04:39.360]  剛才18節裏面那個牛在喘咕的時候 不可攏住他的嘴
[00:04:39.360 --> 00:04:41.200]  是生命記的教導
[00:04:41.200 --> 00:04:46.960]  公人不公之是路加夫林裏面的記載
[00:04:46.960 --> 00:04:50.320]  在這兩節經文裏面 第17 18節裏面
[00:04:50.320 --> 00:04:56.080]  在這個翻譯上面就用了一個第17節的敬奉這個字
[00:04:56.080 --> 00:05:00.880]  事實上保羅所強調的不是單單是錢的問題
[00:05:00.880 --> 00:05:03.680]  因為敬奉這個字的希臘文的原文
[00:05:03.680 --> 00:05:09.360]  有尊重、尊敬和報酬的兩個用法
[00:05:09.360 --> 00:05:14.880]  保羅強調對待長老應有的態度是尊重
[00:05:14.880 --> 00:05:18.400]  換言之 反過來這樣說
[00:05:18.400 --> 00:05:21.760]  長老都需要自己自重
[00:05:21.760 --> 00:05:24.080]  如果長老犯罪是怎樣呢?
[00:05:24.080 --> 00:05:26.240]  有沒有特權呢?
[00:05:26.240 --> 00:05:30.240]  在保羅的教導當中 沒有
[00:05:30.240 --> 00:05:32.480]  保羅再次引用生命記的原則
[00:05:32.480 --> 00:05:36.480]  處理長老犯罪和其他人一視同仁
[00:05:36.480 --> 00:05:39.520]  第19節裏面講了 有控告長老的案件
[00:05:39.520 --> 00:05:43.520]  非有兩三個證人就不要受理
[00:05:43.520 --> 00:05:51.840]  17、18、19節很清楚、很明白的表達了
[00:05:51.840 --> 00:05:57.200]  處理長老、對待長老要按照著律法去做
[00:05:57.200 --> 00:06:03.760]  而且在他犯錯的時候要一視同仁、公平、公正
[00:06:03.760 --> 00:06:11.600]  但是也要帶著對這個即時的敬重
[00:06:11.600 --> 00:06:14.160]  很容易做
[00:06:14.160 --> 00:06:22.000]  但是當中也都存在著很多很多的挑戰在當中
[00:06:22.000 --> 00:06:25.920]  保羅對於這個對待長老裏面
[00:06:25.920 --> 00:06:29.120]  他更加提醒提摩太
[00:06:29.120 --> 00:06:31.120]  在20至21節裏面
[00:06:31.120 --> 00:06:34.880]  他用了一個很特別的轉折方式
[00:06:34.880 --> 00:06:41.680]  對待長老的指控的時候 他用了就是說
[00:06:41.680 --> 00:06:44.880]  我們先來看17至19節
[00:06:44.880 --> 00:06:47.440]  在這裏他講了這個對待長老的原則
[00:06:47.440 --> 00:06:51.360]  是按照律法而行 是公平、公正的
[00:06:51.360 --> 00:06:54.640]  然後進到這個20至21節裏面
[00:06:54.640 --> 00:06:58.480]  他再次提醒提摩太
[00:06:58.480 --> 00:07:05.760]  繼續犯罪的人要在眾人面前責備他
[00:07:05.760 --> 00:07:07.920]  我們留意犯罪的人這個主角
[00:07:07.920 --> 00:07:11.920]  是緊接著在前面指控長老的事件裏面
[00:07:11.920 --> 00:07:14.960]  換言之很明顯這個犯罪的人
[00:07:14.960 --> 00:07:18.960]  和這個長老的即時有一定的聯繫
[00:07:18.960 --> 00:07:23.200]  當然這裏並不是在講長老的犯罪的處理
[00:07:23.200 --> 00:07:26.560]  而是關於長老如果犯罪是怎麼算呢
[00:07:26.560 --> 00:07:30.480]  是在討論可能在對待長老事件上的衝突
[00:07:30.480 --> 00:07:32.160]  可能有不同的意見
[00:07:32.160 --> 00:07:34.560]  有沒有機會出現這種偏私
[00:07:34.560 --> 00:07:36.640]  任人唯親的情況呢
[00:07:36.640 --> 00:07:38.400]  本來是在這裏去澄清
[00:07:38.400 --> 00:07:43.200]  或者要提摩太好好去謹慎去處理這件事
[00:07:43.200 --> 00:07:44.960]  所以他就在21節裏面講了
[00:07:44.960 --> 00:07:49.120]  不可以全成見 不可以偏私
[00:07:49.120 --> 00:07:53.680]  明顯的他是要避免因為特權利益
[00:07:53.680 --> 00:07:57.440]  而出現了處理得不公正不公平
[00:07:57.440 --> 00:08:00.560]  而且更加要求提摩太要公開的
[00:08:00.560 --> 00:08:03.120]  去責備犯罪的人
[00:08:03.120 --> 00:08:05.440]  即使長老犯罪
[00:08:05.440 --> 00:08:08.560]  或者更加明顯的就是提到
[00:08:08.560 --> 00:08:11.360]  長老犯罪更加要公開的
[00:08:11.360 --> 00:08:14.400]  明顯的嚴厲的去責備他
[00:08:14.400 --> 00:08:17.120]  要不留情面的 為什麼
[00:08:17.120 --> 00:08:22.080]  你既然在這個位置受人敬重
[00:08:22.080 --> 00:08:23.840]  自重就很重要
[00:08:23.840 --> 00:08:26.240]  如果你不自重
[00:08:26.240 --> 00:08:30.240]  換來的就是很嚴重的一個很好的後果
[00:08:30.240 --> 00:08:31.920]  很嚴重的後果
[00:08:31.920 --> 00:08:34.160]  你要好好去反省
[00:08:34.160 --> 00:08:39.760]  保羅很鄭重的去提醒這個原則
[00:08:39.760 --> 00:08:43.920]  在21節裏面用了一個很特別的形容
[00:08:43.920 --> 00:08:48.160]  來強調這個鄭重 這個原則的重要性
[00:08:48.160 --> 00:08:53.120]  他說 我在神基督 耶穌和夢簡選的天使面前祝福
[00:08:53.120 --> 00:08:57.200]  你要遵守這三個的形容
[00:08:57.200 --> 00:09:00.720]  在神基督 耶穌和夢簡選的天使
[00:09:00.720 --> 00:09:02.400]  這三個的遺訓當中
[00:09:02.400 --> 00:09:07.440]  都是充滿了神聖的一個地位
[00:09:07.440 --> 00:09:11.280]  保羅用這樣的一個形容
[00:09:11.280 --> 00:09:14.320]  來去強調這個原則的重要性
[00:09:14.320 --> 00:09:22.160]  同樣反映了上帝對教會領袖的要求很嚴謹
[00:09:22.160 --> 00:09:25.920]  犯罪的時候沒有妥協的餘地
[00:09:25.920 --> 00:09:28.240]  這個在牧羊上面
[00:09:28.240 --> 00:09:32.240]  對教會是一個很重要的原則
[00:09:32.240 --> 00:09:39.760]  是避免了很多很多衝突的原則
[00:09:39.760 --> 00:09:43.440]  而更加去讓我們更加好好去留心
[00:09:43.440 --> 00:09:45.120]  我們今天的判斷
[00:09:45.120 --> 00:09:48.560]  我們怎樣去對身邊的人
[00:09:48.560 --> 00:09:52.160]  我們的原則有沒有堅持下來呢?
[00:09:52.160 --> 00:09:57.040]  怎樣去按照著律法來做 是很重要的
[00:09:57.040 --> 00:10:01.760]  而進一步來說 在提摩泰的教訓當中
[00:10:01.760 --> 00:10:04.240]  保羅也都用了任命長老的事
[00:10:04.240 --> 00:10:07.040]  來去強調祂的祝福的重要性
[00:10:07.040 --> 00:10:08.800]  他說 作為教會的牧者
[00:10:08.800 --> 00:10:11.040]  保羅給提摩泰一個很嚴厲的要求
[00:10:11.040 --> 00:10:13.680]  要處事謹慎
[00:10:13.680 --> 00:10:16.080]  要小心來去做判斷
[00:10:16.080 --> 00:10:18.480]  要按照律法來處理
[00:10:18.480 --> 00:10:19.680]  要冷靜
[00:10:19.680 --> 00:10:25.840]  不可以給感情、給關係來去左右來去判斷
[00:10:25.840 --> 00:10:29.040]  長老這個職事很重要
[00:10:29.040 --> 00:10:32.160]  因為祂在教導整個群體
[00:10:32.160 --> 00:10:35.440]  祂在教導身邊的人
[00:10:35.440 --> 00:10:40.400]  任命一個長老不是一件簡單的事
[00:10:40.400 --> 00:10:43.360]  長老在今天的教會制度裡面來說
[00:10:43.360 --> 00:10:48.160]  可能有不同的宗派 有不同的位置
[00:10:48.160 --> 00:10:51.600]  基本上來說 長老就是教會的領袖
[00:10:51.600 --> 00:10:59.120]  用我們屈福堂的結構制度來說
[00:10:59.120 --> 00:11:01.600]  長老可能就是那些質試
[00:11:01.600 --> 00:11:03.280]  甚至乎某一個意義來說
[00:11:03.280 --> 00:11:06.640]  我們再退一步來說 你有教導的恩賜的話
[00:11:06.640 --> 00:11:08.960]  那些可能就是你的導師
[00:11:08.960 --> 00:11:10.560]  主教學的導師
[00:11:10.560 --> 00:11:15.680]  就是說你在享受教導聖經的時候
[00:11:15.680 --> 00:11:20.240]  你是在用上帝賦予你的權威
[00:11:20.240 --> 00:11:24.720]  來去教導、引導頂子妹
[00:11:24.720 --> 00:11:27.760]  可想而知那個重要性在哪裡
[00:11:27.760 --> 00:11:29.840]  為什麼保羅用了這個強調
[00:11:29.840 --> 00:11:34.720]  他說 在神、基督、耶穌和夢揀選天使面前
[00:11:34.720 --> 00:11:37.840]  要祝福你遵守這些話
[00:11:37.840 --> 00:11:43.600]  這個重要在於作為這個職事的人
[00:11:43.600 --> 00:11:48.560]  他所有的責任在當中
[00:11:48.560 --> 00:11:54.960]  他負有這個使命任務去教導頂子妹
[00:11:54.960 --> 00:11:58.720]  所以要揀選一個合適的人
[00:11:58.720 --> 00:12:03.520]  對保羅來說是非常之重要
[00:12:03.520 --> 00:12:07.360]  他提醒提摩泰不要心急
[00:12:07.360 --> 00:12:13.760]  不要因為關係而錯過了對人的觀察
[00:12:13.760 --> 00:12:16.960]  對人的審核
[00:12:16.960 --> 00:12:21.200]  要避免因為一些細微的地方
[00:12:21.200 --> 00:12:26.880]  而令自己都陷於一個很危險的地方
[00:12:26.880 --> 00:12:32.000]  因為長老是一個非常之重要的職位
[00:12:32.000 --> 00:12:37.440]  我們先來總結一下整個段落
[00:12:37.440 --> 00:12:39.440]  由17節到22節裡面
[00:12:39.440 --> 00:12:43.920]  明顯的就是提摩泰在牧羊上面
[00:12:43.920 --> 00:12:47.040]  如何處理關於長老的事
[00:12:47.040 --> 00:12:51.040]  但是從整個論述當中
[00:12:51.040 --> 00:12:54.080]  我們又可以從智慧行間裡面察覺到
[00:12:54.080 --> 00:12:58.160]  原來教會可能出現了衝突的事件
[00:12:58.160 --> 00:13:00.720]  可能是和長老有關的事件
[00:13:00.720 --> 00:13:05.120]  因為在這裡當中提到一個指控的事
[00:13:05.120 --> 00:13:06.720]  縱觀這幾句話
[00:13:06.720 --> 00:13:13.280]  看來保羅為提摩泰設下了處理這件事的原則
[00:13:13.280 --> 00:13:16.480]  如何處理似乎都很簡單
[00:13:16.480 --> 00:13:18.400]  按律法做就可以了
[00:13:18.400 --> 00:13:22.640]  有原則有規矩沒問題很容易
[00:13:22.640 --> 00:13:29.280]  我認為應該處理這個長老應該不是難題
[00:13:29.280 --> 00:13:32.480]  他值得給的對待我給他
[00:13:32.480 --> 00:13:36.160]  他值得受的懲罰我更加會給他
[00:13:36.160 --> 00:13:39.520]  公平公正公開
[00:13:39.520 --> 00:13:40.720]  應該轉話題了
[00:13:40.720 --> 00:13:42.720]  所以第23節來說
[00:13:42.720 --> 00:13:45.280]  保羅就轉去問候提摩泰了
[00:13:45.280 --> 00:13:47.760]  關心他健康
[00:13:47.760 --> 00:13:48.800]  合情合理
[00:13:48.800 --> 00:13:49.920]  說完這件事
[00:13:49.920 --> 00:13:51.760]  教訓完這些原則性的東西
[00:13:51.760 --> 00:13:53.280]  再講多一句
[00:13:53.280 --> 00:13:55.920]  不過特別的地方就是23節
[00:13:55.920 --> 00:13:57.120]  講一句那麼多
[00:13:57.120 --> 00:13:58.880]  似乎我無頭無尾
[00:13:58.880 --> 00:14:01.680]  他說為了你的胃有腸患病
[00:14:01.680 --> 00:14:05.280]  不要只喝水要喝點酒
[00:14:05.280 --> 00:14:06.080]  講完了
[00:14:06.080 --> 00:14:12.240]  如果他繼續來討論其他關於關心愛護的事情
[00:14:12.240 --> 00:14:14.320]  這段經文就來得很自然順暢
[00:14:14.320 --> 00:14:26.880]  不過24站5節裏面他又講到罪的問題
[00:14:26.880 --> 00:14:30.720]  所以23節在悉經很多學者來說
[00:14:30.720 --> 00:14:35.200]  就覺得這是一個難解的經文
[00:14:35.200 --> 00:14:39.200]  因為它出現得有少少突如其來
[00:14:39.200 --> 00:14:41.840]  其實如果你將23節抽起的話
[00:14:41.840 --> 00:14:44.400]  不放在當中也沒有問題
[00:14:44.400 --> 00:14:45.680]  因為很順暢
[00:14:45.680 --> 00:14:49.440]  因為第24-25節都是在討論這件事
[00:14:49.440 --> 00:14:52.560]  所以23節有什麼特別的意義
[00:14:52.560 --> 00:14:53.920]  我暫時不講
[00:14:53.920 --> 00:14:58.320]  我們繼續看看24-25節他怎樣講
[00:14:58.320 --> 00:15:01.680]  24-25節同樣提到罪的問題
[00:15:01.680 --> 00:15:04.080]  但同樣也提到善行
[00:15:04.080 --> 00:15:07.360]  善和惡都不會被長期隱藏
[00:15:07.360 --> 00:15:09.440]  最終都會被揭露
[00:15:09.440 --> 00:15:13.040]  是24-25節裏面同樣所討論的事情
[00:15:13.040 --> 00:15:17.920]  這個道理背後的用意是提醒提摩提什麼呢
[00:15:17.920 --> 00:15:21.280]  你要耐性些 耐心些去觀察
[00:15:21.280 --> 00:15:26.480]  然後你慢慢就會越來越清楚整件事情的實況
[00:15:26.480 --> 00:15:28.400]  在這裏有一句很有意思的話
[00:15:28.400 --> 00:15:31.680]  有些人的罪是隨後跟來
[00:15:31.680 --> 00:15:35.280]  由第25節的意思去理解這句話
[00:15:35.280 --> 00:15:40.800]  這個就是說那些事情慢慢慢慢都會出來
[00:15:40.800 --> 00:15:46.080]  誰是惡的他總會被揭露出來
[00:15:46.080 --> 00:15:53.920]  所以很明顯24-25節是繼續接續關於長老的衝突事件
[00:15:53.920 --> 00:15:59.360]  只不過我們細心去講的就是前面17-22節
[00:15:59.360 --> 00:16:00.880]  是在講一些原則
[00:16:00.880 --> 00:16:03.440]  怎樣按照律法處理的原則
[00:16:03.440 --> 00:16:06.160]  而24-25節就提到你處理的時候
[00:16:06.160 --> 00:16:09.200]  你帶著什麼態度去處理
[00:16:09.200 --> 00:16:11.280]  要耐性 要有信心
[00:16:11.280 --> 00:16:14.080]  很有意義 很有鼓勵性
[00:16:14.080 --> 00:16:17.680]  按道理來到這裏加上這句話都應該完
[00:16:17.680 --> 00:16:22.000]  如果這個時候駁上去23節就文安是不是又很好呢
[00:16:22.000 --> 00:16:25.520]  不過又不是
[00:16:25.520 --> 00:16:30.240]  我們再看下去整個的佈局
[00:16:30.240 --> 00:16:34.240]  由17-24-25節裏面都看到其實
[00:16:34.240 --> 00:16:36.800]  前面講原則 跟著就講耐性
[00:16:36.800 --> 00:16:39.520]  你要按照律法去做事
[00:16:39.520 --> 00:16:43.680]  對待事情不要徇私 公平公正
[00:16:43.680 --> 00:16:47.200]  還要有耐性 有些事情是要等的
[00:16:47.200 --> 00:16:52.160]  總有一天你會找得很清楚
[00:16:52.160 --> 00:16:58.960]  第6章又有些很奇特的地方
[00:16:58.960 --> 00:17:01.280]  第6章裏面1-2節裏面
[00:17:01.280 --> 00:17:06.240]  竟然講了傭人或者奴隸和主人的關係
[00:17:06.240 --> 00:17:07.760]  你留意一下在當中裏面
[00:17:07.760 --> 00:17:12.720]  6章的1節裏面的一個很重要的一個字
[00:17:12.720 --> 00:17:14.400]  就是尊敬
[00:17:14.400 --> 00:17:17.040]  這個尊敬在什麼情況下講呢
[00:17:17.040 --> 00:17:19.120]  他說「凡負扼作奴隸的
[00:17:19.120 --> 00:17:25.120]  要認為自己的主人配受各樣的尊敬」
[00:17:25.120 --> 00:17:27.440]  留意這句句子的陳述
[00:17:27.440 --> 00:17:32.880]  「要認為自己的主人配受各樣的尊敬」
[00:17:32.880 --> 00:17:34.320]  都是講尊敬
[00:17:34.320 --> 00:17:39.280]  剛才我講過第17節裏面的敬奉這個字
[00:17:39.280 --> 00:17:41.440]  背後都有尊敬的含義
[00:17:41.440 --> 00:17:46.400]  如果我們以一個所謂拉比寫作的風格來講
[00:17:46.400 --> 00:17:49.680]  前面那個敬奉或者尊敬
[00:17:49.680 --> 00:17:53.200]  跟後面這個尊敬都同一個字的時候
[00:17:53.200 --> 00:17:56.000]  就反映了他想講同一個意思
[00:17:56.000 --> 00:17:58.000]  17節講的是同樣的意思
[00:17:58.000 --> 00:18:00.000]  第1節裏面講的是同樣的意思
[00:18:00.000 --> 00:18:06.000]  兩個人際關係的衝突同樣都是有一定的意義
[00:18:06.000 --> 00:18:10.080]  現在本來借著奴隸和主人之間的事
[00:18:10.080 --> 00:18:12.080]  來講這個衝突
[00:18:12.080 --> 00:18:13.440]  是什麼衝突呢
[00:18:13.440 --> 00:18:16.080]  「認為主人配受各樣的尊敬」
[00:18:16.080 --> 00:18:17.840]  反過來講就是說
[00:18:17.840 --> 00:18:24.880]  有些時候奴隸不認為要尊重主人
[00:18:24.880 --> 00:18:27.200]  行嗎
[00:18:27.200 --> 00:18:30.320]  可以嗎
[00:18:30.320 --> 00:18:32.880]  是不是真的
[00:18:32.880 --> 00:18:34.000]  當然可以
[00:18:34.000 --> 00:18:35.520]  你想清楚
[00:18:35.520 --> 00:18:36.800]  你打工的時候
[00:18:36.800 --> 00:18:41.600]  你是不是對你的老闆必恭必敬
[00:18:41.600 --> 00:18:43.840]  他說什麼你做什麼
[00:18:43.840 --> 00:18:44.800]  非常之信服
[00:18:44.800 --> 00:18:46.880]  心悅誠服那種呢
[00:18:46.880 --> 00:18:48.560]  未必
[00:18:48.560 --> 00:18:54.960]  所以其實有時候奴隸是可以明的暗的
[00:18:54.960 --> 00:18:59.600]  都可以表達出對主人是一個什麼態度
[00:18:59.600 --> 00:19:01.520]  六章2節裏面
[00:19:01.520 --> 00:19:05.280]  盧保羅進一步提醒教會裏面作奴隸的弟兄
[00:19:05.280 --> 00:19:09.040]  要尊重家中的主內弟兄
[00:19:09.040 --> 00:19:12.400]  這個主人來的
[00:19:12.400 --> 00:19:16.400]  教會裏面因為主的恩典
[00:19:16.400 --> 00:19:22.240]  竟然會造成這種不尊重
[00:19:22.240 --> 00:19:24.240]  我們的觀念
[00:19:24.240 --> 00:19:26.800]  我們的想法
[00:19:26.800 --> 00:19:29.440]  我們的感受
[00:19:29.440 --> 00:19:33.120]  會因為環境轉變了
[00:19:33.120 --> 00:19:36.880]  或者因為我們人與人之間的相處
[00:19:36.880 --> 00:19:41.600]  會因為關係階級來轉變
[00:19:41.600 --> 00:19:46.240]  或者背後有更多我們對自己的看法
[00:19:46.240 --> 00:19:50.720]  對自己的形象形成的過程裏面
[00:19:50.720 --> 00:19:53.040]  有沒有一些不足的地方呢
[00:19:53.040 --> 00:19:54.560]  尊重
[00:19:54.560 --> 00:20:03.920]  尊重我們背後對於整個秩序的服從
[00:20:03.920 --> 00:20:07.600]  有意思的就是在這個秩序當中
[00:20:07.600 --> 00:20:09.040]  如果我們從聖經來講
[00:20:09.040 --> 00:20:11.040]  這個秩序的重要性
[00:20:11.040 --> 00:20:12.880]  無論從創世紀
[00:20:12.880 --> 00:20:17.600]  從整個舊約的文化當中
[00:20:17.600 --> 00:20:19.760]  我們看到秩序的重要
[00:20:19.760 --> 00:20:22.560]  甚至我們在整個猶太人的文化當中
[00:20:22.560 --> 00:20:26.800]  我們看到彼此尊重的人際關係的秩序的重要性
[00:20:26.800 --> 00:20:28.320]  波羅在這裏講
[00:20:28.320 --> 00:20:31.120]  就算那個是你的弟兄
[00:20:31.120 --> 00:20:33.680]  你和他一起都是回教會的
[00:20:33.680 --> 00:20:36.720]  那個是你的老闆
[00:20:36.720 --> 00:20:39.760]  你都要尊重他
[00:20:39.760 --> 00:20:44.080]  原來尊重有些時候不是那麼容易做到的
[00:20:44.080 --> 00:20:45.920]  尊重是因為很個人的
[00:20:45.920 --> 00:20:48.880]  是我覺得你值不值得尊重
[00:20:48.880 --> 00:20:54.080]  不是說你要我尊重你就尊重你
[00:20:54.080 --> 00:20:57.680]  第六章的一至二節裏面
[00:20:57.680 --> 00:21:04.800]  很明顯是在討論在教會裏面長老的事情
[00:21:04.800 --> 00:21:10.720]  尊重成為了整個段落的首尾呼應的關鍵字
[00:21:10.720 --> 00:21:14.720]  形成一個很有意思的結構
[00:21:14.720 --> 00:21:17.520]  所以當我們看到整個十七節
[00:21:17.520 --> 00:21:24.240]  和由十七、十九節到六章的一至二節裏面的時候
[00:21:24.240 --> 00:21:27.760]  我們看到這個寫作的結構
[00:21:27.760 --> 00:21:31.760]  是一個很工整的結構
[00:21:31.760 --> 00:21:37.200]  第六章的一至二節的強調就是都是在講心態
[00:21:37.200 --> 00:21:40.960]  不要輕看你的主人
[00:21:40.960 --> 00:21:42.720]  尊重他
[00:21:42.720 --> 00:21:44.640]  還要去愛他
[00:21:44.640 --> 00:21:46.320]  第六章的二節裏面就說
[00:21:46.320 --> 00:21:50.720]  服事得益處的是信徒
[00:21:50.720 --> 00:21:53.840]  是蒙愛的人
[00:21:53.840 --> 00:21:57.600]  一個懂得去愛的人
[00:21:57.600 --> 00:22:02.960]  首先他要知道自己是否在愛當中
[00:22:02.960 --> 00:22:06.720]  所以我們明白了這個整個結構的時候
[00:22:06.720 --> 00:22:10.080]  我們再看一看二十三節
[00:22:10.080 --> 00:22:12.720]  就很有意思了
[00:22:12.720 --> 00:22:14.400]  第二十三節就說
[00:22:14.400 --> 00:22:18.240]  為了你的胃有常患病不要只喝水
[00:22:18.240 --> 00:22:20.880]  要稍微喝點酒
[00:22:20.880 --> 00:22:26.640]  明顯不過的是保羅對提摩太太關心的情感
[00:22:26.640 --> 00:22:30.800]  是一個很特別的出現
[00:22:30.800 --> 00:22:35.200]  有時候我都只能夠有一種讚美的說話
[00:22:35.200 --> 00:22:37.360]  很感動就是
[00:22:37.360 --> 00:22:42.160]  神為什麼要保羅一直寫下寫下這些教導
[00:22:42.160 --> 00:22:46.480]  好像可以某個意義來講就是硬梆梆的教導
[00:22:46.480 --> 00:22:47.600]  很原則性的教導
[00:22:47.600 --> 00:22:50.640]  突然間加上這一句話
[00:22:50.640 --> 00:22:54.240]  我想起提摩太太後書裏面三章十六字裏面這樣說
[00:22:54.240 --> 00:22:58.640]  究竟都是神所默示的這句說話
[00:22:58.640 --> 00:23:00.400]  在這一刻保羅寫寫下的時候
[00:23:00.400 --> 00:23:05.760]  是否一份感動寫下對提摩太太的情在當中
[00:23:05.760 --> 00:23:09.280]  而這麼巧妙地
[00:23:09.280 --> 00:23:13.040]  這句說話就落在整個論述的中間
[00:23:13.040 --> 00:23:16.640]  成為了一個像一個書的軸心
[00:23:16.640 --> 00:23:18.720]  前面一塊
[00:23:18.720 --> 00:23:20.160]  後面一塊
