
[00:00:00.000 --> 00:00:03.720]  大家繼續去分享已不鎖書的訊息
[00:02:13.800 --> 00:02:15.480]  可能只是一部份
[00:02:15.480 --> 00:02:17.560]  當眾保羅一直在看經文的時候
[00:02:17.560 --> 00:02:21.800]  他提到這個是極大的奧秘
[00:02:21.800 --> 00:02:25.800]  這個關係可以不斷地去更新
[00:02:25.800 --> 00:02:28.080]  不斷地去突破
[00:02:28.080 --> 00:02:30.480]  首先我想大家一起去看今天這段經文
[00:02:30.480 --> 00:02:34.560]  二本圖書五章二十一至三十四節
[00:02:34.560 --> 00:02:36.520]  我們同讀這段經文
[00:02:36.520 --> 00:02:45.480]  「又當傳敬畏基督的真
[00:02:45.480 --> 00:02:47.680]  彼此馴服
[00:02:47.680 --> 00:02:48.800]  作祭致敵
[00:02:48.800 --> 00:02:51.120]  當馴服自己的丈夫
[00:02:51.120 --> 00:02:52.840]  如同馴服主
[00:02:52.840 --> 00:02:55.320]  因為丈夫是妻子的頭
[00:02:55.320 --> 00:02:57.800]  如同基督是教會的頭
[00:02:57.800 --> 00:03:00.760]  他又是教會全體的救主
[00:03:00.760 --> 00:03:03.120]  教會怎樣馴服基督
[00:03:03.120 --> 00:03:07.000]  妻子也要怎樣凡事馴服丈夫
[00:03:07.000 --> 00:03:08.600]  你們作丈夫的
[00:03:08.600 --> 00:03:10.600]  要愛你們的妻子
[00:03:10.600 --> 00:03:12.440]  即如基督愛教會
[00:03:12.440 --> 00:03:14.280]  為教會舍敬
[00:03:14.280 --> 00:03:17.840]  要用水即藥道把教會洗淨
[00:03:17.840 --> 00:03:19.320]  成為聖潔
[00:03:19.320 --> 00:03:21.160]  可以獻給自己
[00:03:21.160 --> 00:03:23.240]  作個榮耀的教會
[00:03:23.240 --> 00:03:26.880]  讓我們驚呼三次
[00:03:26.880 --> 00:03:28.200]  凡事聖潔
[00:03:28.200 --> 00:03:29.800]  沒有瑕疵的
[00:03:29.800 --> 00:03:32.760]  丈夫也當照樣愛妻子
[00:03:32.760 --> 00:03:35.040]  如同愛自己的身子
[00:03:35.040 --> 00:03:38.120]  愛妻子便是愛自己了
[00:03:38.120 --> 00:03:39.320]  從來沒有人
[00:03:39.320 --> 00:03:41.400]  恨惡自己的身子
[00:03:41.400 --> 00:03:43.320]  總要同樣互惜
[00:03:43.320 --> 00:03:46.320]  正像基督和教會一樣
[00:03:46.320 --> 00:03:49.320]  因我們是祂身上的肢體
[00:03:49.320 --> 00:03:51.000]  為這緣故
[00:03:51.000 --> 00:03:52.840]  人要離開父母
[00:03:52.840 --> 00:03:54.400]  與妻子結合
[00:03:54.400 --> 00:03:56.280]  二人成為一體
[00:03:56.280 --> 00:03:58.280]  這是極大的奧秘
[00:03:58.280 --> 00:04:00.400]  阿斯諾之人教
[00:04:00.400 --> 00:04:02.400]  教會說的
[00:04:02.400 --> 00:04:05.800]  然而你們各人都當在妻子
[00:04:05.800 --> 00:04:07.600]  如同愛自己的
[00:04:07.600 --> 00:04:14.200]  這段經文正如剛才所講
[00:04:14.200 --> 00:04:17.120]  很多時候我們在婚禮裏聽到
[00:04:17.120 --> 00:04:19.520]  如果你回到教會已經一段時間的話
[00:04:19.520 --> 00:04:22.320]  你已經聽過無數次
[00:04:22.320 --> 00:04:24.960]  今日講到的題目是
[00:04:24.960 --> 00:04:26.720]  馴服與愛
[00:04:26.720 --> 00:04:29.760]  馴服無條件的愛
[00:04:29.760 --> 00:04:30.800]  是這段經文裏面
[00:04:30.800 --> 00:04:33.920]  很強調的行動
[00:04:33.920 --> 00:04:36.200]  但是在一個世代裏面
[00:04:36.200 --> 00:04:38.040]  你說要誰去馴服誰
[00:04:38.040 --> 00:04:40.240]  要誰去做誰的頭
[00:04:40.240 --> 00:04:44.600]  並不是一個受歡迎的觀念
[00:04:44.600 --> 00:04:46.080]  當我們出席婚禮的時候
[00:04:46.080 --> 00:04:48.400]  在婚禮去應景
[00:04:48.400 --> 00:04:50.240]  聽一聽這段經文
[00:04:50.240 --> 00:04:51.840]  聽一聽這段講道
[00:04:51.840 --> 00:04:53.640]  都沒有所謂
[00:04:53.640 --> 00:04:56.400]  我們都樂意抱著一個祝福新人的心
[00:04:56.400 --> 00:05:01.800]  我們很專心地去幫這對新人聽道
[00:05:01.800 --> 00:05:03.640]  但是當這段教導
[00:05:03.640 --> 00:05:04.840]  落到我們自己身上的時候
[00:05:04.840 --> 00:05:08.520]  有一天要行在我們自己身上的時候
[00:05:08.520 --> 00:05:11.040]  或許我們不少人其實心裏面
[00:05:11.040 --> 00:05:13.160]  都有一些的保留
[00:05:13.160 --> 00:05:15.160]  特別是一些來參加婚禮
[00:05:15.160 --> 00:05:16.120]  未信主的人
[00:05:16.120 --> 00:05:18.600]  或者一些從來沒有認真去思想過
[00:05:18.600 --> 00:05:20.760]  這段經文的弟兄姊妹
[00:05:20.760 --> 00:05:22.360]  當我們看這段經文的時候
[00:05:22.360 --> 00:05:24.320]  在解釋這段經文的時候
[00:05:24.320 --> 00:05:26.160]  很容易犯上一個錯誤
[00:05:26.160 --> 00:05:27.600]  是甚麼錯誤
[00:05:27.600 --> 00:05:30.000]  是一段章取義的錯誤
[00:05:30.000 --> 00:05:32.120]  當我們引用經文的時候
[00:05:32.120 --> 00:05:34.360]  我們很容易會只是講頭一半
[00:05:34.360 --> 00:05:36.160]  或者只是講我們想講的那一句
[00:05:36.160 --> 00:05:38.520]  而忽略了整個的意義
[00:05:38.520 --> 00:05:39.560]  舉個例子
[00:05:39.560 --> 00:05:41.160]  經文裏面提到我們
[00:05:41.160 --> 00:05:42.360]  提醒我們
[00:05:42.360 --> 00:05:44.280]  丈夫是妻子的頭
[00:05:44.280 --> 00:05:47.000]  有時丈夫是這樣跟妻子說
[00:05:47.000 --> 00:05:49.680]  但是就省卻了後面那一句
[00:05:49.680 --> 00:05:51.280]  這一句未完的
[00:05:51.280 --> 00:05:52.760]  甚麼是頭
[00:05:52.760 --> 00:05:56.560]  如同基督是教會的頭
[00:05:56.560 --> 00:05:58.280]  如果我們只有前那一句
[00:05:58.280 --> 00:05:59.760]  沒有後面那一句的時候
[00:05:59.760 --> 00:06:03.840]  頭的定義由誰來定
[00:06:03.840 --> 00:06:07.080]  頭的定義就由這個社會的文化
[00:06:07.080 --> 00:06:11.040]  我們接觸到的文化來去定
[00:06:11.040 --> 00:06:13.920]  但其實這個定義
[00:06:13.920 --> 00:06:14.960]  按照經文
[00:06:14.960 --> 00:06:19.720]  其實是根據教會和基督之間的關係來定義
[00:06:19.720 --> 00:06:20.880]  無論如何
[00:06:20.880 --> 00:06:23.480]  保羅在這裏要教導的
[00:06:23.480 --> 00:06:25.800]  對於當時的文化來講
[00:06:25.800 --> 00:06:27.520]  甚至現今的文化來講
[00:06:27.520 --> 00:06:32.560]  是非常之顛覆性的一個教導
[00:06:32.560 --> 00:06:36.280]  因為保羅並不是按照當時的文化
[00:06:36.280 --> 00:06:38.240]  就當時的文化
[00:06:38.240 --> 00:06:40.000]  去再詮釋甚麼
[00:06:40.000 --> 00:06:42.360]  去再加添甚麼
[00:06:42.360 --> 00:06:43.600]  去講婚姻關係
[00:06:43.600 --> 00:06:48.480]  而是保羅是完全對
[00:06:48.480 --> 00:06:51.000]  他對福音的認識
[00:06:51.000 --> 00:06:55.120]  來講解婚姻的關係
[00:06:55.120 --> 00:06:57.080]  講到夫婦的關係
[00:06:57.080 --> 00:07:01.280]  我自己結婚已經超過二十年的時間了
[00:07:01.280 --> 00:07:04.400]  但我沒有特別多的夫婦相處的心得
[00:07:04.400 --> 00:07:05.600]  和大家分享
[00:07:05.600 --> 00:07:10.360]  因為我和太太都是很少講這方面的東西
[00:07:10.360 --> 00:07:11.680]  有時我都是
[00:07:11.680 --> 00:07:14.920]  總之不是太多投訴就算了
[00:07:14.920 --> 00:07:16.560]  過到骨就算了
[00:07:16.560 --> 00:07:19.760]  所以當我去分享今天這段經文的時候
[00:07:19.760 --> 00:07:22.160]  我都想我有甚麼要和大家去講
[00:07:22.160 --> 00:07:23.640]  不過話說回來
[00:07:23.640 --> 00:07:24.840]  當我再想
[00:07:24.840 --> 00:07:27.520]  保羅有甚麼資格和大家講
[00:07:27.520 --> 00:07:29.800]  保羅是單身的
[00:07:29.800 --> 00:07:30.840]  是嗎
[00:07:30.840 --> 00:07:32.760]  叫保羅去講這段關係
[00:07:32.760 --> 00:07:34.000]  夫婦關係
[00:07:34.000 --> 00:07:35.520]  其實有些怪怪的
[00:07:35.520 --> 00:07:36.840]  有些奇怪的
[00:07:36.840 --> 00:07:39.520]  就算你叫一個未結婚單身的人
[00:07:39.520 --> 00:07:43.760]  和頂天會去做婚前輔導
[00:07:43.760 --> 00:07:49.600]  總是覺得有些不是很妥當的地方
[00:07:49.600 --> 00:07:50.720]  所以很明顯
[00:07:50.720 --> 00:07:52.480]  保羅在這段經文裏的教導
[00:07:52.480 --> 00:07:55.360]  並不是基於他自己一些經驗的分享
[00:07:55.360 --> 00:07:57.080]  或者他一些生活上
[00:07:57.080 --> 00:08:02.920]  怎樣去落實他的信仰的一些體會的教導
[00:08:02.920 --> 00:08:07.360]  是完全建基於保羅對福音的傳承
[00:08:07.360 --> 00:08:09.200]  他對神的高恩的理解
[00:08:09.200 --> 00:08:11.160]  是建基於這樣
[00:08:11.160 --> 00:08:15.280]  來作一個蒙恩的回應
[00:08:15.280 --> 00:08:16.800]  今天當我們思想這條題目的時候
[00:08:16.800 --> 00:08:17.920]  思想這段經文的時候
[00:08:17.920 --> 00:08:20.160]  我想從三方面和大家去思想
[00:08:20.160 --> 00:08:23.400]  第一就是為甚麼婚姻關係這麼重要
[00:08:23.400 --> 00:08:25.080]  為甚麼家庭關係這麼重要
[00:08:25.080 --> 00:08:28.000]  為甚麼這段的圈面這麼重要
[00:08:28.000 --> 00:08:29.800]  第二方面究竟
[00:08:29.800 --> 00:08:31.000]  剛才講了why
[00:08:31.000 --> 00:08:32.480]  接著第二個方向就是
[00:08:32.480 --> 00:08:35.440]  究竟這個圈面裏面包含了甚麼
[00:08:35.440 --> 00:08:36.320]  what
[00:08:36.320 --> 00:08:38.000]  到最後我想大家去看看
[00:08:38.000 --> 00:08:39.520]  知道了明白了
[00:08:39.520 --> 00:08:40.640]  怎樣做
[00:08:40.640 --> 00:08:41.200]  how
[00:08:41.200 --> 00:08:43.960]  怎樣能夠做得到
[00:08:43.960 --> 00:08:48.120]  首先就是
[00:08:48.120 --> 00:08:50.520]  我們要看這段圈面的基礎
[00:08:50.520 --> 00:08:53.160]  就是為甚麼這麼重要
[00:08:53.160 --> 00:08:56.360]  第一方面是因為
[00:08:56.360 --> 00:08:57.880]  我們都在基督裏面
[00:08:57.880 --> 00:08:59.120]  有新的身份
[00:08:59.120 --> 00:09:00.840]  有新的照明
[00:09:00.840 --> 00:09:02.240]  這個是一個很重要的基礎
[00:09:02.240 --> 00:09:04.640]  一個很重要的前提
[00:09:04.640 --> 00:09:05.400]  如果大家記得
[00:09:05.400 --> 00:09:09.920]  在以德所書的大概的結構
[00:09:09.920 --> 00:09:13.320]  在頭三章是講到神的救恩
[00:09:13.320 --> 00:09:15.600]  之後的三章是講到怎樣
[00:09:15.600 --> 00:09:16.840]  會出蒙恩
[00:09:16.840 --> 00:09:19.840]  與所蒙基恩相稱的生活
[00:09:19.840 --> 00:09:20.640]  在第二章的時候
[00:09:20.640 --> 00:09:25.560]  本來提到愛邦人因著耶穌基督的救贖的恩典
[00:09:25.560 --> 00:09:30.760]  他能夠從以往是局外人
[00:09:30.760 --> 00:09:33.040]  因著耶穌基督的補血
[00:09:33.040 --> 00:09:36.600]  能夠成為親近神的人
[00:09:36.600 --> 00:09:38.440]  基督亦都用他自己的身體
[00:09:38.440 --> 00:09:40.160]  來去揮霍了冤仇
[00:09:40.160 --> 00:09:41.840]  使猶太人和愛邦人
[00:09:41.840 --> 00:09:43.800]  他們能夠合而為一
[00:09:43.800 --> 00:09:46.520]  能夠成為一個新的群體
[00:09:46.520 --> 00:09:47.920]  一個新的人
[00:09:47.920 --> 00:09:51.480]  在地上來去見證基督
[00:09:51.480 --> 00:09:52.400]  在基督裏面
[00:09:52.400 --> 00:09:53.440]  一個新人
[00:09:53.440 --> 00:09:56.280]  一個新的群體
[00:09:56.280 --> 00:09:57.360]  行事為人
[00:09:57.360 --> 00:09:58.960]  與所蒙基恩相稱
[00:09:58.960 --> 00:10:01.080]  這是一個很重要的前提
[00:10:01.080 --> 00:10:05.240]  保羅他反覆地在以德所書裏面強調
[00:10:05.240 --> 00:10:07.240]  信徒不應該再好像以前那樣
[00:10:07.240 --> 00:10:08.680]  好像朝廷擊神那樣
[00:10:08.680 --> 00:10:10.360]  是按著愛邦人的規矩
[00:10:10.360 --> 00:10:16.160]  按著這個世界的準則來去生活
[00:10:16.160 --> 00:10:18.520]  保羅他在第四章裏面這樣說
[00:10:18.520 --> 00:10:19.960]  他說你們學了基督
[00:10:19.960 --> 00:10:20.960]  聽過祂的道
[00:10:20.960 --> 00:10:22.040]  領了祂的教
[00:10:22.040 --> 00:10:24.280]  學了祂的真理的時候
[00:10:24.280 --> 00:10:28.720]  你們要脫去你們的舊人
[00:10:28.720 --> 00:10:31.840]  你們要深至改換一生
[00:10:31.840 --> 00:10:34.960]  並且要穿上新人
[00:10:34.960 --> 00:10:36.520]  這是一個很重要的前提
[00:10:36.520 --> 00:10:38.040]  就是我們信了耶穌之後
[00:10:38.040 --> 00:10:39.440]  我們不再是以前的我
[00:10:39.440 --> 00:10:40.760]  我們是一個新人
[00:10:40.760 --> 00:10:44.480]  我們是一個新造的人
[00:10:44.480 --> 00:10:45.800]  脫去了舊我
[00:10:45.800 --> 00:10:48.080]  保羅在以德所書裏面有一個觀念
[00:10:48.080 --> 00:10:49.160]  經常提醒我們
[00:10:49.160 --> 00:10:50.800]  不停地這樣說
[00:10:50.800 --> 00:10:52.560]  就是在基督裏
[00:10:52.560 --> 00:10:54.040]  如果你留意看的時候
[00:10:54.040 --> 00:10:55.840]  用不同的形式表達
[00:10:55.840 --> 00:10:57.680]  只是在以德所書裏面
[00:10:57.680 --> 00:11:00.000]  有三十多次講到
[00:11:00.000 --> 00:11:00.960]  In Christ
[00:11:00.960 --> 00:11:03.560]  講到在基督裏面
[00:11:03.560 --> 00:11:04.880]  是怎樣怎樣怎樣
[00:11:04.880 --> 00:11:06.600]  很多的事情都是建基於
[00:11:06.600 --> 00:11:07.920]  我們的新的身份
[00:11:07.920 --> 00:11:09.000]  我們是In Christ
[00:11:09.000 --> 00:11:10.120]  我們在基督裏面
[00:11:10.120 --> 00:11:13.000]  因此我們要這樣的
[00:11:13.000 --> 00:11:14.000]  兄弟姐妹
[00:11:14.000 --> 00:11:19.120]  這個是不是都是我們的宣告
[00:11:19.120 --> 00:11:22.600]  會不會都是我們新生命
[00:11:22.600 --> 00:11:24.080]  我們不再經拜別神
[00:11:24.080 --> 00:11:27.480]  我們生命轉向的宣告
[00:11:27.480 --> 00:11:29.560]  有時候我們發電郵
[00:11:29.560 --> 00:11:31.320]  現在WhatsApp少一點
[00:11:31.320 --> 00:11:32.040]  是電郵的接領
[00:11:32.040 --> 00:11:33.560]  我們說會In Christ
[00:11:33.560 --> 00:11:35.160]  之後才加自己的名字進去
[00:11:35.160 --> 00:11:37.000]  或者In Him
[00:11:37.000 --> 00:11:39.560]  這個不知道會不會
[00:11:39.560 --> 00:11:41.160]  都是我們的習慣
[00:11:41.160 --> 00:11:44.360]  這個不是真是我們去體認
[00:11:44.360 --> 00:11:45.400]  我們宣告
[00:11:45.400 --> 00:11:47.760]  我們一個新的身份
[00:11:47.760 --> 00:11:50.640]  新的生命的方向的宣告
[00:11:50.640 --> 00:11:52.600]  或者我們只是
[00:11:52.600 --> 00:11:54.360]  去到電郵的接領
[00:11:54.360 --> 00:11:56.160]  我們又不是很好意思寫
[00:11:56.160 --> 00:11:57.880]  Best Regards
[00:11:57.880 --> 00:12:00.080]  我們又不太好意思講
[00:12:00.080 --> 00:12:01.760]  Your Sincerely
[00:12:01.760 --> 00:12:03.160]  弟兄姐妹
[00:12:03.160 --> 00:12:04.800]  In Christ
[00:12:04.800 --> 00:12:06.560]  有時候會不會我們只是這樣
[00:12:06.560 --> 00:12:11.760]  來去體會我們的新的身份
[00:12:11.760 --> 00:12:15.960]  在基督裡那個新的身份
[00:12:15.960 --> 00:12:18.960]  保羅在一本述所書裏面
[00:12:18.960 --> 00:12:20.560]  亦都強調這個觀念
[00:12:20.560 --> 00:12:24.160]  是我們要有新的
[00:12:24.160 --> 00:12:27.960]  我們要體認我們是蒙召的人
[00:12:27.960 --> 00:12:28.960]  我們新的身份
[00:12:28.960 --> 00:12:32.160]  是奠基於神給我們的召命
[00:12:32.160 --> 00:12:33.360]  所以剛才所講
[00:12:33.360 --> 00:12:35.760]  去到頭三章完了之後
[00:12:35.760 --> 00:12:39.160]  他講生活的指引的時候
[00:12:39.160 --> 00:12:42.960]  第四章一開始他就講
[00:12:42.960 --> 00:12:44.560]  我要勸你們
[00:12:44.560 --> 00:12:46.560]  你們既然蒙召
[00:12:46.560 --> 00:12:48.160]  去行事為人
[00:12:48.160 --> 00:12:51.560]  就當與所蒙的人相請
[00:12:51.560 --> 00:12:55.160]  這個是耶穌給我們每一個的召命
[00:12:55.160 --> 00:12:57.960]  我們蒙召去成為他的子民
[00:12:57.960 --> 00:13:00.960]  我們蒙召進入婚姻的裏面
[00:13:00.960 --> 00:13:04.760]  我們蒙召要成為一個好的丈夫
[00:13:04.760 --> 00:13:07.760]  要成為一個好的太太
[00:13:07.760 --> 00:13:09.760]  按照聖經的原則
[00:13:09.760 --> 00:13:11.760]  這個是我們的使命
[00:13:11.760 --> 00:13:13.560]  是我們的召命來的
[00:13:13.560 --> 00:13:16.360]  所以當我們去再體會
[00:13:16.360 --> 00:13:17.960]  再領受聖經裏面
[00:13:17.960 --> 00:13:19.760]  保羅在這裏給我們的教導
[00:13:19.760 --> 00:13:21.160]  生活的教導的時候
[00:13:21.160 --> 00:13:22.560]  我們知道很不同
[00:13:22.560 --> 00:13:23.760]  我們為甚麼要這樣做
[00:13:23.760 --> 00:13:25.160]  為甚麼要留意上
[00:13:25.160 --> 00:13:27.160]  為甚麼不可以有一個更容易的方法
[00:13:27.160 --> 00:13:30.960]  因為我們都是一個新人
[00:13:30.960 --> 00:13:33.960]  我們都是一個蒙召的人
[00:13:33.960 --> 00:13:36.360]  另一方面
[00:13:36.360 --> 00:13:38.160]  保羅在《伊夫所書》裏面
[00:13:38.160 --> 00:13:40.160]  一個很重要的神學
[00:13:40.160 --> 00:13:43.960]  是很強調屬靈爭戰
[00:13:43.960 --> 00:13:45.360]  如果大家知道
[00:13:45.360 --> 00:13:46.760]  現在我們所看這段經文
[00:13:46.760 --> 00:13:49.560]  是五章最後後半部的經文
[00:13:49.560 --> 00:13:52.960]  緊接下去第六章是講甚麼
[00:13:52.960 --> 00:13:56.960]  在六章的初頭就開始講到
[00:13:56.960 --> 00:13:59.160]  要穿戴全副的軍裝
[00:13:59.160 --> 00:14:01.360]  來去打這場屬靈的爭戰
[00:14:01.360 --> 00:14:05.960]  之後仍然能夠站立得住
[00:14:05.960 --> 00:14:07.560]  兄弟姐妹
[00:14:07.560 --> 00:14:10.160]  魔鬼比我們更清楚
[00:14:10.160 --> 00:14:11.160]  家庭
[00:14:11.160 --> 00:14:12.360]  健康的家庭
[00:14:12.360 --> 00:14:13.960]  健康的婚姻
[00:14:13.960 --> 00:14:14.960]  對這個社會
[00:14:14.960 --> 00:14:18.160]  對教會是多麼重要
[00:14:18.160 --> 00:14:21.960]  是教會的橋頭堡
[00:14:21.960 --> 00:14:23.560]  你可以想像一下
[00:14:23.560 --> 00:14:24.960]  如果你的家庭
[00:14:24.960 --> 00:14:26.960]  每天回去加草皮
[00:14:26.960 --> 00:14:28.560]  雞毛鴨血
[00:14:28.560 --> 00:14:31.360]  晚帝戰爭每天回去都是這樣的時候
[00:14:31.360 --> 00:14:33.760]  你的教會生活會好多一點
[00:14:33.760 --> 00:14:34.560]  是不是
[00:14:34.560 --> 00:14:36.360]  魔鬼都很清楚
[00:14:36.360 --> 00:14:37.560]  他動到你這個橋頭堡
[00:14:37.560 --> 00:14:38.760]  他就動到你教會
[00:14:38.760 --> 00:14:39.760]  他動到這個橋頭堡
[00:14:39.760 --> 00:14:43.960]  他就動到你整個的社會
[00:14:43.960 --> 00:14:46.360]  魔鬼就一直去看著
[00:14:46.360 --> 00:14:48.560]  哪一個的家庭要養育
[00:14:48.560 --> 00:14:52.360]  他就去推散他們
[00:14:52.360 --> 00:14:53.960]  《聖經》裏提醒我們
[00:14:53.960 --> 00:14:56.560]  魔鬼好像考驗他的獅子天地有恆
[00:14:56.560 --> 00:15:00.160]  尋找可吞吃的家庭
[00:15:00.160 --> 00:15:04.960]  尋找可吞吃的夫婦的關係
[00:15:04.960 --> 00:15:05.960]  各位姐妹
[00:15:05.960 --> 00:15:07.360]  所以保羅很強調
[00:15:07.360 --> 00:15:09.360]  他接著講完家庭之後
[00:15:09.360 --> 00:15:11.360]  就下去很強調提醒我們
[00:15:11.360 --> 00:15:12.760]  我們要靠著主
[00:15:12.760 --> 00:15:14.160]  要依靠他的大能大力
[00:15:14.160 --> 00:15:15.960]  作剛強的人
[00:15:15.960 --> 00:15:17.760]  你有沒有想過你的婚姻關係
[00:15:17.760 --> 00:15:19.560]  是要下去到這個地步
[00:15:19.560 --> 00:15:20.960]  是這個背景
[00:15:20.960 --> 00:15:24.160]  你是要在這樣的屬靈的增節
[00:15:24.160 --> 00:15:25.560]  和黑暗勢力裏面
[00:15:25.560 --> 00:15:27.560]  你去對抗的時候
[00:15:27.560 --> 00:15:29.760]  在一個很重要的橋頭堡
[00:15:29.760 --> 00:15:31.160]  你守住你的家庭
[00:15:31.160 --> 00:15:33.360]  你就站立得住
[00:15:33.360 --> 00:15:34.360]  各位姐妹
[00:15:34.360 --> 00:15:35.560]  我們明白了
[00:15:35.560 --> 00:15:37.160]  這段經文背後
[00:15:37.160 --> 00:15:38.560]  一些很重要的基礎
[00:15:38.560 --> 00:15:40.360]  屬靈的基礎之後
[00:15:40.360 --> 00:15:41.360]  我們明白了
[00:15:41.360 --> 00:15:43.160]  為什麼這麼重要
[00:15:43.160 --> 00:15:45.160]  為什麼夫婦關係這麼重要
[00:15:45.160 --> 00:15:47.160]  我們不是只是講一些浪漫的故事
[00:15:47.160 --> 00:15:49.160]  為什麼可以再甜蜜一點
[00:15:49.160 --> 00:15:50.960]  為什麼可以再親密一點
[00:15:50.960 --> 00:15:53.760]  這個相信正如我剛才所講
[00:15:53.760 --> 00:15:55.360]  不是我能夠講很多
[00:15:55.360 --> 00:15:56.960]  保羅更加不能夠講很多
[00:15:56.960 --> 00:15:58.160]  保羅能夠提醒我們
[00:15:58.160 --> 00:15:59.960]  在屬靈裏面的教訓
[00:15:59.960 --> 00:16:05.160]  為什麼我們要守住我們的家庭
[00:16:05.160 --> 00:16:06.760]  接下來我們看
[00:16:06.760 --> 00:16:08.760]  保羅在這段書面裏面的內容
[00:16:08.760 --> 00:16:10.760]  教訓裏面告訴我們什麼
[00:16:10.760 --> 00:16:12.360]  首先我們看
[00:16:12.360 --> 00:16:13.760]  順著經文的脈絡
[00:16:13.760 --> 00:16:16.360]  我們先看妻子的經文
[00:16:16.360 --> 00:16:17.760]  請大家讀出經文
[00:16:17.760 --> 00:16:19.360]  22至24節
[00:16:19.360 --> 00:16:20.360]  你們作妻子的
[00:16:20.360 --> 00:16:21.960]  當順服自己的丈夫
[00:16:21.960 --> 00:16:23.160]  如同順服主
[00:16:23.160 --> 00:16:25.760]  因為丈夫是妻子的求
[00:16:25.760 --> 00:16:27.560]  如同基督是教會的求
[00:16:27.560 --> 00:16:29.960]  他又是教會全體的救主
[00:16:29.960 --> 00:16:31.960]  教會怎樣順服基督
[00:16:31.960 --> 00:16:36.560]  妻子也要怎樣凡事順服丈夫
[00:16:36.560 --> 00:16:38.360]  保羅對妻子的要求
[00:16:38.360 --> 00:16:39.160]  其實不是很多
[00:16:39.160 --> 00:16:40.960]  其實很簡單
[00:16:40.960 --> 00:16:41.960]  講這三節經文
[00:16:41.960 --> 00:16:43.360]  講了一樣東西
[00:16:43.360 --> 00:16:46.960]  對妻子的要求就是順服
[00:16:46.960 --> 00:16:50.760]  一個很簡單的要求
[00:16:50.760 --> 00:16:52.760]  不過我們再看清楚一點
[00:16:52.760 --> 00:16:53.560]  再看下去
[00:16:53.560 --> 00:16:56.160]  是凡事的順服
[00:16:56.160 --> 00:16:59.560]  不是只是限於某些事情的順服
[00:16:59.560 --> 00:17:03.160]  而是凡事順服
[00:17:03.160 --> 00:17:04.160]  姐妹們
