
[00:00:00.000 --> 00:00:03.920]  今天我想和大家分享的題目叫「我已經看見了」
[00:02:16.120 --> 00:02:17.320]  有很多東西
[00:02:17.320 --> 00:02:18.280]  你說祈禱
[00:02:18.280 --> 00:02:18.840]  你有沒有祈禱?
[00:02:18.840 --> 00:02:19.240]  有祈禱
[00:02:19.240 --> 00:02:21.520]  但為什麼你祈禱的那段時間
[00:02:21.520 --> 00:02:24.840]  那個處境沒有所改變呢?
[00:02:24.840 --> 00:02:27.200]  這位老人家就看著很多的困難
[00:02:27.200 --> 00:02:29.360]  甚至有些恐慌
[00:02:29.360 --> 00:02:31.920]  不知道你在疫情裏面
[00:02:31.920 --> 00:02:34.880]  你又看到些什麼
[00:02:34.880 --> 00:02:36.680]  可能比較細小的
[00:02:36.680 --> 00:02:37.880]  不過我相信
[00:02:37.880 --> 00:02:39.960]  在這些東西裏面
[00:02:39.960 --> 00:02:42.080]  可能你們WhatsApp都收到的
[00:02:42.080 --> 00:02:44.440]  有人在這個疫情裏面看到
[00:02:44.440 --> 00:02:45.680]  很特別
[00:02:45.680 --> 00:02:49.800]  反而全世界都慢了下來
[00:02:49.800 --> 00:02:52.760]  有人看到這個疫情當中
[00:02:52.760 --> 00:02:53.600]  更加看到
[00:02:53.600 --> 00:02:55.800]  他還說是我目者
[00:02:55.800 --> 00:02:57.560]  有人在疫情當中
[00:02:57.560 --> 00:02:59.040]  他看到什麼呢?
[00:02:59.040 --> 00:03:01.600]  他看到在疫情裏面要多謝
[00:03:01.600 --> 00:03:03.560]  不知道他看到些什麼
[00:03:03.560 --> 00:03:06.520]  可能你也有收過這個WhatsApp
[00:03:06.520 --> 00:03:08.360]  我看完又看
[00:03:08.360 --> 00:03:10.640]  我心裏很受感動
[00:03:10.640 --> 00:03:11.320]  簡單來說
[00:03:11.320 --> 00:03:13.640]  這個WhatsApp是有一位弟兄
[00:03:13.640 --> 00:03:15.000]  他坐在那裏見證
[00:03:15.000 --> 00:03:18.400]  他當時在病患當中
[00:03:18.400 --> 00:03:20.520]  心肝肺炎病患當中
[00:03:20.520 --> 00:03:22.960]  在一個隔離病房裏面
[00:03:22.960 --> 00:03:24.720]  他感到很孤單
[00:03:24.720 --> 00:03:26.880]  甚至在那裏說他在死亡
[00:03:26.880 --> 00:03:28.240]  好像快要死亡
[00:03:28.240 --> 00:03:30.800]  他都不知道自己能否熬過
[00:03:30.800 --> 00:03:32.280]  在過程當中
[00:03:32.280 --> 00:03:33.640]  因為隔離病房
[00:03:33.640 --> 00:03:35.640]  他沒辦法見到自己的親人
[00:03:35.640 --> 00:03:38.960]  所以心裏面是很低沉
[00:03:38.960 --> 00:03:40.520]  很多的艱難
[00:03:40.520 --> 00:03:42.000]  他在過程當中
[00:03:42.000 --> 00:03:43.920]  他又做了一個這樣的祈禱
[00:03:43.920 --> 00:03:46.120]  他很想神為他而被
[00:03:46.120 --> 00:03:48.080]  很想有些人見一下
[00:03:48.080 --> 00:03:49.880]  不知道大家在這個疫情當中
[00:03:49.880 --> 00:03:50.640]  經常屈在家裏
[00:03:50.640 --> 00:03:51.280]  會不會都說
[00:03:51.280 --> 00:03:52.720]  我也想見一下這些人
[00:03:52.720 --> 00:03:54.560]  我算是見一下弟兄姊妹
[00:03:54.560 --> 00:03:55.920]  我很想見一下目姐
[00:03:55.920 --> 00:03:57.280]  很想跟他們分享
[00:03:57.280 --> 00:03:58.320]  他是這樣的祈禱
[00:03:58.320 --> 00:04:00.840]  但是他在祈禱的那段時間
[00:04:00.840 --> 00:04:02.840]  究竟神會怎樣做呢?
[00:04:02.840 --> 00:04:03.840]  他的經驗就是
[00:04:03.840 --> 00:04:05.200]  神很特別
[00:04:05.200 --> 00:04:07.080]  神為他預備了一個清潔師
[00:04:07.080 --> 00:04:09.080]  即是在隔離病房
[00:04:09.080 --> 00:04:10.640]  都要有人清潔
[00:04:10.640 --> 00:04:12.920]  這個人去到那段時間
[00:04:12.920 --> 00:04:14.120]  去跟他分享
[00:04:14.120 --> 00:04:16.400]  床下說少了一點
[00:04:16.400 --> 00:04:18.000]  原來這個人當時曾經
[00:04:18.000 --> 00:04:19.760]  他做過宣教的工作
[00:04:19.760 --> 00:04:21.560]  他分享自己宣教的工作
[00:04:21.560 --> 00:04:22.720]  看到神的作為
[00:04:22.720 --> 00:04:24.800]  然後鼓勵這個病者
[00:04:24.800 --> 00:04:25.800]  安慰他
[00:04:25.800 --> 00:04:27.440]  清潔完之後離開時
[00:04:27.440 --> 00:04:28.720]  還為他祈禱
[00:04:28.720 --> 00:04:29.800]  那祈禱的那段時間
[00:04:29.800 --> 00:04:30.720]  每一次他再清潔
[00:04:30.720 --> 00:04:32.320]  未必在這房間的時候
[00:04:32.320 --> 00:04:33.600]  都跟他做個手勢
[00:04:33.600 --> 00:04:34.880]  去安慰他
[00:04:34.880 --> 00:04:37.120]  這個病者
[00:04:37.120 --> 00:04:40.680]  他透過跟清潔工
[00:04:40.680 --> 00:04:42.240]  或者前的宣教師
[00:04:42.240 --> 00:04:43.920]  去相會的時候
[00:04:43.920 --> 00:04:45.520]  他覺得自己的心
[00:04:45.520 --> 00:04:47.360]  好像放寬了一點
[00:04:47.360 --> 00:04:48.360]  他覺得自己的病情
[00:04:48.360 --> 00:04:49.560]  都好了一點
[00:04:49.560 --> 00:04:50.680]  感謝主
[00:04:50.680 --> 00:04:52.200]  聽禱過神
[00:04:52.200 --> 00:04:53.680]  但在過程當中
[00:04:53.680 --> 00:04:56.280]  他慢慢好像有些康復
[00:04:56.280 --> 00:04:58.640]  他開始有些胃口
[00:04:58.640 --> 00:05:00.600]  他很想
[00:05:00.600 --> 00:05:01.880]  其實不是很健康
[00:05:01.880 --> 00:05:04.600]  他想喝可樂
[00:05:04.600 --> 00:05:06.400]  他很想吃蝦條
[00:05:06.400 --> 00:05:07.880]  這樣都可以
[00:05:07.880 --> 00:05:09.480]  但他心裏面
[00:05:09.480 --> 00:05:11.000]  是在想這件事
[00:05:11.000 --> 00:05:13.280]  但不久清潔工經過時
[00:05:13.280 --> 00:05:14.920]  送了一包東西給他
[00:05:14.920 --> 00:05:17.680]  他說有兩個橙
[00:05:17.680 --> 00:05:19.040]  有可樂
[00:05:19.040 --> 00:05:21.400]  有蝦條
[00:05:21.400 --> 00:05:22.800]  很驚訝
[00:05:22.800 --> 00:05:24.400]  他作見證就說
[00:05:24.400 --> 00:05:27.080]  原來耶和華真是我們的墓者
[00:05:27.080 --> 00:05:29.080]  耶和華從來沒有看輕我們
[00:05:29.080 --> 00:05:31.240]  我們最卑微的一個期盼
[00:05:31.240 --> 00:05:32.840]  我們只是想吃蝦條
[00:05:32.840 --> 00:05:34.440]  喝可樂
[00:05:34.440 --> 00:05:35.720]  原來神都知道
[00:05:35.720 --> 00:05:37.120]  神都聽見
[00:05:37.120 --> 00:05:39.560]  我不知道大家今天在這個困局當中
[00:05:39.560 --> 00:05:40.960]  你會不會覺得很絕望
[00:05:40.960 --> 00:05:42.240]  好像神不在
[00:05:42.240 --> 00:05:44.960]  神好像不在場缺席
[00:05:44.960 --> 00:05:46.200]  但我很想告訴你
[00:05:46.200 --> 00:05:48.400]  無論你在哪個地方
[00:05:48.400 --> 00:05:50.560]  主都與你同在
[00:05:50.560 --> 00:05:52.680]  你飛到海的居住都好
[00:05:52.680 --> 00:05:53.840]  陰間下塔都好
[00:05:53.840 --> 00:05:55.480]  最艱難的地方裏面
[00:05:55.480 --> 00:05:58.200]  神都在那裏
[00:05:58.200 --> 00:05:59.720]  說到這個疫情的時間
[00:05:59.720 --> 00:06:01.800]  可能大家都收過這些WhatsApp
[00:06:01.800 --> 00:06:02.840]  面對疫情的時候
[00:06:02.840 --> 00:06:05.200]  我們可以聚焦在疫情當中
[00:06:05.200 --> 00:06:07.200]  我們可能會有很多的恐懼
[00:06:07.200 --> 00:06:07.960]  擔心
[00:06:07.960 --> 00:06:09.280]  我們要買貼紙
[00:06:09.280 --> 00:06:10.280]  我們要買米
[00:06:10.280 --> 00:06:11.280]  我們買很多很多東西
[00:06:11.280 --> 00:06:12.880]  買很多口罩都不行
[00:06:12.880 --> 00:06:14.200]  又或者你覺得
[00:06:14.200 --> 00:06:16.800]  我將我的視域再拉闊的時候
[00:06:16.800 --> 00:06:17.680]  可能你覺得
[00:06:17.680 --> 00:06:20.000]  這個是學習的機會
[00:06:20.000 --> 00:06:22.440]  有時候我覺得理所當然的
[00:06:22.440 --> 00:06:23.200]  現在開始想想
[00:06:23.200 --> 00:06:25.520]  究竟哪些是真的重要的呢
[00:06:25.520 --> 00:06:27.920]  有些其實可以不是那麼重要的
[00:06:27.920 --> 00:06:29.800]  又或者在這個過程當中
[00:06:29.800 --> 00:06:31.560]  我們會去學習
[00:06:31.560 --> 00:06:34.560]  從自己的角度去多點關心別人
[00:06:34.560 --> 00:06:36.240]  有一段時間雖然有很多困難
[00:06:36.240 --> 00:06:37.760]  但我看到很多弟兄姊妹
[00:06:37.760 --> 00:06:39.560]  開始表達一份愛
[00:06:39.560 --> 00:06:40.480]  去關心
[00:06:40.480 --> 00:06:41.800]  打電話問候一些人
[00:06:41.800 --> 00:06:44.000]  老人家不知道夠不夠口罩呢
[00:06:44.000 --> 00:06:45.640]  我們都嘗試鼓勵弟兄姊妹
[00:06:45.640 --> 00:06:47.440]  不是已經有多餘的了
[00:06:47.440 --> 00:06:49.280]  不過如果你覺得有這個信心
[00:06:49.280 --> 00:06:50.880]  你覺得可以和別人分享的話
[00:06:50.880 --> 00:06:52.720]  你可以將一些口罩拿回來
[00:06:52.720 --> 00:06:54.920]  然後我們就聯絡我們的長者
[00:06:54.920 --> 00:06:56.240]  或者我們的街坊
[00:06:56.240 --> 00:06:57.680]  有些人需要的時候
[00:06:57.680 --> 00:06:59.160]  我們就代表教會
[00:06:59.160 --> 00:07:01.760]  或者代表弟兄姊妹的心去關心他們
[00:07:01.760 --> 00:07:03.440]  因為是一個學習的機會
[00:07:03.440 --> 00:07:06.600]  這個也是一個成長的機會
[00:07:06.600 --> 00:07:08.160]  很多時候對一件事情
[00:07:08.160 --> 00:07:10.280]  對我們心靈的影響是怎麼樣呢
[00:07:10.280 --> 00:07:12.480]  很在乎我們怎麼去詮釋
[00:07:12.480 --> 00:07:14.080]  很在乎我們用什麼角度
[00:07:14.080 --> 00:07:15.600]  我們看著困難
[00:07:15.600 --> 00:07:17.680]  還是看著主
[00:07:17.680 --> 00:07:20.240]  或者我們不再說瑪利亞主
[00:07:20.240 --> 00:07:23.240]  我們看回耶穌所愛的門徒約翰
[00:07:23.240 --> 00:07:26.040]  聖經記載他和彼得一起跑
[00:07:26.040 --> 00:07:29.040]  不知為何他跑得比較快
[00:07:29.040 --> 00:07:31.400]  他跑到墳墓那段時間
[00:07:31.400 --> 00:07:32.880]  聖經記載他看
[00:07:32.880 --> 00:07:36.200]  他看見細麻布還放在那裡
[00:07:36.200 --> 00:07:37.800]  不過特別他強調
[00:07:37.800 --> 00:07:38.680]  怎麼樣呢?
[00:07:38.680 --> 00:07:41.320]  指示沒有進去
[00:07:41.320 --> 00:07:43.960]  約翰他看到什麼呢?
[00:07:43.960 --> 00:07:44.880]  耶穌所愛的門徒
[00:07:44.880 --> 00:07:47.240]  可能他只看到細麻布
[00:07:47.240 --> 00:07:48.600]  這個也是很特別的
[00:07:48.600 --> 00:07:52.280]  為什麼細麻布還在那裡呢?
[00:07:52.280 --> 00:07:53.400]  在約翰裡面
[00:07:53.400 --> 00:07:57.160]  他親眼看到一個奇妙的事情發生
[00:07:57.160 --> 00:07:59.640]  不過約翰是搖搖地觀望
[00:07:59.640 --> 00:08:02.120]  這件事情可能對於約翰來說
[00:08:02.120 --> 00:08:04.920]  他的生命都未被轉化
[00:08:04.920 --> 00:08:06.040]  未被更新
[00:08:06.040 --> 00:08:09.040]  他只是停在墳墓外面
[00:08:09.040 --> 00:08:10.400]  搖搖地觀看
[00:08:10.400 --> 00:08:13.320]  看見細麻布
[00:08:13.320 --> 00:08:14.680]  我們看看彼得
[00:08:14.680 --> 00:08:17.160]  彼得跑得沒那麼快
[00:08:17.160 --> 00:08:19.520]  不過彼得的行動比較快
[00:08:19.520 --> 00:08:21.000]  他去到墳墓那段時間
[00:08:21.000 --> 00:08:24.320]  聖經記載他在外面觀看
[00:08:24.320 --> 00:08:27.400]  他近距離地體驗這件事情
[00:08:27.400 --> 00:08:29.200]  他進入到墳墓當中
[00:08:29.200 --> 00:08:32.720]  因此彼得看見多了一些東西
[00:08:32.720 --> 00:08:35.760]  約翰只是看見細麻布
[00:08:35.760 --> 00:08:38.480]  但彼得看見了一條果頭巾
[00:08:38.480 --> 00:08:39.640]  聖經特別記載
[00:08:39.640 --> 00:08:41.160]  那條果頭巾是很特別的
[00:08:41.160 --> 00:08:43.360]  是捲著的
[00:08:43.360 --> 00:08:46.160]  為什麼這麼有趣呢?
[00:08:46.160 --> 00:08:49.120]  如果是有人把水拿出來的時候
[00:08:49.120 --> 00:08:51.880]  那條果頭巾是不會捲著的
[00:08:51.880 --> 00:08:53.360]  而是散開的
[00:08:53.360 --> 00:08:55.440]  所以對於彼得來說
[00:08:55.440 --> 00:08:58.080]  他看見了一件非常的事情
[00:08:58.080 --> 00:09:00.120]  他說他不但看見細麻布
[00:09:00.120 --> 00:09:01.760]  還看見了果頭巾
[00:09:01.760 --> 00:09:05.680]  他很深入地近距離地
[00:09:05.680 --> 00:09:09.480]  去考察這件不可思議的事情
[00:09:09.480 --> 00:09:12.000]  不過對於彼得來說
[00:09:12.000 --> 00:09:14.840]  他的生命都沒有很大的改變
[00:09:14.840 --> 00:09:17.880]  他沒有用信心去解讀這件事情
[00:09:17.880 --> 00:09:20.840]  所以剛才我讀第九節就說了
[00:09:20.840 --> 00:09:23.840]  他們看完之後就走了
[00:09:23.840 --> 00:09:27.120]  就回到自己的地方
[00:09:27.120 --> 00:09:29.400]  不過我們說走的那段時間
[00:09:29.400 --> 00:09:31.120]  當彼得進入那段時間
[00:09:31.120 --> 00:09:34.000]  雖然彼得的信心是不足夠
[00:09:34.000 --> 00:09:35.320]  但我們的行動
[00:09:35.320 --> 00:09:36.840]  要去親近主的行動
[00:09:36.840 --> 00:09:38.640]  原來是相互影響的
[00:09:38.640 --> 00:09:40.480]  當彼得走進去那段時間
[00:09:40.480 --> 00:09:42.080]  聖經記載第八節的時候
[00:09:42.080 --> 00:09:44.080]  約翰本來是在門口看的
[00:09:44.080 --> 00:09:46.080]  約翰也走進去
[00:09:46.080 --> 00:09:47.320]  這裏說
[00:09:47.320 --> 00:09:49.560]  約翰走進去見到信
[00:09:49.560 --> 00:09:51.280]  剛才我簡單說了
[00:09:51.280 --> 00:09:54.800]  可能信是主已經復活了
[00:09:54.800 --> 00:09:56.960]  但這個復活對他的信仰
[00:09:56.960 --> 00:09:59.360]  有甚麼影響可能他還未掌握到
[00:09:59.360 --> 00:10:01.960]  因此我們讀第九節那段時間
[00:10:01.960 --> 00:10:04.520]  他們兩個就回到家裏
[00:10:04.520 --> 00:10:06.120]  所以我說信甚麼呢?
[00:10:06.120 --> 00:10:08.800]  可能約翰的信是差一點
[00:10:08.800 --> 00:10:10.320]  但神沒有責備
[00:10:10.320 --> 00:10:12.160]  你和我相信主那段時間
[00:10:12.160 --> 00:10:13.520]  我們也差一點
[00:10:13.520 --> 00:10:15.760]  不過主沒有責備我們
[00:10:15.760 --> 00:10:17.200]  但我們不是停在這裏
[00:10:17.200 --> 00:10:18.600]  我們繼續反思
[00:10:18.600 --> 00:10:20.720]  究竟今天我們講復活的主
[00:10:20.720 --> 00:10:22.800]  對你、對我的生命
[00:10:22.800 --> 00:10:26.160]  有甚麼意義呢?
[00:10:26.160 --> 00:10:28.400]  看完彼得、看完約翰
[00:10:28.400 --> 00:10:31.600]  我們回去看瑪利亞
[00:10:31.600 --> 00:10:33.800]  瑪利亞最初見到空墳那段時間
[00:10:33.800 --> 00:10:35.000]  見到石頭的時候
[00:10:35.000 --> 00:10:37.480]  他第一件事就是跑去講給門徒聽
[00:10:37.480 --> 00:10:38.720]  現在沒有甚麼可以做了
[00:10:38.720 --> 00:10:40.080]  講了
[00:10:40.080 --> 00:10:41.240]  聖經記載
[00:10:41.240 --> 00:10:47.120]  瑪利亞就停在墳墓裏面去哭
[00:10:47.120 --> 00:10:51.880]  對於瑪利亞可能現在可以稍稍慢下來
[00:10:51.880 --> 00:10:55.880]  慢慢可以停下來
[00:10:55.880 --> 00:10:59.520]  或者可能他都開始靜下來
[00:10:59.520 --> 00:11:05.880]  聖經記載他開始低頭看這個墳墓
[00:11:05.880 --> 00:11:08.960]  當他這樣停下來靜下來的時候
[00:11:08.960 --> 00:11:11.640]  他又見多了一些東西
[00:11:11.640 --> 00:11:13.720]  之前見到石頭而已
[00:11:13.720 --> 00:11:16.440]  現在他見到兩個天使
[00:11:16.440 --> 00:11:19.080]  一個在頭的位置
[00:11:19.080 --> 00:11:21.160]  一個在腳的位置裏面
[00:11:21.160 --> 00:11:27.800]  不過可能瑪利亞都被很多傷心、哀動去掩蓋
[00:11:27.800 --> 00:11:30.520]  見到天使都不怕,很奇怪
[00:11:30.520 --> 00:11:33.280]  我們知道很多人見到都很害怕
[00:11:33.280 --> 00:11:35.320]  但瑪利亞沒有反應
[00:11:35.320 --> 00:11:39.040]  他就是在同一個當中,主不見了
[00:11:39.040 --> 00:11:42.280]  所以他跟天使的對話裏面
[00:11:42.280 --> 00:11:44.480]  他都沒有恐懼
[00:11:44.480 --> 00:11:47.440]  他只是在問:我主不在這裏?
[00:11:47.440 --> 00:11:49.120]  在這段時間
[00:11:49.120 --> 00:11:53.160]  瑪利亞他仍未見到父主
[00:11:53.160 --> 00:11:56.280]  他在眼裏面有傷痛
[00:11:56.280 --> 00:11:59.080]  他在眼裏面只有絕望
[00:11:59.080 --> 00:12:02.200]  他在眼裏面只有死亡
[00:12:02.200 --> 00:12:04.040]  我們繼續看下去這段時間
[00:12:04.040 --> 00:12:06.320]  我都想去鼓勵大家
[00:12:06.320 --> 00:12:07.720]  因為作為教會同工
[00:12:07.720 --> 00:12:10.080]  其實我們很多時候去出入醫院
[00:12:10.080 --> 00:12:12.200]  很多時候面對生離死別的事情
[00:12:12.200 --> 00:12:14.240]  很多時候出入殯儀館
[00:12:14.240 --> 00:12:17.880]  所以對死亡可以有多一點點體會
[00:12:17.880 --> 00:12:19.240]  特別留意到
[00:12:19.240 --> 00:12:23.920]  如果那些喪葬的事情不是以一個驕教的方式
[00:12:23.920 --> 00:12:26.080]  或者信仰的方式
[00:12:26.080 --> 00:12:29.520]  很多哀動、很多困擾、很多眼淚
[00:12:29.520 --> 00:12:33.400]  因為致親的時候可能是跟別人說永別
[00:12:33.400 --> 00:12:38.320]  但當我們去到為弟兄姊妹的家人安排安息禮拜
[00:12:38.320 --> 00:12:40.480]  或者我們看到隔離的房間
[00:12:40.480 --> 00:12:42.240]  去到安息禮拜的時候
[00:12:42.240 --> 00:12:44.240]  他們心裏有份平靜
[00:12:44.240 --> 00:12:46.440]  知道這不是永別
[00:12:46.440 --> 00:12:48.120]  這只是再見
[00:12:48.120 --> 00:12:51.560]  將來在天間裏面會再見
[00:12:51.560 --> 00:12:56.080]  所以我們很想大家去留意
[00:12:56.080 --> 00:12:57.800]  當面對很多困難
[00:12:57.800 --> 00:13:00.000]  你和我是屬於主的那段時間
[00:13:00.000 --> 00:13:03.440]  我們的看法、角度
[00:13:03.440 --> 00:13:05.720]  或者我們做事的方式回應
[00:13:05.720 --> 00:13:07.440]  應該是有點不同的
[00:13:07.440 --> 00:13:09.720]  我們可能還有傷痛的
[00:13:09.720 --> 00:13:11.920]  我們親人去離世
[00:13:11.920 --> 00:13:15.440]  不過我們不會被那些眼淚去遮掩我們
[00:13:15.440 --> 00:13:17.320]  以致我們看不到盼望
[00:13:17.320 --> 00:13:19.400]  我們不會被那些眼淚去遮掩我們
[00:13:19.400 --> 00:13:22.680]  以致我們只是定睛在墳墓當中
[00:13:22.680 --> 00:13:24.520]  只是定睛在死亡裏面
[00:13:24.520 --> 00:13:26.040]  定睛在分離裏面
[00:13:26.040 --> 00:13:29.480]  而忘記了天家的福祿和榮耀
[00:13:29.480 --> 00:13:30.960]  將來有一天
[00:13:30.960 --> 00:13:33.480]  我們和我們離世的親人
[00:13:33.480 --> 00:13:36.040]  我們將會在天間再聚
[00:13:36.040 --> 00:13:39.240]  我們繼續看一看穆達拉瑪尼亞
[00:13:39.240 --> 00:13:43.600]  當他和天使對話的時間
[00:13:43.600 --> 00:13:44.720]  他轉身過來
[00:13:44.720 --> 00:13:46.680]  他見到耶穌
[00:13:46.680 --> 00:13:48.480]  不過對於瑪尼亞來說
[00:13:48.480 --> 00:13:49.880]  他好像見到耶穌
[00:13:49.880 --> 00:13:51.520]  但好像又見不到
[00:13:51.520 --> 00:13:54.200]  他就好像看到一個看完的
[00:13:54.200 --> 00:13:57.040]  或者管完的人
[00:13:57.040 --> 00:14:00.600]  有時有困難時我們都會這樣
[00:14:00.600 --> 00:14:02.040]  特別是在疫情當中
[00:14:02.040 --> 00:14:04.480]  我們都看不到主的臨在
[00:14:04.480 --> 00:14:06.240]  我們看不到主的恩典
[00:14:06.240 --> 00:14:09.280]  我們好像甚麼都看不到
[00:14:09.280 --> 00:14:11.240]  有時我們對主的臨在
[00:14:11.240 --> 00:14:13.520]  主的私恩時
[00:14:13.520 --> 00:14:15.520]  我們會視而不見
[00:14:15.520 --> 00:14:18.560]  我們會聽而不聞
[00:14:18.560 --> 00:14:21.160]  分享我們有些弟兄
[00:14:21.160 --> 00:14:23.200]  可能大家不是很熟悉的
[00:14:23.200 --> 00:14:26.880]  有一位很愛主的弟兄
[00:14:26.880 --> 00:14:28.200]  我們叫他馬奇
[00:14:28.200 --> 00:14:29.520]  太太叫他明
[00:14:29.520 --> 00:14:32.120]  他移民到美國
[00:14:32.120 --> 00:14:34.200]  大概有十年時間
[00:14:34.200 --> 00:14:34.840]  在這段時間
[00:14:34.840 --> 00:14:36.280]  大家知道美國的疫情很嚴重
[00:14:36.280 --> 00:14:37.800]  所以我都和他 WhatsApp 問
[00:14:37.800 --> 00:14:40.160]  問他情況如何
[00:14:40.160 --> 00:14:42.960]  其實面對相當多的困難
[00:14:42.960 --> 00:14:44.800]  疫情的困難
[00:14:44.800 --> 00:14:48.480]  他有個女兒有一個很特別的病
[00:14:48.480 --> 00:14:50.560]  找很多醫生都搞不定
[00:14:50.560 --> 00:14:52.120]  換很多藥都搞不定
[00:14:52.120 --> 00:14:53.280]  面對這個困難
[00:14:53.280 --> 00:14:55.320]  再加上疫情那段時間
[00:14:55.320 --> 00:14:57.320]  馬奇我們的弟兄
[00:14:57.320 --> 00:15:00.200]  好像都是負責照顧家庭
[00:15:00.200 --> 00:15:01.280]  去賺錢的
[00:15:01.280 --> 00:15:03.840]  但現在沒有工作
[00:15:03.840 --> 00:15:05.600]  要留在家裏
[00:15:05.600 --> 00:15:07.280]  他們要開始準備
[00:15:07.280 --> 00:15:08.240]  他當時這樣說
[00:15:08.240 --> 00:15:11.000]  都要和其他美國人打電話
[00:15:11.000 --> 00:15:12.280]  二千萬個美國人
[00:15:12.280 --> 00:15:17.280]  要開始申請經濟援助
[00:15:17.280 --> 00:15:19.760]  如果你在處境當中
[00:15:19.760 --> 00:15:23.240]  有時我們說屋漏筋兼逢夜雨
[00:15:23.240 --> 00:15:25.160]  你會怎樣呢?
[00:15:25.160 --> 00:15:28.520]  我和這位弟兄分享那段時間
[00:15:28.520 --> 00:15:31.200]  他們和我這樣說
[00:15:31.200 --> 00:15:31.880]  他說
[00:15:31.880 --> 00:15:33.440]  是呀,都很艱難
[00:15:33.440 --> 00:15:36.000]  不過看到很多的因點
[00:15:36.000 --> 00:15:37.800]  雖然他說沒有工作
[00:15:37.800 --> 00:15:39.200]  沒有收入
[00:15:39.200 --> 00:15:41.120]  但心裏面是平安
[00:15:41.120 --> 00:15:43.200]  他就分享為何有
[00:15:43.200 --> 00:15:44.920]  他說在感染處
