
[00:00:00.000 --> 00:00:05.060]  很快,今天已經講到已不鎖書的第四講
[00:03:00.140 --> 00:03:03.640]  半里的路是直接升降就半里
[00:03:03.640 --> 00:03:05.960]  但那裡沒有升降機
[00:03:05.960 --> 00:03:11.080]  所以你要去到礦場要走一條旋轉的通路
[00:03:11.080 --> 00:03:13.080]  一直旋轉下去
[00:03:13.080 --> 00:03:16.280]  這條旋轉的路只有三里這麼長
[00:03:16.280 --> 00:03:18.560]  距離地面的礦場只有半里
[00:03:18.560 --> 00:03:22.120]  但你要走這條旋轉的路只有三里這麼長
[00:03:22.120 --> 00:03:23.780]  下去到地底
[00:03:23.780 --> 00:03:25.060]  大件事
[00:03:25.060 --> 00:03:27.840]  那個旋轉的通路倒塌了
[00:03:27.840 --> 00:03:28.980]  阻塞了
[00:03:28.980 --> 00:03:31.220]  那些工人不能夠上去
[00:03:31.220 --> 00:03:33.220]  困在地底裡面
[00:03:33.220 --> 00:03:35.620]  當時非常非常危急
[00:03:35.620 --> 00:03:37.620]  真是狗死一生
[00:03:37.620 --> 00:03:39.220]  你想想如果困得太久
[00:03:39.220 --> 00:03:41.220]  沒有水沒有食物會怎樣
[00:03:41.220 --> 00:03:43.220]  人們很快就會死
[00:03:43.220 --> 00:03:46.020]  所以花了很大的力量來搶救
[00:03:46.020 --> 00:03:48.420]  在地面上用一個大鑽
[00:03:48.420 --> 00:03:50.620]  一直在很堅硬的石頭上
[00:03:50.620 --> 00:03:52.120]  轉下去
[00:03:52.120 --> 00:03:55.560]  轉下去希望可以去到半里的深度
[00:03:55.560 --> 00:03:58.260]  來打救這些工人
[00:03:58.260 --> 00:03:59.500]  轉了兩個星期
[00:03:59.500 --> 00:04:02.660]  終於轉到半里這樣的深度
[00:04:02.660 --> 00:04:05.960]  誰知道原來轉錯了一個地方
[00:04:05.960 --> 00:04:08.220]  那些工人不在下面
[00:04:08.220 --> 00:04:11.520]  大件事緊張到不得了
[00:04:11.520 --> 00:04:13.520]  結果花了69天
[00:04:13.520 --> 00:04:19.020]  才將全部33個工人救回上地面
[00:04:19.020 --> 00:04:22.020]  這就好像我們每一個人
[00:04:22.020 --> 00:04:24.620]  在認識耶穌基督之前
[00:04:24.620 --> 00:04:26.920]  沒有辦法可以救自己
[00:04:26.920 --> 00:04:28.220]  每個人都死人一個
[00:04:28.220 --> 00:04:30.020]  死定的在裡面
[00:04:30.020 --> 00:04:32.020]  你想想你怎樣挖出來
[00:04:32.020 --> 00:04:33.720]  向上挖
[00:04:33.720 --> 00:04:36.520]  你這裡挖的那些沙泥
[00:04:36.520 --> 00:04:39.220]  倒在你的頭上根本沒有辦法
[00:04:39.220 --> 00:04:41.720]  你是要等待耶穌基督來救贖
[00:04:41.720 --> 00:04:46.320]  就好像我們每一個人一樣
[00:04:46.320 --> 00:04:49.320]  基督教真的和很多宗教不同
[00:04:49.320 --> 00:04:51.420]  其他的宗教好像是回教
[00:04:51.420 --> 00:04:53.520]  說你做好人
[00:04:53.520 --> 00:04:55.720]  你可能會得救
[00:04:55.720 --> 00:04:58.020]  有很多天主教徒都認為
[00:04:58.020 --> 00:05:01.520]  可以靠自己的能力來得救
[00:05:01.520 --> 00:05:03.520]  佛教直接說
[00:05:03.520 --> 00:05:05.220]  納地成佛
[00:05:05.220 --> 00:05:06.520]  但基督教說
[00:05:06.520 --> 00:05:07.520]  你做不到
[00:05:07.520 --> 00:05:10.020]  你是死人一個
[00:05:10.020 --> 00:05:13.120]  有人說坐在大吉利是
[00:05:13.120 --> 00:05:14.520]  我活生生一個人
[00:05:14.520 --> 00:05:15.520]  你說我死人
[00:05:15.520 --> 00:05:17.520]  有沒有搞錯
[00:05:17.520 --> 00:05:21.520]  這裡所說的是靈裡面的死亡
[00:05:21.520 --> 00:05:24.920]  有一個人叫做Marcio da Silva
[00:05:24.920 --> 00:05:27.520]  他是巴西的一個年輕人
[00:05:27.520 --> 00:05:29.520]  他是25歲
[00:05:29.520 --> 00:05:31.720]  他到處去找工作都找不到
[00:05:31.720 --> 00:05:34.120]  沒有人願意請他
[00:05:34.120 --> 00:05:36.220]  他不明白為什麼
[00:05:36.220 --> 00:05:39.420]  接著他看到一份工作是貨車司機
[00:05:39.420 --> 00:05:40.320]  開貨車
[00:05:40.320 --> 00:05:41.920]  他就去應徵
[00:05:41.920 --> 00:05:43.120]  那個老闆跟他說
[00:05:43.120 --> 00:05:44.820]  我真的很喜歡你
[00:05:44.820 --> 00:05:47.020]  我真的很想請你
[00:05:47.020 --> 00:05:48.020]  但他說
[00:05:48.020 --> 00:05:51.020]  我不能請一個死人來幫我開貨車
[00:05:51.020 --> 00:05:53.020]  做貨車司機
[00:05:53.020 --> 00:05:53.920]  那個Marcio說
[00:05:53.920 --> 00:05:55.320]  為什麼你說我死了
[00:05:55.320 --> 00:05:57.920]  原來根據政府的資料
[00:05:57.920 --> 00:05:59.720]  這個人已經死了
[00:05:59.720 --> 00:06:01.420]  政府擺烏龍
[00:06:01.420 --> 00:06:04.620]  另外有一個人叫做Marcio da Silva
[00:06:04.620 --> 00:06:05.720]  死了
[00:06:05.720 --> 00:06:07.420]  政府以為是這個人
[00:06:07.420 --> 00:06:10.320]  所以這個年輕人到處去找工作都找不到
[00:06:10.320 --> 00:06:12.420]  沒有人願意請他
[00:06:12.420 --> 00:06:16.020]  就好像一個靈裡面死亡的人
[00:06:16.020 --> 00:06:19.120]  一個靈裡面死亡的人是與神隔絕
[00:06:19.120 --> 00:06:22.620]  這個年輕人是和所有的工作隔絕
[00:06:22.620 --> 00:06:24.220]  找不到工作
[00:06:24.220 --> 00:06:27.620]  一個靈裡面死亡的人是怎樣
[00:06:27.620 --> 00:06:29.220]  我們不妨看看
[00:06:29.220 --> 00:06:31.720]  一個肉體死亡的人是怎樣
[00:06:31.720 --> 00:06:33.620]  一個肉體死亡的人
[00:06:33.620 --> 00:06:34.820]  你去推他
[00:06:34.820 --> 00:06:36.020]  你去叫他
[00:06:36.020 --> 00:06:37.720]  他有沒有反應
[00:06:37.720 --> 00:06:39.220]  完全沒有反應
[00:06:39.220 --> 00:06:41.820]  一個靈裡面死亡的人
[00:06:41.820 --> 00:06:43.220]  對神的呼叫
[00:06:43.220 --> 00:06:44.520]  對神的呼喚
[00:06:44.520 --> 00:06:46.020]  是完全沒有反應
[00:06:46.020 --> 00:06:49.620]  這個是靈裡面死亡的人
[00:06:49.620 --> 00:06:51.820]  以弗所書的四章十八節
[00:06:51.820 --> 00:06:54.520]  說他們心地昏迷
[00:06:54.520 --> 00:06:57.320]  與神所賜的生命隔絕了
[00:06:57.320 --> 00:07:00.920]  都因自己無知心裡剛硬
[00:07:00.920 --> 00:07:04.620]  一個靈裡面死亡的人就是與神隔絕
[00:07:04.620 --> 00:07:06.220]  他不能夠認識神
[00:07:06.220 --> 00:07:07.620]  不能夠明白神
[00:07:07.620 --> 00:07:08.720]  為什麼?
[00:07:08.720 --> 00:07:10.320]  因為他是無知
[00:07:10.320 --> 00:07:13.020]  因為他心裡剛硬
[00:07:13.020 --> 00:07:14.620]  我都和大家說過
[00:07:14.620 --> 00:07:16.320]  我以前在香港讀中學
[00:07:16.320 --> 00:07:18.320]  是讀基督教學校
[00:07:18.320 --> 00:07:19.420]  要考聖經的
[00:07:19.420 --> 00:07:21.020]  有聖經科目
[00:07:21.020 --> 00:07:23.320]  那時候讀聖經真慘
[00:07:23.320 --> 00:07:24.520]  因為我未信主
[00:07:24.520 --> 00:07:27.120]  根本不明白說什麼
[00:07:27.120 --> 00:07:29.020]  已經有歷史有地理
[00:07:29.020 --> 00:07:30.720]  很多東西要記
[00:07:30.720 --> 00:07:32.920]  你讀完聖經不能夠明白
[00:07:32.920 --> 00:07:34.920]  死記都記不到這麼多東西
[00:07:34.920 --> 00:07:36.520]  很辛苦
[00:07:36.520 --> 00:07:38.320]  很奇怪
[00:07:38.320 --> 00:07:39.520]  成為了基督徒
[00:07:39.520 --> 00:07:41.420]  接受了耶穌基督之後
[00:07:41.420 --> 00:07:43.320]  好像開了竅
[00:07:43.320 --> 00:07:45.020]  突然間能夠明白
[00:07:45.020 --> 00:07:46.820]  聖經裡面所說的話
[00:07:46.820 --> 00:07:49.020]  這就是哥倫多前書
[00:07:49.020 --> 00:07:51.620]  二章十四節所說
[00:07:51.620 --> 00:07:53.720]  說屬血氣的人
[00:07:53.720 --> 00:07:56.220]  是不能夠明白屬靈的事
[00:07:56.220 --> 00:07:57.420]  屬血氣的人
[00:07:57.420 --> 00:08:00.220]  不能夠明白屬靈的事
[00:08:00.220 --> 00:08:02.820]  原來聖經裡面有很多
[00:08:02.820 --> 00:08:05.720]  靈裡面死亡的例子
[00:08:05.720 --> 00:08:07.020]  大家有沒有留意
[00:08:07.020 --> 00:08:09.020]  在《馬太福音》第八章
[00:08:09.020 --> 00:08:12.320]  耶穌基督是叫一個人來跟從自己
[00:08:12.320 --> 00:08:13.720]  這個人說
[00:08:13.720 --> 00:08:17.120]  你先讓我埋葬我的爸爸
[00:08:17.120 --> 00:08:18.320]  記不記得這件事?
[00:08:18.320 --> 00:08:20.020]  耶穌基督怎樣跟他說?
[00:08:20.020 --> 00:08:23.520]  他說任憑死人埋葬他們的死人
[00:08:23.520 --> 00:08:26.220]  你由那些靈裡面死亡的人
[00:08:26.220 --> 00:08:29.120]  去埋葬那些肉體死亡的人
[00:08:29.120 --> 00:08:30.020]  耶穌基督說
[00:08:30.020 --> 00:08:32.720]  你來跟從我
[00:08:32.720 --> 00:08:35.320]  在提摩太前書五章六節
[00:08:35.320 --> 00:08:36.420]  保羅說
[00:08:36.420 --> 00:08:38.520]  但那浩然洛的寡婦
[00:08:38.520 --> 00:08:41.020]  正活著的時候也是死的
[00:08:41.020 --> 00:08:42.920]  保羅說那些寡婦
[00:08:42.920 --> 00:08:45.520]  浩然洛就算是活著
[00:08:45.520 --> 00:08:48.120]  他靈裡面也是死亡
[00:08:48.120 --> 00:08:49.620]  今天的經文
[00:08:49.620 --> 00:08:51.720]  以弗所書二章一節
[00:08:51.720 --> 00:08:55.320]  說我們死在過犯罪惡之中
[00:08:55.320 --> 00:08:57.420]  不是因為我們犯罪
[00:08:57.420 --> 00:09:00.820]  所以我們死在罪惡過犯的當中
[00:09:00.820 --> 00:09:03.520]  我們死在罪惡過犯的當中
[00:09:03.520 --> 00:09:06.420]  因為我們生出來就是一個罪人
[00:09:06.420 --> 00:09:08.920]  這是聖經的教導
[00:09:08.920 --> 00:09:09.720]  有人說
[00:09:09.720 --> 00:09:11.920]  你不要說我的孫子是罪人
[00:09:11.920 --> 00:09:14.720]  我的孫子也不知道多可愛
[00:09:14.720 --> 00:09:18.320]  但你有沒有留意到你的孫子很自我?
[00:09:18.320 --> 00:09:21.920]  當他不能做他自己要為自己做的事
[00:09:21.920 --> 00:09:23.320]  他就會怎樣?
[00:09:23.320 --> 00:09:24.820]  就會發脾氣
[00:09:24.820 --> 00:09:27.920]  會鬧彆扭、會哭
[00:09:27.920 --> 00:09:30.220]  是的,你的孫子真的很可愛
[00:09:30.220 --> 00:09:33.320]  可惜他發脾氣、鬧彆扭、嘟牆的嘴
[00:09:33.320 --> 00:09:34.520]  也是那麼可愛
[00:09:34.520 --> 00:09:36.120]  所以你沒有留意到
[00:09:36.120 --> 00:09:38.520]  原來所有的嬰兒生出來
[00:09:38.520 --> 00:09:39.820]  都是一個罪人
[00:09:39.820 --> 00:09:43.920]  這是聖經教導我們
[00:09:43.920 --> 00:09:46.320]  但也有很多人可能會說
[00:09:46.320 --> 00:09:49.620]  很多非基督徒都是好人
[00:09:49.620 --> 00:09:52.020]  做很多好事
[00:09:52.020 --> 00:09:53.320]  不奇怪
[00:09:53.320 --> 00:09:57.720]  耶穌基督在路加福音6:33說
[00:09:57.720 --> 00:10:01.120]  「你們若善待那善待你們的人
[00:10:01.120 --> 00:10:03.520]  有什麼可酬謝的呢?
[00:10:03.520 --> 00:10:06.620]  就是罪人也是這樣行」
[00:10:06.620 --> 00:10:10.820]  就算是一個罪人也懂得彼此善待
[00:10:10.820 --> 00:10:13.520]  但他們彼此善待是為了什麼?
[00:10:13.520 --> 00:10:15.120]  是否為了榮耀神?
[00:10:15.120 --> 00:10:16.520]  不是為了榮耀神
[00:10:16.520 --> 00:10:19.720]  他們彼此善待是為了榮耀自己
[00:10:19.720 --> 00:10:22.820]  所以這也是罪
[00:10:22.820 --> 00:10:24.820]  不知道大家是否記得
[00:10:24.820 --> 00:10:28.420]  我在說《新命紀》時跟大家說過
[00:10:28.420 --> 00:10:31.220]  不僅有些罪是我們犯的
[00:10:31.220 --> 00:10:33.220]  Sins of Commission
[00:10:33.220 --> 00:10:36.520]  還有些罪就是我們沒有做到的罪
[00:10:36.520 --> 00:10:38.820]  Sins of Omission
[00:10:38.820 --> 00:10:43.020]  聖經說我們每個人都規缺了神的榮耀
[00:10:43.020 --> 00:10:44.820]  我們應該要榮耀神
[00:10:44.820 --> 00:10:46.420]  而我們沒有去榮耀神
[00:10:46.420 --> 00:10:48.420]  這就是罪
[00:10:48.420 --> 00:10:52.320]  其實最大沒有做到的罪
[00:10:52.320 --> 00:10:55.720]  就是我們每個人手上都有耶穌基督的血
[00:10:55.720 --> 00:10:57.120]  因為我們的罪
[00:10:57.120 --> 00:11:00.020]  耶穌基督被釘死在十字架上
[00:11:00.020 --> 00:11:02.120]  我們應該接受耶穌基督
[00:11:02.120 --> 00:11:03.920]  當我們沒有接受祂的時候
[00:11:03.920 --> 00:11:07.120]  這就是最大的罪
[00:11:07.120 --> 00:11:09.020]  如果大家記得的話
[00:11:09.020 --> 00:11:11.420]  在馬太福音21章
[00:11:11.420 --> 00:11:15.020]  耶穌基督說了一個惡玄戶的比喻
[00:11:15.020 --> 00:11:16.320]  耶穌基督說
[00:11:16.320 --> 00:11:20.520]  有一個玄主搭了一個葡萄園
[00:11:20.520 --> 00:11:23.420]  租了給玄戶
[00:11:23.420 --> 00:11:25.220]  到收成的時候
[00:11:25.220 --> 00:11:28.220]  他就派他的僕人去收果子
[00:11:28.220 --> 00:11:31.720]  結果玄戶將他的僕人打死
[00:11:31.720 --> 00:11:35.320]  如是者打死了很多個僕人
[00:11:35.320 --> 00:11:38.620]  於是這個玄主就差派他自己的兒子
[00:11:38.620 --> 00:11:43.020]  心想或許這些玄戶會尊敬自己的兒子
[00:11:43.020 --> 00:11:46.420]  誰知連他的兒子也打死了
[00:11:46.420 --> 00:11:47.820]  如果是這樣的話
[00:11:47.820 --> 00:11:50.220]  玄戶要和玄主和好
[00:11:50.220 --> 00:11:52.120]  唯一的辦法是什麼?
[00:11:52.120 --> 00:11:55.320]  就是要得到玄主的原諒
[00:11:55.320 --> 00:11:58.420]  這正是以色列人的故事
[00:11:58.420 --> 00:11:59.620]  我們知道
[00:11:59.620 --> 00:12:01.420]  在聖經裡面告訴我們
[00:12:01.420 --> 00:12:04.420]  神差派很多的先知
[00:12:04.420 --> 00:12:06.720]  一個一個去以色列人那裡
[00:12:06.720 --> 00:12:09.120]  都被以色列人殺了
[00:12:09.120 --> 00:12:09.920]  最後神說
[00:12:09.920 --> 00:12:12.020]  我差派我的獨生子耶穌基督
[00:12:12.020 --> 00:12:14.220]  來到你們當中
[00:12:14.220 --> 00:12:17.920]  那些以色列人將他釘死在十字架上
[00:12:17.920 --> 00:12:21.620]  這也是給我們的故事
[00:12:21.620 --> 00:12:22.720]  有人說
[00:12:22.720 --> 00:12:23.920]  關我們什麼事?
[00:12:23.920 --> 00:12:25.220]  你剛剛才說
[00:12:25.220 --> 00:12:29.120]  是以色列人將耶穌基督釘在十字架上
[00:12:29.120 --> 00:12:30.520]  但你不要忘記
[00:12:30.520 --> 00:12:31.620]  我剛才說
[00:12:31.620 --> 00:12:34.920]  我們每一個人生出來都是罪人
[00:12:34.920 --> 00:12:38.320]  我們每一個人手上都有耶穌基督的血
[00:12:38.320 --> 00:12:39.720]  因為是我們的罪
[00:12:39.720 --> 00:12:42.520]  將耶穌基督釘在十字架上
[00:12:42.520 --> 00:12:44.520]  所以最大
[00:12:44.520 --> 00:12:47.420]  我們應該要做而沒有做到的罪
[00:12:47.420 --> 00:12:49.520]  就是我們應該接受耶穌基督
[00:12:49.520 --> 00:12:50.620]  而不去接受
[00:12:50.620 --> 00:12:55.220]  這才是最大的罪
[00:12:55.220 --> 00:12:57.220]  我剛才說了
[00:12:57.220 --> 00:12:59.320]  不是因為我們犯罪
[00:12:59.320 --> 00:13:01.420]  所以我們是罪人
[00:13:01.420 --> 00:13:03.720]  因為我們每一個人生出來
[00:13:03.720 --> 00:13:05.120]  都是罪人
[00:13:05.120 --> 00:13:08.020]  所以我們會犯罪
[00:13:08.020 --> 00:13:09.620]  剛才的經文
[00:13:09.620 --> 00:13:11.820]  已不鎖書的二章一節
[00:13:11.820 --> 00:13:16.120]  保羅說我們死在罪惡過犯當中
[00:13:16.120 --> 00:13:19.920]  保羅用了兩個字來說罪
[00:13:19.920 --> 00:13:24.020]  這兩個字就是罪惡和過犯
[00:13:24.020 --> 00:13:25.020]  罪惡
[00:13:25.020 --> 00:13:29.120]  原來原本希伯來文這個字的意思
[00:13:29.120 --> 00:13:30.620]  就是有一個靶
[00:13:30.620 --> 00:13:33.220]  射箭射到靶上
[00:13:33.220 --> 00:13:34.520]  有一個靶心
[00:13:34.520 --> 00:13:36.620]  但是你射不中靶心
[00:13:36.620 --> 00:13:38.920]  你不能夠達到神的標準
[00:13:38.920 --> 00:13:41.320]  這是罪
[00:13:41.320 --> 00:13:43.520]  另外有一個字是過犯
[00:13:43.520 --> 00:13:45.620]  過犯就是trespassing
[00:13:45.620 --> 00:13:47.620]  就是你越了界線
[00:13:47.620 --> 00:13:50.820]  明明看到有個牌寫著不准進入
[00:13:50.820 --> 00:13:52.320]  你進入了
[00:13:52.320 --> 00:13:53.220]  你小心
[00:13:53.220 --> 00:13:56.220]  可能裡面有一隻惡狗咬你一口
[00:13:56.220 --> 00:13:58.220]  怎樣叫做犯罪?
[00:13:58.220 --> 00:14:02.320]  就是我們死在罪惡過犯當中
[00:14:02.320 --> 00:14:05.020]  就是我們不能夠達到神的標準
[00:14:05.020 --> 00:14:06.920]  這是罪惡
[00:14:06.920 --> 00:14:10.920]  過犯就是我們超越了神的範圍
[00:14:10.920 --> 00:14:11.720]  有人問
[00:14:11.720 --> 00:14:15.320]  神有什麼標準和範圍?
[00:14:15.320 --> 00:14:19.520]  在《羅馬書》三章二十三節說得很清楚
[00:14:19.520 --> 00:14:21.720]  因為世人都犯了罪
[00:14:21.720 --> 00:14:24.520]  虧缺了神的榮耀
[00:14:24.520 --> 00:14:27.320]  當我們應該要榮耀神
[00:14:27.320 --> 00:14:29.420]  而沒有去榮耀神的時候
[00:14:29.420 --> 00:14:32.620]  這也是罪
[00:14:32.620 --> 00:14:35.320]  你說很難
[00:14:35.320 --> 00:14:36.620]  你叫我不去犯罪
[00:14:36.620 --> 00:14:38.520]  我已經做不到
[00:14:38.520 --> 00:14:40.820]  還要我榮耀神?
[00:14:40.820 --> 00:14:41.820]  不榮耀神
[00:14:41.820 --> 00:14:42.820]  原來就是罪
[00:14:42.820 --> 00:14:44.920]  有誰能夠做得到?
[00:14:44.920 --> 00:14:47.120]  這正是聖經告訴我們
[00:14:47.120 --> 00:14:49.620]  我們沒有一個人能夠做得到
[00:14:49.620 --> 00:14:52.920]  我們沒有一個人能夠滿足神的要求
[00:14:52.920 --> 00:14:54.620]  就好像我剛才所說
[00:14:54.620 --> 00:14:56.720]  在智利礦場
[00:14:56.720 --> 00:14:58.720]  困在地底的那群人
[00:14:58.720 --> 00:15:03.320]  沒有辦法可以靠自己來救贖自己
[00:15:03.320 --> 00:15:07.820]  也好像我們一起走到大禮堂
[00:15:07.820 --> 00:15:09.620]  大禮堂有二層樓的
[00:15:09.620 --> 00:15:10.820]  有個Balcony
[00:15:10.820 --> 00:15:11.820]  我們說一二三
[00:15:11.820 --> 00:15:14.320]  大家一起跳上去
[00:15:14.320 --> 00:15:17.020]  有多少人能夠跳上去?
[00:15:17.020 --> 00:15:18.520]  有些年紀大一點的
[00:15:18.520 --> 00:15:20.220]  可能跳得幾吋
[00:15:20.220 --> 00:15:21.320]  年紀輕一點的
[00:15:21.320 --> 00:15:23.220]  可能跳得幾呎
[00:15:23.220 --> 00:15:25.920]  但是沒有人能夠跳上二樓
[00:15:25.920 --> 00:15:28.520]  我相信最高的紀錄是六呎
[00:15:28.520 --> 00:15:31.120]  有人可能榮耀神多一點
[00:15:31.120 --> 00:15:32.420]  在他的生命當中
[00:15:32.420 --> 00:15:34.420]  有人可能在他的生命當中
[00:15:34.420 --> 00:15:36.020]  榮耀神少一點
[00:15:36.020 --> 00:15:39.120]  但是沒有人能夠做到神的要求
[00:15:39.120 --> 00:15:42.420]  沒有人能夠做到神的標準
[00:15:42.420 --> 00:15:44.620]  這正是聖經告訴我們
[00:15:44.620 --> 00:15:48.620]  我們每個人都虧欠了神的榮耀
[00:15:48.620 --> 00:15:53.520]  所以在二不所書的第二章第一節
[00:15:53.520 --> 00:15:57.820]  說我們每個人都死在罪惡過犯的裡面
[00:15:57.820 --> 00:15:59.620]  不能夠救贖自己
[00:15:59.620 --> 00:16:02.920]  說到二不所書的二章
[00:16:02.920 --> 00:16:05.720]  二到三節就更加恐怖了
[00:16:05.720 --> 00:16:07.020]  為什麼這麼恐怖?
[00:16:07.020 --> 00:16:08.420]  我再讀一次
[00:16:08.420 --> 00:16:11.720]  「那時你們在其中行事為人
[00:16:11.720 --> 00:16:13.820]  隨從今世的風俗
[00:16:13.820 --> 00:16:17.420]  順從空中掌權者的手鈴
[00:16:17.420 --> 00:16:22.220]  就是現今在博奕之子心中運行的邪鈴
[00:16:22.220 --> 00:16:25.220]  我們從前也都在他們中間
[00:16:25.220 --> 00:16:27.120]  放縱肉體的私慾
[00:16:27.120 --> 00:16:31.220]  隨著肉體和心中所喜愛的去做
[00:16:31.220 --> 00:16:35.720]  本為可怒之子和別人一樣」
[00:16:35.720 --> 00:16:37.520]  我們看到經文說
[00:16:37.520 --> 00:16:42.020]  我們不僅是死在罪惡過犯的裡面
[00:16:42.020 --> 00:16:44.420]  我們在接受耶穌基督之前
[00:16:44.420 --> 00:16:49.320]  我們還是順從空中掌權的手鈴
[00:16:49.320 --> 00:16:52.420]  什麼叫做空中掌權的手鈴?
[00:16:52.420 --> 00:16:54.220]  首先空中是什麼?
[00:16:54.220 --> 00:16:58.420]  空中就是空氣,是我們呼吸的空氣
[00:16:58.420 --> 00:17:01.420]  我們知道我們這個地球
[00:17:01.420 --> 00:17:03.620]  是被大氣層圍住
[00:17:03.620 --> 00:17:05.320]  有很多的氣體
[00:17:05.320 --> 00:17:09.020]  這就是大氣層圍住我們的地球
[00:17:09.020 --> 00:17:11.920]  我現在正在預備一個系列
[00:17:11.920 --> 00:17:14.620]  是有關天堂的系列
[00:17:14.620 --> 00:17:16.620]  在這個系列裡面我講到
[00:17:16.620 --> 00:17:19.020]  在哥林多後書的十二章
[00:17:19.020 --> 00:17:22.020]  保羅是否被提到三層天
[00:17:22.020 --> 00:17:24.920]  去到天堂的三層天
[00:17:24.920 --> 00:17:28.820]  有三層天就有二層天
[00:17:28.820 --> 00:17:30.620]  二層天是什麼地方?
[00:17:30.620 --> 00:17:35.220]  二層天就是所有日月星宿的地方
[00:17:35.220 --> 00:17:36.820]  一層天呢?
[00:17:36.820 --> 00:17:39.620]  一層天就是被大氣層
[00:17:39.620 --> 00:17:41.720]  被氣體包圍的地方
[00:17:41.720 --> 00:17:43.520]  就是我們的地球
[00:17:43.520 --> 00:17:45.620]  所以保羅說
[00:17:45.620 --> 00:17:51.720]  你們去跟從那位空中掌權的是誰?
[00:17:51.720 --> 00:17:54.720]  就是這個世界現在的統治者
[00:17:54.720 --> 00:17:57.520]  控制這個世界的人
[00:17:57.520 --> 00:18:00.120]  就是撒旦
[00:18:00.120 --> 00:18:02.320]  有很多人可能會問
[00:18:02.320 --> 00:18:04.920]  喂,悉尼穆斯
[00:18:04.920 --> 00:18:06.320]  又是你說的
[00:18:06.320 --> 00:18:08.420]  神是絕對掌權的
