
[00:00:00.000 --> 00:00:03.480]  今日有好多的教會或者頂展會
[00:01:49.560 --> 00:01:52.880]  「但聖靈降臨在你們身上
[00:01:52.880 --> 00:01:55.200]  你們就必得著能力
[00:01:55.200 --> 00:02:00.080]  並要在耶路撒冷、猶太傳地和撒瑪利亞
[00:02:00.080 --> 00:02:03.280]  直到地極作我的見證」
[00:02:03.280 --> 00:02:08.320]  1章8節一般學者都用來看為
[00:02:08.320 --> 00:02:11.640]  「成卷使徒行傳」一個大綱
[00:02:11.640 --> 00:02:17.920]  1至7章是說門徒在耶路撒冷傳方的工作
[00:02:17.920 --> 00:02:24.200]  8至12章是說門徒在猶太傳地和撒瑪利亞的方工作
[00:02:24.200 --> 00:02:31.240]  第13章至28章是說門徒在地極作耶路撒冷的見證
[00:02:31.240 --> 00:02:34.040]  當時地極是西班牙
[00:02:34.040 --> 00:02:37.320]  所以是用地理來分段
[00:02:37.320 --> 00:02:39.360]  第8章是一個轉捩點
[00:02:39.360 --> 00:02:39.960]  為什麼呢?
[00:02:39.960 --> 00:02:43.240]  本來門徒都只是留在耶路撒冷
[00:02:43.240 --> 00:02:46.520]  但由第8章開始就說他們離開耶路撒冷
[00:02:46.520 --> 00:02:49.040]  他們去到猶太其他地方
[00:02:49.040 --> 00:02:52.600]  亦都去到撒瑪利亞地
[00:02:52.600 --> 00:02:55.320]  接著再看
[00:02:55.320 --> 00:02:56.360]  第1
[00:02:56.360 --> 00:02:57.840]  8章1至4節告訴我們
[00:02:57.840 --> 00:03:01.440]  教會遭逼迫門徒分散
[00:03:01.440 --> 00:03:02.120]  第1節說
[00:03:02.120 --> 00:03:05.400]  從這天起耶路撒冷的教會就大遭逼迫
[00:03:05.400 --> 00:03:06.680]  除了使徒之外
[00:03:06.680 --> 00:03:12.040]  門徒都分散在猶太和撒瑪利亞各處
[00:03:12.040 --> 00:03:13.320]  從這天起
[00:03:13.320 --> 00:03:14.520]  即是什麼事呢?
[00:03:14.520 --> 00:03:17.560]  你就要追回聖經第7章
[00:03:17.560 --> 00:03:19.200]  說「這天」是什麼事呢?
[00:03:19.200 --> 00:03:21.600]  就是「使提反」
[00:03:21.600 --> 00:03:23.800]  為主的緣故殉道
[00:03:23.800 --> 00:03:27.360]  他被石頭打死
[00:03:27.360 --> 00:03:28.440]  由那天起
[00:03:28.440 --> 00:03:30.800]  教會就大遭逼迫
[00:03:30.800 --> 00:03:33.040]  雖然教會大遭逼迫
[00:03:33.040 --> 00:03:34.520]  那些門徒怎麼辦呢?
[00:03:34.520 --> 00:03:35.760]  使徒
[00:03:35.760 --> 00:03:36.920]  除了他們之外
[00:03:36.920 --> 00:03:39.600]  使徒即是耶穌的十二個門徒
[00:03:39.600 --> 00:03:40.960]  雖然猶太已經死了
[00:03:40.960 --> 00:03:42.600]  但已經被選另一位
[00:03:42.600 --> 00:03:44.160]  馬提亞代替了
[00:03:44.160 --> 00:03:46.720]  他們就繼續留在耶路撒冷
[00:03:46.720 --> 00:03:48.520]  其他的就分散
[00:03:48.520 --> 00:03:51.960]  去了猶太和撒瑪利亞各處
[00:03:51.960 --> 00:03:55.600]  所以不再只留在耶路撒冷
[00:03:55.600 --> 00:03:58.560]  他們去到猶太的地方
[00:03:58.560 --> 00:04:01.000]  去到撒瑪利亞的地方作辯證
[00:04:01.000 --> 00:04:02.400]  第2、3節告訴你
[00:04:02.400 --> 00:04:04.000]  因著使提反死了
[00:04:04.000 --> 00:04:05.800]  有兩類人有不同的反應
[00:04:05.800 --> 00:04:07.360]  一類是虔誠的人
[00:04:07.360 --> 00:04:10.120]  就將使提反埋葬了
[00:04:10.120 --> 00:04:11.880]  為他除凶大哭
[00:04:11.880 --> 00:04:14.120]  即是很傷心、很難過
[00:04:14.120 --> 00:04:16.160]  另一類就是逼迫教會的人
[00:04:16.160 --> 00:04:19.240]  掃羅是代表殘害教會
[00:04:19.240 --> 00:04:20.440]  進各人的家
[00:04:20.440 --> 00:04:23.040]  拉著男女坐牢
[00:04:23.040 --> 00:04:25.600]  所以當時教會受逼迫的意思是
[00:04:25.600 --> 00:04:29.800]  那些門徒會被人捉拿
[00:04:29.800 --> 00:04:31.800]  被鎖在監獄裡
[00:04:31.800 --> 00:04:34.880]  而其中一個捉拿的人就是掃羅
[00:04:34.880 --> 00:04:37.680]  第9章就講掃羅如何改變
[00:04:37.680 --> 00:04:38.960]  第4節
[00:04:38.960 --> 00:04:40.480]  那些分散的人
[00:04:40.480 --> 00:04:41.640]  去了各處的地方
[00:04:41.640 --> 00:04:43.000]  去了猶太的地方
[00:04:43.000 --> 00:04:45.720]  去了撒瑪利亞的地方做甚麼?
[00:04:45.720 --> 00:04:47.720]  他們不只是苟且偷生
[00:04:47.720 --> 00:04:49.640]  不只是尋求庇護
[00:04:49.640 --> 00:04:51.720]  去做甚麼?
[00:04:51.720 --> 00:04:55.480]  他們去各處傳道
[00:04:55.480 --> 00:04:56.760]  傳甚麼道呢?
[00:04:56.760 --> 00:04:58.440]  我們今天就很容易明白
[00:04:58.440 --> 00:05:00.880]  他們是傳神國的道
[00:05:00.880 --> 00:05:02.920]  他們是傳上帝的道
[00:05:02.920 --> 00:05:05.000]  上帝的道的核心就是
[00:05:05.000 --> 00:05:08.360]  耶穌基督是救主
[00:05:08.360 --> 00:05:09.960]  是彌賽亞
[00:05:09.960 --> 00:05:12.480]  祂是那位復活的主
[00:05:12.480 --> 00:05:14.040]  這是他們的警方
[00:05:14.040 --> 00:05:16.680]  當門徒大受逼迫的時候
[00:05:16.680 --> 00:05:18.680]  原來他們會分散去各地方
[00:05:18.680 --> 00:05:19.760]  但分散去各地方
[00:05:19.760 --> 00:05:20.800]  不只是避難
[00:05:20.800 --> 00:05:21.920]  而是傳福音
[00:05:21.920 --> 00:05:22.720]  所以這一點
[00:05:22.720 --> 00:05:26.000]  我很想跟頂尖一起思想
[00:05:26.000 --> 00:05:27.480]  是火坑
[00:05:27.480 --> 00:05:29.840]  還是禍牆?
[00:05:29.840 --> 00:05:31.800]  為甚麼這樣說呢?
[00:05:31.800 --> 00:05:33.640]  就是他們想逃難
[00:05:33.640 --> 00:05:35.880]  去另一個地方也是避難
[00:05:35.880 --> 00:05:37.880]  但他們不只是用避難的心態
[00:05:37.880 --> 00:05:40.120]  原來他們帶著積極的心去傳福音
[00:05:40.120 --> 00:05:41.280]  今天我們很多人
[00:05:41.280 --> 00:05:43.000]  特別是做工的人
[00:05:43.000 --> 00:05:45.680]  你發現現在你工作的地方
[00:05:45.680 --> 00:05:46.640]  好像火坑一樣
[00:05:46.640 --> 00:05:48.240]  很辛苦的
[00:05:48.240 --> 00:05:50.040]  就想跳不跳槽
[00:05:50.040 --> 00:05:51.240]  但你很多掙扎
[00:05:51.240 --> 00:05:52.280]  因為你想到
[00:05:52.280 --> 00:05:53.120]  由這裡的地方
[00:05:53.120 --> 00:05:54.000]  跳去另一間公司
[00:05:54.000 --> 00:05:55.240]  結果是怎樣呢?
[00:05:55.240 --> 00:05:56.480]  很可能是由一個火坑
[00:05:56.480 --> 00:05:58.680]  接著跳去另一個火坑
[00:05:58.680 --> 00:06:00.520]  有些人對教會的生活
[00:06:00.520 --> 00:06:01.320]  不太滿意
[00:06:01.320 --> 00:06:02.600]  覺得教會有很多問題
[00:06:02.600 --> 00:06:04.120]  但有時又有些掙扎
[00:06:04.120 --> 00:06:05.000]  走不走好呢?
[00:06:05.000 --> 00:06:06.000]  走了去另一間教會
[00:06:06.000 --> 00:06:07.800]  又很害怕另一間教會有問題
[00:06:07.800 --> 00:06:09.640]  又是由一個深淵
[00:06:09.640 --> 00:06:11.080]  跳去另一個深淵
[00:06:11.080 --> 00:06:12.560]  很害怕
[00:06:12.560 --> 00:06:14.120]  現在近來
[00:06:14.120 --> 00:06:15.480]  家長就頭痛
[00:06:15.480 --> 00:06:17.680]  為子女選學校
[00:06:17.680 --> 00:06:19.160]  其實已經選好了
[00:06:19.160 --> 00:06:21.000]  小學的就來派位知道了
[00:06:21.000 --> 00:06:22.280]  已經想好
[00:06:22.280 --> 00:06:25.440]  會不會來到這裡寫信轉校呢?
[00:06:25.440 --> 00:06:26.560]  會不會由這間轉去那間
[00:06:26.560 --> 00:06:29.160]  都是死的?
[00:06:29.160 --> 00:06:31.280]  或者香港現在的前景
[00:06:31.280 --> 00:06:32.760]  大家都知道很不明朗
[00:06:32.760 --> 00:06:34.000]  或者大家都知道
[00:06:34.000 --> 00:06:35.760]  各方面的自由度
[00:06:35.760 --> 00:06:37.760]  無論是言論的自由
[00:06:37.760 --> 00:06:40.320]  或者是宗教的自由
[00:06:40.320 --> 00:06:42.960]  都好像受到一些威脅
[00:06:42.960 --> 00:06:44.280]  走不走
[00:06:44.280 --> 00:06:46.040]  走了去到另一個地方
[00:06:46.040 --> 00:06:47.160]  又是做二等公民
[00:06:47.160 --> 00:06:48.520]  是不是好呢?
[00:06:48.520 --> 00:06:49.480]  我們都會擔心
[00:06:49.480 --> 00:06:50.880]  都很正常
[00:06:50.880 --> 00:06:52.040]  但是
[00:06:52.040 --> 00:06:54.040]  試圖他們走的時候
[00:06:54.040 --> 00:06:54.800]  他們帶著什麼呢?
[00:06:54.800 --> 00:06:57.440]  原來他們帶著一種很積極的心態
[00:06:57.440 --> 00:06:58.880]  他們去到新的地方
[00:06:58.880 --> 00:07:00.360]  其實就是一個和場
[00:07:00.360 --> 00:07:02.200]  原來他們可以去全套
[00:07:02.200 --> 00:07:04.440]  不知道我們頂智慧有沒有想過
[00:07:04.440 --> 00:07:05.800]  當我們人越大的時候
[00:07:05.800 --> 00:07:09.200]  你會發現自己的朋友圈子
[00:07:09.200 --> 00:07:10.920]  可能是越來越小
[00:07:10.920 --> 00:07:12.080]  你認識的那些朋友
[00:07:12.080 --> 00:07:12.600]  有沒有發現
[00:07:12.600 --> 00:07:15.160]  都是教會頂智慧
[00:07:15.160 --> 00:07:17.080]  或者你全方位的心智強一點的
[00:07:17.080 --> 00:07:19.320]  由微信都被你帶回教會
[00:07:19.320 --> 00:07:20.360]  就算不是名人堂
[00:07:20.360 --> 00:07:21.880]  其他教會都信了
[00:07:21.880 --> 00:07:24.640]  你那些非基督徒朋友
[00:07:24.640 --> 00:07:27.240]  是越來越多還是越來越少呢?
[00:07:27.240 --> 00:07:28.160]  可能我們沒什麼
[00:07:28.160 --> 00:07:29.320]  當教會舉辦報道會
[00:07:29.320 --> 00:07:30.160]  或者一些方聚會
[00:07:30.160 --> 00:07:31.720]  叫你邀請親友參加
[00:07:31.720 --> 00:07:32.880]  誰啊?
[00:07:32.880 --> 00:07:33.720]  媽媽又叫了
[00:07:33.720 --> 00:07:34.360]  爸爸又叫了
[00:07:34.360 --> 00:07:35.400]  姨媽姑姑都叫了
[00:07:35.400 --> 00:07:36.200]  表兄弟姊妹那些
[00:07:36.200 --> 00:07:36.600]  來就來
[00:07:36.600 --> 00:07:37.800]  不來就不來
[00:07:37.800 --> 00:07:40.120]  同事那些又是了
[00:07:40.120 --> 00:07:43.520]  其實如果有機會轉一份工作
[00:07:43.520 --> 00:07:45.200]  除了你不知道那個是不是心冤
[00:07:45.200 --> 00:07:46.720]  還是火坑
[00:07:46.720 --> 00:07:49.400]  那裡都可能是一個和場
[00:07:49.400 --> 00:07:50.800]  或者我們為小朋友
[00:07:50.800 --> 00:07:52.080]  想他的學校
[00:07:52.080 --> 00:07:53.840]  不知道是基督教學校最好
[00:07:53.840 --> 00:07:54.920]  如果不是基督教學校
[00:07:54.920 --> 00:07:57.480]  鼓勵家長訓練他做一個小仙教士
[00:07:57.480 --> 00:07:58.480]  去到那裡的地方
[00:07:58.480 --> 00:08:00.640]  他自己信任要穩打穩紮
[00:08:00.640 --> 00:08:02.480]  然後就向那些同學來
[00:08:02.480 --> 00:08:03.080]  對全方位
[00:08:03.080 --> 00:08:05.400]  邀請他叫同學回來
[00:08:05.400 --> 00:08:07.280]  我們會不會這樣想呢?
[00:08:07.280 --> 00:08:11.360]  究竟是火坑還是和場呢?
[00:08:11.360 --> 00:08:13.560]  就很在乎我們帶著什麼心智去
[00:08:13.560 --> 00:08:15.600]  帶著什麼使命去
[00:08:15.600 --> 00:08:16.640]  當時的門徒
[00:08:16.640 --> 00:08:17.920]  是呀,他們要逃難
[00:08:17.920 --> 00:08:19.200]  他們要走
[00:08:19.200 --> 00:08:24.120]  但是他們去的各處是全道
[00:08:24.120 --> 00:08:26.600]  第二
[00:08:26.600 --> 00:08:30.040]  《哲行傳》第八章記載門徒分散
[00:08:30.040 --> 00:08:32.960]  第五節就講其中一位門徒
[00:08:32.960 --> 00:08:37.720]  他叫「肥利」去「撒瑪利亞城」傳道的事蹟
[00:08:37.720 --> 00:08:39.640]  第五節八節是講「肥利」
[00:08:39.640 --> 00:08:45.400]  第五節「肥利」下「撒瑪利亞城」去宣講基督
[00:08:45.400 --> 00:08:47.320]  究竟「肥利」是誰呢?
[00:08:47.320 --> 00:08:50.000]  按照經文前少少第六章
[00:08:50.000 --> 00:08:50.960]  就告訴我們
[00:08:50.960 --> 00:08:52.880]  他們要選執事
[00:08:52.880 --> 00:08:54.640]  「肥利」是其中一位
[00:08:54.640 --> 00:08:56.880]  「肥利」被形容做
[00:08:56.880 --> 00:08:59.080]  他有好名聲
[00:08:59.080 --> 00:09:02.280]  被聖靈充滿智慧充足
[00:09:02.280 --> 00:09:04.360]  他負責被派管理飯食
[00:09:04.360 --> 00:09:06.600]  我們常說不要以為他只管理飯食
[00:09:06.600 --> 00:09:09.440]  原來他在管理飯食的同時
[00:09:09.440 --> 00:09:13.760]  他也有很強的傳福音心智
[00:09:13.760 --> 00:09:16.680]  他去到「撒瑪利亞城」傳道
[00:09:16.680 --> 00:09:17.520]  第六節
[00:09:17.520 --> 00:09:20.440]  當他去到「撒瑪利亞城」宣講基督時
[00:09:20.440 --> 00:09:22.240]  那些人的反應是怎樣呢?
[00:09:22.240 --> 00:09:23.360]  那些人聽見
[00:09:23.360 --> 00:09:25.320]  又看見「肥利」所行的神蹟
[00:09:25.320 --> 00:09:29.040]  就同心合意聽從他的話
[00:09:29.040 --> 00:09:30.680]  同心合意聽從他的話
[00:09:30.680 --> 00:09:33.280]  第七節,究竟他行了甚麼神蹟呢?
[00:09:33.280 --> 00:09:36.640]  原來有很多人被污鬼附著
[00:09:36.640 --> 00:09:39.520]  那些鬼大聲呼叫從他身上出來
[00:09:39.520 --> 00:09:41.360]  還有很多癱瘓的
[00:09:41.360 --> 00:09:43.720]  瘸腿的都得了醫治
[00:09:43.720 --> 00:09:45.240]  原來這個「肥利」
[00:09:45.240 --> 00:09:48.360]  他不只是口講福音
[00:09:48.360 --> 00:09:52.880]  他也幫助了一些當地有需要的人
[00:09:52.880 --> 00:09:54.920]  那些需要的人就是被鬼附的人
[00:09:54.920 --> 00:09:56.640]  和那些有病的人
[00:09:56.640 --> 00:09:59.040]  「肥利」行了神蹟
[00:09:59.040 --> 00:10:00.400]  意思是
[00:10:00.400 --> 00:10:02.320]  其實他不是一個醫生
[00:10:02.320 --> 00:10:05.160]  他為甚麼能夠將有病的人醫治呢?
[00:10:05.160 --> 00:10:06.320]  那些人可能病了很久
[00:10:06.320 --> 00:10:07.480]  聖經沒有再記載
[00:10:07.480 --> 00:10:08.320]  總之就是說
[00:10:08.320 --> 00:10:11.360]  能夠將癱瘓的人使他們行走
[00:10:11.360 --> 00:10:13.840]  那些瘸腿的都得到醫治
[00:10:13.840 --> 00:10:18.240]  被鬼附的可能受困擾了很久
[00:10:18.240 --> 00:10:21.080]  他也康復了
[00:10:21.080 --> 00:10:24.240]  因著「肥利」所行的整個城裡
[00:10:24.240 --> 00:10:25.440]  有甚麼情況呢?
[00:10:25.440 --> 00:10:27.280]  有甚麼反應呢?
[00:10:27.280 --> 00:10:30.840]  在那城裡就大有歡喜
[00:10:30.840 --> 00:10:32.480]  全部都很開心
[00:10:32.480 --> 00:10:33.680]  這個「肥利」來
[00:10:33.680 --> 00:10:35.400]  真是好
[00:10:35.400 --> 00:10:38.200]  將有病的人
[00:10:38.200 --> 00:10:39.600]  使他們得醫治
[00:10:39.600 --> 00:10:41.360]  他們都聽了一個大好消息
[00:10:41.360 --> 00:10:43.480]  就是關於耶穌基督的事情
[00:10:43.480 --> 00:10:47.920]  起初想逃難
[00:10:47.920 --> 00:10:50.240]  遠離這個壁壩
[00:10:50.240 --> 00:10:51.920]  來到一個新的地方
[00:10:51.920 --> 00:10:53.160]  原來沒有想過
[00:10:53.160 --> 00:10:54.960]  福音就是這樣傳開
[00:10:54.960 --> 00:10:57.920]  教會可能遭受困難
[00:10:57.920 --> 00:10:59.440]  被分散了
[00:10:59.440 --> 00:11:00.760]  不知如何是好
[00:11:00.760 --> 00:11:02.840]  但原來他們分散的時候
[00:11:02.840 --> 00:11:04.440]  福音可以廣傳
[00:11:04.440 --> 00:11:05.800]  當然他現在只是記載
[00:11:05.800 --> 00:11:07.960]  「肥利」去到撒瑪利亞城
[00:11:07.960 --> 00:11:08.880]  聖經沒有記載
[00:11:08.880 --> 00:11:10.480]  其他人去了哪裡
[00:11:10.480 --> 00:11:11.840]  但我們可以想像
[00:11:11.840 --> 00:11:13.920]  其他人當時也應該
[00:11:13.920 --> 00:11:15.360]  好像「肥利」一樣
[00:11:15.360 --> 00:11:18.920]  繼續將方利對傳講
[00:11:18.920 --> 00:11:20.480]  又和弟兄姊妹一齊
[00:11:20.480 --> 00:11:25.720]  思考思想是失還是得
[00:11:25.720 --> 00:11:27.080]  我相信大家都聽過
[00:11:27.080 --> 00:11:29.520]  「塞翁失馬」這個故事
[00:11:29.520 --> 00:11:30.360]  下一句是甚麼
[00:11:30.360 --> 00:11:34.240]  「塞翁失馬,燕自肥復」
[00:11:34.240 --> 00:11:36.360]  失去是痛苦的
[00:11:36.360 --> 00:11:37.480]  遭遇困難
[00:11:37.480 --> 00:11:39.320]  都是我們不想的
[00:11:39.320 --> 00:11:41.320]  我們不需要否定它
[00:11:41.320 --> 00:11:43.880]  但在失去的同時
[00:11:43.880 --> 00:11:47.480]  會否也有機會另有所得
[00:11:47.480 --> 00:11:48.880]  是我們不知道的
[00:11:48.880 --> 00:11:51.040]  就好像當時的門徒一樣
[00:11:51.040 --> 00:11:52.440]  他們受迫要分散
[00:11:52.440 --> 00:11:53.160]  沒有人想的
[00:11:53.160 --> 00:11:54.800]  留在日露撒冷多好
[00:11:54.800 --> 00:11:55.680]  一起聚集
[00:11:55.680 --> 00:11:56.600]  他們有茶經
[00:11:56.600 --> 00:11:57.560]  他們有祈禱
[00:11:57.560 --> 00:11:58.600]  抹餅
[00:11:58.600 --> 00:12:00.320]  一起讚美主
[00:12:00.320 --> 00:12:01.680]  很開心
[00:12:01.680 --> 00:12:03.240]  但原來當患難來的時候
[00:12:03.240 --> 00:12:05.920]  大家都要分散
[00:12:05.920 --> 00:12:06.960]  很害怕
[00:12:06.960 --> 00:12:07.800]  很徬徨
[00:12:07.800 --> 00:12:08.720]  不知道怎麼辦
[00:12:08.720 --> 00:12:11.160]  不過原來去到其他地方
[00:12:11.160 --> 00:12:12.520]  福音繼續廣傳
[00:12:12.520 --> 00:12:14.760]  人的反應也很好
[00:12:14.760 --> 00:12:17.440]  很開心
[00:12:17.440 --> 00:12:20.360]  5月1日有一個報道說敘利亞
[00:12:20.360 --> 00:12:23.200]  近期我們聽很多敘利亞的消息
[00:12:23.200 --> 00:12:24.320]  內戰
[00:12:24.320 --> 00:12:26.800]  很多人困苦流離
[00:12:26.800 --> 00:12:28.440]  是我們不想見到
[00:12:28.440 --> 00:12:29.920]  很多人失去家園
[00:12:29.920 --> 00:12:31.320]  很多人失去性命
[00:12:31.320 --> 00:12:32.360]  失去財產
[00:12:32.360 --> 00:12:34.280]  失去親人
[00:12:34.280 --> 00:12:38.800]  5月1日這個報道的題目是說敘利亞
[00:12:38.800 --> 00:12:40.520]  綁架和爆炸
[00:12:40.520 --> 00:12:42.960]  沒有辦法阻礙教會
[00:12:42.960 --> 00:12:44.200]  無論是基督教的教會
[00:12:44.200 --> 00:12:45.600]  還是天主教的教會
[00:12:45.600 --> 00:12:48.240]  其中他記載一位神父
[00:12:48.240 --> 00:12:49.560]  他在2013年的時候
[00:12:49.560 --> 00:12:50.880]  主教被綁架
[00:12:50.880 --> 00:12:52.880]  教堂被摧毀
[00:12:52.880 --> 00:12:56.000]  他的家也被炸彈襲擊
[00:12:56.000 --> 00:12:59.840]  兩個兒子因為這樣要離開自己的地方
[00:12:59.840 --> 00:13:01.400]  太太癌症過世
[00:13:01.400 --> 00:13:02.640]  他怎麼辦呢
[00:13:02.640 --> 00:13:04.600]  他本來應該選擇離開
[00:13:04.600 --> 00:13:05.800]  不過他沒有選擇離開
[00:13:05.800 --> 00:13:06.880]  他留下
[00:13:06.880 --> 00:13:11.280]  繼續留在教會裡服侍有需要的人
[00:13:11.280 --> 00:13:13.320]  他說教會的職責
[00:13:13.320 --> 00:13:16.840]  不只是聚集敬拜
[00:13:16.840 --> 00:13:17.760]  他說教會的職責
[00:13:17.760 --> 00:13:23.400]  也樂於幫助人解決困難
[00:13:23.400 --> 00:13:24.960]  他說這樣不容易
[00:13:24.960 --> 00:13:27.400]  但是神賜了愛
[00:13:27.400 --> 00:13:30.600]  很多年輕人出去了
[00:13:30.600 --> 00:13:36.160]  留下的是很多需要很軟弱的人
[00:13:36.160 --> 00:13:38.440]  他們就滿足他們的需要
[00:13:38.440 --> 00:13:42.040]  他說他們能夠留下傳示上帝的恩典
[00:13:42.040 --> 00:13:44.320]  下一幅圖就說兩個女士
[00:13:44.320 --> 00:13:47.120]  如何在當地得到幫助
[00:13:47.120 --> 00:13:49.960]  其中一位
[00:13:49.960 --> 00:13:51.200]  他說四個月之前
[00:13:51.200 --> 00:13:54.600]  他們從哈瑪另一個地方而來
[00:13:54.600 --> 00:13:59.720]  哈瑪每一天都有爆炸
[00:13:59.720 --> 00:14:00.840]  他說很難生活
[00:14:00.840 --> 00:14:02.240]  很難生存
[00:14:02.240 --> 00:14:02.840]  很害怕
[00:14:02.840 --> 00:14:04.360]  所以一定要走
[00:14:04.360 --> 00:14:07.240]  他們走到來居然是敘利亞
[00:14:07.240 --> 00:14:09.640]  都可以收樓
[00:14:09.640 --> 00:14:11.640]  他們得到教會的幫助
[00:14:11.640 --> 00:14:13.400]  七年來
[00:14:13.400 --> 00:14:14.680]  內戰中
[00:14:14.680 --> 00:14:16.280]  如果不是上帝
[00:14:16.280 --> 00:14:17.200]  他們已經不在了
[00:14:17.200 --> 00:14:18.840]  當然你說那些死了的
[00:14:18.840 --> 00:14:19.800]  上帝是否看顧他們
[00:14:19.800 --> 00:14:21.080]  有一個苦難的課題
[00:14:21.080 --> 00:14:23.400]  之前跟頂尖會分享了
[00:14:23.400 --> 00:14:27.200]  他說上帝透過教會幫助了我們
[00:14:27.200 --> 00:14:29.960]  所以當我們想著失去的時候
[00:14:29.960 --> 00:14:31.760]  想著沒有事可以做的時候
[00:14:31.760 --> 00:14:33.760]  連教會都被炸的時候
[00:14:33.760 --> 00:14:38.280]  原來仍然可以成為一些無家可歸
[00:14:38.280 --> 00:14:40.280]  或者成為一些物質貧窮
[00:14:40.280 --> 00:14:45.280]  心靈創傷的人的幫助和醫治
[00:14:45.280 --> 00:14:46.880]  究竟是失
[00:14:46.880 --> 00:14:49.440]  還是得呢
[00:14:49.440 --> 00:14:52.400]  有時真的在乎我們用甚麼角度去看
[00:14:52.400 --> 00:14:53.920]  或者我們有沒有放開眼睛
[00:14:53.920 --> 00:14:56.600]  看上帝祂其餘的作為
[00:14:56.600 --> 00:14:58.800]  講完肥利在撒瑪利亞城傳道的時候
[00:14:58.800 --> 00:15:00.720]  有美好果效
[00:15:00.720 --> 00:15:02.960]  作者寫《路加方》的時候
[00:15:02.960 --> 00:15:04.200]  他一開始告訴我們
[00:15:04.200 --> 00:15:05.600]  他是依次序
[00:15:05.600 --> 00:15:07.520]  他是有邏輯
[00:15:07.520 --> 00:15:08.680]  有系統地寫的
[00:15:08.680 --> 00:15:11.360]  所以你見教會就被門徒分散
[00:15:11.360 --> 00:15:12.840]  接著他舉一個例子
[00:15:12.840 --> 00:15:14.120]  這個門徒去了哪裡
[00:15:14.120 --> 00:15:15.520]  傳福音的果效如何
[00:15:15.520 --> 00:15:18.000]  接著說傳福音的果效很好
[00:15:18.000 --> 00:15:20.480]  夏文繼續說一個人
[00:15:20.480 --> 00:15:21.880]  他對福音的反應
[00:15:21.880 --> 00:15:23.920]  這個就是西門
[00:15:23.920 --> 00:15:28.440]  聖經形容他是行邪術的西門
[00:15:28.440 --> 00:15:29.560]  他的反應是甚麼呢
[00:15:29.560 --> 00:15:31.200]  這個行邪術的西門
[00:15:31.200 --> 00:15:34.400]  他都聽從肥利
[00:15:34.400 --> 00:15:37.480]  第九節有一個人名叫西門
