
[00:00:00.000 --> 00:00:04.000]  我們把掌聲歸位給被主 也謝謝施班的獻唱
[00:04:29.500 --> 00:04:31.500]  轉台
[00:04:31.500 --> 00:04:33.500]  現在世界各地
[00:04:33.500 --> 00:04:35.500]  什麼的講完都有
[00:04:35.500 --> 00:04:40.500]  最近我知道有些兄姊妹喜歡follow某一個講完的
[00:04:40.500 --> 00:04:43.500]  總之這個禮拜他在哪裡就聽哪裡 按哪裡
[00:04:43.500 --> 00:04:46.500]  但很坦白 同一個講完也好
[00:04:46.500 --> 00:04:48.500]  有些東西都不合你聽的
[00:04:48.500 --> 00:04:50.500]  不合聽又怎樣 很簡單
[00:04:50.500 --> 00:04:53.500]  又轉台找一篇自己合聽的道
[00:04:53.500 --> 00:04:55.500]  但有時候其實
[00:04:55.500 --> 00:05:00.500]  跟我們選看電影和看電視劇有沒有什麼不同呢
[00:05:00.500 --> 00:05:02.500]  其實是應該有點不同的
[00:05:02.500 --> 00:05:04.500]  聖經裡面提醒我們
[00:05:04.500 --> 00:05:08.500]  當一刀在我們心裡不合聽的時候
[00:05:08.500 --> 00:05:10.500]  你要小心的
[00:05:10.500 --> 00:05:12.500]  其實中國人都很智慧的
[00:05:12.500 --> 00:05:14.500]  宗賢是逆耳的
[00:05:14.500 --> 00:05:17.500]  其實有時候合聽的東西
[00:05:17.500 --> 00:05:19.500]  你都要小心聽
[00:05:19.500 --> 00:05:22.500]  可能是纏綿 迷惑你
[00:05:22.500 --> 00:05:24.500]  但有時候不合聽的東西
[00:05:24.500 --> 00:05:26.500]  你都更加要小心聽
[00:05:26.500 --> 00:05:28.500]  可能那些東西對我有益處
[00:05:28.500 --> 00:05:30.500]  但無論如何
[00:05:30.500 --> 00:05:32.500]  如果是路旁的硬地
[00:05:32.500 --> 00:05:34.500]  種子是進不去的
[00:05:34.500 --> 00:05:37.500]  於是有飛鳥會來吃了它
[00:05:37.500 --> 00:05:38.500]  意思是什麼呢
[00:05:38.500 --> 00:05:40.500]  原來魔鬼會在這些時間
[00:05:40.500 --> 00:05:43.500]  把這些道理在你的生命當中拿走
[00:05:43.500 --> 00:05:45.500]  所以很快你就很順耳了
[00:05:45.500 --> 00:05:47.500]  沒什麼逆耳的 你聽不到了
[00:05:47.500 --> 00:05:49.500]  而第二種就是淺討
[00:05:49.500 --> 00:05:51.500]  特別我們在福斯之後
[00:05:51.500 --> 00:05:54.500]  見到很多新信主的弟兄姊妹
[00:05:54.500 --> 00:05:56.500]  他們實在是很可愛
[00:05:56.500 --> 00:05:59.500]  每一個組長都很喜歡這些屬靈的BB
[00:05:59.500 --> 00:06:00.500]  為什麼呢
[00:06:00.500 --> 00:06:01.500]  因為他們是很罪惡的
[00:06:01.500 --> 00:06:03.500]  一信主的時候很興奮
[00:06:03.500 --> 00:06:05.500]  很想小祖
[00:06:05.500 --> 00:06:07.500]  很想快點回來崇拜
[00:06:07.500 --> 00:06:09.500]  我們剛剛上個星期
[00:06:09.500 --> 00:06:11.500]  教會有位同工退休了
[00:06:11.500 --> 00:06:14.500]  我們真的很捨不得
[00:06:14.500 --> 00:06:16.500]  因為在職場就是我們說再見的日子
[00:06:16.500 --> 00:06:17.500]  但很感恩
[00:06:17.500 --> 00:06:19.500]  她在這一年裡
[00:06:19.500 --> 00:06:20.500]  她信了主
[00:06:20.500 --> 00:06:22.500]  我們張明玉 關美珠
[00:06:22.500 --> 00:06:25.500]  她由職員變成我們的弟兄姊妹
[00:06:25.500 --> 00:06:27.500]  我很少聽她說話
[00:06:27.500 --> 00:06:28.500]  但最後說話的時候
[00:06:28.500 --> 00:06:29.500]  我都覺得很感動
[00:06:29.500 --> 00:06:33.500]  她說 哇 信了主 很開心
[00:06:33.500 --> 00:06:35.500]  然後她回到小祖
[00:06:35.500 --> 00:06:37.500]  她說回到小祖是很不一樣的
[00:06:37.500 --> 00:06:39.500]  她猜不到
[00:06:39.500 --> 00:06:40.500]  因為她每天都看著你們
[00:06:40.500 --> 00:06:42.500]  剔道 拿東西 走來走去
[00:06:42.500 --> 00:06:44.500]  但當她自己加入小祖的時候
[00:06:44.500 --> 00:06:46.500]  第一 她覺得感恩
[00:06:46.500 --> 00:06:48.500]  雖然說第一次加入小祖
[00:06:48.500 --> 00:06:51.500]  在接待處都見了大家十幾年
[00:06:51.500 --> 00:06:53.500]  原來都是素面的
[00:06:53.500 --> 00:06:55.500]  但有機會真的去分享
[00:06:55.500 --> 00:06:56.500]  去彼此代討的時候
[00:06:56.500 --> 00:06:58.500]  她覺得很開心
[00:06:58.500 --> 00:07:00.500]  她還說 退休好了
[00:07:00.500 --> 00:07:01.500]  退休後我就有更多時間
[00:07:01.500 --> 00:07:03.500]  可以上課了
[00:07:03.500 --> 00:07:04.500]  我想學多一點
[00:07:04.500 --> 00:07:06.500]  我想知多一點
[00:07:06.500 --> 00:07:07.500]  我們坐在下面吃飯
[00:07:07.500 --> 00:07:09.500]  聽到真的很感動
[00:07:09.500 --> 00:07:10.500]  很多時候
[00:07:10.500 --> 00:07:12.500]  很多組長在小祖推動的時候
[00:07:12.500 --> 00:07:14.500]  發現我們這些老餅的信徒會怎樣
[00:07:14.500 --> 00:07:16.500]  聽過了
[00:07:16.500 --> 00:07:17.500]  沒空了
[00:07:17.500 --> 00:07:19.500]  差不多而已
[00:07:19.500 --> 00:07:22.500]  所以在淺土的狀態是很好的
[00:07:22.500 --> 00:07:24.500]  她是非常容易吸收
[00:07:24.500 --> 00:07:27.500]  又好像狀態很美麗
[00:07:27.500 --> 00:07:29.500]  但是曾幾何時
[00:07:29.500 --> 00:07:31.500]  你都是這樣的狀態
[00:07:31.500 --> 00:07:33.500]  我都是這樣的狀態
[00:07:33.500 --> 00:07:35.500]  我們見過無數的初生寶寶
[00:07:35.500 --> 00:07:36.500]  都是這麼可愛的
[00:07:36.500 --> 00:07:38.500]  但當她長大了
[00:07:38.500 --> 00:07:40.500]  到了青少年期
[00:07:40.500 --> 00:07:41.500]  媽媽們就知道了
[00:07:41.500 --> 00:07:43.500]  不知為何樣子這麼壞
[00:07:43.500 --> 00:07:46.500]  事實上 在淺土是不行的
[00:07:46.500 --> 00:07:48.500]  因為淺土下面有石頭
[00:07:48.500 --> 00:07:50.500]  有很多東西阻礙了
[00:07:50.500 --> 00:07:52.500]  我們熟年生命的成長
[00:07:52.500 --> 00:07:53.500]  包括可能我們人生裡
[00:07:53.500 --> 00:07:55.500]  有很多不幸的際遇
[00:07:55.500 --> 00:07:56.500]  當我們開心快樂
[00:07:56.500 --> 00:07:58.500]  小眾的人又疼愛我
[00:07:58.500 --> 00:07:59.500]  又對我很好
[00:07:59.500 --> 00:08:00.500]  又有禮物
[00:08:00.500 --> 00:08:01.500]  當然是幸福
[00:08:01.500 --> 00:08:05.500]  但當人與人之間的關係相和的時候
[00:08:05.500 --> 00:08:06.500]  我們就覺得
[00:08:06.500 --> 00:08:08.500]  唉 不是這麼開心
[00:08:08.500 --> 00:08:10.500]  我們不能夠堅持堅定
[00:08:10.500 --> 00:08:11.500]  我們就會離開
[00:08:11.500 --> 00:08:14.500]  淺土裡面的植物
[00:08:14.500 --> 00:08:16.500]  很快就會枯死
[00:08:16.500 --> 00:08:20.500]  有一部分是落在好土
[00:08:20.500 --> 00:08:24.500]  包括在荊棘叢的種子
[00:08:24.500 --> 00:08:25.500]  你不要以為荊棘不是好土
[00:08:25.500 --> 00:08:27.500]  荊棘本身也是好土
[00:08:27.500 --> 00:08:29.500]  它要有足夠的肥料
[00:08:29.500 --> 00:08:32.500]  才可以養大荊棘
[00:08:32.500 --> 00:08:34.500]  最大的問題是什麼呢
[00:08:34.500 --> 00:08:37.500]  這些種子落在好的土壤裡
[00:08:37.500 --> 00:08:38.500]  不過同時
[00:08:38.500 --> 00:08:41.500]  它也有很多垃圾的東西
[00:08:41.500 --> 00:08:44.500]  都同樣在這個土壤裡
[00:08:44.500 --> 00:08:47.500]  於是大家就欠營養
[00:08:47.500 --> 00:08:48.500]  欠養份
[00:08:48.500 --> 00:08:50.500]  其實我們香港人就很明白
[00:08:50.500 --> 00:08:51.500]  我們信主的時候
[00:08:51.500 --> 00:08:53.500]  我們都想將最好的獻給主
[00:08:53.500 --> 00:08:56.500]  我們都決定要靈修
[00:08:56.500 --> 00:08:58.500]  我們需要去侍奉
[00:08:58.500 --> 00:09:01.500]  我們希望不會停止聚會
[00:09:01.500 --> 00:09:02.500]  但不知為何
[00:09:02.500 --> 00:09:03.500]  當人長大
[00:09:03.500 --> 00:09:04.500]  特別當你學生的時候
[00:09:04.500 --> 00:09:06.500]  信主你覺得很容易
[00:09:06.500 --> 00:09:08.500]  一天到晚去營養
[00:09:08.500 --> 00:09:10.500]  但是長大了之後
[00:09:10.500 --> 00:09:11.500]  要上班了
[00:09:11.500 --> 00:09:12.500]  要加班了
[00:09:12.500 --> 00:09:14.500]  人很累了
[00:09:14.500 --> 00:09:15.500]  當有一點時間的時候
[00:09:15.500 --> 00:09:16.500]  我要拍拖了
[00:09:16.500 --> 00:09:18.500]  我又要照顧子女
[00:09:18.500 --> 00:09:19.500]  我們發現
[00:09:19.500 --> 00:09:21.500]  人生就是不了不了的
[00:09:21.500 --> 00:09:22.500]  就是重複重複
[00:09:22.500 --> 00:09:25.500]  我們好像永遠都找不到好的時間
[00:09:25.500 --> 00:09:27.500]  去侍奉我們的神
[00:09:27.500 --> 00:09:29.500]  所以在荊棘土的狀態
[00:09:29.500 --> 00:09:30.500]  總之發生了什麼事
[00:09:30.500 --> 00:09:32.500]  為什麼不能夠成長呢
[00:09:32.500 --> 00:09:33.500]  成長了一部分
[00:09:33.500 --> 00:09:35.500]  但是誓無前身
[00:09:35.500 --> 00:09:37.500]  如果它是荊棘越多
[00:09:37.500 --> 00:09:40.500]  最終這些植物都是會死的
[00:09:40.500 --> 00:09:42.500]  因為被這些荊棘
[00:09:42.500 --> 00:09:44.500]  這些窒泥迫死了
[00:09:44.500 --> 00:09:45.500]  唯有什麼呢
[00:09:45.500 --> 00:09:47.500]  唯有什麼是真正好的土壤
[00:09:47.500 --> 00:09:50.500]  可以預養到我們能夠有豐收呢
[00:09:50.500 --> 00:09:53.500]  就是那些能夠堅定持守
[00:09:53.500 --> 00:09:56.500]  而且是很純的
[00:09:56.500 --> 00:09:58.500]  很單純的讓土地裡面
[00:09:58.500 --> 00:10:00.500]  除去一切的雜質
[00:10:00.500 --> 00:10:02.500]  專一的去仰望上帝
[00:10:02.500 --> 00:10:03.500]  弟兄姊妹
[00:10:03.500 --> 00:10:05.500]  我們人生去到這樣的階段
[00:10:05.500 --> 00:10:07.500]  我們都知道人不會永遠都在一個狀態
[00:10:07.500 --> 00:10:09.500]  其實我們都會重重複複
[00:10:09.500 --> 00:10:12.500]  在這條路上去掙扎
[00:10:12.500 --> 00:10:14.500]  初上主的弟兄姊妹
[00:10:14.500 --> 00:10:15.500]  我們真的非常鼓勵你
[00:10:15.500 --> 00:10:16.500]  不要灰心
[00:10:16.500 --> 00:10:17.500]  因為我們都在你面前
[00:10:17.500 --> 00:10:19.500]  努力地在跑
[00:10:19.500 --> 00:10:21.500]  在《闖苗》這本書的第二課
[00:10:21.500 --> 00:10:23.500]  有一個大家都應該很熟悉的觀念
[00:10:23.500 --> 00:10:25.500]  原來當我們舉手決戰信主
[00:10:25.500 --> 00:10:28.500]  我們承認耶穌基督為我們救主的時候
[00:10:28.500 --> 00:10:31.500]  我們只得到福音的一半
[00:10:31.500 --> 00:10:33.500]  那叫半個福音
[00:10:33.500 --> 00:10:35.500]  唯有你能夠真正去經歷
[00:10:35.500 --> 00:10:38.500]  耶穌是你生命的主的時間
[00:10:38.500 --> 00:10:42.500]  你才得到那個整全的福音
[00:10:42.500 --> 00:10:43.500]  意思是什麼呢
[00:10:43.500 --> 00:10:45.500]  是我們最初很開心去經歷
[00:10:45.500 --> 00:10:47.500]  弟兄姊妹對我們很好
[00:10:47.500 --> 00:10:49.500]  這裡的活動很適合我們
[00:10:49.500 --> 00:10:50.500]  這裡的講道很好聽
[00:10:50.500 --> 00:10:51.500]  很有趣
[00:10:51.500 --> 00:10:52.500]  很適合聽
[00:10:52.500 --> 00:10:54.500]  那個階段是好的
[00:10:54.500 --> 00:10:56.500]  讓你能夠更加投入
[00:10:56.500 --> 00:10:57.500]  去更加認識
[00:10:57.500 --> 00:11:00.500]  但人生總會有些事情不適合你聽
[00:11:00.500 --> 00:11:02.500]  人生總會有些際遇
[00:11:02.500 --> 00:11:04.500]  其實不是那麼愉快
[00:11:04.500 --> 00:11:07.500]  但是你不能夠仍然去堅持你的信仰
[00:11:07.500 --> 00:11:11.500]  以致你能夠活出真正的豐盛生命
[00:11:11.500 --> 00:11:13.500]  我們今年的主題
[00:11:13.500 --> 00:11:15.500]  叫做將最好的獻給主
[00:11:15.500 --> 00:11:18.500]  我們四季的分題是有不同的
[00:11:18.500 --> 00:11:20.500]  第一季是講豐盛的生命
[00:11:20.500 --> 00:11:22.500]  我們盼望不單止讓我們知道
[00:11:22.500 --> 00:11:25.500]  信耶穌的就能夠活得更加豐盛
[00:11:25.500 --> 00:11:27.500]  我們希望去探索
[00:11:27.500 --> 00:11:31.500]  我們究竟怎樣才能保持在豐盛的生命裡
[00:11:31.500 --> 00:11:33.500]  然後第二季我們進入的就是
[00:11:33.500 --> 00:11:35.500]  屬天的價值
[00:11:35.500 --> 00:11:36.500]  原因我們發現
[00:11:36.500 --> 00:11:38.500]  為什麼我們會浮浮沉沉
[00:11:38.500 --> 00:11:39.500]  最大的掙扎是什麼呢
[00:11:39.500 --> 00:11:40.500]  做基督徒
[00:11:40.500 --> 00:11:42.500]  就是一些屬世的價值觀
[00:11:42.500 --> 00:11:45.500]  和屬天的價值觀的相爭
[00:11:45.500 --> 00:11:49.500]  我們都知道要將上帝放在首位
[00:11:49.500 --> 00:11:51.500]  我們都知道我們是要靈修
[00:11:51.500 --> 00:11:53.500]  我們要親近主的
[00:11:53.500 --> 00:11:54.500]  但是不知道為什麼
[00:11:54.500 --> 00:11:57.500]  我們就會因為身體的軟弱
[00:11:57.500 --> 00:11:59.500]  我們就會做不到
[00:11:59.500 --> 00:12:00.500]  曾經何時
[00:12:00.500 --> 00:12:02.500]  我想很多人都試過
[00:12:02.500 --> 00:12:05.500]  有沒有人的手機是放在床頭附近的
[00:12:05.500 --> 00:12:06.500]  舉手
[00:12:06.500 --> 00:12:08.500]  這一班人更加容易明白
[00:12:08.500 --> 00:12:09.500]  為什麼呢
[00:12:09.500 --> 00:12:11.500]  因為下班回來很累
[00:12:11.500 --> 00:12:12.500]  洗完澡很累
[00:12:12.500 --> 00:12:14.500]  還是睡吧
[00:12:14.500 --> 00:12:16.500]  忘記上靈修
[00:12:16.500 --> 00:12:17.500]  很累了
[00:12:17.500 --> 00:12:18.500]  睡吧
[00:12:18.500 --> 00:12:20.500]  少一天不要緊
[00:12:20.500 --> 00:12:22.500]  於是你就上床
[00:12:22.500 --> 00:12:25.500]  但是上床很自然的一件事是什麼呢
[00:12:25.500 --> 00:12:27.500]  就將電話充電
[00:12:27.500 --> 00:12:29.500]  然後打開電話
[00:12:29.500 --> 00:12:31.500]  看看有沒有什麼緊急事要回覆
[00:12:31.500 --> 00:12:33.500]  於是一打開電話
[00:12:33.500 --> 00:12:35.500]  按兩下按下按下
[00:12:35.500 --> 00:12:37.500]  你發覺很快
[00:12:37.500 --> 00:12:38.500]  你醒覺的時候
[00:12:38.500 --> 00:12:40.500]  已經過了一個小時
[00:12:41.500 --> 00:12:42.500]  你還沒睡著
[00:12:42.500 --> 00:12:44.500]  你還是很精神
[00:12:44.500 --> 00:12:46.500]  為什麼這麼有趣呢
[00:12:46.500 --> 00:12:48.500]  實際上有很多東西
[00:12:48.500 --> 00:12:50.500]  哪一件事是重要的
[00:12:50.500 --> 00:12:51.500]  哪一件事是緊急的
[00:12:51.500 --> 00:12:53.500]  我們都是分不清的
[00:12:53.500 --> 00:12:55.500]  很多東西我們都錯過了
[00:12:55.500 --> 00:12:57.500]  無論你看什麼電視台
[00:12:57.500 --> 00:12:58.500]  看大台那些
[00:12:58.500 --> 00:12:59.500]  我都挑戰你
[00:12:59.500 --> 00:13:01.500]  可能你知道熊家嫁女兒
[00:13:01.500 --> 00:13:03.500]  你知道熊家發生什麼事
[00:13:03.500 --> 00:13:05.500]  但是你不知道你女兒發生什麼事
[00:13:05.500 --> 00:13:10.500]  很多很迷M字派的青年偶像
[00:13:10.500 --> 00:13:14.500]  你為他買什麼廣告
[00:13:14.500 --> 00:13:15.500]  你就買什麼
[00:13:15.500 --> 00:13:16.500]  你永遠都支持他
[00:13:16.500 --> 00:13:17.500]  永遠都支持他
[00:13:17.500 --> 00:13:19.500]  但可能很坦白
[00:13:19.500 --> 00:13:20.500]  你兒子需要什麼
[00:13:20.500 --> 00:13:22.500]  你一點都不知道
[00:13:22.500 --> 00:13:26.500]  太多東西偷走了我們的時間
[00:13:26.500 --> 00:13:27.500]  太多東西在我們身邊
[00:13:27.500 --> 00:13:30.500]  偷走了我們應該要有的
[00:13:30.500 --> 00:13:32.500]  所謂的美好
[00:13:32.500 --> 00:13:34.500]  所以在第三季我們會繼續講
[00:13:34.500 --> 00:13:36.500]  就是我們在視訊上
[00:13:36.500 --> 00:13:38.500]  怎樣去更新
[00:13:38.500 --> 00:13:40.500]  特別是老餅的基督徒
[00:13:40.500 --> 00:13:41.500]  土生土長的基督徒
[00:13:41.500 --> 00:13:42.500]  有什麼沒做過
[00:13:42.500 --> 00:13:44.500]  你問我又貪玩遊戲
[00:13:44.500 --> 00:13:45.500]  又短孫
[00:13:45.500 --> 00:13:46.500]  我都想說
[00:13:46.500 --> 00:13:48.500]  我都做了很多次
[00:13:48.500 --> 00:13:49.500]  又經歷神明會
[00:13:49.500 --> 00:13:52.500]  已經40多個經歷神明會
[00:13:52.500 --> 00:13:53.500]  靖姐妹
[00:13:53.500 --> 00:13:55.500]  怎樣保持我們在順寧的生命裡
[00:13:55.500 --> 00:13:57.500]  永遠都像個小孩一樣
[00:13:57.500 --> 00:13:59.500]  明天去旅行很開心
[00:13:59.500 --> 00:14:01.500]  你怎會很開心呢
[00:14:01.500 --> 00:14:04.500]  事實上我們需要在視訊裡有更新
[00:14:04.500 --> 00:14:06.500]  最終我們盼望年底
[00:14:06.500 --> 00:14:08.500]  順寧的生命能夠長大到
[00:14:08.500 --> 00:14:09.500]  我們真的體會到
[00:14:09.500 --> 00:14:11.500]  保羅這句話
[00:14:11.500 --> 00:14:13.500]  保羅是一個很偉大的宣教士
[00:14:13.500 --> 00:14:15.500]  他所遇到的事
[00:14:15.500 --> 00:14:16.500]  我們真的想像不到
[00:14:16.500 --> 00:14:18.500]  但為什麼他會說
[00:14:18.500 --> 00:14:21.500]  他會以耶穌基督為他的致寶
[00:14:21.500 --> 00:14:23.500]  所有東西都不重要
[00:14:23.500 --> 00:14:26.500]  唯有耶穌基督對他來說最重要
[00:14:26.500 --> 00:14:29.500]  這個順寧的情操
[00:14:29.500 --> 00:14:30.500]  是我們所羨慕的
[00:14:30.500 --> 00:14:31.500]  因為我們覺得
[00:14:31.500 --> 00:14:33.500]  嘩 真是太偉大了
[00:14:33.500 --> 00:14:34.500]  怎可能會這樣呢
[00:14:34.500 --> 00:14:35.500]  在這個時間
[00:14:35.500 --> 00:14:37.500]  我特別都想插上
[00:14:37.500 --> 00:14:39.500]  我們執事的見證
[00:14:39.500 --> 00:14:41.500]  細昌我們都不知道
[00:14:41.500 --> 00:14:43.500]  因為我們知道24號
[00:14:43.500 --> 00:14:44.500]  很多弟兄姊妹
[00:14:44.500 --> 00:14:47.500]  都未必會回來報道會
[00:14:47.500 --> 00:14:49.500]  特別是嘉賓比較多
[00:14:49.500 --> 00:14:50.500]  我和細昌認識很久了
[00:14:50.500 --> 00:14:52.500]  我十多歲做書記工的時候
[00:14:52.500 --> 00:14:54.500]  在電視廠認識他
[00:14:54.500 --> 00:14:56.500]  他是我們的科文
[00:14:56.500 --> 00:14:57.500]  但我沒想到
[00:14:57.500 --> 00:14:58.500]  當我到實習入教會的時候
[00:14:58.500 --> 00:15:00.500]  第一眼見到就是他
[00:15:00.500 --> 00:15:01.500]  都好的
[00:15:01.500 --> 00:15:02.500]  給我一點安全感
[00:15:02.500 --> 00:15:03.500]  對這間教會
[00:15:03.500 --> 00:15:05.500]  很小的教會
[00:15:05.500 --> 00:15:07.500]  因為他服侍到今時今日
[00:15:07.500 --> 00:15:09.500]  我們都是從年輕開始
[00:15:09.500 --> 00:15:10.500]  生孩子
[00:15:10.500 --> 00:15:11.500]  一起照顧孩子
[00:15:11.500 --> 00:15:14.500]  然後為了事業各個忙的時間
[00:15:14.500 --> 00:15:16.500]  但是我們都同樣
[00:15:16.500 --> 00:15:17.500]  進入了退休的年齡
[00:15:17.500 --> 00:15:20.500]  我們都面對身體衰殘的時間
[00:15:20.500 --> 00:15:22.500]  有時候都會想
[00:15:22.500 --> 00:15:23.500]  中國人有句說話
[00:15:23.500 --> 00:15:25.500]  很絕的
[00:15:25.500 --> 00:15:26.500]  不中聽的
[00:15:26.500 --> 00:15:29.500]  但是又真是很實際
[00:15:29.500 --> 00:15:30.500]  你知不知道
[00:15:30.500 --> 00:15:32.500]  中國人最重要的是什麼
[00:15:32.500 --> 00:15:35.500]  真是舊老人家
[00:15:35.500 --> 00:15:37.500]  沒有人能回答我
[00:15:37.500 --> 00:15:40.500]  中國人有句智慧的言語
[00:15:40.500 --> 00:15:42.500]  最重要的是好死
[00:15:42.500 --> 00:15:44.500]  你明白嗎
[00:15:44.500 --> 00:15:45.500]  你多有錢
[00:15:45.500 --> 00:15:46.500]  多風光
[00:15:46.500 --> 00:15:48.500]  你最後那幾年不行的
