
[00:00:00.000 --> 00:00:03.080]  最近我不知道有沒有看過這一幅圖畫
[00:01:09.040 --> 00:01:10.280]  有組織性的
[00:01:10.280 --> 00:01:12.320]  從過去 2016 年
[00:01:12.320 --> 00:01:13.520]  看不到這個
[00:01:13.520 --> 00:01:15.560]  由 48 Billion
[00:01:15.560 --> 00:01:16.920]  去到上兩年
[00:01:16.920 --> 00:01:18.200]  真的有數字的
[00:01:18.200 --> 00:01:19.160]  2022
[00:01:19.160 --> 00:01:21.120]  去到多少 Billion?
[00:01:21.120 --> 00:01:22.680]  112
[00:01:22.680 --> 00:01:24.720]  接下來 2023 雖然還沒有
[00:01:24.720 --> 00:01:28.480]  因為那些項目而已,都不斷上升
[00:01:28.480 --> 00:01:30.520]  112 Billion
[00:01:30.520 --> 00:01:31.960]  懂得讀嗎?弟兄姊妹
[00:01:31.960 --> 00:01:35.960]  讀來聽聽,廣東話
[00:01:35.960 --> 00:01:38.800]  多少萬?多少億?
[00:01:38.800 --> 00:01:41.360]  1,120 億
[00:01:41.360 --> 00:01:42.920]  OK,厲害嗎?
[00:01:42.920 --> 00:01:46.160]  由四百多億去到千多億
[00:01:46.160 --> 00:01:48.920]  過去的十年都不夠
[00:01:48.920 --> 00:01:50.840]  一直這樣損失
[00:01:50.840 --> 00:01:53.440]  這個數字一看完之後很驚人
[00:01:53.440 --> 00:01:55.120]  就是怎麼損失呢?
[00:01:55.120 --> 00:01:56.000]  就會問到
[00:01:56.000 --> 00:01:59.000]  到底法律是不是出現了問題?
[00:01:59.000 --> 00:02:01.880]  是不是法律有些出錯呢?
[00:02:01.880 --> 00:02:03.720]  是不是真的有一個好的法律
[00:02:03.720 --> 00:02:06.320]  好的修案
[00:02:06.320 --> 00:02:08.120]  盜竊案就會減少呢?
[00:02:08.120 --> 00:02:10.160]  人就會犯少一點的罪呢?
[00:02:10.160 --> 00:02:12.480]  很多人去質疑那些法律
[00:02:12.480 --> 00:02:15.200]  那些執行諸如此類
[00:02:15.200 --> 00:02:16.400]  為什麼我說這件事呢?
[00:02:16.400 --> 00:02:19.120]  因為今天我們看希伯雷書第十章
[00:02:19.120 --> 00:02:20.720]  你要記得其實第十章
[00:02:20.720 --> 00:02:22.400]  問同一個問題
[00:02:22.400 --> 00:02:24.000]  當時希伯雷的作者
[00:02:24.000 --> 00:02:25.840]  他對律法
[00:02:25.840 --> 00:02:27.120]  他之前都有提及過
[00:02:27.120 --> 00:02:28.840]  但是在第十章的時候
[00:02:28.840 --> 00:02:32.040]  他是正面地跟當時的弟兄姊妹說
[00:02:32.040 --> 00:02:33.880]  律法是什麼呢?
[00:02:33.880 --> 00:02:35.360]  我們一起讀好嗎?
[00:02:35.360 --> 00:02:36.200]  1,2,3
[00:02:36.200 --> 00:02:41.720]  律法既然是以後要來的美好事物的影子
[00:02:41.720 --> 00:02:43.480]  不是本體的真像
[00:02:43.480 --> 00:02:46.640]  就不能憑著每連獻同樣的祭品
[00:02:46.640 --> 00:02:49.880]  使那些振前來的人得到完全
[00:02:49.880 --> 00:02:52.320]  如果敬拜的人一次得潔淨
[00:02:52.320 --> 00:02:54.600]  良心就不再覺得有罪
[00:02:54.600 --> 00:02:59.640]  那麼獻祭的事就不是早就停止了嗎?
[00:02:59.640 --> 00:03:03.760]  可是那些祭品卻使人每年想起罪來
[00:03:03.760 --> 00:03:06.120]  因為公牛和山羊的血
[00:03:06.120 --> 00:03:08.760]  不能把罪除去
[00:03:08.760 --> 00:03:11.560]  希伯雷書的作者在這裡一開始
[00:03:11.560 --> 00:03:14.760]  就告訴當時的弟兄姊妹聽
[00:03:14.760 --> 00:03:16.320]  不斷守律法的弟兄姊妹聽
[00:03:16.320 --> 00:03:20.000]  律法是影子
[00:03:20.000 --> 00:03:23.520]  猶太人的律法大概有三類
[00:03:23.520 --> 00:03:25.800]  第一類是道德性的律法
[00:03:25.800 --> 00:03:26.920]  Moral Law
[00:03:26.920 --> 00:03:29.720]  是放諸四海而皆准的
[00:03:29.720 --> 00:03:31.720]  就是這些是道德性的
[00:03:31.720 --> 00:03:33.920]  另一種就是民事的律法
[00:03:33.920 --> 00:03:38.280]  是用來管理當時社會的一些問題
[00:03:38.280 --> 00:03:40.480]  其實這些師傅都很普遍的
[00:03:40.480 --> 00:03:41.920]  譬如當時你想起
[00:03:41.920 --> 00:03:44.720]  你知道誤殺的時候會怎樣呢?
[00:03:44.720 --> 00:03:47.320]  他們曾經設計過一個叫屠城
[00:03:47.320 --> 00:03:49.720]  誤殺的人就要走去屠城那裡
[00:03:49.720 --> 00:03:51.680]  就是會有這些法例
[00:03:51.680 --> 00:03:54.320]  去做一些民事的工作
[00:03:54.320 --> 00:03:57.480]  另外最後一部分就叫做獻祭
[00:03:57.480 --> 00:03:58.840]  Ceremonial
[00:03:58.840 --> 00:04:01.480]  是獻祭的律法裡面很多的
[00:04:01.480 --> 00:04:03.120]  很繁複的
[00:04:03.120 --> 00:04:06.320]  那些禮儀、潔淨的規矩
[00:04:06.320 --> 00:04:09.120]  很多泛民族節在當中
[00:04:09.120 --> 00:04:10.720]  有人就會問
[00:04:10.720 --> 00:04:15.320]  當日摩西領袖十戒十條而已
[00:04:15.320 --> 00:04:17.640]  為什麼搞出這麼多的律法出來呢?
[00:04:17.640 --> 00:04:21.320]  當然當時你看李美潔也有很多其他的
[00:04:21.320 --> 00:04:24.600]  但是也不會有今時今日這麼多的律法
[00:04:24.600 --> 00:04:26.160]  不單止六百多條
[00:04:26.160 --> 00:04:28.520]  是一直加上去的
[00:04:28.520 --> 00:04:33.400]  猶太人的律法其實是歷史悠久的
[00:04:33.400 --> 00:04:35.720]  在過去的歷史當中
[00:04:35.720 --> 00:04:38.120]  本身的律法真的不是那麼多
[00:04:38.120 --> 00:04:40.960]  但是為什麼會變成這麼多呢?有兩個時期
[00:04:40.960 --> 00:04:44.080]  是催加了很多這些律法
[00:04:44.080 --> 00:04:47.120]  第一個時期叫做巴比倫時代
[00:04:47.120 --> 00:04:48.800]  什麼叫巴比倫時代?
[00:04:48.800 --> 00:04:50.880]  巴比倫時代就是顧名思義
[00:04:50.880 --> 00:04:53.840]  就是當猶太人被擄去巴比倫
[00:04:53.840 --> 00:04:55.440]  住在前五百多年的時候
[00:04:55.440 --> 00:04:56.520]  在那個時候
[00:04:56.520 --> 00:04:59.680]  記得嗎?說過在巴比倫有沒有聖殿嗎?
[00:04:59.680 --> 00:05:00.760]  沒有聖殿的
[00:05:00.760 --> 00:05:02.920]  沒有什麼聖殿的律法要守的
[00:05:02.920 --> 00:05:04.000]  在那一刻
[00:05:04.000 --> 00:05:05.960]  正所謂以鄧公民
[00:05:05.960 --> 00:05:07.280]  就是被擄
[00:05:07.280 --> 00:05:09.320]  就發覺我們自己民族的人
[00:05:09.320 --> 00:05:11.040]  跟當時巴比倫的人
[00:05:11.040 --> 00:05:14.160]  很多道德上的標準很不一樣
[00:05:14.160 --> 00:05:18.160]  我們為了保存猶太人那種的傳統精神
[00:05:18.160 --> 00:05:19.400]  我們那種的文化
[00:05:19.400 --> 00:05:24.280]  那段時候就加了很多道德性的律法在當中
[00:05:24.280 --> 00:05:25.640]  是抗衡
[00:05:25.640 --> 00:05:27.080]  外邦那些
[00:05:27.080 --> 00:05:29.480]  保存那種純真
[00:05:29.480 --> 00:05:31.720]  這個期過了之後
[00:05:31.720 --> 00:05:34.280]  又一個期是高峰的
[00:05:34.280 --> 00:05:35.920]  就是加了很多的律法
[00:05:35.920 --> 00:05:37.360]  這個什麼期呢?
[00:05:37.360 --> 00:05:40.080]  這個叫做馬加比時代
[00:05:40.080 --> 00:05:42.920]  馬加比時代可能比較陌生一點
[00:05:42.920 --> 00:05:45.520]  馬加比時代是兩獄之間的
[00:05:45.520 --> 00:05:47.680]  猶太人歷史裡面發生的一件事
[00:05:47.680 --> 00:05:50.160]  這件事其實對他們來說很重要
[00:05:50.160 --> 00:05:51.720]  因為當時兩獄之間
[00:05:51.720 --> 00:05:54.120]  大概是主前167年
[00:05:54.120 --> 00:05:57.200]  馬加比是成為了猶太民族的英雄
[00:05:57.200 --> 00:05:57.920]  為什麼成為英雄呢?
[00:05:57.920 --> 00:05:59.880]  因為當時他們給希臘
[00:05:59.880 --> 00:06:03.800]  一種強權的種族統治
[00:06:03.800 --> 00:06:05.840]  因為你知道希臘文化很強的
[00:06:05.840 --> 00:06:07.640]  要同化他們猶太人
[00:06:07.640 --> 00:06:11.280]  所以那時候他們很多時候是
[00:06:11.280 --> 00:06:17.120]  在憲制那些事情上被人踐踏了
[00:06:17.120 --> 00:06:19.480]  在那段時候他們要起義
[00:06:19.480 --> 00:06:22.600]  馬加比就是那個民族英雄一起起義
[00:06:22.600 --> 00:06:25.000]  就是帶領猶太人去起義的那一位
[00:06:25.000 --> 00:06:27.000]  真的被他們起義成功
[00:06:27.000 --> 00:06:30.520]  所以在兩獄之間有一段短的時間
[00:06:30.520 --> 00:06:34.120]  猶太人享有他自己的猶太皇朝
[00:06:34.120 --> 00:06:35.800]  可以自己做回事
[00:06:35.800 --> 00:06:37.000]  那麼重點是什麼呢?
[00:06:37.000 --> 00:06:38.200]  重點在歷史裡面
[00:06:38.200 --> 00:06:41.160]  在這一刻出現了一批人
[00:06:41.160 --> 00:06:42.040]  這一批是什麼人呢?
[00:06:42.040 --> 00:06:44.720]  大家都很熟悉的
[00:06:44.720 --> 00:06:45.760]  匯點人
[00:06:45.760 --> 00:06:47.280]  不是
[00:06:47.280 --> 00:06:48.920]  法利菜人
[00:06:48.920 --> 00:06:50.600]  那一刻就出現了法利菜人
[00:06:50.600 --> 00:06:51.520]  大家不要想著
[00:06:51.520 --> 00:06:53.160]  哇!這幫假冒為綫
[00:06:53.160 --> 00:06:54.920]  先不要標籤他們
[00:06:54.920 --> 00:06:56.920]  那時候出的那些法利菜人
[00:06:56.920 --> 00:07:00.320]  其實就是在那個短暫的猶太皇國當中
[00:07:00.320 --> 00:07:02.920]  他們是要做一些律法出來
[00:07:02.920 --> 00:07:05.920]  是確保大家的弟兄姊妹
[00:07:05.920 --> 00:07:08.400]  當時的信徒是跟上了上帝
[00:07:08.400 --> 00:07:09.760]  其實當時全部是
[00:07:09.760 --> 00:07:10.600]  因為立國嘛
[00:07:10.600 --> 00:07:12.240]  是要憲法有律法的那些人
[00:07:12.240 --> 00:07:13.760]  那時候是很好的
[00:07:13.760 --> 00:07:16.840]  那時候還沒有走歪的時候
[00:07:16.840 --> 00:07:19.840]  那時候就出現了一批很重要的民事派的法利菜人
[00:07:19.840 --> 00:07:20.680]  當然了
[00:07:20.680 --> 00:07:22.600]  這個是兩個之間的事
[00:07:22.600 --> 00:07:23.760]  兩個之間
[00:07:23.760 --> 00:07:26.360]  就是公元前一百六十幾年之後
[00:07:26.360 --> 00:07:27.800]  到了耶穌時代
[00:07:27.800 --> 00:07:28.160]  是不是?
[00:07:28.160 --> 00:07:30.400]  耶穌時代就走歪了
[00:07:30.400 --> 00:07:32.240]  那些律法就開始亂來
[00:07:32.240 --> 00:07:33.960]  就到了這一刻
[00:07:33.960 --> 00:07:35.480]  希伯來的作者
[00:07:35.480 --> 00:07:37.760]  已經是主後的六十幾年了
[00:07:37.760 --> 00:07:39.600]  到了這一刻
[00:07:39.600 --> 00:07:40.760]  就開始發現
[00:07:40.760 --> 00:07:42.800]  律法已經被濫用
[00:07:42.800 --> 00:07:44.880]  也是一個很大的問題
[00:07:44.880 --> 00:07:46.000]  多疑又多
[00:07:46.000 --> 00:07:47.720]  雖然歷史長久
[00:07:47.720 --> 00:07:51.040]  所以當時這句話
[00:07:51.040 --> 00:07:54.040]  律法是隱疑
[00:07:54.040 --> 00:08:00.400]  對當時一直守著擁抱律法的猶太人來說
[00:08:00.400 --> 00:08:02.760]  突然間就說這是隱疑
[00:08:02.760 --> 00:08:04.320]  不是實體
[00:08:04.320 --> 00:08:06.200]  你們守這麼多這些東西
[00:08:06.200 --> 00:08:07.400]  沒什麼用的
[00:08:07.400 --> 00:08:09.120]  是一個很震撼
[00:08:09.120 --> 00:08:10.320]  很沮喪的說話
[00:08:10.320 --> 00:08:12.200]  對他們來說可能
[00:08:12.200 --> 00:08:16.400]  我不知道你能不能體會到這件事
[00:08:16.400 --> 00:08:18.800]  水中月亮
[00:08:18.800 --> 00:08:21.720]  猴子撈月
[00:08:21.720 --> 00:08:24.440]  以為水的月亮就是真實
[00:08:24.440 --> 00:08:25.520]  就是畫
[00:08:25.520 --> 00:08:26.920]  就是裸
[00:08:26.920 --> 00:08:29.480]  但是越裸就會越怎樣呢?
[00:08:29.480 --> 00:08:32.040]  會搞死自己
[00:08:32.040 --> 00:08:33.000]  今天如果我告訴你
[00:08:33.000 --> 00:08:34.320]  聖經是隱疑
[00:08:34.320 --> 00:08:36.440]  弟兄姊妹
[00:08:36.440 --> 00:08:38.520]  你覺得怎樣?
[00:08:38.520 --> 00:08:40.680]  會不會很震撼?
[00:08:40.680 --> 00:08:41.800]  哇
[00:08:41.800 --> 00:08:44.480]  牧師你台上褻瀆
[00:08:44.480 --> 00:08:46.120]  竟然說聖經是隱疑
[00:08:46.120 --> 00:08:47.640]  我們現在想著
[00:08:47.640 --> 00:08:49.360]  大展拳腳查聖經
[00:08:49.360 --> 00:08:50.240]  是不是?
[00:08:50.240 --> 00:08:52.000]  什麼ABCDF
[00:08:52.000 --> 00:08:54.320]  那些一起查聖經
[00:08:54.320 --> 00:08:56.120]  你說隱疑
[00:08:56.120 --> 00:08:57.080]  可能在座當中
[00:08:57.080 --> 00:08:59.520]  你們說你早說吧,我不用等那麼辛苦
[00:08:59.520 --> 00:09:01.120]  是不是隱疑?
[00:09:01.120 --> 00:09:02.080]  有不同的反應
[00:09:02.080 --> 00:09:04.200]  但是是一個震撼
[00:09:04.200 --> 00:09:05.360]  聖經是不是隱疑?
[00:09:05.360 --> 00:09:06.920]  這個話題我們再說
[00:09:06.920 --> 00:09:10.080]  耶穌基督我們真的知道是那個實體
[00:09:10.080 --> 00:09:12.200]  當時聽到這句話的時候
[00:09:12.200 --> 00:09:14.080]  很多人都覺得會反省
[00:09:14.080 --> 00:09:16.120]  其實我們今天追求的
[00:09:16.120 --> 00:09:18.320]  是不是隱疑?
[00:09:18.320 --> 00:09:20.480]  這個反思對我們今天來說
[00:09:20.480 --> 00:09:22.680]  作信徒也是很重要
[00:09:22.680 --> 00:09:24.040]  你今天可能很熱心
[00:09:24.040 --> 00:09:25.280]  在俗視上帝
[00:09:25.280 --> 00:09:27.400]  你可能在追求一些東西
[00:09:27.400 --> 00:09:29.600]  但是那些東西是不是隱疑?
[00:09:29.600 --> 00:09:30.640]  隱疑是什麼意思?
[00:09:30.640 --> 00:09:33.320]  隱疑不是實體
[00:09:33.320 --> 00:09:35.080]  是暴風捉影
[00:09:35.080 --> 00:09:40.880]  你有沒有在暴風捉影一些宗教事情?
[00:09:40.880 --> 00:09:43.600]  你忘記了那個實體
[00:09:43.600 --> 00:09:46.840]  今天就是在挑戰這件事
[00:09:46.840 --> 00:09:53.400]  我們看到律法很多時候不是那麼有趣
[00:09:53.400 --> 00:09:57.600]  但是有時候我們看到雖然不是那麼有趣
[00:09:57.600 --> 00:09:59.200]  但是它有它的作用
[00:09:59.200 --> 00:10:02.840]  影始終是告訴我們什麼是實體
[00:10:02.840 --> 00:10:03.960]  你見到那個人的影
[00:10:03.960 --> 00:10:05.160]  你認得到他的實體
[00:10:05.160 --> 00:10:06.600]  會不會行?
[00:10:06.600 --> 00:10:08.600]  但是我們以前有玩那些遊戲
[00:10:08.600 --> 00:10:09.880]  叫做手影遊戲
[00:10:09.880 --> 00:10:10.960]  有沒有人玩過?
[00:10:10.960 --> 00:10:13.280]  就是說弄一隻小鳥出來
[00:10:13.280 --> 00:10:14.520]  弄一隻小鳥出來
[00:10:14.520 --> 00:10:17.640]  你就找一隻小鳥在那裡啪啪
[00:10:17.640 --> 00:10:19.680]  原來雞也能弄得到
[00:10:19.680 --> 00:10:20.800]  怎樣弄一隻雞呢?
[00:10:20.800 --> 00:10:23.680]  兩個人這樣拿著拳頭,手指弓這樣
[00:10:23.680 --> 00:10:25.720]  就能看到雞的嘴巴
[00:10:25.720 --> 00:10:27.600]  很有趣吧?
[00:10:27.600 --> 00:10:30.280]  有沒有人懂得做鵝?
[00:10:30.280 --> 00:10:31.640]  做鴨?
[00:10:31.640 --> 00:10:33.120]  用你的手
[00:10:33.120 --> 00:10:33.920]  行不行?有沒有人懂得做鴨?
[00:10:33.920 --> 00:10:35.120]  有沒有玩過?
[00:10:35.120 --> 00:10:36.680]  沒有啊?
[00:10:36.680 --> 00:10:38.600]  不用試了,它教你這樣
[00:10:38.600 --> 00:10:41.680]  你的手做到抽筋一樣
[00:10:41.680 --> 00:10:43.640]  把你的手指拿出來,弄個洞
[00:10:43.640 --> 00:10:45.960]  然後左手弄個手掌在那裡
[00:10:45.960 --> 00:10:47.600]  那個影就會看到了
[00:10:47.600 --> 00:10:49.120]  就是一隻鵝
[00:10:49.120 --> 00:10:52.040]  弄隻鴨又是手不知竟亂
[00:10:52.040 --> 00:10:54.040]  然後用手拿著它等等
[00:10:54.040 --> 00:10:56.000]  很複雜
[00:10:56.000 --> 00:10:57.000]  很有趣吧?
[00:10:57.000 --> 00:10:59.200]  就是崇拜,先不要玩了
[00:10:59.200 --> 00:11:02.240]  先不要玩了
[00:11:02.240 --> 00:11:03.760]  我們完了再玩
[00:11:03.760 --> 00:11:05.040]  就是影兒
[00:11:05.040 --> 00:11:06.960]  律法是影兒
[00:11:06.960 --> 00:11:08.280]  有時候真的很好玩
[00:11:08.280 --> 00:11:09.720]  你知道實體是甚麼
[00:11:09.720 --> 00:11:12.360]  原來這就是甚麼
[00:11:12.360 --> 00:11:15.840]  但是當時的律法不是那麼有趣
[00:11:15.840 --> 00:11:19.080]  當時的律法很負面
[00:11:19.080 --> 00:11:20.960]  就像今天我和你說的律法
[00:11:20.960 --> 00:11:21.560]  你覺得是怎樣?
[00:11:21.560 --> 00:11:23.560]  你都覺得很負面
[00:11:23.560 --> 00:11:25.280]  聖經幫你寫了很負面的印象
[00:11:25.280 --> 00:11:26.640]  為甚麼呢?
[00:11:26.640 --> 00:11:28.360]  因為在聖經裡的確
[00:11:28.360 --> 00:11:30.800]  律法是和一個字走在一起的
[00:11:30.800 --> 00:11:32.880]  那是甚麼字?
[00:11:32.880 --> 00:11:34.840]  那是一個罪字
[00:11:34.840 --> 00:11:35.720]  罪字
[00:11:35.720 --> 00:11:37.320]  所以聖經說
[00:11:37.320 --> 00:11:38.360]  律法是叫人知罪
[00:11:38.360 --> 00:11:39.440]  我們一起讀
[00:11:39.440 --> 00:11:41.240]  所以凡有血氣的
[00:11:41.240 --> 00:11:45.560]  沒有一個因行律法能在神面前清義
[00:11:45.560 --> 00:11:49.400]  因為律法本是叫人知罪
[00:11:49.400 --> 00:11:50.320]  在羅馬斯說得很清楚
[00:11:50.320 --> 00:11:51.080]  沒有律法
[00:11:51.080 --> 00:11:52.000]  罪也不是罪
[00:11:52.000 --> 00:11:53.240]  罪就是死
[00:11:53.240 --> 00:11:54.720]  但是當你犯了罪
[00:11:54.720 --> 00:11:55.840]  犯了律法的時候
[00:11:55.840 --> 00:11:56.600]  你的罪
[00:11:56.600 --> 00:11:58.840]  你的罪疚就會出來
[00:11:58.840 --> 00:12:00.200]  你有罪
[00:12:00.200 --> 00:12:03.960]  律法就是叫人罪
[00:12:03.960 --> 00:12:05.400]  那我們就會問
[00:12:05.400 --> 00:12:07.240]  那是不是上帝頒布律法
[00:12:07.240 --> 00:12:09.200]  就是要罪那些人呢?
[00:12:09.200 --> 00:12:12.960]  是不是要罪這一幫以色列人呢?
[00:12:12.960 --> 00:12:15.600]  今天上帝是不是要給我們聖經
[00:12:15.600 --> 00:12:16.840]  然後管轄我們
[00:12:16.840 --> 00:12:18.120]  叫我們
[00:12:18.120 --> 00:12:20.040]  你犯了聖經這條罪
[00:12:20.040 --> 00:12:21.600]  我要告你
[00:12:21.600 --> 00:12:26.920]  是不是要這樣叫出我們呢?
[00:12:26.920 --> 00:12:31.000]  有沒有人喜歡上學的?
[00:12:31.000 --> 00:12:32.360]  有的,我知道
[00:12:32.360 --> 00:12:36.120]  那有沒有人不喜歡?
[00:12:36.120 --> 00:12:37.160]  不喜歡有很多原因
[00:12:37.160 --> 00:12:38.200]  其中一個原因就是
[00:12:38.200 --> 00:12:40.480]  尤其是那些軍事學校
[00:12:40.480 --> 00:12:43.040]  頂不住回到學校的時候
[00:12:43.040 --> 00:12:45.040]  有很多規矩
[00:12:45.040 --> 00:12:47.280]  又要一早收拾好屁股
[00:12:47.280 --> 00:12:48.040]  又要起床
[00:12:48.040 --> 00:12:49.360]  又要記得怎麼做
[00:12:49.360 --> 00:12:50.280]  很多規矩
[00:12:50.280 --> 00:12:51.960]  很多校規
[00:12:51.960 --> 00:12:54.000]  回到學校不是學生
[00:12:54.000 --> 00:12:55.040]  是學生
[00:12:55.040 --> 00:12:57.120]  每次都感覺很被罪
[00:12:57.120 --> 00:12:58.280]  我們那時候讀神學院
[00:12:58.280 --> 00:12:59.960]  有些神學院有很多規矩
[00:12:59.960 --> 00:13:00.800]  早上尤其是上學
[00:13:00.800 --> 00:13:04.280]  那些要五點鐘說起床祈禱
[00:13:04.280 --> 00:13:05.960]  那有誰可以做到?
[00:13:05.960 --> 00:13:06.920]  你去不去?
[00:13:06.920 --> 00:13:08.120]  你一看一間學校
[00:13:08.120 --> 00:13:08.640]  不用的
[00:13:08.640 --> 00:13:09.720]  一間學校要的
[00:13:09.720 --> 00:13:11.720]  那你去當然不用
[00:13:11.720 --> 00:13:14.520]  很多規矩
[00:13:14.520 --> 00:13:15.400]  你頒布律法
[00:13:15.400 --> 00:13:16.200]  你搞這麼多規矩
[00:13:16.200 --> 00:13:19.760]  是不是就是要驕出人呢?
[00:13:19.760 --> 00:13:21.320]  但是有些律法真的挺好的
[00:13:21.320 --> 00:13:23.080]  我不知道你家裡有沒有律法
[00:13:23.080 --> 00:13:25.640]  家裡有沒有家規
[00:13:25.640 --> 00:13:28.920]  有沒有誰頒布的
[00:13:28.920 --> 00:13:30.360]  我記得有一個挺好的
[00:13:30.360 --> 00:13:32.280]  他說夫妻吵架
[00:13:32.280 --> 00:13:34.360]  無論誰對誰錯
[00:13:34.360 --> 00:13:38.080]  總之睡覺之前一定要和好
[00:13:38.080 --> 00:13:39.800]  你覺得這個好不好?
[00:13:39.800 --> 00:13:41.280]  好啊,是不是很棒?
[00:13:41.280 --> 00:13:43.280]  有一對新的結婚夫婦
[00:13:43.280 --> 00:13:44.440]  她真的聽到
[00:13:44.440 --> 00:13:46.720]  她真的落實去做
[00:13:46.720 --> 00:13:49.000]  你猜她們能不能守得住?
[00:13:49.000 --> 00:13:50.520]  你猜她們能不能守得住
[00:13:50.520 --> 00:13:52.720]  這個家規律法呢?
[00:13:52.720 --> 00:13:54.360]  能不能守得住?
[00:13:54.360 --> 00:13:55.240]  守不到
[00:13:55.240 --> 00:13:57.040]  他說他能守得住
[00:13:57.040 --> 00:14:00.080]  他們兩個一個星期沒睡覺
[00:14:00.080 --> 00:14:01.560]  他就這樣咬著她
[00:14:01.560 --> 00:14:03.440]  說是你不對,我不對
[00:14:03.440 --> 00:14:05.640]  不要睡,你先不要睡
[00:14:05.640 --> 00:14:07.240]  哇,折磨啊
[00:14:07.240 --> 00:14:08.680]  整個星期沒睡覺
[00:14:08.680 --> 00:14:10.280]  無論如何
[00:14:10.280 --> 00:14:12.360]  我不知道這些家規是誰搞的
[00:14:12.360 --> 00:14:13.600]  是誰頒布的
[00:14:13.600 --> 00:14:16.520]  有一條是挺好的
[00:14:16.520 --> 00:14:19.400]  那些先生就覺得怎麼搞的
[00:14:19.400 --> 00:14:22.760]  第一條就是老婆永遠是對的
[00:14:22.760 --> 00:14:23.320]  是不是?
[00:14:23.320 --> 00:14:26.280]  第二條呢?
[00:14:26.280 --> 00:14:28.120]  就是如果老婆真的錯了
[00:14:28.120 --> 00:14:30.440]  參考第一題
[00:14:30.440 --> 00:14:31.800]  就是老婆永遠是對的
[00:14:31.800 --> 00:14:34.000]  其實這條很簡單
[00:14:34.000 --> 00:14:35.440]  我們做丈夫的
[00:14:35.440 --> 00:14:38.000]  OK啦,這條老婆永遠是對的
[00:14:38.000 --> 00:14:38.560]  OK
[00:14:38.560 --> 00:14:40.160]  就是如果老婆是錯的
[00:14:40.160 --> 00:14:42.000]  那回到第一題
[00:14:42.000 --> 00:14:42.840]  但不知道為什麼
[00:14:42.840 --> 00:14:44.360]  有些不知道是不是法律錯人
[00:14:44.360 --> 00:14:44.840]  就是怎樣
[00:14:44.840 --> 00:14:47.240]  將這一條這麼簡單的律法
[00:14:47.240 --> 00:14:48.760]  extend(延伸)了
[00:14:48.760 --> 00:14:50.280]  extend(延伸)了
[00:14:50.280 --> 00:14:51.640]  extend(延伸)了之後是怎樣呢?
[00:14:51.640 --> 00:14:53.760]  跟你分享一下,是這樣的
[00:14:53.760 --> 00:14:55.840]  他說第一條,老婆永遠是對的
[00:14:55.840 --> 00:14:57.320]  第二條,如果老婆是錯的
[00:14:57.320 --> 00:14:59.520]  一定是丈夫看錯
[00:14:59.520 --> 00:15:01.400]  第三條,如果丈夫沒有看錯
[00:15:01.400 --> 00:15:02.600]  一定是想錯
[00:15:02.600 --> 00:15:04.200]  第四條,如果丈夫沒有想錯
[00:15:04.200 --> 00:15:06.000]  即是只要老婆不認錯
[00:15:06.000 --> 00:15:07.600]  也是沒有錯
[00:15:07.600 --> 00:15:08.560]  接著他就說
[00:15:08.560 --> 00:15:10.680]  如果老婆不認錯
[00:15:10.680 --> 00:15:12.120]  丈夫還是說她錯
[00:15:12.120 --> 00:15:13.280]  那就是誰錯呢?
[00:15:13.280 --> 00:15:14.840]  都是丈夫錯
