
[00:00:00.000 --> 00:00:03.760]  各位親愛的弟兄姐妹,早上好!
[00:02:23.800 --> 00:02:30.640]  這段時期乃是教會日曆裏面所定爲的耶穌的欲苦期,
[00:02:30.640 --> 00:02:35.080]  這段時間裏面耶穌準備受苦受難的時期,
[00:02:35.080 --> 00:02:39.680]  再過兩個禮拜後就是受難節,然後復活節也來臨了。
[00:02:39.680 --> 00:02:45.000]  因此今天早上我們一起來思想耶穌基督如何的愛你,
[00:02:45.000 --> 00:02:48.080]  耶穌基督如何爲你受害受苦,
[00:02:48.080 --> 00:02:53.080]  耶穌基督爲什麼爲你經歷了這麼多患難,這麼多的憂患,
[00:02:53.080 --> 00:02:55.960]  因爲耶穌基督非常非常的愛你。
[00:02:55.960 --> 00:03:00.080]  因此今天我們來思想無人像耶穌這樣愛你,
[00:03:00.080 --> 00:03:04.480]  阿們,告訴旁邊說無人像耶穌這樣愛你。
[00:03:04.480 --> 00:03:07.760]  我們先來看馬太福音的第十六章二十一節,
[00:03:07.760 --> 00:03:10.280]  馬太福音第十六章二十一節這裏說:
[00:03:10.280 --> 00:03:16.080]  "從此耶穌才只是門徒,他必須上耶路撒冷去,
[00:03:16.080 --> 00:03:22.760]  受長老、祭司長、文士許多的苦,並且被殺,第三日復活。"
[00:03:22.760 --> 00:03:28.280]  我特別把這個"必須"這個就是把它畫了。
[00:03:28.280 --> 00:03:30.800]  他這裏說他必須上耶路撒冷,
[00:03:30.800 --> 00:03:33.960]  換句話說他已經是定義要上耶路撒冷。
[00:03:33.960 --> 00:03:38.520]  這裏是耶穌基督這裏前面說從此耶穌才只是門徒,
[00:03:38.520 --> 00:03:43.440]  從此這個連接詞是告訴我們說到底之前發生什麼事情,
[00:03:43.440 --> 00:03:49.480]  耶穌才預言把他要受苦、受害、受死的事情告訴門徒呢?
[00:03:49.480 --> 00:03:52.600]  乃是耶穌基督公開地在門徒面前問他們說,
[00:03:52.600 --> 00:03:54.840]  "你們說我是誰的時候?"
[00:03:54.840 --> 00:03:58.560]  彼得說你是基督永生神的兒子。
[00:03:58.560 --> 00:04:01.240]  從此以後,從那時候開始,
[00:04:01.240 --> 00:04:08.680]  耶穌就預言告訴這些門徒們他必須上耶路撒冷。
[00:04:08.680 --> 00:04:10.960]  他決定,而且他立定心志,
[00:04:10.960 --> 00:04:14.400]  無論如何他都要上耶路撒冷,受這些文士、
[00:04:14.400 --> 00:04:17.760]  這些長官們的受害,甚至受死,
[00:04:17.760 --> 00:04:21.160]  然後第三天從死裏復活。
[00:04:21.160 --> 00:04:27.920]  耶穌完全知道前面到耶路撒冷去他要面對的種種的挑戰。
[00:04:27.920 --> 00:04:31.320]  那他爲什麼還說他必須上去呢?
[00:04:31.320 --> 00:04:33.000]  到底有人逼他嗎?
[00:04:33.000 --> 00:04:34.720]  我們來看看約翰福音第十章,
[00:04:34.720 --> 00:04:38.680]  約福音第十章第十八節告訴我們說他沒有人逼他的,
[00:04:38.680 --> 00:04:40.640]  他是完全自願的。
[00:04:40.640 --> 00:04:46.360]  他說沒有人奪我的命去,是我自己,是我自己舍的。
[00:04:46.360 --> 00:04:49.800]  我有權並舍了,也有權並取回來。
[00:04:49.800 --> 00:04:55.640]  這是我從我父所受的命令,這裏說是我自己舍的。
[00:04:55.640 --> 00:04:57.600]  換句話說,在整個過程當中,
[00:04:57.600 --> 00:05:03.280]  我們相信天父給他的兒子耶穌基督選擇的權並,
[00:05:03.280 --> 00:05:07.560]  選擇他是否願意做衆人的屬將,
[00:05:07.560 --> 00:05:10.720]  選擇他是否願意爲衆人捨命。
[00:05:10.720 --> 00:05:13.680]  所以耶穌就說是我自己舍的。
[00:05:13.680 --> 00:05:17.320]  如果沒有耶穌基督的許可,沒有任何一個人,
[00:05:17.320 --> 00:05:21.680]  沒有任何一個人的權勢可以動耶穌身上的一根蛤蟆,
[00:05:21.680 --> 00:05:26.400]  他說我自己捨去這個生命,因爲沒有人可以奪去我的生命。
[00:05:26.400 --> 00:05:32.800]  我們知道耶穌基督爲你,他自願受害受苦。
[00:05:32.800 --> 00:05:36.360]  耶穌爲你,自願受害受苦。
[00:05:36.360 --> 00:05:40.360]  告訴旁邊說,耶穌爲你,自願受害受苦。
[00:05:40.360 --> 00:05:47.040]  是的,耶穌是爲你自願受害受苦。
[00:05:47.040 --> 00:05:50.560]  他不是沒有選擇,他是有選擇。
[00:05:50.560 --> 00:05:53.320]  但是他因爲愛你的緣故,
[00:05:53.320 --> 00:05:57.640]  他願意捨去他的生命,爲了拯救你。
[00:05:57.640 --> 00:05:59.840]  所以在約翰福音第十章第十一節告訴我們說,
[00:05:59.840 --> 00:06:02.280]  耶穌說我是好牧人。
[00:06:02.280 --> 00:06:06.120]  好牧人做什麼?爲羊舍命。
[00:06:06.120 --> 00:06:07.120]  這裏非常有趣的,
[00:06:07.120 --> 00:06:13.800]  耶穌用牧羊人和故公來講解他和我們之間的關係。
[00:06:13.800 --> 00:06:18.320]  他說故公只是因爲爲了錢的緣故來看守羊羣。
[00:06:18.320 --> 00:06:22.080]  他和牧羊人有同樣的共同點,就是來看顧羊羣的。
[00:06:22.080 --> 00:06:27.000]  但是所不同的地方,故公是爲了錢而來看顧羊羣。
[00:06:27.000 --> 00:06:29.880]  一旦有狼來了,一旦有危險臨到的時候,
[00:06:29.880 --> 00:06:34.200]  他可以撇下這些羊不顧,爲了保全自己的生命。
[00:06:34.200 --> 00:06:36.640]  但是牧人卻不一樣。
[00:06:36.640 --> 00:06:40.800]  牧人和故公最大的不同是,這些羊是屬於他的。
[00:06:40.800 --> 00:06:43.560]  他認識這些羊,這些羊也認識他。
[00:06:43.560 --> 00:06:46.080]  因此就算有危險來到的時候,
[00:06:46.080 --> 00:06:49.680]  這個牧人他也願意捨去他的生命,
[00:06:49.680 --> 00:06:53.120]  爲了要保護這個羊羣的安全。
[00:06:53.120 --> 00:06:53.880]  你可以想象嗎?
[00:06:53.880 --> 00:06:58.840]  耶穌說我是好牧人,好牧人爲你捨命。
[00:06:58.840 --> 00:07:02.200]  而且他是願意自願的爲你捨命。
[00:07:02.200 --> 00:07:05.120]  今天早上我們敬拜團的師哥帶領我們說,
[00:07:05.120 --> 00:07:08.600]  感謝天父因爲他好愛我們。
[00:07:08.600 --> 00:07:10.800]  你感受到耶穌基督的愛嗎?
[00:07:10.800 --> 00:07:12.440]  特別在這個欲苦其艱的時候,
[00:07:12.440 --> 00:07:16.880]  我們要來默想思想耶穌基督如何的愛你,
[00:07:16.880 --> 00:07:18.760]  爲什麼如此的愛你?
[00:07:18.760 --> 00:07:21.120]  他不但是個好牧人爲你捨命,
[00:07:21.120 --> 00:07:23.040]  而且捨命到什麼地步呢?
[00:07:23.040 --> 00:07:25.240]  他有很多的選擇,
[00:07:25.240 --> 00:07:29.080]  但是他卻接受了十字架的苦悲。
[00:07:29.080 --> 00:07:32.360]  他卻接受了十字架的苦悲。
[00:07:32.360 --> 00:07:36.280]  那你說到底什麼是十字架的苦悲呢?
[00:07:36.280 --> 00:07:39.200]  十字架乃是當時第一世紀裏面,
[00:07:39.200 --> 00:07:46.080]  羅馬人爲非羅馬人所發明的一個死刑的一個工具,
[00:07:46.080 --> 00:07:49.440]  那是非常殘忍的一個死刑的工具。
[00:07:49.440 --> 00:07:52.200]  羅馬人不能夠被釘在十字架上,
[00:07:52.200 --> 00:07:56.280]  只有非羅馬人才能夠出死在十字架上。
[00:07:56.280 --> 00:07:59.240]  這個十字架跟做電影的死刑是不一樣的,
[00:07:59.240 --> 00:08:01.880]  做電影可能很快就被電死了,
[00:08:01.880 --> 00:08:06.960]  或者是古老的被砍頭也是一眨眼頭就掉在地上。
[00:08:06.960 --> 00:08:11.120]  但是十字架的死就是非常緩慢,
[00:08:11.120 --> 00:08:17.760]  是折磨你、鞭打你、釘在你的手上、你的腳上讓你流血,
[00:08:17.760 --> 00:08:20.080]  身上都已經完全流去你的血,
[00:08:20.080 --> 00:08:22.360]  而且你的呼吸也非常的困難,
[00:08:22.360 --> 00:08:28.720]  是慢慢地折磨你,折磨讓你慢慢地死去。
[00:08:28.720 --> 00:08:30.040]  你可以想象嗎?
[00:08:30.040 --> 00:08:34.560]  這種的死刑真的是非常非常殘酷的。
[00:08:34.560 --> 00:08:38.440]  難怪羅馬人不能夠上十字架,
[00:08:38.440 --> 00:08:40.320]  只爲非羅馬人所預備的。
[00:08:40.320 --> 00:08:42.920]  那你想說耶穌基督到底有沒有掙扎?
[00:08:42.920 --> 00:08:45.480]  當然想到這個十字架這個苦難,
[00:08:45.480 --> 00:08:48.840]  十字架這個苦悲到底有沒有掙扎呢?
[00:08:48.840 --> 00:08:50.160]  我想是有的。
[00:08:50.160 --> 00:08:53.640]  我們看到他在克西瑪尼巖禱告的那一幕,
[00:08:53.640 --> 00:08:58.120]  我們就清楚瞭解耶穌心中裏面的確有很多的掙扎。
[00:08:58.120 --> 00:09:00.440]  我們來看看在《馬太福音》第26章。
[00:09:00.440 --> 00:09:02.960]  馬太福音26章37節39節說:
[00:09:02.960 --> 00:09:08.240]  "於是帶着彼得和西比泰的兩個兒子(約翰和雅各)同去,
[00:09:08.240 --> 00:09:13.240]  就憂愁起來,極其難過。"
[00:09:13.240 --> 00:09:18.120]  這是耶穌基督第一次向門徒透露他心中裏面的感受,
[00:09:18.120 --> 00:09:21.440]  他憂愁起來,極其難過,難過到一種地步。
[00:09:21.440 --> 00:09:23.240]  他面對門徒,面對他們說:
[00:09:23.240 --> 00:09:27.400]  "我心裏甚是憂傷,幾乎要死。"
[00:09:27.400 --> 00:09:29.360]  你們在這裏等候和我一種警醒,
[00:09:29.360 --> 00:09:34.600]  你可以想想耶穌當時的心情是如何的憂愁,如何的難過嗎?
[00:09:34.600 --> 00:09:35.480]  第一次向門徒說:
[00:09:35.480 --> 00:09:38.680]  "我難過,憂愁得幾乎要死啊。"
[00:09:38.680 --> 00:09:43.960]  然後第38節,他就稍微往前走,就俯伏在地,
[00:09:43.960 --> 00:09:47.960]  禱告說:"我父啊,倘若可行,
[00:09:47.960 --> 00:09:51.280]  求禰叫這杯離開我,
[00:09:51.280 --> 00:09:56.840]  然而不要照我的意思,只要照禰的意思。
[00:09:56.840 --> 00:10:00.760]  倘若可行,求禰叫這杯離開我,
[00:10:00.760 --> 00:10:02.400]  求禰叫這杯離開我。"
[00:10:02.400 --> 00:10:05.240]  耶穌基督不但只是講了一次,
[00:10:05.240 --> 00:10:09.680]  這裏面告訴我們說了兩次、三次同樣的禱告。
[00:10:09.680 --> 00:10:10.440]  什麼意思呢?
[00:10:10.440 --> 00:10:18.120]  "如果可以的話,父啊,求禰讓這個杯從我面前撤去。
[00:10:18.120 --> 00:10:22.320]  如果有別的方法成爲衆人的暑假的話,
[00:10:22.320 --> 00:10:26.880]  就讓這個杯從你面前撤去,
[00:10:26.880 --> 00:10:29.000]  那我可以選擇別的方法。"
[00:10:29.000 --> 00:10:33.360]  但是耶穌基督完全把自己的意思放下,
[00:10:33.360 --> 00:10:37.960]  "然而不要照我的意思,乃是要照禰的意思。"
[00:10:37.960 --> 00:10:43.600]  祂重新把這樣的一個選擇、這樣的一個決定權放在天父的手中。
[00:10:43.600 --> 00:10:47.680]  天父已經明明把這個決定權放在耶穌的手中,
[00:10:47.680 --> 00:10:50.280]  讓祂自己決定要不要爲我們捨命,
[00:10:50.280 --> 00:10:52.720]  要不要爲我們喪失自家。
[00:10:52.720 --> 00:10:57.320]  祂有這個選擇,祂完全有這個選擇,怎麼知道呢?
[00:10:57.320 --> 00:10:59.480]  再進一步我們看看,不久以後,
[00:10:59.480 --> 00:11:03.120]  出賣耶穌的猶大就帶了一羣人,
[00:11:03.120 --> 00:11:08.280]  可能有二、三十個人,到耶穌平常禱告的地方,克西瑪尼巖,
[00:11:08.280 --> 00:11:10.040]  就要來抓耶穌。
[00:11:10.040 --> 00:11:13.720]  你可以想象那時候的氣氛何等的緊張嗎?
[00:11:13.720 --> 00:11:15.360]  我們來看看馬太夫人繼續看下去,
[00:11:15.360 --> 00:11:17.760]  26章的51節到54節,
[00:11:17.760 --> 00:11:21.480]  有跟隨耶穌的一個人伸手拔出刀來,
[00:11:21.480 --> 00:11:26.440]  將大祭司的僕人砍了一刀,削掉了他的一個耳朵。
[00:11:26.440 --> 00:11:28.840]  約翰福音告訴我們說,這個人就是誰啊?
[00:11:28.840 --> 00:11:30.760]  很衝動的彼得。
[00:11:30.760 --> 00:11:33.280]  我想,彼得他的技術差了一點,
[00:11:33.280 --> 00:11:35.360]  要砍死他,結果沒砍到,
[00:11:35.360 --> 00:11:39.040]  把那個人的耳朵削掉,削掉一個耳朵。
[00:11:39.040 --> 00:11:40.840]  耶穌對他說,收刀入竅吧,
[00:11:40.840 --> 00:11:44.040]  凡動刀的必死在刀下。
[00:11:44.040 --> 00:11:47.600]  我讓你注意看,接下來的兩節聖經。
[00:11:47.600 --> 00:11:55.720]  你想,我不能求我父現在爲我差遣二營多天使來嗎?
[00:11:55.720 --> 00:12:01.400]  若是這樣,經上所說,事情必須如此的話,怎麼應驗呢?
[00:12:01.400 --> 00:12:03.880]  53節很清楚告訴我們說,
[00:12:03.880 --> 00:12:07.680]  在整個過程當中,好像天父就告訴他說,
[00:12:07.680 --> 00:12:10.480]  如果在這樣的一個受苦撞亂的過程當中,
[00:12:10.480 --> 00:12:13.240]  如果你要選擇別的方法的話,
[00:12:13.240 --> 00:12:16.280]  我爲你預備,特別預備了多少?
[00:12:16.280 --> 00:12:21.520]  十二營的天使隨時待命,等候你的吩咐,
[00:12:21.520 --> 00:12:25.760]  完全可以改變你要做的事情,你要做的計劃。
[00:12:25.760 --> 00:12:28.800]  請問十二營天使到底有多少人嗎?
[00:12:28.800 --> 00:12:32.720]  根據羅馬軍隊的計算,
[00:12:32.720 --> 00:12:37.080]  一營的羅馬軍隊就等於6000人。
[00:12:37.080 --> 00:12:39.400]  十二營多少人啊?
[00:12:39.400 --> 00:12:43.800]  大家數學都很好啊,72000啊。
[00:12:43.800 --> 00:12:49.200]  單單一個天使就足夠把這二三十個人移爲平地。
[00:12:49.200 --> 00:12:51.560]  他說天父已經爲他預備多少啊?
[00:12:51.560 --> 00:12:58.200]  72000位天使啊,在那裏隨時待命,
[00:12:58.200 --> 00:13:02.800]  可能眼睛拔刀出鞘,只要等耶穌進入一開口,
[00:13:02.800 --> 00:13:07.640]  這二三十個人根本不是他們的對手。
[00:13:07.640 --> 00:13:12.760]  耶穌說,彼得啊,謝謝你,不必麻煩你了。
[00:13:12.760 --> 00:13:14.840]  如果我想要的話,
[00:13:14.840 --> 00:13:23.560]  難道你不知道我在天上的父已經爲我預備了72000名天使嗎?
[00:13:23.560 --> 00:13:26.320]  我在想說,如果我們是耶穌的話,
[00:13:26.320 --> 00:13:31.000]  耶穌啊,就讓天父要打開這些人的眼睛,
[00:13:31.000 --> 00:13:34.720]  看看他們周圍圍繞着72000個天使,
[00:13:34.720 --> 00:13:38.840]  不把他們嚇死,也把他們嚇壞了。
[00:13:38.840 --> 00:13:41.840]  耶穌就完全有這個選擇,
[00:13:41.840 --> 00:13:44.400]  讓這個杯從他面前撤去,
[00:13:44.400 --> 00:13:50.400]  但是他卻把這個決定的權利放在天父的手中。
[00:13:50.400 --> 00:13:57.840]  然而不要照我的意思,只要照你的意思。
[00:13:57.840 --> 00:14:02.960]  你想,我不能夠拆開12名的天使來打救我嗎?
[00:14:02.960 --> 00:14:11.360]  耶穌爲何沒有選擇躲避十字架的苦悲呢?
[00:14:11.360 --> 00:14:15.080]  就是爲了你,就是爲了我。
[00:14:15.080 --> 00:14:19.040]  在這一苦期裏面,當我們重新來默想渴慕耶穌基督的時候,
[00:14:19.040 --> 00:14:24.160]  試想,耶穌基督是何等何等地愛你呀?
[00:14:24.160 --> 00:14:27.080]  耶穌基督是何等何等地愛我們?
[00:14:27.080 --> 00:14:32.480]  祂是自願地爲你受苦、受害、受死。
[00:14:32.480 --> 00:14:35.560]  因此在這段時期裏面,我們經歷神的恢復的時候,
[00:14:35.560 --> 00:14:38.560]  重新回到小康納Glory、神榮耀的同在當中的時候,
[00:14:38.560 --> 00:14:44.040]  我們要把我們的眼目噹噹放在這位耶穌基督的身上。
[00:14:44.040 --> 00:14:52.560]  重新來思想,我們再一次能夠對耶穌基督產生心中裏面的熱情、熱火。
[00:14:52.560 --> 00:14:55.720]  巴不得每個禮拜都來到神的面前,
[00:14:55.720 --> 00:15:01.080]  巴不得每天都來到神的面前張揚祂的柔美,來經歷祂的愛。
[00:15:01.080 --> 00:15:06.560]  不但如此,耶穌基督也爲你擔當了所有罪的刑罰。
[00:15:06.560 --> 00:15:13.560]  一起來讀一遍來:耶穌爲你擔當了所有罪的刑罰。
[00:15:13.560 --> 00:15:16.920]  當他選擇了十字架的苦悲的時候,
[00:15:16.920 --> 00:15:21.120]  接下來的困難是一個比一個困難。
[00:15:21.120 --> 00:15:26.880]  耶穌爲你擔當了所有罪的刑罰。
[00:15:26.880 --> 00:15:31.320]  早在耶穌基督來到世上之前的七百年,
[00:15:31.320 --> 00:15:37.160]  神就透過先知以賽亞,很清楚預言告訴我們:
[00:15:37.160 --> 00:15:40.560]  耶穌基督爲什麼來到這個世上?
[00:15:40.560 --> 00:15:43.480]  耶穌爲什麼要經歷十字架的苦悲?
[00:15:43.480 --> 00:15:49.520]  耶穌爲什麼自願地爲我們承受這麼多的苦難,這麼多的受害受死?
[00:15:49.520 --> 00:15:53.240]  以賽亞書第53章,我們非常熟悉,我們來看看第4節和第5節。
[00:15:53.240 --> 00:15:57.360]  這裏說,他就是講到耶穌基督這位受告者將來要來的彌賽亞,
[00:15:57.360 --> 00:16:03.080]  祂誠然擔當我們的憂患,揹負我們的痛苦,
[00:16:03.080 --> 00:16:07.360]  我們卻以爲祂受責罰,被神擊打苦待了,
[00:16:07.360 --> 00:16:12.840]  哪知祂爲我們的過犯受害,爲我們的罪孽壓傷,
[00:16:12.840 --> 00:16:19.160]  因祂受的刑罰我們得平安,因祂受的鞭傷我們得醫治。
[00:16:19.160 --> 00:16:21.400]  我特意把這個"我們"來劃個線,
[00:16:21.400 --> 00:16:25.760]  讓你看看到底有多少次這兩節聖經一共出現多少次"我們"呢?
[00:16:27.520 --> 00:16:32.800]  七次,一,二,三,四,五,六,七,七次。
[00:16:32.800 --> 00:16:34.640]  你可以想象耶穌基督來到世上的時候,
[00:16:34.640 --> 00:16:38.160]  心中完全把自己放下,
[00:16:38.160 --> 00:16:42.240]  完全從來沒有想到自己的好處,沒有想到自己的利益,
[00:16:42.240 --> 00:16:45.520]  而是完全想到你,想到我,
[00:16:45.520 --> 00:16:51.160]  祂擔當了我們的憂患,揹負了我們的重擔。
[00:16:51.160 --> 00:16:53.720]  誒,請問這些重擔和憂患從哪裏來的?
[00:16:53.720 --> 00:16:56.800]  都是因爲罪的結果。
[00:16:56.800 --> 00:17:00.400]  世人都犯了罪,在羅馬書第三章二十三節告訴我們,
[00:17:00.400 --> 00:17:02.880]  虧欠了神的榮耀。
[00:17:02.880 --> 00:17:05.880]  罪帶來許許多多的憂患,
[00:17:05.880 --> 00:17:10.000]  我們的自私自利,以驕傲自我中心,
[00:17:10.000 --> 00:17:12.480]  背叛神,遠離神,
[00:17:12.480 --> 00:17:15.880]  這些罪帶來許許多多的憂患,
[00:17:15.880 --> 00:17:21.560]  許許多多的痛苦,這些都壓在耶穌基督身上。
[00:17:21.560 --> 00:17:23.480]  都是爲了我們。
[00:17:23.480 --> 00:17:26.360]  祂受的鞭傷是我們得醫治。
[00:17:26.360 --> 00:17:28.960]  祂受的刑罰是我們得平安。
[00:17:28.960 --> 00:17:32.800]  這是爲什麼我們必須要接受耶穌基督這位彌賽亞,
[00:17:32.800 --> 00:17:36.280]  這位救主在十字架上所完成的救贖,
[00:17:36.280 --> 00:17:38.400]  我們才能夠有真正的平安,
[00:17:38.400 --> 00:17:41.680]  才能夠重新與神和好,
[00:17:41.680 --> 00:17:45.600]  才能夠修復我們人與人之間的關係。
[00:17:45.600 --> 00:17:48.200]  因爲祂的緣故,我們得平安。
[00:17:48.200 --> 00:17:53.440]  因爲祂受的每一個鞭傷,我們得醫治了,阿們。
[00:17:53.440 --> 00:17:56.120]  這是何等的寶貴,親愛的弟兄姐妹?
[00:17:56.120 --> 00:18:00.000]  在這個欲苦其艱裏面,當我們思想耶穌基督的時候,
[00:18:00.000 --> 00:18:04.360]  他心中會完全把自己的生死置以度外,
[00:18:04.360 --> 00:18:08.320]  想到的就是你,想到的就是你,想到的就是我。
[00:18:08.320 --> 00:18:14.000]  不但是如此,他還經歷了與天父隔離的痛苦。
[00:18:14.000 --> 00:18:17.520]  他還經歷了與天父隔離的痛苦。
[00:18:17.520 --> 00:18:21.640]  我想想過去一年當中,大家經歷了居家隔離嘛,對不對?
[00:18:21.640 --> 00:18:24.960]  有些人在這個短短的一年裏面居家隔離,
[00:18:24.960 --> 00:18:29.600]  開始憂鬱症了,有些人甚至開始不想活了。
[00:18:29.600 --> 00:18:32.800]  你可以想象這個居家隔離帶來的影響有多大嗎?
[00:18:32.800 --> 00:18:36.840]  你想想看耶穌基督從來沒有與天父分離過,
[00:18:36.840 --> 00:18:43.520]  但是卻因爲我們世人的罪,因爲每個人的罪壓在他身上的時候,
[00:18:43.520 --> 00:18:50.120]  天父竟然會顏面不看他的愛子耶穌基督。
[00:18:50.120 --> 00:18:54.280]  因此我們可以在馬太福音27章清楚地看見,
[00:18:54.280 --> 00:18:57.640]  這裏的描述很清楚地告訴我們,
[00:18:57.640 --> 00:19:00.080]  當耶穌基督被釘在十字架上的時候,
[00:19:00.080 --> 00:19:04.320]  從午正到深初,遍地都黑暗了。
[00:19:04.320 --> 00:19:07.320]  因爲在深初,耶穌大聲地喊着說,
[00:19:07.320 --> 00:19:09.560]  "伊利伊利拉巴撒瑪戈達尼",
[00:19:09.560 --> 00:19:13.640]  就是說,我的神,我的神,爲什麼離棄我?
[00:19:13.640 --> 00:19:18.120]  從午正到深初,就是從中午12點一直到下午3點,
[00:19:18.120 --> 00:19:24.440]  遍地都黑暗了,黑暗突然間就籠罩着整個大地。
[00:19:24.440 --> 00:19:27.240]  你可以想象黑暗在生命很多時候是代表什麼?
[00:19:27.240 --> 00:19:31.880]  代表罪惡,代表黑暗的詮釋,魔鬼的詮釋。
[00:19:31.880 --> 00:19:38.080]  當耶穌基督這位無辜的、無罪的、公義的神的兒子被釘在十字架上的時候,
[00:19:38.080 --> 00:19:42.200]  所有世上人的罪孽都壓在他的身上,
[00:19:42.200 --> 00:19:47.760]  整個大地就被黑暗所籠罩,完全被罪惡所籠罩,
[00:19:47.760 --> 00:19:50.640]  被黑暗的詮釋、死亡的詮釋所籠罩。
[00:19:50.640 --> 00:19:53.080]  耶穌在這裏說,祂大聲地呼喊,
[00:19:53.080 --> 00:19:56.480]  用盡祂身上唯有僅存的力量,大聲呼喊,
[00:19:56.480 --> 00:19:58.400]  伊利伊利拉巴撒瑪戈達尼。
[00:19:58.400 --> 00:20:00.680]  你說那是什麼話?
[00:20:00.680 --> 00:20:05.840]  那是祂非常熟悉的,從小長大使用的亞朗文化。
[00:20:05.840 --> 00:20:10.040]  在祂最困難的時候,最悲痛的時刻,
[00:20:10.040 --> 00:20:13.720]  祂用了祂自己所熟悉的母語喊出來了,
[00:20:13.720 --> 00:20:16.760]  伊利亞伊利拉巴撒瑪戈達尼。
[00:20:16.760 --> 00:20:18.440]  所以你必須要翻出來說,
[00:20:18.440 --> 00:20:23.440]  我的神,我的神,爲何離棄我?
[00:20:23.440 --> 00:20:27.840]  下面有點美你可以閉上眼睛稍微想想看。
[00:20:27.840 --> 00:20:32.440]  當我們世人的罪就好像整個大地黑暗一片籠罩,
[00:20:32.440 --> 00:20:34.640]  在整個大地的時候,
[00:20:34.640 --> 00:20:37.520]  耶穌基督掛在十字架上,
[00:20:37.520 --> 00:20:42.320]  擔當了我們世人所有的罪孽。
[00:20:42.320 --> 00:20:45.520]  這時候這位父神,這位天上的父神,
[00:20:45.520 --> 00:20:48.080]  這位公義聖潔的父,
[00:20:48.080 --> 00:20:50.840]  不能夠把有罪的當作無罪。
[00:20:50.840 --> 00:20:53.400]  因爲耶穌這時候承擔了我們世人所有的罪,
[00:20:53.400 --> 00:20:57.520]  這位天父,這位父神不得不掩面,
[00:20:57.520 --> 00:21:00.760]  不看祂自己的兒子。
[00:21:00.760 --> 00:21:02.400]  這是耶穌基督爲什麼喊出來說,
[00:21:02.400 --> 00:21:05.120]  我的神,我的神,爲什麼離棄我?
[00:21:05.120 --> 00:21:08.600]  你看看這張圖片,
[00:21:08.600 --> 00:21:10.640]  在黑暗籠罩大地的時候,
[00:21:10.640 --> 00:21:13.560]  耶穌掛在十字架上,
[00:21:13.560 --> 00:21:15.560]  一粒一粒拉巴撒瑪戈達尼,
[00:21:15.560 --> 00:21:20.800]  我的神啊,我的神啊,爲什麼離棄我?
