
[00:00:00.000 --> 00:00:03.160]  我們繼續看貼薩諾尼加前書
[00:02:33.160 --> 00:02:39.920]  二來整個喪禮的過程
[00:02:39.920 --> 00:02:45.920]  好像很迷惘 很灰心 很難過
[00:02:45.920 --> 00:02:50.120]  甚至沒有盼望 有些很失落很絕望的感覺
[00:02:50.120 --> 00:02:52.560]  是不是
[00:02:52.560 --> 00:02:56.200]  很多時候未信主的人
[00:02:56.200 --> 00:03:00.640]  就會面對著這樣的情況
[00:03:00.640 --> 00:03:02.680]  面對著自己或者自己親人
[00:03:02.680 --> 00:03:05.440]  將要死亡 甚至死亡的時候
[00:03:05.440 --> 00:03:10.880]  他們會很憂心 很難過 毫無指望
[00:03:10.880 --> 00:03:16.320]  我自己也出席過我自己婆婆的喪禮
[00:03:16.320 --> 00:03:24.600]  不信耶穌的人的喪禮是很痛苦 很淒慘
[00:03:24.600 --> 00:03:26.960]  甚至你想起永遠跟她隔絕的時候
[00:03:26.960 --> 00:03:29.680]  永遠跟她分離的時候
[00:03:29.680 --> 00:03:33.240]  你會覺得很不開心
[00:03:33.240 --> 00:03:35.680]  但是今天我們看這段經文不同
[00:03:35.680 --> 00:03:38.160]  在十三節這樣說
[00:03:38.160 --> 00:03:39.200]  我們一起再讀 好嗎
[00:03:39.200 --> 00:03:40.680]  預備 一 二 三
[00:03:40.680 --> 00:03:57.640]  特別保羅跟當時貼薩羅尼加教會的人說
[00:03:57.640 --> 00:03:59.160]  你們信了耶穌的
[00:03:59.160 --> 00:04:02.080]  我特別要告訴你們這些事情
[00:04:02.080 --> 00:04:03.880]  希望你們信了耶穌
[00:04:03.880 --> 00:04:05.880]  跟當時不信耶穌的人
[00:04:05.880 --> 00:04:08.240]  面對著死亡是有不同的看法
[00:04:08.240 --> 00:04:10.400]  不同的反應的
[00:04:10.400 --> 00:04:12.280]  這裡說 論到誰了的人
[00:04:12.280 --> 00:04:15.040]  我們不願意弟兄們 弟兄姊妹
[00:04:15.040 --> 00:04:16.280]  你們不知道
[00:04:16.280 --> 00:04:18.960]  恐怕你們過分的憂傷
[00:04:18.960 --> 00:04:21.680]  好像那些沒有指望的人一樣
[00:04:21.680 --> 00:04:23.360]  留意 不是不憂傷
[00:04:23.360 --> 00:04:25.120]  不是不傷心難過
[00:04:25.120 --> 00:04:27.960]  我們面對我們摯愛的親人離開了
[00:04:27.960 --> 00:04:29.040]  我們也會捨不得
[00:04:29.040 --> 00:04:32.120]  我們感情上也會難過
[00:04:32.120 --> 00:04:34.880]  但是我們不會過分的憂傷
[00:04:34.880 --> 00:04:36.920]  不會沒有指望
[00:04:36.920 --> 00:04:38.960]  因為我們有這個信仰
[00:04:38.960 --> 00:04:40.440]  所以今天我們特別看看
[00:04:40.440 --> 00:04:44.080]  保羅怎樣提醒貼薩羅尼加教會的弟兄姊妹
[00:04:44.080 --> 00:04:46.280]  面對人的死亡的時候
[00:04:46.280 --> 00:04:48.480]  有什麼的看法 有什麼的把握
[00:04:48.480 --> 00:04:50.760]  特別對我們在座的弟兄姊妹
[00:04:50.760 --> 00:04:52.080]  面對著自己
[00:04:52.080 --> 00:04:54.560]  或者面對著我們身邊的人
[00:04:54.560 --> 00:04:58.240]  甚至已經是一些親人離開了我們的
[00:04:58.240 --> 00:05:00.240]  我們怎樣去面對他們呢
[00:05:00.240 --> 00:05:02.240]  我們一起低頭再禱告
[00:05:28.240 --> 00:05:30.240]  開我們的眼 開我們的耳朵
[00:05:30.240 --> 00:05:32.240]  更加開我們的心
[00:05:32.240 --> 00:05:37.240]  以致我們能夠恭迎神的說話進入我們生命當中
[00:05:37.240 --> 00:05:39.240]  聽我們的祈禱
[00:05:39.240 --> 00:05:42.240]  奉耶穌基督的聖命求 阿們
[00:05:42.240 --> 00:05:44.240]  好 首先第一件事我要和大家看的就是
[00:05:44.240 --> 00:05:49.240]  因為耶穌基督已經從死裡面復活了過來
[00:05:49.240 --> 00:05:52.240]  所以當我們信耶穌基督的人
[00:05:52.240 --> 00:05:54.240]  我們面對死亡的時候
[00:05:54.240 --> 00:05:57.240]  我們是有復活的盼望
[00:05:57.240 --> 00:05:58.240]  我再說一次
[00:05:58.240 --> 00:06:02.240]  因為耶穌已經從死裡面復活了過來
[00:06:02.240 --> 00:06:04.240]  所以對於我們今天
[00:06:04.240 --> 00:06:06.240]  我們信耶穌的人
[00:06:06.240 --> 00:06:08.240]  面對死亡
[00:06:08.240 --> 00:06:11.240]  我們是有復活的盼望
[00:06:11.240 --> 00:06:13.240]  我們一起再讀十四節 預備
[00:06:13.240 --> 00:06:14.240]  1 2 3
[00:06:14.240 --> 00:06:18.240]  我們若信耶穌死而復活
[00:06:18.240 --> 00:06:21.240]  那已經在耶穌裡睡了的人
[00:06:21.240 --> 00:06:26.240]  神也必將他們與耶穌一同帶來
[00:06:26.240 --> 00:06:28.240]  當時歷史背景
[00:06:28.240 --> 00:06:30.240]  在帖撒羅尼加那一帶
[00:06:30.240 --> 00:06:32.240]  希臘文化是很厲害的
[00:06:32.240 --> 00:06:33.240]  那些希臘人
[00:06:33.240 --> 00:06:35.240]  人死的時候會怎樣呢
[00:06:35.240 --> 00:06:39.240]  很遺憾很多人會去那個喪禮
[00:06:39.240 --> 00:06:40.240]  而去那些人
[00:06:40.240 --> 00:06:43.240]  通常都會一起做一個動作
[00:06:43.240 --> 00:06:45.240]  是什麼動作
[00:06:45.240 --> 00:06:47.240]  哭
[00:06:47.240 --> 00:06:49.240]  無論你夠不夠哀傷程度
[00:06:49.240 --> 00:06:50.240]  哭不哭得出
[00:06:50.240 --> 00:06:54.240]  你都是要陪著那些人一起哭
[00:06:54.240 --> 00:06:57.240]  這個是當時他們的文化
[00:06:57.240 --> 00:06:59.240]  所以當你想想
[00:06:59.240 --> 00:07:03.240]  去到整個的喪禮當中
[00:07:03.240 --> 00:07:04.240]  那些人的哭聲
[00:07:04.240 --> 00:07:06.240]  哭得好像擦天一樣
[00:07:06.240 --> 00:07:09.240]  很淒慘
[00:07:09.240 --> 00:07:12.240]  沒有盼望
[00:07:12.240 --> 00:07:13.240]  弟兄姊妹
[00:07:13.240 --> 00:07:14.240]  我們知道
[00:07:14.240 --> 00:07:15.240]  人
[00:07:15.240 --> 00:07:17.240]  每個人都有出生
[00:07:17.240 --> 00:07:19.240]  無論你在哪裡出生
[00:07:19.240 --> 00:07:20.240]  你在香港出生
[00:07:20.240 --> 00:07:21.240]  在新加坡
[00:07:21.240 --> 00:07:24.240]  在印尼 馬來西亞 越南
[00:07:24.240 --> 00:07:27.240]  在中國內地
[00:07:27.240 --> 00:07:30.240]  你都是會有一個時刻
[00:07:30.240 --> 00:07:34.240]  是你進入這個世界的時刻
[00:07:34.240 --> 00:07:35.240]  但同樣
[00:07:35.240 --> 00:07:38.240]  我們都會有死亡的時間
[00:07:38.240 --> 00:07:39.240]  死亡
[00:07:39.240 --> 00:07:42.240]  是我們人不能夠改變的事實
[00:07:42.240 --> 00:07:44.240]  有人說人生出世
[00:07:44.240 --> 00:07:47.240]  就好像開始一樣
[00:07:47.240 --> 00:07:49.240]  那死亡是什麼
[00:07:49.240 --> 00:07:51.240]  死亡對於我們基督徒來說
[00:07:51.240 --> 00:07:53.240]  不是終結
[00:07:53.240 --> 00:07:56.240]  只不過是我們人生其中一點
[00:07:56.240 --> 00:07:59.240]  其中一個過程
[00:07:59.240 --> 00:08:00.240]  很多人說
[00:08:00.240 --> 00:08:04.240]  我們人就好像一齣戲一樣
[00:08:04.240 --> 00:08:05.240]  很好啊
[00:08:05.240 --> 00:08:06.240]  我們能夠做主角
[00:08:06.240 --> 00:08:07.240]  這套戲裡面的主角
[00:08:07.240 --> 00:08:09.240]  由你出生至死亡
[00:08:09.240 --> 00:08:11.240]  你就是這套戲的主角
[00:08:11.240 --> 00:08:13.240]  無論你扮演什麼角色
[00:08:13.240 --> 00:08:14.240]  無論你有錢
[00:08:14.240 --> 00:08:15.240]  沒錢
[00:08:15.240 --> 00:08:16.240]  很聰明的
[00:08:16.240 --> 00:08:20.240]  或者你比較沒那麼聰明的
[00:08:20.240 --> 00:08:21.240]  你是一個好人
[00:08:21.240 --> 00:08:22.240]  或者你惡人
[00:08:22.240 --> 00:08:23.240]  是男是女
[00:08:23.240 --> 00:08:25.240]  是老是少
[00:08:25.240 --> 00:08:26.240]  每一個人
[00:08:26.240 --> 00:08:28.240]  無論你做什麼
[00:08:28.240 --> 00:08:29.240]  都很平等的
[00:08:29.240 --> 00:08:33.240]  我們一定都會面對死亡
[00:08:33.240 --> 00:08:34.240]  在歷史裡面
[00:08:34.240 --> 00:08:36.240]  我們認識秦始皇
[00:08:36.240 --> 00:08:38.240]  很不想死
[00:08:38.240 --> 00:08:40.240]  他很想穩藏生不老
[00:08:40.240 --> 00:08:43.240]  但是他一樣都要面對死亡
[00:08:43.240 --> 00:08:49.240]  今天科技很發達
[00:08:49.240 --> 00:08:53.240]  但是一樣都要面對死亡
[00:08:53.240 --> 00:08:55.240]  甚至我們面對著
[00:08:55.240 --> 00:08:57.240]  很多很多不同的病
[00:08:57.240 --> 00:08:59.240]  以前天花很嚴重的
[00:08:59.240 --> 00:09:01.240]  現在愛滋殺死
[00:09:01.240 --> 00:09:03.240]  不同的禽流感
[00:09:03.240 --> 00:09:04.240]  癌病
[00:09:04.240 --> 00:09:07.240]  甚至有很多變種的病毒
[00:09:07.240 --> 00:09:09.240]  突然之間而來
[00:09:09.240 --> 00:09:13.240]  突然之間失去生命
[00:09:13.240 --> 00:09:19.240]  所以我們在傳道書八章八節
[00:09:19.240 --> 00:09:21.240]  這一句
[00:09:21.240 --> 00:09:23.240]  我請在座當中
[00:09:23.240 --> 00:09:26.240]  超過五十的弟兄姊妹
[00:09:26.240 --> 00:09:29.240]  幫我們一起讀一讀好不好
[00:09:29.240 --> 00:09:30.240]  預備
[00:09:30.240 --> 00:09:32.240]  一二三
[00:09:39.240 --> 00:09:47.240]  傳道書是傳道者
[00:09:47.240 --> 00:09:49.240]  他充滿著人生的智慧
[00:09:49.240 --> 00:09:51.240]  經歷了人生很多的歷程
[00:09:51.240 --> 00:09:53.240]  他對人生有很多的參透
[00:09:53.240 --> 00:09:55.240]  可能年輕的弟兄姊妹
[00:09:55.240 --> 00:09:56.240]  哪有這麼容易死
[00:09:56.240 --> 00:09:58.240]  我人生還有很多的時間
[00:09:58.240 --> 00:09:59.240]  不知道
[00:09:59.240 --> 00:10:01.240]  等一下我會和大家分享一個
[00:10:01.240 --> 00:10:03.240]  年輕人失去生命的故事
[00:10:03.240 --> 00:10:05.240]  我們人生
[00:10:05.240 --> 00:10:11.240]  我們無法掌管我們何時死
[00:10:11.240 --> 00:10:13.240]  同樣地我告訴大家
[00:10:13.240 --> 00:10:15.240]  其實耶穌
[00:10:15.240 --> 00:10:17.240]  他來到這個世界上
[00:10:17.240 --> 00:10:18.240]  他成為人
[00:10:18.240 --> 00:10:19.240]  他原本是神
[00:10:19.240 --> 00:10:23.240]  但他為了我們罪的緣故
[00:10:23.240 --> 00:10:25.240]  成為人的樣式
[00:10:25.240 --> 00:10:26.240]  來到這個世界上
[00:10:26.240 --> 00:10:29.240]  去經歷我們人世間要經歷的事
[00:10:29.240 --> 00:10:32.240]  甚至是痛苦
[00:10:32.240 --> 00:10:34.240]  甚至是死亡
[00:10:34.240 --> 00:10:37.240]  耶穌也是這樣經歷過
[00:10:37.240 --> 00:10:39.240]  而耶穌經歷完死亡之後
[00:10:39.240 --> 00:10:40.240]  也有復活
[00:10:40.240 --> 00:10:43.240]  正如剛才十四節那裡告訴我們
[00:10:43.240 --> 00:10:49.240]  耶穌是從死裡復活的
[00:10:49.240 --> 00:10:54.240]  耶穌從死裡復活的意思是什麼
[00:10:54.240 --> 00:10:56.240]  他是勝過死亡
[00:10:56.240 --> 00:10:57.240]  死亡這件事
[00:10:57.240 --> 00:10:59.240]  他會經歷了
[00:10:59.240 --> 00:11:03.240]  但不是這樣綁著他
[00:11:03.240 --> 00:11:06.240]  他是在死亡裡得到自由
[00:11:06.240 --> 00:11:08.240]  他有這個權柄
[00:11:08.240 --> 00:11:10.240]  因為他是主
[00:11:10.240 --> 00:11:11.240]  是基督
[00:11:11.240 --> 00:11:13.240]  基督的意思是救世者
[00:11:13.240 --> 00:11:14.240]  救世主
[00:11:14.240 --> 00:11:16.240]  他是來拯救我們這一位
[00:11:16.240 --> 00:11:17.240]  這個主
[00:11:17.240 --> 00:11:20.240]  他自己就能夠從死裡復活過來
[00:11:20.240 --> 00:11:23.240]  得著能力
[00:11:23.240 --> 00:11:25.240]  所以剛才我們說
[00:11:25.240 --> 00:11:27.240]  睡了的人
[00:11:27.240 --> 00:11:28.240]  睡了的人
[00:11:28.240 --> 00:11:29.240]  睡了的人
[00:11:29.240 --> 00:11:30.240]  有時候我們常常想
[00:11:30.240 --> 00:11:35.240]  我們不想說死啊死啊死啊
[00:11:35.240 --> 00:11:37.240]  特別我記得有一年
[00:11:37.240 --> 00:11:38.240]  在教會服事
[00:11:38.240 --> 00:11:40.240]  以前在一間大教會服事
[00:11:40.240 --> 00:11:42.240]  農曆新年其中讀經
[00:11:42.240 --> 00:11:44.240]  有一段經文讀到
[00:11:44.240 --> 00:11:46.240]  因為你知道新約聖經
[00:11:46.240 --> 00:11:48.240]  是講耶穌基督的死的時候
[00:11:48.240 --> 00:11:50.240]  一定會有個死字
[00:11:50.240 --> 00:11:51.240]  在農曆新年
[00:11:51.240 --> 00:11:53.240]  崇拜讀了個死字
[00:11:53.240 --> 00:11:54.240]  有些長者都會覺得
[00:11:54.240 --> 00:11:56.240]  不是很開心很舒服
[00:11:56.240 --> 00:11:57.240]  農曆新年
[00:11:57.240 --> 00:11:58.240]  雖然信了耶穌
[00:11:58.240 --> 00:12:01.240]  但是新年來我們不要說死啊
[00:12:01.240 --> 00:12:03.240]  怎樣死啊怎樣死啊
[00:12:03.240 --> 00:12:06.240]  死好像對我們中國人來說
[00:12:06.240 --> 00:12:09.240]  都是有些避諱的
[00:12:09.240 --> 00:12:12.240]  好像有些不是經常說
[00:12:12.240 --> 00:12:14.240]  特別不信耶穌的人
[00:12:14.240 --> 00:12:15.240]  不要說死啊
[00:12:15.240 --> 00:12:16.240]  經常說死啊
[00:12:16.240 --> 00:12:17.240]  有時候我們經常
[00:12:17.240 --> 00:12:18.240]  口頭禪都罵人家死人頭
[00:12:18.240 --> 00:12:20.240]  死什麼啊
[00:12:20.240 --> 00:12:21.240]  這個俗了一點
[00:12:21.240 --> 00:12:25.240]  但是我們會避忌說這個字
[00:12:25.240 --> 00:12:27.240]  為什麼
[00:12:27.240 --> 00:12:29.240]  其實某個程度上
[00:12:29.240 --> 00:12:32.240]  我們都害怕死亡
[00:12:32.240 --> 00:12:35.240]  但是你留意一下死的字
[00:12:35.240 --> 00:12:36.240]  以前我都會
[00:12:36.240 --> 00:12:38.240]  不如不要說農曆新年
[00:12:38.240 --> 00:12:39.240]  不要說死字
[00:12:39.240 --> 00:12:40.240]  為了別人的預估
[00:12:40.240 --> 00:12:43.240]  但是後來我覺得不同
[00:12:43.240 --> 00:12:44.240]  我們基督徒
[00:12:44.240 --> 00:12:45.240]  為什麼
[00:12:45.240 --> 00:12:47.240]  因為我們信了主耶穌基督
[00:12:47.240 --> 00:12:49.240]  在我們生命當中的時候
[00:12:49.240 --> 00:12:50.240]  這個死字
[00:12:50.240 --> 00:12:52.240]  更加在我們人生當中
[00:12:52.240 --> 00:12:54.240]  會包含復活的
[00:12:54.240 --> 00:12:56.240]  我們面對死亡的時候
[00:12:56.240 --> 00:12:58.240]  我們仍然都會有復活
[00:12:58.240 --> 00:13:01.240]  因為主耶穌基督已經復活了
[00:13:01.240 --> 00:13:04.240]  為我們的生命添上新的意思
[00:13:04.240 --> 00:13:06.240]  在新譯本
[00:13:06.240 --> 00:13:08.240]  這句聖經這樣讀
[00:13:08.240 --> 00:13:09.240]  我們一起再讀
[00:13:09.240 --> 00:13:10.240]  預備一二三
[00:13:10.240 --> 00:13:13.240]  我們若信耶穌死了
[00:13:13.240 --> 00:13:14.240]  又復活了
[00:13:14.240 --> 00:13:17.240]  照樣也應該相信那些
[00:13:17.240 --> 00:13:20.240]  靠著耶穌已經睡了的人
[00:13:20.240 --> 00:13:24.240]  上帝必定把他們和耶穌帶走
[00:13:24.240 --> 00:13:26.240]  留意了
[00:13:26.240 --> 00:13:27.240]  監督了就是
[00:13:27.240 --> 00:13:32.240]  靠著耶穌已經睡了的人
[00:13:32.240 --> 00:13:34.240]  即是那些已經在耶穌基督裡面
[00:13:34.240 --> 00:13:35.240]  信了耶穌
[00:13:35.240 --> 00:13:37.240]  接受耶穌成為他救主的人
[00:13:37.240 --> 00:13:38.240]  他死了
[00:13:38.240 --> 00:13:41.240]  那怎麼辦
[00:13:41.240 --> 00:13:48.240]  他們會和耶穌一起復活過來
[00:13:48.240 --> 00:13:51.240]  死只是逗號
[00:13:51.240 --> 00:13:52.240]  死不是句號
[00:13:52.240 --> 00:13:54.240]  對我們基督徒來說
[00:13:54.240 --> 00:13:56.240]  我們人生是會有新的希望的
[00:13:56.240 --> 00:13:59.240]  因為耶穌基督和我們同在
[00:13:59.240 --> 00:14:01.240]  死亡就好像睡一場覺
[00:14:01.240 --> 00:14:05.240]  這個在基督徒的安息禮拜一定會說
[00:14:05.240 --> 00:14:06.240]  會告訴大家
[00:14:06.240 --> 00:14:09.240]  死就好像一個睡一場覺
[00:14:09.240 --> 00:14:10.240]  適當的時間
[00:14:10.240 --> 00:14:12.240]  主再回來的時候
[00:14:12.240 --> 00:14:14.240]  會叫他起身
[00:14:14.240 --> 00:14:15.240]  不用睡了
[00:14:15.240 --> 00:14:16.240]  起身了
[00:14:16.240 --> 00:14:17.240]  主耶穌說
[00:14:17.240 --> 00:14:18.240]  復活在我
[00:14:18.240 --> 00:14:19.240]  生命也在我
[00:14:19.240 --> 00:14:20.240]  信我的人雖然死了
[00:14:20.240 --> 00:14:22.240]  也必然復活
[00:14:22.240 --> 00:14:25.240]  主耶穌給我們一個很大的保證
[00:14:25.240 --> 00:14:27.240]  他是一個大能力的主
[00:14:27.240 --> 00:14:28.240]  他告訴我們
[00:14:28.240 --> 00:14:31.240]  雖然我們肉身已經過去了
[00:14:31.240 --> 00:14:35.240]  但是我們也能夠復活過來
[00:14:35.240 --> 00:14:37.240]  特別我們人的靈魂
[00:14:37.240 --> 00:14:39.240]  可以上到天堂
[00:14:39.240 --> 00:14:40.240]  在耶穌那裡
[00:14:40.240 --> 00:14:42.240]  永遠和耶穌在一起
[00:14:42.240 --> 00:14:44.240]  有一個永遠的生命
[00:14:44.240 --> 00:14:47.240]  就好像電視劇播完一套又一套
[00:14:47.240 --> 00:14:48.240]  喜歡看這一套嗎
[00:14:48.240 --> 00:14:51.240]  我以前也挺喜歡看的
[00:14:51.240 --> 00:14:56.240]  《愛回家》電視八百多集
[00:14:56.240 --> 00:14:59.240]  八百多集就是一個大結局之後
[00:14:59.240 --> 00:15:02.240]  又再來一套新的《愛回家》
[00:15:02.240 --> 00:15:03.240]  新的演員
[00:15:03.240 --> 00:15:04.240]  新的故事
[00:15:04.240 --> 00:15:06.240]  又再來一套新的
[00:15:06.240 --> 00:15:08.240]  其實再做完《愛回家》之後
[00:15:08.240 --> 00:15:10.240]  可能電視又再有另外一套
[00:15:10.240 --> 00:15:12.240]  繼續下去
[00:15:12.240 --> 00:15:14.240]  弟兄姊妹
[00:15:14.240 --> 00:15:17.240]  我們基督徒的人生都是這樣
[00:15:17.240 --> 00:15:20.240]  我們在地上這一齣戲
[00:15:20.240 --> 00:15:23.240]  你人生這個主角做完之後
[00:15:23.240 --> 00:15:28.240]  你可以進入第二個國度
[00:15:28.240 --> 00:15:31.240]  一個更加好的國度裡面
[00:15:31.240 --> 00:15:33.240]  去生活
[00:15:33.240 --> 00:15:34.240]  在那裡沒有痛苦
[00:15:34.240 --> 00:15:35.240]  沒有眼淚
[00:15:35.240 --> 00:15:37.240]  永遠和耶穌基督在一起
[00:15:37.240 --> 00:15:39.240]  你想想
[00:15:39.240 --> 00:15:42.240]  當你每一次想這樣的時候
[00:15:42.240 --> 00:15:44.240]  死亡
[00:15:44.240 --> 00:15:46.240]  可能我們都很怕死亡
[00:15:46.240 --> 00:15:49.240]  特別是不生不死的時候
[00:15:49.240 --> 00:15:51.240]  但是當我們面對死亡的時候
[00:15:51.240 --> 00:15:54.240]  你想想將來你要去到哪一個地方
[00:15:54.240 --> 00:15:59.240]  做些什麼和耶穌在一起的時候
[00:15:59.240 --> 00:16:01.240]  你是會有一份
[00:16:01.240 --> 00:16:03.240]  內心會有一個保證
[00:16:03.240 --> 00:16:04.240]  一個肯定
[00:16:04.240 --> 00:16:06.240]  一個力量
[00:16:06.240 --> 00:16:09.240]  縱然你害怕死的那種痛苦
[00:16:09.240 --> 00:16:12.240]  但你不害怕死了之後會怎麼樣
[00:16:12.240 --> 00:16:14.240]  因為耶穌基督的復活
[00:16:14.240 --> 00:16:16.240]  帶給我們人生有新的希望
[00:16:16.240 --> 00:16:18.240]  所以第二點
[00:16:18.240 --> 00:16:20.240]  我們再看看第二點
[00:16:20.240 --> 00:16:21.240]  我們一起讀
[00:16:21.240 --> 00:16:23.240]  一二三
[00:16:23.240 --> 00:16:36.240]  我們再讀一讀十五節到十七節
[00:16:44.240 --> 00:16:47.240]  我們這活著還存留到主降臨的人
[00:16:47.240 --> 00:16:51.240]  斷不能在那已經睡了的人之先
[00:16:51.240 --> 00:16:55.240]  因為主必親自從天降臨
[00:16:55.240 --> 00:16:58.240]  有呼叫的聲音和天使掌的聲音
[00:16:58.240 --> 00:17:01.240]  又有神的號吹響
[00:17:01.240 --> 00:17:05.240]  那在基督裡死了的人必先復活
[00:17:05.240 --> 00:17:09.240]  以後我們這活著還存留的人
[00:17:09.240 --> 00:17:13.240]  必和他們一同被提到雲裡
[00:17:13.240 --> 00:17:15.240]  在空中遇主相遇
[00:17:15.240 --> 00:17:20.240]  這樣我們就要和主永遠同在
[00:17:20.240 --> 00:17:22.240]  弟兄姊妹你知不知道有一天
[00:17:22.240 --> 00:17:26.240]  我和你可以在雲裡面空中
[00:17:26.240 --> 00:17:30.240]  大家再相會
[00:17:30.240 --> 00:17:32.240]  因為我們信同一位的主
[00:17:32.240 --> 00:17:36.240]  在當時說回貼撒羅尼加教會的背景
[00:17:36.240 --> 00:17:38.240]  那些信了耶穌的弟兄姊妹
[00:17:38.240 --> 00:17:41.240]  他們都很相信主耶穌基督會再回來
[00:17:41.240 --> 00:17:43.240]  很快會回來
[00:17:43.240 --> 00:17:45.240]  但是信了耶穌的弟兄姊妹
[00:17:45.240 --> 00:17:48.240]  他們心裡有很多的擔心
[00:17:48.240 --> 00:17:50.240]  他們擔心什麼?
[00:17:50.240 --> 00:17:54.240]  他們擔心我們現在仍然活著
[00:17:54.240 --> 00:17:56.240]  我們見到耶穌基督來了
[00:17:56.240 --> 00:17:59.240]  那我們可以和耶穌基督在一起
[00:17:59.240 --> 00:18:03.240]  我們之前那個弟兄我的親人
[00:18:03.240 --> 00:18:05.240]  他之前都信了耶穌
[00:18:05.240 --> 00:18:07.240]  但是他死了
[00:18:07.240 --> 00:18:09.240]  那怎麼辦?
[00:18:09.240 --> 00:18:12.240]  他死了之後見不見到耶穌?
[00:18:12.240 --> 00:18:14.240]  我們還見不見到?
[00:18:14.240 --> 00:18:19.240]  當時這班人有很多疑惑
[00:18:19.240 --> 00:18:21.240]  所以保羅十五節告訴他們
[00:18:21.240 --> 00:18:23.240]  第一你們留意這件事
[00:18:23.240 --> 00:18:25.240]  十五節說
[00:18:25.240 --> 00:18:27.240]  我們現在照主的話
[00:18:27.240 --> 00:18:30.240]  告訴你們一件事
[00:18:30.240 --> 00:18:32.240]  保羅和他們說什麼呢?
[00:18:32.240 --> 00:18:34.240]  保羅不是說自己的見解
[00:18:34.240 --> 00:18:38.240]  保羅是和他們說神的話
[00:18:38.240 --> 00:18:40.240]  保羅是按照神所教導他的
[00:18:40.240 --> 00:18:44.240]  和弟兄姊妹去說
[00:18:44.240 --> 00:18:47.240]  所以這件事情是神親自教導的
[00:18:47.240 --> 00:18:51.240]  第二保羅強調當主再來的時候
[00:18:51.240 --> 00:18:54.240]  神和信徒和當時的信徒
[00:18:54.240 --> 00:18:59.240]  會和耶穌和信徒一起出現
[00:18:59.240 --> 00:19:03.240]  在生的信徒也不會比離世的信徒
[00:19:03.240 --> 00:19:05.240]  先跟主相會
[00:19:05.240 --> 00:19:07.240]  特別你看到這裡
[00:19:07.240 --> 00:19:10.240]  我們這活著還傳流到主降臨的人
[00:19:10.240 --> 00:19:14.240]  斷不能在那已經歲了的人之善
[00:19:14.240 --> 00:19:16.240]  所以這裡很強烈告訴我們
[00:19:16.240 --> 00:19:20.240]  那一班信在耶穌已經死的人
[00:19:20.240 --> 00:19:22.240]  在那個時間
[00:19:22.240 --> 00:19:26.240]  他們一樣都會在那段時間出現
[00:19:26.240 --> 00:19:28.240]  因為主必親自從天降臨
[00:19:28.240 --> 00:19:31.240]  有呼叫的聲音和先示長的聲音
