
[00:00:00.000 --> 00:00:06.820]  好,今天講信息,繼續我們會講這一季的題目,是什麼呢?
[00:05:20.680 --> 00:05:25.240]  見到一些我們心裏面很有感覺的人
[00:05:25.240 --> 00:05:29.400]  我們就可以這樣關心他,跟他聊聊天
[00:05:29.400 --> 00:05:32.320]  其實是我太太做得多一點的
[00:05:32.320 --> 00:05:38.480]  我通常都跟在後面,回答你兩句,幫幫忙
[00:05:38.480 --> 00:05:41.940]  但我又覺得很好,很開心,見到這種情況
[00:05:41.940 --> 00:05:48.040]  雖然離開是有點傷感的,人離開是有點傷感,但心裏面又很感恩
[00:05:48.040 --> 00:05:51.600]  今天其實我想講什麼呢?我想透過一段經文來講
[00:05:51.600 --> 00:05:56.900]  其實耶穌的憐憫,和我們的憐憫,是怎樣開始發生的呢?
[00:05:56.900 --> 00:06:00.740]  我們一起來讀一段經文好嗎?
[00:06:00.740 --> 00:06:04.180]  《馬爾代夫》第九章,三十五至三十八節
[00:06:04.180 --> 00:06:08.180]  四節的經文,很短的,我們一起讀完它好嗎?
[00:06:08.180 --> 00:06:10.100]  好,預備,一二起
[00:06:10.100 --> 00:06:38.740]  "耶穌受天國承諾向所有會堂與教會人宣告以愛的方向,由以至各人的病症,下岸面舉多的人,受憐憫他們,因爲他們貧苦勞力,與同樣互相募運的官,要智慧和圖書,要修煉裝甲方,裝工的人少,可以用裝備裝甲的書,考驗工人,出爐修煉裝甲"
[00:06:38.740 --> 00:06:40.220]  好,謝謝
[00:06:40.220 --> 00:06:43.320]  第三十五節一開始,其實是在說什麼呢?
[00:06:43.320 --> 00:06:51.980]  馬太好像在敘述耶穌在祂的生平裏面的服事,究竟是在做什麼的
[00:06:51.980 --> 00:06:54.480]  還有,是在哪裏做的
[00:06:54.480 --> 00:06:56.340]  所以他就形容是什麼呢?
[00:06:56.340 --> 00:06:59.420]  "耶穌走遍各城各鄉"
[00:06:59.420 --> 00:07:01.780]  各城各鄉就是什麼?
[00:07:01.780 --> 00:07:05.460]  就是周圍走,不是固定在一個地方
[00:07:05.460 --> 00:07:07.380]  所以如果你讀到福音書裏面
[00:07:07.380 --> 00:07:13.120]  你一定會聽到耶穌通常在哪裏做事的,哪裏服事的?
[00:07:13.120 --> 00:07:16.480]  在加利利,就是祂的家鄉一帶
[00:07:16.480 --> 00:07:17.740]  又去過什麼?
[00:07:17.740 --> 00:07:19.780]  撒瑪利亞
[00:07:19.780 --> 00:07:21.940]  又去過什麼?
[00:07:21.940 --> 00:07:24.140]  耶路撒冷一定有去過
[00:07:24.140 --> 00:07:31.220]  走運呢,未必走遍整個巴勒斯坦地,或者走遍整個以色列的境界
[00:07:31.220 --> 00:07:35.780]  不過你肯定看到祂走遍各城各鄉
[00:07:35.780 --> 00:07:40.180]  那走遍各城各鄉就一定會出現一件事了
[00:07:40.180 --> 00:07:42.140]  就會碰到什麼?
[00:07:42.140 --> 00:07:45.380]  很多不同的人,是不是?
[00:07:45.380 --> 00:07:46.740]  碰到很多不同的人
[00:07:46.740 --> 00:07:55.140]  在你印象當中,耶穌碰過什麼人,跟祂聊過天,跟祂互動過,服事過祂?
[00:07:55.140 --> 00:07:58.780]  窮人一定有,基層人士一定有,是不是?
[00:07:58.780 --> 00:08:00.620]  還有什麼?
[00:08:00.620 --> 00:08:02.420]  有病的人
[00:08:02.420 --> 00:08:04.940]  是的,所以就是罪人,是不是?
[00:08:04.940 --> 00:08:08.660]  特別當時明確指出是罪人的
[00:08:08.660 --> 00:08:09.900]  還有什麼?
[00:08:09.900 --> 00:08:15.460]  有錢人,沒錯了,記不記得那個有錢的官,那個少年的官
[00:08:15.460 --> 00:08:16.420]  還有什麼?
[00:08:16.420 --> 00:08:20.700]  其實宗教領袖也有,也不少
[00:08:20.700 --> 00:08:26.460]  所以你會看到耶穌的服事除了是走遍各城各鄉
[00:08:26.460 --> 00:08:27.980]  也包括什麼?
[00:08:27.980 --> 00:08:34.100]  各式各類不同階層的人在祂的服事當中出現
[00:08:34.100 --> 00:08:37.820]  然後第三節又會繼續講,講什麼呢?
[00:08:37.820 --> 00:08:41.180]  馬太在《死段經文》的時候好像是在講
[00:08:41.180 --> 00:08:45.900]  將耶穌整個生平祂服事的種類歸類
[00:08:45.900 --> 00:08:48.300]  歸爲三大類
[00:08:48.300 --> 00:08:50.380]  哪三大類呢?
[00:08:50.380 --> 00:08:53.620]  第一,在會堂裏教訓人
[00:08:53.620 --> 00:08:56.660]  就是他會教訓什麼?
[00:08:56.660 --> 00:08:58.300]  天國的道理,是不是?
[00:08:58.300 --> 00:09:00.340]  所以耶穌用了很多比喻,是不是?
[00:09:00.340 --> 00:09:06.500]  你看到祂年輕的時候已經在聖殿裏面
[00:09:06.500 --> 00:09:09.580]  談聖經的真理了,是不是?
[00:09:09.580 --> 00:09:11.300]  經常在會堂裏面
[00:09:11.300 --> 00:09:13.620]  有人試過拿耳塞書給祂讀
[00:09:13.620 --> 00:09:15.340]  然後祂又講,是不是?
[00:09:15.340 --> 00:09:17.980]  祂做很多這些事情的
[00:09:17.980 --> 00:09:20.580]  在會堂裏面教訓天國的真理
[00:09:20.580 --> 00:09:22.700]  第二是什麼?
[00:09:22.700 --> 00:09:26.700]  宣講天國的福音
[00:09:26.700 --> 00:09:28.900]  所以耶穌用了很多比喻講什麼?
[00:09:28.900 --> 00:09:31.700]  天國又好比什麼什麼什麼
[00:09:31.700 --> 00:09:34.260]  講未來的景象是怎樣的
[00:09:34.260 --> 00:09:36.540]  人如果不在神國裏面
[00:09:36.540 --> 00:09:38.860]  其實狀況是有多慘的
[00:09:38.860 --> 00:09:40.820]  如果大家讀福音書裏面
[00:09:40.820 --> 00:09:44.100]  你一定聽過這些道理的,是不是?
[00:09:44.100 --> 00:09:46.060]  宣講天國的福音
[00:09:46.060 --> 00:09:49.580]  很期待人能夠進入神國裏面
[00:09:49.580 --> 00:09:51.780]  第三樣東西
[00:09:51.780 --> 00:09:55.300]  醫治各樣的病症
[00:09:55.300 --> 00:09:56.460]  醫治各樣的病症
[00:09:56.460 --> 00:09:58.180]  這個是對身體而言的
[00:09:58.180 --> 00:10:03.100]  其實我覺得可能應該包括一樣東西
[00:10:03.100 --> 00:10:06.620]  除了病痛得醫治得釋放之外
[00:10:06.620 --> 00:10:08.340]  其實耶穌做很多
[00:10:08.340 --> 00:10:12.060]  讓人從屬靈的合制裏得釋放的
[00:10:12.060 --> 00:10:15.380]  所以應該包括趕鬼
[00:10:15.380 --> 00:10:18.060]  其實在第九章前半部
[00:10:18.060 --> 00:10:23.260]  你就看到耶穌趕鬼的作爲
[00:10:23.260 --> 00:10:26.660]  馬太在描述耶穌的整個福事裏面
[00:10:26.660 --> 00:10:31.780]  大概是分爲這三類型的東西
[00:10:31.780 --> 00:10:32.940]  教訓人
[00:10:32.940 --> 00:10:34.620]  宣講天國的福音
[00:10:34.620 --> 00:10:37.060]  和醫治各樣的病症
[00:10:37.060 --> 00:10:39.860]  叫人得釋放
[00:10:39.860 --> 00:10:42.620]  如果你看整個第35字
[00:10:42.620 --> 00:10:44.780]  就好像在形容一樣東西
[00:10:44.780 --> 00:10:48.380]  耶穌在地上的日子裏面
[00:10:48.380 --> 00:10:49.820]  祂周圍走
[00:10:49.820 --> 00:10:52.100]  去到不同的地方
[00:10:52.100 --> 00:10:53.460]  做三樣東西
[00:10:53.460 --> 00:10:55.580]  就是我剛纔所說的那三樣東西
[00:10:55.580 --> 00:10:56.860]  在這個過程裏面
[00:10:56.860 --> 00:11:00.900]  祂碰到很多不同的人
[00:11:00.900 --> 00:11:02.380]  你會看到
[00:11:02.380 --> 00:11:04.180]  祂做的那三樣東西
[00:11:04.180 --> 00:11:06.180]  對這些不同的人做
[00:11:06.180 --> 00:11:09.660]  其實不單止是想帶給他們
[00:11:09.660 --> 00:11:11.580]  身體生命裏面
[00:11:11.580 --> 00:11:15.180]  肉身的得釋放或者得滿足
[00:11:15.180 --> 00:11:16.940]  祂很想見到人
[00:11:16.940 --> 00:11:19.460]  不單止是在世上的生活
[00:11:19.460 --> 00:11:22.220]  能夠有祝福
[00:11:22.220 --> 00:11:23.180]  更加重要的
[00:11:23.180 --> 00:11:24.780]  祂想見到一樣東西
[00:11:24.780 --> 00:11:27.660]  就是人如果不能夠進入神國裏面
[00:11:27.660 --> 00:11:30.220]  其實是很大的問題
[00:11:30.220 --> 00:11:31.780]  所以我可以這麼說
[00:11:31.780 --> 00:11:33.500]  耶穌在地上
[00:11:33.500 --> 00:11:35.780]  對各式各樣不同的人
[00:11:35.780 --> 00:11:37.500]  服侍的目的是什麼呢
[00:11:37.500 --> 00:11:40.540]  就是叫人的身體和靈魂
[00:11:40.540 --> 00:11:44.500]  都能夠得拯救 得幫助
[00:11:44.500 --> 00:11:50.460]  這是耶穌在地上很想做成的東西
[00:11:50.460 --> 00:11:52.860]  這是35節裏面所說的
[00:11:52.860 --> 00:11:56.020]  但是耶穌在做這些東西里面
[00:11:56.020 --> 00:11:59.020]  祂背後的動機是什麼呢
[00:11:59.020 --> 00:12:00.980]  如果我們看36節
[00:12:00.980 --> 00:12:02.740]  36節是這麼說的
[00:12:02.740 --> 00:12:05.300]  耶穌見到許多的人
[00:12:05.300 --> 00:12:09.260]  就憐憫他們
[00:12:09.260 --> 00:12:12.580]  耶穌的動機是憐憫
[00:12:12.580 --> 00:12:16.620]  也可以說憐憫其實是愛的一個呈現
[00:12:16.620 --> 00:12:18.340]  是愛這羣人
[00:12:18.340 --> 00:12:23.300]  你會發覺耶穌的憐憫是怎麼出現的
[00:12:23.300 --> 00:12:26.860]  36節
[00:12:26.860 --> 00:12:29.340]  很有趣的 它的描述是很簡單的
[00:12:29.340 --> 00:12:31.260]  描述是什麼
[00:12:31.260 --> 00:12:33.060]  看見很多人
[00:12:33.060 --> 00:12:35.020]  一看見很多人
[00:12:35.020 --> 00:12:38.620]  然後就憐憫他們
[00:12:38.620 --> 00:12:40.860]  所以我今天說的題目是什麼呢
[00:12:40.860 --> 00:12:42.300]  我想說的是
[00:12:42.300 --> 00:12:45.740]  原來我們很多憐憫的心腸
[00:12:45.740 --> 00:12:48.740]  我們憐憫的那種情懷
[00:12:48.740 --> 00:12:51.260]  其實是從見到那些人開始的
[00:12:51.260 --> 00:12:53.900]  好像耶穌一樣
[00:12:53.900 --> 00:12:55.700]  祂見到很多人
[00:12:55.700 --> 00:12:57.420]  祂走遍各城各鄉
[00:12:57.420 --> 00:12:58.900]  祂在做很多事情
[00:12:58.900 --> 00:13:02.020]  其實祂是見到很多不同類型的人
[00:13:02.020 --> 00:13:04.180]  以至祂一見到這些人
[00:13:04.180 --> 00:13:06.420]  祂心裏面那種憐憫
[00:13:06.420 --> 00:13:10.580]  就好像很自然很迅速就會產生出來
[00:13:10.580 --> 00:13:12.540]  而這種憐憫的舉動
[00:13:12.540 --> 00:13:18.460]  最終是要祂有些行動要祂做出來的
[00:13:18.460 --> 00:13:21.100]  其實上個星期朱教授說
[00:13:21.100 --> 00:13:24.100]  那個憐憫的行動有時是什麼
[00:13:24.100 --> 00:13:29.900]  是逆向我們自己的個人的身體狀況或者意願的
[00:13:29.900 --> 00:13:31.740]  哇 累到死
[00:13:31.740 --> 00:13:32.620]  累到死
[00:13:32.620 --> 00:13:35.020]  不過仍然有人來找祂
[00:13:35.020 --> 00:13:37.740]  祂就早餐死
[00:13:37.740 --> 00:13:40.980]  其實你看到耶穌對人的憐憫
[00:13:40.980 --> 00:13:46.860]  去到一個最盡的狀況是什麼
[00:13:46.860 --> 00:13:50.820]  就是死在十字架上
[00:13:50.820 --> 00:13:53.900]  那種逆向自己的意願的狀況
[00:13:53.900 --> 00:13:56.420]  我經常覺得是很驚人的
[00:13:56.420 --> 00:14:00.500]  我經常想耶穌在黑西瑪利亞的祈禱
[00:14:00.500 --> 00:14:03.020]  究竟是怎樣的呢
[00:14:03.020 --> 00:14:06.580]  究竟祂是怎樣去做這個最後的決定的呢
[00:14:06.580 --> 00:14:11.380]  祂在表達那種人處在這個很艱難
[00:14:11.380 --> 00:14:16.340]  很痛苦 驚慌恐懼的狀況裏面
[00:14:16.340 --> 00:14:18.140]  其實是很想什麼
[00:14:18.140 --> 00:14:19.620]  很想退縮的
[00:14:19.620 --> 00:14:21.380]  但是因爲愛
[00:14:21.380 --> 00:14:23.620]  不僅僅是愛天父的緣故
[00:14:23.620 --> 00:14:26.340]  更加是因爲愛世上的人的緣故
[00:14:26.340 --> 00:14:28.380]  祂可以做一個決定
[00:14:28.380 --> 00:14:30.780]  就是說不要照外的意思
[00:14:30.780 --> 00:14:35.100]  要照父的意思去做
[00:14:35.100 --> 00:14:39.220]  兄弟姐妹 耶穌是見到很多人
[00:14:39.220 --> 00:14:40.340]  不同的人
[00:14:40.340 --> 00:14:41.580]  剛纔我說
[00:14:41.580 --> 00:14:44.260]  祂見到不同階層的人
[00:14:44.260 --> 00:14:48.580]  祂不僅是見到那些窮困的人
[00:14:48.580 --> 00:14:51.820]  纔會發生這種憐憫的情懷
[00:14:51.820 --> 00:14:54.140]  其實祂見到那些有錢人
[00:14:54.140 --> 00:14:58.780]  祂見到那些日常生活無憂的人
[00:14:58.780 --> 00:15:00.900]  祂心裏面都有那種憐憫的
[00:15:00.900 --> 00:15:04.460]  如果你記得祂面對那個少年的官的時候
[00:15:04.460 --> 00:15:06.100]  那個少年的官來找祂做什麼
[00:15:06.100 --> 00:15:08.700]  問什麼
[00:15:08.700 --> 00:15:14.460]  夫子我怎樣纔可以承受永生
[00:15:14.460 --> 00:15:16.820]  其實正經有一個描述是說
[00:15:16.820 --> 00:15:19.500]  耶穌見祂 這樣回答完之後
[00:15:19.500 --> 00:15:21.740]  說祂就愛祂
[00:15:21.740 --> 00:15:22.900]  就愛祂
[00:15:22.900 --> 00:15:25.900]  所以愛祂的裏面做什麼
[00:15:25.900 --> 00:15:30.420]  告訴祂 祂生命問題最大的癥結在哪裏
[00:15:30.420 --> 00:15:32.020]  其實就是告訴祂
[00:15:32.020 --> 00:15:34.340]  錢在纏繞着你
[00:15:34.340 --> 00:15:36.940]  錢令你不能進天國裏面
[00:15:36.940 --> 00:15:41.180]  所以你要認真對付你生命這個纏繞的問題
[00:15:41.180 --> 00:15:44.340]  你要從這個錢裏面被釋放出來
[00:15:44.340 --> 00:15:46.700]  你就能夠進入天國了
[00:15:46.700 --> 00:15:49.300]  祂對一個有錢的人
[00:15:49.300 --> 00:15:51.940]  裏面都有憐憫的
[00:15:51.940 --> 00:15:54.660]  對罪人 對基層的人
[00:15:54.660 --> 00:15:55.980]  不用說了 其實大家
[00:15:55.980 --> 00:16:01.900]  你讀很多方書裏面你會見到
[00:16:01.900 --> 00:16:05.420]  甚至對一些一般人不是很爲意的人
[00:16:05.420 --> 00:16:08.620]  他都會很上心的
[00:16:08.620 --> 00:16:14.820]  而且我覺得主對人的憐憫是很微細很細緻的
[00:16:14.820 --> 00:16:19.260]  大家想起這個撒瑪尼亞井旁的婦人
[00:16:19.260 --> 00:16:23.700]  其實爲什麼他在中午纔去打水
[00:16:23.700 --> 00:16:25.140]  因爲想避開人
[00:16:25.140 --> 00:16:27.420]  避開人的目光
[00:16:27.420 --> 00:16:29.540]  避開他周遭的人
[00:16:29.540 --> 00:16:33.700]  知道他底層的人批評的眼光
[00:16:33.700 --> 00:16:37.620]  所以他很快就自己一個人走出去
[00:16:37.620 --> 00:16:40.740]  知道那時候沒人出來打水 只有他
[00:16:40.740 --> 00:16:43.780]  就在那裏耶穌遇見他
[00:16:43.780 --> 00:16:46.020]  其實某個程度聖經的描述
[00:16:46.020 --> 00:16:48.460]  耶穌是專門去找他
[00:16:48.460 --> 00:16:50.700]  然後他又不會直接指出他的問題
[00:16:50.700 --> 00:16:54.300]  用很多很婉轉的問題問他
[00:16:54.300 --> 00:16:56.460]  直到他不回答 不行
[00:16:56.460 --> 00:17:01.700]  直到他要泄露他的問題出來
[00:17:01.700 --> 00:17:04.260]  耶穌對人那種憐憫的心
[00:17:04.260 --> 00:17:10.540]  當他見到的時候 他就自然發生
[00:17:10.540 --> 00:17:12.740]  所以當我們看下去的時候
[00:17:12.740 --> 00:17:15.660]  其實耶穌見到些什麼呢
[00:17:15.660 --> 00:17:17.020]  耶穌見到很多人
[00:17:17.020 --> 00:17:18.540]  除了見到很多人之外
[00:17:18.540 --> 00:17:20.260]  他還見到這些人的什麼呢
[00:17:20.260 --> 00:17:23.420]  如果你看三十六節 你會一路見到的
[00:17:23.420 --> 00:17:24.940]  耶穌就憐憫他們
[00:17:24.940 --> 00:17:28.980]  因爲他們困苦流離
[00:17:28.980 --> 00:17:30.700]  先解釋一下憐憫這個字
[00:17:30.700 --> 00:17:32.900]  其實在希臘文有一個意思
[00:17:32.900 --> 00:17:40.300]  就是他在說人體的一個器官的一種很強烈的反應
[00:17:40.300 --> 00:17:45.780]  有點像我們中國人說的心腸 肺腑
[00:17:45.780 --> 00:17:47.300]  所以你會知道的
[00:17:47.300 --> 00:17:49.340]  如果你對人動情
[00:17:49.340 --> 00:17:51.500]  或者動了一個憐憫的心
[00:17:51.500 --> 00:17:56.500]  或者聖經說的另一個詞語叫動了慈心
[00:17:56.500 --> 00:17:59.020]  其實在裏面你自己有反應的
[00:17:59.020 --> 00:18:00.580]  你自己是知道的
[00:18:00.580 --> 00:18:03.900]  我對什麼樣的人 對什麼樣的對象
[00:18:03.900 --> 00:18:06.980]  其實我心裏有那種感動 有那種憐憫
[00:18:06.980 --> 00:18:09.740]  有那種情懷在
[00:18:09.740 --> 00:18:11.260]  這個字是這樣的意思
[00:18:11.260 --> 00:18:14.700]  那麼耶穌爲什麼會動這種情懷呢
[00:18:14.700 --> 00:18:15.860]  這段聖經就說
[00:18:15.860 --> 00:18:18.660]  因爲他們困苦流離
[00:18:18.660 --> 00:18:21.420]  如同羊沒有木人一般
[00:18:21.420 --> 00:18:27.100]  困苦流離可能大家都懂得解釋的
[00:18:27.100 --> 00:18:29.340]  不過剛纔我所說的一些人物
[00:18:29.340 --> 00:18:33.100]  可能在人的眼中其實也不是很困苦流離
[00:18:33.100 --> 00:18:36.620]  可能甚至他在人的眼中生活也挺好的
[00:18:36.620 --> 00:18:38.820]  甚至大富大貴的
[00:18:38.820 --> 00:18:40.300]  不是很困苦流離的
[00:18:40.300 --> 00:18:44.100]  那麼我就查了另一些版本
[00:18:44.100 --> 00:18:45.660]  其實那裏說什麼呢
[00:18:45.660 --> 00:18:53.900]  比如現代中文譯本將困苦流離譯作孤苦無助
[00:18:53.900 --> 00:18:59.780]  另外呂鎮忠譯本將這兩個字譯作什麼呢
[00:18:59.780 --> 00:19:02.780]  煩惱 沮喪
[00:19:02.780 --> 00:19:07.460]  煩 煩是火字變成熱字的煩
[00:19:07.460 --> 00:19:13.540]  就是很煩 煩躁的煩
[00:19:13.540 --> 00:19:17.300]  如果你在後面的譯法
[00:19:17.300 --> 00:19:19.060]  即使你生活好像無憂
[00:19:19.060 --> 00:19:22.220]  無憂的意思是你有足夠的資源
[00:19:22.220 --> 00:19:26.340]  你好像生活挺優越
[00:19:26.340 --> 00:19:29.340]  會不會仍然有煩惱
[00:19:29.340 --> 00:19:31.540]  會不會覺得很勞苦
[00:19:31.540 --> 00:19:37.140]  因爲你用很多時間去賺取這些生活資源
[00:19:37.140 --> 00:19:39.620]  我們會不會遇到沮喪
[00:19:39.620 --> 00:19:40.620]  會啊
[00:19:40.620 --> 00:19:44.700]  即使你多有錢多有地位多有權勢
[00:19:44.700 --> 00:19:46.420]  你都可以遇到煩惱
[00:19:46.420 --> 00:19:52.020]  你都可以遇到令你沮喪的事
[00:19:52.020 --> 00:19:55.700]  耶穌見到的不單止是人
[00:19:55.700 --> 00:20:00.460]  耶穌見到的是這些人背後的故事
[00:20:00.460 --> 00:20:02.540]  是見到背後這些人
[00:20:02.540 --> 00:20:04.940]  他們面對着一個什麼狀況
[00:20:04.940 --> 00:20:07.420]  就是一個困苦流離的狀況
[00:20:07.420 --> 00:20:12.580]  一個令他們受煩令他們沮喪的一些情況
[00:20:12.580 --> 00:20:17.620]  甚至其實耶穌見到一個更加重要的狀況是什麼呢
[00:20:17.620 --> 00:20:22.300]  這些人好像羊沒有牧人一樣
[00:20:22.300 --> 00:20:27.620]  我們不是很明白羊和牧人的關係
[00:20:27.620 --> 00:20:30.020]  因爲我們不會養羊
[00:20:30.020 --> 00:20:33.660]  我們只是喫羊
[00:20:33.660 --> 00:20:37.540]  想起來羊架正羊腩煲正
[00:20:37.540 --> 00:20:38.980]  我們不是很明白
[00:20:38.980 --> 00:20:45.980]  但是猶太人就非常明白羊和牧者之間的關係
[00:20:45.980 --> 00:20:48.980]  耶穌說他是好牧人
[00:20:48.980 --> 00:20:53.780]  好的牧人去到一個很盡的地步是怎樣的
[00:20:53.780 --> 00:20:56.700]  是爲羊寫命的
[00:20:56.700 --> 00:21:04.140]  所以我經常覺得做牧者是需要有一個心理準備
[00:21:04.140 --> 00:21:06.340]  真的 我真的這麼覺得
[00:21:06.340 --> 00:21:09.060]  或者我真的這麼認同
[00:21:09.060 --> 00:21:10.740]  就是去到一個地步
[00:21:10.740 --> 00:21:13.500]  牧者是真的要想一下
[00:21:13.500 --> 00:21:19.020]  怎樣爲羊的安全好處
[00:21:19.020 --> 00:21:24.820]  能夠繼續在羊圈裏面好好的成長
[00:21:24.820 --> 00:21:26.020]  爲羊寫命
[00:21:26.020 --> 00:21:28.780]  如果你知道放羊是一件什麼事
[00:21:28.780 --> 00:21:30.300]  你就會明白
[00:21:30.300 --> 00:21:33.180]  從很多聖經裏面的形容
[00:21:33.180 --> 00:21:34.180]  你就會知道
[00:21:34.180 --> 00:21:39.220]  原來放羊除了羊會遇到猛獸之外
[00:21:39.220 --> 00:21:42.980]  牧者也會遇到什麼
[00:21:42.980 --> 00:21:44.700]  遇到獅子啊
[00:21:44.700 --> 00:21:47.820]  遇到熊啊
[00:21:47.820 --> 00:21:52.500]  如果你看大衛放羊
[00:21:52.500 --> 00:21:56.260]  你看他描述他
[00:21:56.260 --> 00:21:57.220]  他放羊的時候
[00:21:57.220 --> 00:21:59.980]  他要去打哥尼亞之前就說給人聽
[00:21:59.980 --> 00:22:02.740]  我放羊的時候會遇到獅子啊 遇到熊啊
[00:22:02.740 --> 00:22:05.580]  不過他就很厲害
[00:22:05.580 --> 00:22:09.020]  他就哇
[00:22:09.020 --> 00:22:10.260]  真是厲害
[00:22:10.260 --> 00:22:12.180]  我經常想
