
[00:00:00.000 --> 00:00:03.520]  今天我想跟大家分享神指引的地方
[00:05:49.000 --> 00:05:51.480]  是讓我們能夠順從神的帶領
[00:05:51.480 --> 00:05:53.760]  忠實地生活
[00:05:53.760 --> 00:05:55.280]  在五十八章裡面
[00:05:55.280 --> 00:05:58.680]  我們得到了一個充滿安慰心靈的認許
[00:05:58.680 --> 00:05:59.760]  第十一節
[00:05:59.760 --> 00:06:01.560]  說他事常
[00:06:01.560 --> 00:06:03.960]  意味著他永不止境
[00:06:03.960 --> 00:06:07.800]  提醒我們神事常與我們同在
[00:06:07.800 --> 00:06:13.800]  並且引導和主導我們的道路
[00:06:13.800 --> 00:06:18.600]  現在我現在想用一個大家比較認識的科技產品
[00:06:18.600 --> 00:06:19.840]  來做一個比喻
[00:06:19.840 --> 00:06:21.200]  幫助大家去認識到
[00:06:21.200 --> 00:06:24.760]  理解到神永遠不失效的引導
[00:06:24.760 --> 00:06:26.680]  就好像一個GPS系統一樣
[00:06:26.680 --> 00:06:29.520]  即使我們做出了很多錯誤的轉彎
[00:06:29.520 --> 00:06:32.600]  神是不會停止指導我們的
[00:06:32.600 --> 00:06:36.560]  神總會重新規劃路線
[00:06:36.560 --> 00:06:39.400]  使我們重新回到正確的路線上
[00:06:39.400 --> 00:06:42.400]  到達神旨意的終點
[00:06:42.400 --> 00:06:43.800]  我聽過有一種說法
[00:06:43.800 --> 00:06:46.720]  就是說男人不太喜歡問路
[00:06:46.720 --> 00:06:48.120]  作為一個男士
[00:06:48.120 --> 00:06:53.480]  我有些傾向於直接開車去目的地的傾向
[00:06:53.480 --> 00:06:56.640]  我覺得用GPS好像會減慢了他的車程車速
[00:06:56.640 --> 00:06:58.360]  會浪費了一些時間
[00:06:58.360 --> 00:07:00.320]  所以最近我將Winnie的媽媽
[00:07:00.320 --> 00:07:03.240]  和她妹妹的家人送到Miniapolis機場
[00:07:03.240 --> 00:07:04.880]  飛回三藩市
[00:07:04.880 --> 00:07:06.320]  我又有些忽略了
[00:07:06.320 --> 00:07:07.160]  有些而已
[00:07:07.160 --> 00:07:10.680]  忽略了GPS的改道指示和警告信息
[00:07:10.680 --> 00:07:12.600]  我依然靠著自己的智慧
[00:07:12.600 --> 00:07:15.160]  對路線的經驗和理解
[00:07:15.160 --> 00:07:16.400]  但是很快我發覺
[00:07:16.400 --> 00:07:19.200]  我在機場附近的道路施工了
[00:07:19.200 --> 00:07:20.280]  陷入了困境
[00:07:20.280 --> 00:07:22.080]  因為很多很多的出口
[00:07:22.080 --> 00:07:25.800]  都因為施工的關係而關閉了
[00:07:25.800 --> 00:07:28.240]  這個事情再一次啟發了我
[00:07:28.240 --> 00:07:32.320]  就是神已經安排了我們人生的路向和方向
[00:07:32.320 --> 00:07:35.760]  對前方有無盡無限的鳥瞰圖
[00:07:35.760 --> 00:07:39.920]  神是會忠實無誤地按照祂的旨意
[00:07:39.920 --> 00:07:42.440]  引導我們到達我們的屬靈的目的地
[00:07:42.440 --> 00:07:44.000]  但是往往我們拒絕
[00:07:44.000 --> 00:07:47.440]  或者對神的引領和帶領是漠視了
[00:07:47.440 --> 00:07:50.520]  依靠自己的經驗和智慧
[00:07:50.520 --> 00:07:52.120]  在開車回來的時候
[00:07:52.120 --> 00:07:54.320]  之前我做了一個很簡短的討論
[00:07:54.320 --> 00:07:55.320]  這是真事
[00:07:55.320 --> 00:07:56.600]  我說多謝你耶穌
[00:07:56.600 --> 00:07:59.320]  我又深深黑黑地上了一課
[00:07:59.320 --> 00:08:00.560]  收到了
[00:08:00.560 --> 00:08:02.000]  領悟了
[00:08:02.000 --> 00:08:03.280]  在我們日常的生活當中
[00:08:03.280 --> 00:08:06.560]  我們經常會面對很多困難的決定
[00:08:06.560 --> 00:08:08.360]  或者不確定的狀況
[00:08:08.360 --> 00:08:09.480]  如果我們尋求神
[00:08:09.480 --> 00:08:11.040]  我們可以信賴神
[00:08:11.040 --> 00:08:14.720]  不間斷地引導我們
[00:08:14.720 --> 00:08:17.760]  藉著依靠神作為我們行上的響道
[00:08:17.760 --> 00:08:19.320]  我們可以滿懷信心
[00:08:19.320 --> 00:08:22.320]  和帶著平安地應對這些挑戰
[00:08:22.320 --> 00:08:25.320]  知道神是會指引我們正確的方向
[00:08:25.320 --> 00:08:28.960]  走在祂的道路上
[00:08:28.960 --> 00:08:30.560]  在我們再進一步探討
[00:08:30.560 --> 00:08:33.360]  上帝的引導和供應之前
[00:08:33.360 --> 00:08:35.000]  我想強調神滿足的是
[00:08:35.000 --> 00:08:37.720]  我們生命生活中的需要
[00:08:37.720 --> 00:08:38.640]  needs
[00:08:38.640 --> 00:08:42.200]  不是我們自己自我中心的慾望
[00:08:42.200 --> 00:08:43.400]  wants
[00:08:43.400 --> 00:08:46.040]  要我們再次回到今天的主要經文
[00:08:46.040 --> 00:08:46.960]  是《倚卓亞書》
[00:08:46.960 --> 00:08:50.600]  五十八章十一節的後半部
[00:08:50.600 --> 00:08:53.160]  說到神即使在灼熱的地方
[00:08:53.160 --> 00:08:55.400]  祂都能滿足我們的需要
[00:08:55.400 --> 00:08:56.160]  這樣表達到
[00:08:56.160 --> 00:08:58.920]  儘管是在很嚴酷的情況之下
[00:08:58.920 --> 00:09:01.520]  神都能夠供應我們的所需
[00:09:01.520 --> 00:09:04.760]  並強化了我們的靈命
[00:09:04.760 --> 00:09:06.800]  試想一下在這樣的狀況之下
[00:09:06.800 --> 00:09:09.000]  我們是尋找維持生命
[00:09:09.000 --> 00:09:12.080]  支持我們繼續前行的基本要素
[00:09:12.080 --> 00:09:14.320]  並不是自我的慾望
[00:09:14.320 --> 00:09:17.360]  我們不會想到要賺多點錢
[00:09:17.360 --> 00:09:19.320]  我們不會想買一輛好一點的車
[00:09:19.320 --> 00:09:20.560]  買一間大一點的房子
[00:09:20.560 --> 00:09:23.120]  相反地我們會拼命地去尋找
[00:09:23.120 --> 00:09:27.280]  那些能夠維持我們生命的水和食物
[00:09:27.280 --> 00:09:28.920]  我們尋找樹蔭
[00:09:28.920 --> 00:09:32.400]  讓我們保護我們不受太陽灼熱的侵害
[00:09:32.400 --> 00:09:33.680]  當我們反思的時候
[00:09:33.680 --> 00:09:36.680]  其實我們意識到我們生命真正需要的
[00:09:36.680 --> 00:09:38.640]  不是單單是一些物質的事
[00:09:38.640 --> 00:09:41.680]  而是我們和神一個密切的屬靈關係
[00:09:41.680 --> 00:09:44.120]  和我們摯愛家人的愛的關係
[00:09:44.120 --> 00:09:46.000]  以及有屬天的喜樂
[00:09:46.000 --> 00:09:48.280]  有屬天的平安
[00:09:48.280 --> 00:09:51.600]  神的送神不取決於我們的環境
[00:09:51.600 --> 00:09:54.800]  而是取決於神自身的屬性品格
[00:09:54.800 --> 00:09:57.760]  和對人永恆不變的凝聚
[00:09:57.760 --> 00:10:00.200]  在二場下書五十八章十一節中提到
[00:10:00.200 --> 00:10:04.280]  神提供了一個永不枯竭的滋潤資源
[00:10:04.280 --> 00:10:06.880]  無論我們感到多乾渴和疲累
[00:10:06.880 --> 00:10:11.040]  神都是我們永遠不枯竭的滋潤資源
[00:10:11.040 --> 00:10:15.280]  耶穌也在約翰福音七章三十七到三十八節這樣說
[00:10:15.280 --> 00:10:18.560]  「人若渴了,可以到我這裏來渴」
[00:10:18.560 --> 00:10:21.320]  信耶穌的門徒就如經上所說的
[00:10:21.320 --> 00:10:25.320]  「從他心裡要流出活水江河來」
[00:10:25.320 --> 00:10:27.560]  無論在哪一個狀況之下
[00:10:27.560 --> 00:10:29.800]  讓我們有信心轉向神
[00:10:29.800 --> 00:10:38.040]  使祂成為我們滋潤的源頭
[00:10:38.040 --> 00:10:39.600]  頂子會同朋友
[00:10:39.600 --> 00:10:42.080]  你覺得信靠神的引導
[00:10:42.080 --> 00:10:45.360]  跟隨神的道路容易嗎?
[00:10:45.360 --> 00:10:47.240]  在我們面對生活的挑戰的時候
[00:10:47.240 --> 00:10:49.440]  單單依靠神的供應和指引
[00:10:49.440 --> 00:10:51.360]  真的不是很簡單
[00:10:51.360 --> 00:10:53.640]  我聽過有一些來自非基督徒
[00:10:53.640 --> 00:10:55.800]  或者一小部分的基督徒
[00:10:55.800 --> 00:11:00.040]  批評說對神的引領供應的信仰
[00:11:00.040 --> 00:11:03.920]  有些人說基督徒真是「堅離地」
[00:11:03.920 --> 00:11:07.240]  這是香港現在比較流行的說法
[00:11:07.240 --> 00:11:09.680]  凡是一些超凡脫俗
[00:11:09.680 --> 00:11:12.240]  外太空不接地氣的想法
[00:11:12.240 --> 00:11:18.440]  就是表達和現實生活的掙扎和挑戰脫節
[00:11:18.440 --> 00:11:21.600]  當我們在生活中起起伏伏
[00:11:21.600 --> 00:11:23.360]  高高低低的時候
[00:11:23.360 --> 00:11:27.000]  信靠神是很有挑戰性的
[00:11:27.000 --> 00:11:29.800]  然而基督徒要依賴神的話語
[00:11:29.800 --> 00:11:32.880]  在《真言》三章五道六節提到
[00:11:32.880 --> 00:11:35.560]  「你要專心仰賴耶和華
[00:11:35.560 --> 00:11:37.680]  不可依靠自己的聰明
[00:11:37.680 --> 00:11:40.960]  在你一切所行的事都要認定祂
[00:11:40.960 --> 00:11:42.880]  祂必指引你的路」
[00:11:42.880 --> 00:11:45.280]  作為一個跟隨耶穌的基督徒
[00:11:45.280 --> 00:11:46.880]  我們再一次被提醒
[00:11:46.880 --> 00:11:51.240]  並且被鼓勵要全心全意的信靠神
[00:11:51.240 --> 00:11:55.400]  並且要放下我們的恐懼、憂慮和擔憂
[00:11:55.400 --> 00:11:57.840]  承認神是掌管一切
[00:11:57.840 --> 00:12:00.200]  要尋求神的引導
[00:12:00.200 --> 00:12:02.480]  《聖經》記載了很多全心全意
[00:12:02.480 --> 00:12:05.640]  信靠神的一些認許
[00:12:05.640 --> 00:12:07.880]  耶利米書十七章七到八節說
[00:12:07.880 --> 00:12:09.160]  「以靠耶和華
[00:12:09.160 --> 00:12:11.480]  以耶和華為可靠的
[00:12:11.480 --> 00:12:12.880]  那人有福了
[00:12:12.880 --> 00:12:15.720]  他必像樹栽於水旁
[00:12:15.720 --> 00:12:17.440]  在河邊摘根
[00:12:17.440 --> 00:12:18.440]  卓熱來到
[00:12:18.440 --> 00:12:19.320]  並不懼怕
[00:12:19.320 --> 00:12:21.560]  葉子仍必清脆
[00:12:21.560 --> 00:12:23.520]  在乾旱之年毫無瓜類
[00:12:23.520 --> 00:12:25.200]  而且結果不止」
[00:12:25.200 --> 00:12:26.960]  當我們信靠神的時候
[00:12:26.960 --> 00:12:30.160]  我們不會被生活的挑戰所動搖
[00:12:30.160 --> 00:12:32.600]  並且繼續揭出屬靈的果子
[00:12:32.600 --> 00:12:34.840]  信靠神意味著我們要將神
[00:12:34.840 --> 00:12:38.040]  放在我們所有事情的決定的首位
[00:12:38.040 --> 00:12:40.840]  不只是一小部分的決定
[00:12:40.840 --> 00:12:43.600]  《真言》十六章三節進一步強調地說
[00:12:43.600 --> 00:12:46.320]  「你所做的,要交託耶和華
[00:12:46.320 --> 00:12:49.280]  你所謀的,就必成了」
[00:12:49.280 --> 00:12:52.840]  通過承認神的旨意和主權
[00:12:52.840 --> 00:12:55.280]  神是會不斷地帶領我們
[00:12:55.280 --> 00:12:58.000]  使我們前行的道路變得有直
[00:12:58.000 --> 00:12:59.480]  有尚昌信
[00:12:59.480 --> 00:13:00.560]  常常我們會發問
[00:13:00.560 --> 00:13:02.560]  難道我們不應該依賴自己
[00:13:02.560 --> 00:13:06.200]  一點點的能力、知識和經驗嗎?
[00:13:06.200 --> 00:13:08.240]  全心全意的信賴神
[00:13:08.240 --> 00:13:10.560]  是一個屬靈的挑戰
[00:13:10.560 --> 00:13:11.960]  但是這樣去做的話
[00:13:11.960 --> 00:13:15.160]  我們的靈命是會帶來了成長
[00:13:15.160 --> 00:13:18.120]  神要求我們將我們自我的意志放下
[00:13:18.120 --> 00:13:20.720]  要讓我們深信祂的意念
[00:13:20.720 --> 00:13:24.120]  比我們的意念更高和更遠
[00:13:24.120 --> 00:13:26.120]  要全心的信靠神
[00:13:26.120 --> 00:13:29.440]  基督徒必須在基督裡不斷地成長
[00:13:29.440 --> 00:13:31.600]  邁向屬靈的成熟
[00:13:31.600 --> 00:13:34.320]  這也是我們今年教會的主題
[00:13:34.320 --> 00:13:36.600]  「蒙照在基督裡成熟」
[00:13:36.600 --> 00:13:40.040]  我們需要更加深我們的靈性成長
[00:13:40.040 --> 00:13:43.080]  我們要時刻思想神的偉大
[00:13:43.080 --> 00:13:45.760]  神渴望我們與跟隨祂的人
[00:13:45.760 --> 00:13:49.040]  有一個充滿愛的關係在裡面
[00:13:49.040 --> 00:13:51.000]  從《雅歌》五章十六節這麼說
[00:13:51.000 --> 00:13:54.640]  我們看到「他就是神,傳言可愛」
[00:13:54.640 --> 00:13:55.640]  大家可能聽過一個
[00:13:55.640 --> 00:13:56.520]  Chris Tomlin
[00:13:56.520 --> 00:13:59.080]  一個奇妙神Amazing God裡面
[00:13:59.080 --> 00:14:00.120]  寫的歌詞
[00:14:00.120 --> 00:14:03.240]  使用了「無限」、「無法形容」
[00:14:03.240 --> 00:14:07.040]  「全能」、「不可馴服」等等的詞類來形容
[00:14:07.040 --> 00:14:08.880]  神的偉大
[00:14:08.880 --> 00:14:15.560]  我們在日常生活中要明亮地為主作光
[00:14:15.560 --> 00:14:18.800]  讓我們去更多經歷神的本性
[00:14:18.800 --> 00:14:21.360]  這些不僅僅是頭腦上的認知
[00:14:21.360 --> 00:14:24.440]  保羅在《爾忽所書》三章十七到二十一節
[00:14:24.440 --> 00:14:26.120]  教導我們
[00:14:26.120 --> 00:14:30.080]  「使基督因你們的信住在你們心裡」
[00:14:30.080 --> 00:14:33.800]  「叫你們的愛心有根有基」
[00:14:33.800 --> 00:14:38.160]  「能與和眾聖徒一同明白基督的愛是何等」
[00:14:38.160 --> 00:14:40.280]  「長、闊、高深」
[00:14:40.280 --> 00:14:44.680]  「並知道這愛是過於人所能測度的」
[00:14:44.680 --> 00:14:48.400]  「便叫神一切所充滿的充滿了你們」
[00:14:48.400 --> 00:14:51.960]  「神能照著運行著我們心裡的大力」
[00:14:51.960 --> 00:14:54.840]  「匆匆足足地成就一切」
[00:14:54.840 --> 00:14:57.280]  「超過我們所求所想的」
[00:14:57.280 --> 00:14:58.880]  「但願他在教會中」
[00:14:58.880 --> 00:15:01.280]  「並在基督耶穌裡得著榮耀」
[00:15:01.280 --> 00:15:04.200]  「直到世世代代永永遠遠阿們」
[00:15:04.200 --> 00:15:08.480]  「神希望我們被祂充滿得著祂的豐盛」
[00:15:08.480 --> 00:15:11.280]  「上帝渴望以祂自己的奇妙恩典」
[00:15:11.280 --> 00:15:15.400]  「跟祂的祝福裝滿了每一個跟隨祂的人」
[00:15:15.400 --> 00:15:16.720]  「認識上帝的愛」
[00:15:16.720 --> 00:15:20.320]  「真是超乎了我們人的心智能力」
[00:15:20.320 --> 00:15:23.480]  「我們必須放下自己的邏輯和智慧」
[00:15:23.480 --> 00:15:26.040]  「真心相信神的美事」
[00:15:26.040 --> 00:15:28.160]  《爾忽所書》三章二十節
[00:15:28.160 --> 00:15:31.320]  「神能照著運行著我們心裡的大力」
[00:15:31.320 --> 00:15:33.680]  「匆匆足足地成就一切」
[00:15:33.680 --> 00:15:36.920]  「超過我們所求所想的」
[00:15:36.920 --> 00:15:40.000]  《哥林多前書》二章九到十節這樣說
[00:15:40.000 --> 00:15:43.680]  「如經上所記他為愛他的人所預備的」
[00:15:43.680 --> 00:15:47.640]  「是眼睛未能看見耳朵未能聽見」
[00:15:47.640 --> 00:15:50.080]  「人心也未曾想到的」
[00:15:50.080 --> 00:15:53.320]  「只有神藉著聖靈向我們譴明了」
[00:15:53.320 --> 00:15:55.880]  「因為聖靈參透萬事」
[00:15:55.880 --> 00:15:58.560]  「就是神心舞的事也參透了」
[00:15:58.560 --> 00:15:59.760]  「我們無能為力」
[00:15:59.760 --> 00:16:02.800]  「也無法理解神恩慈的廣大」
[00:16:02.800 --> 00:16:05.040]  「只能通過聖靈的啟示」
[00:16:05.040 --> 00:16:07.760]  「我們才能看到神對我們一生的計劃」
[00:16:07.760 --> 00:16:10.440]  「是有多深有多遠」
[00:16:10.440 --> 00:16:12.640]  許多信徒經常說
[00:16:12.640 --> 00:16:14.600]  「耶穌是我的救主」
[00:16:14.600 --> 00:16:17.640]  但往往我們只尋求了寬恕和救恩
[00:16:17.640 --> 00:16:21.520]  卻拒絕了對耶穌基督的信服和服從
[00:16:21.520 --> 00:16:24.720]  很多時候一些基督徒更多按照自己的看法
[00:16:24.720 --> 00:16:27.600]  或者他們固有的生活模式去過活
[00:16:27.600 --> 00:16:29.840]  我們邀請了耶穌進入了我們的心
[00:16:29.840 --> 00:16:33.960]  但往往我們並沒有信服在耶穌基督的主權之中
[00:16:33.960 --> 00:16:37.360]  耶穌成為一個很尊敬、很受尊敬的客人
[00:16:37.360 --> 00:16:39.760]  而不是我們生命中的主人
[00:16:39.760 --> 00:16:43.920]  許多人只是尋求神對他們自己所作的決定的祝福
[00:16:43.920 --> 00:16:46.280]  《歌羅西書》一章十節這樣說
[00:16:46.280 --> 00:16:49.280]  「好叫你們行事為人,對得起主」
[00:16:49.280 --> 00:16:51.000]  「凡事蒙他喜悅」
[00:16:51.000 --> 00:16:53.200]  「作一切善事上結果之」
[00:16:53.200 --> 00:16:56.120]  「漸漸地多之道實」
[00:16:56.120 --> 00:16:59.000]  我們的焦點應該從自己的身上
[00:16:59.000 --> 00:17:01.480]  轉移到按照基督的旨意生活
[00:17:01.480 --> 00:17:02.840]  「傑出果子」
[00:17:02.840 --> 00:17:08.840]  「各就榮耀主並蒙主喜悅」的生活
[00:17:08.840 --> 00:17:10.240]  有時候我們會問
[00:17:10.240 --> 00:17:13.200]  或者問一問為甚麼在現實生活中
[00:17:13.200 --> 00:17:18.480]  有些信徒那麼難明白、認識和實踐神的旨意呢?
[00:17:18.480 --> 00:17:19.800]  在今天的社會中
[00:17:19.800 --> 00:17:23.480]  可能我們已經不再了解「等待」這個概念
[00:17:23.480 --> 00:17:28.080]  我們的生活是一個即時、即做、即食的文化社會
[00:17:28.080 --> 00:17:31.840]  我們可以在線上立即下載很多文件、歌曲、書籍
[00:17:31.840 --> 00:17:34.880]  不需要再等待他們的郵寄過來
[00:17:34.880 --> 00:17:37.960]  我們在用我們的相機、手機拍照之後
[00:17:37.960 --> 00:17:40.960]  我們馬上就能夠看到我們所拍的照片
[00:17:40.960 --> 00:17:43.200]  幾乎都不需要等待
[00:17:43.200 --> 00:17:47.120]  我們現在生活在一個即食麵文化的環境當中
[00:17:47.120 --> 00:17:49.680]  知道神的智慧旨意之後
[00:17:49.680 --> 00:17:51.520]  在附尊實行的時候
[00:17:51.520 --> 00:17:53.760]  我們必須信靠神
[00:17:53.760 --> 00:17:57.240]  等神去成就祂的工作
[00:17:57.240 --> 00:18:00.480]  信靠神、等候神,我們就不會失望
[00:18:00.480 --> 00:18:01.600]  其實我們大概想一想
[00:18:01.600 --> 00:18:06.400]  我們每一天有多少時間、有多少次能夠安靜下來
[00:18:06.400 --> 00:18:07.680]  尋思神
[00:18:07.680 --> 00:18:11.400]  並試圖聆聽內心裡面神聖靈的聲音
[00:18:11.400 --> 00:18:12.480]  有時甚至我們覺得
[00:18:12.480 --> 00:18:14.800]  如果我們沒有了神的即時回覆
[00:18:14.800 --> 00:18:17.440]  我們的心裡面會很混亂
[00:18:17.440 --> 00:18:19.080]  很不舒服、很著急
[00:18:19.080 --> 00:18:23.000]  相反地,神的話語反覆地教導我們
[00:18:23.000 --> 00:18:25.080]  必須內心等候
[00:18:25.080 --> 00:18:30.760]  相信神的能力和神的時間
[00:18:30.760 --> 00:18:34.760]  尋求神的旨意其實有很多不同的途徑
[00:18:34.760 --> 00:18:37.360]  但是沒有一種途徑是確實告訴我們
[00:18:37.360 --> 00:18:40.440]  保證我們馬上能夠知道神的旨意
[00:18:40.440 --> 00:18:43.680]  但是我們需要謙卑、馴服
[00:18:43.680 --> 00:18:45.160]  不斷地尋找
[00:18:45.160 --> 00:18:47.960]  並且等神的啟示
[00:18:47.960 --> 00:18:51.720]  首先我們通過神的話語來尋求神的旨意
