
[00:00:00.000 --> 00:00:06.000]  我們來看詩篇 119 篇
[00:12:57.000 --> 00:13:01.000]  神的話不但不離開他的心
[00:13:01.000 --> 00:13:04.000]  神的話也不離開他的口
[00:13:04.000 --> 00:13:11.000]  這樣的話就是承認神是我們的神
[00:13:11.000 --> 00:13:12.000]  第四世界說
[00:13:12.000 --> 00:13:15.000]  我要長守你的律法
[00:13:15.000 --> 00:13:17.000]  直到永永遠遠
[00:13:17.000 --> 00:13:19.000]  就是真理的話
[00:13:19.000 --> 00:13:21.000]  要永遠的守的
[00:13:21.000 --> 00:13:24.000]  就是有公開的見證
[00:13:24.000 --> 00:13:26.000]  也有私下生活
[00:13:26.000 --> 00:13:28.000]  這兩樣合起來
[00:13:28.000 --> 00:13:32.000]  不是單單公開的說一些話
[00:13:32.000 --> 00:13:33.000]  但是在行爲上
[00:13:33.000 --> 00:13:36.000]  也能夠把這些話活出來
[00:13:36.000 --> 00:13:40.000]  這就是這個要見證
[00:13:40.000 --> 00:13:43.000]  那麼守主的律法
[00:13:43.000 --> 00:13:45.000]  就是一個就是見證
[00:13:45.000 --> 00:13:47.000]  一個就是你的生活
[00:13:47.000 --> 00:13:49.000]  如果只有見證
[00:13:49.000 --> 00:13:51.000]  只有你說的見證
[00:13:51.000 --> 00:13:54.000]  但是沒有生活配合起來的話
[00:13:54.000 --> 00:13:58.000]  那你的見證也是虛空的
[00:13:58.000 --> 00:14:03.000]  也就是用神的話
[00:14:03.000 --> 00:14:06.000]  跟我們敬畏神的生活
[00:14:06.000 --> 00:14:10.000]  來回答羞辱我們的
[00:14:10.000 --> 00:14:13.000]  所以四世界這些經文
[00:14:13.000 --> 00:14:16.000]  就是前面有個字
[00:14:16.000 --> 00:14:20.000]  就是經文裏有個"所以"
[00:14:20.000 --> 00:14:23.000]  他說求你就要真理的話
[00:14:23.000 --> 00:14:25.000]  總不離開我口
[00:14:25.000 --> 00:14:27.000]  因我仰望你的見證
[00:14:27.000 --> 00:14:32.000]  所以我要長守你的律法之道
[00:14:32.000 --> 00:14:34.000]  永永遠遠
[00:14:34.000 --> 00:14:37.000]  就是因爲你有公開的見證
[00:14:37.000 --> 00:14:39.000]  又有私下的生活
[00:14:39.000 --> 00:14:43.000]  這樣的話來滿足神的心意
[00:14:43.000 --> 00:14:46.000]  所以這個是一個順服
[00:14:46.000 --> 00:14:51.000]  也就是求神來鼓勵我們
[00:14:51.000 --> 00:14:53.000]  加力量給我們
[00:14:53.000 --> 00:14:58.000]  那如果這個話 神的話常常在我口裏頭
[00:14:58.000 --> 00:15:01.000]  而且是傳遞到下一代
[00:15:01.000 --> 00:15:03.000]  那麼再代相從的話
[00:15:03.000 --> 00:15:06.000]  那神的話就可以到世世代代
[00:15:06.000 --> 00:15:11.000]  就可以直到永永遠遠了
[00:15:11.000 --> 00:15:13.000]  我們在看到
[00:15:13.000 --> 00:15:18.000]  如果我們常常遵守神的話的話
[00:15:18.000 --> 00:15:24.000]  那就是我們的生活是會充滿了喜樂
[00:15:24.000 --> 00:15:26.000]  充滿了平安的
[00:15:26.000 --> 00:15:31.000]  因爲我們一個時候守神的話是容易的
[00:15:31.000 --> 00:15:34.000]  但是要長守
[00:15:34.000 --> 00:15:36.000]  要長守你的律法
[00:15:36.000 --> 00:15:38.000]  長守就不容易了
[00:15:38.000 --> 00:15:41.000]  天天守 經常的守
[00:15:41.000 --> 00:15:44.000]  在每個事情當中守律法
[00:15:44.000 --> 00:15:47.000]  繼續的守 永遠的守
[00:15:47.000 --> 00:15:48.000]  那就不容易了
[00:15:48.000 --> 00:15:51.000]  但是求神加給我們力量
[00:15:51.000 --> 00:15:58.000]  每天都能夠堅持我們來遵守神的話
[00:15:58.000 --> 00:15:59.000]  那麼這樣的話
[00:15:59.000 --> 00:16:02.000]  如果他說要長守
[00:16:02.000 --> 00:16:06.000]  就可以到永遠遠遠
[00:16:06.000 --> 00:16:09.000]  到下面四節
[00:16:09.000 --> 00:16:11.000]  45到48節
[00:16:11.000 --> 00:16:14.000]  這四節就是
[00:16:14.000 --> 00:16:18.000]  作者詩人要靠神的恩典
[00:16:18.000 --> 00:16:21.000]  在每天的生活中間
[00:16:21.000 --> 00:16:22.000]  跟世紅當中
[00:16:22.000 --> 00:16:26.000]  他要做的五件事情
[00:16:26.000 --> 00:16:28.000]  第一件就是45節
[00:16:28.000 --> 00:16:33.000]  他說我要自由而行
[00:16:33.000 --> 00:16:36.000]  因我素來考究你的訓辭
[00:16:36.000 --> 00:16:37.000]  自由而行
[00:16:37.000 --> 00:16:39.000]  自由行
[00:16:39.000 --> 00:16:41.000]  這自由行不是去旅遊的時候
[00:16:41.000 --> 00:16:44.000]  你是團體行還是自由行
[00:16:44.000 --> 00:16:46.000]  不是你一個人走就叫自由行
[00:16:46.000 --> 00:16:48.000]  這自由行是什麼呢
[00:16:48.000 --> 00:16:51.000]  就是行在寬闊之地
[00:16:51.000 --> 00:16:54.000]  以前的中文聖經小子說
[00:16:54.000 --> 00:16:58.000]  或說我要行在寬闊之地
[00:16:58.000 --> 00:17:02.000]  就是說你生活的話
[00:17:02.000 --> 00:17:03.000]  跟人相處的話
[00:17:03.000 --> 00:17:07.000]  你不會再覺得是一種愁苦忠淡
[00:17:07.000 --> 00:17:10.000]  好像很受限制
[00:17:10.000 --> 00:17:14.000]  就是你不受罪的束縛
[00:17:14.000 --> 00:17:15.000]  你自由
[00:17:15.000 --> 00:17:18.000]  你可以不怕人譏笑
[00:17:18.000 --> 00:17:21.000]  你可以說你應該說的話
[00:17:21.000 --> 00:17:23.000]  你生命可以引導你
[00:17:23.000 --> 00:17:24.000]  那麼這樣的話
[00:17:24.000 --> 00:17:27.000]  你就行在寬闊之地
[00:17:27.000 --> 00:17:30.000]  這個就是自由而行
[00:17:30.000 --> 00:17:32.000]  我們今天生活的世界
[00:17:32.000 --> 00:17:35.000]  是一個不信神的世界
[00:17:35.000 --> 00:17:36.000]  我們所相處的人
[00:17:36.000 --> 00:17:39.000]  很多是不信的人
[00:17:39.000 --> 00:17:41.000]  那你要自由行呢
[00:17:41.000 --> 00:17:43.000]  就不受他們的影響
[00:17:43.000 --> 00:17:45.000]  不受他們的影響
[00:17:45.000 --> 00:17:48.000]  不受他們不好的東西的影響
[00:17:48.000 --> 00:17:52.000]  也不被周圍這些不好的事情
[00:17:52.000 --> 00:17:54.000]  這些愛好
[00:17:54.000 --> 00:17:58.000]  不好的愛好所纏住
[00:17:58.000 --> 00:18:00.000]  你很自由
[00:18:00.000 --> 00:18:03.000]  就不覺得做基督徒很辛苦
[00:18:03.000 --> 00:18:04.000]  這個也不能做
[00:18:04.000 --> 00:18:05.000]  那個也不能做
[00:18:05.000 --> 00:18:06.000]  太苦了
[00:18:06.000 --> 00:18:08.000]  有人說你們這樣做的話
[00:18:08.000 --> 00:18:10.000]  你們太苦了
[00:18:10.000 --> 00:18:11.000]  世上的快樂
[00:18:11.000 --> 00:18:13.000]  你們都沒享受到
[00:18:13.000 --> 00:18:15.000]  太過拘束了
[00:18:15.000 --> 00:18:16.000]  不是的
[00:18:16.000 --> 00:18:17.000]  自由行
[00:18:17.000 --> 00:18:20.000]  就是按照神的意思
[00:18:20.000 --> 00:18:23.000]  行在寬闊之地
[00:18:23.000 --> 00:18:27.000]  就是你可以自由的來順顧神
[00:18:27.000 --> 00:18:32.000]  自由的來做神所喜歡的事情
[00:18:32.000 --> 00:18:33.000]  我在大陸的時候
[00:18:33.000 --> 00:18:36.000]  那時候物質很缺少
[00:18:36.000 --> 00:18:38.000]  什麼東西都有票
[00:18:38.000 --> 00:18:39.000]  要發票
[00:18:39.000 --> 00:18:40.000]  糧票了
[00:18:40.000 --> 00:18:41.000]  布票了
[00:18:41.000 --> 00:18:43.000]  什麼油票了
[00:18:43.000 --> 00:18:45.000]  很多票
[00:18:45.000 --> 00:18:47.000]  還有什麼票
[00:18:47.000 --> 00:18:48.000]  煙票
[00:18:48.000 --> 00:18:50.000]  抽菸也不
[00:18:50.000 --> 00:18:52.000]  煙也不夠賣了
[00:18:52.000 --> 00:18:54.000]  每個人發一張煙票
[00:18:54.000 --> 00:18:57.000]  憑票去買菸
[00:18:57.000 --> 00:18:59.000]  這個事情來了怎麼辦呢
[00:18:59.000 --> 00:19:01.000]  他們都覺得很高興
[00:19:01.000 --> 00:19:03.000]  每個人拿了一張票
[00:19:03.000 --> 00:19:05.000]  也給我一張票
[00:19:05.000 --> 00:19:07.000]  我這個票有什麼用呢
[00:19:07.000 --> 00:19:08.000]  我也不抽菸
[00:19:08.000 --> 00:19:10.000]  但是呢我就拿了
[00:19:10.000 --> 00:19:12.000]  拿了以後我說
[00:19:12.000 --> 00:19:15.000]  那我不要浪費這個票
[00:19:15.000 --> 00:19:17.000]  我也去買一包煙
[00:19:17.000 --> 00:19:19.000]  我試試看
[00:19:19.000 --> 00:19:21.000]  味道不好
[00:19:21.000 --> 00:19:23.000]  實在是沒有什麼快樂
[00:19:23.000 --> 00:19:24.000]  什麼享受
[00:19:24.000 --> 00:19:27.000]  人家說飯後一支菸
[00:19:27.000 --> 00:19:29.000]  生是神仙這樣的
[00:19:29.000 --> 00:19:31.000]  根本就沒有這感覺
[00:19:31.000 --> 00:19:32.000]  苦的
[00:19:32.000 --> 00:19:34.000]  後來我說不要了
[00:19:34.000 --> 00:19:36.000]  這票我不要
[00:19:36.000 --> 00:19:38.000]  你們要的話我送給你們
[00:19:38.000 --> 00:19:40.000]  他們都很歡喜
[00:19:40.000 --> 00:19:42.000]  這個就是
[00:19:42.000 --> 00:19:44.000]  這個自由而行呢
[00:19:44.000 --> 00:19:48.000]  就是不要受這些東西的影響
[00:19:48.000 --> 00:19:51.000]  就是我們要按照神的意思
[00:19:51.000 --> 00:19:53.000]  當你按照神的意思
[00:19:53.000 --> 00:19:55.000]  來過每天的生活的話
[00:19:55.000 --> 00:19:58.000]  你就自由而行
[00:19:58.000 --> 00:20:01.000]  那爲什麼你能夠
[00:20:01.000 --> 00:20:03.000]  爲生命做見證呢
[00:20:03.000 --> 00:20:05.000]  就像戴伊裏
[00:20:05.000 --> 00:20:07.000]  他的三個朋友
[00:20:07.000 --> 00:20:11.000]  能夠在當時爲神做見證呢
[00:20:11.000 --> 00:20:13.000]  就是他們有神的話
[00:20:13.000 --> 00:20:15.000]  他們敬畏神
[00:20:15.000 --> 00:20:17.000]  他們能夠自由行
