
[00:00:00.000 --> 00:00:03.200]  呢個比喻係一個唔容易解釋嘅比喻
[00:02:57.000 --> 00:03:01.000]  係講錢 我哋詳細睇睇呢個比喻
[00:03:01.000 --> 00:03:05.000]  究竟耶穌想點樣講錢 點樣講用錢
[00:03:05.000 --> 00:03:09.000]  我哋先睇比喻嘅內容 喺第一到第八節
[00:03:09.000 --> 00:03:13.000]  佢話某財主有一個管家
[00:03:13.000 --> 00:03:17.000]  呢個字呢 就唔係我哋平時屋企
[00:03:17.000 --> 00:03:21.000]  同你去掃地呀 煮飯洗衫 唔係嗰啲管家
[00:03:21.000 --> 00:03:25.000]  喺羅馬書第十六章二十三節呢 佢譯做財務官
[00:03:25.000 --> 00:03:29.000]  一個管錢嘅
[00:03:29.000 --> 00:03:33.000]  其實呢 如果用返今天嘅例子呢
[00:03:33.000 --> 00:03:37.000]  如果李嘉誠係個財主呢 呢個管家就係霍建寧
[00:03:37.000 --> 00:03:41.000]  和黃嘅大班 當時嘅社會呢分幾個階層
[00:03:41.000 --> 00:03:45.000]  最低下嗰啲呢 受欺壓就係啲農民
[00:03:45.000 --> 00:03:49.000]  啲鄉民 大佔九成
[00:03:49.000 --> 00:03:53.000]  有一成到呢 就係嗰啲叫上流權貴
[00:03:53.000 --> 00:03:57.000]  上流社會 喺呢一成當中呢
[00:03:57.000 --> 00:04:01.000]  有百分之五到呢 就係嗰啲真係擁有
[00:04:01.000 --> 00:04:05.000]  財富有地嗰啲華氏人
[00:04:05.000 --> 00:04:09.000]  真係嗰啲財主 而呢啲財主嘅嘉誠呀
[00:04:09.000 --> 00:04:13.000]  管家呀 就係另外嗰百分之五
[00:04:13.000 --> 00:04:17.000]  呢個財主嘅管家呢 就係第二階層 但係都非常有錢
[00:04:17.000 --> 00:04:21.000]  佢就係幫咗呢個財主去傾生意
[00:04:21.000 --> 00:04:25.000]  租啲地畀人呀 傾個合同呀
[00:04:25.000 --> 00:04:29.000]  要收幾多呀 就佢負責去傾
[00:04:29.000 --> 00:04:33.000]  呢個好有錢 其實呢個咁嘅管家呢 係本身都係一個有頭有面
[00:04:33.000 --> 00:04:37.000]  都係上流嘅權貴
[00:04:37.000 --> 00:04:41.000]  呢個管家畀人告 佢畀人告咩呢 就係浪費
[00:04:41.000 --> 00:04:45.000]  佢嘅主人嘅財產 如果你係呢個主人
[00:04:45.000 --> 00:04:49.000]  你聽到有人告你嘅下屬 你會點呀
[00:04:49.000 --> 00:04:53.000]  去調查啦 查係咪真啦
[00:04:53.000 --> 00:04:57.000]  但係呢個管家好奇怪喎 你發覺佢唔係咁做㗎喎
[00:04:57.000 --> 00:05:01.000]  佢話我聽到啦 你做咩呢 即刻將你所經管嘅
[00:05:01.000 --> 00:05:05.000]  交代清楚 你唔可以做我管家
[00:05:05.000 --> 00:05:09.000]  即炒 好奇怪喎 點會一聽到即炒呢
[00:05:09.000 --> 00:05:13.000]  呢個同當時嘅文化呢 我哋要去
[00:05:13.000 --> 00:05:17.000]  認識呢有啲關係 喺當時第一世紀 喺中東呢個地方呢
[00:05:17.000 --> 00:05:21.000]  好重視一種叫榮辱文化
[00:05:21.000 --> 00:05:25.000]  有榮譽呢 係核心價值
[00:05:25.000 --> 00:05:29.000]  能夠贏到榮譽呢 係好重要
[00:05:29.000 --> 00:05:33.000]  畀人去令到你羞辱呢 有羞恥呢係
[00:05:33.000 --> 00:05:37.000]  盡量避免 如果呢一個管家
[00:05:37.000 --> 00:05:41.000]  佢真係穿貴桶底 咁咪即炒啦
[00:05:41.000 --> 00:05:45.000]  呢個 但係如果係假嘅呢
[00:05:45.000 --> 00:05:49.000]  但係已經令到個主人去羞辱 佢查完之後點樣解釋呢
[00:05:49.000 --> 00:05:53.000]  已經令到個主人冇面呀 如果你留意
[00:05:53.000 --> 00:05:57.000]  你鍾意踢波嘅呢 你有冇留意香港球壇近年
[00:05:57.000 --> 00:06:01.000]  近排應該係 兩隊波 如縣同屯門
[00:06:01.000 --> 00:06:05.000]  即係懷疑打假波 其實都未查喎
[00:06:05.000 --> 00:06:09.000]  都未證實喎 未查完喎 但係整個香港球壇
[00:06:09.000 --> 00:06:13.000]  而家都係蒙羞
[00:06:13.000 --> 00:06:17.000]  兩支球隊要呢一季全部停賽 唔准再打
[00:06:17.000 --> 00:06:21.000]  未查完已經令到整個羞辱
[00:06:21.000 --> 00:06:25.000]  所以呢一個管家 對個主人嚟講
[00:06:25.000 --> 00:06:29.000]  查都唔使查喇 喺榮辱文化底下 你已經令我
[00:06:29.000 --> 00:06:33.000]  蒙羞就即炒
[00:06:33.000 --> 00:06:37.000]  呢一個管家就被炒 佢未離職
[00:06:37.000 --> 00:06:41.000]  即係未last day之前呢 佢諗咗條計
[00:06:41.000 --> 00:06:45.000]  點做呢 佢話 而家主人辭我喇 唔可以做管家喇
[00:06:45.000 --> 00:06:49.000]  咁將來做咩呢 鋤地又冇力
[00:06:49.000 --> 00:06:53.000]  你叫霍建寧鋤地 佢實冇力
[00:06:53.000 --> 00:06:57.000]  黑錢呀 怕醜呀 榮辱文化
[00:06:57.000 --> 00:07:01.000]  以前都有頭有面 雖然唔係最高層
[00:07:01.000 --> 00:07:05.000]  但係都係中間百分之二嗰層權貴
[00:07:05.000 --> 00:07:09.000]  而家要佢黑色 好醜啫 都係唔得
[00:07:09.000 --> 00:07:13.000]  咁佢點呢 諗嗰條絕世好橋
[00:07:13.000 --> 00:07:17.000]  我知點做 當我被炒
[00:07:17.000 --> 00:07:21.000]  冇管家做呢 能夠有人去接濟我
[00:07:21.000 --> 00:07:25.000]  佢就將佢主人嘅債仔就逐個逐個叫嚟
[00:07:25.000 --> 00:07:29.000]  呢個就揀啲嗰個揀啲咁 賣人情畀人
[00:07:29.000 --> 00:07:33.000]  咁將來就接濟佢 但係個奇怪之處就係第八節
[00:07:33.000 --> 00:07:37.000]  個主人誇獎呢個不義嘅管家
[00:07:37.000 --> 00:07:41.000]  做事正名
[00:07:41.000 --> 00:07:45.000]  如果你係主人 你屋企有個工人
[00:07:45.000 --> 00:07:49.000]  就問都唔問你 開你個櫃桶 攞三千蚊
[00:07:49.000 --> 00:07:53.000]  落去買菠蘿包做早餐 買晒三千蚊菠蘿包
[00:07:53.000 --> 00:07:57.000]  你會唔會 嘩 你作事正名 食得好飽
[00:07:57.000 --> 00:08:01.000]  你唔會喎 我估
[00:08:01.000 --> 00:08:05.000]  點解呢個主人會誇獎呢一個嘅管家
[00:08:05.000 --> 00:08:09.000]  係正名呢 咁我哋要理解當時啲人點樣做
[00:08:09.000 --> 00:08:13.000]  生意 原來呢 根據利未記第25章
[00:08:13.000 --> 00:08:17.000]  猶太人就唔可以收利息
[00:08:17.000 --> 00:08:21.000]  但係你有章糧計呢 就我有過牆梯 猶太人做生意
[00:08:21.000 --> 00:08:25.000]  就好聰明 雖然律法禁止 佢哋點樣去
[00:08:25.000 --> 00:08:29.000]  做生意呢 佢哋如果係放債呢 就將個欠單
[00:08:29.000 --> 00:08:33.000]  嘅銀碼呢 就寫大佢
[00:08:33.000 --> 00:08:37.000]  其實就變相係收利息 但係喺名義上
[00:08:37.000 --> 00:08:41.000]  佢冇真係好似銀行咁 你逐期要供款收利息
[00:08:41.000 --> 00:08:45.000]  寫大銀碼 嗱 譬如我向人借咗
[00:08:45.000 --> 00:08:49.000]  一百蚊 咁呢個主人嗰個嘅管家呢
[00:08:49.000 --> 00:08:53.000]  就同我傾嗰個合約啦 你欠我一百五十蚊
[00:08:53.000 --> 00:08:57.000]  咁其中呢有部份呢 可能大部份呢
[00:08:57.000 --> 00:09:01.000]  就係呢一個管家嘅佣金
[00:09:01.000 --> 00:09:05.000]  有小部份呢 可能就係主人嗰個嘅利益
[00:09:05.000 --> 00:09:09.000]  譬如可能有四十蚊呢就係佢嘅佣金 有十蚊呢係個利益
[00:09:09.000 --> 00:09:13.000]  係畀主人去賺嘅 就係當時就咁做生意
[00:09:13.000 --> 00:09:17.000]  如果我哋從呢個嘅生意背景去睇呢
[00:09:17.000 --> 00:09:21.000]  佢就明多啲點解呢一個嘅管家呢
[00:09:21.000 --> 00:09:25.000]  佢咁樣去減債 第一個債仔
[00:09:25.000 --> 00:09:29.000]  你欠幾多呀 我欠一百囉油
[00:09:29.000 --> 00:09:33.000]  油就係橄欖油 咁減幾多就減五十
[00:09:33.000 --> 00:09:37.000]  但原來一百囉油呢就大約
[00:09:37.000 --> 00:09:41.000]  係有三千五百公升係一個嘅
[00:09:41.000 --> 00:09:45.000]  一個容量嚟嘅 咁佢值幾多錢呢 就係一個普通
[00:09:45.000 --> 00:09:49.000]  工人呢三年嘅工資
[00:09:49.000 --> 00:09:53.000]  咁好大喎 即係呢個嘅主人其實好有錢
[00:09:53.000 --> 00:09:57.000]  極度有錢 淨係一個債仔都欠三年
[00:09:57.000 --> 00:10:01.000]  工資 佢可能有好多嘅債仔
[00:10:01.000 --> 00:10:05.000]  咁就減一半 即係年半工資 第二個啦
[00:10:05.000 --> 00:10:09.000]  就一百石墨紙 一百石墨紙大約係三萬九千
[00:10:09.000 --> 00:10:13.000]  公升嘅墨紙 就係一個普通工人
[00:10:13.000 --> 00:10:17.000]  佢嘅八至十年嘅工資
[00:10:17.000 --> 00:10:21.000]  咁減幾多呢 就減兩成 你計埋呢原來大約係
[00:10:21.000 --> 00:10:25.000]  年幾兩年 一點六到兩年嘅工資
[00:10:25.000 --> 00:10:29.000]  你發覺減嗰個部分好相似㗎喎
[00:10:29.000 --> 00:10:33.000]  咁我哋好有可能呢 去推斷
[00:10:33.000 --> 00:10:37.000]  減嗰部分呢 就係自己嘅佣金
[00:10:37.000 --> 00:10:41.000]  佢唔要自己嘅佣金 或者可能都減少少主人要賺嘅錢
[00:10:41.000 --> 00:10:45.000]  嗰啲我唔要
[00:10:45.000 --> 00:10:49.000]  佢咁做呢就好精明 點樣精明化呢
[00:10:49.000 --> 00:10:53.000]  佢有個三贏局面呀
[00:10:53.000 --> 00:10:57.000]  對於債仔好著數啦 我冇咗
[00:10:57.000 --> 00:11:01.000]  一半唔使還 或者兩成唔使還
[00:11:01.000 --> 00:11:05.000]  好大筆嘅債我唔使還 即係如果有一日你收到銀行
[00:11:05.000 --> 00:11:09.000]  封信 依家你供樓供廿年 依家十年得啦
[00:11:09.000 --> 00:11:13.000]  我諗你都好開心
[00:11:13.000 --> 00:11:17.000]  第二個贏嘅就係嗰個管家
[00:11:17.000 --> 00:11:21.000]  我賣咗人情畀你 將來我唔做管家呢
[00:11:21.000 --> 00:11:25.000]  咁就掂啦 咁你接濟我囉 呢個食一個月
[00:11:25.000 --> 00:11:29.000]  嗰個住半個月 第三個贏呢就係個主人
[00:11:29.000 --> 00:11:33.000]  佢可能佢冇蝕錢㗎喎 減嗰啲佣金㗎嘛
[00:11:33.000 --> 00:11:37.000]  個主人冇蝕到錢㗎喎 即使蝕少少
[00:11:37.000 --> 00:11:41.000]  但係佢贏返咩嘢呀 個名聲 榮辱文化
[00:11:41.000 --> 00:11:45.000]  最重要係個名 可能個個主人
[00:11:45.000 --> 00:11:49.000]  都俾人叫做嗰啲最上層嗰啲黑博
[00:11:49.000 --> 00:11:53.000]  低下階層嗰啲人 剝削低下階層嗰啲人
[00:11:53.000 --> 00:11:57.000]  而家呢個主人就俾人讚 嘩 一個好嘅地主
[00:11:57.000 --> 00:12:01.000]  三贏局面 所以呢個主人就讚
[00:12:01.000 --> 00:12:05.000]  佢做事精明
[00:12:05.000 --> 00:12:09.000]  但係呢個主人亦都話呢個係不義嘅管家
[00:12:09.000 --> 00:12:13.000]  我哋都要諗下 咁有咩不義呢
[00:12:13.000 --> 00:12:17.000]  我哋留意喺第一第二第三節 當形容到呢個管家呢
[00:12:17.000 --> 00:12:21.000]  係冇不義呢個字
[00:12:21.000 --> 00:12:25.000]  去到第八節先出現 所以我哋好肯定
[00:12:25.000 --> 00:12:29.000]  佢嘅不義就唔係佢最初浪費主人嘅財物
[00:12:29.000 --> 00:12:33.000]  如果浪費財物係不義 一早已經係不義啦
[00:12:33.000 --> 00:12:37.000]  但係三到到第七節佢所做嘅嘢 令到佢不義
[00:12:37.000 --> 00:12:41.000]  咁佢做咩呢 佢就去減債囉
[00:12:41.000 --> 00:12:45.000]  佢減債都係減自己嘅佣金啫 何來不義呢
[00:12:45.000 --> 00:12:49.000]  仲幫到人添 所以我哋相信好可能佢唔係更改債務
[00:12:49.000 --> 00:12:53.000]  呢樣嘢唔係個不義 佢個不義係咩呢
[00:12:53.000 --> 00:12:57.000]  呢班嘅債仔係社會嘅低下階層
[00:12:57.000 --> 00:13:01.000]  應該要幫戶
[00:13:01.000 --> 00:13:05.000]  但係呢個管家其實唔係真心幫佢
[00:13:05.000 --> 00:13:09.000]  呢個管家減你嘅債係想你幫我 將來我有難嘅時候
[00:13:09.000 --> 00:13:13.000]  你去幫我 佢係想從呢班咁嘅債仔中間
[00:13:13.000 --> 00:13:17.000]  獲取利益 佢嘅動機唔係真係想幫人
[00:13:17.000 --> 00:13:21.000]  呢個就係呢個管家佢嘅不義
[00:13:21.000 --> 00:13:25.000]  但係我哋好相信成個比喻 耶穌講呢個比喻
[00:13:25.000 --> 00:13:29.000]  唔係想針對個不義 呢個唔係重點
[00:13:29.000 --> 00:13:33.000]  呢個比喻係想講個精明 想我哋學個精明
[00:13:33.000 --> 00:13:37.000]  跟住呢個主人就講
[00:13:37.000 --> 00:13:41.000]  今世之子應付自己嘅世代
[00:13:41.000 --> 00:13:45.000]  比光明之子更加精明
[00:13:45.000 --> 00:13:49.000]  今世之子就係呢個管家 光明之子就係我哋
[00:13:49.000 --> 00:13:53.000]  信耶穌嘅人 呢個今世之子應付呢啲
[00:13:53.000 --> 00:13:57.000]  世界上嘅事都咁精明 我哋呀信耶穌
[00:13:57.000 --> 00:14:01.000]  豈唔豈要更加精明 比佢哋更加精明
[00:14:01.000 --> 00:14:05.000]  好啦 我哋要叻過呢個管家
[00:14:05.000 --> 00:14:09.000]  咁我哋要問啦 咁呢個管家嘅精明之處
[00:14:09.000 --> 00:14:13.000]  有啲咩值得我哋學呢
[00:14:13.000 --> 00:14:17.000]  耶穌在第九到十二節就講出呢個管家嘅精明之處
[00:14:17.000 --> 00:14:21.000]  喺第九節呢 耶穌就講得好清楚
[00:14:21.000 --> 00:14:25.000]  佢話要借著那不義嘅錢財結交朋友
[00:14:25.000 --> 00:14:29.000]  到咗錢財無用嘅時候 他們可以
[00:14:29.000 --> 00:14:33.000]  接你們到永遠嘅住處去
[00:14:33.000 --> 00:14:37.000]  管家嘅精明呢 有兩樣嘢 第一
[00:14:37.000 --> 00:14:41.000]  佢為未來去打算 為自己嘅將來去打算
[00:14:41.000 --> 00:14:45.000]  我而家就嚟無工做 就為未來去打算
[00:14:45.000 --> 00:14:49.000]  第二樣嘢我哋學到嘅呢
[00:14:49.000 --> 00:14:53.000]  就係用不義嘅錢財去換嚟有
[00:14:53.000 --> 00:14:57.000]  長遠永恆價值嘅嘢 啲錢財反正都
[00:14:57.000 --> 00:15:01.000]  無用嘅 佢就將佢換嚟一啲將來有用嘅嘢
[00:15:01.000 --> 00:15:05.000]  所以不義嘅錢財係指嗰啲短暫嘅
[00:15:05.000 --> 00:15:09.000]  無長遠價值嘅 會無用嘅嘢
[00:15:09.000 --> 00:15:13.000]  我唔知你身邊你多唔多呢啲會無長遠
[00:15:13.000 --> 00:15:17.000]  價值嘅嘢 其實好多喎
[00:15:17.000 --> 00:15:21.000]  可能我哋口袋裏嘅錢應該都係無乜長遠價值 如果純粹
[00:15:21.000 --> 00:15:25.000]  袋喺個口袋度呢係無長遠價值
[00:15:25.000 --> 00:15:29.000]  而用呢啲錢結交咗呢班朋友呢 佢哋會
[00:15:29.000 --> 00:15:33.000]  接你哋到永遠嘅住處
[00:15:33.000 --> 00:15:37.000]  咁就奇怪啦 佢哋係指咩人呢
[00:15:37.000 --> 00:15:41.000]  就係指呢班債仔啦 而家變咗朋友啦
[00:15:41.000 --> 00:15:45.000]  呢啲人可以幫你有永遠嘅價值㗎咩
[00:15:45.000 --> 00:15:49.000]  所以我覺得鮑維鈞佢搞得好 佢話原來我哋用呢啲錢去結交朋友
[00:15:49.000 --> 00:15:53.000]  就係服侍呢啲人呀 服侍呢啲人
[00:15:53.000 --> 00:15:57.000]  就係服侍神 而呢個嘅侍奉呢個服侍呢 有永遠價值
[00:15:57.000 --> 00:16:01.000]  唔係呢啲人能夠幫到你
[00:16:01.000 --> 00:16:05.000]  有永恆嘅價值 係你嘅侍奉喺神嘅眼中呢
[00:16:05.000 --> 00:16:09.000]  能夠帶嚟永恆嘅價值 管家
[00:16:09.000 --> 00:16:13.000]  佢用錢鋪路啦 當我兜貓嘅時候
[00:16:13.000 --> 00:16:17.000]  可以有啲債仔去接濟我 佢話佢嘅未來
[00:16:17.000 --> 00:16:21.000]  就係地上嘅未來咋喎 我哋光明之子
[00:16:21.000 --> 00:16:25.000]  起唔係更應該為嗰個永恆嘅未來去鋪路咩
[00:16:25.000 --> 00:16:29.000]  我哋要精明過呢個管家 精明過呢個今世之子
[00:16:29.000 --> 00:16:33.000]  我最近睇到一單新聞呢 都令我好感慨
[00:16:33.000 --> 00:16:37.000]  喺浙江有一個民企嘅有錢人
[00:16:37.000 --> 00:16:41.000]  佢叫黃君堯 佢創辦咗君堯集團
[00:16:41.000 --> 00:16:45.000]  呢個有錢人雖然唔係話好有錢 佢死嘅時候
[00:16:45.000 --> 00:16:49.000]  係38歲 好年青過身 佢身家
[00:16:49.000 --> 00:16:53.000]  大約佢嘅資產係35億到 唔算係即係話好有錢
[00:16:53.000 --> 00:16:57.000]  好有錢嗰班 但係35億對我哋嚟講 嘩天文數字
[00:16:57.000 --> 00:17:01.000]  咁有啲人訪問佢太太
[00:17:01.000 --> 00:17:05.000]  佢太太話佢丈夫呢 最
[00:17:05.000 --> 00:17:09.000]  最難嘅一樣嘢就係佢太搏命
[00:17:09.000 --> 00:17:13.000]  佢淨係搏命搵錢 搏命做生意 捱到有
[00:17:13.000 --> 00:17:17.000]  腸癌 38歲過身
[00:17:17.000 --> 00:17:21.000]  當然呢個係過身係十年前係04年嘅事
[00:17:21.000 --> 00:17:25.000]  最近喺網上有個謠傳呢個未經證實唔知真定假
[00:17:25.000 --> 00:17:29.000]  黃君堯嘅太太呢改嫁咗黃君堯
[00:17:29.000 --> 00:17:33.000]  生前嘅司機 佢嘅司機就好慨嘆
[00:17:33.000 --> 00:17:37.000]  我以為我以前一直為我老闆打工 殊不知呢
[00:17:37.000 --> 00:17:41.000]  係我老闆一直為我打工 佢太太帶住19億
[00:17:41.000 --> 00:17:45.000]  嘅資產改嫁咗呢個司機 以前老闆
[00:17:45.000 --> 00:17:49.000]  辛辛苦苦賺嘅錢而家落咗司機嘅袋度
[00:17:49.000 --> 00:17:53.000]  黃君堯咁樣投資佢嘅人生
[00:17:53.000 --> 00:17:57.000]  值唔值得 好值得我哋諗
[00:17:57.000 --> 00:18:01.000]  投資係咪有永恆價值嘅事上面
[00:18:01.000 --> 00:18:05.000]  所以耶穌喺第10到12節好嚴重咁去警告我哋
[00:18:05.000 --> 00:18:09.000]  耶穌用咗一個好明顯嘅對比
[00:18:09.000 --> 00:18:13.000]  最少嘅事同埋大事
[00:18:13.000 --> 00:18:17.000]  最少嘅事喺原文係解好微小嘅事
[00:18:17.000 --> 00:18:21.000]  喺雅各書第三章四節
[00:18:21.000 --> 00:18:25.000]  佢話船隻雖然好大 但係用
[00:18:25.000 --> 00:18:29.000]  小小嘅舵可以控制手船
[00:18:29.000 --> 00:18:33.000]  小小就係呢個字 係講好微小嘅事
[00:18:33.000 --> 00:18:37.000]  所以耶穌係比較緊一啲微小無長遠價值
[00:18:37.000 --> 00:18:41.000]  微不足道嘅事同嗰啲有長遠價值嘅大事
[00:18:41.000 --> 00:18:45.000]  有永恆意義嘅大事
[00:18:45.000 --> 00:18:49.000]  乜嘢係小事 乜嘢係大事
[00:18:49.000 --> 00:18:53.000]  喺耶穌嘅眼中小事就係嗰啲地上冇永恆價值嘅嘢
[00:18:53.000 --> 00:18:57.000]  大事就係自嗰啲天上
[00:18:57.000 --> 00:19:01.000]  有永遠價值嘅嘢
[00:19:01.000 --> 00:19:05.000]  我唔知你嘅大事小事係點樣
[00:19:05.000 --> 00:19:09.000]  有時我問自己我嘅大事同耶穌係耶穌眼中係小事
[00:19:09.000 --> 00:19:13.000]  以前我好鍾意睇波
[00:19:13.000 --> 00:19:17.000]  一到星期六就成日諗住夜晚場波 大事嚟㗎買定啤酒
[00:19:17.000 --> 00:19:21.000]  等開波 喺耶穌眼中呢啲
[00:19:21.000 --> 00:19:25.000]  完全係小事 微不足道無意義
[00:19:25.000 --> 00:19:29.000]  但可能喺我眼中嘅小事 耶穌係大事
[00:19:29.000 --> 00:19:33.000]  你每日嘅靈修可能係好小事對你嚟講
[00:19:33.000 --> 00:19:37.000]  但喺我眼中嘅大事有永遠價值
[00:19:37.000 --> 00:19:41.000]  你每周嘅查經可能係查唔查都差唔多啦
[00:19:41.000 --> 00:19:45.000]  喺耶穌眼中係大事有永遠價值
[00:19:45.000 --> 00:19:49.000]  真理對你有永恆嘅意義
[00:19:49.000 --> 00:19:53.000]  所以耶穌喺第十節
[00:19:53.000 --> 00:19:57.000]  佢就講喇
[00:19:57.000 --> 00:20:01.000]  喺大事上喺呢啲小事上喺呢啲細上短暫嘅事上
[00:20:01.000 --> 00:20:03.000]  中心你做得好喇
[00:20:03.000 --> 00:20:07.000]  喺啲永遠有永恆價值嘅事上你都會做得好
[00:20:07.000 --> 00:20:11.000]  喺細上呢啲短暫無永恆意義嘅事上
[00:20:11.000 --> 00:20:13.000]  你不宜你做得唔好喇
[00:20:13.000 --> 00:20:17.000]  喺嗰啲永恆事上你都做得唔好
[00:20:17.000 --> 00:20:21.000]  所以頂姐妹我哋真係要分清楚
[00:20:21.000 --> 00:20:25.000]  喺你生命裏面乜嘢係大事乜嘢係小事
[00:20:25.000 --> 00:20:29.000]  同埋呢個大事小事有冇耶穌嘅認同呢個係關鍵
[00:20:29.000 --> 00:20:33.000]  耶穌跟住喺第十一同埋第十二節呢就做咗
[00:20:33.000 --> 00:20:37.000]  一個好平衡嘅一個對比啦
[00:20:37.000 --> 00:20:41.000]  不義嘅錢財係小事
[00:20:41.000 --> 00:20:45.000]  真實嘅錢財呢就係大事真實嘅錢財就係嗰啲
[00:20:45.000 --> 00:20:49.000]  真正能夠滿足你嘅永恆財富呢個先係大事
[00:20:49.000 --> 00:20:53.000]  喺第十二節別人嘅東西
[00:20:53.000 --> 00:20:57.000]  即係唔屬於你嘅如果呢個比喻就係講錢啦嗰啲唔屬於你嘅
[00:20:57.000 --> 00:21:01.000]  錢係小事自己嘅東西
[00:21:01.000 --> 00:21:05.000]  屬於你嘅永恆財富呢個先係大事
[00:21:05.000 --> 00:21:09.000]  耶穌話如果你喺不義嘅事上面你係
[00:21:09.000 --> 00:21:13.000]  唔忠心愚民應該有個係字嘅而呢個係字呢係過去式
[00:21:13.000 --> 00:21:17.000]  誰還把那真實嘅錢財
[00:21:17.000 --> 00:21:21.000]  託付你門呢託付係將來式第十二節
[00:21:21.000 --> 00:21:25.000]  如果你門在別人嘅東西上你係唔忠心呢個係
[00:21:25.000 --> 00:21:29.000]  字呢又係過去式誰還把你門自己嘅東西
[00:21:29.000 --> 00:21:33.000]  吸你門呢呢個吸字係將來式
[00:21:33.000 --> 00:21:37.000]  耶穌一路講緊一個嘅意義就係咩呢
[00:21:37.000 --> 00:21:41.000]  我哋今天呀我哋做過嘅嘢究竟有冇
[00:21:41.000 --> 00:21:45.000]  永遠將來嘅意義嘅呢有冇將來嘅價值嘅呢
[00:21:45.000 --> 00:21:49.000]  耶穌鼓勵我哋用今天短暫冇
[00:21:49.000 --> 00:21:53.000]  長遠價值嘅嘢去換取有將來永遠價值
[00:21:53.000 --> 00:21:57.000]  所以耶穌去到第十三節
