
[00:00:00.000 --> 00:00:06.000]  今天我們要來分享的主的話題目是《要思想耶穌》
[00:08:46.000 --> 00:08:48.000]  心還比較熱一些
[00:08:48.000 --> 00:08:51.000]  覺得耶穌實在是很好
[00:08:51.000 --> 00:08:53.000]  但是可能過了年長了以後
[00:08:53.000 --> 00:08:56.000]  因為世界上所遇到的事情
[00:08:56.000 --> 00:08:58.000]  會叫我們灰心
[00:08:58.000 --> 00:08:59.000]  叫我們失望
[00:08:59.000 --> 00:09:01.000]  叫我們覺得有挫折
[00:09:01.000 --> 00:09:03.000]  種種的原因的話
[00:09:03.000 --> 00:09:05.000]  我們會越走的話
[00:09:05.000 --> 00:09:07.000]  覺得腳步越重
[00:09:07.000 --> 00:09:11.000]  我們越是很難再繼續的再往前
[00:09:11.000 --> 00:09:12.000]  所以呢
[00:09:12.000 --> 00:09:15.000]  我們怎樣能夠繼續在這條路上
[00:09:15.000 --> 00:09:17.000]  一直的往前呢
[00:09:17.000 --> 00:09:19.000]  那麼我們就需要
[00:09:19.000 --> 00:09:23.000]  常常來思想耶穌
[00:09:23.000 --> 00:09:26.000]  讓耶穌來幫助我們
[00:09:26.000 --> 00:09:29.000]  來扶持我們
[00:09:29.000 --> 00:09:31.000]  給我們力量
[00:09:31.000 --> 00:09:33.000]  這樣的話你才可以
[00:09:33.000 --> 00:09:36.000]  能夠走得下去
[00:09:36.000 --> 00:09:39.000]  所以在以色列書第四十章
[00:09:39.000 --> 00:09:44.000]  第二十九節到三十一節也提到
[00:09:44.000 --> 00:09:46.000]  以色列書裡頭提到
[00:09:46.000 --> 00:09:49.000]  他說這個疲乏的神
[00:09:49.000 --> 00:09:51.000]  祂要加能力
[00:09:51.000 --> 00:09:53.000]  賜給他能力
[00:09:53.000 --> 00:09:54.000]  軟弱的呢
[00:09:54.000 --> 00:09:56.000]  祂要給他力量
[00:09:56.000 --> 00:09:58.000]  他說就是少年人
[00:09:58.000 --> 00:10:00.000]  也要疲乏困倦
[00:10:00.000 --> 00:10:02.000]  就是說走這條路的呢
[00:10:02.000 --> 00:10:03.000]  即使你是一個少年人
[00:10:03.000 --> 00:10:04.000]  青年人
[00:10:04.000 --> 00:10:07.000]  你走起來也會覺得疲乏困倦
[00:10:07.000 --> 00:10:09.000]  那麼強壯的
[00:10:09.000 --> 00:10:10.000]  到中間呢
[00:10:10.000 --> 00:10:12.000]  力量比較強壯一點的
[00:10:12.000 --> 00:10:15.000]  他說也必全然跌倒
[00:10:15.000 --> 00:10:16.000]  他說
[00:10:16.000 --> 00:10:17.000]  但是呢
[00:10:17.000 --> 00:10:19.000]  等候耶華呢
[00:10:19.000 --> 00:10:21.000]  必重新得力
[00:10:21.000 --> 00:10:23.000]  他們奔跑呢
[00:10:23.000 --> 00:10:25.000]  也不覺得疲乏
[00:10:25.000 --> 00:10:26.000]  行走呢
[00:10:26.000 --> 00:10:28.000]  也不覺得困難
[00:10:28.000 --> 00:10:31.000]  他們要一直走下去
[00:10:31.000 --> 00:10:33.000]  所以這個力量從哪來呢
[00:10:33.000 --> 00:10:35.000]  從上面來
[00:10:35.000 --> 00:10:37.000]  神給我們力量
[00:10:37.000 --> 00:10:39.000]  耶穌來幫助我們
[00:10:39.000 --> 00:10:41.000]  來照顧我們
[00:10:41.000 --> 00:10:44.000]  所以你能夠常常思想耶穌呢
[00:10:44.000 --> 00:10:47.000]  就不斷地從耶穌這裡
[00:10:47.000 --> 00:10:50.000]  從神這裡得到力量
[00:10:50.000 --> 00:10:53.000]  所以保羅就常說了
[00:10:53.000 --> 00:10:54.000]  他說靠的呢
[00:10:54.000 --> 00:10:56.000]  加給我力量的
[00:10:56.000 --> 00:10:58.000]  我凡事都能做
[00:10:58.000 --> 00:11:01.000]  我是一個很愛主很有才能的人
[00:11:01.000 --> 00:11:03.000]  但是他說呢
[00:11:03.000 --> 00:11:04.000]  我能做什麼呢
[00:11:04.000 --> 00:11:06.000]  就靠著耶穌
[00:11:06.000 --> 00:11:08.000]  加給我力量
[00:11:08.000 --> 00:11:10.000]  如果不是耶穌加給他力量
[00:11:10.000 --> 00:11:11.000]  保羅說呢
[00:11:11.000 --> 00:11:13.000]  我沒有辦法來服侍主
[00:11:13.000 --> 00:11:15.000]  不能夠走在這條路
[00:11:15.000 --> 00:11:19.000]  所以我們就要來思想耶穌
[00:11:19.000 --> 00:11:23.000]  那麼第三章因為開始就有講到
[00:11:23.000 --> 00:11:25.000]  思想耶穌的性識
[00:11:25.000 --> 00:11:27.000]  祂是性識的
[00:11:27.000 --> 00:11:29.000]  那麼我們就
[00:11:29.000 --> 00:11:31.000]  坐著呢
[00:11:31.000 --> 00:11:36.000]  就要把耶穌跟摩西做個對比
[00:11:36.000 --> 00:11:40.000]  因為摩西在以色列人的心目中
[00:11:40.000 --> 00:11:42.000]  是一個最偉大的人物
[00:11:42.000 --> 00:11:46.000]  他能夠把這麼多的猶太人
[00:11:46.000 --> 00:11:48.000]  能夠從埃及領出來
[00:11:48.000 --> 00:11:51.000]  經過幾十年在曠野
[00:11:51.000 --> 00:11:55.000]  最後他領到了迦南的邊境
[00:11:55.000 --> 00:11:59.000]  以後約肅亞繼續下去
[00:11:59.000 --> 00:12:02.000]  把這些幾百萬的猶太人
[00:12:02.000 --> 00:12:04.000]  領到迦南地區
[00:12:04.000 --> 00:12:08.000]  那這個摩西在以色列人的心目中呢
[00:12:08.000 --> 00:12:11.000]  是一個很偉大的人物
[00:12:11.000 --> 00:12:14.000]  那麼摩西呢是很
[00:12:14.000 --> 00:12:17.000]  所以把各方面
[00:12:17.000 --> 00:12:19.000]  把這幾方面
[00:12:19.000 --> 00:12:21.000]  來跟耶穌呢
[00:12:21.000 --> 00:12:23.000]  摩西跟耶穌呢
[00:12:23.000 --> 00:12:25.000]  做一些比較
[00:12:25.000 --> 00:12:27.000]  做對比
[00:12:27.000 --> 00:12:29.000]  如果以色列人覺得摩西
[00:12:29.000 --> 00:12:32.000]  可以來領你們進到迦南地
[00:12:32.000 --> 00:12:34.000]  那麼耶穌呢
[00:12:34.000 --> 00:12:36.000]  比祂更高更好
[00:12:36.000 --> 00:12:38.000]  祂必定能夠領你們
[00:12:38.000 --> 00:12:40.000]  進到將來
[00:12:40.000 --> 00:12:43.000]  進到神所要你們去的地方
[00:12:43.000 --> 00:12:45.000]  那麼第一方面
[00:12:45.000 --> 00:12:47.000]  對比呢
[00:12:47.000 --> 00:12:50.000]  摩西是佩德榮耀
[00:12:50.000 --> 00:12:53.000]  第三界說
[00:12:53.000 --> 00:12:57.000]  祂比摩西算是更佩多德榮耀
[00:12:57.000 --> 00:12:59.000]  摩西是佩德榮耀
[00:12:59.000 --> 00:13:00.000]  但是呢
[00:13:00.000 --> 00:13:04.000]  耶穌呢比摩西更佩多德榮耀
[00:13:04.000 --> 00:13:06.000]  那就這兩方面比較
[00:13:06.000 --> 00:13:10.000]  那就耶穌呢比摩西更高
[00:13:10.000 --> 00:13:13.000]  下面呢是家的成員
[00:13:13.000 --> 00:13:16.000]  摩西是家裡面一個成員
[00:13:16.000 --> 00:13:18.000]  雖然他是領導
[00:13:18.000 --> 00:13:20.000]  領袖
[00:13:20.000 --> 00:13:22.000]  但是他還是以色列家一個成員
[00:13:22.000 --> 00:13:24.000]  但是耶穌呢
[00:13:24.000 --> 00:13:31.000]  他是家的建造者
[00:13:31.000 --> 00:13:33.000]  底下就說了
[00:13:33.000 --> 00:13:35.000]  第三界說了
[00:13:35.000 --> 00:13:37.000]  好像建造房屋的
[00:13:37.000 --> 00:13:40.000]  比房屋更尊榮
[00:13:40.000 --> 00:13:42.000]  你把這個房屋
[00:13:42.000 --> 00:13:45.000]  跟這個建造房屋的人一放的話
[00:13:45.000 --> 00:13:48.000]  當然是建造房屋的人更有尊榮
[00:13:48.000 --> 00:13:52.000]  是更高一些
[00:13:52.000 --> 00:13:54.000]  所以這個兩岸不同
[00:13:54.000 --> 00:13:57.000]  摩西呢是神家裡的一個成員
[00:13:57.000 --> 00:14:01.000]  但是耶穌呢是建造這個家的
[00:14:01.000 --> 00:14:04.000]  那麼這個兩岸是不同的
[00:14:04.000 --> 00:14:06.000]  第三方面比較呢
[00:14:06.000 --> 00:14:08.000]  摩西呢是神的婦人
[00:14:08.000 --> 00:14:10.000]  他按照神的託付
[00:14:10.000 --> 00:14:14.000]  來把這麼多以色列人領到迦南
[00:14:14.000 --> 00:14:16.000]  那麼耶穌呢
[00:14:16.000 --> 00:14:17.000]  第六界說呢
[00:14:17.000 --> 00:14:19.000]  耶穌為兒子
[00:14:19.000 --> 00:14:21.000]  耶穌是神的兒子
[00:14:21.000 --> 00:14:22.000]  一個是婦人
[00:14:22.000 --> 00:14:23.000]  一個是兒子
[00:14:23.000 --> 00:14:24.000]  這很明顯的
[00:14:24.000 --> 00:14:31.000]  兒子呢比婦人要高很多
[00:14:31.000 --> 00:14:32.000]  在第五界呢
[00:14:32.000 --> 00:14:34.000]  就給我們看到呢
[00:14:34.000 --> 00:14:37.000]  摩西呢是家中的婦人
[00:14:37.000 --> 00:14:40.000]  他在家裡面來服侍
[00:14:40.000 --> 00:14:41.000]  他做家裡的事
[00:14:41.000 --> 00:14:44.000]  好像是家裡面的管家一樣的
[00:14:44.000 --> 00:14:46.000]  但是呢
[00:14:46.000 --> 00:14:51.000]  耶穌呢是治理家的
[00:14:51.000 --> 00:14:52.000]  治理家
[00:14:52.000 --> 00:14:55.000]  這個是一個更高的
[00:14:55.000 --> 00:14:58.000]  他的家是屬於他的
[00:14:58.000 --> 00:14:59.000]  而且呢
[00:14:59.000 --> 00:15:02.000]  他在整個這個家的一些事務上呢
[00:15:02.000 --> 00:15:04.000]  他是最高的管理者
[00:15:04.000 --> 00:15:07.000]  比這個摩西還要高
[00:15:07.000 --> 00:15:10.000]  摩西是家裡面一個婦人
[00:15:10.000 --> 00:15:12.000]  但是神的兒子呢
[00:15:12.000 --> 00:15:15.000]  是管理整個家的
[00:15:15.000 --> 00:15:18.000]  他高過一切
[00:15:18.000 --> 00:15:20.000]  再下來一個比較呢
[00:15:20.000 --> 00:15:22.000]  第五界說呢
[00:15:22.000 --> 00:15:23.000]  摩西為婦人
[00:15:23.000 --> 00:15:26.000]  在神的家全家承能經中
[00:15:26.000 --> 00:15:32.000]  為了要證明將來必傳授的事情
[00:15:32.000 --> 00:15:35.000]  摩西在這個家裡面服侍
[00:15:35.000 --> 00:15:37.000]  忠心的服侍
[00:15:37.000 --> 00:15:38.000]  要做什麼呢
[00:15:38.000 --> 00:15:43.000]  是要證明將來要必傳授的事情
[00:15:43.000 --> 00:15:45.000]  什麼傳授的事情呢
[00:15:45.000 --> 00:15:51.000]  就是指到將來是基督要來
[00:15:51.000 --> 00:15:53.000]  這位救主要來
[00:15:53.000 --> 00:15:57.000]  所以他傳授將來基督要來
[00:15:57.000 --> 00:16:00.000]  見證要來的基督
[00:16:00.000 --> 00:16:03.000]  那麼神的兒子呢
[00:16:03.000 --> 00:16:06.000]  他是成全了所見證的
[00:16:06.000 --> 00:16:08.000]  摩西是見證耶穌
[00:16:08.000 --> 00:16:12.000]  那麼耶穌是成全了見證
[00:16:12.000 --> 00:16:15.000]  所以你看這兩個比較的話
[00:16:15.000 --> 00:16:21.000]  耶穌比摩西還要更高一些
[00:16:21.000 --> 00:16:23.000]  如果猶太人呢
[00:16:23.000 --> 00:16:27.000]  他們對摩西都非常敬仰
[00:16:27.000 --> 00:16:29.000]  那麼就應該從這裡頭看到呢
[00:16:29.000 --> 00:16:31.000]  耶穌比摩西更高
[00:16:31.000 --> 00:16:38.000]  應該來思想耶穌
[00:16:38.000 --> 00:16:41.000]  這裡面提到家
[00:16:41.000 --> 00:16:43.000]  這個家
[00:16:43.000 --> 00:16:46.000]  家呢不是指一個房子建築
[00:16:46.000 --> 00:16:49.000]  而是這個家庭
[00:16:49.000 --> 00:16:51.000]  這樣的一個家的意思
[00:16:51.000 --> 00:16:53.000]  這個概念呢
[00:16:53.000 --> 00:16:56.000]  就是在這個聖經裡所說的
[00:16:56.000 --> 00:16:59.000]  這個家是指的神的百姓
[00:16:59.000 --> 00:17:01.000]  所謂屬於神的人
[00:17:01.000 --> 00:17:04.000]  都是神的家裡面的成員
[00:17:04.000 --> 00:17:06.000]  這個房子呢
[00:17:06.000 --> 00:17:07.000]  這個家呢
[00:17:07.000 --> 00:17:10.000]  不是指的聖殿
[00:17:10.000 --> 00:17:12.000]  或者指的位木
[00:17:12.000 --> 00:17:14.000]  而是因為神呢
[00:17:14.000 --> 00:17:19.000]  祂不住在人所造的這個殿宇
[00:17:19.000 --> 00:17:22.000]  在以賽亞書也說了
[00:17:22.000 --> 00:17:24.000]  他說天是神的座位
[00:17:24.000 --> 00:17:26.000]  地是神的腳凳
[00:17:26.000 --> 00:17:28.000]  那麼有什麼地方
[00:17:28.000 --> 00:17:31.000]  最好一個地方讓神來住呢
[00:17:31.000 --> 00:17:34.000]  其實他這個聖殿和位木是預表
[00:17:34.000 --> 00:17:36.000]  預表將來呢
[00:17:36.000 --> 00:17:39.000]  神要住在人的中間
[00:17:39.000 --> 00:17:41.000]  住在屬神的人
[00:17:41.000 --> 00:17:43.000]  神的子民的中間
[00:17:43.000 --> 00:17:45.000]  所以這個家呢
[00:17:45.000 --> 00:17:49.000]  是指的屬於神的這些百姓
[00:17:49.000 --> 00:17:53.000]  那摩西在神的全家敬重
[00:17:53.000 --> 00:17:55.000]  他非常敬重
[00:17:55.000 --> 00:17:58.000]  神把這個很難的事情
[00:17:58.000 --> 00:18:01.000]  要領這個一百多萬的猶太人
[00:18:01.000 --> 00:18:03.000]  進到這個迦南
[00:18:03.000 --> 00:18:06.000]  非常的非常大的責任
[00:18:06.000 --> 00:18:09.000]  當時他也有很多推脫
[00:18:09.000 --> 00:18:11.000]  他跟神說那我不行的
[00:18:11.000 --> 00:18:13.000]  我沒有口才
[00:18:13.000 --> 00:18:16.000]  我沒有辦法帶這麼多的人進去
[00:18:16.000 --> 00:18:18.000]  在曠野裡頭
[00:18:18.000 --> 00:18:21.000]  他也是經過很多的艱難
[00:18:21.000 --> 00:18:25.000]  猶太人對以色列人出來以後
[00:18:25.000 --> 00:18:27.000]  沒有水喝他們發怨言
[00:18:27.000 --> 00:18:30.000]  沒有肉吃他們又發怨言
[00:18:30.000 --> 00:18:32.000]  經過很多的事情
[00:18:32.000 --> 00:18:34.000]  那麼摩西呢
[00:18:34.000 --> 00:18:36.000]  在這個管理
[00:18:36.000 --> 00:18:39.000]  在這個服侍這個家的話
[00:18:39.000 --> 00:18:41.000]  他實在是非常的忠心
[00:18:41.000 --> 00:18:44.000]  他把神給他律法
[00:18:44.000 --> 00:18:47.000]  他把律法來告訴以色列人
[00:18:47.000 --> 00:18:51.000]  能夠來叫這些人
[00:18:51.000 --> 00:18:54.000]  將來能夠相信耶穌基督
[00:18:54.000 --> 00:18:56.000]  因為神給以色列律法
[00:18:56.000 --> 00:18:58.000]  並不是要
[00:18:58.000 --> 00:19:01.000]  以色列人一條一條去遵守
[00:19:01.000 --> 00:19:06.000]  律法的背後就是基督
[00:19:06.000 --> 00:19:08.000]  律法的背後就是基督
[00:19:08.000 --> 00:19:11.000]  你們不能靠自己的力量
[00:19:11.000 --> 00:19:14.000]  來遵守這個律法
[00:19:14.000 --> 00:19:18.000]  你們最重要的要認識到
[00:19:18.000 --> 00:19:22.000]  律法不能夠叫你們被完全
[00:19:22.000 --> 00:19:24.000]  你們只有有信心
[00:19:24.000 --> 00:19:28.000]  信將來有一位的基督
[00:19:28.000 --> 00:19:29.000]  這樣的話
[00:19:29.000 --> 00:19:34.000]  你才可以來得到神豐富的恩典
[00:19:34.000 --> 00:19:37.000]  所以摩西在全家實在是很忠心
[00:19:37.000 --> 00:19:40.000]  他把這些神的百姓
[00:19:40.000 --> 00:19:43.000]  看到是他自己的孩子一樣的
[00:19:43.000 --> 00:19:45.000]  他忍弱負重
[00:19:45.000 --> 00:19:48.000]  一直這幾十年的曠野的話
[00:19:48.000 --> 00:19:52.000]  他真是可以花了不少的心血
[00:19:52.000 --> 00:19:54.000]  不少的力量
[00:19:54.000 --> 00:19:55.000]  到有一次的話
[00:19:55.000 --> 00:20:00.000]  以色列人已經走到加南的邊界了
[00:20:00.000 --> 00:20:04.000]  再過去就可以進去了
[00:20:04.000 --> 00:20:08.000]  那麼他們就非要派探子進去看
[00:20:08.000 --> 00:20:10.000]  就看看好不好
[00:20:10.000 --> 00:20:12.000]  那個地方我們能不能進去
[00:20:12.000 --> 00:20:14.000]  結果派出探子回來以後
[00:20:14.000 --> 00:20:17.000]  十二個探子中間有十個探子說
[00:20:17.000 --> 00:20:18.000]  不行
[00:20:18.000 --> 00:20:20.000]  那地方的人又高大
[00:20:20.000 --> 00:20:23.000]  這個城牆又高又厚
[00:20:23.000 --> 00:20:25.000]  我們一定打不過他們
[00:20:25.000 --> 00:20:27.000]  他們的人長很高
[00:20:27.000 --> 00:20:29.000]  他對我們的話就是像
[00:20:29.000 --> 00:20:34.000]  我們像一個蟲子一個馬甲一樣的
[00:20:34.000 --> 00:20:36.000]  所以就不能進去
[00:20:36.000 --> 00:20:39.000]  這個時候神就發怒了
[00:20:39.000 --> 00:20:43.000]  神一定可以讓他們進去得勝的
[00:20:43.000 --> 00:20:45.000]  但他們就不肯進去
[00:20:45.000 --> 00:20:47.000]  已經看到這個加南了
[00:20:47.000 --> 00:20:50.000]  他們不肯進去
[00:20:50.000 --> 00:20:52.000]  神就把他們滅掉
[00:20:52.000 --> 00:20:53.000]  跟摩西說
[00:20:53.000 --> 00:20:58.000]  我要利你的後裔來載去他們
[00:20:58.000 --> 00:21:00.000]  那摩西怎麼辦呢
[00:21:00.000 --> 00:21:02.000]  就跟神求個法
