
[00:00:00.000 --> 00:00:02.000]  在五十五週年的時候
[00:02:16.160 --> 00:02:20.720]  這個過程是怎樣發生的呢?
[00:02:21.440 --> 00:02:23.600]  當大家看《撒姆爾記》上的時候
[00:02:23.600 --> 00:02:27.200]  就看到撒姆爾一個兒童的時候
[00:02:27.200 --> 00:02:30.400]  小時候的一個片段
[00:02:30.400 --> 00:02:34.320]  聖經裏面我們往往在這一章讀的時候
[00:02:34.320 --> 00:02:38.960]  我們就只看到撒姆爾本人
[00:02:38.960 --> 00:02:44.160]  但卻忽略了原來聖經是用了一個對比的方式
[00:02:44.160 --> 00:02:48.720]  來介紹撒姆爾出來的
[00:02:48.720 --> 00:02:51.680]  撒姆爾記上第三章第二節說
[00:02:51.680 --> 00:02:59.600]  「那時以利在自己的地方睡覺,他眼目開始昏花,不能看見。」
[00:02:59.600 --> 00:03:04.640]  他不單是聖經形容他眼目昏花,不能看見
[00:03:04.640 --> 00:03:09.360]  甚至當耶和華向撒姆爾講說話的時候
[00:03:09.360 --> 00:03:11.360]  他也聽不到
[00:03:11.360 --> 00:03:17.600]  不單聽不到當耶和華向撒姆爾連續三次講說話的時候
[00:03:17.600 --> 00:03:24.000]  以利也不意識到原來是上帝向撒姆爾講說話
[00:03:24.000 --> 00:03:30.720]  簡單來說,以利就變成了一個老糊塗
[00:03:30.720 --> 00:03:35.680]  聖經形容以利不是單單講述他身體的狀況
[00:03:35.680 --> 00:03:39.280]  也是描述他屬靈的狀況
[00:03:39.280 --> 00:03:42.640]  因為他並沒有聽上帝的說話
[00:03:42.640 --> 00:03:46.880]  在聖殿裏面是如何教導他的兒子去服侍上帝
[00:03:46.880 --> 00:03:50.800]  他兩個兒子都是亂來的
[00:03:50.800 --> 00:03:55.360]  所以最後上帝透過撒姆爾要講的說話
[00:03:55.360 --> 00:03:58.240]  並不是講述撒姆爾本身
[00:03:58.240 --> 00:04:01.360]  其實是講述以利家的沒落
[00:04:01.360 --> 00:04:08.160]  在聖經第十一節開始到第十四節的段落
[00:04:08.160 --> 00:04:11.760]  這兩個其實就是一個對比
[00:04:11.760 --> 00:04:18.080]  一個是以利家,另一個就是撒姆爾
[00:04:18.080 --> 00:04:23.200]  當撒姆爾聽到上帝這番說話的時候
[00:04:23.200 --> 00:04:25.040]  他的反應是怎樣呢?
[00:04:25.040 --> 00:04:27.760]  他之前的態度是怎樣呢?
[00:04:27.760 --> 00:04:31.840]  如果你看聖經,以利對比撒姆爾
[00:04:31.840 --> 00:04:35.680]  撒姆爾是一叫就醒的
[00:04:35.680 --> 00:04:38.000]  一聽到他就起來
[00:04:38.000 --> 00:04:42.160]  然後第五節他跑到以利那裏
[00:04:42.160 --> 00:04:46.000]  即是說不只是慢慢走過去
[00:04:46.000 --> 00:04:48.160]  問以利你找我嗎?
[00:04:48.160 --> 00:04:52.640]  而是很想快點看看以利有甚麼需要
[00:04:52.640 --> 00:04:54.800]  然後去服務他
[00:04:54.800 --> 00:04:59.760]  所以你看到兩個非常不同的對比
[00:04:59.760 --> 00:05:03.200]  一個你可以說是眼目分發
[00:05:03.200 --> 00:05:06.480]  甚麼都不知道,發生甚麼事也不了解
[00:05:06.480 --> 00:05:10.960]  但撒姆爾他是非常警醒
[00:05:10.960 --> 00:05:14.560]  是等候上帝的說話,等候以利的差遣
[00:05:14.560 --> 00:05:19.280]  兩個是一個非常極端的對比
[00:05:19.280 --> 00:05:22.160]  當撒姆爾聽到上帝的說話
[00:05:22.160 --> 00:05:25.040]  聖經開頭是這樣說的
[00:05:25.040 --> 00:05:32.800]  第十五節,撒姆爾害怕,不敢將異象告訴以利
[00:05:32.800 --> 00:05:34.320]  有點害怕
[00:05:34.320 --> 00:05:40.400]  因為這個是說到以利他的未來
[00:05:40.400 --> 00:05:42.800]  他家族的未來
[00:05:42.800 --> 00:05:44.800]  這個是他的師父
[00:05:44.800 --> 00:05:48.560]  都不知道怎樣開口
[00:05:48.560 --> 00:05:50.880]  以利就爛船都有三分釘
[00:05:50.880 --> 00:05:53.600]  就說有甚麼你照直說
[00:05:53.600 --> 00:05:54.960]  不要向我隱瞞
[00:05:54.960 --> 00:05:59.760]  否則上帝願降佛於你
[00:05:59.760 --> 00:06:06.960]  撒姆爾就將這些說話照直說
[00:06:06.960 --> 00:06:10.640]  聽到上帝的說話,這個是聽
[00:06:10.640 --> 00:06:14.960]  聽從上帝的說話,這個其實也是聽
[00:06:14.960 --> 00:06:19.280]  聖經說的聽,往往不是單單說聽到
[00:06:19.280 --> 00:06:23.280]  還有是有聽從的意思
[00:06:23.280 --> 00:06:27.600]  當撒姆爾準備這樣做的時候
[00:06:27.600 --> 00:06:32.160]  你猜當他說了這番說話的時候
[00:06:32.160 --> 00:06:34.400]  會有甚麼結果呢
[00:06:34.400 --> 00:06:36.400]  其實是不知道的
[00:06:36.400 --> 00:06:39.120]  你怎知道以利有甚麼反應呢
[00:06:39.120 --> 00:06:40.560]  你這個臭小子
[00:06:40.560 --> 00:06:42.560]  我教你如何侍奉上帝
[00:06:42.560 --> 00:06:45.360]  現在你說我,趕你走
[00:06:45.360 --> 00:06:48.160]  不讓你以後繼續在聖殿裏面侍奉
[00:06:48.160 --> 00:06:50.640]  這個可能是小的
[00:06:50.640 --> 00:06:52.880]  大的就是
[00:06:52.880 --> 00:06:55.600]  你敢說我家,敢說我的後袋
[00:06:55.600 --> 00:06:58.080]  捏住他的頸,命都沒了
[00:06:58.080 --> 00:07:02.880]  可能這個就是不同的可能性出現的情況
[00:07:02.880 --> 00:07:05.280]  如果以利一不忠義的時候
[00:07:05.280 --> 00:07:07.600]  究竟撒姆爾會怎樣呢
[00:07:07.600 --> 00:07:11.680]  其實就是不知道的
[00:07:11.680 --> 00:07:16.160]  撒姆爾聽了,他又跟從上帝的吩咐說出來
[00:07:16.160 --> 00:07:21.760]  這個需要相當勇氣和膽量
[00:07:21.760 --> 00:07:26.720]  聖經裏面很多時候都有呼召的
[00:07:26.720 --> 00:07:29.840]  包括先知,包括新約的人物
[00:07:29.840 --> 00:07:31.680]  這些的經文
[00:07:31.680 --> 00:07:36.240]  呼召永遠是對被呼召者一個挑戰
[00:07:36.240 --> 00:07:40.480]  究竟我們願不願意跟從上帝的說話
[00:07:40.480 --> 00:07:42.080]  來到去行呢
[00:07:42.080 --> 00:07:43.440]  作為一個先知
[00:07:43.440 --> 00:07:47.520]  願不願意將上帝的說話照直說呢
[00:07:47.520 --> 00:07:52.000]  這個是不是一件容易的事情
[00:07:52.000 --> 00:07:55.440]  但是撒姆爾做到了
[00:07:55.440 --> 00:07:56.400]  各位大英姐妹
[00:07:56.400 --> 00:07:59.040]  不知道我們對上帝的呼召
[00:07:59.040 --> 00:08:02.000]  有沒有撒姆爾那種的警醒呢
[00:08:02.000 --> 00:08:03.040]  第一
[00:08:03.040 --> 00:08:08.880]  第二,有沒有像撒姆爾那樣願意聽從呢
[00:08:08.880 --> 00:08:13.440]  我們這個時代是資訊超載的時代
[00:08:13.440 --> 00:08:17.680]  大家每天起床的時候,你收到很多訊息
[00:08:17.680 --> 00:08:19.520]  有電郵的,有WhatsApp的
[00:08:19.520 --> 00:08:22.320]  可能你的電腦,如果是年輕人
[00:08:22.320 --> 00:08:23.920]  年輕的大英姐妹
[00:08:23.920 --> 00:08:27.840]  可能你的電腦從來都不關機的
[00:08:27.840 --> 00:08:30.960]  永遠都開著,永遠都充電的
[00:08:30.960 --> 00:08:34.560]  有什麼訊息你都馬上收到
[00:08:34.560 --> 00:08:36.640]  但是上帝給我們的訊息
[00:08:36.640 --> 00:08:39.280]  我們又有沒有收到呢
[00:08:39.280 --> 00:08:43.600]  如果你平時都看到的程度,根本什麼都聽不到
[00:08:43.600 --> 00:08:47.280]  所謂什麼都聽不到的意思就是其他的東西
[00:08:47.280 --> 00:08:50.640]  不知道大家工作生活是怎麼樣
[00:08:50.640 --> 00:08:55.360]  我們工作很多時候,現在看到的程度就是
[00:08:55.360 --> 00:08:59.280]  如果你仍然帶著手機到處去
[00:08:59.280 --> 00:09:02.320]  仍然帶著iPad到處去
[00:09:02.320 --> 00:09:05.120]  你放了假你都一樣有訊息的
[00:09:05.120 --> 00:09:07.440]  不會你放了假,你的老闆不找你的
[00:09:07.440 --> 00:09:10.480]  你去了外國旅行一樣的訊息都會來的
[00:09:10.480 --> 00:09:14.560]  我聽過一個這樣的故事,是真人真事
[00:09:14.560 --> 00:09:17.440]  這位弟兄已經是執事
[00:09:17.440 --> 00:09:19.520]  他有一次這樣跟我說
[00:09:19.520 --> 00:09:24.960]  他說牧師有一次他幫美國公司打工在香港
[00:09:24.960 --> 00:09:28.080]  他有一次放假
[00:09:28.080 --> 00:09:31.840]  難得沒有這麼忙,平時工作都是相當忙的
[00:09:31.840 --> 00:09:38.160]  於是他就去旅行,去了加拿大
[00:09:38.160 --> 00:09:42.720]  然後為了能夠找一片黑的寧靜
[00:09:42.720 --> 00:09:46.080]  於是他就划一艘船去到湖心
[00:09:46.080 --> 00:09:48.880]  一個人就默想了
[00:09:48.880 --> 00:09:51.200]  不過很可惜手機跟著他
[00:09:51.200 --> 00:09:53.680]  跟著他老闆就call他了
[00:09:53.680 --> 00:09:57.040]  究竟聽還是不聽好呢
[00:09:57.040 --> 00:10:00.400]  這個就是我們可能不少人實際生活的狀況
[00:10:00.400 --> 00:10:03.360]  明明去到湖心那裏最安靜的時候
[00:10:03.360 --> 00:10:05.920]  忽然之間手機就響了
[00:10:05.920 --> 00:10:07.840]  即是說有時候有些事情
[00:10:07.840 --> 00:10:11.520]  不到我們去到哪裏都會騷擾我們的
[00:10:11.520 --> 00:10:13.200]  當然可能大家都試過
[00:10:13.200 --> 00:10:15.200]  有時候很尷尬的時候
[00:10:15.200 --> 00:10:17.840]  就是崇拜的時候手機響起了
[00:10:17.840 --> 00:10:19.680]  哎呀,糟了,忘記關機了
[00:10:19.680 --> 00:10:21.680]  就要關掉手機
[00:10:21.680 --> 00:10:23.840]  過往我們崇拜沒有這些問題的
[00:10:23.840 --> 00:10:27.440]  但現在崇拜有時候偶然都會遇到這些事情
[00:10:27.440 --> 00:10:32.400]  即是我們一直保持著跟其他人溝通
[00:10:32.400 --> 00:10:34.240]  但是我們有沒有忘記
[00:10:34.240 --> 00:10:36.960]  去保持著跟上帝溝通呢
[00:10:36.960 --> 00:10:39.440]  好像這個我們也不太介意
[00:10:39.440 --> 00:10:41.520]  少一點就少一點
[00:10:41.520 --> 00:10:43.360]  但當我們越來越小張
[00:10:43.360 --> 00:10:47.200]  靈修時間,每件事都越來越縮小的時候
[00:10:47.200 --> 00:10:48.560]  安靜的時間
[00:10:48.560 --> 00:10:52.080]  你還聽不聽到上帝的聲音呢
[00:10:52.080 --> 00:10:55.200]  可能根本都聽不到
[00:10:55.200 --> 00:10:58.480]  戴姆爾他在夜闌人靜的時候
[00:10:58.480 --> 00:11:00.320]  聽到上帝的聲音
[00:11:00.320 --> 00:11:02.560]  聽到他會馬上起來
[00:11:02.560 --> 00:11:05.120]  即是平時有種警醒
[00:11:05.120 --> 00:11:06.800]  會馬上跑去以利那裏
[00:11:06.800 --> 00:11:08.960]  看看有什麼要找我呢
[00:11:08.960 --> 00:11:10.080]  是這樣的緣故
[00:11:10.080 --> 00:11:13.600]  他最終知道原來是上帝呼喚他
[00:11:13.600 --> 00:11:14.960]  我們作為一個基督徒
[00:11:14.960 --> 00:11:18.960]  我們有沒有去聆聽上帝的聲音呢
[00:11:18.960 --> 00:11:21.760]  有沒有上帝的聲音臨到我的時候
[00:11:21.760 --> 00:11:25.600]  我是有個決心去跟從呢
[00:11:25.600 --> 00:11:28.640]  跟從是一種冒險
[00:11:28.640 --> 00:11:31.360]  我們看了這裏一段聖經
[00:11:31.360 --> 00:11:33.600]  其實在《仕途行傳》
[00:11:33.600 --> 00:11:38.160]  又講了一個大概差不多的故事
[00:11:38.160 --> 00:11:40.880]  主角其實是屍體版
[00:11:40.880 --> 00:11:42.160]  因為今天按立執事
[00:11:42.160 --> 00:11:47.360]  我特別和大家一起讀這段聖經
[00:11:47.360 --> 00:11:55.520]  這段聖經你可以說是執事崗位的開始
[00:11:55.520 --> 00:12:04.080]  當時候仕途和初信的弟兄姊妹一起生活
[00:12:04.080 --> 00:12:06.080]  遇到一個問題
[00:12:06.080 --> 00:12:09.200]  就是有人沒有受到照顧
[00:12:09.200 --> 00:12:12.480]  因為他們是說希臘話的
[00:12:12.480 --> 00:12:16.720]  於是門徒和大家就做了一個決定
[00:12:16.720 --> 00:12:19.280]  就按立七位的執事
[00:12:19.280 --> 00:12:24.640]  當時候亦都有一個這樣的執事的要求
[00:12:24.640 --> 00:12:28.000]  好明星滿有聖靈和智慧
[00:12:28.000 --> 00:12:30.800]  然後派他們管理這事
[00:12:30.800 --> 00:12:36.160]  當時候就只是管理飯食
[00:12:36.160 --> 00:12:39.520]  這裏一共就七個人
[00:12:39.520 --> 00:12:41.840]  但是按照聖經的記載
[00:12:41.840 --> 00:12:45.680]  屍體版從來都不是做他做的事
[00:12:45.680 --> 00:12:47.840]  即是管理飯食
[00:12:47.840 --> 00:12:49.440]  屍體版的出現
[00:12:49.440 --> 00:12:51.200]  你看第六章跟著
[00:12:51.200 --> 00:12:52.960]  和第七章全章
[00:12:52.960 --> 00:12:57.280]  我們沒有時間一一的細讀
[00:12:57.280 --> 00:12:58.960]  就是屍體版做的事
[00:12:58.960 --> 00:13:01.440]  就做了仕途做的事
[00:13:01.440 --> 00:13:03.040]  出去傳道
[00:13:03.040 --> 00:13:06.320]  還滿有聖靈的能力
[00:13:06.320 --> 00:13:09.760]  當然他不是不守本份
[00:13:09.760 --> 00:13:12.960]  而是說當上帝用一個人的時候
[00:13:12.960 --> 00:13:16.560]  究竟用到哪裏是沒有人知道的
[00:13:16.560 --> 00:13:18.560]  薩姆爾當他小的時候
[00:13:18.560 --> 00:13:20.080]  他怎知道有一天
[00:13:20.080 --> 00:13:22.880]  他是帶領以色列整個民族呢
[00:13:22.880 --> 00:13:24.400]  甚至薩姆爾第三章
[00:13:24.400 --> 00:13:27.520]  都只不過說了以利他的家族是怎樣
[00:13:27.520 --> 00:13:30.560]  就沒有說到薩姆爾是怎樣的
[00:13:30.560 --> 00:13:31.680]  我們的未來
[00:13:31.680 --> 00:13:36.800]  是沒有一個人是預先已經知道的
[00:13:36.800 --> 00:13:42.720]  屍體版的影響力有多大呢
[00:13:42.720 --> 00:13:47.440]  門徒由那個時候開始就被迫害了
[00:13:47.440 --> 00:13:53.040]  於是他們就將福音傳到其他地方
[00:13:53.040 --> 00:13:55.760]  屍體版有一個影響
[00:13:55.760 --> 00:13:58.080]  可能我們讀聖經的時候
[00:13:58.080 --> 00:14:02.800]  很多時候可能忽略了
[00:14:02.800 --> 00:14:06.400]  在《仕途行傳》第七章
[00:14:06.400 --> 00:14:09.440]  第58節就說到一件事
[00:14:09.440 --> 00:14:13.360]  人們將屍體版推出城外用石頭打他
[00:14:13.360 --> 00:14:15.680]  作建築的人把他們的衣裳
[00:14:15.680 --> 00:14:20.320]  放在一個名叫素羅的青年腳前
[00:14:20.320 --> 00:14:21.520]  聖經有一個這樣的記載
[00:14:21.520 --> 00:14:24.960]  這個是素羅第一次在
[00:14:24.960 --> 00:14:31.120]  新約聖經《仕途行傳》裏面出現
[00:14:31.120 --> 00:14:32.800]  誰認識他呢
[00:14:32.800 --> 00:14:35.200]  他是誰呢
[00:14:35.200 --> 00:14:36.320]  在這個時候
[00:14:36.320 --> 00:14:38.000]  這麼多人的時候
[00:14:38.000 --> 00:14:41.200]  為何會留意到有一個這樣的青年
[00:14:41.200 --> 00:14:43.120]  素羅呢
[00:14:43.120 --> 00:14:45.360]  很可能這段聖經的記載
[00:14:45.360 --> 00:14:48.160]  大家知道《仕途行傳》是盧家所寫
[00:14:48.160 --> 00:14:50.880]  他和保羅是特別要好的朋友
[00:14:50.880 --> 00:14:52.960]  也很多時候在傳道旅程裏面
[00:14:52.960 --> 00:14:55.440]  是和保羅在一起的
[00:14:55.440 --> 00:15:02.080]  這一次經文很可能是從保羅的回憶而來
[00:15:02.080 --> 00:15:04.480]  即是說屍體版的死
[00:15:04.480 --> 00:15:09.120]  其實是給保羅一個很大的衝擊
[00:15:09.120 --> 00:15:11.760]  因為屍體版講的道
[00:15:11.760 --> 00:15:13.920]  正是向猶太人講
[00:15:13.920 --> 00:15:17.920]  而保羅就是一個非常虔誠的猶太人
[00:15:17.920 --> 00:15:20.880]  當屍體版死的時候
[00:15:20.880 --> 00:15:24.960]  他呼叫主耶穌求你接納我的靈魂
[00:15:24.960 --> 00:15:29.120]  主不要將這罪歸於他們
[00:15:29.120 --> 00:15:30.480]  他臨死的時候
[00:15:30.480 --> 00:15:34.160]  都仍然要求寬恕那些害死他的人
[00:15:34.160 --> 00:15:36.480]  這個對於保羅來說
[00:15:36.480 --> 00:15:39.440]  是一個非常震撼的事情
[00:15:39.440 --> 00:15:42.960]  因為這些敵對的人
[00:15:42.960 --> 00:15:45.920]  當時對保羅來說是屍體版這些人
[00:15:45.920 --> 00:15:48.000]  最好他們全部死了
[00:15:48.000 --> 00:15:51.520]  否則保羅怎樣會捉他們全部落監呢
[00:15:51.520 --> 00:15:54.080]  即是對敵人就應該有這樣的態度
[00:15:54.080 --> 00:15:57.840]  但屍體版表現的是完全另外一種的態度
[00:15:57.840 --> 00:16:02.800]  我想在這裏保羅有一個非常深刻的印象
[00:16:02.800 --> 00:16:07.680]  他是對基督信仰的認識的開始
[00:16:07.680 --> 00:16:10.880]  其實是從屍體版開始的
[00:16:10.880 --> 00:16:12.400]  大家有沒有想過
[00:16:12.400 --> 00:16:14.880]  這段聖經簡短的記載
[00:16:14.880 --> 00:16:16.880]  其實是講到屍體版
[00:16:16.880 --> 00:16:20.640]  他對保羅有一個這樣的影響
[00:16:20.640 --> 00:16:23.840]  這些我們都不知道的
[00:16:23.840 --> 00:16:24.640]  各位大兄姐妹
[00:16:24.640 --> 00:16:27.840]  今天我們安立執事
[00:16:27.840 --> 00:16:32.960]  安立執事對於教會當然是一件大事
[00:16:32.960 --> 00:16:34.240]  安立執事以後
[00:16:34.240 --> 00:16:36.640]  為教會帶來怎樣的影響
[00:16:36.640 --> 00:16:38.720]  是沒有人知道的
[00:16:38.720 --> 00:16:40.720]  上帝會怎樣使用我們
[00:16:40.720 --> 00:16:42.640]  是沒有人知道的
[00:16:42.640 --> 00:16:45.280]  當然不單止執事本人
[00:16:45.280 --> 00:16:48.000]  我們所有的大兄姐妹都一樣
[00:16:48.000 --> 00:16:53.120]  有誰會估計到這個年輕的小朋友薩姆爾
[00:16:53.120 --> 00:16:58.800]  有一天會變成以色列整個民族的領袖呢?
[00:16:58.800 --> 00:17:02.400]  有誰當安立屍體版的時候
[00:17:02.400 --> 00:17:05.360]  只不過請他去幫忙管理飯食
[00:17:05.360 --> 00:17:08.400]  但估不到他竟然變成第一個
[00:17:08.400 --> 00:17:12.000]  聖經裏面新約時期的殉道者呢?
[00:17:12.000 --> 00:17:14.480]  都沒有人知道的
[00:17:14.480 --> 00:17:15.840]  有什麼人知道呢?
[00:17:15.840 --> 00:17:18.560]  當他講這番話的時候
[00:17:18.560 --> 00:17:20.800]  影響了一個叫保羅的人物
[00:17:20.800 --> 00:17:24.400]  這個保羅後來就變成了一個偉大的仕途呢?
[00:17:24.400 --> 00:17:26.400]  都沒有人知道的
[00:17:26.400 --> 00:17:27.200]  各位大兄姐妹
[00:17:27.200 --> 00:17:28.640]  今天我想講的就是
[00:17:28.640 --> 00:17:33.920]  我們每一位在良法堂裏面的大兄姐妹
[00:17:33.920 --> 00:17:36.320]  你們所做的一切
[00:17:36.320 --> 00:17:38.960]  其實都影響了其他人
[00:17:38.960 --> 00:17:42.320]  都影響了教會過去的歷史
[00:17:42.320 --> 00:17:45.520]  都會影響我們的未來
[00:17:45.520 --> 00:17:48.560]  我們第一不要小看自己
[00:17:48.560 --> 00:17:50.960]  如果上帝給我們積分的時候
[00:17:50.960 --> 00:17:52.720]  我們不要猶豫
[00:17:52.720 --> 00:17:54.400]  我們要去接受
[00:17:54.400 --> 00:17:56.880]  雖然有時候我們聽的時候
[00:17:56.880 --> 00:17:58.800]  可能會聽得很久
[00:17:58.800 --> 00:18:01.600]  我有機會和加強弟兄分享
[00:18:01.600 --> 00:18:05.200]  他說都拒絕過一段時間的
[00:18:05.200 --> 00:18:08.880]  撒姆爾都不是聽第一次就聽得一清二楚的
[00:18:08.880 --> 00:18:10.480]  對於大的事情
[00:18:10.480 --> 00:18:12.080]  我們會想完再想
[00:18:12.080 --> 00:18:13.520]  考慮完再考慮
[00:18:13.520 --> 00:18:17.760]  究竟這個是不是上帝的聲音呢?
[00:18:17.760 --> 00:18:21.520]  但是當我們聽清楚上帝的聲音
[00:18:21.520 --> 00:18:26.080]  願意接受上帝派給我們的任務和積分的時候
[00:18:26.080 --> 00:18:31.280]  我們就要求上帝給我們信心和勇氣
[00:18:31.280 --> 00:18:35.120]  使我們所做的一切能夠榮耀祂的聖名
[00:18:35.120 --> 00:18:36.960]  和我們所做的一切
[00:18:36.960 --> 00:18:41.520]  其實也不知道會帶來多大的影響
[00:18:41.520 --> 00:18:43.360]  所以藉著這兩段經文
[00:18:43.360 --> 00:18:45.600]  願上帝幫助我們
[00:18:45.600 --> 00:18:47.120]  鼓勵我們
[00:18:47.120 --> 00:18:49.520]  只要我們願意被上帝使用
[00:18:49.520 --> 00:18:50.960]  上帝所做的事情
[00:18:50.960 --> 00:18:54.640]  往往是超過我們所想所求
[00:18:54.640 --> 00:18:56.320]  願意每一位弟兄姊妹
[00:18:56.320 --> 00:18:58.480]  都願意被上帝所使用
[00:18:58.480 --> 00:18:59.680]  奉獻自己
[00:18:59.680 --> 00:19:01.680]  願意教會也都因為這樣的緣故
[00:19:01.680 --> 00:19:03.520]  得以被建立
[00:19:03.520 --> 00:19:04.880]  賜福大家
[00:19:04.880 --> 00:19:06.560]  賜福大家的教會
[00:19:06.560 --> 00:19:08.560]  請大家同心祈禱
[00:19:08.560 --> 00:19:14.480]  親愛的主愛的上帝
[00:19:14.480 --> 00:19:16.240]  我們來到你的面前
[00:19:16.240 --> 00:19:18.000]  我們圍到教會
[00:19:18.000 --> 00:19:20.080]  經過五十五年的歷史
[00:19:20.080 --> 00:19:21.200]  你的保守
[00:19:21.200 --> 00:19:23.360]  我們獻上感恩
[00:19:23.360 --> 00:19:27.920]  當我們在教會的情況穩定的時候
[00:19:27.920 --> 00:19:30.160]  當我們過著好日子的時候
[00:19:30.160 --> 00:19:31.840]  求上帝幫助我們
[00:19:31.840 --> 00:19:34.640]  不要忘記昔日困難的日子
[00:19:34.640 --> 00:19:36.320]  不要忘記當時候
[00:19:36.320 --> 00:19:38.640]  弟兄姊妹所付出的一切
[00:19:38.640 --> 00:19:41.840]  不要忘記上帝你的同在
[00:19:41.840 --> 00:19:43.680]  和你的不離不棄
[00:19:43.680 --> 00:19:48.320]  幫助我們以感恩的心離去走未來的日子
[00:19:48.320 --> 00:19:50.240]  天父我們又懇求你
[00:19:50.240 --> 00:19:54.560]  讓我們能夠清楚地聽到上帝你的呼召
[00:19:54.560 --> 00:19:57.680]  又願意與信心和勇氣
[00:19:57.680 --> 00:19:59.840]  踏上人生前面的道路
[00:19:59.840 --> 00:20:01.840]  好叫我們所做的一切
[00:20:01.840 --> 00:20:03.760]  能夠榮耀你的聖名
[00:20:03.760 --> 00:20:06.960]  好叫上帝在這個世界上的工作
[00:20:06.960 --> 00:20:10.560]  藉著我們能夠展現在這個世界之中
[00:20:10.560 --> 00:20:12.080]  求你賜福我們
[00:20:12.080 --> 00:20:13.680]  賜福我們的教會
[00:20:13.680 --> 00:20:15.040]  我們同心祈禱
[00:20:15.040 --> 00:20:16.960]  奉基督耶穌的名祈求
[00:20:16.960 --> 00:20:18.480]  誠心所願
