
[00:00:00.000 --> 00:00:02.640]  就和你分享這段經文
[00:01:34.120 --> 00:01:35.320]  沒什麼反應
[00:01:35.320 --> 00:01:37.280]  那你行不行
[00:01:37.280 --> 00:01:38.240]  但還沒完的
[00:01:38.240 --> 00:01:40.240]  還有什麼
[00:01:40.240 --> 00:01:42.280]  還有動作
[00:01:42.280 --> 00:01:46.800]  要做動作這首歌才能夠完善的
[00:01:46.800 --> 00:01:48.520]  看看旁邊的弟兄姊妹
[00:01:48.520 --> 00:01:49.360]  你是聰明人
[00:01:49.360 --> 00:01:51.240]  只是無知的人
[00:01:51.240 --> 00:01:52.680]  聰明人
[00:01:52.680 --> 00:01:53.600]  是聰明人
[00:01:53.600 --> 00:01:54.680]  感謝主
[00:01:54.680 --> 00:01:56.720]  我們今天看這段經文
[00:01:56.720 --> 00:01:59.200]  很明顯這裡是第24節
[00:01:59.200 --> 00:01:59.880]  我先說
[00:01:59.880 --> 00:02:01.280]  第24節也說到
[00:02:01.280 --> 00:02:04.560]  凡聽見我者話就去行的好比一個聰明人
[00:02:04.560 --> 00:02:06.080]  但漏了兩個字就是一
[00:02:06.080 --> 00:02:07.240]  所以
[00:02:07.240 --> 00:02:08.480]  所以這段經文
[00:02:08.480 --> 00:02:11.000]  是因為前面那一段才有這一段
[00:02:11.000 --> 00:02:12.680]  但我先說這段
[00:02:12.680 --> 00:02:15.960]  一個我似乎都頗簡單容易明白的道理
[00:02:15.960 --> 00:02:18.440]  有聰明人將防止蓋在盤石上
[00:02:18.440 --> 00:02:20.680]  雨淋水沖風吹撞著冷
[00:02:20.680 --> 00:02:22.640]  防止防止總不倒塌
[00:02:22.640 --> 00:02:25.160]  這裡第一種人就是聰明人
[00:02:25.160 --> 00:02:27.080]  因為根基立在盤石上
[00:02:27.080 --> 00:02:27.960]  第二種人
[00:02:27.960 --> 00:02:31.200]  凡聽見我者話不去行的好比一個無知的人
[00:02:31.200 --> 00:02:33.120]  把防止蓋在沙土上
[00:02:33.120 --> 00:02:35.000]  雨淋水沖風吹撞著那
[00:02:35.000 --> 00:02:36.640]  防止防止就倒塌了
[00:02:36.640 --> 00:02:38.400]  並且倒塌得很大
[00:02:38.400 --> 00:02:39.240]  很熟悉的
[00:02:39.240 --> 00:02:41.080]  一個也很普通的真理
[00:02:41.080 --> 00:02:42.360]  就是很道理
[00:02:42.360 --> 00:02:45.320]  如果根基不穩固的話
[00:02:45.320 --> 00:02:48.120]  其實外表看起來
[00:02:48.120 --> 00:02:52.480]  其實聰明人和無知的人所見的防止
[00:02:52.480 --> 00:02:54.080]  外表看都沒甚麼分別的
[00:02:54.080 --> 00:02:54.880]  同不同意?
[00:02:54.880 --> 00:02:56.160]  就是樣子差不多
[00:02:56.160 --> 00:02:58.360]  如果在路加福音那裡描述的話
[00:02:58.360 --> 00:03:02.200]  那些無知的人蓋在沙土上
[00:03:02.200 --> 00:03:03.840]  分別還有一個就是
[00:03:03.840 --> 00:03:06.560]  那些堅在盤石又要打樁
[00:03:06.560 --> 00:03:08.040]  又要挖土
[00:03:08.040 --> 00:03:09.400]  又要弄一大輪東西
[00:03:09.400 --> 00:03:10.880]  其實更麻煩一點
[00:03:10.880 --> 00:03:13.280]  可能還要站得久一點
[00:03:13.280 --> 00:03:15.280]  又久又麻煩又甚麼
[00:03:15.280 --> 00:03:16.240]  所以
[00:03:16.240 --> 00:03:19.160]  甚至無知的人顯出來的時候
[00:03:19.160 --> 00:03:23.000]  似乎是好像更聰明的那些聰明人
[00:03:23.000 --> 00:03:24.240]  因為你站得快一點
[00:03:24.240 --> 00:03:27.360]  站得好像很方便、簡單一點
[00:03:27.360 --> 00:03:29.240]  這是一般人的看法
[00:03:29.240 --> 00:03:30.800]  但是我們也明白
[00:03:30.800 --> 00:03:32.840]  其實如果沒有根基的話
[00:03:32.840 --> 00:03:36.440]  就算外表很漂亮、風光
[00:03:36.440 --> 00:03:38.080]  那些都是轉眼成空
[00:03:38.080 --> 00:03:39.320]  如飛而去
[00:03:39.320 --> 00:03:40.960]  如果做學生的時候
[00:03:40.960 --> 00:03:43.400]  我自己做學生的時候也是
[00:03:43.400 --> 00:03:46.520]  有時都會妒忌隔離班那些學生
[00:03:46.520 --> 00:03:47.760]  特別是老師
[00:03:47.760 --> 00:03:51.560]  你的老師有沒有同學會投訴你
[00:03:51.560 --> 00:03:53.520]  為甚麼你改卷改得這麼謹守
[00:03:53.520 --> 00:03:54.680]  隔離班的人很鬆手
[00:03:54.680 --> 00:03:56.000]  還有隔離班給你貼士
[00:03:56.000 --> 00:03:58.040]  你這個老師不給貼士
[00:03:58.040 --> 00:03:59.680]  不是說給那些貼士
[00:03:59.680 --> 00:04:01.760]  是給考試的貼士
[00:04:01.760 --> 00:04:04.080]  搞得隔離班成績這麼好
[00:04:04.080 --> 00:04:05.480]  我們班這麼差
[00:04:05.480 --> 00:04:08.200]  你可以用牧師這個例子告訴他
[00:04:08.200 --> 00:04:10.800]  其實給貼士有甚麼難
[00:04:10.800 --> 00:04:14.160]  阿佳有時有些學生會投訴不給貼士
[00:04:14.160 --> 00:04:15.960]  但問題是你學到東西才行
[00:04:15.960 --> 00:04:17.680]  根基不好的話
[00:04:17.680 --> 00:04:20.520]  就算給你100分有甚麼用
[00:04:20.520 --> 00:04:22.400]  牧師就領個東西
[00:04:22.400 --> 00:04:26.080]  我自己小學四年班的時候
[00:04:26.080 --> 00:04:27.880]  就去了一間…不是,五年班
[00:04:27.880 --> 00:04:28.760]  應該是五年班
[00:04:28.760 --> 00:04:30.680]  五年班去了一間叫「渣班」
[00:04:30.680 --> 00:04:33.920]  「渣班」顧名思義是甚麼意思
[00:04:33.920 --> 00:04:35.200]  就是很渣
[00:04:35.200 --> 00:04:38.280]  我們的老師就很害怕我們全部肥佬
[00:04:38.280 --> 00:04:40.960]  於是臨考試前一定會告訴你
[00:04:40.960 --> 00:04:43.080]  28頁,尤其是英文課
[00:04:43.080 --> 00:04:46.160]  28頁很重要,大家記住
[00:04:46.160 --> 00:04:49.360]  32頁multiple choice,不要不讀
[00:04:49.360 --> 00:04:53.080]  42頁那些 fluid in the blank 都是很重要的
[00:04:53.080 --> 00:04:55.440]  於是我怎樣?
[00:04:55.440 --> 00:04:57.880]  背完它,很容易背
[00:04:57.880 --> 00:05:01.880]  BBCDA,背完就考
[00:05:01.880 --> 00:05:05.200]  但我也是一個聰明人,自以為
[00:05:05.200 --> 00:05:07.160]  所以我每次背之前
[00:05:07.160 --> 00:05:11.440]  我都會留意一下每一個字的第一個字母
[00:05:11.440 --> 00:05:12.840]  因為記不完整句
[00:05:12.840 --> 00:05:15.760]  看它有沒有混亂次序,明白嗎
[00:05:15.760 --> 00:05:17.800]  你做multiple choice 混亂次序
[00:05:17.800 --> 00:05:22.000]  不是很大件事,所以我以為自己很聰明
[00:05:22.000 --> 00:05:23.880]  所以想想,沒有混亂次序
[00:05:23.880 --> 00:05:25.920]  有時混亂次序都會有
[00:05:25.920 --> 00:05:28.000]  但我都分得出混亂了這樣的次序
[00:05:28.000 --> 00:05:31.320]  所以CCBDA,我會記住
[00:05:31.320 --> 00:05:33.480]  還有, fluid in the blank 都不是很難
[00:05:33.480 --> 00:05:38.240]  就是 saw when gone 照背,對問題
[00:05:38.240 --> 00:05:41.640]  所以五、六年班,我考第一的英文
[00:05:41.640 --> 00:05:44.800]  全班考第一,不是全校考第一
[00:05:44.800 --> 00:05:46.080]  所以成績挺好的
[00:05:46.080 --> 00:05:49.080]  拿成績優異獎
[00:05:49.080 --> 00:05:52.360]  但我想說回,到中一就大件事了
[00:05:52.360 --> 00:05:55.600]  中一的時候,老師都轉到學校
[00:05:55.600 --> 00:05:58.200]  我問老師,給點貼士來
[00:05:58.200 --> 00:06:00.560]  沒有貼士,這裡不是酒樓
[00:06:00.560 --> 00:06:02.320]  沒有貼士給
[00:06:02.320 --> 00:06:05.240]  我可否考哪裏?考哪裏?
[00:06:05.240 --> 00:06:07.480]  我要考哪裏,要溫習哪裏?
[00:06:07.480 --> 00:06:08.760]  整本書都要溫習
[00:06:08.760 --> 00:06:11.200]  整本書背不到,何時叫你背?
[00:06:11.200 --> 00:06:12.240]  明白就行了,明白
[00:06:12.240 --> 00:06:14.680]  根基並不穩固的話
[00:06:14.680 --> 00:06:16.720]  高分給你也沒用,收不收得到?
[00:06:16.720 --> 00:06:18.960]  其實你想想,做事也是
[00:06:18.960 --> 00:06:20.240]  今天牧師還想多說一句
[00:06:20.240 --> 00:06:23.440]  其實我們平時生活中經常會面對的問題
[00:06:23.440 --> 00:06:25.640]  如果根基不穩固
[00:06:25.640 --> 00:06:27.120]  或者沙土
[00:06:27.120 --> 00:06:29.360]  我們有時建築我們自己的夢想
[00:06:29.360 --> 00:06:32.240]  或者我們的依靠在沙土上
[00:06:32.240 --> 00:06:35.680]  都是等何時來倒塌的
[00:06:35.680 --> 00:06:37.560]  OK,多說一個例子
[00:06:37.560 --> 00:06:40.640]  我自己認識的一位弟兄
[00:06:40.640 --> 00:06:42.440]  那位是 IT 弟兄
[00:06:42.440 --> 00:06:45.800]  那位 IT 弟兄好幾年前的時候
[00:06:45.800 --> 00:06:47.440]  就參加了一個 seminar
[00:06:47.440 --> 00:06:48.840]  即是一個講座
[00:06:48.840 --> 00:06:52.960]  那個講座就說一些加密貨幣
[00:06:52.960 --> 00:06:54.360]  那隻加密貨幣
[00:06:54.360 --> 00:06:58.120]  那次那個就說一隻新出的加密貨幣
[00:06:58.120 --> 00:07:01.560]  跟 Existing 有現成的那些是不同的
[00:07:01.560 --> 00:07:05.440]  他的概念是好一點的
[00:07:05.440 --> 00:07:06.920]  他講了給我聽,不過我不明白
[00:07:06.920 --> 00:07:08.480]  我沒有辦法講給你聽
[00:07:08.480 --> 00:07:10.320]  總之跟些什麼 NFT
[00:07:10.320 --> 00:07:11.920]  全部我都是不懂的
[00:07:11.920 --> 00:07:13.640]  跟有關係、有聯繫的
[00:07:13.640 --> 00:07:17.040]  所以這隻加密貨幣是好東西
[00:07:17.040 --> 00:07:19.480]  還有一個好東西的地方是做什麼呢?
[00:07:19.480 --> 00:07:22.840]  剛剛新出,所以幣值還是很便宜的
[00:07:22.840 --> 00:07:26.680]  有買親手,現在大優惠
[00:07:26.680 --> 00:07:29.920]  其實那個 seminar 不是學術研究那裡開的
[00:07:29.920 --> 00:07:30.760]  是誰開的呢?
[00:07:30.760 --> 00:07:34.760]  是那個加密貨幣交易平台開的
[00:07:34.760 --> 00:07:37.440]  其實那天就是說什麼?
[00:07:37.440 --> 00:07:39.080]  叫你開戶口
[00:07:39.080 --> 00:07:42.040]  然後在他那裡買賣加密貨幣
[00:07:42.040 --> 00:07:44.800]  於是乎那天每個人都聽完之後
[00:07:44.800 --> 00:07:46.320]  特別是那位懂事的
[00:07:46.320 --> 00:07:48.080]  那天他有三十多人在那裡
[00:07:48.080 --> 00:07:49.600]  都是一些行家
[00:07:49.600 --> 00:07:52.360]  聽完之後覺得這個概念值得買
[00:07:52.360 --> 00:07:53.720]  好啊,自己的名字
[00:07:53.720 --> 00:07:55.720]  於是乎就在那裡按一下按一下
[00:07:55.720 --> 00:07:57.840]  打算什麼時候開戶口
[00:07:57.840 --> 00:07:59.640]  所以即場開戶口
[00:07:59.640 --> 00:08:02.840]  他看到那些行家都在做按一下按一下
[00:08:02.840 --> 00:08:04.720]  他又按一下按一下在那裡開戶口
[00:08:04.720 --> 00:08:08.160]  就是電腦人,當然是按一下按一下就開戶口
[00:08:08.160 --> 00:08:10.880]  按到最後兩個步驟
[00:08:10.880 --> 00:08:11.760]  差不多了
[00:08:11.760 --> 00:08:13.000]  按到最後兩個步驟
[00:08:13.000 --> 00:08:15.320]  按到幾乎開到戶口
[00:08:15.320 --> 00:08:18.920]  原來要連接他自己銀行戶口
[00:08:18.920 --> 00:08:21.560]  開戶口當然要連接他人
[00:08:21.560 --> 00:08:23.200]  然後再按一下看下去
[00:08:23.200 --> 00:08:26.760]  還有很多那些條款
[00:08:26.760 --> 00:08:28.400]  又要你Afflorize
[00:08:28.400 --> 00:08:30.360]  就是要你給他授權
[00:08:30.360 --> 00:08:32.640]  不知道怎麼動你的戶口,明白嗎?
[00:08:32.640 --> 00:08:34.120]  一聽到這些東西,看到這些東西
[00:08:34.120 --> 00:08:36.160]  又說還有很多那些
[00:08:36.160 --> 00:08:38.240]  然後飆不飆汗?
[00:08:38.240 --> 00:08:39.800]  咦,真的有一點點飆汗
[00:08:39.800 --> 00:08:40.760]  然後想一下
[00:08:40.760 --> 00:08:43.960]  咦,我相信貨幣那種幣的概念
[00:08:43.960 --> 00:08:46.400]  但是我不是很相信這家公司
[00:08:46.400 --> 00:08:47.560]  是什麼東西呢?這家公司
[00:08:47.560 --> 00:08:49.880]  我要跟他連接的戶口
[00:08:49.880 --> 00:08:52.640]  喂,這個是沙土還是盆石來的?
[00:08:52.640 --> 00:08:54.000]  就是這家公司是否穩妥?
[00:08:54.000 --> 00:08:54.840]  明白嗎?
[00:08:54.840 --> 00:08:55.880]  其實你也會想的
[00:08:55.880 --> 00:08:58.200]  就是究竟是否穩妥呢?
[00:08:58.200 --> 00:09:00.360]  就是會不會,就是會不會是你呢?
[00:09:00.360 --> 00:09:02.800]  這家公司,那家公司
[00:09:02.800 --> 00:09:05.040]  喂,現世金錢你也這樣想
[00:09:05.040 --> 00:09:07.360]  何況你生命問題你是不是這樣想
[00:09:07.360 --> 00:09:09.880]  究竟穩不穩妥,是否善利?
[00:09:09.880 --> 00:09:11.120]  好了,接著說下去
[00:09:11.120 --> 00:09:12.920]  那位弟兄於是按著按著
[00:09:12.920 --> 00:09:13.840]  最後兩個步驟
[00:09:13.840 --> 00:09:16.760]  你猜他有沒有開戶口?
[00:09:16.760 --> 00:09:19.320]  一想到這裡,就有點害怕
[00:09:19.320 --> 00:09:23.680]  所以最後差兩步而已,沒有開戶口
[00:09:23.680 --> 00:09:25.000]  事情發展是怎樣呢?
[00:09:25.000 --> 00:09:27.400]  接著下去,接著下去
[00:09:27.400 --> 00:09:30.040]  他就開始留意這隻加密貨幣
[00:09:30.040 --> 00:09:31.480]  接著他一邊看的時候
[00:09:31.480 --> 00:09:33.400]  其實他已經想著開的了
[00:09:33.400 --> 00:09:35.560]  現在打算投資一筆錢下去
[00:09:35.560 --> 00:09:36.720]  當然不是賭身家
[00:09:36.720 --> 00:09:38.840]  但是也會想一筆不小的錢下去
[00:09:38.840 --> 00:09:40.480]  因為他說現在是便宜你
[00:09:40.480 --> 00:09:42.920]  所以就有折扣之類的
[00:09:42.920 --> 00:09:45.240]  所以他就想著一筆錢
[00:09:45.240 --> 00:09:47.440]  所以接著往後幾年
[00:09:47.440 --> 00:09:48.880]  他一直留意著這隻貨幣
[00:09:48.880 --> 00:09:50.760]  不斷上升,不斷上升,不斷上升
[00:09:50.760 --> 00:09:53.040]  心理非常之不平衡
[00:09:53.040 --> 00:09:57.320]  他覺得自己虧了一千多萬而已,明白嗎?
[00:09:57.320 --> 00:10:01.320]  如果我那天最後按了那兩步
[00:10:01.320 --> 00:10:03.120]  虧了一千多萬
[00:10:03.120 --> 00:10:04.600]  心理非常之不平衡
[00:10:04.600 --> 00:10:06.840]  每次聽電話都硬著頭皮
[00:10:06.840 --> 00:10:08.600]  我說你後來又不買
[00:10:08.600 --> 00:10:09.760]  那時候便宜也沒有買
[00:10:09.760 --> 00:10:11.800]  後來它貴,我更加不想買
[00:10:11.800 --> 00:10:13.600]  人心你會不會是這樣?
[00:10:13.600 --> 00:10:14.880]  你是不是也是這樣?
[00:10:14.880 --> 00:10:16.440]  就是說它貴了又不想再買
[00:10:16.440 --> 00:10:18.000]  於是乎,經常都硬著頭皮
[00:10:18.000 --> 00:10:20.000]  直到什麼時候呢?
[00:10:20.000 --> 00:10:22.080]  直到最近,真的很最近
[00:10:22.080 --> 00:10:23.280]  他發現這家公司
[00:10:23.280 --> 00:10:25.200]  不是貨幣沒有了
[00:10:25.200 --> 00:10:28.560]  是交易平台倒閉了,明白嗎?
[00:10:28.560 --> 00:10:31.280]  倒閉之後,如果它還在的話
[00:10:31.280 --> 00:10:32.440]  就是血本無歸
[00:10:32.440 --> 00:10:34.720]  不過他自己想了兩件事情
[00:10:34.720 --> 00:10:36.960]  我覺得都可以值得和你分享
[00:10:36.960 --> 00:10:40.560]  弟兄在這件事情上想了兩件事情
[00:10:40.560 --> 00:10:41.800]  第一件事情就是覺得自己
[00:10:41.800 --> 00:10:43.240]  其實我從來沒有虧過一元
[00:10:43.240 --> 00:10:45.400]  但是我經常覺得自己虧了一千萬
[00:10:45.400 --> 00:10:47.280]  其實我根本一元都沒有虧過
[00:10:47.280 --> 00:10:50.000]  不過我經常覺得自己虧了一千萬
[00:10:50.000 --> 00:10:51.760]  第二件事情就想想
[00:10:51.760 --> 00:10:56.000]  這個也是和這個沙土和盆石有關
[00:10:56.000 --> 00:11:00.840]  他說,如果我真的有投資下去那一天
[00:11:00.840 --> 00:11:02.760]  如果真的的話
[00:11:02.760 --> 00:11:05.880]  其實我是永遠沒有可能
[00:11:05.880 --> 00:11:08.120]  賺到那一千多萬的
[00:11:08.120 --> 00:11:09.160]  什麼意思呢?
[00:11:09.160 --> 00:11:11.280]  因為我從來沒有買過
[00:11:11.280 --> 00:11:13.920]  我才覺得自己會賺一千多萬
[00:11:13.920 --> 00:11:15.200]  如果我有買的話
[00:11:15.200 --> 00:11:18.160]  分分鐘升10%、20%
[00:11:18.160 --> 00:11:21.520]  頂到50%一定放了
[00:11:21.520 --> 00:11:22.560]  我是賺不足的
[00:11:22.560 --> 00:11:23.480]  但是我沒有買過
[00:11:23.480 --> 00:11:24.680]  所以我經常都覺得自己
[00:11:24.680 --> 00:11:26.240]  是有機會賺到那一千多萬
[00:11:26.240 --> 00:11:27.960]  其實我沒有可能賺到那一千多萬
[00:11:27.960 --> 00:11:28.360]  行不行?
[00:11:28.360 --> 00:11:31.320]  第一點,第二點更加重要
[00:11:31.320 --> 00:11:32.840]  其實呢
[00:11:32.840 --> 00:11:34.520]  如果那些錢真的這麼容易賺
[00:11:34.520 --> 00:11:35.920]  其實我那時候真的不停地升
[00:11:35.920 --> 00:11:37.760]  升得很快、很急
[00:11:37.760 --> 00:11:40.200]  其實我猜過我沒有心機做事
[00:11:40.200 --> 00:11:41.880]  我天天都盯著它
[00:11:41.880 --> 00:11:42.680]  天天盯著它
[00:11:42.680 --> 00:11:44.960]  這麼容易升,比打工好
[00:11:44.960 --> 00:11:46.200]  但是哪些是盆石
[00:11:46.200 --> 00:11:48.240]  哪些是沙土,行不行?
[00:11:48.240 --> 00:11:50.600]  什麼時候…我猜我辭了工
[00:11:50.600 --> 00:11:52.160]  就是不停地炒它
[00:11:52.160 --> 00:11:53.800]  不就更好過你上班
[00:11:53.800 --> 00:11:56.240]  沙土淨盆石,明白嗎?
[00:11:56.240 --> 00:11:59.080]  如果那時候我打算拿一筆錢
[00:11:59.080 --> 00:12:00.640]  如果這麼容易賺錢的話
[00:12:00.640 --> 00:12:03.160]  隨時倒身家後來
[00:12:03.160 --> 00:12:05.400]  分身下去兼倒身家
[00:12:05.400 --> 00:12:08.600]  倒塌得很大,收不收得到?
[00:12:08.600 --> 00:12:11.600]  當它倒塌的時候
[00:12:11.600 --> 00:12:12.880]  所以我說回頭
[00:12:12.880 --> 00:12:14.680]  在現世生活當中
[00:12:14.680 --> 00:12:16.600]  我們有時候都會分辨到
[00:12:16.600 --> 00:12:17.960]  究竟什麼是盆石
[00:12:17.960 --> 00:12:18.680]  什麼是沙土
[00:12:18.680 --> 00:12:21.920]  我們應該怎樣來投資自己的時間
[00:12:21.920 --> 00:12:24.360]  金錢、心力在當中
[00:12:24.360 --> 00:12:25.760]  但是更重要
[00:12:25.760 --> 00:12:28.200]  這段經文其實想跟你說什麼呢?
[00:12:28.200 --> 00:12:30.240]  這段經文其實想跟我們說
[00:12:30.240 --> 00:12:31.400]  並不是投資
[00:12:31.400 --> 00:12:32.560]  我弄出來說的
[00:12:32.560 --> 00:12:34.480]  但是重要的是什麼呢?
[00:12:34.480 --> 00:12:36.400]  所以…
[00:12:36.400 --> 00:12:39.720]  所以就是說前面那段才是重點
[00:12:39.720 --> 00:12:41.680]  所以前面是什麼呢?
[00:12:41.680 --> 00:12:43.800]  凡稱呼我主啊主啊的人
[00:12:43.800 --> 00:12:45.440]  二十一節那裡
[00:12:45.440 --> 00:12:47.600]  不能都盡天國
[00:12:47.600 --> 00:12:52.360]  唯獨遵行我天父旨意的人才能盡去
[00:12:52.360 --> 00:12:58.000]  這裡其實想說的是究竟怎麼能夠盡天國
[00:12:58.000 --> 00:13:00.400]  這才是這段經文要提的重點
[00:13:00.400 --> 00:13:01.600]  如果你看到的時候
[00:13:01.600 --> 00:13:03.360]  你會發覺就是一對的
[00:13:03.360 --> 00:13:06.920]  這裡說到唯獨遵行我天父旨意的人
[00:13:06.920 --> 00:13:08.880]  一對跳回二十四節就說
[00:13:08.880 --> 00:13:11.240]  凡聽見我者話就去行的
[00:13:11.240 --> 00:13:12.680]  是不是平衡的?
[00:13:12.680 --> 00:13:14.360]  感不感受到?聽不聽到?
[00:13:14.360 --> 00:13:17.960]  這才是這段經文要提醒我們的重點
[00:13:17.960 --> 00:13:19.680]  遵行天父的旨意
[00:13:19.680 --> 00:13:22.760]  凡聽見主耶穌的話去行
[00:13:22.760 --> 00:13:26.360]  以至到我們的生命可以建立在盤石上
[00:13:26.360 --> 00:13:27.760]  要盤石的根基
[00:13:27.760 --> 00:13:30.400]  就算雨淋水沖風吹
[00:13:30.400 --> 00:13:32.400]  我們生命都是堅固穩定
[00:13:32.400 --> 00:13:35.280]  我們仍然可以在天國裡面有份
[00:13:35.280 --> 00:13:38.200]  我們生命裡面是堅固的不動搖的
[00:13:38.200 --> 00:13:39.720]  縱然世界的事情
[00:13:39.720 --> 00:13:40.760]  你覺不覺得世界的事情
[00:13:40.760 --> 00:13:42.800]  經常都很多紛紛擾擾
[00:13:42.800 --> 00:13:45.480]  使得我們的心一直晃來晃去
[00:13:45.480 --> 00:13:48.160]  尤其是我們的東西不在盤石上
[00:13:48.160 --> 00:13:51.360]  我們根基在沙土上的時候
[00:13:51.360 --> 00:13:53.840]  生命是很動搖的
[00:13:53.840 --> 00:13:55.400]  什麼是盤石?
[00:13:55.400 --> 00:13:56.680]  是上帝的國
[00:13:56.680 --> 00:13:58.600]  天國永不動搖
[00:13:58.600 --> 00:14:01.840]  如果我們生命建基在天國的事情上面
[00:14:01.840 --> 00:14:02.760]  永不動搖
[00:14:02.760 --> 00:14:03.920]  但是反過來
[00:14:03.920 --> 00:14:06.320]  我們的根基在沙土上面
[00:14:06.320 --> 00:14:10.240]  剛才我說的投資、樓價等等
[00:14:10.240 --> 00:14:11.680]  生命很多動搖
[00:14:11.680 --> 00:14:13.360]  因為它漲你又動搖
[00:14:13.360 --> 00:14:14.440]  它跌你又動搖
[00:14:14.440 --> 00:14:16.000]  所以整天都動搖
[00:14:16.000 --> 00:14:18.120]  但我不是叫你說不讓你投資
[00:14:18.120 --> 00:14:19.640]  不讓你做其他生命的事情
[00:14:19.640 --> 00:14:22.600]  但是盤石根基在哪裡?
[00:14:22.600 --> 00:14:24.400]  聽從天父旨意
[00:14:24.400 --> 00:14:26.880]  不過我想說這段經文提到的地方
[00:14:26.880 --> 00:14:27.600]  就是說
[00:14:27.600 --> 00:14:28.840]  這裡特別要說的就是
[00:14:28.840 --> 00:14:31.400]  凡稱呼我主啊主啊的人
[00:14:31.400 --> 00:14:33.840]  不能都進天國
[00:14:33.840 --> 00:14:35.640]  這個也不要看漏了
[00:14:35.640 --> 00:14:36.840]  是不能都而已
[00:14:36.840 --> 00:14:38.160]  不是不能進天國
[00:14:38.160 --> 00:14:39.520]  有很大分別
[00:14:39.520 --> 00:14:40.280]  可以嗎?
[00:14:40.280 --> 00:14:42.280]  稱呼主啊主啊的人
[00:14:42.280 --> 00:14:43.600]  是能夠進天國的
[00:14:43.600 --> 00:14:45.920]  不過是不能都而已
[00:14:45.920 --> 00:14:46.880]  就是有些可以
[00:14:46.880 --> 00:14:47.640]  有些不可以
[00:14:47.640 --> 00:14:49.520]  不能都
[00:14:49.520 --> 00:14:51.720]  不同不能是不同的
[00:14:51.720 --> 00:14:52.320]  不能的
[00:14:52.320 --> 00:14:54.040]  不過不是就這麼說
[00:14:54.040 --> 00:14:56.480]  主啊主啊就能
[00:14:56.480 --> 00:14:58.360]  視乎你是不是真的在進行
[00:14:58.360 --> 00:15:00.360]  天父的旨意才能進去
[00:15:00.360 --> 00:15:01.480]  因為到那一天
[00:15:01.480 --> 00:15:03.800]  有很多人會對我說
[00:15:03.800 --> 00:15:04.680]  主啊主啊
[00:15:04.680 --> 00:15:06.600]  我們不是奉你的名傳道
[00:15:06.600 --> 00:15:07.520]  奉你的名趕鬼
[00:15:07.520 --> 00:15:09.680]  奉你的名行許多義能嗎?
[00:15:09.680 --> 00:15:10.600]  就是說
[00:15:10.600 --> 00:15:12.640]  那些人有傳福音
[00:15:12.640 --> 00:15:14.520]  又有奉主的名趕鬼
[00:15:14.520 --> 00:15:16.680]  做了很多美好的事情
