
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹早晨
[00:03:38.000 --> 00:03:40.000]  立他的叔
[00:03:40.000 --> 00:03:42.000]  就是約西亞最小的兒子
[00:03:42.000 --> 00:03:44.000]  叫西底加
[00:03:44.000 --> 00:03:46.000]  所以今天的經文
[00:03:46.000 --> 00:03:48.000]  開始讀的時候
[00:03:48.000 --> 00:03:50.000]  第十七節
[00:03:50.000 --> 00:03:52.000]  二十七章第十七節
[00:03:52.000 --> 00:03:54.000]  西底加
[00:03:54.000 --> 00:03:56.000]  剛才明保在讀的時候
[00:03:56.000 --> 00:03:58.000]  造王二十一歲造王
[00:03:58.000 --> 00:04:00.000]  是他最小的兒子
[00:04:00.000 --> 00:04:02.000]  二十一歲造王
[00:04:02.000 --> 00:04:04.000]  西底加
[00:04:04.000 --> 00:04:08.000]  其實他原本
[00:04:08.000 --> 00:04:10.000]  西底加
[00:04:10.000 --> 00:04:12.000]  在希伯來文
[00:04:12.000 --> 00:04:14.000]  是公義
[00:04:14.000 --> 00:04:16.000]  耶和華
[00:04:16.000 --> 00:04:18.000]  是公義
[00:04:18.000 --> 00:04:20.000]  這是巴比倫王給他的名字
[00:04:20.000 --> 00:04:22.000]  但是他本來的名字叫
[00:04:22.000 --> 00:04:24.000]  Metania
[00:04:24.000 --> 00:04:26.000]  有沒有看到這個字
[00:04:26.000 --> 00:04:30.000]  是耶和華的禮物
[00:04:30.000 --> 00:04:36.000]  那麼
[00:04:36.000 --> 00:04:38.000]  當我
[00:04:38.000 --> 00:04:40.000]  大家留意
[00:04:40.000 --> 00:04:42.000]  當一個上王幫下王
[00:04:42.000 --> 00:04:44.000]  改了一個名字
[00:04:44.000 --> 00:04:46.000]  就是我和你爸爸
[00:04:46.000 --> 00:04:48.000]  今天改名的
[00:04:48.000 --> 00:04:50.000]  特權
[00:04:50.000 --> 00:04:52.000]  是誰
[00:04:52.000 --> 00:04:54.000]  做爸爸
[00:04:54.000 --> 00:04:56.000]  誰有權將這個身份證起名
[00:04:56.000 --> 00:04:58.000]  爸爸
[00:04:58.000 --> 00:05:00.000]  對不對
[00:05:00.000 --> 00:05:02.000]  特權
[00:05:02.000 --> 00:05:04.000]  如果一個人
[00:05:04.000 --> 00:05:06.000]  人家要幫你改名你要接受
[00:05:06.000 --> 00:05:08.000]  那個人就是你叫什麼
[00:05:08.000 --> 00:05:10.000]  爸爸
[00:05:10.000 --> 00:05:12.000]  所以尼泊爾加里薩
[00:05:12.000 --> 00:05:14.000]  這個字是中文
[00:05:14.000 --> 00:05:16.000]  尼泊爾加里薩
[00:05:16.000 --> 00:05:18.000]  中文五個字
[00:05:18.000 --> 00:05:20.000]  尼泊爾加里薩
[00:05:20.000 --> 00:05:24.000]  原文呢
[00:05:24.000 --> 00:05:26.000]  或者英文翻譯是什麼
[00:05:26.000 --> 00:05:28.000]  一個字
[00:05:28.000 --> 00:05:30.000]  尼泊爾加里薩這個人
[00:05:30.000 --> 00:05:32.000]  是一個很值得我們去讀的
[00:05:32.000 --> 00:05:34.000]  但以你書會有介紹他
[00:05:34.000 --> 00:05:36.000]  尼泊爾加里薩是一個
[00:05:36.000 --> 00:05:38.000]  非常傳奇性的人
[00:05:38.000 --> 00:05:40.000]  不過在這個時候他用
[00:05:40.000 --> 00:05:42.000]  醜角出現
[00:05:42.000 --> 00:05:44.000]  什麼叫醜角
[00:05:44.000 --> 00:05:46.000]  大家看戲劇
[00:05:46.000 --> 00:05:48.000]  不是好人
[00:05:48.000 --> 00:05:50.000]  後來變好人
[00:05:50.000 --> 00:05:52.000]  不過上帝在這個時候就用他
[00:05:52.000 --> 00:05:54.000]  不過anyway
[00:05:54.000 --> 00:05:56.000]  因為不是主要學
[00:05:56.000 --> 00:05:58.000]  其實我的廣宗裡面
[00:05:58.000 --> 00:06:00.000]  我將約哈斯
[00:06:00.000 --> 00:06:02.000]  和約瓦京
[00:06:02.000 --> 00:06:04.000]  約哈斯是叔叔
[00:06:04.000 --> 00:06:06.000]  約瓦京是侄子
[00:06:06.000 --> 00:06:08.000]  他們的王是很相似
[00:06:08.000 --> 00:06:10.000]  大家祖王三個月
[00:06:10.000 --> 00:06:12.000]  但最相似是行夜禍
[00:06:12.000 --> 00:06:14.000]  眼中安寧惡的事
[00:06:14.000 --> 00:06:16.000]  我今天就不提這件事
[00:06:16.000 --> 00:06:18.000]  不過我就想
[00:06:18.000 --> 00:06:20.000]  繼續來看
[00:06:20.000 --> 00:06:22.000]  這個約瓦京
[00:06:22.000 --> 00:06:28.000]  約瓦京
[00:06:28.000 --> 00:06:30.000]  剛剛我讀了
[00:06:30.000 --> 00:06:32.000]  約瓦京就剛剛被
[00:06:32.000 --> 00:06:34.000]  巴比倫王
[00:06:34.000 --> 00:06:36.000]  尼保加雷撒
[00:06:36.000 --> 00:06:38.000]  將他擄了
[00:06:38.000 --> 00:06:40.000]  擄到巴比倫
[00:06:40.000 --> 00:06:42.000]  約瓦京
[00:06:42.000 --> 00:06:44.000]  Johiachin
[00:06:44.000 --> 00:06:46.000]  英文是Johiachin
[00:06:46.000 --> 00:06:48.000]  中文叫約瓦京
[00:06:48.000 --> 00:06:50.000]  中文叫約瓦京
[00:06:50.000 --> 00:06:52.000]  他另一個名叫Jekaniah
[00:06:52.000 --> 00:06:54.000]  耶哥尼亞
[00:06:54.000 --> 00:06:56.000]  是耶穌的家譜
[00:06:56.000 --> 00:06:58.000]  裡面一個人物
[00:06:58.000 --> 00:07:00.000]  就是耶穌的
[00:07:00.000 --> 00:07:02.000]  one of the forefathers
[00:07:02.000 --> 00:07:04.000]  of Jesus Christ
[00:07:04.000 --> 00:07:06.000]  His name appears in the book
[00:07:06.000 --> 00:07:08.000]  in the gospel of Matthew chapter 1
[00:07:08.000 --> 00:07:10.000]  OK
[00:07:10.000 --> 00:07:12.000]  在耶穌基督的家譜裡面
[00:07:12.000 --> 00:07:14.000]  是有Jekaniah
[00:07:14.000 --> 00:07:16.000]  用這個字
[00:07:16.000 --> 00:07:18.000]  其實就是約瓦京
[00:07:18.000 --> 00:07:20.000]  他被擄
[00:07:20.000 --> 00:07:22.000]  那時候是不是讀聖經呢
[00:07:22.000 --> 00:07:24.000]  不是說這一堂記住這個人就行了
[00:07:24.000 --> 00:07:26.000]  其實聖經一直有聯繫下去
[00:07:26.000 --> 00:07:30.000]  所以讀聖經
[00:07:30.000 --> 00:07:32.000]  不是說一次過一次到
[00:07:32.000 --> 00:07:34.000]  這個斬件
[00:07:34.000 --> 00:07:36.000]  聖經的故事從來不是斬件式
[00:07:36.000 --> 00:07:38.000]  是有聯繫性的
[00:07:38.000 --> 00:07:40.000]  所以各位聽眾
[00:07:40.000 --> 00:07:42.000]  我們是跟隨主
[00:07:42.000 --> 00:07:44.000]  讀神的話
[00:07:44.000 --> 00:07:46.000]  我們對聖經的知識
[00:07:46.000 --> 00:07:48.000]  是一直慢慢建立
[00:07:48.000 --> 00:07:50.000]  Build up
[00:07:50.000 --> 00:07:52.000]  是有聯繫的
[00:07:52.000 --> 00:07:54.000]  所以一個基督徒
[00:07:54.000 --> 00:07:56.000]  如果你信主得久
[00:07:56.000 --> 00:07:58.000]  聽道主的道久了
[00:07:58.000 --> 00:08:00.000]  你應該有差不多的
[00:08:00.000 --> 00:08:02.000]  造詣
[00:08:02.000 --> 00:08:04.000]  所以很多時候如果你想騙人
[00:08:04.000 --> 00:08:06.000]  說我很懂聖經
[00:08:06.000 --> 00:08:08.000]  我多問你兩句你就會知道
[00:08:08.000 --> 00:08:10.000]  聖經是一生的學習
[00:08:10.000 --> 00:08:12.000]  是很長時間
[00:08:12.000 --> 00:08:16.000]  不是一天
[00:08:16.000 --> 00:08:18.000]  我昨天信了耶穌
[00:08:18.000 --> 00:08:20.000]  昨天就立刻很熟悉
[00:08:20.000 --> 00:08:22.000]  沒有這回事的
[00:08:22.000 --> 00:08:24.000]  熟悉是要慢慢建立
[00:08:24.000 --> 00:08:26.000]  聖經的知識也是慢慢
[00:08:26.000 --> 00:08:28.000]  聖經是一生的學習
[00:08:28.000 --> 00:08:30.000]  是一生的學習
[00:08:30.000 --> 00:08:32.000]  聖經是一生的學習
[00:08:32.000 --> 00:08:34.000]  聖經是一生的學習
[00:08:34.000 --> 00:08:36.000]  聖經是一生的學習
[00:08:36.000 --> 00:08:38.000]  聖經是一生的學習
[00:08:38.000 --> 00:08:40.000]  聖經是一生的學習
[00:08:40.000 --> 00:08:42.000]  聖經是一生的學習
[00:08:42.000 --> 00:08:44.000]  聖經是一生的學習
[00:08:44.000 --> 00:08:46.000]  聖經是一生的學習
[00:08:46.000 --> 00:08:48.000]  聖經是一生的學習
[00:08:48.000 --> 00:08:50.000]  聖經是一生的學習
[00:08:50.000 --> 00:08:52.000]  聖經是一生的學習
[00:08:52.000 --> 00:08:54.000]  聖經是一生的學習
[00:08:54.000 --> 00:08:56.000]  聖經是一生的學習
[00:08:56.000 --> 00:08:58.000]  聖經是一生的學習
[00:08:58.000 --> 00:09:00.000]  聖經是一生的學習
[00:09:00.000 --> 00:09:02.000]  聖經是一生的學習
[00:09:02.000 --> 00:09:04.000]  聖經是一生的學習
[00:09:04.000 --> 00:09:06.000]  聖經是一生的學習
[00:09:06.000 --> 00:09:08.000]  聖經是一生的學習
[00:09:08.000 --> 00:09:10.000]  聖經是一生的學習
[00:09:10.000 --> 00:09:12.000]  聖經是一生的學習
[00:09:12.000 --> 00:09:14.000]  聖經是一生的學習
[00:09:14.000 --> 00:09:16.000]  聖經是一生的學習
[00:09:16.000 --> 00:09:18.000]  聖經是一生的學習
[00:09:18.000 --> 00:09:20.000]  聖經是一生的學習
[00:09:20.000 --> 00:09:22.000]  聖經是一生的學習
[00:09:22.000 --> 00:09:24.000]  聖經是一生的學習
[00:09:24.000 --> 00:09:26.000]  聖經是一生的學習
[00:09:26.000 --> 00:09:28.000]  聖經是一生的學習
[00:09:28.000 --> 00:09:30.000]  聖經是一生的學習
[00:09:30.000 --> 00:09:32.000]  聖經是一生的學習
[00:09:32.000 --> 00:09:34.000]  聖經是一生的學習
[00:09:34.000 --> 00:09:36.000]  聖經是一生的學習
[00:09:36.000 --> 00:09:38.000]  聖經是一生的學習
[00:09:38.000 --> 00:09:40.000]  聖經是一生的學習
[00:09:40.000 --> 00:09:42.000]  聖經是一生的學習
[00:09:42.000 --> 00:09:44.000]  聖經是一生的學習
[00:09:44.000 --> 00:09:46.000]  聖經是一生的學習
[00:09:46.000 --> 00:09:48.000]  聖經是一生的學習
[00:09:48.000 --> 00:09:50.000]  聖經是一生的學習
[00:09:50.000 --> 00:09:52.000]  聖經是一生的學習
[00:09:52.000 --> 00:09:54.000]  聖經是一生的學習
[00:09:54.000 --> 00:09:56.000]  聖經是一生的學習
[00:09:56.000 --> 00:09:58.000]  聖經是一生的學習
[00:09:58.000 --> 00:10:00.000]  聖經是一生的學習
[00:10:00.000 --> 00:10:02.000]  聖經是一生的學習
[00:10:02.000 --> 00:10:04.000]  聖經是一生的學習
[00:10:04.000 --> 00:10:06.000]  聖經是一生的學習
[00:10:06.000 --> 00:10:08.000]  聖經是一生的學習
[00:10:08.000 --> 00:10:10.000]  聖經是一生的學習
[00:10:10.000 --> 00:10:12.000]  聖經是一生的學習
[00:10:12.000 --> 00:10:14.000]  聖經是一生的學習
[00:10:14.000 --> 00:10:16.000]  聖經是一生的學習
[00:10:16.000 --> 00:10:18.000]  聖經是一生的學習
[00:10:18.000 --> 00:10:20.000]  聖經是一生的學習
[00:10:20.000 --> 00:10:22.000]  聖經是一生的學習
[00:10:22.000 --> 00:10:24.000]  聖經是一生的學習
[00:10:24.000 --> 00:10:26.000]  聖經是一生的學習
[00:10:26.000 --> 00:10:28.000]  聖經是一生的學習
[00:10:28.000 --> 00:10:30.000]  聖經是一生的學習
[00:10:30.000 --> 00:10:32.000]  聖經是一生的學習
[00:10:32.000 --> 00:10:34.000]  聖經是一生的學習
[00:10:34.000 --> 00:10:36.000]  聖經是一生的學習
[00:10:36.000 --> 00:10:38.000]  聖經是一生的學習
[00:10:38.000 --> 00:10:40.000]  聖經是一生的學習
[00:10:40.000 --> 00:10:42.000]  聖經是一生的學習
[00:10:42.000 --> 00:10:44.000]  聖經是一生的學習
[00:10:44.000 --> 00:10:46.000]  聖經是一生的學習
[00:10:46.000 --> 00:10:48.000]  聖經是一生的學習
[00:10:48.000 --> 00:10:50.000]  聖經是一生的學習
[00:10:50.000 --> 00:10:52.000]  聖經是一生的學習
[00:10:52.000 --> 00:10:54.000]  聖經是一生的學習
[00:10:54.000 --> 00:10:56.000]  聖經是一生的學習
[00:10:56.000 --> 00:10:58.000]  聖經是一生的學習
[00:10:58.000 --> 00:11:00.000]  聖經是一生的學習
[00:11:00.000 --> 00:11:02.000]  聖經是一生的學習
[00:11:02.000 --> 00:11:04.000]  聖經是一生的學習
[00:11:04.000 --> 00:11:06.000]  聖經是一生的學習
[00:11:06.000 --> 00:11:08.000]  聖經是一生的學習
[00:11:08.000 --> 00:11:10.000]  聖經是一生的學習
[00:11:10.000 --> 00:11:12.000]  聖經是一生的學習
[00:11:12.000 --> 00:11:14.000]  聖經是一生的學習
[00:11:14.000 --> 00:11:16.000]  聖經是一生的學習
[00:11:16.000 --> 00:11:18.000]  聖經是一生的學習
[00:11:18.000 --> 00:11:20.000]  聖經是一生的學習
[00:11:20.000 --> 00:11:22.000]  聖經是一生的學習
[00:11:22.000 --> 00:11:24.000]  聖經是一生的學習
[00:11:24.000 --> 00:11:26.000]  聖經是一生的學習
[00:11:26.000 --> 00:11:28.000]  聖經是一生的學習
[00:11:28.000 --> 00:11:30.000]  聖經是一生的學習
[00:11:30.000 --> 00:11:32.000]  聖經是一生的學習
[00:11:32.000 --> 00:11:34.000]  聖經是一生的學習
[00:11:34.000 --> 00:11:36.000]  聖經是一生的學習
[00:11:36.000 --> 00:11:38.000]  聖經是一生的學習
[00:11:38.000 --> 00:11:40.000]  聖經是一生的學習
[00:11:40.000 --> 00:11:42.000]  聖經是一生的學習
[00:11:42.000 --> 00:11:44.000]  聖經是一生的學習
[00:11:44.000 --> 00:11:46.000]  聖經是一生的學習
[00:11:46.000 --> 00:11:48.000]  聖經是一生的學習
[00:11:48.000 --> 00:11:50.000]  聖經是一生的學習
[00:11:50.000 --> 00:11:52.000]  聖經是一生的學習
[00:11:52.000 --> 00:11:54.000]  聖經是一生的學習
[00:11:54.000 --> 00:11:56.000]  聖經是一生的學習
[00:11:56.000 --> 00:11:58.000]  聖經是一生的學習
[00:11:58.000 --> 00:12:00.000]  聖經是一生的學習
[00:12:00.000 --> 00:12:02.000]  聖經是一生的學習
[00:12:02.000 --> 00:12:04.000]  聖經是一生的學習
[00:12:04.000 --> 00:12:06.000]  聖經是一生的學習
[00:12:06.000 --> 00:12:08.000]  聖經是一生的學習
[00:12:08.000 --> 00:12:10.000]  聖經是一生的學習
[00:12:10.000 --> 00:12:12.000]  聖經是一生的學習
[00:12:12.000 --> 00:12:14.000]  聖經是一生的學習
[00:12:14.000 --> 00:12:16.000]  聖經是一生的學習
[00:12:16.000 --> 00:12:18.000]  聖經是一生的學習
[00:12:18.000 --> 00:12:20.000]  聖經是一生的學習
[00:12:20.000 --> 00:12:22.000]  聖經是一生的學習
[00:12:22.000 --> 00:12:24.000]  聖經是一生的學習
[00:12:24.000 --> 00:12:26.000]  聖經是一生的學習
[00:12:26.000 --> 00:12:28.000]  聖經是一生的學習
[00:12:28.000 --> 00:12:30.000]  聖經是一生的學習
[00:12:30.000 --> 00:12:32.000]  聖經是一生的學習
[00:12:32.000 --> 00:12:34.000]  聖經是一生的學習
[00:12:34.000 --> 00:12:36.000]  聖經是一生的學習
[00:12:36.000 --> 00:12:38.000]  聖經是一生的學習
[00:12:38.000 --> 00:12:40.000]  聖經是一生的學習
[00:12:40.000 --> 00:12:42.000]  聖經是一生的學習
[00:12:42.000 --> 00:12:44.000]  聖經是一生的學習
[00:12:44.000 --> 00:12:46.000]  聖經是一生的學習
[00:12:46.000 --> 00:12:48.000]  聖經是一生的學習
[00:12:48.000 --> 00:12:50.000]  聖經是一生的學習
[00:12:50.000 --> 00:12:52.000]  聖經是一生的學習
[00:12:52.000 --> 00:12:54.000]  聖經是一生的學習
[00:12:54.000 --> 00:12:56.000]  聖經是一生的學習
[00:12:56.000 --> 00:12:58.000]  聖經是一生的學習
[00:12:58.000 --> 00:13:00.000]  聖經是一生的學習
[00:13:00.000 --> 00:13:02.000]  聖經是一生的學習
[00:13:02.000 --> 00:13:04.000]  聖經是一生的學習
[00:13:04.000 --> 00:13:06.000]  聖經是一生的學習
[00:13:06.000 --> 00:13:08.000]  聖經是一生的學習
[00:13:08.000 --> 00:13:10.000]  聖經是一生的學習
[00:13:10.000 --> 00:13:12.000]  聖經是一生的學習
[00:13:12.000 --> 00:13:14.000]  聖經是一生的學習
[00:13:14.000 --> 00:13:16.000]  聖經是一生的學習
[00:13:16.000 --> 00:13:18.000]  聖經是一生的學習
[00:13:18.000 --> 00:13:20.000]  聖經是一生的學習
[00:13:20.000 --> 00:13:22.000]  聖經是一生的學習
[00:13:22.000 --> 00:13:24.000]  聖經是一生的學習
[00:13:24.000 --> 00:13:26.000]  聖經是一生的學習
[00:13:26.000 --> 00:13:28.000]  聖經是一生的學習
[00:13:28.000 --> 00:13:30.000]  聖經是一生的學習
[00:13:30.000 --> 00:13:32.000]  聖經是一生的學習
[00:13:32.000 --> 00:13:34.000]  聖經是一生的學習
[00:13:34.000 --> 00:13:36.000]  聖經是一生的學習
[00:13:36.000 --> 00:13:38.000]  聖經是一生的學習
[00:13:38.000 --> 00:13:40.000]  聖經是一生的學習
[00:13:40.000 --> 00:13:42.000]  聖經是一生的學習
[00:13:42.000 --> 00:13:44.000]  聖經是一生的學習
[00:13:44.000 --> 00:13:46.000]  聖經是一生的學習
[00:13:46.000 --> 00:13:48.000]  聖經是一生的學習
[00:13:48.000 --> 00:13:50.000]  聖經是一生的學習
[00:13:50.000 --> 00:13:52.000]  聖經是一生的學習
[00:13:52.000 --> 00:13:54.000]  聖經是一生的學習
[00:13:54.000 --> 00:13:56.000]  聖經是一生的學習
[00:13:56.000 --> 00:13:58.000]  聖經是一生的學習
[00:13:58.000 --> 00:14:00.000]  聖經是一生的學習
[00:14:00.000 --> 00:14:02.000]  聖經是一生的學習
[00:14:02.000 --> 00:14:04.000]  聖經是一生的學習
[00:14:04.000 --> 00:14:06.000]  聖經是一生的學習
[00:14:06.000 --> 00:14:08.000]  聖經是一生的學習
[00:14:08.000 --> 00:14:10.000]  聖經是一生的學習
[00:14:10.000 --> 00:14:12.000]  聖經是一生的學習
[00:14:12.000 --> 00:14:14.000]  聖經是一生的學習
[00:14:14.000 --> 00:14:16.000]  聖經是一生的學習
[00:14:16.000 --> 00:14:18.000]  聖經是一生的學習
[00:14:18.000 --> 00:14:20.000]  聖經是一生的學習
[00:14:20.000 --> 00:14:22.000]  聖經是一生的學習
[00:14:22.000 --> 00:14:24.000]  聖經是一生的學習
[00:14:24.000 --> 00:14:26.000]  聖經是一生的學習
[00:14:26.000 --> 00:14:28.000]  聖經是一生的學習
[00:14:28.000 --> 00:14:30.000]  聖經是一生的學習
[00:14:30.000 --> 00:14:32.000]  聖經是一生的學習
[00:14:32.000 --> 00:14:34.000]  聖經是一生的學習
[00:14:34.000 --> 00:14:36.000]  聖經是一生的學習
[00:14:36.000 --> 00:14:38.000]  聖經是一生的學習
[00:14:38.000 --> 00:14:40.000]  聖經是一生的學習
[00:14:40.000 --> 00:14:42.000]  聖經是一生的學習
[00:14:42.000 --> 00:14:44.000]  聖經是一生的學習
[00:14:44.000 --> 00:14:46.000]  聖經是一生的學習
[00:14:46.000 --> 00:14:48.000]  聖經是一生的學習
[00:14:48.000 --> 00:14:50.000]  聖經是一生的學習
[00:14:50.000 --> 00:14:52.000]  聖經是一生的學習
[00:14:52.000 --> 00:14:54.000]  聖經是一生的學習
[00:14:54.000 --> 00:14:56.000]  聖經是一生的學習
[00:14:56.000 --> 00:14:58.000]  聖經是一生的學習
[00:14:58.000 --> 00:15:00.000]  聖經是一生的學習
[00:15:00.000 --> 00:15:02.000]  聖經是一生的學習
[00:15:02.000 --> 00:15:04.000]  聖經是一生的學習
[00:15:04.000 --> 00:15:06.000]  聖經是一生的學習
[00:15:06.000 --> 00:15:08.000]  聖經是一生的學習
[00:15:08.000 --> 00:15:10.000]  聖經是一生的學習
[00:15:10.000 --> 00:15:12.000]  聖經是一生的學習
[00:15:12.000 --> 00:15:14.000]  聖經是一生的學習
[00:15:14.000 --> 00:15:16.000]  聖經是一生的學習
[00:15:16.000 --> 00:15:18.000]  聖經是一生的學習
[00:15:18.000 --> 00:15:20.000]  聖經是一生的學習
[00:15:20.000 --> 00:15:22.000]  聖經是一生的學習
[00:15:22.000 --> 00:15:24.000]  聖經是一生的學習
[00:15:24.000 --> 00:15:26.000]  聖經是一生的學習
[00:15:26.000 --> 00:15:28.000]  聖經是一生的學習
[00:15:28.000 --> 00:15:30.000]  聖經是一生的學習
[00:15:30.000 --> 00:15:32.000]  聖經是一生的學習
[00:15:32.000 --> 00:15:34.000]  聖經是一生的學習
[00:15:34.000 --> 00:15:36.000]  聖經是一生的學習
[00:15:36.000 --> 00:15:38.000]  聖經是一生的學習
[00:15:38.000 --> 00:15:40.000]  聖經是一生的學習
[00:15:40.000 --> 00:15:42.000]  聖經是一生的學習
[00:15:42.000 --> 00:15:44.000]  聖經是一生的學習
[00:15:44.000 --> 00:15:46.000]  聖經是一生的學習
[00:15:46.000 --> 00:15:48.000]  聖經是一生的學習
[00:15:48.000 --> 00:15:50.000]  聖經是一生的學習
[00:15:50.000 --> 00:15:52.000]  聖經是一生的學習
[00:15:52.000 --> 00:15:54.000]  聖經是一生的學習
[00:15:54.000 --> 00:15:56.000]  聖經是一生的學習
[00:15:56.000 --> 00:15:58.000]  聖經是一生的學習
[00:15:58.000 --> 00:16:00.000]  聖經是一生的學習
[00:16:00.000 --> 00:16:02.000]  聖經是一生的學習
