
[00:00:00.000 --> 00:00:02.940]  聽完節目 我今天有個題目叫「認識新知」
[00:03:51.600 --> 00:03:57.680]  這是最好的一個方式
[00:03:57.680 --> 00:03:59.840]  將福音傳出去
[00:03:59.840 --> 00:04:06.800]  無論你聽那些Relationship Evangelism
[00:04:06.800 --> 00:04:09.160]  或者叫Friendship Evangelism
[00:04:09.160 --> 00:04:12.440]  或者用希臘字+這個字
[00:04:12.440 --> 00:04:13.560]  Icos等等
[00:04:13.560 --> 00:04:18.960]  你要結識那個人 就會更加容易地推介
[00:04:18.960 --> 00:04:21.040]  不單是福音
[00:04:21.040 --> 00:04:23.240]  更加是你去外面的世界
[00:04:23.240 --> 00:04:26.960]  你做任何推介的事情
[00:04:26.960 --> 00:04:30.880]  MV傳銷也好 你做保險也好
[00:04:30.880 --> 00:04:34.360]  你買車 買電器 任何東西都是的
[00:04:34.360 --> 00:04:37.720]  如果有人認識的 推介給你
[00:04:37.720 --> 00:04:39.360]  是會容易一些
[00:04:39.360 --> 00:04:42.200]  去將他想推介給你的
[00:04:42.200 --> 00:04:46.440]  無論是貨品也好 人物也好等等
[00:04:46.440 --> 00:04:51.560]  容易地將這件事給接受
[00:04:51.560 --> 00:04:53.080]  不單止是這樣
[00:04:53.080 --> 00:04:55.200]  還有一個很重要的原因
[00:04:55.200 --> 00:04:57.960]  剛才我提到大使命的時候
[00:04:57.960 --> 00:05:01.560]  大使命不單止是將福音傳出去
[00:05:01.560 --> 00:05:04.600]  大使命是要塑造主的門徒
[00:05:04.600 --> 00:05:06.720]  是要make disciples
[00:05:06.720 --> 00:05:08.080]  你make disciples的時候
[00:05:08.080 --> 00:05:10.000]  你純粹傳福音給他
[00:05:10.000 --> 00:05:12.360]  而你沒有任何認識的人
[00:05:12.360 --> 00:05:14.600]  繼續幫他成為主的門徒
[00:05:14.600 --> 00:05:17.000]  很快就會流失
[00:05:17.000 --> 00:05:18.120]  說一些失敗見證
[00:05:18.120 --> 00:05:19.200]  我自己在香港教會
[00:05:19.200 --> 00:05:21.960]  我初初回到香港侍奉的時候
[00:05:21.960 --> 00:05:23.560]  經常覺得要傳福音
[00:05:23.560 --> 00:05:24.920]  所以每天就出去傳福音
[00:05:24.920 --> 00:05:25.920]  我學了三福之後
[00:05:25.920 --> 00:05:29.120]  就帶一些特映姐妹每天出去城門河
[00:05:29.120 --> 00:05:30.240]  例如我在沙田
[00:05:30.240 --> 00:05:31.320]  你知道沙田有條城門河
[00:05:31.320 --> 00:05:32.800]  城門河最好傳福音是為什麼
[00:05:32.800 --> 00:05:35.040]  因為很多情侶在那裡拍拖
[00:05:35.040 --> 00:05:38.120]  你問一下這個正在拍拖的 你就知道了
[00:05:38.120 --> 00:05:41.480]  那些情侶通常在拍拖
[00:05:41.480 --> 00:05:43.080]  你走過去跟他傳福音
[00:05:43.080 --> 00:05:45.560]  那些男的要扮Gentleman
[00:05:45.560 --> 00:05:48.080]  他不會用髒話罵你 叫你走的
[00:05:48.080 --> 00:05:51.000]  在女朋友面前當然是裝模作樣
[00:05:51.000 --> 00:05:53.920]  扮得很溫馴
[00:05:53.920 --> 00:05:55.720]  哎呀 福音好東西
[00:05:55.720 --> 00:05:56.760]  坐下來聽
[00:05:56.760 --> 00:05:59.520]  於是我們很流行跟那些情侶傳福音
[00:05:59.520 --> 00:06:00.760]  有很多老人家坐在那裡
[00:06:00.760 --> 00:06:01.880]  沒有事情做 百無聊賴
[00:06:01.880 --> 00:06:03.320]  於是又跟他傳福音
[00:06:03.320 --> 00:06:04.480]  有很多學生哥放學
[00:06:04.480 --> 00:06:07.000]  不回家又在那裡打等
[00:06:07.000 --> 00:06:08.600]  我們又跟他傳福音
[00:06:08.600 --> 00:06:11.720]  一年裡面我們有的記錄
[00:06:11.720 --> 00:06:13.880]  二百多人聽了福音之後
[00:06:13.880 --> 00:06:16.680]  決志 填滿表格
[00:06:16.680 --> 00:06:18.440]  哇 很開心
[00:06:18.440 --> 00:06:20.640]  但我一年裡面的統計
[00:06:20.640 --> 00:06:23.960]  二百多人裡面有多少人回來教會
[00:06:23.960 --> 00:06:27.000]  我們跟進聯絡
[00:06:27.000 --> 00:06:30.360]  只有八個回來
[00:06:30.360 --> 00:06:32.120]  通常打電話給他的人
[00:06:32.120 --> 00:06:33.440]  他告訴你的就是
[00:06:33.440 --> 00:06:36.560]  哦 我可以了 我自己會回來的
[00:06:36.560 --> 00:06:39.240]  或者是我跟我表哥那間教會
[00:06:39.240 --> 00:06:41.240]  或者我表姐那間教會回來
[00:06:41.240 --> 00:06:42.560]  或者他告訴你的就是
[00:06:42.560 --> 00:06:44.760]  我樓下有教會 我自己會回來的
[00:06:44.760 --> 00:06:46.240]  或者甚至打電話給他的時候
[00:06:46.240 --> 00:06:48.920]  發覺就是假電話來的
[00:06:48.920 --> 00:06:50.720]  很多都是假電話
[00:06:50.720 --> 00:06:53.040]  信了耶穌 給假電話來
[00:06:53.040 --> 00:06:54.920]  剛剛那個就是缺志
[00:06:54.920 --> 00:06:57.280]  因為為什麼我們都明白這件事
[00:06:57.280 --> 00:06:59.000]  喂 三不識七
[00:06:59.000 --> 00:07:00.800]  在街上碰到
[00:07:00.800 --> 00:07:03.200]  就算你說那件事這麼正
[00:07:03.200 --> 00:07:05.120]  我也有一點害怕
[00:07:05.120 --> 00:07:07.400]  又不是給你電話 不知道你想怎樣
[00:07:07.400 --> 00:07:09.360]  還有跟你回教會
[00:07:09.360 --> 00:07:11.000]  誰知道你那間是不是異端
[00:07:11.000 --> 00:07:12.320]  當然不願意
[00:07:12.320 --> 00:07:14.880]  所以我們發覺一個很顯淺的道理
[00:07:14.880 --> 00:07:17.280]  就是如果你信了主 回到教會裡面
[00:07:17.280 --> 00:07:19.400]  如果你沒有建立任何關係
[00:07:19.400 --> 00:07:21.440]  或者沒有人認識
[00:07:21.440 --> 00:07:24.160]  是很難去塑造他
[00:07:24.160 --> 00:07:26.080]  投入教會的肢體生活
[00:07:26.080 --> 00:07:29.360]  和塑造主的門徒
[00:07:29.360 --> 00:07:31.720]  所以今天保羅就
[00:07:31.720 --> 00:07:33.240]  講他自己的心聲
[00:07:33.240 --> 00:07:37.040]  一篇其實保羅已經很工整地告訴我們
[00:07:37.040 --> 00:07:38.400]  這幾樣很重要的東西
[00:07:38.400 --> 00:07:39.320]  告訴我們就是
[00:07:39.320 --> 00:07:41.440]  我們怎樣 有什麼方法
[00:07:41.440 --> 00:07:43.680]  去做全方位的工作呢
[00:07:43.680 --> 00:07:44.960]  這三件事就是
[00:07:44.960 --> 00:07:46.960]  保羅整篇聖經裡面所講的
[00:07:46.960 --> 00:07:48.800]  第一 確立目標
[00:07:48.800 --> 00:07:51.200]  告訴我們為什麼我們要做這件事
[00:07:51.200 --> 00:07:52.760]  但是我不會花時間太多
[00:07:52.760 --> 00:07:56.880]  因為這間都是Purpose Driven Church
[00:07:56.880 --> 00:07:59.720]  我們都明白我們人生目標是什麼
[00:07:59.720 --> 00:08:02.360]  接著保羅就給了我們五個D
[00:08:02.360 --> 00:08:03.440]  我叫他做
[00:08:03.440 --> 00:08:05.840]  有五個原則去運用的
[00:08:05.840 --> 00:08:08.040]  就是我們傳福音的人生
[00:08:08.040 --> 00:08:11.640]  和最後有四個實踐的方法
[00:08:11.640 --> 00:08:13.240]  告訴我們應該怎樣做
[00:08:13.240 --> 00:08:14.200]  很簡單的一段經文
[00:08:14.200 --> 00:08:17.280]  我們很快看看經文裡面講些什麼
[00:08:17.280 --> 00:08:18.080]  保羅那裡說
[00:08:18.080 --> 00:08:20.640]  我傳福音是沒有可誇的
[00:08:20.640 --> 00:08:22.680]  因為我是不得已的
[00:08:22.680 --> 00:08:24.720]  不傳福音我就有禍了
[00:08:24.720 --> 00:08:26.360]  因為我若甘心作者事
[00:08:26.360 --> 00:08:28.000]  就要賞賜若不甘心
[00:08:28.000 --> 00:08:30.760]  責任已經交回了給我們
[00:08:30.760 --> 00:08:33.560]  很簡單 如果你看
[00:08:33.560 --> 00:08:35.080]  聖經書告訴你
[00:08:35.080 --> 00:08:37.800]  不是因為出於懼怕
[00:08:37.800 --> 00:08:39.800]  我們害怕死了
[00:08:39.800 --> 00:08:41.920]  受懲罰於是我們傳福音
[00:08:41.920 --> 00:08:43.800]  但是這個很明顯就是
[00:08:43.800 --> 00:08:45.680]  我們每一個人信主之後
[00:08:45.680 --> 00:08:47.600]  是被呼召要去做的事
[00:08:47.600 --> 00:08:48.880]  無論你喜歡做好
[00:08:48.880 --> 00:08:50.320]  不喜歡做好
[00:08:50.320 --> 00:08:52.200]  你不喜歡真的沒辦法
[00:08:52.200 --> 00:08:53.720]  我們都是要去做
[00:08:53.720 --> 00:08:56.920]  因為這個是上帝請告我們
[00:08:56.920 --> 00:08:58.240]  擺我們在地上
[00:08:58.240 --> 00:08:59.800]  我經常都講
[00:08:59.800 --> 00:09:03.640]  你信主之後不是馬上上天堂
[00:09:03.640 --> 00:09:06.440]  有一個很重要的標竿
[00:09:06.440 --> 00:09:07.840]  目標在地上
[00:09:07.840 --> 00:09:08.840]  上帝要我們做
[00:09:08.840 --> 00:09:09.960]  要不然我們一早
[00:09:09.960 --> 00:09:12.840]  信主馬上永生去天堂
[00:09:12.840 --> 00:09:15.200]  為什麼還要擺我們在地上呢
[00:09:15.200 --> 00:09:18.840]  就是上帝請救人的心
[00:09:18.840 --> 00:09:21.440]  祂派望我們和祂一同同功
[00:09:21.440 --> 00:09:26.200]  在當中去贏得更多的人
[00:09:26.200 --> 00:09:28.000]  所以弟兄姊妹
[00:09:28.000 --> 00:09:31.480]  有些人他們的人生目標是錢
[00:09:31.480 --> 00:09:34.160]  有些人的人生目標是一段感情
[00:09:34.160 --> 00:09:36.320]  有些人人生目標是一些物質上的東西
[00:09:36.320 --> 00:09:38.960]  有些人人生目標是建造自己的理想
[00:09:38.960 --> 00:09:42.080]  這些去到一段時間
[00:09:42.080 --> 00:09:45.280]  或者到你死的時候就沒有了
[00:09:45.280 --> 00:09:48.280]  但是上帝給我們這個標竿
[00:09:48.280 --> 00:09:50.320]  是延續到永生
[00:09:50.320 --> 00:09:52.640]  因為我們的工作
[00:09:52.640 --> 00:09:54.200]  積蓄的財寶
[00:09:54.200 --> 00:09:57.560]  是一路會儲存在天上
[00:09:57.560 --> 00:10:00.120]  我不知道在當中有多少人是
[00:10:00.120 --> 00:10:01.880]  很清楚立志
[00:10:01.880 --> 00:10:08.280]  我們這一生要去完成這個任務
[00:10:08.280 --> 00:10:10.000]  已經沒有這個標竿
[00:10:10.000 --> 00:10:11.400]  弟兄姊妹
[00:10:11.400 --> 00:10:14.440]  我們人生是真的沒有意義的
[00:10:14.440 --> 00:10:16.600]  為什麼我生存在地上
[00:10:16.600 --> 00:10:18.600]  為什麼上帝要請救我
[00:10:18.600 --> 00:10:20.800]  為什麼上帝要創造我
[00:10:20.800 --> 00:10:22.240]  為什麼上帝要保守我
[00:10:22.240 --> 00:10:22.840]  為了什麼
[00:10:22.840 --> 00:10:26.240]  為著有一天我死了
[00:10:26.240 --> 00:10:27.520]  但是如果我們人生有目標的時候
[00:10:27.520 --> 00:10:29.240]  我們知道在地上要做些什麼
[00:10:29.240 --> 00:10:31.360]  確立了這個標竿的話
[00:10:31.360 --> 00:10:33.520]  我們就知道我們要做些什麼
[00:10:33.520 --> 00:10:35.680]  無論你說站也好
[00:10:35.680 --> 00:10:37.160]  或者你真是甘心樂要
[00:10:37.160 --> 00:10:38.240]  就像保羅說
[00:10:38.240 --> 00:10:41.560]  我看到是因為耶穌愛激勵我
[00:10:41.560 --> 00:10:44.120]  我看到自己是何等樣的人
[00:10:44.120 --> 00:10:45.040]  好像剛才那首詩歌
[00:10:45.040 --> 00:10:47.720]  我一邊唱我自己也很感動
[00:10:47.720 --> 00:10:50.120]  不是因為我們要做些什麼
[00:10:50.120 --> 00:10:53.000]  是因為上帝做了所有的事情
[00:10:53.000 --> 00:10:54.480]  只是說一聲
[00:10:54.480 --> 00:10:57.400]  你願意來到祂面前
[00:10:57.400 --> 00:10:59.160]  承認你自己是一個罪人
[00:10:59.160 --> 00:11:02.800]  你就能夠得到這個永生的福分
[00:11:02.800 --> 00:11:03.440]  這麼好的事情
[00:11:03.440 --> 00:11:07.160]  為什麼我們不願意去跟別人分享呢
[00:11:07.160 --> 00:11:09.560]  所以最重要的原則是下一張powerpoint
[00:11:09.560 --> 00:11:11.320]  再下一張powerpoint就是
[00:11:11.320 --> 00:11:13.760]  無論如何總要救些人
[00:11:13.760 --> 00:11:16.760]  你知道保羅的背景就是
[00:11:16.760 --> 00:11:18.120]  第二次婚姻旅程
[00:11:18.120 --> 00:11:20.760]  他之後死去哥倫布多的前書
[00:11:20.760 --> 00:11:22.760]  就是他去哥倫布多的教會
[00:11:22.760 --> 00:11:23.760]  我們也說過
[00:11:23.760 --> 00:11:26.040]  在接受萊加的前書裡面說過
[00:11:26.040 --> 00:11:27.560]  他第二次婚姻旅程的時候
[00:11:27.560 --> 00:11:30.240]  是神推主推
[00:11:30.240 --> 00:11:34.160]  推了他去歐洲做婚姻工作
[00:11:34.160 --> 00:11:36.920]  去到歐洲的地方
[00:11:36.920 --> 00:11:41.360]  本來保羅不是想清庭點水
[00:11:41.360 --> 00:11:43.920]  有些牧師就說
[00:11:43.920 --> 00:11:45.360]  我學保羅
[00:11:45.360 --> 00:11:48.320]  清庭點水不喜歡留在教會裡面做這麼久
[00:11:48.320 --> 00:11:50.600]  其實保羅不是想這樣
[00:11:50.600 --> 00:11:52.400]  不過他每逢去到這個地方
[00:11:52.400 --> 00:11:53.360]  就被人趕
[00:11:53.360 --> 00:11:54.400]  被人逼迫
[00:11:54.400 --> 00:11:57.560]  於是他要一邊傳福音一邊離開
[00:11:57.560 --> 00:11:59.440]  你知道一邊傳福音
[00:11:59.440 --> 00:12:00.720]  保羅很厲害的
[00:12:00.720 --> 00:12:03.000]  嘴巴又好
[00:12:03.000 --> 00:12:04.680]  又有Ph.D.
[00:12:04.680 --> 00:12:10.320]  又是加瑪利門下的弟子
[00:12:10.320 --> 00:12:12.560]  於是就跟很多人去辯論
[00:12:12.560 --> 00:12:15.360]  他就想著靠自己的嘴巴
[00:12:15.360 --> 00:12:16.480]  辯論
[00:12:16.480 --> 00:12:18.560]  能夠幫人去信耶穌
[00:12:18.560 --> 00:12:20.000]  所以去到哪裡他都
[00:12:20.000 --> 00:12:23.120]  向著一大群的群眾去講
[00:12:23.120 --> 00:12:25.360]  去到雅典的時候
[00:12:25.360 --> 00:12:26.960]  向著很多人講
[00:12:26.960 --> 00:12:28.280]  但是沒有什麼人信耶穌
[00:12:28.280 --> 00:12:30.200]  很少人信主
[00:12:30.200 --> 00:12:31.120]  很奇怪的是
[00:12:31.120 --> 00:12:33.040]  去到哥倫多
[00:12:33.040 --> 00:12:36.560]  竟然在當中留了18個月
[00:12:36.560 --> 00:12:38.160]  一年半的時間
[00:12:38.160 --> 00:12:40.080]  在當中跟人建立關係
[00:12:40.080 --> 00:12:41.520]  我不多說了
[00:12:41.520 --> 00:12:43.320]  聖經很奇妙的一件事
[00:12:43.320 --> 00:12:45.920]  去到哥倫多最重要的一件事
[00:12:45.920 --> 00:12:48.120]  他認識了一對夫婦
[00:12:48.120 --> 00:12:49.840]  阿基拉帕基拉
[00:12:49.840 --> 00:12:51.480]  阿基拉帕基拉一對夫婦
[00:12:51.480 --> 00:12:54.360]  接著當保羅要回去的時候
[00:12:54.360 --> 00:12:56.080]  他跟著保羅去到伊弗所
[00:12:56.080 --> 00:12:58.400]  接著他在伊弗所留下了這對夫婦
[00:12:58.400 --> 00:13:00.600]  保羅就回到耶路撒冷
[00:13:00.600 --> 00:13:03.880]  這對夫婦在伊弗所認識了一個年輕人
[00:13:03.880 --> 00:13:06.080]  叫做阿波羅
[00:13:06.080 --> 00:13:09.440]  他訓練了阿波羅這對夫婦
[00:13:09.440 --> 00:13:10.720]  接著阿波羅最後
[00:13:10.720 --> 00:13:12.200]  大家知道的就是
[00:13:12.200 --> 00:13:13.880]  接手了
[00:13:13.880 --> 00:13:17.840]  在伊弗所回到哥倫多
[00:13:17.840 --> 00:13:21.280]  做了哥倫多教會的主任牧師
[00:13:21.280 --> 00:13:23.680]  我們看到一個門徒訓練的歷程
[00:13:23.680 --> 00:13:25.240]  是很奇妙的一件事
[00:13:25.240 --> 00:13:27.240]  但是保羅知道一樣很重要的事
[00:13:27.240 --> 00:13:30.280]  就是我們必須要建造關係
[00:13:30.280 --> 00:13:33.480]  我們才能夠將福音更加有效傳出去
[00:13:33.480 --> 00:13:35.200]  更加能夠將福音
[00:13:35.200 --> 00:13:37.240]  以及大使命做得更加好
[00:13:37.240 --> 00:13:39.360]  所以保羅在這裡就跟我們分享
[00:13:39.360 --> 00:13:40.600]  我叫五個D
[00:13:40.600 --> 00:13:42.000]  或者五個原則
[00:13:42.000 --> 00:13:44.360]  我們看看我們創建關係
[00:13:44.360 --> 00:13:45.680]  一些原則怎樣幫助我們
[00:13:45.680 --> 00:13:48.640]  我也希望有時間跟大家分享一下
[00:13:48.640 --> 00:13:51.800]  一些我在教會裡面做的一些見證
[00:13:51.800 --> 00:13:52.640]  我叫五個D
[00:13:52.640 --> 00:13:54.360]  我叫一個practical guide
[00:13:54.360 --> 00:13:57.480]  就是怎樣去創建關係
[00:13:57.480 --> 00:13:59.840]  創建關係其實
[00:13:59.840 --> 00:14:02.080]  是一個生命的心態
[00:14:02.080 --> 00:14:04.240]  我們就算怎樣說
[00:14:04.240 --> 00:14:06.440]  我們知道什麼叫標竿人生
[00:14:06.440 --> 00:14:09.920]  但是我們沒有這樣的生命的心態去做
[00:14:09.920 --> 00:14:10.440]  是不行的
[00:14:10.440 --> 00:14:11.600]  第一個心態很重要
[00:14:11.600 --> 00:14:12.360]  保羅這樣說
[00:14:12.360 --> 00:14:14.120]  我雖是自由的
[00:14:14.120 --> 00:14:15.200]  沒有人管轄
[00:14:15.200 --> 00:14:18.000]  然而我甘心作了眾人的僕人
[00:14:18.000 --> 00:14:22.800]  為要多得人
[00:14:22.800 --> 00:14:24.040]  我們不需要
[00:14:24.040 --> 00:14:28.440]  有些事情不是必須要去做
[00:14:28.440 --> 00:14:31.440]  但是如果我們要贏取更多人的話
[00:14:31.440 --> 00:14:33.800]  首先第一件事保羅提醒我們就是
[00:14:33.800 --> 00:14:37.520]  我們必須要放下自己
[00:14:37.520 --> 00:14:38.720]  耶穌說
[00:14:38.720 --> 00:14:40.200]  誰願為首的
[00:14:40.200 --> 00:14:43.520]  在《馬克福音》記載的十章四十四字說
[00:14:43.520 --> 00:14:45.160]  誰願為首
[00:14:45.160 --> 00:14:48.160]  你就要不單做耶穌的僕人
[00:14:48.160 --> 00:14:52.800]  你還要做眾人的僕人
[00:14:52.800 --> 00:14:57.280]  在新譯本叫做大家的僕人
[00:14:57.280 --> 00:15:00.760]  你說真的很難受啊這句話
[00:15:00.760 --> 00:15:03.880]  你說叫我來
[00:15:03.880 --> 00:15:05.520]  家祈聖經學校幫幫忙
[00:15:05.520 --> 00:15:06.880]  我做耶穌的僕人
[00:15:06.880 --> 00:15:07.960]  神的僕人
[00:15:07.960 --> 00:15:10.360]  頂硬上都要
[00:15:10.360 --> 00:15:11.440]  但是你說
[00:15:11.440 --> 00:15:13.560]  要做眾人的僕人
[00:15:13.560 --> 00:15:16.960]  那些小朋友去廁所要幫他們擦屁股
[00:15:16.960 --> 00:15:22.000]  要看著這些小朋友
[00:15:22.000 --> 00:15:23.640]  眾人的僕人
[00:15:23.640 --> 00:15:27.000]  那些小朋友的僕人真的不夠
[00:15:27.000 --> 00:15:28.720]  你說馮牧師叫你做一些事
[00:15:28.720 --> 00:15:30.160]  也好
[00:15:30.160 --> 00:15:32.440]  弟兄姊妹一群叫你做
[00:15:32.440 --> 00:15:34.240]  我們又不願意
[00:15:34.240 --> 00:15:36.000]  但是弟兄姊妹第一樣的心態
[00:15:36.000 --> 00:15:38.200]  如果我們要贏取更多的人
[00:15:38.200 --> 00:15:39.720]  保羅提醒我們
[00:15:39.720 --> 00:15:41.920]  我們必須要放下自己
[00:15:41.920 --> 00:15:43.920]  即是說我們有些東西
[00:15:43.920 --> 00:15:46.280]  是要作出我們所謂的犧牲
[00:15:46.280 --> 00:15:48.160]  如果你看這些東西是吃虧的話
[00:15:48.160 --> 00:15:48.840]  就是犧牲
[00:15:48.840 --> 00:15:50.760]  你看這些東西是投資的話
[00:15:50.760 --> 00:15:53.400]  這些就是你自己的福分
[00:15:53.400 --> 00:15:55.960]  即是你能夠給出去
[00:15:55.960 --> 00:15:57.000]  但是弟兄姊妹
[00:15:57.000 --> 00:15:58.200]  教會的增長
[00:15:58.200 --> 00:15:59.840]  或者門徒的增多
[00:15:59.840 --> 00:16:02.280]  是要我們付出時間
[00:16:02.280 --> 00:16:03.520]  可能金錢
[00:16:03.520 --> 00:16:04.920]  可能內心
[00:16:04.920 --> 00:16:06.440]  可能你的愛心
[00:16:06.440 --> 00:16:11.960]  甚至是你的家庭一些的生活
[00:16:11.960 --> 00:16:15.160]  甚至是你的座位
[00:16:15.160 --> 00:16:17.200]  你的泊車位
[00:16:17.200 --> 00:16:19.440]  你去廁所的時間
[00:16:19.440 --> 00:16:22.000]  輪候的時間
[00:16:22.000 --> 00:16:23.280]  大家知不知道
[00:16:23.280 --> 00:16:24.920]  如果上帝很恩典
[00:16:24.920 --> 00:16:25.840]  Cross Point
[00:16:25.840 --> 00:16:28.320]  下個禮拜母親節
[00:16:28.320 --> 00:16:30.320]  多給五百人來聚會
[00:16:30.320 --> 00:16:31.920]  突然間
[00:16:31.920 --> 00:16:32.760]  那些弟兄姊妹
[00:16:32.760 --> 00:16:34.760]  我想有些真的很不開心
[00:16:34.760 --> 00:16:36.480]  說去廁所排長龍
[00:16:36.480 --> 00:16:39.120]  泊車又泊不到
[00:16:39.120 --> 00:16:40.560]  我們面對這些東西
[00:16:40.560 --> 00:16:44.000]  我們都要學習犧牲
[00:16:44.000 --> 00:16:45.120]  其中一樣東西
[00:16:45.120 --> 00:16:46.360]  建創建關係
[00:16:46.360 --> 00:16:49.000]  要學習放下自己
[00:16:49.000 --> 00:16:51.760]  就是自己的性格
[00:16:51.760 --> 00:16:55.840]  大家見我上台說話好像很威風
[00:16:55.840 --> 00:16:59.280]  其實我在任何性格測試裏面
[00:16:59.280 --> 00:17:01.520]  我告訴你一個秘密
[00:17:01.520 --> 00:17:03.760]  我的 MBTI 性格測試
[00:17:03.760 --> 00:17:06.680]  我是一個極度內向的人
[00:17:06.680 --> 00:17:09.440]  所謂的「I introvert」
[00:17:09.440 --> 00:17:10.800]  如果問我太太就知道
[00:17:10.800 --> 00:17:13.200]  我放假最重要的是甚麼呢
[00:17:13.200 --> 00:17:14.960]  就是躲在房裏
[00:17:14.960 --> 00:17:16.440]  關上門
