
[00:00:00.000 --> 00:00:02.880]  請各位平安,我們一齊祈禱
[00:05:48.520 --> 00:05:52.400]  第三章記載了一件神蹟
[00:05:52.400 --> 00:05:57.080]  就是當彼得和約翰去聖殿的時候
[00:05:57.080 --> 00:06:02.320]  就遇到了一位四十多歲的跛腳的人
[00:06:02.320 --> 00:06:04.640]  向他們求剋
[00:06:04.640 --> 00:06:09.840]  在三章六節,彼得對那個人說
[00:06:10.720 --> 00:06:16.720]  「金銀我都沒有,但我把我有的給你」
[00:06:16.720 --> 00:06:21.640]  「奉那沙勒人耶穌基督的名,喜來行走」
[00:06:21.640 --> 00:06:25.640]  那個人就立即喜來行走
[00:06:25.640 --> 00:06:28.840]  還跟著他們跳跳蝉蝉地進了聖殿
[00:06:28.840 --> 00:06:33.320]  由於這件神蹟發生在公眾地方
[00:06:33.320 --> 00:06:40.600]  就引起很多人願意聽彼得和約翰所傳廣的信息
[00:06:41.680 --> 00:06:44.040]  因此在四章四節中說
[00:06:44.040 --> 00:06:50.760]  「聽到的人有許多信鳥,男人的數目若有五千」
[00:06:50.760 --> 00:06:55.760]  但是這件事就令到那些有權勢的人很煩惱
[00:06:55.760 --> 00:07:00.840]  他們下令要將彼得和約翰捉拿,然後審訊他們
[00:07:00.840 --> 00:07:04.760]  現在就讓我們詳細看今天的經文
[00:07:04.760 --> 00:07:07.240]  留心彼得是怎樣做見證
[00:07:08.680 --> 00:07:11.360]  猶太人的領袖審問彼得和約翰
[00:07:11.360 --> 00:07:18.040]  質問他們你們憑什麼能力奉瑞的名做這事呢
[00:07:18.040 --> 00:07:25.280]  那些宗教領袖們其實真的不能否認神蹟的發生
[00:07:25.280 --> 00:07:31.760]  於是他們就想指控使徒是靠邪魔的能力行事
[00:07:31.760 --> 00:07:35.160]  如果是邪魔當然不行了
[00:07:36.280 --> 00:07:40.800]  但是我們看到彼得當時立即被聖靈充滿
[00:07:40.800 --> 00:07:43.880]  很有力地回答他們的審訊
[00:07:43.880 --> 00:07:51.280]  彼得首先簡單地提醒那位跛腳的男人被醫好事實
[00:07:51.280 --> 00:07:57.960]  然後告訴他們他們是靠拿撒勒人耶穌基督的名
[00:07:57.960 --> 00:08:02.520]  但是彼得接著審判那些領袖
[00:08:02.960 --> 00:08:07.760]  指控他們是你們這班人把耶穌釘在十字架上
[00:08:07.760 --> 00:08:09.960]  他也順帶自尊
[00:08:09.960 --> 00:08:15.360]  不過上帝已經使耶穌從死裡復活了
[00:08:15.360 --> 00:08:19.320]  彼得還引用了舊約的經文說
[00:08:19.320 --> 00:08:25.360]  你們將人所丟棄的石頭已成了防角的頭塊石頭
[00:08:25.360 --> 00:08:30.680]  就是說其實上帝一早已經預定了這件事的發生
[00:08:31.480 --> 00:08:34.120]  這一切都是出於上帝的計劃
[00:08:34.120 --> 00:08:37.000]  然後十二節就是一個總結
[00:08:37.000 --> 00:08:39.160]  也是福音的真理
[00:08:39.160 --> 00:08:42.720]  除他以外別無拯救
[00:08:42.720 --> 00:08:46.840]  因為在天下人間沒有自下別的名
[00:08:46.840 --> 00:08:49.640]  我們可以靠著得救
[00:08:49.640 --> 00:08:55.080]  請問我們是不是真的相信彼得所說的福音
[00:08:55.080 --> 00:08:58.360]  如果是真心相信的話
[00:08:58.800 --> 00:09:02.840]  我們就會將一個全福音的障礙除去
[00:09:02.840 --> 00:09:04.440]  什麼障礙呢
[00:09:04.440 --> 00:09:08.920]  我相信很多人很多基督徒
[00:09:08.920 --> 00:09:13.120]  很怕跟人說福音說耶穌基督復活的事
[00:09:13.120 --> 00:09:16.800]  是由於這件事不是很科學
[00:09:16.800 --> 00:09:19.960]  也不是科學可以驗證的
[00:09:19.960 --> 00:09:23.560]  於是乎就很怕會被人笑
[00:09:24.120 --> 00:09:29.040]  哎呀!這種神話式故事死人符你都可以相信
[00:09:29.040 --> 00:09:34.960]  尤其是對方如果是讀理科或者科學背景的人
[00:09:34.960 --> 00:09:37.320]  就真的會笑我們
[00:09:37.320 --> 00:09:41.800]  我記得很多年前我有幾位朋友傳福音
[00:09:41.800 --> 00:09:45.840]  其中有一位他做藥物的出入口
[00:09:45.840 --> 00:09:50.840]  他本身是讀化學出身
[00:09:50.840 --> 00:09:52.960]  還讀了一個石氏河位
[00:09:53.920 --> 00:09:56.080]  當我跟他傳福音的時候
[00:09:56.080 --> 00:09:57.000]  他就對我說
[00:09:57.000 --> 00:09:58.640]  他說
[00:09:58.640 --> 00:10:01.960]  如果你的袋裡面有個蘋果
[00:10:01.960 --> 00:10:05.400]  拿出來給我看我就相信
[00:10:05.400 --> 00:10:06.920]  說這麼多幹什麼
[00:10:06.920 --> 00:10:12.920]  其實他講話的時候態度有些藐視我的語氣
[00:10:12.920 --> 00:10:17.480]  那個含意說你都不是讀科
[00:10:17.480 --> 00:10:21.640]  不讀科的人頭腦簡直會相信神話式的故事
[00:10:23.080 --> 00:10:25.560]  我當時就很不滿意他的說法
[00:10:25.560 --> 00:10:26.480]  我就告訴他
[00:10:26.480 --> 00:10:29.760]  我的確不是讀科學
[00:10:29.760 --> 00:10:31.680]  不過很多人都不是讀科學
[00:10:31.680 --> 00:10:34.640]  難道不讀科學的人是傻瓜嗎
[00:10:34.640 --> 00:10:36.480]  舉個例子
[00:10:36.480 --> 00:10:38.480]  法官讀法律的
[00:10:38.480 --> 00:10:41.880]  他不讀科學就不能做法官
[00:10:41.880 --> 00:10:43.280]  不能夠判案嗎
[00:10:43.280 --> 00:10:47.080]  我這位朋友知道他失言
[00:10:47.080 --> 00:10:48.440]  馬上向我道歉
[00:10:48.440 --> 00:10:50.320]  我就告訴他
[00:10:51.120 --> 00:10:54.760]  要研究耶穌有沒有復活呢
[00:10:54.760 --> 00:10:57.120]  這是一個歷史的問題
[00:10:57.120 --> 00:10:58.760]  我們要用正確的方法
[00:10:58.760 --> 00:11:01.120]  中國人有句話說
[00:11:01.120 --> 00:11:02.880]  殺雞鴛鴦牛刀
[00:11:02.880 --> 00:11:07.640]  要研究耶穌有沒有復活升天
[00:11:07.640 --> 00:11:11.040]  最好是用研究歷史的方法
[00:11:11.040 --> 00:11:14.000]  而不是用科學的方法
[00:11:14.000 --> 00:11:18.040]  事實上有很多科學家都相信耶穌
[00:11:18.880 --> 00:11:22.320]  我想他們很多是用了邏輯的方法
[00:11:22.320 --> 00:11:27.400]  因為他們看見這個世界是非常有秩序
[00:11:27.400 --> 00:11:28.960]  而不是亂七八糟
[00:11:28.960 --> 00:11:32.080]  現在很多人都知道
[00:11:32.080 --> 00:11:34.080]  人生人就牛生牛
[00:11:34.080 --> 00:11:39.400]  是由於遺傳基因控制的
[00:11:39.400 --> 00:11:44.480]  而遺傳基因其實就好像很精密的電腦程式
[00:11:44.480 --> 00:11:47.800]  不可能是偶然撞出來的
[00:11:49.080 --> 00:11:52.560]  最後我的朋友當然是不要相信
[00:11:52.560 --> 00:11:54.400]  這不是重要的事情
[00:11:54.400 --> 00:11:57.480]  因為傳福是因為我們的責任
[00:11:57.480 --> 00:12:02.080]  他們信不信就是上帝的責任
[00:12:02.080 --> 00:12:04.160]  我們交給上帝就可以了
[00:12:04.160 --> 00:12:10.120]  除了怕被人笑我們傻或無知之外
[00:12:10.120 --> 00:12:13.760]  還有一個很重要的障礙
[00:12:13.760 --> 00:12:17.800]  就是有時我們會被邪靈壓制
[00:12:18.280 --> 00:12:21.920]  使我們沒有信心去和別人分享福音
[00:12:21.920 --> 00:12:27.080]  我記得曾經聽到一位新加坡的牧師
[00:12:27.080 --> 00:12:30.280]  提到他的一次個人經驗
[00:12:30.280 --> 00:12:34.920]  那一年是他在神學院讀書的第一年
[00:12:34.920 --> 00:12:41.800]  放假的時候有一位朋友借了一部車給他用
[00:12:41.800 --> 00:12:43.600]  那位朋友好像要回馬來西亞
[00:12:44.760 --> 00:12:48.960]  剛好有一位宣教士要去新加坡
[00:12:48.960 --> 00:12:51.720]  由於他有一部車
[00:12:51.720 --> 00:12:55.080]  他就很樂意去機場接機
[00:12:55.080 --> 00:12:58.480]  誰知在高速公路上
[00:12:58.480 --> 00:13:01.160]  他駕駛的車死了
[00:13:01.160 --> 00:13:03.720]  其實在高速公路上
[00:13:03.720 --> 00:13:08.840]  很少人會肯停車過來幫你
[00:13:08.840 --> 00:13:11.760]  他就祈禱求上帝幫忙
[00:13:12.320 --> 00:13:15.720]  沒多久有一輛大貨車經過
[00:13:15.720 --> 00:13:18.360]  司機問他發生了甚麼事
[00:13:18.360 --> 00:13:21.720]  他就說我不知道
[00:13:21.720 --> 00:13:24.680]  因為他只懂得開車
[00:13:24.680 --> 00:13:30.320]  對汽車的零件和電池問題一竅不通
[00:13:30.320 --> 00:13:34.400]  那位貨車司機真是個好人
[00:13:34.400 --> 00:13:39.200]  他就下車幫他看看車子究竟發生了甚麼問題
[00:13:40.280 --> 00:13:44.080]  然後他就斷定是電池出了問題
[00:13:44.080 --> 00:13:50.600]  他就在自己的貨車拿了一個電池和搭電池用的線
[00:13:50.600 --> 00:13:56.600]  正在他駕車的時候
[00:13:56.600 --> 00:14:00.200]  聖靈就在那位牧師心裡感動他
[00:14:00.200 --> 00:14:03.160]  要他向那位司機傳福音
[00:14:03.160 --> 00:14:06.960]  可能由於那位司機是印度人
[00:14:06.960 --> 00:14:10.920]  有紋身,他不敢傳
[00:14:10.920 --> 00:14:14.240]  結果司機就幫他開了火
[00:14:14.240 --> 00:14:16.200]  他最後只說了一句
[00:14:16.200 --> 00:14:18.560]  Oh thank you, God bless you
[00:14:18.560 --> 00:14:22.360]  這位牧師說這個經歷
[00:14:22.360 --> 00:14:27.200]  是想指出有時妨礙我們傳福音的
[00:14:27.200 --> 00:14:29.160]  是屬靈的因素
[00:14:29.160 --> 00:14:32.240]  所以在今天這段經文
[00:14:32.240 --> 00:14:34.920]  我們看見彼得講話之前
[00:14:35.440 --> 00:14:39.920]  聖經記載了他是被聖靈沖沒
[00:14:39.920 --> 00:14:43.000]  他不是單單靠他自己的能力
[00:14:43.000 --> 00:14:45.160]  而是被聖靈沖沒
[00:14:45.160 --> 00:14:51.200]  最後還有一個防禦我們傳福音的理由或藉口
[00:14:51.200 --> 00:14:55.800]  很多人說我沒有受過訓練
[00:14:55.800 --> 00:14:59.440]  有些弟兄姐妹說我沒有讀神學
[00:14:59.440 --> 00:15:01.760]  也沒有受過傳福音的訓練
[00:15:02.080 --> 00:15:06.640]  一會兒傳福音會被人問到嘴硬硬怎麼辦
[00:15:06.640 --> 00:15:10.600]  我們看看聖經第十三節
[00:15:10.600 --> 00:15:12.760]  怎樣形容彼得和約翰
[00:15:12.760 --> 00:15:16.960]  那裡說領袖看出他們
[00:15:16.960 --> 00:15:20.760]  原是沒有學問的平民
[00:15:20.760 --> 00:15:22.760]  就很驚訝
[00:15:22.760 --> 00:15:28.320]  應祝他們曾是跟耶穌一起的
[00:15:30.200 --> 00:15:34.080]  所以彼得和約翰能夠見證耶穌
[00:15:34.080 --> 00:15:36.400]  不是靠他們自己的學問
[00:15:36.400 --> 00:15:38.920]  而是靠聖靈的能力
[00:15:38.920 --> 00:15:43.160]  和他們對耶穌基督復活的信心
[00:15:43.160 --> 00:15:49.360]  所以受訓練是有不同的管道的
[00:15:49.360 --> 00:15:53.520]  去神學院是一些正規的訓練
[00:15:53.520 --> 00:15:58.040]  但神學就不是只能在神學院才學到的
[00:15:58.760 --> 00:16:02.560]  其實在教會裡面也一樣可以學到
[00:16:02.560 --> 00:16:05.880]  假如我們經常來崇拜
[00:16:05.880 --> 00:16:08.040]  聽了講道之後
[00:16:08.040 --> 00:16:11.520]  將神的話語藏在我們的心裡面
[00:16:11.520 --> 00:16:13.920]  而不是左而入右而出
[00:16:13.920 --> 00:16:18.240]  其實我們就會學到很多關於上帝的事
[00:16:18.240 --> 00:16:23.960]  在二十節彼得和約翰還說了一句話
[00:16:23.960 --> 00:16:27.440]  我們所看見所聽見的
[00:16:28.160 --> 00:16:31.360]  「我門不能不說」
[00:16:31.360 --> 00:16:34.320]  換句話說
[00:16:34.320 --> 00:16:37.720]  他們只是將自己的經歷
[00:16:37.720 --> 00:16:42.160]  以見證人的身份去跟人分享
[00:16:42.160 --> 00:16:44.320]  彼得姊妹
[00:16:44.320 --> 00:16:48.040]  如果你已經信了主一段時間
[00:16:48.040 --> 00:16:52.160]  你有沒有經歷過神給你的個人因典呢?
[00:16:52.160 --> 00:16:57.360]  那些就會是你個人的真實經歷的見證
[00:16:58.640 --> 00:17:02.520]  你是不是準備好隨時跟其他人說呢?
[00:17:02.520 --> 00:17:05.240]  舉個例子
[00:17:05.240 --> 00:17:08.040]  我們的上帝是會聽祈禱的
[00:17:08.040 --> 00:17:14.880]  那有沒有人經歷過被上帝拯救呢?
[00:17:14.880 --> 00:17:17.680]  例如開車的時候
[00:17:17.680 --> 00:17:21.440]  我們這裡很多人都要開車、駕車
[00:17:21.440 --> 00:17:22.920]  剛剛想轉彎
[00:17:22.920 --> 00:17:24.080]  突然有人叫我
[00:17:24.080 --> 00:17:26.600]  我就稍微按一下煞車停一停
[00:17:27.320 --> 00:17:29.960]  前面又剛剛有個大貨車經過
[00:17:29.960 --> 00:17:35.040]  這些其實都是神的拯救
[00:17:35.040 --> 00:17:40.760]  我鼓勵大家多留意在日常的生活中
[00:17:40.760 --> 00:17:44.360]  上帝在我們生命中的作為
[00:17:44.360 --> 00:17:46.200]  預備好
[00:17:46.200 --> 00:17:51.880]  可以隨時跟人分享這些很實際、很個人的見證
[00:17:51.880 --> 00:17:54.880]  在第十八節
[00:17:54.880 --> 00:17:56.960]  我們看到那些領袖們
[00:17:57.400 --> 00:17:58.720]  無可奈何
[00:17:58.720 --> 00:18:01.120]  只能夠禁止他們
[00:18:01.120 --> 00:18:03.960]  對他們說
[00:18:03.960 --> 00:18:09.000]  不可以再用耶穌基督的命講論或者教導人
[00:18:09.000 --> 00:18:13.760]  但是彼得和約翰回答他們說
[00:18:13.760 --> 00:18:17.200]  聽從你們不聽從上帝
[00:18:17.200 --> 00:18:20.640]  在上帝面前合理不合理
[00:18:20.640 --> 00:18:22.920]  你們自己判斷吧
[00:18:24.960 --> 00:18:28.560]  彼得和約翰回答我們最近講工作系列的時候
[00:18:28.560 --> 00:18:31.640]  看到我們要順從上帝
[00:18:31.640 --> 00:18:34.320]  但是我們更加應該順從的
[00:18:34.320 --> 00:18:37.080]  是我們生命的主
[00:18:37.080 --> 00:18:41.800]  主耶穌吩咐我們要彼此相愛
[00:18:41.800 --> 00:18:45.520]  也要去普天下傳福音
[00:18:45.520 --> 00:18:49.880]  我們就從我們身邊的朋友
[00:18:49.880 --> 00:18:52.600]  參積、鄰居開始
[00:18:53.120 --> 00:18:55.880]  跟他們分享我們的信仰
[00:18:55.880 --> 00:18:59.880]  最後我真的要鼓勵大家
[00:18:59.880 --> 00:19:03.400]  剛強壯膽保護
[00:19:03.400 --> 00:19:06.120]  在今天的經文當中
[00:19:06.120 --> 00:19:10.720]  第十三節、第二十九節和第三十一節
[00:19:10.720 --> 00:19:14.320]  都提到「膽量」或者是「放膽」
[00:19:14.320 --> 00:19:17.120]  原文都是同一個字
[00:19:17.120 --> 00:19:19.640]  所以我們傳福音
[00:19:19.640 --> 00:19:22.720]  不是靠自己的學識或者學問
[00:19:23.320 --> 00:19:25.520]  而是為主作見證
[00:19:25.520 --> 00:19:33.120]  並且我們的信息
[00:19:33.120 --> 00:19:35.360]  是能夠拯救人
[00:19:35.360 --> 00:19:40.040]  使人今生得到福氣和永生
[00:19:40.040 --> 00:19:43.520]  有時候有些弟兄姊妹有些誤解
[00:19:43.520 --> 00:19:45.120]  以為告訴別人
[00:19:45.120 --> 00:19:48.440]  信耶穌得永生是死後的事
[00:19:48.440 --> 00:19:50.240]  不是的
[00:19:50.240 --> 00:19:51.680]  根據聖經的說法
[00:19:52.160 --> 00:19:55.080]  我們只要跟上帝建立了關係
[00:19:55.080 --> 00:19:56.880]  正常的關係之後
[00:19:56.880 --> 00:19:59.120]  我們現在就已經有永生
[00:19:59.120 --> 00:20:02.840]  並且上帝是會看著我們的
[00:20:02.840 --> 00:20:04.920]  是會祝福我們的
[00:20:04.920 --> 00:20:07.880]  所以使我們今生今世
[00:20:07.880 --> 00:20:09.560]  就會有福氣
[00:20:09.560 --> 00:20:12.280]  因此我們要放膽
[00:20:12.280 --> 00:20:15.080]  去傳講所信的復活主
[00:20:15.080 --> 00:20:18.200]  讓我簡單做一個總結
[00:20:18.200 --> 00:20:20.520]  總括一下今天講到的重點
[00:20:21.440 --> 00:20:22.400]  第一
[00:20:22.400 --> 00:20:25.040]  傳福音是主耶穌基督
[00:20:25.040 --> 00:20:27.720]  吩咐信徒應該做的事
[00:20:27.720 --> 00:20:29.240]  第二
[00:20:29.240 --> 00:20:32.000]  我們有一個拯救別人靈魂
[00:20:32.000 --> 00:20:36.120]  和使別人今生得到福氣和永生的信息
[00:20:36.120 --> 00:20:38.320]  我們為甚麼不告訴別人呢
[00:20:38.320 --> 00:20:40.240]  第三
[00:20:40.240 --> 00:20:42.880]  傳福音不是靠自己的能力
[00:20:42.880 --> 00:20:44.560]  或者學問
[00:20:44.560 --> 00:20:48.400]  而是靠聖靈加能賜力
[00:20:48.400 --> 00:20:49.960]  最後
[00:20:49.960 --> 00:20:52.440]  傳福音是我們的責任
[00:20:52.440 --> 00:20:54.520]  人家信不信主
[00:20:54.520 --> 00:20:56.120]  是上帝的責任
[00:20:56.120 --> 00:20:58.400]  彼得和約翰
[00:20:58.400 --> 00:21:01.160]  那麼勇敢在祭司長面前
[00:21:01.160 --> 00:21:02.760]  和文使面前
[00:21:02.760 --> 00:21:04.080]  做了見證
[00:21:04.080 --> 00:21:06.520]  但他們似乎都沒有信主
[00:21:06.520 --> 00:21:10.560]  故此我們不必為傳福音
[00:21:10.560 --> 00:21:12.880]  沒有果效而氣餒
[00:21:12.880 --> 00:21:16.400]  主耶穌要求門徒是要我們有
[00:21:16.400 --> 00:21:17.480]  有甚麼
[00:21:17.480 --> 00:21:19.400]  有忠心
[00:21:19.960 --> 00:21:25.920]  我們願不願意忠於主所託付的使命呢
[00:21:25.920 --> 00:21:27.800]  讓我們一起祈禱
[00:21:27.800 --> 00:21:30.360]  親愛的天父感謝你
[00:21:30.360 --> 00:21:32.680]  揀選了我們成為你的兒女
[00:21:32.680 --> 00:21:35.440]  求你幫助我們有智慧
[00:21:35.440 --> 00:21:37.640]  做好各方面的準備
[00:21:37.640 --> 00:21:39.560]  讓聖靈充滿我們
[00:21:39.560 --> 00:21:41.240]  和給我們膽量
[00:21:41.240 --> 00:21:42.960]  傳揚主復活
[00:21:42.960 --> 00:21:45.480]  和能夠拯救人的信息
[00:21:45.480 --> 00:21:47.280]  榮耀主的名
[00:21:47.280 --> 00:21:49.680]  奉耶穌基督的名祈禱
[00:21:49.680 --> 00:21:50.180]  嗯
