
[00:00:00.000 --> 00:00:04.120]  讓我們在開始之前一起低頭同心的禱告
[00:02:13.820 --> 00:02:16.120]  港堤,煥然一新
[00:02:16.120 --> 00:02:19.820]  所指的正是這種有個人的轉化
[00:02:19.820 --> 00:02:23.120]  達致到群體轉化的一種願景
[00:02:23.120 --> 00:02:25.320]  傳遞的經文精髓的位置
[00:02:25.320 --> 00:02:28.820]  就是在第五A,即五常節
[00:02:28.820 --> 00:02:31.320]  以及九夏至第十節
[00:02:31.320 --> 00:02:34.420]  一個換衣服的比喻
[00:02:34.420 --> 00:02:36.120]  所以
[00:02:36.120 --> 00:02:39.620]  要置死你們在地上的肢體
[00:02:39.620 --> 00:02:44.120]  因為你們已經脫去救人和救人的行為
[00:02:44.120 --> 00:02:45.620]  換上新人
[00:02:45.620 --> 00:02:53.620]  這新人照著做他的主的形象在知識上不斷地更新
[00:02:53.620 --> 00:02:55.020]  首先
[00:02:55.020 --> 00:02:58.820]  《高爾西書三章》第一至第四節提供了
[00:02:58.820 --> 00:03:01.620]  穿上新人的理據
[00:03:01.620 --> 00:03:03.520]  為甚麼我們要穿上新人呢?
[00:03:03.520 --> 00:03:09.420]  因為我們已經與聖個世上一切的權勢
[00:03:09.420 --> 00:03:15.020]  並且是與上帝同享榮耀的基督同死同復活
[00:03:15.020 --> 00:03:20.920]  我們的生命也與基督一同創在上帝裡面
[00:03:20.920 --> 00:03:29.120]  意思是我們的生命一同在上帝的隱蔽和保護之下
[00:03:29.120 --> 00:03:34.220]  將來當基督的生命呈現在我們的生命中的時候
[00:03:34.220 --> 00:03:37.420]  我們也會與祂一起得榮耀
[00:03:37.420 --> 00:03:40.320]  這意味著基督的死和復活
[00:03:40.320 --> 00:03:46.420]  是必然地帶來基督跟隨者的生命轉化的
[00:03:46.420 --> 00:03:48.420]  讓我們更像耶穌
[00:03:48.420 --> 00:03:54.120]  讓我們更能活出基督的生命
[00:03:54.120 --> 00:04:00.020]  基督的死和復活是具有一種很強烈的道德感染力的
[00:04:00.020 --> 00:04:03.120]  足以轉化其跟隨者的生命
[00:04:03.120 --> 00:04:06.420]  令人在內心上得到更新
[00:04:06.420 --> 00:04:09.720]  啟發人追求更崇高的道德價值
[00:04:09.720 --> 00:04:13.420]  更美善、更公義、更和諧的社會
[00:04:13.420 --> 00:04:16.220]  耶穌基督本是一個異人
[00:04:16.220 --> 00:04:19.020]  卻無辜受迫害
[00:04:19.020 --> 00:04:23.120]  並甘願為了愛擺上自己的生命
[00:04:23.120 --> 00:04:24.720]  捨在十甲
[00:04:24.720 --> 00:04:29.620]  以人受苦
[00:04:29.620 --> 00:04:35.820]  而所帶來的那種崇高道德的力量是很大的
[00:04:35.820 --> 00:04:40.220]  因為它可以產生一種我們稱為替代經驗
[00:04:40.220 --> 00:04:42.220]  Vicarious Experience
[00:04:42.220 --> 00:04:44.120]  所謂替代的經驗
[00:04:44.120 --> 00:04:47.620]  是指一個人代替或者代表你
[00:04:47.620 --> 00:04:51.920]  去承受一些後果、處境、感受
[00:04:51.920 --> 00:04:54.620]  或者是痛苦
[00:04:54.620 --> 00:05:00.220]  而這一切是你感到你本應是應該要承擔
[00:05:00.220 --> 00:05:02.320]  或者是起碼分擔的
[00:05:02.320 --> 00:05:05.020]  一個異人無辜受害
[00:05:05.020 --> 00:05:08.220]  激發歷代千千萬萬的基督徒
[00:05:08.220 --> 00:05:09.920]  繼續的跟隨基督
[00:05:09.920 --> 00:05:13.720]  追求愛、和平、平等和公義
[00:05:13.720 --> 00:05:20.020]  這就是異人受苦所帶來的那種道德感染力
[00:05:20.020 --> 00:05:23.120]  能夠感染和轉化生命
[00:05:23.120 --> 00:05:28.020]  這種生命的轉化並不是在我們死了之後
[00:05:28.020 --> 00:05:30.820]  而是從你願意接受基督
[00:05:30.820 --> 00:05:35.120]  將你的生命交託給基督、依靠祂
[00:05:35.120 --> 00:05:41.620]  並跟從祂來引導過你的生活那一刻開始
[00:05:41.620 --> 00:05:43.520]  從那一刻開始
[00:05:43.520 --> 00:05:45.520]  你已經復活了
[00:05:45.520 --> 00:05:48.020]  你已經得著永生了
[00:05:48.020 --> 00:05:53.020]  因為復活的果效並不是來世才可以經驗得到的
[00:05:53.020 --> 00:05:56.620]  而是今世、此時此刻
[00:05:56.620 --> 00:06:01.020]  已經呈現於信徒生命的轉化
[00:06:01.020 --> 00:06:04.920]  哥林多後書五章十四至十五節說
[00:06:04.920 --> 00:06:08.020]  原來基督的愛激勵我們
[00:06:08.020 --> 00:06:10.120]  因我們這樣斷定
[00:06:10.120 --> 00:06:12.420]  一人既替眾人死
[00:06:12.420 --> 00:06:15.120]  眾人就都死了
[00:06:15.120 --> 00:06:18.120]  並且他替眾人死
[00:06:18.120 --> 00:06:22.120]  是叫那些活著的人不再為自己活
[00:06:22.120 --> 00:06:25.820]  乃為替他們死而復活的主活
[00:06:25.820 --> 00:06:30.120]  一個曾經被基督的愛激勵過的人
[00:06:30.120 --> 00:06:34.320]  被基督的死受苦復活感動過的人
[00:06:34.320 --> 00:06:39.020]  是會被他的愛、感染和轉化的
[00:06:39.020 --> 00:06:41.620]  人生因此就不一樣了
[00:06:41.620 --> 00:06:44.820]  因為這個人再不是為自己而活
[00:06:44.820 --> 00:06:48.820]  而是為替他而死的主而活
[00:06:48.820 --> 00:06:51.420]  哥羅細書三章十一節指出
[00:06:51.420 --> 00:06:54.420]  這種生命的轉化是普世性的
[00:06:54.420 --> 00:06:56.020]  無論任何的種族
[00:06:56.020 --> 00:06:57.120]  任何的傳統
[00:06:57.120 --> 00:06:59.120]  任何的社會階層
[00:06:59.120 --> 00:07:01.820]  基督的生命都能夠觸及
[00:07:01.820 --> 00:07:04.720]  都能夠轉化
[00:07:04.720 --> 00:07:07.520]  哥羅細書三章五至十五節指出
[00:07:07.520 --> 00:07:11.620]  基督徒生命的轉化是包含了三個層面的
[00:07:11.620 --> 00:07:14.120]  五至九節指出第一個層面
[00:07:14.120 --> 00:07:16.820]  就是行為上的轉化
[00:07:16.820 --> 00:07:19.820]  一開始經文提醒基督徒
[00:07:19.820 --> 00:07:23.020]  要去思考上面的事
[00:07:23.020 --> 00:07:25.920]  不要思考地上的事
[00:07:25.920 --> 00:07:27.520]  又或者這樣說
[00:07:27.520 --> 00:07:30.120]  去思考一些上帝所重視
[00:07:30.120 --> 00:07:32.020]  有永恆價值的東西
[00:07:32.020 --> 00:07:34.320]  而不是一些人重視
[00:07:34.320 --> 00:07:35.720]  短暫無益
[00:07:35.720 --> 00:07:40.120]  甚至是會帶來傷害性的事
[00:07:40.120 --> 00:07:43.620]  這是對我們一個很大的提醒
[00:07:43.620 --> 00:07:44.820]  弟兄姊妹
[00:07:44.820 --> 00:07:47.820]  到底在你心思意念裏面
[00:07:47.820 --> 00:07:49.320]  在你心底裏面
[00:07:49.320 --> 00:07:52.420]  是充斥著地上的事
[00:07:52.420 --> 00:07:55.920]  還是上面的事
[00:07:55.920 --> 00:07:57.420]  第五節
[00:07:57.420 --> 00:08:04.020]  作者舉出一些有關於地上的事的例子下
[00:08:04.020 --> 00:08:05.520]  淫亂
[00:08:05.520 --> 00:08:06.620]  污穢
[00:08:06.620 --> 00:08:07.620]  邪情
[00:08:07.620 --> 00:08:08.820]  惡慾
[00:08:08.820 --> 00:08:10.120]  和貪妄
[00:08:10.120 --> 00:08:13.020]  貪妄就是拜偶像
[00:08:13.020 --> 00:08:15.120]  在第八至九節
[00:08:15.120 --> 00:08:17.020]  作者繼續舉出其他對人
[00:08:17.020 --> 00:08:21.620]  對群體帶來破壞性傷害性的一些脾氣
[00:08:21.620 --> 00:08:24.220]  壞脾氣和行為
[00:08:24.220 --> 00:08:25.220]  惱恨
[00:08:25.220 --> 00:08:26.920]  憤怒
[00:08:26.920 --> 00:08:27.820]  惡毒
[00:08:27.820 --> 00:08:28.620]  胃膀
[00:08:28.620 --> 00:08:31.620]  和口中污穢的言語
[00:08:31.620 --> 00:08:33.220]  以及說謊
[00:08:33.220 --> 00:08:36.720]  這些例子反映了人的罪性
[00:08:36.720 --> 00:08:40.220]  人為了個人的慾望和利益
[00:08:40.220 --> 00:08:44.920]  主動去做一些傷害其他人的事
[00:08:44.920 --> 00:08:45.720]  弟兄姊妹
[00:08:45.720 --> 00:08:48.320]  到底什麼是罪呢
[00:08:48.320 --> 00:08:50.220]  什麼為之罪人呢
[00:08:50.220 --> 00:08:52.020]  你是不是罪人呢
[00:08:52.020 --> 00:08:54.020]  我是不是罪人呢
[00:08:54.020 --> 00:08:54.820]  罪
[00:08:54.820 --> 00:09:00.320]  是否僅是指一些主動傷害的行為呢
[00:09:00.320 --> 00:09:05.120]  或者僅僅是指一些個人行為上的問題呢
[00:09:05.120 --> 00:09:07.820]  希臘東正教英國區大主教
[00:09:07.820 --> 00:09:11.120]  尼基達斯盧尼亞斯
[00:09:11.120 --> 00:09:12.420]  在四月份舉行的
[00:09:12.420 --> 00:09:13.920]  Faith in Ukraine
[00:09:13.920 --> 00:09:19.720]  信念在烏克蘭的跨宗教聚會之中
[00:09:19.720 --> 00:09:21.120]  分享了一個故事
[00:09:21.120 --> 00:09:23.020]  讓我跟大家分享一下
[00:09:23.020 --> 00:09:24.020]  他這樣說
[00:09:24.020 --> 00:09:28.720]  幾年前有一個老婦人去找神父來懺悔
[00:09:28.720 --> 00:09:30.420]  對神父說
[00:09:30.420 --> 00:09:31.520]  神父啊
[00:09:31.520 --> 00:09:35.920]  我這一輩子都沒有做一些偷竊
[00:09:35.920 --> 00:09:40.520]  我沒有拿過別人任何的東西
[00:09:40.520 --> 00:09:43.320]  我從來沒有騙過我的丈夫
[00:09:43.320 --> 00:09:45.320]  從來沒有過外遇
[00:09:45.320 --> 00:09:55.220]  我從來沒有想過要別人的東西不屬於我自己
[00:09:55.220 --> 00:10:00.020]  我沒有做過一些我不應該做的事情
[00:10:00.020 --> 00:10:01.220]  理所當然地
[00:10:01.220 --> 00:10:04.820]  這個女士就坐在那裡等神父告訴她
[00:10:04.820 --> 00:10:05.620]  嗯
[00:10:05.620 --> 00:10:06.620]  做得好
[00:10:06.620 --> 00:10:11.420]  這位良善又忠實的僕人
[00:10:11.420 --> 00:10:17.520]  但是神父一臉悲傷地望著她說
[00:10:17.520 --> 00:10:20.720]  我很遺憾地告訴你
[00:10:20.720 --> 00:10:23.520]  你可能會直接落地獄
[00:10:23.520 --> 00:10:26.820]  因為生命不是屬於
[00:10:26.820 --> 00:10:31.020]  不是有關於你不應該做
[00:10:31.020 --> 00:10:34.120]  或者做的事情
[00:10:34.120 --> 00:10:37.220]  生命是關乎什麼
[00:10:37.220 --> 00:10:40.420]  是你做了些什麼
[00:10:40.420 --> 00:10:45.220]  以及你及時在這一刻去做
[00:10:45.220 --> 00:10:46.620]  親愛的弟兄姊妹
[00:10:46.620 --> 00:10:49.920]  生命屬於我們必須做的
[00:10:49.920 --> 00:10:52.620]  生命是有關於我們必須做的事情
[00:10:52.620 --> 00:10:58.420]  因為冷漠可能是所有罪惡最大的
[00:10:58.420 --> 00:11:02.520]  這就是主教所說的話
[00:11:02.520 --> 00:11:07.120]  生命不是有關於我們不應該去做些什麼
[00:11:07.120 --> 00:11:10.220]  生命是有關於我們現在要做些什麼
[00:11:10.220 --> 00:11:11.220]  應該要做些什麼
[00:11:11.220 --> 00:11:13.420]  以及及時去做好它
[00:11:13.420 --> 00:11:15.720]  冷漠主教說
[00:11:15.720 --> 00:11:18.720]  就是所有罪惡中最大的
[00:11:18.720 --> 00:11:22.920]  你會覺得這個故事比較極端
[00:11:22.920 --> 00:11:24.220]  但是類似的故事
[00:11:24.220 --> 00:11:26.020]  聖經也有
[00:11:26.020 --> 00:11:28.520]  老介夫音第十八章說到一個官
[00:11:28.520 --> 00:11:29.720]  問耶穌說
[00:11:29.720 --> 00:11:30.720]  良善的夫子
[00:11:30.720 --> 00:11:34.120]  我該做什麼才能夠承受永生呢
[00:11:34.120 --> 00:11:35.520]  耶穌對他說
[00:11:35.520 --> 00:11:37.220]  皆命你是知道的
[00:11:37.220 --> 00:11:38.420]  不可姦淫
[00:11:38.420 --> 00:11:40.720]  不可殺人不可偷盜
[00:11:40.720 --> 00:11:42.420]  不可作假見證
[00:11:42.420 --> 00:11:44.620]  當孝敬父母
[00:11:44.620 --> 00:11:45.920]  那個人就說
[00:11:45.920 --> 00:11:48.920]  這一切我從小就遵守了
[00:11:48.920 --> 00:11:50.920]  最後耶穌吩咐他
[00:11:50.920 --> 00:11:53.420]  去變賣一切所有的
[00:11:53.420 --> 00:11:57.320]  分給窮人來跟從我
[00:11:57.320 --> 00:11:59.020]  他聽了這句話之後
[00:11:59.020 --> 00:12:00.020]  就很憂愁
[00:12:00.020 --> 00:12:02.220]  因為他很富有
[00:12:02.220 --> 00:12:03.020]  另外
[00:12:03.020 --> 00:12:09.220]  老介夫音第十六章說了一個裁主與拉撒路的故事
[00:12:09.220 --> 00:12:12.520]  裁主日日都經過他門口
[00:12:12.520 --> 00:12:16.520]  見到土飯的拉撒路
[00:12:16.520 --> 00:12:19.220]  但是他漠視他的需要
[00:12:19.220 --> 00:12:22.720]  漠視他生命危在旦夕
[00:12:22.720 --> 00:12:25.920]  都沒有給他充饑的食物
[00:12:25.920 --> 00:12:27.820]  最後兩個都死了
[00:12:27.820 --> 00:12:30.020]  裁主是陰間受苦
[00:12:30.020 --> 00:12:34.620]  而拉撒路就在亞伯拉罕的壞裡面得著安慰
[00:12:34.620 --> 00:12:36.620]  接著耶穌說
[00:12:36.620 --> 00:12:39.320]  有錢財的人進神的國
[00:12:39.320 --> 00:12:41.420]  是何等的難呢
[00:12:41.420 --> 00:12:43.420]  駱駝穿過針眼
[00:12:43.420 --> 00:12:45.820]  被裁主進神的國
[00:12:45.820 --> 00:12:48.220]  還容易呢
[00:12:48.220 --> 00:12:50.020]  我想透過大主教的故事
[00:12:50.020 --> 00:12:52.120]  以及聖經的故事
[00:12:52.120 --> 00:12:54.020]  去指出一個對罪
[00:12:54.020 --> 00:12:56.620]  非常普遍的理解
[00:12:56.620 --> 00:12:58.220]  就是罪
[00:12:58.220 --> 00:13:01.820]  是行為上的偏差
[00:13:01.820 --> 00:13:03.220]  在福音書裡面
[00:13:03.220 --> 00:13:05.420]  「罪人」這個詞
[00:13:05.420 --> 00:13:07.220]  是有特定的意思的
[00:13:07.220 --> 00:13:10.620]  它指出一群生活方式和行為
[00:13:10.620 --> 00:13:14.920]  偏離了當時主導社會的標準
[00:13:14.920 --> 00:13:16.420]  以及道德價值
[00:13:16.420 --> 00:13:19.820]  期望的人
[00:13:19.820 --> 00:13:23.120]  所謂罪為行為上的偏差
[00:13:23.120 --> 00:13:24.420]  包括什麼呢
[00:13:24.420 --> 00:13:26.820]  包括不應該做的事
[00:13:26.820 --> 00:13:27.820]  你去做
[00:13:27.820 --> 00:13:29.220]  sin of commission
[00:13:29.220 --> 00:13:31.820]  或者應該做的事
[00:13:31.820 --> 00:13:33.420]  你不去做
[00:13:33.420 --> 00:13:35.220]  sin of omission
[00:13:35.220 --> 00:13:37.420]  問耶穌
[00:13:37.420 --> 00:13:40.220]  怎樣才可以得到永生過冠
[00:13:40.220 --> 00:13:44.220]  只是停留在一個律法主義式的信仰
[00:13:44.220 --> 00:13:49.220]  關注我不應該去做些什麼
[00:13:49.220 --> 00:13:52.220]  而路加福音十六章的裁主
[00:13:52.220 --> 00:13:55.220]  就沒有去做他應該做的事
[00:13:55.220 --> 00:14:00.020]  去關心一個生命危在旦夕的乞丐
[00:14:00.020 --> 00:14:06.020]  罪固然之可以是行為上的偏差
[00:14:06.020 --> 00:14:07.220]  但是罪
[00:14:07.220 --> 00:14:11.620]  也可以是一種存在的境況
[00:14:11.620 --> 00:14:14.020]  或者社會結構性邪惡
[00:14:14.020 --> 00:14:16.820]  所產生的倫理道德問題
[00:14:16.820 --> 00:14:18.220]  人性的軟弱
[00:14:18.220 --> 00:14:19.220]  恐懼
[00:14:19.220 --> 00:14:20.220]  內疚
[00:14:20.220 --> 00:14:22.820]  不論這種內疚是主觀的感覺
[00:14:22.820 --> 00:14:25.420]  還是客觀標準衡量的
[00:14:25.420 --> 00:14:29.820]  又或者哥羅西書三章八竊所提及的
[00:14:29.820 --> 00:14:31.220]  惱恨
[00:14:31.220 --> 00:14:32.420]  憤怒
[00:14:32.420 --> 00:14:34.020]  惡毒等等
[00:14:34.020 --> 00:14:38.220]  往往令人與人之間的關係疏離
[00:14:38.220 --> 00:14:39.620]  異化
[00:14:39.620 --> 00:14:43.420]  父親在一時火車眼之下
[00:14:43.420 --> 00:14:45.220]  掌掛自己的兒子
[00:14:45.220 --> 00:14:49.220]  足以令父子的關係從此破裂
[00:14:49.220 --> 00:14:52.620]  人因為做了一些內疚的事
[00:14:52.620 --> 00:14:54.820]  沒有辦法原諒自己
[00:14:54.820 --> 00:14:57.220]  沒有辦法抬起頭來做人
[00:14:57.220 --> 00:15:00.620]  影響了自己與家人同有的關係
[00:15:00.620 --> 00:15:02.420]  與人疏遠
[00:15:02.420 --> 00:15:05.020]  因為他沒有辦法原諒自己
[00:15:05.020 --> 00:15:07.620]  也覺得別人也沒有辦法
[00:15:07.620 --> 00:15:11.220]  甚至乎是不應該原諒自己的
[00:15:11.220 --> 00:15:13.420]  社會結構問題
[00:15:13.420 --> 00:15:16.420]  邪惡產生的倫理道德問題
[00:15:16.420 --> 00:15:20.220]  令到罪變得是秘無可避
[00:15:20.220 --> 00:15:22.620]  即使人無法選擇
[00:15:22.620 --> 00:15:26.620]  令到人無法選擇應該做的事情
[00:15:26.620 --> 00:15:30.420]  也都不得不選擇不應該做的事
[00:15:30.420 --> 00:15:34.220]  人基於生活處境和制度的問題
[00:15:34.220 --> 00:15:37.620]  在工作、制度上、社會上、家庭上
[00:15:37.620 --> 00:15:40.620]  都有機會做一些身不由己
[00:15:40.620 --> 00:15:43.020]  逼於無奈的事情
[00:15:43.020 --> 00:15:43.820]  例如
[00:15:43.820 --> 00:15:46.620]  父母因為要養家活口
[00:15:46.620 --> 00:15:48.620]  一天工作十幾小時
[00:15:48.620 --> 00:15:52.020]  逼於無奈疏忽照顧子女
[00:15:52.020 --> 00:15:54.420]  我以前是做中學教師的
[00:15:54.420 --> 00:15:57.820]  這種父母我見得多
[00:15:57.820 --> 00:16:00.620]  法官要依法判刑
[00:16:00.620 --> 00:16:03.620]  但沒有權去質疑法例的正當性
[00:16:03.620 --> 00:16:04.820]  即使存疑
[00:16:04.820 --> 00:16:07.420]  職責上他都要去執行
[00:16:07.420 --> 00:16:09.620]  紀律部隊的人員或者軍人
[00:16:09.620 --> 00:16:11.820]  要執行上級的指示
[00:16:11.820 --> 00:16:13.820]  無論他是否同意
[00:16:13.820 --> 00:16:17.420]  無論他是否明白所執行的職責
[00:16:17.420 --> 00:16:19.420]  《尼皇紀下》第五章講述到
[00:16:19.420 --> 00:16:24.220]  阿蘭王元帥奶曼染上了麻瘋
[00:16:24.220 --> 00:16:27.020]  他求先知以利沙伊治
[00:16:27.020 --> 00:16:28.620]  他按先知的要求
[00:16:28.620 --> 00:16:31.020]  在約旦河中沐浴七次
[00:16:31.020 --> 00:16:33.220]  麻瘋就痊癒了
[00:16:33.220 --> 00:16:36.420]  他最後歸依耶和華
[00:16:36.420 --> 00:16:38.220]  但因為工作的關係
[00:16:38.220 --> 00:16:46.820]  他沒有辦法不在阿蘭神明臨門的廟裡去跪拜
[00:16:46.820 --> 00:16:50.020]  奶曼向以利沙請求
[00:16:50.020 --> 00:16:51.220]  唯有一件事
[00:16:51.220 --> 00:16:54.420]  願耶和華饒恕尼僕人
[00:16:54.420 --> 00:17:00.020]  我主人進臨門殿廟在那裡跪拜的時候
[00:17:00.020 --> 00:17:03.420]  他總是扶著我的手
[00:17:03.420 --> 00:17:07.020]  所以我也在臨門廟跪拜
[00:17:07.020 --> 00:17:10.220]  我在臨門廟跪拜這事
[00:17:10.220 --> 00:17:13.420]  願耶和華饒恕尼僕人
[00:17:13.420 --> 00:17:15.420]  以利沙怎樣回答他呢
[00:17:15.420 --> 00:17:16.820]  他不是罵他
[00:17:16.820 --> 00:17:19.220]  不是說他
[00:17:19.220 --> 00:17:21.220]  不是說你這樣做錯了
[00:17:21.220 --> 00:17:23.420]  以利沙回答他什麼呢
[00:17:23.420 --> 00:17:26.220]  你平安地回去吧
[00:17:26.220 --> 00:17:30.820]  因為這是一個社會結構問題
[00:17:30.820 --> 00:17:35.420]  一個帝國結構問題所產生的邪惡力
[00:17:35.420 --> 00:17:39.020]  兩害雙權原則下
[00:17:39.020 --> 00:17:41.620]  叫Lesser of the Two Evil Principles
[00:17:41.620 --> 00:17:44.420]  Lesser of Two Evil Principles
[00:17:44.420 --> 00:17:49.220]  指出有時候人是逼於在兩個道德
[00:17:49.220 --> 00:17:53.220]  都不對的選擇上去做決定的
[00:17:53.220 --> 00:17:57.420]  你可以選的不是錯還是對
[00:17:57.420 --> 00:17:59.020]  你只可以選擇什麼呢
[00:17:59.020 --> 00:18:00.820]  沒有那麼錯
[00:18:00.820 --> 00:18:02.020]  例如什麼呢
[00:18:02.020 --> 00:18:04.020]  說謊
[00:18:04.020 --> 00:18:07.820]  以及要拯救一個生命
[00:18:07.820 --> 00:18:09.420]  你會怎樣選擇呢
[00:18:09.420 --> 00:18:12.220]  一個人應該說謊
[00:18:12.220 --> 00:18:14.620]  來拯救一個生命嗎
[00:18:14.620 --> 00:18:16.820]  納粹德國很多的波蘭人
[00:18:16.820 --> 00:18:18.820]  就選擇了去說謊
[00:18:18.820 --> 00:18:21.220]  隱藏猶太人
[00:18:21.220 --> 00:18:23.420]  生活在當下的香港
[00:18:23.420 --> 00:18:24.420]  無論是疫情
[00:18:24.420 --> 00:18:26.820]  無論是社會處境
[00:18:26.820 --> 00:18:30.020]  我相信我們經常都左右為難
[00:18:30.020 --> 00:18:31.820]  不能夠兩全其美
[00:18:31.820 --> 00:18:34.620]  逼於選擇沒有那麼錯
[00:18:34.620 --> 00:18:35.820]  最後一點
[00:18:35.820 --> 00:18:37.420]  社會結構問題的邪惡
[00:18:37.420 --> 00:18:39.820]  往往令人在不知情底下
[00:18:39.820 --> 00:18:42.820]  參加了或參與了
[00:18:42.820 --> 00:18:46.020]  一些剝削性的事情
[00:18:46.020 --> 00:18:50.220]  例如我們所穿的棉質的衣服
[00:18:50.220 --> 00:18:53.420]  又或者我們所吃的肉類
[00:18:53.420 --> 00:18:56.220]  可能是透過剝削工人的權益
[00:18:56.220 --> 00:18:57.020]  動物權益
[00:18:57.020 --> 00:19:02.020]  甚至乎是強迫勞動而得出來的
[00:19:02.020 --> 00:19:05.420]  而我們是在不知情底下使用了
[00:19:05.420 --> 00:19:06.620]  2019年
[00:19:06.620 --> 00:19:09.820]  我去了巴厘島旅行
[00:19:09.820 --> 00:19:13.620]  參觀了貓屎咖啡的製作場
[00:19:13.620 --> 00:19:16.020]  大家知不知道貓屎咖啡是什麼?
[00:19:16.020 --> 00:19:21.020]  貓屎咖啡是由印尼棕櫚果子梨
[00:19:21.020 --> 00:19:24.820]  排泄出來的咖啡豆製成的咖啡
[00:19:24.820 --> 00:19:28.220]  聽聞是咖啡裏面最貴的
[00:19:28.220 --> 00:19:31.620]  導賞員強調製作過程
[00:19:31.620 --> 00:19:35.820]  沒有涉及任何虐待動物的行為
[00:19:35.820 --> 00:19:39.620]  當時我很無知地相信他
[00:19:39.620 --> 00:19:42.620]  後來我做了一些調查
[00:19:42.620 --> 00:19:47.820]  原來果子梨被困在一個很狹窄的籠裏
[00:19:47.820 --> 00:19:52.220]  在一個極不人道的環境下生活
[00:19:52.220 --> 00:19:56.820]  強迫吃大量不能消化的咖啡豆
[00:19:56.820 --> 00:20:00.820]  有些甚至乎因此嚴重受傷
[00:20:00.820 --> 00:20:03.220]  我在不知情底下
[00:20:03.220 --> 00:20:06.020]  又或者說我太天真底下
[00:20:06.020 --> 00:20:10.620]  我就參與了虐待野生動物
[00:20:10.620 --> 00:20:15.220]  我從此之後就再沒有喝貓屎咖啡
[00:20:15.220 --> 00:20:17.020]  上次的例子告訴我們
[00:20:17.020 --> 00:20:22.820]  罪並不是一個個人行為上的偏差那麼簡單
[00:20:22.820 --> 00:20:25.820]  而是一個存在的境況
[00:20:25.820 --> 00:20:28.820]  是一個社會結構性的邪惡
[00:20:28.820 --> 00:20:31.620]  有時候令我們是避無可避的
[00:20:31.620 --> 00:20:34.620]  只要你和我生活在這個世界裏面
[00:20:34.620 --> 00:20:38.420]  我們永遠都離不開罪的境況
[00:20:38.420 --> 00:20:42.620]  羅馬書三章十節精闢地指出這個要害
[00:20:42.620 --> 00:20:45.420]  他說沒有異人沒有異人
[00:20:45.420 --> 00:20:48.820]  連一個都沒有
[00:20:48.820 --> 00:20:53.620]  保羅在羅馬書的七章十九至二十四節說過
[00:20:53.620 --> 00:20:56.620]  他說我所願意的事我不去做
[00:20:56.620 --> 00:21:00.820]  我所願意的惡我反而去做
[00:21:00.820 --> 00:21:04.420]  如果我去做我不願意做的
[00:21:04.420 --> 00:21:06.420]  這不是我做的
