
[00:00:00.000 --> 00:00:05.120]  網絡上的頂尖媒體早晨
[00:04:42.780 --> 00:04:47.180]  因為當我們越看通了世界 看通了世情
[00:04:47.180 --> 00:04:52.180]  越明白自己裡面的缺乏
[00:04:52.180 --> 00:04:55.080]  我們可能會崩潰
[00:04:55.080 --> 00:04:58.180]  我們沒有自己想像中那麼美好
[00:04:58.180 --> 00:05:01.580]  這個世界也沒有我們想像中那麼美好的時候
[00:05:01.580 --> 00:05:04.880]  求你幫我們不要灰心喪志
[00:05:04.880 --> 00:05:07.480]  因為一切都在神祢的手裡
[00:05:07.480 --> 00:05:11.680]  在歷史上我們只看到很多灰暗
[00:05:11.680 --> 00:05:15.180]  很多挫敗 一路循環
[00:05:15.180 --> 00:05:18.980]  但求你幫我們看到神祢是我們的出路
[00:05:18.980 --> 00:05:22.080]  今天很簡單的福音真理
[00:05:22.080 --> 00:05:26.080]  就是神給我們整個世界的出路
[00:05:26.080 --> 00:05:28.180]  怎樣可以勝過罪
[00:05:28.180 --> 00:05:29.980]  怎樣可以過一個無罪的生活
[00:05:29.980 --> 00:05:33.980]  怎樣可以人與人之間有真正的愛和信任
[00:05:33.980 --> 00:05:36.980]  尊重 求主你幫我們
[00:05:36.980 --> 00:05:38.980]  讓我們在我們的生活
[00:05:38.980 --> 00:05:43.080]  在我們的教會生活裡面
[00:05:43.080 --> 00:05:47.080]  能夠實踐 經歷你愛的大能
[00:05:47.080 --> 00:05:49.780]  多謝你聽我們祈禱 奉耶穌的聖名
[00:05:49.780 --> 00:05:50.780]  阿們
[00:05:50.780 --> 00:05:53.980]  今天我們先讀聖經一書三章
[00:05:53.980 --> 00:05:57.980]  我們讀十一到十五節
[00:05:57.980 --> 00:06:01.680]  找到的請大家一起讀出來
[00:06:01.680 --> 00:06:03.980]  後面的三節我們留待待會讀
[00:06:03.980 --> 00:06:09.980]  等一下我會再提醒大家讀今天這八節經文
[00:06:09.980 --> 00:06:15.680]  整個約翰一書一直都在講兩個神很重要的屬性
[00:06:15.680 --> 00:06:19.480]  你明白神這兩個屬性和我們的生命關係
[00:06:19.480 --> 00:06:22.480]  你的生命一定會豐盛
[00:06:22.480 --> 00:06:27.980]  約翰的神學就好像一個螺旋式
[00:06:27.980 --> 00:06:31.980]  一路循環好像唱歌一樣
[00:06:31.980 --> 00:06:35.980]  他的副歌也會唱 加倫也會唱
[00:06:35.980 --> 00:06:39.480]  他講到愛 講到神兒女的身份
[00:06:39.480 --> 00:06:42.980]  講到與世界 與罪的關係
[00:06:42.980 --> 00:06:46.480]  這些主題一路重複
[00:06:46.480 --> 00:06:49.980]  但關鍵都是在神就是光
[00:06:49.980 --> 00:06:51.980]  在第一章五節那裡講
[00:06:51.980 --> 00:06:52.980]  這個屬性
[00:06:52.980 --> 00:06:56.980]  在四章那裡講 神就是愛
[00:06:56.980 --> 00:06:58.480]  我們說豐盛人生
[00:06:58.480 --> 00:06:59.980]  你做到兩件事就行了
[00:06:59.980 --> 00:07:02.980]  第一就是你明白神是光
[00:07:02.980 --> 00:07:04.980]  你懂得敬畏神
[00:07:04.980 --> 00:07:09.480]  你懂得能夠倚靠神勝過自己勝過罪
[00:07:09.480 --> 00:07:11.480]  你過一個無罪的生活
[00:07:11.480 --> 00:07:13.480]  你行在光明裡面
[00:07:13.480 --> 00:07:14.980]  解決了罪
[00:07:14.980 --> 00:07:19.980]  上個星期Doris傳道講三章第五節第七節
[00:07:19.980 --> 00:07:22.980]  她說基督利是要除掉罪
[00:07:22.980 --> 00:07:27.480]  解決了罪我們能夠行在光明中與神有真正的團契
[00:07:27.480 --> 00:07:28.980]  真正的相交
[00:07:28.980 --> 00:07:30.980]  你的生命就會豐盛
[00:07:30.980 --> 00:07:32.980]  第二個神的屬性就是
[00:07:32.980 --> 00:07:34.480]  神就是愛
[00:07:34.480 --> 00:07:36.980]  當你得重獲自由
[00:07:36.980 --> 00:07:39.480]  你有真理結證了你的生命之後
[00:07:39.480 --> 00:07:41.480]  你重獲新生
[00:07:41.480 --> 00:07:43.480]  在基督利是新造的人
[00:07:43.480 --> 00:07:47.980]  你就能夠懂得運用自己的自由
[00:07:47.980 --> 00:07:50.480]  和懂得愛與被愛
[00:07:50.480 --> 00:07:51.480]  神就是愛
[00:07:51.480 --> 00:07:53.980]  我們發覺我們信主之後
[00:07:53.980 --> 00:07:58.480]  有聖靈將神的愛囂貫在我們心裡面
[00:07:58.480 --> 00:08:02.980]  我們首先聚得赦免成為神的兒女
[00:08:02.980 --> 00:08:04.480]  經歷神的愛
[00:08:04.480 --> 00:08:06.480]  經歷基督犧牲的愛
[00:08:06.480 --> 00:08:10.480]  然後聖靈將神的愛囂貫在我們裡面
[00:08:10.480 --> 00:08:12.480]  然後聖靈給我們果子
[00:08:12.480 --> 00:08:14.980]  如果我們倚靠聖靈被充滿的時候
[00:08:14.980 --> 00:08:17.480]  倚靠聖靈生活給他管理我們的生命
[00:08:17.480 --> 00:08:21.480]  聖經說我們會有愛的能力
[00:08:21.480 --> 00:08:24.480]  你可以說我們都是有心無力的
[00:08:24.480 --> 00:08:25.480]  但是你想想
[00:08:25.480 --> 00:08:27.480]  當你戀愛的時候
[00:08:27.480 --> 00:08:29.480]  你拍拖追女孩
[00:08:29.480 --> 00:08:34.480]  福特應該追過女孩的
[00:08:34.480 --> 00:08:36.480]  反過來
[00:08:36.480 --> 00:08:39.480]  不像是福特追Jacky
[00:08:39.480 --> 00:08:40.480]  你明白嗎
[00:08:40.480 --> 00:08:42.480]  什麼人都有能力去愛
[00:08:42.480 --> 00:08:45.480]  你的親人、你的朋友
[00:08:45.480 --> 00:08:47.480]  所以就算不信主的人
[00:08:47.480 --> 00:08:49.480]  當他很喜歡的朋友
[00:08:49.480 --> 00:08:52.480]  昨晚有歐聯決賽
[00:08:52.480 --> 00:08:54.480]  很少人一個人看的
[00:08:54.480 --> 00:08:55.480]  當然有疫症
[00:08:55.480 --> 00:08:58.480]  總是希望叫朋友一起看
[00:08:58.480 --> 00:09:00.480]  一起叫
[00:09:00.480 --> 00:09:02.480]  丁子妹
[00:09:02.480 --> 00:09:05.480]  每一個人都有能力去愛
[00:09:05.480 --> 00:09:08.480]  問題是你喜不喜歡那個對象
[00:09:08.480 --> 00:09:11.480]  聖經說當你信主之後
[00:09:11.480 --> 00:09:15.480]  你有了愛的能力
[00:09:15.480 --> 00:09:18.480]  如果一個人可以沒有罪
[00:09:18.480 --> 00:09:19.480]  怎樣呢
[00:09:19.480 --> 00:09:22.480]  靠耶穌就能勝過自己勝過罪
[00:09:22.480 --> 00:09:24.480]  然後你就得著能力
[00:09:24.480 --> 00:09:26.480]  可以懂得運用自己的自由
[00:09:26.480 --> 00:09:27.480]  懂得選擇
[00:09:27.480 --> 00:09:29.480]  懂得愛
[00:09:29.480 --> 00:09:33.480]  今年我們的主題都是愛與被愛
[00:09:33.480 --> 00:09:36.480]  之前我們說經歷神同在
[00:09:36.480 --> 00:09:38.480]  其實返來復去
[00:09:38.480 --> 00:09:39.480]  都是一路循環
[00:09:39.480 --> 00:09:41.480]  就將聖經裡面主要的教導
[00:09:41.480 --> 00:09:44.480]  教我們怎樣與神建立親密的關係
[00:09:44.480 --> 00:09:46.480]  怎樣行在光明中
[00:09:46.480 --> 00:09:48.480]  怎樣藉著靠聖靈
[00:09:48.480 --> 00:09:50.480]  依靠神的話
[00:09:50.480 --> 00:09:52.480]  去更新我們的生命
[00:09:52.480 --> 00:09:54.480]  那個沒有罪的生活
[00:09:54.480 --> 00:09:56.480]  並不是天方夜譚
[00:09:56.480 --> 00:09:57.480]  是可以的
[00:09:57.480 --> 00:10:00.480]  我們能不犯罪
[00:10:00.480 --> 00:10:02.480]  去到一個地步
[00:10:02.480 --> 00:10:04.480]  我們不想犯罪
[00:10:04.480 --> 00:10:06.480]  偶然犯罪之後
[00:10:06.480 --> 00:10:10.480]  我們會感受到那份歉疚
[00:10:10.480 --> 00:10:12.480]  我們會回轉
[00:10:12.480 --> 00:10:14.480]  我們不能夠持續犯罪
[00:10:14.480 --> 00:10:16.480]  因為我們不行
[00:10:16.480 --> 00:10:20.480]  因為我們不喜歡罪
[00:10:20.480 --> 00:10:21.480]  在輔助經文裡
[00:10:21.480 --> 00:10:24.480]  我們讀一讀三章第七到十節
[00:10:24.480 --> 00:10:26.480]  上星期讀過
[00:10:26.480 --> 00:10:28.480]  我們看回三章七到十節
[00:10:28.480 --> 00:10:31.480]  就開始看我們今天第十一節的開始
[00:10:31.480 --> 00:10:32.480]  好嗎
[00:10:32.480 --> 00:10:33.480]  第七節到十節
[00:10:33.480 --> 00:10:34.480]  四節一起來
[00:10:34.480 --> 00:10:35.480]  預備起
[00:10:35.480 --> 00:10:37.480]  三章七節
[00:10:37.480 --> 00:10:41.480]  他說孩子們不要被人騙
[00:10:41.480 --> 00:10:43.480]  接著他說
[00:10:43.480 --> 00:10:47.480]  行義的才是出於神
[00:10:47.480 --> 00:10:51.480]  行義的人才是真基督徒
[00:10:51.480 --> 00:10:53.480]  約翰福音一直說
[00:10:53.480 --> 00:10:55.480]  不要被人騙
[00:10:55.480 --> 00:10:59.480]  不要被異端邪說
[00:10:59.480 --> 00:11:02.480]  當時世界流行的宗教文化
[00:11:02.480 --> 00:11:06.480]  或者哲學文化思潮去影響
[00:11:06.480 --> 00:11:07.480]  重複了很多次
[00:11:07.480 --> 00:11:09.480]  但是這裡所說的
[00:11:09.480 --> 00:11:10.480]  不要被人騙
[00:11:10.480 --> 00:11:11.480]  他說
[00:11:11.480 --> 00:11:14.480]  如果你知道神是光
[00:11:14.480 --> 00:11:16.480]  你要行在義裡面
[00:11:16.480 --> 00:11:18.480]  他說犯罪的人
[00:11:18.480 --> 00:11:19.480]  不認識神
[00:11:19.480 --> 00:11:21.480]  不是出於神
[00:11:21.480 --> 00:11:22.480]  到了第十節
[00:11:22.480 --> 00:11:23.480]  他特別說
[00:11:23.480 --> 00:11:25.480]  這樣我們就分辨到
[00:11:25.480 --> 00:11:27.480]  誰是神的兒女
[00:11:27.480 --> 00:11:30.480]  誰是魔鬼的兒女
[00:11:30.480 --> 00:11:32.480]  很鮮明的
[00:11:32.480 --> 00:11:33.480]  雖然約翰
[00:11:33.480 --> 00:11:35.480]  他好像一個循環
[00:11:35.480 --> 00:11:38.480]  一路循環
[00:11:38.480 --> 00:11:40.480]  逼近他的主題
[00:11:40.480 --> 00:11:44.480]  就是什麼人是真基督徒
[00:11:44.480 --> 00:11:45.480]  剛才我說
[00:11:45.480 --> 00:11:46.480]  這個真基督徒
[00:11:46.480 --> 00:11:48.480]  他活出兩個豐盛的標記
[00:11:48.480 --> 00:11:50.480]  是反映神的屬性
[00:11:50.480 --> 00:11:52.480]  就是他知道神是光
[00:11:52.480 --> 00:11:54.480]  所以他對罪有敏感
[00:11:54.480 --> 00:11:58.480]  還有他知道拒絕犯罪
[00:11:58.480 --> 00:12:00.480]  我們可不可以犯罪?
[00:12:00.480 --> 00:12:01.480]  可以,不過我們不會
[00:12:01.480 --> 00:12:03.480]  就好像有人問
[00:12:03.480 --> 00:12:05.480]  你可不可以捍頭埋牆?
[00:12:05.480 --> 00:12:06.480]  可以,你會不會?
[00:12:06.480 --> 00:12:07.480]  不會
[00:12:07.480 --> 00:12:08.480]  是不是?
[00:12:08.480 --> 00:12:10.480]  很多時候我們說
[00:12:10.480 --> 00:12:12.480]  我們知道神是光
[00:12:12.480 --> 00:12:14.480]  我們也知道神是愛
[00:12:14.480 --> 00:12:16.480]  神想我們像他那樣去愛
[00:12:16.480 --> 00:12:18.480]  無條件的
[00:12:18.480 --> 00:12:19.480]  犧牲的愛
[00:12:19.480 --> 00:12:22.480]  不是人靠自己做得到
[00:12:22.480 --> 00:12:27.480]  這個來到第三章這裡
[00:12:27.480 --> 00:12:29.480]  上次說了前半部分
[00:12:29.480 --> 00:12:30.480]  多了傳道
[00:12:30.480 --> 00:12:31.480]  基督徒
[00:12:31.480 --> 00:12:34.480]  這裡有兩個測試
[00:12:34.480 --> 00:12:36.480]  他是不是真基督徒的模式
[00:12:36.480 --> 00:12:38.480]  前面三章四到十節就說
[00:12:38.480 --> 00:12:41.480]  行義的才是出於神
[00:12:41.480 --> 00:12:43.480]  第十節很清楚
[00:12:43.480 --> 00:12:45.480]  如果沒有行義的
[00:12:45.480 --> 00:12:47.480]  你就知道他是屬神
[00:12:47.480 --> 00:12:49.480]  還是屬魔鬼
[00:12:49.480 --> 00:12:53.480]  很奇妙
[00:12:53.480 --> 00:12:54.480]  屬神
[00:12:54.480 --> 00:12:55.480]  神的如律和魔鬼的如律
[00:12:55.480 --> 00:12:57.480]  這個有很大的對比
[00:12:57.480 --> 00:12:59.480]  行義
[00:12:59.480 --> 00:13:02.480]  有沒有行出神的公義
[00:13:02.480 --> 00:13:03.480]  義行
[00:13:03.480 --> 00:13:06.480]  還有有沒有愛弟兄
[00:13:06.480 --> 00:13:07.480]  有沒有愛
[00:13:07.480 --> 00:13:08.480]  有沒有真正的愛
[00:13:08.480 --> 00:13:10.480]  這兩個測試
[00:13:10.480 --> 00:13:12.480]  就測到
[00:13:12.480 --> 00:13:13.480]  是不是真基督徒
[00:13:13.480 --> 00:13:14.480]  為什麼?
[00:13:14.480 --> 00:13:17.480]  因為那時候一、二世紀
[00:13:17.480 --> 00:13:18.480]  諾斯底主義
[00:13:18.480 --> 00:13:20.480]  或者那時候的思潮
[00:13:20.480 --> 00:13:22.480]  就否定道成肉身
[00:13:22.480 --> 00:13:24.480]  以前他們的論點是這樣的
[00:13:24.480 --> 00:13:27.480]  所有物質都會扭壞
[00:13:27.480 --> 00:13:29.480]  所有人的身體都會扭壞
[00:13:29.480 --> 00:13:31.480]  所以凡是摸得到
[00:13:31.480 --> 00:13:33.480]  所有物質的東西
[00:13:33.480 --> 00:13:37.480]  都是步向扭壞
[00:13:37.480 --> 00:13:39.480]  枯乾死亡
[00:13:39.480 --> 00:13:40.480]  所以他們就看到
[00:13:40.480 --> 00:13:42.480]  宇宙一個真理
[00:13:42.480 --> 00:13:44.480]  就是物質沒有好東西
[00:13:44.480 --> 00:13:46.480]  甚至是邪惡
[00:13:46.480 --> 00:13:48.480]  只有看不到
[00:13:48.480 --> 00:13:49.480]  觸摸不到
[00:13:49.480 --> 00:13:50.480]  屬靈的東西
[00:13:50.480 --> 00:13:52.480]  才是完美
[00:13:52.480 --> 00:13:55.480]  才是最完美的東西
[00:13:55.480 --> 00:13:57.480]  所以他們否定復活
[00:13:57.480 --> 00:13:58.480]  否定死人復活
[00:13:58.480 --> 00:13:59.480]  耶穌的復活
[00:13:59.480 --> 00:14:02.480]  他們覺得是天方夜譚
[00:14:02.480 --> 00:14:04.480]  所以希臘人是看智慧
[00:14:04.480 --> 00:14:07.480]  猶太人是看神蹟
[00:14:07.480 --> 00:14:09.480]  但是今天我想問
[00:14:09.480 --> 00:14:11.480]  如果今天
[00:14:11.480 --> 00:14:14.480]  要衝擊我們基督教信仰
[00:14:14.480 --> 00:14:17.480]  撒旦會用什麼去衝擊我們呢?
[00:14:17.480 --> 00:14:18.480]  剛才說到
[00:14:18.480 --> 00:14:21.480]  是在教義上去衝擊我們
[00:14:21.480 --> 00:14:22.480]  但是我都體會
[00:14:22.480 --> 00:14:23.480]  今天
[00:14:23.480 --> 00:14:25.480]  做基督徒
[00:14:25.480 --> 00:14:28.480]  也有些人會這樣教
[00:14:28.480 --> 00:14:30.480]  譬如在愛的命令這件事上
[00:14:30.480 --> 00:14:32.480]  第十一節說什麼?
[00:14:32.480 --> 00:14:33.480]  第十一節說
[00:14:33.480 --> 00:14:34.480]  我們要彼此相愛
[00:14:34.480 --> 00:14:36.480]  因為這是從起初
[00:14:36.480 --> 00:14:37.480]  所聽見
[00:14:37.480 --> 00:14:39.480]  從使徒
[00:14:39.480 --> 00:14:42.480]  從神而來的訊息
[00:14:42.480 --> 00:14:44.480]  彼此相愛
[00:14:44.480 --> 00:14:45.480]  一直你都知道
[00:14:45.480 --> 00:14:47.480]  第二章說
[00:14:47.480 --> 00:14:51.480]  我給你們舊的又給你們新的
[00:14:51.480 --> 00:14:52.480]  也就是猶太人
[00:14:52.480 --> 00:14:53.480]  他們說
[00:14:53.480 --> 00:14:55.480]  特別是猶太基督徒
[00:14:55.480 --> 00:14:56.480]  他聽到兩個愛的命令
[00:14:56.480 --> 00:14:57.480]  舊約
[00:14:57.480 --> 00:14:58.480]  叫他愛人如己
[00:14:58.480 --> 00:14:59.480]  新約
[00:14:59.480 --> 00:15:00.480]  是要愛人
[00:15:00.480 --> 00:15:01.480]  好像基督一樣
[00:15:01.480 --> 00:15:03.480]  愛身邊的弟兄姊妹
[00:15:03.480 --> 00:15:05.480]  有什麼不同?
[00:15:05.480 --> 00:15:07.480]  新就是水準
[00:15:07.480 --> 00:15:09.480]  以前愛人如己
[00:15:09.480 --> 00:15:10.480]  如果我愛你
[00:15:10.480 --> 00:15:12.480]  請你吃飯
[00:15:12.480 --> 00:15:14.480]  就是醉話
[00:15:14.480 --> 00:15:15.480]  吻話
[00:15:15.480 --> 00:15:17.480]  和醉話
[00:15:17.480 --> 00:15:19.480]  如果是查爾斯
[00:15:19.480 --> 00:15:21.480]  可能是美麗話
[00:15:21.480 --> 00:15:23.480]  還有什麼話?
[00:15:23.480 --> 00:15:24.480]  很多話
[00:15:24.480 --> 00:15:25.480]  文話
[00:15:25.480 --> 00:15:26.480]  是嗎?
[00:15:26.480 --> 00:15:28.480]  還有高檔一點的
[00:15:28.480 --> 00:15:30.480]  文化很高檔
[00:15:30.480 --> 00:15:31.480]  文化很高檔
[00:15:31.480 --> 00:15:32.480]  我知道
[00:15:32.480 --> 00:15:34.480]  在香港
[00:15:34.480 --> 00:15:35.480]  愛人如己
[00:15:35.480 --> 00:15:37.480]  就是用我做標準
[00:15:37.480 --> 00:15:38.480]  是嗎?
[00:15:38.480 --> 00:15:40.480]  但是如果愛人
[00:15:40.480 --> 00:15:42.480]  好像用基督一樣愛
[00:15:42.480 --> 00:15:43.480]  就更高的標準
[00:15:43.480 --> 00:15:45.480]  舊約聖經說
[00:15:45.480 --> 00:15:46.480]  愛人
[00:15:46.480 --> 00:15:47.480]  愛人如己
[00:15:47.480 --> 00:15:48.480]  已經很棒了
[00:15:48.480 --> 00:15:50.480]  現在用基督的水準
[00:15:50.480 --> 00:15:51.480]  更棒
[00:15:51.480 --> 00:15:53.480]  當然我們有時想
[00:15:53.480 --> 00:15:54.480]  我們人這麼差
[00:15:54.480 --> 00:15:55.480]  愛人如己都很難做
[00:15:55.480 --> 00:15:56.480]  還要用基督的水準
[00:15:56.480 --> 00:15:58.480]  但是這裡所說
[00:15:58.480 --> 00:16:00.480]  從起初
[00:16:00.480 --> 00:16:01.480]  就說了
[00:16:01.480 --> 00:16:02.480]  約翰寫書信去
[00:16:02.480 --> 00:16:04.480]  以弗所教會讓一書
[00:16:04.480 --> 00:16:06.480]  那時大概是八十到九十年
[00:16:06.480 --> 00:16:08.480]  公元
[00:16:08.480 --> 00:16:10.480]  耶穌教這件事的時候
[00:16:10.480 --> 00:16:12.480]  是公元三十年左右
[00:16:12.480 --> 00:16:15.480]  有五六十年的時間
[00:16:15.480 --> 00:16:18.480]  教會對彼此相愛
[00:16:18.480 --> 00:16:20.480]  有很多不同的詮釋
[00:16:20.480 --> 00:16:22.480]  教會對罪
[00:16:22.480 --> 00:16:24.480]  犯不犯罪
[00:16:24.480 --> 00:16:26.480]  在當時希臘的世界裡
[00:16:26.480 --> 00:16:28.480]  也受了很多衝擊
[00:16:28.480 --> 00:16:30.480]  或者放在今天
[00:16:30.480 --> 00:16:32.480]  聖經說愛的功課
[00:16:32.480 --> 00:16:35.480]  世界會有什麼回應呢?
[00:16:35.480 --> 00:16:37.480]  會怎樣扭曲呢?
[00:16:37.480 --> 00:16:39.480]  我想都有四方面
[00:16:39.480 --> 00:16:41.480]  可以怎樣扭曲
[00:16:41.480 --> 00:16:43.480]  第一,從真理上
[00:16:43.480 --> 00:16:45.480]  聖經說
[00:16:45.480 --> 00:16:47.480]  無條件的愛
[00:16:47.480 --> 00:16:49.480]  是天方夜譚
[00:16:49.480 --> 00:16:50.480]  是高不可攀
[00:16:50.480 --> 00:16:52.480]  開玩笑
[00:16:52.480 --> 00:16:54.480]  我不知道你有沒有這樣的感覺
[00:16:54.480 --> 00:16:55.480]  如果你有,是錯的
[00:16:55.480 --> 00:16:57.480]  因為聖經所說的愛是無條件的
[00:16:57.480 --> 00:16:59.480]  因為一有條件
[00:16:59.480 --> 00:17:00.480]  就是一個交易
[00:17:00.480 --> 00:17:02.480]  是不純粹的
[00:17:02.480 --> 00:17:04.480]  老婆,如果有一天
[00:17:04.480 --> 00:17:05.480]  和你說
[00:17:05.480 --> 00:17:07.480]  或者家人和你說
[00:17:07.480 --> 00:17:09.480]  你對我好
[00:17:09.480 --> 00:17:11.480]  知道我老爸嗎?
[00:17:11.480 --> 00:17:12.480]  也是想著我的身家
[00:17:12.480 --> 00:17:13.480]  想著一層樓而已
[00:17:13.480 --> 00:17:14.480]  不是你老爸
[00:17:14.480 --> 00:17:16.480]  我真的孝順你
[00:17:16.480 --> 00:17:18.480]  幫我先買一層樓
[00:17:18.480 --> 00:17:20.480]  聖經說
[00:17:20.480 --> 00:17:22.480]  愛是無條件的
[00:17:22.480 --> 00:17:23.480]  世界說
[00:17:23.480 --> 00:17:24.480]  不是
[00:17:24.480 --> 00:17:26.480]  愛總有些條件的
[00:17:26.480 --> 00:17:27.480]  聖經說
[00:17:27.480 --> 00:17:28.480]  愛不是憑感覺
[00:17:28.480 --> 00:17:30.480]  愛是憑意志的
[00:17:30.480 --> 00:17:31.480]  世界會說
[00:17:31.480 --> 00:17:32.480]  不是
[00:17:32.480 --> 00:17:33.480]  也說一些感覺的
[00:17:33.480 --> 00:17:35.480]  不喜歡就不要理他
[00:17:35.480 --> 00:17:37.480]  是不是?
[00:17:37.480 --> 00:17:39.480]  當他透明
[00:17:39.480 --> 00:17:41.480]  我們有很高的透明度
[00:17:41.480 --> 00:17:44.480]  從真理上扭曲他
